GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PREDCLI,G16PRERTRU,G16PRELJOH,G16PREGSTE,G16PREIMCM,G16PRECCAS,G16PREASKE,G16USSDDIX,G16USSRSCO,G16USSLBLE,G16USSASCA,G16USSOWRI
45035000074,45,035,000074,611.98,259.48,16.65,6.85,4.9,3.92,0,525.81,331.94,13.71,1.96,0.98
45035000075,45,035,000075,436,726,44,13,21,4,3,333,834,30,5,3
45035000076,45,035,000076,653.47,740.3,73.87,14.63,22.51,5.86,1.93,529.66,906.1,47.51,7.82,0.97
45035000077,45,035,000077,616.79,213.44,13.65,8.69,11.5,1.03,0,570.34,264.35,5.99,6.69,0.02
45035000078,45,035,000078,264,594,45,9,13,4,4,212,687,15,6,3
45035000079,45,035,000079,432.23,640.21,30.1,11.85,20.01,3.39,3.29,367.73,729.12,15.06,9.56,3.39
45035000080,45,035,000080,180,241,22,7,8,1,1,150,279,18,1,0
45035000081,45,035,000081,266.7,314.87,20.97,4.1,5.05,0.41,0.06,216.73,369.5,13.82,3.41,1.65
45035000082,45,035,000082,84.83,345.15,17.62,2.87,5.58,2.06,2.16,58.83,392.32,7.66,0.72,0
45035000083,45,035,000083,197.16,585.45,49.03,6,6.01,5,0,148.15,655.48,26.02,2.01,1
45035000084,45,035,000084,273,706,39,8,33,3,1,184,852,16,4,0
45035000085,45,035,000085,343,640.75,45.25,5,10,3.75,4.75,275.75,728.5,25.75,7.25,0
45035000086,45,035,000086,222,387,19,2,6,3,1,190,425,8,8,0
45035000087,45,035,000087,145,375,28,5,7,1,0,113,420,15,2,0
45035000088,45,035,000088,314,547,30,4,7,1,0,271,584,21,6,0
45035000089,45,035,000089,341,794,43,13,7,0,0,291,842,28,9,0
45035000090,45,035,000090,249.09,470.21,12.24,3.5,6.12,0.87,0.87,212.38,492.94,10.49,6.12,0.87
45035000091,45,035,000091,629,640,43,19,13,4,1,522,787,16,2,5
45035000092,45,035,000092,160,406,43,6,7,1,1,100,503,15,2,0
45035000093,45,035,000093,365,498,32,7,11,3,1,327,552,18,4,1
45035000094,45,035,000094,239.82,374.23,10.64,1.93,3.87,0.97,2.9,217.57,390.67,8.7,0.97,0
45035000095,45,035,000095,297,265,7,4,1,1,0,273,295,2,2,0
45035000096,45,035,000096,117,150,14,2,4,5,0,101,181,6,0,0
45035000097,45,035,000097,117.84,285.99,21.16,3.18,14.81,4.03,0.06,87.81,334.93,6.28,1.05,1.01
45035000098,45,035,000098,440.16,636.92,31.23,0.17,12,3,1.06,353.27,725.38,21.08,7.06,0
45035000099,45,035,000099,105.88,339.4,23.75,2.97,4.95,0,0.99,69.27,391.85,6.93,5.94,0
45035000100,45,035,000100,498.44,165.83,14.55,4.85,5.82,0.97,2.91,408.26,248.25,4.85,4.85,0.97
45035000101,45,035,000101,246.63,209.05,5.78,0.96,3.85,3.85,0,215.8,242.77,0,2.89,0
45035000102,45,035,000102,380,419.01,36,6,15,0,0,333,468.01,23,7,1
45035000103,45,035,000103,224.27,295.59,18.05,2.01,5.02,3,0,178.18,347.71,11.02,2,0
45035000104,45,035,000104,372,354,32,13,9,6,3,331,413,15,7,0
45035000105,45,035,000105,118,243,14,3,1,0,1,96,269,6,0,0
45035000106,45,035,000106,347,554,33,4,9,1,0,257,643,22,0,0
45035000107,45,035,000107,88.82,257.65,13.21,1.47,5.14,0.73,0,75.61,283.34,2.2,1.47,0
45035000108,45,035,000108,262.01,459.03,33,4,11,8,1,224.01,510.03,22,5,0
45035000109,45,035,000109,344.67,462.84,29.54,8.86,18.71,3.94,0,270.81,565.25,11.82,5.91,0
45035000110,45,035,000110,320.87,177.93,17.99,2,4,4,1,275.89,228.91,8,3,0
45037000001,45,037,000001,238,382,6,6,7,0,1,220,378,11,1,2
45037000002,45,037,000002,547,494,15,0,1,5,3,508,483,16,7,2
45037000004,45,037,000004,640.6,319.71,7.97,3.98,4.98,1.99,2.98,646.53,308.78,5,5.97,0
45037000005,45,037,000005,528,393,12,1,1,1,1,479,389,17,4,0
45037000006,45,037,000006,376.97,400.9,6.08,3.02,4.03,1.01,4,366,380.83,17.08,6.01,0
45037000007,45,037,000007,334.35,1381.39,24.44,6.84,17.6,13.69,0.98,318.71,1366.72,40.08,5.87,1.96
45037000008,45,037,000008,62.03,631.4,3.15,1.04,4.11,1.08,0.01,62.94,592.32,17.24,4.04,0.01
45037000009,45,037,000009,160.08,465.44,10.04,1.01,4.01,0.01,0,158.13,458.39,10.03,0.02,0
45037000010,45,037,000010,206,150,6,1,0,0,0,191,153,4,0,0
45037000011,45,037,000011,276.62,155.84,5.25,3.04,3,1,0.21,258.21,159.42,5.21,1.25,0
45037000012,45,037,000012,406.38,1601.62,36.85,5.98,15.94,14.94,1,423.31,1547.83,42.83,17.93,0
45037000013,45,037,000013,723.72,459.25,19.27,2.09,5.12,2.02,0.01,696.55,437.38,22.23,7.07,0
45039000001,45,039,000001,43,11,0,0,0,0,0,41,8,0,0,0
45039000002,45,039,000002,349,50,3,1,1,1,0,334,55,1,1,0
45039000003,45,039,000003,78,183,2,1,2,0,0,70,179,7,1,0
45039000004,45,039,000004,176,80,1,0,0,0,1,165,80,2,0,2
45039000005,45,039,000005,849,346,15,7,11,1,1,787,390,17,4,0
45039000006,45,039,000006,21,42.66,0.04,1,0.02,1,2,30.74,33.33,1.12,0.05,0
45039000007,45,039,000007,378.37,71.84,2.91,0.02,3.78,1.85,0,356.98,95.97,1.06,1.85,0
45039000008,45,039,000008,219,43,1,0,1,0,0,206,47,6,2,0
45039000009,45,039,000009,434,210,6,4,8,0,0,401,224,9,4,0
45039000010,45,039,000010,261,249,0,1,0,4,0,236,241,6,2,0
45039000011,45,039,000011,301.11,275.7,2.82,0,1.88,0,0,281.35,250.3,9.41,3.76,0
45039000012,45,039,000012,341,99,8,0,5,0,1,317,113,5,2,0
45039000013,45,039,000013,17,36,0,0,1,0,0,20,32,0,0,0
45039000014,45,039,000014,905.34,438.68,12.99,3,8.99,4,3,822.4,494.64,16.99,7.99,0
45039000015,45,039,000015,374.66,288.32,11.01,6,6.01,0,0,335.6,322.36,10.01,3.01,0
45039000016,45,039,000016,366.23,79.03,0.96,2.89,1.93,0,0.96,340.21,86.74,5.78,1.93,1.93
45039000017,45,039,000017,280.77,202.97,9.04,8.11,4.07,6,2.04,263.79,201.26,7.22,6.07,0.07
45039000018,45,039,000018,623,188,14,5,4,5,3,536,217,9,8,3
45039000019,45,039,000019,401.11,322.17,6.1,4,5.07,1,3,361.38,333.24,9.35,1.14,0
45039000020,45,039,000020,148.74,61.64,1.02,0,3.97,3.94,0,122.85,79.07,1.1,0.05,0
45039000021,45,039,000021,95.04,21.82,0.01,0,0.06,0.06,0,89.68,25.07,1.01,0,0
45039000022,45,039,000022,250,727,23,5,4,3,4,193,755,22,19,2
45041000001,45,041,000001,109.56,261.52,0.09,3,0.03,0.01,0.01,107.25,248.85,4.03,4,0.01
45041000002,45,041,000002,392,105,3,0,1,0,1,359,132,3,3,0
45041000003,45,041,000003,270.37,366.61,3.01,3,3,1.01,1,245.36,366.62,3.01,5,1
45041000004,45,041,000004,366,850,12,6,1,3,2,345,863,10,5,1
45041000005,45,041,000005,703.97,1009.52,42.77,13.56,20.01,5.88,3,628.79,1103.03,31.69,4.56,2.38
45041000006,45,041,000006,158.19,512.66,4.01,0.01,4.01,1,0,159.18,480.65,12.02,5.01,1
45041000007,45,041,000007,183.66,457.54,8.26,1.04,0.17,0,4,180.57,438.75,8.26,6.13,0.04
45041000008,45,041,000008,682.99,605.47,36.29,9.76,13.75,5.83,2.91,613.85,679.73,18.63,4.9,2.91
45041000009,45,041,000009,315.53,917.65,24.74,5.22,12.23,4.12,2.06,244.54,970.1,19.27,8.02,3.04
45041000010,45,041,000010,714.52,1750.49,72.49,13.16,22.16,0.11,0.03,596.68,1892.2,35.35,10.14,3
45041000011,45,041,000011,563.49,905.2,38.07,7.61,17.13,1.9,2.86,488.29,992.77,24.75,4.76,2.86
45041000012,45,041,000012,286.91,644.52,20.13,3.8,8.91,1.31,0.14,218.63,707.69,11.69,3.21,1.09
45041000013,45,041,000013,107.67,414.06,4.16,0,1.07,3,0.02,105.44,407.15,5.19,1.06,0.03
45041000014,45,041,000014,282.04,813.82,8.29,1.13,5.14,1.02,0.02,240.66,825.93,12.3,5.12,0.04
45041000015,45,041,000015,205,544,5,5,5,1,1,198,545,8,4,0
45041000016,45,041,000016,725,14,2,1,1,1,0,683,35,4,5,0
45041000017,45,041,000017,623.57,20.23,2.01,1.01,1,0,3,591.5,44.28,0.01,1.01,1
45041000018,45,041,000018,791.25,7.41,8.1,3.03,1.04,4.02,1.01,760.92,32.73,1.13,4.01,1
45041000019,45,041,000019,216.71,198.02,14,6.01,5,0,1,192.69,215.05,19,3.01,1
45041000020,45,041,000020,433.75,187.59,12.9,3.97,4.96,2.98,0.99,390.08,231.27,17.87,0.99,0
45041000022,45,041,000022,184,362,12,3,5,0,0,138,403,9,1,0
45041000023,45,041,000023,393.34,718.99,36.29,5.89,15.69,0.98,0,283.48,851.41,18.64,4.9,0
45041000024,45,041,000024,260.19,810.21,31.45,3.94,20.58,0.01,1.95,166.8,930.08,17.68,2.96,0.97
45041000025,45,041,000025,877.61,8.02,3.86,3.86,1,1,0,822.2,40.16,3.89,3.86,0
45041000026,45,041,000026,371.84,11.12,1.07,4.06,1.02,0.02,1,360.88,24.66,0.07,4.06,0
45041000027,45,041,000027,247,316,14,4,5,0,1,224,355,9,4,0
45041000028,45,041,000028,385.2,935.51,35.92,6.42,10.46,4.08,6.08,322.85,988.02,29.95,9.38,0.11
45041000029,45,041,000029,379.97,718.16,25.86,13.93,6.96,2.98,3.98,314.32,794.75,18.9,3.98,0
45041000030,45,041,000030,220.78,71.22,0.82,1.1,3.54,0,0.05,205.34,87.36,0.46,1.08,0.03
45041000031,45,041,000031,62,338,4,1,1,0,0,58,322,13,1,0
45041000032,45,041,000032,1037.1,155.42,5.26,6.07,3.15,3.1,2.02,993.34,183.68,4.22,7.05,1.02
45041000033,45,041,000033,518.66,591.35,29.47,3.93,6.88,0.98,0,490.18,623.77,17.68,0.98,0.98
45041000034,45,041,000034,71,502,10,1,0,0,0,50,518,3,0,0
45041000035,45,041,000035,89.81,310.34,3.99,3.99,5.99,0,0,85.82,302.35,7.98,2.99,0
45041000036,45,041,000036,511.7,1120.12,12.08,5.03,8.88,4.96,1.98,471.26,1144.85,8.05,6.88,2.98
45041000037,45,041,000037,458.94,378.13,7.96,3.02,1.12,1.06,0.03,453.13,382.42,5.1,0.15,1.02
45041000038,45,041,000038,784.44,231.5,12.03,4.05,6.06,3.03,1.03,729.42,272.07,7.11,8.02,0
45041000039,45,041,000039,333.85,571.21,16.9,7.96,4.98,0.01,1.01,305.85,581.27,12.95,5.98,1
45041000040,45,041,000040,680.72,412.62,5.98,5.98,3.99,2.99,3.99,619.93,453.48,11.96,5.98,1
45041000041,45,041,000041,1197.56,30.5,1.97,2.95,3.94,1.97,1.97,1134.58,65.93,6.89,0.98,0
45041000042,45,041,000042,107.43,169.17,3.12,0.06,1.04,0,0.01,102.22,168.25,1.09,1.04,0.01
45041000043,45,041,000043,662.12,745.57,22.07,3.06,7.09,4.01,0,606.69,778.32,14.18,10.06,2.01
45041000044,45,041,000044,333.46,625.24,16.48,3.88,3.88,4.85,0.97,279.18,660.14,13.57,5.82,3.88
45041000045,45,041,000045,184,384,3,1,1,0,0,179,379,0,1,0
45041000046,45,041,000046,355,164,4,4,1,3,0,337,178,5,3,0
45041000047,45,041,000047,147,673,8,0,3,1,0,141,658,6,5,1
45041000048,45,041,000048,490,583,14,3,3,7,3,471,585,16,4,1
45041000049,45,041,000049,250,606,6,1,1,1,3,227,602,3,14,0
45041000050,45,041,000050,407,139,6,1,4,1,0,377,160,3,1,0
45041000051,45,041,000051,18.45,273.93,3.83,0.01,0,0,0.95,24.14,264.44,3.82,2.85,0
45041000052,45,041,000052,453.99,169.65,9.82,2.97,2.94,1.02,0.98,420.54,193.1,5.96,3,1.01
45041000053,45,041,000053,36.34,340.46,5.74,0.96,3.83,0,0,34.43,323.25,5.74,2.87,0.96
45041000054,45,041,000054,1030.77,1023.96,23.2,10.53,11.6,1.97,1.93,921.32,1112.2,24.06,9.63,2.9
45041000055,45,041,000055,291,394,4,0,0,0,0,277,376,9,4,0
45041000056,45,041,000056,455.07,528.32,29.37,2.51,13.03,8.13,0.02,384.89,630.22,7.41,2.46,1.62
45041000057,45,041,000057,887.01,222.7,15.69,5.07,5.19,4.02,4.02,845.27,262.38,13.5,3.08,0.05
45041000058,45,041,000058,688.9,34.13,1.05,1.05,3.9,3.9,0,637.34,70.68,3.96,0.08,0
45041000059,45,041,000059,394.65,595.89,13.68,0,5.86,0,1.95,375.12,603.7,15.63,4.88,2.93
45041000060,45,041,000060,862,196,5,5,4,1,3,837,205,5,6,0
45041000061,45,041,000061,378,425,4,4,4,1,1,375,404,10,6,0
45041000062,45,041,000062,103.89,414.15,15.2,0,5,1,1.05,118.18,403.65,4.2,0.15,1
45041000063,45,041,000063,698.35,1173.14,35.42,16.76,14.17,7.82,0,579.99,1288.14,28.98,4.4,0.06
45041000064,45,041,000064,327.42,557.02,12.98,10.98,8.98,0,0,247.56,649.86,4.99,1,0
45043000101,45,043,000101,789,269,8,4,5,3,0,738,292,8,5,1
45043000102,45,043,000102,493.17,415.09,14.08,1.01,3.03,0,0.01,463.1,427.09,9.04,1.07,3
45043000103,45,043,000103,93.28,663.05,6.39,4.05,0.15,0,0.05,103.93,634.05,4.2,9.34,1
45043000104,45,043,000104,190.58,760.41,7.59,6.64,8.53,1.9,2.84,165.93,778.43,8.53,9.48,0
45043000105,45,043,000105,997.11,218.26,2.9,7.64,6.71,3.81,0.95,948.42,245.97,7.64,2.85,0.95
45043000106,45,043,000106,34,127,1,1,1,1,1,28,132,0,4,0
45043000107,45,043,000107,84.1,364.69,2.92,1,1,0.02,0.97,80.84,364.89,2.94,5.85,0
45043000108,45,043,000108,498.77,167.56,2.94,2.94,3.92,0.98,0,481.13,179.32,2.94,0,0
45043000109,45,043,000109,625.13,14.93,5,4.02,1.03,0.06,0.01,585.29,36.76,4.02,0.07,0.01
45043000110,45,043,000110,190.57,527.79,3.86,0.98,2.89,0.96,0.96,178.61,531.64,4.85,0.97,0
45043000111,45,043,000111,219.61,305.74,12.05,3.07,3.07,0.1,1.02,182.53,340.65,5.07,0.12,0.02
45043000112,45,043,000112,609.34,75.33,6.68,3.81,0.95,2.86,2.86,575.96,96.31,4.77,5.72,0
45043000113,45,043,000113,122,195,6,6,7,0,0,97,225,4,4,0
45043000114,45,043,000114,373.4,612.09,16.84,3.96,8.91,5.94,0.99,354.58,638.84,8.91,3.96,0
45043000115,45,043,000115,358.42,69.56,0,0,0,0.97,0,340.07,80.19,0.97,0.97,0
45043000116,45,043,000116,181.26,529,16.16,1.2,7.98,0.18,1.13,165.78,549.75,12.12,1.31,0.01
45043000117,45,043,000117,578.02,1522.81,28.28,17.68,21.21,5.3,3.54,425.12,1695.16,14.14,8.84,0
45043000118,45,043,000118,422,1005,32,12,4,2,1,362,1057,12,9,1
45043000119,45,043,000119,171.82,409.77,12.74,0.97,2.98,0,0.02,134.25,430.43,11.8,1.97,0.97
45043000120,45,043,000120,208,966.15,24.42,6.07,7.04,0.06,0,175.2,981.26,18.41,9.93,1.01
45043000121,45,043,000121,368.03,37.58,3.08,1.01,1.02,0,0,352.79,46.71,0.07,2.01,0.01
45043000122,45,043,000122,539.66,1254.92,50.59,11.9,13.89,0,2.98,421.61,1401.74,13.89,5.95,0
45043000123,45,043,000123,819.34,1044.08,49.41,14.1,17.11,3,4.02,678.39,1186.26,30.11,10.05,0
45043000124,45,043,000124,434.59,1074.51,38,12.2,11.33,4.04,0.11,340.53,1195.39,10.33,5.17,1
45043000125,45,043,000125,342.64,1014.41,52.12,10.62,17.37,1.93,5.79,235.51,1164.01,17.37,8.69,0
45043000126,45,043,000126,443,1176,50,10,13,3,0,317,1349,12,5,0
45043000127,45,043,000127,111,226,1,1,0,0,0,91,236,3,2,1
45043000128,45,043,000128,454.02,182.5,5.3,1.57,3.78,0.15,0.26,438.68,195.11,4.79,2.68,1
45043000129,45,043,000129,253.46,448.49,14.01,3.01,8.01,6,2,234.41,473.53,9.01,4,0
45043000130,45,043,000130,265.38,317.71,7.67,1.32,3.16,0.19,0.99,256.35,319.1,4.15,6.73,0.05
45043000131,45,043,000131,616.32,139.11,5.07,1.09,3.09,0.14,1.02,594.21,147,3.09,2.17,0.02
45043000132,45,043,000132,653.75,145.42,0.24,3,3.99,1.96,0.03,611.32,169.3,3.07,2.14,0.01
45043000133,45,043,000133,535.34,487.88,3.04,3.81,3.87,5.66,0.96,530.23,483.53,3.93,6.62,0.94
45043000134,45,043,000134,148.6,410.91,5.16,0.04,3.09,1.06,0.01,128.42,420.16,8.09,1.04,1
45045000201,45,045,000201,414,689,63,10,51,6,1,320,870,27,3,1
45045000203,45,045,000203,831,770,87,19,52,3,1,613,1077,36,3,6
45045000204,45,045,000204,980.35,409.09,63,15,33.01,2,5,857.33,555.1,38.01,14,1
45045000205,45,045,000205,954,559,91,23,25,2,4,765,781,44,9,4
45045000206,45,045,000206,215.65,56.91,3,1,3.99,2,0,202.67,62.9,3.99,2,0
45045000207,45,045,000207,777,109,17,6,17,2,0,713,165,16,2,0
45045000208,45,045,000208,993.47,308.05,62.44,13.16,22.13,4.13,3,885.82,445.72,35.38,4.04,1
45045000210,45,045,000210,790,529,79,11,36,1,3,622,733,41,6,5
45045000214,45,045,000214,844.5,50.94,9.8,2.94,6.86,0,1.96,791.6,74.46,9.8,4.9,2.94
45045000216,45,045,000216,506.15,693.66,53.56,12.95,24.73,2.1,4.92,347.1,904.87,23.98,3.98,0.98
45045000217,45,045,000217,432.5,637.06,41.2,3.06,32.14,1,1.04,249.4,880.54,10.2,1.1,1.06
45045000218,45,045,000218,386,664,50,2,25,1,0,197,911,11,5,0
45045000219,45,045,000219,957.59,178.37,17.94,16.94,17.94,2.99,1,895.81,263.06,12.95,6.98,1
45045000220,45,045,000220,333.63,511.36,42.7,3.97,10.92,0,0,170.78,702.01,10.92,0.99,0
45045000221,45,045,000221,409,464,78,12,33,2,2,286,657,36,2,1
45045000222,45,045,000222,567,967,71,10,29,6,2,397,1186,32,6,1
45045000223,45,045,000223,375.37,961.64,41.3,2.03,26.08,2,2,203.22,1172.99,12.08,2.01,3
45045000224,45,045,000224,905.84,940.72,96.66,18.93,42.85,7.97,0,756.36,1161.95,38.86,6.98,1
45045000225,45,045,000225,526.16,535.28,45.34,13.07,23.15,7.03,2,457.64,604.05,41.14,13.02,7
45045000226,45,045,000226,681,360,53,9,22,3,1,601,465,28,3,0
45045000227,45,045,000227,119,606,28,4,65,17,2,94,731,20,5,1
45045000228,45,045,000228,311,278,30,19,10,7,0,295,322,21,2,2
45045000229,45,045,000229,822.3,256.04,27.81,8.36,20.96,3.38,1.04,748.9,327.35,25.97,4.44,1
45045000230,45,045,000230,297,210,11,3,2,3,1,286,208,10,4,0
45045000231,45,045,000231,247.71,757.2,27.58,7.51,30.87,2.84,4.15,190.2,846.55,26.52,1.25,1.08
45045000232,45,045,000232,553,1526,87,11,28,6,4,369,1775,33,10,0
45045000233,45,045,000233,325,743,21,14,20,8,2,271,808,21,4,2
45045000234,45,045,000234,1022,52,6,7,3,1,0,954,88,7,7,0
45045000235,45,045,000235,565,1360,86,17,38,13,4,472,1501,64,10,4
45045000236,45,045,000236,363.86,169.72,8.51,1.05,2.11,0.95,0.01,354.68,161.74,12.09,2.79,0.01
45045000237,45,045,000237,447,464,17,6,14,4,2,393,505,18,4,1
45045000238,45,045,000238,457,975,46,11,47,3,5,374,1115,22,8,4
45045000239,45,045,000239,392,715,39,12,33,2,1,321,816,27,3,4
45045000240,45,045,000240,291,520,24,9,25,7,0,262,561,32,2,2
45045000241,45,045,000241,624.47,1307.28,65.29,12.04,25.14,8.02,5.01,465.83,1502.91,27.19,15.07,4
45045000242,45,045,000242,591.96,195.83,6.11,5.93,3.97,0.09,0.97,556.93,200.81,8.99,3.94,1.94
45045000243,45,045,000243,499.21,471.05,29.14,10.68,8.74,8.74,0,455.51,515.72,25.25,2.91,0
45045000244,45,045,000244,530.82,1217.93,58.98,7.86,34.4,2.95,0.98,408.93,1384.05,28.51,5.9,0
45045000245,45,045,000245,198,952,32,10,28,10,1,170,983,40,5,1
45045000246,45,045,000246,698.64,740.45,39,12,12.33,3.03,1.01,611.27,823.86,38.94,4.03,1.01
45045000247,45,045,000247,286,1282,44,10,37,12,3,253,1342,40,10,1
45045000248,45,045,000248,652,867,48,19,29,7,1,539,1008,36,8,0
45045000249,45,045,000249,343,915,49,7,60,7,1,244,1107,22,6,1
45045000250,45,045,000250,532.68,245.55,10.93,4.6,4.46,2.93,0.4,491.89,264.81,15.53,4.33,1.4
45045000251,45,045,000251,405,797,67,13,23,8,2,332,937,28,3,1
45045000252,45,045,000252,213.96,1284.39,29.97,2.21,14.93,8.22,1,214.13,1252.21,34.19,14.99,2.97
45045000253,45,045,000253,459,1035,47,11,23,6,0,389,1122,34,9,6
45045000254,45,045,000254,265.98,1292.53,33.01,9.32,12.32,6.22,5.07,258.44,1300.04,33.48,8.22,3.04
45045000255,45,045,000255,421,1021,41,7,45,12,2,335,1133,36,11,0
45045000256,45,045,000256,591,1110,46,11,37,2,3,507,1190,36,13,1
45045000257,45,045,000257,301.06,406.58,23.23,2.9,12.58,6.78,0,266.21,446.26,27.11,4.84,0
45045000258,45,045,000258,220.07,1140.04,24.56,8.34,13.2,3.54,2,212.97,1104.82,37.98,13.24,0.02
45045000259,45,045,000259,946.98,1135.97,60,9,29,6,3,852.98,1240.97,33,12,1
45045000260,45,045,000260,265.49,627.04,26.04,8.01,10.02,2,2,249.49,639.96,20.08,7.02,1
45045000262,45,045,000262,581,1151,43,18,20,7,5,457,1292,35,4,4
45045000264,45,045,000264,221.65,1103.25,24.96,9.98,5.99,5.99,2,196.69,1124.22,23.96,7.99,3
45045000266,45,045,000266,595.3,384.07,8.98,11.34,9.4,2.18,4.05,551.73,419.7,16.05,13.39,0.08
45045000269,45,045,000269,239.92,869.1,31.97,6.01,18.32,8.05,5.94,193.06,938.3,25.76,9.2,0
45045000270,45,045,000270,643,759,41,17,32,11,4,608,801,38,13,5
45045000271,45,045,000271,435,1080,43,8,26,4,5,385,1131,28,11,1
45045000272,45,045,000272,556,783,56,6,18,7,3,443,890,45,8,3
45045000274,45,045,000274,403.08,847.58,22.26,10.11,19.23,7.04,0,396.86,835.19,32.23,8.26,0.04
45045000275,45,045,000275,262.42,977.39,21.79,11.88,20.8,7.92,1.98,273.31,986.3,21.79,7.92,0
45045000276,45,045,000276,555.61,689.43,43.75,12.65,19.67,9.66,1.94,497.33,763.99,36.04,7.76,0.98
45045000277,45,045,000277,860,1340,82,27,46,7,3,669,1573,55,11,4
45045000278,45,045,000278,903,687,44,14,27,3,1,814,770,35,7,3
45045000279,45,045,000279,740,1098,48,18,35,10,3,667,1196,39,12,4
45045000280,45,045,000280,718.31,909,85.96,11.86,21.74,2.96,2.96,636.3,1033.5,39.52,7.9,2.96
45045000281,45,045,000281,636.68,857.64,37.98,8.13,8.25,7.02,2.03,545.83,933.02,35.42,3.09,0.04
45045000282,45,045,000282,468.01,768.36,59.06,9.01,43.01,4.01,5,392.86,914.48,31.06,6,1
45045000283,45,045,000283,485,1087,48,4,49,6,0,358,1254,21,4,0
45045000284,45,045,000284,495,514,25,17,13,6,5,478,523,25,13,4
45045000285,45,045,000285,276.54,1147.76,43.89,6.54,36.43,10.27,1.87,209.28,1259.85,32.69,2.8,0.93
45045000286,45,045,000286,201,1355,29,7,12,13,1,178,1347,39,9,1
45045000287,45,045,000287,805,1538,83,13,42,10,3,658,1741,53,8,1
45045000288,45,045,000288,377,892,58,6,50,7,1,313,1023,43,7,0
45045000289,45,045,000289,557,1347,76,12,35,4,4,439,1533,39,6,3
45045000291,45,045,000291,436.94,769.42,44.77,11.1,39.42,4.22,2,376.79,869.74,28.89,6.16,1
45045000292,45,045,000292,264.75,649.04,38.53,3.95,24.7,8.89,1.98,202.52,766.6,17.78,3.95,0.99
45045000293,45,045,000293,384,1054,30,4,36,13,2,297,1169,30,8,4
45045000294,45,045,000294,252.38,564.12,38.14,6,14.27,6.89,0.02,167.25,682.24,18.07,2.06,0
45045000295,45,045,000295,522.88,1076.66,47.12,6.15,12.06,8.03,5.99,508.96,1078.56,37.25,14.08,1.02
45045000296,45,045,000296,134.39,667.61,20.58,3.12,4.23,6.03,0,125.42,672.6,14.07,3.2,1
45045000297,45,045,000297,505,1012,54,15,36,8,0,435,1118,52,6,3
45045000298,45,045,000298,681.02,1156.34,69.33,9.05,25.17,14,5.01,589.58,1266.87,52.22,6.05,4.01
45045000299,45,045,000299,594.15,666.91,19.54,4.06,17.27,6.09,5.01,560.2,691.86,16.43,4.06,0.01
45045000300,45,045,000300,523,1290,69,18,33,0,0,358,1525,29,8,3
45045000302,45,045,000302,623,872,57,14,45,7,4,495,1049,44,9,3
45045000303,45,045,000303,518,708,60,7,12,7,1,449,800,31,7,3
45045000304,45,045,000304,313,806,34,2,17,2,0,224,902,15,3,0
45045000305,45,045,000305,785,94,7,3,7,4,1,723,134,7,4,0
45045000306,45,045,000306,335.22,648.1,24.29,6.8,10.69,6.8,0.97,301.21,684.05,31.09,2.91,0
45045000307,45,045,000307,362.67,1855.89,59.57,10.91,27.81,14.89,2.99,328.85,1897.6,55.6,11.94,0.99
45045000308,45,045,000308,457,1255,52,17,51,9,5,393,1368,44,13,1
45045000309,45,045,000309,394,995,55,15,46,9,0,293,1178,31,3,1
45045000310,45,045,000310,529.99,1008.98,55,9,19,9,3,488.99,1062.98,38,6,3
45045000311,45,045,000311,398.23,646.02,38.35,14.75,12.78,5.9,1.97,372.67,667.65,38.35,12.78,0
45045000312,45,045,000312,430,1126,50,13,16,4,0,368,1181,39,7,4
45045000313,45,045,000313,474.28,703.21,38.64,8.69,9.66,3.86,1.93,438.54,721.56,42.5,12.56,0.97
45045000314,45,045,000314,592.98,639.66,48.67,6.95,24.83,0,0.99,527.42,717.13,31.78,6.95,0.99
45045000315,45,045,000315,664.72,1100.79,57.36,9.31,21.34,7.14,1.07,603.46,1183.44,35.5,6.44,0.03
45045000316,45,045,000316,157.9,1519.04,36.98,8.99,16.99,6,0,178.89,1482.06,31.98,14.99,1
45045000317,45,045,000317,286.98,1690.48,45.66,12.81,19.58,7.73,7.05,290.49,1649.89,59.6,12.26,4.09
45045000318,45,045,000318,666.16,601.24,30.87,7.21,9.4,3.03,1.08,516.57,771.68,9.39,7.06,1.02
45045000319,45,045,000319,530,662,50,6,40,7,3,452,789,25,9,0
45045000321,45,045,000321,501,882,58,21,38,7,4,471,953,38,8,1
45045000322,45,045,000322,397,798,47,4,31,3,0,294,945,25,1,1
45045000323,45,045,000323,585.19,1148.55,77.08,21.03,42.05,6.01,1,511.09,1267.68,48.07,11.02,4
45045000324,45,045,000324,447,1230,52,9,27,7,1,303,1430,37,2,0
45045000325,45,045,000325,359.03,958.53,25.84,13.81,16.72,6.92,3.92,338.99,981.15,20.1,11.82,2.94
45045000326,45,045,000326,356,1056,56,8,18,8,2,292,1153,25,9,0
45045000327,45,045,000327,722.58,684.93,25.82,8.54,7.49,3.23,2.97,672.46,708.87,21.14,10.37,1
45045000328,45,045,000328,609,768,71,10,11,10,3,557,830,44,7,3
45045000329,45,045,000329,659,1210,36,17,37,4,3,516,1385,34,6,1
45045000330,45,045,000330,289.54,1354.51,43.73,6.15,37.36,9.19,0.15,241.43,1399.23,57.52,9.21,0
45045000331,45,045,000331,485,972,81,15,47,10,1,411,1128,45,2,4
