GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREGHAW,G20PREAFUE,G20USSRGRA,G20USSDHAR,G20USSCBLE,G20USSOWRI
45001000001,45,001,000001,867,419,8,1,1,852,422,22,1
45001000002,45,001,000002,400.8,733.3,3.1,1.1,1,379.5,752.4,10.5,0.1
45001000003,45,001,000003,482.9,443,11,2,0,466,451,24,1
45001000004,45,001,000004,446,208,3,0,0,429,215,13,0
45001000005,45,001,000005,787.4,186,7.2,0,0,767.7,192.5,17.5,2
45001000006,45,001,000006,315,87.1,0.1,1,0,308.8,90.2,5.3,0
45001000007,45,001,000007,529.9,664.5,6,3,2,507.7,683.6,8.1,0
45001000008,45,001,000008,623,145,7,4,0,616,160,7,0
45001000009,45,001,000009,344,71,7,0,0,333,77,10,2
45001000010,45,001,000010,773.6,363.6,15.1,2.1,0,766.3,378.9,14.3,0
45001000011,45,001,000011,313.3,150.7,1,2,0,319.3,148.7,1,1
45001000012,45,001,000012,712.2,177.7,7,3,0,699.3,188.6,13.9,2
45001000013,45,001,000013,718.1,122.1,6,0,1,695.5,137.8,13.9,0
45001000014,45,001,000014,454.1,142.5,4,1,0,442.3,146.4,12.9,0
45001000015,45,001,000015,470.8,188.3,2.8,2.8,0.9,465.2,189.2,9.2,1.9
45003000000,45,003,000000,20.4,14.9,0.3,0.1,0,19.4,15.6,0.6,0
45003000001,45,003,000001,617.6,371.6,11,5,1,630.6,366.6,7.1,0
45003000002,45,003,000002,184.7,587.9,6,5,2,185.7,597.9,5,1
45003000003,45,003,000003,133,845,4,7,2,118,864,12,0
45003000004,45,003,000004,75.5,363,2.1,1,0,72.3,369.1,4.1,0
45003000005,45,003,000005,327.6,541.1,11.8,3,0,341.4,540.1,5.9,0
45003000006,45,003,000006,594.5,405.2,13.9,5,0,617.2,397.2,11.2,0
45003000007,45,003,000007,299,239,2,4,1,283,252,13,0
45003000008,45,003,000008,501.1,584.6,7.9,4.9,2,495.1,587.6,15.7,4.9
45003000009,45,003,000009,540,491,15,9,1,522,511,20,1
45003000010,45,003,000010,278.9,475.9,7,2,1,273,480.8,9,1
45003000011,45,003,000011,358.5,672.4,10,10,1,347.4,681.5,17.1,0
45003000012,45,003,000012,250.1,222,3.2,3.1,3,235,243,3.4,2.1
45003000013,45,003,000013,843,440,19.2,6,2,831,467.9,14.2,1
45003000014,45,003,000014,796.1,327.2,8.9,5,0,780.2,336.1,16.9,1
45003000015,45,003,000015,520,165,8,4,0,502,179,15,1
45003000016,45,003,000016,460,263,7,3,0,450,274,10,0
45003000017,45,003,000017,881.2,266.7,5.3,1.1,0,863.8,274.1,20.3,0
45003000018,45,003,000018,600,190,8,0,0,577,203,19,0
45003000019,45,003,000019,470.7,131.2,8.1,2,1,454.6,140.3,14.1,1
45003000020,45,003,000020,910.9,543.6,20.1,4,0,922.7,531.6,23.1,1
45003000021,45,003,000021,453.6,317.2,10.9,1,3,447.6,330,15.8,0
45003000022,45,003,000022,886,533,16,3,2,876,542,20,1
45003000023,45,003,000023,531.3,512.6,15,3.8,0.9,516.4,525.6,24.3,2.8
45003000024,45,003,000024,431,138,8,0,0,422,144,9,2
45003000025,45,003,000025,583,425,11,9,2,572,442,10,0
45003000026,45,003,000026,367,349,17,1,0,359,351,19,3
45003000027,45,003,000027,995.4,235.4,17.1,2,0,997.4,229.5,22.1,3
45003000028,45,003,000028,618,257,14,3,0,633,250,10,1
45003000029,45,003,000029,669,464,33,9,0,688,468,16,1
45003000030,45,003,000030,594.7,185,16.3,3.1,0,585.5,190.2,20.4,1
45003000031,45,003,000031,438,182,6,1,0,419,191,19,0
45003000032,45,003,000032,239,260,3,0,0,233,265,4,0
45003000033,45,003,000033,359,165,5,2,0,353,170,10,0
45003000034,45,003,000034,952.3,418,12.7,5.9,1,940.5,428.8,17.6,2
45003000035,45,003,000035,664.1,470.3,10.8,2,1,649.3,488,13.8,1
45003000036,45,003,000036,258,242,5,2,0,256,243,5,1
45003000037,45,003,000037,793.7,535.5,11.1,3,1.9,774,551.3,18.2,2
45003000038,45,003,000038,857.1,606.7,23,4,1,837.1,631.6,22,1
45003000039,45,003,000039,859,581,12,5,2,828,594,29,3
45003000040,45,003,000040,667.3,416.6,13,4,1,641.4,436.6,23,3
45003000041,45,003,000041,884,355.8,14,0,0,844.2,373.7,32.9,3
45003000042,45,003,000042,303,272,1,0,0,289,274,8,1
45003000043,45,003,000043,487,279,12,2,0,482,283,12,0
45003000044,45,003,000044,560.6,383.7,21,3,3,540.6,393.7,32,1
45003000045,45,003,000045,670,452.5,13.3,2.3,0.8,669.9,460.3,11,0.8
45003000046,45,003,000046,123.2,724.8,4.2,5,0,119,728.1,5.2,0
45003000047,45,003,000047,458.4,347.7,10,4.9,1,466.7,339.8,13.7,0
45003000048,45,003,000048,573,372,10,2,2,572,379,12,0
45003000049,45,003,000049,683,206,12,1,0,663,221,14,2
45003000050,45,003,000050,1104.2,828.6,17.9,2,0,1085.3,845.5,23.9,0
45003000051,45,003,000051,1342.9,747,25.8,1.7,1.2,1330.9,762.2,27.1,2.2
45003000052,45,003,000052,470.7,419.1,18.5,2.9,0,463.9,431.8,14.6,1
45003000053,45,003,000053,755.9,343.6,5,5,1,781.8,332.6,7,1
45003000054,45,003,000054,347.1,406.2,15,1,0,328.1,425.2,11,2
45003000055,45,003,000055,455.2,207.8,4.4,0.9,0.9,459.6,202.5,7.9,0
45003000056,45,003,000056,622,366.4,9,2,0,591.1,380.4,29,2
45003000057,45,003,000057,576.9,293.9,12.1,3,0,559.3,310.8,15,0
45003000058,45,003,000058,835.7,309.4,11,5,2,831.7,321.4,11,1
45003000059,45,003,000059,994,319.3,14.7,2.9,1,974.5,337.9,19.6,0
45003000060,45,003,000060,761.1,297,7.2,5.1,0,759.3,294,21.1,0
45003000061,45,003,000061,606.1,714.1,12.6,5.8,1,581.9,731.5,21.4,1
45003000062,45,003,000062,407.1,469.2,4.9,4.9,0,390.4,481.1,14.8,1
45003000063,45,003,000063,476,236,7,1,0,461,248,11,0
45003000064,45,003,000064,1152.3,523.6,12.5,3.4,1.4,1172.9,503.3,19.6,0.3
45003000065,45,003,000065,1157,427.7,14.3,3.1,1,1158.5,425.1,19.4,2
45003000066,45,003,000066,497.6,314.1,10,2,0,500.6,311.1,9,2
45003000067,45,003,000067,728.6,272.6,16.9,3,1,729.6,281.5,10.9,0
45003000068,45,003,000068,1354.2,572,25.5,2.1,2,1342.6,588.4,29.7,1
45003000069,45,003,000069,1167,568,14,4,0,1216,532,12,0
45003000070,45,003,000070,579,371,18,10,3,582,375,27,0
45003000071,45,003,000071,1163.5,483.7,17.8,3.3,0.2,1148.6,496.2,19.3,2.3
45003000072,45,003,000072,396,310,10,2,1,392,315,12,0
45003000073,45,003,000073,831.4,274.7,20.1,1.1,2,842.1,270.9,11.2,0
45003000074,45,003,000074,302.4,158.3,6,1,0,296.4,160.3,9,1
45003000075,45,003,000075,881,506,17,9,1,878,512,23,0
45003000076,45,003,000076,1116,627,22,4,0,1142,609,17,1
45003000077,45,003,000077,798.9,401,10.8,3.9,1,813.7,394,7.9,2
45003000078,45,003,000078,393.7,225.8,8.4,0.8,1.7,393.6,223.3,10.9,0.8
45003000079,45,003,000079,418.4,290.3,2.3,0.1,1,421.3,286.7,2.2,0
45003000080,45,003,000080,513.8,215.2,11.6,3.1,0.1,513.4,220.5,12.1,1
45003000081,45,003,000081,487.8,251.3,7,2,0,477.8,259.3,15,1
45003000082,45,003,000082,472.3,211.3,6.8,1,0,448.9,228.8,12.7,1
45003000083,45,003,000083,250,241,20,2,1,263,246,8,0
45003000084,45,003,000084,569.8,243.1,10.1,1.7,0.8,569.8,246.5,7.6,1.7
45005000001,45,005,000001,110,545,6,1,0,115,549,1,1
45005000002,45,005,000002,12.6,593.9,2.9,6.8,1.9,14.5,611.3,3.9,0
45005000003,45,005,000003,133.4,245.1,0.1,2.2,0.1,130.5,249.7,3.1,0
45005000004,45,005,000004,66,646,1,4,0,62,655,3,0
45005000005,45,005,000005,42.4,155.3,1,0,0,42.4,159.2,1.9,0
45005000006,45,005,000006,175,77,2,0,0,176,82,1,0
45005000007,45,005,000007,99,65,5,1,0,99,68,3,0
45005000008,45,005,000008,196.6,390.7,1,4,0,193.6,398.8,2.1,1
45007000000,45,007,000000,200.2,457.6,7,4,2,185.1,473.7,7,2
45007000009,45,007,000009,240,274,5,2,0,212,286,18,0
45007000010,45,007,000010,278,28.6,0.9,0,0,275.2,31.4,0.9,0
45007000011,45,007,000011,963,365,18,0,1,923,393,27,0
45007000012,45,007,000012,156,277.2,2.7,0,0,148.6,286.2,3.8,0
45007000013,45,007,000013,1137.8,415.2,22.1,4.2,4.1,1125.6,436.1,20.8,0.1
45007000015,45,007,000015,474,85,4,0,1,464,90,11,0
45007000016,45,007,000016,429.4,175.9,4.9,0,0,417.6,181.8,9.8,1
45007000017,45,007,000017,1581,404,28,4,1,1575,420,26,1
45007000018,45,007,000018,822,188,11,0,0,819,192,8,0
45007000019,45,007,000019,1512,618,23,4,2,1477,641,31,2
45007000020,45,007,000020,236.8,190.7,5,1,0,216.8,203.7,11.1,2
45007000021,45,007,000021,1686.3,653.2,35.8,6,1,1675.3,671.1,28.8,4
45007000023,45,007,000023,695,70,3,2,0,681,75,11,0
45007000024,45,007,000024,901.1,301.4,12,5.8,1,892.9,314.4,15,2.9
45007000025,45,007,000025,934.5,572,18.1,1.1,0,907.5,593.2,21.1,1
45007000027,45,007,000027,785.5,272.2,11.8,1.7,0.8,783,281.4,8.4,0.8
45007000028,45,007,000028,807.8,187.7,11,2,0,784.8,204.7,16,1
45007000029,45,007,000029,926,229.2,12.4,2,1,924.6,238.6,9.5,1
45007000030,45,007,000030,1022.4,245.4,22.2,3,1,1004.2,261.5,26.4,2
45007000031,45,007,000031,620,110,2,0,0,609.1,117.8,7.1,0
45007000032,45,007,000032,518.6,313.2,6,2,0,502.5,329.2,12,1
45007000033,45,007,000033,1405.4,405.8,20.7,0.1,1,1378.9,431.4,23.6,1
45007000035,45,007,000035,771.3,203.6,7.9,0,0,749,212.4,22.5,1
45007000036,45,007,000036,1388.8,566.4,29,3,2,1383,581.4,24,0
45007000037,45,007,000037,396.6,55.6,4,0,0,395.6,50.7,9,0
45007000038,45,007,000038,297,59,3,1,1,286,64,13,0
45007000039,45,007,000039,828.3,210.1,9,4,0,815.2,225.2,11.9,0
45007000040,45,007,000040,984,372,20,4,0,1008,359,17,3
45007000041,45,007,000041,843.3,159.6,10,1.8,1.8,822.3,174.1,17.3,0
45007000042,45,007,000042,847.4,131.1,5,0,0,834.4,140.1,12.9,1
45007000043,45,007,000043,516,208,18,2,1,511,219,14,1
45007000045,45,007,000045,391,121,8,3,0,393,125,3,1
45007000046,45,007,000046,1301.6,518,18.5,2,1,1301.6,529.7,13.7,0
45007000047,45,007,000047,407.3,159.2,2.1,2,0,387.6,169.1,9.1,1
45007000049,45,007,000049,946,527.8,6.3,4,0,911.4,542.8,25.2,1
45007000050,45,007,000050,1215.1,433.1,18.4,4.1,1,1223.1,435.3,12.3,2
45007000051,45,007,000051,417.7,79.4,5.5,0.9,0.1,402.2,86.8,12.9,0.9
45007000053,45,007,000053,1033.2,1040.1,49.8,9.8,2.9,1065.5,1053.8,15.6,4.9
45007000054,45,007,000054,497,151,12,1,1,479,167,16,0
45007000055,45,007,000055,1386,391,17,1,0,1367,403,20,4
45007000057,45,007,000057,781,208,11,1,0,784,202,10,1
45007000058,45,007,000058,473.6,154.1,5.1,0,0,464.4,160.2,10.2,0
45007000061,45,007,000061,503.8,107.7,4,0,0,498.5,109.9,8.2,0.9
45007000062,45,007,000062,1492,474.4,23.2,2.9,0,1467.8,485.1,40.5,1.9
45007000063,45,007,000063,584,68,7,2,0,577,74,13,0
45007000064,45,007,000064,1569.3,328.1,25.8,1,0,1532.6,348,38.7,0
45007000065,45,007,000065,457,82.6,3,0,0,446.2,88.4,7.9,0
45007000066,45,007,000066,519.6,124.8,6.4,2,0,510.7,136,8.3,0
45007000067,45,007,000067,1105.7,384.4,10.7,3.1,0,1118.5,374,14.4,0
45007000068,45,007,000068,1165.2,245.6,19.7,2.1,0,1151.6,255.2,26.6,0.1
45007000069,45,007,000069,311.1,114.7,3,0,0,303.1,118.7,7,1
45007000070,45,007,000070,1956.9,456.9,33.3,6,2,1929.7,482.1,39.4,2
45007000071,45,007,000071,1253.8,420.7,22.9,3,1.1,1243.7,449.5,13.2,0
45007000072,45,007,000072,1578,299,28,4,3,1539,336,34,2
45007000073,45,007,000073,634.1,74.2,3,0.1,1.1,627,77.4,10.7,0
45007000074,45,007,000074,635,427.2,11.1,1,2,632,432.3,12.1,0
45007000075,45,007,000075,736.7,296.7,14.9,1,2,750.6,292.7,10,1
45007000076,45,007,000076,684.2,322.7,19.9,1,0,680.2,335.6,13.9,1
45007000077,45,007,000077,1102,682,28,2,0,1082,703,31,2
45007000078,45,007,000078,191,315,9,1,2,197,309,10,1
45007000079,45,007,000079,305,361,7,1,0,295,375,6,1
45007000080,45,007,000080,115.8,547.4,3,2,0,106,558.3,4,2
45007000081,45,007,000081,354,993,11,7,0,327,1021,12,2
45007000083,45,007,000083,148,606,1,2,0,132,610,9,2
45007000084,45,007,000084,790.6,517.4,24,4,2,778.6,526.4,24,5
45007000085,45,007,000085,209,450,4,1,0,189,467,7,0
45007000086,45,007,000086,388.8,301.8,10,2,1,352.9,331.7,17.9,0
45007000087,45,007,000087,1091,648,13,2,2,1065,672,19,4
45007000091,45,007,000091,1373,649,32,4,1,1360,667,27,0
45007000092,45,007,000092,1181.8,419.5,18.9,2,1,1176.9,428.5,18.9,1
45007000093,45,007,000093,578.1,292.6,15.2,2,0,595.1,286.7,7.1,0
45007000094,45,007,000094,1525,372,28,1,2,1512,390,20,4
45007000111,45,007,000111,945,347,21,3,1,935,363,22,3
45007000121,45,007,000121,1719.8,605.7,29.5,3.8,0.9,1691.4,632.4,32.3,5.7
45007000132,45,007,000132,1021,517,14,2,0,1009,536,7,0
45007000136,45,007,000136,1031.2,429.6,8.9,5,0,1063,414.6,8,1
45007000157,45,007,000157,1422.4,475,10.2,4,3,1402.9,484.4,27.1,3
45007000164,45,007,000164,2642.7,755.5,49.6,7.9,2,2624.8,778.3,51.6,6
45009000001,45,009,000001,98.1,52.2,0,0,0,92,54.3,5,0
45009000002,45,009,000002,160,81,2,0,0,158,80,3,0
45009000003,45,009,000003,295.1,220.4,2,0,1,295.1,220.4,2,0
45009000004,45,009,000004,265.9,994,6.3,4.2,2,262.9,1009,5.3,0
45009000005,45,009,000005,39.9,70.4,2,0,0,37.8,72.4,2,0
45009000006,45,009,000006,34,30,0,0,0,33,31,0,0
45009000007,45,009,000007,85,72,0,0,0,80,76,1,1
45009000008,45,009,000008,80,10,0,0,0,81,9,0,0
45009000009,45,009,000009,90,10,1,0,0,89,11,2,0
45009000010,45,009,000010,134,95,2,0,0,137,93,1,0
45009000011,45,009,000011,384,1068.2,4.3,7.1,2,365.2,1091,9.3,0
45009000012,45,009,000012,143,670,2,1,1,132,676,4,1
45009000013,45,009,000013,601.8,630.4,9.2,4.6,0.9,603.7,630.4,9.2,0
45011000001,45,011,000001,227,257,1,1,0,216,261,7,1
45011000002,45,011,000002,692,407,10,0,1,667,420,23,2
45011000003,45,011,000003,729,496,16,2,2,727,494,16,2
45011000004,45,011,000004,384,580,10,4,0,382,588,7,0
45011000005,45,011,000005,210,437,0,1,1,209,436,3,0
45011000006,45,011,000006,132,257,7,0,2,123,271,5,1
45011000007,45,011,000007,248,188,1,0,0,243,192,3,0
45011000008,45,011,000008,456,38,2,0,0,448,38,9,0
45011000009,45,011,000009,234,168,2,3,2,230,175,5,0
45011000010,45,011,000010,163,455,5,0,0,152,463,9,0
45011000011,45,011,000011,578,66,5,1,0,562,78,7,1
45011000012,45,011,000012,476,398,2,2,0,461,402,14,0
45011000013,45,011,000013,331,594,10,3,4,333,600,10,1
45011000014,45,011,000014,275.5,126.2,4.8,1,0,269.7,131,7.7,0
45011000015,45,011,000015,348.9,247.3,2.1,1,0,347.7,251.4,2.2,0
45011000016,45,011,000016,7.6,5.5,0,0,0,7.6,5.5,0,0
45013000101,45,013,000101,208.3,512.9,6.1,8,1,198.3,531.9,9.1,1
45013000102,45,013,000102,382,435,9,3,0,390,429,7,0
45013000103,45,013,000103,541.9,478.2,20,4,2,550.8,485.3,14.1,1
45013000110,45,013,000110,642.2,524.1,15.9,1.7,0.8,626.3,542.6,10.9,0.8
45013000111,45,013,000111,158.8,645.2,7.9,5,4,140.9,674,7,1
45013000112,45,013,000112,692.9,902.6,16,1.3,1.2,700.8,906.2,12.1,0.2
45013000113,45,013,000113,675.2,501.8,14.1,5,0,651.1,521.9,24.1,1
45013000114,45,013,000114,699.8,568.2,29.9,7,0,673.9,601.1,21.9,2
45013000115,45,013,000115,975.8,567.5,16,4.2,2,966.7,577.9,21.7,0.1
45013000116,45,013,000116,137.8,216.7,2,2,0,126.8,224.8,4,0
45013000120,45,013,000120,948.2,565.8,8.1,1,0,998,526.7,7.5,0
45013000121,45,013,000121,685.6,451.4,13,0.8,0.8,696.1,443.3,11.3,4
45013000130,45,013,000130,572.2,513.5,17.3,1,1,564.5,520.2,15.4,1
45013000131,45,013,000131,656.5,647.5,12.4,4.1,0,687.1,632,9.4,0
45013000132,45,013,000132,786,381,20,3,1,783,388,18,3
45013000133,45,013,000133,608,401,10,1,0,635,387,1,0
45013000134,45,013,000134,490.3,327.4,10.2,0.1,1,496.1,325.6,7.3,1
45013000135,45,013,000135,628,337,16,4,1,644,335,5,2
45013000140,45,013,000140,432.7,262.9,18,0.2,1,420.6,274.4,15.8,3.1
45013000141,45,013,000141,452.4,290.5,18.9,4.5,0,449.7,299.5,15.3,1.8
45013000142,45,013,000142,425,352,12,4,1,418,364,13,0
45013000150,45,013,000150,411.2,404.7,10,2,0,402.2,412.7,9,0
45013000151,45,013,000151,334.4,430.1,11.8,3,1,320.6,443.9,12.8,1
45013000160,45,013,000160,254.9,577.3,6,1,1,249,584.2,3,0
45013000161,45,013,000161,322,390,5,3,0,302,404,9,0
45013000162,45,013,000162,204.2,449.4,4,3,0,195.3,454.4,5,1
45013000163,45,013,000163,414.8,563.5,2.8,1.3,1,403.1,562.6,15.4,1.1
45013000170,45,013,000170,325,399.9,8.2,2.7,0,328.7,400.8,4.6,0.9
45013000174,45,013,000174,88.7,516.1,4.4,0.2,0,81.5,524.2,3.3,0
45013000179,45,013,000179,192.6,192.9,17.9,1,0,183.7,203.9,14.9,1
45013000180,45,013,000180,162.5,725.7,7.7,1.9,1,154.8,736.3,8.7,0
45013000181,45,013,000181,234.1,692.3,5.5,0.9,1.8,225.8,708.8,3.7,0
45013000182,45,013,000182,690,511,11,0,1,737,481,2,0
45013000183,45,013,000183,369.9,593.2,7.9,2,0,360.1,598.1,15.7,0
45013000184,45,013,000184,228,687,2,1,1,226,691,4,1
45013000185,45,013,000185,565.3,403.7,1.5,4.1,0.2,573.5,396.2,4.3,0
45013000186,45,013,000186,471.9,292.3,8.8,1.1,1,476.4,290.7,6.8,0
45013000187,45,013,000187,450,274.8,11.8,3,1,442.2,284.6,14.8,0
45013000200,45,013,000200,203.8,118.4,2.8,0,0,204.9,115.5,0.9,0
45013000201,45,013,000201,247.5,254.6,6,2.2,0,236,263.9,7.7,0.6
45013000202,45,013,000202,641.5,706.4,7,1.8,1,636,716.1,10.3,1.4
45013000203,45,013,000203,532.3,505.9,6.8,2,0,519.6,518.6,6.8,1
45013000204,45,013,000204,439.6,627.8,11.7,3.4,1.1,440.3,632,5.6,2
45013000205,45,013,000205,859,537.8,10,0,1,890.9,523.9,3,2
45013000206,45,013,000206,494,270,1,0,0,498,266,2,1
45013000207,45,013,000207,398,312,7,4,0,423,300,4,1
45013000208,45,013,000208,996.1,779.5,7,0.7,1.7,1037.9,751.4,5,4
45013000209,45,013,000209,478,360,6,1,1,492,356,5,0
45013000210,45,013,000210,158.8,143.2,1.4,0.3,0.3,162.9,141.2,1,0
45013000211,45,013,000211,468,377,3,5,0,490,362,7,0
45013000212,45,013,000212,458,345,5,1,0,483,323,1,0
45013000213,45,013,000213,448,296,10,2,2,456,301,4,1
45013000214,45,013,000214,591.4,400.2,5.3,2.6,0.9,626.7,379,4.4,0
45013000216,45,013,000216,607.9,435.1,4.1,1,0,621,426.1,6.1,0
45013000217,45,013,000217,690.1,449.9,5.9,3,0,693,446.9,7.9,2
45013000219,45,013,000219,349.8,285.6,2.8,0.9,0,358.2,278.1,1.9,0
45013000220,45,013,000220,643.2,553.7,11.9,4,1,644.3,557.5,7,0
45013000221,45,013,000221,774,352,5,1,2,821,318,2,0
45013000222,45,013,000222,751.8,623.3,17.1,4,1,758.5,631.5,11.1,0
45013000223,45,013,000223,555.6,415.4,4.1,0.1,0,565,406,5,1
45013000224,45,013,000224,337.4,263.7,3.1,0.1,0,351.2,254.8,1.2,0.1
45013000225,45,013,000225,424,346,12,2,1,424,349,10,0
45013000226,45,013,000226,480.5,313,7.9,1,0,502.9,303.4,2,0
45013000227,45,013,000227,248,199,1,2,0,259,193,0,0
45013000228,45,013,000228,416.6,303.6,1.2,1,0,447.4,272.2,2.9,0.9
45013000300,45,013,000300,1183.1,654,7.8,4.3,1,1213.8,632.8,7.2,1.1
45013000301,45,013,000301,677.3,608.3,27.7,5,0,672.4,630.2,10.7,1
45013000302,45,013,000302,459,273,10,5,0,456,282,7,1
45013000303,45,013,000303,722.4,421.4,12.7,2.7,0,711.5,432.3,12.7,0.9
45013000304,45,013,000304,542.3,586.3,17.4,4.2,2,531.1,599.4,19.5,0
45013000305,45,013,000305,391.3,346.4,13.1,3.8,0.9,367.1,367.9,16.9,0
45013000306,45,013,000306,577.5,443.1,13.2,2,1,538.2,473.3,21.3,2
45013000307,45,013,000307,1291.3,847.1,31.9,4,1,1280.4,854,34.9,1
45013000308,45,013,000308,774.5,537.3,1,2,0,787.5,527.3,4,0
45013000309,45,013,000309,444.6,199.6,6.7,0,0,443.9,198.8,9.6,0
45013000310,45,013,000310,874.1,400.2,7.1,1.2,1.2,888.6,388.3,7.7,2
45013000311,45,013,000311,797.6,482.8,8.8,1,0,776.8,494.7,17.7,1.9
45013000312,45,013,000312,1126,659,12,3,1,1156,650,8,0
45013000313,45,013,000313,881.3,536,11.9,4,1,886.3,541.9,12.9,0
45013000314,45,013,000314,1057,611,24,4,0,1058,611,30,0
45013000315,45,013,000315,410.6,655.9,13.2,5,2,399.2,671.2,13.3,1
45013000316,45,013,000316,900.5,421.9,9,0.9,0,902.3,416.4,10.8,0.9
45013000317,45,013,000317,1039.4,573,22.8,1,0,1072.7,564.3,9.1,1
45013000318,45,013,000318,521.4,349.2,4.8,1.9,0,503,358.9,13.5,0
45013000319,45,013,000319,451,390.7,15.1,3,1,421.9,424.8,14.1,0
45013000320,45,013,000320,1258.8,738.6,34.9,4,1,1247.5,769.5,12.5,0
45013000321,45,013,000321,403.5,217.5,4.7,0,0,429.8,201.5,0.3,0
45013000360,45,013,000360,665.7,513.2,1.9,1.9,0.9,687.4,489.6,3.8,0
45013000361,45,013,000361,657,476,12,0,2,671,474,5,0
45013000362,45,013,000362,543.4,416.3,7,3,1,563.4,408.3,3,0
45013000363,45,013,000363,825.5,601,9.2,0,2,837.8,595,8.1,0
45013000364,45,013,000364,653.5,447.3,6.1,0,0,665.5,446.5,3.5,0
45013000365,45,013,000365,666.9,503.2,3,2,4,685.9,493.2,6,1
45013000366,45,013,000366,537.9,409.5,2.9,1,0,542.8,405.6,4.9,0
45013000367,45,013,000367,665.3,580.4,4.2,2.1,2.1,672.7,572.9,10.3,0
45015000001,45,015,000001,285,380,7,2,0,276,391,7,2
45015000002,45,015,000002,175.9,18.2,0,0,0,173.6,15.3,6.2,0
45015000003,45,015,000003,611,326,6,1,0,590,340,13,1
45015000004,45,015,000004,915,246,5,1,0,883,255,29,1
45015000005,45,015,000005,886,827,26,14,0,855,859,38,1
45015000007,45,015,000007,404.1,759.4,7.6,2.4,0,395.7,776.6,6.8,0.3
45015000008,45,015,000008,810.1,166.4,9.5,1,0.1,779.5,184.1,25.3,1.1
45015000009,45,015,000009,528,269,13.9,2,0,521.1,274.9,13.9,0
45015000010,45,015,000010,560,324.8,4.9,1,1,532.4,338.5,20.7,0
45015000011,45,015,000011,440.3,348.4,8.9,2,0,427.4,362.4,9.9,0
45015000012,45,015,000012,1190,649,15,5,1,1275,591,7,1
45015000013,45,015,000013,749.1,730.6,16.8,4.1,1,792,705,7.6,3.1
45015000014,45,015,000014,783,671,24,7,1,754,690,37,1
45015000015,45,015,000015,642.9,503.8,29.2,0,0,613.9,527.9,29.2,4
45015000016,45,015,000016,281.8,387.7,1.8,1.6,0,269.6,395.6,9.3,0.4
45015000020,45,015,000020,1194,549.9,25.6,2.2,0.9,1178.3,562,32.7,0.2
45015000021,45,015,000021,543,382,19,2,0,535,390,22,0
45015000022,45,015,000022,659,311,13,8,2,658,314,21,0
45015000023,45,015,000023,448.3,398.6,18.9,10.9,3,425.6,423.3,25.8,1
45015000024,45,015,000024,491,694,8.3,1.1,0,479.3,704.4,6.5,1
45015000026,45,015,000026,361.3,580.7,10,2,0,347.3,600.6,10,0
45015000027,45,015,000027,164,225,5,1,1,160,232,5,1
45015000028,45,015,000028,468.5,136.9,10.8,0,0,459.8,146.7,10.8,1
45015000029,45,015,000029,975,130,15,1,0,949,145,23,2
45015000030,45,015,000030,496.2,281.6,1.6,1.1,2,484.1,284.7,14.6,0
45015000031,45,015,000031,755.6,524.7,14.7,3.9,1,752.8,527.7,14.7,1
45015000032,45,015,000032,567,600,12,2,0,537,620,21,2
45015000033,45,015,000033,660.6,898.3,24.5,6.1,1.1,626.8,926.5,24.4,7
45015000034,45,015,000034,857.8,279.7,14.3,1.9,2.9,863.5,284.5,11.5,0
45015000035,45,015,000035,762.4,207,4.3,1,0,743.2,209.2,27.2,0
45015000036,45,015,000036,1167.2,282.6,12.9,0,0,1167.2,277.6,19.9,0
45015000037,45,015,000037,161,854,3,0,1,149,856,11,0
45015000038,45,015,000038,439,297.6,9.1,1,0,423.9,300.6,22.1,0
45015000039,45,015,000039,600.7,398,18.5,2.8,0,579.4,411,31.5,0
45015000040,45,015,000040,594,447.5,16,2.4,0,567.9,458.8,27.4,2
45015000041,45,015,000041,174,116,2,1,1,167,120,7,0
45015000042,45,015,000042,192.1,828.8,2.1,3.1,1,181.8,838.2,6.2,0.1
45015000043,45,015,000043,474,519,9,4,0,454,535,20,0
45015000044,45,015,000044,537,442,5,6,1,504,458,26,1
45015000045,45,015,000045,1132.2,569.5,16.5,2.7,2,1131.9,576.5,13.7,0.2
45015000046,45,015,000046,796.2,622.6,27.1,0,1.9,762.2,649.7,30.1,2.9
45015000047,45,015,000047,593.4,447.2,15.2,3.5,0,574.7,458.1,28.3,0.9
45015000048,45,015,000048,353.9,462.1,7,0,0,340.8,466.2,13.1,0
45015000049,45,015,000049,1173.7,791,28.6,6.2,2.2,1149.8,822.4,29.6,2.1
45015000050,45,015,000050,766,353,16,3,1,769,358,11,1
45015000051,45,015,000051,769.4,450.5,22.9,1,1.9,760.9,465.7,17.2,1.9
45015000052,45,015,000052,749.4,383.1,19.1,4.1,1,720.3,401.2,36.1,0
45015000054,45,015,000054,447,491.6,14.8,7.2,0.1,432.9,513.6,18.2,1.1
45015000055,45,015,000055,592.7,835.8,18.9,2.8,0.9,572,857.5,21.7,0
45015000056,45,015,000056,369.7,373.6,12.9,4,1,354.8,386.6,18.9,1
45015000057,45,015,000057,768,943,26,10,0,733,975,39,1
45015000058,45,015,000058,746,1010,29,5,2,731,1032,29,0
45015000059,45,015,000059,672.3,802.2,21.5,5,1,658,813.5,23.4,0
