GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREGHAW,G20PREAFUE,G20USSRGRA,G20USSDHAR,G20USSCBLE,G20USSOWRI
45089000009,45,089,000009,157.3,54.8,1,0,0,148.3,60.7,3,0
45089000010,45,089,000010,319,53,1,0,1,318,53,3,0
45089000011,45,089,000011,386.1,650.9,5,1,2,385.1,661.9,2,1
45089000012,45,089,000012,201,201,0,0,0,195,204,2,0
45089000013,45,089,000013,160.2,830.9,5,5.1,0,169.1,828,2.1,0
45089000014,45,089,000014,1050,1031.7,11,10.1,5,1033.8,1052,21,0
45089000015,45,089,000015,29,505,2,4,1,28,509,5,0
45089000016,45,089,000016,125,1313,7,11,2,114,1337,8,0
45089000017,45,089,000017,177,653,5,2,2,167,670,6,1
45089000018,45,089,000018,62,554,5,1,1,62,557,3,1
45089000021,45,089,000021,17,149,0,0,0,10,157,0,0
45089000022,45,089,000022,98,177.3,1,2.9,0,88.2,193,0,1
45089000024,45,089,000024,53.8,320.1,0,2.9,1,51,324,1.9,0
45089000026,45,089,000026,97,54,0,0,0,95,55,0,1
45089000027,45,089,000027,270.7,6.2,0,0,0,270.7,7.3,3,0
45089000029,45,089,000029,130,617,5,2,1,125,631,4,0
45089000030,45,089,000030,198.3,69.6,0,0,0,193.3,71.6,2,0
45089000031,45,089,000031,40,167,2,0,0,39,168,1,0
45089000032,45,089,000032,115.9,39.2,0.8,0.8,0,114.2,41.8,0.8,0.8
45089000033,45,089,000033,97.3,459.3,8.8,5.9,1,93.4,475,2,0
45089000035,45,089,000035,409.2,213.7,0,1,0,404.2,213.7,5,0
45091000001,45,091,000001,1433.6,247.1,13,0,1,1372.6,269.1,48,0
45091000002,45,091,000002,857,456,34,6,2,828,486,27,3
45091000003,45,091,000003,1122.1,605,22,1,0,1142.1,593,18,1
45091000004,45,091,000004,1817,911,26,2,2,1757,951,53,1
45091000005,45,091,000005,903.5,198.6,11.9,3,1,866.7,219.4,27.8,0
45091000006,45,091,000006,319,64.9,1.1,1,0,301.7,66,16.2,1
45091000007,45,091,000007,818,351,10,1,3,774,368,35,0
45091000008,45,091,000008,1554.6,554.9,18,3,2,1519.6,576.8,29,1
45091000009,45,091,000009,1057,405,20,4,1,1025,419,46,0
45091000010,45,091,000010,799.6,285.4,8,9,0,761.6,311.4,24,4
45091000011,45,091,000011,1172.6,280.3,11.9,2,0,1123.1,306,40.6,1
45091000012,45,091,000012,1145,326,20,2,0,1115,338,37,3
45091000013,45,091,000013,648,349,12,3,0,650,355,7,0
45091000014,45,091,000014,1212,266,12,1,0,1154,290,46,4
45091000015,45,091,000015,1360,938,27,7,2,1313,971,41,2
45091000016,45,091,000016,901,709,28,3,1,897,724,19,1
45091000017,45,091,000017,699.7,718.2,23.4,4.9,2,685.1,733.8,24.4,2
45091000018,45,091,000018,686.6,192.5,5.1,3,0,650.5,200.5,33.3,0
45091000019,45,091,000019,360,514,4,4,1,344,527,11,3
45091000020,45,091,000020,1125.7,744.9,28.2,2.1,2,1107.5,763,30.3,1
45091000021,45,091,000021,607.8,220.3,9.5,0.4,0,599.7,228.7,7.7,2
45091000022,45,091,000022,855,308.1,5.9,3,1,827.3,320,23.8,0
45091000023,45,091,000023,1152.8,1099.2,25.1,6,1,1114.6,1140.3,27.1,1
45091000024,45,091,000024,950.5,651.1,23.7,3,1,937.6,672.8,22.7,0
45091000025,45,091,000025,933.7,500.2,15,2,0,923.7,511.2,14.1,3
45091000026,45,091,000026,404,569,19,3,1,386,591,15,1
45091000027,45,091,000027,1301.3,585.4,18.4,0.9,1.8,1263.6,602.1,35.1,1.8
45091000028,45,091,000028,823.5,873.9,16.3,6,1,800.9,896.2,20.6,1
45091000029,45,091,000029,889.1,669.5,23.6,6.5,1.2,866,703,16.9,1
45091000030,45,091,000030,670,458.6,7.6,6,0.9,650.7,476.4,21.9,0
45091000031,45,091,000031,46,1046,4,2,0,38,1057,3,1
45091000032,45,091,000032,199.9,1390.9,8.8,5,1.1,189.1,1407.6,9.6,0.1
45091000033,45,091,000033,618,896,13,4,3,604,905,21,2
45091000034,45,091,000034,505,628,23,4,1,502,641,24,1
45091000035,45,091,000035,198,719,16,4,1,183,747,11,0
45091000036,45,091,000036,794.5,921.8,22.9,6,3,768.7,946.7,27.8,7
45091000037,45,091,000037,61,653,3,3,2,60,656,4,1
45091000038,45,091,000038,843,270,9,3,0,796,298,25,0
45091000039,45,091,000039,497.2,61.5,6.9,1,0,485.1,67.5,14.9,0
45091000040,45,091,000040,1311.4,412.7,22.2,6,1,1270.2,442.9,41.2,2
45091000041,45,091,000041,750.4,922.7,17.1,5,0,718.9,946,27.4,1
45091000042,45,091,000042,1098.6,944.3,33.8,10.9,0,1061.8,990.1,38.8,2
45091000043,45,091,000043,721.6,507,24.3,2.9,0,717.8,514.8,23.3,1
45091000044,45,091,000044,269.9,1690.5,13.9,5,3,256,1712.3,12.9,1
45091000045,45,091,000045,511,414,16,4,0,513,418,14,2
45091000046,45,091,000046,526.8,604,15.6,6.8,2,505.3,628.5,18.6,0
45091000047,45,091,000047,946.7,278.2,18,1,0,933.7,288.2,21,2
45091000048,45,091,000048,960,1203.3,58.7,8.1,1,929.9,1264.5,41.7,2
45091000049,45,091,000049,1364.2,814.9,21.4,1.2,1.1,1367.3,821.5,16.2,1.2
45091000050,45,091,000050,1037,779,36,4,1,1032,800,23,0
45091000051,45,091,000051,1138.8,937,27.9,9.6,2.9,1119.6,963.2,34.4,1
45091000052,45,091,000052,459,377,18,4,0,449,395,17,3
45091000053,45,091,000053,1406,1011,22,5,3,1384,1030,32,1
45091000054,45,091,000054,713,583,30,2,1,727,585,18,2
45091000055,45,091,000055,649.9,287.1,11.9,0.4,1.6,639.6,297.5,12.7,0.4
45091000056,45,091,000056,334.4,517.6,7,4,2.9,311.6,537.4,15,1
45091000057,45,091,000057,1317,497,12,6,0,1278,517,33,5
45091000058,45,091,000058,2705.4,1856,50.5,16.4,1.5,2674,1911.6,43,2.5
45091000059,45,091,000059,1528.8,859,24.5,6.2,1.1,1507.4,877.5,30.5,2
45091000060,45,091,000060,694.4,435.5,16.8,4,1,683.2,456.4,16.9,1
45091000061,45,091,000061,913,705,30,4,1,945,694,12,2
45091000062,45,091,000062,935.7,461,21.7,4,1.1,907.9,489.4,28.3,1
45091000063,45,091,000063,870.9,371.4,9.7,2.9,0,900,357.9,5.8,0
45091000064,45,091,000064,1104.4,888.1,25.6,3,2,1075,912.7,35.4,1
45091000065,45,091,000065,1212,1051,27,7,0,1189,1071,28,2
45091000066,45,091,000066,1229.3,942.6,30.8,4,2,1217.4,969.4,20.8,1
45091000067,45,091,000067,762,738,19,13,1,711,786,19,0
45091000068,45,091,000068,412.1,337.8,11.8,2.2,1.9,411.2,343.6,9.3,0.6
45091000069,45,091,000069,595,433,15,2,3,588,446,16,0
45091000070,45,091,000070,528,178,5,5,1,510,195,13,0
45091000071,45,091,000071,541,384,17,5,1,527,402,15,1
45091000072,45,091,000072,672.9,613.1,24.4,3,1,660.1,634.2,17.3,0
45091000073,45,091,000073,897.1,530.4,9.6,2.9,1,876,541,20.2,2.9
45091000074,45,091,000074,699.3,517.9,15.6,3.1,0,689.7,533.6,11.8,0
45091000075,45,091,000075,217,936,13,5,2,217,945,8,0
45091000076,45,091,000076,686.4,238.6,8.5,2,1,659.5,257.8,21.5,0.1
45091000077,45,091,000077,350.6,172.6,8.9,1.8,0.9,342.5,177.1,8.9,0.9
45091000078,45,091,000078,741.1,755.1,31,9,0,722.1,786.1,24,2
45091000079,45,091,000079,585.7,366.9,10.5,3.1,0.1,564.6,381,20.1,0.1
45091000080,45,091,000080,488.3,518.2,10.4,7.6,0.9,486.3,525.9,12.3,0
45091000081,45,091,000081,668,264,12,1,1,657,274,17,0
45091000082,45,091,000082,1231.4,979.6,38.5,3,1,1182,1030,25.7,3
45091000083,45,091,000083,518,213,17,2,0,504,225,17,0
45091000084,45,091,000084,1138.2,643.1,15.7,7.2,2,1125.6,659.5,24.8,0
45091000085,45,091,000085,768.3,216.8,11,2,0,755.3,232.8,10,1
45091000086,45,091,000086,384.1,579,12.7,4.2,0,378.1,596.9,7.1,0
45091000087,45,091,000087,1139.2,681.2,21.6,4.9,1.1,1181.2,651.6,18.4,0.1
45091000088,45,091,000088,744.9,677.2,23.2,4,3,727.7,682.4,33.3,1
45091000089,45,091,000089,911.8,566.8,20.4,4.8,0,894.3,579.4,25.2,0
45091000090,45,091,000090,682.9,471,9.1,1,1,642.7,492.1,19.2,2
45091000091,45,091,000091,701,381,16,4,0,656,414,35,0
45091000092,45,091,000092,902,347,13,3,0,854,363,44,0
45091000093,45,091,000093,1387.3,693.1,22.8,8.9,0,1363.5,709,31.7,2
45091000094,45,091,000094,581.1,506.4,19.7,0,1,593.9,504.4,5.9,1
45091000095,45,091,000095,1200.4,901.9,33.5,2,6,1200.6,913,26.2,5
45091000096,45,091,000096,884.5,1103.4,28,7,2,884.5,1129.4,21,1
45091000097,45,091,000097,1080.4,885.8,31,5.8,5,1078.3,901,24.5,1.4
45091000098,45,091,000098,982.1,433.9,18,0.6,2.4,966.4,449.5,19.3,0.6
