GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PREIDUN,G16USSRPOR,G16USSDSTR,G16USSGDEM,G16USSICON,G16USSIRUP
39151076AKV,39,151,076AKV,461,337,28,10,2,439,320,18,23,24
39151076AKX,39,151,076AKX,482.5,336.4,35,6,6,498.5,293.3,12,24,23
39151076AKZ,39,151,076AKZ,425.7,334,18.7,9.8,5.9,431.6,293.6,19.7,17.7,17.7
39151076ALB,39,151,076ALB,303.9,212.9,21,3,4,331.9,167.9,7,10,14
39151076ALC,39,151,076ALC,438,342,33,8,6,472,283,14,28,22
39151076ALD,39,151,076ALD,532,287,22,5,9,508,281,6,28,13
39151076ALF,39,151,076ALF,412.9,311.1,34.1,7.7,5.8,452.2,266.9,10.9,17,13.1
39151076ALH,39,151,076ALH,353,193,8,7,2,362,162,13,13,11
39151076ALJ,39,151,076ALJ,159.8,130.4,10,1,2,165.6,114.1,4.1,5.1,6.2
39151076ALK,39,151,076ALK,514.4,332,20.4,6.2,7.8,524.6,293.3,12.9,21,6.3
39151076ALM,39,151,076ALM,265,181,15,3,1,290,143,5,11,4
39151076ALN,39,151,076ALN,747.7,377.8,48.5,7.3,7.1,772.6,323.2,18.2,30.1,20.8
39151076ALO,39,151,076ALO,216.5,176.6,14,2,1,237.5,150.7,11,7,9
39151076ALP,39,151,076ALP,426.1,367.2,32.9,9,8,460,303.3,17,15,27.9
39151076ALU,39,151,076ALU,460.9,220.4,27.4,7,7.1,456.8,206.2,16.2,13.2,16.2
39151076ALW,39,151,076ALW,411.8,182.4,19,7.1,6.2,408.8,164.8,12.5,13.5,16.6
39151076ALY,39,151,076ALY,379.3,188.2,29.6,3.8,5.7,378.4,169.1,15.3,14.3,16.2
39151076AMA,39,151,076AMA,301.4,261.3,20.6,5.9,2.9,288.7,243.7,13.7,19.6,15.7
39151076AMC,39,151,076AMC,249.8,186.3,17.8,0,2.3,275.3,154.6,3.9,14.7,7
39151076AMD,39,151,076AMD,325,262,21,5,1,376,207,8,13,10
39151076AME,39,151,076AME,288.4,273,26.6,8.2,3.1,280.8,253.8,15.6,13.3,21.5
39151076AMF,39,151,076AMF,467.5,391.7,21.1,2,3,502.7,311.9,10.1,21.9,13.9
39151076AMG,39,151,076AMG,505.2,386.6,23.2,2.2,3,568.1,313.8,10.4,12,10.1
39151076AMI,39,151,076AMI,402.8,257.6,26,1,4,474,191.4,6,10,9
39151076AMJ,39,151,076AMJ,243.7,305.4,10.2,2.1,6,241.9,267.8,9.2,18.2,12.1
39151076AMM,39,151,076AMM,316.2,247.2,15.5,5.1,2.1,392.9,183.3,6.3,7.3,7.3
39151076AMN,39,151,076AMN,316,187,22,3,1,350,149,2,14,6
39151076AMP,39,151,076AMP,518,351,32,4,1,550,306,11,11,2
39151076AMQ,39,151,076AMQ,287.7,281.6,14.5,3.3,4.7,292.5,252.8,8.3,11,11.6
39151076AMR,39,151,076AMR,448,348,29,6,3,475,304,12,15,10
39151076AMT,39,151,076AMT,607,352,31,6,6,623,311,13,22,20
39151076AMU,39,151,076AMU,378,270.9,21.6,3.7,2.9,415.1,226.8,6.7,8.2,16.6
39151076AMV,39,151,076AMV,164.2,216.7,18.8,4,3,154.4,213.5,6,9.9,15.8
39151076AMX,39,151,076AMX,555,305,36,3,3,620,244,11,17,5
39151076AMY,39,151,076AMY,390.4,258.8,20,2.1,6.2,417.5,222,8.6,12.5,14.3
39151076AMZ,39,151,076AMZ,563.6,438,25,4,6,617.4,368.3,9,8.1,13
39151076ANA,39,151,076ANA,322.3,253.5,27,8,4,346.4,220.4,18,14,8
39151076ANB,39,151,076ANB,409.8,224.6,26.2,2,3.9,438.8,180.9,15.6,13.6,7.9
39151076ANC,39,151,076ANC,356.8,176.4,19.6,1.6,2.5,382.4,143.8,3.9,17.1,8
39151076AND,39,151,076AND,362.2,269.4,23.5,3.9,1.7,419,211.8,9.2,11.8,7.8
39151076ANF,39,151,076ANF,322.3,218.6,18,3,3,384.2,168.7,6,7,3
39151076ANG,39,151,076ANG,256.3,141.8,15.4,4.1,5.1,250.7,130.9,13.5,12.3,11.4
39151076ANH,39,151,076ANH,176.7,210.7,14.6,2.9,0,183.5,180.6,7.8,8.7,8.7
39151076ANI,39,151,076ANI,216.1,169.5,18.8,5,9.9,222,164.5,6.9,14.9,5
39151076ANK,39,151,076ANK,462.1,297.4,25.7,3.5,2.8,520.4,243.9,4.9,7,11.1
39151076ANM,39,151,076ANM,498.4,197.4,23.9,5,5,474.4,198.4,9,21.9,14.9
39151076ANO,39,151,076ANO,545.8,260.4,23.3,2,8.1,519.6,252.3,11.1,29.3,19.2
39151076ANP,39,151,076ANP,590,153.4,9.1,7,2.1,544.8,140.2,11.2,24.2,18.2
39151076ANQ,39,151,076ANQ,483,153.6,26.1,5.1,8,458,143.7,19,15.1,21
39151076ANT,39,151,076ANT,316,110.6,10.9,1,5.9,299.2,92.8,13.8,13.8,18.8
39151076ANU,39,151,076ANU,301.4,142.1,31,2,5,297.3,122.1,7,14,18
39151076ANV,39,151,076ANV,360.6,142.3,23.9,8.9,3,343.7,146.2,12,19.9,10
39151076ANX,39,151,076ANX,373.7,105.3,9.7,5.3,0.9,372,93,4.4,7,8.8
39151076ANY,39,151,076ANY,630.1,232.3,25,8,2.8,634.1,192.6,12.1,21.5,19.7
39151076AOB,39,151,076AOB,720.2,229.3,19.1,3,7,688.3,215.3,7,39,16
39151076AOC,39,151,076AOC,431,127.4,18.9,3,7,441,109.5,9,13.9,9
39151076AOH,39,151,076AOH,585,174,27,5,2,597,144,4,19,15
39151076AOI,39,151,076AOI,453.7,152.6,14,5,2,451.7,134.6,4,13,15.9
39151076AOJ,39,151,076AOJ,639.1,272.2,21.9,4,6,665,231.3,12,25.9,11
39151076AOO,39,151,076AOO,417.9,270.1,27.4,3,3.9,507.4,195.3,9.7,8.9,3.3
39151076AOP,39,151,076AOP,419,214.4,23.8,1.2,2,411.7,195.7,11.3,22.4,7.6
39151076AOQ,39,151,076AOQ,508.9,312,21.9,3,3,543.7,250.5,11.7,21.3,4.4
39151076AOR,39,151,076AOR,301,200,29,3,4,363,149,5,8,3
39151076AOS,39,151,076AOS,409,252,19,4,1,495,166,8,5,2
39151076AOT,39,151,076AOT,339.9,193,10,2,3,326.9,175,6,10,14
39151076AOU,39,151,076AOU,267.5,84.3,12.1,3.7,2.2,283.3,65.9,5.2,8.1,5.5
39151076AOV,39,151,076AOV,444,203,28,3,2,483,168,7,10,6
39151076AOW,39,151,076AOW,380,173,16,2,4,394,152,15,9,7
39151076AOX,39,151,076AOX,251.6,146.8,14,3,1.4,298.5,102.7,4.1,3.7,3.4
39151076AOY,39,151,076AOY,737.4,268.3,35.9,10.5,6.3,775.2,219.6,19.1,23,14.8
39151076AOZ,39,151,076AOZ,412.8,153.2,19.7,2,1.9,403.3,144.2,7.4,12.3,13.6
39153077AAA,39,153,077AAA,61,320,9,12,1,65,282,32,16,2
39153077AAC,39,153,077AAC,38,149,7,0,2,52,124,5,4,0
39153077AAE,39,153,077AAE,151,521,13,11,1,189,447,16,10,5
39153077AAF,39,153,077AAF,61,447,12,11,2,67,400,23,14,8
39153077AAG,39,153,077AAG,413.6,314.6,14.6,4.8,2.9,464.1,246.6,10.7,12.6,3.9
39153077AAH,39,153,077AAH,217,418,13,3,0,244,348,14,13,8
39153077AAJ,39,153,077AAJ,151.3,476.6,13.8,21.6,1,180.8,430.4,25.6,10.8,3.9
39153077AAL,39,153,077AAL,147.2,400.5,23.5,19.5,1.1,167.1,347.1,37,18.7,13.7
39153077AAN,39,153,077AAN,220,545,26,11,3,291,477,11,8,9
39153077AAP,39,153,077AAP,247,546,21,12,3,327,460,14,13,7
39153077AAR,39,153,077AAR,130.7,504.4,27.2,16.4,3,171.2,436.6,29.4,19.2,12.1
39153077ABE,39,153,077ABE,148.9,206,8.7,1.2,0.1,120.1,200.2,10.4,11.6,8.8
39153077ABH,39,153,077ABH,175,318,16,10,2,176,267,16,22,7
39153077ABI,39,153,077ABI,157,437,10,6,5,174,375,21,21,13
39153077ABJ,39,153,077ABJ,166,318,17,8,2,173,277,22,14,11
39153077ABK,39,153,077ABK,205,390,9,5,5,217,350,13,16,12
39153077ABL,39,153,077ABL,188,323,15,8,2,192,282,21,11,12
39153077ABN,39,153,077ABN,154.2,347.2,8.9,11.9,4,165.1,306.4,8.9,21.9,8
39153077ABW,39,153,077ABW,26,421,3,3,1,43,376,6,11,3
39153077ABX,39,153,077ABX,39,353,5,6,4,44,318,6,10,7
39153077ABY,39,153,077ABY,42,537,2,8,2,43,491,9,6,10
39153077ACA,39,153,077ACA,80,454,5,2,2,100,402,8,13,6
39153077ACB,39,153,077ACB,21,482,4,1,1,33,442,9,7,4
39153077ACC,39,153,077ACC,14,542,1,3,0,29,507,4,9,1
39153077ACE,39,153,077ACE,14,517,3,6,4,14,481,4,5,11
39153077ACG,39,153,077ACG,15,589,3,2,0,20,546,2,9,6
39153077ACH,39,153,077ACH,40,531,8,2,0,41,474,4,23,6
39153077ACO,39,153,077ACO,25,452,1,2,2,41,414,5,5,1
39153077ACR,39,153,077ACR,34,661,6,0,3,46,614,9,13,4
39153077ACT,39,153,077ACT,130,567,18,6,1,180,515,11,5,7
39153077ACV,39,153,077ACV,45,587.8,9,3,0,51,540.8,6,12,6
39153077ACW,39,153,077ACW,160,489,16,5,2,205,429,7,16,4
39153077ACY,39,153,077ACY,135,485,13,10,0,175,416,11,9,8
39153077ACZ,39,153,077ACZ,12,527,1,1,1,18,501,4,9,3
39153077ADA,39,153,077ADA,114,438,16,6,1,134,399,17,9,8
39153077ADB,39,153,077ADB,18,593,1,6,2,24,574,5,7,4
39153077ADD,39,153,077ADD,22,584,3,4,0,30,552,5,10,2
39153077ADO,39,153,077ADO,63,395,4,1,1,75,343,6,11,11
39153077ADP,39,153,077ADP,95,189,4,5,3,94,166,3,9,7
39153077ADQ,39,153,077ADQ,42,466,5,7,1,50,433,7,10,8
39153077ADS,39,153,077ADS,61,406,2,9,1,69,361,7,15,2
39153077ADT,39,153,077ADT,46,273,3,4,0,62,234,10,6,5
39153077ADU,39,153,077ADU,47,352,7,7,1,49,331,11,4,3
39153077ADV,39,153,077ADV,50,375,9,2,1,63,336,2,14,15
39153077ADY,39,153,077ADY,54,467,5,5,3,59,426,5,11,16
39153077AEF,39,153,077AEF,312.6,238.3,20,4.8,1.9,284,213.5,12.4,21,18.1
39153077AEG,39,153,077AEG,291.4,270.3,23.3,2.2,6,288.9,241.6,9.5,21.8,8.7
39153077AEH,39,153,077AEH,261.6,258.7,28.7,3.8,1,249.1,241.4,11.5,19.2,15.3
39153077AEJ,39,153,077AEJ,371,295,19,9,5,347,276,14,16,15
39153077AEL,39,153,077AEL,316.8,242.7,12.3,6.1,4,277.5,225.6,11.2,20.2,10.2
39153077AEN,39,153,077AEN,362.1,306.3,19,6,4,368.1,254.4,6,22,16
39153077AEQ,39,153,077AEQ,366,284,13,0,4,361,244,18,19,7
39153077AER,39,153,077AER,292,329,19,8,3,298,286,16,8,12
39153077AEU,39,153,077AEU,296,309,20,18,3,292,278,19,11,14
39153077AEV,39,153,077AEV,281,331,13,3,4,289,298,12,15,6
39153077AFF,39,153,077AFF,191,359,15,9,5,191,316,20,12,13
39153077AFK,39,153,077AFK,235.2,354.7,24.9,3,6,255.1,312.9,9,13.9,10
39153077AFL,39,153,077AFL,150,296,20,3,3,147,277,10,15,4
39153077AFM,39,153,077AFM,87,372,8,7,3,93,312,17,17,11
39153077AFN,39,153,077AFN,157,344,9,8,3,164,308,14,8,12
39153077AFO,39,153,077AFO,286.5,379.7,12.6,3.2,2,294,322.8,21.4,15.1,8.3
39153077AFQ,39,153,077AFQ,149,311.9,17.5,8.2,3.1,149,295.3,10.3,21.7,6.6
39153077AFR,39,153,077AFR,352.7,370.4,26.7,3.2,3.9,358.7,314.5,13,24.3,8.2
39153077AFS,39,153,077AFS,222,389,21,3,7,246,318,11,15,14
39153077AGH,39,153,077AGH,212,337,13,5,2,267,266,7,9,7
39153077AGN,39,153,077AGN,356.4,506.6,19.5,4.3,3,454.6,382.2,7.6,7.5,14.2
39153077AGP,39,153,077AGP,171.8,543,14.5,7.8,2.3,213.7,478.3,16.2,11.1,9
39153077AGQ,39,153,077AGQ,122.4,441.5,13.9,6.5,2.8,155.8,389.6,10.2,11.1,11.1
39153077AGS,39,153,077AGS,305,310,14,1,0,367,230,5,11,7
39153077AGT,39,153,077AGT,281,516,20,5,1,365,420,14,9,4
39153077AGU,39,153,077AGU,244.8,356,10.7,5.8,0.1,271.2,303.7,12.6,10.6,3.9
39153077AGV,39,153,077AGV,135,506,13,5,2,175,452,5,8,8
39153077AGW,39,153,077AGW,141.9,395,24.4,7.6,0,173.9,333.7,19.9,7.7,13.2
39153077AGY,39,153,077AGY,203,536,13,9,3,238,477,14,13,8
39153077AGZ,39,153,077AGZ,198,460,27,6,0,276,378,8,11,2
39153077AHA,39,153,077AHA,343,423,9,2,2,447,322,2,4,5
39153077AHB,39,153,077AHB,230.8,357.6,11.9,3,6.9,289.3,276.4,7.9,6.9,9.9
39153077AHC,39,153,077AHC,318.9,400.1,23.8,6.9,1,411,300.1,5.9,3,8.9
39153077AHJ,39,153,077AHJ,221,387,16,6,3,204,362,17,13,16
39153077AHK,39,153,077AHK,160,390,12,6,2,160,363,8,11,13
39153077AHL,39,153,077AHL,154,375,8,9,3,162,333,16,17,9
39153077AHN,39,153,077AHN,311,292,15,8,2,303,264,13,17,10
39153077AHO,39,153,077AHO,228,379,17,8,3,238,340,11,20,12
39153077AHP,39,153,077AHP,195,271,10,8,0,202,233,13,13,10
39153077AHR,39,153,077AHR,261,301,23,12,2,251,276,17,19,11
39153077AHS,39,153,077AHS,310,260.1,15.5,8.2,3.1,281.2,233.7,18.5,27.5,13.5
39153077AIF,39,153,077AIF,260,288,14,5,4,239,271,17,17,13
39153077AIG,39,153,077AIG,209,430,18,4,2,219,385,14,19,7
39153077AIH,39,153,077AIH,77,349,11,5,3,83,310,16,18,5
39153077AII,39,153,077AII,60,314,4,3,4,68,277,8,14,7
39153077AIM,39,153,077AIM,212,392,12,7,2,228,316,25,18,19
39153077AIN,39,153,077AIN,268,354,30,11,2,272,311,20,18,13
39153077AIP,39,153,077AIP,130,392,5,6,2,124,358,10,18,9
39153077AIQ,39,153,077AIQ,232,429,15,7,6,250,377,19,12,6
39153077AJA,39,153,077AJA,319.8,201.5,22.5,5,3,324.6,174.2,12.2,15.2,9.3
39153077AJD,39,153,077AJD,251,216.9,16.5,6.8,3.9,219.8,203.3,17.5,18.5,16.5
39153077AJG,39,153,077AJG,275.6,246.9,29.6,6.5,2.8,283.9,217.3,12,12.9,8.3
39153077AJH,39,153,077AJH,343.4,291.7,20.2,6,5,358.6,251.3,24.1,17.2,4.1
39153077AJL,39,153,077AJL,134.7,441.4,12.3,7.1,1.1,133.7,410.9,12.2,12.9,6.4
39153077AJM,39,153,077AJM,242,374,12,4,2,262,326,9,13,4
39153077AJO,39,153,077AJO,407.9,333.4,19.9,4,3,434.6,279.8,9.9,20.8,8.9
39153077AJR,39,153,077AJR,143,183,15,5,6,157,159,12,15,6
39153077AJT,39,153,077AJT,209.7,202.8,21.9,6.3,3.2,189.1,199.6,13.4,15,11.8
39153077AJV,39,153,077AJV,299,222,20.4,5.1,1.3,261.6,210.9,10.3,31.7,7.8
39153077AJW,39,153,077AJW,249,236.9,15,10,5,242,205.9,14,19,8
39153077AKA,39,153,077AKA,299.2,215.8,10.9,1.8,4.5,297.4,183.2,9.1,10.9,13.6
39153077AKC,39,153,077AKC,224.3,171.2,20.5,3.9,3.9,201.7,172.2,8.8,15.7,16.6
39153077AKF,39,153,077AKF,292,397,27,11,1,302,350,20,16,13
39153077AKG,39,153,077AKG,329.6,476.7,31.4,7.7,3,370.8,400.4,16.5,6.8,11.4
39153077AKJ,39,153,077AKJ,296,339,30.6,11.9,2,321.5,288.4,12.9,14,20.8
39153077AKO,39,153,077AKO,209.2,333.3,19,8,1,234.2,270.2,14,15,12
39153077AKP,39,153,077AKP,230,318,23,4,3,247,253,20,19,9
39153077AKS,39,153,077AKS,247,317,29,3,3,299,232,15,15,9
39153077AKV,39,153,077AKV,294,286,17,10,6,309,258,10,13,11
39153077AKW,39,153,077AKW,275,349,21,9,3,327,279,17,11,5
39153077AKZ,39,153,077AKZ,312,348,21,7,3,352,280,14,11,18
39153077ALA,39,153,077ALA,302,310,14,8,4,340,252,18,9,14
39153077ALE,39,153,077ALE,172,257,20,10,0,170,241,15,12,6
39153077ALF,39,153,077ALF,266,316,13,10,1,265,275,14,19,11
39153077ALH,39,153,077ALH,264,329,31,8,3,285,288,17,14,12
39153077ALN,39,153,077ALN,164,261,20,6,3,162,246,12,14,7
39153077ALO,39,153,077ALO,303,322,14,7,1,361,255,3,9,6
39153077ALP,39,153,077ALP,281,363,16,7,0,324,300,12,17,7
39153077ALQ,39,153,077ALQ,290,327,29,9,9,344,246,16,9,15
39153077ALV,39,153,077ALV,302,294,16,4,4,325,242,4,20,9
39153077ALW,39,153,077ALW,304,290,20,7,0,318,256,10,14,10
39153077ALY,39,153,077ALY,261,287,28,6,3,285,250,21,7,11
39153077AMC,39,153,077AMC,274,325.9,20.1,8.1,4,299.4,292.4,13,10,6.1
39153077AME,39,153,077AME,225,241,21,5,2,235,196,14,17,7
39153077AMG,39,153,077AMG,247,242,16,4,1,283,190,8,6,5
39153077AMH,39,153,077AMH,286,291,17,6,2,288,252,17,11,17
39153077AMJ,39,153,077AMJ,440,291,20,5,8,450,245,11,19,11
39153077AMK,39,153,077AMK,329,347.6,20.5,13,3,356.8,284.2,24.5,18.9,11.3
39153077AMM,39,153,077AMM,416,352,18,4,4,445,290,17,9,10
39153077AMN,39,153,077AMN,310,269,21,7,1,341,224,10,8,5
39153077AMO,39,153,077AMO,487.3,357.7,25.8,7.9,2,573.5,272.5,5,8.9,7
39153077AMS,39,153,077AMS,375,351,19,8,4,445,265,9,11,5
39153077AMU,39,153,077AMU,318.6,357.9,15,4.2,2.5,377.8,283.4,9.8,13.2,1.9
39153077AMW,39,153,077AMW,278.1,339.3,12.7,5.4,0.9,350.2,249.2,8.1,4.6,10.8
39153077AMY,39,153,077AMY,254.4,443.9,25,14.8,1.5,295.2,388.1,15,14.7,8.3
39153077ANA,39,153,077ANA,263.3,347.6,12.2,7,3.9,303.2,297.5,11.9,8.1,4.1
39153077ANC,39,153,077ANC,450.8,322.3,27,6.3,3.7,508.3,237.6,14.8,10,3
39153077ANE,39,153,077ANE,339.2,430.3,12.7,4.9,1,385.9,348.7,9.7,11.7,11.7
39153077ANG,39,153,077ANG,266,197,6,4,1,268,160,3,15,6
39153077ANH,39,153,077ANH,305.9,314.4,12.1,3,3,338.1,228.9,12.1,9.1,12.1
39153077ANI,39,153,077ANI,385,251,17,6,2,409,215,12,11,8
39153077ANJ,39,153,077ANJ,281.4,375.9,14.9,4,3,316.4,296.7,17.7,19.7,4
39153077ANK,39,153,077ANK,300.5,234.4,15,0,4,321.4,183.4,9,10,9
39153077ANO,39,153,077ANO,305.2,173.3,12.2,2.8,11.3,285.5,150.7,11.3,17,8.5
39153077ANP,39,153,077ANP,295,214,9,3,0,306,171,5,6,9
39153077ANS,39,153,077ANS,344.4,250.9,26.5,3.1,2.6,332.6,228.9,9.5,14.5,16.8
39153077ANU,39,153,077ANU,281,199,11,2,1,293,162,3,16,3
39153077AOA,39,153,077AOA,377.8,203.7,20.8,4.2,2.7,380.5,177.3,8.7,13,13.5
39153077AOC,39,153,077AOC,303,167,16,2,1,280,157,12,21,7
39153077AOD,39,153,077AOD,313,365,22,5,1,373,292,12,10,7
39153077AOE,39,153,077AOE,306,311,9,8,1,328,245,10,16,18
39153077AOG,39,153,077AOG,303.9,267.1,25.2,13.6,2.9,322.3,241,15.5,17.4,4.8
39153077AOI,39,153,077AOI,388,339,26,2,1,475,247,7,4,12
39153077AOJ,39,153,077AOJ,295,302,18,4,5,351,231,8,8,6
39153077AOO,39,153,077AOO,413,336.4,33,3.2,1.1,461.6,269.9,13.4,14.5,9.2
39153077AOP,39,153,077AOP,295,335.6,18,3.8,1.9,340.4,259.1,6.6,8.5,2.8
39153077AOR,39,153,077AOR,377,337,20,3,1,459,255,3,6,7
39153077AOS,39,153,077AOS,378,330,32,5,2,454,248,13,8,12
39153077AOT,39,153,077AOT,340,346,20,8,3,402,260,15,5,10
39153077AOY,39,153,077AOY,166,222,14,0,0,184,183,12,8,6
39153077AOZ,39,153,077AOZ,317,340,23,10,6,371,278,12,10,17
39153077APB,39,153,077APB,302,311,24,9,5,289,287,15,18,16
39153077APC,39,153,077APC,357,351,13,3,3,401,272,12,11,7
39153077API,39,153,077API,313,336,37,6,6,375,257,13,21,9
39153077APK,39,153,077APK,281.6,318.9,18.2,0.9,2.7,344.3,250.7,10.9,8.2,8.2
39153077APL,39,153,077APL,333,289,33,7,8,370,257,10,18,9
39153077APM,39,153,077APM,308,307,32,3,6,366,218,14,23,8
39153077APN,39,153,077APN,338.6,310,29.5,3.6,3.6,417.3,226.9,8,6.2,3.6
39153077APQ,39,153,077APQ,303,349,11,1,4,348,279,7,15,7
39153077APR,39,153,077APR,285.4,266.9,15.7,2.8,0.9,308.5,221.7,7.4,8.3,7.4
39153077APS,39,153,077APS,192.4,258.4,5,5,1,208.4,216.4,6,8,4
39153077APV,39,153,077APV,325,284,20,5,2,322,243,7,20,9
39153077APX,39,153,077APX,377.2,245.9,23.7,3,4,408.8,187.6,12.8,16.8,5.9
39153077APZ,39,153,077APZ,392,267,18,5,4,410,214,5,14,8
39153077AQC,39,153,077AQC,319.8,237.4,28,6.2,4.1,327.2,205,14.7,14.4,16.6
39153077AQE,39,153,077AQE,314,228,22,6,7,315,219,6,14,15
39153077AQF,39,153,077AQF,333,243,19,5,2,346,211,8,12,11
39153077AQG,39,153,077AQG,299,256,27,4,1,313,214,11,12,6
39153077AQH,39,153,077AQH,255.6,258.5,15.3,3.9,2.9,259.5,216.3,8.6,14.4,18.2
39153077AQI,39,153,077AQI,249,316,24,16,5,280,268,16,11,12
39153077AQL,39,153,077AQL,258,323.7,21.6,2.9,2,298.2,264.8,4.9,11.8,6.9
39153077AQN,39,153,077AQN,306.4,340.8,21,6.6,3.7,316.5,300.5,15.9,13.7,14.6
39153077AQP,39,153,077AQP,249.6,279.9,27.2,4.7,2.8,277.9,236.5,5.7,12.1,13
39153077AQQ,39,153,077AQQ,322,319,15,6,3,376,246,8,11,3
39153077AQS,39,153,077AQS,414.7,526.9,28.3,4.2,3.2,511.1,408.6,11.5,9.6,8.5
39153077AQT,39,153,077AQT,294.5,460.2,17.1,2,1,389.9,356.6,6.1,3.1,2.1
39153077AQV,39,153,077AQV,185.3,228.3,12.3,2.2,0.7,231,179.7,5.2,4.7,3.6
39153077AQW,39,153,077AQW,172.4,424.8,15.8,0.9,0.9,220.8,346.5,10.6,10.6,3.5
39153077AQX,39,153,077AQX,263,454,31,2,2,396,318,9,1,3
39153077AQY,39,153,077AQY,196,351,10,2,3,225,294,9,6,15
39153077AQZ,39,153,077AQZ,194,186,11,2,2,214,139,5,9,12
39153077ARA,39,153,077ARA,198,181.1,9.9,5.9,0,231.6,140.6,4,4,5.9
39153077ARB,39,153,077ARB,433.9,324.9,23.1,5,5,540.3,225.3,9.1,4,5
39153077ARC,39,153,077ARC,257.6,223.5,18.3,4,4.1,287.6,185.8,6,9.6,6.7
39153077ARD,39,153,077ARD,455,270,17,9,1,518,200,7,7,9
39153077ARE,39,153,077ARE,505,325,40,6,2,609,237,10,11,5
39153077ARH,39,153,077ARH,353.5,382.5,23,6,0,447.2,273.8,8,12.9,10
39153077ARI,39,153,077ARI,378.1,361.3,19.8,9.9,0,451.4,257.4,14.8,9.9,9.9
39153077ARK,39,153,077ARK,371,335,21,3,1,451,248,12,4,8
39153077ARO,39,153,077ARO,131.4,194.2,8.8,1,2,141.2,154.9,8.8,6.9,4.9
39153077ARP,39,153,077ARP,199.2,197.1,17.4,3.1,3,223.3,149.6,12.2,10.2,10.1
39153077ARR,39,153,077ARR,478.5,321.5,18.3,11.1,5,552.4,233.4,16.1,11.2,7.1
39153077ARS,39,153,077ARS,425,181,33,3,2,419,164,9,15,15
39153077ARW,39,153,077ARW,335.6,472.9,12.6,8.7,2.2,376.5,395.6,18,16.6,7.4
39153077ARX,39,153,077ARX,232.3,354.4,17.2,4.5,0,252.2,315.5,14.5,12.7,8.1
39153077ARY,39,153,077ARY,280,413,21,6,3,309,360,13,11,16
39153077ARZ,39,153,077ARZ,346.5,278.2,19,8,1,361.5,223.2,21,13,14
39153077ASA,39,153,077ASA,319.9,221.9,21,10,3,288.9,203.9,17,17,19
39153077ASD,39,153,077ASD,373,342,15,10,2,387,286,22,20,17
39153077ASE,39,153,077ASE,446.4,325.5,28.7,6.2,1.1,486.8,261.9,13.3,23.3,10.1
39153077ASF,39,153,077ASF,386.4,409.9,27.3,5.2,6.7,470.4,311.9,11,7.9,7
39153077ASG,39,153,077ASG,383.8,461.3,33.5,4.1,1,496.1,346.6,12.1,9.2,2.2
39153077ASH,39,153,077ASH,326.2,354.7,28.5,3.9,1,402.9,257.4,5.9,9.8,9.8
39153077ASI,39,153,077ASI,294.5,264.6,22.4,8.6,1,311.7,228.3,15.5,3.4,10.6
39153077ASK,39,153,077ASK,338,269,16,11,0,326,244,15,14,18
39153077ASL,39,153,077ASL,358,257,11,9,5,324,256,8,24,11
39153077ASO,39,153,077ASO,355.3,274,20.5,5.8,2.9,314.6,248.5,13.6,27.2,24.2
39153077ASP,39,153,077ASP,411.8,270.9,21,5,8,420.8,215.9,15,16,13
39153077ASR,39,153,077ASR,331.5,277.8,15.2,6.1,3,315.9,241.1,18.2,8.6,20.2
39153077ASW,39,153,077ASW,284.9,212.1,9,3.9,3.9,296.8,177.3,8.9,16.9,8.9
39153077ASZ,39,153,077ASZ,376,260,27,8,2,378,221,14,14,17
39153077ATA,39,153,077ATA,362,246,32,7,4,372,222,8,7,27
39153077ATB,39,153,077ATB,408.4,317.3,28.8,7.3,5.2,417.3,262.5,17.6,29.3,8.7
39153077ATC,39,153,077ATC,414,232,19,4,6,398,193,13,24,9
39153077ATE,39,153,077ATE,470.1,223.5,16,5.1,3.4,423.1,196.5,9.8,40.3,18.2
39153077ATF,39,153,077ATF,419,191,23,7,5,401,170,20,14,5
39153077ATG,39,153,077ATG,382,247.1,23,7,4,389,203.1,16,23,10
39153077ATN,39,153,077ATN,385.7,261.7,19.5,10.7,4.9,366.2,244.1,14.7,25.4,11.7
39153077ATO,39,153,077ATO,370.2,243.6,20,2.9,1.9,337.8,217,13.3,26.6,12.4
39153077ATS,39,153,077ATS,234,223,16,2,1,274,170,11,12,5
39153077ATV,39,153,077ATV,222,237,19,7,0,255,186,10,9,9
39153077ATW,39,153,077ATW,196,191.4,10.8,1.6,3.1,234.8,144.9,3.1,3.9,6.2
39153077ATZ,39,153,077ATZ,185.9,158.3,13.8,3.9,2,178.2,142.4,7.9,8.8,5.9
39153077AUA,39,153,077AUA,192.9,152.8,16.6,2.9,2.9,191,128.3,13.7,10.8,7.8
39153077AUB,39,153,077AUB,207.6,197.6,13,5,0,204.6,180.6,4,11,5
39153077AUE,39,153,077AUE,269.8,422.6,17,5,4,313.7,348.7,9,20,4
39153077AUF,39,153,077AUF,367.6,259,18.9,6,3,398.5,191.3,11,9,9
39153077AUG,39,153,077AUG,293.8,241.4,16.6,2.7,3.6,338.6,183.8,4.6,4.6,10
39153077AUI,39,153,077AUI,206,452.1,14.8,5.2,0.9,274.6,341.8,7.8,8.6,12.2
39153077AUJ,39,153,077AUJ,325,247,21,4,3,367,201,14,3,7
