GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PREIDUN,G16USSRPOR,G16USSDSTR,G16USSGDEM,G16USSICON,G16USSIRUP
39041021AFM,39,041,021AFM,374.14,364.19,45.07,3.17,4.61,506.04,246.34,9.14,5.51,11.02
39041021AFN,39,041,021AFN,369.07,473.63,43.13,7.61,0.45,466.46,367.75,9.87,8.52,9.42
39041021AFO,39,041,021AFO,335.73,315.81,23.91,7.97,1,461.26,232.12,2.99,1.99,2.99
39041021AFQ,39,041,021AFQ,277.13,154.79,11.85,0.02,0.92,354.5,80.29,3.62,4.53,1.84
39041021AFR,39,041,021AFR,366.41,257.04,19.5,2.02,1.02,442.76,180.22,7.06,6.04,2.08
39041021AFS,39,041,021AFS,403.62,310.29,30.33,5.06,5.05,478.39,250.54,8.06,9.03,4.1
39041021AFT,39,041,021AFT,219.59,186.48,18.95,1.27,0.68,290.03,123.76,5.08,2.73,3.61
39041021AFU,39,041,021AFU,452.12,281.31,16.47,0.96,0.05,570.27,167.52,7.31,4.58,4.61
39041021AFV,39,041,021AFV,228,200,12,1,0,306,133,5,4,1
39041021AFW,39,041,021AFW,367.36,407.86,28.55,8.83,4.36,456.17,307.01,15.19,6.03,6.53
39041021AFX,39,041,021AFX,466.37,317.29,40.14,7.65,2.87,578.19,232.23,12.42,5.73,0.96
39041021AFY,39,041,021AFY,300.63,261.5,27.57,2.67,0.89,380.69,195.68,8.89,3.56,4.45
39041021AFZ,39,041,021AFZ,252.96,142.59,19.53,0.98,0,283.23,125.01,3.91,0.98,1.95
39041021AGA,39,041,021AGA,256.91,198.08,24.35,0.01,1.01,346.99,123.18,6.07,7.04,7.03
39041021AGB,39,041,021AGB,441,281,20,6,3,537,192,9,4,5
39041021AGC,39,041,021AGC,289,299,8,3,1,403,207,3,1,10
39041021AGD,39,041,021AGD,301.47,126.68,24.09,6.9,1,337.31,104.91,3.22,3.74,5.54
39041021AGE,39,041,021AGE,106.72,155.6,11.82,4.47,0.96,131.96,128.12,7.03,3.83,1.92
39041021AGF,39,041,021AGF,110.11,52.06,6.14,0.15,0.15,123.47,37.93,1.54,1.84,2.15
39041021AGG,39,041,021AGG,355.23,167.95,19.82,0.5,0.5,398.33,122.37,4.95,5.95,6.94
39041021AGH,39,041,021AGH,271.19,221.6,17.87,4.47,0.89,359.2,150.56,6.25,4.91,0.45
39041021AGI,39,041,021AGI,387.41,267.13,44.06,3.5,1.4,460.14,206.29,9.79,7.69,16.08
39041021AGJ,39,041,021AGJ,299.56,188.79,9.91,1.72,1.72,379.3,114.22,3.88,3.88,1.72
39041021AGK,39,041,021AGK,251.64,141.88,8.87,4.79,2.09,292.91,100.23,6.04,6.27,2.34
39041021AGL,39,041,021AGL,278.85,147.01,18.97,1.42,0.95,338.12,93.42,6.64,4.74,0.47
39041021AGM,39,041,021AGM,78.31,49.35,7.33,0.75,0.6,98.96,35.55,0.76,0.45,0.9
39041021AGN,39,041,021AGN,43.85,32.1,3.85,0.2,0,52.44,23.41,0.79,0.3,0.3
39041021AGO,39,041,021AGO,209.44,274.25,17.21,4.3,2.86,252.56,226.18,9.31,5.73,4.3
39041021AGP,39,041,021AGP,318.55,320.46,23.02,3.5,2.79,415.6,239.85,9.28,14.33,4.41
39041021AGQ,39,041,021AGQ,279.87,241.79,15.94,0.89,2.66,348.07,186.88,3.54,7.09,0.89
39043022AAA,39,043,022AAA,437.75,300.12,22.07,7.02,8,505.97,236.85,10.06,8.04,15.06
39043022AAB,39,043,022AAB,292,273,25,6,4,353,218,19,8,5
39043022AAC,39,043,022AAC,374.12,239.79,15.92,4.97,0,421.88,183.08,11.94,7.96,11.94
39043022AAE,39,043,022AAE,353,285,29,6,1,378,231,16,19,9
39043022AAI,39,043,022AAI,304.62,190.26,17.02,7.01,3,322.67,164.19,8.01,9.01,10.02
39043022AAJ,39,043,022AAJ,443,251,22,12,4,500,202,12,9,4
39043022ABV,39,043,022ABV,267.08,180.9,24.22,3.05,4.03,314.29,134.56,3.1,5.15,11.09
39043022ABX,39,043,022ABX,183.94,186.89,23.99,2,2,209.94,161.89,7.99,5,14.99
39043022ABY,39,043,022ABY,287.68,254.06,28.67,6.92,3.95,316.34,206.61,13.84,20.76,11.86
39043022ACA,39,043,022ACA,261,191,19,8,6,284,154,11,20,10
39043022ACB,39,043,022ACB,255.3,174.68,10.56,0.96,0,260.1,152.6,6.72,12.48,13.44
39043022ACC,39,043,022ACC,187,122,19,6,2,196,108,9,9,11
39043022ACD,39,043,022ACD,549,268,25,9,8,545,224,22,23,13
39043022ACF,39,043,022ACF,374.89,203.34,16.03,7.01,3,396.98,159.25,20,14.01,7.03
39043022ACG,39,043,022ACG,387.23,224.83,17.36,5.31,3.33,400.77,188.41,9.64,19.34,10.63
39043022ACH,39,043,022ACH,520,249,29,6,2,534,210,15,25,9
39043022ACI,39,043,022ACI,488,193,24,7,6,493,163,19,13,10
39043022ACK,39,043,022ACK,528.46,222.22,18.45,8.06,2.05,577.7,163.65,7.28,8.12,17.19
39043022ACL,39,043,022ACL,419.26,237.65,17.39,5.8,2.9,462.74,191.28,6.76,10.63,5.8
39043022ACM,39,043,022ACM,449.92,251.16,14.77,3.27,0.97,525.56,178.15,9.38,10.75,7.86
39043022ACN,39,043,022ACN,160.67,94.28,6.73,3.85,0,169.33,76.97,3.85,4.81,7.7
39043022ACO,39,043,022ACO,183.95,127.27,3.98,4.97,2.98,182.95,106.39,8.95,9.94,6.96
39043022ACP,39,043,022ACP,208.99,143.99,13,2,1,229.99,111,8,11,5
39043022ACQ,39,043,022ACQ,439.01,227.01,25,1,2,457.01,196,12,12,14
39043022ACR,39,043,022ACR,275.42,155.79,12.45,6.09,2.14,276.01,135.76,14.3,7.27,12.28
39043022ACS,39,043,022ACS,366.26,268.33,22.52,3.92,3.92,402.5,220.35,6.86,11.75,11.75
39043022ACT,39,043,022ACT,253.24,181.81,14.02,1.33,3.28,259.34,159.53,6.41,6.51,7.6
39043022ACW,39,043,022ACW,353.38,188.07,20.71,3.48,2.21,370.31,158.64,12.19,5.95,9
39043022ACX,39,043,022ACX,520.44,261.86,39.7,9.14,4.61,573.12,205.69,25.59,17.45,7.49
39043022ADA,39,043,022ADA,420.18,172.1,26.01,3,5,413.19,163.08,9.01,20,5
39043022ADB,39,043,022ADB,560,371,34,4,6,620,288,19,17,15
39043022ADC,39,043,022ADC,335.77,288.22,21.35,5.82,0.97,403.7,232.9,8.73,6.79,13.59
39043022ADD,39,043,022ADD,366.98,233.97,21.63,6.84,5.75,390.96,205.57,8.85,10.7,12.81
39043022ADE,39,043,022ADE,262,267,20,4,5,292,236,17,9,9
39043022ADF,39,043,022ADF,353,366,29,4,3,396,307,15,16,11
39043022ADH,39,043,022ADH,433.85,316.89,22.99,1,3,454.84,285.9,3,17.99,8
39043022ADJ,39,043,022ADJ,299.15,240.11,26.01,3,2,328.16,209.1,10,9.01,3
39043022ADM,39,043,022ADM,379,278,11,5,1,445,202,11,9,4
39043022ADN,39,043,022ADN,104,68,0,1,3,93,72,3,4,3
39043022ADO,39,043,022ADO,563.74,318.67,21.48,3.08,5.08,572.5,267.65,17.14,18.25,17.25
39043022ADS,39,043,022ADS,244.89,178.92,14.99,7,6,294.87,128.94,13.99,8,3
39043022ADT,39,043,022ADT,458,309.47,26.57,3.07,5.02,490.33,262.33,11.34,22.62,15.62
39043022ADU,39,043,022ADU,277.99,164.57,19.52,4.65,4.65,286.35,142.26,9.3,19.52,9.3
39043022ADV,39,043,022ADV,235.11,108.08,11.01,3,2,223.13,100.06,10.01,9,13
39043022ADW,39,043,022ADW,264.92,179.95,16,4,1,264.92,171.95,9,6,7
39043022ADX,39,043,022ADX,215.18,101,6.93,2.02,0.15,236.3,86.75,3.98,1.8,1.51
39043022ADY,39,043,022ADY,236.01,466.02,8.77,6.81,0.97,258.43,415.43,10.71,13.61,12.64
39043022ADZ,39,043,022ADZ,157,420,5,1,4,178,384,7,8,9
39043022AEA,39,043,022AEA,244.69,324.33,10.14,9.11,6.02,270.06,280.52,15.17,11.22,7.2
39043022AEB,39,043,022AEB,240.59,419.54,19.88,6.96,4.97,246.55,377.79,20.88,15.91,17.9
39043022AEC,39,043,022AEC,221.3,389.67,14.5,8.7,6.76,257.05,331.67,11.61,19.3,16.41
39043022AED,39,043,022AED,234.93,509.85,26.99,11,6,300.91,433.87,11,20.99,12
39043022AEE,39,043,022AEE,202,405,28,12,6,229,355,20,17,17
39043022AEF,39,043,022AEF,270.41,382.46,25.12,9.04,6.03,292.45,347.21,11.12,19.09,7.1
39043022AEG,39,043,022AEG,181.7,400.33,12.5,6.3,4.24,208.95,348.33,15.39,7.7,6.59
39043022AEH,39,043,022AEH,245,413,29,10,4,253,369,22,24,17
39043022AEI,39,043,022AEI,161,262,21,10,2,173,250,5,14,11
39043022AEJ,39,043,022AEJ,185,295,24,7,3,191,262,14,7,20
39043022AEK,39,043,022AEK,155,364,15,6,11,175,335,9,12,8
39043022AEL,39,043,022AEL,256,301,18,8,4,262,268,22,24,7
39043022AEM,39,043,022AEM,432.64,407.94,34.57,4.94,9.88,481.03,334.85,19.76,16.79,19.76
39043022AEN,39,043,022AEN,317.17,183.24,27.08,3.3,3.12,358.19,150.56,7.93,9.46,7.27
39043ZZZZZZ,39,043,ZZZZZZ,6.33,3.72,0.27,0.15,0,6.67,3.03,0.15,0.19,0.3
39045023AAA,39,045,023AAA,152.53,69.78,10.89,2.59,0.78,154.08,66.15,3.89,4.15,4.93
39045023AAB,39,045,023AAB,536.61,252.06,35.63,8.88,3.12,548.26,232.85,13.32,15.41,16.87
39045023AAC,39,045,023AAC,572.59,298.42,25.91,8.36,5.02,612.72,249.1,12.54,20.06,15.88
39045023AAF,39,045,023AAF,326.82,131.88,16.38,1.74,1.14,346.75,112.32,5.99,7.13,4.02
39045023AAG,39,045,023AAG,477.29,295.07,33.3,7.4,4.62,535.57,246.05,12.95,17.57,7.4
39045023AAH,39,045,023AAH,770.73,296.18,49.68,8.05,2.08,805.19,257.49,11.27,18.33,17.13
39045023AAL,39,045,023AAL,378.9,230.89,20.72,12.83,3.95,446,190.44,7.89,6.91,6.91
39045023AAM,39,045,023AAM,292,177,14,8,5,301,169,7,11,5
39045023AAN,39,045,023AAN,275,224,13,16,7,305,186,15,13,6
39045023AAO,39,045,023AAO,305,197,19,9,4,336,162,6,13,8
39045023AAP,39,045,023AAP,541,262,15,7,5,594,216,10,9,11
39045023AAQ,39,045,023AAQ,496,285,27,7,8,515,266,11,14,13
39045023AAR,39,045,023AAR,430.62,169.52,11.69,0,0,472.51,131.52,3.9,7.79,3.9
39045023AAS,39,045,023AAS,414.38,264.48,32.31,7,1,478.49,185.48,10.1,16.21,14.1
39045023AAU,39,045,023AAU,232,163,20,2,3,250,149,6,7,9
39045023AAV,39,045,023AAV,258.29,159.56,20.94,11.97,2.99,278.23,145.6,8.98,6.98,18.95
39045023AAW,39,045,023AAW,296.71,213.44,15.06,5.03,5.01,299.77,186.4,17.02,23.02,2.05
39045023AAX,39,045,023AAX,307.42,164.69,24.95,2.99,4.99,305.42,148.72,7.98,17.97,10.98
39045023AAY,39,045,023AAY,291.34,159.32,15.04,5.57,6.13,299.7,135.92,11.14,18.38,8.91
39045023AAZ,39,045,023AAZ,359.94,213.02,19.7,7.69,7.32,362.92,188.71,14.15,19.91,13.2
39045023ABA,39,045,023ABA,284.69,182.66,18.27,7.12,5.33,279.02,169.78,12.63,11.7,12.87
39045023ABC,39,045,023ABC,319.1,245.35,27.3,3.09,1,370.72,195.75,12.1,11.09,6.04
39045023ABD,39,045,023ABD,409,304,26,5,2,462,254,10,8,6
39045023ABE,39,045,023ABE,501.31,350.3,33.03,7,5,581.34,279.25,11.01,6.02,13
39045023ABF,39,045,023ABF,296,154,18,5,9,303,133,10,13,9
39045023ABG,39,045,023ABG,270,233,13,4,4,335,165,9,3,5
39045023ABH,39,045,023ABH,620.52,538.96,51.36,9.34,5.6,697.14,446.46,14.01,28.94,12.14
39045023ABI,39,045,023ABI,415.9,339.65,30.7,8.91,0,479.28,279.25,9.9,8.91,3.96
39045023ABJ,39,045,023ABJ,370.66,231.42,35.3,6.86,1.96,404.98,202,10.79,12.75,13.73
39045023ABK,39,045,023ABK,231,238,22,8,6,286,186,14,5,3
39045023ABL,39,045,023ABL,349,89,17,1,2,355,82,2,12,3
39045023ABM,39,045,023ABM,594,185,29,7,7,598,180,8,15,7
39045023ABO,39,045,023ABO,450.71,155.72,19.1,6.02,4.01,471.73,137.69,9.01,18.06,8.03
39045023ABP,39,045,023ABP,425,153.91,18.87,3.97,4.96,429.96,135.05,7.94,16.88,7.94
39045023ABQ,39,045,023ABQ,381,173.09,18.13,6.03,7.04,392.04,152.95,8.06,14.12,7.06
39045023ABR,39,045,023ABR,398.29,167.28,22.9,3.98,1.99,403.27,159.31,2.99,12.94,7.97
39045023ABT,39,045,023ABT,594.91,232.01,45.42,5.43,3.55,626.9,204.75,8.13,14.94,11.2
39045023ABU,39,045,023ABU,719.63,288.22,23.4,4.68,7.49,758,237.68,13.1,17.78,7.49
39045023ABV,39,045,023ABV,652,285,25,3,3,672,238,12,20,9
39045023ABW,39,045,023ABW,642.24,252.7,17.08,11.03,1.01,671.41,203.56,14.04,11.03,4.04
39045023ABX,39,045,023ABX,609.76,191.3,20.92,6.97,2.99,657.59,151.44,9.96,8.97,9.96
39045023ACA,39,045,023ACA,476.58,245.82,21.18,2.89,0.97,486.24,203.6,5.77,17.28,16.32
39045023ACB,39,045,023ACB,638,202,33,4,7,635,200,3,19,17
39045023ACC,39,045,023ACC,694,189,30,4,7,655,194,8,25,11
39045023ACF,39,045,023ACF,597.88,212.96,32.99,2,3,636.87,160.97,17,14,8
39045023ACG,39,045,023ACG,724.11,212.8,32.74,2.89,4.81,729.89,187.77,11.56,16.37,5.78
39045023ACH,39,045,023ACH,409,124,14,3,2,434,91,3,7,13
39045023ACI,39,045,023ACI,372.24,159.53,11.82,5.91,1.97,387.99,139.84,6.89,6.89,6.89
39045023ACK,39,045,023ACK,431,120,19,5,4,418,113,9,16,7
39045023ACL,39,045,023ACL,395.01,160.19,14.92,4.97,3.98,416.9,135.32,2.98,14.92,4.97
39045023ACM,39,045,023ACM,430,157,11,6,5,430,131,4,23,10
39045023ACN,39,045,023ACN,546,195,21,2,3,577,165,7,10,11
39045023ACO,39,045,023ACO,722.79,202.68,29.62,8.33,0,722.79,173.06,12.03,20.36,9.25
39045023ACP,39,045,023ACP,436.25,147.07,16.89,0,1.99,446.19,131.17,6.96,5.96,1.99
39045023ACQ,39,045,023ACQ,488,182,16,4,4,516,158,2,9,10
39045023ACR,39,045,023ACR,481.21,256.32,29.38,7.67,7,516.21,214.94,9.97,12.64,16.75
39045023ACS,39,045,023ACS,406.75,181.93,22.11,6,3.01,400.81,179.83,15.04,12.04,13.01
39045023ACV,39,045,023ACV,607,117,18,4,5,570,143,7,13,6
39045023ACW,39,045,023ACW,660,274,33,5,5,709,220,7,17,20
39045023ACX,39,045,023ACX,462.08,195.03,27.01,9,3,478.08,181.02,8,11,9
39045023ACY,39,045,023ACY,429,125,16,3,1,422,124,7,13,8
39045023ACZ,39,045,023ACZ,386,146,17,0,5,420,128,6,8,1
39045023ADA,39,045,023ADA,486.1,239.11,24.28,1.17,3.05,559,180.56,9.11,10.09,6.09
39045023ADE,39,045,023ADE,318.71,88.09,14.85,0.99,0,310.79,83.14,3.96,6.93,8.91
39045023ADF,39,045,023ADF,499.29,149.91,22.15,1.01,5,494.21,133.86,12.04,21.07,7.09
39045023ADG,39,045,023ADG,368.77,104.93,22.99,1,3,360.77,102.94,6,14.99,8.99
39045023ADH,39,045,023ADH,531,170,25,9,6,540,141,16,16,10
39045023ADI,39,045,023ADI,396.23,161.07,22.01,8,1,381.23,151.06,12,16.01,16.01
39045023ADK,39,045,023ADK,327.43,326.24,21.38,4.19,2.02,390.3,265.3,6.99,7.82,7.89
39045023ADL,39,045,023ADL,549.53,327.64,26.32,3.6,2,624.25,254.37,11.52,6.52,8.92
39045023ADM,39,045,023ADM,405.34,251.24,17.47,3.37,0.02,453.01,198.28,7.37,7.39,4.04
39045023ADN,39,045,023ADN,417,231,35,4,2,468,190,13,9,8
39045023ADO,39,045,023ADO,357,236,27,3,2,408,185,11,9,6
39045023ADP,39,045,023ADP,495.95,390.52,30.57,4.24,1.22,617.8,290.16,2.38,4.25,3.67
39045023ADQ,39,045,023ADQ,333.25,306.88,25.57,3.78,2.8,419.76,243.7,4.7,3.8,8.4
39045023ADR,39,045,023ADR,202,163,6,3,0,237,125,2,9,2
39045023ADS,39,045,023ADS,399.09,180.18,18.45,3.07,1.84,431.69,150.66,6.76,4.92,4.92
39045023ADT,39,045,023ADT,581.79,298.97,33.55,3.93,1.16,654.23,234.48,7.24,10.07,8.09
39045023ADU,39,045,023ADU,299,249,22,7,0,356,200,8,9,8
39045023ADV,39,045,023ADV,339,261,27,7,4,424,186,11,9,5
39045023ADW,39,045,023ADW,393,195,16,5,4,424,178,5,7,6
39045023ADX,39,045,023ADX,343.71,235.72,22.05,2.01,3,395.85,187.58,3.02,11.02,6.02
39045023ADY,39,045,023ADY,346.47,262.31,24.8,7.61,1.91,413.28,220.1,4.8,1.02,2.91
39045023ADZ,39,045,023ADZ,313,277,30,4,4,403,191,4,6,10
39045023AED,39,045,023AED,583.64,218.04,26.32,2.82,0.94,598.68,185.15,10.34,15.04,10.34
39045023AEE,39,045,023AEE,503,221,20,3,9,503,190,13,22,10
39045023AEF,39,045,023AEF,635.36,220.96,26.68,9.18,3.06,657.32,179.85,14.66,11.96,17.66
39045023AEG,39,045,023AEG,489.92,163.97,32.99,7,4,490.92,156.98,13,14,14
39045023AEJ,39,045,023AEJ,161.02,291.81,19.3,4.91,2.66,202.33,251.16,6.88,8.82,4.8
39045023AEK,39,045,023AEK,182.93,469.1,20.77,4.79,2.83,234.45,404.28,11.19,10.9,8.57
39045023AEL,39,045,023AEL,238.74,491.56,28.96,6.26,4.7,295.88,419.55,10.96,11.74,12.52
39045023AEM,39,045,023AEM,278.51,324.94,16.48,6.05,2.82,322.07,277.83,10.58,8.16,4.26
39045023AEN,39,045,023AEN,503.8,320.6,20.86,2.98,1.98,571.45,244.14,6.92,5.94,6.93
39045023AEO,39,045,023AEO,300.35,273.79,23.45,1.14,2.03,362.57,227.02,5.09,6.02,3.05
39045023AEQ,39,045,023AEQ,185.45,585.55,17.66,7.94,4.76,231.31,523.94,11.92,17.45,8.79
39045023AEV,39,045,023AEV,138.41,182.31,8.67,1.12,1.4,163.3,151.56,5.31,6.15,1.96
39045023AEW,39,045,023AEW,443.69,472.66,32.75,7.95,5.26,525.2,405.97,8.02,14.16,9.72
39045023AEX,39,045,023AEX,368.45,340.44,30.7,5.13,1.04,452.11,271.87,9.21,3.26,10.27
39045023AEY,39,045,023AEY,337,184,19,9,2,363,170,9,3,6
39045023AEZ,39,045,023AEZ,256.11,542.8,29.88,7.48,3.97,325.54,468.16,12.99,14.85,8.69
39045023AFA,39,045,023AFA,87.12,47.4,3.65,1.48,1.83,90.06,41.75,2.22,3.02,1.6
39045023AFB,39,045,023AFB,538.04,287.97,22.46,8.88,11.37,554.7,254.76,13.62,18.07,9.14
39045023AFC,39,045,023AFC,451.1,167.48,21.42,1.8,1.27,474.02,143.46,7.71,8.99,5.31
39045023AFD,39,045,023AFD,393.41,230.57,28.22,9.67,7.26,391.8,212.02,20.15,16.12,16.12
39045023AFE,39,045,023AFE,312.59,411.73,19.58,2.53,3.16,368.79,342.27,12,13.89,4.42
39045023AFF,39,045,023AFF,76.3,203.15,8.02,2.98,1.74,95.35,180.26,4.28,6.15,3.11
39045023AFG,39,045,023AFG,103.61,102.21,8.07,1.74,1.12,120.07,86.67,2.07,3.97,2.18
39047024AAA,39,047,024AAA,277,166,17,3,2,298,140,6,13,7
39047024AAB,39,047,024AAB,312.33,141.58,15.23,2,4.01,315.15,138.35,6.03,8.09,8.16
39047024AAE,39,047,024AAE,148.11,73.65,6.08,5.01,2.02,144.15,68.56,4.03,8.03,3.06
39047024AAG,39,047,024AAG,281.5,99.09,11.3,0.05,3.04,284.75,79.99,6.06,5.07,11.11
39047024AAH,39,047,024AAH,254.95,96.92,5.01,5.99,4.99,268.93,80.94,6.99,5.99,4
39047024AAK,39,047,024AAK,419.27,149.07,9.01,4,0,438.28,126.07,3,3,7
39047024AAM,39,047,024AAM,492.02,177.02,10.54,3.81,0.03,523.35,133.41,5.72,8.56,2.9
39047024AAN,39,047,024AAN,423.29,171.42,20.11,4.79,1.92,451.06,129.29,7.66,11.49,6.7
39047024AAO,39,047,024AAO,294.23,135.17,13.72,4.17,0.07,316.23,113.65,6.28,8.41,5.24
39047024AAP,39,047,024AAP,210.05,108.39,3.74,1.85,2.78,213.78,94.51,3.71,3.71,4.64
39047024AAQ,39,047,024AAQ,146.4,104.96,11.12,2.02,2.02,156.48,87.89,3.03,8.03,7.06
39047024AAS,39,047,024AAS,497,91,16,2,0,493,85,8,9,4
39047024AAU,39,047,024AAU,259.08,69.75,10.96,0,1,256.09,65.77,2.99,3.99,4.98
39047024AAX,39,047,024AAX,225.49,57.52,14.52,0.05,0.16,231.28,46.68,4.21,8.89,1.47
39047024AAY,39,047,024AAY,292.33,85.47,5.92,0.98,0.98,285.46,85.44,2.95,8.82,2.96
39047024AAZ,39,047,024AAZ,225.84,142.55,9.11,4.01,1.02,214.71,138.56,5.05,12.17,7.05
39047024ABB,39,047,024ABB,411,94,14,2,2,393,103,5,9,5
39047024ABC,39,047,024ABC,279,76,7,0,1,279,73,0,2,2
39047024ABE,39,047,024ABE,164.76,79.88,10.98,1,3.99,169.75,73.89,4.99,5.99,4.99
39047024ABG,39,047,024ABG,334.27,81.71,9.49,0.95,2.84,330.46,66.55,3.8,16.13,8.53
39047024ABH,39,047,024ABH,406.39,81.17,16.3,3.05,0.05,394.62,73.02,3.08,11.08,8.14
39047024ABI,39,047,024ABI,245.72,55.53,9.18,0.04,3.02,250.96,49.17,4.07,7.1,4.06
39047024ABJ,39,047,024ABJ,313.67,129.42,11.77,0,0.99,305.85,118.65,1.97,4.91,7.84
39047024ABK,39,047,024ABK,571.31,154.73,19.9,3.22,3.08,587.65,141.61,5.38,5.54,9.09
39047024ABM,39,047,024ABM,510,117,17,3,7,495,129,6,14,9
39049025AAA,39,049,025AAA,185.39,569.39,20.54,10.02,2.1,283.45,469.46,11.91,2.85,6.72
39049025AAB,39,049,025AAB,319.19,758.41,32.59,3.82,0.13,563.97,548.13,8.04,2.81,1.09
39049025AAD,39,049,025AAD,213.95,620.37,25.4,3.91,1.95,378.08,481.64,5.86,0.98,2.93
39049025AAE,39,049,025AAE,242,702,39,10,2,432,539,21,13,2
39049025AAG,39,049,025AAG,187,575,28,13,3,305,481,12,6,1
39049025AAH,39,049,025AAH,125.77,463.47,24.76,9.9,2.97,215.89,394.15,16.84,2.97,2.97
39049025AAI,39,049,025AAI,140.65,397.84,22.82,3.77,0.08,252.5,300.84,4.01,1.89,3.75
39049025AAJ,39,049,025AAJ,126.59,321.28,10.55,2.88,0,184.13,263.73,9.59,0.96,0.96
39049025AAK,39,049,025AAK,157.96,494.26,23.67,0.46,1.87,311.74,376.58,7.14,1.2,2.23
39049025AAL,39,049,025AAL,180.99,567.04,45.47,13.37,0.89,256.77,512.66,30.31,5.35,8.92
39049025AAN,39,049,025AAN,182,559,20,13,5,222,481,28,20,11
39049025AAO,39,049,025AAO,179,459,20,13,5,196,416,29,8,11
39049025AAP,39,049,025AAP,190,707,44,14,7,254,654,19,15,10
39049025AAQ,39,049,025AAQ,77,361,10,6,3,102,303,26,9,7
39049025AAR,39,049,025AAR,168,588,37,9,2,261,512,22,5,2
39049025AAS,39,049,025AAS,169,589,35,9,1,297,488,10,2,2
39049025AAT,39,049,025AAT,205.7,658.03,33.95,8.99,2,356.47,527.22,14.98,6.99,3.99
39049025AAU,39,049,025AAU,153,589,33,11,0,250,492,21,8,7
39049025AAV,39,049,025AAV,133.1,574.9,22.22,6.12,0.03,256.95,449.38,18.25,4.07,1.17
39049025AAW,39,049,025AAW,25,442,3,1,1,42,392,6,6,9
39049025AAX,39,049,025AAX,49,502,7,1,2,58,450,10,13,10
39049025AAY,39,049,025AAY,102,636,9,14,0,131,553,18,19,4
39049025AAZ,39,049,025AAZ,126,469,17,9,4,146,410,14,22,4
39049025ABA,39,049,025ABA,33.89,382.76,7.97,7.97,1,43.86,341.89,15.95,8.97,3.99
39049025ABB,39,049,025ABB,53,454,10,8,4,73,400,13,10,13
39049025ABC,39,049,025ABC,33,455,8,11,1,39,426,13,5,3
39049025ABD,39,049,025ABD,34,453,3,6,1,36,420,16,5,2
39049025ABE,39,049,025ABE,50.13,459.57,8.45,9.39,2.05,77.79,417.97,19.21,4.53,4.98
39049025ABF,39,049,025ABF,14.07,236.82,3.22,2.34,0.59,19.64,211.32,5.28,2.64,4.1
39049025ABG,39,049,025ABG,12.95,382.57,2.99,5.98,1,24.91,346.71,9.96,1.99,4.98
39049025ABI,39,049,025ABI,35.67,473.37,3.17,8.13,2.08,46.05,420.81,7.28,14.32,8.16
39049025ABJ,39,049,025ABJ,32.08,569.75,6.61,4.79,0.04,51.28,537.24,7.53,7.55,1.04
39049025ABK,39,049,025ABK,33.88,536.66,4.8,7.08,3.99,64.92,463.55,11.17,11.05,6.01
39049025ABL,39,049,025ABL,49.55,523.43,3.97,14.11,2,88.88,470.12,20.23,0.09,1.03
39049025ABM,39,049,025ABM,17,435,2,10,2,39,394,12,4,7
39049025ABN,39,049,025ABN,21.81,408.6,3.28,9.03,1,38.97,386.75,8.07,1.03,4.01
39049025ABO,39,049,025ABO,18,254,6,4,0,30,228,7,4,3
39049025ABP,39,049,025ABP,27,537,8,14,0,62,472,23,9,4
39049025ABQ,39,049,025ABQ,30,614,2,8,1,46,537,13,9,15
39049025ABR,39,049,025ABR,29.95,534.18,5.99,9.98,4.99,55.91,503.23,12.98,4.99,3.99
39049025ABS,39,049,025ABS,23,431,8,4,2,45,397,6,8,4
39049025ABT,39,049,025ABT,86.88,328.6,19.48,5.07,0.02,158.79,261.06,9.62,1.23,1.78
39049025ABU,39,049,025ABU,126.2,488.55,21.87,6.87,1.25,202.42,394.84,18.12,7.5,4.37
39049025ABV,39,049,025ABV,182.46,675,34.9,5.98,1.99,350.96,523.45,14.96,3.99,3.99
39049025ABW,39,049,025ABW,159,613,35,9,2,293,501,17,3,3
39049025ABX,39,049,025ABX,196.72,408.14,19.14,12.07,4.03,190.84,356.42,18.24,25.14,13.12
39049025ABY,39,049,025ABY,154.8,373.86,12.91,6,2.98,165.8,309.36,21.84,12.89,10.9
39049025ABZ,39,049,025ABZ,83.68,211.03,20.35,7.64,0.11,131.01,176.92,7.89,3.85,2.88
39049025ACA,39,049,025ACA,64.37,195.98,7.63,6.09,1.17,79.49,172.67,8.65,3.44,2.3
39049025ACB,39,049,025ACB,155.86,612.26,15.35,21.37,2.14,186.94,489.16,23.72,16.34,23.84
39049025ACC,39,049,025ACC,196.04,383.06,33.89,6.59,3.77,248.75,333.17,20.7,7.54,4.71
39049025ACD,39,049,025ACD,354.41,487.42,47.2,6.87,2.57,520.89,349.26,11.16,4.29,6.01
39049025ACN,39,049,025ACN,96.33,406.23,4.02,2,1,112.33,328.19,5.01,6.01,6.02
39049025ACO,39,049,025ACO,211.72,254.13,10.98,4.98,3.99,227.64,230.16,5.99,10.96,4.03
39049025ACP,39,049,025ACP,275,424,31,4,4,316,362,23,13,13
39049025ACQ,39,049,025ACQ,272,282,16,9,4,293,242,13,9,8
39049025ACR,39,049,025ACR,316,294,18,6,3,353,250,9,11,4
