GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREGHAW
39147074AAS,39,147,074AAS,175,137,11,0
39147074AAT,39,147,074AAT,468.98,334.87,16.02,0
39147074AAW,39,147,074AAW,209,159,6,1
39147074AAX,39,147,074AAX,282.62,160.39,6.08,2.02
39147074AAY,39,147,074AAY,242,195,7,0
39147074AAZ,39,147,074AAZ,259,168.68,7.48,5.08
39147074ABB,39,147,074ABB,386,232,12,1
39147074ABC,39,147,074ABC,533,393,10,3
39147074ABE,39,147,074ABE,317.87,218.94,12.46,4.87
39147074ABG,39,147,074ABG,241.06,148.34,5.86,0
39147074ABI,39,147,074ABI,190,89,6,1
39147074ABJ,39,147,074ABJ,539,145,11,1
39147074ABL,39,147,074ABL,115.97,40.53,2.17,0.07
39147074ABM,39,147,074ABM,640.03,141.47,6.83,2.93
39147074ABO,39,147,074ABO,329,110,10,1
39147074ABP,39,147,074ABP,252,82,9,1
39147074ABQ,39,147,074ABQ,298.02,131.13,2.98,0
39147074ABR,39,147,074ABR,305,136,4,1
39147074ABS,39,147,074ABS,449,244,7,0
39147074ABT,39,147,074ABT,347,144,2,4
39147074ABU,39,147,074ABU,234,107,4,1
39147074ABV,39,147,074ABV,492,190,6,4
39147074ABX,39,147,074ABX,327,116,3,1
39147074ABY,39,147,074ABY,392.38,150.61,8.92,1.98
39147074ABZ,39,147,074ABZ,386,129,8,1
39147074ACA,39,147,074ACA,312,101,8,1
39147074ACB,39,147,074ACB,500,208,13,0
39147074ACD,39,147,074ACD,186,84,1,1
39147074ACE,39,147,074ACE,323.45,90.91,3.04,1.04
39147074ACF,39,147,074ACF,257.55,96.09,3.96,3.96
39147074ACG,39,147,074ACG,541.55,216.48,3.19,5.06
39147074ACH,39,147,074ACH,271,81,2,2
39147074ACJ,39,147,074ACJ,630,212,11,5
39147074ACL,39,147,074ACL,332,95,2,1
39147074ACM,39,147,074ACM,496,122,5,5
39147074ACN,39,147,074ACN,194,65,4,2
39147074ACP,39,147,074ACP,374,107,9,0
39147074ACQ,39,147,074ACQ,277,63,2,2
39147074ACR,39,147,074ACR,514,164,7,1
39147074ACT,39,147,074ACT,331.63,106.24,0,0.99
39147074ACU,39,147,074ACU,380.37,87.76,3,0.01
39149075AAA,39,149,075AAA,653.28,191.04,16,0
39149075AAB,39,149,075AAB,484.13,160.98,12.27,1.15
39149075AAF,39,149,075AAF,792.98,255.99,14,1
39149075AAH,39,149,075AAH,370.49,122.43,15.09,2.07
39149075AAJ,39,149,075AAJ,494,151,5,3
39149075AAL,39,149,075AAL,320.16,104.22,5.01,0
39149075AAM,39,149,075AAM,553.72,206.68,9.99,4.99
39149075AAN,39,149,075AAN,477.51,195.57,12.91,8.93
39149075AAQ,39,149,075AAQ,761.99,255.81,12.98,4.96
39149075AAS,39,149,075AAS,353.34,129.48,9.81,2.94
39149075AAT,39,149,075AAT,334.77,119.28,2.02,3.01
39149075AAU,39,149,075AAU,449.19,142.06,12,2
39149075AAY,39,149,075AAY,519.2,177.37,7.63,1.07
39149075AAZ,39,149,075AAZ,441.54,131.52,6.72,3.97
39149075ABC,39,149,075ABC,469,42,4,0
39149075ABD,39,149,075ABD,608,79,2,4
39149075ABE,39,149,075ABE,626.11,161.63,8.99,2.98
39149075ABF,39,149,075ABF,760.51,91.23,9.68,1.94
39149075ABH,39,149,075ABH,606.07,91.72,8.32,2.06
39149075ABK,39,149,075ABK,862.45,162.53,11.01,1.03
39149075ABM,39,149,075ABM,476,59,6,0
39149075ABO,39,149,075ABO,513,69,6,3
39149075ABQ,39,149,075ABQ,588,118,13,0
39149075ABS,39,149,075ABS,538,87,6,0
39149075ABU,39,149,075ABU,812,83,3,0
39149075ABV,39,149,075ABV,930.41,127.39,6.01,0.01
39149075ABX,39,149,075ABX,835.59,141.61,5.99,0.99
39149075ABZ,39,149,075ABZ,565.8,120.44,5.6,1.87
39149075ACB,39,149,075ACB,363.92,53.57,1.7,1.7
39149075ACD,39,149,075ACD,595.68,93.04,7.34,4.3
39149075ACF,39,149,075ACF,499.91,112.17,7,1.02
39149075ACG,39,149,075ACG,763.25,120.25,11.93,0
39149075ACJ,39,149,075ACJ,471,59,7,2
39149075ACL,39,149,075ACL,669,108,6,1
39149075ACN,39,149,075ACN,862,142,12,4
39151076AAA,39,151,076AAA,166,146,10,4
39151076AAB,39,151,076AAB,204,131,5,2
39151076AAC,39,151,076AAC,272.3,200.01,7.92,3.96
39151076AAD,39,151,076AAD,101,197,4,3
39151076AAF,39,151,076AAF,351,270,9,5
39151076AAG,39,151,076AAG,117.33,155.12,1.99,3.98
39151076AAH,39,151,076AAH,91,184,5,1
39151076AAJ,39,151,076AAJ,241.98,206.84,10.03,3.01
39151076AAK,39,151,076AAK,394.67,329.88,9.01,6.02
39151076AAM,39,151,076AAM,481,418,8,2
39151076AAN,39,151,076AAN,435.08,298.03,4,1
39151076AAO,39,151,076AAO,251,189,2,2
39151076AAP,39,151,076AAP,479.97,306.67,7.53,1.06
39151076AAQ,39,151,076AAQ,293.12,211.92,6.93,1.98
39151076AAR,39,151,076AAR,280,187,8,1
39151076AAS,39,151,076AAS,282,157,5,2
39151076AAW,39,151,076AAW,240.4,331.42,17.02,8.01
39151076AAX,39,151,076AAX,210,320,6,7
39151076AAY,39,151,076AAY,97,205,3,5
39151076AAZ,39,151,076AAZ,167,317,6,1
39151076ABA,39,151,076ABA,72,130,2,4
39151076ABB,39,151,076ABB,106,236,3,4
39151076ABC,39,151,076ABC,81,164,5,2
39151076ABD,39,151,076ABD,84.16,403.42,3.01,1
39151076ABE,39,151,076ABE,131,447,11,4
39151076ABH,39,151,076ABH,124,118,7,2
39151076ABI,39,151,076ABI,375.3,473.3,6,4
39151076ABL,39,151,076ABL,279,303,12,5
39151076ABM,39,151,076ABM,200,244,4,1
39151076ABN,39,151,076ABN,384.08,443.88,11.03,7
39151076ABP,39,151,076ABP,51.48,261.09,4.91,1.97
39151076ABQ,39,151,076ABQ,29.87,227.7,4.05,3.02
39151076ABR,39,151,076ABR,62.41,416.43,0.02,1.89
39151076ABS,39,151,076ABS,75.17,363.95,4.03,3.07
39151076ABU,39,151,076ABU,125.82,364.23,12.11,2.15
39151076ABV,39,151,076ABV,69,128,2,1
39151076ABX,39,151,076ABX,295,317,13,2
39151076ABY,39,151,076ABY,151,160,4,6
39151076ABZ,39,151,076ABZ,321.92,229.69,11.32,2.03
39151076ACC,39,151,076ACC,262,295,4,5
39151076ACD,39,151,076ACD,236.59,418.65,5.84,0.11
39151076ACF,39,151,076ACF,138,333,4,4
39151076ACG,39,151,076ACG,275,383,8,3
39151076ACI,39,151,076ACI,120,154,1,4
39151076ACK,39,151,076ACK,153.78,239.71,6.67,4.79
39151076ACL,39,151,076ACL,211,272,4,3
39151076ACM,39,151,076ACM,204.97,240.99,8.77,3.91
39151076ACO,39,151,076ACO,161,181,3,3
39151076ACP,39,151,076ACP,197,207,10,2
39151076ACQ,39,151,076ACQ,213,312,10,2
39151076ACS,39,151,076ACS,279,368,4,4
39151076ACT,39,151,076ACT,364.84,401.43,6.92,1.98
39151076ACU,39,151,076ACU,251.41,369.17,14.07,1.08
39151076ACW,39,151,076ACW,310.78,437.36,13.33,4.09
39151076ACY,39,151,076ACY,480.1,485.74,16.91,2.82
39151076ADB,39,151,076ADB,442.77,525.66,3.01,1
39151076ADC,39,151,076ADC,152.97,220.7,7.89,3.92
39151076ADD,39,151,076ADD,267,218,5,1
39151076ADE,39,151,076ADE,91.84,235.58,4.99,2
39151076ADF,39,151,076ADF,161.05,293.11,3.04,0
39151076ADG,39,151,076ADG,156.22,252.5,7.86,0.98
39151076ADH,39,151,076ADH,147,220,6,1
39151076ADJ,39,151,076ADJ,140,252,7,0
39151076ADK,39,151,076ADK,143,249,2,3
39151076ADL,39,151,076ADL,477.68,524.96,6.19,5
39151076ADM,39,151,076ADM,484.09,234.65,8.01,3
39151076ADN,39,151,076ADN,338.06,194.05,7.92,1
39151076ADP,39,151,076ADP,469.04,293.68,3.24,1.03
39151076ADQ,39,151,076ADQ,457.61,239.14,15.75,1.97
39151076ADR,39,151,076ADR,527.66,274.02,13.04,2.02
39151076ADS,39,151,076ADS,358.43,223.88,8.8,1.96
39151076ADT,39,151,076ADT,338.09,259.22,5.92,2.94
39151076ADU,39,151,076ADU,252,220,11,4
39151076ADV,39,151,076ADV,255.47,247.13,7.08,7
39151076ADW,39,151,076ADW,289,206,8,1
39151076ADX,39,151,076ADX,280.2,217.63,9.97,1.81
39151076ADY,39,151,076ADY,287,231,7,2
39151076ADZ,39,151,076ADZ,270.22,206.53,8.94,0.03
39151076AEA,39,151,076AEA,253.49,285.88,9.03,4.01
39151076AEB,39,151,076AEB,326.66,216.66,7.24,1.15
39151076AEC,39,151,076AEC,239,188,5,4
39151076AED,39,151,076AED,268.53,241.87,5.92,0
39151076AEE,39,151,076AEE,288.12,247.39,8.99,6.89
39151076AEF,39,151,076AEF,212.62,184.25,10.08,1.07
39151076AEG,39,151,076AEG,398.83,291.21,1.05,2.03
39151076AEI,39,151,076AEI,217.07,370.43,11.06,2.98
39151076AEJ,39,151,076AEJ,143.13,290.32,3.18,3.06
39151076AEM,39,151,076AEM,441,319,10,6
39151076AEN,39,151,076AEN,400.12,221.97,12.24,2.6
39151076AEO,39,151,076AEO,765.08,330.22,17.14,4.15
39151076AEP,39,151,076AEP,361.27,185.52,4.44,1.78
39151076AEQ,39,151,076AEQ,368.18,234.61,11.08,2.04
39151076AER,39,151,076AER,404,245,9,1
39151076AET,39,151,076AET,304.67,274.99,8.9,1.98
39151076AEV,39,151,076AEV,272,208,11,1
39151076AEW,39,151,076AEW,529,479,8,4
39151076AEX,39,151,076AEX,484.22,341.47,12.09,3
39151076AEZ,39,151,076AEZ,354.16,304.14,4.06,2.02
39151076AFA,39,151,076AFA,443,403,13,2
39151076AFB,39,151,076AFB,260.83,290.99,4.44,2.66
39151076AFD,39,151,076AFD,468.65,394.53,5.38,1.19
39151076AFE,39,151,076AFE,535.53,408.21,9.11,3.01
39151076AFF,39,151,076AFF,617.49,431.05,7.99,2
39151076AFH,39,151,076AFH,464.79,452.48,6.62,5.38
39151076AFI,39,151,076AFI,378.68,327.99,7.95,2.98
39151076AFK,39,151,076AFK,529.73,430.84,13.33,2.16
39151076AFL,39,151,076AFL,148.08,90.59,0.94,1.82
39151076AFM,39,151,076AFM,420.32,139.44,8.23,3.3
39151076AFN,39,151,076AFN,537.35,209.43,10.29,4.53
39151076AFO,39,151,076AFO,402.32,157.76,10.44,0.12
39151076AFR,39,151,076AFR,619.83,275.35,7.38,4.17
39151076AFT,39,151,076AFT,344,151,5,1
39151076AFU,39,151,076AFU,590.29,289.87,9.79,6.83
39151076AFX,39,151,076AFX,667.48,373.53,14.05,8.01
39151076AFY,39,151,076AFY,428.3,433.28,4.98,1.99
39151076AGA,39,151,076AGA,740,352,11,3
39151076AGB,39,151,076AGB,397.69,324.64,3.98,6.05
39151076AGE,39,151,076AGE,511.51,320.67,11.73,0.98
39151076AGF,39,151,076AGF,271,246,0,0
39151076AGH,39,151,076AGH,358.23,273.05,8.49,1.12
39151076AGI,39,151,076AGI,385.18,320.14,9,1
39151076AGK,39,151,076AGK,304.15,209.23,3.87,1.94
39151076AGL,39,151,076AGL,527.47,421.77,10.97,1
39151076AGM,39,151,076AGM,494.53,348.67,7.99,2
39151076AGN,39,151,076AGN,598,400,10,1
39151076AGP,39,151,076AGP,562,348,10,3
39151076AGR,39,151,076AGR,349,223,5,0
39151076AGS,39,151,076AGS,597.47,383.33,6.01,3
39151076AGT,39,151,076AGT,438.82,352.86,10,2
39151076AGU,39,151,076AGU,312,282,15,1
39151076AGV,39,151,076AGV,395,283,16,3
39151076AGW,39,151,076AGW,650,436,11,1
39151076AGX,39,151,076AGX,426,290,4,1
39151076AGY,39,151,076AGY,634.3,348.78,7.23,1.81
39151076AHA,39,151,076AHA,303.29,218.44,6.3,3.05
39151076AHC,39,151,076AHC,300.73,294.4,2.09,2.03
39151076AHD,39,151,076AHD,328,317,9,4
39151076AHE,39,151,076AHE,359,290,4,2
39151076AHF,39,151,076AHF,320,217,3,1
39151076AHG,39,151,076AHG,713,378,12,1
39151076AHH,39,151,076AHH,395.92,309.7,19.34,2.88
39151076AHI,39,151,076AHI,669,429,7,1
39151076AHJ,39,151,076AHJ,534.31,278.94,3.39,0
39151076AHK,39,151,076AHK,643.99,417.99,13,6
39151076AHM,39,151,076AHM,635.96,358.98,7,0
39151076AHN,39,151,076AHN,566,355,8,2
39151076AHO,39,151,076AHO,372.19,310.75,5.08,3.03
39151076AHP,39,151,076AHP,292.13,209.7,5.49,0.15
39151076AHQ,39,151,076AHQ,310.81,278.25,5.92,1.97
39151076AHS,39,151,076AHS,453,171,4,1
39151076AHT,39,151,076AHT,350,284,8,1
39151076AHV,39,151,076AHV,313,213,7,1
39151076AHW,39,151,076AHW,584,357,19,2
39151076AHX,39,151,076AHX,561,278,1,1
39151076AHY,39,151,076AHY,457,249,7,0
39151076AIA,39,151,076AIA,549,315,9,2
39151076AIB,39,151,076AIB,490,239,8,3
39151076AIC,39,151,076AIC,525.25,298.27,9.46,1.87
39151076AID,39,151,076AID,387,188,11,1
39151076AIE,39,151,076AIE,766.97,356.99,7,1
39151076AIF,39,151,076AIF,760.8,305.9,5.92,7.89
39151076AIG,39,151,076AIG,473,368,11,1
39151076AIH,39,151,076AIH,570.15,214.8,9.9,0.99
39151076AII,39,151,076AII,714,254,11,2
39151076AIK,39,151,076AIK,377,249,1,1
39151076AIL,39,151,076AIL,426,307,6,0
39151076AIN,39,151,076AIN,653,271,9,4
39151076AIO,39,151,076AIO,428,157,9,2
39151076AIQ,39,151,076AIQ,723.03,388.02,11,5
39151076AIS,39,151,076AIS,591.06,201.69,7.98,1.11
39151076AIT,39,151,076AIT,487.09,277.52,3.83,1.91
39151076AIU,39,151,076AIU,479.56,241.83,6.85,3.21
39151076AIX,39,151,076AIX,346.18,228.01,8.08,2.06
39151076AIY,39,151,076AIY,399.25,264.6,8.98,4.83
39151076AIZ,39,151,076AIZ,462.52,291.28,14.53,1.09
39151076AJA,39,151,076AJA,534.51,360.75,11.33,1.89
39151076AJB,39,151,076AJB,523.3,221.25,10.62,0.99
39151076AJC,39,151,076AJC,477.93,161.68,8.03,3.01
39151076AJD,39,151,076AJD,484.22,125.8,5.99,3
39151076AJE,39,151,076AJE,380.47,187.66,5.07,0
39151076AJJ,39,151,076AJJ,924,217,5,5
39151076AJK,39,151,076AJK,615.78,199.2,11.01,1
39151076AJL,39,151,076AJL,524,169,11,0
39151076AJO,39,151,076AJO,446.42,165.99,7.01,3.98
39151076AJP,39,151,076AJP,447.91,151.64,1,0
39151076AJQ,39,151,076AJQ,594.27,285.17,8.01,1
39151076AJR,39,151,076AJR,657.49,252.93,10.08,2.99
39151076AJS,39,151,076AJS,927.11,272.74,11.99,3
39151076AJU,39,151,076AJU,530,223,5,1
39151076AJW,39,151,076AJW,442.36,223.2,10.77,1.01
39151076AJX,39,151,076AJX,347,109,2,3
39151076AJY,39,151,076AJY,600.03,180.3,7.88,0
39151076AJZ,39,151,076AJZ,586.02,255.6,8.99,4
39151076AKD,39,151,076AKD,516.37,234.59,7.02,2.01
39151076AKF,39,151,076AKF,344.66,121.29,5.76,2.86
39151076AKG,39,151,076AKG,576,213,3,0
39151076AKH,39,151,076AKH,535.94,161.88,10.04,4
39151076AKL,39,151,076AKL,641.34,279.71,7.24,3.14
39151076AKO,39,151,076AKO,237.96,220.29,10.09,1.02
39151076AKQ,39,151,076AKQ,481,325,9,2
39151076AKR,39,151,076AKR,519,371,17,8
39151076AKT,39,151,076AKT,754,269,13,6
39151076AKU,39,151,076AKU,594,398,8,1
39151076AKV,39,151,076AKV,505,333,9,2
39151076AKX,39,151,076AKX,548.54,366.44,14.01,4
39151076AKZ,39,151,076AKZ,484.77,378.36,11.82,2.96
39151076ALB,39,151,076ALB,375.83,244.89,2,0
39151076ALC,39,151,076ALC,495,358,10,4
39151076ALD,39,151,076ALD,610,332,10,5
39151076ALF,39,151,076ALF,584.91,383.87,9.1,6.03
39151076ALH,39,151,076ALH,359,205,6,0
39151076ALJ,39,151,076ALJ,195.7,151.82,6.02,1.07
39151076ALK,39,151,076ALK,584.7,342.5,8.51,4.93
39151076ALM,39,151,076ALM,284,174,5,3
39151076ALN,39,151,076ALN,797.77,410.81,15.9,2.65
39151076ALO,39,151,076ALO,239.46,192.56,4.99,1
39151076ALP,39,151,076ALP,501.92,405.12,11.97,0
39151076ALU,39,151,076ALU,558.66,202.51,12.2,3.09
39151076ALW,39,151,076ALW,453.06,180.74,15.52,1.24
39151076ALY,39,151,076ALY,443.27,196.74,15.29,6.67
39151076AMA,39,151,076AMA,320.95,303.34,4.89,5.87
39151076AMC,39,151,076AMC,292.31,210.25,1.56,0.78
39151076AMD,39,151,076AMD,319,293,4,0
39151076AME,39,151,076AME,343.81,254.91,6.19,3
39151076AMF,39,151,076AMF,494.44,455.12,11.03,4.02
39151076AMG,39,151,076AMG,467.65,489.38,6.17,4.07
39151076AMI,39,151,076AMI,406.86,324.7,3.03,1.01
39151076AMJ,39,151,076AMJ,233.09,318.38,2.11,5.01
39151076AMM,39,151,076AMM,336.18,320,6.21,1.09
39151076AMN,39,151,076AMN,346,218,3,2
39151076AMP,39,151,076AMP,594,406,14,5
39151076AMQ,39,151,076AMQ,361.6,328.92,3.39,4.24
39151076AMR,39,151,076AMR,464,445,9,2
39151076AMT,39,151,076AMT,673,421,12,3
39151076AMU,39,151,076AMU,386.94,290.73,10.2,2.7
39151076AMV,39,151,076AMV,210.69,223.42,16.76,5.9
39151076AMX,39,151,076AMX,660,396,15,3
39151076AMY,39,151,076AMY,440.12,286.47,5.15,2.08
39151076AMZ,39,151,076AMZ,576.07,512.61,12.89,1.99
39151076ANA,39,151,076ANA,362.4,293.56,11,5
39151076ANB,39,151,076ANB,453.98,266.06,3.92,1.92
39151076ANC,39,151,076ANC,303.84,205.04,11.18,0.93
39151076AND,39,151,076AND,392,330,10,1
39151076ANF,39,151,076ANF,343.35,279.44,12.97,2
39151076ANG,39,151,076ANG,264.24,171.12,4.15,2
39151076ANH,39,151,076ANH,191.27,202.92,7.77,0
39151076ANI,39,151,076ANI,257.92,250.21,5.88,1.15
39151076ANK,39,151,076ANK,676.88,486.74,5.69,1.06
39151076ANM,39,151,076ANM,600,213.32,10.96,2.99
39151076ANO,39,151,076ANO,606.03,264.5,9.12,2.01
39151076ANP,39,151,076ANP,633.99,148.3,4.1,5.05
39151076ANQ,39,151,076ANQ,602.83,157.72,8.05,4.01
39151076ANT,39,151,076ANT,318.01,103.7,7.9,3.95
39151076ANU,39,151,076ANU,338.45,149.12,7.01,2
39151076ANV,39,151,076ANV,402.71,157.16,8.95,2.99
39151076ANX,39,151,076ANX,440.37,105.27,5.26,2.63
39151076ANY,39,151,076ANY,733.93,247.25,10.06,1.39
39151076AOB,39,151,076AOB,860.4,217.41,10.03,5
39151076AOC,39,151,076AOC,500.68,138.36,7.96,1
39151076AOH,39,151,076AOH,647,178,9,1
39151076AOI,39,151,076AOI,547.38,180.47,8.97,1
39151076AOJ,39,151,076AOJ,694.93,295.12,8.97,1.99
39151076AOO,39,151,076AOO,478.31,300.5,9.91,0.06
39151076AOP,39,151,076AOP,512.06,244.57,9.42,2.04
39151076AOQ,39,151,076AOQ,590.94,383.17,9.67,2.85
39151076AOR,39,151,076AOR,322,250,8,0
39151076AOS,39,151,076AOS,467,314,3,3
39151076AOT,39,151,076AOT,422.92,217.96,7,4
39151076AOU,39,151,076AOU,371.85,117.17,3.12,2
39151076AOV,39,151,076AOV,458,289,5,1
39151076AOW,39,151,076AOW,408,271,6,3
39151076AOX,39,151,076AOX,642.01,369.01,9,1
39151076AOY,39,151,076AOY,621.98,288.88,10.6,0.25
39151076AOZ,39,151,076AOZ,734.49,271.53,11.19,0.09
39153077AAA,39,153,077AAA,83,295,5,1
39153077AAC,39,153,077AAC,27,83,1,0
39153077AAE,39,153,077AAE,165,581,10,5
39153077AAF,39,153,077AAF,65,459,5,4
39153077AAG,39,153,077AAG,400.03,382.56,9.71,2.91
39153077AAH,39,153,077AAH,226,495,9,2
39153077AAJ,39,153,077AAJ,157.22,570.9,10.81,4.91
39153077AAL,39,153,077AAL,192.26,470.17,15.6,2.9
39153077AAN,39,153,077AAN,229,640,4,4
39153077AAP,39,153,077AAP,269,644,8,3
39153077AAR,39,153,077AAR,129.78,618.1,12.19,2.09
39153077ABE,39,153,077ABE,150.69,202.37,6.25,1
39153077ABH,39,153,077ABH,184,305,6,4
39153077ABI,39,153,077ABI,141,375,5,5
39153077ABJ,39,153,077ABJ,208,364,8,3
39153077ABK,39,153,077ABK,234,438,11,4
39153077ABL,39,153,077ABL,244,329,6,4
39153077ABN,39,153,077ABN,177.08,373.07,2.98,2.98
39153077ABW,39,153,077ABW,45,320,5,3
39153077ABX,39,153,077ABX,54,258,2,2
39153077ABY,39,153,077ABY,39,481,7,3
39153077ACA,39,153,077ACA,78,484,5,3
39153077ACB,39,153,077ACB,21,387,4,6
39153077ACC,39,153,077ACC,24,496,1,0
39153077ACE,39,153,077ACE,19,414,5,2
39153077ACG,39,153,077ACG,27,465,1,5
39153077ACH,39,153,077ACH,37,394,3,3
39153077ACO,39,153,077ACO,32,426,0,3
39153077ACR,39,153,077ACR,45,623,8,6
39153077ACT,39,153,077ACT,159,594,7,4
39153077ACV,39,153,077ACV,53.98,569.81,0,5
39153077ACW,39,153,077ACW,171,575,14,5
39153077ACY,39,153,077ACY,149,542,5,6
39153077ACZ,39,153,077ACZ,25,449,5,2
39153077ADA,39,153,077ADA,121,491,5,4
39153077ADB,39,153,077ADB,23,593,1,2
39153077ADD,39,153,077ADD,24,546,0,1
39153077ADO,39,153,077ADO,84,388,3,2
39153077ADP,39,153,077ADP,87,140,3,3
39153077ADQ,39,153,077ADQ,58,450,7,5
39153077ADS,39,153,077ADS,70,351,2,3
39153077ADT,39,153,077ADT,57,205,3,0
39153077ADU,39,153,077ADU,64,358,3,1
39153077ADV,39,153,077ADV,76,292,7,3
39153077ADY,39,153,077ADY,63,412,5,3
39153077AEF,39,153,077AEF,358.34,297.35,6.67,1.91
39153077AEG,39,153,077AEG,329.7,301.38,10.29,3.13
39153077AEH,39,153,077AEH,267.3,305.62,6.71,2.87
39153077AEJ,39,153,077AEJ,416,351,7,3
39153077AEL,39,153,077AEL,353.84,298.91,4.1,2.03
39153077AEN,39,153,077AEN,376.1,357.15,4.99,2.99
39153077AEQ,39,153,077AEQ,399,330,5,2
39153077AER,39,153,077AER,339,367,10,2
39153077AEU,39,153,077AEU,335,365,2,2
39153077AEV,39,153,077AEV,285,371,7,6
39153077AFF,39,153,077AFF,258,347,6,8
39153077AFK,39,153,077AFK,218.22,420.5,12.95,2.99
39153077AFL,39,153,077AFL,152,314,7,3
39153077AFM,39,153,077AFM,108,365,5,1
39153077AFN,39,153,077AFN,155,344,4,0
39153077AFO,39,153,077AFO,319.83,405.88,13.27,0.05
39153077AFQ,39,153,077AFQ,171.36,293.13,9.2,7.02
39153077AFR,39,153,077AFR,412.99,450.67,9.96,1.98
39153077AFS,39,153,077AFS,224,438,8,0
39153077AGH,39,153,077AGH,207,415,8,2
39153077AGN,39,153,077AGN,370.46,564.71,11.14,1.14
39153077AGP,39,153,077AGP,181.24,622.56,9.79,6.22
39153077AGQ,39,153,077AGQ,130.78,507.35,7.42,0.93
39153077AGS,39,153,077AGS,302,357,4,1
39153077AGT,39,153,077AGT,259,614,5,4
39153077AGU,39,153,077AGU,267.29,422.34,2.95,2.88
39153077AGV,39,153,077AGV,140,543,4,4
39153077AGW,39,153,077AGW,152.77,447.54,11.31,3.73
39153077AGY,39,153,077AGY,200,623,7,7
39153077AGZ,39,153,077AGZ,188,522,5,4
39153077AHA,39,153,077AHA,353,524,0,2
39153077AHB,39,153,077AHB,219.94,430.96,3.96,0
39153077AHC,39,153,077AHC,333.78,481.35,2.97,0
39153077AHJ,39,153,077AHJ,237,358,6,1
39153077AHK,39,153,077AHK,199,382,3,0
39153077AHL,39,153,077AHL,171,410,3,4
39153077AHN,39,153,077AHN,408,329,4,6
39153077AHO,39,153,077AHO,245,435,14,1
39153077AHP,39,153,077AHP,214,252,10,3
39153077AHR,39,153,077AHR,283,322,12,4
39153077AHS,39,153,077AHS,350.13,311.43,3.22,2.08
39153077AIF,39,153,077AIF,291,310,9,3
39153077AIG,39,153,077AIG,206,439,8,1
39153077AIH,39,153,077AIH,93,339,7,2
39153077AII,39,153,077AII,81,246,2,5
39153077AIM,39,153,077AIM,220,388,9,7
39153077AIN,39,153,077AIN,265,379,12,4
39153077AIP,39,153,077AIP,151,385,6,3
39153077AIQ,39,153,077AIQ,265,402,7,2
39153077AJA,39,153,077AJA,362.88,206.78,7.16,1.04
39153077AJD,39,153,077AJD,325.87,229.57,7.78,2.92
39153077AJG,39,153,077AJG,307.99,280.24,10.17,0.92
39153077AJH,39,153,077AJH,352.63,310.91,10.07,3.02
39153077AJL,39,153,077AJL,202.06,428.83,4.2,3.09
39153077AJM,39,153,077AJM,278,416,3,1
39153077AJO,39,153,077AJO,440.6,359.23,7.94,2.98
39153077AJR,39,153,077AJR,196,190,11,0
39153077AJT,39,153,077AJT,239.77,252.08,11.54,3.12
39153077AJV,39,153,077AJV,338.18,226.06,10.2,2.27
39153077AJW,39,153,077AJW,297.97,243.94,7,3
39153077AKA,39,153,077AKA,319.15,252.96,7.25,0.91
39153077AKC,39,153,077AKC,303.49,180.06,12.71,1.96
39153077AKF,39,153,077AKF,300,511,5,3
39153077AKG,39,153,077AKG,362.03,580.49,19.68,3.45
39153077AKJ,39,153,077AKJ,306,376.08,12.9,1.97
39153077AKO,39,153,077AKO,267.16,378.25,9.01,2
39153077AKP,39,153,077AKP,249,352,8,0
39153077AKS,39,153,077AKS,300,389,14,2
39153077AKV,39,153,077AKV,300,372,6,2
39153077AKW,39,153,077AKW,271,430,4,1
39153077AKZ,39,153,077AKZ,352,401,8,0
39153077ALA,39,153,077ALA,322,401,6,3
39153077ALE,39,153,077ALE,204,369,10,4
39153077ALF,39,153,077ALF,315,358,12,0
39153077ALH,39,153,077ALH,280,417,11,1
39153077ALN,39,153,077ALN,152,259,10,1
39153077ALO,39,153,077ALO,306.96,384.95,0,1
39153077ALP,39,153,077ALP,288.03,468.05,7,3
39153077ALQ,39,153,077ALQ,310,355,15,7
39153077ALV,39,153,077ALV,334,319,5,1
39153077ALW,39,153,077ALW,318,343,6,2
39153077ALY,39,153,077ALY,304,363,11,3
39153077AMC,39,153,077AMC,303.12,368.21,6.07,1.03
39153077AME,39,153,077AME,277,310,11,3
39153077AMG,39,153,077AMG,257,295,9,1
39153077AMH,39,153,077AMH,320,323,7,2
39153077AMJ,39,153,077AMJ,459,385,16,0
39153077AMK,39,153,077AMK,365.62,436.75,11.38,1.46
39153077AMM,39,153,077AMM,452,447,6,3
39153077AMN,39,153,077AMN,390,401,5,1
39153077AMO,39,153,077AMO,587.34,556.59,6.95,3.97
39153077AMS,39,153,077AMS,388,442,9,0
39153077AMU,39,153,077AMU,369.74,448.81,3.16,0
39153077AMW,39,153,077AMW,274.96,425.01,8.97,0
39153077AMY,39,153,077AMY,262,495,8,3
39153077ANA,39,153,077ANA,293.64,434.15,5.09,1.01
39153077ANC,39,153,077ANC,551.58,439.73,10.41,0
39153077ANE,39,153,077ANE,366.56,470.24,6.81,0.98
39153077ANG,39,153,077ANG,298,227,2,1
39153077ANH,39,153,077ANH,326.03,371.61,8.04,1.01
39153077ANI,39,153,077ANI,387,312,13,1
39153077ANJ,39,153,077ANJ,335.96,512.25,4.98,2.94
