GEOID,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PREOWRI
090053001003039,0,0,0,0,0
090053005001040,4.5,8.8,0.2,0.1,0
090053001003013,45.2,44.2,1.4,0.5,0
090053001002020,69.8,68.2,2.2,0.7,0
090053001002047,0,0,0,0,0
090053005002033,7.2,5.6,0.2,0.1,0
090053005002041,0.9,0.7,0,0,0
090053005002058,0,0,0,0,0
090053001002032,27.6,26.9,0.9,0.3,0
090053001002050,0,0,0,0,0
090053001002040,0,0,0,0,0
090053005002054,0,0,0,0,0
090053004001037,0,0,0,0,0
090053061001001,0,0,0,0,0
090053061001004,11.4,11.5,0.5,0.1,0
090053061002030,0,0,0,0,0
090053061002014,0,0,0,0,0
090053061001018,12.6,12.7,0.5,0.1,0
090053061002073,0,0,0,0,0
090052536001037,3.9,4.4,0.1,0,0
090053102002003,22.8,27.5,0.8,0.3,0
090053102001002,16.3,19.7,0.6,0.2,0
090053102002024,12.2,14.7,0.4,0.2,0
090053102002015,40.3,48.6,1.4,0.5,0
090053102002018,17.5,21.1,0.6,0.2,0
090053108041045,22.3,26.9,0.8,0.3,0
090053108032001,5.5,6.7,0.2,0.1,0
090053108031011,15.7,18.9,0.5,0.2,0
090053108031015,7.8,9.4,0.3,0.1,0
090053108032024,24.9,30,0.8,0.3,0
090053108032027,0,0,0,0,0
090053108032041,0,0,0,0,0
090053108012007,25.1,30.3,0.8,0.3,0
090053108032014,0,0,0,0,0
090053108012030,0.9,1.1,0,0,0
090053107003032,0,0,0,0,0
090053108041012,16.9,29.1,0.5,0.1,0
090053107003051,1.8,2.4,0,0,0
090053106012025,31.7,42.4,0.9,0.4,0
090053107003034,0.8,1.3,0,0,0
090053106021002,0,0,0,0,0
090053105002006,9,10.8,0.3,0.1,0
090053106022007,12.2,16.2,0.3,0.1,0
090053102001006,36.4,43.9,1.2,0.5,0
090053101003021,11.6,13.3,0.4,0.1,0
090053101001002,0,0,0,0,0
090053107003000,0,0,0,0,0
090053108041016,0,0,0,0,0
090053107003038,3.3,5.6,0.1,0,0
090053108041014,0.8,1.3,0,0,0
090053103002001,13.1,15.8,0.4,0.2,0
090053108011015,7.4,8.9,0.2,0.1,0
090053107003049,0,0,0,0,0
090053106011014,0,0,0,0,0
090053107003040,3.7,4.4,0.1,0.1,0
090052671003001,20.6,10.9,0.4,0.2,0
090052671004006,0.5,0.3,0,0,0
090052671004052,0,0,0,0,0
090052671004031,5.5,2.9,0.1,0,0
090052671003018,0,0,0,0,0
090052671003017,0,0,0,0,0
090052671004041,0,0,0,0,0
090052671004010,2,1.1,0,0,0
090052671004033,0,0,0,0,0
090052671004023,0,0,0,0,0
090052671002068,2,1.1,0,0,0
090052671004000,1,0.5,0,0,0
090053602001009,16.7,28.5,0.4,0.1,0
090053604003008,26.3,50.4,0.8,0.3,0
090053601005008,26.5,43.8,0.7,0.2,0
090053601005011,0,0,0,0,0
090053602003048,23.6,40,0.7,0.2,0
090053601004010,19.9,32.9,0.5,0.1,0
090053603002020,42.3,71.6,1.3,0.4,0
090053604001008,0,0,0,0,0
090053603002009,5.4,9.2,0.2,0.1,0
090053603001006,4,6.8,0.1,0,0
090053603001028,4.3,7.2,0.1,0,0
090053604004016,14.7,28.2,0.4,0.2,0
090053602004019,6.4,12.3,0.2,0.1,0
090053601001010,12.5,20.6,0.3,0.1,0
090053601002000,8.2,13.6,0.2,0,0
090053602004009,59.1,113.1,1.8,0.7,0
090053602004026,7.8,15,0.2,0.1,0
090053602004030,5.5,10.4,0.2,0.1,0
090053602004036,0,0,0,0,0
090053604003005,5.7,10.9,0.2,0.1,0
090053602003028,0.3,0.4,0,0,0
090053602003020,0,0,0,0,0
090053602003038,4.5,7.6,0.1,0,0
090053602003015,46.5,79.1,1.2,0.3,0
090053604002006,7.1,13.6,0.2,0.1,0
090053602003042,0,0,0,0,0
090053201001023,1.3,1.6,0,0,0
090053201002025,3.6,4.4,0,0,0
090053202001024,0,0,0,0,0
090053202004007,0,0,0,0,0
090053201001029,1.5,1.9,0,0,0
090053201001019,34.5,41.9,0.2,0.3,0
090053201002011,1.5,1.9,0,0,0
090053202003007,4.4,5.3,0,0,0
090053202001033,15.5,18.8,0.1,0.1,0
090053202001047,1,1.3,0,0,0
090052961001013,0,0,0,0,0
090052961001050,0,0,0,0,0
090052961001014,0,0,0,0,0
090052961001064,2.1,2.2,0.1,0,0
090052984002028,18.5,30.6,0.8,0.2,0
090052983003013,12.9,21.3,0.6,0.1,0
090052983003022,9.1,15,0.4,0.1,0
090053492002019,6.8,12.3,0.3,0.1,0
090053492001027,15.6,28.3,0.7,0.1,0
090053492001018,0,0,0,0,0
090053491001013,5,9.1,0.2,0,0
090053491003021,35.7,64.7,1.5,0.3,0
090053491003008,1.5,2.7,0.1,0,0
090053492002030,4.3,7.7,0.2,0,0
090053492002032,8.8,16,0.4,0.1,0
090053492002025,8.6,15.5,0.4,0.1,0
090053492001025,0,0,0,0,0
090053492001038,0,0,0,0,0
090053492001033,0,0,0,0,0
090053492001032,0,0,0,0,0
090053492001024,6.8,12.3,0.3,0.1,0
090053491001008,0,0,0,0,0
090053491001022,0,0,0,0,0
090053492001043,2.3,4.1,0.1,0,0
090053005002005,37.5,29,0.9,0.5,0
090053005001055,38.8,30,0.9,0.5,0
090053005002072,0,0,0,0,0
090053005001019,0,0,0,0,0
090053005001021,0,0,0,0,0
090053005002035,16.7,12.9,0.4,0.2,0
090053005002036,0.5,0.3,0,0,0
090053001001028,7.2,5.6,0.2,0.1,0
090053001001016,0,0,0,0,0
090053001001037,11.3,8.7,0.3,0.2,0
090053001001033,23.5,18.2,0.6,0.3,0
090053001003001,0.9,0.7,0,0,0
090052534001021,64,59.3,1.7,0.5,0
090052534001033,9.2,8.5,0.2,0.1,0
090052536002013,0,0,0,0,0
090052534003014,56.7,64.1,1.6,0.4,0
090052535004028,0,0,0,0,0
090052535002015,16.4,16.2,0.3,0.2,0
090052531002004,9.9,9.8,0.2,0.1,0
090052536001009,21,16.3,0.3,0.3,0
090052532001017,2,2,0,0,0
090052536002033,14.4,11.2,0.2,0.2,0
090052531001042,5.8,4.5,0.1,0.1,0
090052536002032,0,0,0,0,0
090053621021023,10.2,10.4,0.2,0,0
090053621021005,1.2,1.2,0,0,0
090053621021003,0,0,0,0,0
090053621022001,0.4,0.4,0,0,0
090053621021025,3.7,3.7,0.1,0,0
090053621022013,40.9,50.1,0.8,0.3,0
090053621022012,4.3,5.3,0.1,0,0
090053621022000,4.5,4.6,0.1,0,0
090052901001010,0,0,0,0,0
090052901002020,0,0,0,0,0
090052901003022,5.6,5.9,0.2,0.1,0
090052901002013,0,0,0,0,0
090052901001033,24.6,26.2,0.9,0.3,0
090052901001007,0.8,0.8,0,0,0
090052901003008,0,0,0,0,0
090052901003040,0,0,0,0,0
090052901002019,0,0,0,0,0
090052901002070,26.6,28.3,1,0.4,0
090052901003023,0,0,0,0,0
090052901003000,24.6,26.2,0.9,0.3,0
090052901003030,84.9,90.3,3.1,1.2,0.1
090052901003042,0,0,0,0,0
090052901001053,0,0,0,0,0
090052901001063,0,0,0,0,0
090052501002028,0,0,0,0,0
090052501002030,10.5,8.6,0.2,0.1,0
090052501002039,0,0,0,0,0
090052501002003,3.8,3.1,0.1,0,0
090054256001129,3.5,1.7,0,0,0
090054256001038,2.6,1.2,0,0,0
090054256001132,0,0,0,0,0
090054256001088,2.6,1.2,0,0,0
090052931001084,2.4,3.4,0.1,0,0
090052931001082,0,0,0,0,0
090052931001050,0.7,1,0,0,0
090052931001016,0,0,0,0,0
090052931001002,0,0,0,0,0
090052931001106,7.2,10.1,0.3,0.1,0
090052632002119,0,0,0,0,0
090052632002043,9.3,3.1,0.1,0.2,0
090052632001016,0,0,0,0,0
090052632002075,0,0,0,0,0
090052632001020,0,0,0,0,0
090052632001013,11.9,3.9,0.1,0.2,0
090052632001076,0,0,0,0,0
090052632002000,5.3,1.7,0.1,0.1,0
090052632001091,0,0,0,0,0
090052632002118,4,1.3,0,0.1,0
090052632002053,0,0,0,0,0
090052632002088,0,0,0,0,0
090052632002074,0,0,0,0,0
090052632002101,1.3,0.4,0,0,0
090052632001082,0,0,0,0,0
090052632002020,0,0,0,0,0
090052632002091,0,0,0,0,0
090052632002100,0,0,0,0,0
090052632001001,0,0,0,0,0
090052632002087,0,0,0,0,0
090052632002024,0,0,0,0,0
090052632002105,0,0,0,0,0
090052632002055,1.3,0.4,0,0,0
090052632002121,0,0,0,0,0
090052632001060,0,0,0,0,0
090052961001049,35.8,37.5,1.1,0.1,0
090052961002014,0.7,1.1,0,0,0
090052961001044,13.6,14.3,0.4,0,0
090052961002082,0,0,0,0,0
090052961002055,0,0,0,0,0
090052961002080,4,6.6,0.2,0,0
090052961002066,0,0,0,0,0
090052961001074,0,0,0,0,0
090052961002087,2.6,4.4,0.1,0,0
090052961001036,49.9,52.2,1.5,0.2,0
090052961001032,0,0,0,0,0
090052961001087,2.6,2.7,0.1,0,0
090052961001043,52,54.5,1.6,0.2,0
090052961002071,0,0,0,0,0
090052961001028,0,0,0,0,0
090052961002079,0,0,0,0,0
090053491001006,0,0,0,0,0
090053491002034,19.9,36,0.8,0.2,0
090053492003020,74.2,134.5,3.2,0.6,0
090053492003027,0,0,0,0,0
090053107001003,0,0,0,0,0
090053107001064,13.4,23,0.4,0.1,0
090053108041028,0,0,0,0,0
090053108041000,135.5,137.6,2.1,0,0
090053108041035,7.1,12.2,0.2,0,0
090053108012033,1.8,2.2,0.1,0,0
090053107004009,17.8,12.8,0.6,0.4,0
090053108041030,9.7,11.7,0.3,0.1,0
090053108041025,0.3,0.4,0,0,0
090053107004011,14.4,10.4,0.5,0.3,0
090053108033020,7.1,8.6,0.2,0.1,0
090053101001000,0,0,0,0,0
090053101001003,117.4,134.2,3.6,1.1,0
090053104001005,8.1,9.7,0.3,0.1,0
090053101003030,0,0,0,0,0
090053106012020,0.3,0.4,0,0,0
090053103001000,0,0,0,0,0
090053101003025,0,0,0,0,0
090053103002000,0,0,0,0,0
090053106021017,8.9,11.9,0.2,0.1,0
090053101001018,7.8,9,0.2,0.1,0
090053101001020,8.1,9.2,0.2,0.1,0
090053106022005,22.2,29.7,0.6,0.3,0
090053621011002,0,0,0,0,0
090053621022028,27.3,33.4,0.5,0.2,0
090053621013016,5.3,5.4,0.1,0,0
090053621013028,4.9,5,0.1,0,0
090053621013033,0.8,0.8,0,0,0
090053621012014,25,25.4,0.5,0.1,0
090053621022030,4.7,5.7,0.1,0,0
090053621024022,0,0,0,0,0
090053621022010,1.2,1.2,0,0,0
090053621013007,13.5,13.7,0.3,0.1,0
090052901003028,1.6,1.7,0.1,0,0
090052901001048,0,0,0,0,0
090052901002040,6.3,6.8,0.2,0.1,0
090052901002012,0.4,0.4,0,0,0
090052901002061,0,0,0,0,0
090052901002079,1.6,1.7,0.1,0,0
090053421001031,4.3,6.3,0.1,0.1,0
090053421001024,5.9,8.8,0.1,0.1,0
090053421001018,9.5,14.1,0.2,0.2,0
090053421002007,23.6,35.1,0.5,0.4,0
090053421002012,2.3,3.4,0.1,0,0
090053421002014,2,2.9,0,0,0
090053421001019,5.9,8.8,0.1,0.1,0
090052536002041,0,0,0,0,0
090052536002039,77.7,60.5,1.2,0.9,0
090052531001026,7.2,7.1,0.2,0.1,0
090052532002005,6.2,4.8,0.1,0.1,0
090052536002028,2.4,1.9,0,0,0
090052532002048,1.7,1.3,0,0,0
090052534002026,22.7,25.6,0.6,0.1,0
090052536001023,57.9,65.4,1.6,0.4,0
090052536001019,23.2,21.5,0.6,0.2,0
090052533001012,16.8,15.6,0.4,0.1,0
090052533001002,4.4,4.1,0.1,0,0
090052533002005,17,19.2,0.5,0.1,0
090052534003005,0.4,0.4,0,0,0
090052534002041,2.1,2.4,0.1,0,0
090053101002018,13.8,15.8,0.4,0.1,0
090053101003015,4,4.6,0.1,0,0
090053106022010,10.7,14.3,0.3,0.1,0
090053106023012,8.9,11.9,0.2,0.1,0
090053106023019,17.5,23.4,0.5,0.2,0
090053103001010,21.2,24.2,0.6,0.2,0
090053103001002,45.1,54.4,1.5,0.6,0
090053103001009,1.4,1.6,0,0,0
090053102001014,0.9,1.1,0,0,0
090053106022020,13.1,15.8,0.4,0.2,0
090053104002002,4.6,5.6,0.2,0.1,0
090053103001015,4.1,5,0.1,0.1,0
090053104002014,6.7,8.1,0.2,0.1,0
090053108012000,15,18.1,0.5,0.2,0
090053108011027,14.7,17.8,0.5,0.2,0
090053108012002,19.6,23.6,0.7,0.3,0
090053108011025,3.7,4.4,0.1,0,0
090053108012019,8.3,10,0.3,0.1,0
090053101003017,19,21.7,0.6,0.2,0
090053101001004,11.2,12.8,0.3,0.1,0
090053104002005,21.9,25,0.7,0.2,0
090053106021004,93.1,124.4,2.5,1.1,0
090053106023002,11,14.7,0.3,0.1,0
090053106012013,77.4,103.4,2.1,0.9,0
090053104002017,0,0,0,0,0
090053104002013,2.1,2.5,0.1,0,0
090053108011018,0,0,0,0,0
090052651001035,6.9,7,0.1,0,0
090052651001081,0.8,0.8,0,0,0
090052651001084,2.8,2.9,0.1,0,0
090052651001087,13,13.1,0.3,0,0
090052651001111,0.8,0.8,0,0,0
090052651001129,0,0,0,0,0
090052651001041,15.8,16,0.3,0,0
090052651001064,0,0,0,0,0
090052651001028,5.3,5.3,0.1,0,0
090052671001033,42.2,22.3,0.7,0.3,0
090052671002065,2,1.1,0,0,0
090052671002063,0,0,0,0,0
090052671001045,1.5,0.8,0,0,0
090052671003010,8,4.2,0.1,0.1,0
090052671003015,0,0,0,0,0
090052671004026,0,0,0,0,0
090052671003026,1,0.5,0,0,0
090052671002051,27.2,14.3,0.5,0.2,0
090052671002013,7.5,4,0.1,0.1,0
090052671002039,12.1,6.4,0.2,0.1,0
090053604004020,7.6,14.5,0.2,0.1,0
090053604002012,6.4,12.3,0.2,0.1,0
090053604003003,3.3,6.4,0.1,0,0
090053604002014,7.8,15,0.2,0.1,0
090053604002016,3.1,5.9,0.1,0,0
090053604003004,2.8,5.5,0.1,0,0
090053604003017,3.3,6.4,0.1,0,0
090053602003043,0,0,0,0,0
090053603002023,8,13.6,0.2,0.1,0
090053603001021,6.6,11.2,0.2,0.1,0
090053604001016,11.1,18.8,0.3,0.1,0
090053603002029,1.4,2.4,0,0,0
090053604005005,0,0,0,0,0
090053603002041,10.6,18,0.3,0.1,0
090053602001005,1.5,2.6,0,0,0
090053603002038,54.1,91.6,1.7,0.5,0
090053603002039,0,0,0,0,0
090053604004017,10.4,20,0.3,0.1,0
090053604005017,16.4,31.3,0.5,0.2,0
090053202004012,6.4,7.8,0,0,0
090053202001041,7.7,9.4,0,0.1,0
090053202002006,7.5,9.1,0,0.1,0
090053202003028,6.7,8.1,0,0,0
090053202003015,3.1,3.8,0,0,0
090053202003039,1.5,1.9,0,0,0
090053202003013,3.1,3.8,0,0,0
090053202003016,3.1,3.8,0,0,0
090053202003014,3.1,3.8,0,0,0
090053201004018,0,0,0,0,0
090053201004009,0,0,0,0,0
090053621021031,35.2,35.8,0.8,0.1,0
090053621023005,9,9.1,0.2,0,0
090053621023002,3.3,3.3,0.1,0,0
090053621023018,16,16.2,0.3,0.1,0
090053621024004,61,62,1.3,0.3,0
090053621012005,44.6,45.3,1,0.2,0
090053621021013,0.8,0.8,0,0,0
090053621021014,10.6,10.8,0.2,0,0
090053621021021,9.4,9.6,0.2,0,0
090053621022011,0.8,0.8,0,0,0
090053621022006,2.5,2.5,0.1,0,0
090053621012019,4.1,4.2,0.1,0,0
090053621012018,0,0,0,0,0
090053621013013,0,0,0,0,0
090053621011014,52,52.8,1.1,0.2,0
090053621011025,21.3,21.6,0.5,0.1,0
090053621011032,0,0,0,0,0
090053621011042,0,0,0,0,0
090053621011038,1.2,1.2,0,0,0
090053621011001,0,0,0,0,0
090053621011009,0,0,0,0,0
090053621011060,0,0,0,0,0
090053621023019,0.8,0.8,0,0,0
090053621011017,20.1,20.4,0.4,0.1,0
090053621011027,11.9,12.1,0.3,0,0
090053621024028,1.2,1.2,0,0,0
090053621013005,0,0,0,0,0
090052901002066,2.4,2.5,0.1,0,0
090052901001023,0,0,0,0,0
090052901001038,9.5,10.1,0.3,0.1,0
090052901003027,0,0,0,0,0
090052901003017,4.4,4.6,0.2,0.1,0
090052901003037,0,0,0,0,0
090052901003039,4.4,4.6,0.2,0.1,0
090052901003053,0,0,0,0,0
090052901002038,10.7,11.4,0.4,0.1,0
090052901002026,0,0,0,0,0
090052901003024,0,0,0,0,0
090052901002034,0,0,0,0,0
090053421001013,0,0,0,0,0
090053421003004,0,0,0,0,0
090053421003017,12.1,18,0.3,0.2,0
090053421003015,19.3,28.7,0.4,0.3,0
090053421003023,9.5,14.1,0.2,0.2,0
090053421002031,0,0,0,0,0
090053421003018,11.5,17,0.3,0.2,0
090053421003022,9.2,13.6,0.2,0.1,0
090053421003020,7.5,11.2,0.2,0.1,0
090053421003038,1.3,1.9,0,0,0
090053421003031,5.2,7.8,0.1,0.1,0
090053421003043,0,0,0,0,0
090052501002034,0,0,0,0,0
090052501002045,0,0,0,0,0
090054256001097,0,0,0,0,0
090054256001115,6.9,3.3,0.1,0,0
090054256001009,1.7,0.8,0,0,0
090054256001028,4.3,2.1,0.1,0,0
090054256001122,0,0,0,0,0
090054256001083,8.6,4.1,0.1,0,0
090054256001013,38.5,18.4,0.5,0.2,0.1
090054256001074,0,0,0,0,0
090052532003029,43.4,36.5,0.7,0.4,0
090052532003034,10.3,8.7,0.2,0.1,0
090052536001038,0,0,0,0,0
090052534004023,1.3,1.1,0,0,0
090052532003039,4.9,4.1,0.1,0,0
090052534004021,0,0,0,0,0
090052532001011,15.6,15.4,0.3,0.2,0
090052532002042,22.4,18.8,0.4,0.2,0
090052535004006,3.6,3,0,0.1,0
090052534001049,4,3.7,0.1,0,0
090052535004005,0,0,0,0,0
090052532002051,4.5,3.8,0.1,0,0
090052532001012,14.4,14.2,0.3,0.1,0
090052532002018,0,0,0,0,0
090052535003001,4,3.9,0.1,0,0
090052534003008,0,0,0,0,0
090052534003028,0,0,0,0,0
090052534003029,0,0,0,0,0
090052531001009,0,0,0,0,0
090052534001013,8,6.8,0.1,0.1,0
090052532003003,3.1,2.4,0,0,0
090052532003018,13.4,10.4,0.2,0.2,0
090052532003016,4,3.4,0.1,0,0
090054256002011,0,0,0,0,0
090052602003020,15.8,14.8,0.5,0.1,0
090052602002005,3.9,3.7,0.1,0,0
090052602002002,1.6,1.5,0.1,0,0
090052602002019,0,0,0,0,0
090052602002022,9.5,9,0.3,0,0
090052602001007,0,0,0,0,0
090052602002041,15.4,14.5,0.5,0.1,0
090052602003018,0.7,0.6,0,0,0
090052602003021,52.5,49.5,1.6,0.2,0
090052602003032,4.6,4.3,0.1,0,0
090052602001011,11.2,10.5,0.3,0.1,0
090052602001023,3,2.8,0.1,0,0
090052901002002,0,0,0,0,0
090052901001029,0,0,0,0,0
090052901001056,0,0,0,0,0
090052901001060,0,0,0,0,0
090052901001014,0,0,0,0,0
090053421001029,3.9,5.8,0.1,0.1,0
090053421001030,8.8,13.2,0.2,0.1,0
090053421001004,1.6,2.4,0,0,0
090053421003014,0,0,0,0,0
090053421002032,15.4,22.9,0.3,0.2,0
090053421002029,0,0,0,0,0
090053421001012,13.1,19.5,0.3,0.2,0
090053421002023,0,0,0,0,0
090052501001011,0.5,0.4,0,0,0
090052501001029,1.9,1.6,0,0,0
090052501002001,0,0,0,0,0
090052501002025,1,0.8,0,0,0
090052501001010,1,0.8,0,0,0
090052501002035,8.6,7,0.1,0.1,0
090052501001032,43.7,36,0.7,0.5,0
090052501001021,1,0.8,0,0,0
090052501002040,0,0,0,0,0
090054256001087,0.9,0.4,0,0,0
090054256001100,0,0,0,0,0
090054256001069,0,0,0,0,0
090054256001096,0,0,0,0,0
090054256001090,2.2,1,0,0,0
090054256001002,0,0,0,0,0
090054256001114,0,0,0,0,0
090054256001000,17.3,8.3,0.2,0.1,0
090054256001084,0,0,0,0,0
090054256001124,0,0,0,0,0
090054256001055,6.9,3.3,0.1,0,0
090054256001007,0.4,0.2,0,0,0
090054256001053,10.8,5.2,0.1,0,0
090054256001137,8.2,3.9,0.1,0,0
090054256001057,3.5,1.7,0,0,0
090052931001093,10.7,14.9,0.5,0.1,0
090052931001052,0,0,0,0,0
090052931001021,13.8,19.2,0.6,0.1,0
090052931001101,2.8,3.8,0.1,0,0
090052931001024,6.5,9.1,0.3,0,0
090052632002124,7.3,2.4,0.1,0.1,0
090052632002143,0,0,0,0,0
090052632001070,10.6,3.5,0.1,0.2,0
090052632001058,10,3.3,0.1,0.2,0
090052632001043,2,0.7,0,0,0
090052632002110,7.3,2.4,0.1,0.1,0
090052632001027,33.2,10.9,0.4,0.6,0
090052632001057,5.3,1.7,0.1,0.1,0
090052632002086,0,0,0,0,0
090052632002134,2.7,0.9,0,0,0
090052632002033,0,0,0,0,0
090052632002059,0,0,0,0,0
090052632002065,0,0,0,0,0
090052632001061,0,0,0,0,0
090052632002108,7.3,2.4,0.1,0.1,0
090052632001068,0,0,0,0,0
090052632002015,0,0,0,0,0
090052632001074,1.3,0.4,0,0,0
090052961001007,0,0,0,0,0
090052961001011,2,3.3,0.1,0,0
090052961002076,0,0,0,0,0
090052961002065,5.5,5.8,0.2,0,0
090052961001056,0,0,0,0,0
090052961002048,23.1,38.2,1,0.2,0
090052961002050,0,0,0,0,0
090052984002001,15.7,25.9,0.7,0.2,0
090052984001020,0,0,0,0,0
090052984001007,4.1,6.7,0.2,0,0
090052984001039,0,0,0,0,0
090052984002053,1.3,2.1,0.1,0,0
090052984002021,14.4,23.9,0.6,0.2,0
090052661002103,6.9,3.1,0.1,0,0
090052661002112,0,0,0,0,0
090052661001125,2.6,1.2,0,0,0
090052661002063,0,0,0,0,0
090052661001035,1.1,0.5,0,0,0
090052661001118,8.5,3.8,0.1,0,0
090052661002032,57.7,25.6,0.5,0.3,0
090052661002023,0,0,0,0,0
090052661002081,1.1,0.5,0,0,0
090052661002028,6.9,3.1,0.1,0,0
090052661002088,3.7,1.6,0,0,0
090052661002095,2.6,1.2,0,0,0
090052661002024,0,0,0,0,0
090052661001075,0,0,0,0,0
090052661001089,1.6,0.7,0,0,0
090052661002113,1.1,0.5,0,0,0
090052661002060,2.1,0.9,0,0,0
090052661001094,0.5,0.2,0,0,0
090052661001014,0,0,0,0,0
090052661002044,0,0,0,0,0
090052661002059,0,0,0,0,0
090052661001120,0,0,0,0,0
090052661001016,0,0,0,0,0
090052661002042,16.4,7.3,0.2,0.1,0
090053004001028,1.8,1.4,0,0,0
090053004002011,9,7,0.2,0.1,0
090053004002005,20.8,16.1,0.5,0.3,0
090053001002027,2.9,2.9,0.1,0,0
090053004002032,0,0,0,0,0
090053005001043,0,0,0,0,0
090053005001079,10.5,20.6,0.4,0.2,0
090053005001070,1.3,2.6,0.1,0,0
090053005001071,5.8,11.3,0.2,0.1,0
090053004001020,0,0,0,0,0
090053001001045,0,0,0,0,0
090053001002018,0.9,0.7,0,0,0
090053001002064,1.5,1.4,0,0,0
090053005002083,0,0,0,0,0
090053005002037,0,0,0,0,0
090053005002030,6.3,4.9,0.1,0.1,0
090053004001040,0,0,0,0,0
090053005002009,0,0,0,0,0
090053004001031,0,0,0,0,0
090053005002080,0,0,0,0,0
090053005001088,0,0,0,0,0
090053005001086,2.1,4.1,0.1,0,0
090053005001000,12.6,9.8,0.3,0.2,0
090053031001060,0,0,0,0,0
090053031001009,0,0,0,0,0
090053031001004,9.6,12.9,0.3,0.2,0
090053031001070,42.2,56.5,1.3,0.8,0.1
090053031002028,16.5,22,0.5,0.3,0.1
090052621003026,0,0,0,0,0
090052621001053,0.4,0.2,0,0,0
090052621001082,0,0,0,0,0
090052621003014,10.5,5.3,0.2,0.1,0
090052621001021,0.9,0.4,0,0,0
090052621001070,6.6,3.3,0.1,0.1,0
090052621001018,8.3,4.2,0.1,0.1,0
090052621003032,0,0,0,0,0
090052621003029,3.5,1.8,0.1,0,0
090054254001000,7.3,11.7,0.3,0.1,0
090054254002005,26.5,42.6,1.1,0.4,0
090054253002017,6.8,10.9,0.3,0.1,0
090054253003032,6.5,10.4,0.3,0.1,0
090054253002023,0,0,0,0,0
090054253001011,7.8,12.5,0.3,0.1,0
090054254002002,24.2,38.9,1,0.3,0
090054254002004,4.2,6.7,0.2,0.1,0
090054254002012,14.3,23,0.6,0.2,0
090054254002013,0.8,1.3,0,0,0
090054254003016,36.9,59.3,1.5,0.5,0
090054254002025,0,0,0,0,0
090054254003028,0,0,0,0,0
090054255001012,18.7,30.1,0.7,0.2,0
090052681001024,8.7,6.1,0.2,0.1,0
090052681001046,9.7,6.9,0.2,0.1,0
090052681002049,3.1,2.2,0.1,0,0
090052681001006,3.6,2.5,0.1,0,0
090052681001009,0.5,0.4,0,0,0
090052681001062,5.1,3.6,0.1,0,0
090052681002003,8.7,6.1,0.2,0.1,0
090052681002010,16.9,11.9,0.3,0.1,0
090052661001122,0,0,0,0,0
090052661001126,0,0,0,0,0
090052661002035,44.4,19.8,0.4,0.2,0
090053001001031,7.7,5.9,0.2,0.1,0
090053005001002,3.6,2.8,0.1,0,0
090053001001032,2.7,2.1,0.1,0,0
090053004001013,5.9,4.5,0.1,0.1,0
090053004001032,0,0,0,0,0
090053004002034,0,0,0,0,0
090053004001039,0,0,0,0,0
090053001001007,3.2,2.4,0.1,0,0
090053001003025,0,0,0,0,0
090053001003035,2.2,2.2,0.1,0,0
090053001003030,19.1,18.7,0.6,0.2,0
090053001003023,7.7,7.5,0.2,0.1,0
090053005001038,28.5,41.1,1.6,1.2,0
090053005001028,44.4,87.1,1.9,0.9,0
090053005002065,0,0,0,0,0
090053001001001,2.7,2.1,0.1,0,0
090053005001091,1.1,2.1,0,0,0
090053001002038,8.8,8.6,0.3,0.1,0
090053001003021,0,0,0,0,0
090053001001006,0,0,0,0,0
090053001003028,4.8,4.7,0.1,0,0
090053001003004,12.6,9.8,0.3,0.2,0
090053005002022,0,0,0,0,0
090053005001082,0,0,0,0,0
090053005002046,0,0,0,0,0
090053001002012,0,0,0,0,0
090053001002006,0,0,0,0,0
090053031001016,1,1.4,0,0,0
090053031002004,64.5,86.3,2,1.2,0.2
090053031002002,0,0,0,0,0
090053031002036,27.8,37.2,0.9,0.5,0.1
090053031002046,0,0,0,0,0
090053031002052,0,0,0,0,0
090053031002020,1,1.4,0,0,0
090053031001056,0,0,0,0,0
090053031001058,0,0,0,0,0
090053031001069,3.8,5,0.1,0.1,0
090053061004037,12.1,15.5,0.4,0.1,0
090053061004039,23.4,29.9,0.8,0.2,0
090053061004050,1.2,1.5,0,0,0
090053061003003,10.5,13.5,0.4,0.1,0
090053061003004,33.9,43.4,1.2,0.3,0
090053061003007,20.3,25.9,0.7,0.2,0
090053061002025,0,0,0,0,0
090053061003022,18.3,23.4,0.6,0.2,0
090053061003021,12.9,16.5,0.4,0.1,0
090053061002084,44.8,57.4,1.6,0.4,0
090053061001033,1.6,1.6,0.1,0,0
090052535001055,0.4,0.4,0,0,0
090052535003006,21.3,21.2,0.4,0.2,0
090052535003012,13.4,13.4,0.3,0.1,0
090052536002000,54,50,1.4,0.4,0
090052536002008,0,0,0,0,0
090052534001056,26.4,24.5,0.7,0.2,0
090052534001047,3.2,3,0.1,0,0
090052534002009,40,45.2,1.1,0.3,0
090052535003013,0,0,0,0,0
090052533001004,10.1,11.5,0.3,0.1,0
090052536002018,1.6,1.5,0,0,0
090052536001012,0,0,0,0,0
090052535002016,13.6,13.4,0.3,0.1,0
090052531001000,13.4,13.4,0.3,0.1,0
090052532001007,88.8,87.6,1.9,0.9,0
090052534001001,4,3.4,0,0.1,0
090052535004001,101.9,101.4,2.1,0.8,0
