GEOID,G16PREDCLI,G16PRERTRU,G16PRELJOH,G16PREGSTE,G16PREOWRI,G16USSDBLU,G16USSRCAR,G16USSLLIO,G16USSGRUS,G16USSOWRI
090052535001034,2.3,2.4,0.1,0.1,0,2.8,1.9,0,0.1,0
090052534001061,0.3,0.3,0,0,0,0.4,0.3,0,0,0
090052534001029,5.7,6.4,0.5,0.2,0,7,5.3,0.2,0.1,0
090052535001053,0,0,0,0,0,0,0,0,0,0
090052535003004,0,0,0,0,0,0,0,0,0,0
090052534003000,0,0,0,0,0,0,0,0,0,0
090052533002006,0,0,0,0,0,0,0,0,0,0
090054256002092,0,0,0,0,0,0,0,0,0,0
090054256002007,6.1,4.2,0.2,0.3,0,6.6,3.9,0.1,0.1,0
090054256002045,0.4,0.3,0,0,0,0.4,0.3,0,0,0
090054256002075,0,0,0,0,0,0,0,0,0,0
090054256002024,0,0,0,0,0,0,0,0,0,0
090054256002050,9.7,6.6,0.4,0.5,0,10.6,6.2,0.2,0.2,0
090054256002085,6.5,4.4,0.2,0.3,0,7.1,4.2,0.1,0.1,0
090054256003008,0,0,0,0,0,0,0,0,0,0
090054256003014,5.3,3.6,0.2,0.3,0,5.7,3.4,0.1,0.1,0
090054256003012,0,0,0,0,0,0,0,0,0,0
090054256003021,1.2,0.8,0,0.1,0,1.3,0.8,0,0,0
090054256003027,0,0,0,0,0,0,0,0,0,0
090054256003018,0,0,0,0,0,0,0,0,0,0
090052602001026,0,0,0,0,0,0,0,0,0,0
090052602002021,0,0,0,0,0,0,0,0,0,0
090052602002029,0.3,0.3,0,0,0,0.4,0.2,0,0,0
090052602002020,5.9,5.6,0.4,0.2,0,7.4,4.4,0.1,0.2,0.1
090052602002037,2.8,2.7,0.2,0.1,0,3.5,2.1,0.1,0.1,0
090052602001018,17.3,16.6,1.2,0.5,0,22,13.1,0.3,0.6,0.2
090052602002017,2,1.9,0.1,0.1,0,2.5,1.5,0,0.1,0
090054253002001,7.2,14.9,0,0,0,11.8,10.7,0,0,0
090054254003012,9.5,18.6,1,0.4,0,13.7,14.2,0.4,0.3,0
090054253003017,12.3,25.3,0,0,0,20,18.2,0,0,0
090054253002010,0,0,0,0,0,0,0,0,0,0
090054253003018,11.5,23.6,0,0,0,18.7,17,0,0,0
090054253002029,0,0,0,0,0,0,0,0,0,0
090054255001007,20.8,40.7,2.2,0.8,0,29.9,30.9,0.8,0.7,0
090054254003030,0,0,0,0,0,0,0,0,0,0
090054254001007,0,0,0,0,0,0,0,0,0,0
090054253003028,5,10.4,0,0,0,8.2,7.5,0,0,0
090054253003000,0.8,1.7,0,0,0,1.3,1.2,0,0,0
090054253003033,0,0,0,0,0,0,0,0,0,0
090054255001015,0.4,0.8,0,0,0,0.6,0.6,0,0,0
090054255003001,2.3,4.6,0.2,0.1,0,3.4,3.5,0.1,0.1,0
090054254001014,1.4,2.7,0.1,0.1,0,2,2,0.1,0,0
090054254001017,0,0,0,0,0,0,0,0,0,0
090054254003014,2.7,5.3,0.3,0.1,0,3.9,4,0.1,0.1,0
090054254003019,0,0,0,0,0,0,0,0,0,0
090054255003014,10.7,20.9,1.1,0.4,0,15.4,15.9,0.4,0.4,0
090052681002039,23,19.2,1.7,0.5,0,24.2,18.6,0.6,0.3,0
090052681001063,1.7,1.4,0.1,0,0,1.8,1.4,0,0,0
090052681002006,19.7,16.4,1.4,0.4,0,20.6,15.9,0.5,0.3,0
090052681001056,0,0,0,0,0,0,0,0,0,0
090052681001050,0,0,0,0,0,0,0,0,0,0
090052681001031,0,0,0,0,0,0,0,0,0,0
090052611001074,3.2,1,0.1,0.1,0,3.3,1,0,0.1,0
090052611004047,0,0,0,0,0,0,0,0,0,0
090052611003015,8.5,2.8,0.4,0.2,0,8.9,2.6,0.1,0.1,0
090052611003014,20.8,6.8,0.9,0.5,0,21.7,6.3,0.2,0.4,0
090052611003022,5.3,1.7,0.2,0.1,0,5.6,1.6,0.1,0.1,0
090052611002099,5.3,1.7,0.2,0.1,0,5.6,1.6,0.1,0.1,0
090052611004045,6.4,2.1,0.3,0.1,0,6.7,1.9,0.1,0.1,0
090052611004055,0,0,0,0,0,0,0,0,0,0
090052611004094,3.7,1.2,0.2,0.1,0,3.9,1.1,0,0.1,0
090052611002106,0,0,0,0,0,0,0,0,0,0
090052611004054,0,0,0,0,0,0,0,0,0,0
090053491001009,0,0,0,0,0,0,0,0,0,0
090053492003017,3.6,8.2,0.5,0.2,0,5.6,6.3,0.1,0.1,0
090053492001012,0,0,0,0,0,0,0,0,0,0
090053491001018,0,0,0,0,0,0,0,0,0,0
090053492003018,0,0,0,0,0,0,0,0,0,0
090053492001034,0,0,0,0,0,0,0,0,0,0
090053491002035,0,0,0,0,0,0,0,0,0,0
090053491001020,0,0,0,0,0,0,0,0,0,0
090053492002001,0,0,0,0,0,0,0,0,0,0
090053491001017,0,0,0,0,0,0,0,0,0,0
090053492001016,0,0,0,0,0,0,0,0,0,0
090053491002009,3.6,8.2,0.5,0.2,0,5.6,6.3,0.1,0.1,0
090053107001007,0,0,0,0,0,0,0,0,0,0
090053108041019,10.2,20.1,1.1,0.3,0,13.5,16.5,0.5,0.3,0
090053108041018,0,0,0,0,0,0,0,0,0,0
090053107001030,0,0,0,0,0,0,0,0,0,0
090053107003030,5.6,11.1,0.6,0.2,0,7.4,9.1,0.3,0.2,0
090053108041021,0,0,0,0,0,0,0,0,0,0
090053102001011,4.3,6.2,0.4,0.2,0,6,4.4,0.1,0.2,0
090053108033019,0,0,0,0,0,0,0,0,0,0
090053108032000,10,14.5,1,0.4,0,13.9,10.4,0.3,0.4,0
090053101003005,0,0,0,0,0,0,0,0,0,0
090053106021013,6.5,10.9,0.5,0.2,0,8.8,8.7,0.2,0.1,0
090053101002010,6,7.7,0.5,0.2,0,7.8,5.9,0.2,0.2,0
090053101001012,3.9,5.7,0.4,0.2,0,5.5,4.1,0.1,0.1,0
090053101002006,5.8,7.4,0.5,0.2,0,7.6,5.7,0.2,0.2,0
090053107003064,0,0,0,0,0,0,0,0,0,0
090053106021016,0,0,0,0,0,0,0,0,0,0
090053106022019,11.4,16.6,1.1,0.5,0,15.9,11.8,0.4,0.4,0
090053103001004,0,0,0,0,0,0,0,0,0,0
090053108032002,7.1,10.4,0.7,0.3,0,9.9,7.4,0.2,0.3,0
090053101003024,0,0,0,0,0,0,0,0,0,0
090053101002003,23.3,30,2.1,0.8,0.1,30.6,22.9,0.7,0.7,0
090053106021009,0,0,0,0,0,0,0,0,0,0
090053107003054,0,0,0,0,0,0,0,0,0,0
090053106012010,0,0,0,0,0,0,0,0,0,0
090053104002016,1.2,1.8,0.1,0.1,0,1.7,1.3,0,0,0
090053105001000,94.9,138.3,9.1,4.1,0.3,132.2,98.6,3.1,3.5,0
090053108012001,20.3,29.6,1.9,0.9,0.1,28.3,21.1,0.7,0.7,0
090054256003050,0,0,0,0,0,0,0,0,0,0
090054256003009,0,0,0,0,0,0,0,0,0,0
090054256003034,0.4,0.3,0,0,0,0.4,0.3,0,0,0
090054256003007,0.8,0.6,0,0,0,0.9,0.5,0,0,0
090054256003038,0,0,0,0,0,0,0,0,0,0
090054256002095,0,0,0,0,0,0,0,0,0,0
090054256002037,0,0,0,0,0,0,0,0,0,0
090054256003072,10.6,7.2,0.4,0.5,0,11.5,6.8,0.2,0.2,0
090054256002066,0,0,0,0,0,0,0,0,0,0
090054256002077,0.4,0.3,0,0,0,0.4,0.3,0,0,0
090052602002006,0,0,0,0,0,0,0,0,0,0
090052602002043,2.5,2.4,0.2,0.1,0,3.2,1.9,0,0.1,0
090052602001022,16.4,15.8,1.2,0.5,0,20.9,12.4,0.3,0.5,0.2
090052602002040,3.3,3.2,0.2,0.1,0,4.3,2.5,0.1,0.1,0
090052602003023,0,0,0,0,0,0,0,0,0,0
090052602003033,0.8,0.8,0.1,0,0,1.1,0.6,0,0,0
090052602003002,5.9,5.6,0.4,0.2,0,7.4,4.4,0.1,0.2,0.1
090052602003000,5,4.8,0.4,0.2,0,6.4,3.8,0.1,0.2,0.1
090052602002034,1.1,1.1,0.1,0,0,1.4,0.8,0,0,0
090052602002007,0,0,0,0,0,0,0,0,0,0
090054253002000,1.2,2.5,0,0,0,2,1.8,0,0,0
090054255001022,10.7,20.9,1.1,0.4,0,15.4,15.9,0.4,0.4,0
090054255002010,28.4,58.4,0.1,0,0.1,46.2,42,0.1,0,0
090054255001023,2.5,4.9,0.3,0.1,0,3.6,3.8,0.1,0.1,0
090054253003001,0,0,0,0,0,0,0,0,0,0
090054253003022,4,8.3,0,0,0,6.6,6,0,0,0
090054255003011,11.1,21.7,1.2,0.4,0,15.9,16.5,0.4,0.4,0
090054254003031,0,0,0,0,0,0,0,0,0,0
090054254001025,1.4,2.7,0.1,0.1,0,2,2,0.1,0,0
090054253002021,0,0,0,0,0,0,0,0,0,0
090052681002047,19.3,16.1,1.4,0.4,0,20.2,15.6,0.5,0.3,0
090052681001019,0,0,0,0,0,0,0,0,0,0
090052532002027,18.4,17.3,1.3,0.5,0.1,22,13.3,0.7,0.5,0
090052535003014,0,0,0,0,0,0,0,0,0,0
090052532002022,0,0,0,0,0,0,0,0,0,0
090052532002015,0.6,0.8,0,0,0,0.8,0.6,0,0,0
090052536002015,0,0,0,0,0,0,0,0,0,0
090052534001010,6.6,6.8,0.4,0.3,0,8.1,5.6,0.1,0.2,0
090052531001019,0,0,0,0,0,0,0,0,0,0
090052532003032,0.5,0.5,0,0,0,0.6,0.4,0,0,0
090052535004031,2.4,3.1,0.2,0.1,0,3,2.5,0.1,0.1,0
090052535002028,0.6,0.8,0,0,0,0.8,0.6,0,0,0
090052534001055,1.8,2,0.2,0.1,0,2.2,1.7,0.1,0,0
090052531001036,9.4,8.9,0.7,0.3,0.1,11.3,6.8,0.4,0.3,0
090052534002034,18.4,25.7,1.5,0.5,0.1,23.7,21,0.5,0.4,0
090054256003031,1.6,1.1,0.1,0.1,0,1.8,1,0,0,0
090054256003032,0,0,0,0,0,0,0,0,0,0
090054256003055,1.6,1.1,0.1,0.1,0,1.8,1,0,0,0
090054256003065,0,0,0,0,0,0,0,0,0,0
090054256002005,0,0,0,0,0,0,0,0,0,0
090054256003063,0,0,0,0,0,0,0,0,0,0
090054256003058,2,1.4,0.1,0.1,0,2.2,1.3,0,0,0
090054256003073,10.1,6.9,0.4,0.5,0,11,6.5,0.2,0.2,0
090054256003023,0,0,0,0,0,0,0,0,0,0
090054256003056,4.1,2.8,0.1,0.2,0,4.4,2.6,0.1,0.1,0
090054256002009,2.4,1.7,0.1,0.1,0,2.6,1.6,0,0.1,0
090052602001005,0.6,0.5,0,0,0,0.7,0.4,0,0,0
090054253002028,10.5,21.5,0,0,0,17,15.5,0,0,0
090054253002018,30.8,63.3,0.1,0,0.1,50.1,45.6,0.1,0,0
090054253002025,3,6.2,0,0,0,4.9,4.5,0,0,0
090054253001008,3.8,7.9,0,0,0,6.2,5.7,0,0,0
090054253001016,27.8,57.1,0.1,0,0.1,45.2,41.1,0.1,0,0
090054253001019,6.8,14.1,0,0,0,11.1,10.1,0,0,0
090054254002020,3.9,7.6,0.4,0.2,0,5.6,5.8,0.2,0.1,0
090054255002021,0,0,0,0,0,0,0,0,0,0
090054254002011,5.1,9.9,0.5,0.2,0,7.3,7.5,0.2,0.2,0
090054254003004,39.5,77.2,4.2,1.6,0,56.7,58.7,1.6,1.3,0
090054254003002,12.9,25.1,1.4,0.5,0,18.4,19.1,0.5,0.4,0
090054254002024,0,0,0,0,0,0,0,0,0,0
090054255003012,6.6,12.9,0.7,0.3,0,9.5,9.8,0.3,0.2,0
090054255002007,6.8,14.1,0,0,0,11.1,10.1,0,0,0
090054253003014,0,0,0,0,0,0,0,0,0,0
090054253001018,3.8,7.9,0,0,0,6.2,5.7,0,0,0
090054255002023,0.2,0.4,0,0,0,0.3,0.3,0,0,0
090054255002024,8,16.6,0,0,0,13.1,11.9,0,0,0
090054253002024,6.4,13.2,0,0,0,10.5,9.5,0,0,0
090052681001028,2.1,1.7,0.2,0,0,2.2,1.7,0.1,0,0
090052681002031,28.9,24.1,2.1,0.6,0,30.3,23.4,0.7,0.4,0
090052681001020,0,0,0,0,0,0,0,0,0,0
090052681001033,0,0,0,0,0,0,0,0,0,0
090052681001029,2.1,1.7,0.2,0,0,2.2,1.7,0.1,0,0
090052681001026,0,0,0,0,0,0,0,0,0,0
090052681001015,2.1,1.7,0.2,0,0,2.2,1.7,0.1,0,0
090052611001015,12.3,4,0.5,0.3,0,12.8,3.7,0.1,0.2,0
090052611002063,66.7,21.8,2.9,1.5,0.2,69.5,20.2,0.7,1.2,0
090052611002111,0,0,0,0,0,0,0,0,0,0
090052611001000,0.5,0.2,0,0,0,0.6,0.2,0,0,0
090052611002013,3.7,1.2,0.2,0.1,0,3.9,1.1,0,0.1,0
090052611002040,13.3,4.4,0.6,0.3,0,13.9,4,0.1,0.2,0
090052611002017,6.9,2.3,0.3,0.2,0,7.2,2.1,0.1,0.1,0
090052611002123,0,0,0,0,0,0,0,0,0,0
090052611002001,0.5,0.2,0,0,0,0.6,0.2,0,0,0
090052611004072,24,7.8,1,0.5,0.1,25,7.3,0.3,0.4,0
090052611001012,0,0,0,0,0,0,0,0,0,0
090052611004076,0.5,0.2,0,0,0,0.6,0.2,0,0,0
090052611004077,1.1,0.3,0,0,0,1.1,0.3,0,0,0
090052611004096,0,0,0,0,0,0,0,0,0,0
090052611004024,5.3,1.7,0.2,0.1,0,5.6,1.6,0.1,0.1,0
090052611001067,0,0,0,0,0,0,0,0,0,0
090052611004085,0,0,0,0,0,0,0,0,0,0
090052611002038,0,0,0,0,0,0,0,0,0,0
090052621001133,0.7,0.4,0,0,0,0.8,0.4,0,0,0
090052621003083,2.1,1.3,0.1,0.1,0,2.3,1.2,0,0,0
090052621003092,0.4,0.2,0,0,0,0.4,0.2,0,0,0
090052621003006,0,0,0,0,0,0,0,0,0,0
090052621001067,14.4,9.2,0.9,0.4,0,15.6,8.3,0.3,0.3,0
090052621002029,0,0,0,0,0,0,0,0,0,0
090052621003035,0,0,0,0,0,0,0,0,0,0
090052621003019,0,0,0,0,0,0,0,0,0,0
090053492003014,0,0,0,0,0,0,0,0,0,0
090053492002012,17.1,38.8,2.3,0.7,0,26.7,29.8,0.7,0.5,0
090053492003026,0,0,0,0,0,0,0,0,0,0
090053492001017,0,0,0,0,0,0,0,0,0,0
090053492003010,6.5,14.6,0.9,0.3,0,10.1,11.2,0.3,0.2,0
090053492002034,5.9,13.4,0.8,0.3,0,9.2,10.3,0.2,0.2,0
090053492001030,0,0,0,0,0,0,0,0,0,0
090053492001029,0,0,0,0,0,0,0,0,0,0
090053492001035,0,0,0,0,0,0,0,0,0,0
090053491003017,8.9,20.2,1.2,0.4,0,13.9,15.5,0.4,0.3,0
090053492001040,0,0,0,0,0,0,0,0,0,0
090053491003004,17.1,38.8,2.3,0.7,0,26.7,29.8,0.7,0.5,0
090053492002013,0,0,0,0,0,0,0,0,0,0
090053492001019,0,0,0,0,0,0,0,0,0,0
090053491003014,8.3,19,1.1,0.4,0,13,14.6,0.3,0.2,0
090053491001010,0,0,0,0,0,0,0,0,0,0
090053107001012,1.4,2.8,0.2,0,0,1.8,2.3,0.1,0,0
090053107001059,2.6,5.1,0.3,0.1,0,3.4,4.2,0.1,0.1,0
090053108041027,0,0,0,0,0,0,0,0,0,0
090053108032003,2.4,4.3,0.3,0.1,0,3.3,3.5,0.1,0,0
090053108032021,2.8,5,0.3,0.1,0,3.9,4.1,0.1,0,0
090053108041044,0,0,0,0,0,0,0,0,0,0
090053107002002,90.7,179.7,10.1,2.8,0,120.2,147.4,4.8,2.8,0
090053107002004,11,11.3,0.9,1.1,0.1,13.9,7.5,1,0.7,0
090053102002005,6.1,8.8,0.6,0.3,0,8.4,6.3,0.2,0.2,0
090053101002007,5.6,7.2,0.5,0.2,0,7.3,5.5,0.2,0.2,0
090053101001024,6.4,8.2,0.6,0.2,0,8.4,6.3,0.2,0.2,0
090053106021019,8.8,14.8,0.7,0.3,0,12,11.8,0.2,0.2,0
090053101002005,4.8,6.1,0.4,0.2,0,6.3,4.7,0.1,0.1,0
090053105001004,5.7,8.3,0.5,0.2,0,7.9,5.9,0.2,0.2,0
090053105001008,7.5,10.9,0.7,0.3,0,10.4,7.8,0.2,0.3,0
090053101003031,10.9,14.1,1,0.4,0.1,14.4,10.8,0.3,0.3,0
090053104002003,4.8,7,0.5,0.2,0,6.7,5,0.2,0.2,0
090053106023020,25.6,42.8,2,0.8,0,34.6,34.2,0.7,0.6,0
090053104001007,6.9,10.1,0.7,0.3,0,9.7,7.2,0.2,0.3,0
090053104001012,9.4,13.8,0.9,0.4,0,13.1,9.8,0.3,0.3,0
090053102001013,0.2,0.3,0,0,0,0.2,0.2,0,0,0
090053104001011,13.5,19.7,1.3,0.6,0,18.8,14.1,0.4,0.5,0
090053104002011,11.7,17.1,1.1,0.5,0,16.4,12.2,0.4,0.4,0
090053104001013,3.9,5.7,0.4,0.2,0,5.5,4.1,0.1,0.1,0
090053103002015,6.8,9.9,0.6,0.3,0,9.4,7,0.2,0.2,0
090053107003037,2,3.9,0.2,0.1,0,2.6,3.2,0.1,0.1,0
090053106021000,0,0,0,0,0,0,0,0,0,0
090053102002019,16.2,23.6,1.6,0.7,0.1,22.6,16.8,0.5,0.6,0
090053107003026,17.9,35.5,2,0.5,0,23.8,29.2,0.9,0.5,0
090053107001042,3,5.9,0.3,0.1,0,4,4.9,0.2,0.1,0
090053107003004,0,0,0,0,0,0,0,0,0,0
090053107003003,1.9,3.1,0.1,0.1,0,2.5,2.5,0.1,0,0
090053107003005,0,0,0,0,0,0,0,0,0,0
090053106012006,0.9,1.6,0.1,0,0,1.3,1.2,0,0,0
090053108041011,0.4,0.8,0,0,0,0.5,0.6,0,0,0
090053103002016,5.9,8.6,0.6,0.3,0,8.2,6.1,0.2,0.2,0
090053106012019,46,77,3.7,1.4,0,62.3,61.5,1.3,1.1,0
090052651001117,0,0,0,0,0,0,0,0,0,0
090052651001119,1.5,2,0.2,0.1,0,1.8,1.7,0,0,0
090052651001078,0.9,1.2,0.1,0,0,1.1,1,0,0,0
090052651001025,0,0,0,0,0,0,0,0,0,0
090052651001044,29.2,37.4,2.9,1.3,0.3,34.8,32.9,0.8,0.5,0
090052651001038,0.6,0.8,0.1,0,0,0.7,0.7,0,0,0
090052651001126,0,0,0,0,0,0,0,0,0,0
090052651001051,1.5,2,0.2,0.1,0,1.8,1.7,0,0,0
090052651001054,0,0,0,0,0,0,0,0,0,0
090052901001064,0,0,0,0,0,0,0,0,0,0
090052901001028,0,0,0,0,0,0,0,0,0,0
090052901003007,0.3,0.4,0,0,0,0.4,0.3,0,0,0
090052901002030,0,0,0,0,0,0,0,0,0,0
090052901002001,0,0,0,0,0,0,0,0,0,0
090052901003029,1.2,1.6,0.1,0.1,0,1.5,1.4,0.1,0,0
090053421001020,17.9,31.4,1.3,1.1,0.1,22.3,26.8,0.7,0.9,0
090053421001022,0,0,0,0,0,0,0,0,0,0
090053421001015,9.8,17.2,0.7,0.6,0.1,12.2,14.6,0.4,0.5,0
090054256001127,3.2,1.8,0.2,0.1,0,3.4,1.5,0.1,0.1,0
090054256001031,7.4,4.2,0.5,0.2,0,8,3.6,0.2,0.2,0
090054256001106,0,0,0,0,0,0,0,0,0,0
090054256001026,0,0,0,0,0,0,0,0,0,0
090054256001094,0,0,0,0,0,0,0,0,0,0
090054256001023,2.8,1.6,0.2,0.1,0,3,1.4,0.1,0.1,0
090052931001091,2.2,3.6,0.2,0.1,0,2.7,3.2,0,0.1,0
090052931001092,0.3,0.5,0,0,0,0.3,0.4,0,0,0
090052931001019,1.1,1.8,0.1,0.1,0,1.3,1.6,0,0,0
090052931001031,0.3,0.5,0,0,0,0.3,0.4,0,0,0
090052931001033,0,0,0,0,0,0,0,0,0,0
090052632001079,15.8,6.3,0.7,0.7,0,16.2,6,0.4,0.5,0
090052632001011,0,0,0,0,0,0,0,0,0,0
090052632002150,1.6,0.6,0.1,0.1,0,1.7,0.6,0,0.1,0
090052632001084,0,0,0,0,0,0,0,0,0,0
090052632002070,1.1,0.4,0,0,0,1.1,0.4,0,0,0
090052632002136,9.2,3.7,0.4,0.4,0,9.5,3.5,0.2,0.3,0
090052632001088,0,0,0,0,0,0,0,0,0,0
090052632001052,0.5,0.2,0,0,0,0.6,0.2,0,0,0
090052632001047,15.2,6.1,0.7,0.6,0,15.6,5.8,0.3,0.5,0
090052681001064,0.4,0.3,0,0,0,0.4,0.3,0,0,0
090052681001058,1.3,1,0.1,0,0,1.3,1,0,0,0
090052681002016,39.4,32.8,2.8,0.8,0,41.3,31.8,1,0.6,0
090052681002024,0,0,0,0,0,0,0,0,0,0
090052681002051,0,0,0,0,0,0,0,0,0,0
090052681001000,2.1,1.7,0.2,0,0,2.2,1.7,0.1,0,0
090052681001011,11.3,9.4,0.8,0.2,0,11.9,9.1,0.3,0.2,0
090052681001061,0,0,0,0,0,0,0,0,0,0
090052681002019,2.9,2.4,0.2,0.1,0,3.1,2.4,0.1,0,0
090052681002011,1.7,1.4,0.1,0,0,1.8,1.4,0,0,0
090052611002024,0,0,0,0,0,0,0,0,0,0
090052611001010,0,0,0,0,0,0,0,0,0,0
090052611002041,0.5,0.2,0,0,0,0.6,0.2,0,0,0
090052611002093,2.1,0.7,0.1,0,0,2.2,0.6,0,0,0
090052611002030,1.1,0.3,0,0,0,1.1,0.3,0,0,0
090052611002032,3.7,1.2,0.2,0.1,0,3.9,1.1,0,0.1,0
090052611002006,2.7,0.9,0.1,0.1,0,2.8,0.8,0,0,0
090052611002065,0,0,0,0,0,0,0,0,0,0
090052611003011,43.8,14.3,1.9,1,0.1,45.6,13.3,0.5,0.8,0
090052611004030,8.5,2.8,0.4,0.2,0,8.9,2.6,0.1,0.1,0
090052611004008,27.2,8.9,1.2,0.6,0.1,28.3,8.3,0.3,0.5,0
090052611002047,0,0,0,0,0,0,0,0,0,0
090052611001064,0,0,0,0,0,0,0,0,0,0
090052611004028,0,0,0,0,0,0,0,0,0,0
090052611002109,0,0,0,0,0,0,0,0,0,0
090052611002018,0,0,0,0,0,0,0,0,0,0
090052611001009,0,0,0,0,0,0,0,0,0,0
090052611001044,0,0,0,0,0,0,0,0,0,0
090052611002049,0,0,0,0,0,0,0,0,0,0
090052611001066,10.7,3.5,0.5,0.2,0,11.1,3.2,0.1,0.2,0
090052621001103,11.3,7.2,0.7,0.3,0,12.2,6.4,0.3,0.2,0
090052621003089,1.1,0.7,0.1,0,0,1.1,0.6,0,0,0
090052621001115,1.1,0.7,0.1,0,0,1.1,0.6,0,0,0
090052621003039,7.4,4.7,0.5,0.2,0,8,4.2,0.2,0.1,0
090052621001099,0,0,0,0,0,0,0,0,0,0
090052621003065,0,0,0,0,0,0,0,0,0,0
090052621001014,0,0,0,0,0,0,0,0,0,0
090052621003075,7,4.5,0.4,0.2,0,7.6,4,0.2,0.1,0
090052621001011,0,0,0,0,0,0,0,0,0,0
090052651001088,3.1,3.9,0.3,0.1,0,3.7,3.5,0.1,0.1,0
090052651001131,0,0,0,0,0,0,0,0,0,0
090052671001041,0,0,0,0,0,0,0,0,0,0
090052671004007,15.4,9.1,0.7,0.5,0,16.3,8.6,0.2,0.4,0
090052671002014,0,0,0,0,0,0,0,0,0,0
090052671002002,7.3,4.3,0.3,0.2,0,7.7,4.1,0.1,0.2,0
090052671001048,9.4,5.6,0.4,0.3,0,10,5.3,0.2,0.2,0
090052671001030,2.1,1.3,0.1,0.1,0,2.3,1.2,0,0,0
090052671001026,0.9,0.5,0,0,0,0.9,0.5,0,0,0
090052671001047,5.6,3.3,0.3,0.2,0,5.9,3.1,0.1,0.1,0
090052671004001,0,0,0,0,0,0,0,0,0,0
090052671003025,5.6,3.3,0.3,0.2,0,5.9,3.1,0.1,0.1,0
090052671003019,3,1.8,0.1,0.1,0,3.2,1.7,0,0.1,0
090052671003047,0,0,0,0,0,0,0,0,0,0
090052671003041,3,1.8,0.1,0.1,0,3.2,1.7,0,0.1,0
090052671003040,0,0,0,0,0,0,0,0,0,0
090052671003031,0,0,0,0,0,0,0,0,0,0
090052671003066,5.6,3.3,0.3,0.2,0,5.9,3.1,0.1,0.1,0
090053604005009,4.6,9.6,0.3,0.2,0,6.7,7.3,0.1,0.1,0
090053604005020,7.8,16.3,0.6,0.3,0,11.4,12.3,0.2,0.2,0
090053604006003,23.7,50.6,2.1,0.8,0,35.8,37.4,1,0.6,0
090053604006004,5.7,12.2,0.5,0.2,0,8.6,9,0.2,0.1,0
090053604006011,3.7,7.9,0.3,0.1,0,5.5,5.8,0.2,0.1,0
090053604004000,6.6,13.8,0.5,0.2,0,9.7,10.4,0.2,0.2,0
090053604004002,3.8,7.9,0.3,0.1,0,5.6,6,0.1,0.1,0
090053604006009,0.9,2,0.1,0,0,1.4,1.5,0,0,0
090053604006014,2.8,5.9,0.2,0.1,0,4.2,4.4,0.1,0.1,0
090053604004001,2.2,4.6,0.2,0.1,0,3.2,3.5,0.1,0.1,0
090053604003009,3,6.3,0.2,0.1,0,4.4,4.7,0.1,0.1,0
090053603001017,7.3,15.7,0.6,0.2,0,11.1,11.6,0.3,0.2,0
090053603002028,1.3,2.7,0.1,0,0,1.9,2,0.1,0,0
090053603002000,0,0,0,0,0,0,0,0,0,0
090053603002015,6.2,13.3,0.5,0.2,0,9.4,9.9,0.3,0.1,0
090053601001004,56,114.3,4.2,1.9,0,73.1,94.3,1.6,1,0
090053602003011,3.5,7.1,0.3,0.1,0,4.5,5.8,0.1,0.1,0
090053601005004,7,14.1,0.6,0.2,0,9.7,11.2,0.2,0.2,0
090053601004000,26.4,53.5,2.2,0.8,0,36.5,42.5,0.9,0.7,0
090053601005009,30.4,61.4,2.5,0.9,0,41.9,48.8,1,0.8,0
090053603002025,4,8.6,0.4,0.1,0,6.1,6.4,0.2,0.1,0
090053202004009,7.5,12,0.6,0.5,0,10.3,9.1,0.3,0.4,0
090053202001040,1.8,2.9,0.1,0.1,0,2.5,2.2,0.1,0.1,0
090053202001036,2.8,4.5,0.2,0.2,0,3.9,3.4,0.1,0.1,0
090053202002001,0,0,0,0,0,0,0,0,0,0
090053201002017,3,4.9,0.2,0.2,0,4.2,3.7,0.1,0.2,0
090053202003030,5.5,8.8,0.4,0.4,0,7.5,6.6,0.2,0.3,0
090053201002034,0,0,0,0,0,0,0,0,0,0
090053201001036,5.3,8.4,0.4,0.4,0,7.2,6.4,0.2,0.3,0
090053202004027,0,0,0,0,0,0,0,0,0,0
090053202001003,4.9,7.8,0.4,0.3,0,6.7,5.9,0.2,0.2,0
090053202002003,0,0,0,0,0,0,0,0,0,0
090053202001022,0,0,0,0,0,0,0,0,0,0
090053202001026,8.9,14.3,0.7,0.6,0,12.2,10.8,0.3,0.4,0
090053201002002,2.6,4.2,0.2,0.2,0,3.6,3.2,0.1,0.1,0
090053201001038,3,4.9,0.2,0.2,0,4.2,3.7,0.1,0.2,0
090053201003006,18.7,29.9,1.5,1.3,0.1,25.6,22.6,0.6,0.9,0
090053201002024,19.1,30.5,1.5,1.3,0.1,26.1,23.1,0.6,1,0
090053201002004,6.3,10.1,0.5,0.4,0,8.6,7.6,0.2,0.3,0
090053201004006,0.4,0.6,0,0,0,0.6,0.5,0,0,0
090053202003002,6.1,9.7,0.5,0.4,0,8.3,7.4,0.2,0.3,0
090053202004039,0.8,1.3,0.1,0.1,0,1.1,1,0,0,0
090053201003013,8.1,13,0.7,0.5,0,11.1,9.8,0.3,0.4,0
090053201004024,0.8,1.3,0.1,0.1,0,1.1,1,0,0,0
090053202003019,9.5,15.3,0.8,0.6,0,13.1,11.5,0.3,0.5,0
090053201002027,0,0,0,0,0,0,0,0,0,0
