GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREOWES,G20PREOOTH,G20USSRCAS,G20USSRMUR,G20USSDPER,G20USSDEDW,G20USSDPIE,G20USSDKNI,G20USSDWEN,G20USSLSIG,G20USSIMEN,G20USSOPRI,G20USSOJOH,G20USSNBIL,G20USSNBOU,G20USSNMON,G20USSNDAR
22033002-28,22,033,002-28,604.35,799.86,11.8,4.98,4.98,616.78,32.32,392.59,225.09,48.79,24.37,7,4.92,1.16,6.08,2.95,7.93,12.51,5.9,3.01
22033002-29,22,033,002-29,369.63,373.45,22.73,1.15,5.42,401.83,3.39,207.83,85.7,18.39,17.62,2.27,11.69,5.04,0.08,1.12,8.04,7.39,1.04,1.04
22033002-30,22,033,002-30,42,1448,7,6,11,74,4,708,417,128,48,12,1,6,4,1,14,7,4,1
22033002-31,22,033,002-31,45,313,0,1,5,50,5,148,66,15,17,10,3,1,5,0,8,6,1,4
22033002-32,22,033,002-32,657,470,9,1,11,646,29,242,105,45,15,5,14,3,0,4,8,4,1,1
22033002-33,22,033,002-33,998.02,73.16,10,0.03,0.03,974.86,42.85,25.64,19.13,4.27,4.36,2.05,8,1.08,0.08,0,0.03,10.33,1,1.03
22033002-34,22,033,002-34,883.21,848.08,23.01,1,2,934.22,20.01,501.04,181.02,49,31,10,8,9,6,0,13,8,5,0
22033002-35,22,033,002-35,637.16,129.93,12.03,1.02,1.02,645.1,20.16,64.59,30.86,4.75,6.11,2,8,0.02,0,1,4.05,1.1,0.02,1.02
22033002-36,22,033,002-36,914.37,510.55,43.27,3.85,10.58,944.17,34.61,295.17,117.3,34.61,15.38,6.73,17.31,0.96,1.92,2.88,0.96,9.61,0.96,0.96
22033002-37,22,033,002-37,138.9,566.81,2.53,1.11,1.03,136.08,10.66,291.45,180.7,46.89,7.36,0.3,0.04,1.03,0.04,0,3,6.21,1.11,1.11
22033003-10,22,033,003-10,428.68,432.52,12.03,4.02,5.03,428.71,22.05,199.7,123.47,38.12,26.03,5.02,8.03,3.02,0,3,0.01,10.02,0.01,0
22033003-11,22,033,003-11,106.78,308.03,2.41,3.19,3.03,106.78,7.54,119.87,111.56,14.49,16.05,2.32,1.16,0.25,1.25,1.32,4.32,6.13,3.13,1.06
22033003-12,22,033,003-12,583,788,12,5,12,579,28,368,214,66,37,14,6,6,1,0,5,14,1,2
22033003-13,22,033,003-13,526.92,176.59,11.39,2.85,0.95,531.67,4.75,80.7,34.18,19.94,6.65,4.75,7.6,2.85,0,2.85,0.95,3.8,0,0.95
22033003-14,22,033,003-14,576.94,168.11,8.02,3,1,579.92,25.03,58.05,50.03,6.01,12,5,5.01,1,1,0,3.01,3,0,1
22033003-15,22,033,003-15,1034,439,25,9,6,1041,26,217,116,32,16,12,14,1,3,1,15,5,2,0
22033003-16,22,033,003-16,610,141,3,0,9,641,8,83,21,13,6,0,3,0,0,0,0,0,0,0
22033003-17,22,033,003-17,901.57,383.73,24.5,5.23,8.25,994.28,16.1,177.8,59.75,31.63,14.09,10.13,9.88,3.76,8.13,1,2.25,4.86,0.25,0.01
22033003-18,22,033,003-18,473,709,13,5,3,503,15,328,190,45,39,9,9,1,2,0,5,9,1,0
22033003-19,22,033,003-19,1160,220,10,0,6,1226,8,140,21,6,9,4,3,1,0,1,4,2,1,1
22033003-20,22,033,003-20,191.04,784.03,10,1,6,214.04,3,319.02,281.01,56,32,5,8,3,6,0,6,2,7,1
22033003-21,22,033,003-21,574,757,12,5,6,610,19,319,220,58,43,10,4,6,4,0,8,9,5,2
22033003-22,22,033,003-22,808,110,12,0,1,826,12,79,16,9,4,2,3,1,0,1,1,3,0,1
22033003-23,22,033,003-23,537.5,545.62,21.21,5.26,11.78,612.5,12.22,291.18,145.81,20.82,16.22,5.67,11.41,1.03,1.28,3.41,3.68,2.99,1.67,1
22033003-24,22,033,003-24,104,1019,4,4,8,98,4,584,266,75,30,9,2,3,5,1,8,2,3,3
22033003-25,22,033,003-25,1210,227,10,0,9,1190,32,111,47,19,13,0,11,3,3,3,8,7,1,0
22033003-26,22,033,003-26,1481.3,257.54,24.09,3.71,5.56,1510.94,30.57,142.66,55.58,13.9,10.19,6.48,8.34,0.93,0,0,6.48,6.48,0,0
22033003-27,22,033,003-27,450.22,731.97,12.59,5.81,0.97,450.22,16.46,331.13,230.44,45.51,31.95,9.68,4.84,7.75,7.75,9.68,9.68,3.87,3.87,1.94
22033003-28,22,033,003-28,567,523,22,3,5,588,5,275,126,59,20,7,8,3,0,1,8,4,0,1
22033003-29,22,033,003-29,641.66,361.18,17.21,3.17,8.22,688.16,17.93,206.99,66.37,24.03,4.95,9.11,4.72,2.66,3.11,0,2.22,5.71,0.22,1
22033003-30,22,033,003-30,1220,288,6,1,6,1199,42,125,76,8,22,2,6,3,4,0,10,10,0,1
22033003-31,22,033,003-31,591,241,19,1,14,627,12,153,33,12,10,0,6,6,1,3,0,3,1,6
22033003-32,22,033,003-32,410.16,519.44,7.41,0.47,4.72,413.69,16.56,278.91,129.06,50.31,14.44,13.56,5,0.94,3.16,1,4.72,8.47,4.47,0
22033003-33,22,033,003-33,1181,606,37,2,4,1244,24,307,146,56,24,12,19,6,0,1,1,8,6,0
22033003-34,22,033,003-34,782,480,25,3,0,799,29,267,114,22,15,5,7,9,9,0,7,8,0,1
22033003-35,22,033,003-35,902.02,452.02,28,0,11,977.03,8,316.01,57,11,20,2,9,4,3,0,1,4,0,2
22033003-36,22,033,003-36,528.41,183.46,11.47,0,2.87,570.45,2.87,114.66,21.02,14.33,8.6,1.91,2.87,2.87,0,0,2.87,0.96,0.96,0
22033003-37,22,033,003-37,468.77,126,10.57,0.88,0,464.36,10.57,51.11,42.3,11.45,6.17,4.41,7.93,2.64,0,0,2.64,0,0,0
22033003-38,22,033,003-38,1121.55,372.91,20.06,1,5.03,1172.58,9.06,201.4,71.23,26.08,18.04,15.01,11.05,2.05,1,0,4.01,4.02,3,0
22033003-39,22,033,003-39,123,321,6,3,5,126,7,141,85,21,18,0,3,5,1,1,5,8,1,0
22033003-40,22,033,003-40,876,412,25,1,5,938,8,247,62,24,12,9,6,4,4,1,1,8,1,3
22033003-41,22,033,003-41,982,417,32,1,6,1014,17,208,122,17,15,2,17,1,1,1,1,2,1,1
22033003-43,22,033,003-43,811,217,11,4,0,827,18,146,38,6,4,2,6,1,1,0,0,7,3,0
22033003-44,22,033,003-44,63.03,816.73,1.75,0.88,0.88,61.28,4.38,408.8,238.1,44.64,35.02,6.13,0,1.75,6.13,0.88,4.38,11.38,1.75,2.63
22033003-45,22,033,003-45,740,306,21,6,3,738,30,139,79,23,11,2,17,5,1,0,3,6,0,3
22033003-46,22,033,003-46,864.59,103.83,15.97,0,3,866.59,24.96,54.91,25.96,5.99,3.99,4.99,3,1,1,1,1,0,0,0
22033003-47,22,033,003-47,1254.57,355.75,39.55,1,1.57,1294.47,39.25,154.53,101.68,18.7,9.57,0,10.56,2.71,5,4,2.42,5.42,1.28,1.28
22033003-48,22,033,003-48,851.56,297.78,16.16,4.04,4.08,884.98,19.13,169.94,53.78,24.33,6.14,5.07,11.04,3.04,1.01,0,2.04,6.06,0.02,0.01
22033003-49,22,033,003-49,412.98,373.98,10,7,1,448.97,5,216.99,86,26,9,7,2,6,3,0,0,5,1,0
22033003-50,22,033,003-50,597.27,572.83,17.11,2.03,9,656.07,9.19,297.47,121.02,26.5,22.16,18.49,16.98,4.16,2.9,4.94,4.89,7.75,0,0.97
22033003-51,22,033,003-51,349.55,231.54,17.09,5.7,2.62,367.92,5.58,118.21,56.75,26.11,6.92,0,8.26,1.45,0.58,2.62,0.29,4.83,0.58,0.99
22033003-52,22,033,003-52,501.75,458.41,25.04,2.01,2,538.78,5.01,226.22,116.11,26.05,15.01,17,10.02,8,2,0,3,6.01,2,1
22033003-53,22,033,003-53,647.45,231.09,15.94,1,7.97,653.42,14.94,102.6,58.77,20.92,10.96,1.99,11.95,11.95,1,0,1.99,3.98,1,0
22033003-54,22,033,003-54,58,288,2,4,0,68,0,159,81,21,6,2,1,0,0,0,1,1,1,0
22033003-55,22,033,003-55,67.87,1015.11,2.99,3.99,5.99,87.84,2.99,631.82,219.59,69.87,27.95,0,1,3.99,2,1,8.98,7.99,2,2
22033003-56,22,033,003-56,750.56,339.49,17.41,0.97,5.8,811.49,13.54,205.05,55.13,14.51,6.77,0,2.9,4.84,0.97,0,3.87,2.9,0,0
22033003-57,22,033,003-57,366,539,9,1,3,390,15,256,135,38,35,7,5,5,3,0,12,3,3,0
22033003-58,22,033,003-58,335,221,7,1,1,329,14,134,57,15,6,5,6,1,0,0,7,0,0,0
22033003-59,22,033,003-59,538.44,368.77,18,1.56,5.44,560.99,9.33,161,108.44,25.78,18.33,0,10,1.22,1.11,1,1,7.44,0.44,1.44
22033003-60,22,033,003-60,649.26,476.79,15.59,7.14,6.04,718.42,8.24,223.01,117.67,39.01,20.33,0.25,13.39,5.15,0,0.15,3.05,4.2,1,0.05
22033003-61,22,033,003-61,896.99,105.97,20.86,0.83,0.83,885.31,25.87,51.73,24.2,7.51,3.34,0,14.19,2.5,0,0.83,5.84,4.17,0,0
22033003-62,22,033,003-62,362,78,3,0,0,388,7,14,9,4,9,5,1,0,0,0,0,7,0,0
22033003-63,22,033,003-63,383.96,354.97,15,0,5,435.96,5,177.98,68.99,30,9,7,6,3,0,1,3,4,0,3
22033003-64,22,033,003-64,417.59,155.54,2.53,0,5.13,438.55,10.13,77.34,14.98,15.67,9.4,5.09,0.13,3.13,0,1,1.13,1.04,0.04,0
22033003-65,22,033,003-65,386.97,445.27,16.25,1.12,3.12,409.72,14.62,206.2,107.9,47.36,22.98,2.87,8,0.25,1.87,1.12,11.62,4.62,3.25,1.37
22033003-66,22,033,003-66,790,268,13,1,9,806,29,159,50,30,6,5,3,1,1,0,0,0,0,0
22033003-67,22,033,003-67,578,120,9,0,5,608,8,60,17,4,2,7,1,0,0,0,1,3,1,0
22033003-68,22,033,003-68,340.9,122.16,2.84,0.95,2.84,379.73,6.63,61.55,13.26,3.79,1.89,4.73,2.84,0,0.95,0,0.95,2.84,0.95,0
22033003-69,22,033,003-69,785.78,470.33,32.7,1.94,5.89,917.33,9.7,262.98,60.51,27.18,17.58,2.28,10.81,5.79,0.06,2,1.05,0.16,0,0.02
22033003-70,22,033,003-70,1002.44,240.51,23.59,0.03,0.2,1082.51,16.46,135.95,24.87,6.49,8.23,0,1.1,3.16,0.03,0,1.13,3.1,1,1
22033003-71,22,033,003-71,463,98,13,4,3,516,8,39,14,9,0,2,1,1,3,0,0,0,0,0
22033003-72,22,033,003-72,297.84,423.56,7.59,2.53,9.28,295.31,8.44,210.09,129.94,28.69,18.56,8.44,0,5.06,0.84,0,9.28,2.53,2.53,0
2203301-100,22,033,01-100,3.53,487.66,0,4.42,3.53,11.48,4.42,194.36,169.62,35.34,22.09,8.83,0,1.77,6.18,0.88,6.18,3.53,1.77,0.88
2203301-101,22,033,01-101,20,492,2,4,5,35,2,251,127,38,22,10,0,0,2,0,0,6,3,1
2203301-102,22,033,01-102,171,612,9,3,9,192,7,282,167,53,30,7,11,9,2,2,7,4,6,3
2203301-103,22,033,01-103,487.83,367.2,13.66,3.79,3.03,518.94,9.1,184.36,91.8,32.62,22.76,0,6.83,1.52,0.76,0,0,3.03,3.03,3.03
2203301-104,22,033,01-104,130.53,1003.37,6.97,3.99,5.98,149.46,7.97,492.22,298.92,67.75,29.89,3.99,5.98,2.99,4.98,2.99,6.97,6.97,3.99,1
2203301-105,22,033,01-105,600,184.16,6.93,0.99,0,656.43,6.93,89.11,28.71,12.87,3.96,4.95,1.98,2.97,2.97,1.98,0.99,0.99,0,0
2203301-107,22,033,01-107,191.73,229.12,7.96,0.8,2.39,190.93,7.16,134.45,45.35,13.52,11.93,1.59,8.75,3.98,4.77,1.59,2.39,3.18,2.39,0
22035000001,22,035,000001,285,123,3,2,0,269,13,46,34,8,19,3,4,1,2,0,5,2,2,2
22035000003,22,035,000003,22.86,21.87,0.99,0,0,21.87,0,4.97,3.98,0,0,0,0,0,0,0,1.99,0,0,0
22035000004,22,035,000004,38,13,0,0,0,39,0,3,4,2,0,0,0,0,0,0,0,0,0,2
22035000005,22,035,000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22035000006,22,035,000006,6.02,294.25,3,0,8.01,37.03,3,102.07,81.07,2.01,37.03,6,0,1,4,0,12.01,3,0,0
22035000007,22,035,000007,16.98,280.75,1,0,7.99,38.97,0,78.93,76.93,9.99,28.97,5,0,1,0,0,8.99,2,1,2
22035000009,22,035,000009,14.98,237.64,1,2,7.99,27.96,2,91.86,67.9,16.97,16.97,3,0,0,1,2,10.98,5.99,0,0
22035000010,22,035,000010,4.02,184.36,0,0,0.01,17.04,0,74.14,61.1,12.03,12.03,0,0,0,0,0,5.02,0.01,0,3
22035000013,22,035,000013,29,340,4,0,6,33,2,131,113,16,35,2,3,4,0,0,2,6,0,0
22035000014,22,035,000014,21.14,152.13,4.01,0,0,28.13,2,51.03,50.02,4,14,11,0,1,3,0,0.01,2,3,1
22035000015,22,035,000015,12.21,15.97,0.94,0,0,14.09,0,4.7,10.33,0,0,0.94,0,0,0,0,0,0,0,0
22035000016,22,035,000016,226,48,1,0,0,228,1,15,14,0,4,3,0,0,0,1,2,2,0,0
22035000017,22,035,000017,72.79,31.03,0.06,0,0,78.91,1,8.3,2.67,2,2,1.06,0,0,0,0,0,5,0,0
22035000018,22,035,000018,128.95,30.57,0,0,0,118.45,7.64,9.55,8.6,1.91,1.91,0,0,0,0.96,0,0,0,0,0
22035000019,22,035,000019,181,110,1,0,2,180,6,74,25,4,0,1,0,0,0,1,2,2,0,0
2203500005A,22,035,00005A,15,7,0,0,0,13,0,5,0,0,0,0,0,0,0,1,2,0,0,0
2203500005B,22,035,00005B,0,9,0,0,0,0,0,3,7,0,2,0,0,0,0,0,0,0,0,0
22037000001,22,037,000001,665.43,91.78,7.98,0,0,664.43,5.99,27.93,19.95,2.99,12.97,4.99,2,2.99,2,0,2.99,2.99,2.99,0
22037000002,22,037,000002,807.89,274.63,12.77,0.29,4.85,818.69,14.8,109.35,95.67,16.93,11.46,3.45,7.93,3.56,0.88,0,3.87,6,0,0.01
22037000003,22,037,000003,425,163,8,2,4,412,23,36,48,15,10,2,2,2,2,1,15,8,0,2
22037000004,22,037,000004,660.26,346.82,11.61,1,5,638.11,20.07,162.29,118,8.07,15.07,2,6.07,2,1,0,17.07,5,0,6
22037000005,22,037,000005,903.88,392.7,5.59,1.04,10.11,884.74,22.37,149.82,136.59,14.25,14.69,13.84,6,2.35,3.32,1.11,9.07,8.53,0.11,2.47
22037000006,22,037,000006,768.93,454,3.22,1.71,8.19,744.83,30.26,244.29,111.66,17.13,24.63,15.57,2,3.42,4.16,1.02,12.3,6.99,0.04,3.99
22037000007,22,037,000007,115,284,6,0,2,132,0,114,99,7,10,2,3,0,1,1,3,1,0,0
22037000008,22,037,000008,332,367,5,2,2,340,2,119,117,27,17,0,0,0,3,2,10,8,0,5
22037000009,22,037,000009,253,418,5,4,4,261,8,187,119,19,15,10,2,0,1,4,6,10,0,2
22037000010,22,037,000010,56.46,79.99,1.95,0.07,1.69,54.08,1.76,31.69,24.28,4.18,3.73,1.02,0.07,0.14,0.74,0.4,3.54,0.21,0.66,0.14
22037000011,22,037,000011,238.04,284.45,3.71,0.93,4.64,246.11,11.57,104.55,79.99,11.14,13.93,4.64,1.93,3.86,0.93,0.93,4.79,3.79,0,1.86
22037000012,22,037,000012,360,434,8,0,7,365,12,169,147,22,23,5,2,2,3,0,3,13,5,4
22037000013,22,037,000013,87.49,176.9,0.46,1.21,2.01,91.3,3.53,79.33,47.1,7.96,7.96,2.82,0.31,0,0.4,0.4,3.13,2.42,0,0.81
22037000014,22,037,000014,325.26,456.27,6.93,1.79,2.99,330.59,9.4,222.38,113.9,18.97,30.97,6.18,0.62,0,0.6,0.6,10.8,6.58,2,3.19
22039001010,22,039,001010,55,216,4,2,8,66,5,75,66,4,8,3,0,1,5,0,10,8,0,0
22039001020,22,039,001020,187.96,31.33,1.96,0,1.96,181.11,5.87,11.75,3.92,3.92,0,0,0,0,0,1.96,2.94,0.98,0,0
22039001030,22,039,001030,378,43,0,0,0,348,7,8,14,0,2,2,2,0,0,0,1,3,0,2
22039001031,22,039,001031,196,140,3,0,4,175,6,47,45,4,2,2,0,1,2,0,7,6,0,6
22039001040,22,039,001040,97.52,90.46,3.02,0,3.01,94.32,3.04,25.14,36.25,7,7.02,2.01,0.01,0.02,0.01,2,3.04,0.04,2,2
22039001041,22,039,001041,397.71,72.22,2.97,0,0.99,367.04,6.93,21.77,39.57,0,2.97,1.98,1.98,2.97,1.98,0,6.93,5.94,0,0
22039001050,22,039,001050,110,43,0,0,0,104,2,20,5,7,2,0,2,0,0,0,1,0,0,0
22039001060,22,039,001060,135.77,23.78,0,2.97,0,132.79,1.98,4.95,4.95,1.98,0,0,0,0,0,0,0,2.97,2.97,1.98
22039001080,22,039,001080,38,131,3,0,3,43,0,44,36,9,10,2,0,3,0,0,5,1,0,2
22039001081,22,039,001081,13,124,3,2,0,18,0,27,42,4,2,0,0,1,3,0,7,5,0,0
22039001090,22,039,001090,27,72,2,0,0,26,0,18,23,4,5,7,0,0,0,0,3,3,0,2
22039001091,22,039,001091,93.23,82.22,3,0.03,4,79.21,2.02,30.05,17.05,4.02,3,2,0,2,0,2,5,4.03,2.03,3.02
22039001100,22,039,001100,85.25,51.23,3,0.19,0,81.91,5.67,15.82,19.35,2.67,3,0.19,0,0,0,1,1.48,0.29,0,0
22039001101,22,039,001101,134.75,96.77,0,1.81,0,122.09,6.33,36.18,31.65,6.33,0,1.81,0,0,0,0,4.52,2.71,0,0
22039001110,22,039,001110,14,431,7,0,6,32,3,131,144,6,22,7,0,1,8,1,12,9,3,8
22039001120,22,039,001120,27,226,3,0,4,35,0,81,62,6,10,2,0,0,2,4,3,4,0,2
22039001130,22,039,001130,415,34,2,0,1,379,9,17,7,2,2,0,3,0,0,6,4,4,0,0
22039001140,22,039,001140,335,24,2,2,3,320,7,8,7,0,0,0,2,0,0,1,0,3,0,3
22039001150,22,039,001150,353,51,3,0,0,339,6,5,19,4,2,0,2,0,0,1,4,4,0,1
22039001160,22,039,001160,10,260,6,0,1,23,4,77,71,6,7,2,0,0,5,0,9,8,0,1
22039001161,22,039,001161,48,7,0,0,0,47,0,0,4,0,0,0,0,0,0,0,1,0,0,0
22039001162,22,039,001162,42,75,0,0,0,43,3,20,35,4,2,0,0,0,0,0,0,0,0,0
22039001170,22,039,001170,35,160,2,2,1,46,4,45,45,4,7,0,0,1,0,0,1,5,0,4
22039001171,22,039,001171,117,20,0,0,0,109,0,3,10,0,2,0,2,0,0,0,0,1,0,0
22039002010,22,039,002010,487,36,6,0,3,458,18,13,10,0,0,0,1,2,2,3,5,6,0,1
22039002020,22,039,002020,297,75,0,1,0,263,10,20,26,4,3,2,0,0,3,1,5,9,0,0
22039002030,22,039,002030,379.78,43.9,0.95,0,0,355.93,5.73,16.22,16.22,3.82,1.91,1.91,0,0,0,0,0,5.72,0,0
22039002040,22,039,002040,315.93,184.62,0.99,0,0,287.3,9.87,80.96,56.27,5.92,11.85,0,3.95,3.95,1.97,0.99,2.96,3.95,0,0.99
22039003010,22,039,003010,401,63,4,0,3,380,9,18,23,2,2,2,0,1,2,1,5,6,0,0
22039003020,22,039,003020,146.25,165.75,2.92,0.97,5.85,146.25,3.9,65.32,47.77,8.77,7.8,8.77,0,0,0.97,0,6.82,7.8,0,0.97
22039003030,22,039,003030,324,215,3,1,14,297,12,74,68,4,14,9,3,5,3,0,10,8,0,1
22039003031,22,039,003031,154,53,3,0,1,154,3,22,16,0,3,0,0,0,0,0,1,3,0,0
22039003032,22,039,003032,104,44,1,0,3,100,3,24,14,0,2,0,0,0,1,0,1,0,0,0
22039003040,22,039,003040,577.21,118.03,6.02,0.01,3,521.23,22.01,52.46,36.2,2.05,3.08,2.02,0,0,0,1,6.02,10.01,1,1.01
22039003050,22,039,003050,391,32,1,1,0,363,7,12,7,4,2,0,3,0,1,0,0,4,0,0
22039003051,22,039,003051,66,5,0,0,0,63,2,0,2,0,0,0,0,0,0,0,0,2,0,0
22039003052,22,039,003052,20,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22039003060,22,039,003060,51.79,252.97,3.98,2.99,1,56.77,1.99,111.54,49.8,12.95,19.92,4.98,0,0,1,0,4.98,1.99,1,2.99
22039003070,22,039,003070,268.35,34.71,0.11,0.03,1.15,254.56,6.29,14.21,8.76,2.35,5.26,0.29,0,0,1.03,0,4.18,0.39,0,0.03
22039003071,22,039,003071,23,0,1,0,0,21,3,2,0,0,0,0,0,0,0,0,0,0,0,0
22039004001,22,039,004001,487,29,1,0,1,432,22,5,14,4,3,5,3,5,3,0,4,2,0,1
22039004010,22,039,004010,294.47,10.64,0,0.02,0,273.1,3.06,8.24,3.27,4.06,0,0,0.02,0.03,0,0,0.05,0.02,0,0.05
22039004011,22,039,004011,107,9,0,0,3,101,3,3,2,0,0,2,0,0,0,0,0,4,0,0
22039004012,22,039,004012,62,5,0,0,0,51,0,0,3,0,2,0,0,0,0,0,0,1,0,1
22039004020,22,039,004020,178.48,2.89,0,0.96,0.96,171.72,5.79,1.93,4.82,1.93,0,0,0,0,0,0,0.96,0,0,0
22039004021,22,039,004021,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22039004030,22,039,004030,503,56,3,0,0,468,15,20,28,0,5,0,1,0,0,0,0,5,0,1
22039004040,22,039,004040,129.21,3.29,0,0,0,108.98,9.17,0.12,5,0.12,0,0,0,0,0,0,1,1,0,0
22039005004,22,039,005004,250,10,0,0,0,219,7,0,12,0,2,0,1,0,1,0,0,2,0,0
22039005010,22,039,005010,275.14,84.83,1.09,0,0.1,260.66,10.81,37.73,21.67,0.07,2.99,1.99,0.04,1.09,0,0,3.1,2.03,0,1
22039005020,22,039,005020,217.53,40.36,0,0.98,0,193.9,3.94,14.76,16.73,3.94,0,0,0.98,1.97,0,0,2.95,0.98,0,2.95
22039005030,22,039,005030,239.92,11.46,0.94,0,0.94,224.01,9.37,4.77,4.75,0,0.04,0,0,0.94,0,0,0.01,0,0,0
22039005040,22,039,005040,418,19,1,0,0,401,6,7,7,4,2,0,0,0,0,0,0,1,0,0
22039005041,22,039,005041,328.07,36.67,0.96,0,0.96,315.53,5.79,14.47,11.58,1.93,0,0,0.96,0.96,0,0,2.89,0.96,0,0
22039005050,22,039,005050,101.79,4.71,0,0,0,98.02,2.83,1.88,0,1.88,0,0,0,0,0,0,0,0,0,0
2203902010A,22,039,02010A,81,3,0,0,0,78,0,0,3,0,0,0,0,0,0,0,0,0,0,0
22041000001,22,041,000001,240.5,47.52,2.03,0,1.96,229.95,6.53,32.6,3.99,1.96,6.02,2.95,0.06,0,0.06,0.03,3.01,0,0,0.03
22041000002,22,041,000002,349,13,4,0,0,337,7,0,6,2,0,0,0,2,0,0,2,2,0,2
22041000003,22,041,000003,427.75,47.64,0,0,1.98,376.14,5.95,19.85,25.8,0,3.97,0,0,1.98,1.98,0,1.98,2.98,1.98,0
22041000004,22,041,000004,117.97,46.04,0,0,0,117.01,1.92,23.98,5.75,8.63,3.84,0,0,0,0,0,1.92,0,0,0
22041000006,22,041,000006,705.85,105.66,0.11,0,2,668.77,15.16,45.97,20.03,2.15,6.15,3.11,2.07,2.03,0,0,3.03,5,0,3
22041000012,22,041,000012,405,67,4,0,2,408,7,20,13,4,6,5,2,2,0,2,1,2,0,0
22041000013,22,041,000013,366.62,37.02,0.01,0,1.96,338.23,16.59,12.66,12.69,1.94,0,2.91,1.96,0,0,0,0.99,2.92,0.01,0.98
22041000014,22,041,000014,323,187,4,0,2,319,9,36,47,28,17,10,5,5,2,0,4,3,0,1
22041000016,22,041,000016,56,465,4,0,7,60,6,144,124,56,21,10,2,2,9,3,8,6,4,0
22041000018,22,041,000018,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22041000019,22,041,000019,405.14,53.7,1.99,0,0.18,403.59,7.28,15.69,14.29,4.51,2.23,2.98,0.12,0,0.12,0,0.24,2.29,2.17,0.99
22041000020,22,041,000020,102,265,2,0,2,120,6,101,66,17,13,5,0,0,2,3,10,3,1,0
22041000021,22,041,000021,435.82,28.48,0,0,2.07,423.25,5.49,7.29,15.51,0.2,0.09,0,5.04,0,0.04,0,1.09,3.11,0.07,0
22041000022,22,041,000022,110,36,0,0,0,109,2,10,6,6,2,3,0,0,2,0,0,0,0,1
22041000024,22,041,000024,80,551,6,3,8,115,15,104,194,77,35,3,0,0,3,0,16,14,9,4
22041000026,22,041,000026,134,11,4,0,0,120,7,5,4,0,2,0,4,0,2,0,0,0,1,0
22041000027,22,041,000027,201,114,0,0,1,186,15,25,34,13,11,2,0,0,3,0,1,0,1,1
22041000030,22,041,000030,857.5,55.37,4.03,4.98,1,826.43,28.02,11.23,24.12,4,4,1.99,2.01,0,0.02,0,4,1,1.01,0
22041000031,22,041,000031,574.87,61.53,0,0,2.75,550.99,20.2,11.94,21.12,8.26,3.67,0,1.84,0,1.84,0,3.67,4.59,2.75,0
22041000032,22,041,000032,528,76,2,0,0,514,7,30,17,9,0,5,0,2,2,0,0,0,1,0
22041000033,22,041,000033,225,38,2,0,0,215,9,18,15,4,0,2,0,0,0,0,0,0,0,0
2204100004A,22,041,00004A,48.03,3.96,0,0,0,46.99,2.08,1.02,2.25,0.37,0.16,0,0,0,0,0,0.08,0,0,0
2204100004B,22,041,00004B,193,345,5,0,3,193,11,164,58,23,29,2,0,4,9,0,8,12,0,0
2204100013A,22,041,00013A,71,4,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220430001-1,22,043,0001-1,173,68,1,0,2,154,6,25,22,3,2,5,1,0,2,0,4,3,0,3
220430001-2,22,043,0001-2,191.63,33.36,2.57,0,0,171.1,10.27,14.54,1.71,4.28,5.99,0,2.57,0,1.71,1.71,3.42,0.86,0,2.57
220430001-3,22,043,0001-3,406,27,5,0,0,364,12,6,13,3,9,7,1,0,0,0,1,4,2,0
220430002-1,22,043,0002-1,81,10,2,0,0,79,2,4,9,0,0,0,0,0,0,1,1,0,0,0
220430002-2,22,043,0002-2,258.53,27.01,0.15,0,3,240.3,4.62,0.88,17.1,0.26,0.36,2,0.15,2,0.1,1.1,3.21,4.05,2,1.15
220430002-3,22,043,0002-3,217,0,1,0,2,191,10,0,7,0,0,2,1,0,2,0,3,1,2,0
220430002-5,22,043,0002-5,387,21,6,0,3,376,10,4,13,0,0,2,3,0,0,0,3,1,0,1
220430003-1,22,043,0003-1,37,233,0,0,3,45,0,44,81,8,16,5,1,0,0,0,6,5,0,3
220430003-2,22,043,0003-2,112,151,9,0,0,102,7,44,54,0,13,2,2,2,0,3,5,7,0,4
220430003-3,22,043,0003-3,34,83,1,0,0,34,2,19,29,3,7,2,0,2,0,0,1,0,0,0
220430004-1,22,043,0004-1,485,45,3,0,3,458,7,17,22,5,0,2,1,2,0,1,3,4,0,0
220430004-2,22,043,0004-2,484,48,8,0,4,453,16,10,13,3,5,0,0,3,5,0,5,4,0,1
220430004-3,22,043,0004-3,221,25,2,0,0,216,3,10,4,0,9,0,0,2,0,1,0,1,0,1
220430005-1,22,043,0005-1,492.4,30.34,7.67,0,1,462.81,18.46,9.02,12.43,0.27,2.32,5.05,4.27,2.11,0.16,0.03,1.22,3.08,0,1
220430005-2,22,043,0005-2,397,19,3,0,0,359,13,4,7,8,7,0,3,1,7,0,1,4,0,0
220430005-3,22,043,0005-3,270,23,2,0,0,253,13,4,11,2,2,0,0,0,0,0,0,0,0,0
