GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREOWES,G20PREOOTH,G20USSRCAS,G20USSRMUR,G20USSDPER,G20USSDEDW,G20USSDPIE,G20USSDKNI,G20USSDWEN,G20USSLSIG,G20USSIMEN,G20USSOPRI,G20USSOJOH,G20USSNBIL,G20USSNBOU,G20USSNMON,G20USSNDAR
22071013-10,22,071,013-10,137,276,7,1,2,167,0,195,34,11,13,12,0,2,0,0,0,2,0,0
22071013-11,22,071,013-11,50,678,7,3,3,68,0,398,111,54,36,10,3,2,2,2,6,6,0,1
22071013-12,22,071,013-12,22,388,3,3,0,30,0,272,59,35,2,10,3,0,2,2,0,0,0,0
22071013-13,22,071,013-13,40,297,4,6,0,52,0,175,45,57,6,5,3,0,0,0,3,0,1,0
22071013-14,22,071,013-14,53,485,6,3,2,81,2,293,95,38,17,2,2,0,3,0,0,10,3,1
22071013-15,22,071,013-15,50,337,0,1,3,52,3,216,70,30,8,5,0,0,0,0,4,2,0,1
22071013-16,22,071,013-16,72,292,7,3,3,79,2,219,48,22,6,5,5,0,0,0,2,2,0,3
22071014-10,22,071,014-10,188,248,7,3,3,223,2,157,27,27,4,5,2,3,2,0,1,2,0,0
22071014-11,22,071,014-11,143,251,7,1,2,193,3,139,25,14,13,2,2,2,2,2,1,3,0,0
22071014-12,22,071,014-12,84,312,10,0,0,112,2,213,25,27,8,7,3,2,3,2,0,3,0,0
22071014-14,22,071,014-14,207,190,7,0,0,250,0,142,9,5,2,2,2,0,0,0,0,0,0,0
22071014-15,22,071,014-15,199,200,7,1,3,228,2,157,5,22,8,2,2,0,3,0,0,2,0,0
22071014-16,22,071,014-16,162,395,9,3,7,188,5,296,36,38,8,2,10,0,2,0,0,2,1,0
22071014-17,22,071,014-17,87,195,10,1,7,108,0,154,14,27,0,7,3,3,0,0,1,0,1,0
22071014-19,22,071,014-19,109,365,12,0,5,130,0,278,36,35,8,5,7,2,2,3,0,3,0,1
22071014-20,22,071,014-20,190,456,13,3,0,220,10,321,50,19,13,17,9,5,2,2,1,6,0,0
22071014-21,22,071,014-21,123.5,322.9,12.2,0.9,2.8,161,0,193.7,40.2,30.9,7.5,6.6,6.6,0,1.9,1.9,0,1.9,2.8,0.9
22071014-23,22,071,014-23,29,378,1,3,0,32,3,178,79,30,13,7,0,0,2,2,1,3,1,1
22071014-25,22,071,014-25,83.5,385.1,1.8,3.1,2.2,89,2,247.3,56.8,40.1,13.5,15.4,2.5,3,2.1,0.1,1,3.1,0.2,1.1
22071014-26,22,071,014-26,19,513,1,1,2,25,3,190,125,35,39,2,3,3,5,2,12,10,3,0
22071015-10,22,071,015-10,18,632,4,7,3,19,2,293,170,33,27,15,0,2,3,2,13,6,0,4
22071015-11,22,071,015-11,10.7,635.5,3,1,3,27.5,3.1,239.4,188.3,44.9,17.4,12.2,0,3,2,3,7.2,6.2,3,0.1
22071015-12,22,071,015-12,32,231,0,3,2,17,3,113,75,11,6,0,0,0,3,0,4,2,0,3
22071015-13,22,071,015-13,32,516,4,0,3,29,8,190,166,33,19,17,3,0,8,0,10,6,6,0
22071015-14,22,071,015-14,127,383,7,3,0,127,0,195,111,24,15,10,3,0,0,0,6,7,0,1
22071015-15,22,071,015-15,50,683,4,4,5,47,2,267,221,27,29,7,5,3,3,1,4,12,3,6
22071015-16,22,071,015-16,108,439,4,7,2,103,8,275,104,33,8,2,3,2,2,3,1,4,3,0
22071015-17,22,071,015-17,143,332,9,1,0,154,2,222,73,16,11,7,7,2,2,0,1,3,1,3
22071015-18,22,071,015-18,103,269,3,1,0,93,5,124,64,5,13,2,7,5,3,1,1,15,0,0
22071015-19,22,071,015-19,3,691,3,1,0,14,5,305,197,30,8,17,0,2,12,0,6,6,0,0
22071016-1A,22,071,016-1A,64,368,3,0,0,73,1,216,61,24,17,2,3,0,2,0,3,6,0,1
22071017-10,22,071,017-10,32,451,4,0,2,34,3,267,77,38,23,10,3,2,3,3,1,6,1,1
22071017-11,22,071,017-11,14,551,0,1,3,22,0,228,147,38,19,7,5,0,2,1,7,6,1,3
22071017-12,22,071,017-12,31,363,3,0,2,22,3,157,111,11,19,2,5,2,3,0,7,2,1,1
22071017-13,22,071,017-13,6,531,1,0,2,22,1,240,98,38,25,2,0,2,2,0,15,4,1,3
22071017-14,22,071,017-14,22,831.5,3.8,4.4,15.2,32.4,5.2,341.8,212.3,48.8,22.3,12.9,5.8,2.1,2.2,1.1,9.5,4.4,1.2,3.1
22071017-15,22,071,017-15,26.4,543,1,0,0,34.2,2.9,246.1,134.8,29.3,16.6,11.7,0,2,0,1,5.9,8.8,0,1
22071017-16,22,071,017-16,36.3,687,4.8,4.8,2.3,29.5,1.8,357.1,158,56,33.6,12.2,3.8,3.5,7.5,0.3,4.9,12.7,1.3,0.2
22071017-17,22,071,017-17,246.6,135,4,0,0,272.8,5.1,61.9,8.2,0.7,8.4,0.3,7,0,0,1,0.1,2.2,0,0
22071017-18,22,071,017-18,317,218,10,3,2,363,5,130,25,8,2,12,7,2,3,0,1,2,0,0
22071017-19,22,071,017-19,386,345,20,0,2,430,10,216,48,38,4,0,5,3,3,0,1,3,0,0
22071017-20,22,071,017-20,563,383,17,1,2,586,16,160,70,35,23,12,20,7,0,3,0,2,1,3
2207104-17A,22,071,04-17A,297,190,20,2,3,352,5,118,14,22,0,3,4,4,0,3,2,0,0,0
2207107-25A,22,071,07-25A,10,370,4,3,0,14,2,216,100,19,6,5,2,0,0,0,4,2,2,0
2207107-27B,22,071,07-27B,6,508,2,0,3,14,0,249,150,27,21,7,0,0,2,0,6,5,2,2
2207107-28A,22,071,07-28A,18,470,4,3,9,22,2,222,104,38,13,7,0,2,3,2,4,6,5,2
2207107-37A,22,071,07-37A,57.9,376,7,3,2,52,2,157.3,138.4,41,15,7,5,2,3,2,0,4,2,0
2207109-28C,22,071,09-28C,13,569,4,4,3,30,2,204,193,35,19,7,0,0,2,0,15,9,3,0
2207109-30A,22,071,09-30A,13,264,0,3,3,19,2,83,86,11,15,2,7,0,0,0,4,3,0,1
2207109-31A,22,071,09-31A,14,423,0,6,2,8,2,190,143,33,27,5,2,3,3,0,4,4,3,1
2207109-31B,22,071,09-31B,6,274,1,0,0,7,0,124,89,19,6,7,2,2,5,0,4,2,0,0
2207109-31D,22,071,09-31D,21,503,1,0,7,24,3,240,116,52,19,2,0,2,3,0,6,2,8,0
2207109-34A,22,071,09-34A,6,383,0,3,2,5,3,142,154,14,21,5,0,2,3,0,3,4,2,0
2207109-35A,22,071,09-35A,5,157,0,1,0,5,0,68,52,11,8,2,0,2,0,0,2,0,0,0
2207109-36B,22,071,09-36B,13,622,3,3,3,17,3,225,214,41,27,12,2,3,9,2,10,4,3,3
2207109-38A,22,071,09-38A,2,256,0,0,0,3,0,107,77,25,15,2,0,0,0,0,0,0,3,0
2207109-39B,22,071,09-39B,14.3,299.3,1,1.1,0.8,13.8,3,132.9,90.9,17.9,10.2,7.2,0.2,2,0.2,0.2,3.2,3.7,3,0.4
2207109-40A,22,071,09-40A,41,510.8,4.1,1,3.1,38.2,3.5,204.3,180.6,26.6,17.1,2.9,0,7,5.5,2.1,4.2,10.2,1.1,1
2207109-40C,22,071,09-40C,35.1,321.3,1,6,2,36,3,157.7,84,11.6,13.3,7,2,0,3,2,0,6.1,0,1
2207109-41A,22,071,09-41A,158.7,182.8,1,1,0,143.3,2.9,77,43.3,4.8,12.5,4.8,0,1.9,4.8,0,3.9,6.7,0,0
2207109-41B,22,071,09-41B,312.5,647.6,7,4,3,237.1,19,233.2,211.1,48.9,25.5,12.1,0,7,5.1,5,33.1,9.2,5,0
2207109-41C,22,071,09-41C,278.8,301,1,0,0.8,241.5,2.8,96.3,94.6,13.7,16.9,2,0,2,0.8,3.7,15.4,4.5,0.3,1.2
2207109-41D,22,071,09-41D,146.1,150.5,0,0,2.2,121.9,2.2,65.3,47,8.1,5.9,0,0,0,2.2,2.2,7.3,4.4,0.7,0.7
2207109-42C,22,071,09-42C,15.8,700.2,1,6.9,0,21.8,2,326.4,202.7,37.6,28.7,2,2,0,6.9,3,8.9,9.9,3,4
2207109-43A,22,071,09-43A,35,777,1,1,0,41,0,318,217,57,34,10,2,3,3,3,7,10,6,3
2207109-43B,22,071,09-43B,5,411,1,1,0,5,0,216,125,19,21,10,0,0,2,0,6,2,0,1
2207109-43C,22,071,09-43C,19,518,3,4,2,25,0,249,182,27,15,7,0,2,3,2,3,4,1,3
2207109-43E,22,071,09-43E,13,286,4,1,2,19,0,121,82,35,21,0,0,2,2,0,0,4,5,0
2207109-43F,22,071,09-43F,18,403,0,0,0,20,0,181,150,41,11,0,0,0,0,0,2,0,0,0
2207109-43G,22,071,09-43G,8,330,0,0,3,8,0,163,98,22,13,5,0,0,0,0,0,3,1,1
2207109-43H,22,071,09-43H,6,238,0,3,0,12,0,92,68,22,11,0,0,0,2,0,4,4,0,1
2207109-43I,22,071,09-43I,29,365,0,3,0,25,0,198,109,16,8,5,0,0,3,0,6,4,1,0
2207109-43J,22,071,09-43J,10,368,1,1,5,5,2,157,129,22,11,10,3,0,3,0,7,2,1,4
2207109-43K,22,071,09-43K,14,541,3,6,0,20,2,207,186,44,23,0,3,2,2,0,6,3,3,0
2207109-43L,22,071,09-43L,13,418,1,1,0,10,0,178,147,19,8,20,0,2,3,0,2,9,0,1
2207109-43M,22,071,09-43M,5,637,3,4,5,29,3,219,210,54,21,20,2,0,7,3,4,4,5,0
2207109-43N,22,071,09-43N,11,441,1,1,0,10,0,216,127,33,23,5,0,0,5,0,2,2,0,0
2207109-44A,22,071,09-44A,19,403,0,0,2,20,3,169,104,22,15,7,0,2,5,0,2,3,3,3
2207109-44B,22,071,09-44B,27,787,1,3,2,29,7,243,246,57,43,15,2,2,10,2,7,9,6,1
2207109-44D,22,071,09-44D,13,478,1,4,2,22,2,216,154,27,8,5,0,0,7,0,6,4,0,0
2207109-44E,22,071,09-44E,24,627,1,3,0,29,2,284,191,35,17,5,2,2,3,2,2,6,6,3
2207109-44F,22,071,09-44F,16,706,1,3,0,29,5,362,191,25,25,5,0,0,10,0,6,4,3,1
2207109-44G,22,071,09-44G,13,615,1,1,2,25,2,240,197,25,25,7,0,0,9,3,6,19,0,0
2207109-44I,22,071,09-44I,52,207.2,0.9,0,1.9,42.8,6.5,82.7,73.4,20.4,1.9,11.2,0,0,6.5,1.9,2.8,2.8,0.9,0
2207109-44J,22,071,09-44J,34,454,0,1,5,37,2,195,145,25,19,7,0,3,5,0,9,3,1,1
2207109-44L,22,071,09-44L,14,403,3,0,2,14,2,175,138,14,15,10,0,0,5,0,4,3,0,0
2207109-44M,22,071,09-44M,47,294,3,1,3,49,3,169,68,22,6,7,2,0,0,0,2,3,1,1
2207109-44N,22,071,09-44N,16.6,510.7,0.1,1,0,16.1,2.1,223.8,138.4,33.7,20.1,15.2,0.1,2.2,3.3,2,3.2,3.2,5.1,1
2207109-44O,22,071,09-44O,15.4,705.3,2.9,1,0,30.9,2.9,214.2,259.6,18.3,29.9,6.8,1.9,6.8,8.7,0,6.8,6.8,2.9,1
2207109-44P,22,071,09-44P,102.9,667.7,3,0,2,95,3,338.3,184,53.4,30.7,5,3,2,3,0,4,8.9,3,1
2207109-44Q,22,071,09-44Q,16,541,0,3,3,19,5,284,145,25,13,12,0,2,0,0,3,7,1,1
2207109-45A,22,071,09-45A,83.6,8,1,0,0,84.5,2,6,0,0,0,2,0,2,0,0,2,0,0,0
2207114-13A,22,071,14-13A,98,622,10,1,5,118,3,451,82,63,13,7,9,3,2,0,3,3,0,0
2207114-18A,22,071,14-18A,128,314,3,1,2,161,2,213,32,38,2,7,2,0,3,0,3,0,0,1
2207114-24A,22,071,14-24A,101,408,9,3,2,117,5,293,50,22,21,17,3,0,0,0,0,4,0,0
2207115-12A,22,071,15-12A,26.3,542.5,1,0,2,18.5,2.9,216.6,172.7,37.1,16.6,6.8,0,2,2,1,5.8,6.8,0,3.9
2207115-13A,22,071,15-13A,39,574,0,3,9,42,7,293,159,35,23,10,0,0,2,1,6,2,3,1
2207115-13B,22,071,15-13B,16,787,3,3,3,27,5,299,248,27,34,15,2,0,14,1,7,6,5,0
2207115-14A,22,071,15-14A,35,259,3,1,0,37,3,133,64,8,10,5,0,5,0,0,4,0,1,0
2207115-14B,22,071,15-14B,51,408,6,3,5,57,3,228,111,19,19,7,0,2,2,0,4,3,1,1
2207115-14C,22,071,15-14C,104,337,3,1,2,98,8,178,104,19,10,2,2,7,3,0,1,3,0,4
2207115-14D,22,071,15-14D,27,330,1,4,0,27,0,124,123,33,15,7,0,2,2,0,1,0,1,3
2207115-14E,22,071,15-14E,43,564,0,1,3,47,3,249,163,38,17,5,3,2,0,0,12,7,1,3
2207115-14F,22,071,15-14F,64,213,1,3,3,68,5,113,64,22,4,2,0,0,0,1,1,4,0,0
2207115-14G,22,071,15-14G,40,787,3,3,3,42,3,270,202,33,23,17,3,2,20,1,7,13,1,1
2207115-15A,22,071,15-15A,117,342,7,3,2,123,7,139,102,33,4,10,2,5,0,1,6,0,3,3
2207115-15B,22,071,15-15B,120,213,7,0,0,123,3,130,36,16,4,0,3,2,0,0,1,9,1,1
2207115-17A,22,071,15-17A,137,256,6,1,0,135,5,136,61,19,10,10,3,2,0,0,0,2,0,1
2207115-17B,22,071,15-17B,165,388,6,4,2,166,5,225,95,19,13,17,3,2,2,3,3,0,0,1
2207115-18A,22,071,15-18A,137,406,1,3,2,150,3,222,91,30,4,7,3,3,3,0,1,7,5,3
2207115-18B,22,071,15-18B,77,693,3,4,0,69,0,377,179,35,34,17,2,5,8,1,6,7,1,0
2207115-18C,22,071,15-18C,170,408,9,0,7,186,3,222,98,33,21,17,5,2,5,0,4,4,0,1
2207115-18D,22,071,15-18D,78.4,1009.5,9.4,11.7,5.8,71.8,3.4,417.3,341.4,59,47.4,13.7,9.3,5.5,7.5,3.4,10.7,8.1,5.1,0
2207115-18E,22,071,15-18E,279,685,4,7,3,287,0,427,141,38,17,12,5,3,5,0,4,13,1,1
2207115-18F,22,071,15-18F,176.6,811.4,3.7,9.3,9.3,191.5,4.7,435.9,205.4,55.8,21.4,18.6,2.8,6.5,4.7,4.7,6.5,9.3,0,0
2207115-19A,22,071,15-19A,489.4,394.2,8.1,0.6,2.4,499.1,13.2,215.8,77.3,15.7,13.5,2.5,4,2.8,0.5,3,9.6,5.4,0,1.5
2207115-19B,22,071,15-19B,8,483,3,3,3,10,0,204,141,30,15,5,3,3,0,0,7,3,3,1
2207115-19C,22,071,15-19C,82,707.1,5.9,1,4.9,52.7,1,300.8,202.2,32.2,30.3,11.7,2,2,4.9,1,9.8,14.7,2.9,0
2207117-13A,22,071,17-13A,3,375,1,0,3,10,0,190,88,11,15,2,0,0,0,0,4,4,1,0
2207117-18A,22,071,17-18A,406,294,19,3,3,444,12,160,50,24,8,5,9,7,2,0,6,4,0,0
22071ZZZZZZ,22,071,ZZZZZZ,0.2,7.8,0,0.1,0,0.2,0,3.6,2.3,0.4,0.3,0,0,0,0.1,0,0.1,0.1,0,0
22073000001,22,073,000001,1071,162.1,13.9,3,3,1069,16.9,90.5,40.8,10.9,9.9,2,0,5,2,0,3,7,0,0
22073000002,22,073,000002,1042.6,219.1,12.3,1,3,970.1,55.1,82.6,78.5,11.4,13.1,6,3.3,5.1,0,3,7,6,0,2
22073000003,22,073,000003,229,772,7,4,6,256,3,344,235,52,42,9,4,5,5,2,12,6,6,2
22073000004,22,073,000004,695.3,380.7,7.1,0,0.1,689.6,12.5,170.6,103.1,16,23.1,0.1,3,3.1,2,0,4.1,4,8.9,0
22073000005,22,073,000005,476.9,531.2,4.9,0,0,481.8,10.9,198.4,170.8,37.5,35.5,8.9,4,4.9,3,2,11.8,5.9,3,3
22073000006,22,073,000006,1204.2,220.6,13.9,1,5,1186.3,30.8,65.6,54.6,24.8,24.8,6,6,6,5,5,8,8,0,1
22073000007,22,073,000007,1006.1,331.8,17.1,0,5,991.2,42.1,169.6,87.2,36.5,19.5,0.1,6,2.1,3,0,4.2,4.1,0,0
22073000008,22,073,000008,836,424,5,1,6,812,14,150,140,38,19,9,3,6,5,2,6,12,2,1
22073000009,22,073,000009,522,680,9,4,5,495,23,279,208,34,44,15,4,2,5,3,16,6,6,5
22073000010,22,073,000010,50,336,5,1,0,68,3,127,118,20,25,2,2,2,2,0,4,1,0,0
22073000011,22,073,000011,39,652,1,1,5,55,6,302,157,36,29,13,0,5,3,3,11,10,2,4
22073000012,22,073,000012,16.9,491,3,0,5,31.9,5,181.3,167.3,44.8,14.9,9,0,2,3,0,7,7,4,3
22073000013,22,073,000013,32,495,3,0,3,41,0,205,137,36,30,6,0,2,3,2,18,6,0,1
22073000014,22,073,000014,15,757,5,4,6,41,3,325,243,36,36,13,3,0,2,2,11,4,3,0
22073000015,22,073,000015,13.1,522.2,3.5,3.5,4.3,38.3,7,213.2,129.7,43.5,31.3,5.2,2.6,0,2.6,0,3.5,6.1,2.6,0
22073000016,22,073,000016,22,572,1,0,8,34,3,230,164,38,32,9,0,3,2,0,10,4,7,3
22073000017,22,073,000017,49.5,470.5,5.1,0,3,50.1,3.4,245,119.8,18.4,17.6,13.2,3,0,6.1,0,6.1,6.1,2,4
22073000018,22,073,000018,77.2,1269.7,4.1,5.1,9.7,93.7,6.2,498.5,340.4,97.6,71,39.6,3.4,5.9,7.7,1.2,32.8,7.8,3.7,1.8
22073000019,22,073,000019,19.6,708.2,0.9,0.9,5.3,30.2,5.3,340.3,182.2,49.8,37.3,7.1,0,0,7.1,1.8,9.8,3.5,2.7,2.7
2207300001A,22,073,00001A,577.5,47.1,6.7,0,0,577.4,8.7,7.7,14.4,8.6,1.9,1.9,6.7,2.9,0,0,0,0,0,0
22073000020,22,073,000020,44.7,301.9,0.5,0.5,2.5,46.2,2.5,124,95.4,25.1,14.6,5.5,1,1,1.5,1,5.5,3.5,1,0.5
22073000021,22,073,000021,138.8,471.8,3,1.1,3.1,154.9,5,184,151.6,29.8,25.6,0.5,2,2.1,11,2,8.4,8,0,3
22073000022,22,073,000022,25,804,8,4,9,55,0,336,230,38,40,17,3,2,11,1,11,10,6,11
22073000023,22,073,000023,13,729,4,3,6,41,3,309,207,36,59,8,0,0,3,1,11,8,0,3
22073000024,22,073,000024,23,1023,4,6,12,73,2,413,258,71,51,17,2,3,11,1,23,11,6,1
22073000025,22,073,000025,468.5,170.4,0,1,2,440.4,21,78.2,44.1,7.1,13,0,2,3,0,0,7,3,2,1
22073000026,22,073,000026,251,191,3,0,5,256,6,66,48,14,10,8,0,2,0,0,3,6,2,1
22073000027,22,073,000027,95,226,4,4,0,102,6,59,59,11,23,6,3,3,0,1,3,4,0,0
22073000028,22,073,000028,110,185,5,0,2,102,6,66,68,9,15,4,2,3,0,0,4,3,0,0
22073000029,22,073,000029,49.2,119,1,0,4.9,55.1,2,52.1,34.4,6.9,3.9,2,2,0,2,0,1,0,0,0
22073000030,22,073,000030,72.1,327.1,1,0,2,84.2,3,129.8,79.7,25.2,19.1,6,2,0,2,1,8,6,4,3
22073000031,22,073,000031,359.2,265.3,4.9,0,0.1,338.8,16.7,95.8,85.8,19.7,28.5,7.9,0,2,3,1,5.9,3.9,2,1
22073000032,22,073,000032,1165,170,21,0,3,1121,51,44,54,9,11,2,10,6,0,3,7,10,3,1
22073000033,22,073,000033,1055,148,21,0,3,1032,44,55,35,23,11,2,12,5,5,1,1,0,0,0
22073000034,22,073,000034,115,65,1,1,0,104,12,19,28,7,6,0,2,0,2,0,1,1,3,0
22073000035,22,073,000035,475,219,11,0,0,469,19,61,81,23,10,6,7,1,2,0,7,3,0,0
22073000036,22,073,000036,368,37,7,0,0,346,12,10,15,2,4,2,6,3,2,0,3,6,0,0
22073000037,22,073,000037,550,101,9,0,2,532,17,38,31,9,4,0,3,5,3,0,3,6,0,0
22073000038,22,073,000038,498,97,4,3,5,485,16,30,26,11,13,2,9,1,2,0,1,0,0,0
22073000039,22,073,000039,853,340,5,1,2,799,33,108,127,27,27,2,4,1,8,1,8,8,2,3
22073000040,22,073,000040,361,54,1,0,2,335,12,19,18,5,6,0,0,1,2,1,0,3,2,0
22073000041,22,073,000041,1409,146,13,4,0,1368,33,46,28,14,10,4,6,14,2,3,4,10,0,0
22073000042,22,073,000042,968,172.6,14.8,3.3,5.2,953.6,23.9,54.1,47.1,11.1,13.5,4.2,7.4,3,3.1,3,4.2,12.4,1,4
22073000043,22,073,000043,1078,109.4,13.2,4.7,2.8,1071.4,31.1,51.9,18.9,1.9,8.5,3.8,6.6,0,1.9,0,2.8,6.6,0,0
22073000044,22,073,000044,887,95,18,1,6,875,20,40,26,5,9,2,9,1,3,0,3,1,0,1
22073000045,22,073,000045,1354,191,26,0,2,1323,40,66,48,20,11,8,10,3,2,0,11,3,1,1
22073000046,22,073,000046,570,140,9,0,1,539,22,47,44,0,15,6,3,8,0,0,6,10,1,0
22073000047,22,073,000047,274,106,1,0,1,251,14,32,41,5,13,0,0,5,0,1,1,1,1,0
22073000048,22,073,000048,616,78,7,1,1,544,44,17,39,14,13,2,2,1,3,0,3,1,1,0
22073000049,22,073,000049,519,36,5,3,0,498,25,6,6,2,2,0,0,1,6,0,0,3,0,0
22073000050,22,073,000050,524.5,57.2,5,1,4.9,506.8,13.8,19.6,18.3,0.1,8,5.9,3,5.9,0,0,5.9,0,1,1
22073000051,22,073,000051,974,56,8,0,1,968,19,11,22,2,8,0,6,3,0,0,1,1,0,1
22073000052,22,073,000052,1176.9,94.2,8.9,0,1,1096.6,71.4,22.8,29.8,8.9,6,6,6,7.9,2,0,1,6.9,0,3
22073000053,22,073,000053,783.6,92.1,3,1,3,758.8,32.7,35.7,29.7,5,0,7.9,6.9,1,0,0,0,5.9,1,0
22073000054,22,073,000054,1337,159,13,0,1,1264,78,63,46,2,9,6,7,3,0,0,1,7,1,1
22073000055,22,073,000055,1326,172,14,4,3,1230,84,59,42,23,9,11,10,8,1,0,12,4,1,0
22073000056,22,073,000056,987,71,12,1,0,933,48,34,15,5,8,2,9,3,0,0,0,3,0,1
22073000057,22,073,000057,1588,65,11,0,1,1463,111,19,22,9,8,2,4,6,5,0,3,6,0,1
22073000058,22,073,000058,1072.1,48.4,1,0,1,987.2,80,20.7,12.8,4.9,0,0,0,3,0,1,1,3,0,3
22073000059,22,073,000059,274.5,217.3,6.8,1,0,281.3,5.8,86.3,48.5,19.4,16.5,1.9,2.9,1,0,0,2.9,6.8,1,1
22073000060,22,073,000060,462.8,479.3,7.6,4,5,476.5,3.2,193.8,141.2,20.4,34.4,4.3,7.2,3,0,3,11.2,7.3,1,0
22073000061,22,073,000061,529.9,167.5,17.6,1.1,3.2,550,17,71.3,20.8,6.2,15.4,8.5,6.3,5.2,1,1.1,4.1,3.5,1.1,5.1
22073000062,22,073,000062,207,359,9,2,1,215,12,135,111,29,23,2,3,5,0,1,5,5,0,5
22073000063,22,073,000063,271,377,17,4,3,266,14,192,85,32,19,11,16,1,8,1,1,4,3,3
22073000064,22,073,000064,373,99,5,1,1,367,9,34,30,14,6,4,4,1,0,0,3,1,0,0
22073000065,22,073,000065,5,129,1,4,5,12,0,40,48,5,9,2,0,0,1,0,3,3,0,3
22073000066,22,073,000066,49.2,504,1,6,3,58.3,5,220.7,130.1,32.4,32.3,4,3,3,5.1,3,5.1,8.1,3,1
22073000067,22,073,000067,104,202,7,0,1,90,11,89,65,11,11,4,6,1,1,0,5,0,1,0
22073000068,22,073,000068,104.6,315.8,2.9,1,2.9,103.6,2,115.4,93.9,24.4,26.4,10.8,0,1,0,1,9.8,3.9,2.9,2.9
22073000069,22,073,000069,10,669,5,1,3,46,2,268,177,34,48,11,2,3,8,3,14,8,3,1
22073000070,22,073,000070,25,484,4,2,8,51,3,146,135,32,32,6,0,3,6,1,12,7,6,3
22073000071,22,073,000071,940.9,120.6,4.8,1,2.9,971.8,15.4,47.3,23.2,3.9,1.9,7.7,1.9,1,0,1,1,7.7,1,0
22073000072,22,073,000072,447,250,5,0,0,447,9,101,72,16,21,2,2,1,0,0,4,5,0,0
22073000073,22,073,000073,146.4,491.2,3.1,0,1.1,142.4,6,247.6,126.1,14.6,29.6,8.2,6,3,3,1,10.2,10.1,0.1,0.1
22073000074,22,073,000074,17,501,1,4,3,21,5,178,168,23,30,17,0,3,3,1,7,7,6,3
22073000075,22,073,000075,1222,213,17,2,3,1272,6,87,44,4,13,8,4,6,3,0,0,7,0,1
22073000076,22,073,000076,425.2,245.7,15.4,1,1,465.5,4.8,91.2,75.8,8.6,10.6,7.7,3.8,1,1,0,3.8,6.7,0,1
22073000077,22,073,000077,655.5,277.7,14.2,4,5,674.7,16.2,108.7,58.5,14.6,21.5,2.1,7.1,11,1,0,4.1,8.2,1,3
22073000078,22,073,000078,276.2,174.9,9.6,1,2.9,274.3,8.6,78.4,42,23.9,7.7,3.8,5.7,2.9,0,1,1,4.8,1,2.9
22073000079,22,073,000079,22,694,4,1,6,61,2,273,153,47,30,8,2,1,11,4,11,4,4,1
2207300009A,22,073,00009A,271,331,4,1,1,261,11,125,105,41,32,6,0,0,5,1,4,4,1,0
2207300027A,22,073,00027A,7,108,0,1,0,15,2,34,33,11,6,4,0,0,1,0,3,3,0,0
2207300044A,22,073,00044A,1007,110,16,1,1,956,50,28,41,4,4,0,9,1,0,0,1,4,1,1
2207300051A,22,073,00051A,694,35,10,1,0,671,23,10,7,0,0,2,3,6,3,1,5,3,0,0
2207300052A,22,073,00052A,503.1,67.8,1.1,1,0,490.4,26.6,21.2,15.2,9.1,4,2,0,0.1,0,1,0,5.1,0,3
2207300056A,22,073,00056A,651,24,4,1,0,585,42,11,7,2,4,2,3,0,0,1,1,1,1,0
2207300065A,22,073,00065A,9.8,286,1,0,3,18.7,3,151.3,64.9,22.6,18.7,0,0,1,4.9,0,3.9,3,3,0
220750001-1,22,075,0001-1,373.4,180.9,0,0,5,365.4,10,59.3,56.3,14.1,8.1,5,0,2,0,0,11.1,9,0,0
220750001-2,22,075,0001-2,121.6,287.1,5,3,0,114.6,10,81.7,99.7,17,15.9,0,0,2,0,0,14.9,7,3,2
220750001-3,22,075,0001-3,38.5,492.3,7,0,4,60.3,3.1,215.6,139.3,22.1,31.1,3,0,8,0,11,9,7,0,0
220750002-1,22,075,0002-1,755.8,155.5,13,3.9,2.6,747.3,20.2,56.9,46.4,11.1,3.3,3.3,12.4,5.2,3.3,0,3.9,9.1,0,3.3
220750002-2,22,075,0002-2,283.8,58.3,4.9,1.5,1,280.6,7.6,21.3,17.4,4.2,1.2,1.2,4.7,2,1.2,0,1.5,3.4,0,1.2
220750003-1,22,075,0003-1,1119,136,14,0,2,1096,16,28,44,11,8,0,18,4,8,0,9,5,2,0
220750004-1,22,075,0004-1,567.3,76.4,9.7,3,0,547.3,9.7,22.4,34,1.8,0,1.8,3.6,2.4,1.8,3,3.6,6.7,1.2,0
220750004-2,22,075,0004-2,367.7,49.5,6.3,2,0,354.7,6.3,14.6,22,1.2,0,1.2,2.4,1.6,1.2,2,2.4,4.3,0.8,0
220750005-1,22,075,0005-1,321.5,56.1,5.1,1.1,4,312.4,8.4,13.5,20.4,1.1,4.7,5.1,2.9,2.9,2.9,0,2.5,3.3,0.7,0
220750005-2,22,075,0005-2,536.3,93.5,8.5,1.8,6.7,521.1,14,22.5,34,1.8,7.9,8.5,4.9,4.9,4.9,0,4.2,5.5,1.2,0
220750006-1,22,075,0006-1,119,142.8,4.8,0,0,121.8,7.6,51.4,48.5,26.6,7.6,0,0,0,2.9,0,6.7,0,0,0
220750006-2,22,075,0006-2,449,133,2,0,2,424,23,51,49,6,16,0,0,2,3,0,4,5,0,0
