GEOID20,STATEFP,COUNTYFP,DISTRICT,G18SOSRARD,G18SOSREDM,G18SOSRSTO,G18SOSRKEN,G18SOSRCRO,G18SOSRCLO,G18SOSDCOL,G18SOSDFRE,G18SOSNMOR,R18SOSRARD,R18SOSDCOL
22111000027,22,111,000027,108.38,63.64,36.79,50.71,13.92,14.92,6.96,4.97,2.98,143.19,10.94
22111000028,22,111,000028,106.23,54.11,37.06,83.2,13.06,21.07,28.01,17.04,6.02,106.18,10.01
22111000029,22,111,000029,155.77,73.89,40.94,130.8,40.94,47.93,8.99,23.96,10.98,120.82,7.99
2211100017A,22,111,00017A,35,7,5,31,4,4,1,2,0,34,0
22113000001,22,113,000001,218.65,114.33,51.82,107.83,31.86,42.6,18.88,43.54,9.17,166.85,9.17
22113000002,22,113,000002,128,53,36,78,12,36,39,80,10,87,22
22113000006,22,113,000006,152.12,36.01,43.05,54.07,19,18.04,15.35,41.22,6.03,49.1,7.13
22113000009,22,113,000009,140,49,35,48,13,25,39,46,6,112,18
22113000011,22,113,000011,86,49,27,52,10,19,25,21,2,79,4
22113000012,22,113,000012,52.78,8.96,18.92,25.89,2.99,12.95,87.64,59.75,6.97,32.86,32.86
22113000014,22,113,000014,244.12,89.09,66.07,128.12,18.04,41.03,29.02,51.02,16,435.29,79.02
22113000016,22,113,000016,22.6,16.95,14.12,24.48,7.53,6.59,3.77,4.71,0,56.49,4.71
22113000018,22,113,000018,372,174,104,120,27,62,31,73,10,215,26
22113000021,22,113,000021,24,7,9,14,3,4,0,9,1,63,4
22113000023,22,113,000023,124.63,54.05,71.42,76.41,16.64,26.51,19.53,39.19,6.87,325.63,45.9
22113000024,22,113,000024,123,56,51,54,26,22,28,37,10,94,13
22113000025,22,113,000025,337,112,88,112,31,101,73,93,10,186,51
22113000026,22,113,000026,147.78,64.42,48.2,68.19,15.03,35.16,18.13,39.24,1.02,102.45,8.05
22113000028,22,113,000028,156.09,83.51,43.75,54.68,19.88,22.87,15.91,24.86,0.99,152.11,10.94
22113000029,22,113,000029,87.91,36.49,32.25,59.32,8.12,25.13,16.09,39.14,7.01,83.89,21.06
22113000034,22,113,000034,83,34,17,31,7,4,32,55,2,45,32
22113000035,22,113,000035,76,40,25,38,8,13,38,50,7,83,25
22113000037,22,113,000037,34,14,1,8,3,7,163,121,4,8,70
22113000038,22,113,000038,14,2,2,3,2,8,106,73,5,8,46
22113000039,22,113,000039,38,12,11,14,6,5,55,36,2,8,26
22113000040,22,113,000040,185.55,93.23,56.18,65.13,27.04,14.03,27.04,48.08,5.01,135.95,24.05
22113000041,22,113,000041,15,8,14,7,0,3,2,1,0,12,0
22113000044,22,113,000044,147.62,52.19,36.68,33.71,16.21,30.56,10.61,18.05,2.08,88.41,9.24
22113000051,22,113,000051,112.98,37.35,48.55,62.56,18.67,27.08,34.55,37.35,16.81,84.03,8.4
22113000053,22,113,000053,269,125,89,124,26,44,54,75,13,124,36
2211300005A,22,113,00005A,78,48,10,35,22,14,5,10,4,73,8
2211300007B,22,113,00007B,171,59,44,56,10,27,15,21,9,111,11
2211300008B,22,113,00008B,67,35,25,18,9,13,4,5,0,41,0
2211300010A,22,113,00010A,126,34,21,50,22,23,25,32,3,69,11
2211300019A,22,113,00019A,253,102,95,78,30,43,24,45,12,174,21
2211300019B,22,113,00019B,14,0,0,10,1,0,0,2,0,15,3
2211300021A,22,113,00021A,76.45,31.77,24.82,17.87,5.96,3.97,4.96,10.92,0.99,132.05,6.95
2211300025A,22,113,00025A,73,13,9,22,7,15,5,4,4,34,0
2211300026A,22,113,00026A,96.67,51.75,25.39,23.44,3.91,19.53,15.62,30.27,1.95,56.64,6.84
2211300032B,22,113,00032B,13,4,0,5,1,5,46,46,4,1,21
2211300034A,22,113,00034A,10,6,2,5,3,1,43,27,1,3,20
2211300042A,22,113,00042A,109.1,44.48,35.63,74.68,19.15,28.23,21.17,41.35,2.06,178.9,34.41
2211300042B,22,113,00042B,10,2,4,3,1,1,1,4,0,8,7
2211300045A,22,113,00045A,99.26,38.07,24.69,45.47,5.03,17.5,18.91,23.07,5.93,50.66,16.47
2211300046A,22,113,00046A,67,35,35,24,12,19,25,20,9,54,24
2211300050A,22,113,00050A,162.77,52.58,64.76,61.98,13.29,39.42,24.54,50.58,9.26,80.31,12.13
2211300057A,22,113,00057A,186,79,47,90,16,23,27,38,7,90,14
2211300057B,22,113,00057B,35.26,19.47,7.95,13.91,2.21,8.25,0.29,7.46,2.07,27.47,0.69
22113007A-1,22,113,007A-1,29,17,9,4,3,5,0,0,0,17,0
22113019A-1,22,113,019A-1,45,11,28,13,5,5,17,22,5,53,17
22113020A-2,22,113,020A-2,24.1,9.02,6.03,12.04,2.01,7.01,9.01,6.03,4,28.03,9
22113020B-1,22,113,020B-1,77,17,23,37,7,14,2,9,2,50,5
22113036A-1,22,113,036A-1,31,7,5,8,1,2,28,34,2,15,11
22113046B-1,22,113,046B-1,87,35,14,18,15,5,68,42,1,52,24
22113046B-2,22,113,046B-2,18,6,4,10,1,3,24,29,1,15,13
22113046B-3,22,113,046B-3,40,13,11,7,1,3,7,15,1,13,13
22113046B-4,22,113,046B-4,79.93,26.64,20.72,24.67,10.85,18.75,26.64,42.43,3.95,37.5,9.87
22113049B-1,22,113,049B-1,411.2,184.08,99.07,162.06,57.02,77.04,35.01,56.03,15,268.16,10.01
221150001-1,22,115,0001-1,70,30,32,60,8,34,55,39,5,55,33
221150001-2,22,115,0001-2,23,10,8,13,1,16,166,73,3,17,96
221150001-3,22,115,0001-3,149.04,62.3,27.92,79.55,9.53,54,106.42,93.7,14.85,80.47,66.87
221150001-4,22,115,0001-4,9.6,6.06,3.48,2.38,0.16,4.94,14.84,13.63,0.27,4.4,5.15
221150001-5,22,115,0001-5,124,58,23,72,16,32,16,18,4,105,18
221150001-6,22,115,0001-6,43,14,9,16,3,12,61,60,5,32,32
221150001-7,22,115,0001-7,102.18,37.05,29.02,63.07,8.02,29.05,24.02,18.02,7.01,94.12,6.01
221150001-8,22,115,0001-8,35,12,6,25,1,14,19,10,1,12,10
221150001-9,22,115,0001-9,21.96,9.98,4.99,12.98,2.99,1,4.99,0,1,33.94,1
221150002-1,22,115,0002-1,294.52,139.3,62.69,142.29,33.83,85.57,45.77,38.81,7.96,190.05,12.94
221150002-2,22,115,0002-2,14.99,8.99,5,8.99,6,4,5,2,1,11.99,4
221150002-3,22,115,0002-3,157,63,32,77,19,36,10,12,7,207,13
221150002-4,22,115,0002-4,97.96,37.55,26.78,36.6,12.92,26.78,19.85,11.28,0.99,73.62,6.07
221150003-1,22,115,0003-1,91.01,32.01,11,24.01,8,12,3,7,3,59.01,4
221150003-2,22,115,0003-2,31.83,1.41,1.41,7.07,3.54,4.24,4.95,2.83,0.71,17.68,3.54
221150003-3,22,115,0003-3,20.9,14.56,2.28,13.36,4.07,7.2,0.05,6.09,0,34.53,3.04
221150003-4,22,115,0003-4,118.26,60.01,28.04,42.16,5.01,41,9.07,7.02,1.02,103.07,5.08
221150003-5,22,115,0003-5,106,33,9,35,23,19,15,7,3,108,3
221150004-1,22,115,0004-1,86.44,25.83,17.88,40.73,3.97,15.9,14.9,5.96,2.98,50.67,13.91
221150004-2,22,115,0004-2,34,10,5,21,14,9,0,12,1,30,3
221150004-3,22,115,0004-3,34,10,1,5,0,1,5,4,1,21,3
221150005-1,22,115,0005-1,215.4,87.72,29.57,62.17,4.9,78.51,12.46,13.33,3.98,111.84,8.09
221150005-2,22,115,0005-2,61,23,7,33,5,10,7,3,3,43,3
221150006-1,22,115,0006-1,20,11,2,17,1,12,3,3,5,19,4
221150006-2,22,115,0006-2,25.91,21.93,9.97,12.96,4.98,4.98,2.99,5.98,2.99,28.9,2.99
221150006-3,22,115,0006-3,35.11,16.37,5.85,23.23,1.4,18.76,3.66,3.21,4.31,38.19,1.44
221150006-4,22,115,0006-4,99.3,67.84,20.65,58.01,9.83,25.56,6.88,2.95,11.8,117.98,3.93
221150007-1,22,115,0007-1,152.68,53.76,42.19,74.33,15.44,61.2,36.82,29.77,3,70.07,13.96
221150007-2,22,115,0007-2,72.1,44.44,22.72,28.64,5.93,15.8,3.95,6.91,0,42.47,2.96
221150007-3,22,115,0007-3,24,14,8,29,2,16,0,4,0,43,4
221150007-4,22,115,0007-4,4,2,1,10,0,4,0,3,1,0,0
221150007-5,22,115,0007-5,103,58,28,76,13,40,15,7,7,66,5
221150008-1,22,115,0008-1,102.91,26.03,14.01,40.97,12.99,30.96,11.99,12,7,69.98,4
221150008-2,22,115,0008-2,75.5,40.45,15.28,30.56,12.58,24.27,16.18,14.38,4.49,46.74,8.99
221150008-3,22,115,0008-3,74.11,27.1,30.76,29.24,4.84,30.32,11.46,3.91,2.95,50.52,7.65
22115001-1B,22,115,001-1B,0,2,0,3,0,1,9,9,0,1,12
22115001-2A,22,115,001-2A,0,0,0,0,0,0,0,0,0,0,0
22115001-3B,22,115,001-3B,0,0,0,0,0,0,0,0,0,1,0
22115001-3C,22,115,001-3C,5,2,2,4,0,6,0,0,0,3,0
22115001-3D,22,115,001-3D,5,0,1,1,0,0,7,3,0,3,3
22115001-4A,22,115,001-4A,3,1,0,7,0,0,0,3,0,1,0
22115001-4B,22,115,001-4B,15,14,1,8,1,1,16,7,0,8,7
22115001-4C,22,115,001-4C,0,1,0,4,0,0,2,0,0,0,0
22115001-4D,22,115,001-4D,1,0,0,0,0,0,0,0,0,0,0
22115001-5A,22,115,001-5A,14,9,1,9,0,5,5,0,2,5,1
22115001-6A,22,115,001-6A,3,0,0,3,0,3,13,6,0,1,9
22115001-6B,22,115,001-6B,4,7,0,3,0,4,16,13,0,3,5
22115001-7A,22,115,001-7A,0,0,0,0,0,0,0,0,0,0,0
22115001-7B,22,115,001-7B,0,0,0,0,0,0,0,0,0,0,0
22115001-8A,22,115,001-8A,31.4,25.12,9.87,22.43,5.38,14.36,35.89,28.71,0.9,19.74,26.02
22115001-8C,22,115,001-8C,3,0,1,0,0,1,0,0,1,0,0
22115001-8E,22,115,001-8E,1,0,0,0,0,0,0,0,1,0,0
22115001-8F,22,115,001-8F,0,0,0,0,0,0,0,0,0,0,0
22115002-1A,22,115,002-1A,44.47,28.69,8.31,17.71,4.17,3.43,0.23,9.19,1.04,39.94,3.06
22115002-2A,22,115,002-2A,43.57,29.86,8.07,20.98,11.3,8.07,4.84,1.61,0,46,0.81
22115002-3A,22,115,002-3A,38,14,6,14,1,6,2,3,3,22,0
22115002-4E,22,115,002-4E,6.31,1.13,2.03,3.15,2.03,2.03,2.03,2.7,0,11.04,0.9
22115004-3A,22,115,004-3A,54,20,6,18,5,17,16,7,1,35,4
22115004-3C,22,115,004-3C,4.58,3.15,1.69,2.96,0.35,2.04,5.54,10.81,0.58,4.38,5.38
22115004-3E,22,115,004-3E,0,0,0,0,0,0,0,0,0,0,0
22115004-3F,22,115,004-3F,11,2,3,7,0,1,4,0,0,0,0
22115004-3G,22,115,004-3G,27.42,8.85,5.31,15.04,2.65,7.96,19.46,6.19,4.42,10.62,10.62
22115004-3J,22,115,004-3J,22,5,2,9,2,6,12,1,0,10,0
22115004-3K,22,115,004-3K,18.98,10.99,3,7.99,2,4,21.97,5.99,4,4.99,3
22115004-3L,22,115,004-3L,4,6,1,3,0,1,9,6,0,0,1
22115004-3M,22,115,004-3M,1,0,1,0,0,0,7,9,0,1,3
22115004-3N,22,115,004-3N,0.02,0.01,0,0.01,0,0,0.03,0.01,0,0.01,0
22115005-1A,22,115,005-1A,14,9,2,5,1,10,0,0,1,6,0
22115005-2A,22,115,005-2A,8.5,4.55,1.72,3.44,1.42,2.73,1.82,1.62,0.51,5.26,1.01
22115007-2A,22,115,007-2A,151.84,73.92,32.97,67.93,17.98,36.96,27.97,28.97,4,65.93,15.98
22115007-4A,22,115,007-4A,16,16,0,22,8,14,2,1,0,29,0
22115007-5A,22,115,007-5A,21.47,14.31,9.84,10.74,3.58,9.84,32.21,6.26,0,17,8.05
22115007-5C,22,115,007-5C,33,5,7,17,2,11,0,1,0,17,0
221170001-1,22,117,0001-1,147.09,74.02,68.05,66.06,231.1,29.02,32.02,26.03,3,192.21,16.02
221170001-2,22,117,0001-2,64.16,9.43,31.13,41.51,38.68,22.64,16.98,22.64,5.66,54.72,11.32
221170002-1,22,117,0002-1,117.14,51.95,81.01,46,112.04,19.22,87.25,62.2,11.95,126.31,34.02
221170003-1,22,117,0003-1,73.73,18.69,44,48.98,85.12,13.82,22.42,30.28,3.95,171.3,16.64
221170003-2,22,117,0003-2,53.35,14.82,12.84,21.74,28.65,14.82,242.07,166.98,3.95,64.22,166.98
221170003-3,22,117,0003-3,68.83,16.46,18.1,37.22,57.12,19.34,29.49,33.71,6.1,65.27,31.37
221170004-1,22,117,0004-1,13.82,14.81,11.85,16.78,20.73,10.86,114.53,81.95,4.94,40.48,109.59
221170004-3,22,117,0004-3,22.97,8.62,14.36,22.02,44.03,5.74,67.97,38.29,6.7,77.54,85.2
221170004-4,22,117,0004-4,63,27,49,54,122,34,100,41,14,183,71
221170004-5,22,117,0004-5,29.93,11.37,17.54,36.81,75.55,8.27,25.07,21.12,1.07,96.43,42.1
221170004-6,22,117,0004-6,29,9,23,17,69,11,13,20,6,103,27
221170004-7,22,117,0004-7,48,18,19,40,79,19,38,28,9,110,40
221170004-8,22,117,0004-8,75.6,21.92,27.95,32.87,78.53,15.92,19.85,20.77,5.03,159.21,37.49
221170004-9,22,117,0004-9,37.07,14.63,21.46,32.19,61.45,10.73,2.93,4.88,2.93,56.57,3.9
221170005-1,22,117,0005-1,49.48,30.15,17.1,41.16,79.3,16.08,166.26,51.02,2,68.23,85.12
221170005-2,22,117,0005-2,53,12,25,48,92,19,8,9,0,123,7
221170005-3,22,117,0005-3,28.52,8.85,5.9,9.84,17.7,4.92,15.74,0.98,0,13.77,6.88
221170006-1,22,117,0006-1,70.51,21.22,38.73,44.98,82.91,15.53,14.4,4.53,2.13,89.29,1.27
221170006-2,22,117,0006-2,45,45,35,37,109,11,9,4,5,121,8
221170006-3,22,117,0006-3,76,40,33,47,109,13,5,8,6,110,3
221170006-4,22,117,0006-4,54,21,45,34,105,13,7,13,1,88,3
221170007-1,22,117,0007-1,83,20,33,54,89,7,54,18,0,108,29
221170007-2,22,117,0007-2,125,67,75,127,196,31,11,18,2,327,25
221170007-3,22,117,0007-3,14,4,9,14,23,0,14,15,0,19,9
221170008-1,22,117,0008-1,60.35,15.98,42.39,42.6,58,18.91,181.95,117.69,5.28,55.49,76.37
221170008-2,22,117,0008-2,43.43,12.73,18.21,20.77,38.93,11.71,63.91,47.69,3.63,45.24,30.57
221170008-3,22,117,0008-3,125,25,54,79,168,16,9,11,6,172,11
221170009-1,22,117,0009-1,123.68,46.17,44.54,64.37,115.71,26.34,116.68,70.51,5,140.24,77.17
22117003-3A,22,117,003-3A,2.73,0.68,6.15,5.46,6.83,1.37,2.73,2.05,0,12.98,0.68
22117003-3B,22,117,003-3B,26.67,2.49,9.7,1.8,10.5,6.45,84.47,63.85,1.14,20.74,71.18
22117003-3C,22,117,003-3C,65,20,22,47,53,9,13,5,1,81,3
22117004-10,22,117,004-10,45,16,17,26,87,10,9,7,2,48,8
22117004-11,22,117,004-11,64,17,35,48,124,9,7,9,2,77,7
22117004-1A,22,117,004-1A,29.18,16.19,23.15,21.22,36.27,9.14,176.47,87.05,4.06,73.52,189.41
22117004-2A,22,117,004-2A,4.4,4.08,9.05,5.13,0.47,1.08,152.15,69.23,4.97,12.79,132.51
22117004-3B,22,117,004-3B,25.74,25.85,14.24,23.37,43.26,5.56,123.14,62.93,4.33,33.58,119.91
22117004-5B,22,117,004-5B,3,2,4,7,1,1,15,7,0,7,12
22117004-7B,22,117,004-7B,12,5,17,28,45,8,14,13,4,73,23
22117004-9A,22,117,004-9A,26,9,13,28,45,6,36,22,4,57,15
22117007-1A,22,117,007-1A,22,4,1,8,6,10,177,78,2,14,87
2211704-10A,22,117,04-10A,25.29,16.53,21.4,13.62,81.7,10.7,3.89,7.78,0.97,39.88,3.89
22119000001,22,119,000001,84,87,20,79,4,25,32,19,10,92,7
22119000002,22,119,000002,117,89,33,105,8,29,47,30,5,88,33
22119000003,22,119,000003,12,9,1,17,3,5,41,16,1,33,65
22119000004,22,119,000004,3,9,0,8,1,4,106,53,7,4,45
22119000005,22,119,000005,29,32,6,28,7,11,28,13,5,26,12
22119000006,22,119,000006,21,25,8,36,12,22,166,83,7,40,64
22119000008,22,119,000008,54.05,71.75,16.77,43.8,13.98,16.77,6.52,5.59,0.93,52.18,2.8
22119000009,22,119,000009,104.31,106.87,29.41,70.43,16.52,21.92,31.47,20.93,3.02,101.06,7.42
22119000010,22,119,000010,19.61,8.53,5.12,6.82,0.85,5.12,0.85,3.41,0,19.61,0
22119000011,22,119,000011,143.87,124.69,37.65,114.84,18.62,51.16,17.1,16.03,2.04,130.99,16.77
22119000012,22,119,000012,46,15,3,29,10,14,93,46,4,20,22
22119000013,22,119,000013,35.83,23.89,1,15.92,2.99,10.95,8.96,3.98,0,13.93,1.99
22119000014,22,119,000014,35.17,33.11,8,25.08,5.01,4.05,22.04,16.02,3,32.07,7.01
22119000015,22,119,000015,46.53,30.91,14.43,36.46,7.12,9.19,17.27,18.19,2.72,51.11,11.9
22119000016,22,119,000016,178.31,132.99,22.66,84.72,3.94,26.6,36.45,39.41,4.93,124.13,31.52
22119000017,22,119,000017,102,98,27,46,5,32,37,27,4,105,23
22119000018,22,119,000018,57.42,48.33,12.77,44.27,7.84,24.87,313.25,232.86,11.24,41.18,295.12
22119000022,22,119,000022,117,84,25,84,8,37,96,99,8,122,35
22119000024,22,119,000024,0,6,5,5,0,3,80,76,4,0,38
22119000025,22,119,000025,7,6,0,3,3,10,187,130,5,3,115
22119000026,22,119,000026,66,60,13,42,4,4,108,66,4,91,50
22119000027,22,119,000027,20,8,4,16,1,10,90,77,5,14,35
22119000028,22,119,000028,126,121,24,111,5,28,38,43,15,197,33
22119000029,22,119,000029,118,117,33,69,11,31,16,27,0,208,30
2211900002B,22,119,00002B,4.16,5.17,1.05,1.11,0.03,0.03,0.05,0.03,0,3.15,0.01
22119000031,22,119,000031,115,54,11,45,8,27,24,19,8,92,15
22119000032,22,119,000032,60,72,11,26,4,22,53,40,3,49,27
22119000033,22,119,000033,108,122,16,86,0,29,62,49,1,80,32
22119000034,22,119,000034,28.16,6.1,5.22,12.68,0.23,1.66,107.6,51.63,3.06,11.44,39.81
22119000035,22,119,000035,111.38,51.26,19.71,46.33,9.86,27.6,72.94,52.24,2.96,97.58,41.4
22119000036,22,119,000036,40,37,9,22,4,10,3,7,1,30,5
22119000038,22,119,000038,44,25,19,18,3,14,12,9,0,45,3
22119000039,22,119,000039,117,99,32,65,9,19,140,67,8,93,48
22119000040,22,119,000040,48.25,34.77,6.17,37.68,7.13,4.53,28.37,24.28,1.05,34.73,10.18
22119000041,22,119,000041,235.1,148.42,31.8,134.93,26.02,89.55,79.06,60.75,9.63,141.67,36.62
22119000042,22,119,000042,88,72,15,50,9,24,40,19,7,52,15
22119000043,22,119,000043,99.89,89.19,28.16,73.4,7,23.04,115.44,58.61,4.1,72.35,68.19
2211900017A,22,119,00017A,15,8,3,7,0,11,31,21,0,7,27
2211900025A,22,119,00025A,1,1,0,4,0,0,16,11,0,0,13
