GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PREOMCM,G16PRECCAS,G16PREOOTH,G16USSRKEN,G16USSRBOU,G16USSRFLE,G16USSRMAN,G16USSRDUK,G16USSRCRA,G16USSRCAO,G16USSRMAR,G16USSRPAT,G16USSDCAM,G16USSDFAY,G16USSDEDW,G16USSDLAN,G16USSDPEL,G16USSDWIL,G16USSDMEN,G16USSLCLE,G16USSLGIL,G16USSOLAN,G16USSOTAY,G16USSNBIL,G16USSNHEB,G16USSNMAR,G16USSNWEL,R16USSRKEN,R16USSDCAM
22063000004,22,063,000004,1177.82,96.58,25.26,1.35,10.84,2.12,3.74,593.62,181.56,165.09,85.27,61.36,36.14,16.11,2.25,2.25,54.51,45.99,8.35,6.7,3.86,0.12,0.25,11.48,0.61,0.12,2,4.98,4.72,0,0,431.58,41.97
22063000005,22,063,000005,1217,80,29,7,6,0,0,638,155,126,113,93,34,11,7,3,55,36,4,7,1,0,2,8,6,0,0,15,1,0,0,558,47
22063000006,22,063,000006,978.34,57.96,14.99,9.99,4,0,3,475.68,127.91,95.94,55.96,78.95,43.97,8.99,10.99,2,43.97,47.97,4,7,4,2,0,7,1,0,0,5,1,3,1,351.76,17.99
22063000007,22,063,000007,477,58,17,3,4,0,2,251,57,47,50,21,23,5,2,0,25,41,3,5,4,0,0,1,0,0,0,5,6,1,0,211,27
22063000009,22,063,000009,939,165,15,5,4,2,5,467,80,104,56,80,31,8,4,0,93,79,9,14,1,4,2,8,0,0,0,12,9,1,6,297,71
22063000010,22,063,000010,798,61,6,3,3,0,3,376,71,89,46,93,29,6,7,0,33,62,10,4,0,1,0,5,0,0,0,5,3,1,0,271,23
22063000011,22,063,000011,823.55,208.28,17.01,8,2,0,0,423.33,78.06,82.05,74.05,67.03,17.01,8.01,0,5,90.12,84.12,12.03,14.01,6,4,0,7,3,0,0,14.01,4,3,1,286.22,61.11
22063000012,22,063,000012,681.9,136.78,7.04,5.02,3.02,0.01,5.02,350.9,80.35,55.21,46.12,62.13,21.03,4.04,4.02,0,61.32,91.36,16.09,2.05,3.03,1,0.02,1.01,0.01,3,0,4.04,4,0.01,4.01,205.64,49.26
22063000014,22,063,000014,793.31,138.77,14.92,3.41,2.01,3.24,3.01,369.7,97.08,77.74,73.08,59.93,14.16,6.24,4,2,47.08,158.39,0.25,0.41,1.01,0.08,2,7.34,0,0,2.08,5.5,6.24,0,1.37,273.01,61.03
22063000015,22,063,000015,323.76,48.97,9.99,0,0,2,2,190.79,28.99,24.99,20,18.99,5,3,2,0,19.98,43,5.99,2,0,0,0,0,1,0,0,1,0,0,0,121.89,17
22063000016,22,063,000016,1451.68,171.77,26.67,3.34,4.5,7.22,4.08,762.11,141.46,124.57,93.29,127.36,34.36,10.72,7.64,0.84,73.11,172.09,9.47,5.07,3.4,0.99,3.82,10.25,0.42,0.99,1.25,9.05,7.64,0.99,2.98,505.45,60.1
22063000017,22,063,000017,757.13,123.34,11.78,2.94,0.03,0.01,5.84,393.74,118.37,60.76,50.92,46.14,8.89,11.73,1.98,1.95,63.65,64.71,6.84,1.96,0.97,0.01,1.95,3.92,2.95,0,0,6.83,3.9,1,0.01,263.37,50.86
22063000018,22,063,000018,633.32,46.23,12.33,4.66,3.5,1.78,2.92,327.89,71.54,71.43,52.71,43.64,10.64,5.28,2.36,1.16,32.89,43.91,3.53,2.93,0.6,0.01,1.18,8.75,0.58,0.01,1.75,2.95,2.36,0.01,0.02,185.55,18.9
22063000019,22,063,000019,897.99,90.96,11.61,0.97,0,1.94,2.9,468.35,74.51,59.03,51.29,95.8,25.16,4.84,1.94,0,69.67,66.77,15.48,13.55,0.97,0.97,0,0.97,0,0,1.94,9.68,3.87,0,2.9,204.18,26.13
2206300001A,22,063,00001A,359,12,10,1,2,0,0,222,40,36,9,32,12,0,2,0,8,4,1,2,0,0,0,4,2,0,0,3,2,0,0,153,4
2206300001B,22,063,00001B,917.92,88.17,23.11,6.24,4.35,5.01,3.14,460.17,121.87,131.45,87.44,49.58,28.09,6.2,4.01,0.05,38.47,58.01,1.37,5.59,1.15,0.06,2.03,14.19,4.1,0.03,0,6.17,3.35,0,1.98,397.3,38.88
2206300001C,22,063,00001C,677,45,11,3,0,2,0,344,110,99,49,31,23,8,0,0,23,28,3,5,1,0,0,8,3,0,2,2,2,0,0,289,8
2206300001D,22,063,00001D,1229,101,8,14,3,3,9,633,204,147,128,63,31,17,0,2,48,46,9,0,0,0,2,11,2,2,0,4,6,2,0,419,38
22063000020,22,063,000020,224,23,1,0,0,1,5,117,28,16,17,26,4,1,0,0,15,10,0,0,4,0,0,0,0,0,0,4,1,3,0,63,9
22063000021,22,063,000021,1078,218,44,7,22,0,3,534,188,110,95,71,37,17,4,2,97,95,12,12,0,0,3,10,11,0,0,2,1,3,4,355,63
22063000022,22,063,000022,501,39,7,0,3,3,3,261,77,39,49,25,1,4,0,0,34,27,1,5,1,0,0,5,3,0,2,1,0,1,3,189,18
22063000023,22,063,000023,684.14,45.49,22.32,2.58,1.72,2.58,1.72,374.26,72.96,74.68,36.91,49.79,28.33,4.29,0,0,19.74,32.62,2.58,4.29,0,0,0,6.87,5.15,0,0,3.43,0.86,0.86,0,276.4,19.74
22063000024,22,063,000024,1029.66,120.65,38.82,6.97,2.01,2.98,0.01,547.37,190.06,85.63,83.66,47.86,32.98,1.08,1.98,2.01,56.82,52.99,13.93,15.98,1.99,0.99,0.04,4.02,5.98,0,0,1.05,5.98,2.98,2.97,403.89,40.79
22063000025,22,063,000025,797.45,137.25,33.02,7.91,5.02,0.55,0.15,428.34,106.71,114.07,57.03,40.78,16.22,9.04,0.15,0,70.39,68.21,10.02,8.93,0.15,0.14,0.51,10.54,0.22,0.07,0,4.44,4.8,4.18,0,342.89,50.44
22063000026,22,063,000026,595,61,23,8,2,1,3,283,96,76,58,35,17,10,0,0,31,39,0,2,0,0,0,3,4,0,0,9,1,1,0,255,32
22063000027,22,063,000027,520.48,557.31,29.86,4.98,2.99,1,4.98,268.7,112.46,48.76,38.81,43.79,15.92,5.97,3.98,0,344.33,103.5,10.95,17.91,1,1,2.99,14.93,5.97,0,1,6.97,1,2.99,0,171.17,176.15
22063000029,22,063,000029,803.4,98.35,17.6,1.27,4,3.06,1.09,421.78,85.71,104.87,45.56,74.8,21.33,7.56,0.06,0,40.5,72.35,1.55,0.55,0.03,0.21,0,5.09,0.06,0,0.18,7.42,4.47,1,1.09,334.94,40.42
2206300002A,22,063,00002A,1037,78,18,5,2,3,3,463,171,101,106,89,38,8,2,2,35,55,6,5,3,0,2,10,2,0,2,12,2,2,2,299,29
22063000030,22,063,000030,458,46,8,0,0,1,1,230,50,52,29,39,8,6,2,0,22,36,4,7,0,0,0,7,1,0,0,4,1,0,4,162,19
22063000031,22,063,000031,510.57,47.57,11.43,3.54,1.57,0.01,3.2,225.33,64.66,54.25,50.77,41.32,11.69,3.35,4,0.01,22.96,55.79,1.77,1.77,1.4,1,0.2,4.37,0.58,1,0,5.99,1.17,0,1.38,215.04,21.52
22063000032,22,063,000032,595.88,130.38,10.1,4.59,0,2.75,0,296.56,77.12,50.5,44.07,41.32,11.94,2.75,0,0,67.94,92.73,2.75,4.59,0,0.92,0,3.67,0,0,0.92,5.51,2.75,0,3.67,213.93,78.04
22063000033,22,063,000033,301.61,49.06,5.01,0,0,0,0,155.34,47.08,24.04,26.03,16.06,12.02,4,0,0,25.04,29.03,6.01,0,0,0,2,1.01,1,0,0,0,0.01,0,0,117.19,21.02
22063000034,22,063,000034,559.73,81.38,11.91,2.98,3.97,0.99,0,290.78,68.48,48.63,35.73,47.64,16.87,4.96,3.97,0,45.65,56.57,2.98,1.98,0,0.99,0,2.98,3.97,0,0,1.98,0,2.98,0.99,180.62,27.79
22063000035,22,063,000035,747.05,344.75,34.66,4.14,3,6.76,3.76,365.69,124.84,75.28,74.42,37.33,26.81,12.52,0,0,202.61,72.33,13,16,2.38,0.76,2,21.52,4,3,1,28.76,6,7,1,290.3,196.23
22063000036,22,063,000036,820,81,15,5,6,8,0,477,96,76,75,45,12,11,0,1,46,64,6,9,0,0,0,7,4,0,0,1,0,1,0,435,45
22063000038,22,063,000038,747.32,400.1,10.98,9.98,5.99,2.99,2.99,346.22,67.85,70.84,68.85,68.85,13.97,9.98,0,2.99,141.68,266.4,9.98,8.98,3.99,0,2.99,3.99,1,0,0,19.96,2.99,1,9.98,229.48,132.7
22063000039,22,063,000039,591,82,18,1,1,0,1,337,93,65,39,18,14,9,2,0,35,55,3,3,0,0,2,3,0,0,0,5,1,1,0,221,40
2206300003A,22,063,00003A,725,38,10,0,2,0,2,404,68,67,49,59,18,6,0,0,31,17,9,11,6,2,0,7,0,0,2,7,3,0,2,322,12
2206300003B,22,063,00003B,402,20,7,0,2,0,2,192,62,47,43,14,16,5,0,0,14,14,4,4,0,0,0,1,2,0,0,1,0,2,0,150,8
22063000040,22,063,000040,901,58,29,14,6,3,1,425,131,120,90,44,27,3,2,0,41,39,9,7,4,1,0,16,4,1,0,9,3,4,0,305,16
22063000041,22,063,000041,402.88,53.35,11.04,4.6,0,0.92,0,175.68,75.42,50.59,23.92,32.19,18.4,3.68,0,0.92,21.16,26.67,10.12,1.84,0,0,1.84,4.6,2.76,0,0,3.68,0,0,0,123.26,17.48
22063000043,22,063,000043,134.78,13.91,3.48,3.48,0.87,0,0.87,72.17,30.43,13.91,8.7,5.22,3.48,0.87,0,0,13.04,2.61,0,0,0,0,0,0.87,0.87,0,0,0,2.61,2.61,0,48.7,8.7
2206300004A,22,063,00004A,640,64,17,7,0,5,0,309,106,65,49,38,18,4,0,2,31,53,7,7,0,0,0,4,0,2,2,9,2,0,0,239,17
2206300004B,22,063,00004B,313,19,8,1,3,0,3,176,43,44,35,6,5,4,2,0,11,17,4,2,0,0,0,3,0,0,0,0,2,0,0,164,7
2206300005A,22,063,00005A,227.95,14.25,4.34,1.86,0,1.24,1.24,118.31,37.16,16.72,18.58,8.67,6.19,2.48,0,0,12.39,8.67,0,0,0.62,1.24,0,2.48,0,0,0,1.24,0,0,0,60.7,11.77
2206300005B,22,063,00005B,562,51,26,4,6,2,0,266,91,62,36,32,31,5,0,0,37,20,3,4,0,0,5,10,7,0,0,5,1,1,1,190,10
2206300005C,22,063,00005C,187,10,1,0,0,0,2,75,29,16,20,13,7,4,0,0,8,11,1,0,0,0,0,0,0,2,0,4,1,0,0,43,8
2206300006A,22,063,00006A,561,42,8,4,0,5,2,298,50,70,30,39,21,1,0,0,31,34,4,4,6,2,0,5,1,3,0,2,4,1,1,209,21
2206300006B,22,063,00006B,577,38,10,3,0,0,0,292,59,58,27,59,8,5,0,0,26,50,3,0,1,2,0,4,4,2,0,6,0,1,0,184,17
2206300007A,22,063,00007A,261.52,19.69,7.14,1.02,3.01,0,3.02,159.3,25.54,30.24,9.19,25.21,8.08,4.03,0.02,2,12.67,7.5,4.05,0.09,0,0,0.01,1.07,3.03,0,0,4.03,0,0.01,0,94.83,8.85
2206300007B,22,063,00007B,508.18,163.82,29.64,5.93,2.16,4.85,0,224.72,87.84,79.76,38.26,24.25,24.79,9.16,1.08,1.62,75.45,70.06,10.78,8.62,3.23,2.16,1.62,14.55,3.23,2.69,1.62,7.54,1.62,0.54,0,135.26,59.82
2206300007C,22,063,00007C,278.69,23.57,7.27,1.04,0.11,0,0.06,129.08,38.22,39.77,25.57,10.52,8.23,5.1,0,0.03,16.6,18.61,1.11,0.13,0.01,0.03,0,4.01,3.08,2,0,1.05,6.06,0.05,0,75.92,1.56
2206300007D,22,063,00007D,434.82,140.18,25.36,5.07,1.84,4.15,0,192.28,75.16,68.24,32.74,20.75,21.21,7.84,0.92,1.38,64.55,59.94,9.22,7.38,2.77,1.84,1.38,12.45,2.77,2.31,1.38,6.46,1.38,0.46,0,115.74,51.18
2206300008A,22,063,00008A,715,55,15,1,4,2,3,384,63,49,48,89,21,8,7,2,37,31,1,9,3,1,0,1,0,1,0,7,6,0,3,266,13
2206300008B,22,063,00008B,182.93,14.61,1.06,4.06,0,0,0,93.46,12.58,18.49,9.48,27.44,7.13,0.1,0,0,7.32,11.31,0.01,2.03,0,0.04,0,1.01,0.01,0,0.03,2.03,0.09,1,0,56.6,4.15
2206300011A,22,063,00011A,722,67,10,1,0,2,3,383,63,65,39,62,21,7,0,0,30,77,3,0,1,1,2,5,1,0,0,10,3,1,0,204,28
2206300013A,22,063,00013A,453,35,4,10,3,0,0,223,40,46,40,44,13,9,0,0,14,38,6,4,1,0,0,1,1,0,0,1,0,1,1,125,10
2206300013B,22,063,00013B,534,71,6,5,0,2,0,283,59,44,43,35,25,7,2,0,23,50,10,0,0,0,2,3,0,1,0,0,3,0,6,218,30
2206300018A,22,063,00018A,176.81,18.18,1.6,0.4,0,1.2,0.8,91.9,22.17,15.93,9.01,15.96,5.26,0.4,0,0,11.4,7.66,2.39,1.75,0.4,0,0,1.6,0.4,0,0,1.27,1.6,0.4,0.4,54.56,5.58
2206300019A,22,063,00019A,315.68,39.08,3.73,3.71,0,0,0,157.41,37.2,31.61,30.67,27.96,8.38,6.5,0,0,20.51,19.57,0.95,1.88,0,2.78,0,0.93,0.93,0,1.86,1.87,5.57,0,0,102.29,9.31
2206300021A,22,063,00021A,255.33,26.13,2.34,0.58,0,1.75,1.17,134.35,31.97,21.61,12.68,23.39,7.54,0.58,0,0,16.19,11.05,3.51,2.22,0.58,0,0,2.34,0.58,0,0,1.69,2.34,0.58,0.58,79.27,8.19
2206300023A,22,063,00023A,508.64,194.24,19.37,4.26,0.26,1.07,3.33,251.06,84.72,66.16,32.65,34.85,28.37,4.65,4.13,0.13,80.87,75.65,6.59,11.78,4,0,2,7.07,0.2,0,0,10.59,3.39,4.07,1,144.55,55.87
2206300023B,22,063,00023B,362,30,8,3,6,1,2,205,46,28,23,23,8,1,0,0,12,24,6,0,0,0,0,5,0,0,0,4,0,1,0,118,18
2206300023C,22,063,00023C,682.36,103.76,19.63,3.74,3.74,0.93,4.67,358.94,96.28,73.84,52.35,55.15,19.63,9.35,1.87,1.87,41.13,52.35,8.41,11.22,0,0,0,0.93,2.8,0,0,8.41,5.61,0.93,0,208.45,41.13
2206300024B,22,063,00024B,377,39,6,1,3,8,0,213,60,46,22,17,16,4,2,0,19,14,3,5,0,0,0,5,1,0,0,1,0,0,0,189,12
2206300024C,22,063,00024C,830.31,169.43,28.73,3.96,11.89,0,5.94,440.92,131.78,83.23,61.43,56.48,24.77,10.9,0,2.97,64.4,65.39,11.89,13.87,0.99,2.97,0,0.99,8.92,0,0,4.95,6.94,4.95,0,315.08,60.44
2206300026A,22,063,00026A,629.48,120.93,18.03,0.41,4.02,1.08,0,290.89,101.11,77.73,58.39,21.92,27.66,9.37,0,0.08,71.99,40.51,3.9,12.17,0,0,0.16,7.47,1.24,0,1,4.36,1,1,1,231.2,48.64
2206300026B,22,063,00026B,470,43,12,0,3,0,1,213,57,59,35,30,16,9,2,0,33,28,4,2,0,0,0,3,0,1,0,5,3,4,1,177,17
2206300026C,22,063,00026C,461.64,37.73,9.93,0.99,2.98,0,0,216.43,73.47,43.68,41.7,15.88,7.94,6.95,0,0,19.86,24.82,2.98,1.99,0,0,0,8.94,0,0,0,5.96,0,0,0,200.54,15.88
2206300028A,22,063,00028A,475.86,68.12,16.78,2.96,1.97,0.99,0.99,228.06,77.01,38.5,39.49,26.66,24.68,6.91,0,1.97,30.61,40.48,5.92,10.86,0.99,0,2.96,4.94,2.96,0,0,4.94,2.96,0.99,0,155,15.8
2206300028B,22,063,00028B,112.48,11.23,1.4,0.07,1.02,0.03,1,60.57,16.94,16.87,1.85,5.49,4.33,0.01,0.02,2.02,6.58,4.54,1.14,2.16,0.02,1.01,0,0.04,0.06,0,0,0.01,1.06,0.03,0.03,37.11,1.42
2206300035A,22,063,00035A,452,124,10,7,6,0,1,218,71,65,22,30,18,4,6,2,65,41,4,11,1,1,3,3,3,3,0,7,0,0,3,213,88
2206300036A,22,063,00036A,510,59,14,0,1,3,0,246,74,70,27,41,29,4,2,0,25,29,3,7,1,1,0,1,0,1,0,7,0,1,1,238,25
2206300039A,22,063,00039A,628,117,15,7,1,1,3,277,77,86,46,44,31,10,0,0,53,63,13,14,0,0,2,8,3,0,0,7,1,0,3,170,36
2206300039B,22,063,00039B,379.71,34.97,5,0,0,1,3,173.87,58.96,42.97,19.98,31.98,15.99,3,0,0,24.98,14.99,0,2,0,0,0,5,1,0,1,2,0,0,0,93.93,9.99
2206300040A,22,063,00040A,916,116,28,4,7,0,5,466,175,110,55,52,21,14,4,1,65,39,7,11,1,1,3,14,0,0,0,1,4,3,0,325,36
22065000001,22,065,000001,185.96,44.93,0,0.04,0,0,0,75.5,24.47,25.69,16.65,19.03,7.3,3.04,0,0,29.39,12.57,0.04,0,3,0,0,0,0,0,0,1,0,0,0,91.7,17.7
22065000002,22,065,000002,121,30,0,0,0,2,0,62,16,17,14,2,5,0,0,0,13,12,3,0,0,0,0,0,0,0,0,1,0,0,0,59,6
22065000003,22,065,000003,237,3,2,0,0,0,2,109,22,62,3,22,6,3,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22065000004,22,065,000004,87.03,8.88,0,0,0,0,0,30.2,14.21,18.65,5.33,7.99,0,0.89,1.78,0,7.1,2.66,0.89,1.78,0,0,0,0.89,0,0,0,0,0,0,0,28.42,2.66
22065000005,22,065,000005,83.28,26.51,0.17,0.09,0,0,0.26,38.04,10.98,11.24,4.58,8.32,1.83,0,0,0,17.08,11.02,0.78,1.82,0.17,0.17,0.26,0,0.17,0,0.17,0.17,0,0,0.17,42.1,10.25
22065000006,22,065,000006,20,13,0,0,0,0,2,1,5,9,2,2,1,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,3
22065000007,22,065,000007,188,17,7,0,0,0,0,83,28,48,8,7,4,1,2,0,21,4,1,2,0,0,0,1,0,0,0,0,0,0,0,81,3
22065000008,22,065,000008,146,125,0,1,3,0,0,48,8,38,11,6,10,1,0,0,51,24,15,13,0,2,0,3,0,0,0,4,1,3,0,57,30
22065000009,22,065,000009,38,16,0,0,0,0,0,8,3,8,2,2,0,3,2,0,5,12,1,0,0,0,0,0,0,0,0,0,1,0,0,12,9
22065000010,22,065,000010,121,125,0,0,3,0,2,42,14,32,10,10,3,2,0,0,45,33,14,8,2,2,2,3,0,0,0,2,0,0,0,61,42
22065000011,22,065,000011,74,24,0,0,0,0,0,16,6,26,2,9,1,1,3,0,6,15,0,2,0,2,0,0,0,0,0,2,0,0,0,29,8
22065000012,22,065,000012,0,250.23,1.83,0.91,0,0,2.74,5.48,0,2.74,0,0.91,0,0,0,0,93.15,96.81,8.22,19.18,1.83,1.83,2.74,0,1.83,0,1.83,1.83,0,0,1.83,0,69.41
22065000013,22,065,000013,24,201,0,0,0,0,2,17,5,8,2,2,1,1,0,0,106,34,9,19,0,0,0,1,2,0,0,2,0,0,2,16,91
22065000014,22,065,000014,118,27,2,0,0,0,1,55,27,20,3,10,5,0,2,0,16,6,0,0,0,0,0,1,1,0,0,3,0,0,0,70,18
22065000015,22,065,000015,6,435,1,3,0,0,3,15,9,3,0,4,5,4,0,1,160,93,26,25,0,3,0,5,3,0,0,18,7,0,0,6,148
22065000016,22,065,000016,0,21,0,1,0,0,0,0,0,0,0,1,0,0,0,0,11,6,0,4,0,2,0,0,0,0,0,0,0,0,0,0,8
22065000017,22,065,000017,6,186,0,0,0,1,1,11,5,3,0,1,1,0,0,0,57,46,17,13,0,0,0,1,0,0,0,2,0,3,0,10,67
22065000018,22,065,000018,0,65,0,1,0,0,0,0,2,0,0,1,0,1,0,0,18,15,10,8,0,0,0,0,0,0,0,0,1,0,0,0,0
22065000019,22,065,000019,1,306,0,3,0,0,0,13,11,0,0,2,0,2,0,1,162,52,13,15,0,0,1,1,1,0,0,3,0,0,0,0,88
22065000020,22,065,000020,1,250,1,0,0,1,0,11,2,1,0,0,0,0,0,0,97,61,19,23,0,3,0,1,0,0,0,3,1,0,0,4,130
22065000021,22,065,000021,0,221,1,0,0,0,1,7,1,1,0,2,0,0,0,0,91,45,15,9,2,0,0,2,0,0,0,5,2,2,0,1,70
22065000022,22,065,000022,6,240,0,2,0,0,1,3,5,6,0,4,0,2,0,0,103,48,15,23,1,0,1,0,0,0,0,3,0,1,1,0,109
22065000023,22,065,000023,61.94,9.83,0,0,0,0,0,29.5,11.8,6.88,2.95,1.97,0.98,0,0,0,14.75,0,0,1.97,0,0,0,0,0,0,0,0,0,0,0,29.5,5.9
22065000024,22,065,000024,4,11,0,0,0,0,0,3,0,0,0,0,1,0,0,0,6,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
22065000025,22,065,000025,299.35,74.76,0.95,1.1,0,0,0.95,102.51,41.84,54.85,16.28,25.37,5.83,0.19,1.17,0.95,52.22,25.96,5.79,8.11,0.08,4.73,0,0.11,0,2.05,1.97,4.73,0,1.89,0,113.55,23.28
22065000026,22,065,000026,102.62,13.36,0.05,1.9,0,0,0.05,31.3,16.95,19.5,6.39,9.64,2.17,0.92,0.05,0.05,5.67,2.38,0.32,4.12,0.92,0.27,0,0,0,1.95,1.03,0.27,0,0.11,0,42.03,4.06
22067000001,22,067,000001,134,367,3,0,0,2,5,52,11,36,7,15,6,0,0,0,179,102,17,25,2,6,2,2,0,2,0,7,3,4,0,34,139
22067000006,22,067,000006,152.59,44.49,3.02,0.02,0,0,0,97.06,8.14,28.66,4.16,6.24,5.1,0.04,0.02,0,26.23,10.18,2.03,5,1.01,0,2,0.01,0,2,0,1.01,0.01,0,0,84.98,15.24
22067000007,22,067,000007,256.45,516.49,4.64,3.32,1.32,1.32,6.32,119.21,20.9,73.33,13.63,12.93,11.91,6.32,0,0,241.02,157.13,27.32,34.27,5,6,1.32,2,2.98,0,0,7.98,0,3,0,131.1,178.97
22067000008,22,067,000008,69.82,29.2,1.34,0.67,0.67,0.67,0.67,26.52,6.04,19.47,2.35,4.03,5.03,0.67,0,0,17.79,11.75,0.67,3.69,0,0,0.67,0,1.01,0,0,1.01,0,0,0,32.56,20.81
22067000012,22,067,000012,20,287,4,4,0,2,2,17,8,9,0,0,0,4,0,0,114,75,16,21,3,7,0,3,0,2,0,3,0,1,0,15,129
22067000013,22,067,000013,24,424,0,6,0,0,0,24,2,9,2,2,3,0,0,0,197,100,23,25,3,4,2,2,0,0,0,6,0,1,0,23,157
22067000014,22,067,000014,12,470,3,3,2,0,4,22,8,6,2,2,0,0,0,0,229,109,20,18,3,2,2,0,0,1,0,13,0,2,0,6,154
22067000016,22,067,000016,10,326,2,3,2,0,0,10,4,6,0,0,0,2,0,0,141,90,10,12,0,4,2,2,0,0,2,8,3,1,0,0,103
22067000020,22,067,000020,114,238,2,3,0,0,0,58,11,24,11,11,3,1,0,0,135,60,4,14,1,0,0,0,3,0,0,0,0,0,0,49,101
22067000021,22,067,000021,172,177,6,3,2,2,0,81,7,39,6,22,3,1,0,0,96,51,7,16,0,1,0,1,0,1,0,3,0,0,0,59,73
22067000023,22,067,000023,165,35,0,2,0,0,0,46,14,58,11,8,2,1,7,0,18,14,0,5,0,0,0,0,0,0,0,0,0,0,0,76,11
22067000024,22,067,000024,172,185,0,2,2,0,0,80,12,49,15,7,10,1,0,0,89,46,16,23,0,0,0,0,0,0,0,2,0,0,0,73,66
22067000027,22,067,000027,586.46,33.75,1.21,1.21,3.02,0,3.21,277.96,21.92,163.44,31.77,44.17,7.83,0,0,0,22.9,18.08,1.21,3.02,0,0,0,0.6,0.6,0,0,1.6,0.6,0,0,212.62,13.88
22067000029,22,067,000029,220,89,3,1,2,0,4,95,8,84,21,9,1,0,0,0,45,23,4,9,2,0,1,0,3,0,1,5,0,0,0,94,51
22067000031,22,067,000031,195.31,271.47,1.88,1.84,0.08,0.07,1.77,78,26.9,40.84,9.9,10.22,2.93,2.66,2.73,0.01,103.15,88.82,9.14,22.28,1.77,0.89,1.02,0.89,0.02,0,0.87,8.26,0.02,0.91,0.01,77.66,107.51
22067000032,22,067,000032,88.07,43.29,0.81,0.44,0.55,0,0.25,35.59,7.58,19.68,6.37,8.24,2.03,0.4,0.93,0,15.84,14.61,1.66,5.6,0.63,0.31,0,0.13,0,0,0.13,1.15,0.18,0.13,0,42.53,17.65
22067000035,22,067,000035,315.14,59.49,2.41,0.8,2.41,0,0,128.63,20.1,74.76,23.31,33.76,7.24,0,2.41,0,25.73,24.12,3.22,11.25,1.61,0.8,0,0,0,0,0,1.61,0.8,0,0,156.76,22.51
22067000037,22,067,000037,198,98,4,0,0,2,2,72,6,48,21,19,5,0,0,0,39,38,4,14,0,0,0,3,0,0,0,2,1,1,1,94,47
22067000040,22,067,000040,300,31,4,3,3,2,4,117,28,88,27,8,5,4,3,0,17,14,2,7,0,1,0,1,1,0,0,0,3,3,0,132,15
22067000042,22,067,000042,690,17,1,0,0,2,0,265,43,196,41,54,18,1,3,0,7,29,2,5,0,0,0,1,3,0,0,0,0,0,0,258,8
22067000045,22,067,000045,458,71,7,0,0,0,0,177,35,153,11,25,11,3,0,5,36,27,0,9,0,0,0,3,0,0,0,1,0,2,0,189,33
22067000047,22,067,000047,41,111,0,0,0,0,2,33,3,7,0,0,0,0,0,0,45,32,4,7,0,0,0,0,0,0,0,2,1,1,0,21,37
22067000048,22,067,000048,109,80,0,0,2,0,0,60,5,37,0,2,1,1,0,0,34,19,1,2,0,0,0,0,0,0,0,1,0,0,0,53,26
22067000050,22,067,000050,262.03,258.23,2.97,1.98,0,0,0.03,134.69,15.88,59.97,11.89,17.81,3.01,3.89,0,1.94,146.04,65.58,9.9,15.9,2,1.02,2.93,0.97,0,0.01,0,2.04,0.02,0.03,0.01,113.56,118.44
22067000053,22,067,000053,195.72,120.76,3.49,0.08,0.04,0.08,0,89.26,28.58,61.47,4.55,7.84,6.62,0.12,0.17,0.12,39.81,38.41,3.57,3.61,0,3.6,0,0.04,0.12,0,0,0.96,0,0.87,0,94.38,52.32
22067000054,22,067,000054,121,4,1,0,0,1,0,50,15,34,9,5,1,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,64,1
220670003-1,22,067,0003-1,462,340,3,2,0,0,0,184,28,116,30,36,12,0,0,2,198,89,15,18,3,4,3,3,3,6,0,9,2,0,0,167,125
220670026-1,22,067,0026-1,687.95,99.76,3.77,3.77,1.98,0,0.79,295.98,35.94,175.91,45.06,58.59,20.07,6.96,3.98,0,49.87,39.74,6.76,1.98,1.99,0,0,1.39,0.4,0,0,1.39,1.39,0,0,250.39,48.89
220670039-1,22,067,0039-1,239,67,4,0,0,0,0,125,8,58,11,22,1,0,0,0,38,24,3,11,1,0,0,0,0,0,0,0,0,1,0,157,27
220670039-2,22,067,0039-2,60,251,1,0,0,0,0,36,9,11,3,3,6,0,0,0,123,71,12,11,2,0,0,1,0,0,1,1,0,0,0,17,113
220690001-1,22,069,0001-1,69.05,355.58,3.02,3.01,2,2,3.01,21.08,9.03,19.02,6,2.01,3,3,0,0,244.82,44.26,17.05,21.09,2.02,4,2.01,4.01,2.01,2,2,4.04,2,0,0,31.02,116.56
220690001-2,22,069,0001-2,397.98,386.52,14.41,7.05,3.29,5.82,12.74,155.23,28.28,194.46,5.83,25.02,5.36,0.13,0,0,252.77,80.11,17.33,24.55,0.32,5.04,2.13,1.23,3.95,4.14,1.94,5.62,0,3.17,0,225.24,107.38
220690001-3,22,069,0001-3,140.1,463.86,13.64,4.4,5.7,0.2,2.15,63.26,16.73,69.32,13.8,10.09,8.33,2.2,0.08,0.03,267.51,68.49,14.57,34.48,4.94,3.25,2.9,4.17,1.19,4.01,0,11.79,0.25,3.96,0.05,50.56,114.63
