GEOID,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PREILAR,G20PREIPIE,G20PREOWRI,G20DELDNOR,G20DELLHYN,G20DELGSTR,G20DELSMUS,G20DELIFRA,G20DELIKRU,G20DELILOW,G20DELICHE,G20DELOWRI,G20COUDWHI,G20COURPIC,G20COULBIS,G20COUGWIL,G20COUIHEN,G20COUIORA,G20COUILAZ,G20COUIGOO,G20COUIBAT,G20COUIPAL,G20COUIGAR,G20COUILEW,G20COUIJAY,G20COUIBAR,G20COUIHOW,G20COUIMER,G20COUIHE2,G20COUIPAD,G20COUIGUR,G20COUISCR,G20COUISIL,G20COUICRI,G20COUIMUR,G20COUIROG,G20COUOWRI,G20USSDSTR,G20USSRWEI,G20USSGORY,G20USSOWRI,G20HALDOWO,G20HALGROB,G20HALISYE,G20HALOWRI
110010104001019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010073011041,1.7,0.1,0,0,0,0,0,1.5,0.1,0,0,0,0,0,0,0,0.8,0.1,0,0,0.2,0.6,0,0.3,0.2,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,1.4,0.1,0.1,0,1.4,0.2,0.1,0
110010098031002,25.6,0.6,0,0.1,0.1,0.1,0.2,24.2,0.2,0.1,0.3,0.4,0.1,0.3,0.3,0.1,13.1,0.5,0.1,0.6,3,10,0.9,3.1,2.4,0.3,0.4,0.5,0.1,0.5,0.7,0.1,0.4,0.1,0.5,0.4,0.3,0.1,0.3,0.2,0.1,21.6,1,2.5,0.1,20.7,3.3,0.7,0.2
110010098033004,53.3,1.2,0.1,0.3,0.2,0.3,0.4,50.4,0.5,0.3,0.7,0.8,0.3,0.7,0.6,0.2,27.3,1,0.3,1.2,6.3,20.8,1.9,6.5,5,0.6,0.9,1,0.2,1,1.5,0.3,0.8,0.2,1.1,0.9,0.6,0.2,0.6,0.4,0.3,44.9,2,5.1,0.3,43,6.9,1.5,0.3
110010098071009,20.1,0.5,0,0.1,0.1,0.1,0.1,19,0.2,0.1,0.3,0.3,0.1,0.3,0.2,0.1,10.3,0.4,0.1,0.4,2.4,7.8,0.7,2.4,1.9,0.2,0.3,0.4,0.1,0.4,0.6,0.1,0.3,0.1,0.4,0.3,0.2,0.1,0.2,0.1,0.1,16.9,0.8,1.9,0.1,16.2,2.6,0.6,0.1
110010098031004,76.9,1.8,0.1,0.4,0.2,0.4,0.6,72.6,0.7,0.4,1,1.2,0.4,1,0.8,0.2,39.3,1.4,0.4,1.7,9,30,2.8,9.4,7.2,0.9,1.3,1.4,0.2,1.4,2.1,0.4,1.1,0.2,1.6,1.3,0.8,0.3,0.9,0.6,0.4,64.7,2.9,7.4,0.4,62,9.9,2.2,0.5
110010073011114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010062021004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010098071014,54.7,1.3,0.1,0.3,0.2,0.3,0.4,51.7,0.5,0.3,0.7,0.8,0.3,0.7,0.6,0.2,28,1,0.3,1.2,6.4,21.4,2,6.7,5.1,0.6,0.9,1,0.2,1,1.5,0.3,0.8,0.2,1.1,0.9,0.6,0.2,0.6,0.4,0.3,46,2.1,5.3,0.3,44.1,7,1.6,0.3
110010098072002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010109001001,93.5,3.8,0.2,0.4,0.5,0.6,0.5,86.7,0.9,1.2,1.7,2,0.5,1.4,0.9,0.4,47,2.5,0.5,2.5,12.6,34.4,2.8,11.3,7,1,2.3,1.6,0.3,1.5,3.1,0.6,1.8,0.3,1.6,1.9,1.2,0.3,1,0.7,0.9,79.9,4.1,7.5,0.6,76.9,10.1,3.7,0.6
110010098102000,46.4,1.1,0.1,0.2,0.1,0.3,0.3,43.8,0.4,0.2,0.6,0.7,0.2,0.6,0.5,0.1,23.7,0.8,0.2,1,5.4,18.1,1.7,5.7,4.4,0.5,0.8,0.9,0.1,0.9,1.3,0.3,0.7,0.1,1,0.8,0.5,0.2,0.5,0.3,0.2,39,1.7,4.5,0.3,37.4,6,1.3,0.3
110010109002040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010095071008,50.4,1.9,0.2,0.2,0.2,0.1,0.5,46.4,0.7,0.7,0.9,1.2,0.2,0.7,0.4,0.1,26.3,1.3,0.4,1.1,7.7,17.5,5.7,8.1,3.4,1.7,2.1,1.8,0.1,0.9,0.7,0.5,0.7,0.3,1.1,0.4,0.2,0.4,0.1,0.3,0.3,42.5,2,4.2,0.3,40.9,4.2,2.3,0.3
110010095093002,89.4,2.8,0.4,0.6,0.2,0.1,0.5,81.7,1.2,1,2,1.9,0.7,1.1,0.9,0.4,45.2,1.8,0.7,1.8,17.6,30.6,11.6,14.2,7.4,3,3.3,2.5,0.7,1.2,1.5,1.2,1.9,0.6,1,0.8,0.6,0.5,0.3,0.6,0.4,75.7,3.3,8.4,0.6,71.7,7.4,4.6,0.7
110010095082002,25.7,0.8,0.1,0.2,0.1,0,0.2,23.5,0.3,0.3,0.6,0.6,0.2,0.3,0.3,0.1,13,0.5,0.2,0.5,5.1,8.8,3.3,4.1,2.1,0.9,0.9,0.7,0.2,0.3,0.4,0.3,0.6,0.2,0.3,0.2,0.2,0.1,0.1,0.2,0.1,21.7,0.9,2.4,0.2,20.6,2.1,1.3,0.2
110010095092000,41.4,1.3,0.2,0.3,0.1,0,0.2,37.8,0.6,0.5,0.9,0.9,0.3,0.5,0.4,0.2,20.9,0.8,0.3,0.8,8.2,14.2,5.4,6.6,3.4,1.4,1.5,1.1,0.3,0.5,0.7,0.5,0.9,0.3,0.5,0.4,0.3,0.2,0.1,0.3,0.2,35.1,1.5,3.9,0.3,33.2,3.4,2.1,0.3
110010095083001,64.6,2,0.3,0.4,0.2,0,0.4,59,0.9,0.7,1.5,1.4,0.5,0.8,0.7,0.3,32.6,1.3,0.5,1.3,12.7,22.1,8.4,10.3,5.3,2.2,2.4,1.8,0.5,0.9,1.1,0.9,1.4,0.5,0.8,0.5,0.5,0.3,0.2,0.5,0.3,54.7,2.4,6.1,0.4,51.8,5.3,3.3,0.5
110010104002032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010095031010,38.9,1.6,0.1,0.2,0.1,0,0.2,36,0.5,0.5,0.5,0.9,0.3,0.6,0.3,0.3,19.9,1.2,0.2,0.8,7.7,14.1,6.3,7.1,2.1,1.3,1.1,1,0.2,0.3,0.7,0.3,0.6,0.2,0.2,0.2,0.3,0.1,0.1,0.3,0.2,33.1,1.6,3.5,0.3,30.3,3.5,2,0.3
110010095012005,27.7,2.1,0.1,0.3,0.1,0.1,0.3,25.2,0.3,0.5,0.8,0.7,0.3,0.6,0.4,0.1,12.9,1.2,0.2,0.6,4.7,10,2.8,4.4,1.6,1.2,1.2,0.8,0.2,0.5,0.6,0.3,0.5,0.2,0.3,0.3,0.3,0.3,0.2,0.2,0.3,23.5,1.8,2.5,0.1,21.7,2.8,1.8,0.1
110010074061001,352,9.8,2.2,1.7,1.7,0.9,3.1,328.5,2.6,2.6,6.1,7.4,1.3,5.7,3.9,0.4,172,7,1.5,8.7,48.6,135.6,9.1,51.4,25.3,3.5,8.7,6.1,1.5,6.8,12.6,1.1,5,0.9,5.7,4.6,4.4,1.8,3.1,2.6,1.5,300.2,10.4,34,0.7,296.3,34.6,11.8,0.6
110010012004023,43.7,2.7,0.4,0.2,0,0.1,0.4,37.7,1.5,1.2,0.9,1.1,1,0.7,0.3,0.4,17.6,3.2,0.6,1.6,15.7,2.3,14.3,12.9,2.1,2.8,1,1,1.6,0.8,0.3,0.9,0.4,0.4,0.1,0.2,0.2,0.2,0.2,0.2,0.3,33.7,3.7,4.3,0.5,30.1,3.5,3.9,0.5
110010105002000,1.4,0.1,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0.6,0.1,0,0.1,0.4,0.2,0.3,0.3,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.1,0.2,0,1.1,0.1,0.1,0
110010062021197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010071001020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010077082004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010077092003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010077092010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010076013013,19,0.6,0,0.2,0.1,0.1,0.2,17.8,0.1,0.2,0.2,0.4,0.1,0.2,0.3,0.1,10.1,0.6,0.2,0.4,2.6,7.3,1,2.6,1.4,0.2,0.5,0.5,0.1,0.3,0.5,0.2,0.2,0.1,0.3,0.2,0.3,0.1,0.1,0.1,0.2,15.9,1,1.5,0.2,15.5,1.9,0.6,0.3
110010076012013,57,1.9,0.1,0.5,0.4,0.2,0.5,53.4,0.3,0.6,0.6,1.2,0.4,0.7,0.8,0.3,30.3,1.7,0.5,1.2,7.8,21.9,3.1,7.7,4.2,0.6,1.4,1.4,0.3,0.8,1.5,0.6,0.7,0.4,0.9,0.5,0.8,0.2,0.2,0.4,0.6,47.6,2.9,4.5,0.6,46.5,5.8,1.8,0.8
110010076012011,6.1,0.2,0,0.1,0,0,0.1,5.7,0,0.1,0.1,0.1,0,0.1,0.1,0,3.2,0.2,0.1,0.1,0.8,2.3,0.3,0.8,0.4,0.1,0.2,0.1,0,0.1,0.2,0.1,0.1,0,0.1,0.1,0.1,0,0,0,0.1,5.1,0.3,0.5,0.1,5,0.6,0.2,0.1
110010077092014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010076041009,129.7,4.4,0.6,0.6,0.5,0.7,0.9,122,0.9,1.7,1.9,2.5,0.8,1.5,1.1,0.6,64.8,2.4,0.8,2.7,17.4,51,7.1,16,7.5,1.1,3.4,3.3,0.6,0.9,4.9,0.9,2.6,0.4,3.8,1.5,2.9,0.5,1,1,1.3,108.3,4.1,12.9,1.3,104.5,13.5,5.7,1.1
110010076043000,120.8,3.3,0.1,0.5,0.4,0.5,1.7,110.8,1.2,1.6,1.2,2.9,1.1,1.3,1.1,1.3,65.4,1.6,0.4,2.8,19.4,40.1,13.2,22.7,9.2,2.1,3.1,2.9,0.9,1.2,2.7,0.3,1.5,0.3,2.4,1.3,2.1,0.5,0.7,1.5,0.9,100.5,2.9,9.9,1.6,95.7,9.9,6.4,2.1
110010008022002,14.8,2.4,0.2,0.1,0,0,0.2,12.2,1.1,0.3,0.3,0.6,0.6,0.3,0.3,0.1,5.3,2.4,0.6,0.6,4.3,1.3,2.8,4.9,0.5,0.9,0.4,0.2,0.5,0.4,0.2,0.4,0.2,0.2,0.1,0.2,0.1,0.2,0.1,0,0.1,10.9,3.2,1.2,0.2,9.8,1.2,2.2,0.4
110010008021008,21.3,3.5,0.3,0.1,0.1,0,0.3,17.6,1.6,0.4,0.5,0.9,0.9,0.5,0.4,0.2,7.7,3.4,0.9,0.9,6.3,1.9,4.1,7.1,0.7,1.3,0.6,0.3,0.7,0.6,0.3,0.6,0.4,0.2,0.1,0.3,0.1,0.4,0.2,0,0.2,15.8,4.6,1.7,0.3,14.1,1.8,3.2,0.5
110010011002007,26.2,1.9,0.2,0.1,0,0,0.3,22.8,1,0.6,0.4,0.5,0.6,0.4,0.2,0.3,9.4,2.2,0.4,0.9,9.1,1.9,8.4,8.5,1.1,1.9,0.6,0.4,0.7,0.4,0.2,0.8,0.3,0.3,0.1,0.1,0.1,0.2,0.1,0.1,0.2,19.9,2.5,2.2,0.3,17.5,1.9,2.2,0.5
110010103003003,28.7,1.2,0.1,0.2,0.1,0,0.2,26,0.3,0.6,0.6,0.7,0.2,0.4,0.2,0.1,14.3,0.6,0.2,1.1,6.1,5.9,7.2,4.3,2,2,0.9,1.3,0.2,0.4,0.5,0.4,0.3,0.3,0.4,0.2,0.1,0.2,0.1,0.1,0.1,22.7,1.1,3.6,0.2,22.4,2.8,1.5,0.2
110010103001007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010103003008,21.7,0.9,0.1,0.1,0.1,0,0.1,19.6,0.3,0.4,0.5,0.5,0.2,0.3,0.1,0.1,10.8,0.5,0.2,0.8,4.6,4.5,5.4,3.3,1.5,1.5,0.7,1,0.1,0.3,0.4,0.3,0.2,0.2,0.3,0.2,0.1,0.2,0.1,0.1,0.1,17.2,0.8,2.7,0.1,16.9,2.1,1.2,0.2
110010017022001,82.1,3.4,0.3,0.5,0.2,0.1,0.5,74.4,1,1.7,1.8,1.9,0.6,1.2,0.5,0.3,41,1.8,0.7,3.2,17.5,17,20.6,12.3,5.8,5.6,2.7,3.7,0.5,1.1,1.5,1,0.8,0.8,1.1,0.6,0.4,0.6,0.3,0.4,0.4,65,3.1,10.4,0.5,64.1,8.1,4.4,0.6
110010017022008,10.8,0.4,0,0.1,0,0,0.1,9.8,0.1,0.2,0.2,0.2,0.1,0.2,0.1,0,5.4,0.2,0.1,0.4,2.3,2.3,2.7,1.6,0.8,0.7,0.4,0.5,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0,8.6,0.4,1.4,0.1,8.5,1.1,0.6,0.1
110010103001013,31.8,1.3,0.1,0.2,0.1,0,0.2,28.8,0.4,0.7,0.7,0.7,0.2,0.5,0.2,0.1,15.9,0.7,0.3,1.2,6.8,6.6,8,4.8,2.2,2.2,1,1.4,0.2,0.4,0.6,0.4,0.3,0.3,0.4,0.2,0.1,0.2,0.1,0.1,0.1,25.1,1.2,4,0.2,24.8,3.1,1.7,0.2
110010018042006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010019011004,121.7,4.9,0.5,0.9,0.2,0.2,1.2,110.5,1.4,1.8,2.6,2.1,2.1,2,0.8,0.7,66.6,3.7,1.3,3.1,18,34.3,21.3,17.3,7.4,4.7,4.2,4.9,0.6,1.9,2.4,1.8,1.5,1.7,1.6,1,1.1,0.6,1,0.3,1.3,99.5,4.9,12.4,1.1,95.4,13.3,5.7,1.2
110010019014002,30.9,1.1,0.1,0.2,0.1,0,0.1,28.5,0.3,0.4,0.5,0.6,0.1,0.3,0.4,0.2,16.5,0.5,0.1,0.9,6.7,8,5.6,3.9,2.1,2.1,1,1.2,0.1,0.5,0.6,0.4,0.4,0.2,1.1,0.2,0.1,0.1,0.1,0.2,0.2,25.2,0.9,3.2,0.2,24.3,3,1.3,0.3
110010019012003,38.6,1.3,0.1,0.3,0.1,0,0.2,35.6,0.4,0.5,0.7,0.7,0.2,0.4,0.5,0.2,20.6,0.7,0.2,1.1,8.3,10.1,7.1,4.9,2.6,2.7,1.3,1.5,0.2,0.6,0.7,0.5,0.5,0.3,1.3,0.3,0.2,0.2,0.1,0.3,0.3,31.5,1.1,4,0.3,30.4,3.7,1.7,0.3
110010019012002,37.1,1.3,0.1,0.2,0.1,0,0.2,34.2,0.4,0.4,0.6,0.7,0.2,0.4,0.4,0.2,19.8,0.6,0.2,1.1,8,9.7,6.8,4.7,2.5,2.6,1.2,1.4,0.2,0.5,0.7,0.4,0.5,0.3,1.3,0.3,0.2,0.2,0.1,0.2,0.2,30.3,1,3.9,0.2,29.2,3.5,1.6,0.3
110010019012005,60.5,2.4,0.3,0.4,0.1,0.1,0.6,54.9,0.7,0.9,1.3,1.1,1,1,0.4,0.4,33.1,1.8,0.6,1.5,9,17.1,10.6,8.6,3.7,2.3,2.1,2.4,0.3,0.9,1.2,0.9,0.8,0.8,0.8,0.5,0.6,0.3,0.5,0.2,0.7,49.5,2.4,6.2,0.5,47.5,6.6,2.8,0.6
110010017021002,14.7,0.6,0.1,0.1,0,0,0.1,13.3,0.2,0.3,0.3,0.3,0.1,0.2,0.1,0.1,7.4,0.3,0.1,0.6,3.1,3.1,3.7,2.2,1,1,0.5,0.7,0.1,0.2,0.3,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,11.7,0.6,1.9,0.1,11.5,1.4,0.8,0.1
110010017021026,34.9,1.4,0.1,0.2,0.1,0,0.2,31.6,0.4,0.7,0.7,0.8,0.3,0.5,0.2,0.1,17.4,0.8,0.3,1.3,7.4,7.2,8.8,5.2,2.5,2.4,1.1,1.6,0.2,0.5,0.7,0.4,0.3,0.3,0.5,0.3,0.2,0.2,0.1,0.2,0.2,27.6,1.3,4.4,0.2,27.2,3.4,1.9,0.2
110010017021022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010021015005,128.5,4.9,0.5,0.4,0.7,0.3,0.7,116.2,1.5,1.3,3.5,2.6,1,1.8,1,0.5,65.3,3.1,1,3.7,27.4,31,21.3,20.4,7.8,5.7,5.1,4.6,0.8,2.6,2.3,1.3,1.2,1.2,1.9,1,0.8,1.7,0.9,0.5,0.9,106.5,4.6,12.4,1.1,104.5,9.2,6.8,1.2
110010021014001,20.4,0.8,0.1,0.1,0.1,0,0.1,18.4,0.2,0.2,0.6,0.4,0.2,0.3,0.2,0.1,10.4,0.5,0.2,0.6,4.3,4.9,3.4,3.2,1.2,0.9,0.8,0.7,0.1,0.4,0.4,0.2,0.2,0.2,0.3,0.2,0.1,0.3,0.1,0.1,0.1,16.9,0.7,2,0.2,16.6,1.5,1.1,0.2
110010021014004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010021014009,54.4,2.1,0.2,0.2,0.3,0.1,0.3,49.2,0.6,0.6,1.5,1.1,0.4,0.8,0.4,0.2,27.6,1.3,0.4,1.6,11.6,13.1,9,8.6,3.3,2.4,2.1,1.9,0.3,1.1,1,0.6,0.5,0.5,0.8,0.4,0.3,0.7,0.4,0.2,0.4,45,1.9,5.2,0.5,44.2,3.9,2.9,0.5
110010019021016,38.3,1.5,0.2,0.3,0.1,0.1,0.4,34.8,0.4,0.6,0.8,0.7,0.7,0.6,0.3,0.2,21,1.2,0.4,1,5.7,10.8,6.7,5.4,2.3,1.5,1.3,1.5,0.2,0.6,0.8,0.6,0.5,0.5,0.5,0.3,0.4,0.2,0.3,0.1,0.4,31.3,1.5,3.9,0.3,30.1,4.2,1.8,0.4
110010095092003,26.5,0.8,0.1,0.2,0.1,0,0.2,24.2,0.4,0.3,0.6,0.6,0.2,0.3,0.3,0.1,13.4,0.5,0.2,0.5,5.2,9.1,3.5,4.2,2.2,0.9,1,0.7,0.2,0.4,0.4,0.4,0.6,0.2,0.3,0.2,0.2,0.1,0.1,0.2,0.1,22.4,1,2.5,0.2,21.3,2.2,1.3,0.2
110010095033009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010095041017,19.4,1.3,0.1,0.3,0.1,0,0.2,17.5,0.5,0.4,0.5,0.4,0.2,0.4,0.3,0.2,8.1,1,0.2,0.6,5.3,5,6.4,3.1,1.3,0.9,0.8,0.4,0.2,0.4,0.3,0.5,0.3,0.2,0.2,0.1,0.2,0.2,0.1,0.2,0.2,15.5,1.4,2.7,0.3,14.1,2.4,1.8,0.3
110010095033012,20.2,1.3,0.1,0.3,0.1,0,0.2,18.2,0.5,0.5,0.5,0.4,0.2,0.4,0.3,0.2,8.5,1,0.2,0.6,5.5,5.2,6.7,3.3,1.3,0.9,0.8,0.4,0.2,0.4,0.3,0.5,0.3,0.2,0.2,0.1,0.2,0.2,0.1,0.2,0.2,16.1,1.5,2.8,0.3,14.7,2.5,1.9,0.3
110010095031016,43.5,1.8,0.2,0.2,0.1,0.1,0.3,40.2,0.5,0.5,0.6,1,0.3,0.7,0.3,0.3,22.2,1.3,0.2,0.9,8.6,15.8,7.1,8,2.4,1.5,1.3,1.1,0.3,0.3,0.8,0.4,0.7,0.3,0.3,0.2,0.3,0.1,0.1,0.3,0.3,37,1.8,3.9,0.3,33.9,3.9,2.3,0.3
110010094001014,22.7,0.8,0.1,0,0,0.1,0.1,20.9,0.2,0.3,0.4,0.4,0.3,0.4,0.2,0.1,10.9,0.5,0.1,0.4,5.3,7.6,4.1,3.4,1.3,0.7,1.3,0.6,0.1,0.2,0.3,0.3,0.5,0.2,0.3,0.1,0.2,0.1,0.1,0.1,0.2,19,0.8,2.1,0.1,17.3,2,1.2,0.1
110010094001015,20.1,0.7,0.1,0,0,0.1,0.1,18.6,0.2,0.2,0.3,0.4,0.2,0.3,0.2,0.1,9.7,0.5,0.1,0.4,4.7,6.8,3.6,3,1.1,0.6,1.1,0.6,0.1,0.2,0.3,0.2,0.4,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.2,16.9,0.7,1.9,0.1,15.4,1.7,1.1,0.1
110010092011004,396.7,18.1,2.6,2.8,1.1,1.1,2.8,353.9,8.4,6.6,10.2,9.7,6.1,7.3,4.3,2,169.6,16.6,5.4,10.9,90.6,105.1,92.3,65.4,23.9,18.3,12.1,10.1,4.9,8.2,9.4,6.5,5.7,2.3,3.1,2,4.7,2.2,2.6,2.3,3.3,324,24.2,45.5,3.1,312.2,33.7,25.6,4.7
110010095013011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010092011010,48.9,2.2,0.3,0.3,0.1,0.1,0.3,43.6,1,0.8,1.3,1.2,0.8,0.9,0.5,0.2,20.9,2,0.7,1.3,11.2,13,11.4,8.1,2.9,2.2,1.5,1.2,0.6,1,1.2,0.8,0.7,0.3,0.4,0.2,0.6,0.3,0.3,0.3,0.4,39.9,3,5.6,0.4,38.5,4.2,3.2,0.6
110010093012014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010093021003,50.6,2.6,0.2,0.2,0.1,0.1,0.5,46.1,0.9,0.7,1,1.1,0.6,0.8,0.2,0.5,21.2,1.9,0.4,1.5,14,12.3,18.6,7.6,2.5,2.6,1.7,0.8,0.6,0.8,0.6,0.6,1,0.5,0.3,0.2,0.2,0.2,0.2,0.2,0.3,39.9,2.8,6.4,0.6,37.6,5.6,3.4,0.8
110010093021002,62.4,3.2,0.3,0.2,0.2,0.1,0.6,56.9,1.1,0.9,1.2,1.3,0.8,0.9,0.3,0.6,26.1,2.4,0.5,1.8,17.3,15.1,22.9,9.4,3.1,3.2,2.1,1,0.8,1,0.7,0.7,1.2,0.6,0.4,0.3,0.3,0.2,0.2,0.3,0.4,49.3,3.4,7.9,0.7,46.4,6.9,4.1,0.9
110010091022020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010088031025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010093014000,13.2,0.9,0.1,0.2,0,0,0.1,11.9,0.3,0.3,0.3,0.3,0.1,0.3,0.2,0.1,5.5,0.7,0.1,0.4,3.6,3.4,4.4,2.1,0.9,0.6,0.5,0.2,0.1,0.3,0.2,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,10.5,1,1.8,0.2,9.6,1.6,1.3,0.2
110010093021007,45.8,2.4,0.2,0.2,0.1,0.1,0.4,41.8,0.8,0.7,0.9,1,0.6,0.7,0.2,0.4,19.2,1.7,0.3,1.4,12.7,11.1,16.8,6.9,2.2,2.4,1.5,0.7,0.6,0.7,0.5,0.5,0.9,0.4,0.3,0.2,0.2,0.1,0.2,0.2,0.3,36.2,2.5,5.8,0.5,34.1,5.1,3,0.7
110010093013018,57.3,2,0,0.3,0.3,0.1,0.6,52.8,0.8,1.5,1.1,0.8,0.4,0.9,0.4,0.4,28.1,1.6,0.8,1.5,13.7,16.4,12.2,8.5,3.8,2.9,2.5,1,0.6,0.7,1,1.1,2.1,0.4,0.5,0.1,0.4,0.5,0,0.2,0.1,47,2.5,6.2,1.1,44.6,5.8,2.9,0.6
110010093011003,25.1,0.9,0,0.1,0.1,0,0.3,23.1,0.4,0.7,0.5,0.4,0.2,0.4,0.2,0.2,12.3,0.7,0.3,0.7,6,7.2,5.4,3.7,1.6,1.3,1.1,0.4,0.3,0.3,0.4,0.5,0.9,0.2,0.2,0,0.2,0.2,0,0.1,0.1,20.6,1.1,2.7,0.5,19.6,2.5,1.3,0.3
110010093011008,20.4,0.7,0,0.1,0.1,0,0.2,18.8,0.3,0.5,0.4,0.3,0.2,0.3,0.2,0.1,10,0.6,0.3,0.5,4.9,5.8,4.4,3,1.3,1.1,0.9,0.4,0.2,0.2,0.4,0.4,0.7,0.1,0.2,0,0.1,0.2,0,0.1,0,16.7,0.9,2.2,0.4,15.9,2.1,1.1,0.2
110010094002005,146.9,5.3,0.4,0.3,0.2,0.4,0.9,135.3,1.5,1.6,2.4,2.7,1.7,2.4,1.1,0.9,70.7,3.5,0.5,2.9,34.4,49.3,26.5,22.1,8.3,4.7,8.3,4.2,0.9,1.3,2.2,1.8,3.2,1,2.1,0.9,1,0.9,0.9,0.5,1.1,123.2,5.4,13.7,0.9,112,12.7,7.8,0.9
