GEOID,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PREILAR,G20PREIPIE,G20PREOWRI,G20DELDNOR,G20DELLHYN,G20DELGSTR,G20DELSMUS,G20DELIFRA,G20DELIKRU,G20DELILOW,G20DELICHE,G20DELOWRI,G20COUDWHI,G20COURPIC,G20COULBIS,G20COUGWIL,G20COUIHEN,G20COUIORA,G20COUILAZ,G20COUIGOO,G20COUIBAT,G20COUIPAL,G20COUIGAR,G20COUILEW,G20COUIJAY,G20COUIBAR,G20COUIHOW,G20COUIMER,G20COUIHE2,G20COUIPAD,G20COUIGUR,G20COUISCR,G20COUISIL,G20COUICRI,G20COUIMUR,G20COUIROG,G20COUOWRI,G20USSDSTR,G20USSRWEI,G20USSGORY,G20USSOWRI,G20HALDOWO,G20HALGROB,G20HALISYE,G20HALOWRI
110010034002017,30.2,1,0.1,0.2,0,0,0.2,26.1,0.8,0.5,1.1,0.7,0.2,0.4,0.3,0.1,13,1.1,0.5,0.9,8.8,4.4,7.8,5,1.8,1.5,0.7,0.7,0.3,0.7,0.5,0.7,0.4,0.4,0.2,0.3,0.2,0.4,0.2,0.1,0.1,24.1,1.5,3.6,0.2,23.4,2.4,1.9,0.3
110010034002024,25.3,1,0.1,0.2,0,0,0.1,22.6,0.7,0.4,0.8,0.4,0.2,0.4,0.2,0.1,10.7,1.1,0.3,0.7,6.7,5.4,4.4,4.9,1.4,0.9,0.9,0.6,0.3,0.6,0.5,0.2,0.4,0.8,0.2,0.1,0.2,0.1,0,0.1,0.2,20.1,1.5,3,0.2,19.6,2.6,1.3,0.2
110010033011000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010023021006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010010011008,31.1,2.7,0.3,0.1,0.1,0,0.3,27,1.4,0.8,0.4,1.1,0.8,0.4,0.3,0.3,12.8,3.4,0.6,1.2,11.2,1.7,10.2,8.7,1.3,1.6,0.7,0.4,0.9,0.4,0.1,0.6,0.4,0.4,0.1,0.1,0.2,0.2,0.1,0.2,0.2,23.4,3.7,2.7,0.4,19.8,2.3,4.5,0.6
110010010011002,40.6,3.5,0.4,0.1,0.1,0,0.4,35.2,1.8,1,0.6,1.5,1,0.5,0.4,0.4,16.7,4.5,0.8,1.6,14.6,2.2,13.4,11.3,1.8,2,0.9,0.5,1.2,0.5,0.1,0.8,0.5,0.6,0.1,0.2,0.3,0.3,0.1,0.2,0.2,30.5,4.9,3.5,0.6,25.9,3.1,5.9,0.7
110010010015002,31.8,2.8,0.3,0.1,0.1,0,0.3,27.6,1.4,0.8,0.4,1.2,0.8,0.4,0.3,0.3,13.1,3.5,0.6,1.3,11.4,1.7,10.5,8.9,1.4,1.6,0.7,0.4,0.9,0.4,0.1,0.7,0.4,0.4,0.1,0.1,0.2,0.2,0.1,0.2,0.2,23.9,3.8,2.7,0.5,20.3,2.4,4.6,0.6
110010010012026,33.8,2.9,0.3,0.1,0.1,0,0.3,29.4,1.5,0.8,0.5,1.2,0.8,0.4,0.3,0.3,14,3.7,0.7,1.3,12.2,1.8,11.1,9.4,1.5,1.7,0.7,0.4,1,0.4,0.1,0.7,0.4,0.5,0.1,0.1,0.2,0.2,0.1,0.2,0.2,25.4,4.1,2.9,0.5,21.6,2.6,4.9,0.6
110010011002003,60.2,4.4,0.6,0.3,0.1,0.1,0.6,52.4,2.3,1.4,0.9,1,1.4,0.8,0.4,0.7,21.5,5.1,1,2.1,20.9,4.4,19.2,19.4,2.6,4.4,1.4,0.8,1.5,1,0.4,1.7,0.8,0.7,0.2,0.2,0.3,0.4,0.2,0.2,0.5,45.6,5.8,4.9,0.8,40.2,4.3,5.1,1.2
110010010012012,11.5,1,0.1,0,0,0,0.1,10,0.5,0.3,0.2,0.4,0.3,0.1,0.1,0.1,4.7,1.3,0.2,0.5,4.1,0.6,3.8,3.2,0.5,0.6,0.2,0.1,0.3,0.1,0,0.2,0.1,0.2,0,0,0.1,0.1,0,0.1,0.1,8.6,1.4,1,0.2,7.3,0.9,1.7,0.2
110010010014007,23,2.1,0.3,0,0.1,0,0.2,19.7,1.2,0.4,0.3,1.5,0.5,0.4,0.1,0.2,8.1,3.1,0.5,1.1,9.8,1.3,6.4,7.7,1,1.2,0.5,0.3,0.6,0.3,0,0.3,0.3,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.2,17.5,2.8,2,0.4,14.7,1.6,3,0.6
110010010014003,33.1,3.1,0.5,0.1,0.1,0,0.4,28.4,1.7,0.6,0.5,2.1,0.7,0.6,0.2,0.4,11.7,4.5,0.8,1.6,14.1,1.8,9.2,11.1,1.4,1.7,0.8,0.4,0.9,0.5,0,0.5,0.4,0.2,0.1,0.3,0.1,0.2,0.2,0.2,0.3,25.2,4.1,2.8,0.5,21.2,2.3,4.3,0.9
110010010014028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010008011001,140.1,16.9,1,0.8,0.3,0.4,1.6,123.4,6,2.6,3.4,5.5,4.4,2,1.4,0.8,53.9,16.8,3,6.6,42,10.7,34,43.7,5,8.3,5.6,1.8,3.5,3.4,1,3.5,2.5,1.7,0.4,1.3,0.6,1.5,0.5,0.9,1.1,108.2,18.5,12.3,1.6,95.6,10.7,15.3,1.8
110010010014023,37.9,3.5,0.5,0.1,0.1,0,0.4,32.5,2,0.7,0.5,2.4,0.8,0.6,0.2,0.4,13.4,5.1,0.9,1.8,16.2,2.1,10.5,12.7,1.6,1.9,0.9,0.4,1.1,0.6,0,0.5,0.5,0.2,0.1,0.3,0.1,0.2,0.2,0.2,0.3,28.9,4.7,3.3,0.6,24.3,2.6,4.9,1
110010010014002,11.8,1.1,0.2,0,0,0,0.1,10.1,0.6,0.2,0.2,0.7,0.2,0.2,0.1,0.1,4.1,1.6,0.3,0.6,5,0.6,3.3,3.9,0.5,0.6,0.3,0.1,0.3,0.2,0,0.2,0.2,0.1,0,0.1,0,0.1,0.1,0.1,0.1,9,1.4,1,0.2,7.5,0.8,1.5,0.3
110010073011014,64.4,4.6,0.8,0.2,0.2,0.2,0.7,58.9,2,0.6,1.4,1.6,1,1.3,1,0.4,29.7,3.8,1.2,1.7,8.3,22.5,1.8,11.9,6.5,1,1.9,1.4,0.1,1.2,2.6,0.4,1.2,0.5,1,1,1.1,0.4,0.7,0.5,1,55.1,4.9,5.6,0.5,53.1,7.2,3.7,0.9
110010059001027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010102001000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010102001004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010105002003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010104002000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010104002018,97.2,7,1.2,0.3,0.3,0.3,1.1,88.9,3,0.9,2.1,2.4,1.5,2,1.4,0.6,44.9,5.7,1.8,2.6,12.6,34,2.7,17.9,9.8,1.4,2.8,2.1,0.2,1.9,3.9,0.6,1.8,0.7,1.5,1.4,1.7,0.5,1.1,0.7,1.4,83.2,7.3,8.5,0.7,80.2,10.9,5.6,1.3
110010073011040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010073011045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010104001026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010104001024,18.5,1.3,0.2,0.1,0.1,0.1,0.2,16.9,0.6,0.2,0.4,0.5,0.3,0.4,0.3,0.1,8.5,1.1,0.3,0.5,2.4,6.5,0.5,3.4,1.9,0.3,0.5,0.4,0,0.4,0.7,0.1,0.3,0.1,0.3,0.3,0.3,0.1,0.2,0.1,0.3,15.9,1.4,1.6,0.1,15.3,2.1,1.1,0.2
110010098071000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010098031005,111.5,2.6,0.2,0.6,0.3,0.6,0.8,105.3,1,0.5,1.4,1.7,0.6,1.4,1.2,0.3,57,2,0.6,2.4,13.1,43.6,4,13.6,10.5,1.3,1.9,2.1,0.3,2.1,3.1,0.6,1.6,0.3,2.3,1.9,1.2,0.5,1.3,0.8,0.5,93.8,4.2,10.7,0.6,89.9,14.4,3.2,0.7
110010073011075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010073011120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010109002016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010077091026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010111003053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010077082005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010076051002,26.4,0.8,0.1,0.2,0,0.2,0.2,24.8,0.2,0.2,0.3,0.6,0.1,0.3,0.2,0.1,12.7,0.6,0.1,0.5,3.2,10.8,1.1,2.7,2,0.3,0.6,0.4,0.1,0.3,0.8,0.3,0.4,0.2,0.6,0.3,0.3,0.1,0.2,0.3,0.2,21.8,1,2.1,0.3,20.5,3,1.1,0.2
110010099012018,40.8,0.7,0,0.2,0,0,0.6,37.2,0.3,0.3,0.8,1.2,0.3,0.6,0.4,0.2,22.5,0.7,0.2,0.9,7,15,4.3,6.7,2.9,0.8,1.8,0.9,0.5,0.5,0.7,0.3,0.6,0,0.8,0.4,0.7,0.1,0,0.6,0.2,34.9,1.2,3.3,0.4,33.8,3.5,1.4,0.2
110010104002034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010104002037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010098041000,68,2.1,0.1,0.7,0.4,0.3,0.4,63,0.8,0.7,1.4,1.4,0.4,0.7,1,0.3,31.7,1.9,0.1,1.4,8.4,26.6,2.5,10.3,8.4,0.8,1.8,1.3,0.2,0.9,2.2,0.4,0.9,0.3,0.9,0.6,0.8,0.3,0.7,0.4,0.7,56.8,2.7,6.6,0.5,55.3,7.7,2.4,0.4
110010096031002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010002021011,38.8,6.2,0.6,0.1,0,0.1,0.6,32.2,2.9,0.8,0.9,1.3,1.6,0.8,0.4,0.4,14.3,6.1,1.3,1.5,10.4,3.7,6.6,12.6,1.6,1.9,1,0.7,1,0.9,0.4,0.7,0.7,0.4,0.2,0.4,0.2,0.4,0.4,0.3,0.4,27.5,8.1,3,0.4,26.4,2.9,5.4,0.9
110010096011038,35.1,1.1,0.1,0.2,0.1,0.2,0.3,32.7,0.5,0.2,0.6,0.8,0.2,0.4,0.5,0.1,17.5,0.9,0.2,0.5,4.7,13.6,1.7,4.6,1.5,0.5,0.9,0.6,0.1,0.3,1.9,0.2,0.6,0.2,0.9,0.1,0.3,0.1,0.3,0.3,0.2,30,1.2,2.7,0.3,29.1,3.3,1.1,0.2
110010102001021,462.5,49.1,5.7,2.1,0.4,0.6,5.3,401.2,25.5,10.1,10.1,16.2,12.4,7.6,5.1,5.1,219.8,48.7,12.9,22.1,130.2,60.3,80.3,96.9,35.2,22.8,13.7,12.2,13.1,10.7,7.4,12.6,6.3,8,2.3,6.1,1.7,2.9,4.8,2.9,3.4,371.3,56.9,48.9,3.4,361.2,36.2,45.5,8.4
110010070001008,69.8,5.3,1.1,0.1,0,0.2,1.2,60.2,4.5,1.1,1.1,1.6,1.6,1.5,0.7,0.9,25.2,6.6,1.6,1.7,26.1,4.7,17.3,15.4,3.9,2.9,1.8,1.8,12.6,1.8,0.6,1.4,0.6,0.8,0.2,0.5,0.3,0.5,0.2,0.5,0.4,52.4,9,6.8,1.5,49.2,5,8,1.8
110010072002005,309.2,53.1,4.8,0.9,0.6,0.5,7.2,259.9,31.6,5.6,4.9,10.7,14.1,8.8,5.4,6.5,131.5,56.8,16.5,10.2,99.1,27.2,55.6,75.2,22.2,13.3,7.8,8.3,19,6.9,4.5,5.6,3.4,5.5,2.4,3.4,1.8,2.7,2.7,2.8,3.6,246.9,73.4,23.6,5,239.4,20.1,47.2,12.7
110010096033000,139.6,3.1,0.4,0.7,0.7,0.4,0.7,129.3,0.7,1.2,2.8,2.9,0.5,1.5,1.2,0.1,66.4,2.3,0.4,3.1,19.1,53.8,8.1,16.6,7.8,2,2.6,2.8,0.2,2.3,5.6,1.2,2.1,0.9,2.5,1.9,2.1,0.8,1.1,0.5,0.7,115.6,4.3,11.7,1,109.5,15.6,4.3,0.7
110010077091008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010077091022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010008012005,16.7,2.3,0.2,0,0,0,0.4,14.3,1.3,0.3,0.3,0.7,0.7,0.2,0.2,0.3,5.4,2.6,0.5,0.5,5.2,1.8,3.7,6.9,0.7,0.9,0.4,0.2,1,0.2,0,0.2,0.3,0.2,0,0.1,0.1,0.1,0.1,0.1,0.2,12.1,3.3,1.2,0.3,10.6,1.1,2.4,0.4
110010008012013,9,1.2,0.1,0,0,0,0.2,7.7,0.7,0.2,0.1,0.4,0.4,0.1,0.1,0.2,2.9,1.4,0.3,0.3,2.8,1,2,3.7,0.4,0.5,0.2,0.1,0.5,0.1,0,0.1,0.2,0.1,0,0.1,0,0.1,0,0,0.1,6.5,1.8,0.7,0.1,5.7,0.6,1.3,0.2
110010008021013,158.1,25.8,2.1,0.7,0.5,0.1,2,130.4,12.2,2.7,3.4,6.8,6.6,3.7,3,1.4,57,25.2,6.6,6.5,46.3,14.2,30.1,52.9,5.5,9.7,4.1,2.5,5.5,4.6,2.3,4.4,2.6,1.7,0.9,2,0.8,2.6,1.2,0.1,1.3,117,33.8,12.7,2.1,104.4,13,24.1,4
110010008021019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010008014001,3.9,0.5,0,0,0,0,0.1,3.3,0.3,0.1,0.1,0.2,0.2,0.1,0,0.1,1.3,0.6,0.1,0.1,1.2,0.4,0.8,1.6,0.2,0.2,0.1,0,0.2,0,0,0.1,0.1,0,0,0,0,0,0,0,0,2.8,0.8,0.3,0.1,2.5,0.3,0.6,0.1
110010008014012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010008013011,19.5,2.5,0.1,0.1,0,0,0.3,16.7,1,0.3,0.4,0.7,0.7,0.3,0.2,0.1,6.9,2.7,0.4,0.7,6,1.8,3.5,7.6,0.5,1.1,0.5,0.3,0.7,0.5,0.2,0.3,0.3,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,14.8,3.3,1.3,0.1,12.6,1.4,2.6,0.3
110010008013003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010008013032,32.1,4.3,0.4,0,0,0,0.7,27.5,2.4,0.6,0.5,1.4,1.3,0.5,0.4,0.5,10.4,5,1,1,10,3.5,7,13.2,1.4,1.7,0.7,0.3,1.9,0.4,0.1,0.4,0.5,0.4,0.1,0.2,0.2,0.2,0.1,0.1,0.3,23.3,6.4,2.4,0.5,20.4,2.2,4.7,0.8
110010007011006,31.5,3.8,0.2,0.2,0.1,0.1,0.4,27.8,1.3,0.6,0.8,1.2,1,0.4,0.3,0.2,12.1,3.8,0.7,1.5,9.4,2.4,7.7,9.8,1.1,1.9,1.3,0.4,0.8,0.8,0.2,0.8,0.6,0.4,0.1,0.3,0.1,0.3,0.1,0.2,0.3,24.3,4.2,2.8,0.4,21.5,2.4,3.5,0.4
110010016001013,15.2,0.6,0,0.1,0,0,0.1,13.8,0.3,0.2,0.2,0.4,0.1,0.2,0.1,0.2,8.3,0.4,0.1,0.3,3.4,4.1,2.5,4.9,0.6,0.6,0.3,0.3,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0,0,0.2,12.6,0.7,1.1,0.2,11.8,1.3,0.7,0.2
110010103002008,99.2,4,0.4,0.6,0.3,0.1,0.6,89.8,1.2,2.1,2.1,2.3,0.7,1.4,0.6,0.4,49.5,2.2,0.8,3.8,21.1,20.6,24.9,14.9,7,6.8,3.2,4.4,0.6,1.3,1.9,1.3,1,0.9,1.3,0.7,0.5,0.7,0.4,0.5,0.4,78.5,3.8,12.5,0.6,77.4,9.7,5.3,0.7
110010103002007,31,1.3,0.1,0.2,0.1,0,0.2,28.1,0.4,0.6,0.7,0.7,0.2,0.4,0.2,0.1,15.5,0.7,0.3,1.2,6.6,6.4,7.8,4.6,2.2,2.1,1,1.4,0.2,0.4,0.6,0.4,0.3,0.3,0.4,0.2,0.1,0.2,0.1,0.1,0.1,24.5,1.2,3.9,0.2,24.2,3,1.7,0.2
110010017021012,55,2.2,0.2,0.3,0.2,0.1,0.4,49.8,0.6,1.1,1.2,1.3,0.4,0.8,0.3,0.2,27.5,1.2,0.5,2.1,11.7,11.4,13.8,8.2,3.9,3.8,1.8,2.4,0.3,0.7,1,0.7,0.5,0.5,0.7,0.4,0.3,0.4,0.2,0.3,0.2,43.5,2.1,6.9,0.3,42.9,5.4,3,0.4
110010019013004,14.7,0.5,0.1,0.1,0,0,0.1,13.5,0.2,0.2,0.3,0.3,0.1,0.2,0.2,0.1,7.8,0.3,0.1,0.4,3.2,3.8,2.7,1.9,1,1,0.5,0.6,0.1,0.2,0.3,0.2,0.2,0.1,0.5,0.1,0.1,0.1,0,0.1,0.1,12,0.4,1.5,0.1,11.6,1.4,0.6,0.1
110010018042007,31.9,1.9,0.1,0.2,0.2,0.1,0.2,28.3,0.5,0.5,0.8,0.7,0.3,0.9,0.4,0.1,16.9,1.4,0.3,0.6,5,9.1,3.5,4.4,1.5,1.3,1.6,1.3,0.2,0.6,0.8,0.3,0.5,0.2,0.7,0.2,0.3,0.4,0.2,0.3,0.2,26.2,1.8,2.7,0.2,25.2,3,1.8,0.1
110010019012009,49.5,1.7,0.2,0.3,0.2,0,0.2,45.6,0.5,0.6,0.8,0.9,0.2,0.5,0.6,0.3,26.4,0.9,0.2,1.4,10.7,12.9,9,6.2,3.3,3.4,1.7,1.9,0.2,0.7,0.9,0.6,0.6,0.4,1.7,0.4,0.2,0.2,0.1,0.3,0.3,40.4,1.4,5.2,0.3,38.9,4.7,2.1,0.4
110010019013008,95.8,3.3,0.4,0.6,0.3,0,0.5,88.4,1,1.1,1.6,1.7,0.5,1,1.1,0.6,51.1,1.7,0.4,2.7,20.7,24.9,17.5,12.1,6.4,6.7,3.2,3.7,0.5,1.4,1.8,1.1,1.2,0.8,3.3,0.7,0.5,0.5,0.2,0.6,0.6,78.2,2.7,10,0.6,75.4,9.2,4.1,0.8
110010017021013,23.2,0.9,0.1,0.1,0.1,0,0.2,21,0.3,0.5,0.5,0.5,0.2,0.3,0.1,0.1,11.6,0.5,0.2,0.9,5,4.8,5.8,3.5,1.6,1.6,0.8,1,0.1,0.3,0.4,0.3,0.2,0.2,0.3,0.2,0.1,0.2,0.1,0.1,0.1,18.4,0.9,2.9,0.1,18.1,2.3,1.3,0.2
110010084101014,80.9,4,0.9,0.4,0.2,0.1,1.2,70.6,3.6,1.5,1.7,1.9,1.3,1.3,0.8,1.1,34.6,5.2,1.7,3,24.3,13.7,20.3,13.4,5.3,3.6,1.6,1.6,4.7,1.8,1.1,1.3,1.6,1,0.8,0.6,0.6,0.5,0.5,0.5,0.9,64.7,6.5,8.9,1.2,63,5.7,6.3,2
110010083012010,22.5,2,0.3,0.1,0,0,0.3,19.3,1.4,0.5,0.4,0.6,0.7,0.4,0.2,0.4,8.7,2.3,0.7,0.7,8.5,1.7,7.3,5.4,1.3,1,0.4,0.4,1.7,0.3,0.1,0.5,0.2,0.2,0.1,0.1,0.1,0.1,0,0.1,0.2,16.9,3.1,2.3,0.4,16.3,1.6,2.3,0.6
110010082002013,52.4,6.3,0.6,0.2,0.1,0.1,1.3,44.5,4.3,1.3,1.1,1.4,1.9,1,0.5,1.2,18,6.9,1.7,1.9,20.3,2.7,17,11.2,3.5,2.7,1.2,0.7,8,0.8,0.3,1.3,0.9,0.8,0.2,0.3,0.1,0.3,0.3,0.5,0.6,38.4,9.2,5,1.3,34.6,4.5,6.1,2.4
110010083021007,52,4.6,0.7,0.2,0,0.1,0.7,44.6,3.3,1.1,1,1.4,1.6,0.8,0.5,0.8,20.1,5.4,1.6,1.7,19.7,3.8,16.9,12.4,3.1,2.3,0.9,1,4,0.8,0.2,1.1,0.5,0.6,0.3,0.3,0.3,0.2,0.1,0.3,0.4,39.1,7.2,5.4,0.9,37.8,3.6,5.4,1.4
110010082001002,73.8,7.2,1,0.4,0.1,0.2,2.1,62.2,5.5,1.9,1.3,2.2,2.8,1.5,0.7,1.6,26.4,8.8,2.5,2.5,27.8,5.6,22.9,16.1,4.1,3.8,1.7,1.3,9.6,1.2,0.4,1.8,1,1,0.4,0.5,0.2,0.4,0.5,0.5,1,55.1,11,7.9,1.7,52.6,5.8,7.9,2.9
110010066001004,59,7.1,0.7,0.2,0.1,0.1,1.5,50,4.8,1.5,1.3,1.6,2.2,1.2,0.6,1.3,20.2,7.8,1.9,2.1,22.9,3.1,19.1,12.6,3.9,3,1.3,0.8,9,0.9,0.3,1.4,1,0.9,0.2,0.3,0.1,0.3,0.4,0.5,0.7,43.2,10.3,5.6,1.4,38.9,5,6.8,2.7
110010066001008,58.4,7,0.7,0.2,0.1,0.1,1.4,49.5,4.7,1.5,1.2,1.6,2.2,1.1,0.6,1.3,20,7.7,1.9,2.1,22.6,3,18.9,12.5,3.9,3,1.3,0.8,8.9,0.9,0.3,1.4,1,0.9,0.2,0.3,0.1,0.3,0.4,0.5,0.7,42.8,10.2,5.5,1.4,38.5,5,6.7,2.7
110010082001004,186.1,18,2.6,0.9,0.3,0.4,5.2,157,14,4.8,3.3,5.5,7,3.9,1.8,4,66.7,22.1,6.2,6.3,70.1,14.1,57.8,40.5,10.4,9.5,4.2,3.3,24.3,2.9,1,4.6,2.4,2.6,1,1.1,0.6,1.1,1.4,1.3,2.6,139.1,27.8,20,4.2,132.7,14.6,20,7.4
110010066001001,112,13.5,1.3,0.4,0.2,0.2,2.8,95,9.1,2.8,2.4,3.1,4.1,2.2,1.1,2.5,38.4,14.8,3.6,4,43.4,5.8,36.3,24,7.5,5.7,2.5,1.5,17,1.7,0.6,2.7,1.9,1.7,0.4,0.6,0.2,0.7,0.7,1,1.3,82,19.7,10.6,2.7,74,9.5,12.9,5.1
110010091022001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010091023003,103.8,3.8,0.3,0.5,0.2,0.2,0.7,95.2,1.2,1.4,2.1,2.3,0.7,1.4,0.8,0.4,47.3,2.8,0.7,2.4,19.1,38.1,12.3,15,6,3.6,3.7,2.7,0.4,1.7,2.4,2.2,3.3,0.6,1.5,0.9,1,0.5,0.7,0.5,0.9,87.8,4.8,10.2,0.6,82.6,11.2,3.9,0.7
110010102002020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010071001002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010068041001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010059001005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010102002030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010062021187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010055002009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
