GEOID,G18DELDNOR,G18DELRRIM,G18DELLMAJ,G18DELGSTR,G18DELICHE,G18DELOWRI,G18MAYDBOW,G18MAYLMOU,G18MAYGWIL,G18MAYICAN,G18MAYOWRI,G18ATGDRAC,G18ATGLHEN,G18ATGOWRI,G18CHADMEN,G18CHALBIS,G18CHAOWRI,G18COUDBON,G18COURCHI,G18COUGSCH,G18COUIREE,G18COUISIL,G18COUILEW,G18COUOWRI,G18HALDGAR,G18HALOWRI,G18USSDBRO,G18USSGORY,G18USSOWRI
110010070002014,52.8,6.1,1.7,3.3,1.7,1.2,46.4,3.3,7.7,4.8,3,57.5,7.6,0.4,55.3,8.4,1.8,35.3,6.8,7,12.1,39.6,2.5,1.2,53.1,3.3,45.9,12,2.5
110010078082015,12,0.1,0.1,0.2,0.2,0,9.9,0.3,1,0.9,0.4,11.7,0.5,0.1,11.3,0.8,0.1,10.4,0.2,1.1,3.4,1.2,0.4,0.1,11.6,0.1,11.4,0.8,0
110010020021011,13.6,0.3,0.2,0.7,0.4,0.1,11.3,0.2,1.8,0.9,0.6,14.2,0.7,0,13.5,1,0.3,10.7,0.4,2,3.6,6,0.5,0.3,13.6,0.3,12.2,2.2,0.2
110010009013008,2.7,0.6,0.1,0.1,0.1,0,2.9,0.2,0.2,0.3,0,3,0.5,0,3,0.4,0.1,1.8,0.7,0.3,0.8,1.6,0.1,0,2.7,0.1,2.5,0.5,0.1
110010010023005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010079014006,1.4,0.1,0,0.1,0,0,1.2,0.1,0.2,0.1,0.1,1.5,0.1,0,1.5,0.1,0,1.1,0.1,0.2,0.3,0.7,0.1,0,1.5,0.1,1.3,0.3,0
110010068041018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010074071000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010076015007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010072001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010073011013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010096022007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010041003000,8.4,0.9,0.3,0.4,0.2,0.1,7.9,0.5,0.8,0.5,0.3,9.2,0.8,0.1,8.9,0.9,0.2,5.9,1.1,1.2,1.8,5.5,0.4,0.2,8.2,0.4,7.2,1.6,0.3
110010041003028,43.6,4.8,1.4,2.2,1.1,0.6,40.6,2.6,4.4,2.8,1.7,47.5,4.3,0.4,46,4.8,1.2,30.4,5.5,6,9.5,28.3,1.9,1,42.6,2.2,37.4,8.3,1.6
110010039003003,125.5,3.5,2.5,9.2,2.4,1.1,102.3,3.1,21,7.9,6.4,133.5,7.6,0.6,123.4,10,5,82.7,4.9,18.7,23.4,81.1,4.3,1.5,122.3,4,102.6,31.1,1.8
110010039003004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010042022007,72.2,5.7,2.2,2.9,1.5,0.7,63.3,4,7.9,4.9,2.9,74.8,7.7,0.4,71.5,8.6,2.3,50.5,7,10.5,15.6,41.5,3,0.8,71.5,2.7,61.7,14.3,1.9
110010042021002,63.3,5,1.9,2.5,1.3,0.6,55.6,3.5,6.9,4.3,2.6,65.6,6.7,0.4,62.7,7.6,2,44.3,6.2,9.2,13.7,36.4,2.6,0.7,62.7,2.4,54.2,12.6,1.6
110010027013000,154.1,4.5,2.9,12.4,3.3,1,120.4,4.9,30.9,9.1,8.7,163.4,9.5,0.7,147.9,15.4,8,93.3,7,32.3,25.4,108.8,6.9,2.6,149,4.3,120.3,42.5,2.5
110010028011003,331.8,9.2,5.5,21.5,8.6,2.1,273.5,8.8,45.8,27.1,16.4,348.4,21.1,0.9,324.2,28.2,15,245,14.8,56,59.7,168.7,11.8,3.9,334.6,8.6,292.2,66.2,4.2
110010028022006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010038003001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010029002001,40.4,1.1,0.7,2.6,1,0.3,33.3,1.1,5.6,3.3,2,42.4,2.6,0.1,39.4,3.4,1.8,29.8,1.8,6.8,7.3,20.5,1.4,0.5,40.7,1,35.5,8.1,0.5
110010035002007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010034002020,18.1,0.3,0.4,0.9,0.3,0.2,15,0.6,2.2,1.2,1,18.8,1.1,0.1,17.5,1.5,0.8,13.8,0.6,2.7,4.6,8.4,0.8,0.2,18.2,0.4,16,3.3,0.2
110010034002022,37.8,0.7,0.8,1.9,0.7,0.4,31.4,1.2,4.7,2.5,2.1,39.2,2.3,0.2,36.6,3.2,1.6,28.8,1.3,5.7,9.6,17.5,1.6,0.4,38,0.8,33.5,6.8,0.4
110010049012006,38.4,1.4,0.6,1.4,1.2,0.3,32.7,1.5,3.5,2.8,2.1,39.9,2.6,0.2,38.3,3.1,1.1,28.7,1.7,4.5,8.3,17.3,1.4,0.6,38,1.2,35.6,5.5,0.6
110010048011010,13.8,0.5,0.2,0.5,0.4,0.1,11.8,0.6,1.3,1,0.8,14.4,0.9,0.1,13.8,1.1,0.4,10.3,0.6,1.6,3,6.2,0.5,0.2,13.7,0.4,12.8,2,0.2
110010034001003,110.9,1.2,1.5,2.7,2.4,0.6,99.5,2.1,9,6,2.4,111.7,6,0.3,107.5,8.4,1.7,96.8,2.7,12.3,29.1,30.3,4.4,1.8,110.5,2.3,103,13.1,1.1
110010033012002,77.9,2.4,1.8,4.7,2,0.6,64.3,3.1,10.9,6,3.9,81.9,5.3,0.6,75.6,7.7,3.4,59.6,3.4,10.8,17.7,39,3.5,0.9,76.9,3,68.6,15,1.3
110010023021021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010110002006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010105001008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010065002022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010065001010,11.4,3.2,0.5,0.7,0.3,0.3,10.6,1.2,1.5,1.4,1.1,12.9,2.5,0.3,12.4,2.5,0.9,7.8,3.4,1.6,2.7,9.2,0.9,0.5,12.1,1.4,10.5,2.7,1.2
110010070001006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010064002001,23.4,1.1,0.6,1.3,0.9,0.1,20.4,1,3,1.7,0.8,24.7,2,0.1,23.4,2.6,0.6,18.3,1.5,3.7,5.9,11,1.4,0.2,23.6,0.8,20.9,4.5,0.3
110010072002027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010072002026,304.6,47.6,8.8,10.4,9.3,5,281.1,25.6,25.3,34,13.3,320.8,49,5.4,315,48.7,9.9,237.5,56.9,31.2,66,141.9,17.9,5.1,315.6,22.4,286,53,17.2
110010064002013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010064002033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010072002061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010073011030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010058002016,37,5.1,1,1.9,1,0.6,34.5,2.8,3.7,3.2,1.4,38.9,5.7,0.5,37.9,6.2,0.9,30.2,6.8,6.2,6.3,17,1.9,0.6,39.2,2.6,34.8,7.1,1.6
110010059001041,28.5,4,0.8,1.4,0.8,0.4,26.7,2.2,2.8,2.5,1.1,30,4.4,0.4,29.3,4.8,0.7,23.3,5.2,4.8,4.9,13.1,1.5,0.4,30.3,2,26.9,5.5,1.3
110010105002002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010104002015,24.3,0.6,0.3,0.4,0.6,0.2,20.3,0.4,2.1,2.2,1,24.8,1,0.2,24,1.6,0.2,21.4,0.9,2.7,7.8,3.9,1,0.6,24.5,0.3,23.5,2.2,0.2
110010104002016,30.8,0.7,0.3,0.5,0.8,0.2,25.7,0.5,2.7,2.8,1.3,31.4,1.3,0.2,30.4,2.1,0.3,27.1,1.1,3.5,9.8,5,1.3,0.7,31,0.4,29.7,2.7,0.2
110010073011085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010104001018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010077092001,42.1,0.5,0.3,0.8,1,0.2,33.9,1.4,2.7,4.3,1.9,41.5,2,0.2,40.8,2.7,0.7,35.8,1.5,3.6,11.7,7.3,1.9,0.3,41.3,0.8,40.1,3.3,0.2
110010099011004,10.9,0.3,0.1,0.2,0.3,0.2,9.6,0.1,0.8,0.8,0.5,11.3,0.5,0.1,10.6,0.8,0.3,9.6,0.4,0.9,4.1,2.6,0.6,0.2,10.9,0.2,10.5,0.9,0.2
110010076013012,23.1,0.4,0.2,0.7,0.4,0.1,18.9,0.7,2.4,1.7,0.8,22.5,1.2,0.1,22.8,1.3,0.4,20.4,0.9,2.4,6.2,4.3,0.9,0.2,22.8,0.3,21.4,2.6,0.2
110010076012006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010076051001,22.8,0.4,0.2,0.6,0.7,0.1,18.8,0.6,1.5,2.2,1.2,23.1,1,0.1,22.7,1.4,0.3,20.2,0.6,1.9,6.4,3.6,0.9,0.4,23.1,0.4,22,1.8,0.4
110010076041005,37.4,0.5,0.3,0.7,0.9,0.1,30.1,1.2,2.4,3.9,1.7,36.9,1.8,0.2,36.3,2.4,0.6,31.8,1.3,3.2,10.4,6.5,1.7,0.3,36.7,0.7,35.7,3,0.2
110010076043004,30,0.4,0.2,0.6,0.7,0.1,24.1,1,1.9,3.1,1.4,29.6,1.4,0.1,29.1,1.9,0.5,25.5,1.1,2.6,8.4,5.2,1.4,0.2,29.4,0.6,28.6,2.4,0.2
110010099011009,46,1.1,0.2,0.9,1.5,0.8,40.1,0.6,3.5,3.2,2.1,47.3,1.9,0.4,44.7,3.4,1.2,40.2,1.5,3.9,17.1,10.9,2.7,0.9,45.8,1,44.1,3.6,0.7
110010009011016,60.9,8.2,1.9,3.2,2.9,1,63.6,3.7,5.1,3.6,1.5,65.9,8.5,0.6,66.4,8.1,1.4,39.4,9,6.8,18.5,37.6,2.6,0.4,59,2.9,53.7,12.3,2.1
110010095032010,7.4,0.3,0.1,0.4,0.3,0.1,5.9,0.3,1.1,0.6,0.7,7.9,0.5,0.1,7.3,0.8,0.4,5.9,0.5,1.4,1.9,4.1,0.5,0.2,7.4,0.3,6.3,1.7,0.2
110010056001008,16.5,2.3,0.4,0.7,0.5,0.2,15.6,1.1,1.6,1.3,0.5,17.5,2.2,0.1,17,2.3,0.3,11.8,2.5,2.3,3.3,9.5,0.9,0.3,16.6,0.7,14.2,3.9,0.4
110010062021108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010062021194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010071001027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010098112007,19.4,0.1,0.3,0.3,0.4,0.1,16,0.4,1.5,1.7,0.8,19.2,0.7,0.1,19.3,0.8,0.1,16.1,0.2,1.8,6.5,2.3,0.7,0.2,19.3,0.1,18.8,1.3,0.1
110010068041024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010074011006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010001004043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010096041002,66.6,0.4,1,1,2.1,0.3,51.2,2.1,6.1,5.5,5.5,68.3,2.3,0.1,65.8,4.1,0.6,59.3,1.5,6.6,21.1,14.2,2.6,0.6,67.3,1,64.4,5.6,0.6
110010096041010,44.4,0.3,0.7,0.7,1.4,0.2,34.1,1.4,4.1,3.7,3.7,45.5,1.5,0.1,43.8,2.7,0.4,39.5,1,4.4,14,9.4,1.7,0.4,44.8,0.7,42.9,3.7,0.4
110010077082001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010012004008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010012003007,21.3,1.1,0.5,1.2,0.7,0.2,18.7,0.7,2.5,1.4,0.9,22.8,1.5,0.1,21.8,2,0.5,13,1.6,2.9,5,14.8,0.9,0.2,19.9,0.8,17.7,4.3,0.5
110010012004022,23.6,1.2,0.5,1.3,0.8,0.3,20.6,0.8,2.8,1.6,1,25.2,1.7,0.2,24,2.2,0.6,14.3,1.8,3.2,5.5,16.3,1,0.2,21.9,0.8,19.5,4.7,0.5
110010012002001,18.7,1,0.4,1.1,0.6,0.2,16.3,0.6,2.2,1.2,0.8,20,1.4,0.1,19,1.7,0.5,11.3,1.4,2.6,4.3,12.9,0.8,0.2,17.4,0.7,15.5,3.7,0.4
110010012003009,12.5,0.6,0.3,0.7,0.4,0.1,10.9,0.4,1.5,0.8,0.5,13.3,0.9,0.1,12.7,1.2,0.3,7.6,0.9,1.7,2.9,8.6,0.5,0.1,11.6,0.4,10.3,2.5,0.3
110010012004001,18.7,1,0.4,1.1,0.6,0.2,16.3,0.6,2.2,1.2,0.8,20,1.4,0.1,19,1.7,0.5,11.3,1.4,2.6,4.3,12.9,0.8,0.2,17.4,0.7,15.5,3.7,0.4
110010013011019,361.6,28.8,9.6,21.2,10.8,4.7,330.8,17.7,42.6,20,12.6,391.4,32,3.4,373.9,38.2,11.8,238.2,34.7,51.5,85,243.1,12.8,4.2,353.2,17.2,315,67.2,10.6
110010006004004,11.2,0.8,0.3,0.6,0.3,0.1,10,0.4,1.3,0.9,0.4,12,1,0,11.4,1.4,0.2,7.6,0.9,1.9,2.3,7.1,0.3,0.2,11.1,0.4,9.3,2.6,0.2
110010017022007,25.2,0.6,0.4,1.5,0.6,0.2,21.1,0.5,3.3,1.7,1.4,26.5,1.3,0.1,24.6,2,1.1,19.4,0.8,4.1,6.4,13.5,1,0.4,25,0.6,21.4,5.5,0.2
110010017022022,16.8,0.4,0.3,1,0.4,0.1,14,0.3,2.2,1.1,0.9,17.6,0.9,0.1,16.4,1.3,0.7,12.9,0.5,2.7,4.3,9,0.7,0.3,16.7,0.4,14.3,3.6,0.1
110010019022007,26.6,0.5,0.3,1.2,0.7,0.2,22.4,0.6,2.9,2.1,1,27.5,1.2,0.1,26.1,2,0.7,21.5,0.5,4,8.1,10.3,1.4,0.3,26.8,0.5,23.7,4.3,0.4
110010019022001,13,0.2,0.2,0.6,0.4,0.1,11,0.3,1.4,1,0.5,13.5,0.6,0,12.8,1,0.4,10.6,0.3,1.9,4,5,0.7,0.1,13.2,0.3,11.6,2.1,0.2
110010019022011,25.6,0.5,0.3,1.1,0.7,0.2,21.5,0.6,2.8,2.1,1,26.5,1.2,0.1,25.1,1.9,0.7,20.7,0.5,3.8,7.8,9.9,1.3,0.3,25.8,0.5,22.8,4.2,0.4
110010095052016,11.2,0.2,0.1,0.4,0.4,0.1,9.7,0.2,1.1,0.7,0.5,11.7,0.4,0.1,11.1,0.8,0.2,9.5,0.3,1.5,3.5,3.7,0.6,0.1,11.1,0.3,10.3,1.5,0.1
110010095052017,7.9,0.1,0.1,0.3,0.3,0.1,6.8,0.1,0.8,0.5,0.3,8.2,0.2,0,7.8,0.6,0.1,6.7,0.2,1.1,2.4,2.6,0.4,0.1,7.8,0.2,7.2,1.1,0.1
110010095052003,20.2,0.3,0.2,0.8,0.7,0.1,17.4,0.3,2,1.3,0.8,21.1,0.6,0.1,20,1.5,0.4,17.2,0.5,2.7,6.2,6.6,1.1,0.2,19.9,0.5,18.6,2.7,0.2
110010095052007,43.8,0.6,0.4,1.7,1.5,0.3,37.8,0.7,4.3,2.8,1.8,45.7,1.4,0.2,43.3,3.3,0.8,37.2,1.1,5.9,13.5,14.2,2.3,0.5,43.2,1,40.3,5.9,0.4
110010013011003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010015001029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010078071004,10.8,0.1,0.1,0.2,0.3,0.1,9.1,0.3,0.7,1,0.4,10.8,0.4,0,10.7,0.7,0.1,9.5,0.2,1.1,3.5,1.5,0.5,0.1,10.8,0.1,10.4,1,0
110010078081003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010078081008,30.2,0.2,0.3,0.5,0.6,0.1,25,0.7,2.5,2.2,1,29.4,1.4,0.1,28.5,2,0.3,26.1,0.6,2.8,8.4,3,1.1,0.4,29.2,0.4,28.7,2,0.1
110010078083010,11.1,0.1,0.1,0.2,0.2,0,9.2,0.3,0.9,0.8,0.4,10.8,0.5,0.1,10.5,0.7,0.1,9.6,0.2,1,3.1,1.1,0.4,0.1,10.7,0.1,10.6,0.7,0
110010099031000,113.6,0.8,1.1,2.4,3.1,0.2,95.5,1.9,7.3,11.2,5.1,115.5,2.9,0.3,113.3,6.1,0.7,98.3,1.9,8.8,38.5,18.3,4.3,1.4,115.6,1.2,110.9,8,0.6
110010093012005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010026002004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010016004031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010023021011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010090001001,224.1,3.8,2.6,3.7,5.4,1.8,200.7,5.8,13,13.4,6.4,225.9,9.9,0.2,219.3,13,2.7,207.6,6.1,22.3,73.6,44.3,11.7,1.6,218.7,2.7,214.7,18.9,1.6
110010005011004,0.7,0,0,0.1,0,0,0.6,0,0.1,0.1,0,0.8,0.1,0,0.7,0.1,0,0.5,0.1,0.1,0.2,0.5,0,0,0.7,0,0.6,0.2,0
110010022021001,146.4,3.2,2,5.2,5.2,0.9,120.8,4.4,15.8,13.2,7.2,151.9,6.6,0.2,142.9,12.3,3.5,119.3,3.4,20.1,37.6,53.3,6.9,1.8,147.4,2.9,134.2,23.7,0.9
110010080022000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010068012004,55.3,4.6,1.2,2.5,1.9,1.1,48.1,2.7,6.6,4.8,3.2,59.3,5.8,0.1,56.2,6.7,2.1,40.4,4.8,7.5,12.3,31.4,2.4,1,55.8,2.8,49.3,11,1.9
110010068011001,54.8,4.5,1.2,2.5,1.9,1.1,47.6,2.7,6.5,4.8,3.1,58.7,5.7,0.1,55.7,6.7,2,40,4.7,7.4,12.1,31.1,2.4,1,55.3,2.8,48.9,10.9,1.9
110010068011008,60.1,5,1.3,2.7,2,1.2,52.2,2.9,7.1,5.2,3.4,64.4,6.3,0.2,61.1,7.3,2.2,43.9,5.2,8.2,13.3,34.1,2.6,1.1,60.6,3,53.6,11.9,2.1
110010015001031,61.1,4.2,1.1,2.3,2.3,0.8,55.9,2.1,6.4,3.8,2.5,65.2,4.2,0.4,63.1,5.8,1.7,40.8,5.2,8,14.8,44.3,1.7,1,55.7,2.8,51.4,10.3,2.2
110010014021006,1.5,0.1,0,0.1,0.1,0,1.4,0.1,0.2,0.1,0.1,1.6,0.1,0,1.6,0.1,0,1,0.1,0.2,0.4,1.1,0,0,1.4,0.1,1.3,0.3,0.1
110010014021015,13.8,0.9,0.2,0.5,0.5,0.2,12.6,0.5,1.4,0.8,0.6,14.7,0.9,0.1,14.2,1.3,0.4,9.2,1.2,1.8,3.3,10,0.4,0.2,12.5,0.6,11.6,2.3,0.5
110010010015016,6.4,0.5,0.2,0.4,0.2,0.1,6,0.3,0.7,0.5,0.2,7,0.7,0,6.7,0.8,0.1,3.9,0.6,0.9,1.5,5,0.2,0.1,6,0.3,5.7,1.3,0.2
110010010015007,18.2,1.5,0.6,1.2,0.5,0.2,17.1,0.8,2,1.4,0.6,19.9,1.9,0.1,19.3,2.2,0.4,11.1,1.8,2.4,4.2,14.3,0.5,0.2,17.3,0.8,16.4,3.7,0.4
110010010015014,13.7,1.2,0.4,0.9,0.4,0.2,12.8,0.6,1.5,1,0.5,14.9,1.4,0.1,14.4,1.7,0.3,8.4,1.4,1.8,3.1,10.7,0.4,0.2,12.9,0.6,12.3,2.7,0.3
110010009012000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010010013014,13.7,1.2,0.4,0.9,0.4,0.2,12.8,0.6,1.5,1,0.5,14.9,1.4,0.1,14.4,1.7,0.3,8.4,1.4,1.8,3.1,10.7,0.4,0.2,12.9,0.6,12.3,2.7,0.3
110010010016002,10.2,1,0.2,0.6,0.6,0.2,9.5,0.4,1.1,0.9,0.4,11.3,1,0.1,11.1,1.1,0.3,6,1.1,1.3,2.7,8.1,0.3,0.2,9.5,0.7,9.1,1.9,0.4
110010010016009,21.1,2,0.5,1.2,1.2,0.3,19.6,0.9,2.4,1.9,0.7,23.4,2,0.2,22.9,2.2,0.7,12.5,2.3,2.7,5.7,16.7,0.6,0.4,19.8,1.4,18.9,3.9,0.8
110010010013015,13.7,1.2,0.4,0.9,0.4,0.2,12.8,0.6,1.5,1,0.5,14.9,1.4,0.1,14.4,1.7,0.3,8.4,1.4,1.8,3.1,10.7,0.4,0.2,12.9,0.6,12.3,2.7,0.3
110010004002019,1.4,0.3,0.1,0,0.1,0,1.2,0.1,0.1,0.2,0,1.5,0.2,0,1.6,0.2,0,0.9,0.3,0.2,0.4,0.9,0.1,0,1.3,0.1,1.2,0.3,0
110010004002018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010003003013,13.3,1.9,0.4,0.6,0.4,0.2,13.2,0.9,1.1,0.9,0.4,14.2,1.9,0.2,14.2,1.8,0.3,9.6,2.2,1.9,2.5,6.5,0.4,0.1,13.3,0.8,12,2.7,0.5
110010001001000,92.7,13.8,4.2,4.4,3.2,1.1,93.7,6.7,8.8,6.5,2.7,99,14.5,1,99.4,14.3,1.7,66.5,16.3,13.1,19.4,51.2,4.2,1.4,90.5,4.6,81,18.8,3.9
110010005021007,27.5,1.8,0.9,1.6,0.8,0.2,24.5,1.4,3.1,2.2,0.8,29.6,2.6,0.1,28.3,3.1,0.5,18.5,2.4,4,6.2,18.1,1.3,0.3,26.9,1,23.4,6,0.5
110010006002007,89,6.4,2.1,5.6,2.8,1.4,80.4,3.9,10.2,7.3,2.9,96,7.8,0.6,92.7,9.9,2.2,53.2,7.5,12.1,23.8,65.2,3.1,0.8,83.9,3.2,72.2,19.7,2.7
110010005021013,15.3,2.9,0.8,0.5,0.6,0.1,13.7,1.4,1.6,2.3,0.6,16.8,2.7,0,17.4,2.4,0.1,9.6,3.6,2.1,4.5,10.6,0.8,0.2,15.1,0.9,13.3,3.8,0.5
110010005021014,11.5,2.2,0.6,0.4,0.5,0.1,10.3,1,1.2,1.8,0.4,12.7,2.1,0,13.2,1.8,0.1,7.3,2.7,1.6,3.4,8,0.6,0.2,11.4,0.7,10,2.8,0.4
110010073011078,11.1,0.3,0.1,0.2,0.3,0.1,9.3,0.2,1,1,0.5,11.3,0.5,0.1,11,0.7,0.1,9.8,0.4,1.3,3.5,1.8,0.5,0.3,11.2,0.2,10.7,1,0.1
110010062021182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010062021188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010062021201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010049012013,33.6,3,1.2,1.7,1.1,0.3,31.5,1.8,2.9,2.7,1.3,35.6,4.1,0.2,34.1,4.7,1.1,25.7,3.9,5.8,7.2,17.9,1.7,0.7,35.4,1.3,31,6.7,0.8
110010095053019,16.3,0.2,0.2,0.5,0.4,0.1,14.3,0.3,1.2,1,0.6,16.3,0.7,0.1,15.9,1.1,0.2,14.4,0.3,1.6,4.5,4,0.7,0.2,15.8,0.3,15.2,1.8,0.1
110010095052015,0.6,0,0,0,0,0,0.5,0,0.1,0,0,0.6,0,0,0.6,0,0,0.5,0,0.1,0.2,0.2,0,0,0.6,0,0.5,0.1,0
110010101001011,28.1,2.5,1,1.4,0.9,0.3,26.3,1.5,2.4,2.3,1.1,29.8,3.4,0.2,28.4,4,0.9,21.4,3.3,4.8,6,14.9,1.4,0.6,29.5,1.1,25.9,5.6,0.7
110010101001001,68,6.1,2.4,3.5,2.3,0.7,63.6,3.7,5.8,5.6,2.6,72,8.3,0.4,68.8,9.6,2.2,51.9,8,11.6,14.6,36.1,3.3,1.5,71.5,2.7,62.6,13.5,1.6
110010101001023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010049022009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010058001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010058001003,1.4,0.1,0,0.1,0,0,1.3,0.1,0.1,0.1,0.1,1.5,0.2,0,1.4,0.2,0,1.1,0.2,0.2,0.3,0.7,0.1,0,1.5,0.1,1.3,0.3,0
110010048022006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010058002002,94.3,8.4,3.3,4.8,3.1,1,88.3,5.2,8.1,7.7,3.7,100,11.6,0.6,95.5,13.3,3.1,72,11,16.1,20.3,50.1,4.6,2.1,99.2,3.7,86.8,18.7,2.2
