GEOID,G18DELDNOR,G18DELRRIM,G18DELLMAJ,G18DELGSTR,G18DELICHE,G18DELOWRI,G18MAYDBOW,G18MAYLMOU,G18MAYGWIL,G18MAYICAN,G18MAYOWRI,G18ATGDRAC,G18ATGLHEN,G18ATGOWRI,G18CHADMEN,G18CHALBIS,G18CHAOWRI,G18COUDBON,G18COURCHI,G18COUGSCH,G18COUIREE,G18COUISIL,G18COUILEW,G18COUOWRI,G18HALDGAR,G18HALOWRI,G18USSDBRO,G18USSGORY,G18USSOWRI
110010104001019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010073011041,0.9,0,0,0,0,0,0.8,0,0.1,0.1,0,0.9,0,0,0.9,0.1,0,0.8,0,0.1,0.3,0.2,0,0,0.9,0,0.9,0.1,0
110010098031002,14.6,0.1,0.2,0.3,0.4,0.1,12.2,0.4,1,1.2,0.7,14.8,0.5,0.1,14.4,0.8,0.2,12.8,0.3,1.6,4.7,1.8,0.5,0.3,14.4,0.3,14.1,1.1,0.1
110010098033004,30.3,0.3,0.4,0.7,0.8,0.2,25.5,0.8,2.1,2.5,1.4,30.7,1,0.1,30,1.6,0.4,26.7,0.6,3.3,9.8,3.8,1.1,0.5,30,0.6,29.3,2.4,0.3
110010098071009,11.4,0.1,0.1,0.3,0.3,0.1,9.6,0.3,0.8,1,0.5,11.6,0.4,0,11.3,0.6,0.2,10.1,0.2,1.2,3.7,1.4,0.4,0.2,11.3,0.2,11,0.9,0.1
110010098031004,43.7,0.4,0.5,1,1.1,0.2,36.7,1.2,3.1,3.6,2,44.3,1.5,0.2,43.2,2.3,0.6,38.5,0.8,4.7,14.1,5.4,1.5,0.8,43.2,0.8,42.2,3.4,0.4
110010073011114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010062021004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010098071014,31.1,0.3,0.4,0.7,0.8,0.2,26.1,0.9,2.2,2.6,1.4,31.5,1.1,0.1,30.8,1.7,0.4,27.4,0.6,3.4,10.1,3.9,1.1,0.5,30.7,0.6,30,2.5,0.3
110010098072002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010109001001,49.5,0.5,0.6,0.9,1,0.2,40.4,1.2,4.2,5,1.8,49.3,2.2,0.3,48.8,2.5,0.4,42.6,1.1,5,12.4,5,1.7,0.7,49.7,0.5,47.4,4,0.5
110010098102000,26.4,0.3,0.3,0.6,0.7,0.1,22.2,0.7,1.9,2.2,1.2,26.7,0.9,0.1,26.1,1.4,0.4,23.3,0.5,2.9,8.5,3.3,0.9,0.5,26.1,0.5,25.5,2.1,0.2
110010109002040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010095071008,34.3,0.4,0.3,1,0.9,0.1,30.1,0.5,2.6,2.2,1.2,34.4,1.4,0.1,33.6,2.3,0.5,30.3,0.5,3.3,9.5,8.5,1.6,0.4,33.3,0.6,32.1,3.8,0.2
110010095093002,60.2,0.8,0.6,1.4,1.7,0.3,51.3,1.2,4.6,4.5,2.5,61.1,2.7,0.2,58.7,4.3,1,51.8,1.7,5.6,16.4,18,3.5,0.7,59.1,0.9,54.7,7.7,0.6
110010095082002,17.3,0.2,0.2,0.4,0.5,0.1,14.7,0.4,1.3,1.3,0.7,17.5,0.8,0,16.9,1.2,0.3,14.9,0.5,1.6,4.7,5.2,1,0.2,17,0.3,15.7,2.2,0.2
110010095092000,27.9,0.4,0.3,0.7,0.8,0.1,23.7,0.6,2.1,2.1,1.1,28.3,1.3,0.1,27.2,2,0.5,24,0.8,2.6,7.6,8.3,1.6,0.3,27.3,0.4,25.3,3.6,0.3
110010095083001,43.5,0.6,0.5,1,1.2,0.2,37,0.9,3.4,3.2,1.8,44.1,2,0.1,42.4,3.1,0.7,37.4,1.2,4.1,11.9,13,2.6,0.5,42.7,0.6,39.5,5.6,0.4
110010104002032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010095031010,27,0.6,0.4,0.7,1.1,0.2,22.7,0.6,2.5,2,1.6,27.5,1.4,0.2,26.2,2.2,0.8,23,1.1,3.2,8,10,1.5,0.5,26.4,0.7,24.7,3.5,0.4
110010095012005,17.3,0.8,0.2,0.4,0.5,0.1,15.3,0.5,1.2,1.4,0.7,17.4,1.1,0.1,16.8,1.4,0.4,15.2,1.1,1.9,4.9,3.9,1,0.3,16.9,0.4,16.4,1.7,0.2
110010074061001,188.6,1.3,2.6,4.6,4.4,1.5,154.8,4.8,14.1,19.8,8,190.1,8.3,0.9,189.4,9.2,2.2,166.3,3.5,17,64.4,22.9,6.1,3.3,190.3,3.7,184.8,13.9,1.7
110010012004023,30.2,1.6,0.7,1.7,1,0.3,26.4,1,3.6,2,1.3,32.3,2.2,0.2,30.8,2.8,0.7,18.4,2.3,4.1,7,20.9,1.2,0.3,28.1,1.1,25,6,0.7
110010105002000,0.9,0,0,0,0,0,0.8,0,0.1,0.1,0,0.9,0.1,0,0.9,0.1,0,0.7,0.1,0.1,0.2,0.4,0,0,0.9,0,0.8,0.2,0
110010062021197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010071001020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010077082004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010077092003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010077092010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010076013013,12.4,0.2,0.1,0.4,0.2,0.1,10.2,0.4,1.3,0.9,0.5,12.1,0.7,0.1,12.3,0.7,0.2,11,0.5,1.3,3.3,2.3,0.5,0.1,12.3,0.2,11.5,1.4,0.1
110010076012013,37.2,0.6,0.3,1.1,0.6,0.2,30.5,1.1,3.9,2.8,1.4,36.4,2,0.2,36.8,2.1,0.6,32.9,1.4,3.9,10,6.9,1.5,0.4,36.8,0.5,34.5,4.2,0.4
110010076012011,4,0.1,0,0.1,0.1,0,3.3,0.1,0.4,0.3,0.1,3.9,0.2,0,3.9,0.2,0.1,3.5,0.2,0.4,1.1,0.7,0.2,0,3.9,0.1,3.7,0.4,0
110010077092014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010076041009,74.4,0.9,0.6,1.5,1.8,0.3,59.9,2.4,4.8,7.7,3.4,73.3,3.6,0.4,72.1,4.7,1.3,63.3,2.7,6.4,20.7,12.9,3.4,0.6,73,1.5,70.9,5.9,0.4
110010076043000,84.3,2,0.4,1.7,2.7,1.5,73.6,1.1,6.4,5.9,3.9,86.7,3.5,0.7,81.9,6.2,2.3,73.7,2.8,7.1,31.3,20.1,5,1.7,83.9,1.9,80.8,6.7,1.2
110010008022002,9.3,1.3,0.3,0.3,0.2,0,9.1,0.7,0.8,0.5,0.1,9.8,1.4,0.1,9.8,1.4,0.1,6.5,1.5,1.3,2.7,4.7,0.4,0.1,9.1,0.6,8.2,1.9,0.4
110010008021008,13.5,1.9,0.5,0.5,0.3,0,13.2,1.1,1.2,0.7,0.2,14.1,2,0.1,14.2,2,0.2,9.3,2.1,1.9,4,6.8,0.6,0.1,13.2,0.8,11.8,2.7,0.6
110010011002007,17.6,1.4,0.3,0.9,0.5,0.3,15.9,0.7,2.1,1,0.8,19,1.4,0.2,18.4,1.6,0.5,10.7,1.5,2.1,4.2,13.3,0.5,0.3,16.6,0.6,15.1,3.1,0.4
110010103003003,19.4,0.5,0.3,1.2,0.4,0.2,16.2,0.4,2.5,1.3,1.1,20.4,1,0.1,19,1.5,0.9,15,0.6,3.1,4.9,10.4,0.8,0.3,19.3,0.5,16.5,4.2,0.2
110010103001007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010103003008,14.7,0.4,0.2,0.9,0.3,0.1,12.3,0.3,1.9,1,0.8,15.4,0.8,0,14.3,1.1,0.7,11.3,0.5,2.4,3.7,7.9,0.6,0.3,14.6,0.4,12.5,3.2,0.1
110010017022001,55.7,1.3,0.9,3.4,1.2,0.5,46.5,1.1,7.2,3.8,3,58.4,2.9,0.2,54.3,4.3,2.5,42.9,1.8,9,14.1,29.9,2.2,1,55.2,1.4,47.2,12.1,0.4
110010017022008,7.4,0.2,0.1,0.4,0.2,0.1,6.1,0.2,1,0.5,0.4,7.7,0.4,0,7.2,0.6,0.3,5.7,0.2,1.2,1.9,3.9,0.3,0.1,7.3,0.2,6.2,1.6,0.1
110010103001013,21.5,0.5,0.3,1.3,0.5,0.2,18,0.4,2.8,1.5,1.2,22.6,1.1,0.1,21,1.7,1,16.6,0.7,3.5,5.5,11.5,0.8,0.4,21.3,0.5,18.3,4.7,0.2
110010018042006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010019011004,79.1,1.5,1.5,3.2,1.9,0.5,66.1,2.5,8.7,5.6,3.7,81.9,3.6,0.1,78.9,5.1,1.4,68.2,2.1,11.9,22.6,26.5,4.3,0.9,79.2,2,72.1,11,0.9
110010019014002,20.1,0.4,0.2,0.9,0.6,0.1,16.9,0.5,2.2,1.6,0.8,20.8,0.9,0.1,19.7,1.5,0.6,16.3,0.4,3,6.1,7.8,1,0.2,20.3,0.4,17.9,3.3,0.3
110010019012003,25.1,0.5,0.3,1.1,0.7,0.2,21.1,0.6,2.7,2,1,25.9,1.2,0.1,24.6,1.9,0.7,20.3,0.5,3.7,7.6,9.7,1.3,0.3,25.3,0.5,22.4,4.1,0.3
110010019012002,24.1,0.4,0.3,1.1,0.7,0.2,20.3,0.6,2.6,1.9,0.9,24.9,1.1,0.1,23.6,1.8,0.7,19.5,0.5,3.6,7.3,9.3,1.2,0.3,24.3,0.5,21.5,3.9,0.3
110010019012005,39.3,0.7,0.7,1.6,0.9,0.3,32.9,1.2,4.3,2.8,1.8,40.7,1.8,0.1,39.2,2.5,0.7,33.9,1.1,5.9,11.2,13.2,2.1,0.5,39.4,1,35.8,5.5,0.5
110010017021002,10,0.2,0.2,0.6,0.2,0.1,8.3,0.2,1.3,0.7,0.5,10.5,0.5,0,9.7,0.8,0.4,7.7,0.3,1.6,2.5,5.4,0.4,0.2,9.9,0.3,8.5,2.2,0.1
110010017021026,23.6,0.6,0.4,1.4,0.5,0.2,19.7,0.5,3.1,1.6,1.3,24.8,1.2,0.1,23.1,1.8,1,18.2,0.8,3.8,6,12.7,0.9,0.4,23.4,0.6,20.1,5.1,0.2
110010017021022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010021015005,80.5,2.1,1.6,3,1.8,0.4,68.8,2.1,8.3,6,3.1,82.1,4.4,0.4,78.4,6.7,2,64.9,2.4,10,17.9,31.9,3.2,1.3,80.7,2.1,72.5,12.2,1.1
110010021014001,12.8,0.3,0.2,0.5,0.3,0.1,10.9,0.3,1.3,0.9,0.5,13,0.7,0.1,12.4,1.1,0.3,10.3,0.4,1.6,2.8,5.1,0.5,0.2,12.8,0.3,11.5,1.9,0.2
110010021014004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010021014009,34.1,0.9,0.7,1.3,0.8,0.2,29.1,0.9,3.5,2.5,1.3,34.7,1.9,0.2,33.2,2.8,0.8,27.5,1,4.2,7.6,13.5,1.4,0.6,34.2,0.9,30.7,5.1,0.5
110010019021016,24.9,0.5,0.5,1,0.6,0.2,20.8,0.8,2.7,1.8,1.2,25.8,1.1,0,24.9,1.6,0.4,21.5,0.7,3.8,7.1,8.3,1.4,0.3,24.9,0.6,22.7,3.5,0.3
110010095092003,17.8,0.3,0.2,0.4,0.5,0.1,15.2,0.4,1.4,1.3,0.7,18.1,0.8,0,17.4,1.3,0.3,15.3,0.5,1.7,4.9,5.3,1.1,0.2,17.5,0.3,16.2,2.3,0.2
110010095033009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010095041017,12.8,0.5,0.3,0.7,0.5,0.2,10.1,0.4,1.8,1,1.2,13.6,0.9,0.1,12.6,1.3,0.6,10.2,0.9,2.4,3.4,7.1,0.8,0.3,12.8,0.5,10.9,3,0.3
110010095033012,13.3,0.5,0.3,0.8,0.5,0.2,10.5,0.4,1.9,1.1,1.2,14.1,1,0.1,13.1,1.4,0.7,10.6,0.9,2.5,3.5,7.4,0.8,0.3,13.4,0.6,11.3,3.1,0.3
110010095031016,30.1,0.7,0.5,0.8,1.3,0.3,25.4,0.7,2.8,2.2,1.8,30.7,1.5,0.2,29.3,2.4,0.9,25.7,1.2,3.5,8.9,11.1,1.7,0.6,29.5,0.8,27.6,3.9,0.4
110010094001014,14.5,0.3,0.1,0.6,0.5,0.1,12.4,0.3,1.4,1,0.8,15,0.6,0,14.3,1,0.3,12.2,0.3,1.7,4.7,5.5,0.7,0.2,14.4,0.3,13.4,1.9,0.1
110010094001015,12.9,0.2,0.1,0.5,0.4,0.1,11,0.3,1.2,0.8,0.7,13.4,0.5,0,12.7,0.9,0.3,10.9,0.3,1.5,4.2,4.9,0.6,0.2,12.8,0.3,11.9,1.7,0.1
110010092011004,231,8.1,5.1,8.9,6.1,1.4,190,8.5,25.3,18.3,13.8,237.1,17.1,1.1,223.1,21.4,7.4,182.1,12.9,27.7,52.7,94.2,11.1,2.2,227.8,6.3,209.4,36,3.7
110010095013011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010092011010,28.5,1,0.6,1.1,0.8,0.2,23.4,1.1,3.1,2.2,1.7,29.2,2.1,0.1,27.5,2.6,0.9,22.4,1.6,3.4,6.5,11.6,1.4,0.3,28.1,0.8,25.8,4.4,0.5
110010093012014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010093021003,35.2,1.3,0.7,1.9,1.1,0.3,28.3,1.3,5.1,2.8,1.8,36.8,2.5,0.2,33.9,3.7,1.5,25.7,1.7,4.9,9.1,18.7,1.4,0.4,35.5,0.7,31.1,6.8,0.6
110010093021002,43.5,1.6,0.8,2.4,1.3,0.3,34.9,1.7,6.3,3.5,2.2,45.5,3.1,0.3,41.9,4.6,1.8,31.7,2.1,6,11.2,23.1,1.7,0.5,43.8,0.8,38.3,8.4,0.7
110010091022020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010088031025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010093014000,8.7,0.3,0.2,0.5,0.3,0.1,6.9,0.3,1.3,0.7,0.8,9.2,0.6,0.1,8.6,0.9,0.4,7,0.6,1.6,2.3,4.8,0.5,0.2,8.7,0.4,7.4,2,0.2
110010093021007,31.9,1.2,0.6,1.7,1,0.2,25.6,1.2,4.7,2.5,1.6,33.4,2.3,0.2,30.7,3.4,1.4,23.3,1.5,4.4,8.2,17,1.2,0.4,32.2,0.6,28.1,6.2,0.5
110010093013018,37.8,1.3,0.7,2.4,1.5,0.4,32.5,1.3,5.6,2.5,1.7,40.2,2.9,0.2,36.7,4.9,1.2,31.5,1.8,5,9.9,17.6,2.8,0.4,38.6,1.2,35.2,6.5,0.5
110010093011003,16.5,0.5,0.3,1,0.7,0.2,14.2,0.6,2.4,1.1,0.7,17.6,1.3,0.1,16.1,2.2,0.5,13.8,0.8,2.2,4.3,7.7,1.2,0.2,16.9,0.5,15.4,2.8,0.2
110010093011008,13.4,0.4,0.2,0.8,0.5,0.1,11.6,0.5,2,0.9,0.6,14.3,1,0.1,13.1,1.8,0.4,11.2,0.7,1.8,3.5,6.3,1,0.1,13.7,0.4,12.5,2.3,0.2
110010094002005,93.7,1.8,0.9,3.7,3.1,0.7,80.2,1.9,9,6.2,5,97.5,3.8,0.2,92.9,6.6,2.1,79.4,2.1,11.1,30.3,35.5,4.5,1.3,93.4,1.9,86.6,12.6,0.7
110010093011011,21.2,0.7,0.4,1.3,0.9,0.2,18.2,0.7,3.1,1.4,0.9,22.6,1.6,0.1,20.6,2.8,0.7,17.7,1,2.8,5.5,9.9,1.6,0.2,21.7,0.7,19.8,3.6,0.3
110010094002011,51.2,1.7,0.9,3.2,2.1,0.5,44,1.8,7.6,3.4,2.2,54.5,3.9,0.3,49.8,6.7,1.6,42.7,2.5,6.7,13.4,23.9,3.8,0.5,52.3,1.6,47.7,8.8,0.7
110010094002012,51.7,1.7,0.9,3.2,2.1,0.6,44.5,1.8,7.6,3.4,2.3,55.1,3.9,0.3,50.3,6.7,1.6,43.1,2.5,6.8,13.5,24.1,3.9,0.6,52.9,1.6,48.2,8.9,0.7
110010093013003,18.1,0.6,0.3,1.1,0.7,0.2,15.6,0.6,2.7,1.2,0.8,19.3,1.4,0.1,17.6,2.4,0.6,15.1,0.9,2.4,4.7,8.4,1.3,0.2,18.5,0.6,16.9,3.1,0.2
110010076042018,148.3,2.1,1.7,4,4.4,1,125.2,3.1,12.1,11.6,7,149.5,7.6,0.4,144.2,12.7,1.3,127,3.8,12,46.9,32.5,13.2,0.9,144.2,2.6,140.2,14.9,0.7
110010010022001,70.2,4.7,1.6,4,2.1,0.9,62.6,2.6,8.4,5.4,2.3,75.1,6.1,0.3,71.4,8.6,1.1,47.5,5.9,12.1,14.5,44.5,1.9,1,69.4,2.4,58.4,16.4,1.2
110010012001014,7.6,0.4,0.2,0.4,0.3,0.1,6.6,0.3,0.9,0.5,0.3,8.1,0.5,0,7.7,0.7,0.2,4.6,0.6,1,1.8,5.2,0.3,0.1,7,0.3,6.3,1.5,0.2
110010003003007,2.8,0.4,0.1,0.1,0.1,0,2.8,0.2,0.2,0.2,0.1,3,0.4,0,3,0.4,0.1,2,0.5,0.4,0.5,1.4,0.1,0,2.8,0.2,2.5,0.6,0.1
110010076042008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010011004013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010002022000,9.7,1.4,0.3,0.4,0.3,0.1,9.6,0.7,0.8,0.7,0.3,10.3,1.4,0.1,10.4,1.3,0.2,7,1.6,1.3,1.8,4.8,0.3,0.1,9.7,0.5,8.7,1.9,0.4
110010053012005,4.4,0.3,0.2,0.3,0.1,0,4,0.2,0.5,0.3,0.2,4.7,0.4,0,4.4,0.5,0.2,3.1,0.3,0.6,0.7,2.9,0.1,0,4.4,0.2,3.9,0.9,0.1
110010064001000,28.2,1.4,0.7,1.5,1,0.2,24.5,1.2,3.6,2,1,29.7,2.4,0.1,28.2,3.1,0.7,22,1.9,4.5,7.1,13.3,1.7,0.3,28.4,1,25.2,5.4,0.3
110010062021115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010062021015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010072002054,3.7,0.6,0.1,0.1,0.1,0.1,3.4,0.3,0.3,0.4,0.2,3.9,0.6,0.1,3.8,0.6,0.1,2.9,0.7,0.4,0.8,1.7,0.2,0.1,3.8,0.3,3.4,0.6,0.2
110010072002049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010073011140,3.9,0.1,0,0.1,0.1,0,3.3,0.1,0.3,0.4,0.2,4,0.2,0,3.9,0.3,0,3.5,0.1,0.4,1.3,0.6,0.2,0.1,4,0.1,3.8,0.4,0
110010068041023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010008021015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010077082003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010019021012,39.8,0.7,0.7,1.6,0.9,0.3,33.2,1.2,4.3,2.8,1.9,41.2,1.8,0.1,39.7,2.6,0.7,34.3,1.1,6,11.4,13.3,2.2,0.5,39.8,1,36.2,5.5,0.5
110010021024002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010022023002,20.1,0.5,0.4,0.8,0.5,0.1,17.2,0.5,2.1,1.5,0.8,20.5,1.1,0.1,19.6,1.7,0.5,16.2,0.6,2.5,4.5,8,0.8,0.3,20.2,0.5,18.1,3,0.3
110010025011011,37.1,0.9,0.6,2.1,1.1,0.3,32.4,0.9,4.3,2.2,1.9,39.2,2,0.1,36.8,3,1.3,28.5,1.5,5.2,10.1,19.2,1.5,0.5,36.1,0.9,32.2,7,0.5
110010024002005,19,0.2,0.3,1,0.5,0.2,15.8,0.6,2.1,1.2,0.9,19.7,0.9,0.1,18.4,1.5,0.6,15.1,0.6,2.6,4.1,9,0.5,0.3,19.1,0.4,17,3.1,0.3
110010022012003,37.5,1,0.8,1.6,0.8,0.3,32.3,1,3.8,2.2,1.7,38.6,2.2,0.4,36.7,2.9,1.1,30.5,1.6,5.2,9.6,14,1.5,0.6,37.6,1.1,34.8,4.9,0.7
110010025021004,101.7,1.9,1.2,5.5,3,0.7,80.2,2,15.4,7.8,5.5,105.1,4.8,0.6,97.8,8.2,4.7,71.2,2.8,16,22,55.8,3.7,1.7,99.4,2.9,83.7,21.8,2.2
110010024003007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010001004002,20.9,3.1,0.9,1,0.7,0.2,21.1,1.5,2,1.5,0.6,22.3,3.3,0.2,22.4,3.2,0.4,15,3.7,3,4.4,11.5,0.9,0.3,20.4,1,18.2,4.2,0.9
110010001004024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010001003008,12.7,1.9,0.6,0.6,0.4,0.1,12.8,0.9,1.2,0.9,0.4,13.5,2,0.1,13.6,2,0.2,9.1,2.2,1.8,2.6,7,0.6,0.2,12.4,0.6,11.1,2.6,0.5
110010001004005,24.7,3.7,1.1,1.2,0.9,0.3,24.9,1.8,2.3,1.7,0.7,26.3,3.9,0.3,26.5,3.8,0.5,17.7,4.3,3.5,5.2,13.6,1.1,0.4,24.1,1.2,21.6,5,1.1
110010062021244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010001002000,185.7,27.7,8.3,8.9,6.4,2.2,187.6,13.5,17.6,13,5.3,198.3,29,2,199.1,28.6,3.4,133.2,32.6,26.3,38.9,102.5,8.3,2.9,181.3,9.3,162.3,37.6,7.9
110010055002002,43.7,5.3,1.6,2.1,0.9,0.5,41.1,3,3.9,3.3,1.7,46.1,6.1,0.6,45.9,5.9,1.1,33.2,6.3,5.9,8.5,21.4,2.3,0.5,45,1.7,39.6,9.4,1.1
110010041003024,1.2,0.1,0,0,0,0,1.1,0.1,0.1,0.1,0,1.3,0.1,0,1.2,0.1,0,0.9,0.1,0.2,0.3,0.7,0.1,0,1.2,0,1,0.2,0
110010110004000,131.4,6.4,3.2,7.1,4.9,0.8,114.4,5.8,16.7,9.4,4.5,138.4,11.1,0.6,131.5,14.4,3.2,102.8,8.7,20.8,33.1,61.8,7.7,1.3,132.3,4.5,117.3,25.3,1.6
110010094002023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010111002018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010091021003,15.6,0.3,0.2,0.5,0.5,0.1,13.3,0.5,1.3,1.2,0.6,16,0.7,0.1,15.3,1.2,0.2,13.2,0.5,1.7,4.2,4,0.8,0.2,15.4,0.4,14.3,2.1,0.2
110010091021007,27,0.6,0.4,0.8,0.8,0.1,22.9,0.9,2.2,2.1,1,27.6,1.2,0.2,26.5,2,0.4,22.9,0.8,3,7.3,6.9,1.3,0.3,26.5,0.6,24.7,3.6,0.3
110010111003007,172.4,3.7,2.3,5.3,5.1,0.8,146.4,6,13.8,13.2,6.7,176.1,7.8,1.1,169.1,12.8,2.8,146.1,5,19,46.8,43.9,8.6,1.8,169.4,4,158.1,22.7,2
110010073011108,0.5,0,0,0,0,0,0.4,0,0,0.1,0,0.5,0,0,0.5,0,0,0.5,0,0.1,0.1,0.1,0,0,0.5,0,0.5,0,0
110010088031003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010088042003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010088042001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010094004009,15.5,0.3,0.2,0.6,0.5,0.1,13.3,0.3,1.5,1,0.8,16.2,0.6,0,15.4,1.1,0.4,13.2,0.4,1.8,5,5.9,0.8,0.2,15.5,0.3,14.4,2.1,0.1
110010094003001,23.6,0.5,0.2,0.9,0.8,0.2,20.2,0.5,2.3,1.6,1.3,24.5,1,0.1,23.4,1.7,0.5,20,0.5,2.8,7.6,8.9,1.1,0.3,23.5,0.5,21.8,3.2,0.2
110010094003000,69.6,1.3,0.7,2.7,2.3,0.5,59.6,1.4,6.7,4.6,3.7,72.4,2.9,0.2,69,4.9,1.6,59,1.6,8.3,22.5,26.3,3.4,1,69.4,1.4,64.3,9.4,0.5
110010094002007,25.3,0.8,0.4,1.6,1,0.3,21.8,0.9,3.7,1.7,1.1,27,1.9,0.1,24.6,3.3,0.8,21.1,1.2,3.3,6.6,11.8,1.9,0.3,25.9,0.8,23.6,4.3,0.3
110010094002008,1.6,0.1,0,0.1,0.1,0,1.3,0.1,0.2,0.1,0.1,1.7,0.1,0,1.5,0.2,0,1.3,0.1,0.2,0.4,0.7,0.1,0,1.6,0,1.4,0.3,0
110010094002009,20.7,0.7,0.4,1.3,0.8,0.2,17.8,0.7,3.1,1.4,0.9,22,1.6,0.1,20.1,2.7,0.6,17.2,1,2.7,5.4,9.6,1.5,0.2,21.2,0.6,19.3,3.5,0.3
110010094003022,14.7,0.3,0.1,0.4,0.3,0.1,12.5,0.4,1.3,1,0.6,15,0.6,0.1,14.6,0.9,0.2,13.1,0.4,1.3,4.2,4,0.6,0.2,14.4,0.4,13.6,1.8,0.1
110010111002020,22.7,0.5,0.3,0.7,0.7,0.1,19.3,0.8,1.8,1.7,0.9,23.2,1,0.1,22.2,1.7,0.4,19.2,0.7,2.5,6.1,5.8,1.1,0.2,22.3,0.5,20.8,3,0.3
110010111002028,17.2,0.4,0.2,0.5,0.5,0.1,14.6,0.6,1.4,1.3,0.7,17.6,0.8,0.1,16.9,1.3,0.3,14.6,0.5,1.9,4.7,4.4,0.9,0.2,16.9,0.4,15.8,2.3,0.2
