GEOID,G16PREDCLI,G16PRERTRU,G16PRELJOH,G16PREGSTE,G16PREOWRI,G16DELDNOR,G16DELLMOU,G16DELGSTR,G16DELOWRI,G16COUDWHI,G16COURCEL,G16COULKLO,G16COUGAIK,G16COUIGRO,G16COUICHE,G16COUOWRI,G16HALDGAR,G16HALOWRI
110010077071006,164.8,3.1,1.2,2.3,2.2,163.2,3.6,3.6,1,150.9,4.2,5.9,13,29.5,22.5,1.9,149.4,2.4
110010077071007,30.1,0.6,0.2,0.4,0.4,29.8,0.6,0.7,0.2,27.6,0.8,1.1,2.4,5.4,4.1,0.3,27.3,0.4
110010077071000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010099051011,44.6,0.5,0.3,0.5,0.5,43.3,0.9,1,0.2,39.1,1.3,1.6,3.4,7.9,5.3,0.3,40,0.4
110010099053005,31.2,0.6,0.1,0.5,0.3,30.2,0.6,1,0,27.4,1.1,1.1,2.8,5.9,4.7,0.3,28.2,0.4
110010078072000,230.7,3.3,0.8,4.1,1.6,226.6,4.7,5.4,0.8,205,7.4,7.4,21.2,44.9,34.6,1.9,208.3,2.1
110010078072005,26.4,0.4,0.1,0.5,0.2,25.9,0.5,0.6,0.1,23.4,0.8,0.8,2.4,5.1,4,0.2,23.8,0.2
110010078083002,3.1,0,0,0.1,0,3,0.1,0.1,0,2.7,0.1,0.1,0.3,0.6,0.5,0,2.8,0
110010099032001,99.3,1.1,0.6,1.2,1.2,96.6,2,2.2,0.4,87.1,3,3.7,7.6,17.6,11.9,0.7,89,0.9
110010078083001,28.2,0.4,0.1,0.5,0.2,27.7,0.6,0.7,0.1,25.1,0.9,0.9,2.6,5.5,4.2,0.2,25.5,0.3
110010078083011,39.5,0.4,0.1,0.4,0.3,38.2,0.8,0.8,0.2,34.8,1.1,1,3,5.8,4.2,0.5,34.9,0.5
110010078082012,30.9,0.3,0.1,0.3,0.3,29.9,0.7,0.6,0.1,27.2,0.9,0.8,2.4,4.6,3.3,0.4,27.4,0.4
110010078082007,65.1,0.7,0.2,0.6,0.6,63.1,1.4,1.3,0.3,57.4,1.9,1.6,5,9.6,6.9,0.9,57.6,0.9
110010102002021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010005012005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010040013009,262.2,10.7,5.9,4,5.9,236.4,22.9,15.7,2.7,204.2,29.1,14.3,31.1,135.1,12.6,2.6,225.6,6.7
110010095053009,51.5,1,0.5,0.8,0.6,49.6,1.4,1.7,0.3,44.4,2,1.4,5.2,15.8,5.6,0.4,45.5,0.7
110010095013004,21.1,1.7,0.2,0.4,0.5,20.6,1,1.1,0.1,18.3,1.6,0.9,2.5,7.2,2.6,0.4,19.6,0.4
110010031001006,151.7,4.3,2.4,2.2,2.8,142.8,6.8,9.1,0.9,129.4,8.8,6,17,61,12.4,2.3,139.7,3.1
110010031001009,103.2,3,1.6,1.5,1.9,97.2,4.6,6.2,0.6,88.1,6,4.1,11.6,41.5,8.5,1.5,95,2.1
110010031001002,90.8,1.6,1.1,2,1.4,86.5,3.5,4.4,0.2,76.7,5.6,3.8,11.2,36.7,8.2,1.1,83.4,2.1
110010032001003,101.1,1.8,1.2,2.2,1.6,96.2,3.9,4.8,0.2,85.4,6.3,4.2,12.4,40.8,9.1,1.2,92.8,2.3
110010032002002,68.3,1.2,0.8,1.5,1.1,65,2.7,3.3,0.2,57.7,4.2,2.8,8.4,27.6,6.1,0.8,62.7,1.6
110010032002001,23.2,0.4,0.3,0.5,0.4,22.1,0.9,1.1,0.1,19.6,1.4,1,2.9,9.4,2.1,0.3,21.3,0.5
110010032002003,202.1,3.6,2.4,4.5,3.1,192.4,7.9,9.7,0.4,170.8,12.5,8.3,24.9,81.7,18.2,2.4,185.6,4.6
110010031001015,41.7,1,0.6,0.9,0.6,37.9,2.1,2.5,0.2,35.5,2.4,1.8,4.8,15.3,3.4,0.6,37.5,0.6
110010035001004,80.2,1.8,1.2,1.7,1.2,73,4.1,4.8,0.5,68.4,4.7,3.4,9.2,29.5,6.6,1.2,72.1,1.2
110010032002004,71,1.3,0.8,1.6,1.1,67.6,2.8,3.4,0.2,60,4.4,2.9,8.7,28.7,6.4,0.8,65.2,1.6
110010032003000,33.1,0.9,0.5,0.5,0.6,31.1,1.5,2,0.2,28.2,1.9,1.3,3.7,13.3,2.7,0.5,30.5,0.7
110010015004009,83.8,8.5,1.5,1,2.9,78.6,8.1,5.2,1.6,65,13.7,3.8,5.2,59.1,4.3,1,70.4,3.1
110010015003005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010014021005,20.8,1.4,0.2,0.5,0.5,19.3,1.3,1.4,0.3,16.2,2.7,0.7,1.6,13,1,0.2,16.9,0.6
110010027023018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010098101004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010088031016,14.4,0.6,0.2,0.3,0.3,13.2,0.7,1,0.1,12,1.1,1.1,1.6,3.5,1.9,0.2,13.6,0.2
110010008022007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010049021002,19,1.3,0.7,0.2,0.6,17.1,2.3,1,0.3,14.6,3.4,1.7,2,8.2,1.6,0.3,17.7,0.5
110010049021003,15,1,0.5,0.2,0.5,13.5,1.8,0.8,0.3,11.5,2.7,1.3,1.6,6.5,1.2,0.2,14,0.4
110010077032003,29.4,0.5,0.1,0.3,0.3,28.7,0.6,0.5,0.1,25.5,1.1,0.8,2.2,4.7,3.1,0.2,25.9,0.2
110010074042004,37.5,0.8,0.1,0.3,0.3,35,1.2,1.2,0.2,32.9,1.2,1.4,3.5,6,3.5,0.9,32.9,0.7
110010099021010,46.6,0.9,0.2,0.5,0.7,46.3,0.9,0.9,0.2,42.1,1.7,1.1,3.7,10.4,5.2,0.4,42.1,0.9
110010027022004,96.7,2.1,1.4,2.2,1.8,88.3,4.6,7.3,0.7,79.5,6.6,3.9,13.8,48.8,6,1,86,2.1
110010025022005,35.8,0.6,0.7,0.5,0.5,32.9,1.4,2.6,0.2,29.7,1.8,1.6,5.1,15.8,2.5,0.5,32.2,0.7
110010010011009,10.7,1,0.2,0.2,0.3,10.2,1,0.7,0.1,8.7,1.8,0.5,1,6.3,0.6,0.1,9.2,0.3
110010002023010,11.3,1.6,0.4,0.1,0.6,10.3,1.9,0.8,0.2,8,3.6,0.9,1,4.4,0.9,0.1,10.2,0.4
110010011003008,19.5,1.4,0.3,0.2,0.5,18,1.5,1.2,0.3,15.6,2.9,0.8,1.7,10.6,0.9,0.3,16.3,0.6
110010097001009,41.6,0.5,0.2,0.6,0.4,40.2,0.7,1.1,0.1,36.9,1.2,1.2,3,5.5,3.9,0.3,36,0.3
110010097001008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010011004002,22.1,1.6,0.3,0.3,0.5,20.3,1.7,1.4,0.4,17.7,3.3,0.9,1.9,12,1.1,0.3,18.5,0.6
110010011004006,11.7,0.9,0.2,0.1,0.3,10.8,0.9,0.7,0.2,9.4,1.8,0.5,1,6.4,0.6,0.2,9.8,0.3
110010011004024,13,1,0.2,0.2,0.3,12,1,0.8,0.2,10.4,2,0.5,1.1,7.1,0.6,0.2,10.9,0.4
110010011003007,138.9,10.2,2.2,1.6,3.4,128.1,10.8,8.7,2.3,111.3,21,5.4,12.1,75.8,6.7,2.1,116.5,4.1
110010023021008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010095093005,14.4,0.3,0.1,0.2,0.2,14.2,0.4,0.4,0,13,0.5,0.4,1.5,4.9,1.4,0.1,13.4,0.2
110010026002002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010005022006,404,23.1,10,3.4,10.3,369,35.1,20.6,2.7,312.4,60.4,24.5,40.5,206,21.1,3.8,347.4,10.6
110010006002005,99.5,5.4,2.3,1.2,3.3,90,8.7,7.1,1.5,78,15,4.8,11.1,50.8,5.4,0.8,81.5,3.7
110010013021001,1228.7,66.8,33.1,15.4,31.4,1128.5,100.2,80.2,11.5,969,157.5,67.4,130.6,580.1,73.3,11.8,1085.3,29.5
110010080021005,91.8,4.8,2.5,1,3.1,85.2,8,4.9,2.6,74,12.5,5.4,10,46.8,7.7,1.6,83.2,5
110010080021013,87.5,4.6,2.4,0.9,2.9,81.3,7.6,4.6,2.5,70.5,11.9,5.2,9.5,44.7,7.4,1.6,79.3,4.8
110010068011005,87.4,3.7,2,1.5,3,81.7,7,4.6,1.7,70.2,11,4.7,9.1,40,7.6,1.5,78.5,3.5
110010065002004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010072001018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010065001000,31.3,3.4,1,0.4,2.3,28.1,5.1,2.2,1,24.1,8.1,2.4,2.6,18.4,1.8,0.4,26.7,2.2
110010072002012,8.2,0.8,0.4,0.1,0.6,7.5,1.4,0.5,0.2,6.4,2.1,0.8,0.8,3.6,1,0.1,7.8,0.5
110010070002006,11.3,0.5,0.4,0.1,0.7,10.2,1.3,0.7,0.3,8.6,2.1,0.8,1.1,6.1,0.7,0.1,10,0.7
110010070002017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010072002039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010071001007,96.4,4.1,1.6,1.2,3.4,88.8,7.2,5.9,1.5,77.9,11.4,4.1,8.8,43.6,8.8,1.1,85.8,3.3
110010074011018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010074011026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010009022011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010099052003,63,0.7,0.4,0.7,0.7,61.3,1.3,1.4,0.2,55.3,1.9,2.3,4.8,11.2,7.6,0.5,56.5,0.6
110010015001023,33,2.2,0.3,0.7,0.8,30.6,2.1,2.3,0.6,25.7,4.3,1.1,2.5,20.6,1.7,0.4,26.8,1
110010010013004,21.4,2,0.5,0.3,0.7,20.3,2,1.4,0.3,17.3,3.5,1,2,12.5,1.2,0.2,18.4,0.7
110010010015006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010010013001,32.8,3.1,0.8,0.5,1,31.1,3,2.1,0.5,26.5,5.4,1.6,3,19.2,1.8,0.4,28.2,1
110010010016018,18.9,2,0.5,0.2,0.7,17.5,1.9,1.5,0.4,15.3,3.7,0.8,1.4,11.7,1.1,0.3,16.2,0.8
110010009012014,7.6,1.5,0.3,0.1,0.5,7.3,1.3,0.5,0.2,5.5,2.9,0.6,0.7,3.5,0.6,0.1,6.6,0.5
110010009012025,24.6,5,1,0.3,1.6,23.6,4.3,1.6,0.6,17.8,9.3,1.9,2.2,11.2,2.1,0.4,21.2,1.6
110010010016010,20.9,2.2,0.5,0.2,0.8,19.3,2.1,1.7,0.4,16.9,4.1,0.9,1.5,13,1.2,0.3,17.9,0.9
110010003001004,16.8,2.3,0.6,0.2,0.9,15.2,2.7,1.3,0.3,11.8,5.4,1.3,1.5,6.5,1.3,0.2,15.1,0.6
110010004002017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010003001005,18.2,2.5,0.7,0.2,1,16.5,3,1.4,0.3,12.8,5.8,1.4,1.6,7,1.4,0.2,16.4,0.6
110010005022004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010001001001,11.4,1.4,0.5,0.2,0.6,10.4,1.9,0.7,0.2,7.9,3.6,0.9,1.2,4.4,0.6,0.1,9.6,0.4
110010001001005,14.4,1.8,0.6,0.2,0.8,13.1,2.4,0.9,0.2,9.9,4.6,1.1,1.5,5.5,0.7,0.2,12.2,0.5
110010001001006,45.2,5.7,1.9,0.6,2.5,41.2,7.6,2.9,0.7,31.1,14.3,3.6,4.6,17.2,2.3,0.5,38.2,1.6
110010001001002,51.7,6.5,2.2,0.7,2.9,47.1,8.7,3.4,0.8,35.6,16.4,4.1,5.2,19.7,2.7,0.6,43.6,1.8
110010001001009,48.7,6.1,2.1,0.7,2.7,44.4,8.2,3.2,0.8,33.5,15.4,3.9,4.9,18.6,2.5,0.5,41.1,1.7
110010016004003,44.9,1.8,0.4,0.7,0.6,42.6,1.8,2.4,0.4,40.7,2.4,0.8,4.5,21.9,3.9,0.7,39.3,1.3
110010016004006,14.5,0.6,0.1,0.2,0.2,13.8,0.6,0.8,0.1,13.1,0.8,0.3,1.5,7.1,1.3,0.2,12.7,0.4
110010011004007,1.9,0.1,0,0,0,1.8,0.2,0.1,0,1.6,0.3,0.1,0.2,1.1,0.1,0,1.6,0.1
110010012004002,6.7,0.4,0.1,0.1,0.2,6,0.5,0.5,0.1,5.3,0.9,0.3,0.7,3.8,0.3,0.1,5.5,0.2
110010012004012,51.4,3.3,1.1,0.7,1.2,46.7,4.2,3.7,0.6,40.9,7,2.7,5.2,29.4,2.5,0.4,42.6,1.8
110010006004003,59.5,4.7,2.1,1.5,1.5,53.8,6.7,5.3,0.6,45.9,11.5,4,8.8,29,5.1,0.3,54.1,1.9
110010019021004,41.3,0.8,0.2,0.9,0.3,39.7,1.1,1.6,0.3,36.8,1.5,1.5,4,14.9,4.6,0.6,37.8,0.5
110010019022013,40.5,1.3,0.4,0.8,0.6,39.5,1.3,2,0.3,36.4,1.8,1.5,4.9,16.4,4.7,0.5,36.9,0.9
110010019021005,37.1,0.7,0.2,0.8,0.2,35.6,1,1.4,0.3,33,1.4,1.3,3.6,13.3,4.1,0.5,33.9,0.5
110010019022018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010017022013,28.4,0.8,0.2,0.8,0.4,27,0.9,1.8,0.2,24.3,1.3,1,3.9,12.7,2.5,0.5,25.7,0.5
110010019022008,8.9,0.3,0.1,0.2,0.1,8.7,0.3,0.4,0.1,8,0.4,0.3,1.1,3.6,1,0.1,8.1,0.2
110010019021008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010095052012,46,0.9,0.3,0.9,0.6,44.3,1.2,2,0.3,40.6,1.7,1.7,5.4,16.9,5.5,0.6,41.4,0.9
110010095052010,24.1,0.5,0.2,0.5,0.3,23.2,0.6,1,0.1,21.3,0.9,0.9,2.8,8.9,2.9,0.3,21.7,0.5
110010095052001,34.7,0.7,0.3,0.7,0.5,33.4,0.9,1.5,0.2,30.6,1.3,1.3,4,12.8,4.2,0.5,31.3,0.7
110010026002006,71.3,2.1,0.8,1.6,1,66.5,3,3.9,0.5,59.2,4.1,2.3,7.8,30.7,6,1.1,61.8,1.7
110010097002002,105,0.9,0.4,0.6,1.1,99.8,2.6,1.9,0.3,90.7,3.1,2.7,6.6,12.3,8.3,1.4,90.8,0.8
110010026002019,1.3,0,0,0,0,1.2,0.1,0.1,0,1.1,0.1,0,0.1,0.6,0.1,0,1.1,0
110010020012011,50.8,2.5,0.8,1.1,0.4,48.7,2.1,3,0.3,44.8,3.3,2.1,5.9,22,4.2,1,44.9,1.1
110010020012007,1,0.1,0,0,0,1,0,0.1,0,0.9,0.1,0,0.1,0.4,0.1,0,0.9,0
110010020011005,2.1,0.1,0,0,0,2,0.1,0.1,0,1.8,0.1,0.1,0.2,0.9,0.2,0,1.8,0
110010096011045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010074091000,147.6,2,0.6,0.9,1.9,139.9,3.6,3.3,0.3,127,5.7,5.2,10.7,22.9,15.5,2,129.4,1.4
110010074011022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010076015008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010073011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010073011020,30.7,1.7,0.4,0.5,0.4,29.7,1.6,1.2,0.2,27.1,2.2,1.5,2.9,6.2,4.2,0.5,28.9,0.6
110010015003009,74.5,7.5,1.4,0.9,2.6,69.9,7.2,4.6,1.4,57.7,12.2,3.4,4.6,52.5,3.8,0.9,62.5,2.8
110010103001005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010016004002,0.7,0,0,0,0,0.7,0,0,0,0.7,0,0,0.1,0.4,0.1,0,0.6,0
110010097001011,60.4,0.7,0.3,0.9,0.5,58.3,1.1,1.5,0.2,53.5,1.8,1.7,4.4,8,5.6,0.4,52.2,0.4
110010016004009,29.7,1.2,0.2,0.5,0.4,28.2,1.2,1.6,0.3,26.9,1.6,0.6,3,14.5,2.6,0.5,26,0.9
110010041003013,32.3,2.6,0.9,0.4,0.9,28.9,4,1.8,0.4,23.1,5.7,2.2,2.7,14.5,1.7,0.4,26.5,0.6
110010040013006,81,3.3,1.8,1.2,1.8,73.1,7.1,4.9,0.8,63.1,9,4.4,9.6,41.8,3.9,0.8,69.7,2.1
110010040011002,292.5,11.9,6.5,4.5,6.5,263.8,25.5,17.6,3,227.8,32.4,15.9,34.7,150.8,14,2.9,251.7,7.5
110010040013008,134.8,5.5,3,2.1,3,121.6,11.8,8.1,1.4,105,14.9,7.3,16,69.5,6.5,1.3,116,3.4
110010040022000,275.2,11.2,6.2,4.2,6.2,248.2,24,16.5,2.8,214.3,30.5,15,32.6,141.8,13.2,2.7,236.8,7
110010040022001,205.3,8.4,4.6,3.1,4.6,185.1,17.9,12.3,2.1,159.9,22.8,11.2,24.3,105.8,9.8,2,176.7,5.2
110010041001002,58.1,4.8,1.6,0.6,1.6,52,7.2,3.3,0.8,41.6,10.3,3.9,4.9,26.2,3.1,0.6,47.6,1.1
110010042022003,70.6,5.4,2,0.9,1.9,63.5,7.9,4.7,0.5,55.5,11.8,5.5,7.4,30.9,4.5,0.8,63,1.9
110010042021008,31.9,2.4,0.9,0.4,0.9,28.7,3.6,2.1,0.2,25.1,5.3,2.5,3.3,14,2,0.4,28.5,0.9
110010027021001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010028011002,11,0.3,0.1,0.2,0.2,10,0.6,0.7,0.1,9.1,0.8,0.5,1.5,4.6,0.8,0.1,9.8,0.2
110010028012004,98.6,2.9,1.3,1.9,1.6,89.9,5,6.5,0.5,81.5,7.1,4.4,13.4,41.3,6.9,1.1,88.2,1.7
110010028022001,309.4,9,4,5.9,5.1,282,15.6,20.4,1.7,255.5,22.2,13.6,42.1,129.6,21.5,3.5,276.7,5.5
110010027021004,321.8,7,4.7,7.4,5.9,293.9,15.2,24.2,2.2,264.6,21.9,12.9,45.9,162.4,19.9,3.2,286.5,7.1
110010028022004,25.7,0.6,0.4,0.6,0.5,23.5,1.2,1.9,0.2,21.1,1.7,1,3.7,13,1.6,0.3,22.9,0.6
110010039003002,247.6,5.7,3.8,4.6,4,225.5,12.7,17.2,1.6,200.3,17.9,11.4,30.8,130.7,11.1,2.1,221.1,4.8
110010028021003,33.8,1.1,0.5,0.5,0.4,31.4,1.6,2,0.1,28,2.6,1.7,4.5,13,2.8,0.3,30.9,0.6
110010044001010,54.2,1.7,1.3,0.6,1.4,48.3,4.6,3.1,0.7,43,6.5,2.9,4.9,25.9,3.2,0.9,47.9,1.5
110010044001000,54.2,1.7,1.3,0.6,1.4,48.3,4.6,3.1,0.7,43,6.5,2.9,4.9,25.9,3.2,0.9,47.9,1.5
110010035002000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010044001014,14.7,0.5,0.3,0.3,0.4,13.5,1.2,1,0.1,12.3,1.9,1,1.4,7,1.1,0.1,13.6,0.4
110010020021000,15.9,0.6,0.1,0.3,0.2,15.2,0.5,1,0.1,13.9,1,0.4,1.6,6,1.6,0.2,14.6,0.3
110010025022006,112.2,1.9,2.2,1.6,1.6,103.3,4.4,8.1,0.8,93.3,5.6,5.2,15.9,49.5,7.8,1.7,101,2.3
110010022011006,58.1,1.4,0.6,1,1,55.7,1.7,2.4,0.5,49.6,3.2,2.4,5.6,19.2,5.2,1,51.9,1.1
110010022012015,87,2.1,1.1,1.8,1.6,83.3,2.9,4.5,0.4,72.7,4.3,2.9,8.6,34.9,7.2,1.3,78.8,1.6
110010023011007,19.8,0.5,0.3,0.4,0.4,18.9,0.7,1,0.1,16.5,1,0.7,2,7.9,1.6,0.3,17.9,0.4
110010023011001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010023012010,77.1,1.9,1,1.6,1.4,73.9,2.5,4,0.3,64.4,3.8,2.6,7.6,30.9,6.4,1.2,69.8,1.4
110010024004000,54,1.1,0.7,1.2,0.8,51.2,1.7,2.9,0.4,44.1,2.4,2,6,23.4,3.8,0.6,48.3,1
110010024004001,84.2,1.6,1,1.8,1.2,79.8,2.7,4.6,0.6,68.8,3.8,3.1,9.3,36.5,5.9,0.9,75.4,1.5
110010024001001,55.4,1.1,0.7,1.2,0.8,52.5,1.8,3,0.4,45.3,2.5,2.1,6.1,24,3.9,0.6,49.6,1
110010023012011,89.2,1.7,1.1,1.9,1.2,84.6,2.9,4.8,0.6,72.9,4,3.3,9.9,38.7,6.2,1,79.9,1.6
110010021021006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010021021002,54.3,1.1,0.4,1,0.7,52.3,1.4,2.3,0.3,47.9,2,2.1,6.3,20,6.5,0.8,48.9,1.1
110010021021004,40,0.8,0.3,0.8,0.5,38.5,1,1.7,0.2,35.3,1.5,1.5,4.7,14.7,4.8,0.6,36,0.8
110010095052021,8.3,0.2,0.1,0.2,0.1,8,0.2,0.4,0.1,7.3,0.3,0.3,1,3,1,0.1,7.5,0.2
110010055003005,126,13.7,3.2,1.9,4.3,113.6,17.4,7.1,1.6,92.4,29.7,10.8,13,45.2,10,1.5,113.6,3.7
110010055003006,16.4,1.8,0.4,0.2,0.6,14.8,2.3,0.9,0.2,12,3.9,1.4,1.7,5.9,1.3,0.2,14.8,0.5
110010056002017,101.1,15.8,3,2.2,3.7,95.7,14.7,6.9,1.7,75.5,23.9,7.4,11.5,39.1,8.4,1.2,92.9,4
110010055001017,78.8,6,2.2,1,2.1,70.9,8.8,5.3,0.6,61.9,13.1,6.2,8.2,34.5,5,0.9,70.4,2.2
110010055001008,0.9,0.1,0,0,0,0.8,0.1,0.1,0,0.7,0.2,0.1,0.1,0.4,0.1,0,0.8,0
110010107002007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010042021010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010107001004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010002024012,0.8,0.1,0,0,0,0.7,0.1,0.1,0,0.6,0.3,0.1,0.1,0.3,0.1,0,0.7,0
110010068041013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010042012002,125.7,4.5,2.8,1.7,1.9,112.5,10.6,7.7,0.9,100.8,12.2,7.9,14.3,63.8,6.8,1.3,110.9,3.2
110010041003009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010104002024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010074011039,93.2,2,0.4,1.1,0.7,88.8,3.1,2.5,0.5,78.8,3.6,4.3,6.8,16.5,10.8,1.1,82.4,1.1
110010075031005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010008022010,52.8,7.1,2.3,0.9,2.7,49.1,8.9,3.9,1.1,40.4,14.3,4.6,6.5,23.3,3.7,0.6,47.7,2.9
110010069001004,81.9,3.5,1.4,1,2.9,75.5,6.1,5.1,1.3,66.2,9.7,3.5,7.5,37,7.5,0.9,73,2.8
110010069002003,8.3,0.4,0.1,0.1,0.3,7.6,0.6,0.5,0.1,6.7,1,0.4,0.8,3.7,0.8,0.1,7.4,0.3
110010068022005,55.7,2.4,0.9,0.7,2,51.4,4.2,3.4,0.9,45.1,6.6,2.4,5.1,25.2,5.1,0.6,49.7,1.9
110010068022012,2.1,0.1,0,0,0.1,1.9,0.2,0.1,0,1.7,0.2,0.1,0.2,0.9,0.2,0,1.8,0.1
110010076015000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010044002004,44.8,1.4,1,0.5,1.1,39.9,3.8,2.5,0.6,35.6,5.4,2.4,4,21.5,2.6,0.7,39.6,1.3
110010044002012,27.6,1,0.6,0.6,0.7,25.3,2.2,1.9,0.2,23.2,3.6,1.8,2.7,13.1,2.1,0.2,25.6,0.7
110010044002002,119.1,4.4,2.4,2.6,3,109.3,9.7,8.3,0.8,99.9,15.7,7.8,11.7,56.7,9.1,1,110.3,3
110010044002018,129.4,4.8,2.6,2.9,3.3,118.8,10.5,9,0.8,108.6,17,8.4,12.7,61.6,9.9,1.1,119.9,3.3
110010034002013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010034002010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010034002019,34,0.8,0.5,0.7,0.5,30.9,1.7,2,0.2,29,2,1.4,3.9,12.5,2.8,0.5,30.6,0.5
110010034002023,63.9,1.5,1,1.3,0.9,58.2,3.3,3.8,0.4,54.5,3.7,2.7,7.3,23.5,5.2,0.9,57.4,1
110010048011015,86.9,2.2,1.7,0.9,2,81,5.9,3.5,0.6,71.2,7.7,4.6,7.4,31.9,7.4,1.1,78,2.3
110010046002008,54.6,1.1,1,1,0.9,50.8,3.1,3.3,0.5,45.8,3.2,2.6,7,23.7,4.5,0.7,50.1,1.4
110010009013007,11.4,2.3,0.4,0.1,0.7,11,2,0.7,0.3,8.3,4.3,0.9,1,5.2,1,0.2,9.9,0.7
110010010014021,108.7,11.5,2.7,1.2,4.2,100.3,10.9,8.7,2.2,87.7,21.3,4.4,8,67.3,6.3,1.7,92.7,4.5
110010010011007,25.2,2.4,0.6,0.4,0.8,23.9,2.3,1.6,0.3,20.4,4.1,1.2,2.3,14.7,1.4,0.3,21.7,0.8
110010010011006,34,3.2,0.8,0.5,1.1,32.3,3.2,2.2,0.5,27.5,5.6,1.6,3.1,19.9,1.9,0.4,29.3,1.1
110010010011012,18.3,1.7,0.4,0.3,0.6,17.3,1.7,1.2,0.3,14.8,3,0.9,1.7,10.7,1,0.2,15.7,0.6
110010010015005,1.9,0.2,0,0,0.1,1.8,0.2,0.1,0,1.5,0.3,0.1,0.2,1.1,0.1,0,1.6,0.1
110010010012018,32.8,3.1,0.8,0.5,1,31.1,3,2.1,0.5,26.5,5.4,1.6,3,19.2,1.8,0.4,28.2,1
110010011002005,54.5,4,0.9,0.6,1.3,50.3,4.2,3.4,0.9,43.7,8.2,2.1,4.8,29.7,2.6,0.8,45.7,1.6
110010010012014,42.9,4,1,0.7,1.3,40.6,4,2.8,0.6,34.6,7.1,2,3.9,25.1,2.4,0.5,36.9,1.4
110010011004017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010011004015,26.6,2,0.4,0.3,0.7,24.5,2.1,1.7,0.4,21.3,4,1,2.3,14.5,1.3,0.4,22.3,0.8
110010011004020,38.9,2.9,0.6,0.5,1,35.9,3,2.4,0.6,31.2,5.9,1.5,3.4,21.2,1.9,0.6,32.7,1.1
110010010012030,112.2,10.5,2.6,1.8,3.5,106.4,10.4,7.3,1.6,90.6,18.5,5.3,10.3,65.6,6.3,1.3,96.6,3.6
110010107002011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010108001000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010107001017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010062021050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
