GEOID,G16PREDCLI,G16PRERTRU,G16PRELJOH,G16PREGSTE,G16PREOWRI,G16DELDNOR,G16DELLMOU,G16DELGSTR,G16DELOWRI,G16COUDWHI,G16COURCEL,G16COULKLO,G16COUGAIK,G16COUIGRO,G16COUICHE,G16COUOWRI,G16HALDGAR,G16HALOWRI
110010088031008,19.9,0.9,0.2,0.5,0.4,18.4,1,1.3,0.1,16.6,1.5,1.5,2.2,4.9,2.6,0.2,18.8,0.2
110010097001004,28.5,0.3,0.1,0.4,0.3,27.5,0.5,0.7,0.1,25.3,0.8,0.8,2.1,3.8,2.7,0.2,24.6,0.2
110010008022005,2,0.3,0.1,0,0.1,1.9,0.3,0.1,0,1.5,0.5,0.2,0.2,0.9,0.1,0,1.8,0.1
110010073011134,3.8,0.2,0,0.1,0,3.7,0.2,0.1,0,3.3,0.3,0.2,0.4,0.8,0.5,0.1,3.6,0.1
110010074012001,19.4,0.4,0.1,0.2,0.1,18.4,0.6,0.5,0.1,16.4,0.7,0.9,1.4,3.4,2.2,0.2,17.1,0.2
110010007013001,70.2,7.9,1.5,1.5,2.7,65.1,7.1,5.4,1,55.4,14,4.4,8.5,32.9,4.7,0.7,60.7,2
110010095032007,23.3,1.3,0.5,0.5,0.8,22.4,1.4,1.8,0.3,19.9,2.5,1.2,3.4,11.8,2.4,0.3,22.1,0.7
110010044002005,48.2,1.5,1.1,0.5,1.2,42.9,4.1,2.7,0.6,38.2,5.8,2.5,4.3,23.1,2.8,0.8,42.5,1.4
110010097001006,65.6,0.7,0.3,0.9,0.6,63.3,1.2,1.7,0.2,58.1,1.9,1.8,4.8,8.7,6.1,0.5,56.6,0.4
110010104002010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010004002005,12.3,2.3,0.6,0.1,0.8,11,2.7,1.2,0.3,8.2,4.7,1.2,1.2,7.3,1,0.1,11.3,0.8
110010011002024,15.6,1.1,0.2,0.2,0.4,14.4,1.2,1,0.3,12.5,2.4,0.6,1.4,8.5,0.7,0.2,13.1,0.5
110010011004003,24.7,1.8,0.4,0.3,0.6,22.7,1.9,1.6,0.4,19.8,3.7,1,2.2,13.5,1.2,0.4,20.7,0.7
110010014011016,42.2,4,0.7,0.8,1,39.6,3.8,2.9,0.6,34.7,6.7,2.3,4.3,24.6,2.9,0.4,36.9,1.6
110010011003009,10.9,0.7,0.2,0.1,0.2,9.9,0.9,0.8,0.1,8.7,1.5,0.6,1.1,6.2,0.5,0.1,9,0.4
110010011004030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010012001000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010012002005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010073011025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010109002017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010088042008,43,0.8,0.3,0.8,0.5,41.6,1.3,1.4,0.2,36.5,1.6,2.1,4.5,10.7,4.5,0.5,38.6,0.7
110010089031003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010088021005,33,0.7,0.5,0.6,0.6,31.4,1.5,1.3,0.2,27.7,1.7,1.4,4.2,10.3,3.2,0.4,29.4,0.6
110010079014000,49.9,1.9,0.8,0.7,1.8,46.3,3.8,2.7,0.7,40.7,5.3,2.9,5.4,19,4,0.9,45.4,1.7
110010081001005,79.2,6.2,2.9,1,5,72.3,11,5.3,2.3,61,16.3,5.7,8.9,46.8,4.8,1.5,70.7,4.7
110010080013004,104.7,4.1,1.6,1.4,3.8,97.1,7.9,5.7,1.5,85.4,11.1,6,11.3,39.9,8.3,1.9,95.2,3.5
110010080012001,63.1,2.4,1,0.8,2.3,58.5,4.8,3.4,0.9,51.5,6.7,3.6,6.8,24,5,1.2,57.4,2.1
110010067001001,142.7,8.5,4.4,1.9,6.6,130,16.1,10,2.9,110.9,22.1,8.5,14,79.7,10.2,1.5,123.5,6.2
110010067001003,6,0.4,0.2,0.1,0.3,5.5,0.7,0.4,0.1,4.7,0.9,0.4,0.6,3.4,0.4,0.1,5.2,0.3
110010069001003,11.7,0.5,0.2,0.1,0.4,10.8,0.9,0.7,0.2,9.5,1.4,0.5,1.1,5.3,1.1,0.1,10.4,0.4
110010068012002,81.3,3.5,1.8,1.4,2.8,76,6.5,4.3,1.6,65.3,10.2,4.4,8.4,37.2,7.1,1.4,73.1,3.2
110010080011004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010079013001,210.9,8.2,3.3,2.8,7.6,195.5,15.9,11.5,3.1,171.9,22.3,12.2,22.7,80.3,16.7,3.9,191.6,7.1
110010079013006,111,4.3,1.7,1.5,4,102.9,8.4,6,1.6,90.5,11.7,6.4,12,42.3,8.8,2,100.8,3.7
110010079012003,72.1,2.8,1.1,1,2.6,66.9,5.4,3.9,1.1,58.8,7.6,4.2,7.8,27.5,5.7,1.3,65.5,2.4
110010099021015,28.4,0.6,0.2,0.3,0.4,28.2,0.6,0.6,0.1,25.6,1,0.7,2.3,6.4,3.2,0.2,25.6,0.5
110010077072018,20.3,0.4,0.1,0.3,0.3,20.1,0.4,0.4,0.1,18.6,0.5,0.7,1.6,3.6,2.8,0.2,18.4,0.3
110010099042006,59.9,1.2,0.2,1,0.6,58,1.1,2,0.1,52.6,2.2,2.1,5.4,11.4,9,0.7,54.2,0.8
110010099042007,50.8,1,0.2,0.8,0.5,49.1,1,1.7,0.1,44.6,1.9,1.8,4.6,9.7,7.6,0.6,45.9,0.6
110010099052002,11.5,0.1,0.1,0.1,0.1,11.1,0.2,0.3,0,10.1,0.3,0.4,0.9,2,1.4,0.1,10.3,0.1
110010078072003,17.8,0.3,0.1,0.3,0.1,17.5,0.4,0.4,0.1,15.8,0.6,0.6,1.6,3.5,2.7,0.1,16.1,0.2
110010078072006,33.7,0.5,0.1,0.6,0.2,33.1,0.7,0.8,0.1,30,1.1,1.1,3.1,6.6,5.1,0.3,30.5,0.3
110010095053007,50.8,1,0.4,0.7,0.6,48.9,1.4,1.7,0.3,43.7,1.9,1.3,5.1,15.6,5.5,0.3,44.8,0.7
110010095011003,21.5,1.7,0.3,0.4,0.5,21,1.1,1.1,0.1,18.6,1.6,1,2.6,7.3,2.7,0.4,20,0.4
110010095013000,43.7,3.5,0.5,0.9,1,42.7,2.2,2.2,0.2,37.9,3.3,2,5.3,14.9,5.5,0.7,40.6,0.8
110010095013007,21.5,1.7,0.3,0.4,0.5,21,1.1,1.1,0.1,18.6,1.6,1,2.6,7.3,2.7,0.4,20,0.4
110010029001002,91.7,1.7,1.6,1.8,1.4,85.6,4.2,5.4,0.3,76.2,7,4.4,11.6,43.6,6.3,1.2,84.4,1.9
110010029001001,168.9,3.2,3,3.3,2.6,157.7,7.8,10,0.6,140.4,12.9,8,21.4,80.4,11.6,2.2,155.4,3.6
110010031001004,70.1,2,1.1,1,1.3,66,3.2,4.2,0.4,59.8,4,2.8,7.9,28.2,5.8,1.1,64.6,1.4
110010031001005,3.4,0.1,0.1,0,0.1,3.2,0.2,0.2,0,2.9,0.2,0.1,0.4,1.4,0.3,0.1,3.2,0.1
110010032001006,88.8,1.6,1,2,1.4,84.5,3.5,4.3,0.2,75,5.5,3.7,10.9,35.9,8,1,81.5,2
110010031001012,91.8,2.6,1.5,1.3,1.7,86.4,4.1,5.5,0.5,78.3,5.3,3.7,10.3,36.9,7.5,1.4,84.5,1.9
110010031001011,83.3,2.4,1.3,1.2,1.5,78.4,3.7,5,0.5,71,4.8,3.3,9.3,33.5,6.8,1.2,76.7,1.7
110010032003004,89,2.5,1.4,1.3,1.6,83.7,4,5.3,0.5,75.9,5.1,3.5,10,35.8,7.3,1.3,81.9,1.8
110010023021024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010015004001,29.4,3,0.5,0.3,1,27.5,2.8,1.8,0.6,22.8,4.8,1.3,1.8,20.7,1.5,0.4,24.7,1.1
110010015002013,35.1,3.5,0.6,0.4,1.2,32.9,3.4,2.2,0.7,27.2,5.7,1.6,2.2,24.7,1.8,0.4,29.5,1.3
110010014021009,40.9,2.8,0.3,0.9,1,38,2.6,2.8,0.7,31.9,5.4,1.3,3.1,25.6,2.1,0.5,33.3,1.2
110010014021000,50.9,3.5,0.4,1.1,1.2,47.3,3.3,3.5,0.9,39.7,6.7,1.6,3.9,31.8,2.6,0.6,41.4,1.5
110010015003002,38.7,3.9,0.7,0.4,1.4,36.3,3.7,2.4,0.7,30,6.3,1.8,2.4,27.3,2,0.5,32.5,1.4
110010015003001,62.3,6.3,1.1,0.7,2.2,58.5,6,3.9,1.2,48.3,10.2,2.9,3.9,43.9,3.2,0.8,52.3,2.3
110010107001020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010050022000,43.3,2,0.9,0.5,1.1,39,4.5,2.1,0.5,33.5,5.9,3,3.9,19.8,2.4,0.4,37.9,1.1
110010052012007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010052011001,225,12.3,6.2,2.4,5.9,203.3,22,10.1,2.2,173.4,31.7,14.4,18.7,88,14.9,2.4,196.2,4.1
110010050011008,19.6,0.9,0.4,0.2,0.5,17.6,2,0.9,0.2,15.2,2.7,1.3,1.8,9,1.1,0.2,17.1,0.5
110010050022002,157.3,8.6,4.3,1.7,4.1,142.1,15.4,7,1.5,121.2,22.2,10.1,13.1,61.5,10.4,1.7,137.2,2.9
110010050023004,68.6,3.7,1.9,0.7,1.8,62,6.7,3.1,0.7,52.9,9.7,4.4,5.7,26.8,4.5,0.7,59.8,1.3
110010101001017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010020022004,71.2,2.8,0.6,1.6,0.9,68.1,2.4,4.3,0.4,62.4,4.5,2,7.2,26.9,7,1,65.2,1.2
110010020023005,78.8,3.1,0.6,1.7,1,75.4,2.7,4.8,0.4,69,5,2.2,8,29.7,7.7,1.1,72.2,1.4
110010062021092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010062021159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010062021151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010062021177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010062021029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010058001035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010062021027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010058001041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010058001034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010072002038,2.7,0.3,0.1,0,0.2,2.5,0.5,0.2,0.1,2.1,0.7,0.3,0.3,1.2,0.3,0,2.6,0.2
110010062021183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010073011060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010064002018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010073011028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010073011033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010073011023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010072002060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010111003036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010008021012,123.3,16.7,5.4,2.2,6.2,114.6,20.7,9.1,2.5,94.2,33.5,10.7,15.1,54.4,8.5,1.5,111.3,6.7
110010104002028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010073011137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010104002025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010074012000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010074072002,42.8,0.9,0.2,0.5,0.3,40.8,1.4,1.1,0.2,36.2,1.6,2,3.1,7.6,5,0.5,37.8,0.5
110010038002004,56.6,2,1.3,0.7,0.8,50.6,4.8,3.4,0.4,45.4,5.5,3.5,6.4,28.7,3.1,0.6,49.9,1.4
110010055001003,32.8,2.5,0.9,0.4,0.9,29.5,3.7,2.2,0.2,25.8,5.5,2.6,3.4,14.4,2.1,0.4,29.3,0.9
110010055001004,29.6,2.3,0.8,0.4,0.8,26.6,3.3,2,0.2,23.3,4.9,2.3,3.1,13,1.9,0.4,26.4,0.8
110010042022005,2.3,0.2,0.1,0,0.1,2,0.3,0.2,0,1.8,0.4,0.2,0.2,1,0.1,0,2,0.1
110010038002006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010028012000,42.8,1.2,0.6,0.8,0.7,39,2.2,2.8,0.2,35.4,3.1,1.9,5.8,17.9,3,0.5,38.3,0.8
110010029002008,76.7,2.2,1,1.5,1.3,69.9,3.9,5,0.4,63.4,5.5,3.4,10.4,32.1,5.3,0.9,68.6,1.4
110010027021005,52.5,1.1,0.8,1.2,1,48,2.5,3.9,0.4,43.2,3.6,2.1,7.5,26.5,3.2,0.5,46.7,1.2
110010027021003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010028012006,213.2,6.2,2.7,4.1,3.5,194.3,10.7,14,1.2,176.1,15.3,9.4,29,89.3,14.8,2.4,190.7,3.8
110010035002003,0.9,0,0,0,0,0.8,0,0.1,0,0.8,0.1,0,0.1,0.3,0.1,0,0.8,0
110010044001011,27.4,0.8,0.6,0.3,0.7,24.4,2.3,1.6,0.4,21.8,3.3,1.4,2.5,13.1,1.6,0.4,24.2,0.8
110010035002001,18.1,0.4,0.3,0.4,0.3,16.5,0.9,1.1,0.1,15.5,1.1,0.8,2.1,6.7,1.5,0.3,16.3,0.3
110010049011002,90.1,2.6,1.3,1.5,1.4,85,4.4,4.1,1.1,75.2,6.4,4.5,9.4,36.5,8.4,3.1,81.2,3.1
110010049011006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010049012001,52.5,1.3,1,0.5,1.2,48.9,3.6,2.1,0.4,43,4.7,2.8,4.5,19.2,4.5,0.7,47.1,1.4
110010034002008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010034002014,19.5,0.4,0.3,0.4,0.3,17.7,1,1.2,0.1,16.6,1.1,0.8,2.2,7.2,1.6,0.3,17.5,0.3
110010034002011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010048011003,25,0.9,0.5,0.6,0.6,23,2,1.7,0.2,21,3.3,1.6,2.4,11.9,1.9,0.2,23.2,0.6
110010034002016,26.7,0.6,0.4,0.6,0.4,24.3,1.4,1.6,0.2,22.8,1.6,1.1,3.1,9.8,2.2,0.4,24,0.4
110010046002005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010048011009,48.2,1.2,0.9,0.5,1.1,44.9,3.3,2,0.3,39.5,4.3,2.6,4.1,17.7,4.1,0.6,43.3,1.3
110010034002027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010109002037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010095051000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010095051002,11.4,0.2,0.1,0.2,0.1,10.9,0.3,0.4,0.1,9.8,0.4,0.3,1.2,3.5,1.2,0.1,10,0.2
110010095051003,40.9,0.8,0.4,0.6,0.5,39.4,1.1,1.3,0.2,35.2,1.6,1.1,4.1,12.5,4.4,0.3,36.1,0.6
110010095053005,53.8,1.1,0.5,0.8,0.6,51.8,1.4,1.8,0.3,46.3,2.1,1.4,5.4,16.5,5.8,0.4,47.5,0.7
110010095071002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010095053002,43.2,0.8,0.4,0.6,0.5,41.6,1.2,1.4,0.2,37.2,1.6,1.1,4.4,13.2,4.7,0.3,38.1,0.6
110010095071006,81.9,1.6,0.7,1.2,1,78.7,2.2,2.7,0.4,70.5,3.1,2.2,8.3,25.1,8.9,0.6,72.3,1.1
110010095071010,15.9,0.3,0.1,0.2,0.2,15.3,0.4,0.5,0.1,13.7,0.6,0.4,1.6,4.9,1.7,0.1,14.1,0.2
110010095091003,86.4,1.7,0.9,1.5,1,85,2.1,2.4,0.2,77.8,3,2.7,9.1,29.2,8.7,0.9,80.3,1.1
110010095083000,167.3,3.2,1.7,2.9,1.9,164.6,4.1,4.6,0.5,150.8,5.8,5.2,17.5,56.6,16.8,1.7,155.5,2.1
110010095013010,638.1,35.3,13.8,14.6,21.5,614,37.4,48.6,7.7,545.7,67.5,32.7,93.3,322.5,66.2,9,604.2,20.2
110010095092002,24,0.5,0.2,0.4,0.3,23.6,0.6,0.7,0.1,21.6,0.8,0.7,2.5,8.1,2.4,0.2,22.3,0.3
110010095041023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010095031008,30,1,0.3,0.4,0.4,29.2,0.8,1.1,0.3,27,1.5,0.8,3.2,13.3,4,0.5,27.8,0.5
110010095042013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010095033003,10.2,0.3,0.1,0.1,0.1,10,0.3,0.4,0.1,9.2,0.5,0.3,1.1,4.5,1.4,0.2,9.5,0.2
110010095032005,40.3,1.3,0.4,0.6,0.5,39.2,1.1,1.5,0.4,36.3,2,1.1,4.3,17.9,5.4,0.7,37.3,0.7
110010104002023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010074011040,5.6,0.1,0,0.1,0,5.3,0.2,0.1,0,4.7,0.2,0.3,0.4,1,0.6,0.1,5,0.1
110010032001001,73.7,1.3,0.9,1.6,1.1,70.2,2.9,3.5,0.2,62.3,4.6,3,9.1,29.8,6.6,0.9,67.7,1.7
110010074011041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010073011056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010006004020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010014012003,3.1,0.3,0.1,0.1,0.1,2.9,0.3,0.2,0,2.5,0.5,0.2,0.3,1.8,0.2,0,2.7,0.1
110010072002051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010104001004,6.2,0.3,0.1,0.1,0.1,6,0.3,0.2,0,5.5,0.5,0.3,0.6,1.2,0.9,0.1,5.8,0.1
110010098032004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010073043004,27,0.4,0.2,0.4,0.3,25.8,0.5,0.9,0.1,23.9,0.9,1.3,2.9,5.4,3.5,0.7,23.6,0.4
110010073043005,4.4,0.1,0,0.1,0,4.2,0.1,0.1,0,3.9,0.1,0.2,0.5,0.9,0.6,0.1,3.8,0.1
110010098041004,71.8,1,0.4,1.4,0.6,70.1,2.1,1.4,0.2,64.8,1.9,2.2,6.1,14.9,8.7,0.8,64.8,0.6
110010098112001,111.6,1,0.4,0.6,1.1,106,2.8,2,0.3,96.4,3.3,2.8,7,13,8.9,1.5,96.4,0.9
110010062021082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010074072009,67.6,1,0.4,0.8,0.5,64.3,1.8,1.8,0.4,59,2.1,2.5,6.1,11.5,8.7,0.7,60.3,0.5
110010074071003,22.5,0.3,0.1,0.3,0.2,21.4,0.6,0.6,0.1,19.7,0.7,0.8,2,3.8,2.9,0.2,20.1,0.2
110010017022015,67.9,1.4,0.5,1.3,0.9,65.4,1.8,2.9,0.4,59.9,2.5,2.6,7.9,25,8.1,0.9,61.1,1.4
110010088031028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010078062022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010072002064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010096011042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010053013004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010050012006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010076043012,1.9,0,0,0,0,1.9,0,0.1,0,1.7,0.1,0.1,0.2,0.5,0.2,0,1.7,0
110010083012013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010106002054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010022012012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010009012001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010062021075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010062021085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010104001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010074071001,7.9,0.1,0,0.1,0.1,7.5,0.2,0.2,0,6.9,0.3,0.3,0.7,1.4,1,0.1,7.1,0.1
110010074071010,112.6,1.6,0.6,1.3,0.9,107.1,3,2.9,0.6,98.3,3.6,4.2,10.1,19.2,14.5,1.1,100.5,0.8
110010073041002,12.1,0.2,0,0.1,0.2,11.5,0.3,0.3,0,10.4,0.5,0.4,0.9,1.9,1.3,0.2,10.6,0.1
110010109002024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010001004035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010001004028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010099071002,104.8,1.9,0.4,1.1,1.2,102.2,2.2,1.9,0.2,90.7,4,2.9,7.8,16.9,11,0.7,92.2,0.7
110010077072003,18.4,0.3,0.1,0.3,0.2,18.3,0.4,0.4,0.1,16.9,0.5,0.7,1.5,3.3,2.5,0.2,16.7,0.3
110010099072006,20.6,0.4,0.1,0.2,0.2,20.1,0.4,0.4,0,17.8,0.8,0.6,1.5,3.3,2.2,0.1,18.1,0.1
110010077072011,22.1,0.4,0.2,0.3,0.3,21.9,0.5,0.5,0.1,20.3,0.6,0.8,1.7,4,3,0.3,20.1,0.3
110010099021001,21.5,0.4,0.2,0.3,0.3,21.3,0.5,0.5,0.1,19.7,0.5,0.8,1.7,3.8,2.9,0.2,19.5,0.3
110010099022000,185.8,3.8,1,2.1,2.6,184.6,3.6,3.8,0.9,167.7,6.7,4.3,14.8,41.6,20.8,1.6,167.8,3.4
110010096021016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010062021180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010068041011,716.4,20.4,8.5,11.3,23.3,686.8,33.8,33.1,5.6,619.1,56.4,33.1,76.2,243.3,71.2,14.1,630.4,24
110010105002013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010017022000,113.1,3.3,0.9,3.1,1.5,107.2,3.7,7.1,0.6,96.5,5.2,3.9,15.3,50.5,9.8,1.8,102,2
110010103002011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010088021000,112.9,2.4,1.6,1.9,2,107.5,5,4.4,0.7,94.7,5.8,4.9,14.5,35.4,10.9,1.3,100.8,2.2
110010088042016,20.7,0.4,0.3,0.4,0.4,19.8,0.9,0.8,0.1,17.4,1.1,0.9,2.7,6.5,2,0.2,18.5,0.4
110010089031017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010089031010,70.8,1.3,0.5,1.3,0.8,68.4,2.1,2.3,0.3,60.1,2.7,3.5,7.4,17.7,7.4,0.7,63.5,1.1
110010080011003,85.3,3.3,1.3,1.1,3.1,79.1,6.4,4.6,1.3,69.6,9,4.9,9.2,32.5,6.8,1.6,77.5,2.9
110010080012006,40.9,1.6,0.6,0.5,1.5,37.9,3.1,2.2,0.6,33.4,4.3,2.4,4.4,15.6,3.2,0.8,37.2,1.4
110010080022007,84,4.4,2.3,0.9,2.8,78,7.3,4.5,2.4,67.7,11.4,5,9.2,42.9,7.1,1.5,76.1,4.6
110010014012006,45.3,4.3,0.8,0.8,1.1,42.5,4.1,3.1,0.7,37.2,7.2,2.5,4.6,26.3,3.1,0.4,39.6,1.8
110010015005004,32.2,3.3,0.6,0.4,1.1,30.2,3.1,2,0.6,25,5.3,1.5,2,22.7,1.7,0.4,27.1,1.2
110010014012014,31.2,2.9,0.5,0.6,0.8,29.3,2.8,2.1,0.5,25.6,5,1.7,3.1,18.1,2.1,0.3,27.3,1.2
110010014012015,26.3,2.5,0.4,0.5,0.7,24.7,2.4,1.8,0.4,21.6,4.2,1.5,2.7,15.3,1.8,0.3,23,1
110010015005007,29.4,3,0.5,0.3,1,27.5,2.8,1.8,0.6,22.8,4.8,1.3,1.8,20.7,1.5,0.4,24.7,1.1
110010014012016,22.6,2.1,0.4,0.4,0.6,21.3,2,1.6,0.3,18.6,3.6,1.3,2.3,13.2,1.5,0.2,19.8,0.9
110010015002002,40.1,4.1,0.7,0.5,1.4,37.6,3.9,2.5,0.8,31.1,6.6,1.8,2.5,28.3,2.1,0.5,33.7,1.5
110010014011009,24.3,2.5,0.4,0.3,0.9,22.8,2.3,1.5,0.5,18.9,4,1.1,1.5,17.2,1.3,0.3,20.4,0.9
110010015001006,45.8,4.6,0.8,0.5,1.6,43,4.4,2.8,0.9,35.5,7.5,2.1,2.8,32.3,2.4,0.6,38.5,1.7
110010013011006,7.2,0.5,0.2,0.1,0.2,6.6,0.6,0.5,0.2,5.9,1.1,0.4,0.8,3.6,0.5,0.1,6.2,0.3
110010004001005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010006004021,79.5,4.4,1.8,1,2.6,71.9,6.9,5.6,1.2,62.3,11.9,3.9,8.8,40.6,4.4,0.7,65.1,2.9
110010006002009,29,1.6,0.7,0.4,1,26.2,2.5,2.1,0.4,22.7,4.4,1.4,3.2,14.8,1.6,0.2,23.8,1.1
110010004001007,14.3,2.6,0.7,0.1,0.9,12.7,3.1,1.4,0.4,9.6,5.4,1.4,1.4,8.5,1.2,0.1,13.1,0.9
110010004001010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010003004004,38.6,4.4,1.5,0.7,1.8,34.7,6,3.2,0.6,27.4,10.2,2.9,4.6,18.3,2.4,0.5,36.2,1.6
110010004001021,12.9,1.5,0.5,0.2,0.6,11.6,2,1.1,0.2,9.1,3.4,1,1.5,6.1,0.8,0.2,12.1,0.5
110010020021010,10.2,0.4,0.1,0.2,0.1,9.7,0.3,0.6,0.1,8.9,0.6,0.3,1,3.8,1,0.1,9.3,0.2
110010020023010,71.2,2.8,0.6,1.6,0.9,68.1,2.4,4.3,0.4,62.4,4.5,2,7.2,26.9,7,1,65.2,1.2
110010025024000,179.8,4.6,1.1,3.7,1.5,166.9,7.4,10.8,1.4,147.7,8.7,7.1,22.5,73.7,11.6,2.3,161.2,3
110010025011004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010019021000,11.3,0.2,0.1,0.2,0.2,10.9,0.3,0.5,0.1,10,0.4,0.4,1.3,4.2,1.4,0.2,10.2,0.2
110010026002000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010013023004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010026001004,186.5,4.8,1.1,3.9,1.6,173.1,7.6,11.2,1.5,153.2,9.1,7.4,23.4,76.4,12,2.4,167.2,3.1
