GEOID,G18USSRMOR,G18USSDMAN,G18USSLHOL
540679502003177,0,0,0
540679502003178,0,0,0
540679502003179,0,0,0
540679502003180,0.5,0.6,0
540679502003181,0,0,0
540679502003182,0,0,0
540679502003183,0.2,0.2,0
540679502003184,5.7,5.4,0.5
540679502003185,0,0,0
540679502003186,2.5,2.4,0.2
540679502003187,0,0,0
540679502003188,1.3,1.3,0.1
540679502003189,0.2,0.3,0
540679502003190,0,0,0
540679502003191,0,0,0
540679502003192,0,0,0
540679502003193,2.3,2.2,0.2
540679502003194,0,0,0
540679502003195,0.8,0.7,0.1
540679502003196,0,0,0
540679502003197,0.6,0.5,0
540679502003198,0,0,0
540679502003199,0,0,0
540679502003200,0,0,0
540679502003201,0.4,0.4,0
540679502003202,0,0,0
540679502003203,0,0,0
540679502003204,0,0,0
540679502003205,0,0,0
540679502003206,0,0,0
540679502003207,0,0,0
540679502003208,0,0,0
540679502003209,0,0,0
540679502003210,0,0,0
540679502003211,0.4,0.4,0
540679502003212,0,0,0
540679502003213,0,0,0
540679502003214,0,0,0
540679502003215,0,0,0
540679502003216,0.2,0.2,0
540679502003217,0,0,0
540679502003218,0,0,0
540679502003219,0,0,0
540679502003220,0,0,0
540679502003221,0,0,0
540679502003222,0,0,0
540679502003223,0,0,0
540679502003224,0,0,0
540679502003225,0,0,0
540679502003226,0,0,0
540679502003227,0,0,0
540679502004000,9.8,10,1
540679502004001,1.2,1.2,0.1
540679502004002,0,0,0
540679502004003,0.7,0.7,0.1
540679502004004,0.2,0.2,0
540679502004005,0.7,0.7,0.1
540679502004006,0,0,0
540679502004007,0,0,0
540679502004008,1.9,1.9,0.2
540679502004009,0,0,0
540679502004010,0.2,0.2,0
540679502004011,16.6,17,1.8
540679502004012,0,0,0
540679502004013,0.7,0.7,0.1
540679502004014,1.4,1.4,0.1
540679502004015,0.5,0.5,0
540679502004016,0,0,0
540679502004017,0,0,0
540679502004018,0,0,0
540679502004019,0,0,0
540679502004020,0.5,0.5,0
540679502004021,0.9,1,0.1
540679502004022,6.3,6.5,0.7
540679502004023,2.6,2.6,0.3
540679502004024,0.2,0.2,0
540679502004025,0,0,0
540679502004026,0,0,0
540679502004027,0,0,0
540679502004028,6.5,6.7,0.7
540679502004029,0,0,0
540679502004030,0.5,0.5,0
540679502004031,0,0,0
540679502004032,0,0,0
540679502004033,19.8,20.3,2.1
540679502004034,0.9,1,0.1
540679502004035,9.3,9.6,1
540679502004036,0,0,0
540679502004037,12.4,12.7,1.3
540679502004038,29.7,30.4,3.1
540679502004039,5.6,5.7,0.6
540679502004040,0,0,0
540679502004041,9.6,9.8,1
540679502004042,0,0,0
540679502004043,0.9,1,0.1
540679502004044,11.9,12.2,1.3
540679502004045,0,0,0
540679502004046,13.3,13.6,1.4
540679502004047,0,0,0
540679502004048,0,0,0
540679502004049,0,0,0
540679502004050,0,0,0
540679502004051,0,0,0
540679502004052,0,0,0
540679502004053,0,0,0
540679502004054,0,0,0
540679502004055,0,0,0
540679502004056,0,0,0
540679502004057,0,0,0
540679502004058,0,0,0
540679502004059,0,0,0
540679502004060,0,0,0
540679502004061,0,0,0
540679502004062,0,0,0
540679502004063,0,0,0
540679502004064,0,0,0
540679502004065,22.2,22.7,2.3
540679502004066,3,3.1,0.3
540679502004067,2.8,2.9,0.3
540679502004068,0,0,0
540679502004069,0,0,0
540679502004070,0,0,0
540679502004071,1.2,1.2,0.1
540679502004072,1.4,1.4,0.1
540679502004073,0,0,0
540679502005000,0.4,0.4,0
540679502005001,1.9,1.8,0.1
540679502005002,0,0,0
540679502005003,0,0,0
540679502005004,0,0,0
540679502005005,0.4,0.4,0
540679502005006,0,0,0
540679502005007,0,0,0
540679502005008,0,0,0
540679502005009,0,0,0
540679502005010,0,0,0
540679502005011,0,0,0
540679502005012,0,0,0
540679502005013,0,0,0
540679502005014,0,0,0
540679502005015,0,0,0
540679502005016,0,0,0
540679502005017,0,0,0
540679502005018,0,0,0
540679502005019,0,0,0
540679502005020,0,0,0
540679502005021,0,0,0
540679502005022,0,0,0
540679502005023,0,0,0
540679502005024,0,0,0
540679502005025,0,0,0
540679502005026,0,0,0
540679502005027,0,0,0
540679502005028,0,0,0
540679502005029,0,0,0
540679502005030,0.5,0.3,0
540679502005031,0,0,0
540679502005032,0,0,0
540679502005033,0,0,0
540679502005034,0,0,0
540679502005035,0,0,0
540679502005036,0.5,0.3,0
540679502005037,23.4,22.4,1.6
540679502005038,0.7,0.5,0.1
540679502005039,0.5,0.3,0
540679502005040,0,0,0
540679502005041,0,0,0
540679502005042,0,0,0
540679502005043,0,0,0
540679502005044,0,0,0
540679502005045,0.2,0.2,0
540679502005046,0,0,0
540679502005047,0,0,0
540679502005048,3,2,0.2
540679502005049,0.4,0.4,0
540679502005050,0,0,0
540679502005051,0.5,0.3,0
540679502005052,2.7,1.8,0.2
540679502005053,0,0,0
540679502005054,0,0,0
540679502005055,0.5,0.3,0
540679502005056,0,0,0
540679502005057,0,0,0
540679502005058,0,0,0
540679502005059,0,0,0
540679502005060,0,0,0
540679502005061,2.8,1.8,0.2
540679502005062,1.5,0.9,0.1
540679502005063,0,0,0
540679502005064,0,0,0
540679502005065,19.7,18.8,1.3
540679502005066,0,0,0
540679502005067,0,0,0
540679502005068,0,0,0
540679502005069,0.2,0.2,0
540679502005070,0,0,0
540679502005071,0,0,0
540679502005072,0,0,0
540679502005073,0,0,0
540679502005074,0,0,0
540679502005075,0,0,0
540679502005076,0,0,0
540679502005077,0,0,0
540679502005078,0,0,0
540679502005079,0,0,0
540679502005080,0,0,0
540679502005081,0.6,0.5,0
540679502005082,0,0,0
540679502005083,0,0,0
540679502005084,0,0,0
540679502005085,0,0,0
540679502005086,0,0,0
540679502005087,0,0,0
540679502005088,0,0,0
540679502005089,0,0,0
540679502005090,0,0,0
540679502005091,0,0,0
540679502005092,0,0,0
540679502005093,0.6,0.5,0
540679502005094,1,0.7,0.1
540679502005095,0,0,0
540679502005096,0,0,0
540679502005097,0,0,0
540679502005098,0,0,0
540679502005099,0,0,0
540679502005100,0,0,0
540679502005101,0,0,0
540679502005102,0,0,0
540679502005103,0,0,0
540679502005104,0,0,0
540679502005105,0.8,0.5,0.1
540679502005106,2.4,1.5,0.2
540679502005107,1.5,0.9,0.1
540679502005108,0,0,0
540679502005109,0.2,0.2,0
540679502005110,1.3,0.8,0.1
540679502005111,0,0,0
540679502005112,0,0,0
540679502005113,2,1.3,0.1
540679502005114,0,0,0
540679502005115,6.1,4.1,0.6
540679502005116,0.1,0.1,0
540679502005117,0.5,0.3,0.1
540679502005118,0.7,0.5,0.1
540679502005119,1.2,0.8,0.1
540679502005120,0,0,0
540679502005121,0,0,0
540679502005122,6.9,4.7,0.7
540679502005123,0.2,0.2,0
540679502005124,0.2,0.2,0
540679502005125,0,0,0
540679502005126,0,0,0
540679502005127,0,0,0
540679502005128,0.2,0.2,0
540679502005129,0,0,0
540679502005130,0.1,0.1,0
540679502005131,0,0,0
540679502005132,0.9,0.6,0.1
540679502005133,0,0,0
540679502005134,0,0,0
540679502005135,0,0,0
540679502005136,0,0,0
540679502005137,0,0,0
540679502005138,0,0,0
540679502005139,0,0,0
540679502005140,0,0,0
540679502005141,0.5,0.3,0.1
540679502005142,1.5,1,0.2
540679502005143,0,0,0
540679502005144,0,0,0
540679502005145,0,0,0
540679502005146,0.2,0.2,0
540679502005147,0,0,0
540679502005148,0,0,0
540679502005149,0,0,0
540679502005150,0.5,0.3,0.1
540679502005151,0.2,0.2,0
540679502005152,0,0,0
540679502005153,0,0,0
540679502005154,0,0,0
540679502005155,0,0,0
540679502005156,0,0,0
540679502005157,0,0,0
540679502005158,0,0,0
540679502005159,0,0,0
540679502005160,0,0,0
540679502005161,0,0,0
540679502005162,0,0,0
540679502005163,0,0,0
540679502005164,0,0,0
540679502005165,0.1,0.1,0
540679502005166,0,0,0
540679502005167,0,0,0
540679502005168,0,0,0
540679502005169,0,0,0
540679502005170,0.2,0.2,0
540679502005171,0,0,0
540679502005172,2,1.3,0.2
540679502005173,76.5,73.2,5.1
540679502005174,0,0,0
540679502005175,0,0,0
540679502005176,3.2,2.1,0.2
540679502005177,4.5,4.3,0.3
540679502005178,0,0,0
540679502005179,1.9,1.8,0.1
540679502005180,1.7,1.2,0.1
540679502005181,3.2,3,0.2
540679502005182,4.8,4.6,0.3
540679502005183,0.7,0.7,0
540679502005184,0,0,0
540679502005185,0,0,0
540679502005186,0,0,0
540679502005187,0,0,0
540679502005188,9.3,8.9,0.6
540679502005189,0,0,0
540679502005190,1.5,1.4,0.1
540679502005191,0,0,0
540679502005192,0,0,0
540679502005193,0,0,0
540679502005194,0,0,0
540679502005195,0,0,0
540679502005196,0.5,0.3,0.1
540679502005197,0,0,0
540679502005198,0,0,0
540679502005199,0,0,0
540679502005200,0,0,0
540679502005201,0,0,0
540679502005202,0,0,0
540679502005203,0,0,0
540679502005204,0,0,0
540679502005205,0,0,0
540679502005206,0,0,0
540679502005207,0,0,0
540679502005208,0,0,0
540679502005209,0,0,0
540679502005210,0,0,0
540679502005211,0,0,0
540679502005212,0,0,0
540679502005213,0,0,0
540679502005214,0,0,0
540679502005215,0,0,0
540679502005216,0,0,0
540679502005217,0,0,0
540679502005218,0,0,0
540679503001000,0,0,0
540679503001001,0,0,0
540679503001002,0,0,0
540679503001003,0,0,0
540679503001004,0,0,0
540679503001005,0,0,0
540679503001006,0,0,0
540679503001007,0,0,0
540679503001008,0,0,0
540679503001009,5.2,6,0.2
540679503001010,0,0,0
540679503001011,0.2,0.3,0
540679503001012,0,0,0
540679503001013,0,0,0
540679503001014,0,0,0
540679503001015,0,0,0
540679503001016,0,0,0
540679503001017,0,0,0
540679503001018,0,0,0
540679503001019,0,0,0
540679503001020,0,0,0
540679503001021,0,0,0
540679503001022,0,0,0
540679503001023,0,0,0
540679503001024,0,0,0
540679503001025,0,0,0
540679503001026,1.4,0.9,0.1
540679503001027,0,0,0
540679503001028,0,0,0
540679503001029,0,0,0
540679503001030,5.2,6,0.2
540679503001031,0,0,0
540679503001032,0,0,0
540679503001033,0.8,1,0
540679503001034,0.6,0.7,0
540679503001035,0,0,0
540679503001036,0,0,0
540679503001037,0,0,0
540679503001038,1.2,1.4,0.1
540679503001039,0.4,0.4,0
540679503001040,0,0,0
540679503001041,0,0,0
540679503001042,0,0,0
540679503001043,0,0,0
540679503001044,0,0,0
540679503001045,0,0,0
540679503001046,0,0,0
540679503001047,0,0,0
540679503001048,0,0,0
540679503001049,0.2,0.3,0
540679503001050,0,0,0
540679503001051,0,0,0
540679503001052,0.6,0.7,0
540679503001053,1.3,1.5,0.1
540679503001054,0,0,0
540679503001055,0,0,0
540679503001056,0.2,0.3,0
540679503001057,0,0,0
540679503001058,0,0,0
540679503001059,0,0,0
540679503001060,0,0,0
540679503001061,0,0,0
540679503001062,0,0,0
540679503001063,0,0,0
540679503001064,0,0,0
540679503001065,3.7,4.3,0.2
540679503001066,0,0,0
540679503001067,0,0,0
540679503001068,0,0,0
540679503001069,0.8,1,0
540679503001070,0,0,0
540679503001071,0,0,0
540679503001072,0,0,0
540679503001073,0,0,0
540679503001074,0,0,0
540679503001075,0,0,0
540679503001076,0,0,0
540679503001077,0,0,0
540679503001078,0,0,0
540679503001079,0,0,0
540679503001080,0,0,0
540679503001081,0,0,0
540679503001082,0,0,0
540679503001083,0,0,0
540679503001084,0,0,0
540679503001085,0,0,0
540679503001086,0,0,0
540679503001087,0,0,0
540679503001088,0,0,0
540679503001089,3.2,2.9,0.5
540679503001090,0,0,0
540679503001091,1.2,1.4,0.1
540679503001092,0,0,0
540679503001093,4.5,5.1,0.2
540679503001094,0,0,0
540679503001095,0,0,0
540679503001096,0.4,0.4,0
540679503001097,0,0,0
540679503001098,0.4,0.4,0
540679503001099,0.5,0.6,0
540679503001100,0,0,0
540679503001101,0,0,0
540679503001102,6.1,5.4,0.9
540679503001103,0.1,0.1,0
540679503001104,0,0,0
540679503001105,1.5,1.3,0.2
540679503001106,0,0,0
540679503001107,0,0,0
540679503001108,0,0,0
540679503001109,0,0,0
540679503001110,0,0,0
540679503001111,0,0,0
540679503001112,0,0,0
540679503001113,1,0.8,0.1
540679503001114,0.6,0.5,0.1
540679503001115,0,0,0
540679503001116,0.4,0.4,0.1
540679503001117,0,0,0
540679503001118,6.1,6.4,0
540679503001119,0,0,0
540679503001120,0,0,0
540679503001121,0,0,0
540679503001122,2.5,2.6,0
540679503001123,0.3,0.3,0
540679503001124,0.3,0.3,0
540679503001125,9.3,9.8,0
540679503001126,0,0,0
540679503001127,0.3,0.3,0
540679503001128,2.9,3.1,0
540679503001129,0,0,0
540679503001130,0,0,0
540679503001131,6.8,7.2,0
540679503001132,0,0,0
540679503001133,0,0,0
540679503001134,0,0,0
540679503001135,0,0,0
540679503001136,0.6,0.6,0
540679503001137,8.6,9,0
540679503001138,0,0,0
540679503001139,0,0,0
540679503001140,0.3,0.3,0
540679503001141,2.5,2.6,0
540679503001142,0.3,0.3,0
540679503001143,1,1,0
540679503001144,3.9,4.1,0
540679503001145,0,0,0
540679503001146,0.3,0.3,0
540679503001147,5.1,5.4,0
540679503001148,0,0,0
540679503001149,0,0,0
540679503001150,0,0,0
540679503001151,1.1,1.2,0
540679503001152,0,0,0
540679503001153,0,0,0
540679503001154,0.1,0.1,0
540679503001155,0,0,0
540679503001156,0,0,0
540679503001157,0,0,0
540679503001158,0.6,0.6,0
540679503001159,0,0,0
540679503001160,1.2,1.3,0
540679503001161,0,0,0
540679503001162,3.9,4.1,0
540679503001163,0,0,0
540679503001164,1,1,0
540679503001165,0.1,0.1,0
540679503001166,0,0,0
540679503001167,0.6,0.6,0
540679503001168,0,0,0
540679503001169,0,0,0
540679503001170,0.3,0.3,0
540679503001171,0,0,0
540679503001172,0,0,0
540679503001173,3.6,3.2,0.5
540679503001174,0,0,0
540679503001175,0,0,0
540679503001176,0,0,0
540679503001177,0,0,0
540679503001178,0,0,0
540679503001179,0,0,0
540679503001180,0.2,0.2,0
540679503001181,0.8,0.7,0.1
540679503001182,1.7,1.5,0.2
540679503001183,0,0,0
540679503001184,0,0,0
540679503001185,0,0,0
540679503001186,0,0,0
540679503001187,0,0,0
540679503001188,0,0,0
540679503001189,0,0,0
540679503001190,0.4,0.4,0.1
540679503001191,0,0,0
540679503001192,0,0,0
540679503001193,0,0,0
540679503001194,0,0,0
540679503001195,0,0,0
540679503001196,0,0,0
540679503001197,1.2,3.1,0.2
540679503001198,0.5,0.5,0.1
540679503001199,0,0,0
540679503001200,0,0,0
540679503001201,0,0,0
540679503001202,0,0,0
540679503001203,0,0,0
540679503001204,0,0,0
540679503001205,0,0,0
540679503001206,0,0,0
540679503001207,0,0,0
540679503001208,0,0,0
540679503001209,0,0,0
540679503001210,0,0,0
540679503001211,6.6,5.9,1
540679503001212,0,0,0
540679503001213,0,0,0
540679503001214,0,0,0
540679503001215,0,0,0
540679503001216,0,0,0
540679503001217,0,0,0
540679503001218,0,0,0
540679503001219,0,0,0
540679503001220,0,0,0
540679503001221,0,0,0
540679503001222,0,0,0
540679503001223,0,0,0
540679503001224,0.8,0.9,0
540679503001225,0.4,0.4,0
540679503001226,0.4,0.4,0
540679503001227,0,0,0
540679503001228,0.6,0.6,0
540679503001229,1.5,1.6,0
540679503001230,5.1,5.4,0
540679503001231,0.1,0.1,0
540679503001232,0,0,0
540679503001233,0,0,0
540679503001234,0,0,0
540679503001235,2.1,2.2,0
540679503001236,0.8,0.9,0
540679503001237,0,0,0
540679503001238,0,0,0
540679503001239,0,0,0
540679503001240,0.4,0.4,0
540679503001241,0,0,0
540679503001242,0,0,0
540679503001243,0,0,0
540679503001244,0,0,0
540679503001245,0,0,0
540679503001246,0,0,0
540679503001247,0,0,0
540679503001248,0,0,0
540679503001249,0,0,0
540679503001250,0,0,0
540679503001251,0,0,0
540679503001252,0,0,0
540679503001253,0,0,0
540679503001254,0,0,0
540679503001255,0,0,0
540679503001256,0,0,0
540679503001257,0,0,0
540679503001258,0,0,0
540679503001259,0,0,0
540679503001260,0,0,0
540679503001261,0,0,0
540679503001262,0,0,0
540679503001263,0,0,0
540679503001264,0,0,0
540679503001265,0,0,0
540679503001266,0,0,0
540679503001267,0,0,0
540679503001268,0,0,0
540679503001269,0,0,0
540679503001270,0,0,0
540679503001271,0,0,0
540679503001272,0,0,0
540679503001273,2.3,2.6,0.1
540679503001274,0.2,0.3,0
540679503001275,0,0,0
540679503001276,0.2,0.3,0
540679503001277,0,0,0
540679503001278,0.4,0.4,0
540679503001279,0.6,0.6,0
540679503001280,0,0,0
540679503001281,0,0,0
540679503001282,0,0,0
540679503001283,0.8,0.9,0
540679503001284,0,0,0
540679503001285,0,0,0
540679503001286,2.4,2.5,0
540679503001287,0,0,0
540679503001288,0,0,0
540679503001289,0,0,0
540679503001290,0,0,0
540679503001291,0,0,0
540679503001292,0,0,0
540679503001293,0,0,0
540679503001294,0,0,0
540679503001295,0,0,0
540679503001296,0,0,0
540679503001297,0,0,0
540679503001298,0,0,0
540679504001000,16,13.9,1.3
540679504001001,0,0,0
540679504001002,0.4,0.3,0
540679504001003,6,5.2,0.5
540679504001004,0,0,0
540679504001005,3.2,2.8,0.3
540679504001006,0.9,0.8,0.1
540679504001007,4.1,3.6,0.3
540679504001008,0,0,0
540679504001009,0,0,0
540679504001010,0,0,0
540679504001011,5.6,4.9,0.5
540679504001012,0,0,0
540679504001013,0.4,0.3,0
540679504001014,0.4,0.3,0
540679504001015,0,0,0
540679504001016,34.3,29.8,2.8
540679504001017,0,0,0
540679504001018,0,0,0
540679504001019,0.4,0.3,0
540679504001020,0,0,0
540679504001021,1.5,1.3,0.1
540679504001022,0,0,0
540679504001023,0,0,0
540679504001024,0.4,0.3,0
540679504001025,0.4,0.3,0
540679504001026,1.3,1.1,0.1
540679504001027,0,0,0
540679504001028,0.2,0.2,0
540679504001029,20.6,14.6,1
540679504001030,0,0,0
540679504001031,0,0,0
540679504001032,0,0,0
540679504001033,1.1,0.8,0.1
540679504001034,0.6,0.4,0
540679504001035,0.9,0.8,0.1
540679504001036,2,1.8,0.2
540679504001037,5.8,5,0.5
540679504001038,0,0,0
540679504001039,0,0,0
540679504001040,2.8,2.4,0.2
540679504001041,22.4,19.4,1.9
540679504001042,0.4,0.3,0
540679504001043,0,0,0
540679504001044,0,0,0
540679504001045,0,0,0
540679504001046,0,0,0
540679504001047,0,0,0
540679504001048,0,0,0
540679504001049,0,0,0
540679504001050,0,0,0
540679504001051,0,0,0
540679504001052,0.6,0.5,0
540679504001053,3.7,3.2,0.3
540679504001054,3.5,3.1,0.3
540679504001055,0,0,0
540679504001056,0,0,0
540679504001057,0,0,0
540679504001058,20.4,19,2.4
540679504001059,0,0,0
540679504001060,0,0,0
540679504001061,0.9,0.8,0.1
540679504001062,0,0,0
540679504001063,0,0,0
540679504001064,1.1,1,0.1
540679504001065,0,0,0
540679504001066,0,0,0
540679504001067,0,0,0
540679504001068,0,0,0
540679504001069,4.8,4.5,0.6
540679504001070,0,0,0
540679504001071,0,0,0
540679504001072,0,0,0
540679504001073,0,0,0
540679504001074,0,0,0
540679504001075,0,0,0
540679504001076,0.7,0.7,0.1
540679504001077,0,0,0
540679504001078,0,0,0
540679504001079,0.2,0.2,0
540679504001080,0.4,0.3,0
540679504001081,0,0,0
540679504001082,4.3,3,0.2
540679504001083,16.1,11.3,0.8
540679504001084,0,0,0
540679504001085,0,0,0
540679504001086,0,0,0
540679504001087,2.3,1.6,0.1
540679504001088,0,0,0
540679504001089,4.8,4.5,0.6
540679504001090,0,0,0
540679504002000,49.1,45.7,5.7
540679504002001,0.7,0.7,0.1
540679504002002,0,0,0
540679504002003,2.3,2.1,0.3
540679504002004,2.8,2.6,0.3
540679504002005,2.1,2,0.2
540679504002006,0,0,0
540679504002007,1.6,1.5,0.2
540679504002008,5.3,4.9,0.6
540679504002009,27.6,25.7,3.2
540679504002010,0.9,0.8,0.1
540679504002011,0,0,0
540679504002012,1.4,1.3,0.2
540679504002013,4.4,4.1,0.5
540679504002014,0,0,0
540679504002015,0,0,0
540679504002016,0.2,0.2,0
540679504002017,0.9,0.8,0.1
540679504002018,8.9,8.2,1
540679504002019,2.8,2.6,0.3
540679504002020,3.4,3.1,0.4
540679504002021,0.7,0.7,0.1
540679504002022,0,0,0
540679504002023,0.3,0.4,0
540679504002024,0,0,0
540679504002025,0,0,0
540679504002026,0,0,0
540679504002027,0.3,0.4,0
540679504002028,2.7,2.5,0.3
540679504002029,12.9,12,1.5
540679504002030,0.4,0.3,0
540679504002031,0.2,0.2,0
540679504002032,0.7,0.7,0.1
540679504002033,1.8,1.6,0.2
540679504002034,0,0,0
540679504002035,0,0,0
540679504002036,0,0,0
540679504002037,0,0,0
540679504002038,0,0,0
540679504003000,0,0,0
540679504003001,0,0,0
540679504003002,3.8,2.5,0.1
540679504003003,4.6,3.1,0.1
540679504003004,0,0,0
540679504003005,0,0,0
540679504003006,0,0,0
540679504003007,0,0,0
540679504003008,0,0,0
540679504003009,0.6,0.4,0
540679504003010,0,0,0
540679504003011,0,0,0
540679504003012,0.4,0.3,0
540679504003013,0,0,0
540679504003014,0,0,0
540679504003015,0,0,0
540679504003016,0,0,0
540679504003017,0,0,0
540679504003018,0,0,0
540679504003019,0,0,0
540679504003020,6.3,4.2,0.1
540679504003021,0.4,0.3,0
540679504003022,0.4,0.3,0
540679504003023,36.9,30.3,3.8
540679504003024,0,0,0
540679504003025,0,0,0
540679504003026,2.9,2.4,0.3
540679504003027,0,0,0
540679504003028,0,0,0
540679504003029,2.9,2.4,0.3
540679504003030,0,0,0
540679504003031,0.6,0.5,0
540679504003032,1.7,1.1,0
540679504003033,2.3,1.9,0.2
540679504003034,0,0,0
540679504003035,0,0,0
540679504003036,1.9,1.6,0.2
540679504003037,0,0,0
540679504003038,0,0,0
540679504003039,0.7,0.6,0.1
540679504003040,19.2,15.8,2
540679504003041,1.5,1.2,0.2
540679504003042,0,0,0
540679504003043,1,0.8,0.1
540679504003044,0,0,0
540679504003045,0,0,0
540679504003046,2.4,2.1,0.2
540679504003047,7.1,6.1,0.6
540679504003048,0.6,0.5,0
540679504003049,1.7,1.5,0.1
540679504003050,23.3,20.2,1.9
540679504003051,1.5,1.3,0.1
540679504003052,0.4,0.3,0
540679504003053,3.2,2.8,0.3
540679504003054,2.8,2.4,0.2
540679504003055,30.8,28.7,3.6
540679504003056,0.5,0.5,0.1
540679504003057,9.6,8.9,1.1
540679504003058,0,0,0
540679504003059,0,0,0
540679504003060,5.3,4.9,0.6
540679504003061,0,0,0
540679504003062,0,0,0
540679504003063,0.4,0.3,0
540679504003064,0.6,0.5,0.1
540679504003065,6.3,5.5,0.5
540679504003066,1.3,1.1,0.1
540679504003067,0.6,0.5,0
540679504003068,4.8,4.2,0.4
540679504003069,0.4,0.3,0
540679504003070,1.9,1.6,0.2
540679504003071,0,0,0
540679504003072,0.7,0.6,0.1
540679504003073,0.3,0.2,0
540679504003074,1,0.8,0.1
540679504003075,2.6,2.2,0.3
540679504003076,9.7,8.4,0.8
540679504003077,1.3,1.1,0.1
540679504003078,0,0,0
540679504003079,6.5,5.7,0.5
540679504003080,1.1,1,0.1
540679504003081,3.7,3.2,0.3
540679504003082,0,0,0
540679504003083,0,0,0
540679504003084,0.6,0.5,0
540679504003085,0,0,0
540679504003086,0,0,0
540679504003087,0.4,0.3,0
540679504003088,0,0,0
540679504003089,0.2,0.2,0
540679504003090,0.4,0.3,0
540679504003091,0,0,0
540679504003092,0.7,0.6,0.1
540679504003093,0.7,0.6,0.1
540679504003094,0,0,0
540679504003095,0,0,0
540679504003096,0,0,0
540679504003097,0,0,0
540679504003098,0,0,0
540679504003099,0,0,0
540679504003100,0,0,0
540679504003101,0,0,0
540679504003102,0,0,0
540679504003103,0,0,0
540679504003104,0,0,0
540679504003105,0,0,0
540679504003106,0,0,0
540679504003107,0,0,0
540679504003108,0,0,0
540679504003109,0,0,0
540679504003110,0.4,0.4,0
540679504003111,0.6,0.5,0.1
540679504003112,2.2,1.8,0.2
540679504003113,0.9,0.7,0.1
540679504003114,1.9,1.6,0.2
540679504003115,4.1,3.4,0.4
540679504003116,0.1,0.1,0
540679504003117,8.8,7.2,0.9
540679504003118,0.9,0.7,0.1
540679504003119,3.8,3.1,0.4
540679504003120,0,0,0
540679504003121,0,0,0
540679504003122,0,0,0
540679504003123,0,0,0
540679504003124,0,0,0
540679504003125,0,0,0
540679504003126,0,0,0
540679504003127,0,0,0
540679504004000,0,0,0
540679504004001,0,0,0
540679504004002,0,0,0
540679504004003,0,0,0
540679504004004,0,0,0
540679504004005,0,0,0
540679504004006,0,0,0
540679504004007,0,0,0
540679504004008,0,0,0
540679504004009,0,0,0
540679504004010,20.6,17,2.1
540679504004011,13.8,11.3,1.4
540679504004012,0.4,0.4,0
540679504004013,7.3,6,0.8
540679504004014,0,0,0
540679504004015,1.2,1,0.1
540679504004016,1,0.8,0.1
540679504004017,0,0,0
540679504004018,0,0,0
540679504004019,0,0,0
540679504004020,0.7,0.6,0.1
540679504004021,0.9,0.7,0.1
540679504004022,0,0,0
540679504004023,0,0,0
540679504004024,0,0,0
540679504004025,0,0,0
540679504004026,16,13.1,1.7
540679504004027,5.3,4.3,0.5
540679504004028,0.3,0.2,0
540679504004029,0.3,0.2,0
540679504004030,0.7,0.6,0.1
540679504004031,2.9,2.4,0.3
540679504004032,0,0,0
540679504004033,0.3,0.2,0
540679504004034,0.6,0.5,0.1
540679504004035,0,0,0
540679504004036,0,0,0
540679504004037,2.2,1.8,0.2
540679504004038,1.2,1,0.1
540679504004039,0,0,0
540679504004040,0,0,0
540679504004041,0,0,0
540679504004042,0.5,0.5,0.1
540679504004043,2.1,2,0.2
540679505001000,0,0,0
540679505001001,0,0,0
540679505001002,0,0,0
540679505001003,0,0,0
540679505001004,0,0,0
540679505001005,1.7,2.3,0.1
540679505001006,0,0,0
540679505001007,0,0,0
540679505001008,0,0,0
540679505001009,0,0,0
540679505001010,0.1,0.2,0
540679505001011,0.1,0.2,0
540679505001012,0,0,0
540679505001013,0,0,0
540679505001014,0,0,0
540679505001015,0,0,0
540679505001016,0,0,0
540679505001017,0,0,0
540679505001018,0,0,0
540679505001019,0,0,0
540679505001020,0,0,0
540679505001021,0,0,0
540679505001022,0,0,0
540679505001023,0,0,0
540679505001024,0.8,1.4,0.1
540679505001025,0,0,0
540679505001026,0,0,0
540679505001027,0,0,0
540679505001028,0,0,0
540679505001029,0,0,0
540679505001030,0,0,0
540679505001031,0,0,0
540679505001032,0,0,0
540679505001033,0,0,0
540679505001034,0,0,0
540679505001035,1.1,1.4,0.1
540679505001036,0,0,0
540679505001037,0,0,0
540679505001038,0,0,0
540679505001039,0,0,0
540679505001040,0,0,0
540679505001041,0,0,0
540679505001042,0,0,0
540679505001043,0,0,0
540679505001044,0,0,0
540679505001045,0,0,0
540679505001046,0,0,0
540679505001047,0,0,0
540679505001048,0,0,0
540679505001049,3.6,6.3,0.3
540679505001050,0,0,0
540679505001051,0,0,0
540679505001052,0,0,0
540679505001053,5.5,9.4,0.5
540679505001054,0,0,0
540679505001055,0,0,0
540679505001056,0,0,0
540679505001057,0,0,0
540679505001058,0,0,0
540679505001059,0,0,0
540679505001060,0.1,0.2,0
540679505001061,0,0,0
540679505001062,0,0,0
540679505001063,0,0,0
540679505001064,0,0,0
540679505001065,0,0,0
540679505001066,0,0,0
540679505001067,0.9,1.2,0.1
540679505001068,0.1,0.2,0
540679505001069,0.1,0.2,0
540679505001070,0.1,0.2,0
540679505001071,4.5,7.7,0.4
540679505001072,0.4,0.7,0
540679505001073,0,0,0
540679505001074,0.1,0.2,0
540679505001075,0,0,0
540679505001076,0.6,1,0
540679505001077,0,0,0
540679505001078,0,0,0
