state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,pre_20_rep_tru,pre_20_dem_bid,uss_18_rep_bla,uss_18_dem_bre,uss_20_rep_hag,uss_20_dem_bra,gov_18_rep_lee,gov_18_dem_dea,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20,ndv,nrv
47,037,1922,7412,2523,1786,2578,13,357,3,15,137,5203,2004,1268,1575,12,270,3,6,65,382.59999999999997,985.6,417,1230.5,304.4,1094.9,397,1145.1,325.7,898.5,985.6,996.3,1187.6,382.59999999999997,314.9,407.2,1071,365.1
47,037,1928,5412,2607,1846,696,14,89,2,26,132,4155,2167,1382,443,13,73,2,12,63,518,1191.7,570.5,1529.5,418.6,1412.2,557.6,1459.9,442.4,1275,1191.7,1343.5,1494.9,518,430.40000000000003,564.2,1373.5,501.40000000000003
47,037,1932,4154,1430,1681,801,8,125,1,4,104,3042,1216,1186,480,8,100,1,0,51,336.1,912.2,375.5,1087.9,259.6,1036.7,361.3,1023.9,276.6,923.7,912.2,980.4,1056,336.1,268.2,368.1,996.9,321.7
47,037,1936,10556,4818,4073,1035,14,315,7,37,257,7706,3846,2835,651,12,228,5,15,114,1186.5,2778,1359.9,3590.8,1007.6,3223,1332.8,3389.1,1078.4,2845.1,2778,3034.2,3489.8,1186.5,1042.9,1346.6,3165.2000000000003,1193
47,037,1937,2129,786,1076,175,2,44,0,4,42,1736,723,822,130,1,40,0,3,17,94.4,479.79999999999995,112.9,590.4,75.5,517.1,109.10000000000001,564.7,84.5,450.1,479.79999999999995,483.7,577.4,94.4,80,110.9,520.4,95.3
47,037,1938,8930,2701,4211,1431,19,295,10,31,232,6802,2267,3154,960,17,234,7,20,143,424.6,1935.9,527.3,2371.7,346.7,2103.4,501.90000000000003,2261,376.9,1840,1935.9,1971.8,2316.4,424.6,361.8,514.7,2102.6,435.7
47,037,1940,6182,3229,2189,533,15,96,0,19,101,4786,2744,1574,329,12,76,0,8,43,868.8,1750.2,848,2001.5,715.9,2085.2,831.3,1914.4,770.5,1855.5,1750.2,1970.6,1957.7,868.8,742.8,839.9,1921.5,806.5
47,037,1946,2711,577,1907,125,12,9,0,5,76,1933,488,1304,80,8,9,0,2,42,81.5,708.5,110.60000000000001,795.8,63.6,763.2,105.60000000000001,748.4,71,670.8000000000001,708.5,717.3,772.3000000000001,81.5,67,108,737.5,86.3
47,037,1947,3821,137,3593,29,6,5,0,0,51,3035,117,2852,22,6,5,0,0,33,43.1,1986.1,84,2002.9,48.7,2195.3,91.1,1882.8,65.4,1938.9,1986.1,2067.4,1942.9,43.1,57.1,87.6,2001.3,66.4
47,037,1948,4013,395,3438,61,8,34,2,13,62,2688,316,2280,40,7,20,2,3,20,72.6,1119.3999999999999,150.9,1327,76.8,1278.7,148.3,1251.8999999999999,94.2,1095.9,1119.3999999999999,1187.6000000000001,1289.5,72.6,85.6,149.2,1214.8,108.7
47,037,1949,1945,409,1300,79,8,108,1,0,40,1475,342,996,44,8,69,1,0,15,39.4,683.2,76.8,766.9,42.9,755.3,73.1,728.4,54.6,648.6,683.2,701.8,747.3,39.4,48.699999999999996,75,716.3,57.5
47,037,1950,66,47,17,0,0,0,0,0,2,52,41,11,0,0,0,0,0,0,2.9000000000000004,19.1,3.6,22.8,2.5,22.8,3.6,21.6,2.8,20.299999999999997,19.1,21.5,22.200000000000003,2.9000000000000004,2.6,3.6,21.3,3.0999999999999996
47,037,1951,3607,375,3005,37,6,64,0,3,117,2481,361,1986,22,5,49,0,1,57,58.3,1096.8,250.3,1496.8999999999999,78.7,1275.6,292.5,1370.9,104.7,1081.7,1096.8,1179.6,1434.2,58.3,91.2,271.4,1264.2,157.3
47,037,1952,2784,930,1763,40,8,17,1,2,23,2435,891,1472,29,8,17,1,2,15,25.3,884.5,57.8,908.2,23.599999999999998,929.8,50.6,843.5,31.2,826.8,884.5,878.1999999999999,875.6999999999999,25.3,27.4,53.8,878.8,37.6
47,037,1960,2336,1068,327,835,3,48,0,10,45,1660,852,242,496,3,40,0,5,22,172.5,292,174.6,353.5,152.4,362.9,171.3,329.4,168.4,313.40000000000003,292,338.3,341.3,172.5,160.5,173.1,330.3,167.9
47,037,1962,5576,2353,1604,1248,11,183,1,9,167,4271,2026,1228,771,10,136,1,3,96,400.2,1012.4,450,1317.4,346.5,1236.6,442.6,1244.6,384,1091.4,1012.4,1164.2,1281.2,400.2,365.4,446.2,1180.5,404.7
47,037,1964,5463,1358,762,2856,10,343,6,14,114,3779,1044,546,1890,8,222,5,4,60,254.5,485.3,281.1,679.1999999999999,244.6,639.8,268.4,637,276,555.6,485.3,597.7,658.2,254.5,260.1,274.6,599.3000000000001,265
47,037,1965,6275,2204,978,1732,17,1094,6,12,232,4503,1864,668,1101,17,708,3,10,132,461.09999999999997,711.3,465.6,922.1999999999999,416.1,934.3,460.5,856.7,475.7,812.6999999999999,711.3,873,889.7,461.09999999999997,446.2,463,847.5,455.7
47,037,1968,5981,2703,1145,1646,15,331,2,11,128,4238,2171,765,1008,12,207,2,5,68,535.1,915.6,571,1067.7,475,1115.4,555.2,1000,496.3,976.3,915.6,1045.6,1033.8,535.1,485.6,562.9,1015.2,526.4
47,037,1976,5956,5023,351,162,8,344,2,1,65,5059,4359,261,124,8,270,2,1,34,1845.4,1436.7,1961.6,1907.6000000000001,1835.1,2190.4,2172,1667.9,2091.5,1892.1,1436.7,2041.1000000000001,1787.6,1845.4,1963.5,2066.4,1818.9,1981
47,037,1980,11113,7522,1724,980,8,596,0,21,262,8696,6195,1261,625,7,451,0,8,149,2391.1,2963.4,2997.7,4642.6,2275.3,4255.8,3137.4,4258.7,2573.3,3792.8,2963.4,4024.4,4450.3,2391.1,2424.4,3067.5,3982.7000000000003,2675.1
47,037,1984,2204,1729,215,27,1,190,0,1,41,1664,1338,149,18,1,137,0,0,21,719.9,495.8,761.1,619.7,764.8,738.9,813.1,568.8,838.6999999999999,647.6,495.8,693.2,594.1,719.9,801.8000000000001,787.1,614.1,779.8000000000001
47,037,1988,4801,2445,1564,397,5,265,1,10,114,3407,1882,1026,245,2,194,1,6,51,1050.9,1291.2,1426.4,2108.8,1098.5,1800.5,1493.5,1939,1199.3,1607,1291.2,1703.7,2023.9,1050.9,1148.5,1459.8999999999999,1749,1253.8
47,037,1989,9273,3639,3722,1289,23,352,16,17,215,6647,2856,2601,798,18,254,13,12,95,839.6,2787.2000000000003,1195.1,4312.8,646.2,3387.7,1131.4,4129,704.9,2986.2,2787.2000000000003,3187,4220.5,839.6,675.7,1163.3,3521,903.4
47,037,1990,1590,451,776,304,1,22,1,2,33,1192,381,570,197,1,22,1,2,18,70.1,500.3,87.10000000000001,635.3,73.1,538.3,89.10000000000001,602.3,78,466.3,500.3,502.3,618.9,70.1,75.6,88.2,548.6,79.5
47,037,1992,6155,2317,2380,856,16,392,1,11,182,4747,1952,1821,548,14,310,1,6,95,480.3,1294.6,556.8,1835.9,408.09999999999997,1536.4,554.8,1715.9,442.7,1340.7,1294.6,1438.7,1775.8,480.3,425.5,556.1,1544.7,488.3
47,037,1996,9994,6973,1801,377,22,543,4,17,257,7643,5662,1141,260,18,412,4,7,139,2167,2284.8,2514.1,3141.9,2211.1,3226.9,2670.2,2852.2,2448.9,2854,2284.8,3040.6,2997.1,2167,2330.4,2592.3,2871.6,2402.1
47,037,2000,2236,1951,88,38,3,130,0,1,25,1835,1616,75,30,2,103,0,0,9,614.6,569.8000000000001,648.3,780.9,607.5,815,737.5,684.3000000000001,724.9,698.9,569.8000000000001,756.7,732.5,614.6,666.3000000000001,693,709.8,666.6
47,037,2001,2651,2551,32,27,2,15,0,2,22,2157,2088,22,23,2,10,0,1,11,720.2,669.2,759.9,917.6,711.9,957,865.4,803.9,849.4,821.2,669.2,888.9,860.7,720.2,780.3,812.6,833.6,781.5
47,037,2002,24,16,3,3,0,2,0,0,0,14,12,1,0,0,1,0,0,0,2.8,3,2.7,4.3,2.5,4.5,2.9,3.9,2.9,3.9,3,4.2,4.1,2.8,2.7,2.8,3.9,2.8
47,037,2004,5466,3477,607,1027,19,186,2,15,133,4343,2995,460,642,13,150,2,11,70,854.2,934.7,837.2,1338.3,771.6,1395.6,901.9,1206.1,885.1,1222.3,934.7,1308.9,1271.9,854.2,828.1999999999999,869.1,1219.5,850.4
47,037,2008,5034,3825,521,355,5,181,0,5,142,4061,3206,416,229,4,135,0,4,67,918.7,1052.8999999999999,929.3,1480.6,829.8,1494.9,1020.1,1371.3,976.6,1299,1052.8999999999999,1397,1426,918.7,903.2,974.8000000000001,1339.8,934.6
47,037,2016,2939,2706,61,45,5,83,4,6,29,2534,2358,50,34,4,66,4,4,14,627.3,794.3,717.3,1035.2,201.9,329.1,815.6,919.6,245.3,279.2,794.3,304.2,977.7,627.3,223.79999999999998,766.4,671.7,521.4
47,037,2018,5078,4499,289,91,4,96,0,11,88,4415,3909,269,75,4,65,0,10,83,944.3,1441.1000000000001,1069.8,1844.5,460.5,828.1,1265.4,1627,595.7,698,1441.1000000000001,763.2,1736,944.3,528.1999999999999,1167.9,1287.9,867.5
47,037,2022,3334,3139,62,42,0,52,0,4,35,2525,2406,42,27,0,34,0,2,14,1081.2,910.5,1167.1000000000001,1006.6,400.1,392.3,1348.7,798.9,453.2,331.7,910.5,362.2,902.8,1081.2,426.6,1257.8,687.8,890.2
47,037,2026,768,719,6,13,2,23,0,1,4,606,573,5,9,0,17,0,0,2,254,217.8,260,249.1,151.9,162.5,297.9,206.4,175.8,138.9,217.8,150.4,227.7,254,163.9,278.8,195,227.9
47,037,2032,3259,3105,41,38,3,54,0,1,17,2532,2421,30,30,3,40,0,1,7,1028.2,890.1999999999999,1059,1045.4,622.5,698.9,1209.9,878.2,719.7,600,890.1999999999999,649.2,961.6,1028.2,671.3,1134.1,822.7,928
47,037,2035,423,386,15,6,0,13,0,0,3,349,319,15,4,0,9,0,0,2,45.5,98.5,54.4,133,20.8,58.2,66.3,118.3,30.5,48.6,98.5,53.3,125.7,45.5,25.6,60.400000000000006,91.4,43.4
47,037,2036,1445,1378,16,11,0,28,0,2,10,1122,1074,10,9,0,23,0,2,4,388.9,444.9,424.9,533.2,196,247.79999999999998,493,466.6,235.8,210.8,444.9,229.4,499.7,388.9,216.1,458.9,380.6,348
47,037,2040,2912,2845,5,24,1,22,0,2,13,2075,2038,3,14,1,14,0,2,3,1051.2,644.3,1107.8,816,193.8,176.4,1357.2,558,248.3,124.7,644.3,151.3,686.9,1051.2,221,1231.7,463.4,791.8
47,037,2044,5085,4773,74,80,6,111,1,4,36,4190,3968,61,58,6,76,1,4,16,1372,1583,1493.7,1787,388.3,563.3,1739.8,1534.8999999999999,461.7,477.7,1583,520.9,1660.6,1372,425.2,1616.8,1189.4,1090.8
47,037,2048,3059,2839,73,59,2,71,0,0,15,2342,2180,46,44,2,58,0,0,12,708.9,791.8,786.3,970.9,341.4,587.6,880.3,852.5,381.1,536.2,791.8,562.2,912,708.9,361.4,833.1,748,619.9
47,037,2050,1825,1673,35,35,2,58,0,0,22,1559,1440,32,29,2,44,0,0,12,383.09999999999997,624.4,398.7,717.9,134.2,307.3,464.2,627.8,174.79999999999998,267.2,624.4,287.4,672.8,383.09999999999997,154.2,431,508.8,311
47,037,2052,2289,2194,13,22,0,35,2,3,20,1646,1584,9,14,0,27,2,1,9,715.8,570.4,805.4,673.5,256.3,250.89999999999998,948.1999999999999,521.4,299.1,207.4,570.4,229.3,597.6,715.8,277.5,876.8,444.6,605
47,037,2068,2476,2130,172,66,3,73,0,3,29,2144,1870,145,51,3,55,0,1,19,664.1,695,723,897,381.5,615,804.6,801.3,431.1,550.4,695,582.5,849.1,664.1,406.4,763.6,711.8,600.9
47,037,2072,6780,5815,357,191,13,305,1,21,77,5908,5165,288,144,8,235,1,16,51,1807.2,1773,1882.7,2249.4,1772.5,2571.5,1937.1,2072.2,1978.2,2326.9,1773,2449.2,2160.5,1807.2,1875.8,1909.2,2198.9,1875.7
47,037,2074,7190,6166,336,144,12,421,2,12,97,5244,4546,232,103,8,294,2,8,51,2035.7,2040,2297.9,2644.5,2069.9,2988.5,2488.2,2372.1,2313.4,2678,2040,2833.2000000000003,2508.5,2035.7,2191.8,2392.8,2544.7999999999997,2241.1
47,037,2075,1119,939,68,26,4,49,0,1,32,903,772,47,20,4,36,0,1,23,273.3,279.4,317.4,373,274.9,408.2,334.5,345.2,302.8,371.7,279.4,390.1,359,273.3,288.8,326,355.4,300.59999999999997
47,037,2076,3624,3200,143,98,8,113,1,3,58,2551,2284,102,61,5,69,1,2,27,973.9,869.4,1113.3,1118.7,967.9,1221.3,1180.5,1020.3000000000001,1077,1098.8,869.4,1159.9,1069.6,973.9,1022.1999999999999,1147.1,1065.6000000000001,1062.4
47,037,2080,905,864,11,6,2,5,0,6,11,746,717,10,5,2,4,0,4,4,336.3,181.2,420.1,245.3,364,265,434.1,218.4,401.1,228.8,181.2,246.4,231.6,336.3,382.6,427.1,227.7,391.3
47,037,2086,5237,2780,1730,541,14,70,8,9,85,4093,2421,1214,335,11,54,5,4,49,692.5,1226.2,655.4,1527.6,626,1592.8,642.1,1433.7,687.7,1390.3,1226.2,1491.7,1480.6,692.5,657.3,648.9,1434.3,660.9
47,037,2088,92,34,42,13,0,1,0,0,2,75,32,32,8,0,1,0,0,2,4.2,27.6,5.1,33,3.7,33,5.2,31.2,4,29.3,27.6,31.2,32.099999999999994,4.2,3.8000000000000003,5.2,30.9,4.4
47,037,2092,2484,1238,1110,77,3,23,0,0,33,2017,1087,847,46,3,17,0,0,17,229.70000000000002,898.5,235.1,1140.6,203.3,1064.2,244.2,1081.9,229.1,926.8,898.5,995.5,1111.2,229.70000000000002,216.5,239.6,1022.7,228.3
47,037,2095,2374,949,1163,214,3,24,0,0,21,1827,831,835,129,3,16,0,0,13,260.9,890.1999999999999,318.9,1178.9,232,1030,308.2,1127.1,246.7,919.7,890.1999999999999,974.8,1153,260.9,239,313.7,1029.3,273.6
47,037,2096,3293,1595,1179,384,7,56,1,8,63,2498,1368,815,244,7,35,1,4,24,337.2,728.6,376.9,946.4,313.1,900.6,358.5,916.8,344.9,770.1,728.6,835.3,931.9,337.2,328.5,367.8,852.7,345.9
47,037,2097,6353,565,5560,104,18,9,3,20,74,4327,490,3724,54,11,9,3,10,26,134.6,2310.4,177,2537.4,130.6,2494.1,173.4,2423.5,158.8,2163.5,2310.4,2329.3,2480.7,134.6,144,175.3,2386,154.7
47,037,2098,664,615,6,10,0,23,0,0,10,504,473,5,7,0,15,0,0,4,165.6,154,177.8,213.3,109.7,162.8,198.3,192.8,125.6,142.6,154,152.4,202.8,165.6,117.6,187.8,172.8,155.6
47,037,2104,2533,181,2259,49,3,0,0,6,35,1710,148,1504,32,3,0,0,5,18,212.70000000000002,743.4,216.4,963.7,187.9,893.3000000000001,225.5,913,211.4,779,743.4,836.1,938.6,212.70000000000002,199.7,220.8,858.4,210.8
47,037,2112,3929,1250,2384,158,11,34,1,1,90,2731,1014,1539,101,10,26,1,1,39,148.9,897.1,193.6,1148.5,126.3,1081.4,195.9,1090.7,139.5,961.1,897.1,1021.2,1119.4,148.9,132.5,194.8,1035.8,160.9
47,037,2116,4188,2155,1695,218,7,44,1,1,67,3201,1838,1142,147,7,34,1,0,32,330.5,1291.9,448.4,1764.1,304.9,1730.9,484.8,1664.2,378.1,1570,1291.9,1650,1713.7,330.5,341.7,466.7,1604.3,389.4
47,037,2120,3220,1245,656,1207,10,29,0,4,69,2243,1014,480,686,8,24,0,2,29,102.3,541.8,169.3,855.7,81.3,692.7,171.20000000000002,812.5,93.3,609.3000000000001,541.8,651.2,834.3,102.3,86.9,170.4,702.6,123.39999999999999
47,037,2122,1219,691,421,64,7,5,0,2,29,1095,661,357,45,7,5,0,2,18,45.5,393.7,118.89999999999999,613.9,57.7,574.4,134.9,585.7,76.6,516.1,393.7,545.2,599.8000000000001,45.5,67.2,126.9,536.7,86.8
47,037,2124,4632,1089,3201,214,3,24,5,9,87,3437,924,2284,157,2,20,2,4,44,194.7,1558.5,309.8,2126.9,157.6,1860.8999999999999,348.5,2000.8999999999999,220.2,1682,1558.5,1770.5,2062.5,194.7,187.7,329,1846.4,247.2
47,037,2130,2252,241,1895,59,0,7,0,0,50,1397,198,1137,41,0,3,0,0,18,35.6,577.9,47.8,690.8,35.6,610,60.6,653.8,33.6,531.9,577.9,571.4,672.6,35.6,34.4,53.9,613.2,42.9
47,037,2131,2958,946,1650,307,8,2,1,1,43,2312,834,1230,216,8,2,1,1,20,79.2,819.7,224,1250.6,103.8,1191.9,253.7,1195,136.6,1069,819.7,1130.6,1223.6,79.2,119.8,238.7,1105.5,159.4
47,037,2140,4459,635,3587,76,3,2,4,8,144,2399,527,1783,36,3,2,3,1,44,102.9,825.6,186,1120.6,108.2,1003,202.6,1067,131.3,882.1,825.6,942.6,1094,102.9,119.4,194.4,979.6,146.7
47,037,2142,4021,2531,1201,127,11,64,11,5,71,3465,2312,939,91,11,51,8,3,50,202.7,1417.9,339.2,1888.4,209.9,1709.3,370.2,1792.2,250.9,1569.9,1417.9,1639.1,1841.7,202.7,230.8,354,1675.3,273.2
47,037,2144,2650,1808,640,128,8,18,0,4,44,2135,1546,451,93,8,16,0,1,20,172.4,1131.9,224.7,1591.9,164.8,1507.3,279.2,1504.4,228.4,1410,1131.9,1458.7,1548.6,172.4,196.5,251.4,1429.2,213.5
47,037,2146,2196,1520,494,97,3,47,1,4,30,2133,1494,465,94,3,43,1,4,29,295,483.59999999999997,548.6999999999999,803.2,301.5,696.9,588.4,747.8000000000001,346.8,639.1,483.59999999999997,668,775.9,295,324.2,568.9,674.5,416.3
47,037,2148,3291,2750,302,109,5,48,1,7,69,2786,2386,227,82,5,38,1,3,44,307.1,1519.9,369.1,1949.9,285.6,1991.9,421.8,1857.2,364.1,1913.3,1519.9,1952.3,1904.9,307.1,324.1,395,1846.4,349.7
47,037,2156,3984,1127,2536,181,10,24,8,6,92,3046,964,1891,112,9,16,8,2,44,157.5,1367.1,397.6,2335.6,197,1878.7,444.1,2217.6,257.6,1652.2,1367.1,1765.5,2277.1,157.5,227.6,420.6,1890.4,291.3
47,037,2164,2061,1381,524,40,6,77,0,4,29,1699,1197,404,23,4,48,0,2,21,204.2,792.4,263.5,1138.5,215.2,1076.7,288.9,1083.8,251.5,986.5,792.4,1031.7,1111.3,204.2,233.5,276.1,1015.5,244.8
47,037,2166,1174,644,426,53,2,25,0,5,19,960,585,308,35,2,17,0,1,12,115.1,447.9,148.6,642.3,121.5,607.9,163,611.2,142,556.9,447.9,582.2,626.6,115.1,131.8,155.9,573.4,138.1
47,037,2172,6272,3262,1728,1034,21,60,5,9,153,5012,2862,1319,681,21,40,2,6,81,517.9,1077.5,494.5,1349.3999999999999,432,1386.8,491.59999999999997,1262.3,478.9,1235.9,1077.5,1311.1,1306,517.9,455.5,492.8,1262.3,483
47,037,2176,3452,2742,371,216,10,43,0,2,68,2878,2371,286,141,9,33,0,2,36,524.8,1105.8,561.4,1549.7,480.5,1537.5,580.1,1484.6,565.4,1407.3,1105.8,1472.4,1517.3,524.8,522.5,570.8,1416.8,542.6
47,037,2180,3537,2638,618,151,12,28,1,12,77,2892,2241,474,104,12,20,1,3,37,384.8,1182.8,440.8,1654.1,364.5,1646.6,475.09999999999997,1600.2,425.2,1532.7,1182.8,1589,1626.5,384.8,395.1,458.2,1522.9,418.2
47,037,2183,3356,2243,900,112,14,21,0,11,55,2776,1939,700,72,11,16,0,8,30,352.5,1297.7,429,1971.1,329.4,1833.2,481.8,1881,410.1,1674.6,1297.7,1754.1,1925.4,352.5,369.6,455.1,1731.3,400.4
47,037,2184,2982,2097,695,79,16,44,2,5,44,2409,1782,494,57,12,35,2,2,25,370.3,1071.8,401.7,1543,341.1,1473.2,426.5,1493.6,413,1347.5,1071.8,1409.6,1518.2,370.3,377.5,414.7,1385.9,390.8
47,037,2192,6697,2988,2041,1425,17,25,11,25,165,4848,2473,1340,912,12,19,5,10,77,439.6,1146.8,518,1616.1,392.2,1373.1,524.8,1495.9,394,1185.5,1146.8,1279.6,1555.9,439.6,393.1,521.1,1363.8,454.3
47,037,2196,3904,2223,1035,519,9,53,3,1,61,3122,1954,740,345,6,38,3,0,36,455.8,910.9,510.7,1403.2,416.9,1278.6,512.6,1339.6,487.3,1138.9,910.9,1208.2,1371.4,455.8,452,512.1999999999999,1214.3,476.5
47,037,2197,2877,1591,781,407,17,16,4,3,58,2154,1302,556,247,14,13,2,3,17,203.2,430.9,199.1,596.7,168.2,572.1,202.5,563.3,182.7,500.6,430.9,536,580,203.2,175.6,200.6,532.7,191.2
47,037,2200,7432,3299,2596,1310,18,86,5,16,102,5453,2767,1771,773,15,72,2,6,47,800.1,1661,711.1,2081.3,707.3,2141.9,720.1,1965.1,776,1880.2,1661,2011.2,2023.4,800.1,741.7,715.7,1946.3,742.3
47,039,2216,1199,1139,29,13,6,0,0,0,12,978,931,25,8,5,0,0,0,9,437.8,127.9,540.1,131.5,335.4,156.8,517.1,117.5,352.2,140,127.9,148.4,123.4,437.8,343.2,528.8,133.8,435.90000000000003
47,039,2224,397,385,5,4,1,0,0,0,2,317,308,3,3,1,0,0,0,2,141.6,28.5,162.5,34.9,112.6,56,159.2,31.5,121.7,40.6,28.5,48.1,33,141.6,117,160.9,38.5,139.1
47,039,2228,872,839,1,20,1,0,1,0,10,650,630,1,9,1,0,1,0,8,248.8,49.3,295.9,50.9,197.7,57.3,286.8,49.3,202.7,53.199999999999996,49.3,55.3,50.1,248.8,200.7,291.5,51.8,246.4
47,039,2232,1005,948,39,7,1,2,0,0,8,788,749,31,1,1,2,0,0,4,307.3,97.5,391.9,90.9,242.8,111,379.2,79.4,258.4,90.9,97.5,100.2,85.1,307.3,249.8,386.2,93.2,315.2
47,039,2234,295,287,0,8,0,0,0,0,0,224,220,0,4,0,0,0,0,0,76.5,6.2,88.6,14.7,55.5,10.4,86.1,12.2,56.5,8.7,6.2,9.5,13.7,76.5,55.9,87.1,10.4,72.6
47,039,2236,1356,1243,87,16,2,1,1,0,6,1073,989,65,11,2,1,1,0,4,451.3,156,504.9,165.2,309.7,204.8,482.1,149.8,327.3,177,156,190.3,157.3,451.3,318.2,493.6,170.3,416.6
47,039,2240,1356,1151,100,86,1,6,0,0,12,1026,894,75,45,1,5,0,0,6,310.2,105.3,397.1,106.4,249.4,110.1,379.1,95.1,252.5,104.2,105.3,106.7,100.3,310.2,252,388.3,104.1,317.4
47,039,2244,1283,1208,15,35,3,2,0,0,20,1010,968,13,20,2,2,0,0,5,329.2,70.3,346.4,52.4,199.5,70.3,332.6,45.7,205.2,65.5,70.3,67.8,48.6,329.2,202.29999999999998,339.3,61,282.8
47,039,2248,723,698,10,4,0,1,3,0,7,611,595,6,1,0,1,3,0,5,236.2,66.4,291.7,71.6,203.6,74.4,272.2,74.4,212.2,61.5,66.4,67.4,72.9,236.2,208.1,282,69.9,243.70000000000002
47,039,2252,581,548,5,16,3,1,1,0,7,465,440,5,12,1,1,1,0,5,161.3,38.1,173.7,35.6,133.1,33.6,170.8,25.5,136.29999999999998,30.3,38.1,31.7,30.8,161.3,134.4,172.5,32.7,155
47,039,2256,1324,1205,40,60,3,6,0,1,9,1028,941,31,43,3,5,0,0,5,442.5,89.1,524.3,84.3,349.3,101.9,513.6,71.9,361.9,91.5,89.1,96.9,78.2,442.5,355.5,518.4,88.1,439.1
47,039,2260,471,450,5,5,0,6,0,0,5,359,344,4,4,0,4,0,0,3,141.6,15.9,158.2,23.9,113.1,30.4,143.6,26.9,119.6,23,15.9,26.6,25.3,141.6,116.7,150.8,23.9,135.2
47,039,2264,895,846,1,34,2,0,0,0,12,703,671,1,18,2,0,0,0,11,301.3,42,355.59999999999997,42,217.8,64.2,351.5,37.9,235,50.9,42,57.7,39.5,301.3,225.2,354.59999999999997,47.6,291.8
47,041,2272,1820,1719,41,31,7,7,0,4,11,1404,1333,35,17,6,5,0,0,8,571.3,156.8,698.1,180.8,438.1,212.3,639.1,164.9,474.1,176.1,156.8,194.6,173,571.3,455.4,668.7,178.3,563.4
47,041,2276,562,533,6,4,2,5,0,0,12,441,421,4,4,2,4,0,0,6,160.2,39.2,219.2,53.5,122.9,57,210.6,44.1,127.4,52.1,39.2,54.7,48.5,160.2,125.1,215.3,49.4,167.7
47,041,2280,135,133,0,0,0,0,0,0,2,113,111,0,0,0,0,0,0,2,50.4,4.8,66.4,4.8,40.8,9.9,62.6,4,43,9.9,4.8,9.9,4.3,50.4,42.1,64.3,6.6000000000000005,52.5
47,041,2284,780,760,1,3,0,8,0,5,3,621,609,1,2,0,4,0,2,3,302,57.7,363.2,68.4,235.4,71,340.4,62.4,250.1,59.5,57.7,65.6,65.1,302,243.1,352.1,63.5,297.8
47,041,2288,680,628,29,12,2,0,0,0,9,504,475,22,4,2,0,0,0,1,193.8,71.6,270.1,77.8,146.4,82.7,241.6,78.4,151.9,69.5,71.6,75.7,78.2,193.8,149,255.7,76.4,201.1
47,041,2289,968,919,7,36,2,2,0,0,2,744,711,7,21,2,1,0,0,2,235.8,71.5,288.8,79.8,169.4,88.6,269.7,71.6,178.1,76.7,71.5,82.6,75.8,235.8,173.5,279.2,77.8,228.70000000000002
47,041,2292,2937,2543,43,300,8,3,1,6,33,2248,1997,34,187,8,2,1,3,16,765.1,246.1,998.2,269.8,574.7,311.5,910.8,228.4,615.8,277.6,246.1,294.1,248.4,765.1,595,954.1,267,773.5
47,041,2300,176,174,0,0,2,0,0,0,0,154,152,0,0,2,0,0,0,0,56.4,20.7,72.2,22.9,44.4,25.9,67,20.2,47.8,22.9,20.7,24.5,21.5,56.4,46.1,69.6,22.5,57.5
47,041,2304,259,256,0,3,0,0,0,0,0,216,215,0,1,0,0,0,0,0,101.1,36,110.9,35.1,89,39,107.10000000000001,33.1,93.89999999999999,35.1,36,37.1,34.1,101.1,91.4,108.89999999999999,35.699999999999996,100.5
47,041,2308,2043,1818,39,143,4,9,0,0,30,1619,1452,34,100,3,6,0,0,24,593.1,218.5,757.9,241.3,466.4,270.9,705.7,212.4,501.5,241.8,218.5,255.8,227.3,593.1,483.90000000000003,731.4,236.8,604.3
47,041,2312,620,601,0,11,0,0,0,0,8,499,490,0,3,0,0,0,0,6,262.2,43.2,335.90000000000003,70.9,222.8,61,309.1,57,238,49.9,43.2,55.3,63.8,262.2,230.5,322.5,56.4,273.4
47,041,2316,2034,1802,21,193,2,0,0,0,16,1559,1410,15,127,2,0,0,0,5,582.3,180.2,717.3,202.4,445.7,218.79999999999998,661.6,171.2,488.8,181,180.2,199.5,186.5,582.3,467.3,689.4,190.5,579.3
47,041,2320,630,610,1,7,0,2,0,1,9,491,481,0,4,0,1,0,1,4,187.1,46.9,236.7,49.4,144.8,62.4,227.20000000000002,41.4,157.4,54.7,46.9,58.8,45.7,187.1,151.3,232.1,50.8,190.3
47,041,2324,1093,1040,4,43,1,0,0,0,5,823,786,3,31,1,0,0,0,2,278.4,96.1,367.4,100.8,185.2,123.9,330.5,92.4,196.6,110.1,96.1,117.5,96.5,278.4,190.8,349.1,104.7,271.9
47,041,2328,1313,1103,13,185,1,3,0,0,8,975,830,4,132,1,3,0,0,5,333.4,81,433.5,89,247.1,99.6,405.7,76.5,266.8,84.9,81,92.2,82.7,333.4,257.3,419.7,86.2,338.1
47,041,2332,2673,2341,28,268,4,9,1,0,22,2021,1801,22,175,4,5,1,0,13,516.7,202.6,766.1,209.4,350.8,256,701.9,171.6,362.2,240.4,202.6,248.5,190.8,516.7,356.8,733.7,216,538.9
