state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,pre_20_rep_tru,pre_20_dem_bid,uss_16_rep_isa,uss_16_dem_bar,uss_20_rep_per,uss_20_dem_oss,gov_18_rep_kem,gov_18_dem_abr,atg_18_rep_car,atg_18_dem_bai,sos_18_rep_raf,sos_18_dem_bar,sos_r18_rep_raf,sos_r18_dem_bar,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20,ndv,nrv
13,001,1A,355,332,11,6,0,6,0,0,0,270,251,10,5,0,4,0,0,0,157.5,10.5,180.8,9.1,145.8,11.4,174.9,11.1,157.3,6.8,151.5,9.3,144.2,18.3,63.3,8,10.8,11.6,9.9,151.29999999999998,151.20000000000002,177.7,10.5,146.9
13,001,1A1,395,368,0,23,0,0,0,0,4,303,287,0,12,0,0,0,0,4,185.5,10,208.9,7.2,171.7,12,202.5,8.7,184.2,5.8,178.2,8.3,171,18.3,73.4,8.7,11.3,10.6,7.7,178.20000000000002,178.1,205.7,9.8,171.9
13,001,1B,1953,1765,101,65,2,5,0,0,15,1429,1320,63,34,1,5,0,0,6,661.6,88.2,839,112.1,613.5,78.3,798.5,130,676.5,75.5,639.5,90.1,592.5,134.9,282.3,38.3,83.1,99.6,120.6,637.8,636,818.7,93.1,638
13,001,1C,1404,1139,49,184,4,13,0,0,15,1010,851,33,108,3,7,0,0,8,391.5,36.3,468.5,38.6,359.3,38,457.2,38.4,393.1,34.6,367.8,41,336.1,80.2,152.9,20.8,36.8,51.7,38.5,375.7,365.6,463.2,40.4,365.7
13,001,1D,454,224,164,66,0,0,0,0,0,396,189,164,43,0,0,0,0,0,155,20.6,193.4,21.7,143.4,18.3,187.3,21.9,160,17.2,150.5,19.8,138.8,34.5,59.4,9.8,19.4,23.6,21.9,149.3,149.9,190.3,20.4,148.7
13,001,2,3007,984,1786,217,2,0,0,3,15,2136,750,1272,108,1,0,0,2,3,351.1,602.3,432.9,737,363.8,472.1,422.2,702.2,328,619.2,328.5,577.2,293.6,621.5,122.8,245.9,536.3,607.8,719,357.7,318,428.1,572.2,329.8
13,001,3A,417,410,3,3,1,0,0,0,0,331,326,1,3,1,0,0,0,0,209.3,3.9,228.2,7.3,194.2,5.8,221.2,9.8,201.4,6,194.7,9.3,186.3,20.1,80,9.8,4.8,12.200000000000001,7.9,201.20000000000002,194.6,224.7,8.6,188.8
13,001,3B,481,246,200,22,2,3,0,1,7,365,191,151,14,2,3,0,1,3,101.8,97.5,158.6,53.4,93.1,89.1,153.4,52.7,138.3,37.4,130.4,38.1,121.5,49.3,53.4,16.7,92.9,41,53,98.2,130.1,156.5,53.8,119.2
13,001,3C,2742,1788,608,286,3,35,0,0,22,2049,1443,400,177,3,21,0,0,5,746.3,291.7,777.6,398.8,729.5,220.6,755.5,386,662.2,304.5,634.1,296.8,585.4,353.2,259.7,128.8,255.2,318.3,392.2,738,627.8,767.9,297.2,642.5
13,001,4A,605,539,47,6,0,5,0,0,8,472,430,35,4,0,3,0,0,0,262.2,13.9,310.4,10.1,244.4,9.4,304.3,12.9,274,6.1000000000000005,264.4,9.1,249.9,26.1,113.2,2.4,11,13.6,11.200000000000001,252.9,263.8,306.9,10.200000000000001,253
13,001,4B,647,568,12,59,1,3,0,0,4,513,465,12,31,1,3,0,0,1,306.1,6.5,336.7,10.5,289.9,2,331.6,14.8,298.8,6.1000000000000005,286.6,9,272.40000000000003,27.6,123.8,2.9000000000000004,3.3000000000000003,13.4,11.4,296.2,285.7,333.9,9.4,280.1
13,001,4C,691,607,24,53,4,0,1,0,2,529,479,13,32,4,0,1,0,0,283.9,10,322.6,40.2,259.3,11.700000000000001,314.7,40.2,273.6,24.400000000000002,261.3,29.3,252.29999999999998,42.4,117.4,16.3,10.6,32,40.2,271.3,262.2,318.1,26.9,261
13,001,4D,1585,1174,88,257,11,40,0,3,12,1188,913,48,183,6,33,0,0,5,625.1,82.4,725,90.6,573.6999999999999,79.1,707.2,90.5,614.4,54.9,587.1,65.5,566.7,95.5,264,36.6,81,71.7,90.6,598.3,589.3000000000001,714.9,73.6,584
13,001,5A,1868,1369,116,345,5,13,0,3,17,1354,1058,70,203,5,8,0,2,8,530.6,70.5,697.4,117.8,492.7,54.5,659.5,114.8,553.9,76.7,516,88.6,487,131.1,187.5,29.5,61.2,98,116,512.8,518.5,679,85,515.8
13,001,5B,772,676,16,62,0,1,10,0,7,559,506,13,31,0,1,5,0,3,220,52,300.1,55.9,208,39.8,286.4,57.3,241.5,38,229.1,43.4,215.6,60.6,80.5,20.6,45.5,47.300000000000004,56.7,213.8,228.7,293.4,46,222.9
13,001,5B1,248,99,123,26,0,0,0,0,0,172,73,86,13,0,0,0,0,0,67.8,16.1,92.3,17.2,63.7,12.1,88,17.5,74.2,11.9,70.4,13.4,66.4,18.6,24.7,6.3,14,14.5,17.4,65.7,70.3,90,14.1,68.6
13,001,5C,612,566,12,24,5,1,0,0,4,466,436,8,15,4,1,0,0,2,247.3,24.4,250.1,46.6,223.2,31,238.4,47.6,201.20000000000002,31.900000000000002,190.6,36.2,180,50.3,66.9,17.1,27.6,39.5,47,235.1,190.4,244,36.3,199.9
13,003,0001,2963,2096,187,634,16,3,3,2,22,2115,1579,141,366,15,2,3,0,9,848.7,136.3,1026.6,160.5,758.8,117.1,1008.3,164.2,834.6,115.4,790.2,128.4,767.7,147,289.9,32,125.3,129.4,162,803.6,796.1,1014.9,125.7,790.8
13,003,0002,1122,877,41,198,0,3,0,0,3,819,669,28,119,0,2,0,0,1,375.4,29,478.9,44.8,321.6,34.1,461.2,45.9,392.2,26.2,366.2,32.5,363.9,37.1,134.8,4.4,31.8,32.5,45.6,348.6,373.8,469.7,32.4,361.7
13,003,0003,2173,1212,542,389,10,1,0,0,19,1553,935,382,222,8,1,0,0,5,488.5,257.5,566.7,290.5,444.7,225.5,565,269.5,487.1,245.5,463,246.8,447.7,251.5,189.3,96.3,241.6,247.5,279.2,466.3,465.9,565.7,235.9,457.3
13,003,0004,2117,591,658,818,5,10,11,2,22,1458,459,462,502,2,10,8,1,14,163.3,275.1,229,330.1,153.4,220.7,237.6,292.2,163.3,250.3,149,235.8,144.7,243.6,46.5,57.6,247.7,243.5,309.8,158.6,151.8,232.7,237.6,161
13,005,DOUGL,6269,4192,1492,463,5,24,5,6,82,4634,3261,1022,295,4,20,5,1,26,1579.2,474.2,2252.3,352.7,1426.3,357,2205.6,330.2,1857.9,274,1786.1,287.8,1743.5,330.6,748.5,111.2,413.1,295.3,340.7,1500.6,1793.2,2224.6,318,1700.8
13,005,NEWL,1978,1626,140,189,3,2,5,0,13,1488,1237,109,130,3,1,1,0,7,695.4,58.5,723.3,114,646.1,47.4,709.1,105.8,596.3,88.5,573.3,92.3,560.5,105.9,240.3,34.9,52.7,94.5,110,669.4,575.6,714.8,81.4,593.7
13,005,TAYLO,1481,1343,36,86,0,5,0,0,11,1082,988,31,53,0,3,0,0,7,520.4,30.9,525.9,82.9,456.4,31.2,515.6,77,433.6,64.1,416.9,66.8,407.9,77,174.4,25.4,31,68.3,79.8,487.6,418.5,519.9,56.8,431.9
13,005,WARE,848,773,19,47,0,1,0,0,8,667,613,17,32,0,1,0,0,4,328,24.8,324.2,50.3,291.9,26.3,317,47.2,267.4,39.6,257.1,41.6,250.79999999999998,47.5,107.9,16.4,25.2,43,48.3,309.8,258.3,319.7,36.8,267.5
13,005,WARNO,520,497,9,6,0,2,0,0,6,399,382,6,4,0,2,0,0,5,240.7,18.2,193.79999999999998,31,223,14.1,190.6,28.1,159.7,23.6,153.7,24.6,150.7,28.3,64.3,8.9,15.9,25.1,29.3,231.7,154,191.8,22.1,171.9
13,007,A,263,185,75,1,1,0,0,0,1,205,138,64,1,1,0,0,0,1,73.1,32.1,93.2,31.6,70.8,17.2,94.2,28.2,74.9,20.8,64.8,21.7,62.7,22.8,24.7,8.1,24.1,21.7,30,71.9,66.89999999999999,93.89999999999999,22.5,69.8
13,007,E,553,223,281,44,2,0,0,0,3,433,183,229,16,2,0,0,0,3,124.2,133.2,141.2,148.2,118.7,106.89999999999999,135.8,146.9,118.7,117.9,114.1,117.9,111.9,115.9,48.9,53,120,117.5,147.5,121.4,114.9,137.9,117.6,114.2
13,007,H,580,203,351,23,2,0,0,0,1,429,148,265,13,2,0,0,0,1,92.1,104.89999999999999,120.1,110.9,93.2,87.6,114.2,115.2,84.2,88.6,81.4,85.4,74.6,88.6,20.7,25.9,95.9,87.7,112.7,92.5,80.6,117.3,88.3,85.4
13,007,M,428,228,178,4,0,15,1,0,2,344,193,131,4,0,13,1,0,2,134.2,75.1,137.5,69.9,130.9,65.4,136.1,66.3,113,61,103.1,67.1,106.5,61,52.5,27.7,70.3,62.800000000000004,68.3,132.8,107,136.8,61.6,114.2
13,007,N,1627,803,715,73,4,9,1,1,21,1239,669,520,39,3,5,1,0,2,354.9,306,407.5,293.6,350.2,254.7,394.6,293.6,364.2,247.8,337.6,245.7,331.8,250.1,127.4,116.9,279.1,247.8,293.6,352.6,343.7,400,249.9,332.5
13,009,1714,1788,1246,480,21,4,12,0,1,24,1341,977,328,13,3,12,0,0,8,386.5,218.8,425.7,274.8,356.9,199.6,406.7,270.6,356,223.6,336.8,231.8,327.9,238.2,149.6,93,209.1,231.29999999999998,272.7,372,340.4,416.3,218.9,343.4
13,009,318,4916,3481,991,208,14,165,1,6,50,3737,2786,656,136,10,122,0,2,25,1502.8,569.5,1749.8999999999999,749.1,1495.9,472.7,1741.9,721.4,1592.3,562.3,1544.2,576.5,1480.2,623.3,750.9,288.8,521.1,587.2,735.4,1498.7,1539,1746,570.7,1482.3
13,009,319,3258,1711,1463,32,17,6,1,1,27,2636,1436,1149,25,10,3,1,1,11,609.2,544.1,732.7,609.9,620.7,457.4,736.7,584.8,627.6,543.3,606.8,537.6,590.7,557.3000000000001,262.8,280.1,500.8,546,596.9,614.8,608,734.5,514.7,598.6
13,009,321E,2170,383,1706,32,3,10,0,0,36,1537,322,1170,21,2,10,0,0,12,110.5,532.1,139.9,520.3,120.1,465.9,138.7,495.8,102.6,461.09999999999997,118.1,417,100.9,433.2,51,153.5,498.5,436.8,508.2,114.8,106.5,139.2,434.6,110.3
13,009,321W,4618,1287,3200,56,5,11,1,3,55,3536,1102,2364,35,2,10,1,0,22,365.6,1337.2,399.6,1420.3,410.7,1127,410.7,1357.3,338.6,1258.3,355.1,1172.1,302.3,1243.8,143.1,589.3,1232.1,1225.1,1388.6,388,332.7,405.2,1188.6,340.8
13,009,322,2374,1816,511,19,8,4,5,1,10,1800,1391,382,11,4,4,3,1,4,682.6,273.3,783.9,320,626.8,243.3,768.1,306.7,678.3,263.5,651,276.5,629.7,293.2,310.7,143.2,258.6,277.6,312.9,654.8,652.7,776,265,641.5
13,009,CTY1,3900,1818,1779,106,5,118,1,11,62,3170,1657,1283,86,5,96,1,6,36,145.7,527.7,198.5,589.6,176.2,458.9,200.7,577,173.4,506.2,185.7,475.5,164.5,483.4,57.4,205.8,493,488.4,582.8,160.1,173.9,199.2,478,162.7
13,009,CTY2,3271,1424,1739,47,3,24,1,3,30,2979,1347,1544,45,2,22,1,2,16,178,302.4,153.1,330.8,191.4,242.5,153.1,312,132.1,301.5,145.7,274.9,133,288.5,41.199999999999996,106.7,272.3,288.7,321.6,184.3,136.6,153.1,270.6,140.4
13,009,CTY3,1894,728,1083,51,2,10,0,1,19,1539,681,797,35,2,10,0,0,14,124.3,533.8,134.1,547.4,148.5,457.2,142.4,527,108,504,112,481.3,102.60000000000001,481.9,42,195.2,495.1,488.8,537.2,136.3,107.9,138,465.6,114.4
13,009,CTY4,3808,3011,583,97,5,53,8,4,47,3604,2941,461,92,4,52,8,4,42,126.8,167,113.1,169,145.9,134.6,113.1,166.3,97.3,156.1,102.5,146.9,87.8,145.9,33.1,66.9,150.4,149.1,167.6,136.29999999999998,96.3,113.1,144.29999999999998,102.8
13,009,CTY5,1853,706,1010,46,2,48,0,8,33,1500,640,774,28,2,38,0,2,16,325.4,729.8,315.1,822.8,355.09999999999997,624.8,322.6,787.5,253.6,740.9,268.3,708,237.6,724.4,108.6,356.4,677.3,724.4,805.1,339.9,253.1,318.5,686.5,273.2
13,009,CTY6,2989,1600,1238,55,6,54,0,3,33,2299,1385,804,40,4,48,0,2,16,779.1,627.8,830.4,807.6,788.9,531.2,837.9,772.1999999999999,765.3,619.1,754.4,608.2,690.6,652.2,364.7,321.5,579.3,626.7,789.8,784.1,736.6,834.4,617.9,726.1
13,009,MERI,3484,2298,1000,96,6,49,0,10,25,2691,1851,714,69,5,43,0,2,7,1047.9,595.3,1346.3,818.9,1051,499.8,1340.1,777.8000000000001,1137.7,648.8,1131.6,635.9,1038,712.9,530.6,330.40000000000003,547.5,666,798.3,1049.6,1102.4,1343.3,627.4,1077.2
13,009,MONT,5397,3195,2083,53,5,16,0,3,42,4000,2489,1432,41,5,13,0,0,20,1312.3,1010.5,1580.3,1158.7,1309,870.3,1561.1,1126.9,1374.4,1006.6,1361.2,985,1275.4,1064.4,596.3,459.3,939.2,1018.5,1142.8,1310.8,1337.9,1570.7,959.7,1296.9
13,011,0001,2080,1919,60,57,2,10,0,0,32,1539,1441,38,32,2,9,0,0,17,737.3,84.60000000000001,901.2,100.1,710.1,67,881.6,97.8,723.9,82,698.1,84.60000000000001,695.3,86.9,271.5,28.6,75.3,84.7,99,724,705.6,891,79.4,701.9
13,011,0002,1380,1200,9,145,0,20,0,0,6,1035,935,7,74,0,14,0,0,5,433.2,67.3,528.1,103.4,416.5,58.9,504,110.6,429.2,75.8,421.8,70.8,417.5,74,218.7,31.1,62.7,73.9,106.60000000000001,424.8,422.7,515.7,73.9,421.1
13,011,0003,526,504,11,7,3,1,0,0,0,388,374,9,3,1,1,0,0,0,187.9,17,266.1,28.7,177,11.9,263.2,26.900000000000002,195.79999999999998,14.9,183.9,17,194,11.2,109,8.7,14.1,14.3,27.7,182.5,191.1,264.59999999999997,17.099999999999998,197
13,011,0004,1308,1114,44,129,4,0,0,0,17,988,852,38,84,3,0,0,0,11,374.1,28.8,467.59999999999997,42.2,344.6,35.3,451.1,41.4,373.5,32.6,362.5,36.1,359,33.3,195.2,15,31.6,33.8,41.6,359.5,365.2,459.3,33.3,365.9
13,011,0005,529,510,1,11,0,3,0,2,2,417,403,1,8,0,1,0,2,2,224,21.5,257.9,19.7,201.1,18.8,257.9,16.6,227.8,16.2,220.6,18.8,222.3,18.8,120.1,7.1,20.3,18.2,18,212.4,223.5,257.9,16.8,216.7
13,011,0006,2751,2385,129,99,7,62,0,0,69,2003,1741,105,61,7,47,0,0,42,821,103,1106.8,166,758.8,109.2,1089,153.1,828.8,99,800.6,119.5,798.4,110.1,367,36.8,105.8,109.9,159.4,789.3,809,1098,112,821.3
13,011,0007,1725,1342,18,351,0,2,0,4,8,1291,1048,18,220,0,2,0,0,3,410.3,56.9,538.6,80.1,366.5,60.8,538.6,79.3,413.2,56.9,394.90000000000003,68.2,396.8,69.3,188.7,37.8,58.9,65.1,79.7,388.8,401.2,538.6,63.5,406.4
13,011,0008,733,684,4,33,0,3,0,0,9,553,523,4,14,0,3,0,0,9,308.8,21.3,387.1,32.9,289.7,16.9,381,33.9,303.5,21.3,298.90000000000003,23.099999999999998,292,28.3,156.1,11.1,18.8,24.2,33.5,299.3,298.3,384.2,23.6,302.1
13,011,0009,980,913,14,31,1,13,0,2,6,722,683,11,16,1,6,0,0,5,367.9,48.1,432.4,52.8,344.3,43,418.5,49.9,364,39.2,360.4,39.2,357.3,39.2,149.7,20,45.2,39.2,51.4,356.1,360.6,425.2,41.4,349.4
13,011,0010,2171,1988,71,62,12,16,0,0,22,1607,1488,45,35,9,11,0,0,19,746.2,77.9,957.2,107.6,704,83.2,936.7,101.5,730.5,68.8,712.9,77.9,696.8,83.2,352.8,41.5,80.8,76.1,104.10000000000001,725.7,712.9,946.9,79.2,729.9
13,011,0011,2361,2249,27,58,3,16,0,0,8,1826,1749,26,34,3,9,0,0,5,837.3,78.8,1118.8,112.5,759,92.6,1097.3,106.9,862.2,79.6,838.4,99.8,833.4,94.7,370.9,44.4,86,91.7,110.2,797.8,844.4,1108.1,89.1,839.5
13,011,0012,1032,993,11,10,2,12,0,1,3,774,744,9,9,2,8,0,0,2,342.9,48.1,438.1,52.9,326.8,46.2,432.1,54,355.9,39.7,349.40000000000003,52,350.1,42.9,181.7,22.1,47.4,44.7,53.7,335,351.7,435.2,44.7,347.2
13,011,0013,819,725,17,48,2,7,0,0,20,609,550,15,25,2,5,0,0,12,341.9,29.7,393.9,32,304.2,31.3,383.2,27,339.7,19.1,323.1,29.7,322.1,27,162.8,20.2,30,25.5,29.3,322.7,328.3,388.2,27,321.5
13,013,01,4739,3539,419,520,13,175,0,10,63,3315,2585,267,309,8,120,0,3,23,1338.8999999999999,364.8,1727.6,560,1248.5,329.6,1691.6,537.6,1285.4,339.8,1245.1,370.9,1220.9,359.6,454,112.2,347.3,357.2,549.1,1294,1250.7,1709,371.4,1276.3
13,013,02,4039,3291,188,227,9,286,0,1,37,3024,2524,123,156,9,194,0,0,18,1775.1,423.2,2252.3,539.5,1705,363.3,2229.1,508.2,1710.8,406.8,1683.8,430.2,1657.7,426,623.8,112.8,393.2,421,523.6,1740.1,1684,2240.7,401.1,1704.8
13,013,03,4564,3695,237,313,2,228,2,14,73,3259,2739,153,190,2,142,2,3,28,1317.9,336.7,1646.6,501.2,1276.1,281.8,1602,471.8,1220.9,310,1195.7,323.6,1153,321.09999999999997,440.8,94.8,309.4,318.4,486.4,1297.5,1190,1624.6,330,1231.8
13,013,04,3727,2926,291,293,16,146,1,9,45,2746,2196,209,191,12,110,1,4,23,1116.8,283.7,1263.1,414.1,1056.1,247.3,1249.1,398,980.8000000000001,301.7,972.1,299.9,945.9,303.8,360.9,81.1,265.5,301.7,406.1,1086.7,966.1,1256.1,291.5,993.1
13,013,05,6362,4671,844,550,16,148,2,11,120,4608,3544,588,308,12,101,2,5,48,2008.8,645,2613.7,1084.9,1940.1,573.5,2581.3,1040.4,1923,689,1904.1,685.7,1846.4,714.1,790.7,241.3,609.1,695.2,1062.4,1975,1891.7,2597.1,709.5,1950.8
13,013,06,3301,2422,394,299,7,84,10,11,74,2324,1797,274,159,6,52,3,2,31,907.7,277.9,940.9,522.3,886.1,234.4,919.2,513.1,858.1,309.7,831.9,327.2,824.1,324.1,333.2,102,256.4,320.9,518.1,896.9,837.5,929.9,326.3,812.7
13,013,07,3858,2746,692,269,10,73,0,0,68,2792,2037,514,170,6,39,0,0,26,1048.6,490.3,1583.5,657.7,1028.9,423.2,1563.7,630.2,1126.7,531.4,1126.7,527.9,1086.9,549.5,388,161.9,456.9,535.8,643.6,1039.1,1114,1573.3999999999999,496.4,1118.8
13,013,08,4005,3289,279,251,11,69,8,7,91,2851,2427,197,138,10,41,3,0,35,1443.8999999999999,328,1766.7,520.1,1351.7,300.7,1722.9,494.5,1374.3,348.9,1365,363.2,1315.2,367,455.09999999999997,100.10000000000001,314.3,360.09999999999997,507.2,1397.6,1351.5,1744.8,352.6,1348.9
13,013,09,4467,3400,291,591,3,91,0,3,88,3256,2608,200,350,3,64,0,0,31,1633.4,417.2,2017.2,593.9,1599.4,344.7,1967.8,565.2,1571,385.9,1539.8,402,1492.7,412,654.3,146,381,400.09999999999997,578.7,1617,1534.5,1992.3,408.5,1558.9
13,013,10,4829,2738,1444,440,4,73,2,17,111,3493,2105,1031,266,3,46,1,5,36,760.9,577.6,1414,784.5,745.9,491.1,1381.4,771.4,732.5,654.1999999999999,726.7,639.2,698.7,639.2,229.1,182.7,534.1,643.9,777.7,753,719.7,1397.5,592,837
13,013,11,4075,2867,480,503,2,173,0,1,49,2805,2057,318,301,1,98,0,0,30,1276.8,465.7,1499.6,841.6,1227.3,415.6,1474.4,820.1,1242.7,557.4,1239.9,562.5,1193.2,561,336.7,136.6,441,560.6,830.7,1252.1,1225.4,1487.2,545.4,1186.4
13,013,12,3938,3260,154,336,11,102,2,9,64,2873,2446,113,204,7,59,1,6,37,1272,287.3,1450.9,441.9,1191.2,269.5,1412,416.1,1149.5,290.3,1143.7,297.1,1106.2,297.7,424.9,73.3,278.5,295.7,429.2,1232.2,1133.4,1431.1,296.9,1144.4
13,013,13,3851,3037,422,226,7,78,1,14,66,2878,2356,296,144,5,44,1,7,25,978.3,328.9,1165,646.5,956,293.1,1138.6,635.7,957.2,354.1,949.2,363.3,904.7,386,375.2,115.6,311.4,367,641.3,966.1,937,1151.2,390.6,928
13,013,14,1953,1540,88,158,4,135,0,5,23,1393,1135,66,95,4,85,0,0,8,577.2,124,640.9,210.3,545.2,106.1,633.6,201.9,523,129.4,527.4,131.1,510.3,128.5,212.8,38.7,114.6,129.6,205.8,560.9,520.4,637.2,133.5,521
13,013,15,3846,3153,178,202,2,245,0,5,61,2746,2332,112,123,2,140,0,4,33,1604.1,295.2,1924.4,506,1490.8,255.1,1903,479.90000000000003,1571.7,306.6,1540.3,315.7,1518.8,312.2,579.6,101,275.1,312.1,492.7,1547.3,1543.8,1914.2,321.3,1516.9
13,013,16,7813,5162,1368,859,13,253,0,24,134,5415,3719,945,509,9,170,0,5,58,2047.4,934.8,2895.2999999999997,1624.8,2034.6,760,2846.9,1582.7,1932.9,983.4,1923.2,981.3,1877.7,983.4,604.6,267.3,847,983.1,1604,2041.4,1911.6,2871.1,1014.8,2020.5
13,015,01,9702,8378,755,379,25,57,2,6,100,6949,6092,531,212,16,48,2,1,47,2858.4,568.4,3847.5,913.5,2645.7,498.7,3761.2,885.3,2767.2,556.2,2699.5,588,2655.2,577.4,819.1,183.1,532.9,573.9,898.9,2751.9,2706.7,3802.9,594.9,2758.2
13,015,02,7108,5974,345,587,33,61,1,1,106,5330,4613,256,330,24,39,1,1,66,1624,432.9,2029.8,704.4,1474.9,397.5,1958.3,680.1,1465.9,480.2,1427.6,505.1,1412.1,470.3,560.2,149,415.3,484.9,692.5,1549.8,1435.1,1994,477,1494.1
13,015,03,10070,6759,1564,1360,25,137,30,16,179,7784,5585,1122,839,20,114,22,3,79,2382,1108.6,2883.9,1559.5,2312.3,965.2,2840,1520,2233.7,1171.6,2183.6,1172.8,2125.7,1174.3,779,351.4,1036.4,1172.6,1541.4,2347.2,2182.3,2862.2,1129.1,2218.8
13,015,04,9695,6266,2040,1145,20,55,12,4,153,6809,4639,1377,672,20,37,6,0,58,2901.9,1179.1,3986.5,1756.5,2879,970,3995.9,1620.7,3016.8,1232.9,3033.6,1207.2,2946.6,1223,1128.6,427.90000000000003,1073.5,1221.7,1688.6,2891.7,2999.9,3990.9,1202.5,2985.2
13,015,05,7541,6488,461,371,19,68,0,7,127,5383,4730,332,200,16,49,0,4,52,2403.1,602.9,3236.7,925.5,2293.4,538.4,3194.9,894.8,1979.8,668,1945.7,681.5,1915.8,668,732.3,199.5,570.5,671.7,909.7,2348.7,1947.3,3216,647.2,2212.2
13,015,06,4645,4057,292,196,10,28,3,7,52,3497,3129,194,111,10,20,3,4,26,1820.9,372.1,2310.7,567.2,1683.9,326.2,2280.7000000000003,555.4,1825.7,394.2,1798.4,424.4,1758.5,413.40000000000003,740,139.6,348.9,410.8,560.8,1752.4,1794.4,2295.4,398.6,1777.1999999999998
13,015,07,4259,3669,200,304,16,20,0,2,48,3298,2919,148,179,14,13,0,2,23,1379.4,289.7,1549.3,405.3,1289.6,250.4,1537,387.9,1254.8,285.6,1221.2,293.9,1191.5,285.2,541.4,133.6,269.6,286.4,397.5,1332.7,1222.6,1543.6,292,1244.4
13,015,08,4960,4066,530,246,13,14,0,3,88,3290,2778,332,132,7,8,0,0,33,1659.8,420,1955,583.2,1556,397,1912.7,568.9,1453.7,415.4,1429.1,435.5,1408.1,421.6,504.2,134.7,408.1,423.9,575.8,1607.6,1429.9,1934.6,421.7,1485
13,015,09,2102,1992,16,62,4,3,0,0,25,1606,1543,12,31,4,3,0,0,13,698.1,60.3,896.8,112.6,622.5,67.1,877,107.1,705.2,73.1,664.7,96,663.7,85.2,264.1,25.2,63.5,85.1,110.3,660.3,677.6,886.8,77.9,674.2
13,015,10,3808,3417,245,79,9,10,1,1,46,2897,2613,194,49,6,6,1,1,27,1252.8,224.2,1550.2,304.4,1158.8,215.1,1543.8,267.7,1187.7,205.5,1162,215.1,1149.2,220.20000000000002,469.2,94.5,220.2,212.6,286.5,1206.6,1164.3,1546.1,219,1184
13,015,11,7650,6166,844,479,33,22,0,7,99,5558,4589,611,272,26,14,0,4,42,2521.1,647.3,2974.5,981.5,2344.1,580.2,2907.8,968.4,2309.4,702.3,2245.4,735.5,2224.3,707.4,865.4,230.5,613.2,714.3,974.4,2433.3,2260.5,2940.8,694.6,2298.7
13,015,12,2823,2668,33,75,4,4,0,5,34,2084,1992,26,42,3,4,0,3,14,1083.2,131.3,1368.6,189.2,1003.3,115.1,1333.9,188.5,1087.5,118.5,1061,138.5,1052.3,123,418.2,58.8,122.5,126.3,188.8,1043.2,1066.9,1350.2,133,1050.7
13,015,14,3668,3347,83,158,12,18,0,3,47,2674,2500,51,82,10,13,0,1,17,1482.1,159.1,1861.4,206.5,1349.7,156.3,1830.7,209.2,1411.2,130.6,1375.2,142.9,1373.7,142.2,527.9,43.4,157.1,139.6,208.1,1414.4,1385.8,1846.3,148.5,1399.9
13,015,15,3350,3041,98,148,6,1,1,2,53,2509,2290,74,97,6,1,1,2,38,1326.1,204.1,1644.2,274,1229.2,199.3,1620.6,270.2,1265.8,193.6,1225,226.9,1209.8,212,472.2,74.3,201.5,211.6,271.8,1277.4,1233.4,1632.6,207.1,1249.6
13,015,16,8591,5874,1512,838,37,145,1,15,169,6338,4554,1063,524,27,107,1,6,56,1848.2,924.3000000000001,2389.8,1295.9,1735.5,814.2,2306.3,1263.1,1667.9,966.7,1638.6,959.4,1602.3,931.7,600.2,212.9,868.8,953.9,1279.4,1791.1,1636.7,2348.3,921.6,1723.3
13,015,17,8008,5709,914,1138,18,55,2,20,152,5752,4326,647,660,14,39,0,9,57,1999.6000000000001,734,2214,998.3,1868,654,2147.8,974.4,2116,713.7,2080.2,727.8,2047.4,713.7,783.2,213.4,693,717.5,986.5,1933.1,2081.4,2180.9,715.4,1906.8
13,015,18,2177,1932,92,125,4,7,1,3,13,1599,1442,65,74,4,6,1,1,6,690.6,159.29999999999998,1005.5,316.7,648,146,991.4,311.3,696.6,219.8,680.5,225.2,673.7,216.8,262.1,75.5,153,220.3,314.1,669.2,683,998.5,208.9,705.5
13,017,1,5162,2263,2601,228,13,16,0,5,36,3834,1760,1897,131,11,14,0,2,19,806.3,824.9,924.6,875.9,784,674.2,924.6,841.8,746.4,782.1,735.5,759.1,715.9,767.2,249.1,308.5,750.5,767.2,859.8,793.9,734.5,924.6,731.3,736.7
13,017,2,5747,3671,1723,194,21,61,0,5,72,4351,2940,1217,105,14,42,0,2,31,1479,552.7,1596.3,677,1409.3,463.4,1580.2,641.9,1418.6,517.4,1367.2,523.1,1346.7,554.9,536.8,206.4,505.4,528.3,662.1,1444.9,1375.3,1589.2,517.5,1342.9
13,017,3,329,301,17,3,0,8,0,0,0,255,239,11,3,0,2,0,0,0,86.6,32.4,93.6,40,82,26.8,92.8,37,83.3,30.2,79.9,30.5,78.4,32.5,30.9,11.5,28.7,30.6,39.1,84.1,80.2,93.4,30.2,78.4
13,017,4,1955,1061,612,265,1,3,0,2,11,1342,819,363,151,0,3,0,1,5,282.3,289,324.3,306.2,274.5,235.5,324.3,294,261.1,273.9,257,264.7,250.2,268.7,87.3,108.6,262.4,268.7,300.4,278.2,256.2,324.3,255.4,257.7
