state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,pre_20_rep_tru,pre_20_dem_bid,uss_16_rep_isa,uss_16_dem_bar,uss_20_rep_per,uss_20_dem_oss,gov_18_rep_kem,gov_18_dem_abr,atg_18_rep_car,atg_18_dem_bai,sos_18_rep_raf,sos_18_dem_bar,sos_r18_rep_raf,sos_r18_dem_bar,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20,ndv,nrv
13,121,SS29,4923,2641,703,236,7,1240,1,15,80,4183,2302,577,193,4,1031,1,14,61,681.1,965.7,729.3,1315.9,861.1,760.8,790.1,1221,632.5,936.9,665.1,896.9,629.3,899,218.3,327.9,863.2,910.8000000000001,1268.6,771.5,642.2,759.6,915.6,651
13,121,SS31,1140,950,65,37,0,68,1,0,19,1000,855,54,29,0,48,1,0,13,333.2,382,504,777.1,416.1,268,534,727.9,387.9,534,413.2,508.8,384.9,507.9,137,205.9,324.8,516.9,752.5,374.7,395.5,519.2,489,388.7
13,121,UC01,5739,194,5271,138,8,12,0,32,84,3781,180,3444,83,5,10,0,15,44,85.9,1970.5,151.9,2448.4,133.9,1775.4,116.2,2411.3,66,2062.4,86.8,2016,71.1,1992.6,18.2,509.9,1873,2023.5,2430,109.7,74.6,133.8,1898.1000000000001,91
13,121,UC02,10208,641,8102,1161,24,103,1,22,154,6865,564,5443,671,14,82,1,15,75,167.5,3848.3,298.2,5064.9,287.5,3427.6,246.1,4972.7,116.2,4131.6,161.8,4013,133.2,4017.5,53,1258.7,3637.6,4053.7,5019.2,226.7,136.9,271.6,3841.9,182.6
13,121,UC03A,3362,805,2368,68,9,33,0,5,74,2555,765,1659,40,5,31,0,2,53,278.09999999999997,1031.6,281.5,1347.2,314.3,917.6,271.8,1307.7,219.3,1067.7,219.3,1039.4,221.1,1032.9,118.5,333,974.8,1046.6000000000001,1327.5,296.3,219.70000000000002,276.8,1009.7,240.5
13,121,UC03B,84,16,59,1,2,0,0,0,6,62,15,38,1,2,0,0,0,6,4.1,22.8,9.1,56.6,5.9,20.8,9.6,54.9,7,39.4,7.2,38.5,7,38.7,3.7,13.6,21.8,38.8,55.7,5,7,9.4,35.699999999999996,6.6
13,123,01,3902,3102,10,740,4,14,0,2,30,2951,2499,8,410,4,11,0,0,19,1372.7,305,1763.9,503.6,1249.9,263,1724.8,474.4,1348.8,303.7,1318.1,313.1,1297.9,318.2,551.9,142.3,284,311.8,487.9,1311.4,1320.4,1744.3,327.2,1328.4
13,123,02,1880,1751,1,97,13,2,0,0,16,1471,1390,1,54,11,1,0,0,14,864,124.10000000000001,1055,170,770.8,126.7,1042.6,152.7,838.2,115.1,806.4,126.7,804,124.9,400,54.7,125.7,122.7,161.5,817.8,815.9,1049.1,124.4,823
13,123,03,2733,2500,9,159,8,8,0,4,45,2124,1970,7,103,8,8,0,2,26,786.5,114.8,1036.9,164.6,671.2,125.9,999,156.5,745.8,94.7,715.9,114.8,720.4,101.4,272.8,37.2,119.5,103.1,160.9,727.8,727,1017,114,743.2
13,123,04,1499,1320,0,160,7,1,0,1,10,1149,1043,0,97,5,1,0,0,3,555,81.8,726.1,118.5,490.1,85.39999999999999,702.5,116.5,557.4,76.6,535.9,89,534.3,84.2,208.1,30.2,83.1,83.3,117.4,522,542.3,713.8,85,538.6
13,123,05,3432,3162,20,197,5,11,0,7,30,2608,2440,16,112,4,9,0,6,21,1234.8,225.1,1748.3,394.4,1110.1,220.1,1703.1,372.2,1306.8,255.4,1269.3,274.4,1257,266.6,551.2,109.1,222.9,264.7,383.2,1172.4,1277.2,1726,263.4,1273.1
13,123,06,1116,1087,0,15,5,1,0,0,8,966,943,0,10,5,1,0,0,7,456.9,129.2,556.9,171.8,421.3,109.6,559.7,155.7,463.8,125.6,447,134.4,447.9,127.5,207,62.7,119.1,128.9,162.5,439.1,452.4,558.2,127.3,444.7
13,123,07,1460,1407,1,35,2,4,0,0,11,1214,1178,1,19,2,4,0,0,10,748,137.6,951.1,224.1,691,120.3,949.1,200.6,787.3,147.9,770.5,162.8,765.9,156.1,359.3,82.5,128.8,156,212,719.2,773.9,950.2,153.4,751.9
13,123,08,1561,1487,4,44,6,5,0,1,14,1253,1206,4,26,6,2,0,1,8,576,106.39999999999999,715.1,135.6,523.9,86.8,701,135.6,601.1,100.2,589.2,109.10000000000001,570,109.10000000000001,261.7,43.2,96.4,106.5,135.6,550.5,586.8,707.8,103.1,567.6
13,123,09,2080,1710,5,309,3,12,12,0,29,1526,1313,2,171,3,8,6,0,23,803.4,151.29999999999998,1013.2,226.5,736.8,127,1024.7,193.4,803.4,149.4,789.2,154.5,774.4,154.5,315.3,53.5,138.4,152.7,210.2,769.2,789.2,1019.3,151.6,782.5
13,123,10,2664,1938,32,659,13,1,3,0,18,2020,1581,15,398,10,1,2,0,13,752.9,153,1035.8,211.6,702.2,117.6,1012.1,191.8,759.6,146.9,729.6,162,724.9,153,287.2,53.6,135.3,154.2,201.7,727.2,737.4,1023.9,148.7,750.4
13,123,11,1611,1501,4,82,4,0,0,1,19,1231,1162,2,50,2,0,0,0,15,647.2,78.3,810.8,137.6,588.3,83.1,798.6,124.7,641.6,75.8,615.3,86.7,605.1,87.9,252.7,39.8,80.2,83.7,131,617.6,620.5,804.5,89.4,619.8
13,123,12,2021,1911,2,80,1,1,0,2,24,1625,1555,2,45,1,0,0,2,20,727.1,153.2,916.9,206.1,671.1,148.6,897.9,188,712.2,140.1,692.7,151,681.6,147.8,325,84.7,151,146.8,195.4,700.2,695.4,907.3,153.1,703.8
13,123,13,2333,2202,10,100,1,5,0,0,15,1925,1836,10,62,1,4,0,0,12,951.7,206.6,1101.6,269.8,879.3,181.7,1092.7,249.2,907,187.20000000000002,870.8,207.6,874.4,196.2,362,90.4,194.2,196.3,259.4,915,884,1097.2,198.1,879.7
13,125,EDGH,197,179,6,10,1,1,0,0,0,144,134,4,4,1,1,0,0,0,89.6,5.8,109.3,11.3,73.8,14.4,106.7,11.3,81.8,6.6000000000000005,77,8.1,69.2,17.6,43.7,6.6000000000000005,10.1,10.9,11.3,82.2,75.9,108.3,10.4,81.39999999999999
13,125,GIBS,1044,928,94,6,4,0,0,2,10,789,704,73,3,3,0,0,0,6,409.90000000000003,45.8,442.3,57.7,359.3,49.3,424.7,50.3,394.4,34.9,368.9,38.1,337.3,68.3,198.8,30.9,47,46.9,53.9,384.3,367,433.6,46.8,367
13,125,MILL,1164,1066,66,10,1,0,0,1,20,847,781,46,6,1,0,0,1,12,473.3,33.6,553.9,37.8,424.2,36.5,542.4,40.6,454.3,26.8,421,36.5,385.9,75.8,186.9,23.9,34.7,45.3,38.8,447.5,421,547.3,38.2,429.59999999999997
13,125,MITC,677,577,85,7,1,0,0,2,5,489,421,58,5,1,0,0,2,2,261.90000000000003,52.5,297.2,48.6,243.8,43.5,292.7,47.6,258.8,39.3,247.5,41.2,234.3,52.5,107.2,11.5,47.5,44,48.3,252.5,246.9,294.8,42.1,243.7
13,127,1173,6574,5281,855,243,9,61,0,7,118,4856,3987,611,149,8,44,0,5,52,1811.5,604.6,2233.4,922,1663.5,508.6,2184.6,887.9,1674.6,632.9,1650.5,629.5,1615.1,634.7,525.4,182.2,556.1,632.6,903.9,1737.6,1647.4,2208.7,625.3,1669.7
13,127,1273,6304,5006,653,490,6,44,1,4,100,4725,3870,462,294,6,36,1,2,54,1894.5,565.4,2330.7000000000003,881.9,1748.9,462.5,2284.7,848.5,1777,598.4,1758.7,596.9,1727.4,596.9,544.1,171.8,513,597.3000000000001,865.5,1822.1000000000001,1755.4,2307.8,589.9,1758.3
13,127,1303,4007,3129,637,105,21,32,1,6,76,2818,2195,471,67,15,24,1,3,42,1404.1,476.8,1771.7,718.6,1277.8,400.6,1749.4,682.1,1336.2,519.7,1318,529.5,1286.6,535,416.5,194.8,438.5,528,700.6,1341,1313.5,1760.9,507.4,1320.1
13,127,1373,4432,3779,459,107,6,18,1,2,60,3374,2943,323,64,5,13,1,1,24,1694,461.6,2051.4,715,1540.7,388.1,2019.3,675.3,1601.6,501.7,1576.8,511.9,1547.6,517.8,541.8,177,425.1,510.6,694.9,1617,1575.4,2034.5,493.9,1571.2
13,127,2193,4032,3690,154,102,7,44,2,11,22,3500,3216,139,85,6,34,1,7,12,1813,809.4,2176.2,1026.2,1894.1,572.8,2209,948.8,1893.4,815.1999999999999,1901.3,781,1819.3,818.5,793.1,369.3,692,805.5,987.1,1853.7,1871.7,2193.1,767.7,1812.6
13,127,2293,4947,4671,93,97,9,37,0,6,34,4100,3902,76,60,7,27,0,2,26,2207.7,906.1,2535,1186.4,2284.7999999999997,655.5,2593.2,1075.1,2229.4,884,2217.5,866.6,2144.4,884.1999999999999,852.5,419.5,780.6999999999999,879.1,1130.9,2245.8,2197,2564.1,859.6,2132.4
13,127,2393,2267,2086,123,30,0,16,0,1,11,1870,1728,97,22,0,11,0,1,11,1366,450.1,1665.2,696.9,1399.1,311,1732.6,614.1,1413,449,1412.1,426.2,1383,449,528.8,193,380.5,441.40000000000003,655.5,1382.6,1402.8,1699.5,448.8,1362.5
13,127,2473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,127,2493,805,766,7,15,5,10,0,0,2,765,732,7,9,5,10,0,0,2,270.1,200,342.8,277,277,160.8,342.8,262.2,308.5,217.3,305.7,211.5,291.6,221.1,129.6,134.8,180.4,217,269.5,273.2,301.8,342.8,211.2,283.3
13,127,3173,3498,3339,25,84,1,24,3,1,21,2828,2709,24,57,1,21,3,1,12,1754.4,611.5,2089,967.3,1794.1000000000001,461,2126.1,872,1813.3,665.8,1831.9,635.2,1759.6,652.1,654.3,268,535.7,651.8,919.3,1774.2,1801.9,2107.8,641.4,1727.8
13,127,3273,1953,1415,336,141,6,22,6,3,24,1446,1095,232,82,6,17,2,2,10,612.1,192.9,688.4,282.2,579.1999999999999,151.5,679.9,263.7,569.7,211.9,572.7,203.79999999999998,551,208.8,194.8,67.6,172.1,208.4,272.9,595.5,564.5,684.3,198,556
13,127,3293,5914,2791,2502,386,8,98,28,11,90,4489,2340,1752,252,8,74,16,5,42,981.2,1155.2,1126.9,1441.9,933.4,968.8,1109.5,1387.5,876,1095.7,877.3,1069.6,851.6,1072.2,287.7,323.9,1061.9,1079.4,1415.5,956.9,869.1,1117.9,1064.3,880.6
13,127,3373,5974,4349,981,328,17,196,5,4,94,4578,3405,746,222,15,136,4,3,47,1972.1,678.1,2253.5,1021.9,1868.9,563.6,2242.6,958.6,1860.2,717.1,1863.1,696.3,1816.8999999999999,698.4,609.1999999999999,244.1,620.5,703.8,990.3,1920.8999999999999,1847,2248.2,696.9,1810.3
13,127,4193,6245,3047,2397,473,15,148,17,15,133,4594,2571,1520,321,9,104,9,8,52,1030.5,908.6,1209.6,1160.5,972.6,765.5,1197,1104.7,920.1,823.6999999999999,903.6,799.4,886.3,812.5,286.3,214.5,836.5,811.5,1132.7,1002,903.4,1203.4,823.1,925.1
13,127,4293,3397,1526,1487,269,9,44,7,3,52,2601,1301,1051,169,8,36,3,0,33,482.5,716.7,547,847.9,484.6,594.3,536.5,810.1,449.2,682.5,458.9,654,439,664.7,157.1,213.8,655.9,666.7,829.3,483.6,449.2,541.8,647.9,444.1
13,127,4393,3229,1787,738,608,8,15,0,3,70,2354,1427,499,385,5,10,0,1,27,636.9,354.3,712.6,474.1,590.1,301.3,697.1,451.6,568.7,335.3,559.6,326,551,330.5,203.2,77.2,327.7,330.8,462.6,614,560.1,704.9,330.9,564.6
13,127,4493,2688,1992,500,78,7,52,0,2,57,1991,1598,279,45,3,40,0,1,25,832.7,203.8,952.6,312.4,760.4,177.9,932.6,298.3,769.9,217.9,753.8,216,744.4,220.9,287.8,57.7,190.5,218.6,305,797.8,756,942.2,212.8,754.1
13,127,5193,5145,1837,2340,857,2,9,1,8,91,3730,1546,1597,541,2,9,1,4,30,458.1,812.2,570.4,1033.5,483.3,655.8,554.4,989.5,448.5,776,452.5,747.5,421.6,747.1,157.3,245.7,734.3,755,1013.9,471.7,442.7,561.6,747.7,443.8
13,127,5293,6841,870,5226,607,8,24,2,20,84,4801,756,3578,394,8,19,2,5,39,189,1471.3,259.2,1675.2,243.2,1180.7,268.3,1583,160.8,1311.2,167.6,1271.5,151.5,1274.2,52.800000000000004,337.3,1325.7,1284.7,1628.3,214.9,159.8,262.1,1264.2,185.6
13,127,5393,1374,241,1012,106,2,0,0,0,13,975,200,704,65,2,0,0,0,4,97.5,195,99.5,239.1,90.3,161,97.5,225.2,73.9,179.5,75.6,171.7,71.5,172.4,25.5,40.9,178.4,174.1,231.7,94.1,73.9,98.5,172.9,78.6
13,129,1054,2167,1986,19,132,2,10,5,1,12,1634,1536,13,64,2,6,4,1,8,738.3,84.3,891,115.9,662.9,87.2,876,106.2,727.9,70.6,699.5,87.2,696,77.8,290.1,25.8,85.6,78,110.7,700.7,707.6,884.1,81.9,698
13,129,1055,3033,2761,42,159,7,26,0,2,36,2241,2088,28,84,6,16,0,1,18,831.8,124.8,1066.8,188.2,743.4,130.6,1049.8,184.3,782,124.8,753.8000000000001,142.1,745.7,135.4,254.6,41.7,127.7,134.1,186.2,787.2,760.3,1058,134.2,778.5
13,129,1056,7665,6797,201,534,14,45,3,9,62,5436,4902,154,307,9,32,2,3,27,2624.9,387.6,3246.3,497.4,2433.2,399.9,3186.1,479.8,2536.5,369,2440.4,432.8,2430.8,417.3,784.6,130.1,393.5,407.3,488.4,2529.2,2469.4,3216.1,388.8,2459.6
13,129,1057,976,959,1,7,1,1,2,0,5,768,752,0,7,1,1,2,0,5,327.2,44,430.3,57.7,291.8,44.1,415.8,54,325,44.1,310.9,52.6,314.7,43.6,110.4,14.6,44,46.4,55.8,309.5,316.5,422.90000000000003,44.1,316
13,129,1063,1618,1513,13,62,5,6,0,0,19,1228,1167,7,34,5,4,0,0,11,512,68.6,676.3,90.5,469.2,59.8,663.8,86.5,527.3,48.2,496.5,59.2,503.5,57,198.4,15,64,54.9,88.1,490.7,508.8,669.7,60.6,505.8
13,129,1064,815,695,103,8,1,1,0,0,7,651,553,89,5,1,1,0,0,2,322.6,81.9,413,95.2,288.8,79.4,402.8,89.39999999999999,312.4,84.7,299.3,94.6,302.2,86.7,141.3,34.6,80.7,88.6,92.2,305.8,304.5,407.7,81,310.3
13,129,1235,1628,1567,5,26,7,5,1,2,15,1240,1204,4,13,5,4,1,0,9,450.7,76.9,643.9,94.7,398.59999999999997,74.4,620.4,86.89999999999999,446.7,68.1,423,85.3,427.6,70.7,147.1,28.3,75.7,74.3,91.2,424.3,432.4,632.4,73.2,444.5
13,129,849-A,11159,8293,325,2270,24,103,4,3,137,8082,6343,239,1341,19,64,3,1,72,2634.4,620.1,3295,825.8,2461.6,533.4,3220.2,791.5,2476.5,565.7,2399.9,596.1,2360.9,591.6,773.2,164.7,575.3,586.5,808.6,2545.9,2410.5,3255.7,587.3,2452.4
13,129,849-B,15622,10103,1035,3906,45,261,24,20,228,11305,7810,775,2381,35,194,17,4,89,3218.4,1107.8,4185.2,1646.6,3106,889,4123.8,1560.7,3010.4,1116.9,2952.8,1135.8,2897.4,1120.8,963.9,305.5,996.5,1122.7,1604.4,3162.1,2953.5,4154.1,1112.7,3055.9
13,129,856,2593,2285,82,172,3,19,0,1,31,1929,1732,62,99,3,17,0,1,15,836.5,140.7,1084.3,202.2,792.7,124.8,1059,193.9,814.9,142.3,785,153.7,781.2,156.4,298.6,47.5,132.4,151.1,197.9,815.1,793.4,1071.8,145.2,806.6
13,129,874,2044,1958,35,22,3,14,0,0,12,1584,1527,24,14,3,12,0,0,4,737,81.9,927.4,112.9,660.7,84.7,895.1,107.1,734.1,90.1,706.8,105.3,717,86.7,255.6,27.4,83.7,93.5,110.8,699.3000000000001,719.1,910.4,86.7,705.1
13,129,973,3881,3358,79,348,9,25,1,6,55,2717,2398,65,203,9,17,1,0,24,1241.4,248,1647.7,321.3,1133.1,229.7,1620,309.8,1195.7,228.4,1165.9,240.9,1152.6,231.5,360.8,45.8,238.3,233.2,315.59999999999997,1187.4,1171.6,1633.7,231.6,1190
13,129,980,1985,1832,5,92,9,6,9,0,32,1496,1405,5,51,9,5,2,0,19,638,106.7,799.1,121.6,577.9,106.7,779.3,118.4,620.2,80.3,598.4,91.9,589.5,94.3,216.9,20.8,106.7,89.2,119.9,608.2,602.1,789,92,601.9
13,131,B,1642,1155,239,221,8,0,0,0,19,1168,879,154,122,4,0,0,0,9,415.7,78.7,513.1,104.3,389,70.2,500,110.2,396.1,61.9,389,67.1,381.2,72.8,140.1,10.7,74.2,67.1,107,402.59999999999997,388.9,507,72,390.6
13,131,C04,4069,700,2950,368,9,9,0,7,26,2978,587,2120,239,9,4,0,3,16,269.5,1096.4,297.8,1269.4,267.7,941.5,320.1,1213.3,235.4,1016.1,246,971.3,235.4,972.3,77.4,332.1,1017.9,987.1,1241.1,268.5,236.8,310,975.5,244.7
13,131,C05,5354,2279,1610,1332,20,30,10,12,61,3871,1870,1066,868,14,21,6,9,17,857.9,617,997.1999999999999,743.1,806.6,543.5,1003.2,695.4,815,550.1,801.8,541.4,789.5,550.3,289,134.5,581.3,549.1,718.2,832.3,801.9,1000,547,794.2
13,131,D,651,443,167,29,1,3,0,0,8,495,337,132,18,0,3,0,0,5,201.6,117.8,242.2,119.1,189,108.7,239.1,113.3,193.1,113.3,196.4,103.9,190.4,105.6,59.7,39.3,112.8,107.3,116.1,195,193.1,240.4,102.1,189
13,131,H,1354,952,350,41,3,1,0,1,6,1058,750,269,29,3,1,0,0,6,352.5,170.8,418.8,200.7,306.3,154.4,414.4,197.3,325.2,150.2,325.2,143.9,317.4,144.9,94.9,50.1,162.3,145.5,199.1,328.2,323.4,416.7,151.9,318.4
13,131,L,490,396,82,6,1,0,0,0,5,377,301,68,6,1,0,0,0,1,165,27,196,46,153,23.1,196,40.6,156.1,30,150.8,33.2,151.3,33.2,52,5,25.1,32.9,43,159.1,152.7,196,30,152.3
13,131,M,2136,1664,300,137,4,12,0,0,19,1619,1310,218,69,4,8,0,0,10,665.4,176.7,763.6,230.2,594.7,155.7,752.9,221.7,609.4,163.2,593.5,171.1,584.9,173.5,206.4,48,165.7,169.7,226.1,630.3,595.3,758.6,166.7,595.7
13,131,P,1511,1005,438,30,12,2,0,1,23,1080,774,267,17,8,2,0,0,12,363.9,159.1,463.59999999999997,212.4,323.4,145.8,451.8,204.9,338.1,164.3,337.1,155.1,329.7,160.7,105.4,31.599999999999998,152.7,160,208.6,343.6,335.1,457.59999999999997,154.3,338.9
13,131,R,744,504,186,46,5,0,0,0,3,595,417,143,27,5,0,0,0,3,240.5,93.2,260.9,102.8,203.9,84.2,257.6,101.8,229.5,78,220.8,75.5,221.8,75.7,67.7,21.8,88.8,75.9,102.6,223.2,223.1,259.5,79.4,212.8
13,131,S,1190,1102,32,39,6,1,0,0,10,894,834,25,22,5,0,0,0,8,411.1,39.9,473.2,61.8,375.3,40.6,464.9,61.8,381.5,34.4,368.8,39.9,364.6,40.6,143.7,7.4,40.3,38.6,61.8,393.6,371,469.2,40.6,373.4
13,131,SH,752,659,64,20,6,1,0,0,2,560,496,44,11,6,1,0,0,2,335.7,43.5,373.7,54.6,302.3,38.7,367.8,54.6,314.7,36.1,309.2,37.2,306.8,38.7,101.10000000000001,10.9,40.8,37.3,54.6,319.2,310.7,371.4,38.7,301.1
13,131,W,1747,1195,441,41,40,16,0,4,10,1367,957,333,26,29,14,0,3,5,543.8,180.2,639.7,195.4,485.09999999999997,160.8,619.9,188.6,487.3,144.7,486.7,142.1,473.8,149.20000000000002,121.5,36.9,169.3,145.1,192.4,514.9,483.5,630.2,149.3,482.4
13,131,WL,3371,2825,270,190,20,19,0,6,41,2522,2162,188,116,12,14,0,3,27,1232.4,213.1,1393.7,280.8,1139.8,202.2,1379.9,260.3,1152.7,163.3,1112.9,181.5,1093.6,186.8,375.2,43.7,207.9,177.3,271,1185.7,1119.7,1386.8,190.9,1110.3
13,133,001,5061,1654,2811,523,9,5,10,5,44,3759,1393,1976,351,7,5,9,1,17,708.7,1256.3,1017.3,1186.4,780.2,1068,1037.9,1135.1,887.6,1010.8,879.3,985.1,855.4,1002.3,383.9,304.8,1160.5,1000.7,1161.9,745,874.7,1027.5,993.5,818.6
13,133,002,1061,772,211,45,8,2,0,0,23,858,634,175,30,3,2,0,0,14,420.2,109.6,232.3,271.4,404.1,97.3,236.7,259.1,202.4,230.9,200.9,224.6,195,228.5,87.7,69.6,103.1,228.3,265.3,412.5,199.6,234.5,186.5,247.3
13,133,003,941,425,421,76,0,8,0,3,8,704,352,297,39,0,6,0,3,7,188.8,184.1,191.5,213.1,201.5,153.9,191.1,204.70000000000002,157.6,174.2,155.4,171.79999999999998,149.3,172.4,62.7,59.1,168.7,172.7,209.1,195.9,154.6,191.6,166.6,161.8
13,133,004,2297,1016,1153,98,2,9,0,1,18,1686,837,774,58,2,7,0,0,8,359.2,386.2,459.8,505.1,370.1,333.3,455.9,486,372.8,408.2,367.3,403.8,351,403.8,145.6,141.7,359.7,404.3,495.5,364.9,364.7,457.59999999999997,384.5,360.6
13,133,005,1667,751,820,79,3,8,0,0,6,1268,603,613,43,1,5,0,0,3,296.1,360.4,410.5,389.8,304.8,303.8,410.9,371.1,354.6,336.5,343,330.8,350,320.8,145.5,131,332.6,329.3,380.4,300.1,349.7,410.7,318.2,327.8
13,133,006,531,227,289,11,3,0,0,0,1,405,186,212,4,2,0,0,0,1,124.7,121.60000000000001,139.7,124.7,127.9,105.2,143,118.3,130.8,123.9,130,122.6,127.9,120.4,59.7,38.1,113.9,121.9,121.5,126.4,129.8,141.2,109.5,123
13,133,007,622,431,172,7,4,3,0,0,5,534,376,143,6,4,3,0,0,2,1007.1,233,613,185.7,1025,194.1,634.3000000000001,158.29999999999998,498.4,107.2,499.6,104.2,491.9,107.5,271.4,54.8,213.6,106.7,171.7,1015.7,496.7,623.4,142.8,630
13,133,008,3814,3495,201,54,9,19,0,6,30,3483,3228,155,42,7,19,0,6,26,2385,546.9,4000.7,1212.3,2518.9,371.4,4135.8,1030.3,3250.6,699.5,3258.3,679.6,3210.5,702.4,1769.6,358.2,459,694.7,1120.6,2451.7,3240.6,4067.8,699.5,3067
13,135,001,6987,3887,1831,881,12,250,0,3,123,4703,2805,1115,549,9,173,0,1,51,2025.9,1470,2405.3,2782.1,2010.9,1292.5,2372.8,2740.7,1834.8,1841.8,1855.9,1802.8,1802.8,1793,665.9,504.7,1380.9,1812.8,2761.6,2018.2,1831.4,2388.4,1778.2,1872.2
13,135,002,4723,1434,2699,357,7,71,3,17,135,3239,1163,1724,215,5,59,3,11,59,539,1705.2,539,2202.1,569.9,1553.1000000000001,520,2163.7999999999997,434,1804.9,444,1769.8,429,1762.2,177,574.1,1629.2,1778.8,2182.7,554.2,435.5,529.7,1691.8999999999999,456.6
13,135,003,7943,4460,1984,1020,10,308,13,7,141,5426,3199,1303,619,6,220,9,6,64,1791.1,1681,1961.9,2494.3,1837.8999999999999,1438.6,1962.3,2432.6,1614.7,1874,1633.7,1848.2,1585.2,1847.5,553.6,493.59999999999997,1560.2,1856.2,2463.4,1814.4,1611.3,1962.3,1763.7,1617.4
13,135,004,2187,1216,338,180,3,393,2,7,48,1654,1002,225,115,3,273,2,3,31,468.1,437,549.2,679.9,501.6,363.8,548.2,653.4,402,456.09999999999997,417.3,448.8,390,450,122.60000000000001,142,400.3,451.3,666.6,484.59999999999997,402.9,548.9,453.7,424.7
13,135,005,3446,2126,893,172,15,167,1,6,66,2495,1656,583,100,12,113,1,3,27,1011.1,755,1062,1041.1000000000001,1056,640.9,1100.1,991.2,963.1,783,944.8000000000001,793.1,932.1,775,425.1,294.09999999999997,697.8000000000001,783.5,1016.4,1033.8,946.5,1081,759.2,936.9
13,135,006,5497,2665,925,1070,18,702,2,10,105,3932,2042,616,674,12,524,2,4,58,939.9,1215,1100.8,1622.1,996.1,1036.8,1074.9,1591.1,840.9,1248.1,862.2,1218.1,815.8,1205,330.1,380.7,1125.9,1223.9,1606.8,968,839.8,1087.5,1189.5,870.1
13,135,007,6220,3251,809,446,14,1515,3,20,162,4507,2500,525,282,14,1099,2,10,75,1309.4,1469.2,1478.9,2300.8,1463.3,1201.3,1548.5,2189.7,1278,1637.2,1346.2,1595,1267.9,1573.7,488.9,594.9,1335.6,1601.8,2245.2,1386.4,1297.1,1513.7,1570.3,1272.5
13,135,008,5156,4127,464,260,14,219,0,18,54,3484,2830,292,171,12,152,0,10,17,2108.9,814,2326,1434.9,2128,664.9,2374,1345,1944.8,921.0999999999999,1959.9,906.9,1887.0000000000002,910,629.1,290.9,739.3,912.6,1389.9,2118.7,1930.5,2350,910.9000000000001,1919.8
13,135,009,5888,4294,563,629,3,275,2,12,110,3981,3015,352,379,2,193,2,2,36,2145.7,880.9,2851,1562.1000000000001,2172.1,730,2893.1,1466.9,2134,1009.1,2133,1002.1,2074.9,981.7,707.9,266.2,805.2,997.8,1514.3999999999999,2158.9,2113.9,2872.1,987.3,2138.8
13,135,010,3391,2337,535,305,10,104,2,20,78,2678,1984,376,181,7,79,2,14,35,972.4,567.8,988.7,827.6,954.9,492.8,989.6,788.5,903.3,614.2,907.4,598.5,889,597.9,374.2,235.2,530,603.3,807.9,963.4,899.7,989,590.6,872.5
13,135,011,4855,1327,915,1692,8,814,1,12,86,3462,1124,648,1033,8,596,1,6,46,382.8,839,529.3,1033.1,393,715,524,1003.9,362.90000000000003,798,371.5,773.1,364.8,770.1,158.8,237.8,776.6999999999999,780.3000000000001,1019,387.6,366.3,526.9,771.3,385.7
13,135,012,9914,2115,2556,2861,25,2110,5,28,214,7175,1828,1875,1780,13,1538,2,12,127,820,2183.7999999999997,1125.3999999999999,2706.9,922.9,1860.1000000000001,1079.7,2673.5,738.1,2100.7999999999997,752,2070.6,706.8,2038.6,314.6,620.6,2022.3,2069.9,2690.2,871.9,732.8,1102.6,2031.8,807.7
13,135,013,1422,373,189,557,2,284,0,4,13,1048,328,129,372,1,211,0,0,7,131.6,244.6,187.5,296.7,136,205.7,179.3,294.4,126.3,239,127.6,230.2,126.8,226.1,59.4,69.9,225.2,231.70000000000002,295.7,133.6,126.8,183.4,225.9,134.29999999999998
13,135,014,4297,3164,387,253,13,402,0,5,73,3307,2563,245,168,6,300,0,1,24,1280.4,859.1,1276.5,1348.9,1359.1,704.9,1341.1,1265.7,1226.3,953,1247.6,937.5,1187.8,937.5,567.2,383.6,782,942.5,1307.4,1319.7,1220.7,1309.1,923.8,1185.5
13,135,015,5524,2624,1295,1176,12,254,0,5,158,4105,2216,845,777,9,187,0,3,68,891.1999999999999,1052.3,941,1313,900.4,907.9,917.2,1258.1000000000001,750.8,899.1,743.5,879.8,717.2,876.7,314.8,248.1,980.1999999999999,884.8000000000001,1285.4,895.5,737.4,929.4,929.2,772.2
13,135,016,6472,2603,2192,927,11,604,0,20,115,4494,1971,1409,603,7,435,0,11,58,926.1,1754,1056,2428,998.1,1505,1026.2,2380.3,836.9,1877.8999999999999,845.4,1839,822.8000000000001,1823.3,296.4,547.1,1629.3,1846.6000000000001,2403.6,962.6,835.4,1041.2,1769.5,851
13,135,017,5341,906,1682,1941,10,651,4,30,117,3708,735,1144,1250,5,493,3,19,59,364.09999999999997,1237.1,516,1521,382.8,1107.2,483,1502,292.90000000000003,1214.1000000000001,303.2,1196.9,286.1,1183.1,85.9,264.1,1172,1197.8,1511.3,373.7,293.7,499.4,1153,339.2
