state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,pre_20_rep_tru,pre_20_dem_bid,uss_18_rep_mor,uss_18_dem_man,uss_20_rep_cap,uss_20_dem_swe,gov_16_rep_col,gov_16_dem_jus,gov_20_rep_jus,gov_20_dem_sal,atg_16_rep_mor,atg_16_dem_rey,atg_20_rep_mor,atg_20_dem_pet,sos_16_rep_war,sos_16_dem_ten,sos_20_rep_war,sos_20_dem_ten,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20,ndv,nrv
54,033,134,633,621,0,2,1,0,0,0,9,500,490,0,2,1,0,0,0,7,152.8,37.9,183.4,33.5,92.2,54.7,179.5,33.3,107.4,80.9,160.5,38,104.7,81.4,161.3,52.8,121.1,66.6,160.6,56.2,66.7,54.7,42.2,121.3,92.2,168.8,53.5,142.5
54,033,135,459,452,1,4,0,0,0,0,2,363,360,0,3,0,0,0,0,0,173.4,45.6,166.7,67,94.9,82.3,167.5,58,110.7,115.9,156,51.5,116.60000000000001,91.3,147.1,81.3,136.7,93.7,138,89.3,86.4,82.3,69.4,134.3,94.9,155.1,77.5,140.6
54,033,136,643,573,46,8,0,0,0,0,16,511,455,43,8,0,0,0,0,5,122.3,33.4,124.2,37.9,43.2,62.2,119.5,32.9,73.6,79.5,117.1,35.6,87.1,62.5,105.6,53.3,91.89999999999999,64.1,96.3,62.7,59.7,62.2,44.300000000000004,93.60000000000001,43.2,112.60000000000001,52.699999999999996,98
54,033,137,437,415,8,9,1,0,0,0,4,344,331,5,7,1,0,0,0,0,82,31.1,88.6,33.5,36.6,49.2,90,29.6,46.2,60.5,81.10000000000001,28.599999999999998,54.9,50.1,76.5,43.1,54.9,56.6,70.7,47.800000000000004,49.7,49.2,36.4,59.5,36.6,81.2,43.1,68.3
54,033,14,948,851,24,22,4,8,0,2,37,712,660,16,13,4,5,0,0,14,190.5,133.3,190.8,166.1,88.6,165.1,213.6,138.1,122.8,196,184.4,144.4,127.4,185,178.6,176.6,131.6,200.7,149.6,207.1,178.8,165.1,166.4,142.9,88.6,183.3,171.2,157.7
54,033,143,1019,982,1,19,3,2,0,0,12,807,779,1,17,2,2,0,0,6,350.7,77.89999999999999,407,101.6,201.7,151.4,403.5,90.7,207.9,224.10000000000002,358.3,101.6,232.8,180.7,355.2,143.4,249.4,185.7,332,171.7,166.9,151.4,121.5,260.2,201.7,371.3,143.1,310
54,033,143A,954,938,1,4,3,2,0,0,6,744,733,1,4,2,0,0,0,4,328.2,72.1,381.4,93.60000000000001,189.1,141,377.4,84,194.6,207.7,335.7,94.5,215.8,168.5,332.3,132.9,232.7,173.8,311.8,158.5,155.4,141,112.3,243.6,189.1,347.5,132.9,290.1
54,033,144,630,605,1,3,1,1,0,0,19,472,453,1,3,1,1,0,0,13,185.2,53.9,223.1,53.9,88.8,90.2,215,47.2,109.2,131.2,191,57.9,115,111,178.1,84.2,124,121.9,158.9,108.1,104.7,90.2,70,133.2,88.8,193.2,85.9,158.8
54,033,144A,478,447,5,9,0,2,2,6,7,326,306,1,9,0,2,2,2,4,117,29.7,138.2,38.1,66.8,53.6,138.9,31.900000000000002,71.6,78.1,123.89999999999999,35,82.6,61.5,121.8,52.5,84.6,64.3,110.3,65.9,58.4,53.6,44.6,88.9,66.8,126.5,51.2,105.7
54,033,145,423,399,5,8,1,1,0,0,9,326,316,3,2,1,1,0,0,3,120.7,30.400000000000002,141,38.5,70.8,55.300000000000004,142.8,32.5,72.2,84.8,126.4,36.3,85.7,65.3,123.6,53.199999999999996,87.5,67.1,113.7,66.3,61.9,55.300000000000004,45.4,91.6,70.8,129.5,53,108.5
54,033,16,1014,858,121,7,3,4,2,2,17,795,672,98,5,3,3,2,1,11,212.5,148.5,212.8,185.6,98.5,184.3,238.6,154.4,137.4,219.1,206,161.3,142.4,206.7,199.7,197,146.7,224.2,167.6,231.2,199.8,184.3,186.1,159.4,98.5,205,191.1,176.4
54,033,19,568,507,30,2,1,5,0,0,23,438,400,26,2,1,2,0,0,7,92.4,86.7,95.2,106.3,41.8,92.60000000000001,106.3,86.60000000000001,64.6,112.1,95,92.9,69.3,105.9,90.5,107.7,67.8,113.4,77.1,122.2,104.4,92.60000000000001,102.9,73.6,41.8,92.8,102.6,80
54,033,2,352,339,0,3,0,5,0,0,5,281,270,0,3,0,5,0,0,3,97.5,28.1,93.9,34.1,44.7,50.9,96.60000000000001,33,55.9,76.8,82.9,35.6,70.7,61.800000000000004,77.89999999999999,51.9,75.6,58.6,73.7,58.6,56.2,50.9,42.6,75,44.7,85,49,77.1
54,033,22,499,411,51,13,0,3,0,1,20,410,341,45,6,0,2,0,1,15,85.2,81,87.9,99.2,38.6,86.3,98.4,80.5,59.9,104.3,87.9,86.7,64.4,98.4,83.7,99.9,62.9,105.8,71.6,113.9,97.2,86.3,96.10000000000001,68,38.6,86.1,95.5,74.10000000000001
54,033,28,703,642,29,10,3,3,0,0,16,561,526,19,6,1,3,0,0,6,147.8,90,159.6,99.6,66.1,113.3,161.7,89.3,97.4,132.7,154.1,87.7,106.9,129.2,137.6,120.2,107.6,134.8,119.6,142,121.60000000000001,113.3,107.6,114.89999999999999,66.1,146.5,113.9,125.80000000000001
54,033,29,848,758,44,12,1,2,0,3,28,620,564,32,7,1,2,0,0,14,160.3,101.60000000000001,172.3,113.7,72.1,125.5,175.9,100.5,106.4,147.7,166.8,100.4,116.5,143.4,149.8,134.3,116.8,150,130,158.1,135.8,125.5,121.1,125.2,72.1,158.9,127.2,136.7
54,033,3,1282,1219,9,26,1,7,0,1,19,1012,971,7,18,1,6,0,0,9,362.6,129,399.6,146.1,181.9,200.7,398.09999999999997,131.6,218.10000000000002,268.5,370.8,137.7,235.7,239.7,341.8,191.20000000000002,258.3,242.5,314.2,227.5,220.3,200.7,166.6,268.5,181.9,364.8,191.3,308.09999999999997
54,033,33,1069,1005,29,12,1,3,1,0,18,796,755,21,9,1,3,1,0,6,202.6,142.2,230.6,165,83.1,165,233,146.8,143,186,203.5,158.4,140.9,195.9,197.4,195.9,152.8,196.5,181.5,212,180.3,165,175.7,159.6,83.1,209.2,176.3,176.7
54,033,34,1467,1386,35,17,4,1,0,0,24,1127,1081,23,13,3,1,0,0,6,375.8,199.6,375.4,206.4,177.4,255.4,394.1,168,245.3,320.2,356.3,190.4,261.5,299.9,332.2,239.4,296.5,291.1,299,275.1,277.7,255.4,215.9,295.1,177.4,351.1,244.4,311.2
54,033,36A,446,414,7,7,0,4,0,0,14,361,339,5,5,0,4,0,0,8,141.8,81.9,156.2,95,70.39999999999999,109,165.3,72.2,93,125.9,150.29999999999998,87.5,97.3,122.4,137.9,108.5,99,130.4,126.5,122.1,115.10000000000001,109,97,107.7,70.39999999999999,147.4,105.5,123.7
54,033,37,794,744,24,14,2,1,1,0,8,626,591,17,11,2,1,1,0,3,162.7,104.9,179.5,118.8,70.5,127.7,181.7,105.9,110.6,147.2,167.1,108.9,115.7,148.5,154.3,142.29999999999998,120.2,152.4,137.3,161.8,138.4,127.7,127.3,127.6,70.5,164.3,131.6,139.8
54,033,38,378,362,6,3,0,0,0,0,7,340,329,4,2,0,0,0,0,5,90.2,49.2,99,56.5,43.8,67.3,101.3,50,59,75.39999999999999,89.89999999999999,53.2,54.3,75,83.2,68.7,66,71.7,72,80.7,67.9,67.3,61.800000000000004,67.6,43.8,89.2,65,75.9
54,033,4,959,931,11,8,0,0,0,0,9,804,782,11,8,0,0,0,0,3,323.6,158.8,345.5,184.2,152.3,269.4,378.6,146.9,194.2,285.3,333.3,176,192.2,275,309.1,219,211.5,292.4,271,267.2,252.7,269.4,198.9,230.6,152.3,327.4,227,271.3
54,033,43,757,735,10,7,0,0,0,0,5,607,591,9,5,0,0,0,0,2,269.5,74.5,314.9,84.2,177.5,108.5,314.5,75.5,191,160.5,286.9,76.7,202.6,140.4,283.2,109.9,216.5,135.1,259.90000000000003,132.9,127.89999999999999,108.5,95.8,219.9,177.5,291.7,109.9,251.7
54,033,44,595,584,1,8,0,0,0,0,2,481,476,1,2,0,0,0,0,2,137,60.3,178.8,58.2,62.300000000000004,99.2,173.20000000000002,46.2,86.4,109.7,150.6,55.5,85.1,102.5,149.8,76.6,87.7,114.39999999999999,126.8,96.39999999999999,96.5,99.2,66.6,98.8,62.300000000000004,155.9,81.9,123.89999999999999
54,033,45,650,634,1,2,2,1,2,0,8,519,508,1,1,2,1,2,0,4,203.1,58.1,239.1,84.7,129.2,89.9,235.9,74.4,132.9,126.8,208.2,85.8,144.9,100.7,217.8,100.8,156.5,104.2,190.9,126.7,97.2,89.9,94.3,159,129.2,218,95.1,185.8
54,033,46,1175,1153,4,11,1,1,0,0,5,874,854,4,11,1,1,0,0,3,248.9,77.8,281.7,102.8,104.2,136.8,290.9,80.1,135.4,187.2,261.6,95.2,155.6,165,235.9,137.3,160.3,177.6,214.6,169.4,152.3,136.8,117.1,175.5,104.2,256.8,133,208.7
54,033,48,862,847,2,7,0,0,0,0,6,663,653,2,4,0,0,0,0,4,224.7,72,252.7,83.5,98.1,125.1,255.5,70.5,121.3,173.8,208.5,101.4,156.5,138.6,210.6,114.2,145.9,157.1,188.3,140,135.5,125.1,101.7,161.9,98.1,223.2,117.3,186.4
54,033,49,347,342,1,0,1,0,0,0,3,266,262,1,0,1,0,0,0,2,90.1,29.1,101.7,33.6,39.4,50.2,102.8,28.400000000000002,48.7,69.8,83.6,40.9,63,55.699999999999996,84.4,45.7,58.6,63.2,75.5,56.4,54.4,50.2,40.9,65,39.4,89.8,47.3,75.1
54,033,5,1082,1005,22,27,4,4,1,0,19,842,789,19,19,4,4,1,0,6,269.2,118.7,267.7,129.1,110.4,166.4,276.6,107,163.8,220.7,243.6,124.4,171.6,209.9,232.9,151.9,178.2,212.7,195.7,197,190.2,166.4,141.7,196,110.4,243.1,163.9,210.9
54,033,50,576,550,1,9,2,3,1,0,10,463,444,0,7,2,3,1,0,6,170.7,84.39999999999999,197.6,105.9,76,135,204.29999999999998,81.60000000000001,94,161.1,186.1,104,106,146.1,165.5,127.8,108.3,156.8,147.5,152.1,136.9,135,114.1,119.5,76,180.1,125.5,145.5
54,033,51,600,585,1,5,3,0,1,0,5,481,468,1,4,3,0,1,0,4,179.2,88.5,206.8,107.7,80.8,137.9,211.2,84.8,98.3,169.4,193.8,106.7,109.8,154.4,173.4,130.79999999999998,113.4,164.9,153.2,157.1,144.2,137.9,117.10000000000001,125.2,80.8,187.7,130.3,152
54,033,52,716,696,2,5,2,1,0,0,10,578,562,2,5,2,0,0,0,7,188.6,92.7,191.5,73.8,97.7,115.7,198.1,62.800000000000004,100.1,178.70000000000002,177.3,79.4,120.4,150.5,168.2,95.7,111.8,166.4,133.8,131.6,146.9,115.7,88.5,130.2,97.7,173.4,115.3,148.8
54,033,53,309,299,2,6,0,1,0,0,1,225,219,1,3,0,1,0,0,1,76,30.400000000000002,79.89999999999999,47.1,39.6,58.2,86.7,40.6,43.6,77.3,74.9,46.199999999999996,53,64.10000000000001,71.1,59.5,57.3,62.300000000000004,63.2,67.8,58.5,58.2,52.300000000000004,57.099999999999994,39.6,75.10000000000001,55.3,64.4
54,033,59,1074,1047,4,4,9,0,0,0,10,842,827,1,2,4,0,0,0,8,217,80.6,243,95,94.9,124.89999999999999,246.1,79.8,137,155.6,232.6,82.2,145,143.9,214.9,121,154.9,142.6,198.7,140.5,131,124.89999999999999,103.9,163.2,94.9,227.4,116.7,188.7
54,033,6,1094,1049,7,16,0,2,0,0,20,888,859,7,13,0,2,0,0,7,291.8,140.4,308.2,147.7,135.4,177.6,315,129.1,167.5,256.1,292.8,137.3,177.8,245.3,268.8,180.8,197.20000000000002,238.7,245.79999999999998,214.8,220,177.6,161.5,208.4,135.4,285.6,186.6,239.3
54,033,61,1210,1168,8,11,2,1,0,0,20,936,912,5,6,2,1,0,0,10,302.5,102.2,303.90000000000003,112.89999999999999,135.9,140.5,307.2,99.6,184.1,210,268.3,119.5,195.2,196,255,158.3,199.7,204.5,238,179.6,178.2,140.5,134.1,220.1,135.9,274.3,151.9,238.8
54,033,62,396,384,2,6,0,0,0,0,4,316,307,2,5,0,0,0,0,2,118.8,44.3,155.9,52.9,63.6,76.7,153.6,45.7,60.9,100.9,136.70000000000002,51.6,76.7,82.7,134.7,63.6,76.1,92.1,113.7,90.60000000000001,79.8,76.7,60.9,83.3,63.6,138.5,69.9,109
54,033,63,1453,1400,11,22,1,1,0,0,18,1140,1104,6,18,1,1,0,0,10,291.7,105.9,347,123.4,132.9,160.1,332,110.2,169.6,220.7,307,123.4,171.9,209.5,301.8,150.1,190.7,216.2,261.2,204.9,188.4,160.1,142.8,205.4,132.9,309.2,162.4,250.7
54,033,66,1152,1107,19,13,0,0,0,0,13,896,864,14,8,0,0,0,0,10,252.2,104.8,248.4,117.9,97.5,141.1,234.6,109.6,143.3,198.1,237.4,112.6,149.1,189.6,190.4,157.7,148.7,203,164.5,194,173.5,141.1,138.4,173.4,97.5,215.1,152.8,186.8
54,033,68,779,716,24,10,3,0,0,1,25,593,557,15,9,3,0,0,1,8,176.1,118.5,186.5,148.3,86.9,153.20000000000002,197.6,130.1,105.5,194.4,177.3,144.70000000000002,120.9,175.8,163.5,173.4,130.9,176.2,145.9,191.7,166.1,153.20000000000002,157.79999999999998,133,86.9,173.6,160.70000000000002,149.4
54,033,70,574,503,37,8,4,2,0,3,17,464,410,32,4,4,2,0,1,11,71.8,62,76,59.7,32.5,65.6,81.8,48.9,47.1,79.7,79.2,47.699999999999996,47.4,79,65.5,65.8,51.8,84.8,57.9,73.4,76.4,65.6,59.1,54.5,32.5,71.9,66.5,61.2
54,033,74,1037,876,70,41,6,3,0,0,41,838,723,59,30,6,3,0,0,17,112.60000000000001,103.6,117.1,99.4,50.800000000000004,108.1,126.4,81.1,76.39999999999999,125.8,122.5,78,75.8,127.3,100.8,107.9,82.7,137.1,88,119.4,123.2,108.1,97.3,87.3,50.800000000000004,111.3,108.7,95.1
54,033,78,738,684,25,19,2,0,0,1,7,587,557,16,10,2,0,0,1,1,172.3,118.2,188.5,125.3,75.9,136.5,201.1,104.2,101.7,186.8,193.5,107.3,110.8,171.2,165.2,141.6,117.5,181.5,149.5,163.8,164.5,136.5,128.5,125.8,75.9,179.4,143.6,147.9
54,033,79,606,572,16,4,0,3,0,2,9,483,460,11,4,0,3,0,1,4,142,97.5,154.9,102.9,62.3,112.39999999999999,165.7,86,83.6,153.4,159.2,88.4,91.2,140.70000000000002,136,115.8,96.7,149.6,123,134.9,135.6,112.39999999999999,105.5,103.6,62.3,147.4,118.2,121.3
54,033,80,972,918,17,23,1,2,0,0,11,737,705,11,14,1,2,0,0,4,238,142.3,231,171.7,132.5,182.20000000000002,229.6,154,149.6,220.7,220.7,151.3,138.7,210.9,194,194,163.2,215.1,172.6,228.6,197.7,182.20000000000002,179.9,172.2,132.5,209.4,186.9,187.4
54,033,82,1233,1183,16,13,2,0,0,0,19,973,939,9,10,2,0,0,0,13,300.9,127.4,315.7,166.7,127.5,176.9,317.7,147.2,202.9,213,271.2,163.3,190.2,209.4,265.3,201.5,209.8,224.2,238.29999999999998,237.7,194.2,176.9,183.3,225.8,127.5,281.6,186.5,243.6
54,033,83,740,691,27,14,3,0,0,0,5,590,553,22,8,2,0,0,0,5,154.5,75.5,161.3,92.1,65.6,98.2,164,80.1,104.5,117.2,142.4,86.8,98.2,116.1,136,109.6,108.6,124.60000000000001,121.7,127.3,108.5,98.2,99.3,116.4,65.6,145.2,102.9,125.7
54,033,87,782,729,21,12,1,0,0,0,19,590,557,18,6,1,0,0,0,8,192.8,62.9,199.4,76.4,79.6,93.1,197.1,62.699999999999996,116.8,136.7,182.4,78.7,122.8,124.1,156.1,102.8,137.3,113.4,141.9,122.9,109.3,93.1,88.5,142.2,79.6,175.2,97.6,152.7
54,033,9,615,594,5,9,0,0,0,0,7,472,458,4,7,0,0,0,0,3,125.3,68.3,137,78.7,60.7,93.9,141.1,69.3,81.6,104.5,124.4,73.7,75.5,103.6,115.5,94.89999999999999,91.7,99.5,99.9,112,94.3,93.9,86.1,94.1,60.7,123.7,89.8,105.8
54,033,92,1182,1151,2,8,3,2,0,0,16,908,887,1,6,1,1,0,0,12,295.5,83,330.3,93.4,157.6,127.4,325.2,84.60000000000001,168.4,206.3,296.4,98.8,190,171.4,281.3,129.9,209.1,172.6,269.2,148.9,158.5,127.4,110.9,215,157.6,300.2,131.5,252.1
54,033,95,747,734,0,4,0,4,0,0,5,599,590,0,4,0,0,0,0,5,158.9,31.9,208.2,47.9,95.6,68.4,196.9,51.7,87.60000000000001,104.8,191.1,44,103.7,83.9,175.1,71.2,101.9,89.3,161.8,85.7,77.6,68.4,60.1,113.1,95.6,186.4,68,147.6
54,033,96,876,853,4,9,2,0,0,0,8,672,659,1,3,2,0,0,0,7,273.4,90.2,280.7,86.3,126.60000000000001,159.4,268.3,79.1,143.9,223.6,252.70000000000002,91.1,166,186.4,233.2,122.3,171.3,199.6,186.5,169.8,174.8,159.4,109.3,188.9,126.60000000000001,244.2,140.9,210.3
54,033,98,1217,1176,1,14,4,6,2,0,14,963,933,1,13,4,5,2,0,5,269.8,67.8,327.3,61.7,141.6,100.8,316.4,51.2,165.2,172.1,287.4,67.4,182,137.6,283.4,98.5,189.2,146.5,260.1,122.1,130.2,100.8,79.7,201.2,141.6,295,102.5,242
54,035,1,579,548,0,15,2,2,0,0,12,474,453,0,11,2,2,0,0,6,182.6,56.2,200,72.4,85.5,123.8,214.4,56.2,117.6,121.1,192.1,65.7,141.4,107.7,180.8,86.2,125.10000000000001,114,147.6,121.1,99.2,123.8,80.1,141.6,85.5,187.4,92.9,158.7
54,035,10,351,340,0,5,1,1,0,0,4,268,260,0,2,1,1,0,0,4,85.2,23.099999999999998,90.1,35.8,29.900000000000002,48.8,98.2,27.8,35.8,79.2,74,38.2,57,61.1,88.2,35.8,45,65,65.89999999999999,56,57,48.8,38.8,55.4,29.900000000000002,83.2,47.1,66.7
54,035,11,1304,1288,5,6,1,1,0,0,3,1025,1019,2,1,1,1,0,0,1,389,102.6,443.2,107.8,198.7,204.9,433.3,98.4,203.2,272.8,389,115.1,277.8,208.5,391,146.1,254.6,235.5,337.2,201.4,205,204.9,134,282.6,198.7,398.4,169.6,332.7
54,035,14,1011,990,6,2,0,5,0,0,8,820,813,1,2,0,2,0,0,2,318.5,99.7,352.7,116,175.6,170.1,359.8,98,172.9,229.6,316.2,130.3,215.3,180,310.3,146.29999999999998,212.3,198.4,261.9,200.20000000000002,176.7,170.1,138.3,229.9,175.6,320.1,156.9,269.7
54,035,15,691,670,3,6,0,6,1,0,5,528,516,3,4,0,4,1,0,0,183.7,64.1,179.1,92.9,84.9,114.89999999999999,190.8,71.8,123,120,175.9,84.9,139,106.1,162.3,106.1,121.2,128.2,129.2,142.8,105.2,114.89999999999999,99.7,141.70000000000002,84.9,167.8,102.9,148.9
54,035,16,417,400,0,5,0,3,0,0,9,328,315,0,3,0,3,0,0,7,100.9,75.9,113,84,43,104,121,73,63.1,118,115,78,70.9,117,100.9,97,64,123.9,88.1,113,108.7,104,89,74.7,43,107.7,98.4,88.1
54,035,17,909,878,3,9,2,11,0,0,6,727,706,3,7,2,8,0,0,1,315.9,182,335,193.1,164.9,248.9,353,164,181,309.1,311.7,206,236.9,258.09999999999997,302.9,214.1,200.2,296.8,247.8,275.9,261.3,248.9,210.7,233.8,164.9,310.3,234.8,265
54,035,18,953,936,3,1,0,5,0,0,8,740,728,3,1,0,3,0,0,5,224.3,75.2,240.8,87.4,105.8,132,237,81.9,137.9,134.1,205.6,100.2,151.8,129.6,221.4,109,151.7,143.9,181.70000000000002,145.9,120.8,132,105,166.1,105.8,217.2,113.9,185.9
54,035,19,409,396,3,4,0,0,0,0,6,339,329,3,4,0,0,0,0,3,93.9,36.6,123.39999999999999,44.7,51,69,132.6,33.2,64.1,64.4,114.2,48.6,79.6,59.9,106.4,64.4,68.2,71,100,68.9,58,69,51.9,76.5,51,115.3,56,93.4
54,035,20,565,562,0,1,0,1,0,0,1,486,483,0,1,0,1,0,0,1,171.20000000000002,78.9,203,85,103.9,120.8,209.9,73.39999999999999,97.1,139.1,192.2,75,123.1,125.10000000000001,178.1,103.1,124.2,124.2,151.1,129.2,116.9,120.8,93.4,128.9,103.9,186.8,105.5,155.20000000000002
54,035,21,1340,1299,14,2,1,1,0,1,22,962,947,4,1,1,1,0,1,7,404.7,81.1,428.40000000000003,114.8,225.3,165.8,436.4,101.8,231.2,250,366.5,135,294.9,189.5,389,141.2,275.3,218.3,335,193.7,185.1,165.8,137.3,301.90000000000003,225.3,390.9,158.79999999999998,338.8
54,035,22,1324,1316,2,0,3,0,0,0,3,1042,1038,0,0,1,0,0,0,3,532.6,109.6,633.4,134.3,333.40000000000003,234.9,629.7,124.9,299.3,322.1,526.8,170,394.1,227.3,555,208.4,379.40000000000003,263.2,541.9,228.5,230.2,234.9,173.3,401.8,333.40000000000003,577.4,202.7,482.59999999999997
54,035,23,1379,1359,1,8,3,5,0,2,1,1039,1029,1,5,2,2,0,0,0,367,75.4,431.8,115.3,219.6,157.2,438.8,103.6,206.7,224.1,387.6,133.1,307.4,141.5,385.1,152.8,288.6,158.7,371.6,172.1,150.7,157.2,135.4,292.8,219.6,402.8,143.4,340.1
54,035,24,332,328,0,0,0,0,0,0,4,260,258,0,0,0,0,0,0,2,158.7,40.3,186.6,37.7,94.9,72.6,196.3,30.6,87.7,107.4,161.4,49.3,105.9,86.2,174.8,50.1,108.60000000000001,91.5,153.3,73.4,80.8,72.6,48.7,115.3,94.9,174.5,63.7,143.4
54,035,26,1805,1781,2,7,0,8,0,0,7,1365,1350,2,4,0,7,0,0,2,662.5,167.7,744.5,215.79999999999998,364,350.4,767.2,175.8,366.4,441.6,648.1,224.4,477.7,324.1,667.6,269.8,465.7,345,576.6,363.3,319.2,350.4,249.5,493.5,364,680.6,287.6,573.5
54,035,27,1331,1299,0,11,1,6,0,0,14,1054,1034,0,6,1,4,0,0,9,409.4,171.70000000000002,430.3,218.5,213.70000000000002,276.40000000000003,458,186.5,220.5,334.4,404.3,228.70000000000002,320.2,257.4,395.3,257.4,293.3,292.2,346.3,314.4,264.1,276.40000000000003,240.9,310.9,213.70000000000002,406.9,253.7,349.2
54,035,28,2203,2153,8,16,6,5,0,1,14,1670,1639,4,8,5,4,0,0,10,723,172.1,779.7,244.9,389.8,385.2,793.8,202.4,379.6,488.3,687.1,242.5,496.09999999999997,362.7,710.1,297.5,484.6,393.9,647.7,366.9,353.7,385.2,270.5,521.6,389.8,724.5,316.3,610
54,035,29,346,340,1,1,0,1,0,0,3,281,275,1,1,0,1,0,0,3,102.2,26.2,122.2,36.2,62.1,67.3,119.5,36.1,62.4,59.9,96.5,43.2,70.2,54.1,107.8,48.9,64.9,64.8,90.3,61.7,51.2,67.3,45.2,74.8,62.1,107.6,50,89.8
54,035,30,1895,1851,5,16,5,2,0,0,16,1460,1430,5,14,2,2,0,0,7,571.6,140.4,618.9,180.9,313.2,269.6,619.7,165.4,323.3,358,530.1,190.2,401.7,284.1,553.3,228.5,373.9,319.1,500,290.2,276.1,269.6,210.8,418.6,313.2,565.4,242,480
54,035,32,1350,1323,3,1,4,3,2,0,14,1065,1046,3,1,4,3,2,0,6,442.9,134.4,477.6,148.1,217.2,243.5,483,129.4,250.9,301.1,401,169.9,293.6,260.2,402.3,208.2,287,286,350.2,269.3,245.3,243.5,184.8,318.7,217.2,423,214.1,360.8
54,035,33,1090,1065,2,7,3,0,0,0,13,799,786,1,5,3,0,0,0,4,371.8,82,422.4,107.5,231.8,167.20000000000002,438.7,83.1,208.29999999999998,228.9,357.7,135.8,271.7,174.1,366.9,149.8,262.2,188.5,341.2,185.70000000000002,168.2,167.20000000000002,132.1,278.4,231.8,385.59999999999997,150.5,326.90000000000003
54,035,37,571,558,6,2,1,1,0,0,3,440,433,3,1,1,0,0,0,2,173.3,61.2,206.9,62.1,90,118.5,211.7,57.300000000000004,103,140.1,180.6,67.3,129.4,115.9,181.7,87.6,118.5,122.39999999999999,160.3,107.7,109.9,118.5,76.5,131.3,90,188.2,94.1,155.4
54,035,38,382,368,0,8,0,0,0,0,6,302,293,0,6,0,0,0,0,3,144.1,32.8,163.9,33.7,76.3,60.1,157.1,38.3,81.2,76.1,137.1,38.4,106.39999999999999,63.7,140.1,60.4,99.5,67.6,134.1,65.9,60.6,60.1,47.3,107.9,76.3,146.9,53.8,123.6
54,035,39,615,603,2,3,0,0,5,0,2,493,488,0,1,0,0,3,0,1,189.9,26.7,203.4,35.5,101.6,58.3,199.1,32.8,98.89999999999999,98.8,169.7,41,126.2,73.2,180.8,53.3,113.4,87.5,156.8,76.3,71.7,58.3,48,131.9,101.6,181.8,58.099999999999994,154
54,035,4,1246,1236,1,5,1,0,0,0,3,980,972,1,3,1,0,0,0,3,371.9,76.1,445.2,76.4,220.3,154.4,433.40000000000003,71.5,222.8,220,390.5,82.9,270.7,166.5,396,102.1,253.2,184.2,338.4,163.7,161.6,154.4,99.5,280.2,220.3,400.2,130.8,334.4
54,035,43,758,743,1,4,3,0,0,0,7,586,576,1,4,1,0,0,0,4,237.4,40.2,295.3,47.3,163.8,75.8,286.9,43.7,126.3,136.8,252.79999999999998,52.4,185.3,84.6,261.4,60.7,175.8,90.7,234,96,88.2,75.8,59.800000000000004,181,163.8,266,72.7,221.9
54,035,5,698,677,2,2,0,1,0,0,16,558,540,1,2,0,1,0,0,14,199.9,72.2,238.4,68.5,114.9,118.2,239,61.1,122,135.5,212.9,71.2,142.5,119.1,201.7,90.8,132.3,132.5,172.9,123.4,113.9,118.2,83.3,148.9,114.9,213.1,98.6,176.6
54,035,6,707,677,2,19,0,3,0,0,6,525,505,2,14,0,1,0,0,3,171.9,66.9,204.2,63.9,84,114.9,209.1,58.6,96.9,146.1,191,66.2,120.9,120,179.1,79.9,100.1,141,141,117.89999999999999,118.6,114.9,77.3,122.5,84,184.7,97.4,149.6
54,035,7,799,791,0,0,1,0,1,0,6,608,602,0,0,1,0,0,0,5,268.4,76.7,289.3,100.3,175.1,146.29999999999998,304.4,77.6,171.9,171.2,292.2,90.3,204.2,140,280.6,102,203.2,137.2,251.6,132.5,131.3,146.29999999999998,100.5,211.7,175.1,283.7,117.60000000000001,243.9
54,035,8,1021,981,1,16,3,6,0,1,13,726,701,1,8,3,4,0,0,9,233.8,92.2,251.79999999999998,107,118.1,139.6,270.8,85.9,138.3,176.1,220.5,120.7,170.1,138.3,227.1,128.2,138.3,178.8,187.8,170.7,145.8,139.6,121.7,170.3,118.1,231.6,134.1,195.6
54,035,9,830,807,2,3,0,2,0,0,16,672,663,0,1,0,1,0,0,7,217.8,122,237.9,135.2,110.9,179.2,253.1,107.8,127.8,197.1,229.9,125.1,154.4,192.3,219.2,149.1,147,210.9,165.1,206,180.9,179.2,144.5,162,110.9,221.4,162.4,186.4
54,037,12,2698,2159,263,169,4,31,0,1,71,1926,1572,202,92,4,24,0,0,32,583.9,397.7,705.6,538.2,402.59999999999997,453.1,737.1,478.8,527.3,409.4,648.1,461.1,663.8,326,754,485.1,538.7,435.5,677.8,553.4,391.5,453.1,503.5,578.1,402.59999999999997,704.6,454.2,623.8
54,037,13,2750,2468,69,93,0,56,0,6,58,1903,1734,47,55,0,40,0,3,24,792.5,477.1,961.5,679,593,572.3,1004.5,599,729.5,459,914.4,575.4,897.6,378.5,1049,594.4,734,506,939.2,693.8,455,572.3,628,788.1,593,973.8,554,861.9
