state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,pre_20_dem_bid,pre_20_rep_tru,uss_18_dem_kai,uss_18_rep_ste,uss_20_dem_war,uss_20_rep_gad,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20
51,035,104,1394,1362,2,14,1,4,0,3,8,1097,1076,1,11,1,2,0,1,5,134.4,525.7,143.5,616.3,115.1,367.5,171.1,568.9,134.4,115.1,157.7,525.7,367.5,592.2
51,035,201,2941,2853,5,62,3,6,4,0,8,2359,2311,4,31,3,4,4,0,2,319.1,1017.9,236.6,1025.4,309.7,790,347.8,905.6,319.1,309.7,290.6,1017.9,790,966.3
51,035,202,1143,1102,4,20,4,4,0,1,8,929,903,4,12,4,3,0,0,3,112.2,421.3,144.4,595,105.7,309.9,185.8,545.8,112.2,105.7,164.2,421.3,309.9,570.3
51,035,203,1676,1627,2,35,5,2,0,0,5,1360,1323,2,23,5,2,0,0,5,196.3,655.3,223.9,778.4,165.3,514.5,279.1,706.5,196.3,165.3,250.4,655.3,514.5,741.4
51,035,301,3581,3455,16,77,3,18,0,0,12,2852,2779,7,46,3,11,0,0,6,358.3,1258.9,295.7,1371.8,285.2,929.8,377.2,1250.1,358.3,285.2,334.8,1258.9,929.8,1310.2
51,035,302,1338,1300,12,20,0,1,0,0,5,1038,1022,6,7,0,1,0,0,2,110.4,520.6,118.4,668.8000000000001,109.4,376.8,169.8,605.1,110.4,109.4,143.2,520.6,376.8,636.1
51,035,303,723,705,0,13,0,1,0,0,4,585,576,0,6,0,1,0,0,2,47.4,276,59.5,352.5,60.7,233.6,96,318.8,47.4,60.7,78,276,233.6,335.4
51,035,401,841,814,2,21,2,0,0,0,2,637,623,1,10,2,0,0,0,1,81.1,291.8,63.9,298.9,83.8,224.3,86.5,273.8,81.1,83.8,74.3,291.8,224.3,286.5
51,035,402,3007,2821,42,114,7,4,0,1,18,2420,2292,37,72,6,3,0,1,9,274.6,1092.4,266.4,1137.7,283.8,810,357.6,1043,274.6,283.8,311.7,1092.4,810,1089.8
51,035,403,1661,1456,7,182,0,6,0,0,10,1297,1180,5,104,0,3,0,0,5,110.2,550.2,170.9,723.8,128.1,418.8,206,665.5,110.2,128.1,189,550.2,418.8,695
51,035,404,886,854,0,23,0,3,0,0,6,706,689,0,13,0,1,0,0,3,97.9,345.2,80.5,391.1,106.7,293.4,95.8,365.6,97.9,106.7,87.9,345.2,293.4,378.1
51,035,501,1046,1022,6,4,9,0,0,0,5,849,830,5,4,6,0,0,0,4,62.7,358.7,113.4,538.2,65.2,283.2,138.4,493.2,62.7,65.2,125.8,358.7,283.2,515
51,035,502,2244,2160,18,49,5,0,0,0,12,1727,1677,16,25,2,0,0,0,7,152,796,178.5,985.7,144.9,627.2,261.5,897.9,152,144.9,220.1,796,627.2,941.6
51,035,503,1304,1265,8,19,2,0,0,0,10,1069,1035,8,14,2,0,0,0,10,81.9,447.1,138.2,474.4,101.5,304,155.4,440.3,81.9,101.5,147.1,447.1,304,457.1
51,035,504,1417,1375,10,21,5,0,0,3,3,1086,1058,6,19,2,0,0,1,0,103,540.3,121.2,686.9,97.6,398.6,157.6,628.4,103,97.6,138.5,540.3,398.6,656.4
51,036,101,2561,1280,1091,23,107,9,4,1,46,2081,1072,886,14,73,9,1,1,25,808.6,621.9,919.3,854.6,672.2,475.5,959.3,832.3,808.6,672.2,939.4,621.9,475.5,843
51,036,201,2260,649,1124,49,345,8,0,4,81,1851,535,922,39,291,5,0,3,56,875.5,363.8,796.8,434.5,736,282.3,837.8,408.3,875.5,736,817.8,363.8,282.3,421
51,036,301,2435,1010,1296,16,43,7,1,13,49,2023,846,1081,15,36,7,1,9,28,745.2,448.8,832.8,433.4,663.8,378.1,827.6,424.6,745.2,663.8,829.7,448.8,378.1,429.3
51,037,101,1921,1296,524,58,16,6,0,4,17,1496,1011,422,39,8,6,0,0,10,367.3,553.7,310.7,490.2,321.8,439.8,325.5,478.8,367.3,321.8,318.1,553.7,439.8,484.1
51,037,201,1659,1064,528,41,1,1,0,1,23,1323,880,400,30,1,1,0,0,11,323,499.8,448.8,601.5,277.9,397.4,489.6,559.3,323,277.9,467.6,499.8,397.4,582
51,037,302,1843,1220,560,24,5,0,0,4,30,1419,978,410,15,4,0,0,1,11,275.4,442.8,312,529.9,237.2,350.4,333,511.2,275.4,237.2,320.8,442.8,350.4,522.5
51,037,401,1804,1269,465,46,0,6,0,0,18,1386,1000,345,28,0,3,0,0,10,296.4,521,384.6,637,269.6,423.5,422.7,609.2,296.4,269.6,403.3,521,423.5,623.5
51,037,501,1007,750,230,7,0,6,0,1,13,734,550,167,4,0,4,0,1,8,163.5,260.8,181,249.9,136.2,206.5,202.1,230.8,163.5,136.2,192.6,260.8,206.5,238.79999999999998
51,037,503,1092,632,428,7,2,3,0,0,20,781,485,275,5,2,2,0,0,12,170,282.2,192.1,285.2,139.8,223,216,263.5,170,139.8,205,282.2,223,274.3
51,037,601,746,528,201,7,1,1,0,0,8,584,412,165,2,1,1,0,0,3,116.8,246.2,106.7,300.7,105.3,201.8,123.1,286.8,116.8,105.3,115.7,246.2,201.8,293.8
51,037,602,952,715,218,3,4,2,0,2,8,743,562,169,2,4,2,0,0,4,149.6,310.1,139.4,373.5,134.4,253.1,160.3,356.7,149.6,134.4,150.1,310.1,253.1,365.1
51,037,701,556,376,157,16,2,0,0,0,5,445,302,126,14,1,0,0,0,2,106.6,131.5,86.8,124.8,90.6,106.4,89.4,119.7,106.6,90.6,88.3,131.5,106.4,122.9
51,037,702,1006,533,428,31,0,1,0,2,11,774,435,313,15,0,1,0,2,8,186,231.79999999999998,155.2,222.4,157.9,187.4,160.9,212.9,186,157.9,158.1,231.79999999999998,187.4,218.4
51,041,101,3809,2422,660,547,25,74,5,9,67,2848,1919,472,337,18,63,2,2,35,727.2,802.2,1471.9,1140.1,689.8,512.4,1518.8,1099,727.2,689.8,1495.7,802.2,512.4,1119.9
51,041,102,5788,3579,1007,991,22,71,3,7,108,4285,2848,713,597,17,60,3,4,43,1101,1295.9,2026.9,1559.4,1005.1,905.4,2046.3,1512.5,1101,1005.1,2037,1295.9,905.4,1535.8
51,041,103,4893,3706,748,196,6,139,0,7,91,3686,2892,519,126,5,97,0,3,44,1182.6,1859.1,1999.6,2481.7,1164,1333,2011,2472.2,1182.6,1164,2005.7,1859.1,1333,2477.3
51,041,104,4875,3954,484,246,21,84,1,2,83,3634,3013,346,154,13,61,1,0,46,954.3,1697.9,1360,1995.6000000000001,935.9,1320.8,1426.5,1952.8,954.3,935.9,1393.6,1697.9,1320.8,1974.7
51,041,105,9469,2843,3197,2950,57,209,1,21,191,6751,2362,2135,1956,43,163,1,3,88,1456.2,783.7,2698.7,1009.6,1151.7,544.8,2698.6,937.5,1456.2,1151.7,2699.3,783.7,544.8,974
51,041,106,7023,4126,2134,402,25,166,4,7,159,4954,3173,1333,230,21,120,3,4,70,1798.7,1701.3,2336.4,1886.5,1676.5,1196.3,2352,1821.8,1798.7,1676.5,2344,1701.3,1196.3,1854
51,041,107,4847,2521,1664,281,16,197,1,18,149,3175,1846,954,159,12,140,1,7,56,1165.8,1122.1,1927.3,1336.1,1063.7,810.5,1866.7,1316.9,1165.8,1063.7,1897,1122.1,810.5,1326.4
51,041,108,5975,4496,940,259,14,137,4,12,113,4694,3621,702,182,7,116,4,8,54,1191.2,1918.4,1247.3,1530.9,1191.2,1591.5,1343,1491.1,1191.2,1191.2,1295.7,1918.4,1591.5,1511.3
51,041,109,7077,4265,1418,456,18,708,5,18,189,5166,3233,985,283,15,548,2,9,91,1673.6,1859.8999999999999,2233.4,2170.8,1664.7,1386.7,2290.8,2046.8,1673.6,1664.7,2262.5,1859.8999999999999,1386.7,2108.6
51,041,110,2849,1838,701,108,10,125,2,3,62,2069,1348,526,64,8,95,2,3,23,714,866.9,1036.6000000000001,1278.8999999999999,689.9,710.8,1026.9,1253.9,714,689.9,1031.6,866.9,710.8,1266.1
51,041,111,6131,4036,1564,203,24,141,10,30,123,4699,3188,1170,125,19,112,9,17,59,1544.9,1757.4,1543.6,1435.6,1640.4,1436.5,1545.4,1430.1000000000001,1544.9,1640.4,1545.1,1757.4,1436.5,1433.3
51,041,112,3860,2349,1123,174,11,84,5,6,108,2803,1744,815,109,7,75,5,1,47,1042.8,1007.8,1296.6,1011.1,1050.9,790.5,1269.1,1005.1,1042.8,1050.9,1282.9,1007.8,790.5,1008
51,041,201,5053,3312,1236,300,19,70,4,7,105,4095,2787,992,185,16,57,3,3,52,784.5,1076,1056,1088.8,784.5,794.5,1108.1,1049.9,784.5,784.5,1082.2,1076,794.5,1069.8
51,041,202,5050,2223,1773,782,20,158,7,3,84,3894,1915,1286,512,17,127,5,2,30,1621.9,888,2084,929.9,1670.7,707.6,2147.2,863.9,1621.9,1670.7,2116.1,888,707.6,896.9
51,041,203,4028,2095,1190,594,22,41,0,9,77,2941,1643,860,358,15,30,0,2,33,987,763,1507.1,911.1,916,524,1478.6,874.7,987,916,1492.6000000000001,763,524,892.8
51,041,204,2953,1876,818,115,5,50,2,3,84,2108,1384,575,72,5,39,1,3,29,805.1,725,982,890.8,840,532.9,1003,884.8,805.1,840,992.3,725,532.9,888
51,041,205,5531,2239,2048,681,23,416,6,4,114,4297,1940,1505,438,19,322,3,2,68,1817.7,811.6,1764.1,532.6,1625.9,633.1,1807.7,488,1817.7,1625.9,1786,811.6,633.1,509.7
51,041,206,3999,739,1892,1250,7,19,0,7,85,2828,607,1305,853,4,18,0,1,40,1240.3,235.3,2024.1,270.5,1157.7,169.20000000000002,2018,250.3,1240.3,1157.7,2020.9,235.3,169.20000000000002,260.4
51,041,207,2731,914,1231,482,3,42,1,7,51,2019,786,843,329,2,35,1,3,20,802,253.5,1208.6,308.6,729.9,207.9,1181.1,303,802,729.9,1194.9,253.5,207.9,305.6
51,041,208,5053,1700,2216,841,20,150,0,20,106,3730,1468,1532,542,17,115,0,9,47,1616.7,648.1,1674.8,545.8,1491.5,470.9,1717.3,496,1616.7,1491.5,1696.3,648.1,470.9,520.4
51,041,209,5988,3959,1215,539,27,94,5,13,136,4444,3046,878,356,18,80,5,3,58,1312.9,1565.2,1830.9,1642.2,1260.2,1063,1923.1,1577.1,1312.9,1260.2,1877.1,1565.2,1063,1609.3
51,041,210,5571,2755,2034,378,10,208,3,11,172,3960,2139,1378,226,6,142,1,5,63,1907.7,1145.7,2211.3,1122,1967.8,888.3,2360.3,1034.9,1907.7,1967.8,2286.2,1145.7,888.3,1078
51,041,211,4966,4119,501,87,9,151,2,5,92,3695,3123,353,60,5,125,2,1,26,1131.8,2061.6,814.1,1612.6,1209.8,1802.3,815.9,1646.5,1131.8,1209.8,815.1,2061.6,1802.3,1629.8999999999999
51,041,212,2790,1689,768,172,4,76,4,6,71,2084,1393,484,111,4,61,3,2,26,638.3,720.6,855.6999999999999,740,639,598.7,870.9,735.8,638.3,639,863.1,720.6,598.7,737.8
51,041,213,6498,1712,3540,792,16,237,0,24,177,4692,1451,2474,497,13,175,0,7,75,2601.3,673.5,2876.8,659.8,2571.4,514.1,2870.2000000000003,636.3,2601.3,2571.4,2873.6,673.5,514.1,647.7
51,041,301,7537,1446,5618,221,20,32,0,15,185,6350,1171,4822,163,18,28,0,10,138,2778.9,513,2093.3,446.7,2038.7,387.6,2011.1,418,2778.9,2038.7,2051.6,513,387.6,432
51,041,302,1978,1609,219,76,7,14,1,3,49,1449,1213,160,44,7,10,1,2,12,390.9,658.8,635.1,857,400.1,518.1,719.9,831.9,390.9,400.1,677.5,658.8,518.1,844.4
51,041,303,5765,3349,2161,118,14,19,3,4,97,4328,2606,1579,70,10,18,3,2,40,1453.1000000000001,1579.8,1186.5,1444.1,1325,1195.2,1217.9,1405.8,1453.1000000000001,1325,1202.4,1579.8,1195.2,1424.9
51,041,304,5452,4417,731,136,16,43,1,5,103,4145,3407,551,80,13,40,1,4,49,877.7,2322.3,847.8,2815.1,891.6,1879.4,866.8000000000001,2808.7,877.7,891.6,856.4,2322.3,1879.4,2811.8
51,041,305,1679,1495,84,60,5,13,0,3,19,1342,1215,66,37,5,7,0,1,11,233.9,802,330.9,925,230.8,639.2,358.9,897.6,233.9,230.8,344.7,802,639.2,911.5
51,041,306,4727,4161,363,91,16,36,0,6,54,3486,3074,285,52,15,27,0,3,30,733.5,2229.8,876.6,2424.4,773.9,1795.6,886.2,2406.2,733.5,773.9,881.1,2229.8,1795.6,2415.5
51,041,307,5841,4557,629,227,10,270,0,7,141,3597,2837,396,135,5,178,0,3,43,1337.1000000000001,1781.3,2432.1,2548.8,1616.8,1502.8999999999999,2355.4,2580.2,1337.1000000000001,1616.8,2393.9,1781.3,1502.8999999999999,2564.5
51,041,308,4514,2896,987,311,21,167,4,4,124,3516,2360,731,207,17,128,4,2,67,1167.4,1281.9,1584.2,1400.1,1173.9,960.2,1646.4,1374.4,1167.4,1173.9,1615.3,1281.9,960.2,1387.5
51,041,309,6195,5204,370,189,2,319,5,11,95,4162,3560,248,102,2,202,3,7,38,2112.6,3608,4289.7,5633,2855.4,3357.6,4169.1,5765.9,2112.6,2855.4,4229.8,3608,3357.6,5700.1
51,041,310,4246,3685,258,119,5,83,0,16,80,3143,2761,189,79,3,63,0,11,37,1042.2,1442.1,1575,1641.8999999999999,1094.9,1188.9,1484,1760,1042.2,1094.9,1529.6,1442.1,1188.9,1700.5
51,041,312,7232,5529,772,222,14,526,7,10,152,5120,4015,526,133,9,370,3,5,59,1885.3,2086.4,2592.6,2076.1,2048.1,1700,2501.4,2126.7,1885.3,2048.1,2547.2,2086.4,1700,2101.1
51,041,313,4960,4224,346,141,10,159,0,8,72,3346,2877,245,87,5,110,0,2,20,1337.1,1837.7,1722.9,2158.9,1492.2,1623.1,1705.7,2186.2,1337.1,1492.2,1714.3,1837.7,1623.1,2172.6
51,041,315,5910,4767,712,216,18,94,0,11,92,4269,3489,537,120,14,68,0,6,35,1101.8,2354.3,1412.5,2738.2,1159,1931.1,1444,2704.9,1101.8,1159,1428.5,2354.3,1931.1,2721.2
51,041,316,4960,3814,616,239,13,122,2,15,139,3428,2686,437,145,10,87,2,5,56,880.5,1307,1665.1,1867.5,918.9,954.6,1682.5,1870,880.5,918.9,1673.8,1307,954.6,1868.7
51,041,317,4140,3265,490,133,7,188,1,5,51,3013,2432,351,72,5,134,1,1,17,1155.1000000000001,1792.1000000000001,1360.3,1724.8999999999999,1335.1,1440.1,1393.2,1730.7,1155.1000000000001,1335.1,1376.9,1792.1000000000001,1440.1,1727.8
51,041,401,2485,2029,297,56,10,60,0,0,33,1986,1667,211,33,6,55,0,0,14,646.1999999999999,837.8,914,1040.8,777,714.1,880.9,1043.1,646.1999999999999,777,897.4,837.8,714.1,1041.8
51,041,402,7899,5558,1379,374,27,365,9,8,179,5894,4289,997,245,22,260,8,5,68,1891.2,2045.8,1868.4,1852.9,1792.6,1337.7,2015.8999999999999,1771.5,1891.2,1792.6,1942,2045.8,1337.7,1812.3
51,041,403,4876,3760,442,145,7,359,6,12,145,3424,2729,306,91,5,243,2,8,40,1193.9,1349.8999999999999,1439,1433,1309.9,1139.1,1525.1,1395.1,1193.9,1309.9,1482,1349.8999999999999,1139.1,1414.1
51,041,404,4229,2662,996,339,8,133,1,13,77,3182,2127,692,206,7,107,1,6,36,1203,989.1,1549.2,991.2,1191.8,787.1,1585.3,970.2,1203,1191.8,1566.8,989.1,787.1,980.5
51,041,405,3925,2812,646,183,8,142,1,12,121,3204,2399,485,123,8,126,1,6,56,1102.8,1231.3,845.1,805.2,1231.3,1024.8,851.1,808.8,1102.8,1231.3,848.3,1231.3,1024.8,807.5
51,041,406,3061,2708,143,64,13,101,0,2,30,2353,2118,94,35,6,85,0,1,14,832.3,1137.9,1012.8,1104,962.1,957.1,998.1,1113.6,832.3,962.1,1005.2,1137.9,957.1,1109.1
51,041,407,2176,1884,107,58,2,92,0,7,26,1604,1406,81,38,1,61,0,5,12,599.3,779.1,593.3,789.7,626.7,689.1,663.8,776.8,599.3,626.7,628.5,779.1,689.1,783
51,041,408,6138,3304,1858,538,18,273,1,12,134,4664,2705,1297,360,13,207,1,7,74,1873.1,1202.2,1769.8,1025,1962.9,932.6,1833.8,990.8,1873.1,1962.9,1801.9,1202.2,932.6,1008.1
51,041,409,4818,2231,1934,419,17,70,6,17,124,3595,1779,1409,264,12,61,5,7,58,1709.2,873.4,2684.2,1200,1658.5,685.6,2603.9,1173.1,1709.2,1658.5,2644,873.4,685.6,1186.3
51,041,410,2611,1755,566,164,7,64,0,5,50,1978,1408,391,95,5,52,0,5,22,695,710,1045,834.3,755.1,560.3,1089.1000000000001,822,695,755.1,1067.2,710,560.3,828.4
51,041,411,3951,3419,278,108,6,71,0,0,69,3033,2671,201,73,5,55,0,0,28,1078.9,1256.9,1481,1457.4,1177.9,1047.1,1474.2,1463,1078.9,1177.9,1477.5,1256.9,1047.1,1460.4
51,041,413,4206,2660,920,335,8,154,2,14,113,3204,2159,652,211,6,114,1,6,55,1058.9,973.9,1758.9,1158,1158,798.9,1748,1161.1,1058.9,1158,1753.1000000000001,973.9,798.9,1159.6
51,041,414,5171,3622,848,435,17,95,3,4,147,3701,2719,574,265,15,70,3,2,53,1019.1,1281,1496.6,1391.1,1008.3,933.7,1557.5,1364.1,1019.1,1008.3,1527.3,1281,933.7,1378
51,041,501,3698,2613,538,390,2,87,0,8,60,2686,2076,281,230,2,67,0,1,29,899.1,719.3,1732.9,1072.7,947.1,623.7,1782.7,1060.8,899.1,947.1,1757.7,719.3,623.7,1067.1
51,041,502,2006,1770,92,42,9,49,3,0,41,1572,1413,69,23,5,39,3,0,20,625.3,637,1007.7,689.9,689.1,506.9,958,706.5,625.3,689.1,982.8,637,506.9,698.6
51,041,503,8463,6905,686,278,9,430,2,13,140,6360,5252,542,178,8,306,2,6,66,2165,3151.3,2564.9,2912,2524.8,2684.4,2593,2924.5,2165,2524.8,2578.7,3151.3,2684.4,2918.2999999999997
51,041,504,5278,4643,147,80,4,306,0,9,89,3673,3258,118,46,2,218,0,5,26,1444,1891.1,1438.8,1836.2,1718.2,1635,1297.1,1916.9,1444,1718.2,1367.8,1891.1,1635,1877.1
51,041,505,3804,3504,128,70,5,41,0,8,48,2963,2761,101,51,2,28,0,3,17,1265.7,1137.6,1341.9,1099.7,1416.9,931.9,1285.4,1156.4,1265.7,1416.9,1314.5,1137.6,931.9,1127.8
51,041,506,4446,3312,524,253,3,255,0,14,85,3376,2610,380,157,2,184,0,8,35,1251.8999999999999,1055.1,2195.7,1243.9,1304.1,875,2151.7,1279,1251.8999999999999,1304.1,2173.4,1055.1,875,1260.7
51,041,507,5003,4588,113,76,2,168,0,9,47,3615,3347,82,45,2,117,0,2,20,1212.9,1854.4,1497.2,2204.6,1404.9,1572.7,1413.2,2301.2,1212.9,1404.9,1455.2,1854.4,1572.7,2253
51,041,508,3361,2609,401,119,10,145,0,4,73,2718,2177,308,76,8,113,0,1,35,772.4,821.4,927.6,733.2,774.9,590.1,957.9,727.8,772.4,774.9,943,821.4,590.1,730.7
51,041,509,2732,1942,384,145,6,178,0,6,71,2160,1591,297,94,6,137,0,1,34,923,678.2,1660,894.2,970.6,531.1,1686,856.4,923,970.6,1673,678.2,531.1,875.1
51,041,510,4214,3747,186,85,8,115,1,5,67,3084,2759,136,53,5,95,1,3,32,1037.9,1400.1,1101.8,1090.8999999999999,1190.1,1146.1,1123.8,1123.8,1037.9,1190.1,1112.8,1400.1,1146.1,1107.5
51,041,511,2590,2406,38,40,1,70,4,1,30,1892,1763,36,22,1,53,2,1,14,667,923,1097.2,1254.9,766.8000000000001,817.9,1069,1308.8,667,766.8000000000001,1083,923,817.9,1281.8
51,041,513,2240,712,812,560,3,86,4,6,57,1701,605,593,398,3,68,3,3,28,607.1999999999999,232.7,994.3000000000001,307.7,550.3000000000001,157.1,997.6999999999999,294.5,607.1999999999999,550.3000000000001,995.8,232.7,157.1,301.2
51,041,514,4977,4048,325,165,15,302,0,12,110,3486,2896,221,93,11,217,0,4,44,1155.2,1578.1,1402.2,1457,1320.9,1285.8,1393.6,1504.8999999999999,1155.2,1320.9,1397.4,1578.1,1285.8,1481.5
51,041,515,5935,1704,2950,1018,12,76,0,23,152,4368,1449,2094,680,8,68,0,6,63,1839.7,492.4,2844.9,683,1753.6,373.1,2891,624.6,1839.7,1753.6,2867.8,492.4,373.1,653.4
51,043,101,2562,2375,53,79,4,21,1,0,29,1934,1822,36,50,2,11,1,0,12,450.8,988.4,462.4,956.6,501.2,799.9,504.6,953.7,450.8,501.2,483,988.4,799.9,955.7
51,043,201,3396,2854,323,118,15,25,2,5,54,2590,2184,263,77,8,24,2,3,29,775.7,910.7,869.6,893.5,758,736.5,914.3,886.3,775.7,758,891.8,910.7,736.5,889.9
51,043,301,1771,1553,91,74,1,15,1,0,36,1416,1262,77,44,1,11,1,0,20,427.3,626.1,477.2,696.2,477.8,547.5,475.5,710.1,427.3,477.8,476.6,626.1,547.5,703.2
51,043,302,835,783,8,12,4,8,0,0,20,666,625,8,11,4,7,0,0,11,190.8,311.9,397.2,376,216.9,253.29999999999998,385.2,393.90000000000003,190.8,216.9,391.3,311.9,253.29999999999998,384.8
51,043,401,2616,2273,186,90,5,12,0,5,45,2083,1834,169,47,5,12,0,2,14,568.5,866.3,853.8,1084.6,611.2,732.8,938.9,1070,568.5,611.2,897.1,866.3,732.8,1078.7
51,043,501,2135,1866,74,106,1,36,1,5,46,1545,1391,51,59,1,25,1,2,15,453.8,680,491,735.2,451.6,554.1,470.6,742.2,453.8,451.6,481.1,680,554.1,738.6
51,043,502,719,683,7,11,5,4,0,0,9,579,552,5,8,5,4,0,0,5,171.2,259,352,432.2,181.9,211.2,347.2,438.1,171.2,181.9,349.1,259,211.2,435.4
51,045,101,1016,999,4,7,1,2,0,0,3,787,779,2,3,1,1,0,0,1,88.8,430.1,84.4,454.5,82.7,299.6,124.1,422,88.8,82.7,104.9,430.1,299.6,437.8
51,045,201,829,824,0,3,1,0,0,0,1,671,666,0,3,1,0,0,0,1,79.1,404.7,88.9,451.4,82.89999999999999,324.3,107.4,437.90000000000003,79.1,82.89999999999999,98.7,404.7,324.3,444.59999999999997
51,045,202,174,165,0,2,0,1,0,0,6,134,131,0,1,0,1,0,0,1,15.6,80.7,17.7,89.8,16.2,64.9,21.4,87.39999999999999,15.6,16.2,19.8,80.7,64.9,88.8
51,045,301,612,602,0,3,0,0,0,1,6,486,478,0,2,0,0,0,1,5,91.3,225.9,100.9,357.09999999999997,92.2,183.4,130.7,332.4,91.3,92.2,115.3,225.9,183.4,344.1
51,045,302,206,205,0,0,1,0,0,0,0,168,167,0,0,1,0,0,0,0,36,93.3,43.6,120.9,39.9,80.5,48.9,110.4,36,39.9,46.5,93.3,80.5,116.39999999999999
51,045,303,200,198,0,1,0,1,0,0,0,156,154,0,1,0,1,0,0,0,33.6,86.7,40.5,112.6,37.2,74.4,45.4,102.5,33.6,37.2,43,86.7,74.4,107.9
51,045,401,355,342,1,10,0,0,0,0,2,275,270,0,5,0,0,0,0,0,45,168.70000000000002,59.800000000000004,232.9,54.3,141.8,86,218.2,45,54.3,72.8,168.70000000000002,141.8,225.4
51,045,402,137,135,0,0,0,1,0,0,1,111,109,0,0,0,1,0,0,1,16,31.1,21.3,48.1,14.2,25.3,23.9,44.9,16,14.2,22.6,31.1,25.3,46.6
51,045,403,429,423,0,0,0,0,0,0,6,347,344,0,0,0,0,0,0,3,40.4,137.70000000000002,37.2,179.20000000000002,31.400000000000002,111.10000000000001,53.5,166.9,40.4,31.400000000000002,44.9,137.70000000000002,111.10000000000001,172.9
51,045,404,150,147,0,0,1,2,0,0,0,121,118,0,0,1,2,0,0,0,14.4,48,12.9,62.800000000000004,11,39.1,18.8,57.8,14.4,11,15.8,48,39.1,60.1
51,045,501,1082,1063,0,10,2,1,0,0,6,823,811,0,6,2,1,0,0,3,80.7,433.2,79.4,425.40000000000003,82.2,271.2,98.5,402.6,80.7,82.2,88.6,433.2,271.2,415
51,047,101,9267,5623,1715,1396,17,199,3,42,272,6527,4180,1216,900,13,124,3,15,76,1699.9,1840.7,2256.5,1796.6,1734.6,1337.8,2242.6,1745.3,1699.9,1734.6,2249,1840.7,1337.8,1770.7
51,047,201,7112,3568,1767,1392,29,131,2,12,211,5036,2723,1251,879,17,97,1,2,66,1376.3,1233.2,1820.7,1236,1328.4,925.3,1856.3,1158.2,1376.3,1328.4,1838.9,1233.2,925.3,1197.4
51,047,302,2763,2480,151,67,9,9,0,2,45,2011,1828,120,37,7,7,0,2,10,412.8,1062.6,469.6,1271.4,393.2,844.1,541.1,1239.8999999999999,412.8,393.2,505.9,1062.6,844.1,1254.8
51,047,303,2931,2194,462,148,10,49,0,6,62,2235,1747,340,80,9,36,0,1,22,387.4,860.3,582.1,1185.4,392,684.6,653.4,1135.9,387.4,392,617.8,860.3,684.6,1160.8
51,047,401,2366,1929,292,82,5,13,0,2,43,1803,1485,239,48,3,9,0,0,19,391,878,530,1167.1,427.2,719.1,606.1999999999999,1124.1000000000001,391,427.2,567.8,878,719.1,1145.1
51,047,402,3981,3295,410,146,20,15,1,7,87,3043,2580,316,83,17,11,1,2,33,674.9,1405.6,764.9,1655.8,784.4,1217.3,808,1630.2,674.9,784.4,785.9,1405.6,1217.3,1642.9
51,047,501,4978,4302,377,167,5,33,1,8,85,3646,3183,300,91,5,26,1,3,37,799,1799.7,1177.8,2297.6,857.8,1563.9,1214.7,2275,799,857.8,1196.1,1799.7,1563.9,2286.6
51,047,502,1469,1325,61,52,5,3,2,3,18,1105,1013,46,29,5,3,1,2,6,243.9,606.7,352.2,741.9,255.3,526,376,725.3,243.9,255.3,363.8,606.7,526,734.1
51,047,601,2065,984,855,187,3,13,3,1,19,1916,892,825,168,3,13,3,1,11,131,241.9,301.7,360.4,133.3,218.9,286.2,359.9,131,133.3,294,241.9,218.9,359.9
51,047,602,3470,2762,444,182,1,32,0,4,45,2649,2180,336,98,0,23,0,0,12,738.9,1254.4,732.4,1291.8,812.4,1064.8,807.7,1256.7,738.9,812.4,769.6,1254.4,1064.8,1273.4
51,047,702,3685,2915,384,216,14,78,0,9,69,2723,2183,312,133,8,53,0,6,28,515.9,1224,868,1619,613.5,1060.9,915.7,1588.6,515.9,613.5,890.8,1224,1060.9,1603.9
51,047,703,1728,1336,247,95,2,13,0,4,31,1260,1001,183,52,2,11,0,3,8,256.8,556.7,447.3,761,232.6,450,460.2,755.9,256.8,232.6,453.8,556.7,450,758
51,047,704,874,769,47,27,9,5,0,0,17,650,579,34,16,7,5,0,0,9,123.9,371.9,304.8,611.7,123,291.4,345.9,578,123.9,123,325.3,371.9,291.4,594.8
51,049,101,1912,1330,508,23,3,12,0,8,28,1496,1057,392,15,3,9,0,1,19,401.6,579.4,502.8,780.1,368.3,493.5,516.1,781.9,401.6,368.3,509.5,579.4,493.5,781.3
51,049,201,2160,1478,577,52,8,6,0,2,37,1643,1151,430,30,6,6,0,2,18,342.4,721.3,370.6,708.6,317.1,597.9,385.9,696,342.4,317.1,378,721.3,597.9,703
51,049,301,1994,978,925,40,12,6,0,0,33,1546,764,717,24,12,6,0,0,23,544.1,368.8,446.8,353.5,483.6,310.9,465.1,337.3,544.1,483.6,455.7,368.8,310.9,345.5
51,049,401,2004,1380,552,29,3,2,0,3,35,1543,1102,408,16,2,2,0,0,13,345.6,574.4,391.3,657.3,333,496.7,406.7,635.3000000000001,345.6,333,398.1,574.4,496.7,646.9
