state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,pre_20_dem_bid,pre_20_rep_tru,uss_16_dem_sch,uss_16_rep_car,uss_18_dem_hir,uss_18_rep_cur,gov_18_dem_ige,gov_18_rep_tup,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20,ndv,nrv
15,003,2304,7684,1450,112,342,9,4514,453,7,797,6694,1390,109,257,9,4004,343,7,575,2061.2,923,4124.8,1713.5,2202.4,726.6999999999999,2349.4,940,2170,992.1,2131.7,2259.5,4124.8,824.7,965.9,1713.5,2581.4,1059.1
15,003,2401,3568,663,11,81,1,2191,76,8,537,3059,617,11,61,1,1975,68,5,321,1451,442.7,1769,488.9,1575.2,338.6,1405.1,404.4,1370.3,388.1,1513.3,1387.6000000000001,1769,390.5,396.4,488.9,1514.1,412.7
15,003,2402,3597,896,36,115,5,2020,104,11,410,3061,797,33,100,5,1765,83,8,270,1038.1,362,1362.9,381.4,1134,288.5,1007.5,320.8,951.4,340.2,1086.1000000000001,979.5,1362.9,325.3,330.3,381.4,1098.7,338.7
15,003,2403,5273,1607,95,307,16,1945,346,14,943,4845,1569,91,277,16,1788,279,14,811,992.5999999999999,308.2,1264.6000000000001,408.4,1072.4,240.1,959.5,258.6,876.1,303,1032.3,917.6,1264.6000000000001,273.6,280.40000000000003,408.4,1033,303.5
15,003,2404,5106,715,56,291,7,2678,403,9,947,4352,669,55,214,4,2382,315,6,707,950.5,322.6,1230.2,458.3,1029.3,246.5,904.4,290.3,826,331.8,989.8,864.9,1230.2,284.6,310.7,458.3,987.8000000000001,329.7
15,003,2405,3568,905,10,162,3,1827,59,17,585,2913,797,8,111,3,1585,53,13,343,938.2,329.7,1235.7,368.5,1026,261.4,911.3,292.9,859.5,311.7,982,885.4,1235.7,296.3,302.3,368.5,994.5,312.9
15,003,2406,3454,469,6,95,2,2310,54,5,513,2891,424,6,57,1,2030,40,3,330,1371.2,418.7,1671.8999999999999,462.4,1488.9,320.2,1327.9,382.40000000000003,1294.7,366.8,1430,1311.5,1671.8999999999999,369.3,374.8,462.4,1431,390
15,003,2501,3096,779,15,151,8,1304,206,13,620,2634,726,15,106,5,1182,169,9,422,831.2,314.9,1012.7,377.9,888.1,262.8,718.1,268.4,668.4,286.3,859.6,693.1,1012.7,289,277.3,377.9,823.7,301.9
15,003,2502,3955,834,39,304,12,1868,278,8,612,3476,810,38,244,10,1661,229,7,477,1105.3,416.3,1329.4,498.3,1180.1,346.2,946.4,350,875.3,378.9,1142.7,910.7,1329.4,381.1,364.5,498.3,1087.3,397.8
15,003,2503,482,93,7,9,0,277,18,0,78,400,89,7,6,0,231,16,0,51,94,35.2,126.8,54.2,104,26.700000000000003,92,31.700000000000003,85.4,34.3,99,88.6,126.8,31,33,54.2,100.4,36.400000000000006
15,003,2504,1893,373,15,81,2,992,144,0,286,1650,358,15,61,2,903,112,0,199,387.2,148.2,527.7,233.29999999999998,428.1,109.2,380,136.7,349.8,143.5,407.6,364.9,527.7,128.6,140,233.29999999999998,414.5,154.2
15,003,2505,6479,802,58,295,12,4015,477,5,815,5525,774,52,222,12,3565,337,4,559,1297.4,490.9,1758.8,763.9,1435.2,367.3,1271.5,447,1175.3,477,1366.3999999999999,1223.5,1758.8,429.1,461.8,763.9,1387.6,509.3
15,003,2506,4062,760,39,178,2,2443,147,5,488,3593,736,39,142,2,2197,117,5,355,1129.2,407.7,1242.5,500.9,1206.1,318.6,922.9,300.9,803.5,377.8,1167.7,863.3,1242.5,363.2,339.4,500.9,1060.7,381.1
15,003,2507,4190,718,49,344,9,2010,392,11,657,3523,677,47,254,8,1774,293,9,461,946.4,339.90000000000003,1252.7,470.40000000000003,1021.7,270.40000000000003,909.3000000000001,303.3,834,320,984,871.7,1252.7,305.1,311.6,470.40000000000003,992.8000000000001,340.8
15,003,2601,3384,306,5,146,1,2045,212,5,664,2804,281,5,98,1,1832,162,3,422,754.8,309.5,1028.6,406.9,857.2,224.8,778.7,259.3,710.8,303.2,806.1,745.1,1028.6,267.2,281.4,406.9,826.1,300.8
15,003,2602,1778,37,2,135,0,201,767,1,635,1322,37,2,82,0,169,563,1,468,420,164.4,501,237.2,467.7,114.9,397.6,130.6,306.5,207.5,443.6,352.2,501,139.5,169,237.2,418.7,170.9
15,003,2603,3429,904,41,177,0,1586,203,7,511,3025,863,37,143,0,1441,162,6,373,844.2,299.8,1111.7,402.3,905.3,241.6,807.2,266.8,737.6999999999999,279.3,874.6999999999999,772.6,1111.7,270.7,273.3,402.3,881.1999999999999,298
15,003,2604,2944,465,53,234,6,1363,331,8,484,2498,454,50,175,6,1190,252,5,366,664.6,255.20000000000002,888.6,336.4,724.1,199,653.8,222.6,598.7,239.5,694.3,626.4,888.6,226.70000000000002,231,336.4,705.9,250.6
15,003,2605,3637,582,36,235,9,1763,323,3,686,3008,556,35,166,8,1512,244,3,484,818.9,321.4,1104,425,913.5,241.1,825.1,274.3,753.4,310.6,866.5,789.4,1104,281.3,292.3,425,882.9,314.4
15,003,2606,5486,1156,73,298,3,2711,334,4,907,4733,1109,69,219,3,2425,269,4,635,1345.5,544.2,1804.1,710.1,1535.1000000000001,381.6,1356.4,464.7,1253.5,522.2,1440.3,1304.8,1804.1,463,493.7,710.1,1459,524.7
15,003,2607,3330,508,6,89,1,2001,101,4,620,2709,453,5,54,1,1734,83,4,375,1122.5,560.6999999999999,1432,600.3,1299.2,393.7,1107,467.2,1094.9,467.2,1210.6,1101.1,1432,477.2,467.2,600.3,1211.1,497.9
15,003,2701,545,58,5,15,0,368,18,0,81,485,58,5,11,0,333,15,0,63,151.9,59.2,196.2,76.4,173.1,39.9,148.8,54.3,142.1,55.9,162.5,145.4,196.2,49.6,55,76.4,162.29999999999998,57.2
15,003,2702,1980,154,9,70,0,1313,81,2,351,1595,146,9,43,0,1130,58,2,207,499.6,194.5,645.3,251.3,568.9,131.3,489,177.9,466.9,183.8,534.2,478,645.3,163.1,181,251.3,533.9,187.9
15,003,2703,4301,455,12,127,5,2710,180,8,804,3579,422,12,76,5,2386,129,7,542,1208.5,502.6,1542.6,643.7,1390.1,339.1,1192.6,424.59999999999997,1127.4,460.4,1299.3,1160,1542.6,420.8,442.2,643.7,1292.2,474.3
15,003,2704,1744,148,1,71,2,1244,78,4,196,1546,146,1,58,2,1135,59,4,141,333.2,141.3,413,213.5,373.9,96.1,314.59999999999997,121.10000000000001,285.4,135.5,353.6,300,413,118.6,128.5,213.5,344,141.5
15,003,2705,3777,165,24,208,2,2589,299,2,488,3053,159,17,135,1,2189,217,2,333,508.5,232.3,605.3,391.90000000000003,562.8,158.9,463.59999999999997,187.5,398.3,225.4,535.6,431.1,605.3,195.70000000000002,206.4,391.90000000000003,507.8,239.2
15,003,2706,4166,203,13,173,8,2816,342,7,604,3394,188,10,116,6,2419,237,6,412,932.8,372.7,1189.7,509,1057.7,252.7,903,334.90000000000003,849.8,354.3,995.1999999999999,876.5,1189.7,312.6,344.6,509,986.4,364.6
15,003,2707,2354,69,10,109,2,1779,160,0,225,1947,63,8,75,1,1517,120,0,163,324.40000000000003,148,386,250,358.90000000000003,101.3,295.5,119.6,254,143.7,341.7,274.6,386,124.6,131.7,250,323.8,152.5
15,003,2708,3742,194,21,163,0,2315,435,1,613,3006,176,12,109,0,1982,283,1,443,932.8,378,1148.3,533.6,1067.9,257.4,912.3,313.6,841.1,359,1000.3,876.6,1148.3,318.1,336.4,533.6,980.2,368.2
15,003,2801,3232,319,30,208,2,1872,342,3,456,2746,297,29,153,2,1665,245,1,354,609.1,235,957.7,429,661.9,184.3,600.5,214.1,542.8,237.20000000000002,635.6,571.5,957.7,209.6,225.8,429,674.3,260.09999999999997
15,003,2802,3938,729,47,195,2,2202,248,8,507,3383,673,46,164,2,1947,191,4,356,766.7,286.09999999999997,1213.1,524.1,828.3,226.4,765.9,262.2,689.2,296.59999999999997,797.5,727.6,1213.1,256.09999999999997,279.4,524.1,852.7,319
15,003,2803,2310,457,18,125,5,1216,197,4,288,2013,444,18,92,5,1082,141,4,227,554.7,264.1,1065.8,456.09999999999997,604.3000000000001,200.2,650,268.1,609.5,272.7,579.4,629.5,1065.8,232.2,270.4,456.09999999999997,696.9,292.1
15,003,2804,5482,133,47,288,1,3046,1346,1,620,4031,127,38,195,1,2395,834,1,440,434.5,191.7,546.4,412.9,472.5,117.3,399.2,154.6,340.7,186.6,453.6,369.8,546.4,154.3,171,412.9,438.5,212.7
15,003,2805,10333,1893,157,397,19,6527,393,10,937,9097,1816,144,325,16,5727,329,9,731,1727.6000000000001,785.5,2332.1,1183.7,1823.7,614.2,1595.7,610.9,1499.2,622.6,1775.7,1547.7,2332.1,699.8000000000001,617,1183.7,1795.5,763.3000000000001
15,003,2806,3444,212,35,117,2,2657,217,1,203,3007,202,34,96,2,2324,186,1,162,324.2,142.6,407.6,308.1,352.6,87.6,297.9,115.4,254.4,139.3,338.3,276.2,407.6,115.10000000000001,127.3,308.1,327.5,158.6
15,003,2901,6232,108,22,317,3,2594,2438,4,746,4184,100,21,192,3,2050,1384,2,432,718.6,237.7,782.8,600.7,812.1,136.6,664.3000000000001,187,545.2,283.9,765.4,604.8,782.8,187,235.6,600.7,704.6,289.3
15,003,2902,5783,66,10,164,2,4592,398,0,551,4499,63,10,103,2,3679,264,0,378,694.9,252,763,625.7,784.1999999999999,145.5,676.3,205.7,562.6,295.3,739.5,619.5,763,198.9,250.9,625.7,696.1,305.1
15,003,2903,5666,118,16,323,4,3846,622,9,728,4213,106,13,190,4,3021,418,7,454,711.8000000000001,282.7,789.2,636.2,809.1,155.6,647.9,229.7,571.5,288.3,760.4,609.7,789.2,219.3,258.9,636.2,706,318.5
15,003,2904,3434,367,86,202,1,1491,1014,14,259,2957,357,86,174,1,1244,892,14,189,441.3,164.29999999999998,467.1,407.8,490.2,90.5,411.4,123.4,353.5,165.20000000000002,466.09999999999997,382.5,467.1,127.4,144.2,407.8,432.8,190
15,003,2905,3752,48,9,68,0,3321,118,2,186,2960,45,7,50,0,2634,91,2,131,409.2,149.5,435.5,376.4,452.3,88.5,394.1,112.4,333.7,154.7,430.90000000000003,364.1,435.5,118.9,133.4,376.4,405.1,176.1
15,003,3001,4541,331,22,293,5,2764,436,12,678,3536,304,15,198,4,2259,303,9,444,730.9,345.5,859.7,628,870.4,220.7,698,261.6,602.6,339.1,800.7,650.4,859.7,282.8,300.4,628,752.3,358.90000000000003
15,003,3002,4695,226,13,357,2,2978,407,4,708,3583,206,11,234,1,2364,282,4,481,741,342.7,880.2,625.1,877.2,218.9,706.7,258.8,613,335.2,808.6,660.2,880.2,280.8,297.2,625.1,763.5,356.1
15,003,3003,2893,117,6,202,0,1565,279,3,721,1970,111,6,98,0,1297,141,2,315,407.8,162.5,497.4,306.8,467.3,103,377.3,120.4,336,154.3,437.6,356.3,497.4,133.2,137.5,306.8,416.90000000000003,169.3
15,003,3004,2681,107,5,105,0,1819,217,4,424,2106,98,5,81,0,1502,155,2,263,435.8,197,522.9,361,513,125.3,414.5,148.5,361.7,191.8,474.5,388.3,522.9,161,170.1,361,449.6,204.9
15,003,3005,661,235,49,65,1,223,10,0,78,551,213,41,52,1,186,7,0,51,155.2,82,208,106.1,177,58.7,150.6,67.1,152.4,62.8,166.1,151.5,208,70.3,64.9,106.1,168.7,75.5
15,003,3006,8494,181,19,450,4,4949,1953,0,938,6132,161,15,282,4,3942,1135,0,593,1044.9,401.3,1191.5,791,1178.4,247.6,970.1,312.8,838.4,411.59999999999997,1111.6,904.2,1191.5,324.1,362.2,791,1044.6,433
15,003,3101,3390,488,86,182,9,2072,103,9,441,2827,418,68,121,7,1852,79,5,277,885.8000000000001,394,1145.6,488.3,1024.4,244.2,921.7,320.4,900.7,322.4,955.4,911.1,1145.6,318.8,321.3,488.3,975.4,353.8
15,003,3102,4809,445,60,196,4,3381,136,1,586,4027,414,54,132,4,2916,114,1,392,920.3000000000001,479,1267.1,692.6,1094.2,332.5,914.8000000000001,388.09999999999997,867.4,404.2,1007.3000000000001,891.1,1267.1,405.90000000000003,396.1,692.6,1012.8000000000001,459.2
15,003,3103,5040,437,86,450,7,2675,594,1,790,3888,408,74,281,6,2211,386,1,521,888.7,462.6,1224.1,669,1056.5,321.2,883.8,374.90000000000003,838,390.7,972.4,860.9,1224.1,391.8,382.79999999999995,669,978.2,443.59999999999997
15,003,3104,5315,524,121,314,16,3264,298,9,769,4356,504,111,223,13,2753,236,7,509,931.9,499.7,1278.4,736.6,1118,328.6,947.9000000000001,387.3,882.8,416.5,1025,915.5,1278.4,414.20000000000005,402,736.6,1031.8,473.7
15,003,3105,5928,310,34,341,2,3859,488,5,889,4770,287,30,228,2,3279,352,3,589,1004.1,542.1,1376,803.5,1207.2,351.6,1027.4,415.5,953,450.9,1105.9,990.1,1376,446.9,433.4,803.5,1113.4,512.8
15,003,3201,2153,115,7,59,1,1628,46,2,295,1809,99,7,37,1,1431,42,2,190,509,269.4,682.4,348.2,581.8,192.8,494.5,220.3,500.5,206.2,545.4,497.4,682.4,231.2,213.3,348.2,553.7,247.2
15,003,3202,1314,37,3,52,0,793,256,2,171,1021,36,3,32,0,642,194,2,112,140.29999999999998,51.2,149.6,129.3,155,30.3,135,38.5,114.3,53,147.6,124.60000000000001,149.6,40.8,45.7,129.3,138.9,60.4
15,003,3203,14875,8021,1417,2166,88,1090,482,41,1570,8998,5048,882,1131,64,860,344,19,650,225.6,196.9,642.1,451.1,211.2,175.3,229.3,174.2,202.8,184,218.6,215.7,642.1,185.9,179.3,451.1,301.6,236.2
15,003,3204,7626,2182,822,827,30,2422,530,22,791,5088,1436,500,436,17,1947,343,9,400,960.6,535.2,1307.7,837.6,1134.1,361.4,890.8000000000001,437.1,835.1,462.7,1047.3,863,1307.7,448.5,449.8,837.6,1025.5,526.8
15,003,3205,5338,743,98,326,4,2966,356,8,837,4379,693,86,235,4,2507,269,7,578,797.5,448.90000000000003,1082.1,715.8,934.9,307.4,711.9,374.3,669.9,393.59999999999997,866,691,1082.1,378.6,384.1,715.8,839.1,448.3
15,003,3206,7017,2647,349,847,23,1232,982,12,925,4945,1986,274,527,18,1020,581,7,532,444.2,217.3,618.7,472.7,500.7,143.3,465.40000000000003,169,373.4,246.10000000000002,472.2,419.6,618.7,181,207.7,472.7,480.1,249.5
15,003,3207,2625,545,30,169,4,1332,181,0,364,1939,326,26,107,2,1139,111,0,228,352.4,195.4,515.1,301.4,417.3,133.2,363.6,164.4,323.9,190.7,385.09999999999997,343.9,515.1,164.4,177.8,301.4,394.4,196.9
15,003,3208,4973,894,202,445,15,2313,227,1,876,4164,844,189,327,15,2033,166,1,589,756.8000000000001,419.7,1105.8,647.8,896.1,285.90000000000003,780.6,353.2,695.8,409.4,826.7,738.6,1105.8,352.9,381.1,647.8,847,423.1
15,003,3301,3226,813,275,342,5,768,608,10,405,2616,724,204,228,5,662,532,6,255,454.6,237.4,699.6,350.90000000000003,525.7,170.6,457.5,197.79999999999998,433.2,204.5,490.09999999999997,445.59999999999997,699.6,203.9,201.20000000000002,350.90000000000003,514.2,232.29999999999998
15,003,3302,1778,218,32,117,0,943,130,0,338,1481,202,31,84,0,827,93,0,244,383.4,164.7,498.1,229.5,450.9,111.2,394.4,149.4,384.59999999999997,152.1,417,389.3,498.1,137.9,151,229.5,422.1,161.29999999999998
15,003,3303,3648,397,33,212,3,2219,177,1,606,2994,349,30,144,3,1914,145,0,409,732.5,305.3,955.8,428.1,856.5,201.4,751.2,273.7,735.8,278.8,794.2,743.6,955.8,253.4,276.3,428.1,806.6999999999999,297.4
15,003,3304,6012,747,27,364,2,3478,294,5,1095,4925,678,24,257,2,2995,231,5,733,1595.6,777.2,2098.9,1019.6,1872.3999999999999,520.8,1610.6,674.8,1536.1,698.9,1733.9,1573.9,2098.9,648.8,686.7,1019.6,1742.4,738.4
15,003,3305,4046,748,71,295,4,2000,198,4,726,3368,695,61,196,3,1774,159,4,476,944.2,482.1,1169,629.2,1070.3,360.7,862.5,405.6,818,425,1007.2,840.2,1169,421.5,415.4,629.2,972.8000000000001,460.5
15,003,3306,5028,541,83,424,7,2508,547,1,917,3988,518,80,286,5,2136,359,1,603,1012.5,521.6,1313,769.8,1184.3,369.5,989.6,447.6,919.5,491.6,1098.5,954.6,1313,445.40000000000003,469.4,769.8,1083.8999999999999,520
15,003,3401,2776,416,70,169,2,1606,53,2,458,2198,386,58,118,1,1336,43,1,255,539.6,279,711,428.5,638.2,193.60000000000002,539.7,241,498.2,268.90000000000003,589,518.9,711,236.3,254.89999999999998,428.5,585.3,282.2
15,003,3402,4368,364,72,410,5,2180,314,5,1018,3322,348,58,228,5,1836,216,4,627,815.4,421.5,1074.9,647.6999999999999,964.6,292.5,815.9,364.1,752.8,406.5,890,784.4,1074.9,357.2,385.3,647.6999999999999,884.8,426.5
15,003,3403,2041,142,27,150,0,1242,90,1,389,1681,130,26,89,0,1093,79,1,263,571.9,266.4,692.9,336.5,663.3,183.7,529.1,228.3,521.3,224.2,617.7,525.1,692.9,225.2,226.4,336.5,595.6,247.9
15,003,3404,2116,83,11,130,0,1441,75,1,375,1761,76,10,80,0,1283,56,1,255,603,221.7,750.1,321.4,688.9,145.7,624,185.2,596.6,198.5,645.9,610.2,750.1,183.7,191.6,321.4,652.3,214.7
15,003,3405,2161,224,23,110,2,1322,142,0,338,1817,218,23,72,1,1184,96,0,223,470.7,176.2,585.1,262.4,535.7,116.7,485.8,148.7,463.3,159.9,503.2,474.7,585.1,146.7,154.2,262.4,508,172.8
15,003,3406,6576,3145,776,838,60,1079,203,6,469,5524,2750,658,644,46,954,159,4,309,381.3,187.9,479.9,344.59999999999997,420.5,135.6,382.09999999999997,168.5,346.9,191.29999999999998,400.6,364.3,479.9,161.6,180.1,344.59999999999997,402.1,205.6
15,003,3407,5971,458,52,232,4,4281,130,2,812,5002,399,42,147,4,3804,101,2,503,1954.8999999999999,858,2592.5,1111.1,2298.4,556.5,2051.9,803.2,2097.1,725.6,2126.7,2074.6,2592.5,707.5,764.3,1111.1,2198.7999999999997,810.7
15,003,3501,4176,363,60,354,0,2452,207,2,738,3299,332,43,236,0,2049,174,2,463,721.9,523.1,933,787,931.9,325,767.3,411.2,709,430,826.9,738.4,933,424.1,420.5,787,812.7,495.4
15,003,3502,6743,149,22,288,2,5497,248,3,534,5301,141,20,191,2,4408,185,3,351,979.4,372.5,1083.9,919.5,1105.4,202.1,909.8,286,810.8,363.4,1042.4,860,1083.9,287.6,324.6,919.5,977.7,428.8
15,003,3503,2577,85,16,183,0,1712,291,1,289,2041,78,11,121,0,1423,210,0,198,377,143.4,417.2,354.1,425.6,77.8,350.4,110,312.3,139.9,401.3,331.2,417.2,110.8,125.1,354.1,376.7,165
15,003,3504,3571,87,24,132,0,2221,810,2,295,2609,74,17,77,0,1765,495,2,179,425.8,189.1,490.79999999999995,379.5,491.7,114.3,398.3,147.9,340.9,188.3,458.8,369.59999999999997,490.79999999999995,151.9,168.4,379.5,429.59999999999997,203.7
15,003,3505,3118,115,22,146,0,2316,204,0,315,2288,98,20,75,0,1783,136,0,176,492.5,191.29999999999998,550.3000000000001,413.4,566.1999999999999,101.1,464,148.70000000000002,413.4,178.2,529.4,438.7,550.3000000000001,146.2,163.5,413.4,497.2,206.5
15,003,3506,6103,135,20,252,5,4948,220,1,522,4866,131,17,173,4,4025,152,1,363,1047.4,406.5,1170.5,879.3,1204,215.1,987.2,316.1,879.3,379.1,1125.9,933.3000000000001,1170.5,310.5,347.4,879.3,1057.7,439.2
15,003,3601,2962,110,23,172,0,2077,116,2,462,2456,102,12,110,0,1833,96,2,301,807,307.7,1010.3,443.4,925,201.2,834.9,253.8,797,273.3,866.1,816,1010.3,254.3,263.6,443.4,874.8,296.1
15,003,3602,2281,98,0,155,1,1554,99,0,374,1893,90,0,108,1,1360,82,0,252,648,238.3,806.3,345.7,740.4,156.6,670.6,199.2,641.4,213.4,694,656,806.3,197.3,206.2,345.7,701.1,230.8
15,003,3603,5387,906,192,690,11,1888,620,9,1071,3944,712,135,404,10,1616,400,4,663,916.4,474.8,1212.8,654.6,1087.4,299.6,945.9,347.8,884.2,398.1,1001.9,914.7,1212.8,387.40000000000003,373,654.6,1009.4,434.8
15,003,3604,601,54,10,92,1,244,74,1,125,457,52,7,57,1,203,57,1,79,71.7,33.7,91,73.2,82.6,20.1,73.5,27,60.199999999999996,35.4,77.2,66.8,91,27,31.3,73.2,75.7,37.8
15,003,3605,4463,199,14,237,3,3066,188,0,756,3735,192,13,164,2,2736,148,0,480,876.7,454.7,1160.6,620.7,1040.1,287.1,904.3,333.1,847.5,379.5,958.1,875.4,1160.6,370.59999999999997,356.2,620.7,965.6,414.7
15,003,3606,4420,451,29,433,5,1988,408,6,1100,3542,421,25,285,5,1735,333,4,734,997.5,574,1273.8999999999999,774.8,1238.2,364.9,1010.9,482.90000000000003,957.8,522,1118,984.1,1273.8999999999999,469.9,502.6,774.8,1095.6,543.5
15,003,3607,2721,238,17,248,1,1389,176,1,651,2132,228,13,148,1,1188,136,1,417,651.5,374.7,831.8000000000001,506,808.7,238.2,659.8,315.4,625.3,341.1,730,642.3,831.8000000000001,306.40000000000003,328.4,506,715.5,355.2
15,003,3701,7498,855,99,658,17,3920,347,12,1590,5901,775,94,398,16,3316,252,11,1039,1660.1,896,2203,1196,1992.9,621.8,1731,774.1,1626,827,1826.5,1678.7,2203,758.8,800.6,1196,1842.6,862.9
15,003,3702,5456,1037,166,522,12,2209,242,6,1262,4255,881,122,336,8,1947,190,5,766,1320.7,767.7,1727.9,1061.8,1593.3,537.3,1332.9,674.5,1280.9,684,1457.1,1306.9,1727.9,652.4,679,1061.8,1451.1,745
15,003,3703,5144,709,91,419,17,2508,219,3,1178,4062,622,75,268,7,2209,160,3,718,1308.8,774.2,1722.7,1042.8,1568.3,547,1354,706.3,1283.3,721.8,1438.5,1318.6,1722.7,660.8,714,1042.8,1447.5,758.6
15,003,3704,5405,727,74,485,11,2604,197,10,1297,4228,631,59,283,10,2304,146,5,790,1285.7,783.3,1708.5,1051.5,1541,553,1315.5,707.9,1238.7,732,1413.2,1276.9,1708.5,668.2,720.2,1051.5,1417.9,765.7
15,003,3801,10151,1472,206,969,10,4949,313,7,2225,6944,1185,156,550,8,3657,219,3,1166,1989,1224.6,2983.3,1688,2412.5,865.6,2096.3,1093.3,1989.7,1150.3,2201.2,2043.1000000000001,2983.3,1044.8,1121.8,1688,2294.2000000000003,1204.4
15,003,3802,9529,1268,183,562,12,5113,243,23,2125,6520,1025,139,295,7,3760,175,9,1110,2206.4,1237.3,3274.2,1702.9,2604.7,934.4,2311.3,1158.7,2269.1,1169.5,2405.7,2290.3,3274.2,1085.5,1164.1,1702.9,2533.1,1240.6
15,003,3803,4554,622,65,328,5,2450,145,4,935,3691,551,52,207,5,2165,102,2,607,1213.7,671.6,1576.8,931.2,1458.4,467,1226.4,587.7,1186.4,592.7,1335.9,1206.4,1576.8,569.5,589.9,931.2,1332.5,649.9
15,003,3804,4752,914,94,451,7,1974,237,8,1067,3731,807,80,269,6,1714,177,5,673,1012.8,661.7,1362.3,894.3,1224.4,469.5,1019.2,590.2,952,615.2,1118.8,985.3,1362.3,565.6,602.7,894.3,1114.1,646
15,003,3805,5195,530,76,708,5,1914,530,1,1431,3819,468,61,424,5,1587,369,1,904,924.5,620.3,1316,878.4,1120.3,442.40000000000003,939.4,550.9,873.5,580.6,1022.5,906.7,1316,531.3,565.9,878.4,1034.8,614.5
15,003,3901,5143,566,79,472,6,2864,259,12,885,3881,472,68,295,5,2281,182,10,568,357.9,241,482.4,432.8,428,153.2,345.4,175.70000000000002,290.7,214.3,393.1,317.9,482.4,197.2,195,432.8,380.7,243.4
15,003,3902,3288,357,18,349,2,1445,213,8,896,2519,319,16,194,2,1270,148,7,563,663.1,398.8,802.3,581.6,819,257.1,656.6999999999999,330.5,563.2,387.9,740.9,610.1,802.3,328,359.2,581.6,700.8,391.3
15,003,3903,4617,465,36,606,6,1853,340,6,1305,3488,406,29,371,4,1635,231,6,806,917.7,552.2,1110.8,805.3,1134.1,356,909.1,457.3,779.9,537,1025.8,844.7,1110.8,454,497.2,805.3,970.3,541.6
15,003,3904,6147,930,138,756,8,2207,785,9,1314,4682,824,112,488,7,1898,517,7,829,744.9,440.5,1009.6,674.6,850.1,331.2,735.4,352.3,641.6,402.7,797.6,688.5,1009.6,385.8,377.40000000000003,674.6,796.4,440.5
15,003,3905,2386,662,128,348,8,536,163,4,537,1840,605,117,224,6,449,120,4,315,304.6,227.2,443.2,359.3,356,166,292.2,199.1,253.1,222,330.40000000000003,272.7,443.2,196.6,210.5,359.3,329.9,234.7
15,003,3906,5380,663,144,797,19,1791,826,1,1139,4088,600,129,479,15,1548,578,1,738,575.8000000000001,323.4,750.6999999999999,525.9,667.8,226.4,572.3,253.1,508.8,285.6,621.6,540.6,750.6999999999999,274.7,269.4,525.9,615.2,322.8
15,003,4001,3419,522,64,240,5,1849,139,7,593,2491,431,49,148,2,1424,97,4,336,528.3,324.6,722.9,574.8,655.5,205.7,531.8,277.90000000000003,468.7,320.09999999999997,591.8,500.5,722.9,265,298.8,574.8,581.3,340.7
15,003,4002,6499,931,145,715,3,2281,677,7,1740,4565,732,97,410,3,1824,475,5,1019,1156.6,872.1,1481.9,1291.4,1442,602.3,1024.1,649.8000000000001,848.8,805.8,1299.3,936.5,1481.9,737.2,727.7,1291.4,1190.6,844.5
15,003,4003,10827,1441,270,1316,13,2926,1797,8,3056,7432,1202,203,720,13,2329,1209,5,1751,1654.7,1208.4,2983.8,2434.4,2030.2,839.8,1958.9,1184.1,1507.1,1587.6,1842.7,1732.8,2983.8,1024.1,1385.7,2434.4,2027,1450.8
15,003,4004,6211,962,137,783,3,1968,606,2,1750,4554,841,111,477,3,1607,444,2,1069,981.4,797.3,1314,1205.7,1232,564.4,1029.1,665.4,869.5,766.6,1106.4,949.4,1314,680.8,715.9,1205.7,1085,799.7
15,003,4005,7393,1807,229,1119,12,1666,565,11,1984,5159,1521,186,635,11,1354,381,8,1063,1122.3,1006.8000000000001,1604.8,1474.3,1383,768.2,1108.4,884.9,969.6,965.7,1252.5,1039.2,1604.8,887.5,925,1474.3,1237.8,1020
15,003,4006,4696,1159,129,530,6,1658,232,6,976,3359,956,98,285,4,1312,149,4,551,730.4,655.6999999999999,1047,961,899.8,500.40000000000003,722.2,576.3,631,629.6,815.2,676.9,1047,578.1999999999999,602.7,961,806.1,664.8
15,003,4101,4243,690,124,293,5,2151,148,6,826,3239,602,96,204,5,1732,108,4,488,787.2,478.2,1127.2,707.2,938.4,349.4,787.2,421,762.2,432.7,862.9,774.7,1127.2,413.9,427.09999999999997,707.2,880.4,477.8
15,003,4102,3236,406,67,258,2,1812,102,7,582,2443,368,55,159,2,1441,72,7,339,675.8,392,949.7,548,835.4,254.8,689.7,312.2,670.8000000000001,319.09999999999997,755.5,680.2,949.7,323.5,315.8,548,764.4,365.3
15,003,4103,5067,146,21,293,3,3351,414,3,836,3952,136,19,195,3,2731,291,2,575,706.2,298.8,793.7,643.3,814.4,181.9,666.3,240.9,567,304.2,760.4,616.6,793.7,240.2,272.6,643.3,709.4,334
15,003,4104,3311,182,106,389,7,1389,701,2,535,2252,161,79,228,7,1035,437,2,303,339.8,201.9,565.7,542.7,408.7,128,340.6,185.10000000000002,291.3,227.9,374.29999999999995,315.9,565.7,164.9,206.5,542.7,389.2,257.1
