state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,pre_20_rep_tru,pre_20_dem_bid,uss_16_rep_blu,uss_16_dem_kan,uss_18_rep_haw,uss_18_dem_mcc,gov_16_rep_gre,gov_16_dem_kos,gov_20_rep_par,gov_20_dem_gal,atg_16_rep_haw,atg_16_dem_hen,atg_20_rep_sch,atg_20_dem_fin,sos_16_rep_ash,sos_16_dem_smi,sos_20_rep_ash,sos_20_dem_fal,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20
29,133,9,663,638,17,5,0,0,0,3,0,514,501,7,4,0,0,0,2,0,182.5,84.3,162.9,70,158.6,107.2,146.9,65.8,165,103,164.2,67.3,171.5,95.3,166.6,54.6,170.9,91.3,173,45,96,65.8,59.3,169.7,146.9,166.7
29,135,10,307,286,3,2,0,3,0,0,13,238,223,2,2,0,1,0,0,10,144.8,35.2,157.9,40.3,125.60000000000001,57.1,119,44.1,115.8,67,155.3,39.5,132.4,54.9,155.2,36.4,135.1,44.6,157.4,35.2,52.1,44.1,37.7,130.7,119,156.6
29,135,11,1260,1214,1,15,5,6,0,0,19,933,903,1,9,4,5,0,0,11,610,130.3,666.7,136.8,497.9,237.9,483,160.6,491.5,253.6,672.7,128.1,550.2,201.4,656.8,119.5,552.2,172.1,667.8,113.6,198.9,160.6,124.8,540.6,483,666.4
29,135,12,3529,2907,523,44,14,13,2,0,26,2912,2322,522,31,8,9,2,0,18,907.9,227.4,981.2,235.6,743.4,378.2,701.6,261.9,737.9,393.9,1005.1,211.5,816.6999999999999,323.3,994.2,186.5,833.6999999999999,268.2,1005.1,177.4,317.9,261.9,202.2,808.7,701.6,996.9
29,135,13,1604,1541,9,29,1,5,1,4,14,1223,1189,5,12,1,5,1,2,8,721.9,157.2,766.9,161.2,593.4,283,564.3,202.1,562.5,333.1,768.8,157.7,636.6,254.1,765.6,136.9,674.4,196.7,776,134.6,243.6,202.1,145.8,637.7,564.3,768.8
29,135,2,2665,2249,15,330,12,13,6,2,38,1935,1675,14,198,7,10,4,1,26,705,215,745.8,214.4,581.7,320.9,583.9,256.7,625.8,293.4,758.8,204.2,645,293.4,761.4,181.3,681.7,214.4,770.1,179,267.3,256.7,193.7,647.4,583.9,759.4
29,135,3,1429,1299,10,107,2,4,0,1,6,1084,1014,6,57,2,3,0,0,2,568.6,171.6,584.6,192,460.2,264.4,473,175.3,464.6,274.4,595.1,183.8,508.8,233.2,598.5,169,524.7,193.9,607.2,157.3,227.9,175.3,175.1,505.4,473,595.9
29,135,4,623,609,0,9,2,0,0,0,3,447,440,0,6,0,0,0,0,1,187.4,43.8,235.6,32.6,146.4,85.4,140.5,49.4,142.7,87.7,231.3,31.7,158.5,80.7,219,35.1,161.7,63.1,224.3,35.1,72.4,49.4,34,159.4,140.5,226.79999999999998
29,135,5,336,332,1,1,1,0,0,0,1,249,245,1,1,1,0,0,0,1,77.1,20.5,84.1,20.7,63.4,32.8,60,22.6,62.9,33.9,86.4,17.2,70.5,27.3,85,15.7,71.7,23.5,86.4,14.8,26.8,22.6,16.7,70.4,60,85.8
29,135,6,746,723,0,14,0,3,0,0,6,562,551,0,6,0,1,0,0,4,354,61.8,376.6,75.7,306.1,108.8,312.9,80.3,281,132.8,388.7,65.8,329.7,93.4,383.4,59.4,328.8,72.3,380.8,65.8,93.4,80.3,66.4,320.5,312.9,382.4
29,135,7,932,903,4,9,6,0,0,3,7,646,633,3,3,3,0,0,0,4,387.6,34.2,387.1,45.7,335.7,92.1,303.9,43.4,327.7,105.3,380.90000000000003,41.2,374.9,60.6,370.1,34.8,368.7,56.2,378.5,34.2,69.1,43.4,38.6,359.4,303.9,379.1
29,135,8,1019,981,0,11,2,0,0,0,25,758,738,0,5,2,0,0,0,13,461.1,112.3,502.7,129,398.7,182.6,379.2,139.6,367.9,212.9,495.3,127,421.8,173.7,494,116.5,431.3,140.8,501.2,112.4,164.9,139.6,121,416.3,379.2,498.4
29,135,9,1157,1116,14,15,9,1,0,0,2,694,675,4,7,5,1,0,0,2,218,29.3,256.1,23.5,177.1,57.2,172.1,25.5,169.9,71.2,245.1,27.1,178.9,58.6,240.9,24,205.8,31,251,19,49.6,25.5,23.5,189.4,172.1,249.1
29,137,2,1292,1267,0,10,2,4,0,0,9,998,980,0,7,2,4,0,0,5,498.6,116.9,554.3,116.9,395.1,191,377.6,136.1,404.5,199.5,532.6,138.7,422.1,176.7,508.8,121.4,409.5,154.6,559.2,77.5,166.7,136.1,114.4,424.6,377.6,539.3
29,137,3,1509,1422,61,9,1,2,0,0,14,1197,1137,48,5,1,2,0,0,4,470.6,140.2,484.5,131.7,386.8,205.9,377.3,171.5,415,199.8,479,124.3,434.6,191.6,461.2,117.8,439.2,159.4,484.5,102.5,180.8,171.5,119.4,431.2,377.3,478.4
29,137,4,316,302,1,1,1,8,0,0,3,245,238,1,0,1,2,0,0,3,120.8,19.900000000000002,123.39999999999999,47.1,93.7,34.3,80.8,43.4,90.9,46.6,128.9,47.1,93.9,48.6,119.8,48,105.10000000000001,33.1,137.5,32.1,35.9,43.4,44,100.7,80.8,127
29,137,5,2515,2227,183,40,6,9,1,0,49,1867,1691,126,21,4,6,1,0,18,850.8,286.8,932.1,340.5,707,405.3,693.4,301.6,775.1,373.4,942.8,310.7,782.2,353.7,919.7,299.9,807.4,295,982.7,240.8,344.6,301.6,299.5,783,693.4,942.4
29,137,6,715,695,4,2,6,1,0,0,7,590,577,3,1,4,1,0,0,4,313.90000000000003,71.3,394.1,81,248.3,116.4,268.2,91.7,258,119.6,396.2,78.7,270.7,101.2,373.7,82.9,270.7,100.6,408.5,59,101.2,91.7,75.7,271,268.2,394.1
29,137,7,1205,1169,13,8,3,1,0,0,11,959,935,11,4,2,0,0,0,7,492,106.4,534.9,97.3,389.9,208.2,415.1,136.7,383.6,223.3,540.8,88.1,409.6,175.4,508,88.1,427.5,146.6,540.8,58.9,172.6,136.7,83.7,420.7,415.1,531.9
29,137,8,449,446,1,0,0,0,0,0,2,367,365,0,0,0,0,0,0,2,183.5,48.9,191.2,61.4,157.6,74.2,161.5,61.2,146.6,89.7,194.4,57.6,161.5,73,183.5,58.3,162.8,60.2,198.6,47.5,70.1,61.2,56.9,162.6,161.5,191.2
29,137,9,839,812,0,15,3,2,0,0,7,556,542,0,7,1,2,0,0,4,231.2,63.2,260.7,57.2,204.9,94.7,186,75.7,182,115.4,254.2,55.4,223.9,75.8,255.8,45,227.9,56.9,266.3,44.7,81.1,75.7,49.4,213.6,186,259.3
29,139,10,3731,3473,115,79,8,6,0,2,48,2781,2595,84,67,8,6,0,0,21,1208.5,328.1,1277.9,381.5,1005.9,508.7,932,407.9,945.5,609.2,1265.5,387.2,1115.8,452.6,1290,314.4,1120.6,396.4,1316,306,457.7,407.9,344.2,1080,932,1288.1
29,139,11,1466,1416,7,13,1,3,0,0,26,1132,1100,5,7,1,3,0,0,16,465.3,138.2,489.1,130.3,362.5,230,370.4,163.4,366.5,234.7,479,144.3,422.2,191.4,490.7,120.8,414.3,181.1,492.6,114.3,194.1,163.4,126.5,406.1,370.4,489.1
29,139,2,737,715,4,5,0,6,0,0,7,571,554,4,5,0,5,0,0,3,304.8,99.2,333.9,112.7,258.6,136.2,227,111.6,235.8,172.3,329.8,110.9,286.8,114.2,339.7,87,287.9,112.7,342.6,87,126.6,111.6,99,275.3,227,336.5
29,139,3,1712,1639,39,15,5,0,1,0,13,1280,1230,31,7,5,0,1,0,6,494,127.5,579.8,155.3,386.7,205.2,383.8,163.3,402.4,201.7,571.6,150.4,438.3,186.8,579.5,128.2,460.7,146,595.1999999999999,110.7,173,163.3,134.7,438.1,383.8,580.7
29,139,4,1041,1000,10,13,2,1,0,0,15,807,786,4,6,2,1,0,0,8,386.7,91.4,415.4,81.2,325.6,137.5,298.7,103.2,317.9,159.9,416.90000000000003,81.8,361,115.2,417.7,71.2,371.3,94.1,417.40000000000003,67.6,119,103.2,75.2,352.1,298.7,417.5
29,139,5,660,640,4,5,0,6,0,0,5,524,508,2,4,0,5,0,0,5,243.1,52.2,259.2,53.9,218.1,72.2,178.3,75.7,175,107.8,256.9,56.3,217.5,74.5,262.7,46.6,234.8,53.2,258.40000000000003,53.5,72.1,75.7,53,217.3,178.3,259.3
29,139,6,576,553,0,9,2,5,0,0,7,448,434,0,6,1,5,0,0,2,213.4,57,224.6,46.4,183.8,81.7,179.2,80.8,170.2,102,225.3,49.800000000000004,211.79999999999998,71.9,233.7,36,206.9,60.7,232.9,36.8,75,80.8,41.9,197.6,179.2,229.1
29,139,7,1226,1156,16,20,2,3,0,0,29,952,906,10,13,2,3,0,0,18,400.2,115.6,454.3,140.5,322.2,176.4,278.7,145.9,304.8,191.2,449.8,146.8,364.1,153,468.1,126,346,148.5,468.1,122.4,156.6,145.9,134.1,347.2,278.7,460.3
29,139,8,603,568,4,13,2,0,1,0,15,485,464,4,6,2,0,1,0,8,242.3,58.9,256.4,50.8,202.2,92.7,209.5,52.8,210.7,90.9,246.79999999999998,61.5,228.79999999999998,75.8,255.9,48.7,225.5,78,252.8,48.3,78.8,52.8,52.4,221.7,209.5,252.8
29,139,9,484,482,0,0,0,1,0,1,0,403,402,0,0,0,1,0,0,0,167.6,48.5,176.6,48.4,132.9,80,133.1,58.1,131.20000000000002,84.3,172.9,52.6,152.70000000000002,67.6,177.2,43.2,151.1,62.9,178.7,41.4,68.3,58.1,45.4,147.5,133.1,176.7
29,141,10,2887,2798,7,29,10,6,0,0,37,2502,2438,6,20,10,4,0,0,24,1104.6,350.8,1086.1,348.59999999999997,872.3,533.7,892.3,414.7,950.5,492.3,1095.4,317.3,1011.9,450.3,1078.9,293.3,1027.2,384,1095.4,277.1,443.5,414.7,308,994.8,892.3,1088.9
29,141,11,1137,1059,1,39,11,16,2,1,8,866,830,0,14,7,7,2,1,5,391.1,94.3,445.8,116.89999999999999,315.2,156.9,328.2,103.9,334.1,156.9,443.8,118.2,355.4,138.5,440.4,103.9,372.6,107,453.6,92.8,130.4,103.9,107.9,353.7,328.2,445.8
29,141,12,1387,1343,1,16,6,2,0,0,19,1079,1048,0,13,3,2,0,0,13,487.6,117.5,555.6,145.7,392.4,195.9,409.9,128.7,416.7,195.9,553.1,147.5,442.9,172.2,549.1,128.7,465,132.4,564.5,115.7,162.6,128.7,133.7,441.2,409.9,555.6
29,141,13,150,144,0,4,0,1,0,0,1,111,108,0,1,0,1,0,0,1,52.3,12.8,57,13.2,43.2,20.2,42.3,14.3,43.9,21,56.9,13.2,48.2,17,55.5,11.1,48.9,12.5,57.5,11.1,16.8,14.3,12.1,47.300000000000004,42.3,56.9
29,141,14,957,920,4,20,0,0,0,0,13,715,693,4,11,0,0,0,0,7,336.4,82.1,367.3,85.1,278.4,130.6,272.4,91.5,282.8,135.2,366.7,85.1,309.9,109.9,356.7,72.9,313.5,80.1,369.90000000000003,71.5,108.1,91.5,78.7,304.4,272.4,365.4
29,141,15,1761,1636,41,29,12,6,0,0,37,1317,1234,37,11,10,3,0,0,22,614.9,117.3,657.9,150.3,488.4,240.6,508.7,146.1,540.2,200.5,641.7,158.7,554,184.8,637.4,131.7,569.6,149.5,650.7,117.8,178.8,146.1,138.9,553.5,508.7,648.3000000000001
29,141,16,1622,1521,31,44,7,4,0,0,15,1228,1151,24,36,7,4,0,0,6,454.4,128.1,477.9,120.3,386.7,189.9,388,132.4,391.1,199.8,483.9,108,419.1,169.8,477.3,90.5,432.7,135.6,489.90000000000003,90,164.6,132.4,102.5,417.5,388,482.8
29,141,17,2112,1997,4,13,19,7,0,0,72,1800,1712,3,10,18,5,0,0,52,622.1,210.1,795.6,206,469.2,319.8,491.7,215.8,546.3,274.2,762.5,211.2,555.8,275,754.5,185.3,548.6,227.8,771.5,171.2,262.5,215.8,192.8,548.2,491.7,771.9
29,141,2,804,761,5,26,1,5,0,1,5,453,438,1,8,1,2,0,0,3,171.6,26.2,176.7,30.3,140.6,51.5,131.5,38.6,134.9,60,174.7,29.1,142.6,50.6,167.3,28.7,154.2,34.9,170.8,28.7,45.3,38.6,28.7,149.1,131.5,172.4
29,141,3,888,837,0,21,6,2,0,0,22,662,635,0,10,5,2,0,0,10,250.3,38.6,257.7,43.7,206.3,75.3,191.7,55.8,197.1,88,254.9,41.9,209,74.5,245.2,41.4,225.6,50.8,249.2,41.4,65.7,55.8,41.7,218.1,191.7,251.6
29,141,4,779,776,0,0,0,0,0,1,2,415,413,0,0,0,0,0,1,1,153.4,42.9,161.5,41,130.6,64.2,130.9,44.6,132.1,67.7,163.5,36.7,141.6,57.5,161.3,30.4,146.3,45.8,165.7,30.4,55.9,44.6,34.7,141.29999999999998,130.9,163
29,141,5,666,637,4,12,3,7,0,0,3,453,439,1,6,3,2,0,0,2,167.8,46.9,176.9,44.5,142.8,70.2,143.3,48.7,144.79999999999998,73.9,179.2,40.3,154.8,62.5,176.7,33.5,159.9,50,181.3,33.2,60.9,48.7,37.7,154.4,143.3,178.7
29,141,6,1036,978,8,25,8,0,0,0,17,808,771,4,16,6,0,0,0,11,377.5,72.5,404,92.1,299.4,147.5,312.7,89.1,331.1,122.5,394.5,97.2,339.9,113.60000000000001,391.59999999999997,81.2,349.7,91.3,399.6,72.9,109.5,89.1,85.5,339.4,312.7,397.6
29,141,7,1091,1029,2,29,6,10,0,0,15,830,795,2,13,6,8,0,0,6,458.8,54.6,500.9,88.3,368.2,135.9,376.4,66.9,386.2,122.1,504.7,83.1,416.2,99.1,496.8,70.9,413.2,77.7,502.1,74.5,97.8,66.9,79.4,409.5,376.4,500.9
29,141,8,1467,1369,9,38,14,8,0,1,28,1239,1173,5,26,9,4,0,1,21,429.5,180.3,494.7,151.2,330.6,261.2,364.4,194.6,394.8,213.4,487.2,150.4,404.7,213.4,480,145.7,408,176.4,489.2,139.7,209.8,194.6,147.2,393.6,364.4,488.5
29,141,9,1821,1768,6,20,10,1,0,0,16,1553,1510,4,16,9,1,0,0,13,686.9,190.7,825.3000000000001,245.4,540.3,320.8,571.3,226,595.1,274,809.3,242.3,615.9,281.4,800.5,217.2,624.2,223.7,831.2,184.6,257.5,226,223.1,613.7,571.3,815.6
29,143,10,487,472,9,1,0,0,0,1,4,367,360,4,1,0,0,0,0,2,193.8,35.9,203.4,33,146.8,74.4,144.6,35.4,171.4,59.3,198.2,35.4,169.2,60.7,199.8,28.6,171,52.3,204.2,25.7,57.1,35.4,30.2,170.6,144.6,201.5
29,143,11,98,85,12,0,0,0,0,0,1,75,65,10,0,0,0,0,0,0,23.900000000000002,8.9,31,7.8,18.099999999999998,14,17.1,7.8,18.099999999999998,15,29,7.8,21.1,12.9,32.1,4.9,19.9,11.9,33.1,4.9,12.6,7.8,6.4,19.9,17.1,31.5
29,143,12,16,13,3,0,0,0,0,0,0,14,11,3,0,0,0,0,0,0,5.1000000000000005,1.9000000000000001,4.2,1.4,4.1,2.7,3.6,1.6,4.2,2.8,4.1,1.4,4.3999999999999995,2.3,4.1,1.3,4.2,2.3,4.2,0.9,2.3,1.6,1.3,4.3999999999999995,3.6,4.2
29,143,13,227,206,11,6,0,0,0,0,4,180,167,9,3,0,0,0,0,1,61.699999999999996,21.2,71.7,20.3,43.7,33.9,43.7,21.2,44.3,37,66.10000000000001,23.900000000000002,51.6,32.5,66.9,19.6,50.8,30.6,70.9,16.900000000000002,30.8,21.2,19.9,50.8,43.7,69.2
29,143,14,400,305,83,1,1,0,1,0,9,313,248,59,0,1,0,0,0,5,107.8,37.2,124.7,35.9,76.5,58.2,76.5,37.6,77.10000000000001,64.5,115.2,41.6,89.2,56,116.8,35.1,87.6,53.5,123,29.1,54.2,37.6,35.3,87.8,76.5,120.2
29,143,15,228,217,5,4,1,0,0,0,1,183,175,4,2,1,0,0,0,1,62.9,21.5,73,20.9,44.6,34.2,44.6,21.7,45,37.5,67.6,24.2,52.2,33,68.2,20,51.4,31.3,72,17.1,31.5,21.7,20.1,51.7,44.6,70.6
29,143,16,514,462,42,8,2,0,0,0,0,407,367,35,3,2,0,0,0,0,130.3,48.9,155.5,40,98.7,74.7,105.2,40.699999999999996,106.4,72.6,149,43.6,117.4,61.800000000000004,149,37.7,116.89999999999999,56.800000000000004,155.1,30,63,40.699999999999996,38.4,114.2,105.2,152.6
29,143,17,68,23,43,0,0,0,0,0,2,57,18,38,0,0,0,0,0,1,16,11.4,14,10.799999999999999,13.7,12.3,11.6,8.4,13,13.299999999999999,15,9.3,14.6,11.899999999999999,14.7,8.7,14.1,11.4,15.200000000000001,8.3,12,8.4,9.2,14.1,11.6,14.7
29,143,18,1300,848,414,9,3,0,0,0,26,964,659,289,2,3,0,0,0,11,271.6,192.2,237.3,180.2,230.6,208.2,196.8,141.5,219.2,224.9,252.5,155.7,246.2,201.6,249.5,147.2,237.9,193.20000000000002,257.3,141,203.3,141.5,155.9,240,196.8,249.5
29,143,19,243,28,215,0,0,0,0,0,0,148,19,129,0,0,0,0,0,0,10.9,75.5,12.9,62.8,13.4,72.5,10.9,49.2,9.8,76.7,17.7,59.4,11.2,74.4,12.6,57.9,14.6,71.9,18,57.1,74,49.2,59.3,11.8,10.9,15.3
29,143,2,203,198,1,0,2,0,0,0,2,155,152,1,0,2,0,0,0,0,53.699999999999996,10,60.5,10.9,39.6,20.6,36.2,10.3,48.7,15.3,58.7,10,46.8,15.3,56.8,8.7,47.3,13.1,59.7,6.8,15.2,10.3,8.9,46.9,36.2,59
29,143,20,187,28,155,2,0,0,0,0,2,138,23,113,1,0,0,0,0,1,9.9,70.39999999999999,12.1,58.400000000000006,12.4,67.60000000000001,9.9,45.8,9.1,71.4,16.4,55.300000000000004,10.6,69.6,11.6,54.1,13.700000000000001,67.2,16.900000000000002,53.1,69.1,45.8,55.2,11.2,9.9,14.3
29,143,21,3198,2314,797,25,5,12,0,0,45,2431,1851,529,19,5,10,0,0,17,850.2,383,718.3,290.7,670,529.9,624.3,326.6,679.7,539.1,699.7,288.9,720.2,461.5,712.3,252.2,735,434,740.2,219.9,469.4,326.6,262.9,730.8,624.3,717.6
29,143,22,322,299,5,14,1,1,0,0,2,251,241,3,5,1,1,0,0,0,91.39999999999999,32.5,75.6,24.8,72.8,48.3,63.8,30.2,73.6,50.2,71.5,24.8,80,40.9,73.5,21.3,77,41.2,76.3,18.4,42.199999999999996,30.2,22.1,79.1,63.8,74.4
29,143,23,255,228,15,5,0,3,0,2,2,207,185,14,3,0,3,0,2,0,75.4,26.900000000000002,62.4,20.3,59.9,39.4,52.6,25,60.5,41.4,59.099999999999994,20.400000000000002,66.1,33.7,60.5,17.7,63.7,34,63.1,15.1,34.9,25,18.400000000000002,65,52.6,61.4
29,143,24,413,369,26,4,3,1,0,0,10,308,274,22,4,2,0,0,0,6,98.6,37,117.7,30.4,74.8,56.400000000000006,79.6,30.7,80.5,54.8,112.80000000000001,32.8,88.9,46.599999999999994,112.80000000000001,28.7,88.4,43.1,117.5,22.6,47.3,30.7,29,86.5,79.6,115.3
29,143,25,3135,2457,587,25,1,5,0,5,55,2319,1886,398,17,1,3,0,0,14,881.6,300.6,1021.4,243,685.4,473,715.3,245.7,726.3,448.9,994,249.7,797.9,378,982.4,226.4,803.8,344.6,1020.4,186.4,387.8,245.7,226.7,779.6,715.3,1003.7
29,143,26,245,234,1,6,3,0,0,0,1,188,181,1,2,3,0,0,0,1,52.1,13,58,6.1,40,20.9,39.1,11.1,40.8,20.9,58,6.1,43,18.4,54.9,3.9,43,16.3,54,1.9000000000000001,18.3,11.1,4.5,43.4,39.1,56.3
29,143,27,77,74,0,3,0,0,0,0,0,67,65,0,2,0,0,0,0,0,24.4,8.7,20.099999999999998,6.7,19.6,13,17,7.9,19.7,13.4,19,6.7,21.3,10.9,19.7,5.6,20.5,11,20.4,4.7,11.299999999999999,7.9,5.9,21.2,17,19.8
29,143,28,509,471,5,17,2,5,0,0,9,399,377,4,6,2,4,0,0,6,132,14.299999999999999,145.3,18,98.8,42.699999999999996,96.6,23,109.3,37.1,140.3,23.5,112.5,34.4,136.7,19.3,115.6,25.9,140.3,16.1,30.9,23,19,113.6,96.6,140.7
29,143,29,673,647,3,9,3,0,0,0,11,536,517,2,6,3,0,0,0,8,177.2,20,194.4,24.5,132.7,57.6,129.6,31.2,146.7,49.6,188.5,31.6,150.9,46.1,183.7,25.9,155.4,34.2,188.5,21.8,41.6,31.2,25.8,152.5,129.6,188.7
29,143,3,1233,1220,1,4,0,0,0,0,8,932,923,1,2,0,0,0,0,6,323.7,59,362.1,64.6,237.2,123.7,219.3,60.300000000000004,292.5,91.4,351,59,281.6,91.4,339.9,52,286.3,78.9,359.5,41.4,89.7,60.300000000000004,54.2,283,219.3,353.3
29,143,30,388,374,4,2,3,0,0,0,5,271,265,2,0,2,0,0,0,2,108.5,21,122.8,8.8,81.8,45.4,76,18.7,92.3,34.2,112.9,14.4,96.2,27.1,114.4,6.1000000000000005,96.2,22,118.10000000000001,4.9,29.3,18.7,8.4,95.5,76,116.9
29,143,31,29,29,0,0,0,0,0,0,0,22,22,0,0,0,0,0,0,0,8.8,1.8,10.1,0.8,6.6,3.6,6.2,1.4,7.5,2.9,9,1.3,7.9,2.2,9.200000000000001,0.4,7.9,1.8,9.6,0.4,2.2,1.4,0.5,7.9,6.2,9.6
29,143,4,163,162,1,0,0,0,0,0,0,128,127,1,0,0,0,0,0,0,52.5,9.700000000000001,52.5,11.8,38.4,22.5,37.4,10.5,42.4,18.5,51.8,10.5,43.5,16.8,51.8,10.2,44.1,13.3,54.2,7.1000000000000005,16.3,10.5,10.1,44.1,37.4,52.6
29,143,5,663,641,15,2,3,0,0,0,2,557,537,15,1,2,0,0,0,2,229.2,42.6,229.2,50.6,166.5,98.2,162,45.7,185.7,81.1,225.6,45.7,188.7,73.5,225.6,44.2,193.1,58.1,235,29.3,71,45.7,42.6,192.6,162,228.8
29,143,6,2593,2155,306,40,5,48,2,0,37,1992,1693,211,26,4,33,2,0,23,968.7,273.7,990.6,313.5,834.3,400.9,767.5,254.2,847.8,396.6,981.8000000000001,304.1,905.4,350.7,971.6,285.7,911.3,303.5,1001.4,252,345,254.2,289.6,893.6,767.5,987
29,143,7,250,196,45,5,0,0,0,0,4,199,161,34,2,0,0,0,0,2,41.1,43.5,46.9,43.4,35.5,49.7,30.8,31.8,38.2,48.5,50.6,38.7,41.300000000000004,45.4,46.1,40.3,39.3,46.2,51,36.2,46.3,31.8,39.8,39.3,30.8,48.300000000000004
29,143,8,556,363,171,15,1,0,4,0,2,409,280,119,6,1,0,1,0,2,85.5,90.3,96.5,89.9,72.3,102,62.7,66.5,77,99.5,103.39999999999999,78.8,86,92.5,94,82.8,80.7,95.2,105,73.7,95.8,66.5,81.8,80.7,62.7,99.8
29,143,9,283,262,8,7,1,0,0,0,5,225,212,7,5,1,0,0,0,0,118.7,22.1,124.6,20.3,90,45.800000000000004,88.7,21.6,105,36.2,121.60000000000001,21.6,103.7,37.2,122.5,17.5,104.89999999999999,32.3,125.2,15.5,34.9,21.6,18.4,104.3,88.7,123.3
29,145,10,1024,927,0,15,26,33,0,0,23,758,692,0,11,16,24,0,0,15,401.5,74.9,475.3,69.6,374.5,90.6,303.2,54.6,352,121,467.9,68.2,399.7,79.1,454.8,66.2,387.7,75.8,475.7,50.4,88.1,54.6,63.8,382.5,303.2,468.3
29,145,11,3294,3105,9,47,59,15,2,4,53,2552,2428,9,28,43,9,2,2,31,1173.7,348,1252.1,377.4,1073.1,441.9,983.3,355.4,1121.4,424.2,1254.4,359.1,1214.8,360.7,1258.1,325.5,1153.8,359.1,1290.5,302.3,386.4,355.4,341.2,1147.9,983.3,1263.6
29,145,12,892,854,2,7,9,15,0,0,5,673,654,1,2,4,8,0,0,4,347.6,105.8,428.6,121.7,311.2,134.9,284.4,96.1,305.1,147.8,432.7,120.2,363,98.7,439.7,105.8,340.9,108,441.5,93.6,117.5,96.1,108.8,335,284.4,436.7
29,145,13,2515,2292,4,59,53,3,1,0,103,1850,1717,4,24,32,1,0,0,72,1054.6,117.2,1227.2,178.7,941.6,204.8,871.6,145.4,996,185.9,1217,161.2,1043.1,156,1205.1,159.7,1029,130.4,1219.2,152.5,159.4,145.4,162.9,1013.4,871.6,1217.6
29,145,14,4042,3659,20,98,60,97,9,3,96,2918,2704,11,51,37,50,5,3,57,1713.3,245.1,1890,299.4,1534.5,400.3,1337.7,265.4,1570.4,398.8,1871.1,300.9,1689.9,317.5,1880.6,264,1653.8,283.6,1915.9,225.4,327,265.4,273.1,1632.4,1337.7,1889.1
29,145,15,1178,989,4,45,28,90,1,4,17,848,734,3,26,17,59,0,0,9,351.8,53.8,431.4,103.60000000000001,302.1,86.5,282,60.7,290,108.2,435.2,96,339.2,65,437,84.4,320.2,69.3,440.40000000000003,83.5,77,60.7,91.9,320.2,282,436.3
29,145,16,4345,4001,15,68,92,41,13,2,113,3180,2974,6,36,62,20,9,2,71,1407.2,228.6,1578.4,273.1,1253.7,375,1148,251.5,1310.2,340.7,1575.6000000000001,252.7,1425.6,275.4,1584.3,243.3,1377,276.2,1611.1,207.3,301.3,251.5,244.9,1355,1148,1587.7
29,145,17,3725,3292,70,79,118,18,5,2,141,2913,2639,51,46,78,14,3,2,80,1561.6,307.4,1570.1,321.7,1410.7,421.6,1202,311,1467.3,397.8,1557.8,322.5,1538.9,352,1576.2,290.6,1524.7,322.5,1604.6,263.1,359.9,311,299.3,1500,1202,1576.6
29,145,18,4789,4094,28,330,84,33,95,2,123,3502,3081,20,189,55,25,59,1,72,1528.9,404.8,1636.7,459.4,1386,522.2,1239.8,379.1,1426.1,504.6,1596.5,473.9,1554,422,1624.3,415.1,1515.3,398,1654,373.3,449.4,379.1,429.7,1481,1239.8,1628.7
29,145,2,827,676,5,76,9,11,31,3,16,660,539,5,66,8,11,17,3,11,193.2,79.8,184.1,73.3,182.7,96.7,133.70000000000002,74.39999999999999,179.70000000000002,100.5,182.3,70,202.8,86.5,188.8,62.9,198,74.9,192.5,53.9,87.6,74.39999999999999,65.3,191.4,133.70000000000002,186.9
29,145,3,12728,10665,102,1094,216,104,216,5,326,9399,8177,73,633,151,61,122,3,179,4193.8,1132,4165.3,1155.7,3789,1450.5,3324.5,1096.2,3900.5,1436.1,4164.8,1118.9,4275.3,1189.4,4205.1,1000.2,4172.9,1102,4286.1,874.5,1261,1096.2,1037.7,4066.4,3324.5,4204.5
29,145,4,790,707,4,21,5,30,0,1,22,580,534,2,10,4,17,0,1,12,296,84.1,361.2,92.2,290,92.2,230.6,76.9,270.9,105.3,358.7,90.4,305.8,88.5,361.5,80.5,298.90000000000003,76.4,365.5,76.9,89.2,76.9,85.1,291.8,230.6,361.3
29,145,5,1985,1842,25,36,35,7,0,0,40,1515,1424,13,20,27,6,0,0,25,696.7,213.8,785,261.3,626.3,274.6,618,230,665.1,273.4,793.1,245.8,723.8,227.5,801.9,233.2,685.3,214.4,817,219.1,240.5,230,239.5,678.9,618,798.7
29,145,6,858,799,3,16,13,9,0,0,18,636,599,0,8,9,8,0,0,12,343.8,63.800000000000004,422.2,77.2,308.7,101.2,280.2,57.4,301.2,101.2,415.7,76.3,351.6,77.2,419.6,70.2,344.8,66.7,422.8,69.4,81.4,57.4,72.2,330.1,280.2,420.3
29,145,7,3990,3374,15,75,285,21,2,2,216,2879,2526,9,30,174,18,2,0,120,1533.2,235.9,1680.8,298.8,1350.3,387.1,1206.7,229.5,1418.9,357.1,1667.2,301.3,1497.3,287.5,1673.3,262.7,1457.1,271.8,1724,230.5,306.8,229.5,272.6,1452.1,1206.7,1685.8
