state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,pre_20_rep_tru,pre_20_dem_bid,uss_16_rep_lee,uss_16_dem_sno,uss_18_rep_rom,uss_18_dem_wil,gov_16_rep_her,gov_16_dem_wei,gov_20_rep_cox,gov_20_dem_pet,atg_16_rep_rey,atg_16_dem_har,atg_20_rep_rey,atg_20_dem_sko,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20
49,011,WB01,1599,1473,3,65,1,7,5,1,44,1132,1053,2,46,1,4,2,1,23,410,169,667,312.8,627.8,154.8,517.2,177.1,605.4,181.5,728.4,221.7,585.4,149.3,656.8,291.3,163.5,177.1,275.3,557.1,517.2,683.9
49,011,WB02,1834,1658,6,87,19,22,17,0,25,1286,1172,1,62,12,19,9,0,11,421.8,173.7,705.3,336.4,701.2,153.9,609,181.2,697.2,176.5,794.6,225.2,665,163.8,732.7,291.4,166.7,181.2,284.6,621.4,609,744.3
49,011,WB03,1852,1700,7,89,3,10,10,3,30,1219,1114,6,64,3,9,9,0,14,388.2,162.4,708.9,370,684.8,149.6,605.8,166.9,680.4,171.7,814.2,238,655.4,155.4,756.6,307.3,159.9,166.9,305,602.2,605.8,760
49,011,WP01,1597,1420,1,89,6,25,18,3,35,1027,922,0,57,5,20,9,2,12,391,119,686.1,280.9,630,119.8,503.9,141.9,638,121,732.4,188.3,588.9,101,685.2,248.5,115.3,141.9,239.20000000000002,561.8,503.9,701.3
49,011,WP02,1588,1434,16,81,17,21,0,0,19,1007,914,11,44,11,18,0,0,9,375.5,103.3,664.7,166.8,556.5,104,468.2,100.4,538,117.8,643,130.2,499.4,105.7,632.1,165.5,107.7,100.4,154.2,492.5,468.2,646.5
49,011,WP03,1961,1738,9,127,7,41,0,0,39,1289,1162,5,74,4,30,0,0,14,472.7,156,845.1,258.3,668.1,155,604.1,136.1,657,172.1,867.8,184.6,646.9,144.8,831.7,226.5,156.9,136.1,222.9,611.3,604.1,848.5
49,011,WP04,1485,1369,2,60,2,26,0,5,21,970,908,1,30,1,21,0,5,4,373,94,620.2,207,547.8,108,458.1,110,546,112,615,165.9,511.9,96.2,588.1,200.1,102.6,110,191,494.7,458.1,607.6999999999999
49,011,WP05,1626,1486,12,67,11,15,6,1,28,1000,923,5,41,7,12,2,1,9,479.5,115.1,901.2,223.9,688.5,126.2,568.7,124,668.1999999999999,147.5,886.4,182.8,637,121.6,873.3,222.4,127.5,124,209.4,618.6,568.7,887.1
49,011,WP06,1414,1180,26,116,5,54,4,0,29,890,743,15,68,5,42,3,0,14,249,117.3,364.9,169.9,359,133.9,279.1,110,354.9,133.9,370.9,144.1,354.1,111.1,369,157,124,110,157,329.3,279.1,368.4
49,011,WX01,1523,1333,10,113,8,17,9,0,33,982,868,5,73,6,14,6,0,10,246.1,173.1,415.1,319.7,458.5,183.3,378.8,182.8,457.3,191.2,503.5,231.5,453.3,153.2,440.8,288.8,174.9,182.8,280.5,403.9,378.8,453.1
49,011,WX02,1209,1060,3,70,5,19,12,4,36,720,651,0,38,3,13,7,0,8,205.1,93,341.1,187.29999999999998,348.6,92.2,297.3,102,342.9,101.6,384.3,134.7,327.4,92.2,347.4,169.8,94.7,102,164.1,306,297.3,357.7
49,011,WX03,1670,1515,5,91,6,13,13,2,25,1184,1102,1,57,6,5,4,0,9,324.6,176.9,545,344.7,580.8,183.7,481.59999999999997,193.1,576.5,196.8,634,247.8,558.7,169.1,565.1,310.6,181.6,193.1,301,510.2,481.59999999999997,581.3
49,011,WX04,1315,874,46,271,18,15,48,1,42,906,639,24,164,11,12,38,1,17,131,95.1,209.1,211.1,221,100,174.9,123.9,213.89999999999998,97,237.1,162.1,208.1,86.9,207,194.9,94.7,123.9,189.4,193.3,174.9,217.9
49,011,WX05,1712,1501,6,139,1,30,7,0,28,1033,919,4,75,1,20,4,0,10,264.5,173,413.9,295.9,427.8,176.6,345.6,179.8,403.1,197.2,479.4,231.6,413.4,139.9,426.7,281,171.8,179.8,269.6,377.2,345.6,439.9
49,011,WX06,2357,2034,23,161,6,56,27,4,46,1387,1192,11,101,6,43,21,2,11,481.9,295.8,854.8,651,851.2,284.4,708.7,300.8,848.5,306.3,1021.9,481.8,819.4,263.4,946.4,552.7,287.5,300.8,561.9,750.2,708.7,941.2
49,011,ZZEAST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0.3,0,0,0.2
49,011,ZZWEST,4,0,0,0,0,4,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,013,AL01,940,866,0,37,21,1,1,0,14,610,558,0,26,14,1,1,0,10,301.1,22.1,401.7,20.5,335.3,24.2,268.6,18.7,324.2,28,322.6,15.1,309.5,19.3,383.7,19.6,23.5,18.7,19.2,317.1,268.6,369.1
49,013,BL01,897,839,5,26,9,0,13,0,5,567,535,2,16,8,0,5,0,1,324.8,19.1,436.4,19.2,364,24.6,245.3,21.9,346.5,33.8,332.5,28.5,341.8,29,404.5,24.7,26.5,21.9,24,344.40000000000003,245.3,390.7
49,013,DU01,1316,1162,4,108,14,2,4,9,13,924,827,3,68,14,2,4,4,2,481.40000000000003,36.6,682.6,77.4,506.6,47.9,366.6,50.3,483.3,50.8,534.3,68.5,470.2,36.5,635.7,79,42.5,50.3,74.6,485.5,366.6,617.7
49,013,DU02,1525,1441,3,57,6,4,0,0,14,1001,941,3,42,4,3,0,0,8,451.7,28.2,638.2,62.5,483,46.9,366.3,42.7,455.1,54.5,482.4,49.6,442.1,47.5,581.2,70.4,45.800000000000004,42.7,61.1,457.3,366.3,567.6
49,013,FR01,648,603,0,28,1,1,1,0,14,515,483,0,20,1,1,1,0,9,183.9,53.4,297.40000000000003,71.9,194.8,68.2,175.4,55.7,183.4,69.2,245.4,66.5,191.1,59.9,253.9,79.5,61.6,55.7,72.9,188.7,175.4,264.9
49,013,MH01,859,835,1,17,4,0,1,0,1,587,574,0,8,4,0,1,0,0,324.4,30.8,425.1,39.1,363.90000000000003,27.9,272,38.6,351.2,38.6,328.2,44.9,339.2,37.6,387.5,43.5,33.8,38.6,43.1,345.7,272,380.6
49,013,MY01,1264,1026,1,114,86,7,1,0,29,896,728,1,78,64,7,0,0,18,355,40.6,449.3,67.2,378.9,53.9,263.7,51.9,365.8,60.4,373.4,56.4,368.2,39.5,422.6,61.9,47.7,51.9,61.7,367.4,263.7,415.8
49,013,NE01,1131,991,1,40,71,1,2,0,25,747,659,0,24,48,1,1,0,14,394.7,31.3,472.4,55.2,426.40000000000003,38.2,308.2,34.1,410.8,46.1,392.2,51.6,406.3,39.5,439.6,57,38.5,34.1,54.3,409.3,308.2,434.7
49,013,RO01,1192,1031,1,58,67,4,0,5,26,816,717,0,32,47,4,0,2,14,343.3,27.2,450.40000000000003,53.6,378,38.6,289.6,34.5,369,44.1,362.3,46.9,366,39.6,427.2,51.9,37.4,34.5,50.8,364.2,289.6,413.1
49,013,RO02,1454,1379,1,21,29,1,1,0,22,923,873,0,15,23,1,1,0,10,553.8,37.7,782.8,69.6,600.8,51.300000000000004,480.9,38.5,587.6,55.4,650.7,59.6,585.5,49.7,751.9,54,48.7,38.5,60.800000000000004,582.1,480.9,728.4
49,013,RO03,1509,1041,3,254,146,0,6,0,59,979,713,1,150,85,0,5,0,25,218.7,42.699999999999996,286.8,61.9,251,46,152.9,40,237.9,51.2,244.8,50.8,229.9,43.4,279.3,61,45.6,40,57.4,234.2,152.9,270.3
49,013,RO04,1622,1314,7,105,130,14,7,1,44,1043,858,3,73,78,11,3,1,16,319.9,46.6,445.8,88.9,386.2,49.3,283,44.2,383,50.7,367.6,73,372,46.2,436.4,72.6,48.4,44.2,78.2,365.6,283,416.9
49,013,RO05,1843,1562,1,131,107,7,1,2,32,1121,973,0,71,60,4,1,2,10,502.8,34.3,720,60.2,570.3,43,384.3,35.6,548.4,55.9,606.5,44.5,544.3,43.1,684.2,51.6,44.2,35.6,52.3,541.6,384.3,670.2
49,013,RO06,1772,1512,2,110,79,3,7,0,59,1131,991,2,54,45,3,5,0,31,506.9,34.4,671.6,71.8,557.1,44.6,446.3,41.1,546.8,46.9,591.6,55,539.3,45,646.7,62,42.6,41.1,62.800000000000004,537.6,446.3,636.5
49,013,TA01,635,609,1,11,1,0,0,1,12,438,423,1,5,1,0,0,1,7,247.5,13.700000000000001,349.2,24.6,247.6,15.100000000000001,215.3,22.3,241.1,30,257.6,27.2,237.29999999999998,22.1,314.5,30.7,20,22.3,27.3,242.9,215.3,307.4
49,015,CD611,721,672,1,23,19,3,1,0,2,482,455,1,12,11,2,0,0,1,213.1,27.6,250.6,37.8,220.4,29.6,183.5,32,229.8,27.6,246.4,28,197.4,42.1,236.5,44.6,31.6,32,36.8,215,183.5,244.6
49,015,CD612,121,114,0,6,0,0,0,0,1,91,89,0,1,0,0,0,0,1,40.3,5.2,47.2,7.2,41.6,5.6,34.699999999999996,6,43.5,5.2,46.599999999999994,5.3,37.3,8,44.6,8.5,5.9,6,7.1000000000000005,40.6,34.699999999999996,46.099999999999994
49,015,CD613,12,9,0,0,0,1,0,0,2,10,9,0,0,0,1,0,0,0,4.4,0.6000000000000001,5.2,0.8,4.6,0.6000000000000001,3.8000000000000003,0.6000000000000001,4.8,0.6000000000000001,5,0.6000000000000001,4,1,5,1,0.6000000000000001,0.6000000000000001,0.8,4.4,3.8000000000000003,5
49,015,CD714,788,761,2,19,2,1,0,1,2,524,505,2,12,2,1,0,1,1,250.9,36.8,341.5,46.5,293.3,33.5,250.1,41.9,298.8,36.8,330,34.4,277.9,35.2,320.5,54.800000000000004,35.7,41.9,45.5,280.5,250.1,330.4
49,015,CD715,55,50,0,0,2,0,0,0,3,40,35,0,0,2,0,0,0,3,19.2,2.7,26.2,3.7,22.3,2.6,19.2,3.3,22.7,2.7,25.3,2.6,21.3,2.6,24.3,4.1000000000000005,2.6,3.3,3.7,21.5,19.2,25.3
49,015,CE1022,464,461,0,1,1,1,0,0,0,327,325,0,0,1,1,0,0,0,181,11.8,229,18.1,190.2,16.9,159.5,23.1,186.9,20.1,210,15.1,176,21.8,216.4,24,17.7,23.1,19,183.9,159.5,218.4
49,015,CE1023,328,312,0,13,0,0,0,0,3,229,221,0,5,0,0,0,0,3,125.60000000000001,8.5,158.5,13,132.2,11.9,109.89999999999999,16.2,129.6,14.1,144.8,10.700000000000001,122.4,15,149.3,16.9,12.3,16.2,13.5,127.3,109.89999999999999,150.7
49,015,CL407,163,158,0,3,0,0,0,0,2,113,109,0,2,0,0,0,0,2,71.5,5.1,85.3,5.8,71.1,4.5,58.1,8.8,65.8,7.3,80.2,5.8,69.6,7.3,72.6,13.1,5.7,8.8,8.1,69.6,58.1,79.3
49,015,CL408,64,62,0,0,0,2,0,0,0,43,41,0,0,0,2,0,0,0,27.3,1.9000000000000001,32.5,2.4,27.1,1.7,22,3.4,25.1,2.7,30.5,2.4,26.4,2.7,27.7,4.9,2.1,3.4,3.1,26.4,22,30.1
49,015,EL1124,418,391,3,18,2,1,0,0,3,272,260,1,7,1,0,0,0,3,128.2,12.5,154.7,18.2,136.5,15.2,100.6,20.1,130.1,22.4,132.2,16.6,124.7,14.5,141.4,21.3,16.099999999999998,20.1,18.5,129.8,100.6,142.7
49,015,EL1125,355,341,0,11,2,1,0,0,0,262,254,0,6,1,1,0,0,0,129.2,11.2,157.9,16.5,136.9,14.5,104.89999999999999,19.1,131.6,20.3,137.8,15.1,125.60000000000001,15.2,145.7,20.5,15.2,19.1,17.3,130.8,104.89999999999999,147.1
49,015,EM101,288,273,0,9,1,3,0,0,2,211,203,0,4,1,2,0,0,1,113.3,9.2,140.5,9.2,114.10000000000001,17,98.39999999999999,14.2,114.7,13.8,131.3,12.5,98.39999999999999,21.2,127.1,20.4,15.4,14.2,14.1,110.2,98.39999999999999,132.2
49,015,EM102,33,30,0,3,0,0,0,0,0,22,21,0,1,0,0,0,0,0,11.700000000000001,0.8,14.7,0.8,11.8,1.8,10.299999999999999,1.5,11.8,1.5,13.6,1.4000000000000001,10.299999999999999,2.2,13.2,2.2,1.8,1.5,1.5,11.4,10.299999999999999,13.6
49,015,FE203,737,714,0,12,4,1,0,0,6,498,485,0,6,3,1,0,0,3,301.4,14.6,349.2,21.3,312.8,30,262.4,27.4,310.8,30.8,322,25.7,283.5,28.8,322.8,35.7,25.9,27.4,27.6,301.9,262.4,331.3
49,015,FE204,127,121,0,5,0,0,0,0,1,91,88,0,2,0,0,0,0,1,53.7,3.3000000000000003,62.5,4.4,56.800000000000004,5,47.300000000000004,5.1,55.1,5.3,57.7,5.1,50.3,5,57.6,6,4.8,5.1,5.1,53.7,47.300000000000004,58.9
49,015,FE305,889,830,8,30,13,2,0,0,6,649,615,4,17,10,2,0,0,1,276.6,23.9,325.9,49.9,295.8,35.6,218.2,50.2,296.9,35.6,307.4,50.2,273.2,38.1,296.9,68.8,32.9,50.2,56.1,285.8,218.2,309.5
49,015,FE306,44,43,0,1,0,0,0,0,0,41,40,0,1,0,0,0,0,0,17.6,1.5,20.5,3.2,18.7,2.3,13.8,3.2,18.7,2.3,19.3,3.2,17.2,2.5,18.7,4.2,2.2,3.2,3.4,18.1,13.8,19.3
49,015,GR1226,952,727,3,204,7,5,0,1,5,663,528,0,125,3,3,0,1,3,228.4,46.6,255.6,59,244.6,44.199999999999996,207.9,50.9,249.9,40.3,237.8,51.4,226.3,47.6,243.20000000000002,55.9,44.8,50.9,55.6,236.7,207.9,245.2
49,015,GR1227,168,83,2,74,0,0,0,0,9,102,61,1,36,0,0,0,0,4,34.4,7.1,38.6,8.8,37,6.7,31.2,7.6,37.6,6.2,36,7.7,34,7.2,36.7,8.4,6.8,7.6,8.4,35.7,31.2,37.1
49,015,HU816,895,779,0,86,8,2,6,1,13,591,533,0,45,3,2,1,1,6,254.20000000000002,30.5,314.9,49.300000000000004,260.9,40.6,219,36.3,260.9,39.7,293.7,37.4,242.3,41.7,305.3,52.5,38,36.3,46.6,254.4,219,304.6
49,015,HU817,105,94,0,9,0,2,0,0,0,74,67,0,6,0,1,0,0,0,31.9,3.9,39.3,6.1000000000000005,32.8,5.1000000000000005,27.4,4.5,32.8,5.1000000000000005,36.8,4.8,30.3,5.2,38.300000000000004,6.7,4.9,4.5,5.8,31.9,27.4,38.2
49,015,HU818,269,263,0,3,0,0,2,0,1,180,175,0,2,0,0,2,0,1,77.5,9.3,96,15.1,79.5,12.1,66.5,11,79.5,12,89.5,11.5,73.7,12.5,92.9,16.2,11.5,11,14.4,77.6,66.5,92.7
49,015,HU819,60,60,0,0,0,0,0,0,0,45,45,0,0,0,0,0,0,0,19.5,2.4,24,3.7,19.8,3,16.6,2.7,19.8,3,22.5,2.9,18.5,3.1,23.3,4,3,2.7,3.6,19.5,16.6,23.3
49,015,HU920,1129,1020,5,95,3,2,0,0,4,761,706,2,47,2,2,0,0,2,285,36.7,389.09999999999997,58.2,313.6,47.5,258.7,49.6,309.9,46.4,339.9,51.6,267.7,64.5,356,68.5,48.2,49.6,59,293.8,258.7,361.7
49,015,HU921,259,242,0,8,1,8,0,0,0,139,131,0,4,1,3,0,0,0,51.7,6.6000000000000005,71,11.1,57.2,8.4,47.3,9,56.5,8.4,62.2,9.1,49,11.8,64.7,12.5,8.7,9,11.1,53.9,47.3,66.1
49,015,OR509,1470,1437,1,20,2,3,0,0,7,987,971,0,12,1,2,0,0,1,462.5,56.2,558.6,99.3,500.9,63.2,448.1,58.1,496.5,69.8,541.8,75.7,458.6,77.9,531.4,101.9,66.8,58.1,92.7,479.8,448.1,543.8
49,015,OR510,50,50,0,0,0,0,0,0,0,31,31,0,0,0,0,0,0,0,14.299999999999999,1.8,17.4,3.1,15.5,1.9000000000000001,14.2,1.9000000000000001,15.5,2.1,16.8,2.7,14.299999999999999,2.7,16.700000000000003,3.1,1.9000000000000001,1.9000000000000001,3.1,14.6,14.2,16.8
49,015,ZZZ,12,11,0,1,0,0,0,0,0,10,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,017,AN03,145,134,0,5,2,2,0,0,2,118,110,0,3,2,2,0,0,1,54.9,5,66.9,9.4,66,5,54.9,5,66.9,4.1,64,7,63.1,5,63.1,11.3,4.9,5,9.4,62.4,54.9,64.4
49,017,BC11,198,104,0,48,8,37,0,0,1,146,65,0,38,5,37,0,0,1,45.4,4.7,63.1,5.6000000000000005,52.4,4.2,49.7,5.6000000000000005,52.8,4,59.3,5.1000000000000005,50.1,5.5,61,5.8,4.5,5.6000000000000005,5.5,50.1,49.7,61.2
49,017,BO09,303,284,0,16,1,2,0,0,0,245,236,0,8,1,0,0,0,0,65.2,94.2,94.2,137.1,92.3,89.9,73.4,140.29999999999998,89.9,107.9,93,132,72.4,88.1,83.6,135.8,95.3,140.29999999999998,135.5,79.8,73.4,90.2
49,017,CA06,177,165,0,4,1,0,0,0,7,122,116,0,3,0,0,0,0,3,54.5,2.1,77.3,4.1000000000000005,67.5,4.1000000000000005,63.5,2.1,66.4,5,79.7,4.1000000000000005,63.5,5.7,77.3,5,4.6000000000000005,2.1,4.2,63.4,63.5,77.8
49,017,ES08,956,899,1,31,16,5,1,1,2,744,705,0,20,11,4,1,1,2,305.6,104.3,367.5,144.5,338.8,121.5,289.9,116.1,343.8,119.9,341.6,126.7,320.4,113.7,327.2,143.5,114.7,116.1,138.6,326.5,289.9,345.3
49,017,HA04,310,303,1,1,0,0,3,0,2,259,254,1,1,0,0,2,0,1,119.8,23.1,165.1,33.3,136.6,18.8,109.1,15,122.39999999999999,23.1,162.5,24.4,121.8,23.1,162.5,33.3,22.400000000000002,15,31.1,125.3,109.1,162.8
49,017,HE07,246,234,0,4,4,0,0,0,4,164,158,0,1,2,0,0,0,3,74.8,14.9,125.1,21.099999999999998,100.9,13.1,94.2,14.100000000000001,96.10000000000001,16.2,129,12.200000000000001,94.2,10.9,125.8,13.1,13.9,14.100000000000001,15.6,91.4,94.2,126.6
49,017,PA01,1151,1086,1,42,12,5,2,0,3,768,725,1,26,9,3,1,0,3,390.59999999999997,50.1,526.4,62.9,463.5,48.7,374.3,36.4,467.7,41.4,534,43.1,430,45.2,511,55.4,45.6,36.4,53.8,438,374.3,524.3
49,017,PA02,916,846,5,35,17,3,1,0,9,660,606,5,25,14,3,0,0,7,302.1,35,414,59,357.1,31,315.3,27.9,348,36.8,411.4,39.1,342.8,32.5,407.7,42.6,33.3,27.9,46.7,337.2,315.3,411.1
49,017,TI10,97,88,0,7,1,0,0,0,1,85,78,0,5,1,0,0,0,1,14,3,15.1,5.9,15.1,6.9,10.1,4,17,3,15.1,5.9,12,4,13,5.9,4.2,4,5.9,14.4,10.1,14.4
49,017,TR05,673,597,5,41,13,7,3,1,6,482,428,3,29,10,7,1,1,3,177.4,21.4,244.4,32.1,214,18.1,191.3,21.7,215.8,17.1,234.4,28.5,204.7,20.4,235.70000000000002,33,19.1,21.7,31.6,202.7,191.3,237.8
49,019,CV08,444,414,0,18,1,4,0,0,7,392,371,0,14,0,3,0,0,4,83.8,145.9,102.5,186.9,80.1,160.79999999999998,84.9,160,79.6,168,107,173.5,73.5,154.2,93.3,182.6,156.9,160,181,79.5,84.9,101
49,019,EL07,42,40,0,0,0,2,0,0,0,32,31,0,0,0,1,0,0,0,10.600000000000001,0.3,15.2,2.1,11.5,1.4000000000000001,8.8,2.4,10.4,1.4000000000000001,13.1,3.1999999999999997,10.700000000000001,1.2,13.1,2.1,1.0999999999999999,2.4,2.4000000000000004,10.8,8.8,13.7
49,019,MO01,666,547,3,72,26,7,0,2,9,557,473,3,51,18,5,0,2,5,78.8,168.6,102,230.5,100.7,184.7,100,199.7,97.7,185.7,108.1,208.8,92.8,161.8,100.89999999999999,210.6,175.1,199.7,216.8,92.8,100,103.7
49,019,MO02,1478,1353,4,71,23,10,0,1,16,1170,1094,0,41,20,7,0,1,7,388.9,402,420.1,524.1,461.8,412.7,395.1,419.90000000000003,473.3,407,427.09999999999997,475.5,428.09999999999997,393.9,418.8,496.6,404.3,419.90000000000003,498.6,438,395.1,421.90000000000003
49,019,MO03,872,603,2,170,85,5,0,1,6,611,448,1,105,51,5,0,0,1,110.2,82.2,127.6,110.2,116.7,79.8,98.1,84.3,117.6,87.4,126,102.89999999999999,105.3,75.2,121,104.89999999999999,81,84.3,105.9,112.5,98.1,124.7
49,019,MO04,1212,1057,6,107,8,13,2,0,19,934,830,3,75,6,8,0,0,12,246.8,316.5,266.5,429.7,302,319.6,250.4,312.6,318.8,303,284.7,378.7,294.5,259.3,275.3,397.3,299.2,312.6,402,290.5,250.4,275.6
49,019,MO05,935,852,6,35,16,8,0,4,14,748,691,5,24,7,7,0,3,11,209.6,249.1,208.8,357.1,250.7,253.9,222.1,261.1,249.9,268.9,230.70000000000002,320.90000000000003,222.2,236,218,329,251.9,261.1,335.7,232.9,222.1,219.1
49,019,MO09,1163,1012,2,95,33,4,0,0,17,830,738,2,56,23,3,0,0,8,288.7,166.1,323.9,370.7,309.1,199.9,241.7,247.2,308,206.9,317.9,324.9,293.9,171,325.1,333,185.9,247.2,343.1,299.9,241.7,322.3
49,019,MO10,1233,799,4,251,145,15,1,0,18,901,650,2,151,79,10,1,0,8,190.8,188.4,241.29999999999998,265.5,224.5,183.5,192.9,192.2,209.6,200.9,249.5,222.3,193.9,185.1,240,224.5,189.29999999999998,192.2,237.2,204.79999999999998,192.9,243.7
49,019,MO11,1118,1024,0,60,14,9,0,0,11,875,810,0,40,13,5,0,0,7,353.6,235.2,427.3,312.59999999999997,390.7,225.9,327.09999999999997,248.9,392.8,228,422.2,278.2,369.2,196.3,409.8,290.9,220.9,248.9,294.1,376.5,327.09999999999997,420
49,019,TH06,62,58,0,2,0,0,0,0,2,57,53,0,2,0,0,0,0,2,11.6,5.3,13.4,15.700000000000001,9.4,7.7,14.6,8.2,7.7,8.2,16.5,9.1,12.3,4,14.500000000000002,11.700000000000001,6.1,8.2,12.1,9.9,14.6,15
49,021,BE01,766,544,0,179,18,1,4,0,20,493,362,0,106,16,1,3,0,5,148,15.8,180.9,17.6,157.7,20.8,97.8,21.3,147.2,21.3,138.6,21.9,147.7,16.7,168.3,19.1,18.3,21.3,19.400000000000002,149.3,97.8,162.9
49,021,BH01,92,79,1,12,0,0,0,0,0,71,63,1,7,0,0,0,0,0,41.2,10,54.099999999999994,24.6,42,9.4,37.9,16.2,38.2,14.4,50.3,21.1,38.6,10.9,48.6,23.6,11.1,16.2,23.3,39.800000000000004,37.9,50.7
49,021,CC01,1880,1654,6,117,63,8,3,4,25,1270,1136,6,71,38,6,1,2,10,399.8,98.8,642.9,205.3,536.5,97.7,404.59999999999997,129.4,527.1,106.4,603.8,156.7,499.9,87.2,628.1,182.2,97.5,129.4,181.7,491,404.59999999999997,624.7
49,021,CC02,1588,1230,3,185,124,18,5,0,23,1096,883,1,98,82,14,5,0,13,384.2,88.6,657,185.7,466.3,90.4,366.2,108.8,441,82.6,634.3,151.2,419.5,76,622.6,160.5,84.9,108.8,165.6,427.7,366.2,638
49,021,CC03,1381,1233,21,77,16,10,0,0,24,1032,939,10,54,9,8,0,0,12,323.5,81,451.7,184.2,390.1,76.9,273.5,118.5,359.2,94,412.3,142.8,350.6,69,416.5,156,80,118.5,161,356,273.5,426.8
49,021,CC04,1057,899,7,99,22,2,1,0,27,795,703,7,61,13,1,0,0,10,168,63,327.90000000000003,136.1,245.2,61.2,175.8,79.8,231,66.89999999999999,316.2,109.1,210,66,319,118,64.3,79.8,121.2,213.6,175.8,321.1
49,021,CC05,1914,1650,8,114,50,24,15,1,52,1287,1135,6,71,27,18,9,1,20,443.8,136.2,719.6,239.3,527.2,135.1,389.7,137.1,533.4,125.39999999999999,684.9,181.8,488.3,129,709.6,190.6,131.5,137.1,203.8,498.2,389.7,704.7
49,021,CC06,2807,2272,20,332,70,18,6,5,84,1885,1589,16,184,40,14,5,4,33,341.8,109.4,664,296,469.9,123,337,143.1,457.09999999999997,128.1,643,240,435,108,644.6,255.2,116.8,143.1,264.1,425.9,337,650.3000000000001
49,021,CC07,1356,813,1,432,74,5,1,2,28,906,586,1,249,49,4,1,1,15,160.9,57.1,246,108,208,58,165.9,60.2,191,60.2,204,103,182.8,55.1,229,96.9,57.699999999999996,60.2,102.7,185.8,165.9,226.4
49,021,CC08,749,602,5,78,46,2,3,1,12,555,471,1,43,28,2,3,1,6,153.1,35,174,96,168.9,43.1,122.9,38.1,168.9,42.1,177,78,156,28.1,157.9,90,37.1,38.1,88.10000000000001,161.6,122.9,169.6
49,021,CC09,1144,1025,10,57,11,13,7,0,21,989,887,7,48,11,13,7,0,16,159.9,63,231.8,120,226.1,63,145.8,50.8,219.20000000000002,64.1,240.20000000000002,83,205.9,53,217.1,95,60.6,50.8,99.3,202.8,145.8,229.7
49,021,CC10,497,468,1,14,7,1,2,1,3,389,369,1,9,5,1,1,1,2,84,25.8,134.2,64.1,155.1,27.1,117,38.1,156,20,145,47.900000000000006,141.9,25.8,131,59.1,24.7,38.1,57,134.2,117,136.8
49,021,CC11,1095,943,24,59,11,15,11,3,29,1042,893,23,58,11,15,11,3,28,78,31,136.8,51.9,124.99999999999999,29,82,33.9,118.89999999999999,27.900000000000002,144,30,105,24.9,134.9,34.9,28.1,33.9,38.900000000000006,106.7,82,138.6
49,021,CC12,592,535,1,21,2,16,1,0,16,522,472,1,20,2,13,1,0,13,94.10000000000001,51,147.9,80,146,55.1,112,47.9,141,52,163,64,130,49.9,155,72,52,47.9,72,127.8,112,155.3
49,021,CC13,917,841,0,50,17,0,2,2,5,715,668,0,25,15,0,2,2,3,150.9,62.1,247.8,82.1,234.9,65.1,165.1,74,216,62.1,229.1,67.9,205.9,48.1,242.89999999999998,71.8,59.300000000000004,74,74,202,165.1,240
49,021,CC14,943,861,10,36,22,2,0,2,10,749,686,8,25,17,2,0,1,10,205,51,320,84.1,299.7,46,253,42,310,40.3,315.9,55.9,291.9,45,307.09999999999997,71.1,45.6,42,70.2,276.8,253,314.2
49,021,CC15,845,759,6,41,12,10,1,0,16,612,558,5,24,9,8,1,0,7,234,70,324.8,120.10000000000001,312.1,66.9,258.2,80.8,312.1,56.1,326.9,89.10000000000001,279.1,63,298,108.9,63.8,80.8,106,284.3,258.2,316.6
49,021,CC16,1951,1726,7,143,26,6,0,0,43,1315,1182,6,80,17,5,0,0,25,545.4,102.3,1155,291.5,636.3,106.1,532.8,137.7,591.9,110,1054.7,243.6,579.4,97.4,1131.7,237.9,104.2,137.7,258.1,588.3,532.8,1113.5
49,021,CC17,1438,1212,28,94,25,47,13,0,19,1208,1041,23,61,21,44,6,0,12,203,67,292,127,276,67.89999999999999,187.10000000000002,63,263.9,58,289.1,92,247.9,48.9,276,106.10000000000001,60.3,63,108.39999999999999,247.8,187.10000000000002,285.8
49,021,CC18,1704,1541,10,102,6,13,15,0,17,1129,1037,3,57,2,10,13,0,7,543.2,95.6,943.4000000000001,241,663.8,98.3,576.2,111.2,642.9,107.6,897.7,172.7,610.7,102,917.6,219.3,100.7,111.2,211.4,615.1,576.2,919.7
49,021,CC19,1667,1526,2,80,13,21,0,3,22,1112,1034,0,45,6,18,0,3,6,521.9,145.2,785,230.3,685,151.9,583,135,696.1,135,808.9,167.9,645.1,143,803.1,195.2,143.9,135,197.9,637.2,583,799
