state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,pre_20_rep_tru,pre_20_dem_bid,uss_16_rep_lee,uss_16_dem_sno,uss_18_rep_rom,uss_18_dem_wil,gov_16_rep_her,gov_16_dem_wei,gov_20_rep_cox,gov_20_dem_pet,atg_16_rep_rey,atg_16_dem_har,atg_20_rep_rey,atg_20_dem_sko,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20
49,003,TRE03M,1675,1400,0,221,8,25,0,4,17,982,838,0,109,7,21,0,0,7,297,43.7,551.7,96.1,386,52,315.9,45.4,367.1,64.1,498.8,81.4,356.5,53.300000000000004,533.5,94.39999999999999,53.4,45.4,90.6,351.3,315.9,528
49,003,TRE04M,2077,1688,5,317,17,33,1,3,13,1285,1076,2,169,12,21,1,0,4,339,74.2,615,94,423.2,76,379.1,65.9,421.2,80.9,532.1,94,381.1,79.1,574.1,95.1,77.3,65.9,94.1,391,379.1,573.8
49,003,TRE05M,940,813,10,73,4,29,1,1,9,581,519,0,36,4,17,0,1,4,336.1,39.9,677.1,117.9,423.9,40.7,379.8,54.2,421,41.1,620.4,93.5,391.8,40.8,647.3,123.2,40.7,54.2,111.5,393.3,379.8,648.1
49,003,TWS01,1680,1583,5,54,3,13,1,0,21,1053,1001,3,28,2,10,0,0,9,395.3,51.1,772.9,101.9,526.4,57.9,480.2,67.7,508.2,68.9,680.8,90.1,480.2,59.1,726.2,123.3,59.1,67.7,105.3,477.7,480.2,726.4
49,003,WIL01,1772,1653,1,69,1,14,2,1,31,1260,1193,1,41,1,14,0,0,10,485.09999999999997,95.9,896.9,171.2,608.1,111,609.2,126,611.8,117.1,873.9,148.9,563.2,110,838.2,193.9,108.3,126,171.4,566.6999999999999,609.2,869.8
49,003,YOS01,57,50,0,7,0,0,0,0,0,39,35,0,4,0,0,0,0,0,13.799999999999999,2.1,26.1,2.1,21.3,2.1,12.9,0,21.3,2.1,25.2,2.1,16.9,3.1,24,1.2000000000000002,2.1,0,2,18.599999999999998,12.9,25.2
49,005,AMA01,553,482,0,52,4,3,0,2,10,339,303,0,25,2,2,0,2,5,146.9,15.1,223.6,45.6,189.3,22.3,160.2,20.5,191.7,18.6,206.5,35.7,178.8,22.3,211.9,47.6,19.4,20.5,42.9,176.8,160.2,214
49,005,BEN01,711,637,1,68,0,1,0,0,4,459,422,0,34,0,1,0,0,2,202.70000000000002,33.7,309.5,62,258.2,43.1,226.70000000000002,35.8,266.1,40.2,269.4,54.1,237.4,44.7,281.5,67.2,40.3,35.8,61.1,241.1,226.70000000000002,286.7
49,005,CLA01A,754,733,0,19,0,1,0,0,1,492,482,0,9,0,1,0,0,0,190.5,25.6,336.1,44.9,269.9,32.7,217.20000000000002,27,259.6,28.8,333.2,34.8,249,30.8,327.7,50.4,29.4,27,43.7,242.3,217.20000000000002,333.1
49,005,CLA01B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,005,COR01,330,285,0,42,1,2,0,0,0,203,182,0,18,1,2,0,0,0,67.3,5.5,399.3,59.5,97,6.7,90.2,9.6,93,8.4,396,49.5,92.9,6.9,390.3,71.6,6.7,9.6,60.199999999999996,87.2,90.2,395.59999999999997
49,005,COV01,520,495,1,16,4,1,0,0,3,325,313,0,7,3,1,0,0,1,166.1,20.9,123.1,15.6,231.1,26,180,23.8,226.4,30,112.89999999999999,15.6,216.9,21.9,114.4,13.9,25,23.8,15.4,210.2,180,117
49,005,CYO01A,15,15,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,3.4,1.2,7.1000000000000005,2.5,6.2,1.2,8,1.8,6,1.4,7.2,2,5.5,1,7.4,1.9,1.2,1.8,2.1,5.300000000000001,8,7.3
49,005,CYO01B,950,896,2,38,5,0,4,0,5,621,586,0,25,4,0,3,0,3,239.2,41,281.3,50.4,377.8,45.699999999999996,320.9,45.2,366.2,56.9,256.7,49.7,335.4,48.9,268.8,47.2,48,45.2,49.1,329.7,320.9,268.8
