state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,pre_20_rep_tru,pre_20_dem_bid,uss_16_rep_hoe,uss_16_dem_gla,uss_18_rep_cra,uss_18_dem_hei,gov_16_rep_bur,gov_16_dem_nel,gov_20_rep_bur,gov_20_dem_len,atg_18_rep_ste,atg_18_dem_tho,sos_18_dem_bos,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20
38,017,22-05,2853,2738,5,58,28,2,1,0,21,1986,1931,0,27,14,1,1,0,12,923.3,465.3,1049.5,532.8,1277.2,226.8,674.2,755.9,1277.9,253.3,1204.8,361.2,955.6,460.2,584.6,312.1,596.4,442.1,1162.8,807.6,1123.6
38,017,22-06,1277,1205,29,30,3,6,0,0,4,898,864,12,14,2,3,0,0,3,498.2,213.2,621.7,312.9,645.6,126.5,445.40000000000003,376.6,617.8,141.4,655.7,238,512.9,294.3,287.9,161.1,319.5,275.4,587.2,477.3,636.4
38,017,22-07,551,526,1,3,3,7,0,0,11,414,395,1,3,3,5,0,0,7,263.9,110.3,325.3,165,331.8,58.7,244.3,191.9,331.8,66.2,349.90000000000003,127,298.5,129.79999999999998,163.9,78.7,162.1,145.7,309,271.3,337.7
38,017,22-08,704,691,0,8,2,0,0,0,3,547,538,0,7,2,0,0,0,0,233.9,92.7,278.1,120,300.90000000000003,56.5,188,186.6,292.40000000000003,64.8,291.3,96.5,243.29999999999998,128.4,145.6,69.4,151.9,106.3,274.1,212.1,283.2
38,017,22-09,1651,1578,3,37,7,1,0,0,25,1162,1120,2,24,5,1,0,0,10,591,218.8,737.4,350.5,757.5,122.10000000000001,497.9,459.7,733.5,139.8,776.2,260.9,629.2,310.3,388.1,158.2,386.7,303.7,692,562.8,754.8
38,017,22-10,6397,6041,82,85,41,58,3,5,82,4411,4213,45,45,25,48,2,2,31,3313.3,1894.9,4058.8,3089.6,4546.5,1035,2901,3028.5,4576.7,1020.9,4758.8,2270.6,3659.4,2125.2,2597.2,1316.9,2583.7,2680.8,4145.4,3280,4408.4
38,017,22-11,3073,2983,11,23,33,8,0,0,15,2087,2038,4,13,18,6,0,0,8,1356.2,734.6,2042.4,1409.5,1807.2,377.2,1287.3,1354.3,1840.7,379.7,2390,1008.3000000000001,1649.7,935.2,1148.1,497.3,1145.5,1208.5,1666.8,1469.2,2215.3
38,017,22-12,773,754,0,13,3,0,0,3,0,553,544,0,6,1,0,0,2,0,292,91.8,313.7,126.5,338,51,241,153.7,351.8,52.2,341.2,85.6,287.9,92.8,113.9,64.6,119.7,106.2,327.6,264.4,326.7
38,017,27-01,11835,9886,644,351,166,463,2,27,296,10002,8723,382,224,124,360,2,13,174,1968.9,2053.5,1913.6,2429.1,2938.9,1248.7,1476.9,2758.1,2840.6,1335.5,2255.5,1974.9,1926.1,2207.5,2275.6,1545.9,2413.5,2202.1,2583.1,1700.7,2084.6
38,017,27-02,2120,1922,40,39,31,35,0,4,49,1592,1481,24,23,17,27,0,1,19,295,303.5,287.5,330.6,429.7,195,215.9,407.3,419.3,206.1,333,265.4,283.4,329.6,335.2,235,357.40000000000003,298,381.3,249.7,310.5
38,017,27-03,1971,1787,35,63,17,28,1,5,35,1681,1566,22,42,14,19,1,1,16,1187.8,885.6,1723.1,1647.8,1677.3,517.2,1081.1,1475.6000000000001,1682,535.8,2025.1,1284.5,1390.1,1100.2,1261.7,646,1279.1,1466.3,1515.6000000000001,1235.4,1874
38,017,27-04,8655,7928,204,169,42,174,5,13,120,6427,6013,99,102,28,129,3,6,47,3425,2393.6,4393.1,3901.4,4914.6,1285.6,2919.6,3737.9,4973.2,1261.8,5222.4,2945.6,3833,2629.2,3200.8,1646.5,3189.6,3422.6,4437.9,3375.8,4808
38,017,27-05,1432,1380,13,12,6,6,0,1,14,1113,1082,5,11,5,5,0,0,5,589.8,402.5,723.8,601,840.5,213.6,506.4,602,842.5,216.5,854.6,447.7,660.8000000000001,423.4,514.9,277.8,514,524,757.8000000000001,583.6,789.4
38,017,41-01,8462,7438,351,177,77,227,1,7,184,6614,6044,185,96,48,168,1,3,69,2093.1,1759.7,2034.1,2196.9,3038.2,1033.2,1673.3,2448.5,3089.7,990.6,2535.1,1655.4,2196.8,1849.1,1969.4,1261.5,2089.3,1926.2,2740.5,1934.8,2284.8
38,017,41-02,6281,5780,81,77,29,233,3,6,72,4634,4330,44,49,16,158,3,4,30,1719,1240.9,1724.6,1624,2531.6,663.6,1482.1,1703.5,2493.1,670.5,2112.9,1233.4,1871.2,1244.9,1461.3,858.5,1469.7,1428.8,2248,1676.6,1918.3
38,017,44-01,7314,6740,58,171,91,121,1,8,124,6089,5671,43,110,78,106,1,6,74,1443.4,1765.2,1252.2,1980.2,2229.3,1213.2,1066.2,2316.9,2180.3,1223,1529.2,1654.2,1419.5,1839.7,2038.1,1400.6,2063.6,1817.1,1951,1242.3,1389.8
38,017,44-02,5297,5011,31,53,40,104,5,0,53,4176,3976,24,33,31,84,3,0,25,1338.4,1257.2,1377.4,1469.1,2102.6,723.7,1147,1703.6,2013.7,781.2,1690.3,1139.3,1595.4,1190,1514.2,920.8,1469.3,1304.5,1818.2,1371.2,1533
38,017,45-01,6536,5480,86,103,37,723,2,4,101,6167,5180,84,91,35,685,2,4,86,1383.1,1262.6,1193.5,1313.9,2051.9,769.6,978.1999999999999,1524.6,2006.6,792,1461.4,1033.3999999999999,1288.7,1129.2,1252.7,941.5,1302.4,1173.2,1813.8,1133.4,1327.2
38,017,45-02,5611,5153,56,97,82,115,1,0,107,4356,4041,41,57,62,96,1,0,58,1103.4,884.2,998.6,929.1,1603.5,517,806.8,1099.2,1572.7,535.4,1209.8,714,1056.1,792.1999999999999,898,645.4,930.4,821.4,1426.5,931.7,1103.6
38,017,45-06,1846,1812,2,5,11,4,0,1,11,1284,1265,0,3,7,3,0,0,6,722.9,308.7,819.4,407.3,931.2,155.9,622.3,515.5,934.7,167.6,914.1,297.1,771.5,346.9,429.2,211.2,431.2,351.9,862.9,697.5,866.9
38,017,46-01,6149,5531,175,145,79,102,1,2,114,5021,4623,125,86,57,82,1,2,45,1367.9,1365.9,1292.5,1598.4,2051.6,861.5,1057.1,1844.5,2036.5,873,1601.1,1264.7,1462.3,1379.3,1505.7,1033.1,1576.3,1431.5,1818.4,1260.1,1446.5
38,017,46-02,9339,8611,179,129,59,196,6,3,156,6887,6457,95,80,35,147,3,1,69,2649.8,2094,2688.7,2611,3948,1113,2264,2748.2,3972.5,1105.8,3313.8,1922.9,2986.7,1923,2336.5,1437.2,2335,2267.1,3523.5,2625.1,3001.4
38,019,10-01,161,158,0,0,3,0,0,0,0,133,130,0,0,3,0,0,0,0,54.5,18.9,61.6,18.9,71.4,12.9,48.3,31.8,66.5,14,65.8,13.3,58.800000000000004,18.9,26.200000000000003,14,26.200000000000003,14.4,65.8,53.6,61.6
38,019,10-02,169,165,0,0,0,1,0,1,2,132,130,0,0,0,1,0,1,0,54.7,18.5,61.5,18.5,70.5,13.200000000000001,48.3,31.7,66,14.200000000000001,65,13.200000000000001,58.1,18.5,26.400000000000002,14.200000000000001,26.400000000000002,14.200000000000001,65,52.800000000000004,61.5
38,019,10-03,390,388,0,0,1,0,0,0,1,301,299,0,0,1,0,0,0,1,125.2,43.4,139.7,43.4,161.3,28.8,109.7,72.3,150.5,33.3,147.3,30.8,133.4,43.4,58.9,33.3,58.9,34.7,147.4,121.3,140.3
38,019,10-04,105,105,0,0,0,0,0,0,0,79,79,0,0,0,0,0,0,0,32.5,11.2,36.5,11.2,42.5,7.9,28.6,19.1,39.5,8.200000000000001,39.2,7.9,34.9,11.2,15.8,8.200000000000001,15.8,8.200000000000001,39.2,31.6,36.5
38,019,10-05,112,112,0,0,0,0,0,0,0,93,93,0,0,0,0,0,0,0,38.7,13.2,43.3,13.2,49.7,9.1,34,22.3,46.5,10.2,45.6,9.5,41.1,13.2,18.400000000000002,10.2,18.400000000000002,10.4,45.6,37.2,43.5
38,019,10-06,170,165,0,0,2,2,0,0,1,145,142,0,0,2,1,0,0,0,60.300000000000004,20.8,67.39999999999999,20.8,77.60000000000001,13.9,53,34.8,72.5,16.1,70.9,14.700000000000001,64.3,20.8,28.400000000000002,16.1,28.400000000000002,16.6,71,58.5,67.6
38,019,10-07,240,235,0,1,3,0,0,0,1,204,199,0,1,3,0,0,0,1,85.2,29.5,95.1,29.5,108.9,19.1,74.7,48.9,101.9,22.8,99.6,20.900000000000002,90.4,29.4,39.5,23,39.6,23.900000000000002,99.6,82.7,95.7
38,019,10-08,198,190,0,4,4,0,0,0,0,168,162,0,2,4,0,0,0,0,70.2,24,78.3,24,89.7,15.9,61.6,40.1,84,18.6,82.2,17.3,74.3,24,32.7,18.6,32.7,19.3,82.3,67.8,78.8
38,019,10-09,570,553,0,4,9,2,0,0,2,433,424,0,2,4,2,0,0,1,180.5,62.4,201.5,62.3,231.5,41.4,158.2,103.8,216.4,48,211.79999999999998,44.6,191.70000000000002,62.1,84.7,48.1,84.8,49.9,212,174.3,202.5
38,019,10-10,1878,1819,4,15,13,4,1,0,22,1519,1485,1,9,13,2,1,0,8,642.5,224.4,709.7,224,808.8,137.4,559.4,361.9,758,177,734.6,162,675.1,221.3,291.1,179.2,291.3,192.3,736.5,617.1,721.1
38,021,26-02,413,405,2,5,0,0,0,0,1,311,305,1,4,0,0,0,0,1,107,31.1,124,40.8,124.6,30.5,80.6,67,123.3,31.6,124.9,30.8,104.3,42.1,57.6,31.1,56.800000000000004,33.300000000000004,119.2,91.8,124.5
38,021,26-03,2730,2602,9,74,6,17,0,0,22,2076,2014,4,29,4,12,0,0,13,831.4,342.8,895.5,356.8,1038.2,194.3,577.7,552.5,1011.3,213.5,927,290.6,754.3,353.9,440.9,245.20000000000002,445.1,320.4,957.7,661.1,913.5
38,021,28-01,2146,2037,24,21,24,5,1,1,33,1687,1613,17,18,19,5,1,0,14,726.8,178.2,727.6,203.7,853.4,111.8,600.3,285,814.9,156.9,733.4,163.2,675.2,199.7,230.2,154.2,241.3,180.3,803,640.8,731.9
38,023,02-01,1070,1033,3,20,5,3,0,0,6,884,867,3,7,1,3,0,0,3,429.8,122.5,430,141,506.7,75.2,353.4,225.3,472.2,106.4,459.3,101.6,471.40000000000003,109.1,156.5,102.4,164.2,121.4,470.2,413.1,445.9
38,023,02-02,455,448,1,2,2,0,0,0,2,376,374,0,1,0,0,0,0,1,190.4,70.4,201.60000000000002,72.8,247.6,37,150.6,134.6,220.7,62.1,203.20000000000002,59.4,210.6,72.8,97.3,57.2,97.8,62.9,220.89999999999998,183.4,203.20000000000002
38,023,02-03,286,278,1,1,1,0,0,0,5,233,230,0,1,1,0,0,0,1,124.60000000000001,37,139.4,32.2,140.2,21.8,93.60000000000001,56.4,126.30000000000001,32.2,131.7,23.3,114.9,37,45,31.3,46.5,24.5,128.4,104,133.6
38,023,02-04,260,247,0,7,2,3,0,0,1,224,214,0,4,2,3,0,0,1,120.7,18,134.8,22.4,143,13,119.80000000000001,56.1,120.7,27.2,121.4,18.4,143.6,35.5,37.6,20.1,43.8,19.2,128.1,133.6,128.1
38,025,04-01,213,20,1,6,185,0,0,0,1,143,19,1,3,119,0,0,0,1,23.8,91,38.800000000000004,73.9,40.2,72.89999999999999,21,108,34.1,84.1,43.9,65,24.599999999999998,100.1,88.8,82.9,98.89999999999999,69.1,32.8,22.7,41.5
38,025,04-02,316,291,1,3,15,3,0,0,3,255,236,1,3,11,3,0,0,1,181.6,20.7,178.5,25.5,193.2,10.8,160.6,40.8,186.8,14.700000000000001,163.2,25.5,170.2,33,34.2,15.3,34.6,25.5,186.8,165.3,171.4
38,025,04-03,425,387,0,8,13,0,0,0,17,334,316,0,4,7,0,0,0,7,267.2,33.4,295.3,33.4,280.6,22.3,214.9,55.699999999999996,270.2,32.6,255.2,30.3,236.9,33.2,39.3,32.2,40.6,31.2,270.3,228.1,274.8
38,025,04-04,154,143,0,2,8,0,0,0,1,131,120,0,2,8,0,0,0,1,74.6,13.3,78.39999999999999,11,87.7,5.5,65.5,21.6,73.9,17.2,80.5,4.6000000000000005,70.10000000000001,13.1,17.8,12.4,17.8,8.5,78.7,66.8,79.6
38,025,04-05,222,26,5,4,183,0,0,0,4,159,21,2,3,130,0,0,0,3,10.1,65,20.5,61.4,24.3,52.3,3,49.9,26,50.7,21.400000000000002,57.2,6.2,46.1,45.1,55.9,47.5,59,19.9,4.5,20.8
38,025,36-06,752,697,1,7,27,3,0,0,17,595,562,1,5,18,3,0,0,6,396.6,51.5,444.5,51.1,423.09999999999997,26.6,331,83.4,409.5,36.7,399,41.8,350,57.7,72.2,37.8,71.2,46.5,409.6,340.5,421.3
38,025,36-07,386,373,0,4,6,0,0,0,3,305,297,0,2,3,0,0,0,3,221.5,18.6,249.9,20.5,224.2,16.2,196.7,39.7,228.79999999999998,15.4,216.2,13.5,196.2,35.1,44.8,17.1,40.3,16.8,225.2,196,234
38,025,36-08,134,133,0,0,0,1,0,0,0,118,117,0,0,0,1,0,0,0,77.7,11.5,82.5,6.9,87.3,4.6000000000000005,70.8,13.1,82.5,6.9,71.3,5,77.7,7.2,10.200000000000001,6.9,11.200000000000001,5.8,82.6,72.5,76.7
38,025,36-09,403,396,0,2,2,0,0,0,3,314,308,0,2,2,0,0,0,2,213.79999999999998,21.5,239.7,18.5,219.79999999999998,18.5,189.7,45.4,220.2,25.5,189.2,14,208.4,28.3,41.6,21.1,40.6,16,218.9,196.4,215.9
38,025,36-10,370,365,0,1,2,2,0,0,0,278,275,0,1,1,1,0,0,0,195.6,23.6,213.5,31,212.6,15.4,154.9,52.4,212.2,16.3,182.3,23.3,184.8,26.2,29.400000000000002,16.5,36.8,26.7,208.3,169.9,198.5
38,025,36-11,161,153,0,1,2,1,0,0,4,127,119,0,1,2,1,0,0,4,106.89999999999999,7.4,106.89999999999999,8.9,116.6,4.2,88.5,12.3,114.3,4.9,86.3,4.2,88.5,10.4,10.4,5,10.8,6.5,113.2,88.5,96.2
38,027,23-01,1391,1305,1,41,23,5,2,0,14,1102,1052,1,25,15,2,0,0,7,436,195.1,440.9,203.6,536.1,111.9,360.8,309.2,352.2,311,466.3,161.2,441.9,218.2,221,204.4,250.4,180.5,440.8,400.8,452.4
38,027,23-02,190,184,0,3,0,0,0,0,3,144,141,0,2,0,0,0,0,1,65.9,28.900000000000002,73.6,34,78.10000000000001,19.7,57.6,44.199999999999996,66.1,33.9,70.5,27.8,66.1,37,34.1,27.900000000000002,38,28.900000000000002,71,62.800000000000004,72
38,027,23-03,350,302,2,8,33,0,0,0,5,296,261,1,5,24,0,0,0,5,135,59.5,153,69.2,160.8,40.2,118.4,91.8,136,69,143.9,56.2,136,75.6,69.8,56.5,78.6,59.9,145,128.6,148.1
38,027,23-04,228,227,0,0,1,0,0,0,0,164,163,0,0,1,0,0,0,0,75.1,32.9,84.8,38.3,88.9,22.1,65.6,50.7,75.2,38.2,79.5,31.3,75.2,42.2,38.5,31.4,43.7,33.1,80.5,71.1,82
38,027,29-05,226,224,1,0,0,1,0,0,0,181,179,1,0,0,1,0,0,0,82.3,36.2,92.9,42.9,98.7,25,72.4,55.8,82.8,42.9,88.1,34.7,82.8,46.1,43.1,34.7,47.6,36.4,89,79.1,90.5
38,029,28-01,763,736,1,14,5,0,0,0,7,601,586,1,9,1,0,0,0,4,381.2,56.4,410.8,60.4,401.1,34.9,354.7,86.1,394.7,41.1,310.40000000000003,60,370,61.6,69.9,41.1,70.2,60.2,394.7,363.3,360.6
38,029,28-02,717,701,0,4,7,2,0,0,3,542,533,0,3,2,2,0,0,2,476.5,64.8,523.1,67.3,496.8,43.5,425,114.8,489.4,54.5,396.3,63.800000000000004,443.29999999999995,97.8,122.7,53.5,112.5,66.7,488,433,460.2
38,029,28-03,862,840,1,4,2,3,0,0,12,700,687,0,4,2,2,0,0,5,234.2,30,247.3,41.3,254.8,20.1,177.3,59.9,250,25.400000000000002,202.5,40,202.5,42.1,57.4,25.2,53.6,40,246.5,190.5,223.5
38,029,28-04,606,600,0,2,0,1,0,0,3,485,481,0,2,0,0,0,0,2,268.3,46.5,264.7,27.9,293.6,21.8,227.7,68.1,288,31.400000000000002,222.6,31.3,245,44.5,66.2,31.6,62,28.3,285.3,234.2,244.2
38,029,28-05,602,591,0,10,0,0,0,0,1,463,457,0,5,0,0,0,0,1,316.9,26.5,297.6,42.1,324.3,16.5,251.20000000000002,62.4,323.59999999999997,26.900000000000002,238.70000000000002,29.8,258.7,46.300000000000004,62.4,26.1,60.6,37.7,323.59999999999997,254.70000000000002,268.4
38,031,29-01,215,214,0,0,0,0,0,0,1,179,178,0,0,0,0,0,0,1,74.2,28.3,88.7,20.9,89.5,17,53.6,51,77.6,28.3,81.60000000000001,18.1,68.9,34.9,42.1,25,42.1,18.7,80.2,61.199999999999996,83.7
38,031,29-02,139,138,0,1,0,0,0,0,0,124,123,0,1,0,0,0,0,0,36.6,20.5,53.7,16.5,49.6,8.3,32.8,31.9,48.5,14.4,44.3,8,45.5,20.5,19.4,14.4,24.4,12.1,44.4,39.2,49.1
38,031,29-03,197,196,0,0,1,0,0,0,0,145,145,0,0,0,0,0,0,0,70.5,19.9,77.9,22.7,80.9,13.8,58,34,66.2,27.7,70.5,16.6,66.4,23.6,29,19.9,29,18.6,72.5,63,72.5
38,031,29-04,727,709,0,14,4,0,0,0,0,551,539,0,8,4,0,0,0,0,330.3,46.800000000000004,384.8,56.1,384.5,22.400000000000002,278.3,112.3,363,37.4,364.8,46.800000000000004,331.6,56.5,109.10000000000001,35.1,91.1,49.2,361.1,305,378.09999999999997
38,031,29-05,1018,993,1,7,7,3,0,0,7,795,780,1,4,5,3,0,0,2,371.6,116,379.5,137.6,465,53,339.4,190.9,434,83.2,374.9,111.3,388.2,133.5,187.9,83.2,170.9,123.4,422,363.5,376.3
38,031,29-06,1047,1022,2,7,8,0,0,0,8,821,810,0,6,4,0,0,0,1,358,114.8,382.6,117.2,425.2,58.9,285.7,164.9,408.6,88.7,380.9,87.10000000000001,331.4,117.6,157.2,86.9,146.5,101.3,397.8,309.4,381.9
38,033,39-01,1680,1613,9,35,10,1,1,0,11,1276,1241,4,21,2,1,1,0,6,789.3,104.4,872.6999999999999,131.5,854.1,56.7,708.9,171,789.2,127.60000000000001,787.3,107.1,742,127.9,148.2,103.8,148.2,114.3,805.6,716.1,827.9
38,035,17-01,475,458,0,11,2,1,0,0,3,375,367,0,4,0,1,0,0,3,145,61.6,173.1,79.2,165.1,43.4,136.5,92.10000000000001,165.9,40.6,191.4,59,163.8,60.6,75,48.6,75.8,69.4,158.8,150,182.1
38,035,17-02,706,688,0,8,3,5,0,0,2,501,488,0,5,3,5,0,0,0,202.8,89.39999999999999,241.9,116.5,235.8,60.9,190.7,134,236.4,56.6,270,86.1,231.3,86.2,108.2,68.7,109.39999999999999,101.2,225.3,210.9,255.29999999999998
38,035,17-03,1980,1854,13,32,30,11,0,0,40,1530,1441,12,25,21,8,0,0,23,515.3,382.9,513.9,454.1,669.8,282.5,412.6,532.5,669.3,263,599.2,349.8,544.4,366.5,437,309.3,445.3,401.8,617.7,478.5,556.7
38,035,17-04,2478,2280,33,54,43,20,1,0,47,1859,1745,20,29,30,15,1,0,19,625.5,489.9,629.9,572.7,826.4,365.1,511.7,662.9,845.7,324.2,740.2,451.3,677.3,459.3,551.9,393,557.7,512.1,765.4,594.6,685.5
38,035,17-05,1990,1875,22,37,8,9,1,0,38,1514,1447,16,20,7,9,1,0,14,526.4,386.3,524.8,446.6,689.4,280.6,425.3,519,690.6,254.7,616.7,345.9,556.9,358.6,422.5,307.4,433.40000000000003,396.5,635.6,491.09999999999997,570.8
38,035,17-06,2371,2151,48,66,55,10,1,0,40,1936,1784,40,44,39,10,1,0,18,695.6999999999999,477.2,686.1,545.3000000000001,903.7,336.6,554.6,636.9,885.2,313.7,806.3000000000001,413.7,719,437.9,504.7,375.8,526.3,479.40000000000003,828.1,636.9,746.7
38,035,17-07,2822,2703,9,39,4,38,1,4,24,2077,2000,7,23,3,28,1,2,13,1247.1,698.1,1502.7,988.3,1667.9,394.5,1185.9,1038,1660.3,358.4,1778.4,689.9,1533.9,607.6,813.3,483.8,819.4,838.8000000000001,1525.1,1360.3,1640.3
38,035,17-08,2173,1955,31,65,18,59,0,2,43,1701,1559,22,41,14,43,0,2,20,1210.6,862.6,1682.3,1258.5,1652.7,548.6,1144.5,1258.1,1597.7,533.4,1921.6,958.8,1468.5,857.7,993.9,648.4,1036.4,1108.7,1487.1,1306.1000000000001,1801.8999999999999
38,035,18-09,1662,1361,95,112,31,26,3,0,34,1310,1070,87,79,27,21,3,0,23,350.5,130.6,390.7,169.4,390.7,99.8,287.3,200.2,384.5,87,386.6,141.8,323.8,148.7,157.2,106.1,167.9,154.8,376,304.5,388.1
38,035,18-10,1126,1025,8,53,18,6,1,1,14,924,859,4,30,17,5,1,1,7,248.2,194,233.1,202.9,304.1,159.6,166.1,272,308.1,135.1,260,159.2,227.9,202,223.9,162.7,232.6,181,286.8,197.3,246.5
38,035,18-11,2636,2276,22,122,151,10,0,2,53,2196,1924,21,82,121,10,0,1,37,453.9,376.2,480,479.1,577.7,311.6,375.3,572.7,584.5,283.3,524.6,400.9,480.6,437.3,464.5,323.4,491.8,439.4,538.6,428,502.1
38,035,18-12,2405,1997,42,140,106,19,0,0,101,2040,1749,35,90,91,18,0,0,57,447.4,423.7,426.7,446.9,582.3,348.7,320.8,550.5,578.7,332.8,498.6,359,428.5,415.1,435.6,368.2,467.1,403.1,536.1,374.5,462.5
38,035,18-13,1793,1624,10,68,51,12,0,2,26,1405,1293,9,38,36,8,0,2,19,318.1,306.1,291.1,310.9,416,255.9,217.2,387,416,236,346,250,296.9,290.1,318.1,265.9,332.1,280.8,382.8,257.2,318.3
38,035,18-14,357,341,2,2,6,3,0,0,3,264,253,2,2,4,3,0,0,0,64,101,64,125,87,85,66,131,91,78,87,104.1,79.1,114.89999999999999,119,88,121.7,114.60000000000001,80.7,72.7,75.6
38,035,18-15,1974,1834,14,55,32,12,0,0,27,1542,1453,7,32,24,10,0,0,16,519.3,370,514.6,443.7,666.6,271.2,408.8,526.5,653,262.5,595.5,335.5,538.1,360.4,426.9,301.5,437.7,389.7,612.9,473.3,555.2
38,035,18-16,405,377,3,7,11,0,0,0,7,335,318,1,6,5,0,0,0,5,76,73.1,69.4,74,99,61,51.9,92.3,99,56.2,82.4,59.5,70.9,69.1,76,63.5,79.1,66.9,91.3,61.5,75.7
38,035,19-17,2643,2067,159,204,36,52,12,1,112,1708,1387,102,106,23,39,8,0,43,414.5,147.8,403.6,139.6,473.3,101.9,290.7,187.6,446.9,102.9,415,98.2,334.6,142,156.4,115,163,119.6,444.3,311.4,408
38,035,19-18,522,489,0,21,4,0,0,0,8,408,394,0,7,2,0,0,0,5,164.1,53.7,179.2,69.2,199.4,33.6,133.6,104.6,184.8,37.4,194.9,49.2,167.5,65,86.5,42.7,86.4,58.6,183.8,150.7,187.70000000000002
38,035,19-19,483,467,1,5,4,0,0,0,6,372,362,1,2,4,0,0,0,3,142.3,43.5,155.3,59.7,174.3,24.7,117.5,87.6,162,31.3,171.2,39.1,148.70000000000002,53.5,73.2,34.9,73.1,48.4,161.2,132.4,165.2
38,035,19-20,790,733,4,26,9,2,0,0,16,613,573,4,18,7,2,0,0,9,273.40000000000003,86.3,269.7,99.2,327.6,53.4,211.1,161.5,323.3,58.7,272.1,75.3,264.2,102,122.3,65.5,128.8,86.4,307.6,237.2,271
38,035,19-21,681,644,4,20,4,4,0,0,5,499,477,3,11,2,4,0,0,2,222.6,70.4,220.1,80.1,266.3,43.1,172.2,131.9,263.90000000000003,48.5,222,60.4,215.7,83.1,99.8,52.5,105.5,69,249.7,193.3,221.5
38,035,19-22,600,541,3,23,15,0,0,0,18,460,426,3,15,10,0,0,0,6,205.5,64.5,202.4,74.6,246,39.9,158.7,121,242.6,44.2,204.5,56.300000000000004,198.3,76.2,92,49.3,96.7,64.6,230.9,178.8,203.6
38,035,19-23,893,864,8,4,3,1,0,0,13,659,643,6,2,3,1,0,0,4,307,113.4,325.2,136.7,358.3,84.5,232.7,209.6,336,78.6,350.9,109.6,293.1,136.7,171.7,92.7,172,123.1,333.59999999999997,263.2,336.9
38,035,19-24,313,301,0,5,5,1,0,0,1,257,248,0,3,5,1,0,0,0,113.80000000000001,36.1,113.10000000000001,41.5,137.5,23.1,88.1,68,136.3,25.2,113.80000000000001,30.5,111.60000000000001,42.4,51.4,26.4,53.4,34.7,128.5,98.7,113.60000000000001
38,035,19-25,495,479,3,3,0,1,0,0,9,369,359,3,3,0,1,0,0,3,163.3,53.199999999999996,173,58.9,199.9,36,141.5,90.7,190,39,183.8,41.7,172.3,54.6,71,41.8,73,49.800000000000004,184.5,157.5,177.3
38,035,19-26,373,369,0,1,1,0,0,0,2,309,306,0,1,0,0,0,0,2,137,44.6,144.9,49.9,166.9,29.900000000000002,117.7,76.2,159.6,33.2,153.8,35.1,144.4,45.9,59.1,35.199999999999996,61.3,41.800000000000004,154.5,130.9,148.5
38,035,19-27,646,635,0,3,1,1,0,0,6,462,458,0,1,1,1,0,0,1,210.20000000000002,70.4,226.6,80.4,255.6,45.9,178.6,121.3,248.1,50.4,238.9,56.6,221.7,72.7,91.7,55.4,94.9,68.1,238.6,200.9,232.5
38,035,19-28,662,644,3,8,2,3,0,0,2,517,503,2,5,2,3,0,0,2,268.5,95.3,300.5,119.6,320.2,61.7,215.7,171.1,326.2,58.3,316.8,86.39999999999999,274.7,103.9,124.7,73.3,130.4,103.4,307.1,248.7,310
38,035,19-29,1103,1072,3,10,10,3,0,0,5,798,782,1,6,5,1,0,0,3,416.9,145,461.7,182.8,496.8,98.7,335.2,261,499.8,92.1,490.7,134.8,421.6,163.4,190.8,112,204.2,159.2,471.6,379.8,477.2
38,035,19-30,927,891,2,14,4,6,1,0,9,673,651,2,6,4,5,1,0,4,350.8,122.9,389.9,154.5,418.2,82.2,282.1,220.9,422.5,77.2,413.5,113,356.4,137.7,160.8,94.3,171.8,134.2,397.7,321.6,402.7
38,035,42-31,2355,1901,68,94,167,40,3,2,80,1692,1436,38,55,100,33,3,0,27,472.59999999999997,305.5,487.7,377.5,614.7,209.5,359.3,453.4,572.8,227.8,547.6,317.7,469.9,310.5,352.1,248,371.9,347.9,553.4,414.7,517.5
38,035,42-32,3649,3055,110,89,131,176,1,4,83,3093,2681,61,58,79,154,1,4,55,474,440.90000000000003,324.9,363.8,625.3,316.5,275.3,378.2,584.3,324.5,367.1,294.3,342.5,287.2,302.6,360.7,322.5,329.1,561.1,309.1,346.1
38,035,42-33,2139,1598,90,47,92,255,0,1,56,1982,1528,76,33,60,240,0,1,44,330,254.79999999999998,167.7,180.5,401.4,175.4,158.6,196,382.09999999999997,170,187.1,139.8,191.7,148.9,160.5,200.1,168.5,160,371.20000000000005,175.1,177.4
38,035,42-34,2737,2411,38,54,45,133,2,2,52,2688,2389,34,49,34,128,2,2,50,440.5,348,227.6,248.2,539.8,240.4,213.9,267.6,512.8,234.39999999999998,253.6,193.1,258.7,203.7,218.7,274.1,230.3,220.6,497.7,236.3,240.6
38,035,42-35,2317,2103,18,51,88,21,0,0,36,1961,1807,17,39,62,17,0,0,19,455.2,381.3,409.8,390.9,570.7,285.6,323.2,450,558.6,272.1,467,316.7,416.2,322.5,367.6,313,380,353.7,528.1,369.5,438.6
