state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,pre_20_dem_bid,pre_20_rep_tru,uss_18_rep_new,uss_18_dem_klo,uss_20_dem_smi,uss_20_rep_lew,gov_18_rep_joh,gov_18_dem_wal,atg_18_rep_war,atg_18_dem_ell,sos_18_rep_how,sos_18_dem_sim,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20
27,089,0040,39,36,0,3,0,0,0,0,0,31,29,0,2,0,0,0,0,0,8.2,2.1,3.3000000000000003,8.7,6,5.9,3.4,8.3,8.2,3.3000000000000003,7.9,3.4,7.7,4.4,2.1,4.4,3.3000000000000003,8.2,7.5,8.4
27,089,0045,86,86,0,0,0,0,0,0,0,69,69,0,0,0,0,0,0,0,40,5.9,12,34.6,27.7,26.1,13.3,29.900000000000002,39.1,16.7,32.199999999999996,17.900000000000002,36.800000000000004,15.200000000000001,5.9,19.2,12.9,40,34.4,32.4
27,089,0050,39,39,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,17.9,7,10.1,17.1,10.1,14,10.9,14,17.1,7,12.9,10.9,16,8.1,7,10.1,10.5,17.9,14,15.4
27,089,0055,105,104,0,1,0,0,0,0,0,88,87,0,1,0,0,0,0,0,53.6,9.5,10.200000000000001,64.6,40.8,18.5,12.1,61.699999999999996,49.6,9.5,48.9,10.200000000000001,45.3,10.200000000000001,9.5,11.200000000000001,10.3,53.6,45.9,62.4
27,089,0060,19,19,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,11.2,0,0,12.8,11.2,1.7000000000000002,0,12.1,12.8,0,12.8,0,12.1,0,0,0.1,0,11.2,12.2,12.700000000000001
27,089,0065,17,17,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,5.1,0,0,6,3.9,2.1,0,5.1,3.9,0.9,3,2.1,5.1,0,0,1.4000000000000001,0,5.1,3.9,5.8
27,089,0070,23,23,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,5.1,0,0,9,3.9,3.2,0,8,3.9,3.2,3.2,3.9,3.9,3.2,0,3.4,0,5.1,3.7,8.5
27,089,0075,43,43,0,0,0,0,0,0,0,34,34,0,0,0,0,0,0,0,12.2,2,2,21.8,10.9,2,6.1,17,10.9,4,10.1,4,10.1,4,2,3.6,3.9,12.2,10.5,19.5
27,089,0080,77,74,0,0,1,2,0,0,0,57,55,0,0,1,1,0,0,0,17.1,19.1,16.1,26.9,20.9,20.4,16.1,26.099999999999998,23.8,17.1,22.1,17.1,22.1,17.8,19.1,18.1,16.1,17.1,22.3,26.5
27,089,0085,39,32,0,5,0,1,0,0,1,32,29,0,2,0,1,0,0,0,9.2,3.8000000000000003,9.9,14,9.9,9.2,12.200000000000001,12.200000000000001,12.9,6.1000000000000005,12.200000000000001,5,9.2,6.8,3.8000000000000003,6.6,11,9.2,11,13.3
27,089,0090,300,288,0,8,1,0,0,0,3,227,223,0,2,1,0,0,0,1,103.1,49.800000000000004,50.1,117.9,68.1,65.2,58.1,103.1,86.7,45.4,80.3,48.800000000000004,86.7,46.4,49.800000000000004,50.9,53.2,103.1,80.2,110.4
27,089,0095,62,62,0,0,0,0,0,0,0,56,56,0,0,0,0,0,0,0,28,11.6,13.6,28.900000000000002,16.8,20.4,15.1,26.3,21.5,18.8,20.4,16.8,18.8,17.7,11.6,17.8,13.7,28,18.8,27.3
27,089,0100,10,10,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,4,1.9000000000000001,1.9000000000000001,6,4,1.9000000000000001,1.9000000000000001,6,4,1.9000000000000001,4,1.9000000000000001,4,1.9000000000000001,1.9000000000000001,1.9000000000000001,1.9000000000000001,4,4,6
27,089,0105,55,54,0,0,0,1,0,0,0,42,41,0,0,0,1,0,0,0,19.1,6.1,6.1,23.8,14.9,10.7,8.9,23.8,19.1,6.1,20.2,2.8,19.1,2.8,6.1,5.4,7.3,19.1,18.3,23.8
27,089,0110,221,219,0,0,1,0,0,0,1,176,175,0,0,1,0,0,0,0,60.5,43.2,43.9,87.1,49.1,56.9,46.9,76.4,54.7,49,53.8,49.300000000000004,58.6,44,43.2,49.9,45.5,60.5,54.1,81.7
27,089,0115,88,82,1,1,4,0,0,0,0,64,61,0,1,2,0,0,0,0,30.099999999999998,12.100000000000001,15,33.9,16.1,16.1,16.1,27,17.9,15,17.9,12.9,17.9,15,12.100000000000001,14.7,15.5,30.099999999999998,17.4,30.7
27,089,0120,132,131,0,1,0,0,0,0,0,101,101,0,0,0,0,0,0,0,53.800000000000004,10.1,8,56.2,29,20.3,14.2,43.7,37.1,10.1,36,10.4,34.699999999999996,12.2,10.1,12.8,10.6,53.800000000000004,34.4,50.4
27,089,0125,77,73,0,4,0,0,0,0,0,61,60,0,1,0,0,0,0,0,30.799999999999997,15.9,18.1,24.8,21.9,18.9,17.1,21.9,23.099999999999998,14.9,20.1,14.9,18.9,17.1,15.9,16.7,17.6,30.799999999999997,21,23.5
27,089,0130,117,108,0,4,3,0,0,0,2,94,88,0,1,3,0,0,0,2,25,13.5,22,38.8,18.3,24.2,22.8,31.9,20.8,20.8,22.8,18.8,20.8,20.8,13.5,20.8,22,25,20.7,35.2
27,089,0135,29,29,0,0,0,0,0,0,0,23,23,0,0,0,0,0,0,0,4,9.9,9.2,6.1000000000000005,3,7.7,11,3,2.1,9.2,2.1,6.9,2.1,7.7,9.9,7.7,10,4,2.2,4.6
27,089,0140,241,227,0,8,4,0,0,0,2,186,178,0,3,3,0,0,0,2,114.8,22.3,25,132.6,86.8,37.5,35.6,111.4,94.4,26.8,98.6,19.5,93,29.8,22.3,28.5,30.1,114.8,93.1,121.89999999999999
27,089,0145,143,140,0,0,0,0,0,0,3,109,107,0,0,0,0,0,0,2,52.3,14.3,18.3,54.5,47.1,21.4,21.4,48.6,47.1,20.2,51,15.9,47.1,18.3,14.3,18.3,20,52.3,47.800000000000004,51.699999999999996
27,089,0150,303,291,2,3,4,1,0,0,2,238,230,2,1,2,1,0,0,2,68,60.1,57.8,91.2,57.8,94.5,68,74,74.8,76.3,69,73.2,71.6,76.3,60.1,79.9,62.8,68,68.8,83
27,089,0155,78,78,0,0,0,0,0,0,0,62,62,0,0,0,0,0,0,0,33.7,6.7,6.7,39.9,16.6,12.700000000000001,11.5,31.5,19.5,9.9,18.3,9.9,18.8,8.9,6.7,10.4,9.3,33.7,18.6,35.5
27,089,0160,25,23,0,2,0,0,0,0,0,21,19,0,2,0,0,0,0,0,10.1,5.1,6.2,12.899999999999999,10.1,5.1,6.2,12.899999999999999,10.1,5.1,10.1,5.1,10.1,5.1,5.1,5.1,6.2,10.1,10.1,12.899999999999999
27,089,0165,98,98,0,0,0,0,0,0,0,77,77,0,0,0,0,0,0,0,31.8,22.1,30.400000000000002,43,28.2,27.3,33.3,38.5,30.400000000000002,24.5,30.8,23.1,30.8,23.1,22.1,24.4,32,31.8,30.400000000000002,40.5
27,089,0166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,089,0170,125,125,0,0,0,0,0,0,0,104,104,0,0,0,0,0,0,0,43.8,25.7,24.2,58.8,34.8,34,24.2,51.5,37,30.3,39.4,26.8,38,27.8,25.7,29.6,24.2,43.8,37.199999999999996,54.4
27,089,0175,368,357,1,0,8,0,0,0,2,258,254,1,0,2,0,0,0,1,108.8,46.800000000000004,57.7,132.9,70,50.199999999999996,56.3,124,78.8,42.2,81,34.9,77.5,41,46.800000000000004,42.1,57.2,108.8,77.2,127.9
27,089,0180,230,230,0,0,0,0,0,0,0,173,173,0,0,0,0,0,0,0,79.4,31.3,19.9,98.1,54.9,37.1,24.4,87.8,68.6,25.2,66.8,22.3,59.199999999999996,26.6,31.3,28.3,22.1,79.4,61.5,91.9
27,089,0185,199,198,0,1,0,0,0,0,0,157,157,0,0,0,0,0,0,0,54,26.1,24.8,78.7,42.800000000000004,36.9,31.6,71.2,47.8,31.4,47.1,32.7,48.5,26.7,26.1,31.8,28.1,54,47.1,74.7
27,089,0190,325,305,11,7,0,0,0,0,2,227,221,5,1,0,0,0,0,0,116.7,35.3,42.4,120.9,68.4,45.6,43.5,113.4,77.5,35.7,77.5,37.1,74.5,37.1,35.3,38.9,43.300000000000004,116.7,74.8,116.60000000000001
27,089,0195,131,121,0,10,0,0,0,0,0,106,99,0,7,0,0,0,0,0,53.2,12.5,19.5,58.6,32.7,27.1,25.8,49,41.2,20.3,42.3,16.8,38.6,19.4,12.5,21.1,22.1,53.2,38.3,53.900000000000006
27,089,0200,330,253,0,67,6,1,0,0,3,242,196,0,43,1,1,0,0,1,62.800000000000004,23.8,28.4,69.8,27.9,40.3,32.3,59.8,37.1,30,34,30.8,38.4,30.8,23.8,33.4,30.3,62.800000000000004,34.300000000000004,64.7
27,089,0205,35,33,1,0,0,1,0,0,0,29,29,0,0,0,0,0,0,0,14.1,4.1,4.7,17.8,8.3,8.3,8.799999999999999,12.9,7,7,8.799999999999999,4.7,8.3,5.8,4.1,6.2,6.3,14.1,8.3,15
27,089,0210,115,109,1,0,0,0,0,0,5,93,90,1,0,0,0,0,0,2,32,22,15.7,50.300000000000004,17.3,33.1,26.4,41,24.900000000000002,26.4,27.3,21.5,24.900000000000002,22,22,26.2,20.6,32,23.7,45.7
27,089,0215,24,24,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,11.2,2.7,2.7,14.7,9.6,4.8,2.7,12.8,9.6,4.8,9.6,4.8,9.6,4,2.7,4.8,2.7,11.2,9.6,13.9
27,089,0220,242,240,0,0,0,2,0,0,0,179,178,0,0,0,1,0,0,0,63.2,33.2,32,95.3,53.7,59.7,36.6,84.6,65.7,47.4,61.8,45.9,63.2,45.3,33.2,49.8,34.6,63.2,61.199999999999996,90.2
27,089,0225,658,590,0,66,1,0,0,0,1,521,479,0,40,1,0,0,0,1,225.8,110.1,105.4,227.1,123.1,145.1,119.9,197.9,145.8,121.1,156.6,103.5,152.8,116.7,110.1,121.6,112.7,225.8,144.7,212.8
27,089,0230,69,65,0,3,1,0,0,0,0,52,49,0,2,1,0,0,0,0,15.7,15.7,13.9,30.099999999999998,6.1,15,12.9,24,7,11,5.2,13.9,7,12.1,15.7,12.9,13.2,15.7,6.2,26.8
27,089,0235,71,62,0,8,0,0,0,0,1,58,54,0,3,0,0,0,0,1,35.5,9.2,11.700000000000001,43,19.3,12.4,16.6,34.8,20.9,11.5,19.8,9.7,20.9,11.5,9.2,11.5,13.9,35.5,19.9,39.1
27,089,0240,39,39,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,14.6,12.4,12.4,13.1,8.5,18.8,13.7,12.1,11.7,16.8,10.6,16.6,11.6,15.5,12.4,17.1,13.2,14.6,10.5,12.4
27,089,0245,149,144,0,0,0,1,0,0,4,112,111,0,0,0,0,0,0,1,26.1,13.200000000000001,16.1,27.6,23.7,19,19,25.8,27.3,16.1,27.3,13.200000000000001,27.3,14.9,13.200000000000001,16,17.6,26.1,26.6,26.4
27,089,0250,125,121,0,0,1,0,0,0,3,103,101,0,0,1,0,0,0,1,45.7,13.4,14.799999999999999,62.7,35.4,26.4,17,53.2,41.3,20.6,40.3,20.5,39.5,21.900000000000002,13.4,22.2,15.9,45.7,39.5,58.300000000000004
27,089,0255,30,30,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,0,13,4.1,5.1,21.9,15.1,6.9,5.1,20.9,15.1,6.9,13,6.1,14,6.9,4.1,6.8,5.1,13,14.200000000000001,21.400000000000002
27,089,0260,104,98,0,2,0,0,0,0,4,72,67,0,2,0,0,0,0,3,23.1,12.9,12,25.8,12.9,12,12.9,24,15.9,11,14.3,11,19.2,12,12.9,11.1,12.5,23.1,15.7,25.2
27,089,0265,156,152,0,3,0,0,0,0,1,117,116,0,1,0,0,0,0,0,56.6,28,23.5,72.2,39.9,28.4,21.5,68.3,50.9,18.4,44.8,21.5,48.7,23.400000000000002,28,23.400000000000002,22.900000000000002,56.6,46.6,70.2
27,089,0270,75,75,0,0,0,0,0,0,0,60,60,0,0,0,0,0,0,0,20.1,11.3,14.9,29.3,14.1,14.9,15.9,26.900000000000002,18,11.3,17.3,12,15.9,12.9,11.3,12.4,15.1,20.1,16.9,27.6
27,089,0275,835,803,0,22,4,3,0,0,3,635,620,0,11,2,2,0,0,0,310.2,101.9,110.8,334.6,203.1,163.1,121.8,292.5,241.1,119.2,238.6,118.4,246.4,112.3,101.9,127.3,116.2,310.2,232,313.8
27,089,0280,728,694,7,18,1,2,0,1,5,566,553,1,9,1,1,0,1,0,273.5,87.5,96.2,285.5,173.6,142.7,105.6,250.2,208.3,103,205.9,103.2,211.7,99,87.5,111.4,101.1,273.5,199.3,267.7
27,089,0285,103,99,0,1,0,1,0,0,2,69,66,0,1,0,1,0,0,1,45.9,6,6,49.1,33.8,11.4,6.9,47.5,38.4,7.6000000000000005,35.2,6.9,37.5,6.9,6,7.6000000000000005,6.1000000000000005,45.9,35.4,48.3
27,089,0290,132,127,0,1,0,1,0,0,3,94,92,0,0,0,1,0,0,1,47.7,13.3,13.3,60.3,36.1,18.8,15.7,56.4,41.9,12.5,37.5,14.9,40.7,12.5,13.3,14.5,14.1,47.7,39.2,57.9
27,089,0295,44,44,0,0,0,0,0,0,0,36,36,0,0,0,0,0,0,0,16,6.8,7.4,20,7.4,15,8.5,18,10.6,10.6,12.4,6.8,8.5,9.5,6.8,10.6,7.7,16,10,18.7
27,089,0300,116,116,0,0,0,0,0,0,0,93,93,0,0,0,0,0,0,0,36.3,10.700000000000001,14.4,41,21.4,24.900000000000002,15.7,40.2,32.1,13.1,28.6,14.9,26.2,18.6,10.700000000000001,18.400000000000002,14.9,36.3,26.7,40.9
27,091,0005,223,220,0,2,0,1,0,0,0,166,165,0,0,0,1,0,0,0,80,33.3,33.3,89.9,66.5,46.8,39.9,88.3,73.10000000000001,40.2,82.8,23.2,71.9,30.1,33.3,34,35.4,80,73.2,89.5
27,091,0010,217,214,0,3,0,0,0,0,0,170,169,0,1,0,0,0,0,0,102.1,16.1,20.1,98.89999999999999,66,37,26.2,92.2,75,26.8,82,18.8,79.7,18.8,16.1,25.6,22.6,102.1,75.10000000000001,94.10000000000001
27,091,0015,369,348,0,18,1,0,0,0,2,274,261,0,10,1,0,0,0,2,113.1,42.8,53.199999999999996,121.5,70.8,66.8,51.1,102.6,69,64.5,77.8,45.5,79.9,50,42.8,56.7,52.300000000000004,113.1,74.6,111.9
27,091,0020,167,161,0,3,3,0,0,0,0,143,139,0,1,3,0,0,0,0,69.6,30.5,23.6,75.6,34.1,30.4,23.5,60.3,37.7,27.1,42.4,22.4,43,21.7,30.5,25.5,23.5,69.6,39.300000000000004,68.2
27,091,0025,296,287,0,7,0,0,0,1,1,224,217,0,5,0,0,0,1,1,139.9,34.2,34.6,143.5,104.89999999999999,45.3,41,131.1,102.8,46.6,115.8,27.900000000000002,116.9,27.900000000000002,34.2,37.2,37.3,139.9,110.5,137
27,091,0030,188,186,0,2,0,0,0,0,0,147,146,0,1,0,0,0,0,0,66.7,32.2,44.1,61.6,46.9,56.1,46.2,59.4,56.1,46.9,57.2,36.2,57.2,39,32.2,44.2,45.4,66.7,54.800000000000004,60.4
27,091,0035,1136,1101,5,20,0,7,0,0,3,939,919,3,10,0,5,0,0,2,441.3,196.5,238.1,473.40000000000003,308.4,248.5,234.6,433.2,343,216.2,373.6,156.9,371.40000000000003,170.5,196.5,197.9,236.3,441.3,349.2,453.3
27,091,0040,1449,1409,4,25,2,5,0,0,4,1155,1135,1,12,1,5,0,0,1,509.90000000000003,262.4,321.8,542.3,367.09999999999997,349.2,315.8,506.1,431,289.9,447.8,236.79999999999998,423.4,253.5,262.4,282.5,318.90000000000003,509.90000000000003,417.3,524.1
27,091,0050,1293,1217,7,64,1,2,0,0,2,944,906,3,32,1,1,0,0,1,384.7,183.6,246.9,371.8,242.5,238.7,242.4,335,273.1,203.6,295.4,165.3,286.1,182.6,183.6,197.5,244.6,384.7,274.2,353.7
27,091,0055,1592,1532,0,23,2,32,0,0,3,1310,1278,0,12,1,16,0,0,3,580.6,267.8,298,622,395.1,325.4,300.7,574.6,450.4,270,476.6,220.7,461,226.6,267.8,260.3,299.4,580.6,445.9,598.3
27,091,0065,1334,1118,11,172,8,6,2,0,17,992,855,6,108,8,5,2,0,8,266,167,208.9,275.8,150.5,196.6,192.79999999999998,231.6,169,180.9,170.9,150.5,184.3,170.3,167,174.4,200.3,266,169.1,253.8
27,091,0070,1307,1225,7,63,5,3,0,0,4,1010,970,2,32,1,3,0,0,2,345.2,148.2,204.6,333,208.2,192.3,203,282.9,226.3,177.4,242.9,148.9,246.3,149.6,148.2,166.9,203.5,345.2,231.1,307.6
27,091,0080,1289,1185,6,86,0,2,0,0,10,1018,953,3,54,0,2,0,0,6,389.2,131.1,179.5,400,232.5,169.5,164.8,345.8,261.1,141.1,268.9,116.3,266.1,136.3,131.1,140.9,172.1,389.2,257.3,372.9
27,091,0085,1266,1121,7,111,5,14,2,0,6,1019,911,5,82,5,10,2,0,4,264.8,113,151,296.4,134.9,141.1,128.4,251.3,144.2,126.4,161.4,110.7,151.6,124.7,113,125.8,139.6,264.8,148.4,273.5
27,091,0095,318,301,2,7,1,2,0,0,5,235,222,2,6,1,2,0,0,2,130.9,32,49.9,141,94,53.4,56.1,124.2,101.2,42.7,106.60000000000001,30.2,104.6,36.4,32,40.7,52.3,130.9,101.5,132.4
27,091,0100,256,254,0,0,1,1,0,0,0,215,213,0,0,1,1,0,0,0,107.5,46.1,44.800000000000004,111.9,73.2,71.8,55.2,101.3,76.39999999999999,66.2,84.9,49.2,85.7,54.5,46.1,60.7,49,107.5,81,105.8
27,091,0105,304,295,2,5,1,0,0,0,1,217,214,0,1,1,0,0,0,1,118.10000000000001,30.5,30.5,136.8,84.4,29.3,29.3,128.7,87,24.3,95.60000000000001,17.4,87,21.7,30.5,22.7,30.2,118.10000000000001,87.3,132.3
27,091,0110,248,239,0,8,1,0,0,0,0,190,185,0,4,1,0,0,0,0,81.9,41,38,87.1,57,46.6,44.7,76.1,63.8,40.6,60.1,38,64.89999999999999,36.2,41,39.9,40.6,81.9,60.1,82.10000000000001
27,091,0115,303,299,1,2,0,0,0,0,1,227,225,0,2,0,0,0,0,0,96.2,36.6,42,103.9,53.8,65.6,40.3,91.8,62.2,57,69.4,42.9,63.300000000000004,46.7,36.6,53,41.199999999999996,96.2,62.4,97.5
27,091,0120,237,231,0,3,0,0,0,0,3,183,183,0,0,0,0,0,0,0,121.7,19.3,35.6,124.89999999999999,98,42.4,34.3,120.8,104.39999999999999,35.6,110.5,24.4,106.39999999999999,28.2,19.3,33.2,35,121.7,104.39999999999999,123.6
27,091,0125,189,172,1,12,0,1,0,0,3,154,145,1,6,0,1,0,0,1,87.6,24.3,24.3,79.3,58.9,30.4,28.1,64.3,61.2,30.8,64.7,25.5,62.9,26,24.3,28.3,25.5,87.6,61.8,71.6
27,091,0130,162,154,0,8,0,0,0,0,0,137,130,0,7,0,0,0,0,0,56.1,16.3,16.3,60.400000000000006,36.6,23.5,19.6,54.9,38.5,21.8,44.9,15.7,41.8,17.5,16.3,19.9,17.7,56.1,40.4,57.9
27,091,0135,306,298,1,6,0,0,0,0,1,240,234,1,4,0,0,0,0,1,154.9,44.8,61.1,158.4,110.1,66.6,63.800000000000004,149.7,119.7,55.3,121.6,48,124.2,49.3,44.8,55.3,62.3,154.9,119.5,153.7
27,091,0140,195,187,0,3,3,0,0,0,2,152,148,0,2,1,0,0,0,1,94.8,20.2,27.400000000000002,93.9,61.2,33.5,27.400000000000002,92.4,63.5,30.4,71.3,20.2,65.9,23.8,20.2,26.599999999999998,27.400000000000002,94.8,65.9,93.9
27,091,0145,227,220,0,0,0,7,0,0,0,174,169,0,0,0,5,0,0,0,85.30000000000001,31.6,38.1,97.9,59.9,36.3,39,93.9,68,28.9,66.2,24.7,69.2,24.2,31.6,28.7,38.7,85.30000000000001,65.9,96
27,091,0150,56,45,0,0,10,0,0,0,1,45,42,0,0,2,0,0,0,1,14,13,8,22,7,13,9,22,9,11,10,9,8,9,13,10.5,8.6,14,8.5,22
27,091,0155,243,239,2,1,0,0,0,0,1,188,185,1,1,0,0,0,0,1,97.4,24.5,27.4,107.2,59.699999999999996,53.1,34,96.60000000000001,69.5,39.8,73.5,31.6,73.5,30.8,24.5,38.1,29.8,97.4,68.7,101.3
27,091,0160,266,243,0,12,1,4,0,0,6,207,194,0,6,1,4,0,0,2,99.5,31.9,49.9,104.6,64.6,53.5,45.5,95.7,74.2,41.300000000000004,78.8,30.2,79.6,29,31.9,39.300000000000004,46.6,99.5,73.7,99.2
27,091,0165,437,420,1,9,4,3,0,0,0,324,313,0,8,1,2,0,0,0,157.6,50.3,55.5,183.29999999999998,115.9,63.6,58.3,168.9,125.3,51.7,129.8,38.1,128,43.5,50.3,49.8,55.9,157.6,125.3,175.1
27,091,0170,1137,1114,0,8,0,3,1,1,10,868,856,0,3,0,2,1,1,5,377.9,139,144.3,417.1,241.3,187.6,156.9,362.9,269,163.1,277.7,135.1,279.7,131.8,139,153.8,150.8,377.9,266.6,389.2
27,091,0175,519,508,1,8,0,1,0,0,1,401,395,0,6,0,0,0,0,0,227.3,73.9,70.9,242.5,179.6,101.3,77.1,228.2,193.2,87.1,202.4,67.9,196.8,74.8,73.9,82.39999999999999,73.5,227.3,193.4,235
27,091,0180,260,260,0,0,0,0,0,0,0,205,205,0,0,0,0,0,0,0,118.89999999999999,22.9,34,113.6,75.9,50.4,45.1,100.1,86.1,36.9,91.2,26.1,94.1,28,22.9,35,39.9,118.89999999999999,86.6,106.60000000000001
27,091,0185,747,729,1,6,2,2,0,2,5,562,551,1,4,1,2,0,0,3,243.6,106.4,112.6,270.5,176.9,161.7,112.4,247.1,198.6,138.7,211.4,107,211.6,120,106.4,131.9,112.5,243.6,199.3,258.1
27,091,0195,1115,1073,2,27,2,7,0,0,4,853,835,2,9,2,4,0,0,1,395,120.9,158.2,421.1,252.7,192.8,177.4,364.9,274.4,170,312.4,111.6,296.6,131.9,120.9,151.9,167.2,395,283.8,392.7
27,091,0200,208,208,0,0,0,0,0,0,0,159,159,0,0,0,0,0,0,0,77,39.1,38.199999999999996,76.3,42.9,60.4,42.9,68.8,56.3,46.3,66.7,32.2,61.1,37,39.1,43.9,40.2,77,56.3,72.8
27,091,0205,686,665,1,20,0,0,0,0,0,535,524,1,10,0,0,0,0,0,218.2,90.89999999999999,107.39999999999999,281.7,140.7,140.5,105.7,235.1,172,118.5,175.6,96.1,173.2,95.5,90.89999999999999,112.1,106.89999999999999,218.2,165.2,258.5
27,091,0210,295,288,0,0,1,0,0,0,6,226,223,0,0,0,0,0,0,3,146,19.3,30.8,137.8,91.5,49.800000000000004,37.8,120.7,105.3,36.2,113,24.8,108,29.1,19.3,35.1,34.2,146,104.89999999999999,129.1
27,093,0005,375,363,0,6,0,4,0,2,0,280,275,0,4,0,1,0,0,0,113.8,55.4,72.1,143.9,74.5,88.9,72.9,134.3,92.5,64.6,100.60000000000001,50,100.1,57,55.4,65.6,72.4,113.8,91.1,138.6
27,093,0010,45,42,0,0,0,1,0,0,2,39,36,0,0,0,1,0,0,2,15.9,6.1,9,23.1,7,11,6.1,21,7.8,6.1,10.1,5,11,7,6.1,7.3,7.6000000000000005,15.9,9,22.099999999999998
27,093,0015,460,446,0,12,2,0,0,0,0,363,355,0,7,1,0,0,0,0,165,36,60.5,196.6,94.4,65.4,70.2,177.9,110,46.8,114.9,38.7,108.9,43.5,36,49.6,64.9,165,108.2,187.2
27,093,0020,1113,1087,5,9,0,3,0,0,9,814,799,1,8,0,2,0,0,4,469.2,136.9,195.8,571.3,346.6,262.8,193.1,545.9,412.79999999999995,182.1,424.1,158.4,423.1,171.6,136.9,193.3,194.1,469.2,402.40000000000003,559.2
27,093,0025,473,459,1,8,1,0,1,1,2,379,371,0,4,1,0,1,1,1,131,74.6,72.9,147.9,72.9,93.1,72.9,122.6,79.4,71.5,88.7,63.8,90,70.8,74.6,75.2,72.9,131,83,135.5
27,093,0030,228,227,0,1,0,0,0,0,0,173,173,0,0,0,0,0,0,0,88.7,23.5,29.3,86.5,45,39.9,34.6,72.4,51.9,31.5,55.2,26.5,51.9,29.3,23.5,31.9,31.5,88.7,51.8,79.8
27,093,0035,295,284,0,9,0,1,0,0,1,224,217,0,6,0,1,0,0,0,97.1,44.7,44.7,116.7,62.3,69.6,57,104.1,75,52.3,82.1,44.800000000000004,75,44.800000000000004,44.7,52.7,50.4,97.1,73.8,110.3
27,093,0040,350,333,1,12,0,1,0,0,3,265,257,0,7,0,0,0,0,1,113.10000000000001,44.1,53,140.2,73.4,57.9,50,124.8,88,45,89.9,42.3,97.1,35.9,44.1,45,51.5,113.10000000000001,87.3,132.5
27,093,0045,681,659,0,15,1,5,0,0,1,550,535,0,9,1,5,0,0,0,295.3,97.7,129.1,309.7,187.1,136.4,131.5,291.5,219.6,108.5,223.8,91.5,219.6,102.8,97.7,110,130.1,295.3,213,300
27,093,0050,1469,1391,5,29,12,12,7,0,13,1071,1038,3,12,5,8,1,0,4,483,188.7,223.9,568.5,342.5,297.4,228.3,534.1,389.4,235.1,400.7,198.5,385.1,226.2,188.7,239.3,226.3,483,379.8,550.9
27,093,0055,1526,1485,3,25,0,4,0,2,7,1067,1046,1,14,0,3,0,2,1,638.2,224.5,272.2,760,509.1,340.8,272.3,726,585.9,260.4,592,229.5,585.9,246.6,224.5,269.3,272.3,638.2,569.1,742.4
27,093,0060,553,528,0,22,0,1,0,0,2,401,393,0,7,0,1,0,0,0,170,54,54.8,191,88.1,84.9,53.4,153.1,107,63.2,103.3,57,114.89999999999999,62,54,67.1,53.800000000000004,170,103.4,172
27,093,0065,848,833,0,8,1,1,0,0,5,692,687,0,4,1,0,0,0,0,395.2,127.8,169.2,452.9,290.4,210.3,167.1,429.1,354.1,140.6,359.4,123.1,354.1,131.5,127.8,150.9,167.8,395.2,339,439.7
27,093,0070,653,638,2,3,0,4,0,0,6,492,485,0,1,0,3,0,0,3,287.6,83.6,105.8,310.4,186.5,130,106.8,294.3,210.5,104.7,218.9,83.6,212,104.7,83.6,105.3,106.1,287.6,207.2,302.2
27,093,0075,972,943,1,16,1,2,0,0,9,704,693,0,3,1,1,0,0,6,372,93.7,127.6,434.3,214.2,183,141.3,382.1,253.1,144.2,265.1,115.7,262.2,121.1,93.7,141.1,134.8,372,248.4,407.5
27,093,0080,676,665,1,7,1,1,0,0,1,539,532,1,3,1,1,0,0,1,294.1,142,160.7,319.6,182.4,178.6,162.5,307.8,216.4,136.6,219.4,124.6,219.4,125.8,142,142.3,161.6,294.1,209.4,313.8
27,093,0085,635,603,6,18,1,2,0,0,5,465,451,2,9,1,1,0,0,1,176,66.3,79.6,207.3,109.1,104.60000000000001,76.60000000000001,181.5,129.9,85.3,133.6,78.9,126.1,80.6,66.3,87.7,77.3,176,124.5,194
27,093,0090,374,366,0,3,2,1,1,0,1,289,282,0,3,2,1,1,0,0,136.3,53.8,63.7,156.9,74.1,86.4,66.5,147.3,94.8,63.7,105.8,47.9,94.8,60.5,53.8,64.10000000000001,64.5,136.3,91.6,152
27,093,0095,161,153,0,3,1,1,0,0,3,114,111,0,1,1,0,0,0,1,76.1,13.9,15.1,68.9,46.9,16.9,13.9,61.1,48,15.1,48,11.9,50,15.1,13.9,14.8,14.2,76.1,48.2,64.7
