state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,pre_20_dem_bid,pre_20_rep_tru,uss_18_rep_new,uss_18_dem_klo,uss_20_dem_smi,uss_20_rep_lew,gov_18_rep_joh,gov_18_dem_wal,atg_18_rep_war,atg_18_dem_ell,sos_18_rep_how,sos_18_dem_sim,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20
27,037,2210,2003,1739,73,114,10,33,1,1,32,1559,1407,37,66,8,23,1,1,16,525.3,344,454.1,509,319.4,431,399.7,464.5,373.1,374.2,385.8,321.7,377.2,353,344,370,427.40000000000003,525.3,363.7,487.3
27,037,2220,4468,3863,102,217,17,128,0,4,137,3018,2695,69,105,11,89,0,0,49,1162.4,780,1142.3,1302,773.1,1012.5,1012.2,1211,862,886.7,906.4,784.3,895.3000000000001,838.2,780,880.2,1077.3,1162.4,859.4,1255.9
27,037,2230,3363,3033,37,101,6,112,5,1,68,2191,2015,23,51,5,71,3,0,23,1002.1,656.6,833.9,960.8,651,792.4,759.9,922.2,751.8,675,817,555.2,767.8,640.9,656.6,666.1,797,1002.1,747,941.4
27,037,2240,3869,3511,42,98,9,132,0,13,64,2529,2347,20,47,5,82,0,5,23,1412,914.4,1213.5,1430.9,1030.8,1144.8,1099.8,1402,1202.1,943.7,1288.6,788.4,1238.9,866.7,914.4,936.1,1156.9,1412,1190.3,1416.4
27,037,2250,3986,3367,113,168,19,210,3,5,101,2566,2210,73,97,11,138,3,2,32,1130,802.4,1030.3,1193.9,786.3,940.5,913.3,1096.7,903.2,815.3,943.1,682.3,908.2,782.2,802.4,805.4,971.8,1130,885.1999999999999,1145.1
27,037,2260,3397,3047,53,69,18,129,5,8,68,2210,2034,30,30,8,91,2,4,11,941.9,660.1,882.4,1007.9,628.1,783.1,781.2,975,748,642,797.9,549,770,605.9,660.1,644.8,832,941.9,736,991.4
27,037,2310,803,791,1,1,2,1,0,0,7,567,562,1,0,2,1,0,0,1,257.9,156.8,193.8,307.8,203.9,205.9,190.2,291.3,244,166.7,246.70000000000002,140.1,238.3,161.2,156.8,168.7,191.7,257.9,233,299.4
27,037,2410,689,653,7,16,2,4,0,0,7,483,465,4,6,2,3,0,0,3,228.1,87,109.1,262,125.7,119,95.1,234.1,145.9,96.7,151,85,149,92,87,98.10000000000001,102,228.1,142.7,248
27,037,2510,903,870,1,14,2,10,0,0,6,705,686,1,8,2,7,0,0,1,353.6,140.7,162.8,421.6,255.9,217.9,170.3,393.7,307.3,156.6,314,143.4,308.9,150.8,140.7,167.3,166.3,353.6,296,407.1
27,037,2610,1926,1809,20,41,9,14,0,0,33,1489,1422,13,23,9,10,0,0,12,468.2,361.9,515.2,552.4,291.1,420.2,455.3,494.3,333.5,365.5,348,320.6,336.7,352,361.9,364.9,485.2,468.2,327.7,523.1
27,037,2620,3837,3531,68,102,17,30,0,2,87,2816,2651,48,55,13,21,0,0,28,1069,757.6,983.9,1199.2,658.6,896.9,882.1,1081.9,778.8000000000001,761.8000000000001,810.8,648.4,794.3,717.1,757.6,756.1,932.6,1069,760.5,1140.5
27,037,2630,2571,2158,156,116,26,56,1,12,46,2068,1794,120,68,19,37,1,7,22,588.2,525.2,655.7,594.2,373.3,608.1,599.8,557.9,450.5,503.7,471.1,463.5,451.4,503.7,525.2,519.8,627.8,588.2,436.5,575.8
27,037,2635,2548,2377,29,52,22,22,0,2,44,1861,1772,15,26,12,16,0,1,19,649.5,571.6,692.4,703.2,431.1,667.1,632.9,646.7,508.4,564,532.1,501.7,520,550.1,571.6,570.6,662.9,649.5,498.1,675.7
27,037,2640,2423,2254,21,79,9,20,0,0,40,1875,1783,16,38,8,14,0,0,16,632.9,600.3,715.3,712.8,432.7,687.2,664.5,665.1,521.7,581.6999999999999,544.1,517.7,531.2,543.9,600.3,582.6,689.9,632.9,507.2,688.9
27,037,2645,2863,2704,16,74,6,13,0,0,50,2222,2135,12,41,4,11,0,0,19,772.4,653.7,822.5,876.8,512,820.2,757,821.6,615.2,694.1,628.4,635.9,624.8,658,653.7,702.4,789.2,772.4,595.1,849.3
27,037,2650,2820,2734,3,38,6,11,0,4,24,2074,2030,1,17,6,9,0,1,10,880.8,700.2,883.6,1044.2,675.8,880.3,829.3,996.4,815.4,731.8,881.9,603.5,840.6,659,700.2,718.7,856.4,880.8,803.4,1020.7
27,037,2660,3184,2988,36,78,6,32,5,0,39,2293,2188,21,43,4,22,5,0,10,882.3,698.5,954.7,1015.5,593,908.8,864.9,946,717.2,766.3,760.3,654.7,726.5,706.4,698.5,759.1,909.7,882.3,699.1,980.9
27,037,2710,1761,1614,11,49,12,48,2,0,25,1396,1294,9,28,12,41,2,0,10,551.9,577.6,808,629.4,422.1,694.7,744.1,630.6,508.4,600.9,542.8,524.5,518.7,567,577.6,596.6,776,551.9,497.90000000000003,630.1
27,037,2720,4524,3954,36,205,13,212,2,8,94,2949,2640,25,106,12,134,1,5,26,1189.7,1100.7,1483.2,1254.3,884.3,1266.4,1303.7,1283.2,1071,1068.5,1127.2,927.6,1081.3,1001.1,1100.7,1065.6,1393.4,1189.7,1041.1,1268.3
27,037,2730,3117,2734,31,215,14,84,1,6,32,2354,2121,21,124,9,62,1,4,12,949.4,887.9,1173.4,1122.7,763.6,1038.1,1060.6,1112.2,913.6999999999999,878.4,964,761.5,923.1,836.2,887.9,878.5,1117.4,949.4,891.6999999999999,1117.5
27,037,2740,4178,3628,119,199,5,162,1,5,59,3250,2912,78,114,4,114,1,3,24,1099.3999999999999,1321.7,1633.2,1203.2,812.2,1506.9,1473.6,1161.4,989.2,1323.2,1042.7,1169.7,979.1,1288,1321.7,1322.1,1553.1000000000001,1099.3999999999999,955.7,1182.3
27,037,2750,2863,2577,19,111,8,105,0,1,42,2300,2132,14,60,6,68,0,1,19,803.4,931.7,1176.4,843.3,567.1,1071.3,1080.4,819.5,693.6999999999999,932.7,746.8000000000001,807.2,704.6,882.6,931.7,923.5,1128.6,803.4,677.8,831.5
27,037,2760,3239,2708,125,220,12,80,2,4,88,2466,2179,70,115,5,58,1,3,35,778.9,852.8,1127,782,508.8,994.9,1007.2,726.2,625.3,874,654.1,773.9,605.9,880,852.8,880.6,1066.9,778.9,598.1,753.5
27,037,2770,3378,2590,78,551,14,59,6,5,75,2531,2092,44,307,10,44,6,0,28,785.1,748.1,947.4,824.7,499.8,859.6,813.8,759.7,602.6,748.8,650,634.7,620.4,705.8,748.1,737.2,881.1,785.1,593.6,792
27,037,2780,4350,3391,277,431,10,116,0,4,121,3380,2844,164,239,8,80,0,3,42,915.3,1276.7,1595.2,1022.7,624,1394.2,1433.3,968.6,773.4,1241.7,818.6,1082.3,771.8,1200.8,1276.7,1229.5,1513.5,915.3,746.9,995.7
27,037,2790,3346,1969,361,746,19,107,2,13,129,2431,1590,254,441,14,83,2,6,41,519.1,821.5,1085.5,577.1999999999999,360.9,852.9,939.2,539.7,428.1,781.6,454.7,712.8,435.4,767.4,821.5,778.7,1012.4,519.1,419.9,558.4
27,037,2800,3124,2386,177,297,7,177,1,3,76,2524,2018,117,204,5,134,1,1,44,632.2,925.4,1120.8,668,442.3,987.1,967.7,637.2,506.5,898.2,546.4,816.1,502.4,894,925.4,898.7,1044.3,632.2,499.7,652.7
27,037,2910,3496,2908,111,205,8,143,3,26,92,2484,2161,71,101,7,96,3,13,32,965.9,828.6,1178.8,1267.5,679.9,948.2,1044.8,1188.1,782.9,829.8,815,725.2,815.7,785.9,828.6,822.6999999999999,1111.3,965.9,773.3,1227.7
27,037,2920,3816,3373,59,96,14,170,3,6,95,2663,2400,39,52,13,120,3,5,31,1567.6,1195.2,1923.8,2196.3,1335.2,1546.6,1713,2193.9,1560,1306.4,1654.1,1114.7,1601.7,1219.8,1195.2,1297,1818.3,1567.6,1538.1,2195.4
27,037,2930,3055,2717,63,95,8,97,7,2,66,2263,2066,47,47,8,62,4,1,28,1088.9,744,1037.6,1221.8,852,883.2,936.6999999999999,1209,983.9,722.7,1046.5,618.1,976.1,698.5,744,730.8,987,1088.9,964.9,1215.3
27,037,2940,4527,4070,116,127,12,143,0,4,55,3112,2841,60,79,5,101,0,2,24,1380.1,1102.4,1431,1523.7,1124.5,1273.1,1285.2,1510.2,1297.5,1072.2,1356.7,926.2,1304.5,1015.4,1102.4,1071.9,1358.3,1380.1,1271,1516.5
27,037,2950,3771,3350,63,91,14,163,0,9,81,2361,2124,37,50,5,111,0,6,28,1128.6,942,1276.1,1139,855.3,1119,1137.7,1195.2,1039.6000000000001,918.9,1100.8,785.3,1066.7,851,942,918.9,1206.3,1128.6,1015.3,1167.1000000000001
27,037,2960,3841,3216,132,178,29,154,4,10,118,2819,2456,82,97,22,119,4,5,34,1080.4,848.1,1135,1143.9,708.4,977.3,985.5,1073.8,816.4,852.9,862,749.5,835.5,827.2,848.1,851.6,1060.4,1080.4,805.4,1108.8
27,037,2970,1513,1250,74,79,5,70,1,6,28,1128,961,46,44,5,54,1,4,13,661,537.5,682.6,631.6,539.5,759.5,597,614.1,647.2,642.8,687.8,554.7,661.7,604.3,537.5,640.3,639.8,661,633.8,622.7
27,037,2980,6542,5519,135,280,10,394,1,24,179,4274,3689,103,151,7,263,1,10,50,1896.1,1516,2890.7,2672.6,1398.4,1950.6,2567.7,2584.2,1658.6,1679,1731.2,1472.1,1682.7,1603.7,1516,1676,2729.2,1896.1,1617.5,2628.5
27,037,2990,3670,3294,91,63,3,143,1,6,69,2441,2224,60,32,3,91,1,2,28,994.2,825.3,1158.7,1034.7,728.9,962.2,1016.1,1029.6,857.8,810.6,900.8,714.1999999999999,866.6,771.9,825.3,814.9,1087.7,994.2,838.6,1032.2
27,037,3000,4688,4254,58,113,14,171,0,0,78,2925,2691,41,56,5,105,0,0,27,1465.4,1141.4,2033.2,1913.5,1194,1498.5,1840.4,1932.3,1394,1275.3,1481.3,1084.2,1416.8,1213.4,1141.4,1267.4,1937,1465.4,1371.6,1922.9
27,037,3010,2646,2316,79,99,15,83,0,2,52,1891,1692,53,65,11,49,0,2,19,891.8,652.4,939.1,976.9,699,824.7,825.8,981.2,816.6,695.6999999999999,855.2,596.3,819.3,658.1999999999999,652.4,693.8,882.6,891.8,797.6,978.9
27,037,3020,6000,5355,148,160,13,188,0,12,124,3846,3503,85,81,8,122,0,6,41,1871.7,1295.6,1788.2,2051.1,1300.4,1568.7,1624.3,2003.9,1500.3,1365.7,1606.7,1155.5,1533.6,1252.4,1295.6,1334.8,1706.2,1871.7,1485.2,2027.2
27,037,3030,3096,2565,153,98,9,198,0,6,67,2110,1804,94,47,5,137,0,2,21,880.3,720.4,1102,1037,639.9,892.5,989.7,1007.8,725.3,782.8,774.7,711.5,753.6,749.4,720.4,784.2,1045.9,880.3,723.4,1022
27,037,3040,5293,4670,104,271,24,147,1,2,74,3837,3457,64,159,13,104,1,2,37,1696.7,1215.9,1670.8999999999999,1838.4,1289.6,1469.8,1476.6,1828.6,1507.3,1233.6,1589.4,1074.1,1547.5,1177.4,1215.9,1238.6,1574.1,1696.7,1483.3,1833.7
27,037,3110,623,593,8,5,0,14,0,0,3,586,558,8,5,0,13,0,0,2,275.8,439.29999999999995,528.1,239.29999999999998,214.79999999999998,501,490.2,257.5,272.3,434.5,289.59999999999997,388.90000000000003,276.2,410.5,439.29999999999995,433.90000000000003,509.2,275.8,263.3,248.4
27,037,3210,1106,1063,3,14,1,19,0,0,6,859,829,3,11,1,13,0,0,2,452.3,236,245.1,557,332.1,273.1,237.1,521.8,369.2,220,372.90000000000003,195.3,375.09999999999997,209.1,236,224.1,241,452.3,362.3,539.8
27,037,3310,198,175,3,7,3,4,0,2,4,145,133,1,4,3,3,0,0,1,46.7,52.5,78.1,37.4,29.4,62,68.7,38.2,33.3,58,33.3,51.6,28.7,61.1,52.5,58,73.39999999999999,46.7,31.099999999999998,37.7
27,037,3410,2818,2603,32,104,2,34,0,2,41,2115,1990,18,56,2,25,0,2,22,711.6,1083.5,1319.3,731.5,580.7,1263.5,1217.2,773,719.5,1117.1,752.6,1003.8,720.6,1077.3,1083.5,1115.6,1268.4,711.6,693.4,752.1
27,037,3420,2149,2044,12,44,1,32,1,0,15,1717,1662,7,23,1,19,0,0,5,592.3,910.4,1095.7,611.8,521.1,1029.2,1018.4,660.7,643.8,901.8000000000001,692.3,779.2,649.6,850.8000000000001,910.4,890.4,1057.2,592.3,627,636.3
27,037,3430,1773,1506,75,75,2,61,0,4,50,1400,1234,56,42,2,48,0,2,16,428.7,726.3,929,497.8,376.5,851.9,856.8,533.3,465.6,754.3,504.3,656.5,472.5,721.7,726.3,746.1,892.8,428.7,454.8,515.3
27,037,3440,2059,1933,15,58,2,28,1,0,22,1640,1555,11,40,2,20,1,0,11,569.2,797.4,1058.2,647.7,487.8,948,971.1,692.5,612.1999999999999,822.7,650,715.9,615.8,778.1,797.4,816.2,1014.3,569.2,591.3,670.1
27,037,3450,2272,2087,27,42,1,85,0,2,28,1702,1565,23,26,1,71,0,2,14,567.1,861,1042.3,622.9,476.3,977.7,966.4,655.6,599.1,845,633.8,744.9,596.8,804.3,861,842.8,1004.5,567.1,576.4,639.2
27,037,3510,125,125,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,45,23,26.9,50.9,28,34.1,25.1,45.9,34.1,28,35.9,25.1,35.9,28,23,28.8,25.9,45,33.4,48.4
27,037,3610,112,109,1,0,1,0,0,0,1,83,81,1,0,1,0,0,0,0,24.9,7.1,13,27.9,19,9.1,11.9,26,20.1,9.1,20.1,8.1,21,9.1,7.1,8.9,12.5,24.9,20.1,27
27,037,3710,950,927,2,9,0,9,0,0,3,726,713,2,4,0,6,0,0,1,308.2,183.1,211.1,371.1,224.9,249.2,204.2,346.7,281.9,183.1,279,171.9,283.9,168.9,183.1,193.3,207.7,308.2,267.6,359
27,037,3810,1147,1087,10,19,1,20,0,3,7,833,795,6,13,1,14,0,3,1,240.9,490.2,650.2,312.9,194.7,596,609.8,321.8,245.9,541,273.2,484.7,255.3,516.5,490.2,534.6,630.1,240.9,242.20000000000002,317.5
27,037,3910,436,421,0,8,0,1,0,0,6,316,311,0,2,0,1,0,0,2,156.1,71,81.1,192.9,115.9,106.10000000000001,82.9,168,125,88,128.2,80,129.9,78,71,88,81.9,156.1,124.7,180.3
27,037,4010,659,645,0,5,0,4,0,0,5,499,492,0,2,0,2,0,0,3,282.8,127,161.9,360,217.9,175.9,152.9,344.2,244.1,149.8,257,115,248.2,135.9,127,144.2,157.4,282.8,241.9,351.9
27,037,4110,2336,2268,5,28,9,11,0,3,12,1738,1703,4,13,9,6,0,1,2,862.2,496.2,602,988.1,540.8,647.9,583.1,901.1,637.8,535,647.9,470,637.8,515,496.2,541.8,592.9,862.2,616.2,944.4
27,037,4210,4834,4087,129,174,6,338,2,10,88,3396,2990,74,78,4,213,2,3,32,1381.6,1518.8,2063.1,1593.9,1090,1850.8999999999999,1880.7,1624.9,1351.1,1565.9,1439.7,1370.5,1366.1,1463.8999999999999,1518.8,1562.8,1972,1381.6,1311.8,1609.2
27,037,4220,5474,4475,161,195,25,456,1,30,131,3618,3054,98,99,14,298,1,21,33,1638,1593,2616.5,2177.7,1301.3,1978.1,2350.2,2169.9,1532.5,1737.5,1651.3,1512.8,1583.5,1617.3,1593,1711.1,2483.5,1638,1517.3999999999999,2173.7
27,037,4230,3892,3468,89,86,8,156,0,5,80,2653,2395,60,53,4,107,0,4,30,1118.2,989.5,1262.3999999999999,1115.8,820,1119.5,1133.3,1128.6,966.7,973.3000000000001,1025,858.2,999.1,931.2,989.5,970.8,1197.6,1118.2,952.3,1121.9
27,037,4240,2709,2332,133,95,7,59,0,7,76,1991,1790,73,54,7,43,0,3,21,625.9,652.9,839,723.9,436,754.1,765,659.3,511.2,655.9,537.5,582,526.9,627.3000000000001,652.9,654.9,802.3,625.9,503.1,691.8
27,037,4250,1094,970,43,24,1,36,0,0,20,801,731,21,13,1,26,0,0,9,307.7,302.1,371.4,350.7,248.5,344.3,340.3,338.7,283.8,303,303,263.6,291.3,287.3,302.1,299.4,355.8,307.7,281.40000000000003,344.9
27,037,4255,1174,1021,25,36,5,63,0,0,24,769,683,16,18,5,42,0,0,5,295.2,289.8,356.5,336.3,238.7,330.5,326.6,325.4,272.40000000000003,291.1,291.1,253.1,279.6,275.9,289.8,287.5,341.8,295.2,270.4,330.9
27,037,4260,2697,2360,83,77,6,105,3,1,62,1925,1715,55,49,6,74,2,0,24,681,699.6,856.9,749.9,476.90000000000003,751.8,798.8,687.8,543.9,675,580.9,571,558.1,637,699.6,658.9,827.8,681,540.3,718.9
27,037,4310,414,399,0,15,0,0,0,0,0,293,285,0,8,0,0,0,0,0,160.8,75.8,102.1,200.1,119.8,125.1,94,188,146.4,100,149.9,77.9,154.9,82.1,75.8,96.1,97.9,160.8,142.7,194.1
27,037,4410,3841,3107,178,328,26,71,8,0,123,2964,2536,103,201,17,51,6,0,50,757,1110.7,1347,834,496.5,1213.4,1205.6,766.2,599.5,1094.6,636.4,977.8,595.2,1070.8,1110.7,1088.9,1276.4,757,581.9,800.3
27,037,4420,2925,2537,51,266,11,18,1,0,41,2258,2027,31,160,9,12,1,0,18,679.4,928.4,1141.7,731.1,443.5,1016.4,1003.2,680.6,525.1,919.2,558,802.9,539.8,892.1,928.4,907.9,1072.8999999999999,679.4,516.3,706.2
27,037,4430,3452,2673,136,482,15,52,6,3,85,2614,2169,85,280,9,36,6,1,28,664.3,883.5,1131.3,736.1,470.4,970.8,992.6,695.3,548.3,864.6999999999999,566.7,775.9,554.3,859.5,883.5,867.3,1061.6,664.3,535.2,715.6
27,037,4440,3111,2433,140,399,26,19,0,4,90,2374,1989,87,233,20,15,0,0,30,489.9,805.8,1058.8,586.4,351.90000000000003,848.3,910.5,529.7,400.8,760.5,435.7,676,407.09999999999997,755.2,805.8,759.7,984.2,489.9,399,558
27,037,4450,6831,5351,234,982,43,82,1,3,135,5158,4305,139,570,35,54,1,3,51,1136.3,1485.6,1910.7,1252.9,731,1652.9,1649.7,1139.1,845.3,1515.1,918,1325.5,866,1465.3,1485.6,1490.1,1779.8,1136.3,840.2,1195.1
27,037,4510,521,472,6,25,0,11,0,0,7,386,353,4,18,0,9,0,0,2,163,166,205.9,190,164,185.9,182,215,202.9,146.1,210.1,120,205,134.9,166,146.8,194.1,163,195.5,202.5
27,037,4610,419,403,1,1,0,6,0,0,8,326,318,1,1,0,5,0,0,1,163,95.9,103.8,185,101.9,111.9,101.9,159.9,113.1,98.9,119.9,82.9,116.9,95.9,95.9,97.6,103.1,163,113.1,172.29999999999998
27,037,4710,1192,1139,0,23,1,23,1,0,5,898,864,0,14,1,18,0,0,1,479.2,190.2,257.1,577.1,307.3,285.5,253.8,542.5,360.1,227.9,377.09999999999997,194,371.1,206,190.2,228,255.5,479.2,354,559.5
27,037,4810,497,477,3,9,1,1,0,0,6,378,368,2,3,1,1,0,0,3,181.4,120.6,162.2,185.10000000000002,113.8,173.8,149.3,174.9,137.9,145.2,136.8,137.9,131.4,145.2,120.6,150.9,155.8,181.4,130.2,179.20000000000002
27,037,4910,2320,1553,112,464,35,59,0,2,95,1762,1301,79,275,24,42,0,2,39,394,667.4,853.9,421.6,261.3,734.6,738.2,383.1,308.9,672.1,320.9,609.7,302.8,666.6,667.4,670.8,795.6,394,298.6,402.3
27,037,4920,2347,1505,147,538,13,109,0,0,35,1780,1267,90,326,7,78,0,0,12,358.3,650.2,840.3,385.7,245.8,690.2,722.5,352,289.1,634.6,306.4,575.1,287.6,622.9,650.2,630.6,781.4,358.3,282.3,368.6
27,037,4930,2218,1085,202,825,14,39,4,10,39,1706,977,148,510,13,29,3,3,23,305.3,607.3000000000001,790.9000000000001,334.3,231.4,611,684.8,317.4,273.4,562.1,299.7,507.7,277.5,540.5,607.3000000000001,555.4,738.0999999999999,305.3,270.5,325.9
27,037,4940,2020,1453,75,389,15,44,0,1,43,1535,1176,48,257,13,27,0,1,13,320,633.8,786.8,356.7,242.3,696,683.7,359.2,287.6,644.9,312.2,572.7,286.7,640.5,633.8,638.2,735.6,320,282.3,358.1
27,037,4950,2044,1520,82,353,23,31,0,0,35,1582,1266,51,212,15,23,0,0,15,328.5,652.8,809.7,365.7,248.4,715.6,703.3,368.3,294.8,663,319.7,589,294.3,657.9,652.8,656.5,756.5,328.5,289,367.2
27,037,4960,2309,1438,272,486,13,41,0,0,59,1932,1342,206,311,13,32,0,0,28,350.8,775.8,941.2,400,261.7,809.9,832.8,383.1,317.4,752.3,333.9,677.5,321.09999999999997,729.5,775.8,742.3,886.8,350.8,308.6,391.4
27,037,4970,2062,1661,49,275,4,27,0,1,45,1547,1303,38,160,4,22,0,1,19,388.6,740.7,891.8,459,316.9,833.5,812.7,447.7,387.6,756.9,412.6,668.3,397.1,730.6,740.7,747.2,852.6,388.6,378.6,453.1
27,037,4980,1856,1644,21,137,5,24,1,0,24,1447,1329,14,79,5,12,1,0,7,347.7,627.6,768.4,392.7,272,688,699.3,385.7,332.5,622,351.7,556.2,333.3,603.2,627.6,617.4,733.7,347.7,322.4,389.2
27,037,4990,2364,1799,138,336,5,45,3,1,37,1886,1531,76,225,3,37,3,0,11,492.9,792.3,987.3000000000001,539.3,382.3,872.6,906.6,538.1,466.5,777.1,492.9,698.8,459.4,757.9,792.3,776.5,947.1,492.9,450.3,538.8
27,039,0005,319,310,0,7,0,0,0,0,2,258,253,0,3,0,0,0,0,2,132.3,42.4,59.8,154.4,99.9,77.4,63.300000000000004,140.4,103.2,67.8,114.2,53.6,115,52.1,42.4,63.4,61.4,132.3,109.2,147.4
27,039,0007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,039,0010,654,631,0,12,2,3,0,0,6,494,484,0,4,0,3,0,0,3,263.9,97.8,124.5,292.1,181.9,158.4,134.6,262.8,211.8,129.2,226.7,98.60000000000001,221.3,107.1,97.8,123.7,129.9,263.9,209.8,276.6
27,039,0015,548,457,1,82,0,2,0,1,5,385,336,0,42,0,2,0,1,4,121,49.9,65.3,154,75.2,56.6,60.1,114.8,80.2,53.9,81.9,42.7,73.8,51.8,49.9,51.3,62.1,121,77.2,134.8
27,039,0020,461,442,0,9,0,10,0,0,0,341,331,0,6,0,4,0,0,0,150.7,58.2,74.7,176.9,125.9,78,78,159.1,133.8,71.5,140.8,56.2,141.4,56.8,58.2,66.3,75.9,150.7,136,168.1
27,039,0025,574,547,3,15,1,1,0,0,7,431,415,2,11,1,1,0,0,1,224.70000000000002,86.2,98.5,254.7,163.2,120.1,94.10000000000001,232.20000000000002,176.3,103.2,180.3,86.2,176.1,91.5,86.2,100.4,96,224.70000000000002,173.2,243.3
27,039,0030,2670,2347,12,260,8,20,0,1,22,1874,1693,7,144,6,13,0,0,11,713.2,333.5,480.4,843.5,417.1,508.7,447.9,714.3,480.7,451.5,521,347.8,504.5,391.9,333.5,424.8,463.8,713.2,481,778.7
27,039,0035,261,257,0,3,0,1,0,0,0,201,198,0,2,0,1,0,0,0,109.9,26.8,29.099999999999998,120.6,87.1,46,31,112.4,96.2,36.4,103.9,20.5,100.5,20.5,26.8,30.8,29.8,109.9,96.8,116.2
27,039,0040,1340,1241,5,74,0,1,2,0,17,975,930,3,32,0,1,2,0,7,309.2,221.3,274.8,435.1,205,293,266.9,361.1,236.9,271.3,255.9,217.6,250.8,234.1,221.3,254.1,271.4,309.2,236.7,398
27,039,0045,465,449,4,3,0,2,0,0,7,329,323,2,1,0,2,0,0,1,179.9,67.7,83.89999999999999,217,132.2,98.7,94,196.8,151.6,81.5,158.7,59.9,153.9,67.7,67.7,77.1,89.2,179.9,148.9,206.5
27,039,0050,3361,3091,8,205,11,15,0,0,31,2358,2241,5,89,6,12,0,0,5,1049.3,573,805,1239.6,703,754.4,773.3,1103.1,776,671.6999999999999,841.2,562.8,815.3,594.3,573,645.5,788.6,1049.3,784.6,1171.5
27,039,0051,2570,2456,16,45,3,14,0,0,36,1716,1669,4,22,3,9,0,0,9,840.6,456.2,646.9,991.5,563,609,621,903,629.9,540.6,685.5,448.9,657.6,468.1,456.2,516.8,634.2,840.6,634.3,947.4
27,039,0055,1197,1139,2,33,5,1,0,6,11,849,815,2,18,5,1,0,4,4,391,193.8,268,468.6,283.4,271,254.7,417.5,315.9,239,332.2,194.2,323.9,198.5,193.8,225.8,262,391,314.7,443.3
27,039,0060,1926,1881,0,16,1,8,2,0,18,1314,1293,0,8,1,5,2,0,5,660.9,346.4,451.8,783.9,500.5,462,452.5,732.3,552.8,405.1,583.7,332.3,572.1,343.7,346.4,386.1,452.2,660.9,552.4,758.1
27,039,0065,734,689,1,33,0,6,0,0,5,532,505,1,21,0,3,0,0,2,282,121.7,128.1,347.4,212.8,162.6,134.6,319.2,228.9,148.8,242.8,117.2,237.6,122.8,121.7,137.8,131.4,282,230.8,332.2
27,039,0070,195,181,0,14,0,0,0,0,0,137,130,0,7,0,0,0,0,0,83.9,10.9,16.6,88.1,55.4,21.4,21.8,76.2,66,13.5,66,9.6,64.5,9.6,10.9,13.6,18.7,83.9,62.2,82.2
27,039,0075,665,664,0,1,0,0,0,0,0,482,481,0,1,0,0,0,0,0,243.5,115.8,126.9,302.5,195.7,144.6,135.6,279.7,218.7,126,222.8,110.3,221.1,107.8,115.8,121.8,131.9,243.5,214.6,290.1
27,039,0080,914,860,5,25,4,6,0,1,13,691,657,4,14,2,5,0,1,8,360.3,119.1,141.9,415.2,254.3,177.3,152.8,363.5,282.6,150,296.4,116.3,282.2,123.9,119.1,141.3,147,360.3,278.5,388.6
27,039,0085,782,704,1,63,3,0,0,0,11,570,525,1,36,1,0,0,0,7,243.9,118.8,133.9,291.8,155.1,146.7,120.8,247.9,167.8,134.9,182.1,109.2,174.2,114.9,118.8,126.4,127,243.9,170.5,270.1
27,039,0090,451,434,1,15,0,0,0,0,1,326,317,1,8,0,0,0,0,0,165.2,63,67.3,210.2,115.4,92.3,75.7,192.7,129.8,79.5,139.9,59.4,130.5,59.4,63,73.7,71.2,165.2,129.5,200.7
27,041,0005,1880,1804,20,17,9,11,0,0,19,1499,1447,15,12,8,8,0,0,9,665.5,360.4,453.59999999999997,751.7,444.5,450.8,424.7,704.1,530.4,363.4,548.6,318.1,539.4,339.2,360.4,367.4,438.9,665.5,515.7,727.4
27,041,0007,433,427,1,0,0,3,0,2,0,347,345,0,0,0,2,0,0,0,181.9,102.6,120.5,201.4,123,132.7,113,193.29999999999998,151.6,103.3,159.29999999999998,88.4,155.2,94,102.6,104.5,116.80000000000001,181.9,147.3,197.4
27,041,0010,1883,1797,24,23,8,9,0,0,22,1472,1424,12,12,8,7,0,0,9,697.3,343.8,421.3,753.6,435,430.2,405.8,682.5,523.7,342.5,533.9,303.2,528.7,316.2,343.8,348.2,413.5,697.3,505.2,717.3
27,041,0012,1015,982,0,12,5,9,0,0,7,792,773,0,5,5,5,0,0,4,402.3,217.8,262.4,444.5,266,279.3,248.1,419,325.6,218.70000000000002,338.4,189.4,330.9,200.4,217.8,221.8,254.8,402.3,315.3,431.2
27,041,0015,1883,1777,13,45,7,9,1,0,31,1504,1444,8,28,7,6,1,0,10,657.5,381.1,482.4,726.5,396.9,450,452.8,665.5,471.6,369.2,484,328.4,478,346,381.1,373,467.8,657.5,457,695.7
27,041,0017,235,229,5,0,0,1,0,0,0,184,183,1,0,0,0,0,0,0,90.6,43.8,59.6,101.5,59.4,57.4,56.7,94.89999999999999,70.89999999999999,45.1,72.7,39.5,70.8,42.7,43.8,46.1,58,90.6,68.5,98
