state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,pre_20_dem_bid,pre_20_rep_tru,uss_18_dem_hei,uss_18_rep_ric,uss_20_dem_luj,uss_20_rep_ron,gov_18_dem_luj,gov_18_rep_pea,atg_18_dem_bal,atg_18_rep_hen,sos_16_dem_oli,sos_16_rep_esp,sos_18_dem_tou,sos_18_rep_cla,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20
35,001,372,595,307,15,231,8,22,0,4,8,497,271,13,183,7,15,0,4,4,192.9,67.9,239,94,192.1,51,230.9,102.9,213.9,72,217,55.1,226,74.1,218.2,58.2,209.6,210.1,235.29999999999998,71.4,59.3,98.8
35,001,373,917,424,32,383,46,14,0,1,17,722,366,19,285,35,11,0,1,5,203.9,83,255.7,92.1,195.1,43.9,230.1,109.4,207.9,80.2,221.1,53,231.9,98.2,193,66.3,218,204.3,242.8,90.6,60.800000000000004,101
35,001,374,599,434,19,119,4,9,0,3,11,505,367,15,101,3,7,0,3,9,258.9,76.2,339.9,80,248.20000000000002,47.1,326.9,96,270.9,64.8,269,46.2,306,71.8,265.1,50.3,282.5,263.5,333.5,74,52,88.1
35,001,375,1536,843,29,469,54,94,2,1,44,1315,761,26,372,46,76,2,1,31,508,178.1,637,227.1,520,102.2,615.1,250.8,542.9,162.1,557.9,114,557,193.9,545.9,140.9,532.5,541.6999999999999,626,186,129.9,239.1
35,001,381,569,418,5,109,6,7,0,2,22,505,374,5,96,4,7,0,2,17,311.8,34.9,363.09999999999997,42.1,313.2,21.9,351,55,329.1,38.800000000000004,327.90000000000003,21.9,326,44.9,324.9,30.1,318.9,323.5,357.2,39.9,28.2,48.3
35,001,382,565,404,8,121,10,7,0,3,12,486,353,8,96,10,7,0,3,9,251.8,64,315.1,80,243,41.1,298.1,94.2,259,61,260.2,48.2,275.1,69.9,260.2,48.2,263.4,255.7,306.6,67,49.7,87.2
35,001,383,901,499,23,277,58,24,0,3,17,794,470,18,221,44,23,0,3,15,306,62,399.9,57.1,307,22,372.8,75,327,46,322.9,30.2,346,61,317.7,35,326.1,318.8,386.5,61.4,33.3,66.1
35,001,384,1041,627,19,273,77,20,0,0,25,919,604,16,204,60,17,0,0,18,342.9,93.9,410.1,110.9,338.9,74,389,131,349,120,373.90000000000003,79.1,383.2,106.1,355.9,97.8,363,354.4,399.6,100,92.6,120.8
35,001,385,716,437,14,204,23,15,1,2,20,607,395,12,158,18,11,1,1,11,306.9,62.5,386.1,83,323.2,44.7,364.59999999999997,103.9,326.09999999999997,73.8,339.1,49.7,323.6,86.9,326.8,62.199999999999996,315.2,328.6,375.4,74.9,57.6,93.3
35,001,386,489,344,6,108,9,9,0,2,11,435,313,3,93,9,8,0,2,7,236.1,39.1,298,44.8,237.1,22.1,291.1,49,250,43.6,259.8,19.9,268.1,51.9,245,32,252.3,248.1,294.7,45.6,29.4,46.7
35,001,387,599,436,15,101,17,18,1,0,11,495,379,10,73,13,12,1,0,7,274.1,66.9,363.9,62.9,264.9,44.8,344,87,288.9,66.9,288.9,44.8,305.9,65.1,283.9,52.9,290.1,281.7,353.6,65.9,52.3,74.8
35,001,400,666,370,16,209,41,13,1,4,12,559,327,14,172,26,11,1,4,4,136,95,219,101.89999999999999,145,58.099999999999994,202,112.9,156,84,157.1,68,164,106,154.9,70,150,153.20000000000002,210.5,100.6,70,107.3
35,001,401,946,431,17,432,28,21,1,2,14,731,375,15,294,18,18,1,2,8,248.9,144,328.1,155.8,233,75.8,296.9,175.9,256.4,136.8,273.1,85.9,296.2,152.2,253.2,100,272.5,254,312.4,148,99.7,165.7
35,001,402,806,519,14,236,6,26,0,0,5,655,443,14,169,6,19,0,0,4,236.1,164.9,321.09999999999997,177.2,248,89.9,302.1,191.9,253.9,159,283.1,109.9,293.7,162.1,268.1,121.8,264.9,263.1,311.8,163.8,120,184.6
35,001,403,758,401,12,289,16,22,1,0,17,605,345,10,212,14,14,1,0,9,216,119.9,266.1,142.9,208.8,65.9,243.1,156.9,237.9,113,253.9,70.9,257.9,112,227,93,236.79999999999998,231.9,254.5,116,85.9,149.9
35,001,404,849,633,12,172,14,9,0,1,8,694,537,8,125,9,9,0,1,5,286,199,371.9,214.1,288,126.9,341.1,250.9,319,192,348.90000000000003,124.8,338.1,203,317,166,312.3,318.3,356.4,200.8,152.5,232.70000000000002
35,001,405,1074,578,47,319,99,9,0,5,17,855,497,42,223,69,8,0,4,12,268.1,132,320,171,244,92.9,298.7,185,267,130.20000000000002,267,105,291.9,138,265,107.1,279.90000000000003,261.1,309.2,134.8,108.60000000000001,178.1
35,001,406,591,352,17,148,34,21,2,1,16,495,316,15,106,29,18,2,1,8,114.4,68.4,106.9,51.8,118.89999999999999,40.5,99.1,58.7,123.2,66.4,134.20000000000002,44.199999999999996,131.6,73.9,127.7,53.1,123,125.9,103,71.2,51,55.3
35,001,407,1114,666,39,331,25,31,4,3,15,935,583,36,255,20,25,4,1,11,325.1,282.2,442.1,316,351.9,207.9,400.9,351.9,351.9,285.9,406,205.1,386.8,275.1,372.1,240.9,355.8,370.6,421.3,278.7,235.1,333.9
35,001,408,1042,604,32,301,56,29,0,2,18,885,540,28,240,41,21,0,2,13,260.5,233.6,410.2,302.3,267,161.5,367.8,332.4,290.7,238.70000000000002,317.8,179.8,326.6,240.9,282.4,218.1,293.8,289.4,389.3,237.3,199.5,317.3
35,001,409,2382,1080,107,890,191,50,8,3,53,2054,993,93,718,159,48,8,3,32,436,246,572.1,296,359.9,155,534,314,407.90000000000003,234.9,436,176.10000000000002,503.90000000000003,270,413.09999999999997,193,469.9,404.1,553,258.09999999999997,189.70000000000002,305
35,001,410,1237,709,20,429,55,5,0,0,19,1041,667,17,304,35,5,0,0,13,215.8,208.6,355.9,246.20000000000002,246.20000000000002,136.8,327,263.9,258.9,187,283.8,138.9,263.1,192.8,262,162.9,239.5,262.6,341.7,200.7,156.4,255.3
35,001,411,1473,717,75,501,106,35,1,0,38,1316,667,72,427,85,33,1,0,31,293,128.9,364.09999999999997,155,261,79,340.2,167.1,272.09999999999997,130.1,275.1,98.10000000000001,349.2,123,272.90000000000003,110.1,321,270.5,352.1,125.7,104.3,160.8
35,001,412,353,231,8,100,5,6,0,0,3,284,193,6,72,5,5,0,0,3,119.9,42,185,43,140,35,171,56,162.1,50,151,40.1,133,53,149,41,126.39999999999999,150.5,178,47.5,41.5,49.5
35,001,413,1743,878,39,669,67,49,0,1,40,1517,824,36,528,51,47,0,0,31,342,164.9,491.09999999999997,252.8,324.9,119.9,447,285,334.9,194.1,353.09999999999997,134,373,191.9,342,159.9,357.5,338.6,468.7,178.20000000000002,152,268.9
35,001,414,517,320,8,134,9,34,1,0,11,418,271,5,95,7,32,1,0,7,140,93.8,173.9,113.9,127.1,59.1,162,127.8,141,91.9,156,67,167.2,99,148,68,153.9,143.1,167.9,96.3,71.5,120.9
35,001,415,508,282,9,137,4,69,0,0,7,400,240,6,98,3,50,0,0,3,132,108.9,181.1,131.1,143.9,73,169.3,143.9,154,103.9,167.9,75,166,110.7,161.1,87,148.8,156.6,175.1,110,84.8,137.2
35,001,416,744,381,28,276,34,9,0,2,14,574,332,19,184,24,6,0,2,7,204.1,108.9,284.9,112.8,201.2,55.2,254,142,230.8,92,231.8,70.1,235,116,219.8,73.9,219.5,221,269.7,112.4,72.7,127.3
35,001,417,963,507,28,357,29,31,0,3,8,755,431,23,240,24,28,0,3,6,259.9,126,319.9,168.9,246.1,78.9,303.1,174,272.8,120.1,271.1,88.9,310.1,121.2,281.1,93.1,284.8,267.9,311.4,123.7,95.3,171.4
35,001,418,721,375,5,278,31,20,3,0,9,626,345,5,228,23,17,3,0,5,208.9,174.9,476.09999999999997,346.2,271.9,183.9,431,371.09999999999997,279.8,254.9,317.9,187,251.79999999999998,178,285.2,212.79999999999998,230.5,288.8,453.6,176.4,209.7,358.5
35,001,419,1496,850,27,503,39,47,0,1,29,1198,719,26,375,21,38,0,0,19,370,343.2,449.9,369.9,375,224,412.8,403.9,391.09999999999997,319.2,453.1,225.9,441,359.3,407.1,264.90000000000003,405.6,406.7,431.3,351.2,258.5,386.9
35,001,420,2571,1209,76,961,237,50,3,1,34,2042,1050,54,684,187,40,3,1,23,384.2,283.9,524.8,377,372,189,486.2,391,408.7,279,428.90000000000003,213,461.8,308.2,416.1,227.8,423,406.4,505.5,295.9,227.4,383.9
35,001,421,1408,763,21,491,66,24,0,10,33,1119,648,19,355,50,20,0,6,21,276.9,253,373,281,257.1,169.9,335.2,305,275.1,242.20000000000002,306.1,184,326.90000000000003,261.9,278,213,301.7,279.1,354,257.5,201.9,292.9
35,001,422,3517,1734,38,1379,60,245,5,6,50,2642,1392,26,962,47,172,4,6,33,602.1,629.8,1027.1,803.1,585.9,401.2,925.1,879.1,623.9,564,695.9,431.9,714.2,613.8,650,478.4,657.2,639.1,976.3,621.8,468.5,840.7
35,001,423,3233,1871,32,834,28,371,2,13,82,2259,1374,21,538,24,250,2,4,46,676.4,733.9,959.8,830.3,703,516,838.1,926,714.9,727.6,813.7,568.3,750.1,798.1,753.8,630.7,713.2,746.2,899.1,766,610.4,878.1
35,001,424,3172,2073,59,672,28,283,2,6,49,2293,1536,44,467,18,196,1,1,30,697.9,822.1,991,963.9,668.9,559.7,859,1110.1,693,811.1,803.3000000000001,615.1,788.9,896.9,732,703.8,743,724.3000000000001,924.5,859.5,672.5,1037.1
35,001,425,3813,2375,67,916,44,325,0,9,77,2825,1873,46,594,40,228,0,7,37,940,967.3,1297.1,1099.9,921.6999999999999,666.9,1158.6,1255.8,963.1,986.9,1083,761.4,1089.9,1028.4,994.1,846.9,1015.1,990.2,1227.8,997.9,815.2,1177.9
35,001,426,1311,992,9,197,3,78,0,5,27,972,770,6,127,3,54,0,5,7,376,367,511.9,390.9,399.9,285.9,452,462.1,412.7,388.90000000000003,476.09999999999997,291.7,468.1,398.1,421.3,353,422.2,427.7,482,382.5,329.6,426.5
35,001,427,2903,2027,46,549,19,211,0,4,47,2215,1609,34,387,14,143,0,2,26,671.2,697.9,950,805.9,718,509.7,851.3,912.8,720.8,716.2,832.1,540.1,784.8,745.3,762,604,728,758.5,900.4,721.6,592.7,859.6
35,001,428,1029,765,14,173,12,30,2,1,32,877,680,10,129,9,27,2,1,19,328.5,253.5,463.6,250,366.59999999999997,163.70000000000002,426.8,286.1,365.1,235.9,388.3,180.8,369.3,245.4,369,206.6,348.6,372.2,445.2,249.4,196.9,268
35,001,429,1542,1211,15,194,12,80,0,5,25,1225,975,14,149,8,61,0,4,14,446.1,368.7,570.9,389.1,461.1,269.2,519.1,441.8,463.1,386.8,521.9,281.9,506,420,474,335,476.2,480,545.1,394.2,318.2,415.5
35,001,430,1032,787,18,170,13,22,0,1,21,779,605,15,121,10,20,0,0,8,252.9,269,351.9,289,264.2,170.9,303.90000000000003,337,270.9,267.1,311.8,195.1,301,297,286.09999999999997,219.1,276.8,283.2,327.7,283,213.1,312.9
35,001,431,1062,433,41,492,49,25,1,0,21,855,382,37,365,36,22,0,0,13,215.1,118.9,295.1,146.2,198,77.7,281,160.1,224.9,121,244,82,256.2,123.10000000000001,221,98,235.6,221.8,288.1,121.10000000000001,94.6,153
35,001,432,1341,522,36,641,90,15,1,3,33,1090,467,33,481,73,13,1,0,22,317,184.9,446,171.2,318.90000000000003,96,422.1,178.9,340.9,136.9,348,105.1,388,158,343,109,352.3,337.59999999999997,433.90000000000003,171.5,111.7,175
35,001,433,979,370,10,541,43,7,0,0,8,804,337,9,407,36,7,0,0,8,195,121,247.1,149,181.9,61,232.9,157,206,94,215.1,70.1,232.9,121,202.89999999999998,81.1,213.9,201.5,239.9,121,76.7,152.9
35,001,434,625,231,17,316,42,8,0,2,9,484,201,11,239,26,6,0,0,1,168,74,204.1,102.9,159.1,53,186.1,114,173.9,82,190,49,198,84.9,175,63.099999999999994,183,174.4,195.2,79.6,61.7,108.6
35,001,435,1480,523,43,721,132,26,0,5,30,1140,470,28,517,88,18,0,2,17,303.2,200.9,390,209.9,265.1,111,363.2,235.2,288.2,178.8,307.9,130,336.1,192.2,292.8,148.1,319.5,288.5,376.6,196.4,141.6,222.6
35,001,436,856,380,14,373,55,9,0,2,23,691,336,14,275,38,9,0,2,17,203.8,127,277,159.1,201.9,75.9,257,174.1,213.1,109.9,225,78,244.9,130.9,207.2,90,224.4,211.6,266.9,129,88.3,166.5
35,001,437,796,283,22,388,76,14,0,0,13,629,247,20,287,57,11,0,0,7,140,65.1,196,81,137,40.1,177,95.9,159.2,57.1,166.10000000000002,40.1,163,70,156,42,151.4,154.5,186.5,67.5,44.8,88.4
35,001,438,3585,880,169,1919,473,35,3,27,79,2479,731,125,1234,297,30,3,15,44,345,136.9,461,166,277.9,57,441,174.9,307.9,87,299,72.1,370,157,302,73.1,357.5,296.7,451,146.9,72.3,170.5
35,001,439,2396,815,122,1080,261,58,7,2,51,1944,748,96,821,185,51,7,2,34,389,187,588,260,406,122.9,572,273,434.9,191,454,133,460,215,455.9,142.9,424.4,437.7,579.9,201,147.5,266.6
35,001,440,530,295,22,184,14,9,0,2,4,424,249,16,134,13,8,0,1,3,139.1,99.1,185,124,132,58.1,184.1,124,139.1,99.1,159,66.9,172,99.1,148,81.1,155.6,144.3,184.7,99.1,76.2,124
35,001,441,934,355,23,479,38,9,0,4,26,732,312,19,348,27,9,0,3,14,221.9,110.5,289.2,140.3,205,76.8,259,163.9,217.2,122,240.2,76.8,246,115.9,236.9,80.8,234.1,225.1,273.7,113.1,89.1,152.1
35,001,442,924,341,9,493,37,24,0,0,20,747,298,7,379,28,19,0,0,16,253.1,109.8,302.7,132.1,222.8,54,285.1,141.3,234,81.1,241.8,62.2,277.1,117,239.1,66.1,264.8,234.4,294,113.3,65.9,137.1
35,001,443,863,277,17,469,35,49,0,1,15,687,253,11,351,24,37,0,1,10,190.8,95.9,265,135.5,180.9,47.8,246.8,146.20000000000002,202,76.1,211,49.8,229.89999999999998,114,193.8,68.7,210.3,196.7,256.1,104.9,60.5,141.4
35,001,444,748,312,8,386,18,14,0,1,9,612,277,7,295,14,11,0,1,7,209,105,231.2,132.3,193.8,52.1,217,140.9,209,91.1,231.9,52.9,244.8,97,217,65.9,227.3,212.7,223.9,101.3,65.7,136.9
35,001,445,732,334,6,314,29,27,2,4,16,585,288,5,233,25,20,2,4,8,178.1,134.1,254,166,188.2,94.9,239.1,184.1,208.9,142.1,226.1,99.9,233.2,134.1,208.9,126.1,205.79999999999998,208.1,246.4,134.1,115.8,175
35,001,446,811,393,17,335,34,12,0,0,20,636,340,17,235,25,9,0,0,10,210,144.1,299,168.9,206.9,90,280.1,187.1,223.8,127.2,247,87,255.1,149.1,229,99,232.3,226.7,289.6,146.5,100.7,178.1
35,001,447,2893,1997,29,579,19,196,0,0,73,2021,1446,23,366,14,139,0,0,33,620.7,975,946,1138.3,632.8,694.9,801.1,1291.8,647.8,971.1,787.2,758.6,761.9,1020.3,680.7,870.1,691.3,687,873.5,997.4,823.6,1214.7
35,001,448,1910,1245,32,469,22,101,0,1,40,1564,1059,29,355,16,75,0,1,29,483,405.90000000000003,681.1999999999999,445.8,495,271.9,624.2,485.1,513.3,381.2,588.1,252.9,595.2,403.2,529.1,323,539,531.4,652.7,404.5,307.3,465.4
35,001,449,2076,1309,57,478,90,90,1,10,41,1781,1197,44,365,66,72,1,8,28,421,236,596,270,396,130,540,323,428,200,415,162,473,256,424,161,447,415.7,568,246,163.3,296.5
35,001,450,680,513,8,127,3,19,2,0,8,565,441,5,92,3,17,2,0,5,188,190.9,242.9,216,187.1,138.8,223.1,242,199,193.9,242.9,135.9,216,195,206.1,175.1,202.2,208.9,233.1,192.8,160.8,229
35,001,451,937,507,45,299,35,38,2,1,10,786,440,37,240,29,30,2,1,7,227.10000000000002,135,302.9,153,211,90.10000000000001,273,177.1,223.1,140.9,231.9,108.9,245.1,151,227.10000000000002,115,236.20000000000002,223.29999999999998,287.9,143,113.8,165
35,001,452,746,498,13,160,19,30,0,4,22,567,401,11,105,10,27,0,2,11,181.5,143.6,258.3,139,184.5,100.1,237.3,153.8,201,137,228.9,96.3,207.5,154.9,203.70000000000002,121.2,194.6,204.6,247.8,149.1,113.6,146.4
35,001,453,2599,1446,95,751,155,75,1,5,71,2165,1293,78,560,124,59,1,5,45,493,301,685.8,362,471.90000000000003,190.1,634.9,393.90000000000003,521.8000000000001,269.8,530,212.20000000000002,568.8,308,515.9,231.1,530.9,509.90000000000003,660.4,304.6,226,377.9
35,001,454,1291,885,40,299,20,28,1,2,16,1019,726,32,214,13,23,1,2,8,330.9,321,416,362.8,318.9,226.1,385.1,390.9,338.1,339,402.2,239.1,381.9,358,368,281.1,356.3,356.90000000000003,400.5,339.7,271.3,376.8
35,001,455,4370,2044,69,1776,112,279,1,18,71,3398,1712,51,1295,74,219,1,14,32,963.5,788.1,1483.8,1028.9,1005.9,525.7,1370.5,1158,1097,755.8,1169.9,571.8,1113.1,825.5,1102.1,641.6999999999999,1038,1093.6,1427.1,806.8,623.5,1093.2
35,001,461,801,415,23,245,10,92,0,0,16,618,347,15,171,8,67,0,0,10,174,132,268.9,147,163.7,74,253.1,163.7,182.2,117.1,198,83,214.8,132.9,188.1,95.9,194.2,182.9,261.1,132.6,92.5,155.4
35,001,462,660,337,20,234,8,49,0,0,12,516,283,18,161,7,37,0,0,10,172.2,113,212,124.9,160.9,71,202,130.1,175,103.2,190,75,210,118,176,85.8,191.1,175.3,206.9,115.4,83.7,127.5
35,001,463,744,479,7,216,25,13,0,1,3,593,401,7,150,20,12,0,1,2,167.1,152.9,229,174.9,172.8,96.2,208,195.1,189.8,140,201.8,113.1,201.1,160.8,200,117,184,191,218.4,157,116.5,184.8
35,001,464,609,335,9,217,21,9,0,0,18,483,296,9,148,12,7,0,0,11,136,108,217,125,147,71.8,191.9,148.9,158.1,114,185.8,73.1,184.1,102.9,175,85,160,166.5,204.6,105.2,86.2,136.9
35,001,465,1575,974,72,440,36,20,0,2,31,1407,908,63,365,32,18,0,1,20,357.9,226.1,490,243.9,330.9,143,447,262.90000000000003,344,206,372.1,140.9,425,212,352.9,158,391.3,350,468.5,219.1,161.79999999999998,253.60000000000002
35,001,466,833,469,19,265,19,48,1,3,9,680,411,18,184,17,40,1,2,7,202,206,292,245,199,140,272,262,219.1,209,254.1,153.9,256.9,210.1,231.8,180,229.4,226,281.9,208.3,170.8,253.5
35,001,471,732,428,5,227,10,48,0,1,13,575,355,5,166,5,38,0,0,6,186,165,251.9,195.1,192.1,112.9,223,218.1,218.9,165,233.1,123,230,163,216,134.8,207.70000000000002,215,237.39999999999998,164,134,206.6
35,001,472,536,324,13,190,3,4,0,0,2,415,269,13,125,3,3,0,0,2,135,157,175,160.2,150,105,162.1,169.9,169.9,145,183.9,113,167.9,162.1,173.1,127,151.2,169.3,168.5,159.5,122.6,165
35,001,473,732,345,12,327,27,9,0,0,12,585,308,6,233,21,8,0,0,9,181.9,101.1,259,137.1,211.1,64.9,242,147.9,225,112,243,72.9,228.1,100,235.8,79.9,204.7,228.5,250.4,100.6,82.5,142.4
35,001,474,609,340,18,227,8,3,0,1,12,480,293,10,157,8,2,0,1,9,130,114,164.9,137.1,144,71,149,150.9,143.20000000000002,121,171.9,77,158,116.1,152,91.9,144,152.8,157.1,114.9,90.4,144
35,001,475,1327,576,47,586,54,30,0,0,34,1001,483,36,395,40,27,0,0,20,266.9,167,390.9,196.1,235,105.1,351,223,269.2,158.9,297,111.1,306.8,180.9,270.9,138.9,286.7,267.8,370.9,174.1,128.6,209.7
35,001,476,1128,616,27,382,36,25,1,2,39,876,511,18,281,21,19,1,1,24,228.2,249.2,332.9,270.8,243.20000000000002,153.2,288.9,311.1,252.1,230.9,297.1,159,318.2,242,262.8,173.79999999999998,273.1,263.9,311.1,245.5,179.3,290.4
35,001,477,2438,680,87,1447,134,53,0,3,34,1753,609,66,913,92,44,0,3,26,380.9,165.2,520.3,235,350.7,105,497,251.5,380,145.2,389.9,102.3,439.40000000000003,171.7,375.1,120.1,410.3,374.1,508.8,168.5,118.1,243.4
35,001,478,1825,460,65,1178,54,29,5,9,25,1344,406,50,789,46,27,5,5,16,310.4,178,419,231.9,281.1,107.9,390.9,248.3,312,168.1,341.3,114,378,182,313.1,143.1,344.1,312.2,405.1,180,133.4,240.2
35,001,480,1311,927,29,245,43,35,0,2,30,1078,783,20,184,39,31,0,2,19,301,289.09999999999997,430.2,333.2,315.2,194,397,360.9,324,278,367.9,198.9,354.1,293.1,349.1,225,327.8,339,413.7,291,223.8,347.1
35,001,481,1085,457,57,363,143,17,0,7,41,837,394,47,253,100,15,0,3,25,151,87,232,106.1,140,45.1,216,117.9,163,77,167.9,50,179,95.1,164.1,59,164.9,158.7,224,91,57.699999999999996,112.1
35,001,482,866,663,10,147,2,18,2,5,19,690,544,8,108,2,15,2,2,9,253.1,300,328,316.9,261.9,214.9,289,363.1,268.1,301,325.9,220,298.9,308,288,261.1,276,286.1,308.6,304,249.4,339.9
35,001,483,1517,971,35,426,22,37,0,1,25,1200,825,27,289,17,26,0,1,15,334.9,335.8,475.8,392.90000000000003,320.9,231.9,424.8,449.9,345,341,410.8,231.9,410,347,377.2,263.09999999999997,372.5,363.5,450.3,341.3,266.9,421.6
35,001,484,1123,655,41,326,52,26,0,3,20,955,596,30,252,43,20,0,2,12,254.9,166,376.1,215,241,107.10000000000001,345.8,244.9,259,164.8,280.2,111.1,322.90000000000003,159.1,264.9,134.1,288.9,261.4,361,162.5,129.2,229.70000000000002
35,001,485,1206,767,24,317,34,34,0,4,26,933,623,20,226,27,24,0,2,11,282.1,279.4,383,328.1,315.8,200,341,375.9,328.1,272.8,375.1,198.20000000000002,339.9,283,329.9,241,311,337.1,361.8,281.2,228.20000000000002,352
35,001,486,1232,833,15,290,24,39,3,4,24,986,708,8,198,19,31,3,4,15,328.7,304.90000000000003,462.9,354.2,371.9,200,406,411.1,397,295.8,446.1,204,400.9,343,401.8,240.9,365,404.2,434.6,323.7,235,382.5
35,001,487,886,692,2,161,4,14,0,0,13,685,562,2,101,3,10,0,0,7,270,240.9,322.8,265,254,157,302,287,261,231.2,297.1,172.9,302,253.1,270.9,205,285.9,270.9,312.2,247.1,191.5,276
35,001,488,900,692,8,159,15,13,0,3,10,776,627,5,112,11,10,0,3,8,266.9,261.1,376,293.9,309,179.1,334.1,331.90000000000003,303.09999999999997,283,357.9,206.9,312,265.1,328.9,240,289.59999999999997,324.5,355.1,263.2,227.3,312.9
35,001,489,1306,799,29,376,33,38,0,1,30,1059,669,24,291,26,32,0,1,16,312.90000000000003,305,428.90000000000003,373,314.9,203.20000000000002,390.8,407.2,339,297,371.8,233.9,377.1,317.8,337.9,268.09999999999997,345.1,340.7,409.9,311.4,250.6,390
35,001,490,1033,746,10,236,18,16,0,0,7,847,650,10,156,14,13,0,0,4,212.9,306.8,265.1,321,199,210.9,232,361.2,215.9,306.8,272.9,229.9,255,310.1,237.9,266.9,233.9,231.2,248.6,308.5,253.9,341.3
35,001,491,722,478,8,163,23,36,0,2,12,607,420,7,127,19,27,0,0,7,164,140.8,249,176,199,95,214.9,200,199,156.2,229,108.2,203,148,213.9,129,183.4,210.2,232,144.3,122.2,188
35,001,492,556,358,7,155,4,13,0,2,17,470,315,5,125,4,9,0,2,10,153.9,136.1,231.8,125,160.2,85,207.2,142.8,173.20000000000002,125,193.9,83.2,198.3,121.8,184,98,176.3,177.7,219.6,129,97.8,133.9
35,001,493,801,523,23,210,21,14,0,2,8,646,449,15,153,12,10,0,2,5,215,203.9,305.8,199.1,224.2,148.9,285.1,222.9,247.2,203.9,288.90000000000003,142.1,291.1,187.1,260.2,173,253,255.20000000000002,295.5,195.4,167.2,211.1
35,001,494,682,425,24,193,11,18,2,0,9,533,357,17,131,9,11,2,0,6,188.2,156.2,276.1,175.9,207.1,93.8,245.1,196.8,213.2,150.8,247.29999999999998,95.1,238.1,162,220.2,125.2,213.2,222,260.6,158.8,116.2,186.3
35,001,495,1405,752,43,459,72,26,0,1,52,1062,612,37,315,49,22,0,1,26,289.9,226.9,354,217.9,261.2,150,330,239.1,294.9,216,318.8,167.1,338.9,241.1,287.1,190.20000000000002,314.2,290.6,342.3,233.9,180.7,228.7
35,001,496,613,445,6,132,7,16,0,0,7,502,383,5,90,7,11,0,0,6,164.1,173.9,244,160.9,175.9,130,210.20000000000002,191.9,180,182,225.10000000000002,125.1,216,169,202.8,152.1,190.2,196,227.3,171.3,147.3,176.4
35,001,497,746,556,5,152,7,11,1,0,14,595,455,3,117,4,9,1,0,6,235.8,178.8,337.1,179.8,245.9,112.8,294.90000000000003,219.9,259.1,186,293.1,136,298.8,171,276.9,152.1,267.5,268.6,316.3,175,146.8,199.7
35,001,498,1822,881,89,586,191,17,1,0,57,1372,719,66,412,129,16,1,0,29,316.09999999999997,196,406.9,232,304,110,358,260.09999999999997,314,176,356,115.2,363.1,202,329,142,339.59999999999997,325.7,382.5,199,135.7,246
35,001,499,989,487,13,417,32,23,2,0,15,779,413,13,299,27,17,2,0,8,244.9,208.9,333.9,239,238,123.3,306.9,263.9,256,193,291.9,137.2,293.8,217.2,259.9,166.9,269.6,261.6,320.1,213,155.4,251.4
35,001,500,1065,767,9,233,12,22,1,0,21,896,675,4,172,9,20,1,0,15,290.8,305.2,399.3,313.1,308.9,185.1,352.1,363.1,313.1,289.9,358.2,209.2,340,302.9,341,230.1,315.3,330.4,375.6,304.2,228.6,338.1
35,001,502,1381,717,64,501,46,18,3,3,29,1090,607,50,359,38,13,3,3,17,282,197.9,404.2,242.2,275.9,105.9,372,267,326.2,175.2,330.1,133.2,376,196,308,149.9,328.9,309.8,388.1,197.2,140.7,254.5
35,001,503,890,503,6,305,34,9,0,1,32,699,421,4,214,29,8,0,1,22,176.9,127,245.1,148.1,176.9,72.89999999999999,227.9,162,188.9,111,197,87,231.9,126.10000000000001,186,94,204.29999999999998,187.3,236.6,126.5,91,155.1
35,001,504,775,445,24,266,16,11,0,1,12,600,372,16,188,11,6,0,1,6,175,117.1,247,147.8,160.8,72,228,157.9,187,100.8,188.9,78.1,216,133,177.1,90.9,195.6,178.5,237.8,125,85.5,152.9
35,001,505,845,458,10,315,21,16,0,0,25,677,394,8,229,20,11,0,0,15,184.1,158.8,270.8,184.1,187,105,237.4,217.9,222.9,150,230,112.1,235,167,216,120.9,209.6,214.1,254,163.1,121.9,200.9
35,001,506,781,512,25,209,23,2,2,1,7,624,446,15,137,17,2,1,1,5,172,134,259.9,162.2,181,87,239.9,175.9,187.9,132.1,208.1,96,225.9,133.1,204,102,198.9,195,249.79999999999998,133.7,104.5,168.9
35,001,507,716,462,22,194,17,7,0,0,14,579,395,18,145,10,5,0,0,6,172,175.1,239.1,189.8,186.9,119,215.8,212,203.9,178,236.8,126.1,217.9,180.1,206,153,194.7,208.3,227.5,177.7,143.9,201
35,001,508,658,414,5,206,4,18,1,0,10,509,338,5,148,4,9,1,0,4,158.1,144,242,166.1,173.8,97.2,225,174.9,187.8,150.1,213.9,109.1,203.1,138.9,193.9,126.2,180.5,192.2,233.5,141.5,121,170.6
35,001,509,603,328,10,223,30,5,2,0,5,467,265,8,163,20,5,2,0,4,122.8,91,182,122.8,125.1,56,173,126.2,158,86,160,64.1,161.9,85.1,152,76,142.29999999999998,148.9,177.5,88.1,70.5,124.6
35,001,510,1434,774,38,484,76,34,2,4,22,1163,671,24,359,61,31,2,3,12,294,257.9,425.1,312.90000000000003,296,159,392,336.9,316.9,237.8,355,173.8,363.9,270,326.8,198.1,328.9,323.7,408.6,263.8,192,324.9
