state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,pre_20_dem_bid,pre_20_rep_tru,uss_18_dem_war,uss_18_rep_die,uss_20_dem_mar,uss_20_rep_oco,gov_18_rep_bak,gov_18_dem_gon,atg_18_dem_hea,atg_18_rep_mcm,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20
25,009,2669,2917,2557,45,232,4,27,3,8,41,2541,2272,42,165,4,25,1,6,26,1323,458.3,1568.7,413.8,1197.8,410.5,1575.7,426.2,938.2,696.8,1323.5,330.6,1323,1072.8,1572.4,458.3,559.8,419.8
25,009,2670,2848,879,150,1722,8,38,0,11,40,1934,701,92,1073,6,31,0,10,21,879.1,118.2,823.1,152,676,81,828,142.3,280.4,489.6,692.9,77.2,879.1,619.7,825.3,118.2,146.2,147.4
25,009,2671,3147,2568,73,334,5,76,2,12,77,2679,2274,62,224,5,65,2,10,37,1282.3,370,1594.6,345.7,1154.2,317,1603.5,346.9,824.8,689.1,1266.4,255.8,1282.3,1036.5,1599,370,465.8,346.6
25,009,2672,2713,1991,93,449,9,88,0,19,64,2212,1740,60,277,9,66,0,14,46,1078.7,277.3,1333.6000000000001,278.6,986.3,254.3,1339,287.1,679.9,594,1077.3,198.6,1078.7,885.7,1336.2,277.3,377.40000000000003,283.40000000000003
25,009,2673,2879,2289,87,381,3,60,1,14,44,2466,2042,69,271,3,47,1,9,24,1207.5,301.9,1494,308.7,1110.1,274,1500,320.3,750.8,671.7,1209.8,214.8,1207.5,997.1,1496.9,301.9,413.3,314.6
25,009,2674,3968,2843,216,732,8,102,3,1,63,3123,2416,144,439,7,84,3,1,29,1235,592.4,1492.2,616.7,1043.8,507.6,1512.1000000000001,592.5,1030.6,546.8,1186.6,412.2,1235,926,1502.3,592.4,650,604.6
25,009,2675,2764,2304,59,266,5,98,0,8,24,2158,1875,34,153,4,71,0,6,15,889.3,474.1,1163.4,477.3,739,416.8,1198.4,453.9,771.8,424.1,886.1,325.3,889.3,682.9,1181,474.1,504.7,465.9
25,009,2676,2897,2198,184,227,4,227,0,8,49,2262,1817,130,131,4,150,0,7,23,904.7,597.6,1193.1,658.5,766,564.1,1209.2,642.4,1010.2,353.9,945.5,424.3,904.7,688.5,1201,597.6,666.3,650.5
25,009,2677,2589,2158,43,229,1,93,0,17,48,2156,1850,33,157,1,75,0,10,30,984,337,1233.6,328.3,868.7,269.8,1234.7,322.4,653.5,515,951.1,224.3,984,778.4,1234.1,337,382.4,325.2
25,009,2678,2622,1921,68,525,9,38,0,9,52,2146,1680,51,342,5,31,0,5,32,980.9,250.9,1151.8,267.6,840.2,168.3,1181.4,242.1,519.7,525.8,903.9,146.8,980.9,756.6,1166.7,250.9,278.3,255
25,009,2679,2712,2270,52,270,0,53,1,21,45,2145,1860,40,169,0,39,1,15,21,962.2,405.7,1227.4,378.1,858.4,362.1,1224.7,385.3,784.3,484.1,993.4,274.3,962.2,779.1,1225.9,405.7,473.7,382
25,009,2680,2746,2259,49,322,2,37,0,26,51,2202,1868,36,221,2,31,0,21,23,937.3,388.3,1280.3,367.7,886.8,330.7,1282.8,383.4,741.3,516.6,1012,258.7,937.3,805.1,1281.3,388.3,443.5,375.7
25,009,2681,2954,2211,178,452,2,37,3,4,67,2529,1971,158,318,2,36,2,4,38,863.8000000000001,300.2,886.4,264.09999999999997,821,271.5,878.9,265.1,594.4,527.1,906.4,218.4,863.8000000000001,751.3,882.5,300.2,361.2,264.7
25,009,2682,3584,2929,153,324,6,109,4,8,51,3059,2565,122,223,6,97,4,8,34,1424.4,585.9,1580.7,575.9,1214.1,535.5,1584.7,558.4,1152,625.2,1365.5,429.40000000000003,1424.4,1068.3,1582.8,585.9,705.6999999999999,567.3
25,009,2683,4155,3945,18,68,5,38,0,9,72,3373,3234,17,47,3,31,0,8,33,1120,1135.6,1531.1,1285.1,999.9,971.9,1559.4,1239,1597.2,425.2,1235.7,818,1120,887.3,1544.8,1135.6,1129.3,1262.1
25,009,2684,4128,3939,17,60,13,59,1,5,34,3327,3200,15,33,13,41,1,5,19,977.6,1113.3,1314.2,1312.2,821.9,973.4,1361.4,1255.7,1478,368.7,1086.9,781.4,977.6,759.5,1338.2,1113.3,1077.3,1283.8
25,009,2685,2588,2346,47,106,6,40,0,24,19,2113,1962,27,73,4,27,0,13,7,633.3,657,806.8,692.4,493.4,536.7,857.4,606.5,796.6,244,640,408.5,633.3,459.1,832.3000000000001,657,580.9,649.1
25,009,2686,2348,2041,42,141,2,63,0,16,43,1841,1640,33,84,2,50,0,8,24,592.4,595.7,716.4,578.1,435,446.7,752.5,517.8,682.4,201.7,544.7,354.7,592.4,393.7,735.1,595.7,495.09999999999997,547.9
25,009,2687,2567,2311,42,135,2,46,0,0,31,2071,1903,32,85,1,37,0,0,13,635.7,663.4,789.6,671.7,498.9,546.3,853.3,585.4,784.4,280.8,660.5,414.8,635.7,480,821.7,663.4,581.4,628.4
25,009,2688,3308,2834,108,157,1,123,0,34,51,2727,2379,85,109,1,98,0,26,29,734.2,822.4,893.9,828,535.5,663.5,944.9,760.7,944.6,266.7,725.1,509.5,734.2,509.4,919.1,822.4,705.6,794.4
25,009,2689,2882,2633,35,89,11,70,0,9,35,2258,2097,26,53,5,50,0,4,23,647.8,938.9,899.6,1000.1,522.9,780.1,965.8,898.7,1069.2,244.1,750.7,597,647.8,506.1,932.5,938.9,815.4,949.5
25,009,2690,2492,2285,39,106,1,30,0,1,30,1975,1837,34,68,0,22,0,1,13,629.9,651.1,766.7,640,468,502,837.8,542.5,739.6,246.1,612.4,396.7,629.9,442.3,802.3,651.1,546.2,591.5
25,009,2691,2665,2462,32,69,0,70,0,11,21,2204,2065,20,48,0,47,0,8,16,594.5,871.3,794.6,927,448.3,712.3,861.3,816.4,925.6,216.6,600.8,570.6,594.5,421.8,828.1,871.3,735.9,871.5
25,009,2692,2574,2371,56,57,3,37,0,29,21,2095,1962,31,36,3,29,0,24,10,665.5,703.9,778.1,706.5,513.1,587.2,815.8,620.7,852.1,236,665.5,438.2,665.5,471.5,796.5,703.9,626.3,663.6
25,009,2693,2511,2289,41,47,2,112,0,4,16,2062,1894,33,34,0,88,0,3,10,619.3,762.5,791.8,839.9,460.2,634.2,847.4,744.2,873.4,212.6,609.1,499.5,619.3,427.5,819.5,762.5,668.6,791.8
25,009,2694,2693,2288,83,159,0,117,1,4,41,2186,1912,62,103,0,87,1,4,17,629.2,634.7,760,655.8,467.7,482.9,787.4,570,702.1,266.2,612.1,364.4,629.2,449.1,773.3,634.7,516.5,612.8
25,009,2695,2812,2577,40,88,3,66,0,5,33,2344,2182,33,61,3,50,0,3,12,970.9000000000001,586.9,1203.6,604.9,832.7,545.5,1206.1,594.8,1108.9,306.7,1024.2,407.2,970.9000000000001,721.2,1204.8,586.9,687.4,599.6999999999999
25,009,2696,1892,1769,17,42,0,43,4,0,17,1399,1316,16,26,0,28,2,0,11,821.8,338.2,1024.1,351.1,720,345.9,998.1,368.7,834.7,268.1,833.4,272.3,821.8,607.2,1010.9,338.2,484.2,359.5
25,009,2697,2330,2108,53,91,2,30,0,8,38,1793,1657,45,53,1,21,0,3,13,865.8,380.4,1018.4,383.1,777.1999999999999,342.9,1027.1,384.6,817.9,329.5,889,267.5,865.8,665.6,1022.6,380.4,476.09999999999997,383.4
25,009,2698,2296,2167,17,51,0,29,0,5,27,1743,1674,8,30,0,21,0,4,6,1001.6,385,1247.2,361.7,889.8,397.7,1226.8,387.7,1007.8,314.7,1015.4,305.8,1001.6,739.9,1237.3,385,570.5,374.5
25,009,2699,2216,2060,21,57,0,52,0,3,23,1724,1627,17,34,0,35,0,2,9,909.4,441.6,1099.7,446.8,748.3,465.8,1055,471.90000000000003,1026.7,257.5,923.5,358.4,909.4,643.3,1077.4,441.6,616.9,459.5
25,009,2700,2241,2143,9,26,2,44,0,0,17,1640,1575,5,19,1,33,0,0,7,983.1,453.8,1253.1,407,862,489.4,1189.4,471.9,1117.3,273.8,1034.1,357.5,983.1,723.3,1220.4,453.8,654.7,440
25,009,2701,6085,5802,27,112,4,75,0,8,57,4442,4277,19,66,1,47,0,4,28,2100.1,1566.1,2460.2,1602.1,1697.1,1627.4,2352.3,1753.6,2689.1,734.7,2161,1317.1,2100.1,1530.8,2406,1566.1,1877.9,1678
25,009,2702,4875,4607,29,95,4,82,4,16,38,3899,3677,29,77,4,68,2,15,27,1368.2,774.7,1761.2,765.4,1114.8,894,1605.6,977.5,1593.3999999999999,481.7,1372.1,718.2,1368.2,989.2,1684,774.7,1068.8,870.8
25,009,2703,4235,4079,4,66,3,44,0,3,36,3094,3009,4,31,2,27,0,2,19,1619.9,1020,2111,1060.4,1441.2,1050,1999.2,1213.8,1916.3,641.2,1705.4,874.9,1619.9,1262.3,2054.7,1020,1280.1,1136.8
25,009,ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,011,2704,1737,1650,6,31,8,9,0,1,32,1406,1351,5,16,7,5,0,1,21,837.2,184.4,992.3,180.3,811.8,196.4,981.8,219.3,449.5,586.4,847.3,185.1,837.2,748.2,987,184.4,277.6,200.4
25,011,2705,2129,2070,4,17,3,10,0,0,25,1742,1712,3,8,3,6,0,0,10,710.5,382.2,915.9,423.4,670.5,320.5,874.3,447.6,687.1,347.8,748.7,287.8,710.5,588.5,894.4,382.2,431.7,435
25,011,2706,1902,1829,5,25,4,13,0,1,25,1550,1500,5,17,3,10,0,1,14,704.2,229.6,889.9,268.4,706.8,215.4,893.8,255.5,521.4,431.9,742.8,211.8,704.2,626.3,891.7,229.6,316.4,262.4
25,011,2707,1266,1208,2,12,5,11,0,1,27,1028,984,2,9,4,7,0,1,21,407.7,227.8,492.2,235,361.8,176.7,492.2,229.7,343.9,227.8,375,195.2,407.7,321.7,492.2,227.8,238.7,232.1
25,011,2708,1671,1601,7,13,1,13,0,5,31,1354,1309,7,8,1,10,0,2,17,514.8,257.9,668.6,307.1,484.9,219.1,660.3,320,423.4,312.7,539.8,198.3,514.8,446.4,664.5,257.9,280.9,313.1
25,011,2709,1897,1809,3,28,7,11,2,1,36,1487,1428,2,18,3,10,2,1,23,865.4,248.7,988.7,278.1,828.3,243.6,986.9,284.8,574.4,517,876,221,865.4,741.1999999999999,987.8,248.7,346.1,281.1
25,011,2710,5125,4781,34,132,1,96,1,3,77,4052,3833,25,86,1,69,1,0,37,1930,762.9,2378,821.2,1777.5,706.5,2366.3,857,1543.4,1023.1,1965.1,597.2,1930,1588.9,2372.1,762.9,948.9,837.6
25,011,2711,1800,1728,5,32,5,4,0,1,25,1395,1354,3,14,5,3,0,1,15,423.7,300.4,555.2,355.7,388.5,225.7,562.7,305.7,426.3,219.5,428.4,216.4,423.7,345.7,559.6,300.4,288.6,330.6
25,011,2712,1500,1439,13,12,3,19,0,0,14,1214,1168,10,7,3,17,0,0,9,579.3,258.8,679.4,278.9,544.2,218.8,661.9,281.1,460.4,325.1,566.2,215.2,579.3,479,671,258.8,298,280
25,011,2713,1977,1715,35,149,4,12,0,6,56,1481,1345,22,72,4,9,0,4,25,546.8,280.5,727.9,321.4,523,252,717.3,335.2,509.7,286.4,568.4,223.9,546.8,459.2,722.5,280.5,327.9,328.1
25,011,2714,2105,2004,15,39,2,26,0,3,16,1728,1667,8,25,2,16,0,3,7,808.6,364.4,976,354.3,774.8,319.2,939.6,382.6,701.5,426.2,841.7,274.6,808.6,680.5,958.1,364.4,431.8,368.7
25,011,2715,1891,1710,10,89,11,39,0,6,26,1471,1355,5,54,8,28,0,5,16,620.2,235.1,774.8,272.2,598.1,186.3,754.5,271.1,433.2,385.3,633,183.6,620.2,538.7,764.9,235.1,267.9,271.8
25,011,2716,1886,1744,31,59,3,15,0,3,31,1483,1404,21,27,2,11,0,1,17,685.8,236.8,810.9,273.3,650.2,203.2,834.4,236.9,459.90000000000003,415.8,688.5,189.3,685.8,585,822.8,236.8,283.9,255.29999999999998
25,011,2717,1848,1702,14,75,5,15,0,5,32,1534,1439,11,50,4,10,0,1,19,717.9,175.1,841,195.1,697.1,154.8,838.8,213.3,414.9,461.6,744,133.1,717.9,634,839.6,175.1,234.60000000000002,204.3
25,011,2718,1762,1602,25,63,1,31,1,0,39,1510,1396,20,45,1,27,1,0,20,656.6,137.4,784.4,166,619.4,119.9,786,173.8,317,449.7,647.2,119.2,656.6,572.3,785.1,137.4,185.5,169.5
25,011,2719,2179,1993,27,70,6,37,0,1,45,1783,1669,17,40,5,30,0,1,21,537,263.8,688.2,255.2,494.9,216,694.4,256.2,426.6,297.6,528.7,200.8,537,440.5,691.4,263.8,281.2,255.8
25,011,2720,1954,1682,40,114,18,41,0,6,53,1588,1405,31,71,14,38,0,3,26,540.8,183.8,727.5,202.3,520.2,135.1,723.7,202.8,298.4,387.1,559.7,126.4,540.8,489,725.6,183.8,186.6,202.6
25,011,2721,1854,1523,65,195,2,20,1,2,46,1442,1247,44,107,2,15,1,2,24,460.1,221.4,552.3,225.3,400.3,189.2,545.4,229.20000000000002,374.3,221.4,442.2,159.20000000000002,460.1,354.7,548.6,221.4,241,227.4
25,011,2722,337,323,1,5,2,4,0,0,2,284,274,0,3,2,3,0,0,2,104.6,67.2,154.9,70,111.9,48.8,151.1,73,110.3,59.7,109.1,60.9,104.6,93.89999999999999,153.1,67.2,73.4,71.4
25,011,2723,706,680,3,10,1,0,0,0,12,577,560,2,7,1,0,0,0,7,243.4,165.1,293.4,157.5,224.9,128.3,290.3,157.5,210.4,146.5,234.5,121.3,243.4,202.7,290.9,165.1,153.7,157.5
25,011,2724,1851,1690,22,39,3,29,0,5,63,1496,1395,17,22,2,26,0,4,30,996.1,184.7,1194,162.5,989.7,125.7,1196.6,153.5,366.7,764.1,1009,119.1,996.1,920.3,1195.6,184.7,203.6,158.3
25,011,2725,711,693,0,8,0,8,0,0,2,583,573,0,6,0,3,0,0,1,304.7,138.6,329.09999999999997,154.8,288.40000000000003,127.3,331.2,161.2,258.4,168.7,310.4,113.89999999999999,304.7,255.6,330.3,138.6,166.6,157.7
25,011,2726,121,115,0,3,0,3,0,0,0,98,95,0,1,0,2,0,0,0,29.5,29.4,33.8,35.3,26.1,21.6,28.4,38.7,36.4,17.2,31,22.7,29.5,25.1,31.1,29.4,26.7,37.1
25,011,2727,1459,1370,8,30,1,20,0,4,26,1191,1139,6,15,1,14,0,3,13,728.7,182.5,846.2,176.9,695.4,151.7,858.8,171.5,380.3,482.5,738.6,127.9,728.7,638.4,852.7,182.5,220.6,174
25,011,2728,1295,1192,8,43,2,13,0,6,31,1067,1007,8,23,2,13,0,0,14,378.9,185.7,471.5,246.4,344.4,164.5,484.8,241.2,322.8,221.6,407.5,147.3,378.9,324.7,477.6,185.7,212.4,243.6
25,011,2729,1479,1366,9,67,2,2,1,1,31,1206,1144,6,38,2,2,1,1,12,450.5,238.1,603.2,236.8,407.8,198,592.5,236.2,438.6,198.1,460.4,173.5,450.5,355.4,598.2,238.1,270.1,236.4
25,011,2730,1334,1258,11,42,1,8,0,2,12,1096,1049,7,23,1,7,0,2,7,478.5,203,575.9,225.7,413.7,183.3,572.1,228.6,400.5,224.5,457.4,167.8,478.5,364.9,574,203,250.6,227.1
25,011,2731,1391,1129,23,174,6,9,0,4,46,1101,936,19,112,6,8,0,1,19,388.1,91.1,479.9,128.2,354.9,57.9,503.9,110.1,181,240.9,360.3,62.1,388.1,318.6,492.1,91.1,100.4,119
25,011,2732,1479,1306,22,82,3,15,0,0,51,1213,1102,15,54,3,9,0,0,30,433.9,194.8,543.3,196.3,374.2,139.2,551.3,197.5,323.1,213.5,412.4,132,433.9,333.4,547.5,194.8,198.4,196.8
25,011,2733,990,944,1,10,2,21,0,2,10,785,754,1,7,2,12,0,0,9,337.3,207.7,419,236.3,330.7,183.4,427,223.4,313.6,217.1,360.2,169,337.3,302.8,422.4,207.7,221.7,229.8
25,011,2734,3032,2915,13,56,5,8,0,1,34,2331,2264,5,34,3,5,0,1,19,1013.4,532.9,1210.9,592,939.1,479.2,1173.3,585.7,919.7,565,1035.5,459.8,1013.4,845.9,1191.1,532.9,618.8,589.4
25,011,2735,3938,3649,34,142,18,28,0,14,53,2946,2799,24,63,13,17,0,6,24,719.7,805.8,909.8,913.4,624.7,634.8,935.8,856.9,963.3000000000001,345.5,732.5,576.7,719.7,568.2,922.7,805.8,724.6,885.4
25,011,2736,3901,3660,41,80,11,46,1,0,62,3096,2944,30,46,11,33,1,0,31,771.4,751.1,1080.7,792.4,652,598.2,1072.1,785.8,954.7,354.8,777.1,540.3,771.4,595.2,1077.2,751.1,697.4,788.1
25,011,2737,393,380,4,4,0,0,0,0,5,312,305,3,2,0,0,0,0,2,115.2,93.6,143.6,107,103.2,76.6,141.2,103.2,115.9,65,108.4,71.3,115.2,92.3,142.4,93.6,87.8,105
25,011,2738,1893,1807,10,10,3,23,0,0,40,1561,1501,7,8,3,17,0,0,25,820.9,229.5,926.6,209,754,210.2,920.7,229.5,474.3,503.3,789.3,198.5,820.9,682.5,923.4,229.5,294,218.9
25,011,2739,1771,1595,37,55,7,19,0,3,55,1370,1255,31,37,4,16,0,1,26,979.8000000000001,141.7,1154.2,143.5,975.9,130.5,1150.7,151,358.2,767.3,1002.3,128.3,979.8000000000001,915.3,1152.2,141.7,206.2,147.2
25,011,2740,3684,3118,93,181,12,190,1,11,78,3167,2702,87,142,11,163,1,9,52,1391.4,402.2,1652.2,410.59999999999997,1230.2,346.7,1647.8,424.9,799,825.9,1298.4,313.5,1391.4,1118.3,1650.5,402.2,486.4,417.7
25,011,2741,780,754,0,8,4,7,0,0,7,633,616,0,5,2,5,0,0,5,271,141.5,343.1,160.4,262.7,125.7,330,177.5,238.4,171,295.1,115.1,271,242.4,336.7,141.5,159.3,169.1
25,011,2742,848,804,10,20,3,6,0,1,4,719,683,9,15,3,4,0,1,4,397.8,103,481.6,103.8,401.7,65.9,483.7,100.2,177.20000000000002,311.2,425.8,67,397.8,379.7,482.7,103,103.1,102.3
25,011,2743,1496,1440,12,26,0,6,1,0,11,1224,1186,9,14,0,4,1,0,10,582.2,327.7,744.5,331.6,559.4,297.6,746.8,337.3,562.3,323.9,639.8,242.4,582.2,508.1,745.5,327.7,367.2,334.8
25,013,2744,3593,3289,43,165,1,65,0,5,25,2819,2613,29,100,1,54,0,3,19,635.3,830.1,829.9,924.9,553.2,640.4,803.5,895.5,976.7,253.8,683.7,532.2,635.3,496.7,816.8,830.1,716.2,910.5
25,013,2745,3420,3260,28,66,6,16,0,0,44,2718,2597,24,47,6,15,0,0,29,833.7,1048.3,1016.1,1099.3,724.4,902.8,960,1094.5,1390.5,269.5,901.7,760.9,833.7,631.1,987.7,1048.3,1018.4,1096.7
25,013,2746,3699,3338,65,150,5,95,0,7,39,2870,2642,41,86,5,65,0,7,24,786.3,941.9,1042.6,1062.5,682.2,720.4,1013.6,1022.9,1154.3,286.7,836.3,612.7,786.3,601.3,1028,941.9,828.8,1042.9
25,013,2747,3744,3420,69,122,6,83,0,2,42,3151,2929,62,76,6,57,0,2,19,726.7,755.3,883,869.3,607,613,844.1,849.6,1002,258.7,722.7,543,726.7,529.5,864,755.3,719.4,859.5
25,013,2748,3473,3241,60,79,1,53,0,5,34,2822,2658,45,58,0,35,0,2,24,834.6999999999999,967.3,1096,1041.4,757,870.1,1043.8,1018.9,1345.9,297.5,933.8,729.9,834.6999999999999,662.6,1069.9,967.3,982.1,1030.3
25,013,2749,3642,3374,41,142,3,55,0,2,25,2870,2696,35,82,1,41,0,2,13,817.5,927.1,971.5,1003.5,625.8,769.8000000000001,909.6,1013.1,1186.8,253.9,785.2,642.4,817.5,554.5,940.7,927.1,866.6,1008.5
25,013,2750,3332,3107,23,125,1,50,0,0,26,2539,2390,15,75,1,38,0,0,20,715.8,945.4,868.1,1024.4,601.2,796.7,845.5,998,1162.3,246.1,754.7,674.2,715.8,533.8,856.6,945.4,877.7,1011.5
25,013,2751,3535,3258,54,91,6,79,0,4,43,2889,2703,42,54,2,56,0,1,31,863.6,1008.1,1091.9,1051.3,755,815,1039.2,1036.4,1319.9,271.8,898.4,697.7,863.6,642,1065.7,1008.1,943.7,1043.8
25,013,2752,1233,1199,4,17,1,4,0,0,8,986,965,3,9,1,4,0,0,4,256.2,404.1,306.2,453.6,225.2,350.6,283.5,461.9,470.5,105.89999999999999,266.5,321.6,256.2,198.7,294.7,404.1,381,458.5
25,013,2753,3609,3423,27,79,10,17,0,1,52,2830,2723,17,43,10,12,0,0,25,794.1,1114.7,1064.7,1194.5,712.3,993.9,1062.9,1192.4,1370.8,383,859.5,915.7,794.1,651.6,1063.9,1114.7,1093.4,1193.2
25,013,2754,1337,1313,1,15,0,2,0,0,6,1050,1037,1,7,0,1,0,0,4,238.2,371.9,313.5,415.5,231.9,315,308.5,407.8,447.4,110.5,263.9,301,238.2,202.7,311.2,371.9,353.9,411.7
25,013,2755,3117,2674,81,260,4,38,3,0,57,2515,2224,66,162,3,28,2,0,30,687.7,658.9,850.5,674.3,584.9,494.7,860.6,649.4,812.5,295.6,718.6,397.6,687.7,532.6,854.8,658.9,568,661.9
25,013,2756,2847,2656,40,77,3,37,1,1,32,2479,2339,36,54,3,28,1,1,17,717.1,645.3,877.8,667,649,495.8,888.3,643.6,930.9,252.9,764.9,412,717.1,555.9,883.4,645.3,612.8,655.3
25,013,2757,1569,796,52,651,3,12,0,22,33,1025,636,42,307,3,9,0,17,11,292.1,120.2,278.7,146.2,197.5,80.6,277.6,138.1,195.70000000000002,107.7,216.4,84.8,292.1,174,278,120.2,120.4,142.1
25,013,2758,1704,1291,85,294,5,6,0,9,14,1403,1113,73,187,5,6,0,8,11,398.8,169.7,384.7,204.3,271.9,114.6,383.5,193.8,273.3,147.6,299.4,118.8,398.8,239.7,383.9,169.7,169.3,199.2
25,013,2759,1433,952,56,384,3,16,0,0,22,1128,812,50,241,3,9,0,0,13,336.5,291.9,405.5,336,267.2,216.6,401.7,324.09999999999997,381.2,123.3,320.7,187.6,336.5,237.2,403.59999999999997,291.9,261.8,329.9
25,013,2760,1456,1338,24,63,0,17,0,0,14,1190,1110,17,43,0,11,0,0,9,338,295.8,407.3,337.2,272.6,220.29999999999998,408,323.5,385.7,125.6,325.7,190.8,338,241.20000000000002,407.6,295.8,265.7,330.6
25,013,2761,2108,1920,20,111,0,26,0,0,31,1698,1579,11,73,0,17,0,0,18,509.3,404.9,590,477.7,388.4,289.6,595.9,445.6,495.1,209.4,455.6,253.2,509.3,351.3,593,404.9,345.9,461.7
25,013,2762,2028,1008,71,893,2,23,0,4,27,1427,820,50,521,2,14,0,4,16,428.3,322.7,485.4,385.8,319.4,225.7,495.3,353.5,380.3,185,369.90000000000003,199.1,428.3,291.4,490.5,322.7,268.4,369.7
25,013,2763,2130,1161,78,821,2,29,1,2,36,1484,940,53,446,2,22,1,2,18,425.7,272.6,449,321,301,184.2,458.9,293,343.2,162.8,340.3,167.9,425.7,268.2,454.1,272.6,231.70000000000002,307.2
25,013,2764,2027,1712,51,208,5,13,2,6,30,1718,1481,48,146,5,13,2,5,18,482.2,329,563.9,342.8,374.4,239.1,555.4,336.5,455.1,186.4,441.6,203.2,482.2,334.1,559.8,329,299.3,339.5
25,013,2765,1971,1301,73,555,0,8,0,0,34,1425,1031,46,323,0,7,0,0,18,420,272.9,472.9,265,318.4,183.7,470.5,249,353.8,163.5,363,157.79999999999998,420,281.8,471.6,272.9,231.9,256.6
25,013,2766,2036,1841,21,134,2,21,0,4,13,1608,1482,18,80,1,16,0,4,7,447.4,308.4,526.9,324.6,349.1,226.70000000000002,518.1,320.5,430.3,172.9,414.2,191.9,447.4,312,522.7,308.4,282.8,322.6
25,013,2767,2788,2359,52,284,7,49,0,1,36,2248,1980,45,163,7,37,0,0,16,633.3,469,805.3,503.4,527.2,346.6,802.9,496.3,655.5,249.1,611.9,300.7,633.3,462.7,804.2,469,433.9,499.6
25,013,2768,3266,2709,93,370,5,22,1,7,59,2528,2189,67,203,5,16,1,5,42,718.5,571.1,847.9,589.2,612.2,403.7,870.6,552.7,756.4,291.2,727.5,331.2,718.5,542.9,859,571.1,497.3,570.5
25,013,2769,3469,2499,361,482,5,73,4,4,41,2879,2175,293,317,3,60,4,3,24,688.2,614.8,849.8,626.7,590.3000000000001,488.4,829.7,630,868.6,227.8,705.4,404.3,688.2,507.90000000000003,840,614.8,587,628
25,013,2770,3105,2908,30,91,4,41,2,1,28,2582,2451,22,55,4,34,2,0,14,716.2,942.8,865,964.1,589,726.2,870.6,943.3,1115.5,235.6,758.2,611.7,716.2,527.7,868.1,942.8,818.1,953.7
25,013,2771,3412,2247,86,975,3,43,0,6,52,2528,1791,73,600,3,30,0,5,26,641.7,377.9,694.6,426.9,441.4,266.3,713.2,379.1,490.7,250.8,499,237.4,641.7,396.7,704.1,377.9,331.5,402.7
25,013,2772,3081,2390,49,568,5,41,0,6,22,2448,2006,38,355,5,30,0,3,11,680.6,397.1,777.5,439.3,487,266.1,785.3,418.1,515.6,260.6,549.5,232.29999999999998,680.6,432.5,781.6,397.1,338.2,429.1
25,013,2773,2740,2412,31,232,7,32,0,2,24,2187,1948,25,170,6,23,0,0,15,644.9,507.3,782.1,569.6,532.1,423,765.1,584.9,751.4,244.7,637.6,363,644.9,471.40000000000003,773.6,507.3,512.3,576.9
25,013,2774,2980,2492,51,316,9,62,6,9,35,2384,2070,37,194,6,47,5,5,20,607.5,526.4,729.1,584.7,510.4,405.1,746.9,560.7,701,232.7,601.8,347.8,607.5,448.2,737.8,526.4,484.7,572.7
25,013,2775,3052,2607,78,255,8,57,1,9,37,2524,2203,66,175,8,46,1,5,20,728.1,593.5,883.6,662.1,585.1,464.9,880.1,654.3,809.8,264.5,681,399.6,728.1,510.2,882,593.5,558.2,658.5
25,013,2776,2979,2665,42,172,5,56,1,2,36,2425,2213,38,110,5,37,1,0,21,770.6,734,944.4,771.1,692.3,597,930.9,755.6,1023,307.5,858.7,482.4,770.6,619.6,937.5,734,701,763.8
25,013,2777,3742,3527,27,94,3,65,0,1,25,2868,2738,18,58,1,42,0,0,11,992.2,1056.9,1310.5,1113.8,863.8,862.6,1269.7,1108.2,1398.3999999999999,354.5,1043.7,737.3,992.2,753.9,1289.7,1056.9,999.8,1111.4
25,013,2778,3656,3303,72,111,5,106,0,6,53,2848,2625,56,66,4,67,0,3,27,952,979.1,1239.6,987.6,802.1,787.7,1205.4,962.7,1273.4,343.8,976,660.7,952,707.3,1222.6,979.1,907.4,974.9
25,013,2779,4487,4156,63,89,1,140,0,2,36,3476,3265,51,52,1,87,0,2,18,1150.2,1245.6,1471.4,1289.7,971.3,1033,1426.4,1289.2,1649.6,394.7,1189.7,874.3,1150.2,851.9,1448.9,1245.6,1185.9,1289.5
25,013,2780,3835,3626,50,63,0,65,0,7,24,2912,2792,30,39,0,43,0,2,6,994.7,1159.1,1273.8,1231.2,821.1,1035.4,1201.1,1258.7,1553.2,330.59999999999997,1031.5,863.5,994.7,727.5,1237.3,1159.1,1150.7,1245.1
25,013,2781,1566,1508,4,29,5,5,0,0,15,1229,1199,4,13,4,2,0,0,7,334.7,547.8,402.3,565.1,295.8,450.1,397.7,557.5,599,166.2,340.1,433.3,334.7,267.5,399.9,547.8,494,561.4
25,013,2782,5139,4908,25,75,3,70,1,7,50,4041,3909,16,38,3,47,1,7,20,1188.4,1644.9,1538.8999999999999,1712.6000000000001,1051.9,1352.6,1538,1712.6000000000001,2017.5,421.7,1307.4,1172.1,1188.4,926.7,1538.3,1644.9,1514.4,1712.6000000000001
