state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,pre_20_rep_tru,pre_20_dem_bid,uss_16_rep_sco,uss_16_dem_dix,uss_20_rep_gra,uss_20_dem_har,gov_18_dem_smi,gov_18_rep_mcm,atg_18_dem_ana,atg_18_rep_wil,sos_18_dem_whi,sos_18_rep_ham,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20
45,001,001,3012,2061,834,65,9,16,0,2,25,2371,1663,630,39,6,13,0,2,18,778.6,374.7,1139.4,528.6,811.2,335,1121.4,531.2,356.3,722.7,316.6,753.7,320.7,754.1,355.4,331.1,529.8,795.2,744.2,1130
45,001,002,2937,1136,1735,25,3,9,0,2,27,2166,888,1234,19,3,6,0,2,14,387.1,571.1,612.5,817.6,401.5,519,587.9,837.3,469.7,383.6,457.5,386.6,455.9,400.3,544.5,460.40000000000003,827.1,394.6,389.7,599.9
45,001,003,2283,1257,959,21,7,8,0,3,28,1755,1015,702,15,6,6,0,0,11,361.8,327.9,484.3,443.6,367.4,303.8,466.4,450.90000000000003,301.3,278.2,261.1,289,281.6,292.5,314.7,281.7,446.7,363.8,287.1,476.1
45,001,004,1400,860,504,9,3,4,0,1,19,1076,666,395,6,3,2,0,0,4,356.3,201,445.7,208.2,341.8,184.1,429.2,215.20000000000002,127.9,298.3,116.7,300.9,128.9,300.2,192.20000000000002,124.8,211.8,348.8,299.9,437.2
45,001,005,1753,1513,201,9,4,3,5,0,18,1410,1213,167,8,3,3,2,0,14,632.1,160.8,764,182.4,618.3,156.6,745.5,188.2,153.3,482,130.1,495.5,133.4,501.4,158.1,139.9,184.9,625.4,493.7,754.9
45,001,006,817,720,86,3,3,0,0,0,5,625,544,72,1,3,0,0,0,5,274.1,95.4,304.4,85.2,256.59999999999997,103.9,298.3,88.2,76.7,184.3,69.8,182.4,73.3,187.3,99.4,73.4,86.8,265.5,184.3,300.7
45,001,007,2720,1374,1254,30,10,1,0,3,48,2110,1119,943,21,8,1,0,1,17,519.1,787.8,524.1,663,506.5,748.2,503.2,681.6,572.6,371.6,558.8,380.2,567.9,380.2,768,567.2,671.3,513.4,378.6,514.6
45,001,008,1342,1144,173,10,0,0,0,1,14,981,847,121,3,0,0,0,0,10,505.1,135.4,622.7,144.9,499,134.1,616.2,160,130.9,428.9,104.6,442.3,109.5,448.9,134.7,114.9,151.9,502.2,440.3,619.5
45,001,009,799,701,67,14,4,3,0,1,9,598,537,43,8,2,3,0,1,4,323.8,66.9,344.2,71.1,300.6,78.2,333.3,76.8,60.6,251.1,57.300000000000004,255.1,59.6,252.8,72.2,59.6,73.7,312.1,252.8,338.6
45,001,010,2647,2027,523,42,2,17,0,2,34,2132,1647,423,28,2,7,0,2,23,662.9,357,759.3,359.9,689.7,348.1,751.9,375.6,309.4,503,297.3,503,287.5,521,353,297.6,367.7,675.7,508.59999999999997,755.1
45,001,011,1125,879,216,16,2,1,0,0,11,889,690,180,10,2,1,0,0,6,325,208.1,316,152.2,334.1,175.3,321.9,149.7,148.2,275,142.7,273.9,139.1,280.2,192,143.1,150.7,329.5,276.2,318.8
45,001,012,2004,1711,257,2,4,8,0,1,21,1504,1267,217,0,4,4,0,0,12,627,166.6,718.6,179,573.1,199.5,705,190.7,140.2,469.5,120.3,478.4,122,484.5,182.9,126.8,185,599.9,477.8,711.5
45,001,013,1540,1364,145,7,7,4,0,1,12,1208,1074,112,4,6,4,0,1,7,615.6,123.4,712.9,120.8,591.7,127.5,689.8,137,123.6,464.9,114.5,466.2,110.4,474.9,125.2,115.4,128,603.4,467.9,700.6
45,001,014,1038,817,206,2,1,1,0,6,5,805,634,164,2,1,0,0,2,2,394.2,163.7,459,144.3,377,157.2,447.3,148.1,137,333,122.2,341.6,125.3,344.8,160.4,128,146,385.2,339.8,453.2
45,003,001,1482,1392,60,16,7,5,0,0,2,1259,1188,47,12,5,5,0,0,2,506.1,218.2,615.8000000000001,369.8,579.2,176.7,629.5,364.8,261.1,474.4,233.2,485.5,222.6,510,197.3,238.5,367.1,542.5,489.6,622.6
45,003,002,1849,531,1231,48,3,5,0,5,26,1451,468,934,25,3,4,0,1,16,156.8,534.7,184.9,589.1,171.9,503.59999999999997,186.4,598.5,396.90000000000003,113.9,382.9,110.4,392.7,119.8,518.4,391.3,593.8,162.9,114.3,185.4
45,003,003,2937,647,2128,81,9,5,9,10,48,2011,552,1378,51,7,5,5,1,12,149.6,746.8,149.1,847.9,156.6,715.9,133.4,866.9,554.9,96.7,541.2,101.4,555.7,100.1,731.2,550.8,858,152.7,99.8,141.1
45,003,004,1144,170,915,35,3,2,0,1,18,859,148,666,27,2,2,0,1,13,46.4,339.2,68.7,366.2,61.4,320.9,66.4,372.1,261,36.3,252.2,39.6,255,44.4,330.2,256.5,369.40000000000003,53.6,39.6,67.8
45,003,005,1709,877,742,59,4,11,0,2,14,1354,737,555,40,3,9,0,1,9,275.8,365.1,333,549.2,320.3,328.4,347.6,548.6,376.9,214.8,353.9,229.2,353.9,234.8,346.6,361.1,549,297.7,226.6,340.6
45,003,006,1528,1426,44,24,8,8,0,1,17,1289,1212,36,17,4,7,0,0,13,554.9,258.5,595.7,404.9,628.2,190.8,618.7,397,289,439,239.3,460.3,241.3,477.3,224.9,257,401.4,591.5,459.5,607.5
45,003,007,1712,1053,416,174,5,14,0,0,50,1284,817,328,106,5,10,0,0,18,310.8,260.9,299.2,239.1,277.5,268.3,282.6,252.2,189.7,205.2,185,208.1,187,210.2,264.4,187,245.6,293.7,207.9,291
45,003,008,2583,1148,1223,149,6,10,0,2,45,1967,916,920,94,5,8,0,1,23,531.8,611,512,595.8,513.9,585.1,505.9,598.7,458.8,371.2,441.7,364.2,447.1,380.8,598.3000000000001,449.3,597.1,523.3,371.9,509
45,003,009,2771,1440,1130,103,12,15,0,4,67,2021,1132,761,70,10,15,0,0,33,575,524.9,540.2,491.2,553.8,530,521.8,511.1,390.3,367.9,367.1,369.90000000000003,380.2,369.90000000000003,527.3,379.4,501.5,564.6,369.7,530.9
45,003,010,2222,719,1008,432,4,15,0,8,36,1618,571,731,274,4,13,0,6,19,216.70000000000002,516,277.4,477.3,233.7,489.40000000000003,272.09999999999997,482.5,406.3,168.9,394.8,172,397,172.5,502.5,398.8,480,225.5,171.5,274.9
45,003,011,2832,892,1781,92,18,4,0,7,38,2058,706,1269,50,14,3,0,0,16,270.1,618.6,355.1,671.2,255.3,603.3,343.7,680.2,476.8,203.6,464.2,204.5,473.1,205.8,611,471.2,675.6,262.2,204.5,349.5
45,003,012,1450,726,437,220,11,3,1,0,52,1044,573,295,129,9,3,1,0,34,221.8,196.1,238.7,208.8,222.7,186.1,223.7,230,139.7,173.2,143.9,163.2,141.79999999999998,176,191.4,141.79999999999998,218.8,222,170.9,231.3
45,003,013,2420,1911,250,140,16,51,1,11,40,1920,1560,184,98,11,42,0,6,19,769.2,324.9,853.4,444.2,807.1,298.5,841.1,472.4,296.9,622,258.6,631.3,275.7,638.5,311.5,276.8,458.1,788,630.9,847.5
45,003,014,2418,1726,427,183,21,2,0,7,52,1846,1339,337,121,18,2,0,6,23,760.5,232.1,803.3,330.3,731.5,251.1,787.5,339.9,187.6,514.6,161.7,527.7,168.1,534.6,240.9,172.1,334.7,745.9,526,796
45,003,015,1908,1559,243,60,6,5,0,1,34,1429,1215,151,35,6,5,0,1,16,558.1,147.3,520.2,164.7,548.3,152.5,502.5,179.9,147.3,399.4,129.1,402.3,133.3,413.5,149.2,136.1,172.1,553,404.09999999999997,511.4
45,003,016,2074,1140,761,114,4,2,2,4,47,1474,899,467,84,4,2,2,1,15,435.7,274.6,453.8,260.1,437.7,252.2,443.1,271,177.8,324.7,171.4,321.8,168.7,334.2,262.9,171.8,265,436.4,327,448.9
45,003,017,2463,1934,422,55,9,14,0,1,28,1925,1559,286,39,9,12,0,0,20,863.4,210.1,878.4,249.4,815.4,223.3,860.7,256.9,193.8,683.1,174.5,695,181.5,698.3,216.2,182.9,252.79999999999998,839.7,693,869.4
45,003,018,2672,2153,323,116,14,7,0,0,59,2000,1645,229,75,14,5,0,0,32,588.1,189.8,600,189.8,553.3,189.8,577.1,201.9,161.6,425.2,137.9,426.3,148.4,431.9,189.8,148.5,196.1,570.1,427.3,587.9
45,003,019,1634,1223,211,154,12,7,1,0,26,1240,970,147,89,10,5,1,0,18,462,157.2,462.8,127.4,438.8,159.6,446.8,137,121,354.1,116.1,355.7,118.5,356.7,158.4,118.5,132,450,355.7,454.9
45,003,020,2470,1906,389,77,3,50,0,7,38,2014,1613,280,55,3,35,0,5,23,737.1,323,907.6,541.9,805.7,281.9,919.3,530,353.4,644.3,315.3,657.3,318,670.2,302.2,328.9,536.5,771.2,657.3,913.6
45,003,021,1959,1025,696,211,3,0,1,2,21,1505,834,518,138,3,0,1,2,9,424.4,405,457.8,320.8,428,379.2,451.90000000000003,333.40000000000003,294.9,340.5,281.2,348.3,281.2,356,391.5,284.3,327.1,426.6,348.3,455
45,003,022,3548,2407,619,400,11,59,3,1,48,2710,1943,448,241,9,40,3,0,26,1122.1,591.9,1385.7,815.3,1147,567.3000000000001,1376.2,820.6,525.1,951.1,487,960.7,506.5,968.4,579.5,506.5,818.1,1134.8,960.1999999999999,1381
45,003,023,2067,1170,767,67,2,9,0,2,50,1641,980,580,45,2,4,0,2,28,562.7,524.3,564.8,546.6,561.8,498.4,548.1,560.9,437.1,422.5,431.6,421.8,428.7,433.8,510.7,432,553.6,562.1,425.2,556.1
45,003,024,1317,1089,154,59,0,2,0,1,12,991,832,109,41,0,2,0,0,7,434.8,118.3,430.8,137.8,438.1,104.3,422.5,143.5,116.8,328,102.9,334.8,107.4,337.7,110.6,109.1,140.5,436.6,334.3,427.3
45,003,025,2417,1442,624,258,6,31,0,2,54,1890,1216,443,170,4,26,0,2,29,503.5,351.1,583.2,424.7,539.1,320.8,571.6,441.5,307.9,446.90000000000003,288.2,455.3,284.8,469,335.6,293.5,433,521.7,456.8,577.9
45,003,026,2679,1938,625,48,4,21,0,0,43,2058,1570,412,35,3,20,0,0,18,791.1,447.3,819.6,535.7,805.7,422.09999999999997,809.8000000000001,544.1,399.3,595,372.9,612.8000000000001,381.2,607.7,434.6,384.1,539.5,798.3000000000001,605.1999999999999,814.5
45,003,027,2008,1844,90,26,5,22,0,4,17,1566,1441,68,15,4,22,0,3,13,926.1,175.8,988.9,232.8,985,130,991.1,226.7,173.1,804.7,145.3,823.1,143.1,838.2,153,154,230,955.6,822.2,990.2
45,003,028,1414,1273,67,34,4,12,3,0,21,1121,1030,43,25,4,8,1,0,10,623.7,196,618,256.9,679.1,156,633,250,182.8,532.9,169.1,541.1,173.1,541.1,176.1,174.7,253.6,651.3,538.3000000000001,625.5
45,003,029,1773,1238,409,52,3,13,1,12,45,1374,1002,293,35,3,12,1,5,23,543.2,250.8,669.3,464,575,224.7,687.4,468.2,273.4,468.2,257.2,478,265.2,476,238.1,265.2,466.2,559,474.4,678.1
45,003,030,1696,1466,151,61,4,0,2,0,12,1238,1081,106,42,3,0,2,0,4,534.6,146.3,571.9,175.2,513,161.7,563.2,179.9,122.3,395.2,111.5,398.1,114.6,405.9,153.5,115.7,177.7,523.9,398.8,567.6
45,003,031,1253,913,295,12,7,4,0,0,22,975,718,227,9,6,2,0,0,13,433,194.9,436.6,182.2,411.6,195.1,419,192.4,167.8,295.6,143.9,318.6,143.5,325,195,151.7,188.7,423.8,314,429
45,003,032,991,427,527,13,3,0,0,4,17,748,341,383,7,3,0,0,3,11,214.8,294.2,239.2,259.5,218.4,274.4,231.4,265.5,224.4,175.6,218.4,175.6,218.4,182.6,285.5,219.8,261.7,215.8,176.9,234.5
45,003,033,872,684,151,34,1,0,0,0,2,710,559,124,25,1,0,0,0,1,348.5,116.8,358.4,165.3,346.1,118.10000000000001,353.3,170.2,136.2,265.4,113.10000000000001,279.2,116.1,285.7,117.7,121.6,167.2,347.5,277.5,355.9
45,003,034,2711,1977,504,154,17,23,0,2,34,2023,1523,367,85,15,15,0,2,16,877.1,301.40000000000003,975.3,427.7,869.1,283,963.8,439.1,295,695.1,264,712.2,281,703.8,292.3,280.2,433.5,873.2,703.6,969.2
45,003,035,3079,2017,877,99,7,14,5,6,54,2702,1805,756,77,7,11,4,2,40,468.6,313.3,673.6,478,496.5,282.7,660.2,496.5,304,396.1,277.7,416.4,286.9,408.5,297.8,289.3,486.7,482.2,407.8,667.1
45,003,036,1067,587,436,21,3,1,0,0,19,820,466,329,16,2,1,0,0,6,257.9,227,257.9,242.7,261.5,211.8,255,243.5,191.3,197,175.1,198.2,185.5,201.8,219.2,184.8,242.8,259,198.6,255.9
45,003,037,2207,1387,694,63,6,5,0,0,52,1708,1133,510,34,5,5,0,0,21,674.5,403.6,812.6,539.6,677.8,374.90000000000003,792.4,556.6,364,540.1,335.8,559.9,343.2,562.9,389.3,346.7,547,676.3,555,801.7
45,003,038,1688,1180,341,92,4,48,0,3,20,1342,966,259,62,4,40,0,0,11,643.1,352.8,859,608.4,669.3,341.3,839.6,632.8,359,516.4,316.8,524.6,346.2,529.3,346.8,340.7,620.5,656.1,523.7,849.5
45,003,039,3155,1831,1175,46,23,5,0,1,74,2349,1478,783,29,15,4,0,0,40,756.2,595.1,860.2,580.6,722.3,547.6,828.7,594.4,471.4,579.3000000000001,457,580.6,455.3,595.1,569.2,459.9,586.6,738.7,583.4,843.3
45,003,040,2351,1583,610,104,8,6,3,1,36,1773,1206,468,63,8,4,2,1,21,607.1,395.5,668.5,417.1,603.8,363.4,642,436.90000000000003,331.8,428,319.5,426.6,333.3,426.6,379.1,328.6,426.9,605.4,426.6,655.2
45,003,041,2674,2209,213,145,23,12,0,1,71,2044,1744,141,91,20,10,0,0,38,891.3,254.2,885.3,355.3,835.6,266.5,845.3,374.2,259.5,632.2,220.5,646.4,236.4,653.8,259.5,238.4,363.5,863.5,644,866.3
45,003,042,1263,704,479,39,6,2,0,3,30,949,559,338,25,3,2,0,2,20,309.1,257,303.2,272.2,284.7,254.7,288.4,274.4,225,208,216.9,215,216.9,212.6,256,219.1,273.2,296.8,212,296.09999999999997
45,003,043,4076,2858,539,554,25,7,1,5,87,2927,2146,392,319,21,7,1,2,39,936.7,512.3,971.9,495.7,871.1,520.7,943.3,518.4,399.8,626,361,647,377.5,644.8,516.3,378.9,506.9,904.1,639.8,957.3
45,003,044,2266,1545,578,64,2,13,2,5,57,1680,1192,411,43,2,10,2,3,17,620.9,341.9,560.9,383.7,605.8,329.4,541.1,393.7,295.8,412,273.9,418.4,289.5,415.8,335.9,286.7,389,613.5,415.8,551.2
45,003,045,2629,1823,677,79,3,8,0,8,31,1917,1375,467,41,3,8,0,1,22,752.3,413.9,854.1,579.7,754,397,854.1,589.8,386.6,577.5,363.8,586.2,376.2,586.2,405.2,375.9,585.1999999999999,752.9,583.2,854.1
45,003,046,2221,222,1913,38,4,1,1,0,42,1647,196,1406,23,2,1,1,0,18,62.4,652.5,111.3,716.3,72,620.5,107.9,719.3,477.2,69.4,469.2,70.5,479.2,69.4,635.8,475.7,717.4,66.7,69.4,109.6
45,003,047,1482,1271,152,27,4,13,0,1,14,1176,1043,96,14,4,12,0,0,7,425.5,242,461.6,351.5,495.5,202.8,469.5,343.4,284.3,360.5,240.5,385.2,236.5,404.9,221.9,253.5,347.8,460.6,384,465.6
45,003,048,3019,2038,767,149,14,3,0,1,47,2293,1603,560,93,12,3,0,0,22,939.4,456.2,1061.6,624.3,897.6,445.5,1050.8,639.3,409.5,715.8,380,736.6,391.3,734.6,450.3,393.3,631,918.5,729.6,1056.4
45,003,049,2503,1843,262,362,8,4,1,5,18,1923,1478,182,242,7,4,1,0,9,677.8,180.3,683.2,205.4,628.2,197.7,662.7,220.5,168,497.7,147.9,511,156.3,508.5,189.2,157.1,213.5,653.2,505.9,673.1
45,003,050,3031,2064,473,435,10,8,0,6,35,2221,1572,341,275,5,8,0,0,20,1043.3,522.4,1115.2,836,1058.2,497.90000000000003,1096.6,853.6,487.3,783.2,463.8,786.9,486.2,784.3,510.2,479.5,844.1,1050.5,784.6,1105.9
45,003,051,1464,1200,219,24,1,3,0,1,16,1137,951,162,15,1,3,0,1,4,944.0999999999999,391.90000000000003,1152.8,618.1,965.6999999999999,357.8,1140.8,630.9,413.9,798.9,400.2,805.9,391.90000000000003,821,374.59999999999997,402,624.3,954.6,808.5,1146.6
45,003,052,2938,2186,459,116,14,91,5,3,64,2371,1843,331,78,10,71,2,3,33,660.6,524,723.3,662.3,715.8,475.5,729.7,680,471.2,538.5,429.9,561.5,441.59999999999997,567.2,499.5,447.3,671.1,689.4,556.1,725.9
45,003,053,1368,1221,55,29,0,52,0,0,11,1227,1125,41,23,0,33,0,0,5,543.1,212.9,758.9,345,610.2,157,784.9,333.8,209.7,546.9,190.9,560.1,192.8,561.9,185.1,197.7,339.40000000000003,576.9,556.1,771.9
45,003,054,2004,1030,702,214,5,19,2,0,32,1544,835,528,147,5,17,0,0,12,336.8,413.8,347,406.2,354.5,397.3,327.8,425,321.3,261.1,306.3,257.6,313.1,259,405.4,313.2,415.6,345.5,259.1,337.5
45,003,055,1310,1138,100,38,0,7,0,8,19,1059,934,77,29,0,7,0,2,10,535.1,188.9,517,236,572.1,181.2,521.7,229.7,183,407.1,159.7,409.9,163.8,422.4,185.20000000000002,168.9,232.9,553.9,413.2,519.4
45,003,056,2126,1409,588,81,18,1,0,1,28,1679,1136,459,55,12,1,0,1,15,539.9,297.1,623,366.7,504.7,295.3,592,381,247,426.1,224.8,433.1,235.1,439.8,296.3,235.4,373.6,522.1,433.1,607.4
45,003,057,2333,1529,690,69,9,3,0,1,32,1910,1282,548,51,8,3,0,0,18,485.6,232.4,562.1,279.1,477.90000000000003,219.1,544.3,295.9,192.2,378.3,187.4,374.7,181.2,390,225.70000000000002,187.3,287.8,481.3,380.6,553.3
45,003,058,1931,1604,229,32,4,37,1,7,17,1386,1173,155,15,2,30,1,2,8,784,238.1,837.1,310,811.2,215,833,322,241.9,585,235.9,596.1999999999999,232.9,595,226.5,236.9,316.1,797.6,592.3,834.9
45,003,059,2219,1848,196,98,15,19,1,7,35,1668,1416,145,60,12,13,1,5,16,975.9,245.9,1014.9,326.1,957.1,238.1,995.1,345.2,226.1,725,208.1,726,214.9,732.1,242.2,216.3,335.7,966.6,727.6,1004.9
45,003,060,3121,2805,166,79,10,40,1,2,18,2482,2263,120,46,7,33,0,2,11,1327.8,430.4,1559.6,698.1,1477.6,347.8,1572.2,688.5,498.4,1189.3,421.2,1241.2,434.3,1248.9,388.9,451.5,693.5,1401.4,1226.6,1565.8999999999999
45,003,061,2979,1316,1507,57,19,4,2,9,65,2294,1041,1160,40,12,3,2,5,31,503.5,632,617.3,740,504.2,599.4,592,758.2,536.7,408.9,515,416.5,531.7,416.5,616.2,528.4,749,504,414.7,604.3000000000001
45,003,062,2042,889,867,229,3,8,0,1,45,1501,724,621,131,2,8,0,1,14,349.9,415.1,413.6,476.2,364.8,388.2,395.6,488.6,316.9,301.4,312,301.4,313.2,299.6,401.5,313.8,482,356.7,300.8,405
45,003,063,2721,2037,547,56,18,19,0,3,41,1936,1467,386,40,14,17,0,2,10,1038.1,422.8,1151.1,523.9,1077.1,388.8,1136.1,540,410.09999999999997,802.2,366,818,389.1,821.9,406,388.1,531.8,1057.7,814.2,1143.5
45,003,064,1644,1491,78,63,2,4,1,2,3,1526,1411,62,42,2,3,1,2,3,628.8,196,993.5,427.7,681.6999999999999,157,1014.6,407.3,221.1,653.9,202.1,662.3,215.7,655.7,176.3,213,417.8,655.5,657.2,1004.1
45,003,065,2240,1942,188,60,9,15,0,0,26,1684,1480,130,41,8,12,0,0,13,1034.1,290.1,1136,421,1115.1,224.8,1137.8,417.9,284.1,877.9,249.79999999999998,904.1,253.5,907.7,257.5,262.5,419.7,1074.5,896.7,1136.8
45,003,066,1525,1239,183,20,3,60,0,0,20,1275,1064,140,15,3,49,0,0,4,480.9,217.5,497.9,314.4,540.7,169.5,500.8,311.1,219.5,400.1,197.6,410.1,190.6,425.9,193.5,202.6,313,510.7,411.7,499.2
45,003,067,1463,1328,84,24,3,8,1,0,15,1122,1029,60,15,2,8,1,0,7,657.3,188,735.3,274.9,715,159.6,735.9,284.2,224.7,580.2,198.1,596.9,209,594.1,173.29999999999998,210.5,279.4,686.4,590.6999999999999,735.6
45,003,068,1950,1570,272,36,2,52,0,2,16,1472,1216,186,22,2,37,0,1,8,1112,306,1325.8,565,1156.2,294.8,1315.1,581.1,332.5,958.1,303.3,969,312.5,972,300.2,316,573.1,1134.1,966.5,1320.3
45,003,069,1402,1273,54,26,7,37,0,0,5,1225,1131,38,17,7,28,0,0,4,723.9,253.8,1167.3,568.1,841.1,175.1,1216.2,532,311.1,816.9,282.9,832.1,285.1,842,214.5,292.6,549.9,782.1,830.5,1191.9
45,003,070,3128,2394,445,92,17,132,0,0,48,2487,1939,338,66,14,105,0,0,25,846.1,449,981,653,916,414.2,986.8000000000001,652.9,458,716.9,416.40000000000003,735,431.90000000000003,734.3,431.2,435.4,652.9,880.7,728.6999999999999,983.8
45,003,071,2441,1871,457,57,8,10,0,3,35,1879,1470,344,40,4,7,0,1,13,940.3,346.1,1066,442.2,911.1,341,1051.2,453.4,318.8,687.1,289.9,697.1,304,694.8,343.9,304.2,447.5,925.4,693.3,1058.7
45,003,072,1240,844,301,54,1,18,1,1,20,921,653,199,40,1,14,1,1,12,362.8,250.1,395.9,310.1,408.8,232,392.1,314.9,238.1,284,211,297.8,216.7,304,241,221.9,312.5,385.8,295.2,394
45,003,073,1641,1482,108,30,2,8,0,0,11,1356,1236,92,16,0,8,0,0,4,837,210,823.1,267.2,882.1,170,833.9,263,178.1,668.9,163.9,681,166,684.9,190,169.2,265,859.5,678.2,828.6
45,003,074,1131,861,182,56,8,8,0,0,16,880,691,135,34,5,7,0,0,8,295.90000000000003,131.8,301.8,158.4,287,129.8,295.90000000000003,160.1,120.1,225.1,114.8,228.2,118.9,227.2,130.8,118.2,159.2,291.6,227,298.9
45,003,075,2189,1764,271,62,9,54,0,0,29,1630,1315,207,43,5,47,0,0,13,776.9,349,881,505.90000000000003,838,299.3,877.9,512,309.1,626.1,279.9,641,290.9,638.1999999999999,324.3,293.4,509,807.6999999999999,635.1,879.6
45,003,076,1855,1667,89,44,7,28,0,1,19,1536,1403,70,30,7,19,0,0,7,907.1,337.8,1116.3,627.1,1067,254.9,1142,609.3,358,847,315,862.9,328,871.7,296.2,333.4,617.8,987,860.8,1128.8
45,003,078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,005,001,2096,463,1513,73,6,25,0,0,16,1531,413,1038,48,5,21,0,0,6,113.9,538.7,132.2,628.4,122.9,492.8,136.6,636.1,473.3,105,431.2,104.4,446.3,106.3,514.8,450.2,631.8,118.6,105,134.1
45,005,002,1600,34,1521,26,2,0,2,1,14,1141,30,1095,9,1,0,2,0,4,19.6,457.1,21.4,515.1,21.3,423.5,22.6,529.9,387.6,16.4,357.1,15.3,363.5,17.2,441.3,369,523.3,20.2,16.8,21.7
45,005,003,882,208,641,21,3,9,0,0,0,623,174,426,13,3,7,0,0,0,61.2,193.4,72.2,172.2,65.4,175.7,70.4,174.3,146,52.1,133,53.3,130.8,54.3,184.5,136.4,173.4,63.1,53.3,71
45,005,004,3203,712,2418,58,1,5,0,3,6,2778,660,2064,44,1,4,0,3,2,126.60000000000001,761.6,132.2,704,145.20000000000002,702.3,127.7,712.9,555.7,102.4,508.7,104.7,511,107.2,731.6999999999999,523.2,709.6,134.6,105,129.4
45,005,005,521,171,336,3,4,0,0,0,7,416,138,266,3,4,0,0,0,5,59.1,267.8,63,197.4,60.4,250.3,62.5,202.8,270.8,40.6,242.8,42.6,241.8,44.1,258,251.5,200.4,59.6,42.6,63
45,005,006,678,347,310,14,0,2,0,0,5,521,292,215,8,0,2,0,0,4,186.7,126.5,163.8,127,172.6,124.7,165.3,131.8,121.5,144,107.3,144.5,104.5,152.1,124.9,111.1,129.8,179.9,146.1,164.2
45,005,007,274,147,119,2,2,0,0,0,4,214,114,93,2,1,0,0,0,4,85.3,75.8,90.3,59.6,81.4,71.4,90.3,62.1,59.6,52.800000000000004,55.1,51.9,55.1,55.1,73.2,56.5,60.6,83.3,53,90.3
45,005,008,1165,328,787,42,1,0,0,1,6,869,280,558,25,1,0,0,1,4,135.6,310.5,158.7,314.6,126.4,301.8,156.5,322.6,273.8,94.2,242.6,102.4,247.2,106.4,306.4,253.9,319.2,131,101,157.6
45,007,009,1715,1028,500,138,4,4,0,2,39,1250,839,295,97,3,3,0,0,13,194.4,216.7,239.8,273.9,199,188.9,212.1,286,131,135.2,124.8,134,126.1,138,202.2,126.1,280.40000000000003,197,135.4,225.6
45,007,010,518,499,12,0,0,1,0,0,6,394,384,8,0,0,1,0,0,1,263.1,31.4,300.8,31.4,248.4,36.1,298.2,34.2,31.4,202.70000000000002,28.7,203.8,24.900000000000002,209.3,33.3,28.1,32.3,255.7,204.9,299.5
45,007,011,5999,4760,978,131,12,12,0,3,103,4574,3728,713,77,9,10,0,1,36,1652.7,563.2,1908.4,713.6,1633.9,536.8,1858.2,755.3,513.4,1182.4,452.4,1194.7,457.5,1235.2,550,474.1,736,1641.6,1203.2,1883.5
45,007,012,789,325,430,19,0,3,0,2,10,642,282,339,11,0,3,0,2,5,143,275.9,166.9,307,161,244,159,317.2,238.1,102,238.1,98.9,235.2,107,260.09999999999997,237.3,312.1,151.8,102.4,162.9
45,007,013,3054,2496,414,80,11,7,0,1,45,2361,1965,308,55,8,6,0,0,19,989,322.9,1066,389.8,1034,266,1052.8,410,307.6,791.8000000000001,257.6,817.9,274.9,821.4,294.2,279.4,400.3,1012.3,810.8,1059.7
45,007,015,1102,991,60,32,6,0,0,0,13,820,749,40,18,6,0,0,0,7,354.1,71.2,473.7,85,344.2,73.3,464.09999999999997,90.10000000000001,69.10000000000001,283.1,60,286.8,59.1,294,72.3,62.5,87.7,349.3,287.7,468.9
45,007,016,2134,1456,550,69,5,11,0,2,41,1654,1157,432,40,4,8,0,0,13,496.2,269.9,566.4,332.5,502.3,265,549.5,343.8,231,376.9,223,380.1,220.1,387.6,267,224.5,338.3,499.8,381.1,557.1
45,007,017,2885,2632,152,63,5,10,0,4,19,2124,1962,106,37,4,6,0,1,8,1362,273,1580.7,403.9,1422.6,210.2,1574.9,420.09999999999997,291.1,1077.6,226.7,1111.2,234.8,1121.1,241.6,250.5,412,1392,1103.4,1578
45,007,018,2348,2118,144,61,10,5,0,0,10,1767,1595,113,41,8,4,0,0,6,717.8,168.6,821.6,187.7,684.1,168.6,819.1,191.7,135.2,530.1,121.6,539.6,116.1,555,168.6,123.5,189.5,701.2,541,820.1
45,007,019,3797,3349,357,39,2,16,0,2,32,2975,2677,243,27,2,12,0,0,14,1246.1000000000001,429.7,1512.1,617.7,1266.2,375.4,1476.8,640.9,469.7,952.1,391.6,985.1,408.4,1008.8,402.6,423.2,628.8,1256.4,982.7,1494.9
45,007,020,1501,974,445,31,5,6,0,0,40,1091,758,298,14,4,4,0,0,13,202.3,159,229.8,189.2,187.8,155,210,203,144.6,131.9,130.9,130.9,135.9,140.4,156.6,136.4,195.5,194.7,133.8,219.2
45,007,021,3578,3057,268,97,8,86,3,9,50,2660,2305,194,70,3,61,2,1,24,1517.9,421.9,1696.1,656.8,1595.5,351,1684.8,675.3,436.2,1127.6,384.3,1156.9,390,1174.1,386.3,403.3,666.1,1557,1152.8999999999999,1690
