state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,pre_20_rep_tru,pre_20_dem_bid,uss_16_rep_you,uss_16_dem_bay,uss_18_rep_bra,uss_18_dem_don,gov_16_rep_hol,gov_16_dem_gre,gov_20_rep_hol,gov_20_dem_mye,atg_16_rep_hil,atg_16_dem_arr,atg_20_rep_rok,atg_20_dem_wei,sos_18_rep_law,sos_18_dem_har,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20,ndv,nrv
18,001,00010,1476,1364,9,81,2,9,0,1,10,1084,1022,4,47,2,6,0,0,3,573.8,123.8,581.7,136.9,523.1999999999999,168.8,410.8,146,531.8000000000001,180.2,497.2,106.2,598.4,116.7,577.6,151.9,445,116.7,147.6,131.2,131.6,556.7,427.3,552.3,139.3,526.1999999999999
18,001,00020,1461,1359,12,69,1,9,0,0,11,1022,976,6,30,1,4,0,0,5,529.8000000000001,101.2,605.2,131.8,492.2,142.9,438.4,107.2,501.2,141.2,518,97.8,557.8,91,591.2,142.9,464.2,86.1,119.4,96.7,123.9,520.1,451,571.8,115.8,522.1
18,001,00030,1062,1041,0,10,2,4,0,1,4,928,914,0,6,2,4,0,1,1,515.9,106,560.8,128,492,134.9,457.9,115.3,492,153.1,536.4,78.9,548.9,83.9,540,131.7,492,88,119.5,101.7,112.8,512.2,474.9,546,113.10000000000001,515.2
18,001,00060,1440,1438,0,0,1,0,1,0,0,735,733,0,0,1,0,1,0,0,187.4,28.2,212.20000000000002,24,160.6,39.3,151.7,25,157,49.8,171,15.5,184.8,24,197.7,34.9,160.6,13.6,35.3,19.3,24.3,171.8,155.8,193.7,28.3,176
18,001,00070,2422,2214,22,162,2,8,0,1,13,1777,1652,16,99,2,3,0,0,5,672.2,332.5,738.3,372.3,570.8,428.3,475.2,334.3,582.6,451.6,689.7,234.6,738,298.4,727.9,384.3,529.7,270.7,377.8,301.8,330.6,640.9,502.6,718.6,345.4,636
18,001,00090,2167,1923,4,212,6,9,0,0,13,1631,1491,1,128,4,4,0,0,3,517.5,301.7,606.7,343.3,466.3,330,393.1,300.7,451.5,372.7,550,219.7,543.2,288.5,593.9,355.9,440.1,249.1,324.7,274.8,306,494.4,416.1,583.6,306.4,506.7
18,001,00110,1548,1369,7,143,8,10,0,1,10,1212,1099,7,87,6,7,0,1,5,298.7,164.3,365.6,203.8,243.6,195.1,215.70000000000002,161.1,247.6,215.1,304.5,152.3,327.7,147.3,339.9,219.7,245.5,135,180.9,147.5,191.7,279.1,230.7,336.8,177.3,287.7
18,001,00120,807,773,4,22,2,4,0,0,2,647,626,3,12,2,3,0,0,1,384.2,155.1,459.2,185.9,316.8,216,306,182.8,326.8,216,430,123,397.9,133.8,452.3,181.2,350,148,180.29999999999998,165.2,163.4,356.4,327.8,447.3,171.3,380.5
18,001,00130,2466,2158,10,253,10,4,2,0,29,1827,1645,3,157,5,2,2,0,13,608.3,292.2,727.4,356.5,497.6,381.4,432.7,339.6,488.3,430.6,629.5,241.5,624.9,289.8,705.2,389,488.3,295.3,348.7,317.4,328.8,554.9,460.5,687.2,335.4,578.2
18,001,00150,1660,1560,0,79,8,5,0,0,8,1270,1210,0,49,5,3,0,0,3,548.9,192.2,617.8,226.6,477.5,256,430.2,228.6,463.6,304.7,566.1,139.5,578.3,195,612.9,223.8,453.5,196.8,237.1,212.3,196.4,516.6,441.3,599.3,218.6,527.3
18,001,00160,1083,1062,5,6,1,3,0,0,6,635,626,0,3,1,1,0,0,4,315.3,32.9,337,36.5,306.2,57.4,282.3,44,309.09999999999997,57.4,298,26.2,332.6,33.9,336.5,37.8,287.9,36.5,45.5,39.9,33.8,315.5,285,323.3,40.3,311.6
18,001,00170,1293,1193,8,70,2,2,0,6,12,984,934,2,36,1,2,0,3,6,368.8,108.4,413,137.7,305.5,147.5,278,123.9,307.7,170.6,354.2,96.5,381.4,104.3,396.9,158,304.5,101.6,132.6,112.3,130.9,341.5,291,388.2,127.2,345.7
18,001,00180,872,846,4,13,1,0,0,0,8,578,566,1,3,1,0,0,0,7,289.3,45.3,304.8,57,264.9,71.1,228.6,50.2,262.3,68.2,236.7,38.7,290.2,45.3,309.6,53.7,238.8,40.9,57.800000000000004,45.4,50.4,276.2,233.20000000000002,284,52.6,269.9
18,001,00190,1089,1084,0,1,1,1,0,0,2,528,524,0,1,1,1,0,0,1,134.2,24,142.6,21.1,111.3,46.4,117.1,27.4,123.4,38.6,115,17.9,139.1,22.900000000000002,134.2,28.8,123.9,17.9,32.4,23.1,22.5,126.89999999999999,120.2,131.4,27.2,126.5
18,001,00200,929,897,0,28,0,0,0,3,1,624,611,0,13,0,0,0,0,0,417,52.7,414,74.1,368.9,94.7,331.1,72.1,351.9,129.7,374.4,43.1,417,50.1,412.6,71.3,351.9,48.2,81.7,60.1,62.4,388.6,341.1,400.9,71.1,382.3
18,001,00210,163,154,0,9,0,0,0,0,0,115,111,0,4,0,0,0,0,0,57,14.200000000000001,64.7,18.099999999999998,47.5,19.8,45.6,17,50.3,18.099999999999998,51.300000000000004,13.3,56,16.3,58,23.7,43.8,16.3,17,16.6,18.3,52.6,44.699999999999996,58,17.5,52.6
18,001,00220,677,662,0,10,0,2,0,0,3,469,462,0,5,0,1,0,0,1,256,78.2,303.7,81.1,223.3,116.10000000000001,188.6,108.1,228.9,119.8,250.1,57,275.9,68,309.09999999999997,76,218.9,68.9,95.3,88.3,71.5,245.8,203.8,287.5,86,250.5
18,001,00230,849,808,0,38,0,0,0,0,3,701,677,0,23,0,0,0,0,1,224.9,51.6,282.3,59.5,196.6,71.5,194.2,62,189.79999999999998,92,255.5,32.5,231.5,51.3,269,72.1,204.5,60.7,67.4,61.2,55,210.2,199.6,269.1,61.4,228.1
18,001,00240,1069,1019,0,41,0,1,2,0,6,813,785,0,22,0,1,2,0,3,446.1,100.5,490.5,115.8,394,158.4,339.7,124.3,388.3,176.9,449.1,77.5,463.8,98.9,480.8,126.8,357.4,106.1,133.7,115.4,106.3,422.8,348.6,473.4,121.2,423.2
18,001,00250,2705,2664,4,30,1,2,0,0,4,1396,1378,1,14,1,1,0,0,1,381.7,31.7,394.3,30.5,341.6,64.5,312.4,38.6,338.4,82.7,325.9,21.2,380.4,33.2,375.3,42.8,317,28.2,52.4,31.900000000000002,30.7,361.5,313.9,364,40.8,351.5
18,001,00260,1330,1289,3,32,0,1,2,1,2,888,867,0,17,0,1,1,1,1,420.8,118.1,472.9,117.3,355.3,180,328.3,135.5,354,203.8,402.1,71.6,446.7,102.1,459.8,127.9,353.7,104.5,151.4,119.7,105.5,393.8,341.7,444.2,129.1,400
18,001,00270,1308,1285,0,17,0,0,0,0,6,923,906,0,13,0,0,0,0,4,452.1,104.1,474.1,110,359.3,170.4,310,121.9,350.7,200.9,422,64.7,448.9,110.7,443.2,127.9,326.6,106.6,146.7,114.4,100.7,402.7,318.4,446.5,123.9,398.3
18,001,00280,922,883,1,31,2,0,0,0,5,703,684,1,14,2,0,0,0,2,364.2,93.6,403.6,85.8,308.1,138.2,264.7,109.9,311,161,360,53.7,379.5,99.8,393,92.9,293.4,89,123.5,99,77.2,341.09999999999997,279.2,385.9,102.6,342.3
18,001,00290,2407,2347,5,27,6,3,0,0,19,1294,1260,3,16,5,2,0,0,8,253.70000000000002,45.6,259.5,56.1,212.8,72.8,207.1,52.1,230.6,63.1,233.3,35.5,251.7,43.2,256.8,55.1,212.1,43.2,55.7,47.7,49.3,237.4,208.7,250.6,52.1,235.1
18,001,00300,1182,1129,4,28,4,1,0,1,15,889,862,2,14,1,1,0,1,8,429.2,107.7,452.9,127,394.1,138.9,369.7,120.7,370.9,173.3,420.7,83.5,456.90000000000003,98.8,459.8,128.9,392.1,102.1,130.20000000000002,111,113.3,412.4,381.5,444.5,120.1,415.9
18,003,00010,77,74,3,0,0,0,0,0,0,48,46,2,0,0,0,0,0,0,22.9,11.399999999999999,25.4,15.1,21.6,13.6,18.9,13.3,22.200000000000003,13.5,28.5,9.3,26.6,8.8,27.299999999999997,13.5,21.1,11.100000000000001,11.8,12.299999999999999,12.600000000000001,23.4,20,27,12.1,23.8
18,003,00020,888,778,51,36,0,11,0,1,11,657,601,30,15,0,6,0,0,5,163,206.8,174.1,240.8,145.9,218.1,147.2,190.2,151,228.1,214.4,170.7,200,182.1,190.6,222.2,162.4,173.2,208.6,181.9,211.2,165,154.8,193.2,203.7,172
18,003,00030,1365,714,405,50,1,142,0,5,48,953,620,201,27,1,87,0,0,17,128.1,190.1,123,209.9,125,187.9,112,156.9,131.9,185.1,155,171.9,150.1,174,129.9,206.1,118.9,144.9,184.20000000000002,150.9,196,133.79999999999998,115.6,135.8,180.8,130.3
18,003,00040,1131,768,225,48,2,23,3,3,59,876,663,137,29,2,15,3,0,27,113.9,149.9,125,184.1,124.10000000000001,143,77.10000000000001,134,125,149.9,134.9,158.9,137,146,132,179,82,130.9,147.1,132.4,173.9,125,79.4,130.6,152.9,116.8
18,003,00050,1600,1405,79,55,1,9,1,2,48,1178,1067,57,29,1,6,1,0,17,365.1,249,374.8,321,346,273.09999999999997,246.1,256,351,288.9,415.8,208.1,430.9,206.9,382.1,309.8,279.2,225.1,254.3,240.5,279.7,373.4,262.4,390.9,259.6,354.5
18,003,00060,1113,964,68,32,2,11,0,11,25,850,771,47,13,1,7,0,2,9,303,200.89999999999998,294.9,227,299,199,229.1,205,294.1,222,347.1,157.9,350,168.1,309.9,213,250.9,177.1,197.6,191.1,199.2,311.7,240.1,317.3,196.7,297.6
18,003,00070,1383,1173,104,52,5,8,0,3,38,968,856,65,27,2,4,0,0,14,340.9,233.6,343.3,314.7,334.6,247.8,254.79999999999998,250.70000000000002,334.8,263.8,376.8,227,396.3,202.3,357.2,310.7,274.4,228.8,237,239.7,284,351.8,264.5,359.1,253.3,335
18,003,00080,605,356,158,41,3,8,0,1,38,465,306,107,26,3,7,0,0,16,125,119.9,128.9,173.29999999999998,118.2,119.3,102.5,117.60000000000001,122.2,123.9,156.5,128.29999999999998,150.3,97.4,145.70000000000002,155.9,117.10000000000001,103.60000000000001,115.1,110.6,152.5,128.9,109.8,143.7,126.6,129.6
18,003,00090,1048,889,75,37,2,11,0,2,32,855,741,63,24,2,7,0,0,18,282.2,177.4,273.8,253.1,253.2,199.1,222.7,192.7,266.2,199,295.8,177.5,318.2,151.3,280,237.1,241.3,172.7,181.8,182.6,222.7,279.8,231.70000000000002,283.3,195.4,270.4
18,003,00100,1018,883,56,33,3,19,0,0,24,745,668,34,20,2,15,0,0,6,277,169,278,222.9,258.1,190.1,204,188,273.9,190.9,320,154.8,324,135.9,305,190.1,226.1,154.8,171.6,171.4,189.29999999999998,283.2,215,301,177.5,273.9
18,003,00110,1457,1291,101,28,8,15,1,0,13,1087,977,69,19,7,9,0,0,6,519.2,257.7,575.7,342.9,489.5,307.3,427.2,300.6,503.8,305.6,644.6,210.6,602.5,199.20000000000002,619.5,305.6,477.9,252.9,267.5,276.7,286.4,528.7,452.6,613.2,275.8,540.1
18,003,00120,303,268,13,14,0,2,0,0,6,267,243,12,4,0,2,0,0,6,93.2,72.8,86.5,94.2,84.5,71.8,64.1,77.7,84.5,80.5,92.3,68.9,105.80000000000001,63.1,90.3,86.5,70.8,72.8,72,75.1,83.2,92,67.5,89.8,76.5,85.7
18,003,00130,23,19,1,3,0,0,0,0,0,13,11,1,1,0,0,0,0,0,4.6,3,4.7,3.9,4.2,3.2,3.4,3.2,4.3,3.4,4.8,2.8,5.2,2.5,4.9,3.7,3.7,2.9000000000000004,3.1,3,3.4,4.6,3.4,4.9,3.1,4.4
18,003,00140,1522,1328,93,49,4,9,0,5,34,1113,997,67,27,3,6,0,3,10,419.2,272.3,441.1,330.90000000000003,369.90000000000003,307,311,259.1,403.9,309,472,237.8,483,222.2,472,315,347,228,277.5,243.6,294.7,419.2,329.2,461.7,275.7,413.2
18,003,00150,1326,1157,79,46,8,10,0,0,26,923,831,48,25,4,9,0,0,6,380.1,206.1,399.09999999999997,251,362.9,216,292,220.9,365,217.2,409.9,174.1,424,170,412,240.1,320.8,190,202.2,205.6,221.6,383,306.3,407,209.4,373.9
18,003,00160,1258,982,136,79,8,5,0,7,41,868,709,88,48,6,4,0,1,12,280,213,268.1,270,258.9,242.1,212,198,271,242.9,296,204.1,328.9,186.9,298.9,252.8,218.1,188,221.5,192.9,242.2,284.6,215,287.6,221.9,270.2
18,003,00170,1360,1188,116,29,0,12,0,1,14,1028,894,93,22,0,11,0,0,8,344,244,381.6,353,313.9,271,293.4,270.2,314.9,279,435.8,248.2,378.1,218.1,401.3,328.1,323.2,238.7,253,254.5,309.7,337.7,308.4,406.2,272.2,354
18,003,00180,1021,906,68,14,0,7,0,5,21,699,635,39,11,0,3,0,2,9,309.1,176.1,259.5,240,292.9,202,199.6,184,299,205.1,296,168.8,353.2,157.1,272.8,222.9,219.7,162.3,185.4,173,210.4,313.4,209.7,275.9,191.1,278
18,003,00190,1294,1113,81,40,7,21,0,2,30,1003,901,53,17,4,14,0,1,13,407,257.8,390,350.7,388,287,331,282,390,293.1,471.9,232.9,470,211.9,427,326.2,360,253.9,262.5,267.9,303.1,413.6,345.7,429.6,277.4,403.8
18,003,00200,788,626,51,26,1,46,5,2,31,598,512,36,12,1,25,4,0,8,135,125.10000000000001,153.9,170,112.1,139.9,104.2,128.1,122.9,137.1,179.2,122,155.9,113,164,166.1,124.2,111,129,119.5,152.6,131.5,114.6,165.7,134.6,139.1
18,003,00210,1727,1488,117,62,4,14,0,5,37,1257,1108,77,40,4,13,0,2,13,472.9,279.3,497.4,350.1,433.90000000000003,313.3,364.8,273,450,320.1,536,244.9,524.1,256.1,504,354.2,391.8,245.9,292,259.5,316.3,470.1,378.4,512.3,293.1,463.9
18,003,00220,947,902,10,16,1,11,0,0,7,713,683,10,9,1,8,0,0,2,383,154.1,390.1,211,387.90000000000003,158,328.2,159.9,394,162.1,424.1,130.1,446.1,102.1,409,189,349,125,143.9,142.4,176.6,402.7,338.5,407.7,154.5,390.1
18,003,00230,998,829,62,50,2,18,0,7,30,697,606,42,23,2,13,0,1,10,256,164.1,245.7,214.8,227,187.2,178.6,171.5,228.1,201.9,264.8,146.3,290.9,141,254.2,205,196.2,152.3,173.5,161.9,188.8,250.4,187.1,254.9,175.9,237.9
18,003,00240,1344,1198,49,44,8,8,0,5,32,1029,941,36,26,5,8,0,0,13,415.1,246.2,442.1,320,379.1,276.9,328.9,246.2,403.09999999999997,276.9,467.09999999999997,232.2,456,228,454.1,310.9,347.8,225.9,257,235.9,287.9,413.1,338,454.3,262.6,410.2
18,003,00250,1176,904,169,37,2,25,0,2,37,887,740,88,27,2,23,0,0,7,377.5,237.6,421.1,303.5,356,263.8,302.2,238.4,363.7,262.9,457.40000000000003,215.2,421.1,212.5,431.8,293.2,319.3,216.3,244,227.3,270.8,379.40000000000003,310.8,436.8,249.20000000000002,383.4
18,003,00260,1141,1029,38,28,1,23,0,0,22,871,800,27,16,1,16,0,0,11,425.90000000000003,181,404.2,246.29999999999998,400,209,338.7,194,417,206,431.90000000000003,169.9,472.8,159.2,428.1,226.5,365,162.79999999999998,188.79999999999998,178.4,214.3,428.8,351.7,421.4,195,409.3
18,003,00270,970,907,35,16,0,4,0,0,8,633,602,18,8,0,4,0,0,1,298.9,131,293.7,178.79999999999998,301,148.2,246.2,141,301,150,313.90000000000003,123.3,357,101.10000000000001,310.9,164.5,265.1,118.3,132.5,129.8,155.6,314.4,255.6,306.1,139.5,298.7
18,003,00280,1161,1025,16,54,3,42,0,1,20,839,753,13,33,3,29,0,0,8,348.9,186,316.9,281.9,346.1,208.2,251.1,195.1,345,214.1,350,218.9,406,156,337.90000000000003,275.9,272.1,171,191.1,183,259,361.5,261.7,335.09999999999997,211.79999999999998,330.3
18,003,00290,1110,977,53,35,2,18,1,0,24,801,732,35,14,2,14,1,0,3,295,153,286,232.1,268,183.1,207,154.1,280.9,181.1,292.7,173.1,322.2,139,288,229,218.9,129.9,164,142.1,211.4,291.7,212.9,288.9,174.9,273.2
18,003,00300,1464,1218,112,43,0,52,0,6,33,1147,980,83,23,0,43,0,2,16,447.2,285.2,462.9,354.1,420.8,303.3,340.1,287.8,433.8,309.1,502.9,267.1,501.2,250,481.1,340.1,373,254.3,286.8,271.1,320.6,450.8,356.2,482.2,294.6,440.5
18,003,00310,1627,1453,85,36,1,33,0,0,19,1194,1083,54,25,1,24,0,0,7,541,230,571,342,527.1,259,427,245,519,275,615.1,235,608,191,596.0999999999999,318.09999999999997,453.00000000000006,215.10000000000002,238.8,230,298.4,548.7,440,594.1,256.7,539.7
18,003,00320,1022,910,45,37,3,12,0,0,15,747,689,24,19,1,10,0,0,4,240.9,169.9,263.2,230.2,228.9,188.2,191.2,183.7,237,193,284.1,156.6,283.1,141.1,272.7,219.8,210.6,162.9,173,173.2,202.2,247.5,200.70000000000002,273.2,182.9,245.7
18,003,00330,1110,1002,45,11,1,25,0,5,21,875,801,30,10,1,20,0,1,12,469.9,148.6,468.1,212.4,465.5,160.2,378.09999999999997,164.8,463.5,168.4,503.2,148.6,512.2,118,481.6,198.8,392.4,145.9,148.7,155.29999999999998,186.5,477.8,385.2,484.3,162.9,459.3
18,003,00340,1337,1201,58,32,2,30,0,1,13,1024,934,48,18,2,18,0,0,4,541,251.5,606.9,308.59999999999997,515.5,266.8,434.90000000000003,250.3,521.4,278.8,657.8,201.5,610.6999999999999,187.2,643.3,276.1,466.5,219.2,246,234.7,262.09999999999997,547.2,450.7,636.1,249,555.3
18,003,00350,1821,1496,161,62,11,39,0,7,45,1339,1158,98,34,6,30,0,0,13,600,303,615,404.2,567.9,350,469.9,322.1,576.9,351.90000000000003,657.7,285.90000000000003,646,277,642,375,508,283,320.4,302.59999999999997,355,597.8,488.9,638.1,328,587
18,003,00360,1006,848,85,21,1,25,0,0,26,832,727,58,18,1,21,0,0,7,337.40000000000003,193.4,359,232.6,310.7,212.4,265,190.3,323.2,212.3,386.3,166,371.7,163.5,373.7,219,289.8,163.29999999999998,195.3,177,205.9,335.8,277.3,372.8,194.8,335.2
18,003,00370,93,92,0,1,0,0,0,0,0,81,80,0,1,0,0,0,0,0,48,16.9,34.6,22.2,46.9,19.900000000000002,25.7,18.3,48,19,37.2,15.8,52,14.9,36,20.8,28,15.6,17.6,16.9,19.5,48.6,26.900000000000002,36,18.1,39.5
18,003,00380,1616,1423,62,68,6,18,0,2,37,1198,1086,46,36,4,15,0,0,11,461.9,245.9,492.9,345.9,429.2,269,386.9,238.3,427.9,283.1,522,243,504.2,214,500,346.9,396.8,214.9,253,226.5,312,456,392.2,505.1,266.7,458.1
18,003,00390,1591,1390,79,54,3,29,1,3,32,1160,1037,55,35,3,19,1,0,10,401,243.9,422.90000000000003,332.8,377.09999999999997,272,317.2,242,378.8,288.1,444.9,237.2,436.9,222.1,434.1,312.8,340,223,256.5,232.4,294.4,398.2,328.4,434.1,263.7,394.8
18,003,00391,19,9,0,7,0,0,0,0,3,13,9,0,3,0,0,0,0,1,4,3,3,2.1,2.1,5.1,2.1,4,2.1,5.1,2.1,2.1,3,4,3,2.1,1,5.1,4.3,4.4,2.1,2.8,1.5,2.6999999999999997,3.6,2.5
18,003,00400,1454,1272,82,47,1,13,0,2,37,1062,956,48,33,1,7,0,0,17,263.9,264.9,276.9,343,260,275,195,257,254.79999999999998,301.2,309,260,330.1,242,296.1,348.8,204,239.7,270.6,248.3,317.3,277.1,199.5,294.1,281.5,265.7
18,003,00410,1587,1389,54,68,7,12,0,2,55,1241,1133,28,44,5,7,0,0,24,329,272.8,375.9,377.9,309.09999999999997,288.9,261.3,276,304.9,321.1,415.8,282.2,380,261.3,385.3,372.6,288.2,248.2,286,261.4,344.4,331,275,392.3,300.2,338.8
18,003,00420,1059,947,64,16,6,6,3,1,16,848,761,55,11,4,3,3,0,11,239.1,193.9,224.9,310.6,251.29999999999998,216,190,245.6,248.1,221,276.6,220.4,296.2,177.2,246.3,286.7,209.6,223.4,202.29999999999998,234.5,272.5,258.9,199.9,249.20000000000002,232.9,242.6
18,003,00430,1700,1471,102,79,4,12,0,0,32,1257,1125,65,42,4,10,0,0,11,382.1,311,348.9,422,359,341.2,261.3,356.2,371,362,393.8,313.2,440.7,291.7,370.5,411.1,286.1,325.7,326.6,341,382.5,388.2,273.6,370.8,348,357
18,003,00440,844,726,36,37,2,7,0,3,33,653,579,28,25,1,7,0,1,12,148.1,125.1,180.1,199.2,125.1,137.9,98.4,125.1,136.1,137.9,204.1,142,166.2,120.2,192,194.3,106.9,114,130.5,119.3,178.4,143.9,102.8,192,144,150.9
18,003,00450,1691,1186,217,68,3,158,0,9,50,1287,970,146,33,2,107,0,2,27,252.2,257.2,239.9,347,234.1,287.7,176.1,236.3,242.9,286,263.1,261.2,292.8,241.20000000000002,253.8,309.9,187.3,227.2,268,231.6,305.8,255.5,181.70000000000002,252.6,272.7,238.1
18,003,00460,1723,1288,261,68,1,35,1,6,63,1307,1043,166,42,1,33,0,4,18,361.3,316.8,390.2,381.8,334.9,335.09999999999997,278.8,305,347,341.90000000000003,414.9,294.8,418.3,283.8,392.9,377.1,316,272.7,319.7,288.7,351.2,365.3,297.4,399.4,323.2,361.6
18,003,00470,2043,1483,188,117,5,193,2,10,45,1797,1356,146,97,4,155,2,8,29,180,261,200,308,190,265,105,248,190,276,196,246.1,230.1,252,197,312.9,116.9,231.1,263.5,239.5,289,197.5,111,197.6,266.7,178.29999999999998
18,003,00480,980,814,64,30,4,41,0,0,27,895,758,61,27,2,33,0,0,14,89.9,93.1,99,192,91,105,67,99,89.1,112,100,160,113.9,96,106,191,74,95,101.6,96.9,181.1,96,70.4,101.69999999999999,127,92.2
18,003,00490,2222,1775,165,103,5,106,1,8,59,1892,1556,151,62,5,79,1,5,33,304.09999999999997,304.7,329.4,386.5,293.1,312.5,242.6,309.5,302.9,327.2,378.8,286.2,360.3,271.4,359.2,369.7,268.3,288.4,303.59999999999997,298.9,347.5,315,255.7,355.9,317.3,315.3
18,003,00500,1323,1143,94,28,2,22,0,4,30,1059,926,68,25,2,18,0,4,16,372.9,219,421,292.9,371,224.8,303.1,219.9,374.1,230,470.09999999999997,202.20000000000002,420,187,440.9,269.9,334,189.2,215.3,204.70000000000002,255.1,384.5,318.5,444.09999999999997,225.8,389.7
18,003,00510,1227,1108,27,62,6,5,0,0,19,949,890,15,31,3,5,0,0,5,330,169.1,350,230.1,293.1,192.1,251.9,180.1,310.9,193.1,350,155.8,364,151.9,367.1,207.9,269.9,153.8,176.79999999999998,167.29999999999998,198,324.2,261,355.6,181.3,320.6
18,003,00520,1225,1108,46,38,3,6,0,0,24,926,861,31,21,1,4,0,0,8,380,209,397,292.1,351,222.9,282,219,357,244,421,200,411.9,186,417,272,309,184,215.6,201.6,254.8,375.1,295.7,411.6,225.5,369.6
18,003,00530,1072,944,48,46,0,8,0,3,23,834,752,37,28,0,8,0,1,8,290,130.9,276.9,219.5,268,158.2,188.8,165,263.8,178.1,286.8,160.7,315.8,145.9,285.3,210.8,202.4,146.2,153.3,155.7,197,284.6,195.3,282.9,168.4,263.9
18,003,00540,983,856,38,54,3,19,0,3,10,733,649,26,31,3,16,0,3,5,217.1,137.79999999999998,243.3,192.7,204,146.79999999999998,166,145.20000000000002,207.9,156.8,252.20000000000002,141.3,248,122,250.9,185.3,177.8,128.7,141,136.9,173,219.4,171.8,248.7,150.7,218.70000000000002
18,003,00550,749,648,60,25,0,3,0,1,12,564,492,47,17,0,2,0,0,6,246,93.1,273.09999999999997,172.9,235.9,114,205,126,243.9,112.9,285,131,273.09999999999997,77,281,169.1,219.89999999999998,104,99.2,115,157.6,249.8,212.4,279.7,122.3,251.5
18,003,00560,1660,1241,270,62,6,24,0,2,55,1385,1088,198,49,6,23,0,1,20,261,269.9,321.8,374.7,253,287,231.20000000000002,258.3,255.9,308.9,355.6,280.5,308.9,270.90000000000003,354.2,361.5,251.89999999999998,243.20000000000002,284.3,250.79999999999998,338.9,269.7,241.5,343.8,295,288.2
18,003,00570,1072,908,117,21,0,17,0,0,9,838,726,84,15,0,12,0,0,1,384,254.1,377,320.9,381,267,310,254.9,384,274.1,441,222,434,221.9,394,298,324,236.89999999999998,254.3,245.8,280.3,395.7,317,403.90000000000003,261.2,381
18,003,00580,639,549,32,18,4,14,0,5,17,496,437,27,10,4,13,0,1,4,159,111.10000000000001,115.2,134.2,153,120.1,82.7,92.7,153,127,127.3,100.5,201,85.1,126.8,129.4,90.2,87.1,110.8,89.8,121.3,166.5,86.5,123.2,109.7,134.2
18,003,00590,767,702,15,22,0,10,0,5,13,555,518,13,11,0,6,0,3,4,210.8,141.5,221.5,182.6,205.8,144.4,161.3,142.6,202.1,160,232.4,129.9,243,125.5,236.9,171.3,177.7,121.7,143,132.2,161.1,215.5,169.4,230.3,146.5,210.2
18,003,00600,854,788,12,11,5,21,0,9,8,635,602,6,9,2,12,0,0,4,252.1,118.89999999999999,303.4,172.4,240,131.9,240.3,142.4,241,141,325.4,118.6,281.1,104.10000000000001,318.2,159.6,255.6,117.1,123.89999999999999,129.7,150.3,253.5,247.9,315.7,133.9,273
18,003,00610,1158,1101,14,13,3,11,0,2,14,845,813,10,6,1,10,0,0,5,488,167.7,403.90000000000003,229.6,469,191.1,319.8,189.4,481.2,201.9,432.7,158.2,550.1,133.1,423.8,212.4,340.2,155.7,173.5,172.5,200.1,497.2,330,420.29999999999995,182.2,434.4
18,003,00620,1210,1158,10,29,1,5,0,0,7,894,868,7,10,1,3,0,0,5,480.9,169.1,518.9,226.1,467.8,187.9,393,197.1,462,204.9,542,156.7,516.1,147.1,543.1,204.9,407.9,169.1,177.3,183.1,196,481.7,400.4,534.5,184.8,481.29999999999995
18,003,00630,1195,1123,7,15,0,24,0,3,23,870,834,5,9,0,18,0,0,4,512.4,191.1,527.5,260.4,512.2,203,428,198.9,510.9,218.6,573,165.3,579.6,135.2,554.4,233.6,466.2,164.8,186.9,181.8,220,528.6999999999999,447,551.6,196.79999999999998,518.4
18,003,00640,1503,1344,53,29,2,51,0,3,21,1211,1096,45,13,2,40,0,2,13,617,277.90000000000003,579,389.09999999999997,607.8,301.8,505,305.09999999999997,612,314,643.9,274,697.9,222,612,349.1,559,257.1,279.2,281.2,337.4,633.4,532.1,611.6,298.8,603.9
18,003,00650,1794,1534,107,69,3,49,0,2,30,1494,1315,82,49,3,38,0,1,6,442.1,273.1,434.1,385.1,430.3,294.9,303.3,263.8,438.09999999999997,305.1,450.9,300.9,494.90000000000003,244,445.1,370,327.2,237.1,279.3,250.4,352.1,451.2,315.2,443.5,297.2,418.5
18,003,00660,833,772,15,27,2,4,0,1,12,615,581,8,17,2,2,0,0,5,154.1,246,163,284.9,156.1,256,123,288,167.2,258,221.1,204,232.79999999999998,192.1,182,275.2,150.1,251.1,238.1,269.5,254.8,177.6,136.5,188.7,250.6,172.2
18,003,00670,1508,1233,111,75,1,38,0,5,45,1215,1045,83,43,1,24,0,2,17,294.2,254,308.1,320.90000000000003,308.1,234.79999999999998,236,230,316.1,251.8,358.9,232.8,357,215,352.1,284,262,208,239,219,279.3,318.7,249.1,339.7,247.9,310.3
18,003,00680,1509,1107,220,84,1,46,2,4,45,1060,849,111,41,1,39,2,0,17,331.1,250,351.2,339,304.9,274.1,256.9,221,303,280,387.2,243,364,228.1,374.2,310,273,206.1,258.1,213.1,297.3,325.4,265.2,370.8,261.4,327.3
