state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,pre_20_rep_tru,pre_20_dem_bid,uss_16_rep_you,uss_16_dem_bay,uss_18_rep_bra,uss_18_dem_don,gov_16_rep_hol,gov_16_dem_gre,gov_20_rep_hol,gov_20_dem_mye,atg_16_rep_hil,atg_16_dem_arr,atg_20_rep_rok,atg_20_dem_wei,sos_18_rep_law,sos_18_dem_har,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20,ndv,nrv
18,011,00060,457,440,0,2,1,6,1,0,7,352,340,0,2,1,6,1,0,2,188.8,49.5,207.6,57.1,173.8,59.300000000000004,146.3,56.9,166.1,76,174.2,37.1,198.20000000000002,44.2,205.2,54.4,163.3,41.4,56.9,48.8,49.8,181.5,155,195.9,52.8,180.2
18,011,00070,737,702,3,20,0,11,0,0,1,635,607,3,15,0,10,0,0,0,317.79999999999995,144.1,366.1,208,290,180.9,233.79999999999998,166.9,293,180.20000000000002,368,131.9,342,134.1,378.90000000000003,187.20000000000002,275.9,131.9,159.7,149.3,175.9,310.9,254.9,371,162.9,318.3
18,011,00080,2094,1900,24,96,5,21,0,1,47,1505,1397,18,57,4,12,0,1,16,318.4,128.4,385.7,174.2,266.5,164.7,203.4,121,268.5,182.3,307.4,130,327.6,133.5,376.4,177.6,226.9,96.9,152.6,107.5,160.9,295.3,213.8,356.1,144.6,298.3
18,011,00090,1656,1589,4,27,4,22,0,1,9,1245,1202,3,19,2,14,0,0,5,614,242.1,668.4,319.2,571.8,291.2,497.3,275.8,562.9,321.4,674.5,190.9,675.1,186.6,687.6,281.09999999999997,561.5,210.7,260.4,242.9,263.8,605.8000000000001,529.3,676.8,257.7,612.7
18,011,00100,1773,1692,12,45,1,11,0,0,12,1379,1330,6,31,1,6,0,0,5,479.7,173.1,530.3,257.7,403.4,235.5,280.6,202.4,406.3,259,461.8,174.7,518,161,530.4,259.8,334.3,163,206.4,181.6,231.8,450.9,308.1,508.1,209.2,438.4
18,011,00110,1427,1371,2,38,1,2,0,0,13,1056,1019,0,27,1,2,0,0,7,403.8,142,436.8,168.1,345,198.9,260.2,145.8,339.8,222.1,370.3,117,422.3,139.9,435.2,166.9,300.9,111.89999999999999,176,128.9,150.9,377.3,280.7,413.90000000000003,156.9,368.4
18,011,00120,699,680,2,7,0,5,0,1,4,517,509,1,2,0,2,0,1,2,253.10000000000002,96.4,298,144.1,236.4,114.9,201.7,104.7,226.1,131.3,280.5,90.7,278.2,76.1,313.9,127.3,228.7,80.8,104.6,92.8,120.7,248.5,215.3,297.5,107.3,257.3
18,011,00130,1405,1322,12,44,5,0,0,1,21,1065,1011,9,27,4,0,0,1,13,345.5,164.6,363.8,231.3,307.4,201.1,214.8,163.7,301,206.5,320,126.1,359.7,158.5,362.7,192.5,243.7,132.7,181.6,147.2,182.6,327.2,229.3,349.3,175,311.6
18,011,00140,709,700,1,4,1,3,0,0,0,555,548,1,3,1,2,0,0,0,285.4,76.9,308.7,77.7,265.3,89.6,218.7,88.8,246.3,121.1,266.6,50.6,303.7,65,299.7,81.7,248.20000000000002,61.2,88.2,74.9,70.1,275.6,234,291.7,79.3,271.4
18,011,00150,157,156,0,1,0,0,0,0,0,132,131,0,1,0,0,0,0,0,78,34,79.1,40.9,86,32,71,40.9,83,37.9,87.9,16.9,92.9,24,85,32.9,86,30,32.1,35.4,30.099999999999998,84.9,78.5,84.1,32.2,83.2
18,011,00155,221,214,0,0,0,3,0,0,4,180,175,0,0,0,3,0,0,2,59,10.4,73.2,11.4,59,11.4,53.4,11.4,60.2,15.299999999999999,61.9,10.4,63.8,12.3,75.10000000000001,9.5,55.1,10.4,12.3,10.9,10.4,60.5,54.4,70.2,11.4,62.3
18,011,00160,886,847,1,19,4,7,0,0,8,668,645,1,10,3,7,0,0,2,360.7,88.9,385.4,132.8,345.90000000000003,101.6,273.9,98.8,327.2,140.7,311.3,87.7,390.3,81,385.4,121.8,302,77,103.39999999999999,87.6,114.9,355.40000000000003,288.5,361.4,103.3,341.9
18,011,00170,1406,1370,3,10,0,11,0,0,12,945,931,2,5,0,4,0,0,3,456.09999999999997,354.9,442,460.2,548,319,417,346.1,524.1,348,637,260,598.9,242,526,375,488.90000000000003,253,316,299.6,365,531.8,453,535.1,328.6,515.1999999999999
18,011,00180,605,556,9,9,4,17,0,0,10,394,371,6,6,1,10,0,0,0,183.20000000000002,154.2,198,219,210.79999999999998,141.4,162.3,167,202.1,157.6,259.40000000000003,141.4,235.7,115.2,224.9,184.5,187.2,135.4,142.1,151.20000000000002,181.7,207.9,174.7,227.4,157.4,207
18,011,00190,971,943,4,9,1,13,0,0,1,714,702,2,5,1,4,0,0,0,274,294,245.1,410.1,300.8,287.9,244,323,278.1,322,366,265,361.1,230,302,356.09999999999997,286.8,263.2,283.8,293.1,343.9,303.7,265.5,304.5,305.6,295.2
18,011,00200,789,702,18,24,1,31,0,0,13,625,559,16,18,1,25,0,0,6,250.79999999999998,273.3,277.7,375.8,278.4,262,207.6,277.7,259.40000000000003,287.5,373.6,259.40000000000003,318.6,209.9,322,333.3,247.2,226,258.2,252,322.8,276.8,227.4,324.4,278.4,281.8
18,011,00210,701,674,3,13,0,3,0,0,8,544,528,3,8,0,2,0,0,3,279.1,203.3,321.5,311,318.6,192,233.9,216.8,307.3,211.4,412.5,190.7,360,156.4,369.2,271.5,270.7,174.7,190.5,196,257.90000000000003,316.2,252.3,367.7,214.1,319.1
18,011,00220,516,480,2,14,0,19,0,0,1,341,322,1,7,0,11,0,0,0,297,192.6,387.8,364.7,360.4,155.5,271.4,233.7,341.59999999999997,182.6,537.4,210.5,380.9,135.5,457.40000000000003,298.2,314.9,183.2,166.8,208.29999999999998,290.90000000000003,344.8,293.3,460.8,217.29999999999998,372.4
18,011,00230,1521,1418,21,29,2,35,0,0,16,975,919,14,14,2,21,0,0,5,518.4,355,550.9,502.7,613.2,325.1,442,345.09999999999997,595.8,338.6,735.1,281.1,653.1,261.6,635,403.8,500.8,261,320,303,395.9,595.2,471,640.1999999999999,341.6,582.5
18,011,00240,1338,1247,14,30,1,24,0,3,19,941,891,11,15,1,15,0,1,7,495.3,341.8,454,459.9,581,323.1,382.8,334.1,551.1,362.09999999999997,613,280.1,638.2,254.8,548.1,378.1,452.1,253.79999999999998,320.3,294,372.8,566.3,417.40000000000003,538.3,331.9,523.8
18,011,00250,951,825,17,28,0,71,0,0,10,568,494,9,16,0,47,0,0,2,368.59999999999997,247.1,477.8,431.9,423.8,240.7,322.5,279.7,409.2,261.7,640,252,469.7,189.4,552.8,375.2,372,222,234.6,251,352.9,418,347.1,556.9,277.8,448.7
18,011,00260,1482,1370,17,27,3,47,0,2,16,971,909,14,14,2,26,0,2,4,607.4,449.3,746.6,705.6999999999999,699.5,424,542.6999999999999,473.5,676.4,468.2,955.4,435.40000000000003,784,348.3,862.3,594,622.1,381.1,422.3,427.5,578.4,691.4,582.3,854.8,475.7,722.1
18,011,00265,215,204,3,2,1,4,0,0,1,177,167,2,2,1,4,0,0,1,142.5,120.8,192.9,222,159.9,113,120.5,146.5,153.1,123.8,236.4,150.5,180.7,98.1,218.2,191.9,135.1,127.8,114,137.2,188.20000000000002,159,127.9,215.8,143.9,171.1
18,011,00270,844,816,4,6,3,9,0,0,6,641,626,3,1,2,6,0,0,3,309.2,209.5,307.5,275.7,358.3,196.8,264.8,228.5,326.9,230.7,386,174.4,396.7,158.7,341.7,248.2,304.2,183.3,198.9,205.8,232.89999999999998,347.9,284.5,345.1,211.6,332.6
18,011,00280,1029,954,9,25,1,12,0,0,28,768,727,6,14,1,7,0,0,13,303.2,306.8,329.1,384.3,337.6,297,282.9,325.9,324.1,322.8,438.3,244.2,375,250.70000000000002,368.8,347.6,327.4,272.2,295.4,299.2,325.5,335.4,305.6,379,306.7,342.5
18,011,00290,2317,1937,55,89,8,168,0,6,54,1418,1210,36,47,1,110,0,1,13,870,698.1,1012.9,1181.5,977.9,663.1,673.1999999999999,761.5,944.8,721.3,1246.3,816.3,1092,592.4,1135.2,1036.6000000000001,762.5,664.5,668.6999999999999,713.1,1011.3000000000001,971.1,718,1131.3999999999999,792.8,968.4
18,011,00295,3,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1.6,1.4,2.2,2.6,1.8,1.3,1.4,1.7,1.8,1.4,2.7,1.8,2.1,1.1,2.5,2.2,1.5,1.5,1.3,1.6,2.2,1.8,1.4,2.5,1.7,2
18,011,00300,2112,1942,26,47,5,59,0,6,27,1174,1093,16,20,3,33,0,3,6,576.9,458.5,605,671.7,707.1,407.1,489.2,471,658.6,461.9,847.1,387.3,777.1,325.6,720.1,559.9,585.3000000000001,359.7,413.7,415.4,539.6,680,536.9,723.9,455.7,662.9
18,011,00310,700,667,0,20,0,12,0,0,1,448,434,0,6,0,8,0,0,0,224,162.1,263.9,255.10000000000002,266,154.9,211,177,247,171,334.90000000000003,154.9,279.1,132,307,208,245.9,134.9,155,155.9,206.1,254,228.5,301.9,172.4,264.40000000000003
18,011,00320,563,513,16,1,1,26,0,0,6,528,481,14,1,1,26,0,0,5,212,135.9,339.90000000000003,389.9,225.9,124.8,214.9,200.10000000000002,223.1,132.1,475.1,242,252,96,392.90000000000003,327.09999999999997,253,160.9,122.1,180.5,319.59999999999997,228.2,234,402.7,201,287.59999999999997
18,011,00330,1135,1014,15,42,2,36,0,1,25,816,753,11,19,1,24,0,0,8,327.8,266.8,363.6,365.5,355.7,252.9,271.5,266.8,344.3,277.3,426.9,249.20000000000002,409.40000000000003,219,396.7,327.6,300.9,230.9,254,248.8,314.2,359.3,286,395.9,272.9,355.3
18,011,00340,1827,1647,41,53,0,63,2,0,21,1216,1102,31,31,0,43,2,0,7,644.2,517.1,753.4,795,790.9,443.5,567.3,555.4,747,505.7,1052.8,483.7,859,369.9,896.2,671.4,648.8,451.7,459,503.4,649.9,760.6,608.2,900.6999999999999,532.4,773.3
18,011,00341,155,137,2,5,4,4,0,0,3,115,107,1,2,1,4,0,0,0,86,70.1,105.39999999999999,110,95.8,68.5,68.2,77.4,96.1,71.5,138,69.10000000000001,109,57.5,118.8,98.3,77,66.3,66.9,71.6,92.3,96.5,72.5,120.7,76.7,99.3
18,011,00342,797,616,53,43,0,62,0,3,20,484,368,33,24,0,51,0,0,8,362.8,294.90000000000003,443.6,463.7,403.2,287.8,286.9,326.4,404.8,301.4,580.9,291.7,459.70000000000005,241.7,500.1,413.7,324,278.9,281.5,302.40000000000003,389.6,407.7,305.4,508.09999999999997,322.2,418.6
18,011,00350,704,691,3,4,0,1,0,0,5,537,525,3,4,0,1,0,0,4,265.90000000000003,63.4,303.09999999999997,86.7,231.9,95.5,197.7,78.4,233.9,97.6,222.8,55.6,263,61,290.1,95.5,212.9,63.4,79.7,71.1,79.2,248.1,205.6,272.3,77.1,246.9
18,011,00360,1050,1020,4,10,1,3,0,4,8,742,724,2,8,1,3,0,1,3,374.59999999999997,74.4,422.9,78.7,325,106.1,283.2,72.7,299.4,138.1,320.3,49.4,367.40000000000003,74.4,404,82.7,296.8,59.2,98.2,65.5,71.2,341.8,290,382,81.4,344.2
18,011,00370,963,952,0,5,0,1,0,0,5,715,712,0,0,0,1,0,0,2,336.8,94.1,358.6,119.6,279.3,135.3,234.20000000000002,101.2,272.4,156.6,265.8,93.5,346,85.4,345.09999999999997,137.1,254.9,84.9,117.7,92.9,116.6,308.9,244.5,323.3,111.9,299.3
18,011,00380,718,685,0,4,3,15,0,0,11,540,516,0,3,2,11,0,0,8,258,54,319.4,64.8,226.9,71.9,209.1,69,224.9,77.6,223.8,52.4,267.1,48.300000000000004,305,71.3,220.7,57.6,62.5,63,63.1,244.6,215.1,282.4,63.4,250.7
18,011,00390,1464,1437,4,21,0,0,0,0,2,1051,1038,3,8,0,0,0,0,2,624.4,116.6,717.1,153.9,558.3000000000001,181.3,468.7,111.3,542.3000000000001,219,541.9,87.2,625.6,108.10000000000001,703.7,153.9,504,82.6,157.1,96.5,132.7,587.1,486.1,653.4,135.4,587.6
18,011,00400,649,638,2,2,0,2,0,1,4,504,499,1,1,0,0,0,1,2,263.5,48.5,260.7,66.3,241.2,59.8,194,47.6,232.9,77.4,200.3,41.2,272.1,40,250.20000000000002,73.7,208.8,34.7,56.3,41.1,60.5,252.4,201.5,237,54.4,235.4
18,011,00410,584,564,3,4,2,0,4,0,7,462,447,2,2,2,0,3,0,6,261,70.9,296.4,91.4,250.5,96.9,191.9,82,238.1,112.2,252.9,68.4,277.2,67.2,295.3,78.7,208.8,61.7,87.2,71.7,79.3,256.4,200.8,281.9,81.5,252.5
18,011,00420,1163,1124,1,16,1,6,0,2,13,862,842,0,7,1,5,0,0,7,418.4,97.8,553.2,252.6,415.4,117.2,368.5,135.8,389.9,139.3,517.4,172.4,444.5,85.5,568.9,229.20000000000002,400,104.6,109.60000000000001,119.7,218.2,417.4,383.9,547,147.9,453.1
18,011,00430,1052,1034,2,9,2,1,0,0,4,808,793,2,6,2,1,0,0,4,326.8,117.8,369.2,113.3,288.1,142.7,228.29999999999998,93.2,263.9,177,279.8,86,337.1,114.1,361.7,117.8,253.9,75.2,137.2,83.6,106,305,241.3,337.2,115,300.4
18,011,00440,1191,1178,0,6,1,0,0,0,6,872,867,0,4,1,0,0,0,0,400,79.6,428.5,113.2,335.5,128.5,286.3,87.3,345.3,139,329,60.2,407.6,75.3,421,123.2,309.3,66.7,105.2,75.7,98.6,372.7,297.5,392.3,95.8,362.2
18,011,00450,1011,928,9,26,1,25,0,0,22,702,653,8,13,1,18,0,0,9,556.3,311,612,482.1,608,277.2,446.8,309.8,608,300.1,736,291.9,674.8000000000001,224.9,681,413.09999999999997,475.8,270,278.3,289.5,395.8,611.4,461.40000000000003,676.6,320,599.8
18,011,00460,1346,1294,6,11,1,21,0,0,13,971,943,3,7,1,13,0,0,4,549.9,209.4,596,320.2,596.7,207,466.2,251.20000000000002,567.6,247.1,632.9,195.4,638.1,164.4,636.1,269.3,510.9,199.6,207.2,225,261.4,587.4,488,621.8,229.1,577.1
18,011,00470,1398,1329,2,43,10,3,0,0,11,1038,1005,0,20,6,2,0,0,5,566.6,120,622.8,159.7,509.7,148.5,458.1,132.4,485.6,196.6,537.1,94.7,568.7,114.5,622.8,158.7,485.6,95.5,145.8,112.9,138.5,532.7,472.5,593.1,136.2,538
18,011,00480,1681,1552,22,55,0,17,0,0,35,1207,1127,14,34,0,16,0,0,16,746.5,466.9,942,776.3,758.7,477.5,547.2,534.4,735.8,518.3,1006.3000000000001,505.6,852.3000000000001,417.8,1020.5,703.3,617.4,457.7,470.2,496.2,661.3,773.1,582.1,989.7,538.9,802.5
18,011,00490,773,749,7,5,4,3,0,3,2,587,569,6,4,2,3,0,1,2,320.9,123.7,515.1,298.59999999999997,311.3,130.9,307.3,153.6,311.2,143.8,487.5,204.4,344.6,107.6,547.3,261.8,335.7,123.1,126.2,138.2,255.1,322,320.9,516,172.4,386.7
18,013,00010,1451,1410,4,21,4,2,0,1,9,1120,1091,2,11,4,2,0,1,9,461.3,186.1,559.1,238.1,415.3,222.7,359.1,212.3,411.3,246.2,443.7,186.1,479.7,196.79999999999998,538.4,256.4,383.5,180.3,212.70000000000002,196.4,226.4,442.2,371.3,513.9,213.8,449.8
18,013,00020,1787,1745,0,24,3,4,0,0,11,1342,1316,0,14,3,4,0,0,5,542.5,154,653.5,188.8,484.8,190.7,423.4,187.8,470.7,224.7,493.6,151.9,550.7,163.7,620.5,219.8,456.5,163.7,183.3,175.8,186.8,512.2,439.8,589.2,183,521.9
18,013,00030,1098,1079,3,6,2,2,0,0,6,929,913,3,5,2,2,0,0,4,469.09999999999997,135.9,576.1,198.9,428,173.1,401.2,170,416.7,195.8,507.2,146,470.59999999999997,146.8,563.6,212.9,424.9,149.9,162.4,159.5,185.8,446.1,413.1,549.4,170,472.6
18,013,00040,1226,1188,2,9,4,5,0,1,17,943,921,1,7,4,3,0,1,6,468.2,169.2,528.2,185.3,429.2,197.7,371.90000000000003,181.8,422.8,218.1,423.59999999999997,134,488.9,162,510.90000000000003,203.2,398.9,160.79999999999998,186.9,171.3,174.5,452.09999999999997,385.2,487.6,179.4,449
18,013,00050,844,801,6,14,6,4,0,1,12,698,671,4,11,3,3,0,0,6,239,171.9,274.4,209.29999999999998,217.9,190,208.1,189,209.29999999999998,205.20000000000002,256.1,162.2,254,167,278.4,195.3,231.3,163.8,183.4,176.3,189.1,229.7,219.20000000000002,269.8,183.8,240.8
18,013,00060,980,951,2,16,2,1,0,0,8,752,734,0,10,2,1,0,0,5,355,155.8,412.5,158.2,330.8,177,297,168,315.7,207.4,329.3,129.9,361.1,158.9,386.7,173.2,330.8,148.4,175,158.2,153.6,340.8,314.3,376,164.1,346.59999999999997
18,013,00070,952,919,10,3,6,6,0,1,7,767,746,5,3,3,5,0,0,5,259,207,286.7,248.8,232.7,234.6,199.2,220.1,225.5,253.7,250.2,217.9,269.6,216.2,281.9,256.8,204.8,208.9,228.3,214.8,241,246.7,201.9,273,229.9,245.5
18,013,00080,2008,1940,2,31,1,6,0,1,27,1549,1506,2,20,0,4,0,1,16,648.1,293,723,319.5,612.2,338.1,523,317.4,587,378.9,594.4,245.1,681.8,296.2,687.8,346.6,544,282,326.3,299.8,304.3,631.7,533.1,668.3,312.6,622
18,013,00090,1544,1482,11,25,4,0,1,0,21,1194,1161,5,12,4,0,0,0,12,511.1,243.6,599.4,291.8,451.9,301.3,424.3,252,448.4,330.9,517.1,224.4,546,246.6,593.2,299.6,451.1,225.3,280.6,238.7,271.7,489.6,437.6,570.1,268.3,504.7
18,013,00100,1123,1071,7,14,9,9,0,3,10,936,909,3,8,7,2,0,2,5,368.1,241,437.90000000000003,306.1,354,272.3,309.1,258.2,336.9,289.5,419.5,242.9,408.7,230.7,433.2,300.1,351.2,228.9,258.7,244,282.8,367.2,330.2,430.5,263.3,379.4
18,013,00110,1084,1060,3,6,2,2,0,4,7,909,887,3,6,2,2,0,2,7,345.5,282.8,347.2,357.2,339.1,301.09999999999997,321.4,309.9,337,307.8,361.3,268.4,390.1,253.9,359.3,340,348,282.8,285.9,295.9,322.1,353.5,335.1,356.5,300.7,349.8
18,013,00120,1145,1115,3,9,4,3,0,0,11,931,911,3,7,4,1,0,0,5,348.3,277.5,378.7,334,319.7,309.3,265.9,301,306.7,341.5,358.1,273.1,363.1,281.4,371.2,338.1,304.3,271.5,302.2,286.1,315.4,334,285,369.8,302.5,335.1
18,015,00010,516,498,0,11,0,1,0,0,6,381,372,0,3,0,1,0,0,5,186.1,46.8,181.8,54.2,167.3,60.9,120.7,48.4,157.7,76.2,139.5,38.1,184.1,51,187.5,48.4,131.7,42,58.9,44.3,47.5,173.7,125.6,169.3,51.9,162.1
18,015,00020,1742,1685,3,37,5,1,0,1,10,1314,1292,0,17,1,1,0,1,2,670.8,139.4,764.1,155,598.4,203.3,525.6,155,588.4,249.3,619.4,111.2,697.2,155,752.4,181.1,553,132.1,186.5,143,149.1,638.6,539,712.5,163.5,641.2
18,015,00030,598,591,0,3,0,1,0,0,3,443,439,0,1,0,1,0,0,2,246.4,42.8,278.2,52.5,209.5,64.7,183.6,52.5,205.7,82.3,222.1,36.1,256.7,42.8,280.5,54.1,193.8,44.3,58.5,48,47.300000000000004,229.4,189.4,260.5,52.5,230.1
18,015,00040,1255,1224,3,10,1,7,0,0,10,902,885,0,6,1,5,0,0,5,320.5,97.5,396.8,115.3,278.3,137.5,223.8,104,278.3,151.1,325.4,85.7,337.2,104,394.4,127,254.6,83.7,121.9,93.6,110.1,302.6,240.4,371.8,110.9,312.2
18,015,00050,1678,1593,4,58,3,0,0,3,17,1277,1226,3,36,3,0,0,1,8,538.3,157.3,588.5,169.6,468.1,212.7,371.8,150.8,469.7,246,524.6,117,550.8,166,583,186.1,418.2,119.5,195.9,133.7,158,507.8,393.9,566,169,503
18,015,00060,1247,1139,3,93,0,0,0,1,11,947,892,2,49,0,0,0,0,4,365.2,136.3,375.4,182.9,310.1,172.3,242.6,143.8,304.8,194.9,360.3,130.7,374.4,129,395,183.4,271.7,116.1,158.7,129.7,166.1,338.3,257.1,376.8,154.4,333.2
18,015,00070,1646,1375,6,235,4,5,0,0,21,1197,1024,3,152,4,4,0,0,10,361.8,175.5,412.7,194.4,314.6,212.2,216.7,173.1,299.4,229.7,330.8,146.8,373.2,167.8,410.4,207.4,243.1,146.1,196.6,158.8,184.2,338.1,229.9,383.4,184.4,329.5
18,015,00080,885,855,0,26,1,0,0,0,3,659,644,0,12,1,0,0,0,2,327,88.1,360.40000000000003,94.9,286.6,117.9,238.4,95.4,276.1,139.1,300.4,64.1,325.6,93.2,349.6,110.9,258.5,73.2,108.39999999999999,81.8,90.5,303.2,249,336,96.4,302.1
18,015,00090,1391,1369,5,2,1,0,0,0,14,996,986,2,2,0,0,0,0,6,407.3,110.9,443.5,122.8,358.7,153.9,283.4,127.1,338.8,188.9,364.1,81.7,426.4,110.9,441.4,133.9,314.3,102.4,141.5,112.9,112.2,382.5,298.9,415.3,126.6,375.8
18,015,00100,1295,1209,1,72,5,1,0,0,7,1022,981,1,36,2,1,0,0,1,431.6,130.5,520.5,175.7,389.6,168.1,346.2,150.7,379.1,190.2,484,120.2,444.59999999999997,137.2,522.6,175.7,376.3,123.5,156.4,136.4,158,410.2,360.9,510,152,432.40000000000003
18,015,00110,867,847,1,13,2,0,0,0,4,692,681,1,8,2,0,0,0,0,315.6,96.1,342.1,108.1,284.3,129.3,240.7,101.7,279.1,151.2,309.4,76.4,330.6,97.3,343.9,116.7,253.20000000000002,91.3,117.7,96.6,101.1,302.2,246.6,332,107.7,299.8
18,015,00120,440,431,0,7,0,1,0,0,1,333,327,0,4,0,1,0,0,1,162.2,38.9,164.70000000000002,42.5,138.8,60.2,114.8,46.1,140.4,65.5,142.4,30.5,168.29999999999998,38.9,159.5,48.5,131.6,32.7,51.4,38.6,40.9,152.1,123.4,155.7,45.1,147
18,015,00130,433,413,2,15,0,1,0,0,2,329,314,2,11,0,1,0,0,1,145,44.5,153,60.2,126,59.1,100.4,61.1,125.3,67.5,134.9,37.9,155.1,37.9,161.20000000000002,59.1,122.2,38.6,51.5,50,51.9,138.9,111.2,149.7,51.4,135.9
18,015,00140,1249,1202,2,41,0,0,0,0,4,923,894,2,25,0,0,0,0,2,348.9,92.3,404,96.4,301.2,134.6,256.8,105.9,290.7,158.2,335.9,66.8,346.8,103.5,401.9,120.7,274.9,92.8,121.9,99.2,94.5,321.2,265.6,380.3,106.8,329.1
18,015,00150,1548,1481,5,35,1,1,0,8,17,1163,1122,4,25,1,1,0,3,7,464.2,131.5,521,177.8,404.9,187.4,332.7,169.4,394.2,212.5,449.8,135.9,488.9,125.2,511.2,200.4,371.8,129.2,164.5,148.2,172.2,438.3,352.2,495.2,163.4,437.2
18,015,00160,475,468,0,2,3,0,0,0,2,346,342,0,2,2,0,0,0,0,119.9,38.7,152.4,41.2,93.7,57.1,76.2,42.8,97.6,62,115.9,23.9,123.9,41.9,150.2,47.8,83.3,36.9,49.800000000000004,38.9,37.8,108.2,79.5,138.8,43.3,113
18,015,00170,1398,1359,5,25,3,0,0,0,6,1076,1049,5,16,2,0,0,0,4,393.2,154.8,487.8,176.1,352.5,187.4,313.1,167,338.6,218.3,434.5,124.3,408.2,160.3,495.2,181.8,349.5,140.8,179.8,154.8,160.8,373.1,330.9,472.6,167.9,397.2
18,015,00180,943,913,1,20,4,1,0,0,4,758,735,1,13,4,1,0,0,4,266.2,119.4,329,145.2,243.3,136.7,180.5,105.8,235.70000000000002,151.7,296.1,107,281.9,120.3,320.9,154.3,202,89.3,131.9,97.3,135.3,256.6,191,315.6,125.9,261.6
18,015,00190,549,536,1,6,0,0,1,0,5,440,431,0,3,0,0,1,0,5,205,48.7,207,59,183.9,70.9,147.9,68,175.7,88.3,182.5,38.2,219.7,49.8,210.29999999999998,59,166.7,51.9,65.3,59.699999999999996,52.5,195.9,157.2,199.8,59,189.4
18,017,00010,763,659,4,88,3,6,0,0,3,590,523,2,58,3,4,0,0,0,169.4,94,187.8,110.4,134,125.6,90.2,102,135.2,134,157.7,91.9,164.1,112,177.3,124.6,116.4,85.1,116.9,93.2,109.7,150.7,103.39999999999999,174.6,109.1,148.3
18,017,00020,1090,834,9,220,4,11,0,0,12,760,604,7,132,3,11,0,0,3,152.4,85.2,197.4,70.4,128.6,99.9,99.4,73.6,131.5,118.4,164,61.1,166,85.2,186.9,76,108.5,62.9,97.1,67.7,69.9,144.6,103.8,182.9,82.6,149.2
18,017,00030,751,493,13,222,0,18,0,0,5,523,361,8,134,0,16,0,0,4,75.7,51.1,84.6,59,60.7,61.1,47.3,44.5,59,63.6,75.9,44.1,76.9,55.7,85.6,62.2,57.6,38.7,57.7,41.6,55.2,67.4,52.2,81.9,52.8,69.2
18,017,00040,1639,1163,26,385,3,22,0,9,31,1144,885,22,212,3,14,0,0,8,246.8,133.5,267.2,160.1,192.8,171.4,149.2,116.5,196.4,191,233.8,125.9,259,148.8,278.4,162.5,168.4,110.1,161.4,112.8,149.8,222.3,159.4,260.3,147.4,219.9
18,017,00050,1142,886,57,186,2,0,1,0,10,789,660,23,102,2,0,1,0,1,192.5,102.3,181.2,120.3,146.6,142.1,93.4,116.4,156.5,141.5,157.8,105.3,186.9,116.8,176.3,126.9,116.4,93.4,124.8,104.9,118.4,170.5,104.9,172.1,117.4,157.4
18,017,00060,1102,873,31,183,5,0,0,2,8,822,698,18,97,5,0,0,1,3,211.8,94.7,218.6,145.1,183.20000000000002,125.7,137.1,104.3,178.8,142.8,189.5,126.6,218.6,110.8,211.8,150,169.1,79.5,118.3,91.8,141.3,198,153.6,207.6,120,190.6
18,017,00070,778,439,38,271,8,17,1,1,3,590,363,21,183,6,15,1,0,1,47.1,42.5,56.7,52.2,38,48.5,26.2,28.5,37.4,49.4,48.5,47.1,51.3,40.2,54,57.6,30.5,26.2,45.4,27,52.2,43.3,28.1,53.3,43.9,43.6
18,017,00080,903,489,15,356,2,29,0,0,12,583,365,10,182,2,18,0,0,6,75.7,63.5,70,69.2,65.1,72.3,34.9,60,58.3,83.5,60.6,60.6,80,62.6,69.2,76.1,41.4,52,70.4,55.6,69,69.6,38.2,66.5,66.5,61.5
18,017,00090,1043,631,28,350,2,19,0,2,11,740,493,11,216,2,13,0,0,5,124.2,92,123.3,100.6,103.3,110.2,68.9,89.4,101.6,122.9,109.1,87,132.5,96.4,124.1,106.7,81.7,79.9,105.3,84.3,98.4,115.3,75.6,118.7,98.4,107.4
18,017,00100,1261,852,28,334,7,22,0,3,15,859,625,22,190,5,14,0,1,2,195.4,126.1,205,138.9,167.2,150.8,114,122.4,169.9,161.1,189.2,112.2,210.5,132.2,207.3,142.7,138.8,108.5,142.8,114.9,131.2,185.7,127.1,200,132.8,176.8
18,017,00110,1248,1130,10,76,0,23,0,0,9,942,873,6,41,0,17,0,0,5,350.8,181.6,383.2,199.4,306.5,221.4,265.9,201.3,303.1,239.1,358.6,159.8,378.3,157,394.3,190.7,297.8,170.1,199.7,185.7,183.7,334.6,282.2,378.8,191,337.4
18,017,00120,1135,825,13,272,0,14,0,2,9,801,629,10,148,0,9,0,0,5,206.2,114.4,217.6,149.5,169.2,139.6,114.4,121.9,171.8,155.7,192.4,121.9,224.4,109.1,213.3,160.2,146.4,109.1,129.1,114.9,143.6,192.2,130.6,207.1,130.5,184.1
