state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,pre_20_dem_bid,pre_20_rep_tru,uss_18_dem_bro,uss_20_dem_str,uss_20_rep_wei,atg_18_dem_rac,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20,ndv,nrv
11,001,02-111,3335,52,3141,67,9,9,0,7,50,2665,51,2507,47,8,9,0,6,37,1542.1,30.400000000000002,1809.8999999999999,61.7,989.7,1510.5,57.9,1023.3,1542.1,1006.5,1660.1000000000001,30.400000000000002,NA,59.800000000000004,1374.8,50.2
11,001,02-112,3031,33,2875,38,14,11,0,2,58,2461,33,2331,27,12,10,0,2,46,1407,14.9,1547.1,47.1,860.2,1280,58.1,903.9,1407,881.9,1413.4,14.9,NA,52.6,1199.8999999999999,39.800000000000004
11,001,02-113,3241,196,2898,61,9,9,0,4,64,2643,177,2353,46,6,9,0,3,49,1669.1,36.2,1810.2,59.9,1073.8,1517,54.1,1145.3999999999999,1669.1,1109.2,1663.3,36.2,NA,56.7,1443.1,50.3
11,001,02-114,4827,61,4629,43,7,10,0,3,74,3255,58,3106,28,5,9,0,3,46,1892.2,33.9,2125.3,87,1100.4,1773.2,80.8,1192.2,1892.2,1146.3,1949.3,33.9,NA,83.7,1616.5,67
11,001,02-115,4484,33,4323,55,9,9,0,4,51,3092,31,2969,38,8,8,0,3,35,1493.3999999999999,18.1,1463,41,772.9,1250,51.9,799,1493.3999999999999,785.9,1356.6,18.1,NA,46.1,1155.7,37
11,001,02-116,6400,24,6233,58,5,12,0,4,64,4270,21,4152,35,4,10,0,4,44,2251.2,30.900000000000002,2419.7,66.1,1266.1,2036.1000000000001,94.1,1298,2251.2,1281.9,2227.9,30.900000000000002,NA,80,1854.3,63.800000000000004
11,001,02-117,3310,31,3147,64,2,8,0,4,54,2100,24,1993,36,2,7,0,2,36,1405.1,28.9,1585.1,58,848.9,1339.9,70.2,859.9,1405.1,854.1,1462.5,28.9,NA,64,1207.9,52.5
11,001,02-118,4433,20,4270,85,8,6,0,4,40,2790,17,2688,43,6,4,0,3,29,1698,24,1903.1000000000001,52.8,998.9,1623.2,55.900000000000006,1027.9,1698,1013.5,1763.1000000000001,24,NA,54.1,1450.3,44.3
11,001,02-119,4344,87,4132,66,9,15,1,3,31,3030,84,2862,46,6,11,1,2,18,1542.8,32.8,1518.8,70.1,869.9,1286.9,71.1,902.9,1542.8,886.4,1403,32.8,NA,70.6,1224,58
11,001,02-120,3053,33,2942,36,9,4,0,1,28,2013,31,1931,23,5,4,0,1,18,1264.1,17,1569,52,847.9,1319.9,61.2,867.9,1264.1,857.8000000000001,1444.5,17,NA,56.9,1173.8,43.5
11,001,02-121,5256,28,5091,64,10,8,6,4,45,3665,27,3546,35,9,8,2,4,34,2090,23.2,2480.1,61.9,1199.9,2077.9,93,1250,2090,1225.2,2279.1,23.2,NA,77.4,1819.5,59.3
11,001,02-122,2725,14,2611,58,5,4,0,3,30,1934,11,1855,40,4,4,0,2,18,1119.8999999999999,16.1,1275.9,40.1,704.8,1066.1,50,731,1119.8999999999999,717.9,1170.9,16.1,NA,45,979.4,35.4
11,001,02-123,5985,1439,3850,378,23,89,4,6,196,4319,1066,2816,245,18,67,4,4,99,1490.2,81.2,1818,129.6,966.3,1555.9,136.7,1018.9,1490.2,992,1686.5,81.2,NA,133.3,1369.9,116.1
11,001,02-124,3712,47,3552,42,5,13,0,0,53,2771,42,2646,33,5,11,0,0,34,1624.9,32.8,1919.1,44.1,1053,1614.9,72,1105.1,1624.9,1078.9,1767.2,32.8,NA,58.3,1463.3,49.7
11,001,02-125,7417,25,7193,70,11,7,0,18,93,5045,22,4886,47,9,7,0,13,61,2759.1,23.9,2901.2,104,1484.1,2497.1,100.1,1515.8,2759.1,1500,2699.1,23.9,NA,102.1,2231.2000000000003,76.1
11,001,02-126,6900,296,6229,188,12,41,9,8,117,5152,222,4687,117,11,38,7,4,66,2204,41,2604.1,105.10000000000001,1319.8,2223.9,114.9,1372.2,2204,1346,2414.2,41,NA,109.9,1944.8,86.7
11,001,02-127,5854,1693,3522,248,48,177,3,16,147,4919,1651,2747,207,33,156,3,12,110,3244.9,170.1,3709.8,239.3,2098,2960.8,306,2475,3244.9,2286.3,3335.2000000000003,170.1,NA,272.7,2897.8,238.6
11,001,02-128,3638,1058,1973,236,14,238,2,15,102,3158,1034,1583,213,14,218,2,15,79,2035.1,97.8,2180.9,139.8,1282.5,1773.7,176.79999999999998,1475.1,2035.1,1378.8,1977.3000000000002,97.8,NA,158.2,1749.5,138.2
11,001,02-129,3869,2242,557,313,10,649,1,15,82,3678,2187,487,283,9,623,1,10,78,2118.5,117.4,2400.9,197.5,1361.1,1930.2,269.4,1554.8999999999999,2118.5,1457.9,2165.4,117.4,NA,233.4,1873.5,194.9
11,001,02-130,2089,1656,186,94,9,103,1,7,33,1927,1537,176,85,9,92,1,3,24,765.2,114.2,769.2,150.1,460,555,204,565.1,765.2,512.6,662.1999999999999,114.2,NA,177,622.9,156.1
11,001,02-131,2794,1569,851,155,3,143,0,3,70,2658,1518,782,151,3,137,0,3,64,2407.9,222.20000000000002,4778.2,819.8,2282.8,3815.8,1135,2561,2407.9,2421.7,4296.6,222.20000000000002,NA,977,3169.3,725.9
11,001,02-132,3036,13,2917,52,4,1,2,2,45,2283,13,2190,36,4,1,2,1,36,1245.8,14,1476.1,39,824,1246.9,52,836,1245.8,829.7,1361.2,14,NA,45.5,1125.7,34.9
11,001,02-133,1866,86,1710,22,5,11,0,0,32,1482,80,1351,17,5,8,0,0,21,968.2,14.5,1006.2,33.2,607.3,839.8,51.2,639.6999999999999,968.2,623.5,922.9,14.5,NA,42.4,812.2,32.9
11,001,02-134,3511,31,3376,39,3,3,0,11,48,2488,29,2384,26,3,3,0,9,34,1469,25,1534.2,48,852.9,1271,56.1,863,1469,858,1402.6,25,NA,51.9,1198,43
11,001,02-135,3959,954,2603,169,8,77,3,18,127,3471,901,2228,143,8,76,3,16,96,2302.1,70.8,2462.1,103.1,1488.9,1982.9,146.8,1777,2302.1,1632.9,2222.3,70.8,NA,124.7,2002.6,106.9
11,001,02-136,1735,1371,83,118,3,110,1,3,46,1631,1314,74,104,3,98,1,2,35,830.9,38.9,794,56,492,639,63,631,830.9,561.5,716.5,38.9,NA,59.6,677.3000000000001,52.7
11,001,02-137,1253,566,451,161,5,46,0,4,20,1101,542,365,124,4,44,0,4,18,949.9,34.9,949,51,599.1,770.8,77,715,949.9,657.2,860,34.9,NA,64.1,796.9,54.199999999999996
11,001,02-138,4265,3072,392,307,5,366,0,16,107,3715,2731,328,264,5,309,0,9,69,2044.3999999999999,136.9,2154.9,167.8,1279.2,1624.2,210.1,1589,2044.3999999999999,1434.1,1890,136.9,NA,188.9,1738.2,171.5
11,001,02-139,2732,100,2412,76,5,68,0,3,68,2430,95,2156,57,5,58,0,2,57,1798,56,2390.9,84.9,1340.9,2036.1,97,1411.1000000000001,1798,1376.2,2213.6,56,NA,91.1,1795.3999999999999,79.3
11,001,02-140,2489,38,2365,39,1,10,0,4,32,1929,38,1824,31,1,10,0,2,23,1195.9,19.8,1263.3,45.8,708,1053.1,57.2,734.9,1195.9,721.4,1158.2,19.8,NA,51.4,991.1,41
11,001,02-141,3831,2695,411,405,5,227,0,10,78,3662,2633,376,349,5,223,0,9,67,2361.1,108,2406,134,1359.9,1849.9,229,1640.9,2361.1,1500.4,2127.8,108,NA,181.5,1923.7,157.1
11,001,02-142,2074,980,785,113,3,108,1,3,81,1959,953,733,104,3,101,1,3,61,1351.4,88.2,2172.5,230.79999999999998,1137.3999999999999,1744.2,267.3,1325.4,1351.4,1231.2,1958.5,88.2,NA,248.7,1546.2,195.5
11,001,02-143,5753,3413,1122,397,12,653,5,13,138,5551,3360,1037,374,10,631,5,12,122,2483.8,199.5,3523.9,310.6,1554,2167.6,379.1,1728.9,2483.8,1641.6,2845.4,199.5,NA,345,2291.8,296.4
