state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,pre_20_rep_tru,pre_20_dem_bid,uss_18_rep_wic,uss_18_dem_bar,uss_r18_rep_hyd,uss_r18_dem_esp,uss_20_rep_hyd,uss_20_dem_esp,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20,ndv,nrv
28,039,102,743,681,30,24,4,0,0,1,3,560,503,28,22,4,0,0,0,3,296.90000000000003,22.2,333.8,32.1,202.6,24.9,165.5,29.8,307.8,54.6,22.2,24.9,43.7,296.90000000000003,202.6,320.59999999999997,32.5,260.9
28,039,103,492,479,5,2,1,0,0,0,5,370,361,2,1,1,0,0,0,5,276.8,13.9,310.90000000000003,16.9,216.2,13.9,179.2,9,287.9,33.1,13.9,13.9,25.1,276.8,216.2,299.2,17.1,254.29999999999998
28,039,104,692,647,17,15,5,0,0,0,8,468,445,7,8,4,0,0,0,4,269.9,18.3,269.1,31.7,168.29999999999998,20.6,146.6,22.3,241.6,53.6,18.3,20.6,42.6,269.9,168.29999999999998,255.2,29.3,219.2
28,039,201,526,467,24,32,0,1,0,0,2,392,347,19,25,0,1,0,0,0,232.2,28.4,233.1,32,170.29999999999998,24.1,136.6,20.5,211.5,42.5,28.4,24.1,37,232.2,170.29999999999998,222.6,29.4,196.6
28,039,202,768,723,7,28,3,0,0,1,6,575,537,6,24,3,0,0,1,4,361.2,18.9,438,39,274.2,21.1,224.2,23.2,407,59.7,18.9,21.1,49.4,361.2,274.2,422.4,32.1,341.1
28,039,203,2012,1944,8,43,0,1,0,1,15,1418,1373,7,24,0,1,0,1,12,856.6,42.1,922,60.5,602.6,52.3,493.1,56.699999999999996,830.5,120.1,42.1,52.3,90.6,856.6,602.6,876.1,66.3,740.6
28,039,204,813,795,7,8,2,1,0,0,0,591,579,3,6,2,1,0,0,0,351.2,21.2,412.1,16,269.1,13.1,207.3,15.2,367.9,36.2,21.2,13.1,25.9,351.2,269.1,389.8,20.6,321.8
28,039,205,754,726,5,8,5,2,0,0,8,572,559,2,4,5,1,0,0,1,291.3,20.5,344.1,15.299999999999999,199.1,11.7,162.2,10.7,320.9,24.5,20.5,11.7,19.8,291.3,199.1,332.2,16.8,263.4
28,039,301,724,636,65,8,1,12,0,1,1,542,484,41,8,1,6,0,1,1,317.1,42.3,362,49,240.3,35.2,194.7,36.3,328.9,80.2,42.3,35.2,64.3,317.1,240.3,345.2,48.6,288.6
28,039,302,647,620,16,5,1,0,0,0,5,460,448,7,2,1,0,0,0,2,303.9,21.3,334,16.3,218,17.7,178.3,16.3,298.1,42.6,21.3,17.7,29.400000000000002,303.9,218,316.2,22.400000000000002,266.5
28,039,303,2128,1777,295,23,6,3,0,3,21,1522,1276,217,12,5,3,0,2,7,696.9,146.3,885.1,177.2,491.7,125.9,400.8,135,824.4,224.4,146.3,125.9,200,696.9,491.7,853.7,161.1,660.1999999999999
28,039,304,1345,1219,74,30,2,3,0,0,17,973,888,58,15,2,1,0,0,9,559.9,52.300000000000004,652.1,62.8,416.1,49.1,362.8,43.4,591.4,106.7,52.300000000000004,49.1,85,559.9,416.1,621.2,63,516.4
28,039,401,1760,1291,420,36,0,3,0,0,10,1393,1028,338,16,0,2,0,0,9,539.7,130.6,570.9,152,385.40000000000003,107.7,294.9,106.2,520.8,185.5,130.6,107.7,168.2,539.7,385.40000000000003,545.7,136.4,462.4
28,039,402,1028,857,126,29,4,9,0,0,3,764,650,82,23,4,4,0,0,1,346.9,69.8,342.8,80,205,49.6,160.7,51.2,297.6,123,69.8,49.6,101,346.9,205,320.4,75,270.6
28,039,403,1693,1622,6,26,14,4,0,3,18,1222,1174,5,20,11,4,0,1,7,709.2,43,764.1,52,444.8,37,325.6,36,679.2,103.2,43,37,77.7,709.2,444.8,722.7,53.4,584.5
28,039,404,169,126,42,1,0,0,0,0,0,119,88,30,1,0,0,0,0,0,71.2,10.1,87.1,18.1,57.1,6.2,49.7,10.1,83.9,21.1,10.1,6.2,19.400000000000002,71.2,57.1,85.39999999999999,13.2,69.7
28,039,501,1096,687,379,22,2,2,0,2,2,824,538,267,15,2,1,0,0,1,177.4,113.8,184.8,126.4,112.9,87.1,79.4,88.3,164.2,138.2,113.8,87.1,132.1,177.4,112.9,174.2,111,143.8
28,039,502,606,559,15,23,1,0,0,0,8,440,418,8,11,1,0,0,0,2,217,13.2,235.4,32.699999999999996,140.7,17.6,111.5,14.8,207.1,55.8,13.2,17.6,44.2,217,140.7,221.3,26.6,182.2
28,039,503,329,320,1,0,5,3,0,0,0,237,230,0,0,4,3,0,0,0,146,14.3,155.3,12.9,88.6,11.4,73.8,10.799999999999999,135.8,27.8,14.3,11.4,20.5,146,88.6,145.4,15.4,120
28,039,504,1395,1096,255,22,7,1,0,0,14,998,802,170,12,4,1,0,0,9,418.1,119.9,471.8,119.4,291.2,80.9,247.3,101.5,435.8,141,119.9,80.9,130.5,418.1,291.2,453.7,112.9,372.7
28,039,505,384,373,3,4,0,0,0,0,4,278,270,3,1,0,0,0,0,4,161.4,3.1,192.4,3.1,135.9,1,124.3,3.1,167.9,15,3.1,1,8.6,161.4,135.9,180.1,4.7,156.3
28,041,101,5305,3193,1989,71,14,7,1,2,28,4707,2649,1966,61,13,4,1,0,13,991.7,88.2,1046,100.2,639.5,80.7,512.4,67,958.1999999999999,149.4,88.2,80.7,123.80000000000001,991.7,639.5,1002.2,97.1,829.9
28,041,201,660,322,324,5,0,0,0,0,9,487,236,243,5,0,0,0,0,3,122.8,148.4,140.4,154.29999999999998,90.89999999999999,101.10000000000001,71.6,111.4,125.8,161.4,148.4,101.10000000000001,157.7,122.8,90.89999999999999,133.6,135.7,110.5
28,041,202,1397,605,759,14,5,4,0,0,10,996,456,524,7,3,1,0,0,5,269,347.2,334.9,322,174.5,232.5,141.8,224.4,311.1,346.3,347.2,232.5,333.3,269,174.5,321.7,294.2,245.4
28,041,302,422,403,10,1,6,0,0,0,2,297,283,7,1,5,0,0,0,1,205.5,6.1000000000000005,225.2,1.7000000000000002,140.5,1.3,128.5,0.4,214.20000000000002,8.6,6.1000000000000005,1.3,5,205.5,140.5,219.6,3.8,182.9
28,041,303,654,645,3,1,1,0,0,0,4,462,458,1,1,1,0,0,0,1,289.09999999999997,12.1,331.8,17.6,199.6,10.3,172.6,11.1,318.7,20.8,12.1,10.3,19.2,289.09999999999997,199.6,325.1,14.4,262.2
28,041,304,896,829,56,4,0,0,0,0,7,646,602,38,4,0,0,0,0,2,453.1,28,495.3,35.3,328.3,22.9,282.7,18.2,471.8,42.5,28,22.9,38.5,453.1,328.3,483.5,28.8,406.4
28,041,401,105,96,2,5,0,0,0,0,2,75,71,1,1,0,0,0,0,2,50.300000000000004,1.9,60.9,1.7,34.4,1.5,26.7,1.1,55.800000000000004,4.2,1.9,1.5,3,50.300000000000004,34.4,58.300000000000004,2.1,45.599999999999994
28,041,402,1171,1074,82,3,1,4,0,0,7,859,784,62,3,1,4,0,0,5,460.1,49.7,524.4,48.4,306.59999999999997,29.8,241.4,25.6,453,97,49.7,29.8,72.9,460.1,306.59999999999997,489.4,49.9,397.1
28,041,403,1155,1056,76,5,7,2,0,0,9,825,763,50,3,6,1,0,0,2,513,61,568.1,53,332.4,49.1,270.4,33.1,513,81.6,61,49.1,67.3,513,332.4,540,55.5,439.5
28,041,501,436,424,0,12,0,0,0,0,0,320,313,0,7,0,0,0,0,0,196.1,8.2,199.7,9.3,141.2,6,120.7,2.9,185.8,16.599999999999998,8.2,6,12.700000000000001,196.1,141.2,193,8.7,168.8
28,041,502,553,532,2,3,1,0,0,0,15,380,370,1,1,1,0,0,0,7,254.70000000000002,9,308.3,8.6,174,7.1000000000000005,134.6,6.1,283.1,20.6,9,7.1000000000000005,14.4,254.70000000000002,174,295.7,10.4,230.9
28,041,503,225,168,56,0,0,1,0,0,0,164,130,33,0,0,1,0,0,0,76.5,42.7,88.9,36,61.1,28.3,45.7,27.3,81.9,39.4,42.7,28.3,37,76.5,61.1,85.4,34.7,71
28,041,504,891,497,369,8,4,0,0,0,13,626,360,250,5,3,0,0,0,8,171.6,163.3,170.20000000000002,169.6,105.4,124.4,91.2,130.2,141.2,188.9,163.3,124.4,179.8,171.6,105.4,155.3,155.5,136.2
28,041,505,530,519,7,1,1,1,0,0,1,400,392,5,1,1,1,0,0,0,280.4,6.9,299.2,7.8,195.7,6.9,181.9,2,279.09999999999997,18.7,6.9,6.9,13.3,280.4,195.7,289.1,8.5,247.1
28,043,101,1256,1110,114,3,1,20,0,3,5,957,866,76,1,1,13,0,0,0,430.3,199.4,424.3,228.5,318.3,143.2,286.2,164.2,397.4,252.6,199.4,143.2,240.6,430.3,318.3,410.90000000000003,197.6,371.6
28,043,102,1985,1071,869,24,1,11,0,0,9,1480,841,604,20,1,8,0,0,6,825,377.1,835.6999999999999,424.7,647.7,271.3,590.2,313.8,786.6,474.7,377.1,271.3,449.7,825,647.7,811,372.5,737.6
28,043,103,1012,819,177,5,0,0,0,0,11,716,615,96,3,0,0,0,0,2,370,75.4,386.7,94.9,251.4,57,230.7,73.1,354,121.4,75.4,57,107.8,370,251.4,370.5,84.3,318.6
28,043,104,631,419,208,2,1,0,0,0,1,485,321,160,2,1,0,0,0,1,223.3,105.8,262.9,90.7,179.7,61.6,174.8,75.2,251,100.3,105.8,61.6,95.9,223.3,179.7,257,86.9,218.6
28,043,201,1842,635,1188,8,0,2,0,0,9,1386,527,844,7,0,2,0,0,6,274,439.1,240.9,485,178.3,321.7,154.6,356,219.7,507.4,439.1,321.7,496.6,274,178.3,230.3,422.1,213.4
28,043,202,650,452,188,3,3,0,0,0,4,500,349,146,3,0,0,0,0,2,240.1,53,263.8,60.3,180.7,33.2,172,43.3,242.8,75.6,53,33.2,67.9,240.1,180.7,253.4,53,219.79999999999998
28,043,203,1291,937,303,24,2,10,0,0,15,964,715,221,10,0,8,0,0,10,454.1,139.9,496,141,324.8,90.1,283.4,93.8,467.2,159.29999999999998,139.9,90.1,150.1,454.1,324.8,481.59999999999997,124.7,405.3
28,043,204,373,335,25,10,2,0,0,1,0,281,254,19,7,1,0,0,0,0,141.6,23.8,154.70000000000002,26.3,103.6,15.2,99,20.900000000000002,141.9,35.7,23.8,15.2,30.7,141.6,103.6,148.3,24.5,128.1
28,043,301,2704,662,1986,21,6,0,0,1,28,1995,513,1445,10,6,0,0,1,20,276.9,850.6999999999999,271.3,904.3,189,621,162.5,672.7,245.8,940.9,850.6999999999999,621,922.4,276.9,189,258.8,797.8,229.1
28,043,303,312,271,39,0,0,0,0,0,2,253,224,27,0,0,0,0,0,2,55,101.5,103.6,11.6,43,69.8,34.6,83.10000000000001,98.3,17,101.5,69.8,14.3,55,43,101.10000000000001,56.7,66.9
28,043,304,850,415,428,3,0,0,0,0,4,687,339,341,3,0,0,0,0,4,207.9,209.5,197.3,302.09999999999997,159.8,142.3,141.1,171.3,182.5,327.2,209.5,142.3,314.5,207.9,159.8,189.6,230.2,177.6
28,043,401,2820,462,2280,32,6,5,0,0,35,2088,368,1668,27,5,4,0,0,16,184.1,1125.6,197.6,1098.2,168.8,824.4,123.8,901.5,167.4,1134.9,1125.6,824.4,1116.8,184.1,168.8,182.2,1016.9,168.5
28,043,402,1056,876,164,12,1,0,0,0,3,825,683,130,9,1,0,0,0,2,413.5,80,417.1,100.5,307.2,63.4,280.5,71.3,390.7,122,80,63.4,110.9,413.5,307.2,403.5,87.8,361.8
28,043,403,719,654,35,13,3,7,0,0,7,546,501,28,8,1,4,0,0,4,219.1,97.6,221.70000000000002,111.6,161.9,74.2,147.20000000000002,81.3,206.8,124.6,97.6,74.2,118.1,219.1,161.9,214.20000000000002,97.7,191.4
28,043,501,2926,2121,750,28,6,5,0,0,16,2258,1694,527,21,4,5,0,0,7,1086.9,353.5,1018.2,457.3,742.9,270,695,294.9,946,510.1,353.5,270,483.59999999999997,1086.9,742.9,982.1,377.5,897.4
28,043,502,1479,1111,352,9,1,0,0,1,5,1094,828,257,5,1,0,0,0,3,567.9,191.9,588.3,195.7,388.9,114.7,366.7,127.5,556.1,215,191.9,114.7,205.6,567.9,388.9,571.8,169.2,493.8
28,045,001,1407,1038,303,18,6,4,1,4,33,1108,826,243,12,6,4,1,3,13,365.9,169.5,393.1,197.1,228.9,163.3,179.5,139.4,329.1,228.9,169.5,163.3,212.9,365.9,228.9,360.6,179.6,300.1
28,045,002,197,182,5,4,0,4,0,0,2,145,134,5,2,0,4,0,0,0,46.6,5.5,50.300000000000004,9.9,25.2,6.5,21.099999999999998,4.4,42.4,14.8,5.5,6.5,12.3,46.6,25.2,46.199999999999996,8,37
28,045,003,3980,3324,247,202,37,53,0,11,106,2813,2434,136,125,22,39,0,3,54,907.8,108.6,980.2,192.4,490.5,127.1,414.4,85.5,822.1,288.1,108.6,127.1,240.1,907.8,490.5,900.7,160.3,724
28,045,004,171,161,0,5,0,1,0,0,4,142,133,0,4,0,1,0,0,4,45.6,5.4,49,9.700000000000001,24.6,6.1,20.6,4.3,41.7,14.4,5.4,6.1,12.1,45.6,24.6,45,7.8,36.2
28,045,005,1011,837,104,26,7,10,0,4,23,791,666,79,19,7,8,0,3,9,239.1,74.9,292.3,101.1,187.79999999999998,85.9,168.9,64.2,266.1,122.6,74.9,85.9,112.3,239.1,187.79999999999998,279.40000000000003,89.8,230.7
28,045,006,1820,1338,355,59,6,8,0,0,54,1381,1058,246,42,6,7,0,0,22,503.7,261.7,675,308.1,373.2,219.1,319.1,201.6,595.1,378.4,261.7,219.1,343.2,503.7,373.2,635.6,274.7,492.8
28,045,007,2397,1941,245,92,15,55,3,2,44,1787,1473,175,59,12,43,3,1,21,745.8,254.4,842.4,332.2,505.5,308.8,462.5,224.6,752.6999999999999,408.6,254.4,308.8,370,745.8,505.5,797.4,306.2,662
28,045,008,1954,1670,180,62,5,7,1,3,26,1540,1323,148,47,4,4,1,1,12,704.4,265,770,364.2,516.7,325.9,458.1,284.7,709.3,418,265,325.9,390.09999999999997,704.4,516.7,740.4,331.2,631.9
28,045,009,2013,1233,607,65,8,38,4,6,52,1622,1008,490,48,7,33,3,3,30,397.09999999999997,547.9,460.6,668,298,581.2,261.5,517.1999999999999,409.6,722.1,547.9,581.2,695,397.09999999999997,298,434.5,607.2,365.7
28,045,010,593,512,27,27,1,12,0,0,14,504,442,24,19,1,10,0,0,8,191.1,105,222.1,118.4,155.9,116.2,139.7,93.7,206.7,136.7,105,116.2,127.5,191.1,155.9,214.2,113.8,183.2
28,045,011,1775,1500,148,65,6,31,0,4,21,1308,1157,72,49,5,11,0,3,11,566.8,145.5,664.8,221,438.8,190.1,391.4,142.9,608.2,263.8,145.5,190.1,242.5,566.8,438.8,636.4,192.6,533.9
28,045,012,368,345,7,14,0,0,0,0,2,297,286,3,8,0,0,0,0,0,103.7,24.3,119.3,32.7,75.9,27.4,68.10000000000001,22.4,106.6,38.6,24.3,27.4,35.5,103.7,75.9,112.8,29.099999999999998,94.7
28,045,013,783,553,128,57,3,14,0,6,22,533,404,67,39,3,7,0,2,11,135.6,69.4,172.1,92.60000000000001,65.4,70.4,65.4,55.4,142.6,119.5,69.4,70.4,106.1,135.6,65.4,157.7,81.5,116.2
28,045,014,1217,1007,145,32,8,4,0,0,21,899,757,101,20,5,3,0,0,13,366.1,65.9,447.7,72.1,251.8,65.2,220,42.3,399.1,102.7,65.9,65.2,87.4,366.1,251.8,423.6,69.5,337.1
28,045,015,1122,971,67,43,6,9,0,0,26,869,769,40,29,5,7,0,0,19,241.3,49.9,300.1,80.9,166.9,49.9,142.6,36.1,252,114.4,49.9,49.9,95.3,241.3,166.9,273.9,67,220.9
28,045,016,2241,1919,135,94,8,18,0,2,65,1727,1533,88,60,7,13,0,0,26,619.8,102.6,779.3000000000001,148.4,469.4,116.1,418.2,91.3,698.3,192.9,102.6,116.1,170.4,619.8,469.4,738.5,129.8,595.9
28,045,017,1059,1008,11,18,1,3,0,1,17,840,808,7,11,1,3,0,1,9,458,43.8,542.4,65.8,323.4,45.2,266.9,36.1,498.2,88.3,43.8,45.2,76.8,458,323.4,520.1,55.6,417.7
28,045,018,5743,5284,135,176,22,60,7,5,54,4634,4316,96,121,20,48,5,5,23,2466,525.1,2690.1,752.6,2045.7,601.9,1777.1000000000001,525.1,2544.3,880,525.1,601.9,816.5,2466,2045.7,2617.4,657,2304.1
28,045,019,2682,2408,102,102,8,29,1,0,32,2097,1910,73,64,8,21,1,0,20,913.9,205.1,1050.5,298.7,705.8000000000001,226.8,604.1,210.5,966.9,358,205.1,226.8,328.6,913.9,705.8000000000001,1008.9,259.4,848.4
28,045,020,1753,1638,18,61,9,2,0,0,25,1249,1180,11,35,6,1,0,0,16,566.2,53.4,694.4,78,398.5,71,334.5,53.5,625.2,119.5,53.4,71,98.9,566.2,398.5,659.6999999999999,75,524.2
28,045,021,560,525,17,4,3,1,0,0,10,416,389,12,3,3,1,0,0,8,169.4,30.5,207,33.5,116.7,30.1,101.8,19.6,184.7,47.6,30.5,30.1,40.6,169.4,116.7,195.8,32.2,156
28,045,022,1877,1785,15,29,5,4,1,1,37,1361,1303,10,18,4,3,1,0,22,587.8,48.9,737.6,66.6,383.9,48.9,345.1,40.9,661.4,119.5,48.9,48.9,92.9,587.8,383.9,699.4,65.1,543.2
28,045,023,1762,1633,8,43,13,12,0,0,53,1265,1191,4,33,10,8,0,0,19,512.3,39.8,643.4,57.3,328.1,48.7,287.9,28.3,578.2,107,39.8,48.7,82.10000000000001,512.3,328.1,610.8,56.4,470
28,045,024,1960,1819,39,67,6,9,0,0,20,1513,1415,32,40,4,9,0,0,13,741.8,57.4,867.5,77.7,537.6,61.9,448.6,56.5,776.9,137.4,57.4,61.9,107.2,741.8,537.6,822.3,77.9,674.3
28,045,025,685,657,1,13,3,2,0,1,8,494,475,1,8,3,2,0,0,5,237.20000000000002,13.4,283.9,18,168.3,17.2,159.4,8.9,252.29999999999998,38.1,13.4,17.2,28,237.20000000000002,168.3,267.9,19.1,220.1
28,045,026,1116,1087,1,14,1,1,0,2,10,810,792,1,7,1,1,0,1,7,390.1,21.900000000000002,466.6,28.9,277.4,28.5,262.7,14.6,414.7,62.5,21.900000000000002,28.5,45.699999999999996,390.1,277.4,440.6,31.3,362.1
28,045,027,1683,1539,25,54,6,25,2,6,26,1286,1193,17,33,4,21,1,3,14,585.6,50.6,727.5,79.4,429.2,49.5,380,45.5,654.5,127.1,50.6,49.5,103.3,585.6,429.2,691.1,70.4,555.3
28,047,101,265,140,27,17,0,74,1,1,5,222,128,15,13,0,61,1,1,3,22.5,61.3,29.2,65.8,15.8,48.800000000000004,14.9,54.7,26.2,69.3,61.3,48.800000000000004,67.9,22.5,15.8,27.8,59.9,21.900000000000002
28,047,102,852,282,210,139,1,209,5,2,4,657,241,141,98,1,167,5,2,2,67.4,181.3,86.8,194,47.3,144.4,43.5,161.8,76.7,205.2,181.3,144.4,200,67.4,47.3,81.5,177.3,64.7
28,047,103,700,225,368,67,0,33,0,0,7,556,185,285,56,0,25,0,0,5,57.2,153.3,73.2,164.2,40.2,122.39999999999999,36.6,137.20000000000002,65.1,173.4,153.3,122.39999999999999,169.1,57.2,40.2,69,150.3,54.5
28,047,104,1771,206,1137,186,9,189,7,13,24,1279,167,802,136,6,148,5,4,11,131.9,352.5,168.9,377.6,92.2,281.5,84.5,315.8,149.6,399.3,352.5,281.5,388.6,131.9,92.2,159,345.2,125.9
28,047,105,631,369,114,97,4,38,0,0,9,538,324,95,78,4,34,0,0,3,54.7,43.4,62.9,50.4,40,33.2,37.4,34,57.2,55.4,43.4,33.2,53.1,54.7,40,60.2,43.3,50.7
28,047,106,524,138,250,85,0,36,9,0,6,421,113,190,80,0,26,9,0,3,42.7,33.7,49.4,39.4,30.9,25.9,29.5,26.5,44.8,43.1,33.7,25.9,41.4,42.7,30.9,46.699999999999996,33.6,39.6
28,047,107,1207,721,272,103,0,85,3,0,23,904,607,142,80,0,59,2,0,14,92,72.9,105.7,84.5,67.2,55.8,63.2,56.9,96.3,93.5,72.9,55.8,89.1,92,67.2,100.8,72.6,84.9
28,047,108,2064,1287,309,330,16,66,2,8,46,1661,1118,213,241,13,53,2,2,19,466.7,244.9,498.3,280.1,373.1,195,314.3,189.9,462.7,307.2,244.9,195,293.7,466.7,373.1,480.7,243.5,422.8
28,047,109,3435,2202,507,422,18,166,13,6,101,3279,2114,477,400,18,159,13,6,92,333.9,264.5,384.5,306.7,243.5,201.6,229,207.1,349.3,339.5,264.5,201.6,323.2,333.9,243.5,367,263.8,308.2
28,047,110,4487,2780,902,471,13,132,7,3,179,3156,2087,593,291,9,107,7,3,59,517.9,347,524.4,458.2,378,263,321.9,280.1,483.9,491.6,347,263,475.1,517.9,378,504.1,367.8,445.3
28,047,111,11373,7840,1720,476,46,987,9,21,274,8358,6085,1114,308,33,689,5,10,114,1768.7,748.2,2406.5,1266.5,1530.9,727.5,1312.9,765.4,2219.6,1377,748.2,727.5,1321.3,1768.7,1530.9,2314.6,977.6,1848.6
28,047,112,1764,1552,73,59,8,43,0,0,29,1354,1219,48,34,8,32,0,0,13,576.8,77.60000000000001,697.8,121.8,422.2,81.6,372.2,89.6,655.8,142.6,77.60000000000001,81.6,132.3,576.8,422.2,677.4,102.5,544.8
28,047,113,554,509,28,4,4,3,0,0,6,406,376,18,2,3,3,0,0,4,240.8,34,346,48,198,37,187.1,35.1,327.8,58,34,37,53.1,240.8,198,336.7,42.4,259.9
28,047,114,1609,1119,173,114,10,131,3,2,57,1306,945,142,80,10,101,3,1,24,276,117.3,376.09999999999997,198.29999999999998,239.1,113.9,205.2,119.8,346.8,215.1,117.3,113.9,206.1,276,239.1,361.8,152.9,288.9
28,047,201,3242,2979,73,69,28,23,2,5,63,2325,2173,38,39,17,16,2,2,38,801.8000000000001,102,985.9,133.5,587.5,96.7,495,91.6,912,184.8,102,96.7,159.5,801.8000000000001,587.5,949.9,121.4,756.7
28,047,202,2406,2195,52,92,3,16,2,0,46,1831,1679,29,80,3,13,1,0,26,728.2,143.9,893.4,239.5,599.1,156.8,525.7,155.70000000000002,831.7,277.2,143.9,156.8,258.3,728.2,599.1,862.6999999999999,194.6,715.9
28,047,203,2219,1729,332,50,5,48,1,0,54,1633,1295,243,29,4,39,1,0,22,679.1,297.8,727.3000000000001,377.4,498.59999999999997,232,434.1,238.5,676,409.8,297.8,232,393.7,679.1,498.59999999999997,701.9,311,602.8000000000001
28,047,204,5880,3978,1324,268,21,136,16,10,127,4346,3062,908,177,14,107,12,9,57,1138.8,773.3,1291.8,1013,900.2,623.5,753.1,650.2,1169.1,1108.5,773.3,623.5,1060.3,1138.8,900.2,1231,834.1,1051
28,047,205,542,454,57,22,2,2,1,0,4,466,405,43,13,1,2,1,0,1,204.8,59.3,271.1,122.7,203.9,75.1,187.9,83.9,255.1,129.1,59.3,75.1,126.3,204.8,203.9,263,93.3,224.5
28,047,206,1887,1275,371,94,3,92,2,1,49,1523,1110,233,61,3,91,2,1,22,392.1,246.8,380.1,314.7,323.8,210.9,282.6,223.3,332.3,346.8,246.8,210.9,330.5,392.1,323.8,355.8,268.2,341.9
28,047,207,1692,1137,354,139,10,14,2,2,34,1303,948,211,103,6,13,2,2,18,288.4,132.3,374,209.8,267.5,128.5,235.4,137.2,337.3,232.1,132.3,128.5,220.8,288.4,267.5,355.7,167.8,300.5
28,047,208,1053,958,30,42,0,11,0,2,10,833,773,22,25,0,7,0,0,6,401,62.8,499.7,114.9,391.5,76.4,363.5,76.2,467.09999999999997,137.4,62.8,76.4,126.2,401,391.5,483,93.9,424.5
28,047,209,1899,1806,32,18,4,26,0,0,13,1475,1413,21,12,2,21,0,0,6,909.4,147.5,885,203.29999999999998,693.7,135.8,643.9,135,827.3,243.7,147.5,135.8,223.4,909.4,693.7,856,172.7,791.6
28,047,210,6081,5070,573,218,22,52,6,8,132,4379,3733,390,123,17,41,2,4,69,1602,405.3,1978.9,763.6,1354.8,489.8,1170.1,505.5,1831.9,853.5,405.3,489.8,808.4,1602,1354.8,1906.2,603.6,1588
28,047,211,8160,6104,1234,333,35,218,10,7,219,6112,4777,822,209,33,169,8,6,88,2218.2,812.6,2569.1,1290.1,1818.5,826.1,1523.2,842.7,2378.9,1417.7,812.6,826.1,1353.4,2218.2,1818.5,2474.5,1037.4,2102
28,047,212,497,467,5,7,5,5,0,0,8,375,357,4,5,2,5,0,0,2,198.1,12.9,234.7,16.2,144.9,16.6,132.3,16.3,220.4,24.1,12.9,16.6,20.1,198.1,144.9,227.7,17.2,186
28,047,213,5103,3651,857,374,27,71,2,3,118,3702,2815,501,257,20,56,1,2,50,1215.2,440,1515.5,722.7,994.5,407,866.6999999999999,430.8,1411.8,798.2,440,407,760,1215.2,994.5,1463.7,559.9,1200.6
28,047,214,3247,2733,298,114,2,52,2,2,44,2547,2168,233,80,2,37,2,1,24,1163.1,287.8,1254.1,396,1021.9,244.1,911.4,264.6,1214.2,419.9,287.8,244.1,407.3,1163.1,1021.9,1234.3,322.4,1112.8
28,047,215,731,597,76,21,4,18,0,0,15,618,515,56,16,4,17,0,0,10,212.5,83.5,177.5,99.4,126.9,61.2,111.7,65.1,160.1,110.2,83.5,61.2,104.89999999999999,212.5,126.9,168.7,83.8,157.7
28,047,301,2174,1490,554,52,5,19,1,9,44,1635,1119,420,39,5,13,1,9,29,676.7,437.6,841.6,548.1,555.1,406.6,495,418.9,789.1,576.4,437.6,406.6,562.4,676.7,555.1,814.8,477.9,671.4
28,047,302,2791,1552,951,86,9,117,2,14,60,2140,1313,648,61,6,79,2,6,25,658.2,562.2,777.8,688.8,556.2,514.3,474.8,514.3,709.7,739,562.2,514.3,713,658.2,556.2,744,604,635.4
28,047,303,1860,1343,337,103,9,32,3,3,30,1504,1136,240,74,7,22,3,2,20,336.9,204.6,391.1,297.1,287.2,212.4,245.6,220.4,361.7,314.6,204.6,212.4,304.4,336.9,287.2,376.6,249.6,324
28,047,304,1992,1504,330,53,10,65,0,0,30,1566,1223,244,35,4,43,0,0,17,658.9,301.6,772.5,405.6,570,300.5,505.3,293.5,724.8,435.5,301.6,300.5,421.3,658.9,570,748.3,348,647.3
28,047,305,2544,2302,133,35,23,9,0,1,41,1900,1730,104,21,12,9,0,0,24,710.1,132.9,930.3,153.9,566.3,108.3,507.7,111.8,853.7,195.5,132.9,108.3,174.5,710.1,566.3,891.9,140.4,713.6
28,047,306,1734,1636,33,37,10,3,3,2,10,1275,1206,20,25,10,3,3,1,7,507.1,58.7,608.4,58.7,395.1,60,325.9,53,558.7,85,58.7,60,71.7,507.1,395.1,583.7,63,479
28,047,307,1908,1618,145,72,5,35,0,0,33,1479,1283,103,50,5,24,0,0,14,524.1,218.1,617.2,271.6,458,187.7,384.4,196,566.1,302.3,218.1,187.7,286.9,524.1,458,591.6,235.3,509.90000000000003
28,047,308,2130,1783,150,53,12,90,0,0,42,1641,1398,100,39,8,76,0,0,20,708.4,157.9,698.2,254,501.7,162.4,435.59999999999997,165.4,633.1,299.2,157.9,162.4,277.1,708.4,501.7,665.6,207.7,595.5
28,047,309,2311,1820,208,133,1,108,3,1,37,1678,1370,120,89,1,81,1,1,15,603.8,180.9,713.9,258.6,513.1,164.9,445.9,167.9,647.7,305.6,180.9,164.9,282.6,603.8,513.1,680.8,215.6,584.7
28,047,310,2709,2230,309,83,18,40,2,2,25,2065,1717,240,49,15,32,2,0,10,824.9,257,861.9,378.8,639.7,261.6,537.1,273,790.4,421.8,257,261.6,400.1,824.9,639.7,826,318.6,730.6
