state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,pre_20_dem_bid,pre_20_rep_tru,uss_16_dem_wie,uss_16_rep_mor,uss_20_dem_bol,uss_20_rep_mar,gov_18_dem_kel,gov_18_rep_kob,atg_18_rep_sch,atg_18_dem_swa,sos_18_rep_sch,sos_18_dem_mcc,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20
20,027,00005A,390,374,1,12,1,1,0,0,1,272,263,1,6,0,1,0,0,1,32.3,146.1,38.699999999999996,168.6,14.5,175.8,38,164,48.8,86.2,132.1,18.7,110.9,32.3,23.7,32.5,38.199999999999996,161.6,109.7,166.5
20,027,00005B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,027,00006A,1136,1079,7,29,6,3,0,1,11,861,834,4,13,3,3,0,0,4,132.3,390.5,178.1,436.2,65.8,486.3,191.1,423.3,199.9,221.9,377.1,106.3,327.1,134.1,99.4,146.1,184.5,438.1,309.1,430.5
20,027,00006B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,027,000070,1193,1154,3,19,4,1,1,0,11,948,922,3,12,2,1,1,0,7,112.6,438.3,166.7,465.3,74.8,502,164.3,439.6,198.3,248.8,370.5,121.3,319,157,93.8,158.9,165.6,471,313,451.5
20,027,000080,943,905,6,6,7,1,1,1,16,733,710,4,1,7,1,1,1,8,76.5,245,81.3,281.9,46.4,289.1,81.9,255.6,100.4,139.2,226.9,57.1,180.5,85.2,61.2,80.8,81.4,267.1,181.6,268.3
20,027,000090,1059,1007,5,23,5,10,0,0,9,816,785,5,11,4,8,0,0,3,81.7,229.4,101.5,254,46,271.7,94.3,237.5,95.7,134.6,194,64.9,173.3,74.1,64.5,79,97.7,251.6,168,244.5
20,027,000100,76,69,1,6,0,0,0,0,0,56,53,1,2,0,0,0,0,0,3.7,47.2,5.6000000000000005,44.800000000000004,2,48,6.5,42.8,6.5,26,36,2,34.5,3.7,2.9000000000000004,3.7,5.7,47.5,31.7,44.300000000000004
20,027,000110,146,142,0,4,0,0,0,0,0,102,100,0,2,0,0,0,0,0,10.2,47.699999999999996,13.5,56.9,5.9,54.300000000000004,14.6,55.300000000000004,14.6,30.7,41.4,10.5,37.5,13.5,8.8,13.5,14,51,36.6,56.2
20,027,000120,117,115,0,1,0,0,0,0,1,81,81,0,0,0,0,0,0,0,5.7,48.5,8.1,47.3,4.8,47.3,7.1000000000000005,45.1,5.7,35.9,41.800000000000004,4.8,39.199999999999996,7.1000000000000005,4.8,5.7,7.3,47.9,39.199999999999996,45.3
20,027,000130,128,125,0,2,1,0,0,0,0,105,102,0,2,1,0,0,0,0,7,65.2,15,67.7,6,63.4,16.3,63.4,18,46.5,58.300000000000004,7,46.5,14,6,12.9,15.4,64.8,50.3,65.6
20,027,000140,60,58,0,0,0,1,0,0,1,50,48,0,0,0,1,0,0,1,5.7,25,9.3,22.2,4.3,27.200000000000003,10,20,7.2,15,19.3,5,17.8,5.7,5,5.7,9.9,25.7,17.3,21.5
20,027,000150,146,141,1,3,0,1,0,0,0,122,118,1,2,0,1,0,0,0,11.5,87.6,17.8,90.4,6.9,91,16.4,89.1,19,56.699999999999996,73.6,13.8,69.6,13.8,9.700000000000001,15.4,17.3,89.2,66.8,90.1
20,027,000160,222,220,1,0,0,0,0,0,1,161,159,1,0,0,0,0,0,1,7.6000000000000005,91.7,16.1,103.3,5.2,96.6,18.6,95.7,26.5,62.3,83.5,13.2,73.8,19.1,6.7,19.1,16.9,93.3,73.5,98.8
20,027,000170,278,270,0,5,2,1,0,0,0,212,208,0,2,1,1,0,0,0,28.9,104.6,32.9,127.2,19.6,117.7,32.9,118.6,32.9,72.3,105.9,18.4,87.6,30.7,22.8,27.8,32.9,110.4,87.7,122.1
20,027,000180,331,323,2,4,0,0,0,0,2,265,261,0,3,0,0,0,0,1,23.2,116,15.1,106.3,14.1,118,21,98.3,28.7,63,84.4,17.7,75.3,24.3,18.9,24.1,18.6,117.10000000000001,75,102.9
20,027,000190,95,94,0,0,0,0,0,0,1,76,75,0,0,0,0,0,0,1,9,33,13,42.4,9,31.9,14.3,38.9,9,23.7,27.8,9,23.7,9,9,9,13.6,32.9,25.099999999999998,40.7
20,027,000200,1142,1060,4,36,3,6,0,0,33,824,773,3,23,3,6,0,0,16,50.8,329.6,92.7,355.3,42.8,333.2,99.5,330.1,87.6,198.9,248.4,83.4,232.8,81.9,46.2,83.6,94.8,331.2,227.3,343.2
20,027,000210,275,266,2,5,0,0,0,0,2,214,213,0,1,0,0,0,0,0,22.3,92.1,30.099999999999998,99.7,19.4,95.5,36.6,92.1,38.7,42.8,64.2,27.6,59.8,30.099999999999998,20.8,31.3,33.2,94.4,55.2,95.60000000000001
20,027,000220,156,156,0,0,0,0,0,0,0,127,127,0,0,0,0,0,0,0,12.4,71,11.2,77.8,9,79,15.1,70.4,16.900000000000002,54.5,66.2,12.4,58.2,15.1,10.3,14.9,12.700000000000001,75.2,59.6,74.6
20,027,900230,3,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,029,000010,100,98,0,0,1,1,0,0,0,74,72,0,0,1,1,0,0,0,11.8,42,17,45.9,10.5,45.9,17.9,40,17,28.1,32.7,14.6,27.2,17.9,11.1,16.9,17.1,43.7,29.6,43.4
20,029,000020,120,117,0,1,2,0,0,0,0,90,88,0,1,1,0,0,0,0,0.30000000000000004,57.7,7.6000000000000005,63.3,3.4000000000000004,57.4,5.6000000000000005,62.699999999999996,9,34.6,41.6,5.300000000000001,39.4,5.300000000000001,0.6000000000000001,5.7,7.5,57.5,39.2,63
20,029,000030,112,102,2,6,0,0,0,0,2,88,85,0,3,0,0,0,0,0,4.9,47.6,8.8,46.800000000000004,1.6,53.8,9.2,44,5.7,29.2,38.800000000000004,3.1,36.6,7.2,3,5.2,9,50.6,35.1,44.8
20,029,000040,187,176,0,4,0,1,0,0,6,146,140,0,1,0,1,0,0,4,11.5,103.5,13.3,114.10000000000001,7.9,102.2,13.3,108.9,22.9,59.7,78.9,14.5,70.3,17.6,9.8,17.8,13.3,102.8,70.3,111.6
20,029,000050,37,36,0,0,0,0,0,0,1,34,33,0,0,0,0,0,0,1,0,20.9,2.1,20.3,1.1,20.9,2.1,20.3,2.1,13.700000000000001,15.9,2.1,17,0,0,1.6,2.1,20.9,15.7,20.3
20,029,00006A,899,838,3,43,2,4,0,0,9,692,650,2,29,2,3,0,0,6,87.3,189.7,105.2,218,70.6,208.6,100.8,201,105.2,117,168.1,80.9,145,96.9,78.5,94.8,102.8,199.3,143.6,209.4
20,029,00006B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,029,000070,1132,1030,24,58,3,1,1,0,15,943,864,23,41,2,1,1,0,11,101.1,236.5,140.6,345,74.9,266.8,129,247,124.89999999999999,132.2,197.7,89.8,162.29999999999998,118.39999999999999,87.8,111.1,135,251.9,163.9,296.6
20,029,00008A,993,947,8,22,0,1,0,0,15,763,740,5,9,0,1,0,0,8,110.2,322,136.9,259.09999999999997,80.7,369.9,149.7,316.2,165.9,172.2,282.2,105.2,241.9,135.9,95.4,135.7,143.3,345.7,232,287.9
20,029,00008B,12,12,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,029,000090,1575,1471,4,73,6,2,0,8,11,1184,1126,4,36,5,1,0,5,7,106,429.3,165.4,478.7,87.2,430.5,165.4,442.5,180.6,229,352.4,118.4,299.3,153.5,96.1,151,165.4,429.6,294,460.8
20,029,000100,782,717,4,35,3,1,0,0,22,598,563,2,17,1,1,0,0,14,59.8,187,58.7,215.1,50.5,187.4,62.4,187,76.4,97.3,137.3,59.8,127,63.9,55.5,67,60.1,187.1,119.7,201.1
20,029,00011A,214,212,0,1,0,0,0,0,1,166,164,0,1,0,0,0,0,1,15,95.9,15,117,10.7,100.4,15.8,112.5,26.2,76,96.8,15,85.80000000000001,23.6,12.7,21.6,15.5,98,86.3,114.89999999999999
20,029,00011B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,029,000120,37,37,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,0,7.1000000000000005,15,4.3,15.8,2,18.9,5.2,15.8,7.1000000000000005,12.1,15,2.8,15,2.8,4.5,4.5,4.8999999999999995,17,14.100000000000001,15.8
20,029,000130,817,797,2,5,0,2,0,1,10,638,630,0,3,0,2,0,1,2,70.7,274.3,80.6,304.4,51.4,305.1,85,281.3,107.9,156.3,229.5,61.9,208.3,78.9,60.4,82.2,82.3,288.4,197.4,292.5
20,029,000140,350,342,2,2,2,1,0,0,1,275,268,2,2,1,1,0,0,1,23.7,121.8,17.1,129.5,15.9,125.89999999999999,17.1,121,24.3,73.9,97.4,18.4,91.6,19.5,20.2,20.2,17.1,123.7,87.4,125.6
20,029,000150,122,113,0,9,0,0,0,0,0,86,81,0,5,0,0,0,0,0,7.5,44.2,5.4,51.6,3.2,47.9,7.5,50.5,8.6,30.7,43,3.7,35.5,11.7,6.2,8.3,7.3,45.3,35.6,51.199999999999996
20,029,000160,109,107,0,2,0,0,0,0,0,90,89,0,1,0,0,0,0,0,10.6,49.900000000000006,9.200000000000001,58.9,9,53.8,9,53.8,16.4,37.6,50.9,7.4,43.4,12.1,9.1,12.1,9.1,51.4,44.8,55.5
20,029,000170,65,65,0,0,0,0,0,0,0,51,51,0,0,0,0,0,0,0,4.2,35.699999999999996,2.9,32.8,0.9,35.699999999999996,6,28.7,6,23.3,25.5,4.2,23.8,2.9,2.6,4.6,4.6,35.699999999999996,23.8,30.9
20,029,000180,37,37,0,0,0,0,0,0,0,34,34,0,0,0,0,0,0,0,2.1,23.8,1.2000000000000002,25,1.2000000000000002,25,0,23.8,3.8000000000000003,17,21.7,1.2000000000000002,20.3,3.3,1.6,3.2,0.1,24.2,19.9,24.2
20,029,000190,147,147,0,0,0,0,0,0,0,107,107,0,0,0,0,0,0,0,11.1,53.5,9.2,68,5.800000000000001,59.400000000000006,10.4,65.9,16.5,32.1,42.800000000000004,10.4,37,12.200000000000001,9.3,12.200000000000001,9.4,55.7,37,66.1
20,029,000200,184,177,0,5,0,0,0,0,2,144,141,0,3,0,0,0,0,0,21.5,75.3,13,87.89999999999999,18.2,77.2,18.4,81.6,30.5,44.6,70,14.6,53.6,27,19.7,24.7,15,76.2,56.6,85.2
20,029,000210,591,575,0,7,3,0,0,5,1,474,463,0,6,1,0,0,3,1,42.7,168.2,41.6,197.5,40.7,169.2,39.5,193.4,52.2,120.2,151,37.3,142.1,42.7,41.4,44.4,40.5,168.3,138.6,195.2
20,029,000220,53,53,0,0,0,0,0,0,0,41,41,0,0,0,0,0,0,0,5.8999999999999995,20.9,9.1,30.1,7,20.1,8.1,27.099999999999998,8.1,12.1,16.2,8.1,13.9,9.1,6.3,8.3,8.5,20.5,13.9,28.7
20,029,000230,624,606,0,9,1,1,0,0,7,453,439,0,7,1,0,0,0,6,28.8,202.20000000000002,35.6,202.5,27.1,205.6,38.4,184.9,43.5,129.1,174.4,35.6,157,42.3,27.8,40.9,37.1,203.7,153.2,194.9
20,029,000240,49,48,0,0,0,0,0,0,1,38,37,0,0,0,0,0,0,1,3.2,24.1,2.2,26.2,2.2,24.1,3.2,26.2,3.8,16.8,22.2,2.2,17.8,2.2,2.8000000000000003,2.6,2.8000000000000003,24.1,19,26.2
20,029,000250,147,137,0,1,1,5,0,0,3,117,111,0,1,1,2,0,0,2,11.9,64,18.1,71.8,11,62.2,21.2,67,23,44.2,54.8,16.9,48,18.9,11.5,19.5,19.4,63.1,48.8,69.2
20,029,000260,38,38,0,0,0,0,0,0,0,32,32,0,0,0,0,0,0,0,3.1,14,3.8000000000000003,14.9,3.1,14,3.1,16,3.8000000000000003,5.1,7,2,7,3.1,3.1,3.1,3.4,14,6.4,15.2
20,031,000010,180,178,0,1,0,0,0,0,1,147,146,0,0,0,0,0,0,1,8.6,79.10000000000001,15.5,80.2,9.1,82.8,16,74.4,27.5,49.699999999999996,67.9,9.4,57.9,20.2,8.700000000000001,20.1,15.7,81.10000000000001,58.800000000000004,76.1
20,031,000020,341,320,2,12,2,0,0,0,5,252,240,2,7,2,0,0,0,1,33.8,159.6,30.2,196.3,23.1,165.9,35.7,185,42.8,103.4,148.6,22,128.1,34.7,27.7,33.6,32.5,162.7,126.2,191.6
20,031,000030,928,873,8,17,10,10,0,0,10,724,687,6,13,5,6,0,0,7,92.3,295.2,119.9,301.5,71.6,329.9,124.1,291.9,106.9,203.4,282.7,68.6,221.5,104.7,80.9,92.9,122.5,312.1,236.1,295.8
20,031,00004A,695,643,6,21,7,2,0,0,16,529,499,6,12,3,2,0,0,7,68,256.5,81.5,302.3,52.2,264.5,84.60000000000001,278.6,77.2,164.8,223.2,45.2,181.2,73.1,59.1,65.6,82.1,262.9,189.8,291.5
20,031,00004B,117,117,0,0,0,0,0,0,0,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,031,00005A,930,853,13,30,9,12,0,0,13,682,640,6,14,6,9,0,0,7,63,297.2,99.3,351.1,58.5,296.1,108.9,309.9,82,167.5,263.1,58.5,217.3,83.1,59,73.5,104.1,296.5,217.3,329.5
20,031,00005B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,031,00005C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,031,000060,128,125,1,1,0,0,0,0,1,105,102,1,1,0,0,0,0,1,14,66,19.2,75.8,12.8,67.3,20.3,70,25.8,39,52.8,16.7,46.800000000000004,18,13.200000000000001,20.4,19.700000000000003,66.5,46.4,73.2
20,031,000070,242,236,0,5,0,0,0,0,1,196,190,0,5,0,0,0,0,1,22.6,98.4,32.5,121.4,20.5,104.5,39.2,111.8,32.5,74.6,104.5,21.5,86.3,36.6,21.2,30.5,35.6,100.7,87.7,115.9
20,031,000080,669,642,0,14,1,1,0,0,11,491,475,0,9,1,1,0,0,5,42.3,242.3,52.4,236.29999999999998,32.6,231.2,52.4,216.1,68.8,115.6,176.2,34.3,137.7,65.5,37.6,55.6,52.4,235.1,143.7,226.2
20,031,000090,555,533,3,3,1,3,0,0,12,426,411,3,1,1,3,0,0,7,43.9,230.20000000000002,50.300000000000004,247.29999999999998,39.7,236.20000000000002,56.9,227.3,84.2,120.1,198.1,42.9,162.3,70.3,41.9,66.1,51.6,232.5,161.3,236
20,031,000100,1281,1251,3,16,4,1,0,0,6,947,928,0,11,4,1,0,0,3,114.9,382.3,182,485.2,92.8,412.9,183.79999999999998,464.7,195.6,256.1,384.4,132.6,327.1,182,102,169.7,182.5,398.4,323.59999999999997,474.7
20,031,000110,131,126,0,2,0,0,0,0,3,106,101,0,2,0,0,0,0,3,9.4,52.5,10.6,57.6,6.9,59,11.8,57.300000000000004,17.5,27.8,47,4.3,35.5,14.3,8.3,11.8,11.2,55.1,36.4,57.300000000000004
20,031,000120,716,677,9,15,6,2,0,0,7,546,521,6,7,4,1,0,0,7,71.8,296.90000000000003,78.7,337.3,63.3,302.3,83.5,307.7,107.8,200.5,280.2,71.8,236.3,105.7,66.6,96.10000000000001,81.3,299.7,239.8,321.1
20,031,000130,254,235,1,11,6,0,0,0,1,191,181,0,4,5,0,0,0,1,25.5,87.1,25.7,113.3,21.900000000000002,89,28.2,98.6,35.2,65,83.5,22,68.5,35.2,22.3,30.2,27.3,88.5,73.2,106
20,031,000140,205,192,1,6,0,2,0,0,4,151,147,1,1,0,1,0,0,1,9.9,85.4,14.8,105.6,8.6,84.10000000000001,20.3,92.1,20.3,55,77.9,10.200000000000001,69,17.3,8.8,15.5,15.8,84.3,68.5,98.4
20,031,000150,955,905,0,20,10,1,0,0,19,734,708,0,8,7,1,0,0,10,94.7,289.4,131,318.7,74.2,290.5,136.4,293.6,130.7,186,267,88.9,221.3,117.5,83,113,133.5,290.4,222.7,306.6
20,031,000160,114,114,0,0,0,0,0,0,0,94,94,0,0,0,0,0,0,0,6.4,64.2,5.9,75.2,9.4,60.7,6.4,74.2,14.8,48.6,65.4,5.1000000000000005,52.1,15.7,8,11.6,6,63.3,56,75.1
20,031,000170,156,152,0,2,1,0,0,0,1,113,111,0,1,1,0,0,0,0,7.6,69.6,11.5,85.6,11.3,67.8,17.6,75.6,12.5,49.2,58.4,7.6,51.7,13.200000000000001,9.8,11.3,14.2,69,52.8,80.9
20,031,900010,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,031,900020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,031,900030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,033,000010,84,71,0,13,0,0,0,0,0,51,47,0,4,0,0,0,0,0,0,43.8,2.8000000000000003,38.8,0.4,40.800000000000004,5.1000000000000005,35.699999999999996,5.5,30.7,35.699999999999996,2.8000000000000003,35.699999999999996,2.8000000000000003,0,3.2,4.7,41.800000000000004,33.7,36.8
20,033,000020,1048,993,6,30,2,1,1,0,15,809,783,1,15,1,1,1,0,7,70.2,371.7,77.8,396.6,65,394,96.8,359.5,108.7,218.5,307.7,76.1,275.5,81,66.9,85.2,85.9,378,269.6,373.5
20,033,000030,82,82,0,0,0,0,0,0,0,69,69,0,0,0,0,0,0,0,9.5,40.5,7.4,34.4,6.4,42.4,6.4,37.2,7.4,27.6,30.5,7.4,33.5,6.9,7.3,7.4,6.9,41.4,30.5,35.3
20,033,000040,677,637,0,30,0,4,0,0,6,527,502,0,21,0,0,0,0,4,25,260.5,39.2,293.3,27.8,254.8,41.6,281,49.7,175,224.5,25.900000000000002,199.8,38.4,25.2,36.5,39.4,258.2,199.6,287.1
20,035,00001A,539,355,27,108,12,5,0,0,32,378,271,24,62,6,3,0,0,12,51.2,92,48.8,108.1,45,95.3,48.8,99.9,52.800000000000004,64.2,77,48.8,66.9,58.8,47.5,53.2,48.8,93.8,69.3,103.8
20,035,00001B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,2,11,0,0,2,11,11,2,10,1,2,1.7,0,11,10.7,0
20,035,00001C,12,10,2,0,0,0,0,0,0,10,8,2,0,0,0,0,0,0,1,1,3,17,0,1,3,17,0,2,3,0,3,0,0.5,0,3,1,2.7,17
20,035,000020,608,422,15,114,20,4,0,1,32,447,343,11,64,11,4,0,1,13,39,103.9,58.3,127.9,38.2,99.3,65,117.2,59.1,59.1,95.1,38.2,82.1,49.1,38.6,49,61.5,101.89999999999999,79,122.4
20,035,000030,991,740,22,167,28,4,0,0,30,729,588,16,92,15,4,0,0,14,98.9,190.9,97.1,215,100.9,192.1,103.1,190.1,115.9,110.2,145.8,89,128,100.1,99.8,101.5,100.1,191.4,128,202.5
20,035,000040,595,480,13,76,14,3,0,0,9,481,399,11,53,12,2,0,0,4,81.9,135.9,96.2,140.9,71.9,147.2,107.8,121.1,96.8,78,122,71.9,103.10000000000001,88,76.8,85.5,102.1,141.5,101,130.9
20,035,000050,938,775,7,109,19,1,7,0,20,688,594,4,60,12,1,5,0,12,93.3,229,97.2,247.1,74.7,237.5,105.4,235.8,127.5,144.4,204.9,91.6,185.5,102.3,84.3,107,101,233.4,178.5,241.6
20,035,00006A,746,494,6,186,19,3,0,0,38,493,355,5,102,12,3,0,0,16,37.2,89.1,52.1,113,40.9,77.8,54,101.9,33.8,46.1,60,37.2,52.699999999999996,40.9,38.8,37.2,53.2,83.2,52.699999999999996,107.3
20,035,00006B,169,153,9,5,0,0,0,0,2,129,117,7,3,0,0,0,0,2,27.8,65,46.4,74.6,24.599999999999998,66,45,72.8,38.9,50.6,66.4,29.2,59.6,33.6,26.2,33.8,45.7,65.6,58.8,73.6
20,035,000070,259,179,2,70,3,0,0,0,5,176,132,2,38,2,0,0,0,2,8.1,24,13,21.9,10,21.9,12,21,13,10,17.7,15.1,15.9,14.1,9,14.1,12.5,22.7,14.5,21.5
20,035,000080,290,235,1,37,6,3,2,0,6,217,176,1,28,4,3,2,0,3,18,40.1,15.8,40.1,16.7,37.2,19.7,30.9,10,16.7,21.7,10,18.9,11.4,17,10,17.6,38.7,18.9,35.6
20,035,000090,665,458,69,71,21,7,0,2,37,597,419,66,58,17,6,0,2,29,15.899999999999999,35,22,62.1,12.9,40.9,28.8,51.1,26,24.1,33.8,22,27,22.9,14.4,23.6,25.4,38.1,28.400000000000002,56.5
20,035,000100,474,398,11,31,12,0,0,0,22,352,308,8,16,9,0,0,0,11,25.1,58,49.1,106.7,25.1,54,58,88.2,25.1,30,38,24.1,37,22,25.1,24.1,53.7,55.4,35.2,97.8
20,035,000110,585,387,14,147,15,2,0,0,20,424,298,7,95,13,1,0,0,10,27.1,57.7,43.9,75.9,34.2,49.1,43.9,64.4,28.5,34.2,50.2,25.6,42.4,29.3,30.3,28.1,43.9,53.3,42.4,69.8
20,035,000120,1016,708,70,158,30,6,0,0,44,710,535,56,73,21,3,0,0,22,102.8,152.2,139.1,139.1,97.1,154.7,140,125.8,109.3,78.1,110.2,103.7,94.1,108.1,99.8,107.9,139.7,153.4,94.1,132.3
20,035,00013A,1908,1341,63,386,30,25,3,0,60,1374,1047,46,203,25,19,2,0,32,195.8,349.6,253.9,430.1,193.5,355.9,262.5,389,233.5,211.2,298.1,200.1,242.1,229.9,194.6,221.4,258.1,351.7,250.9,409.4
20,035,000140,894,640,71,129,27,1,0,1,25,650,506,49,67,17,1,0,1,9,94.1,133,112,159.1,92,138.8,121.2,142.1,99.9,92.8,121.2,94.1,108.3,98.2,93.3,97.9,116.2,135.7,107.9,150.9
20,035,000150,1722,1211,67,355,29,9,0,0,51,1275,970,51,204,21,8,0,0,21,161.9,234.1,197,295.2,141.2,261,212.6,260.4,151.8,151.8,214,137,189.8,142.3,151.4,143.5,204.5,247.5,185.1,277.8
20,035,000170,205,200,0,1,3,1,0,0,0,167,163,0,1,2,1,0,0,0,27.7,72.8,30.400000000000002,77.8,31.1,72.8,32.2,78.7,30.400000000000002,46.699999999999996,55.9,27.7,50.1,34.6,28.8,31,31.3,72.8,50.2,78
20,035,000180,37,37,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,3,16,2,13,2,16,2,11,3,8,12,2,9,4,2.5,3,2,16,9.5,12
20,035,000190,433,414,1,2,11,0,1,0,4,327,315,0,2,8,0,0,0,2,28.400000000000002,154.1,33.1,178.4,25.5,156.4,33.1,174.20000000000002,38.9,105.3,140.1,20.3,126.5,31.7,27,31.2,33.1,154.6,124.8,176.1
20,035,000200,362,327,1,16,11,1,0,0,6,278,256,1,7,9,1,0,0,4,24.6,109.8,25.9,135.4,27.2,104.3,33.4,118.7,32.6,70.89999999999999,92.5,23.8,81,30.2,25.9,28.8,29.400000000000002,107.1,81.3,126.7
20,035,000210,1367,1255,7,48,37,7,0,0,13,1048,976,5,28,24,5,0,0,10,128.6,453.3,160.2,523.3,125,452.6,181.6,489.1,177.5,305.2,380.9,145.6,345.5,166.1,126.9,163.4,171.1,452.8,344.4,506.3
20,035,000220,248,225,0,15,5,1,0,0,2,189,175,0,9,2,1,0,0,2,26.3,97.9,29.3,98.5,22.7,98.5,27.4,96.7,32.199999999999996,60,79,26.3,65.2,32.199999999999996,24.2,30.6,28.2,98.4,68.3,98.2
20,035,000230,67,66,1,0,0,0,0,0,0,54,53,1,0,0,0,0,0,0,5.6,32.6,5.3,45.1,3.6,37.2,5.3,43.8,3.6,28.900000000000002,30,5.3,30.6,3.6,4.7,3.8000000000000003,5.3,34.8,30,44.3
20,035,000240,94,86,0,5,0,0,0,0,3,83,77,0,4,0,0,0,0,2,11.2,46.9,8.3,52.3,9.7,42.9,11.2,46.9,11.2,29.7,34.6,9.7,32.2,13,9.7,11.299999999999999,8.8,44.400000000000006,32.2,49.699999999999996
20,035,000250,163,154,0,2,4,0,0,0,3,115,110,0,2,1,0,0,0,2,11.5,69,12.8,80.5,11.5,68.2,11.5,79.2,16.2,52.4,58.8,11.5,56.2,13.8,11.5,13.8,12.2,68.6,56.2,80.1
20,035,000260,716,661,0,22,5,2,0,0,26,537,503,0,15,5,2,0,0,12,55.3,279.1,75.8,360.8,74.2,268.5,82.5,333.7,78.4,221.3,261.7,73.1,237.4,78.8,63.5,77.3,78.8,273.8,239.5,346.2
20,035,000270,1050,984,0,24,15,2,0,0,25,770,731,0,14,13,2,0,0,10,94.2,329.4,113.4,371.3,104.1,315.6,122,344.6,113.4,178.1,237.5,97.8,208.9,113.6,98.3,108.5,118.1,322.2,208.8,357.6
20,035,000280,312,260,0,29,13,0,0,0,10,223,200,0,10,5,0,0,0,8,12.1,115.9,12.1,115.9,14.2,115.7,12.1,112.39999999999999,18.1,74.7,90.2,9.1,77.1,21.7,12.6,17.1,12.1,115.8,80,113.7
20,035,000290,40,35,0,1,4,0,0,0,0,34,30,0,1,3,0,0,0,0,2,15.799999999999999,5,15.799999999999999,3.2,17,5,15.799999999999999,3.2,12,13.2,2,13.8,0,2.8000000000000003,1.8,5,16.2,13.2,15.799999999999999
20,035,000300,885,830,6,19,13,5,0,0,12,705,672,4,13,8,0,0,0,8,89.3,273.2,96.4,312.9,78,288,100.4,295.6,112.4,171.5,236.3,86.9,211.4,94.3,82.6,97.8,98.7,281,207,305.5
20,035,000310,196,194,0,0,0,0,0,0,2,158,156,0,0,0,0,0,0,2,14.8,77.1,17.7,85.7,14.8,73.7,17.7,85.5,21.1,49.4,64.2,15.700000000000001,57.9,15.8,14.8,16.8,17.7,74,57.9,85.5
20,035,000320,243,238,0,2,3,0,0,0,0,183,178,0,2,3,0,0,0,0,21.5,70,34.4,93.7,19.2,72.7,36.6,87.6,35.7,38.7,63.1,21.5,52.6,33.4,19.9,29.9,35.6,71.6,51.7,90.4
20,035,000330,306,280,2,7,11,0,0,0,6,228,212,2,4,6,0,0,0,4,25.7,121.5,35.8,141.4,20.7,123.10000000000001,44.4,130.3,36.7,58.1,91.2,23.7,73.2,36.7,22.900000000000002,32.6,39.6,122.2,73.2,135.3
20,035,000340,152,148,0,3,0,0,0,0,1,123,122,0,0,0,0,0,0,1,14.700000000000001,61.4,16,72.3,17,60.4,17.8,71.3,24.3,47.3,58.1,14.700000000000001,51.7,17.8,15.4,19,17,61.2,51.7,72
20,035,000350,715,677,2,20,10,0,0,0,6,513,498,1,5,5,0,0,0,4,51.9,245.5,48.5,273.8,46.5,238.1,49.7,260.5,61.8,145,193.6,30.1,161,51.4,48.9,48.5,49.1,240.79999999999998,166.7,266.8
20,035,000360,354,334,0,0,8,0,0,4,8,284,275,0,0,5,0,0,1,3,24.3,135.3,22.3,154.20000000000002,28.2,123.8,28.2,142.5,40,75.2,107.9,25.6,87.6,38.7,26.3,35.2,24.7,129.5,89.8,148.4
