state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,pre_20_dem_bid,pre_20_rep_tru,uss_16_dem_wie,uss_16_rep_mor,uss_20_dem_bol,uss_20_rep_mar,gov_18_dem_kel,gov_18_rep_kob,atg_18_rep_sch,atg_18_dem_swa,sos_18_rep_sch,sos_18_dem_mcc,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20
20,009,000090,89,86,0,3,0,0,0,0,0,81,78,0,3,0,0,0,0,0,8.1,35.300000000000004,13.3,31.200000000000003,3.1,43.400000000000006,13.3,29.3,7.9,16.2,24.3,5,19.3,7.9,6,7.9,13.3,39.4,19.3,31
20,009,000100,55,53,0,0,2,0,0,0,0,47,45,0,0,2,0,0,0,0,4.7,16.9,4.7,23.6,1.9000000000000001,23.4,4.7,23.6,6.6,14.1,20.2,4.2,16,8,3.3,6.2,4.7,19.7,16.5,23.6
20,009,00011A,1602,1055,57,426,9,3,3,4,45,1138,812,49,240,7,3,0,2,25,105.2,200,126.9,211.9,74.1,227.6,127.6,204.9,107.6,109.9,175,80.9,140,106.4,89.6,98.3,126.9,214.1,140.7,208.7
20,009,00011B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,009,000120,1322,1170,25,102,3,6,0,0,16,1015,928,19,51,3,4,0,0,10,101.5,362.9,129.9,383,81.3,383.9,145,351.1,145,205.8,304.5,99.7,265.1,125.9,91.6,123.6,137.3,373.7,258.5,366.8
20,009,000130,1093,954,10,113,5,0,0,0,11,800,720,9,61,4,0,0,0,6,83.4,272.8,104,302.4,63.8,294.9,104.8,290.7,115.2,180.1,240,80.1,200.9,97.9,73.4,97.9,104.3,283.5,206.9,297.2
20,009,000140,1438,1285,28,111,3,1,0,0,10,1094,1011,17,59,3,1,0,0,3,114.7,470.1,154.2,483,87.1,516.9,172.6,456.8,188.7,278,412.8,121.8,364.2,154.2,100.8,154.6,162.4,493.3,351.4,470
20,009,000150,1176,1098,4,61,0,0,0,3,10,925,878,4,38,0,0,0,0,5,112.7,442.3,166.2,462.5,79.9,485.1,165.29999999999998,447.7,179.9,276.8,405.3,105.9,356.8,144.9,96.2,144.2,165.9,464.5,346,454.2
20,009,000160,1242,1177,6,35,1,5,2,7,9,1046,1005,2,24,1,4,2,4,4,121.9,563,138,627.7,65.9,617,136.1,622.3,190,386.4,531.3,99.3,486.9,132.8,93.7,140.9,136.6,590.3,468.2,625.1
20,009,000170,1066,926,11,101,3,6,0,0,19,823,745,9,57,2,3,0,0,7,82.4,302.9,122,361,54,335,124.9,337.4,109.4,179.4,256.6,87.4,224.9,103.7,68.1,100.5,123.2,318.5,220,349.3
20,009,000180,1386,1206,14,125,6,9,0,1,25,1062,963,10,65,6,8,0,0,10,105.2,328.6,148.8,368.5,71.8,354.5,156.6,345.8,154.8,183.9,274.7,109,237.6,136.6,88.8,133.8,153.1,341.1,232.2,357.1
20,009,00019A,1468,1347,19,80,7,0,0,0,15,1077,1009,10,47,7,0,0,0,4,98.9,385.1,138.3,442.9,63.1,421.3,164.1,396.9,136.8,241.1,329,101.1,293,121,81.1,119.5,150.9,403.5,287.5,419.8
20,009,00019B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,009,000200,1308,891,40,332,10,7,2,0,26,933,670,31,203,5,5,2,0,17,76,181.8,97.7,208,55.2,196.4,93.3,197.3,68.8,106.3,145.7,57.1,130.5,67.2,65.5,64.3,95.5,188.2,127.1,202.2
20,009,000210,1471,751,24,670,10,2,0,2,12,1009,606,18,368,8,2,0,2,5,69,142.1,95.9,131,53.2,150.1,95.9,121.9,68.1,79,99.8,67.7,90.1,71,60.7,68.4,95.9,145.9,89.7,126.60000000000001
20,009,00022A,1423,390,7,1008,8,0,1,2,7,886,312,4,558,7,0,1,1,3,37.4,54,41.5,61.5,23.5,59.4,40.5,50.4,27.5,32.8,41.2,27.4,38.8,25.4,30.6,27.4,41.2,56.6,38,55.8
