state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,pre_20_dem_bid,pre_20_rep_tru,uss_18_dem_men,uss_18_rep_hug,uss_20_dem_boo,uss_20_rep_meh,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20,ndv,nrv
34,019,95005,1086,931,65,60,0,4,0,7,19,911,766,65,55,0,4,0,7,14,161.79999999999998,277.5,295.5,440.5,137.6,254.2,273.4,444.6,161.79999999999998,137.6,284.4,277.5,254.2,442.4,216.8,354.2
34,019,95006,884,850,16,14,1,3,0,0,0,686,666,8,9,1,2,0,0,0,140.8,334.1,222.5,331.7,101.1,299.2,205.8,334.9,140.8,101.1,214,334.1,299.2,333.2,167.6,325
34,021,10001,705,651,21,16,0,9,0,1,7,591,550,17,10,0,9,0,1,4,295.3,173.7,270.2,91.3,237.9,171.9,265.2,90.3,295.3,237.9,267.8,173.7,171.9,90.8,267.2,131.8
34,021,10002,1025,677,208,67,0,47,0,0,26,843,588,147,51,0,36,0,0,21,294.9,122,385.6,130.2,265,113.2,378.1,128.8,294.9,265,381.9,122,113.2,129.5,331,123.7
34,021,10003,1099,464,489,86,5,29,0,0,26,932,427,411,58,5,23,0,0,8,423.3,86,426.3,144,325.8,74.9,418,142.4,423.3,325.8,422.2,86,74.9,143.2,398.3,111.8
34,021,10004,1028,611,325,61,2,18,0,3,8,840,551,222,40,2,17,0,2,6,292.1,106.8,383.9,129.79999999999998,242.6,97.7,376.7,128.2,292.1,242.6,380.5,106.8,97.7,129,324,115.8
34,021,10005,1168,325,710,102,0,10,0,0,21,962,301,558,78,0,9,0,0,16,517.8,44.9,440,148.7,409.1,33.9,431.7,147,517.8,409.1,435.9,44.9,33.9,147.6,449.7,93.8
34,021,10006,710,422,163,102,3,10,0,0,10,545,346,117,62,3,8,0,0,9,221.1,67.1,249.1,84.3,170.6,61.4,244.5,83.1,221.1,170.6,246.89999999999998,67.1,61.4,83.8,221.2,74.1
34,021,10007,886,616,173,66,1,16,0,0,14,726,535,135,36,1,12,0,0,7,273,143.1,332.1,112.3,221,101,325.59999999999997,110.9,273,221,328.8,143.1,101,111.7,288,116.9
34,021,10008,900,783,77,28,1,5,0,1,5,751,673,52,18,0,5,0,1,2,302.1,220.1,343.5,116.2,282,220.9,337,114.7,302.1,282,340.4,220.1,220.9,115.5,316.2,168
34,021,10009,1006,296,526,139,4,18,0,3,20,797,275,400,94,4,13,0,1,10,384.3,67.8,364.5,123.4,294.2,48.3,357.5,121.7,384.3,294.2,361,67.8,48.3,122.4,350.1,90.2
34,021,10010,1746,334,1107,219,6,33,0,8,39,1281,291,789,141,5,31,0,4,20,604.4,74.8,586,198,462.9,47.2,574.4,195.9,604.4,462.9,580.5,74.8,47.2,197.1,557.1,128.9
34,021,10011,633,306,227,68,1,11,0,4,16,503,265,174,42,0,8,0,3,11,204.1,62,230.2,77.7,157.4,56.8,225.8,76.9,204.1,157.4,227.9,62,56.8,77.1,204.3,68.4
34,021,10012,992,574,300,84,1,22,1,0,10,777,466,231,56,1,15,1,0,7,384.1,133.9,355.3,120.2,295.9,139.3,348.6,118.7,384.1,295.9,351.8,133.9,139.3,119.3,346.2,128
34,021,10013,756,178,465,78,1,9,0,2,23,560,166,325,45,1,8,0,2,13,313.1,35.1,256.2,86.5,236,36,251.3,85.6,313.1,236,253.7,35.1,36,86.10000000000001,264.1,60.6
34,021,10014,872,618,120,101,4,12,0,1,16,719,539,81,73,4,12,0,1,9,249.8,91.4,328.8,111.1,207.6,83.6,322.7,109.8,249.8,207.6,325.6,91.4,83.6,110.4,277.40000000000003,98.7
34,021,10015,1347,524,564,98,0,124,4,2,31,1105,466,449,76,0,91,2,2,19,573.1,112.6,505.6,171.1,435.9,107.6,495.2,168.79999999999998,573.1,435.9,500.2,112.6,107.6,169.7,502.7,139.8
34,021,10016,750,653,44,32,0,19,0,0,2,638,560,37,22,0,17,0,0,2,202.5,157.3,292.1,98.5,175.8,144.5,286.1,97.3,202.5,175.8,289.2,157.3,144.5,97.8,239.4,124.3
34,021,10017,1297,734,334,140,1,55,0,0,33,1038,641,241,95,1,45,0,0,15,400,156.2,474.8,160.7,303.3,113.5,465.6,158.5,400,303.3,470.3,156.2,113.5,159.4,410.9,146.8
34,021,10018,1662,1153,290,100,8,84,0,1,26,1452,1070,225,70,5,66,0,1,15,428,211.9,664.1,224.6,308.90000000000003,177.1,651.3,221.79999999999998,428,308.90000000000003,657.6999999999999,211.9,177.1,223.1,512.9,208.8
34,021,10019,1162,897,145,82,3,19,0,2,14,993,756,137,69,3,13,0,2,13,370,264.3,454.1,153.8,430.8,326.5,445.4,151.6,370,430.8,449.5,264.3,326.5,152.8,424.90000000000003,223.8
34,021,10020,528,449,34,29,0,13,2,0,1,427,375,22,15,0,12,2,0,1,159.1,113.5,195.2,65.89999999999999,185.4,140.4,191.6,65.3,159.1,185.4,193.5,113.5,140.4,65.5,182.9,96.1
34,021,10021,1105,883,83,34,0,87,1,0,17,946,767,67,25,0,72,1,0,14,473.8,299,432.5,146.3,414.1,279.8,424.4,144.6,473.8,414.1,428.5,299,279.8,145.3,436.3,217.2
34,021,10022,4159,3244,225,266,6,338,4,13,63,4070,3177,217,261,6,335,4,13,57,313.8,126.10000000000001,1861.6,629.3,220,117,1825.7,621.4,313.8,220,1843.6000000000001,126.10000000000001,117,625.5,1055.6,373.70000000000005
34,021,10023,1304,628,442,171,0,29,0,3,31,1058,554,345,109,0,26,0,3,21,455.4,142.4,484.1,163.4,352.9,109.3,474.8,161.7,455.4,352.9,479.1,142.4,109.3,162.5,441.8,144.1
34,021,10024,2050,1136,470,117,4,287,0,5,31,1665,967,359,81,3,232,0,5,18,750.9,282.09999999999997,761.4000000000001,257.5,413.1,170.1,746.8,254.3,750.9,413.1,754.1,282.09999999999997,170.1,255.99999999999997,668.1,241.1
34,021,10025,1040,374,501,94,3,39,0,2,27,852,341,390,68,2,37,0,2,12,348.9,50.8,389.9,131.8,272.5,38.9,382.1,130.1,348.9,272.5,386.2,50.8,38.9,130.5,348.2,88.1
34,021,10026,1112,615,355,81,8,36,0,1,16,942,544,293,58,6,28,0,1,12,466.90000000000003,137.1,431,145.5,389.90000000000003,118.8,422.40000000000003,144,466.90000000000003,389.90000000000003,426.5,137.1,118.8,144.79999999999998,427.5,136.70000000000002
34,021,10027,644,426,159,28,2,18,0,3,8,528,366,122,18,2,14,0,2,4,226.6,71.2,241.6,81.60000000000001,176.6,69.4,237,80.7,226.6,176.6,239.4,71.2,69.4,81.2,220.4,75.8
34,021,10028,839,326,404,55,5,24,0,1,24,719,294,343,43,2,21,0,1,15,362,50,328.90000000000003,111.10000000000001,319,34,322.5,109.8,362,319,325.6,50,34,110.3,333.2,76.2
34,021,10029,774,383,278,56,2,32,0,1,22,635,342,223,35,1,25,0,1,8,272.4,85.7,290.5,98.2,212.5,83.4,284.8,97,272.4,212.5,287.8,85.7,83.4,97.7,265,91.1
34,021,10030,1256,900,212,76,2,41,0,0,25,1038,774,163,53,1,39,0,0,8,510,291.8,474.8,160.5,399.4,258.6,465.5,158.5,510,399.4,470.6,291.8,258.6,159.2,462.7,217.1
34,021,10031,679,559,79,18,0,18,0,0,5,562,473,59,14,0,13,0,0,3,228,158.1,256.9,86.9,188,154,252,85.7,228,188,254.4,158.1,154,86.4,231.2,121.2
34,021,10032,556,449,56,33,0,8,0,0,10,451,371,39,27,0,8,0,0,6,188,153,206.29999999999998,69.8,150.9,138,202.3,68.8,188,150.9,204.2,153,138,69.3,186.8,107.3
34,021,15001,750,658,20,47,1,15,0,1,8,592,530,15,31,1,11,0,1,3,153.3,171.9,228.20000000000002,183.2,135.2,166.2,220,176.6,153.3,135.2,224,171.9,166.2,179.8,184.1,174.6
34,021,15002,1109,945,34,66,4,39,0,0,21,890,778,27,41,3,30,0,0,11,237,240,342.9,275.4,189,197.1,330.7,265.6,237,189,336.9,240,197.1,270.6,274.9,244.4
34,021,15003,1382,1296,17,39,0,24,0,0,6,1102,1038,14,26,0,19,0,0,5,277.1,459.2,424.8,340.9,231.2,394.3,409.8,329.1,277.1,231.2,417.5,459.2,394.3,335.1,335.8,380.8
34,021,15004,1507,374,682,363,2,57,0,2,27,1137,324,521,236,2,37,0,2,15,475.2,93.1,438,351.6,351.6,71.8,422.6,339.9,475.2,351.6,430.5,93.1,71.8,346.4,421.8,214.3
34,021,15005,2175,939,520,643,6,31,0,8,28,1574,784,333,408,6,21,0,6,16,485.9,161.9,606.5,487.2,359.7,102,585,469.9,485.9,359.7,596,161.9,102,478.6,509,305.4
34,021,15006,1740,1299,180,188,5,38,0,4,26,1475,1135,152,137,3,32,0,2,14,475,350.3,568.6,456.6,381.5,254.70000000000002,548,440.3,475,381.5,558.2,350.3,254.70000000000002,448.4,493.2,375.9
34,021,15007,4499,838,2386,1034,3,102,4,20,112,3162,690,1612,693,3,79,4,11,70,1028.8,159.4,1219.1,978.7,747.9,102.8,1175.3,944.1,1028.8,747.9,1197.1,159.4,102.8,961.4,1042.6,546.2
34,021,15008,822,715,23,54,0,18,0,0,12,645,579,16,28,0,17,0,0,5,172.9,238,248.7,199.6,139,161.1,239.8,192.5,172.9,139,244.3,238,161.1,196.1,200.2,197.7
34,021,15009,1327,1173,36,62,0,43,1,0,12,1012,910,20,41,0,32,1,0,8,310,401,390,313.2,266.1,335.9,375.9,301.9,310,266.1,382.9,401,335.9,307.3,335.5,338.2
34,021,15010,1072,990,30,31,0,15,0,0,6,951,882,30,21,0,15,0,0,3,273,414.8,366.5,294.3,252.1,345,353.5,283.8,273,252.1,359.8,414.8,345,288.90000000000003,311.3,334.4
34,021,15011,1455,877,207,320,4,18,0,2,27,1117,738,137,204,4,12,0,2,20,357.5,221.2,430.6,346,260.3,165.1,415.2,333.7,357.5,260.3,423.1,221.2,165.1,339.8,365.8,266.6
34,021,15012,1145,629,144,343,5,15,0,0,9,840,512,89,215,5,15,0,0,4,239.1,112,323.7,260.1,181.4,81.6,312.2,250.6,239.1,181.4,318,112,81.6,255.29999999999998,264.1,176.1
34,021,15013,2466,501,1149,675,6,53,0,7,75,1728,427,801,422,5,32,0,3,38,694,104,665.9,535.1,439.4,71.1,641.9,515.6,694,439.4,653.8,104,71.1,525.3,610.4,306.8
34,021,15014,719,524,64,96,0,22,0,0,13,551,412,44,69,0,14,0,0,12,170.2,144,212.4,170.4,132.70000000000002,104.1,204.9,164.2,170.2,132.70000000000002,208.6,144,104.1,167.4,180.1,145.5
34,021,15015,2821,2205,228,176,3,164,0,4,41,2456,1975,184,129,0,141,0,3,24,649,458.1,946.6999999999999,760,523.1,317,913,733,649,523.1,929.9,458.1,317,746.5,758.1999999999999,567.1
34,021,15016,1485,717,332,361,1,44,0,0,30,1117,610,217,237,1,34,0,0,18,331.8,218.9,430.6,345.9,242.9,165,415.1,333.7,331.8,242.9,422.7,218.9,165,339.8,355,265.5
34,021,15017,1456,726,338,313,1,30,0,2,46,1081,603,218,217,1,22,0,2,18,338.2,202.8,416.6,334.6,238,166.20000000000002,401.9,322.6,338.2,238,409.1,202.8,166.20000000000002,328.8,348.7,256.7
34,021,15018,1672,902,204,456,6,50,17,4,33,1289,764,137,322,4,38,10,0,14,364.9,189,496.6,399.1,297.1,143.1,479.2,384.9,364.9,297.1,488.2,189,143.1,391.6,409.8,278.9
34,021,15019,650,586,7,14,0,40,0,0,3,489,447,5,10,0,27,0,0,0,191,250,188.5,151.4,120,215.1,181.8,145.9,191,120,185.29999999999998,250,215.1,148.7,170.3,190.6
34,021,15020,998,908,17,46,0,23,0,0,4,778,727,11,26,0,12,0,0,2,247,295.1,299.8,240.8,176,264.1,289.1,232,247,176,294.5,295.1,264.1,236.5,253.1,257.9
34,021,15021,688,585,26,52,2,12,0,0,11,550,479,18,35,0,10,0,0,8,175.5,167.6,211.9,170.3,123.10000000000001,133.6,204.4,164.2,175.5,123.10000000000001,208.1,167.6,133.6,167.3,178.6,159.1
34,021,15022,744,689,5,30,0,14,0,0,6,602,561,3,23,0,11,0,0,4,152.9,227.2,231.9,186.29999999999998,143.2,170.7,224,179.8,152.9,143.2,228.1,227.2,170.7,182.8,188.2,191.1
34,021,15023,2423,1059,823,415,1,78,7,2,38,1876,921,603,269,1,59,3,2,18,643.6,241.7,722.7,580.7,482.8,171.2,697.1,560.2,643.6,482.8,709.8,241.7,171.2,570.5,636,388.2
34,021,15024,1159,790,139,206,1,14,6,1,2,884,637,90,138,0,14,3,1,1,254.29999999999998,230.20000000000002,340.7,273.7,212.2,188.2,328.8,263.7,254.29999999999998,212.2,334.7,230.20000000000002,188.2,268.6,284,239
34,021,15025,1741,1291,84,213,4,126,0,2,21,1370,1054,63,147,3,91,0,0,12,420.9,298.1,528.2,424,350,273.4,509.2,409.1,420.9,350,518.6,298.1,273.4,416.6,452.09999999999997,350.9
34,021,15026,1312,1008,111,91,2,64,0,4,32,1103,868,94,62,2,55,0,3,19,288.7,251.1,425,341.2,216.9,180.20000000000002,410.1,329,288.7,216.9,417.7,251.1,180.20000000000002,334.9,334.9,275.4
34,021,15027,1858,1620,35,121,0,79,0,0,3,1408,1246,23,71,0,67,0,0,1,391.5,522.1,542.7,435.7,318.9,424.6,523.2,420.1,391.5,318.9,532.9,522.1,424.6,427.8,443.7,450.8
34,021,15028,1048,897,23,58,0,58,0,0,12,848,727,20,44,0,50,0,0,7,283.1,291.1,326.9,262.6,235.2,240,315.2,253,283.1,235.2,321,291.1,240,257.8,290.1,261.5
34,021,15029,846,701,22,91,2,20,1,0,9,693,591,20,60,2,14,1,0,5,219.2,182.8,267.1,214.6,165,118.5,257.7,206.8,219.2,165,262.4,182.8,118.5,210.9,227.3,180.6
34,021,15030,1093,970,8,41,3,62,0,0,9,853,773,5,24,3,45,0,0,3,246.7,331,328.8,264.1,184.9,298.8,317.2,254.3,246.7,184.9,322.9,331,298.8,259.2,269.3,287.1
34,021,15031,2378,1839,235,182,2,81,0,3,36,1773,1407,167,114,2,64,0,1,18,526.5,585.7,683.1,548.9,375.5,453.8,658.9,529.3000000000001,526.5,375.5,671.2,585.7,453.8,539,561.1,529.5
34,021,15032,919,815,21,47,0,28,0,0,8,716,655,11,28,0,21,0,0,1,232.9,270,275.9,221.70000000000002,186.1,225.1,266.1,213.8,232.9,186.1,270.90000000000003,270,225.1,217.9,240.29999999999998,232.5
34,021,15033,757,617,47,48,3,26,0,4,12,584,491,32,34,1,19,0,1,6,208.2,210.20000000000002,225,180.8,170,148,217.2,174.1,208.2,170,221.1,210.20000000000002,148,177.5,205.2,178.4
34,021,15034,1011,884,24,64,3,27,0,0,9,809,718,17,45,3,22,0,0,4,258.1,233.2,311.9,250.3,214.9,190.2,301,241.5,258.1,214.9,306.5,233.2,190.2,245.9,271.4,228.6
34,021,15035,1437,1185,42,55,1,132,0,4,18,1141,971,33,35,1,92,0,2,7,376.09999999999997,376.09999999999997,439.6,353.2,303.2,325.9,424.1,340.5,376.09999999999997,303.2,431.8,376.09999999999997,325.9,346.9,385.9,348.8
34,021,15036,745,705,2,28,0,3,0,0,7,574,548,1,17,0,3,0,0,5,208.8,207.9,221.3,177.6,146.3,181.2,213.3,171.4,208.8,146.3,217.4,207.9,181.2,174.6,197.4,184.5
34,021,15037,1168,997,69,54,2,30,0,3,13,957,833,53,38,1,22,0,3,7,276,268.8,368.90000000000003,296.3,214.1,229.3,355.59999999999997,285.6,276,214.1,362.09999999999997,268.8,229.3,290.8,303.59999999999997,269.9
34,021,15038,1416,1218,59,90,2,27,0,1,19,1149,1018,40,63,2,18,0,1,7,329.1,356.5,442.7,355.8,258.2,282.4,427.3,343.1,329.1,258.2,434.8,356.5,282.4,349.3,364.5,334.6
34,021,15039,1276,823,170,218,0,35,0,5,25,973,687,112,137,0,23,0,0,14,279.1,182.6,374.9,301.2,174.8,147,361.6,290.1,279.1,174.8,368.3,182.6,147,295.6,297.5,230.2
34,021,15040,911,806,25,43,0,28,1,1,7,705,632,14,29,0,23,1,1,5,232.2,209,271.6,218.1,197.9,232.2,262,210.29999999999998,232.2,197.9,266.7,209,232.2,214.2,241,217.4
34,021,15041,675,537,24,85,0,22,0,1,6,540,452,18,50,0,16,0,1,3,159.5,118.7,208,167.3,124.2,89.5,200.8,161.1,159.5,124.2,204.5,118.7,89.5,164.29999999999998,173.1,134.1
34,021,15042,1008,946,13,26,0,11,1,0,11,780,743,7,16,0,9,1,0,4,254,299.90000000000003,300.7,241.3,202.1,224.9,289.9,232.7,254,202.1,295.3,299.90000000000003,224.9,237,261.5,249.5
34,021,15043,1320,1251,6,42,0,14,0,0,7,999,953,5,27,0,11,0,0,3,310.1,333.09999999999997,385.1,309.3,241.79999999999998,297.8,371.5,298.1,310.1,241.79999999999998,378.3,333.09999999999997,297.8,303.6,327.2,309.6
34,021,15044,1170,987,32,47,2,87,0,3,12,928,785,21,34,2,77,0,3,6,235,318,357.5,287.3,185.7,249.29999999999998,344.9,276.8,235,185.7,351.2,318,249.29999999999998,282.2,280.8,283
34,021,15045,1307,1185,20,44,0,54,0,0,4,1001,922,13,24,0,41,0,0,1,293,517.7,385.8,310,235.1,426.90000000000003,372.2,298.6,293,235.1,378.9,517.7,426.90000000000003,304.3,321.5,388.40000000000003
34,021,15046,885,806,4,40,0,29,0,0,6,717,663,2,27,0,20,0,0,5,209,316,276.2,221.8,135.8,230,266.5,214.1,209,135.8,271.3,316,230,218.1,221.7,245.5
34,021,15047,1519,1417,26,39,1,27,0,1,8,1291,1210,22,30,1,22,0,1,5,394.8,493.9,497.5,399.5,296.1,393.2,479.7,385.2,394.8,296.1,488.5,493.9,393.2,392.2,417.1,418.1
34,021,15048,827,604,91,76,0,49,0,0,7,726,543,74,60,0,42,0,0,7,214.5,159.3,279.90000000000003,224.79999999999998,166.9,120.4,269.9,216.6,214.5,166.9,274.9,159.3,120.4,220.7,232.8,180.2
34,021,15049,988,679,133,145,0,10,2,1,18,791,573,99,94,0,9,1,1,14,245.3,201.9,304.8,244.9,189.8,146.1,294,236.2,245.3,189.8,299.3,201.9,146.1,240.5,258.6,207.20000000000002
34,021,15050,1292,1140,37,50,2,48,0,3,12,1039,918,30,38,2,39,0,1,11,398.1,402,400.4,321.7,306,358.9,386.2,310,398.1,306,393.3,402,358.9,315.7,372.6,348.2
34,021,15051,1098,895,68,80,1,46,0,0,8,874,732,50,57,1,31,0,0,3,286.1,234.9,337,270.5,201,198.9,325,261,286.1,201,331,234.9,198.9,265.7,287.4,241.3
34,021,15052,1421,1112,92,104,0,86,0,4,23,1140,930,64,64,0,65,0,2,15,429.4,364,439.5,353,354.6,308.7,424.1,340.3,429.4,354.6,431.7,364,308.7,346.2,412.2,341.7
34,021,15053,953,842,41,40,1,14,0,0,15,760,691,24,23,1,10,0,0,11,200.20000000000002,253.1,293.1,235.2,162,215.6,282.5,226.8,200.20000000000002,162,287.9,253.1,215.6,230.8,234.29999999999998,232.6
34,021,15054,872,791,14,42,0,15,0,6,4,668,615,8,27,0,10,0,6,2,196.7,211,257.5,206.6,167.8,180.79999999999998,248.3,199.4,196.7,167.8,253,211,180.79999999999998,203,217.4,199.6
34,021,15055,1817,1624,29,70,0,78,0,1,15,1473,1333,26,39,0,65,0,1,9,464.9,504.9,567.3,455.9,363.1,444,547.5,439.5,464.9,363.1,557.2,504.9,444,447.6,485.6,461.1
34,021,15056,1175,1031,39,30,0,56,0,0,19,887,798,26,17,0,40,0,0,6,316,362,341.8,274.5,257.9,309.8,329.8,264.59999999999997,316,257.9,335.8,362,309.8,269.4,311.5,302.6
34,021,15057,917,807,27,50,3,21,0,0,9,731,651,23,35,3,16,0,0,3,194.8,258.7,281.8,226.1,137.8,195,271.8,218.20000000000002,194.8,137.8,276.8,258.7,195,222.2,221.2,224.4
34,021,15058,956,766,59,56,2,64,0,2,7,781,637,52,36,2,51,0,0,3,233.1,266.9,300.9,241.5,168,209,290.2,233.1,233.1,168,295.4,266.9,209,237.3,248,237.7
34,021,15059,1474,1314,20,68,0,61,0,0,11,1246,1123,19,49,0,49,0,0,6,412.09999999999997,490.9,480.4,385.8,303.9,433.9,463.1,371.7,412.09999999999997,303.9,471.7,490.9,433.9,378.9,414.6,420.5
34,021,15060,1617,1486,22,63,0,40,0,0,6,1315,1220,16,44,0,33,0,0,2,353.1,467,506.6,407.2,265.4,371,488.7,392,353.1,265.4,497.5,467,371,399.4,403.7,409.3
34,021,15061,1076,993,14,39,0,25,0,0,5,961,891,13,30,0,24,0,0,3,362.2,422.2,370,297.3,237.8,354,357.2,287,362.2,237.8,363.6,422.2,354,292.09999999999997,331.7,340.1
34,021,15062,817,722,21,36,2,30,0,1,5,642,574,13,27,2,24,0,1,1,192.7,224,247.5,198.7,173,148,238.6,191.4,192.7,173,243,224,148,195,213.1,190.6
34,021,15063,916,612,108,134,1,39,0,3,19,742,512,89,91,1,31,0,3,15,227.9,164.5,286,229.6,150,110.4,275.90000000000003,221.3,227.9,150,281.1,164.5,110.4,225.4,235,181.4
34,021,15064,1206,1080,22,68,0,31,0,0,5,966,882,15,43,0,23,0,0,3,289.8,365,372.4,299,230.1,287.9,359.09999999999997,288.4,289.8,230.1,365.9,365,287.9,293.4,312.8,309.9
34,021,15065,1513,718,210,509,1,48,1,0,26,1192,637,147,356,0,39,1,0,12,328,172.9,459.1,368.8,251.79999999999998,130.4,442.8,355.59999999999997,328,251.79999999999998,450.9,172.9,130.4,362.3,370.5,256.90000000000003
34,021,15066,1553,1107,250,101,1,60,0,1,33,1390,1044,198,76,1,49,0,1,21,402,234,535.8,430.3,278,154.9,516.7,414.90000000000003,402,278,526.2,234,154.9,422.6,433.1,308.59999999999997
34,021,15067,618,580,8,14,1,13,0,0,2,617,579,8,14,1,13,0,0,2,244.9,215,237.7,191,199,191.9,229.29999999999998,184.3,244.9,199,233.3,215,191.9,187.8,227.70000000000002,195.6
34,021,15068,1294,1197,24,41,0,27,0,0,5,989,923,21,26,0,16,0,0,3,288.1,497,380.4,305.6,236,429.3,366.7,295.1,288.1,236,373.8,497,429.3,300.6,317.9,382
34,021,20001,1528,865,102,469,0,64,1,4,23,1266,742,83,371,0,53,1,3,13,416.1,213.9,540.2,233.3,347.3,211.8,504.1,250.7,416.1,347.3,522,213.9,211.8,241.8,452.1,227.3
34,021,20002,1123,720,74,254,5,54,0,0,16,857,578,53,176,4,40,0,0,6,313.6,210.8,365.6,157.9,260.9,201.2,340.9,169.5,313.6,260.9,353.1,210.8,201.2,163.6,320.1,184.9
34,021,20003,1242,690,151,313,2,51,0,2,33,941,562,109,210,2,37,0,0,21,336.4,158.70000000000002,401.3,173.3,255.3,150,374.3,186.1,336.4,255.3,387.6,158.70000000000002,150,179.8,341.9,167
34,021,20004,1601,813,86,628,0,49,1,7,17,1117,586,62,427,0,30,1,5,6,373.9,146,476.7,205.7,312.8,153.1,444.4,221,373.9,312.8,460.4,146,153.1,213.5,401.8,181.4
34,021,25001,889,816,12,43,0,6,0,2,10,684,630,11,31,0,5,0,2,5,423.8,115.8,496.5,114.80000000000001,372.1,133.9,468.9,131,423.8,372.1,482.6,115.8,133.9,123.2,440.4,123.8
34,021,25002,1033,970,17,28,2,7,0,3,6,776,730,13,23,0,5,0,2,3,454.8,157.9,563.4,130.3,399.1,162.1,532.1,148.9,454.8,399.1,548,157.9,162.1,139.7,487.3,149.8
34,021,30001,1229,962,57,73,4,108,0,3,22,922,740,46,48,0,78,0,3,7,435.1,242.1,537.1,254.6,336,206,506.5,278.3,435.1,336,521.6,242.1,206,266.5,453.5,245.2
34,021,30002,1360,1275,11,29,1,24,1,0,19,1067,1008,7,18,1,19,1,0,13,500.90000000000003,302,621.6,294.90000000000003,429,329.9,585.8,322.2,500.90000000000003,429,603.5,302,329.9,308.9,534.2,312
34,021,30003,945,887,8,37,0,5,0,0,8,729,697,5,21,0,5,0,0,1,333.9,251.1,424.8,201.3,303.9,263.7,400.3,220,333.9,303.9,412.1,251.1,263.7,210.6,365.8,234
34,021,30004,1338,1261,8,26,2,22,0,1,18,1037,987,7,17,2,17,0,0,7,410,304,604.1,286.6,381.2,343,569.8,313.2,410,381.2,586.8000000000001,304,343,300,491.5,311.5
34,021,30005,1756,1558,38,58,0,64,0,1,37,1258,1136,25,37,0,44,0,1,15,647.2,311.7,732.6,347.3,533.3,328.9,690.8000000000001,379.6,647.2,533.3,711.2,311.7,328.9,363.5,650.7,342
34,021,30006,1303,1196,25,39,0,24,0,5,14,1041,970,22,22,0,18,0,3,6,467.9,287.90000000000003,606.6,287.7,403,278.8,572,314.3,467.9,403,589.4,287.90000000000003,278.8,300.9,512.6,292.1
34,021,30007,1285,1080,30,34,0,117,0,4,20,972,843,20,22,0,76,0,1,10,487.9,333.9,566.4,268.8,361.8,250.1,533.9,293.4,487.9,361.8,549.8000000000001,333.9,250.1,280.9,487.70000000000005,286.5
34,021,30008,1752,1521,28,57,0,120,0,3,23,1142,1007,18,31,0,79,0,1,6,526.3,274.6,665.4,315.5,417.8,291.3,627.4,344.7,526.3,417.8,646.3,274.6,291.3,330.1,559,306.5
34,021,30009,1209,1036,17,39,1,97,0,0,19,872,752,14,25,1,72,0,0,8,376.8,209.1,508,240.9,352.8,254.1,479.1,263.1,376.8,352.8,493.6,209.1,254.1,251.9,429.1,241.8
34,021,30010,2639,1773,83,103,2,625,0,4,49,1895,1334,68,65,1,412,0,0,15,978.9,414.09999999999997,1104,523.7,821.2,413.3,1041.1,572.2,978.9,821.2,1072.5,414.09999999999997,413.3,548,986.4,480.5
34,021,30011,1281,890,39,50,0,286,0,0,16,917,673,27,32,0,181,0,0,4,460.9,216.9,534.5,253.1,393,219.1,503.7,276.7,460.9,393,518.9,216.9,219.1,265,473.1,241.3
34,021,30012,1207,1112,10,28,1,40,0,0,16,876,810,10,23,1,28,0,0,4,419.90000000000003,256.2,510.5,242.20000000000002,352.9,255.2,481.1,264.9,419.90000000000003,352.9,495.8,256.2,255.2,253.4,440.9,254.79999999999998
34,021,35001,1443,1188,37,59,1,124,0,0,34,1071,897,29,35,1,96,0,0,13,577.8,192.8,492.6,195.3,516,198,474.59999999999997,201.2,577.8,516,483.5,192.8,198,198.4,515.3,196.8
34,021,35002,1220,941,86,91,4,73,0,0,25,947,765,56,56,4,55,0,0,11,452.2,254.8,435.6,172.9,347.3,198.1,419.4,177.8,452.2,347.3,427.8,254.8,198.1,175.4,413.3,201
34,021,35003,1465,530,661,194,0,48,0,3,29,1090,452,458,124,0,41,0,0,15,601.6,131.7,501.3,198.5,470.40000000000003,117.8,483.2,204.1,601.6,470.40000000000003,492.2,131.7,117.8,201.1,514.4,163.1
34,021,35004,1403,1099,81,52,3,152,0,3,13,1149,901,70,45,3,123,0,0,7,528.7,252.3,529.4,210.3,431.4,234.4,509.6,216.4,528.7,431.4,519.7,252.3,234.4,213.3,499.9,228.5
34,021,35005,775,570,47,140,0,9,0,0,9,596,466,30,89,0,4,0,0,7,149.5,77.5,274.1,108.9,87.7,50.6,264.09999999999997,112,149.5,87.7,269.1,77.5,50.6,110.39999999999999,193.8,87.3
34,021,35006,1137,873,83,112,0,47,1,0,21,881,697,63,81,0,32,1,0,7,397.7,212,405.3,160.7,329.3,165.2,390.3,165.3,397.7,329.3,398,212,165.2,163,380.6,175.8
34,021,35007,1254,1102,28,22,0,82,0,0,20,928,807,21,15,0,71,0,0,14,469,209.29999999999998,427.09999999999997,169.4,419.1,223.2,411.1,174.4,469,419.1,419.2,209.29999999999998,223.2,171.9,431.7,194
