state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,pre_20_dem_bid,pre_20_rep_tru,uss_18_dem_rin,uss_18_rep_bra,uss_20_dem_gid,uss_20_rep_col,gov_18_dem_mil,gov_18_rep_moo,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20,ndv,nrv
23,005,061292,10098,9635,73,99,25,122,0,2,142,7663,7382,51,64,20,79,0,0,67,3175,2476.9,4435.7,2810.8,605.4,1944.6,3538.1,3539.3,2599.3,2885.6,3175,1601,3986.8,2476.9,2414.1,3175.1,2870.4,2731.9
23,005,061302,6283,6055,37,53,30,30,2,6,70,5016,4846,31,40,23,23,2,5,46,1863,1476.8,2092.5,1475.7,387.4,1026.6,1661.2,1836.9,1464.5,1541.5,1863,925.9,1876.8,1476.8,1284,1656.3,1493.5,1472.1
23,005,071212,7666,7344,24,94,11,112,5,8,68,5789,5601,16,59,9,64,3,3,34,3869.5,1367.4,4630.8,1255.6,478,963.4,3866.7,1851.3,3398.1,1298.1,3869.5,1937.7,4249.7,1367.4,1130.9,1553.5,3248.6,1346.1
23,005,071222,8414,7989,67,126,9,120,2,3,98,7085,6789,53,85,9,89,2,2,56,3976.2,1103.2,3983.1,969.2,756.3,725.6,3153.3,1369.4,3677.3,1009.4,3976.2,2216.9,3567.2999999999997,1103.2,865.8,1168.9,3109.2,1034.8
23,005,071232,9154,8451,94,178,18,256,2,2,153,6972,6540,60,95,16,197,2,1,61,3575.4,1529.6,4311.4,1469.2,746.6,988,3593.4,1938.4,3285.4,1303.6,3575.4,2015.7,3952.3,1529.6,1145.9,1703.6,3102.3,1446.1
23,005,071242,8783,7337,350,286,37,562,1,16,194,6820,5882,200,182,31,433,1,13,78,3100.3,1554.1,4686.8,1563.1,753.7,945.2,4021.9,1958.5,2736.7,1216,3100.3,1745.3,4355,1554.1,1080.6,1760.4,3059.8,1447.6
23,005,071272,3670,3536,16,46,1,37,0,9,25,2868,2798,6,25,1,21,0,3,14,1379.4,978.2,1902.9,1037.7,218.1,719.8000000000001,1521.2,1353,1220.2,976.8,1379.4,719.3,1712.1,978.2,848.5,1195.5,1248.7,1012.8
23,005,081141,1026,983,3,15,4,7,0,0,14,869,844,2,8,2,5,0,0,8,759.3,117.9,1828.6,143.1,169.4,74.5,1665.6,199.29999999999998,659.4,116,759.3,413.6,1747.5,117.9,94.5,170.5,1016.1,130.5
23,005,081151,1508,1336,66,34,4,44,0,2,22,1322,1190,52,23,4,32,0,1,20,623.3,100.6,786.1,95.6,240,57.2,654.1,124.3,607.1,77.1,623.3,423.2,720.3,100.6,66.89999999999999,109.9,582.1999999999999,90.9
23,005,081161,2115,1589,147,72,3,236,1,6,61,1604,1281,85,42,3,160,1,2,30,760.4,164,830.6,154.8,182.9,105.7,669.2,217.4,687.8000000000001,141.1,760.4,435.5,750.1,164,123.4,185.9,626.3,156.3
23,005,081171,6622,5932,110,144,13,278,1,11,133,5357,4908,74,95,10,205,1,3,61,3088.2,852.6,3235.6,828.8,664.5,590.9,2634,1093.6,2879.2,754.1,3088.2,1771.4,2935.4,852.6,671.6,961.1,2501,823.9
23,005,081181,8606,7235,590,325,38,214,3,29,172,7508,6557,386,236,32,164,2,19,112,4332.6,565.2,5095.6,529,1270.7,336.2,4228.8,757.4,4034.1,461.90000000000003,4332.6,2651.9,4662.6,565.2,398.6,643.3,3792,529.4
23,005,081191,9184,6472,1391,541,89,342,6,14,329,7838,6025,831,410,74,269,5,6,218,3491.5,593.1,4371.4,557.8,1378.5,330.7,3670.6,722.4,3415.6,448.7,3491.5,2397.3,4021.1,593.1,390.1,639.6,3265.6,530.8
23,005,081201,7389,6377,416,226,40,127,1,8,194,6564,5884,253,169,32,109,0,6,111,4026.2,532.1,4361.5,498.9,1139.5,329.2,3528.4,697.8,3793.4,449.6,4026.2,2466,3944.8,532.1,389.1,597.8,3369.6,501.5
23,005,091131,6427,5745,289,88,13,181,1,9,101,4960,4573,168,51,11,107,1,5,44,2342.8,1040.1000000000001,2662.8,1008.1,419.3,705.2,2195.2,1318.8,2094.2,937,2342.8,1257,2428.9,1040.1000000000001,821.3,1163.2,1942.7,1001.7
23,005,091141,8324,6953,638,166,39,307,11,34,176,6806,6024,333,100,29,223,6,19,72,3497.1,1144.8,4290.2,1034.5,762,628.3,3620.9,1352.8,3036.6,878.9,3497.1,1899.3999999999999,3955.7,1144.8,752.9,1193.1,3040.7,1007.6
23,005,091151,6630,6018,156,172,17,132,1,20,114,5594,5188,100,113,14,94,1,16,68,2727.5,661.8,2918.5,573.7,637.7,367.8,2388.5,780.6,2413.7,496.2,2727.5,1525.7,2654.4,661.8,432.2,677.7,2216.8,575.3
23,005,091161,6722,5172,737,197,8,381,0,9,218,5183,4311,360,122,7,275,0,3,105,2496,842.8,2972.5,864,546.8,553.6,2480,1139.1,2216.8,747.7,2496,1382.5,2726.6,842.8,650.9,1001.1,2142.7,829.6
23,005,091171,1641,1524,29,18,4,39,0,2,25,1260,1184,14,13,4,29,0,1,15,630.7,188.1,792.6,209.1,149.9,125.5,668.3,275.8,562.2,171.7,630.7,355.9,730.5,188.1,148.8,242.3,561,194.2
23,005,091252,8512,7785,210,173,15,144,2,6,177,6707,6250,112,106,14,110,2,5,108,2722.3,1873,3564.3,1744.6,626.7,1151.7,2895.8,2129.2,2483,1620.1,2722.3,1554.9,3229.7,1873,1386.4,1937.1,2458.5,1703.8
23,005,100633,8219,7321,148,281,16,242,4,12,195,6723,5994,125,230,12,220,4,8,130,3309,1500.1,4035.4,1536.9,448.40000000000003,980.8,3401.2,1928.3,3130.8,1242.6,3309,1789.4,3718.1,1500.1,1110.9,1732.8,2864.7,1437.2
23,005,100643,4740,4596,4,39,10,28,0,1,62,4029,3932,3,27,9,23,0,1,34,1897.5,1320.6,2405.2,1426.3,189.8,977.5,1972.7,1746.5,1798.4,1211.2,1897.5,993.9,2189.5,1320.6,1095.6,1585.6,1652.9,1335.6
23,005,100653,3753,3469,47,106,18,33,0,2,78,2884,2733,27,49,12,25,0,1,37,1419.6,643.3,1730.9,659.3,192.5,420.7,1459,827.6,1343.2,533.1,1419.6,767.6,1595.3,643.3,476.6,743.5,1229.3,616.4
23,005,100663,8306,7658,99,210,17,151,0,6,165,6768,6318,73,145,13,121,0,2,96,3332.1,1509.7,4062.4,1546.6,451.1,987.2,3424.3,1941.6,3151.3,1251.3,3332.1,1801.1,3742.5,1509.7,1118.7,1743.5,2883.8,1446.2
23,005,101063,8432,7987,46,85,26,175,1,12,100,6522,6248,32,55,21,115,1,3,47,3688,1809.8,4640.7,1868.6,590.4,1320.4,3971.2,2375,3508.3,1689,3688,2050.5,4305.8,1809.8,1503.3,2121.1,3280.2,1812.8
23,005,101093,921,887,0,9,1,5,1,4,14,718,699,0,6,1,2,1,2,7,356.7,266.3,440.2,309.1,63.4,225.7,343.5,371.2,327.5,263.1,356.7,195.1,391.7,266.3,244.2,340.7,306.5,286.9
23,005,111071,8349,8004,43,104,12,99,3,5,79,6446,6240,29,60,9,63,2,2,41,3738.1,1505.4,4838.4,1441.4,629.9,1137.4,3989.7,2142.6,3445.7,1571.6,3738.1,2037,4414.4,1505.4,1352.9,1792.2,3328.6,1560.2
23,005,111080,341,338,1,0,0,1,0,0,1,290,288,1,0,0,1,0,0,0,233.9,66.1,258.1,66.1,30.9,44.3,219.1,102.3,202.1,66.1,233.9,116.39999999999999,238.8,66.1,55.3,84,188.7,69
23,005,111081,7441,7159,39,91,15,61,3,8,65,5451,5310,22,45,8,39,1,2,24,3320.9,1810.3,4252.7,1857.2,425.2,1456.1,3363.3,2623.8,3089.6,1961.3,3320.9,1757.4,3808.5,1810.3,1708.3,2239.1,2890.7,1942.2
23,005,111083,1129,1104,2,4,3,7,0,0,9,850,835,1,2,3,4,0,0,5,485.5,298.1,606.5,328.8,82.8,227.4,485.8,420.8,442,302.3,485.5,262.2,546.2,298.1,264.8,374.8,420.5,315.59999999999997
23,005,111093,8284,7982,52,81,9,59,4,5,92,6325,6141,32,52,8,37,4,2,49,2530.1,2413.1,3261.5,2596.7,442.5,1775.2,2577.2,3095.9,2266.1,2221.4,2530.1,1354.4,2918.9,2413.1,1998.1,2846,2215.9,2420.5
23,005,111103,1913,1856,4,13,10,6,0,3,21,1547,1509,4,8,8,5,0,2,11,516,608.5,679.3,649.5,91.7,441.90000000000003,532,753.9,457.90000000000003,539.9,516,274.7,605.6,608.5,490.7,701.6,456,598.6
23,005,111121,8847,8353,36,119,22,208,0,13,96,6620,6334,27,63,16,136,0,7,37,3928.1,2105.5,4960,2137.6,559.6,1625.2,4071.4,2927.3,3545,2231,3928.1,2053.2,4515.9,2105.5,1929.2,2532.7,3412.7,2206.4
23,005,111131,2338,2216,18,26,0,43,0,2,33,1671,1603,15,13,0,30,0,0,10,991.6,531.8,1251.9,539.8,141,410.40000000000003,1028.2,739,895,562.8,991.6,518.3,1139.9,531.8,486.8,639.1,861.6,556.7
23,005,121013,3742,3592,24,45,12,11,0,4,54,2939,2848,11,27,10,8,0,4,31,822.5,1114.8,1042.1,1181.5,170.3,733.3,822.7,1310.6,699.5,889.9,822.5,434.9,930.8,1114.8,812.4,1246.2,711,1045.1
23,005,121022,8935,8634,44,72,31,45,2,2,105,6977,6793,22,51,19,31,1,1,59,1937.2,2578.5,2553.7,2763.5,371.6,1735.7,2000,3179,1637.7,2265,1937.2,1005.7,2276.1,2578.5,2000.3,2970.2,1700.1,2504.9
23,005,121032,944,925,1,7,3,0,0,0,8,757,744,1,5,3,0,0,0,4,252.1,304.2,313.3,317.2,42.1,211.4,243.1,372,205.8,274.5,252.1,124,278,304.2,243,344.7,211.5,295.8
23,005,121033,4436,4291,16,40,15,14,3,2,55,3459,3367,13,23,10,6,3,2,35,1275.3,1384.9,1608.3,1478.1,195.3,1010.4,1258.9,1716.7,1126.4,1275.4,1275.3,661.7,1432.6,1384.9,1142.2,1597,1092.3,1373.4
23,005,121103,7606,7273,66,66,25,47,4,4,121,5804,5609,40,44,20,33,4,2,52,1914.2,2146.3,2575.2,2331.1,342,1380.5,2058.9,2705.2,1624.7,1843.3,1914.2,984.3,2318.2,2146.3,1611.1,2518.7,1703.3,2081
23,005,121113,9395,9020,89,80,27,62,1,2,114,7366,7125,69,49,22,38,1,2,60,2430.2,2722.8,3268.6,2958.8,434.3,1751.6,2613,3433.3,2061,2339.2,2430.2,1247.6,2940.9,2722.8,2044.4,3196.6,2161,2640.9
23,005,130983,7940,7619,46,88,41,22,3,9,112,6390,6189,34,55,26,15,3,6,62,1797.8,2226.7,2410.3,2317.4,354.8,1567.8,1899.8,2644.7,1678.8,1823.1,1797.8,1016.9,2155.1,2226.7,1695.9,2480,1628,2117.1
23,005,130993,3244,3153,6,12,17,20,0,4,32,2554,2485,4,11,14,13,0,2,25,701,1168.7,892.7,1353.3,154.6,830.7,696.3,1467.7,609.8,1026.9,701,382.4,794.9,1168.7,928.2,1409.3,610.1,1170.3
23,005,131013,3872,3749,13,27,9,21,0,1,52,3011,2930,11,23,5,12,0,1,29,845.8,1295.2,1067.2,1406.3,180.2,899.6,867.9,1536.1,748.2,1120.2,845.8,464.09999999999997,965.8,1295.2,1009.5,1470.8,742.6,1251.9
23,005,151053,5542,5374,19,42,5,20,1,1,80,4183,4084,13,21,5,14,1,1,44,1362.7,1660.7,1737.2,1760.5,214.8,1313,1388.8,2025.5,1257.9,1467.5,1362.7,736.4,1563.7,1660.7,1389.1,1891.5,1193.1,1646.1
23,005,ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,007,140871,4851,4699,8,69,17,13,0,1,44,3779,3688,6,37,15,12,0,0,21,1153.1,1185.3,1233,1378,183.8,785.3,985.9,1503.4,1037.2,951.3,1153.1,610,1109.7,1185.3,867.4,1441.3,918.5,1161.1
23,007,180872,2759,2677,3,17,15,8,0,1,38,2174,2126,1,10,12,5,0,0,20,591,874.5,712.1,990.6,106.6,588.9,533.6,1066,660.4,673.5,591,383.6,622.9,874.5,631.1,1028.4,520.7,838.1
23,007,180883,1035,1014,0,4,2,4,0,0,11,867,855,0,2,2,3,0,0,5,313.3,188.6,433.5,223.9,46.5,145.7,332,314,310.5,191,313.3,177.9,382.09999999999997,188.6,168.5,269.6,287.3,213.4
23,007,180892,7760,7463,20,100,32,27,6,5,107,6518,6293,16,71,24,22,6,3,83,1995,1485.9,2249.7,1544.9,514.1,949.3,1773.1,1834.2,2031.1,1136.9,1995,1273.3,2010.9,1485.9,1043.1,1690.1,1712.5,1388.6
23,007,180893,929,899,1,4,2,1,0,0,22,703,685,1,3,2,1,0,0,11,191,234.2,234.2,254,34.1,140.6,182.4,280.2,223.8,168,191,128.8,207.6,234.2,154.1,266.8,173.2,215.1
23,007,180901,4116,3942,22,37,15,39,1,1,59,3158,3053,8,20,13,29,1,0,34,879.6,1067.8,984.7,1115.7,143.2,678.5,779.4,1263.2,892.2,844.5,879.6,517.3,882.3,1067.8,761,1190.3,735.9,994.1
23,007,180903,4590,4440,10,42,17,13,1,0,67,3593,3506,3,24,12,7,0,0,41,830.9,1353.7,965.7,1516.2,140.7,861.4,718.3,1618.3,851,1001.8,830.9,494.5,841.3,1353.7,931.5,1567.4,699.6,1269.7
23,007,180913,3234,3153,5,20,10,20,2,6,18,2679,2626,2,11,8,15,1,3,13,783.9,1056.5,933.6,1203.1,155.2,695.9,728.4,1354.5,771.7,881.4,783.9,462.9,830.6,1056.5,787.1,1277.1,673.3,1039.5
23,007,180923,934,915,1,3,3,2,0,1,9,810,794,1,3,3,2,0,0,7,245.1,343.9,317.2,331.6,51.6,241.5,246.1,382.6,259.7,289.3,245.1,155,280.7,343.9,264.8,357.1,224.3,318.3
23,007,180931,560,529,0,19,0,2,0,0,10,440,422,0,9,0,1,0,0,8,90.8,139,88.6,215.5,20,110.3,68,222.1,89.6,118.9,90.8,54.699999999999996,78,139,114.2,218.8,71.5,161.4
23,009,280341,3763,3615,7,63,17,13,0,2,46,3093,3003,5,37,13,11,0,2,22,914.5,1100.5,1076.6,1235.9,167.4,849.5,851.9,1374.8,888,935.2,914.5,527.1,963,1100.5,891.8,1305.8,779.7,1098.7
23,009,280343,3996,3851,19,43,11,25,0,3,44,3232,3137,10,29,8,21,0,2,25,995.9,1196.8,1288.5,1356.2,186.1,887.7,976.5,1518.8,933.9,1002.9,995.9,560,1132.1,1196.8,945.7,1437.2,876.6,1192.8
23,009,280353,8324,7925,46,84,17,160,0,3,89,6859,6580,37,65,13,113,0,2,49,3549.1,1381.4,4164.4,1444.8,652.7,1011.4,3479.2,1834.1,3348.4,1187.4,3549.1,2002.5,3824.5,1381.4,1098.6,1634.9,3036.9,1370
23,009,280362,3842,3741,6,17,11,15,1,7,44,3225,3150,4,13,6,8,1,7,36,1392,844.9,1659.1,906.2,219.1,573.9,1348.7,1089,1331.7,687.9,1392,774.6,1503.4,844.9,629.9,996.4,1189.8,820.8
23,009,280363,2825,2722,16,28,10,15,0,0,34,2320,2250,10,19,8,10,0,0,23,980.8,692.2,1196.1,732.2,203.1,487,958.3,875.8,917.3,588.1,980.8,560,1077.3,692.2,536.1,804.1,850.7,674.2
23,009,280371,4152,4017,11,31,16,40,0,4,33,3429,3349,6,23,11,16,0,4,20,1591,981,1927.3,1091.8,298.7,760.3,1574.1,1300.6,1542.7,865.6,1591,919.8,1752.2,981,812.2,1195.9,1386.7,999.9
23,009,280372,2130,2054,3,31,3,24,0,2,13,1746,1698,1,17,3,17,0,2,8,809.1,477.3,971.3,542,147.9,357.5,765,650,763.5,417.2,809.1,454.90000000000003,867.6,477.3,386.5,596.2,691.4,488.3
23,009,280381,7741,7410,43,108,32,82,4,4,58,6075,5854,32,62,25,62,4,2,34,1799,2083.6,2260.9,2321.9,347.7,1453.3999999999999,1804.1,2605.4,1731.1,1671.2,1799,1038.7,2031.7,2083.6,1561.6,2464,1587.9,2027.9
23,009,280383,1481,1400,4,22,18,5,0,2,30,1223,1167,1,15,15,2,0,2,21,401.1,396.59999999999997,513.8,452.1,96,293.3,383.9,534,366.3,339.2,401.1,231.2,448.7,396.59999999999997,316,493.2,352.4,403
23,009,290111,19,18,0,0,1,0,0,0,0,14,13,0,0,1,0,0,0,0,4,8.2,5.9,6.7,0.6,4.8,4.7,5.9,5.3,4.9,4,2.9,5.3,8.2,4.8,6.3,4,6.1
23,009,290301,623,595,1,7,6,0,0,0,14,499,484,0,4,4,0,0,0,7,102.2,215.3,109.9,225.4,16.8,141.1,74.7,245.1,80.6,153.4,102.2,47.9,92.7,215.3,147.9,235.7,76.5,196.3
23,009,290303,1483,1434,3,9,12,10,0,0,15,1189,1159,2,6,8,9,0,0,5,306,426.9,373.6,447.8,64.5,300.4,282.8,485.7,273.9,325.1,306,169.7,328.2,426.9,313.2,466.59999999999997,259.7,397.5
23,009,290341,470,465,0,2,0,0,0,0,3,398,394,0,2,0,0,0,0,2,71.3,165.9,101.9,192.9,15.8,117.4,75.5,211.1,63.8,147.6,71.3,39.7,88.4,165.9,132.5,201.8,66.1,167
23,009,310202,1681,1630,6,13,8,10,0,3,11,1356,1317,5,9,5,10,0,3,7,453.6,542.4,550.9,582.6,57.1,400.6,428.7,678.6,412.3,472.1,453.6,234,489.5,542.4,436.2,629.9,380.2,536.2
23,009,310301,894,865,2,11,6,2,0,0,8,703,682,1,9,4,2,0,0,5,169.7,318.2,211.4,355.3,43.6,231.2,161.6,387.7,160.8,251.2,169.7,102,186.6,318.2,241,371.4,149,309.2
