state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,pre_20_dem_bid,pre_20_rep_tru,uss_16_dem_lea,uss_16_rep_mil,uss_18_rep_zup,gov_16_dem_min,gov_16_rep_sco,gov_18_dem_hal,gov_18_rep_sco,gov_20_dem_zuc,gov_20_rep_sco,atg_16_dem_don,atg_16_rep_buc,atg_18_dem_don,atg_18_rep_wil,atg_20_dem_don,atg_20_rep_pai,sos_18_dem_con,sos_18_rep_pai,sos_20_dem_con,sos_20_rep_pai,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20,ndv,nrv
50,017,VD132,652,631,1,5,3,0,0,3,9,505,490,1,3,3,0,0,2,6,172.4,100.2,233.20000000000002,128.70000000000002,177.8,103.4,69.4,136.6,165.7,113.4,142,106.3,250.20000000000002,195.5,82.4,187.3,68,225.9,116.7,175.4,76.1,207.8,118.8,170.6,158.7,193.4,112.9,88.8,153.2,175.5,118.3
50,017,VD133,3389,3278,6,48,5,17,0,2,33,2645,2582,3,23,4,9,0,2,22,627.2,657.3,857.4,922.1,712.8,766.4,504.6,360.7,1164.4,237.4,953.6,231.1,1526.4,922.9,524.7,753.2,436.1,974.1,734.7,652.8,533.3,840.3,800.5,655.9,546.4,724.8,777.8,605.4,997.1,652,793.5
50,019,VD134,941,894,9,15,2,4,0,1,16,737,704,3,10,1,4,0,1,14,207.1,182.7,286.6,235,224.7,196,142.6,114,319.9,140.1,245.9,105.7,393,261.1,157.6,245.4,130.6,300.7,183.2,228.8,147.5,274.7,189.1,201.6,205.2,242.29999999999998,214.5,166.8,249.7,217.4,210.1
50,019,VD135,2810,2691,22,24,5,16,0,0,52,2206,2133,10,13,5,16,0,0,29,503.2,427.1,686.8,571.5,577.3,441.9,327.9,299.1,734.2,255.9,605.3,255.9,932.4,567.2,419.7,546.6,308.5,741.2,443.1,503.3,347.3,661.9,466.6,485,436.7,585.6,504.1,396.1,603.2,509.5,501.4
50,019,VD136,988,955,2,12,8,1,1,0,9,763,738,1,5,8,1,1,0,9,146.6,193.7,218.8,265.2,187.4,175.2,128.4,109.2,273.7,98,205.8,75.4,360.5,198.6,166.6,176.5,121.2,244.6,195.5,160.3,137.20000000000002,197.5,212.6,159.9,144.9,184,202.1,148.3,258.7,165.1,203.1
50,019,VD137,1023,965,1,19,11,1,0,2,24,815,770,0,10,9,1,0,2,23,184.3,209.9,246.7,273.9,219,199,163.6,136,308.2,109.7,255.9,105,375.7,233.9,189,207,153.4,253.7,221,195.1,161.3,227.1,217.2,193.4,170.20000000000002,207.79999999999998,226.70000000000002,182.8,272,192.3,227.4
50,019,VD138,1086,1042,1,14,10,0,0,0,19,853,825,1,6,8,0,0,0,13,198.1,246.7,247.8,296.8,257.1,217.7,182,136.1,370.2,109.2,272,97.8,432.7,306.9,169.5,234.6,143.4,300.6,227.2,192.7,182,264.6,243.5,224.4,178.9,227.9,250.9,194.9,299.8,213.2,248.2
50,019,VD139,1206,1158,3,24,0,5,1,4,11,999,966,0,18,0,5,1,4,5,434.9,153.7,557.8,190.7,440.2,189.1,114.8,258.8,379.7,297.4,252.1,215.2,513.9,451.8,161,418.5,102.3,513.9,161,406.5,122.5,465,176.7,397,373.9,438.40000000000003,220.5,147.8,260.3,405,209.6
50,019,VD140,4621,4486,19,34,10,14,1,0,57,3598,3520,10,20,10,11,1,0,26,782.4,889.1,1032.7,1133,950.1,867.1,650.5,465.8,1408.4,427.8,1106.4,364.8,1702.2,1027.9,771.4,918.2,576.7,1155,863.9,843.4,663.8,992.7,923.1,806.8,729.3,888,984.8,748.3,1154.9,815.9,963.3
50,019,VD141,1122,1091,5,7,1,1,0,0,17,877,865,0,5,0,1,0,0,6,290.2,192.5,400.7,239,316.5,232.29999999999998,177.7,168,389.5,183.5,325.1,162,465.2,331.6,207.9,329.6,159.3,413.1,182,313.6,165.5,354.4,195.1,276.8,274.9,333,256.1,206.8,270.4,296.7,244.5
50,019,VD142,762,731,6,10,1,2,0,0,12,614,596,4,7,1,2,0,0,4,270.6,96.6,365.7,105.6,290.5,117.5,67.8,182.7,225.4,165.9,175.9,160.8,311.8,256.2,135.9,270.2,69.5,343.4,93.5,269.1,71.5,331.7,98.2,249.20000000000002,235.7,300.7,143,95.5,153,264.4,131
50,019,VD143,629,609,5,5,4,0,0,0,6,478,467,1,4,3,0,0,0,3,81.1,175.3,139.2,209.8,103,165.8,134.2,55,232.9,54,190,52,266.09999999999997,137.1,133.1,114.8,127.2,149,177.2,95.6,143.7,120.5,177.2,94.1,88,114.5,177.1,148.5,207.4,100,177.7
50,019,VD144,1163,1115,5,10,2,4,1,4,22,880,852,2,5,2,3,1,0,15,193,282.3,256,402.6,243.9,290.2,212.9,108.1,442.3,99.5,333,78.2,532.7,287.8,226.6,227.7,208.3,306.7,313.2,210.1,229.2,262.59999999999997,340.4,208.4,178.5,225,310.3,246,397.4,207.4,317.5
50,019,VD145,521,502,3,3,4,3,0,0,6,404,390,3,3,4,0,0,0,4,113.8,102,144.7,139.7,134.6,72.89999999999999,79.60000000000001,73.6,162.7,64.2,134.5,59.699999999999996,207.9,152.2,73.7,98.4,87.5,152.3,109.3,105.4,91.7,131.9,114.8,118.2,89.2,122,102.7,98.6,142.7,112.2,114.5
50,019,VD146,879,832,5,12,7,4,0,1,18,650,624,3,8,6,1,0,1,7,123.3,250.1,200.4,273,182.4,215.29999999999998,161.2,74.9,332.4,76.4,223.6,102.1,329.4,204,199.4,139.9,157.9,212.1,231.4,128.4,174.7,174.1,240.9,146.1,114.3,171.7,249.4,179.5,268.1,146.6,232.2
50,019,VD147,749,729,0,7,3,3,0,0,7,605,588,0,7,3,3,0,0,4,101.9,198.6,173.7,219.6,125.9,198.6,153.2,74.3,260.3,53.9,222.2,41.2,337.2,149.3,168.4,134.7,137.5,191.2,159.2,121.5,147.8,175.7,180.1,112.5,103,146.1,206.5,165.5,224,121.6,198.9
50,019,VD148,4589,4290,61,83,38,23,5,5,84,3681,3456,47,61,31,17,1,4,64,819.7,727.4,1162.9,900.7,917.4,744.6,554.4,547.9,1148.5,442.8,988.4,425.4,1525.6,1022.7,648.2,877.2,537.5,1201.7,733.2,827.4,593.3,1040.1,770.3,825.9,716.3,956.5,817.5,668.2,982.8,844.3,822.4
50,019,VD149,1594,1567,2,8,2,1,0,0,14,1261,1243,2,5,2,0,0,0,9,255.6,336.6,341.6,414,311.8,340.40000000000003,228.1,155.2,516.7,140.7,377.9,118.5,610.6,361.3,279.3,302.7,195.8,403.2,309.5,258.6,238.9,334.1,327.4,270.7,234.2,298.9,369.3,259.6,415.3,270.8,348.3
50,019,VD150,1662,1620,1,16,8,4,0,0,13,1283,1256,1,11,7,2,0,0,6,243.3,283.3,370.2,394.1,307.1,303.3,208,180.4,447.2,144.5,353.6,143.5,573.8,361.1,240.1,287.3,202.2,417.7,320.1,275.3,224.1,345.2,339.2,272.3,235.2,319.2,318.1,246.2,405.7,278.9,323.9
50,019,VD151,536,518,2,2,0,2,0,0,12,431,418,2,2,0,2,0,0,7,134.1,123,189.7,145.8,148,129.7,92.8,97.9,195,85.5,162.1,74.9,248.2,166,111,159.1,91.1,180.8,121.7,153.2,96,177.1,120,136.6,132.3,155.4,139.4,110.4,159,142.4,136
50,019,VD152,350,344,0,0,0,2,0,0,4,300,296,0,0,0,2,0,0,2,102.8,92.8,126,102.2,95.3,104.9,70,61.9,147.20000000000002,60,110,47.8,172,102.2,103.9,102.2,70.8,144,70.8,102.2,69,119.1,80,90.5,88.3,109,112.5,79.7,106,96.60000000000001,99.5
50,021,VD153,1056,1020,7,7,6,1,0,0,15,804,780,5,4,4,1,0,0,10,215.3,232.1,257.6,305.4,248,224.5,177.5,165.7,328.7,105.4,275.9,98.7,413.6,265.2,189.1,214,177.5,257.6,268.2,182.3,209.1,214,275,224.2,166.8,207.3,243.1,209.8,315.8,202,255.6
50,021,VD154,3966,3854,10,26,10,21,0,1,44,3122,3053,6,14,9,16,0,0,24,924.4,723.2,1213.5,895.8,1056,739.6,524,670.6,1167.9,524,958.9,507.3,1544.5,1100.6,642.4,972.8,511.2,1245.7,745,929.5,570.8,1096,784.5,937.2,809,1016.8,818,641.1,992.9,931.6,817.5
50,021,VD155,4717,4572,16,60,7,24,0,2,36,4078,3952,14,50,5,21,0,2,34,795.5,809.2,1055.5,1042.9,892.7,759.4,634.7,543.2,1147.1,397.1,993.3,409.8,1584.4,900.5,706.4,854.9,619,1063.2,888.4,769.7,703,913.1,953.9,783.8,674.8,860.4,854,736.5,1118.3,782.4,902.7
50,021,VD156,2571,2490,10,10,3,29,0,1,28,2063,2016,2,6,2,22,0,0,15,470.3,640.3,655.8,781.9,558,633.1,519.9,359.7,860.5,209.2,738.9,234.5,1143.5,621.3,533.6,486.9,465.6,693,648.3,432.4,530.9,578,725,502.5,376.8,539.9,666.3,565,825,482.2,685.4
50,021,VD157,1258,1214,1,22,3,11,0,0,7,963,938,1,13,1,6,0,0,4,348.7,308.9,468.8,339.8,376.3,331,255.2,243.7,474.5,194.9,404.2,177.7,626.7,372.5,302,327.7,253.6,452.59999999999997,305.9,331,259.2,415.3,323.8,335.5,284.5,378.6,353.8,293.4,398.9,337.4,348.9
50,021,VD158,1311,1283,0,8,0,3,0,2,15,1024,1001,0,7,0,3,0,2,11,250,288.7,322,401.3,292.6,296.6,233,204.8,410.90000000000003,147.7,311.9,152,538.6,288.8,280.2,258.1,223.1,322,342.90000000000003,238.4,242.8,268.7,366.6,258.4,214.4,266.2,318.7,252.70000000000002,412,250,328.5
50,021,VD159,2734,2638,7,36,5,12,1,1,34,2136,2080,6,18,3,8,0,1,20,479.7,531.1,627.1,649.9,576.8,508.5,374.9,362.9,744.1999999999999,202.7,570.3,244.2,952.7,621.8,438.9,531.5,350.40000000000003,670.9,535.6,482.4,404.2,561.4,575.7,510,405.7,526,555.4,425.2,678.2,487.09999999999997,552.9
50,021,VD160,706,679,1,10,0,1,1,0,14,578,558,1,7,0,1,1,0,10,188.6,163,221.1,191,192.2,167.9,126.9,141.1,234.4,84.6,193.8,91.1,313.9,194.6,163,162.1,123.8,228.9,117.7,159.7,135.9,211.20000000000002,157.8,179.2,135.4,189.1,182,144.9,194.7,171,173.8
50,021,VD1611,92,91,0,0,1,0,0,0,0,81,80,0,0,1,0,0,0,0,25,25.2,31.7,31.7,27.099999999999998,30.2,19.900000000000002,16.599999999999998,39.4,11,33.9,11,50.1,28.7,25.599999999999998,24.5,16.9,31.7,28,21.2,22.8,28,31.1,24.3,19,25.599999999999998,30,23.4,35.2,23.4,29.5
50,021,VD1612,340,333,1,3,1,0,0,0,2,250,245,0,3,1,0,0,0,1,76.8,77.8,98.3,98.3,83.7,93,61.800000000000004,51.2,121.39999999999999,33.9,105.1,33.9,155,88.4,79.5,75.4,52,98.3,86.2,64.8,70.2,86.2,96,75,58.2,79.2,93,72.2,109.1,71.7,91.4
50,021,VD162,811,769,1,13,5,9,0,6,8,709,681,1,10,2,9,0,0,6,356.1,231.7,559.7,254.9,356.1,253.7,191.7,247.1,382.6,163.9,370,216.3,577,334.2,246.2,320.1,193.7,476,247.1,317.1,209.1,443.9,253.7,323.1,267.4,424.4,279.1,241.2,333.3,344.8,284.2
50,021,VD163,1059,1005,10,12,0,13,0,1,18,878,840,7,7,0,10,0,1,13,302.4,268.3,445.8,314.3,322.4,301.3,239.29999999999998,221.5,408.59999999999997,154.5,374.7,176.4,577.7,315.3,263.4,308.6,216.5,441.40000000000003,260.5,291.5,235.2,408.7,275.5,290.09999999999997,251.5,368,310.3,266.4,356.9,308.4,311.3
50,021,VD164,745,732,3,3,0,3,0,0,4,604,597,1,2,0,3,0,0,1,232.9,179.1,307.7,225.1,267.2,195,154.1,198,266,167.9,256,160.1,367,265,176,255.1,151.1,287.8,203,246.1,165,279.9,208.9,241.2,223.2,258.7,204,181.2,250.79999999999998,242.2,212.4
50,021,VD165,1237,1205,6,10,0,2,0,0,14,1024,999,5,9,0,2,0,0,9,337,325.1,451.7,375.3,384.6,315.5,249,285,446.5,208.4,377.8,205.2,583.9,382.9,289.7,362.3,253,423.5,323.1,352,265.9,386.4,341.7,347.4,307.3,366.3,344.2,287.1,406.9,342.8,346
50,021,VD166,255,250,0,2,2,0,0,0,1,208,204,0,2,1,0,0,0,1,47.5,44.5,58.4,60,55,43.8,33.1,32.8,65.9,16.6,49.9,22.4,88.3,53,36.699999999999996,32.6,32.3,58.4,53.5,34.1,37.5,51.4,57.5,46.8,27.9,47.8,47.9,38.4,65,42,50.2
50,021,VD167,1477,1418,7,24,0,3,0,2,23,1137,1104,2,17,0,2,0,2,10,367.5,310.5,496.3,368.4,413.1,281.9,244.3,315.9,413.1,229.3,395.7,269.5,570.3,389.2,292.2,404.8,239.1,464.6,323.5,387.1,265.4,424.6,326.2,371.3,341,413.6,324.8,285.7,397.6,379,336.4
50,021,VD168,546,532,2,5,0,5,0,0,2,447,436,2,5,0,3,0,0,1,150.1,116.8,210.4,123,156.3,119.89999999999999,100.2,122.1,167.4,75.7,170.9,95.8,228.8,173.7,94.7,147.2,100.2,209.1,97.9,144.8,101.60000000000001,196,102.2,150.6,122.3,177.9,124.6,118.1,138,153,126.7
50,021,VD169,2991,2886,11,23,17,16,0,1,37,2388,2319,9,12,14,11,0,1,22,677.7,677,908.5,793,756.3,727.2,537.3,437,1067.5,338.8,865.8,301.5,1321.3,811.3,605.5,695.7,492.4,926.6,648.4,638.7,570.5,792.6,692.1,671,557.9,732.5,769.7,616.5,863.2,662.2,749.5
50,021,VD170,3432,3261,42,53,6,24,1,1,44,2850,2715,31,42,5,23,1,0,33,649.5,596.5,841.8,752.8,761.3,563.6,434.1,513.8,868.8000000000001,388.9,709.7,358.7,1176.7,751.4,537.8,693.1,437.7,795.9,669.3,662.9,481.9,727.7,690.3,669.7,581.1,679.5,642.2,515.5,822.3,649.5,659.2
50,021,VD171,1741,1700,2,12,0,1,2,0,24,1327,1299,2,7,0,0,2,0,17,380.2,335.09999999999997,527.7,387.3,469.59999999999997,335.3,255.2,265.7,536.2,180.4,443.2,175.6,723,478,289.7,416.7,227.6,517.5,342.8,373.7,267.7,454,360,398.4,323.4,418.40000000000003,374,298.3,453.2,385.5,375.6
50,021,VD1721,4134,4003,6,35,6,40,0,2,42,3358,3263,4,29,4,32,0,1,25,1163.6,846.2,1504.8,894.5,1248.2,884.3,692.8,788.8,1391.7,554.4,1222.2,520.1,1842.8,1338.5,725.3,1154.7,606.3,1488.7,738.6,1060.4,682.3,1316.2,806.7,1135.3,922.7,1207.6,962.1,800.5,1071.4,1103,944.2
50,021,VD1722,3998,3790,30,55,7,46,0,7,63,3289,3148,23,38,5,35,0,5,35,910.8,703.6,1203.7,766.5,1010.6,713.6,505.9,692.4,1080.9,443.8,905.8,417.1,1499.1,1089.2,579.3,870.4,462.1,1203.7,611.3,801.5,532.3,1054.8,663.8,925.5,705.4,969.7,769.6,601.6,885.1,881.4,751.9
50,021,VD1723,4099,3866,49,64,22,14,1,2,81,3231,3075,38,35,20,12,1,2,48,584.5,554.5,861.5,595.1,710.7,498.2,341.2,479.6,787.1,301.2,576.3,369.59999999999997,999.3,741.3,449.8,545,333.2,847.5,496.7,500.5,366.1,713.8,519.7,628.9,448.9,698.9,571.8,404.3,652.4,604.5,543.8
50,021,VD1724,4264,4011,43,96,10,27,3,0,74,3393,3222,34,58,10,22,3,0,44,838.6,631,1110.9,772.5,939.7,604.7,493.5,651.4,932.8,419.7,823.7,471.6,1330.6,994.3,516.9,832.4,428.6,1129.5,620,773.3,496.8,975.2,686.3,855.8,675.2,922.1,671.7,560.6,853,831,694.5
50,021,VD1731,1056,1023,5,12,1,4,0,0,11,862,837,5,8,1,3,0,0,8,274.1,252.3,354.8,268,303.9,263.3,205.6,188.9,391,125.3,348.4,105.7,506.9,319.59999999999997,227.1,277.3,193.6,358.9,230.6,263.8,209.3,319,245.4,271.2,221.9,284.8,283.3,238.9,312.90000000000003,263,278.3
50,021,VD1732,2998,2918,11,25,4,28,0,0,12,2446,2392,8,17,3,22,0,0,4,783.6,721,1013.1999999999999,765.1,868.7,754.4,589.2,539,1118.9,357.9,999.4,299.7,1451.1,912.4,649.7,793.8,555.5,1025.5,659.5,755.7,599.5,911.9,702.8,776.1,635.5,812.5,811.3,685.4,894.4,751,797.7
50,021,VD174,1056,1031,2,7,2,5,0,0,9,885,867,2,6,2,3,0,0,5,324.4,268.8,395.2,268,356.8,275.9,181.3,278.8,355.8,193.70000000000002,314.09999999999997,180.6,463.8,374.4,242.3,318.3,177,380.4,236.9,305.1,203.4,347.1,247.4,333.4,272.3,326.1,284.7,219,304.2,314.09999999999997,269.09999999999997
50,021,VD175,560,554,1,1,1,1,0,0,2,450,445,1,1,1,0,0,0,2,163,122.1,252.1,128.2,174,132.1,93.9,118,193.79999999999998,99,173.20000000000002,99,279,203.3,98.1,181.9,90,254.4,102.9,169.1,99,233.1,105,164.4,149.9,209.5,136.4,113.8,153.7,177,134.9
50,021,VD176,613,585,4,3,5,3,0,0,13,485,464,2,1,5,3,0,0,10,138.9,122.60000000000001,169.5,162.9,159.6,117.7,86.10000000000001,124.6,160.9,85.9,131.9,81,241.7,160.6,114.7,139.7,83.7,163.3,139.6,137.8,90.7,156.5,149.8,145.9,121.1,142.4,129.1,98.10000000000001,173.3,138,134
50,021,VD177,2079,2033,4,13,2,7,0,0,20,1688,1658,1,10,2,4,0,0,13,529,462.3,702.7,562.7,567.3000000000001,490.8,371.2,398.9,670.5,273.7,555.5,300.8,906.9,575.2,430.7,522.2,335.6,675.2,476.40000000000003,490.8,374.9,593.6,506.6,517.7,429,568.8,513.7,409.2,612.7,511.3,511.7
50,021,VD178,1150,1121,3,11,1,5,0,0,9,954,931,3,8,1,4,0,0,7,209.1,312.5,315.3,416.2,259.5,286.2,230.79999999999998,181.3,377.5,125.1,344,136.1,543.8,239.6,276.2,217.5,239.6,306.9,346,216.4,254.9,271.2,362.1,222,186.4,256.9,313.1,267.9,417.2,225.4,332.3
50,021,VD179,264,256,1,1,0,0,0,0,6,220,216,1,1,0,0,0,0,2,56,56,78,69.8,68.1,63.9,41.9,35.2,100,24.9,74.8,24.9,103.7,74,48.699999999999996,66,41.9,80.8,58.8,62.2,34,74,65.1,58.2,51.2,65,67,47.8,74.5,58.5,63.4
50,021,VD180,2326,2246,19,19,8,12,0,0,22,1828,1786,6,10,7,7,0,0,12,383.9,541.3,510.7,612.7,489,487.2,374.6,277.5,727.3,197.5,557.7,178.3,883,520.3,424.3,426.8,345.3,562.8,513.4,385,389.9,470.9,530.1,417.4,336.6,430.4,544.9,416.5,634.3,400.1,532.3
50,023,VD1811,4086,3824,54,82,9,55,1,3,58,3167,3003,31,53,8,36,0,1,35,740.9,489.1,1067.7,581.9,800.6,573.4,357.9,468,950,386.4,754.8,372.2,1256.2,930.9,438.1,788,331.1,1079.1,482.7,730.7,401.3,995.8,510.4,734.6,633.9,878.3,613.2,461.3,707.7,760.3,594
50,023,VD1812,4064,3814,44,107,7,15,0,3,74,3220,3061,32,70,5,9,0,2,41,754,497.8,1085.9,592.4,814.1,583.4,363.5,475.1,965.5,393.2,767.2,378.3,1277.4,946.4,445.59999999999997,800.9,336.8,1097.1,491.6,742.5,408,1012.2,518,747.5,644.9,893.3,622.9,468.3,720,773.1,604
50,023,VD1813,902,830,10,23,1,7,0,0,31,671,616,6,19,1,7,0,0,22,157.2,103.8,226.3,123.5,169.70000000000002,121.6,75.7,99.2,201.2,81.7,159.9,78.6,266.1,197.3,92.8,166.9,70.3,228.6,102.2,154.9,85,210.6,108.1,155.8,134.6,185.7,130,97.60000000000001,149.79999999999998,161,126
50,023,VD182,7924,7652,29,117,12,19,0,7,88,6183,6003,15,84,11,17,0,4,49,1760,1859.8,2512.2,2093.1,1874.9,2225.2,1461,908.4,3282,689.4,2766.4,590.3,3997,2527.4,1517.2,2085.2,1357.8,2763.4,1662.1,1825,1632.1,2446.7,1872.7,1766.6,1533.3,2079,2221.9,1805.3,2405.9,1818.2,2144
50,023,VD183,2887,2770,13,46,3,11,1,2,41,2319,2239,7,32,3,9,1,2,26,663.7,456.8,966.3,522.7,724.8,583.9,390.9,410.7,948.3,323.8,814.5,318.7,1181.3,880.2,403.8,754.4,365.4,984.2,427.2,717.6,403.7,929.8,462.6,669.6,598.5,800.1,598.7,493.1,648.8,697.5,581
50,023,VD184,1433,1387,8,9,3,4,0,0,22,1079,1050,2,7,2,2,0,0,16,394.6,252.6,558.6,295.9,454.7,285.5,194.6,333.5,432.3,277,382.8,203.2,659.1,461.3,258.6,431.6,205.8,531,261.5,431.3,213.9,517.4,264.4,411.8,380.3,451.7,307.7,249.3,370.1,417.8,309.1
50,023,VD185,1607,1556,6,13,1,19,0,0,12,1257,1229,3,9,1,6,0,0,9,687.8,195.4,885.5,221.4,715.7,247.3,149.1,552.2,443.3,491.2,387.9,435.5,663.2,737.1,202.9,686.6,158.6,824.4,198.7,696.4,173.7,797.7,223,673.4,624.7,736.2,272.2,216.9,326.9,682.3,271.9
50,023,VD186,1337,1285,5,14,0,9,0,1,23,1041,1010,3,8,0,6,0,0,14,459.3,203.6,682.6,250.3,481.3,289.8,169.4,322.7,482.9,264.5,423.9,237,692.1,557.2,206.2,507.5,148.4,648.5,194.29999999999998,486,187.7,613.5,225.9,455.4,418.8,544.8,295.4,232,341,478.09999999999997,290
50,023,VD187,2576,2454,18,41,8,13,0,0,42,2028,1954,6,32,7,9,0,0,20,1031.4,356,1313.8,390.5,1096.4,428.6,273.6,793.7,795.9,616.1,715.9,552.7,1138.4,1171.3,337.7,1051.5,250.1,1256.3,314.9,1037.4,281.7,1249.9,332.6,1022.9,902,1093.7,478.8,381,545,1014.8,467.7
50,023,VD188,1353,1310,2,15,0,5,1,0,20,1071,1043,2,12,0,3,1,0,10,586,142,796,150.3,584.2,201.4,140.4,423.4,384,318.2,402.3,292.6,648.4,567.1,173.6,570.1,128.9,710.9,157.7,543.8,159.6,700,158.79999999999998,540,477.5,625,225,208.2,278.6,553.5,237.3
50,023,VD189,1588,1507,10,22,4,7,0,5,33,1195,1144,7,14,4,3,0,5,18,415.5,282.7,585.6,334.9,480.2,316.8,225.6,366.3,476.2,319.3,371.5,286.8,639.7,532.1,265.4,469.6,213.4,572.7,280,453.6,229.2,548.9,300.9,448.90000000000003,413.7,498.2,334.6,260.8,389.2,456.8,328.1
50,023,VD190,1731,1669,8,15,0,11,0,1,27,1321,1287,4,9,0,2,0,0,19,685.7,217.6,931.6,220.2,744.1,269.8,181.1,555.4,490.9,446.3,465.8,378.8,781.1,767.8000000000001,193.3,720.8,164.4,857.4,204.9,717.1,193.3,864.4,220.2,688.2,628.1,758.1,293.3,251,356.5,697.5,300.5
50,023,VD191,7855,7249,74,166,18,168,2,9,169,6376,5975,44,112,14,129,2,9,91,3698.6,492.1,4575.6,467.9,3766.6,728.1,457.3,3172.6,1515,2758.1,1597.9,2264.7,2724.4,3798.6,561.4,3750.9,401.8,4037.8,476.1,3840.3,416.4,4157.5,441.4,3609.1,3450.1,3758.8,824.6,718.6,1027.1,3620.7,856.2
50,023,VD192,1658,1588,7,27,6,19,0,1,10,1313,1272,5,13,5,13,0,0,5,693.5,229.89999999999998,986.9,237.3,743.9,296.6,187.2,496.7,582.7,415,531.9,361.3,882.9,778.4,217,742.7,165.8,925.7,204.2,728,201.6,899.9,206.2,678.3000000000001,627.9,792.2,331.7,271.4,383.1,706.8,329.2
50,023,VD193,6207,5757,70,169,14,60,1,5,131,5277,4890,65,154,11,57,1,4,95,1112.5,707.7,1508.1,836.9,1234.3,836.9,593.8,718.1,1463.7,563.1,1217.1000000000001,473.5,1890.4,1425.7,625.6,1199.3,519.6,1529.2,689.2,1128,602.5,1420.9,727.2,1121.9,963.9,1234,907.6,733.5,1036.6,1118.3,892.5
50,023,VD194,1243,1186,7,14,7,2,0,0,27,976,942,3,5,5,2,0,0,19,423.8,129.1,605.7,166.2,444,180.1,111.8,383.3,277.8,369.2,253.9,340.7,443.1,485.2,133.3,500.9,93.2,585.6,140,488,115,562.4,145.5,434,452.3,523.6,180.2,143.8,223.7,471.4,182.5
50,023,VD195,691,669,2,6,1,1,0,0,12,558,547,2,3,1,0,0,0,5,185.9,117.5,280.7,134.1,207.8,138.4,89.9,149,219.3,119.1,187,107.5,308.3,241.8,108.2,224.5,81.9,277.3,108.2,217.3,95.2,262,121.6,196,187.3,231.7,145.5,113.4,167.6,206.7,142.1
50,023,VD196,1719,1654,4,20,5,14,1,3,18,1357,1311,2,17,4,9,1,3,10,751.3000000000001,210.1,1023.1999999999999,199.5,784.4,274.59999999999997,185.8,572.6,527.4,449.1,529.3,388.2,815.4,772.1,227.8,766.1,174.9,901.4,197.4,754,199.5,868.6,205.7,719.7,656.5,795.6,309.1,272,354.1,730.5,311.8
50,023,VD197,1705,1637,6,24,4,6,2,2,24,1325,1282,6,15,4,5,2,0,11,751.9,181.6,1039.3,178.9,743.1,249.70000000000002,161.5,611.3,438.2,508.4,484.2,457.7,760.3000000000001,738.7,220.1,786.5,155.8,928.7,189,755.8,197.3,866.2,206.2,710.7,683.3,822.2,271.5,249.1,333.4,744.1,285.9
50,023,VD198,5064,4856,20,49,9,47,2,9,72,3960,3814,19,34,7,32,2,5,47,1993.3,580.2,2721.2000000000003,608.6,2076.7,765.2,502,1436.4,1520.9,1110.1,1466.6,918.4,2403,2159,591.2,2066.7,443.8,2533.9,564.5,1969.4,537.9,2404,570.1,1917.2,1715.7,2143.2,865,736.6,1036.1,1944,879.3
50,023,VD199,906,867,4,9,4,1,0,2,19,741,715,2,7,3,1,0,1,12,271.3,169.3,371.6,196.2,275.9,174.8,148.2,204.6,304.6,186.6,266.1,158.6,395.7,358,136.6,301.6,136.6,364.40000000000003,172.1,299.6,146.6,352.8,181.6,278,263.1,311.5,196.2,174,236.6,285.5,203.4
50,023,VD200,998,952,10,7,10,2,0,3,14,779,754,5,4,7,1,0,1,7,374.4,117.6,464.2,124.7,408.1,145,96.8,305.2,277,255,238.8,238.8,362.1,432.8,120.10000000000001,390.6,88,457.1,99.1,383.2,104.8,429.5,123.1,380.40000000000003,343,397.4,164.5,132,177,376,157.79999999999998
50,025,VD201,442,419,3,5,2,4,0,0,9,343,326,3,3,2,4,0,0,5,68.9,60.8,119.4,83.9,91.7,48,46.199999999999996,71.1,79.2,59.9,72.9,67.3,128,76.1,61.7,79.2,47,100.3,68.9,82.1,46.199999999999996,94.1,69.7,77,73.6,95.3,62.5,52.8,87.9,82.7,67.9
50,025,VD2021,4485,4198,37,94,12,56,2,4,82,3555,3372,24,52,12,44,2,2,47,1587.4,440.3,1953.5,516.6,1613.6,438.4,294,1512.5,649.3,1135.1,624.9,1082,1257.5,1476.5,507.4,1412.5,332,1726.7,481.4,1345.1,342.40000000000003,1677.7,475.5,1547.6,1297.5,1609.8,508.8,398.1,683.3,1502,529.6
50,025,VD2022,3922,3482,93,133,11,81,0,9,113,3110,2846,60,79,9,61,0,5,50,1362.8,215.3,1760.5,287.7,1382.1,206.7,147.3,1413.4,325.5,1109.2,419.5,1061.8,858.3000000000001,1343.1,237,1291.1,183.3,1525.2,262.6,1243,185.4,1469.9,260.5,1375.6,1214.5,1454.6,246.6,233.7,417.1,1360.2,299.1
