state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,pre_20_rep_tru,pre_20_dem_bid,uss_16_rep_ken,uss_16_rep_bou,uss_16_rep_fle,uss_16_rep_man,uss_16_rep_duk,uss_16_rep_cra,uss_16_rep_cao,uss_16_rep_mar,uss_16_rep_pat,uss_16_dem_cam,uss_16_dem_fay,uss_16_dem_edw,uss_16_dem_lan,uss_16_dem_pel,uss_16_dem_wil,uss_16_dem_men,uss_r16_rep_ken,uss_r16_dem_cam,uss_20_rep_cas,uss_20_rep_mur,uss_20_dem_per,uss_20_dem_edw,uss_20_dem_pie,uss_20_dem_kni,uss_20_dem_wen,sos_18_rep_ard,sos_18_rep_edm,sos_18_rep_sto,sos_18_rep_ken,sos_18_rep_cro,sos_18_rep_clo,sos_18_dem_col,sos_18_dem_fre,sos_r18_rep_ard,sos_r18_dem_col,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20,ndv,nrv
22,001,1-8,1591,1196,315,29,7,4,0,1,39,1089,857,193,21,4,1,0,1,12,460.8,137.3,534.9,145.6,93.4,241,29.3,44.4,17.8,6.6,1.9000000000000001,0.4,0,57.5,43.6,13,2.5,5.9,1.9000000000000001,0,219.7,51.5,493.2,14.700000000000001,53.3,36.7,17.1,5.9,5.9,133.5,43.6,31.2,57.5,15.5,33.7,42.7,39.9,73,19.900000000000002,32.7,41.3,43.5,89.7,53,347.7,37.800000000000004,121.2
22,001,1-9,1508,1412,51,31,1,1,0,0,12,1127,1062,39,19,1,1,0,0,5,549.1,41.8,527.1,41.8,166.5,284.3,36.1,31.1,14.9,1.9000000000000001,0.5,0,0,20.2,21.4,1.9000000000000001,0.5,1.9000000000000001,0,0,269.1,29.400000000000002,511.3,17.6,7.8,12.3,3.4,0,1.9000000000000001,149.1,69.6,32.4,51.8,27.7,17.6,11.5,13.3,105.2,10.7,10.5,12.2,10.9,108.4,58.5,352.1,12,136.7
22,001,2-1,1800,1647,109,11,5,4,0,1,23,1297,1188,81,8,3,3,0,1,13,816.2,93.8,990.1,62.2,159.8,435,41.1,89.9,36,13,5.9,0.7000000000000001,0.7000000000000001,35.4,26.1,5.9,0.7000000000000001,3,0,0.7000000000000001,384.1,63.6,931.9,23.9,25,13,2,14.9,0,260.5,94.8,39.300000000000004,106.3,23.9,47.1,22.9,38.1,167.1,15.9,20.6,30.5,19.4,159.7,95.3,648.5,23,222.2
22,001,2-2,947,934,4,5,0,0,0,3,1,692,684,1,4,0,0,0,3,0,528.7,28.5,605.3000000000001,23.1,146.4,264.3,19.7,58.6,28.5,1.2000000000000002,0.7000000000000001,2.1,0,8.1,14.700000000000001,0.7000000000000001,0,1.2000000000000002,0,0.7000000000000001,298.1,30.5,583.2,9,5.7,12.3,0,1.2000000000000002,0,185.4,69.2,18.3,65.9,32.1,23.9,6.5,14.700000000000001,143.5,5.1000000000000005,6.5,10.5,6.9,105.2,65.8,399.2,8.6,147.1
22,001,2-3,767,596,156,11,1,0,0,0,3,521,434,76,7,1,0,0,0,3,361.1,92,419.8,89.9,117.10000000000001,179.2,20.7,40,18.9,0.8,0.8,0,0,41,20.7,3.9,2.8000000000000003,1.6,0,0,188.8,43.9,399.2,13.8,38.6,31.8,1.6,1.6,1.6,114.6,52.1,28,45.8,6.1,17.1,27,37.2,83.1,25.1,20.3,32.1,27.2,73.9,44,277.3,25.5,100.3
22,001,2-4,1190,1115,42,15,3,1,0,1,13,843,794,27,13,2,1,0,1,5,584.2,29.900000000000002,646.2,37.5,143.4,327.8,19.2,67.4,21,6.1,3.6,0.4,0,9.6,10.1,0.1,0,3,0,0.1,267.2,21.5,626.6,9.7,2.9000000000000004,10.2,7.7,1.9000000000000001,1.6,189.4,69,40.9,43.3,22.7,38.4,5.9,13.1,144.3,1.1,6.1000000000000005,9.2,10.200000000000001,117.1,67.6,428.40000000000003,8.8,155.9
22,001,2-5,628,586,16,4,0,10,0,0,12,447,421,13,3,0,4,0,0,6,285.8,21.8,310.2,30,59.1,185.9,8.6,28.5,5.4,2.7,0,0,0,8.6,9.1,0.4,0.4,1.1,0,0,145.79999999999998,17.6,314.5,3.4000000000000004,9.1,7.1000000000000005,0,3.4000000000000004,0,103.3,38.9,17.6,41.8,9.5,12.6,8.6,10.2,112.6,4,4.9,9.3,8.3,57.5,37.2,209.5,7.5,80.3
22,001,3-1,1586,1139,378,23,4,3,0,11,28,1156,868,255,14,2,3,0,5,9,535.1,176.3,644,213.2,149.1,302.5,28,50.9,25.2,7.1000000000000005,0.5,0.5,0,64.5,53.6,8.9,7.1000000000000005,2.8000000000000003,0,0,232.6,92.2,589.6,17.6,79.9,64.5,11,13,1.9000000000000001,178.2,69.2,52.9,92.9,25.2,40,60.2,82,369.8,176.9,39.3,71.2,64.5,109.7,76.4,417.4,61.5,162.3
22,001,3-2,1341,1270,38,13,4,1,0,0,15,965,911,32,8,4,1,0,0,9,711.3,34.2,761.3,43.1,193,321.8,32.8,89.3,39.5,3.3000000000000003,1.2000000000000002,0,0,22.8,15.6,1.2000000000000002,3.3000000000000003,0,0,0,326.4,34.2,744,19.5,15.6,12.700000000000001,0,0,0,196.3,79.9,38.4,90.6,17.5,64.2,13.5,13.5,126.10000000000001,7.6000000000000005,8.9,13.5,12,139.6,81.6,508,12.200000000000001,184.4
22,001,3-3A,1695,1321,265,62,7,1,0,3,36,1255,1015,169,50,6,1,0,3,11,696.2,136.2,736.5,149.7,153.8,428.4,24.6,70.9,24.6,6.2,1.1,0.4,0.4,46.5,24.6,7.5,16,0.4,0.4,4.5,305.9,59,692.5,9.200000000000001,48.3,54.9,10.1,2.4000000000000004,0,220.8,59,52.4,129.8,23.7,66,41.8,69.1,431.1,125.5,29.5,55.6,43.7,140.7,92.2,479.3,44.3,196.9
22,001,3-3B,983,648,308,18,0,0,1,1,7,759,529,216,13,0,0,0,0,1,269.2,116.1,289,150,62.2,165.2,3.7,30.2,15.1,5,0,0,0,43.1,23.1,5,2.9,0.6000000000000001,0.6000000000000001,0,123.3,43.1,275.1,10.8,64.1,44,5.800000000000001,7.9,3.7,93,30.2,39.3,46,6.9,17.8,39,45.2,218.1,100.2,23.8,41.7,45.9,55.1,39.1,191.6,39.1,80.9
22,001,3-4,869,141,714,5,3,1,0,0,5,619,106,503,4,2,1,0,0,3,59.9,423.8,61.9,447,18.9,97.9,5,5,5,2,0,0,0,113,133,35,13.8,2.9,4.2,4.2,29,198.8,80.9,12.1,243,66.9,7.8,20.1,6,18.1,8.9,10.8,13,5,10.8,142,168.9,61.3,327,91.2,155.7,131.8,19.2,10.9,51.5,131,24.2
22,001,3-5,605,458,74,54,1,2,0,0,16,414,319,46,37,1,2,0,0,9,247.1,41.2,284.2,38.2,74,101.9,8.9,37.2,15,2,2,0,0,19,12.9,4,2.7,0,0.8,0,96.9,18,266.2,8.9,22.9,7.8,2,0,0,69.9,19.6,8.9,16.1,11.200000000000001,22.1,14,12.9,33.2,4.9,10,13.5,11.7,48.8,24.4,186.4,11.200000000000001,63.2
22,001,3-6,596,454,112,22,3,0,0,1,4,419,326,76,10,3,0,0,1,3,284.2,76.1,320,59.8,61.8,135.8,9.1,42.7,15.9,4.7,0.8,3.2,0,38.9,21.7,7.1000000000000005,3.2,0,0,0,119.2,47.8,305.9,14,27.9,17.8,0,4.7,1.8,92,17.8,19.7,41.1,12.1,21.7,26,14,68.9,32.9,18,19.9,18.5,56,34.1,213,21.3,75.7
22,001,3-7,1632,1273,302,33,6,2,1,0,15,1119,941,144,23,4,1,1,0,5,677.9,100.3,750.9,111.2,156.29999999999998,365,20.1,98,27.1,10,5.9,3,0,49.1,21,9.1,3,0,0,0,302.9,58.9,729,17.9,44.4,30.1,5.9,10,0,222.2,75,54,94.1,41.3,28.5,31.1,42.1,170,45.3,22.7,36.3,33.6,136.2,85.7,499.2,31.1,183.2
22,001,4-1,1229,1169,24,17,9,2,2,0,6,893,854,20,9,6,1,1,0,2,497.09999999999997,52,590.9,45.1,88.2,260.90000000000003,23.9,48.9,23.1,7,1.8,4.8,0,32,23.9,0,11,0,0,0.8,237.2,38.8,551,8.8,25.2,15.1,5.8,3,0,116,71.9,25.2,36.8,10.1,34.1,11,23.1,121.10000000000001,11,14.8,16.8,15.5,95.5,49,383.6,16.5,131.2
22,001,4-2,1500,1367,96,12,6,0,0,1,18,1044,954,70,9,5,0,0,1,5,610.1,100.6,596.1,81.3,105.2,278.1,32.1,104.4,28.6,15.9,0.9,0.2,0,64,27.1,5.5,3,0,0,0,284,66.1,586,8.1,35.8,32.1,5.5,0.9,0.9,145.9,77,41.7,64,9.3,129.5,24.2,33.4,152.6,16.6,24.7,28.1,26,117.3,77.5,396.4,27.2,154.6
22,001,4-3,278,261,6,7,0,0,0,0,4,196,184,4,7,0,0,0,0,1,125.5,9.3,136.3,13.1,26,81.6,3.5,12.700000000000001,2,0.9,0,0,0,3.5,3.5,0,0,0.1,0,0,64.3,7.9,137.8,1,3.5,3.2,0,1,0,45.5,16.8,7.9,18.7,4,5.6000000000000005,3.5,4,49.5,1.5,1.7000000000000002,3.6,3.3000000000000003,25.2,16.3,91.7,3.2,35.7
22,001,4-4,1661,1616,18,13,6,1,0,0,7,1216,1188,9,9,5,0,0,0,5,773.5,58,896.1,58.5,168.7,407.40000000000003,21.4,112.7,22.3,15.6,3,3,0,17.1,31.5,5,7.7,0.4,0.4,0,388,43.5,851.8,25.5,18,18.7,3,6.6000000000000005,1.1,199.3,54.4,56.1,90.2,35.7,89.5,17.1,36.3,187.7,18.7,14.5,26.4,17.900000000000002,152.4,87.1,591.3,18.7,209.6
22,001,4-5,1759,1694,1,33,7,1,0,0,23,1269,1231,0,21,3,1,0,0,13,754.3,55,898.5,42.4,153.8,411.2,37.4,70.4,36.6,17.7,4.3,0.6,0,33.6,18.9,4.5,5,0.2,1.2000000000000002,0,326,49,853.1,33.2,15.700000000000001,13,2.2,4.1000000000000005,0.2,237.3,99.5,46.9,87.4,21.6,57.2,14,24.900000000000002,133.6,12.2,14.3,19.6,12.8,149.1,91.6,595.4,16.3,203.6
22,001,4-6,1105,1045,28,21,2,0,0,0,9,782,741,24,12,2,0,0,0,3,522.9,34.8,558.1,43,112.6,272.8,16.9,83.8,17.7,5.6000000000000005,5,0,0,18.7,16.1,0.30000000000000004,0,0,0,0,280,37.1,545.5,16.9,20.3,7,3.9000000000000004,0,1.6,145.2,60.300000000000004,31.9,66.3,7.8,115.2,8.7,12.5,150.5,18.7,8.3,10.3,12,103.3,71.1,373.4,12.1,143.7
22,001,5-1A,661,577,60,6,3,1,0,0,14,480,424,45,5,2,1,0,0,3,245.1,37.2,281,40.2,51.1,112,11.6,30.6,10.8,6.2,0.4,1.7,0,16,18.9,3.7,3.1,0,0,0,119.5,29.1,259.8,8.7,15.3,17.9,1.7,3.1,0,54.2,42.9,17.4,18.9,5.1000000000000005,14.3,33.9,10.8,65.4,22.1,9.6,21.900000000000002,12.9,47.6,25.5,183.3,14.3,64.60000000000001
22,001,5-1B,375,350,17,2,0,1,0,0,5,259,248,4,2,0,1,0,0,4,147.9,8.6,171.70000000000002,8,38.2,72.39999999999999,4.9,15.7,8.3,3.3000000000000003,0.1,0,0,5.4,4.7,1.1,0,0,0,0.1,62.699999999999996,9.9,165.6,3.3000000000000003,1.9000000000000001,4.3,0,0.30000000000000004,0.30000000000000004,31,22,10.4,24.8,4.7,5.8,1.4000000000000001,5.4,36.4,4.7,2.1,3,2.2,29,16.400000000000002,113.7,3.3000000000000003,39.5
22,001,5-2A,889,823,30,24,1,0,0,0,11,652,604,21,19,1,0,0,0,7,279.1,49.3,344.8,53.1,40.1,182.7,11.3,24.1,15.9,3.8000000000000003,3.8000000000000003,0,0,19.8,11.9,3.8000000000000003,0.30000000000000004,0,0.30000000000000004,0,124.8,23,332.9,0.30000000000000004,24.9,19.8,0,1.4000000000000001,1.4000000000000001,70.3,38,21,27.6,8.700000000000001,15.9,18,15.3,104.1,24.9,10.700000000000001,16.3,16.7,56.6,29.6,225.79999999999998,15,78.5
22,001,5-2B,76,76,0,0,0,0,0,0,0,56,56,0,0,0,0,0,0,0,29.900000000000002,3.4,31.7,3.6999999999999997,8.1,16.1,0.9,1.3,2.2,0.1,0,0,0,0.9,2.1,0.2,0,0,0.1,0,11.8,2.6,30.2,0.9,1.9000000000000001,1.3,0,0,0,4.7,5.4,1.6,3.4,2.1,0.6000000000000001,1,2.5,8.1,2.6,0.8,1.8,1.1,5.8,3,20.8,1.1,7.6
22,001,5-3,885,836,8,27,0,0,0,3,11,633,599,7,23,0,0,0,0,4,361.6,21.3,419.5,19.7,93.6,176.6,11.9,38,20.1,7.4,0.2,0,0,13.4,11.4,2.5,0,0,0,0.2,153,24.2,405.40000000000003,7.4,4.6000000000000005,10.9,0,0.6000000000000001,0.6000000000000001,76,54.2,25.6,60.4,11.4,13.9,3.5,13.4,89.5,11.4,5.4,8,5.2,70.4,40.2,278.1,7.5,96.5
22,001,5-4,812,805,4,3,0,0,0,0,0,594,590,2,2,0,0,0,0,0,356.6,39.1,395.7,32.9,79.5,215.1,3.2,28.6,16.1,5,1.4000000000000001,0,0,11.8,17,0.4,0,0,0,0,174.1,33.8,378.9,6,17.8,6.9,0,1.4000000000000001,1.4000000000000001,109.9,39.1,33.8,66.1,10.2,17,17,17.8,175,30.8,8.1,17.3,9.8,70.5,46,260.1,12.6,100.8
22,001,5-5,370,351,13,4,1,0,0,0,1,275,262,9,3,1,0,0,0,0,147.2,16.7,156,18.1,39.1,78.8,3.9000000000000004,6.3,10.5,0.1,0,0,0,3.9000000000000004,9.8,1.4000000000000001,0,0,0.1,0,58.2,12.9,148.3,3.9000000000000004,9.4,6.3,0,0,0,23.6,25.7,7.6000000000000005,16.7,9.8,3.5,5.1000000000000005,12.5,40,12.9,3.8000000000000003,8.5,5.8,28.2,14.1,103,5.9,37.3
22,001,6-1,1891,330,1501,25,4,0,0,0,31,1182,275,876,16,4,0,0,0,11,157.5,363.5,120,273.3,32.3,171.29999999999998,5.1000000000000005,17.7,5.1000000000000005,2.7,0.30000000000000004,0,0.30000000000000004,113.3,74.2,14.4,17.2,2.7,9.8,0.30000000000000004,69.1,112.8,112.1,4.6000000000000005,108.1,67,11.1,9.200000000000001,4.6000000000000005,54,17.7,18.7,25.7,4.6000000000000005,21,99.39999999999999,86.9,59.8,138.9,74,92.8,78.8,39.2,23.4,78.8,83.8,42.8
22,001,6-10,419,405,2,6,1,0,0,0,5,317,306,1,5,1,0,0,0,4,210,25.1,232.70000000000002,27.9,46.6,137.2,4.8,7.2,10.7,2,2,0,0,7.2,10.2,0,0,0,0,0,91.9,25.1,212.20000000000002,6.1,18.1,7.2,2,2,0,59.1,20,7.2,31.7,3.2,13.9,8.2,9.1,57.2,3.2,4.8,8.6,9.3,42.1,22.5,150.5,8.1,55.2
22,001,6-11,1060,54,997,6,0,0,0,2,1,784,42,736,6,0,0,0,0,0,6.8,441.09999999999997,2.9000000000000004,367.2,10.8,77.8,0.2,0,0,0.2,4.3,0,0.2,158.7,112.7,27,20.8,2.9000000000000004,6,4.3,6,202.8,15.2,0.2,189.8,74.9,10.8,12,10.8,17.8,0.2,5.4,6.8,1.4000000000000001,4.3,144.3,121.1,9.8,241.1,96.9,132.3,110.8,9.9,6,6.3,119,8.3
22,001,6-12,1585,1282,242,30,5,3,0,0,23,1168,987,148,18,5,3,0,0,7,441.9,91.6,372.8,91.8,75.4,310.9,15,26.1,12.3,2.7,1.8,0,0,30.3,30.3,8,4.6000000000000005,0.9,0.6000000000000001,0.1,214,41.6,371.3,3.7,28.7,26.7,7.6000000000000005,5.4,1.9000000000000001,144.4,71.8,22,67.9,15.6,25.1,23.6,53.9,248.1,53.9,20.5,39.1,26.6,88.4,57.6,249.2,27.6,116.1
22,001,6-13,1003,842,136,13,1,4,0,0,7,791,652,121,8,1,4,0,0,5,265.8,132.9,223.5,102.3,47.1,183.9,17.6,34,6.4,1.9000000000000001,0.1,1.7000000000000002,0.1,46.6,28.4,4.8,6.5,1,3.1,4,115.1,50.3,222,6.2,37.2,26.8,3.7,4.7,1.4,88.1,41.2,19.1,31.599999999999998,9.6,23.1,35.800000000000004,48,105.3,56.8,28.5,41.300000000000004,29.3,55.8,35.2,150.29999999999998,32.7,68.7
22,001,6-14,1589,1530,38,7,2,2,0,1,9,1159,1123,24,2,2,2,0,0,6,511.1,27,545.3,27,118.9,285,19.900000000000002,48.800000000000004,8,12,0,0,0,22,13.7,0.4,0.4,0,0,0,243,38.3,524.1,9.4,8,6.9,0,1.3,5.5,140.9,61.9,43.9,81.9,12,24.8,8,22.9,116.3,13.7,7.7,14.9,7.6,100.4,60.5,359.5,10.5,133.5
22,001,6-15,513,494,11,3,2,1,0,0,2,378,366,5,2,2,1,0,0,2,184.1,10.8,184.1,10.1,36,121.1,10.8,5.9,2.9,4.1000000000000005,0,0,0,4.9,1.9000000000000001,0.8,0.8,4.1000000000000005,0,0,81.1,8.8,174.8,5.9,4.9,6.6,0,0,0,56,16.8,10.8,29,0.8,14.200000000000001,5.9,8.1,33,4.9,2.6,6.8,3.7,36.4,21.1,121.6,4.1000000000000005,46.4
22,001,6-16,802,701,68,7,1,19,0,0,6,638,556,57,7,1,15,0,0,2,237.9,46.8,253,23,68.8,112.2,13,28.9,4.8,4.8,2,0,0.8,23,13,2,2.7,0,0,0,137,26.1,242.20000000000002,8.1,23,0,2,0,0,69.9,24.2,10,19.9,18.2,11,10,19.1,63,6.1,10.9,14.4,7.7,47.2,25.8,168,11,63.5
22,001,6-2,1012,926,60,6,3,8,0,0,9,808,755,39,4,1,8,0,0,1,271,51,247.3,59.9,38.4,182.5,23.4,16.3,6.2,3.7,1.1,0,0,16.3,21,3.7,0.5,0,0,0,152.2,26.1,233.1,2.5,17.9,23.9,7.6000000000000005,2.5,1.1,88.1,47.2,22,48.2,3.7,17.1,17.1,24.9,172.6,31,11.1,19.9,18.6,54.3,37.7,161.4,17.1,74.7
22,001,6-3A,1064,587,461,6,3,0,0,0,7,784,441,331,4,3,0,0,0,5,202.5,193.8,177.3,163.7,47.9,144.5,15.7,12.5,2.6,10.200000000000001,0,0,0,62.300000000000004,46.4,8.700000000000001,10.8,4.3,1.4000000000000001,0,114.1,110.89999999999999,178.5,6.300000000000001,67.6,41.9,4.3,5.1000000000000005,0,84,31.8,22.5,38,8.700000000000001,10.200000000000001,54.199999999999996,73.1,148,106.3,40.1,63.5,46.7,43.8,31.9,120.6,53.1,60.1
22,001,6-3B,515,461,22,6,0,14,0,2,10,389,360,13,2,0,10,0,0,4,173.9,16.900000000000002,165,8.1,38.9,104.2,16.900000000000002,16.900000000000002,1.9000000000000001,4.1,0,0,0,4.1,0.9,0,0,0,0,2.8000000000000003,122,18,161,0.9,8.1,0,0,0,0,62,25,25.8,26.9,1.9000000000000001,6.9,0.9,13.1,138,13.1,2.8000000000000003,7.1,2.6,35.7,24.6,108.8,4.8,52.1
22,001,6-4,1465,1160,251,31,9,1,0,0,13,1071,860,176,20,8,1,0,0,6,229.1,139.7,204.6,131.2,44,176.4,13.9,15.8,7.1000000000000005,4.5,0.1,0,0,51.3,16.7,9,0.4,1.4000000000000001,0.2,0.1,113.8,44,197.4,0.4,44,42.9,6.4,2.5,0.2,69.3,29.4,24.9,35.2,17.2,15.1,33.5,49.6,138.1,60.4,27.2,41.2,37,49,31.400000000000002,133.9,35.8,64.1
22,001,6-5,438,103,315,15,1,0,0,0,4,346,90,245,9,1,0,0,0,1,74.2,44.9,66,42.300000000000004,14.2,57.2,4.4,5.2,2.4,1.4000000000000001,0,0,0,16.8,5.4,3.1,0.2,0.5,0.1,0,36.9,14.2,63.800000000000004,0.2,14.2,13.6,2,0.9,0.1,22.5,9.4,8.1,11.4,5.6,5,11.1,16.1,44.5,19.4,9,13.4,12.1,15.9,10.3,43.2,11.6,21
22,001,6-6,547,47,488,4,3,1,0,0,4,427,37,381,4,2,1,0,0,2,0.2,221.20000000000002,6.3,199.4,4.7,35.9,0,0,0.2,0,0,0,0,93.1,45,15.4,6.8,0.2,0.2,0.2,0.2,97.1,3.7,0.2,94.8,50.3,11.1,12,2.2,8.3,2.7,2.2,11.1,0,2.2,65,63.2,6.8,141,47.5,64,61.5,3.8000000000000003,4.1000000000000005,3.6,62.1,3.8000000000000003
22,001,6-7,1263,1110,78,43,1,8,0,2,21,928,832,48,29,1,5,0,0,13,305,55.8,251.8,55.2,67,207.3,11.4,16.8,10.700000000000001,0.1,1.1,0,0,24.3,14.3,0.1,5.9,0,0,0.1,133.9,24.3,249.8,9.200000000000001,16.4,22.3,1.1,1.1,0,87.1,16.4,39.1,50.4,5.9,19.8,25.9,14.9,145.8,34,12.1,19.7,16.2,61.800000000000004,36.6,169.7,16.3,77.8
22,001,6-8,1734,1466,194,25,8,3,0,1,37,1209,1068,117,11,5,2,0,0,6,390.9,94.9,357.9,75.1,58.800000000000004,272.7,12.8,33.9,4.9,4.9,0,1.5,0,26.3,20.9,12.8,3.1,0.4,0,0.4,147.4,48.2,332.1,4.9,22.8,22,3.9,4.9,1.5,137.5,31.900000000000002,32.9,77.9,10,19.9,32.9,19.9,208,59.3,20,26.400000000000002,21.900000000000002,77.8,51.7,231.8,25.2,102
