state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,pre_20_rep_tru,pre_20_dem_bid,uss_16_rep_gra,uss_16_dem_jud,uss_20_rep_ern,uss_20_dem_gre,gov_18_rep_rey,gov_18_dem_hub,atg_18_dem_mil,sos_18_rep_pat,sos_18_dem_dej,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20
19,033,033014,281,274,1,3,0,3,0,0,0,221,219,0,1,0,1,0,0,0,109.5,48.5,118.5,58.800000000000004,118,37.8,106.7,66.3,87.4,52.199999999999996,92.9,86.60000000000001,45.2,42.7,63.6,62.800000000000004,112.7,87.10000000000001,111.6
19,033,033015,259,241,1,0,0,6,0,0,11,197,194,0,0,0,3,0,0,0,102.10000000000001,52.300000000000004,112.5,52.300000000000004,107.4,46.6,101.1,61.1,80.8,50,84.5,80.4,46.3,49.3,59.2,57.5,104.5,80.5,106.2
19,033,033016,170,163,1,2,0,1,0,0,3,110,106,0,0,0,1,0,0,3,57,29.1,62.8,29.1,59.300000000000004,26.099999999999998,56.1,34,45,28.7,47.2,44.3,25.9,27.4,33,32.7,58.1,44.3,59.6
19,033,033017,58,56,0,0,0,2,0,0,0,53,51,0,0,0,2,0,0,0,27.5,14.1,30.299999999999997,14.1,28.8,12.5,27.099999999999998,16.4,21.7,13.5,22.7,21.5,12.5,13.2,16,15.6,28.1,21.6,28.599999999999998
19,033,033018,184,183,0,0,1,0,0,0,0,138,137,0,0,1,0,0,0,0,53.6,38.6,64.89999999999999,36.6,60,31.7,58,40.9,45.6,35.8,55.5,45.6,32.4,35.6,41.4,39.1,57,45.6,61.9
19,033,033019,1039,1015,1,17,0,1,0,1,4,793,781,1,9,0,1,0,0,1,306.5,219.7,375.7,211.70000000000002,346,179.2,335.5,231,260.6,206.3,323.7,260.6,185.5,199,238.2,221,326.7,260.6,354.8
19,033,033020,409,397,4,8,0,0,0,0,0,315,312,2,1,0,0,0,0,0,140.3,63,146.7,67.1,143.2,57.6,129.9,80.2,121.6,61.5,114.4,115.2,57.6,60.9,77.5,71.4,141.6,119.7,139.1
19,033,033021,183,180,0,0,0,0,0,0,3,148,147,0,0,0,0,0,0,1,53.2,23.7,54.9,26.9,57,18.3,50.4,28.8,41.7,20.5,35.699999999999996,40.9,20,20.7,25.6,27.4,54.6,41.4,52.1
19,033,033022,422,415,2,3,0,0,0,0,2,336,331,2,2,0,0,0,0,1,135.5,65.7,138.1,67.4,141.8,57.199999999999996,127.3,71.2,98.1,62.1,97.1,100.8,60.2,61.4,73.2,68.7,138.4,99.2,132.4
19,033,033023,256,247,0,8,0,0,0,0,1,212,205,0,6,0,0,0,0,1,69.4,27.5,71.9,35.8,75.4,18.6,66.2,38.8,57.3,20.4,43.6,53.8,21.099999999999998,23.1,28.2,37.1,72.2,55.800000000000004,69.1
19,033,033024,2169,1937,43,119,1,7,0,0,62,1747,1609,36,77,1,6,0,0,18,300,489.5,330.2,462.3,387,402,288.9,484.9,256.8,372,475,239.7,370.6,445.7,405.5,474,343.8,248,309.9
19,033,033025,2393,2201,26,117,5,17,0,3,24,1814,1708,19,63,3,12,0,3,6,577.1,544.1,554.2,623.4,678.9,456,483.8,666,452.4,505.7,714,443.8,486.8,500,568.6,644.6,628,448.4,519.2
19,033,033026,2477,2260,52,85,4,41,1,0,34,1893,1741,45,51,2,33,1,0,20,662,599.2,673.1,672.1,774.5,491.5,651.4,686.7,577,546.9,764.4,566.3,524.7,545.5,612,679.5,718,571.8,662.3
19,033,033027,2162,1842,104,148,4,25,0,0,39,1650,1457,57,96,3,21,0,0,16,289.5,399.7,335.9,425.3,358,337.2,279.2,456.2,224.9,337.2,410.1,214.9,325.9,368.2,358,440.9,323.8,219.9,307.4
19,033,033028,2574,2358,34,84,2,55,0,3,38,2070,1930,17,60,2,43,0,3,15,749.9,718.8,722.4,909.7,884.8,615.2,685.4,921.7,651.7,713.7,973.2,668.2,653.8,666.7,779.9,915.7,817.5,659.8,703.4
19,033,033029,2268,1956,57,201,4,10,0,1,39,1702,1533,28,114,3,8,0,1,15,378.5,475.1,440.1,506.5,458.1,394.3,363.1,536,262.3,414.9,510.6,248,423.7,434.4,449.7,521,418.8,254.9,401.6
19,033,033030,2202,2038,30,88,2,7,0,0,37,1747,1658,20,47,2,6,0,0,14,438.40000000000003,588,497.3,643,538,492.3,450.3,665.9,384.6,554.6,698.9,377.1,531.1,540.7,594.9,654.5,487.8,381.2,473.6
19,033,033031,2163,2011,13,96,4,6,1,2,30,1665,1576,8,57,3,6,1,1,13,446.8,475.9,451.7,512.8,542.2,403,395.3,538.7,325.7,420.7,566.3,306.1,426.8,439.7,471.1,525.9,494.4,316,422.9
19,033,033032,2926,2757,27,94,5,23,0,1,19,2301,2198,11,64,3,15,0,1,9,839.1,797.1,876.7,870.9,1018.9,639,810.5,900.6,729.9,723.4,1028.9,732.6,680.4,717.9,810.8,885.7,928.2,730.9,843.6
19,033,033033,1982,1721,40,172,7,6,3,0,33,1558,1388,26,111,6,6,3,0,18,308.8,427.6,354.8,502,402.2,336.7,295.9,528.3,239,398.8,505.3,221.7,387,382.3,430.1,514.7,355.7,229.9,325.1
19,033,033034,2198,2063,22,85,4,12,0,0,12,1763,1682,13,52,4,9,0,0,3,544.9,490.1,538,518.2,618.5,409.3,455.1,571,390,444.5,623.9,381,432.90000000000003,449.9,500.7,544.4,581.1,385.6,496.7
19,033,033035,2580,2321,39,130,13,33,1,1,42,2020,1865,23,70,6,25,1,1,29,632.6,633.7,675.2,724.2,732,541.6,606.6,759.5,569.1,567.9,817.9,559,538.9,587.7,641.3,742.3,682.3,563.6,640.5
19,035,035001,152,147,0,5,0,0,0,0,0,107,105,0,2,0,0,0,0,0,55.2,16.9,58.00000000000001,21.400000000000002,60.3,14.5,55.2,21.400000000000002,44.5,16.8,38.2,42.800000000000004,16.8,15.8,23.6,21.400000000000002,56.5,42.9,56
19,035,035002,190,188,0,0,0,0,0,0,2,149,148,0,0,0,0,0,0,1,77.2,23.8,80.60000000000001,29.6,84.2,19.4,77.2,29.6,62.2,23.2,53,59.6,23.2,21.8,32.800000000000004,29.6,79.7,60.1,79
19,035,035003,360,345,3,12,0,0,0,0,0,275,269,1,5,0,0,0,0,0,152.6,45.2,164.7,46.6,159.9,36.6,155.29999999999998,51.3,118,49.4,100.7,122.10000000000001,40,40.9,63.6,48.5,154.8,120.9,159.2
19,035,035004,136,134,0,2,0,0,0,0,0,111,109,0,2,0,0,0,0,0,52.9,20,56,24.5,58.900000000000006,15.9,53.3,24.8,41.8,22.1,41.9,42.1,19.9,17,27.7,24.8,55.6,42.1,54.5
19,035,035006,230,224,0,3,0,0,0,0,3,188,186,0,1,0,0,0,0,1,90.3,34.4,94.9,41.1,99.9,27.3,90.8,41.300000000000004,71.6,37.4,71.6,71.7,34.1,29.4,47,41.2,94.1,71.7,93
19,035,035007,697,656,5,23,0,7,0,0,6,542,520,3,13,0,4,0,0,2,300.1,88.4,324,92.5,315.4,71.1,306.1,99.9,231.9,97.4,199.1,241,80.3,79.7,125.6,95.5,306.9,236.7,314.4
19,035,035008,635,615,2,9,0,1,0,0,8,528,519,0,3,0,1,0,0,5,273.90000000000003,85.1,285.2,102.2,300.5,67.7,275.8,103,220.3,80.9,187.5,210.7,80.9,76.7,116.5,103,286.2,214.5,280.6
19,035,035009,240,236,0,0,0,2,0,0,2,178,177,0,0,0,1,0,0,0,92.3,28.7,96.3,34.4,101.3,22.7,92.8,34.8,74.2,27.5,63.3,71.1,27.5,25.9,39.5,34.8,96.5,72,94.6
19,035,035010,1117,1087,0,8,14,1,0,0,7,868,858,0,4,4,0,0,0,2,450.8,140.3,468.5,167.1,493.59999999999997,110,454.3,168.7,362.3,132.8,308.5,345.8,132.9,125.2,191.1,168.6,471,352.7,462.7
19,035,035011,167,166,0,0,0,0,0,0,1,128,127,0,0,0,0,0,0,1,64.1,19.9,69.10000000000001,20.9,69.10000000000001,14.8,65.3,21.1,53,18.5,45.5,53,17.3,16.7,26.5,20.9,65.8,53,67
19,035,035012,187,180,0,5,0,0,0,0,2,145,144,0,1,0,0,0,0,0,72.6,22.9,78.4,23.8,78.4,17.6,74.3,24.1,60.8,20.6,51.9,60.8,19.4,19.8,30.1,23.8,75.3,60.8,77
19,035,035013,224,222,1,1,0,0,0,0,0,173,172,0,1,0,0,0,0,0,96.2,28.4,103.8,29.4,101.2,22.9,97.9,32.6,74.4,31.7,63.3,76.7,24.9,25.900000000000002,40,30.2,97.5,76,100.1
19,035,035014,5253,4952,50,152,12,39,1,0,47,4194,4019,37,88,9,28,1,0,12,1467.5,801.9,1607.9,929.2,1722.9,628.7,1453.1,972.3,1148.5,830.2,1362.7,1197.9,700.1,714.1,965.1,952.3000000000001,1594.4,1172.6,1529.7
19,035,035015,1212,1158,3,33,2,6,0,0,10,935,904,2,18,2,5,0,0,4,446,170.8,476.2,205.3,494.1,137.1,451.2,208.3,353,184.3,353.7,355.8,168.8,153,235.79999999999998,207.5,468.9,355.2,463.9
19,035,035016,153,148,0,5,0,0,0,0,0,127,125,0,2,0,0,0,0,0,61.099999999999994,23.2,63.8,27.7,67.3,18.3,61.3,27.8,48.4,25.400000000000002,48.4,48.5,23.1,19.6,32,27.8,63.5,48.5,63
19,035,035017,204,200,0,1,1,2,0,0,0,162,159,0,1,1,1,0,0,0,81.2,25.1,87.7,26.5,87.7,19,82.7,26.6,67.4,23.2,57.5,67.4,22,21.3,33.300000000000004,26.5,83.8,67.4,85.10000000000001
19,035,035018,708,693,0,10,0,4,0,0,1,561,552,0,5,0,3,0,0,1,282.3,86.3,302.40000000000003,92.1,302.2,68.5,287.8,93.1,234.8,80.2,198.6,234.5,74.9,77,117,92.6,292.3,234.5,296.5
19,035,035019,207,202,0,5,0,0,0,0,0,146,144,0,2,0,0,0,0,0,73,22.8,79,24.099999999999998,79,17.3,74.6,24.099999999999998,61.1,21,52,61.1,19.7,19.3,29.900000000000002,24.099999999999998,75.7,61.1,77.3
19,037,037001,487,483,0,3,0,0,0,0,1,305,304,0,1,0,0,0,0,0,121,63.2,149.9,63.5,139.9,48.9,132.1,75,93.7,61,116,91.5,58.4,55.2,77.9,67.6,131.3,93.3,140.6
19,037,037002,869,857,0,9,2,0,0,0,1,625,624,0,1,0,0,0,0,0,252.2,137.2,273.6,133.6,271.5,125.8,243.2,154.4,168.6,136.5,231.3,174.6,123.9,130.2,163.2,142.4,262.1,171.7,257.6
19,037,037003,449,441,1,3,0,4,0,0,0,335,333,1,0,0,1,0,0,0,174.70000000000002,73.4,187.9,74.7,187.7,65.3,181.3,77.9,138.3,67.6,137.6,138,63,68.9,89.3,75.7,180.7,137.7,184.6
19,037,037004,400,392,1,3,0,0,0,0,4,295,293,0,0,0,0,0,0,2,146,66.9,153.9,69.7,155.5,61.4,149.20000000000002,72.7,115.3,64,123.7,113.3,59.8,63.7,82.2,71.6,151.6,114.3,151.6
19,037,037005,21,21,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,7.5,3,7.6000000000000005,3.3,7.8,2.9000000000000004,7.5,3.3,5.699999999999999,2.8,5.5,5.6,2.6,3,3.6,3.3,7.6000000000000005,5.6,7.5
19,037,037006,729,688,1,40,0,0,0,0,0,574,550,0,24,0,0,0,0,0,232.8,139.6,270.8,146.1,256.2,125.5,252.4,159.5,206.7,149.8,276.3,196.7,140.9,130.9,189.1,153.6,245.4,201.7,262.4
19,037,037007,569,560,0,8,0,1,0,0,0,453,448,0,4,0,1,0,0,0,223.8,94.2,277.7,95,252.5,75.2,257.3,106.3,198.70000000000002,96,209,201.9,87.9,83.7,132.4,100.2,236.8,200.4,266.6
19,037,037008,403,387,8,1,0,3,0,0,4,319,310,3,1,0,2,0,0,3,121,46.5,134.3,54.9,132,35,129.2,54.6,109.7,43.4,102.3,110.5,42.1,39.5,63.4,54.699999999999996,126.2,110.2,131.2
19,037,037009,506,491,0,12,0,1,0,0,2,395,386,0,7,0,1,0,0,1,145.1,87.5,174.8,86.7,162.9,74.1,164.9,85.9,116.6,78.3,126.3,117.4,74.1,80.6,92.5,86.4,154.9,117.1,171.2
19,037,037010,3571,3394,5,138,1,19,0,0,14,2752,2655,3,73,1,13,0,0,7,996.6,850.3,1162.5,800.6,1138,748.9,1086.6,820.8,818.6,751.8,1224.8,836.6,711.8,798.4,895.8,810.5,1066.9,827,1123.7
19,037,037011,1661,1638,6,1,0,9,0,0,7,1229,1220,1,1,0,3,0,0,4,452.5,272.9,543.5,271.6,507.6,228.6,513.4,268.7,360.7,242.9,394.9,362.3,230.1,250.8,288.1,270.1,479.6,362,529.3
19,037,037012,811,800,4,3,0,1,0,0,3,601,596,0,3,0,1,0,0,1,222.1,131.8,269.7,118.5,242.8,112.2,242.7,127.4,159.1,126.8,200.4,166.3,113.10000000000001,121.5,145.9,122.9,234.4,162.3,257.1
19,037,037013,306,303,1,0,0,0,0,0,2,241,240,1,0,0,0,0,0,0,91.2,35,101.6,41.5,99.9,26.5,97.8,41.5,82.7,32.6,77.5,83.2,31.6,29.7,48,41.5,95.4,83.2,99.2
19,037,037014,362,346,0,15,0,1,0,0,0,268,259,0,8,0,1,0,0,0,118.4,54.7,126.2,57.2,132.1,47.9,119.60000000000001,58.1,94.9,53.4,98.6,95.7,50,51.6,67.4,57.8,124.60000000000001,94.9,123.5
19,037,037015,364,361,0,1,0,0,0,0,2,268,266,0,1,0,0,0,0,1,118.5,54.7,126.1,57,132.1,48.1,119.60000000000001,58.2,94.8,53.6,98.2,95.5,50.2,51.9,67.7,57.5,124.6,95,123.7
19,037,037016,931,886,2,32,2,1,0,0,8,730,701,2,17,2,1,0,0,7,321.40000000000003,151,345.1,156.3,357.40000000000003,129,326.5,159.4,258.1,145.3,269.3,260.4,135.8,140.3,183.9,158.4,340.2,258.7,337.4
19,039,039001,151,147,0,3,0,0,0,0,1,123,122,0,1,0,0,0,0,0,50.8,22.6,61.4,20.7,55.9,19,54.5,23,45,19.3,42.5,42.199999999999996,20.4,19.9,27.2,21,54.1,43.1,57.3
19,039,039002,293,289,0,1,0,2,0,0,1,218,217,0,1,0,0,0,0,0,111,42.5,140.8,43.6,118.10000000000001,37.6,132.6,44.8,104.89999999999999,42.7,86.2,104.39999999999999,37.6,39.4,55.5,44.2,114.4,104.5,136.7
19,039,039003,488,479,3,4,0,0,0,0,2,369,367,0,1,0,0,0,0,1,189.5,84.4,223.6,87.9,199,78.8,208,98.1,179.5,81.7,159.4,171.9,79.2,81.3,107.1,92.5,194.8,174.7,215.5
19,039,039004,401,387,1,7,6,0,0,0,0,311,302,0,4,5,0,0,0,0,159.7,70.8,189,74.3,167.9,66.4,175.3,82.8,151.3,69.4,134.1,145,66.5,68.7,90.2,78.2,163.9,147.6,181.9
19,039,039005,450,446,0,0,1,3,0,0,0,348,344,0,0,1,3,0,0,0,163.2,73.8,174,63.5,151.2,76.4,155.20000000000002,70,125.7,57.6,104.4,117,55.3,75.3,72.4,67.5,156.7,121.4,163.9
19,039,039006,392,378,0,6,0,0,0,0,8,297,291,0,2,0,0,0,0,4,152.3,68.2,180.5,71.1,160.4,63.2,167.2,79,144.7,65.6,128.2,138.4,63.3,65.4,86.3,74.5,156.3,140.8,173.2
19,039,039007,4934,3969,28,866,6,23,4,1,37,3648,3075,23,506,5,18,3,0,18,1149.7,799.5,1280.5,807.9,1264,662.5,1196.3,804.6,927.7,660.7,1106.1,935.3,629.3,729.4,798.1,803.7,1206.2,930.9,1237.8
19,039,039008,258,253,0,1,0,1,0,0,3,203,199,0,0,0,1,0,0,3,103.3,39.5,131.2,40.6,110,34.6,123.6,41.7,97.89999999999999,40.1,80.4,97.39999999999999,34.6,36.3,51.5,40.9,106.4,97.39999999999999,127.2
19,039,039009,1064,1026,5,27,2,1,0,0,3,761,739,3,18,0,1,0,0,0,315.1,137.3,377.3,131.5,348,117.5,334.3,140.8,279,122.3,262.5,259.4,125.6,126.1,170.1,134.5,331.9,267.5,355.7
19,039,039010,217,217,0,0,0,0,0,0,0,161,161,0,0,0,0,0,0,0,66.3,29,79.9,27.599999999999998,73.8,25.1,70.8,29.9,59.1,25.8,55.3,54.9,26.5,26.6,35.9,28.8,70.1,56.3,75.2
19,039,039011,242,240,1,0,0,1,0,0,0,176,175,0,0,0,1,0,0,0,89.6,34.3,113.7,35.2,95.2,30.2,107.1,36.2,84.7,34.7,69.8,84.2,30.2,32,44.8,35.4,92.4,84.39999999999999,110.4
19,039,039012,248,239,0,7,0,0,0,0,2,203,197,0,4,0,0,0,0,2,103.7,39.2,131.5,40.6,109.8,35,123.8,42,97.3,39.9,79.9,97,35,36.6,51.199999999999996,40.8,106.8,97.1,127.8
19,039,039013,148,138,0,5,0,1,0,0,4,122,115,0,4,0,1,0,0,2,57.1,25.4,61,22.6,53.300000000000004,26.400000000000002,54,24.400000000000002,44,19.9,36.6,41.2,19.6,25.6,24.9,23.900000000000002,55.1,42.3,56.6
19,041,041001,200,190,1,2,0,5,0,0,2,147,143,1,2,0,1,0,0,0,78.4,19.6,80.1,19.6,82.2,14.7,74,24.4,56.8,20.7,46.9,58.300000000000004,17.5,16,28.900000000000002,22.1,80.8,57.800000000000004,76.4
19,041,041002,494,474,2,8,0,2,0,0,8,356,345,1,6,0,2,0,0,2,201.1,58.9,203.3,66.8,201.1,52.3,185.6,75.8,142.2,66.4,126.4,143.8,56.8,55.1,83.89999999999999,71.3,201.1,142.7,193.3
19,041,041003,308,300,0,6,0,0,0,0,2,235,232,0,2,0,0,0,0,1,132.7,38.8,134.3,43.9,132.7,34.4,122.10000000000001,50.2,94,43.7,83.3,94.60000000000001,37.4,36.4,55.6,47,132.7,94.4,127.9
19,041,041004,195,189,0,5,0,1,0,0,0,154,153,0,1,0,0,0,0,0,67.9,27.9,75.1,30.6,70.4,24.2,68.60000000000001,33.4,50.9,27.9,48.8,50.9,25.4,25.3,33.5,31.7,69.4,50.9,71.4
19,041,041005,215,209,1,0,1,3,0,0,1,171,169,0,0,1,0,0,0,1,75.7,31.1,83.2,34.1,77.8,26.5,76.4,37,56.6,31.1,54.1,56.6,28.3,27.8,37.4,35.3,77.10000000000001,56.6,79.4
19,041,041006,185,182,0,2,0,1,0,0,0,139,136,0,2,0,1,0,0,0,61.3,24.9,67.6,27.4,63.6,21.9,62.2,30,45.5,24.9,43.9,45.3,23.2,23.3,30.5,28.5,62.4,45.3,64.7
19,041,041007,336,321,2,11,1,0,0,0,1,263,255,0,6,1,0,0,0,1,148.6,43.5,150.3,49.300000000000004,148.6,38.3,137.6,56,105.2,49.2,93.6,106.1,42.2,40.5,61.8,52.6,148.6,105.6,143.5
19,041,041008,268,261,1,0,0,4,0,0,2,212,207,1,0,0,4,0,0,0,119.6,34.9,121.1,39.7,119.6,31.2,110.5,45.2,84.8,39.5,75.1,85.4,33.9,32.4,50,42.4,119.6,85,115.10000000000001
19,041,041009,11242,10582,59,390,31,77,0,1,102,8662,8296,34,215,21,55,0,0,41,3634.5,1606.9,3799.2,1968.4,3944.1,1356.8,3564,2059.4,2725.8,1701.2,2829.6,2827.6,1491.4,1481.4,2007.6,2013.3,3788.9,2776.4,3681.8
19,041,041010,189,186,0,0,0,0,0,0,3,137,137,0,0,0,0,0,0,0,73.10000000000001,18.8,74.60000000000001,18.8,76.9,13.700000000000001,69,22.3,53.3,19,43.5,54.3,16.1,15.4,27.1,20.8,75.2,53.9,70.9
19,041,041011,603,595,0,6,1,0,0,0,1,462,457,0,3,1,0,0,0,1,245.5,61.6,253,61.6,258.7,44.6,234.6,76.4,177.8,64,149.1,181.4,56.7,52.7,89.89999999999999,68.7,252,179.3,243.70000000000002
19,041,041012,604,575,1,13,0,2,0,0,13,467,453,1,8,0,2,0,0,3,250.70000000000002,67.8,249.8,74.7,267.5,50.3,233.3,87.5,177.4,80.3,149.4,184.3,67.6,57.7,99.1,80.8,259,181,241.5
19,041,041013,258,246,0,9,0,1,0,0,2,187,183,0,2,0,1,0,0,1,100.3,27,100.10000000000001,29.8,106.7,19.7,93.5,35.4,71.2,31.9,59.7,74,26.9,22.2,39.4,32.3,103.4,72.5,96.5
19,041,041014,293,287,0,3,2,0,0,0,1,232,229,0,2,1,0,0,0,0,116,30.5,126.5,30.5,115.5,32.7,116.89999999999999,36.8,92.8,32.7,73,97.9,26.3,32.1,44.2,34.3,115.6,94.4,121.3
19,041,041015,156,156,0,0,0,0,0,0,0,125,125,0,0,0,0,0,0,0,62.5,16.8,68.10000000000001,16.8,62.4,17.5,63.199999999999996,19.900000000000002,50,17.5,39.2,52.7,14.1,17.2,23.8,18.7,62.4,50.9,65.3
19,041,041016,49,48,0,0,0,0,0,0,1,39,38,0,0,0,0,0,0,1,19.5,5.2,21.200000000000003,5.2,19.5,5.4,19.6,6.2,15.6,5.4,12.1,16.4,4.3,5.4,7.3,5.7,19.5,15.8,20.4
19,041,041017,261,260,1,0,0,0,0,0,0,197,196,1,0,0,0,0,0,0,110.2,32.3,109.7,36.1,117.4,22,97.2,42.9,78,41.7,70.8,78.7,35.5,26.400000000000002,49.1,39.5,113.6,78.5,102.60000000000001
19,041,041018,162,149,0,11,0,0,0,0,2,137,124,0,11,0,0,0,0,2,76.5,22.5,76.3,25.3,81.6,15.200000000000001,67.9,29.5,54.2,28.7,49.1,54.800000000000004,24.9,18.5,34.2,27.400000000000002,78.4,54.6,71.5
19,041,041019,168,162,0,4,0,1,0,0,1,127,124,0,2,0,1,0,0,0,76,19.8,83.3,20.7,76.8,18.1,76.8,23.1,58,23.1,43.699999999999996,58.8,19.7,18.8,29.6,21.1,76.3,58.8,79.1
19,041,041020,481,471,0,7,0,1,0,0,2,388,384,0,3,0,0,0,0,1,231,60.1,254,65,237.1,53.9,237.1,69.8,178.5,69.8,133.29999999999998,180.7,59.5,57.6,88.1,67.1,234.3,180.2,245.4
19,043,043001,342,321,0,21,0,0,0,0,0,247,238,0,9,0,0,0,0,0,91.8,47.1,79.4,48.7,95.3,40.4,79.1,46.6,72.5,38.3,79.1,75.8,35.5,43.4,50.9,47.800000000000004,93.60000000000001,74.1,79.1
19,043,043002,280,146,32,85,1,5,3,0,8,172,109,15,36,1,5,3,0,3,64.1,32.8,55.9,33.7,66.1,27.9,55.5,32.5,50.5,26.7,55.5,52.9,24.6,30.4,35.6,33.1,65,51.7,55.7
19,043,043003,2225,2168,6,31,2,4,0,0,14,1675,1645,2,14,2,4,0,0,8,679.4,318.6,798.7,334.1,734.4,280,756.3,358.1,556.5,299.6,597.5,573.2,308.5,299.1,402,345.8,706.7,564.2,778.4
19,043,043004,376,372,0,4,0,0,0,0,0,297,296,0,1,0,0,0,0,0,120.1,56.300000000000004,142.1,59.3,130.3,49.6,134.20000000000002,63.6,98.9,53.3,105.6,101.8,54.9,52.9,71.1,61.2,125.4,99.9,138.29999999999998
19,043,043005,1888,1827,2,25,6,9,2,0,17,1512,1469,1,17,5,8,2,0,10,479.7,433.9,580.5,433.3,524.1,374.90000000000003,546,435.4,407.9,388.7,584.9,419,382.3,405.3,452.7,434.5,501.2,413.5,562.7
19,043,043006,245,241,1,3,0,0,0,0,0,213,209,1,3,0,0,0,0,0,93.9,41.6,104.5,44.2,104.4,33.8,100.5,44,83.5,39.6,78.9,87.2,36.4,37.1,52,44,98.3,85.2,101.6
19,043,043007,268,261,0,5,0,1,0,0,1,202,197,0,3,0,1,0,0,1,78.2,48.8,97.1,48.8,91.9,35.7,94.2,49.5,68,38.4,74.7,73.4,38.1,41.4,50.6,49.3,85.2,70.7,95.1
19,043,043008,381,380,0,0,0,0,0,0,1,306,305,0,0,0,0,0,0,1,118.2,73.8,147.4,73.8,138.8,54.5,142.6,75.2,102.7,58.1,113.3,111.5,57.3,62.6,76.6,74.4,128.7,106.8,143.79999999999998
19,043,043009,302,292,1,1,0,1,0,0,7,221,216,1,1,0,0,0,0,3,85.2,53.3,106.8,53.3,99.8,39.2,103.1,54.800000000000004,74.3,41.6,82,80.4,41.1,45.4,55,54.3,92.6,77.6,104.6
19,043,043010,347,335,0,10,0,0,0,0,2,238,233,0,4,0,0,0,0,1,119,45.2,135.8,43,129.2,34.2,132.8,45.2,105.8,31.5,72.5,105.8,32,39.3,45.5,44.3,123.8,105.8,133.9
19,043,043011,216,211,1,1,0,0,0,0,3,160,157,1,1,0,0,0,0,1,57.1,53.3,61,55.3,70.6,43.6,60.6,54.9,47.8,49.4,76.89999999999999,55.3,46.6,48.5,57.4,55.199999999999996,63.7,50.800000000000004,60.800000000000004
19,043,043012,1684,1649,2,4,3,3,0,0,23,1359,1339,1,3,3,2,0,0,11,486,453.5,520.2,471.1,597.6,372.3,513.9,463.4,403.5,422.1,651.2,473.3,393.9,413,490,467.1,541.9,437.6,517.4
19,043,043013,331,310,0,9,1,0,1,0,10,280,263,0,5,1,0,1,0,10,89.6,56.7,97.89999999999999,51.1,96.8,53.4,95.4,54.4,72.6,44.5,86.6,79.10000000000001,44.5,55,58.5,53,92.7,76.1,97
19,043,043014,1012,984,4,21,0,0,0,0,3,796,780,3,12,0,0,0,0,1,350.1,154.2,389.6,166.3,388.4,126.4,377,165.2,311.1,146.4,295.7,326.8,137,139.9,193,165.5,369.2,318.8,382.3
19,043,043015,2602,2551,3,27,0,11,3,0,7,2139,2111,2,16,0,4,2,0,4,805,500.8,906.4,560.5,865.4,446.5,857.2,581.7,700.1,502.2,835.4,719.8000000000001,471.2,473.8,604.2,573.1,834.7,710.4,881.1
19,043,043016,489,488,0,0,0,0,0,0,1,368,367,0,0,0,0,0,0,1,127,57.7,160.8,54,136.2,49.1,152.2,63.4,110.4,60.9,110.4,115.5,53.7,54,74.8,58,130.9,113.4,156.6
19,043,043017,380,364,2,10,0,0,4,0,0,288,282,0,3,0,0,3,0,0,132.7,62.5,148.5,68.7,149.4,53.6,145.6,65.4,120.7,61,121.2,126.3,57.2,57.9,79.9,66.5,141.20000000000002,123.9,146.8
19,043,043018,485,469,0,10,0,0,0,1,5,347,335,0,9,0,0,0,0,3,159.8,75,178.4,82.9,179.8,65.2,175.2,79.3,145.3,72.8,145.7,152.3,68.9,69.8,95.3,80.7,169.8,150.3,176.2
19,043,043019,1689,1654,2,18,0,2,4,0,9,1290,1269,1,10,0,0,4,0,6,500.40000000000003,307.8,576.1,291.2,534,275,546.7,312.1,422,258,434.5,443.2,242.4,291.2,311.6,301.7,516.9,432.5,561.7
19,043,043020,428,424,1,1,0,1,0,0,1,301,299,0,1,0,0,0,0,1,129.8,53.5,151.5,50.1,138.6,46.8,147.3,51.8,103.2,45.9,94.5,106.39999999999999,41.7,49.8,60.2,51.4,133.8,105.2,149.9
19,043,043021,280,268,0,6,0,0,0,1,5,212,207,0,3,0,0,0,0,2,91.4,37.4,106.89999999999999,35.6,97.39999999999999,33,103.8,37,72.8,32.3,66.5,74.9,29.3,35.1,42.5,36.3,94.3,74.1,105.3
19,043,043022,695,686,3,2,0,0,0,0,4,363,361,0,2,0,0,0,0,0,125.6,56.3,158.6,53.9,134.5,48.7,149.9,63,108.5,59.9,108.5,114,53,52.6,73.7,58.5,129.9,111.5,154.6
19,043,043023,354,354,0,0,0,0,0,0,0,278,278,0,0,0,0,0,0,0,96.1,43.4,121.4,41,103,37.3,114.7,48.2,83.1,46,83.1,87.2,40.6,40.4,56.2,44.7,99.3,85.6,118.3
19,043,043024,59,55,0,2,0,0,0,0,2,47,43,0,2,0,0,0,0,2,17.8,11,19.8,12.3,18.9,9.7,18.8,12.8,15.3,11.1,18.4,15.9,10.3,10.3,13.2,12.7,18.4,15.5,19.2
