state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,pre_20_rep_tru,pre_20_dem_bid,uss_16_rep_lan,uss_16_dem_wor,uss_20_rep_inh,uss_20_dem_bro,gov_18_rep_sti,gov_18_dem_edm,atg_18_rep_hun,atg_18_dem_myl,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20
40,001,1,1353,291,2,49,907,1,0,4,99,993,252,1,25,649,1,0,4,61,246.1,77.4,275.5,64.4,245.5,78.7,254,72.8,163.4,98.4,189.9,82.2,78.2,90.2,68.4,245.5,176.3,265.4
40,001,2,980,337,4,22,511,0,1,0,105,699,298,0,11,325,0,1,0,64,225.8,62.3,245.8,56,214.9,63.5,232,66.1,163.9,72.4,177.29999999999998,61.3,62.8,66.5,60.800000000000004,219.9,170.3,238.79999999999998
40,001,3,288,108,0,8,126,0,0,0,46,222,94,0,6,87,0,0,0,35,95.3,31.8,111.89999999999999,22.6,92.10000000000001,38.4,105,30.9,82.3,36.9,89,36.9,34.9,36.9,26.5,93.7,86,108.3
40,001,4,1148,365,6,196,485,0,0,1,95,821,315,4,110,330,0,0,1,61,198.1,70.9,195.5,84.3,198.1,74.5,175,91,138.8,73.2,152.2,68,72.2,69.7,87.5,198.1,145.2,184.5
40,001,5,582,204,0,7,332,0,0,0,39,436,180,0,6,218,0,0,0,32,174.8,44.9,171,45.7,187.6,35,156.2,53.1,129.2,56.800000000000004,142.2,50.9,39.7,54,49.2,181.1,135.6,163.6
40,001,6,1749,611,3,88,805,1,0,0,241,1271,531,2,43,557,1,0,0,137,345.2,92,425.7,112.2,321.8,109.2,390.3,137.8,236.3,155.4,297,109.2,100.9,131.8,124.3,333.4,265.1,406.7
40,001,7,1602,623,0,69,750,13,0,0,147,1193,532,0,32,530,5,0,0,94,361.59999999999997,154.9,434,135.8,357.9,157,390.9,162.8,225.4,187.6,265.9,162.8,155.4,175.8,148.3,359.7,246.4,412.2
40,001,8,1053,395,5,41,507,8,0,0,97,771,324,3,22,354,5,0,0,63,254.9,87.10000000000001,306.3,80,249.4,90.3,281.1,93.1,195.6,100.8,231.9,76.9,88,87.60000000000001,85.8,251.7,214.4,294.1
40,001,10,483,241,1,26,148,0,0,0,67,383,216,1,20,107,0,0,0,39,75.8,26.7,119.9,26.6,71.89999999999999,31.7,116.60000000000001,26.7,55.1,38.1,64.8,37.9,29.3,38,26.7,73.9,60,118.39999999999999
40,001,11,1126,232,1,60,770,0,0,0,63,772,181,1,30,519,0,0,0,41,130.70000000000002,41.5,187.4,36,138,47,162.5,40.8,86.8,37.1,99.7,32.1,44.1,34,38.2,134.4,92.8,174.9
40,001,12,1246,612,1,19,488,0,0,0,126,900,512,1,9,305,0,0,0,73,320,62,378,50,289.8,84.9,352.8,61,212,92.5,235.6,77.8,73.2,84.8,55.2,304.9,223.3,364.6
40,001,13,1028,497,2,27,434,2,0,2,64,761,408,0,16,290,1,0,2,44,210.8,82,249.5,91.1,218.4,80.8,232.70000000000002,99.6,137.2,101.2,167,82.9,81.6,91.8,95.2,214.8,152.2,240.79999999999998
40,001,14,2511,776,8,307,1185,6,0,0,229,1700,637,6,146,765,5,0,0,141,355.7,133.6,386.6,157.2,339.7,169.7,355.7,175.3,180,192.4,237.2,150.1,150.6,170.5,166.6,346.7,207,372.6
40,001,16,1017,595,3,23,317,2,0,0,77,719,438,3,11,217,2,0,0,48,285.5,51.1,358.6,71.9,290.9,48.9,348.4,73.5,215.3,76.8,247.79999999999998,55.3,49.8,65.7,72.7,288,230.2,354.2
40,001,17,2350,1378,1,62,599,38,0,0,272,1760,1135,0,34,389,22,0,0,180,487.2,124.10000000000001,560.7,114.2,443.1,137.9,513,123.5,325,111.3,338.8,115.9,131.9,112.9,118.3,466.1,331,536.5
40,001,18,1920,1077,11,85,526,23,0,0,198,1344,850,5,43,327,18,0,0,101,431.7,127.3,506.1,134.4,385.1,150.2,448.9,165.9,259.4,158.5,299.3,127.3,139.1,141.7,149.4,408.1,278.4,477.3
40,001,19,2247,1216,5,108,638,35,0,0,245,1581,961,3,56,387,23,0,0,151,587.4,111.9,677.6,104.2,532.6,157.1,617.8,136.5,383,155.7,427,133.3,134.3,144.5,119.5,559.6,404.8,647.3
40,003,110,371,338,4,17,4,0,0,0,8,272,253,2,8,4,0,0,0,5,175,15.100000000000001,167.8,14.9,179,12.3,165,12.1,131.7,23.3,139.7,14.9,13.200000000000001,20.5,13.100000000000001,176.9,135.6,167.1
40,003,120,256,237,0,12,1,0,0,0,6,204,193,0,6,1,0,0,0,4,120.6,8.8,110.80000000000001,11.6,122.2,7.300000000000001,110.30000000000001,8.8,78.3,20.4,85,17,8.200000000000001,17.6,10.200000000000001,120.89999999999999,81.7,110.30000000000001
40,003,130,403,383,0,10,3,0,0,0,7,335,324,0,4,2,0,0,0,5,211.5,12.3,204.4,12.8,210.5,10.8,197.4,14.4,144.6,24.1,149.2,24.1,11.6,22.6,13,211.29999999999998,147,200.8
40,003,140,840,777,4,24,17,1,0,1,16,645,603,4,15,10,1,0,0,12,348.7,29.7,335.5,45.4,341.6,35.6,308.8,55,211.8,89.4,249.4,61.3,31.900000000000002,73.2,50.1,345.7,231.6,322.3
40,003,210,343,306,3,17,10,1,0,0,6,263,240,3,11,7,1,0,0,1,129.7,22.900000000000002,155,23.5,140.9,14.7,149,26.3,88.8,35.3,104.8,25.5,18.7,29,24.9,134.4,97.5,151.3
40,003,220,586,565,3,6,7,0,0,0,5,473,456,3,6,7,0,0,0,1,233.7,40.8,279.3,42.1,254.6,25.4,269.1,47,161.1,62.9,187.9,44.9,33.5,52.1,44.4,242.8,175.3,272.5
40,003,230,415,392,0,15,3,2,0,0,3,344,329,0,11,3,0,0,0,1,152.8,18.5,147.6,21.4,152.8,14.100000000000001,146.4,21.6,102.8,33.2,114.5,27.5,15.200000000000001,28.7,21.1,153,106.3,147.20000000000002
40,003,240,354,341,0,0,7,0,0,0,6,282,276,0,0,3,0,0,0,3,112.4,12.9,109.60000000000001,14.8,112.8,10,108.4,15.9,76.5,24.6,85.2,21.2,10.8,22.2,14.3,112.8,79.2,109.3
40,003,310,1647,1186,210,114,91,7,0,0,39,1490,1045,210,107,89,7,0,0,32,284,33.8,293.1,30.4,299.8,18.2,284.5,39.7,218.9,60.199999999999996,239.9,49.7,25.7,55.1,33.5,292.4,230,288.2
40,003,320,427,398,0,9,8,0,0,0,12,316,300,0,3,5,0,0,0,8,170.6,18.1,171.5,17.5,170.5,17.6,160.4,24.8,122.8,20,129.5,19.1,17.9,19.2,21.7,170.5,126.1,165
40,005,1,1019,751,32,54,90,14,4,1,73,758,603,19,27,59,12,4,0,34,254.70000000000002,58.1,245.2,67.6,221.2,75.9,240.7,63,155.4,82.2,167.2,67,66.7,74.1,64.8,237.6,160.6,242.5
40,005,2,1116,832,60,30,98,2,0,0,94,839,663,44,19,62,2,0,0,49,318.1,69.1,350,61.7,293,75.3,341.7,60.7,250,75.3,253.9,68.2,72.2,71.6,61.2,305.5,252,345.8
40,005,3,712,391,102,23,106,9,0,0,81,531,311,78,13,68,6,0,0,55,136.4,57.7,158.7,57.7,117.8,67.6,155.9,57.1,90.5,60.9,97.7,53,62.2,56.9,57.3,126.8,93.8,157.2
40,005,4,804,523,27,23,141,14,2,0,74,581,412,19,12,81,12,2,0,43,195,45,187.5,51.7,169.1,58.1,184.5,48.8,118.7,63.4,127.6,51.300000000000004,51.8,57.4,50,181.9,122.2,185.5
40,005,5,707,464,49,24,128,1,0,0,41,521,366,33,10,81,1,0,0,30,163.8,52.3,188.5,50.4,136.7,67.4,182.8,51,109.6,59.9,115.4,53.3,59.2,56.7,51,149.8,112,185.4
40,005,6,619,483,0,7,105,1,0,0,23,489,394,0,5,74,1,0,0,15,208.4,46.3,255.5,49.5,179.2,71.7,248.6,50.6,152.8,74.7,162.1,66.7,58,71.3,50.3,194.1,156.7,251.9
40,005,7,1150,888,5,27,159,5,0,0,66,850,702,4,11,90,5,0,0,38,355.6,67,394.1,75,295,103.9,380,80.3,255.5,118.9,281.4,98.6,85.3,108.6,77.7,325.9,267.6,387.8
40,005,8,1778,1438,2,44,186,4,0,4,100,1357,1163,1,21,104,4,0,3,61,613.1,98.3,692.6,88.1,502.3,168.1,662.9,95.3,433.9,177.2,472.2,135.7,134.2,154.6,91.4,557.5,452.6,677.7
40,005,9,1589,1230,4,37,208,1,0,0,109,1163,943,2,18,137,1,0,0,62,498,89,590.4,86.2,416.9,141.8,562.3000000000001,93.4,318.6,140.9,338,117.8,115.6,129.4,90.2,457.4,328.9,576.6
40,005,10,397,323,3,3,50,1,0,0,17,304,257,3,3,33,1,0,0,7,143.29999999999998,16.2,138.1,10.9,127.5,20.7,128.3,13.2,82.5,21.7,91.5,16.8,17.6,18.3,12.200000000000001,135.6,87.4,134
40,005,11,1645,1241,1,68,218,1,0,0,116,1241,990,1,41,136,1,0,0,72,494.6,107.1,580,90.7,396.8,164.3,550.6,101,347.3,136.8,349.8,131.2,135.2,133,96.3,445.7,348.4,565.3
40,005,12,1603,1042,216,38,232,2,0,2,71,1372,905,212,38,165,2,0,2,48,285.9,39,337,32.6,253.5,56.6,317.90000000000003,38.4,210,46.1,221.1,40.4,47.8,43.5,34.7,270.4,215.4,326.9
40,005,13,831,583,26,28,113,0,1,0,80,651,481,22,16,74,0,1,0,57,310.3,36.7,321.4,35,242.8,84.1,313.1,37.1,189.2,73.4,207.3,56.1,60.2,63.7,35.7,277.40000000000003,197.3,316.8
40,005,14,212,129,0,3,68,0,0,0,12,177,114,0,2,51,0,0,0,10,106.7,14.4,116.6,5.4,88.6,27.4,109.5,7.8,74.3,23.3,71.5,25.1,20.1,24.1,6.9,98,72.5,112.2
40,007,11,341,310,1,15,4,1,0,0,10,285,262,1,10,4,1,0,0,7,173.7,12.5,182.1,11.8,175,10,170.9,16.8,143.6,16.1,146.5,12.5,11.4,13.6,13.6,174.8,145,174.8
40,007,13,233,197,6,25,3,0,0,0,2,182,160,2,17,3,0,0,0,0,116.8,6,119.7,0.9,116,6,110.7,3,94,6.6000000000000005,98.7,3,6,3.5,1.3,116.1,95.5,112.9
40,007,21,254,232,0,17,2,0,0,0,3,197,186,0,7,1,0,0,0,3,98.2,11.5,90.3,11.5,95.89999999999999,11.5,87,11.5,61.699999999999996,17.1,70.8,11.5,11.5,16,11.5,96.7,62.8,88.4
40,007,23,1802,1412,13,328,19,1,0,1,28,1323,1088,5,199,10,1,0,1,19,651.6,71.7,605.3,75.8,636.4,71.7,586,75.8,422,104.3,475.1,73.4,71.7,88.2,75.8,643.6999999999999,446,595.6
40,007,25,602,464,2,120,7,1,0,1,7,422,346,0,69,3,1,0,1,2,153.6,17,168.6,23,143,15.200000000000001,160.5,19.2,114.5,27.8,121.2,25.3,16.5,25.8,20.5,147.2,118.60000000000001,164.7
40,007,26,103,79,0,20,0,0,0,0,4,75,63,0,9,0,0,0,0,3,46.2,6.1000000000000005,55.6,4.1000000000000005,43.1,6.5,51.5,3.9000000000000004,43.8,6.9,42.2,9.9,6.3,8.1,4.1000000000000005,45,43.6,53.300000000000004
40,007,31,541,487,0,35,3,1,0,4,11,404,373,0,19,2,1,0,0,9,260.7,14,259.5,14,252.5,15.100000000000001,250,14.100000000000001,196.3,23.2,201.5,15.100000000000001,14.600000000000001,19.5,14.100000000000001,255.4,197.1,254
40,007,33,1760,1132,9,575,17,3,0,0,24,1279,891,5,351,11,3,0,0,18,494.5,47.1,490,52.2,475.9,43.6,469.2,50.800000000000004,374.9,72.9,410.9,52.2,44.800000000000004,60.5,51.5,486.9,391.7,483.40000000000003
40,009,110,2627,1114,443,936,38,53,1,11,31,2358,902,438,901,34,51,1,11,20,466.6,83.10000000000001,502.9,91.10000000000001,459.3,85.4,467.8,107.2,299.4,122.3,337.40000000000003,98.9,84,109.5,98.2,463.1,318.59999999999997,484
40,009,111,1148,971,37,81,30,9,0,0,20,891,779,27,51,20,5,0,0,9,177.1,31.1,190.1,34.6,174,32.4,177.6,40.6,113.3,46.6,127.8,38,31.1,41.6,36.7,175.8,121,183.2
40,009,112,1025,917,9,60,18,1,0,0,20,775,714,7,31,9,1,0,0,13,285.9,55.1,323.7,36.1,283.8,60.3,301.9,46.7,206.3,60.3,218.79999999999998,55.1,57.6,57.6,39.4,285.5,214.4,310.3
40,009,115,380,367,0,10,3,0,0,0,0,283,276,0,4,3,0,0,0,0,143.5,12.6,161.7,12.6,140.7,12.700000000000001,160.7,12.700000000000001,100.6,23,94.9,29.2,12.700000000000001,25.7,12.700000000000001,141.9,97.3,161.1
40,009,141,2025,1642,33,240,58,12,0,3,37,1440,1215,20,136,35,8,0,0,26,583.1,81.9,605.8,96,598.3,63.2,575.8,112.9,363,134.3,406,101.7,71.7,117.3,105.1,590.6,384.5,589.8
40,009,231,3639,2872,80,432,118,50,0,0,87,2594,2156,67,229,60,36,0,0,46,1069.7,139,1177.1,166.1,1058.4,134.4,1119.1,184.8,689,218.8,760.2,179,136,198.4,174.1,1062.4,724.4,1147.9
40,009,235,3524,2774,156,334,135,16,0,1,108,2548,2088,103,202,84,15,0,1,55,1026.3,144.3,1111.4,165.2,1016.3,135.7,1051.7,185,625,219.5,693.8,176.1,138.8,195.1,175,1020.5,661.5,1082.8
40,009,242,743,674,5,46,16,0,0,0,2,533,494,2,27,8,0,0,0,2,266.5,42.5,289.90000000000003,33.8,270.6,31.7,277.3,43.9,163.3,49.2,177.9,44.5,37.7,45.4,40.4,267.3,166.5,282.9
40,009,320,1412,1280,5,66,24,4,0,0,33,1073,985,4,42,21,4,0,0,17,421.8,64.10000000000001,449.3,68.2,410.7,65.3,429.1,72.6,256.6,84.9,275.1,76.1,65,82.8,69.7,416.90000000000003,265.6,435.2
40,009,332,2780,2471,45,157,43,17,1,5,41,2125,1926,30,102,26,13,1,3,24,1056.2,128.5,1102.9,160.9,1061.2,106.4,1047.7,188.5,707.8,216.6,799.8,158.3,115.8,186.3,175.1,1058.8,752.9,1075.5
40,009,333,2452,2022,29,254,81,11,0,1,54,1875,1605,22,161,51,10,0,0,26,686.4,153.6,700.5,160.4,705.1,114.9,670.3,169.1,431.8,194.4,488,170.3,130.8,184.6,163.2,696.4,461,687
40,009,343,364,355,0,3,1,0,0,0,5,286,283,0,0,1,0,0,0,2,126.7,26.5,146.1,23.400000000000002,130,26.5,141.1,27.2,104.6,37.3,114.10000000000001,31.8,26.5,32.7,24,127.7,111.10000000000001,143.2
40,011,2,1527,1352,5,120,28,5,0,1,16,1142,1042,4,64,17,5,0,0,10,567.6,77,569.9,73.1,573.2,62.4,545.5,82.7,405.1,98.2,432.7,76.6,65.9,87.9,77.2,570.3,418.6,558.2
40,011,7,1691,1286,0,102,249,1,0,0,53,1286,1033,0,64,166,1,0,0,22,486.1,99.7,549.2,91.9,503.7,76.9,539.6,88.8,333.40000000000003,110.8,361.8,103.4,87.5,106.1,89.8,495.8,349.8,546.7
40,011,10,2894,659,27,2116,57,2,1,0,32,2687,525,22,2084,38,2,1,0,15,297.2,87.5,313.6,81.89999999999999,314.7,71.3,288.3,92.8,180.9,116.2,214.70000000000002,89.5,78.1,102.2,87,306.1,197,300.1
40,011,11,1420,745,183,216,168,6,0,0,102,997,595,148,101,113,3,0,0,37,172.6,130.7,197.8,128.8,191.3,104.3,187.6,123.1,101.2,127.6,119.3,121.6,118,124.6,124.7,182.9,107.9,191.5
40,011,12,1509,1173,62,137,83,5,1,0,48,1132,941,41,68,55,3,1,0,23,464.5,112,496.8,108.2,498.2,78.1,469.1,115.9,290.9,150.5,339.6,114.6,94.7,129.6,112.4,482.6,316.6,484.9
40,011,14,616,525,4,36,29,1,0,1,20,463,407,4,18,24,1,0,1,8,194.2,43.6,206,42.3,206.6,31.7,195.2,46.2,124,59.5,143,45.4,37.5,52.1,44.1,200.8,134.4,201.4
40,011,16,254,238,2,1,10,0,0,0,3,205,191,2,1,8,0,0,0,3,102.5,16.4,129.1,24.6,114.4,13.7,125.5,26.4,77.9,40.2,96.6,24.1,15.6,33.1,24.7,107.9,86.8,127
40,011,17,1448,986,15,121,272,1,0,0,53,1030,753,12,68,175,0,0,0,22,326.9,112.9,370.6,117.2,346.7,93.10000000000001,339.2,137.7,209.2,137.7,247.6,120.9,103,127.7,125.4,334.7,225.20000000000002,355.4
40,011,20,496,464,0,22,3,0,0,0,7,379,355,0,19,3,0,0,0,2,234.1,27,259.7,21.1,247.6,21.1,252.8,25.8,185.3,42.9,192.7,33,23.7,38,23,240.5,188.8,256.3
40,011,22,88,84,0,2,1,0,0,0,1,70,67,0,1,1,0,0,0,1,42.5,6.5,49,4.1000000000000005,46.1,4.1000000000000005,44.9,7,34.5,9.4,39.1,6.5,5.5,7.1000000000000005,6,43.4,36.2,47.6
40,013,1,2055,1332,14,124,436,1,0,3,145,1588,1109,9,69,303,1,0,3,94,344.5,128.3,397.4,126.9,313.3,125.9,384.5,125.5,211.7,140.4,243.2,118.8,127,129.7,126.2,328.3,226.3,390.2
40,013,3,2019,1379,97,95,300,32,0,4,112,1559,1120,78,57,217,24,0,2,61,318.4,106.6,329,154.7,298,109.5,312.3,154.5,191,135,218.7,117.2,107.9,126.3,154.5,308.1,204.8,320.7
40,013,4,1992,1322,44,227,283,4,0,0,112,1501,1072,25,140,189,4,0,0,71,277.8,117.3,318.2,110.6,250.2,114.5,307.9,110.6,166.5,120,193.2,103.8,116.1,111.2,110.6,264.3,178.7,312.8
40,013,5,1951,1372,11,172,270,6,0,0,120,1449,1067,9,105,178,4,0,0,86,391.6,143.7,410.8,176.2,356.4,136.6,399.5,177.6,227.9,176.6,251.1,159.9,140.6,165.8,176.9,372.5,238.5,403.4
40,013,6,1830,1222,115,140,253,8,1,1,90,1550,1089,111,100,185,7,1,1,56,269.4,100.5,269.4,145.6,249.2,103.4,253.9,145.6,150.8,121,173.4,108.2,101.4,114.8,145.6,259.3,161.9,261.7
40,013,7,1800,1268,27,183,201,14,0,0,107,1374,1029,19,108,138,10,0,0,70,358.5,134.7,364.5,169.3,331.4,124.3,354.8,168.8,209.2,165,231.7,150.8,129.1,157.4,169,344.6,220,358.4
40,013,8,2347,1861,33,116,184,29,0,1,123,1940,1596,26,74,134,23,0,0,87,546.7,176.5,555.9,246.6,536.5,154.3,541.9,240.5,351.5,231.70000000000002,392.4,203.9,165.3,217.4,243.5,541.3,372,548.8
40,013,10,868,611,13,9,137,0,0,0,98,646,480,12,5,95,0,0,0,54,236,62.7,260,63.7,211.2,64.2,255.2,58.800000000000004,147.8,69.1,157.8,64.8,63.6,66.7,61.3,224.1,151.3,257.8
40,013,11,453,376,1,17,45,0,0,0,14,356,307,0,8,29,0,0,0,12,128.3,27.8,135,21.6,105,35.1,128.2,21.6,71.8,31.2,72.9,32.3,31.3,31.4,21.6,115.5,72.3,131.8
40,013,12,883,608,7,120,76,1,0,0,71,675,496,5,74,52,1,0,0,47,297.2,66,341.8,75.4,272.4,71.3,333.2,72.3,196.5,98.7,218.6,78.1,68.4,88.1,73.4,285.3,207.4,337.3
40,013,13,1498,1053,3,48,310,2,1,1,80,1125,853,1,26,196,2,0,1,46,461.9,102.3,515.1,80.10000000000001,417,111.5,506.1,75.6,310,116.6,337.6,92.3,106.6,102.1,77.1,440,323.3,511.1
40,013,14,848,649,3,29,114,0,0,2,51,636,524,3,10,63,0,0,1,35,253.6,41.9,281.8,42.9,210.29999999999998,57.6,271.9,49,168.2,64.8,185.1,52.2,49.9,58.1,46,232,177,276.7
40,013,15,1377,1076,8,31,149,1,0,0,112,1045,852,7,15,99,1,0,0,71,378.2,82.6,405.9,83.6,325.6,113.5,387.7,90,256.6,123,278.3,102.7,97.9,112.9,86.5,351.4,266.8,397.1
40,013,16,701,578,0,29,66,1,0,0,27,535,461,0,12,42,1,0,0,19,213.9,50.8,254.4,59.7,196.6,53.3,245.9,59.2,140.2,66.1,153.8,53.4,52.3,59.4,59.1,205.3,146.8,250
40,013,17,1972,1454,5,49,290,5,2,0,167,1430,1132,4,32,165,4,2,0,91,577.6,127.1,632.3,139.2,494.8,154.2,602.3,137.5,355.2,181,397.4,147.4,139.9,163,138.1,536.4,375.1,616.7
40,013,18,2723,1940,12,100,412,16,2,0,241,2015,1531,8,54,256,13,2,0,151,740.2,166.3,816.8,178.7,668,192.1,777.8,184.1,521.8,202.3,566.8,171.3,178.1,187,180.9,704.7,544.1,798.2
40,013,19,1206,899,3,53,172,6,1,0,72,870,694,3,24,101,4,0,0,44,359.9,81.2,441.5,103,334,87.1,425.7,104.6,240.9,112.5,268,85.9,83.7,99.1,103.2,347.3,253.9,433.8
40,013,20,2439,1995,19,110,151,11,1,0,152,1930,1667,12,55,96,8,1,0,91,586.9,156.7,662.7,176.1,516.3,174.7,646.1,175.2,406,180.7,434.7,171.6,165.6,175.7,175.8,553,418.7,654.6
40,013,21,735,561,2,37,101,0,0,0,34,548,445,2,18,64,0,0,0,19,264.3,52.3,315.8,59.3,238.5,60.8,303.7,62.6,180.1,79.6,200.9,62.2,56.8,70.4,60.8,250.9,190.5,309.2
40,013,22,2193,1595,161,127,131,7,0,0,172,1676,1272,125,81,89,7,0,0,102,491.4,153,561.2,152.4,436.5,161.8,546.4,150.7,336.9,147.1,352.4,136.4,157.3,141.5,151.4,465.1,343.5,553.6
40,013,23,792,637,15,13,80,1,0,0,46,636,515,15,7,60,1,0,0,38,204.4,66.6,254.3,51.7,179.4,75,252.8,54.7,148.6,63.7,156,58.5,70.4,61.5,53,191.9,151.8,253.9
40,013,25,1703,1360,5,47,180,8,0,0,103,1369,1136,1,28,134,8,0,0,62,481.4,135.4,620.5,145.5,427.2,140,602.2,144.3,365.3,176.4,395.5,160.7,138,168.4,144.8,453.4,381.3,611.2
40,013,26,757,550,0,14,136,0,0,0,57,564,424,0,10,87,0,0,0,43,236.8,58.1,266.8,66.2,222.6,57.6,264.3,59.6,154.9,85.5,172.2,68.4,57.6,77.10000000000001,62.8,229.6,163.6,265.3
40,013,27,2070,1563,31,74,260,35,0,1,106,1551,1213,24,51,177,23,0,0,63,696.6,166.6,799.8,221.1,671.3,167.70000000000002,759.1,229.1,492.1,243.3,531,215.4,167.3,229.5,225.29999999999998,684,511.5,779
40,013,28,1939,1452,6,43,256,7,0,2,173,1445,1126,3,29,159,7,0,0,121,122,30,689.6,115,115.6,30.3,660.4,127,391.59999999999997,179.6,438.2,143.7,30.2,161.1,121,118.7,415.2,674.6
40,013,29,532,420,0,21,64,0,0,0,27,411,341,0,9,45,0,0,0,16,156,50.9,190.2,51.5,136.2,63.3,181.79999999999998,52.6,103.3,72.4,111.8,62.2,57.300000000000004,67.5,51.800000000000004,146,107.3,185.8
40,013,30,368,303,2,13,32,0,2,0,16,287,243,1,12,21,0,1,0,9,97.3,26.3,111.8,20.599999999999998,82.7,30.9,108.9,21.1,62.2,26.7,64.7,26.3,28.3,26.1,20.7,89.6,63.5,110.8
40,013,33,2365,1858,3,66,277,19,1,3,138,1792,1465,3,35,182,12,1,2,92,990.6,199.6,1144.8,286.9,967.4,197.8,1113.7,285,742.3,332.7,829.8,250.8,198.7,291.6,285.9,979.3,786.3,1128.8
40,015,12,1424,328,131,185,664,1,0,5,110,945,259,109,90,431,1,0,2,53,93.89999999999999,178.8,108.3,191.9,115.9,146.4,107.2,174.9,68.5,168.5,76.1,176.5,162.8,172.5,184.1,103.6,73.2,107.7
40,015,22,1039,293,43,125,480,5,0,2,91,763,252,38,65,357,5,0,2,44,116.8,97.4,119,123.60000000000001,136.8,76.2,110.8,121.1,69.7,110.8,84.3,103.2,86.1,106.9,122.3,126.8,77,114.6
40,015,31,1514,570,42,221,523,19,0,0,139,1041,485,37,120,328,8,0,0,63,164.3,151.8,156.9,190.5,188.6,123.4,161,171.8,84.1,161.3,102.7,147.5,138.4,153.9,180.2,175.6,92.7,157.8
40,015,41,2102,817,87,230,813,5,1,1,148,1482,666,72,135,541,4,1,1,62,359.9,227.2,363.1,240,395.2,180.1,361.1,227.5,225.1,247.6,273.4,212.6,202.9,229.20000000000002,233.6,378.2,249.2,362.4
40,015,51,1016,431,20,49,462,9,0,0,45,735,378,13,29,282,8,0,0,25,202.5,140.7,216.1,182.8,233.6,113.5,212.3,179.8,116.3,188.7,152,157.8,127.3,173.6,181.70000000000002,218.6,134,214.3
40,015,52,647,328,12,51,191,8,0,2,55,480,281,10,26,128,7,0,0,28,132.3,91.8,141.6,119,152.2,74.2,138.79999999999998,117.5,76.3,123.7,99.5,103,83.3,113.1,118.4,142.5,87.7,139.5
40,015,53,725,257,6,47,352,1,0,0,62,466,224,6,24,186,1,0,0,25,72,59.8,73.5,75.5,84.5,46.5,68.6,73.8,43.1,67.8,51.9,62.8,52.6,65.7,74.7,77.8,47.6,71.2
40,015,102,2443,1337,19,313,664,1,1,0,108,1826,1088,15,183,484,1,1,0,54,567.7,211.4,614.8,207.2,583.4,178.5,588.1,214.7,343.6,258.7,395.2,213.7,195.7,235.4,209.7,574.9,370.8,599.3
40,015,509,1182,1021,14,41,82,0,0,0,24,873,764,12,31,50,0,0,0,16,302.4,78.1,349.7,72.4,296,83.8,332.9,72.4,185.7,104.2,209.8,98.6,80.2,99.9,72.4,299,194.8,341.8
40,015,510,1783,1375,9,106,214,3,3,0,73,1327,1075,4,61,140,3,3,0,41,479,103.8,556.5,94.6,504.3,83.7,530.5,108.5,303.4,168.4,357.2,127.6,94,145.8,102.2,493,330.7,540.8
40,015,511,2904,1716,7,134,902,7,5,0,133,2159,1374,5,83,633,7,5,0,52,647.9,251.6,719.9,295.4,713.3,187.9,682.8,296.5,427.3,313.6,496.7,261.8,217.8,284.6,296.1,679.5,460.2,697.8
40,015,609,350,265,3,18,54,2,0,0,8,276,224,2,12,33,0,0,0,5,70.7,42.8,72,44.4,77.7,33.8,71.4,42.8,45.6,47.2,55,40.1,38.5,43.4,43.4,74.2,50.1,71.7
40,015,711,634,255,5,51,306,3,0,0,14,480,213,3,26,225,2,0,0,11,130.5,89.9,138.8,114.2,150,72.4,136.4,112.7,75.3,118.5,97.4,99.5,81,108.1,113.7,140,86,137.2
40,015,712,1304,903,10,68,255,0,0,0,68,968,722,6,32,170,0,0,0,38,342.8,116,373.7,126.9,384.4,87.5,353.4,135.4,180.7,201.3,251.4,142,100.2,169.6,130.7,364.4,214,364.8
40,015,810,431,373,0,7,35,0,0,0,16,348,307,0,6,27,0,0,0,8,138.3,38,143.3,41.3,146.5,30.6,141.7,39.5,84.3,50.3,93.1,47.800000000000004,33.9,49.199999999999996,40.3,141.7,88.10000000000001,141.8
40,015,811,914,652,14,60,126,1,0,0,61,656,486,14,30,90,1,0,0,35,287.1,81.9,313.5,79.2,305.8,62.7,312.5,72.1,186.1,90.3,202.4,83.6,70.5,86.6,74.4,296.5,194,312.7
40,015,812,664,565,11,31,30,0,0,0,27,554,486,8,23,22,0,0,0,15,180.2,61.4,232,62.8,187.4,52.9,227.9,66.8,118.4,79.8,133.6,75.7,57.5,77.6,64.2,183.4,125.1,229.8
40,015,913,297,235,3,24,17,0,0,0,18,236,197,0,18,8,0,0,0,13,72.8,27.5,78.8,25.7,74.8,23.6,75.2,27.1,43.7,33.4,49.300000000000004,27.5,25,30.2,25.900000000000002,73.2,47.2,76.3
40,015,1009,485,427,0,25,10,0,0,0,23,391,349,0,18,8,0,0,0,16,172.5,35.1,172.5,35.1,176.9,30.1,164.1,39,113,37.2,115.2,38,32.3,37.4,36.7,174.9,114.3,169
