state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,pre_20_rep_tru,pre_20_dem_bid,uss_16_rep_lan,uss_16_dem_wor,uss_20_rep_inh,uss_20_dem_bro,gov_18_rep_sti,gov_18_dem_edm,atg_18_rep_hun,atg_18_dem_myl,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20
40,047,301,2678,2337,59,96,54,19,47,4,62,2059,1836,43,54,39,16,30,4,37,666.2,261.9,707.3,281.3,743.9,200.1,688.3,274.7,489.4,317.59999999999997,598.3,235.7,230.7,276.2,277.9,704.9,543.9,697.3
40,047,302,1562,1344,45,67,40,15,12,0,39,1202,1064,28,42,24,11,6,0,27,506.4,110.5,549.3,113.5,524.2,88,524.8,120.3,355.8,147.4,411.1,113.2,99,130.3,116.7,515.2,383.4,537.2
40,047,303,4065,3460,88,238,80,92,9,3,95,3175,2768,69,159,54,70,4,1,50,1132.7,330.7,1196.8,355.1,1206.6,241.5,1163,349,792.8,409,919.6,317.3,285.9,362.6,351.7,1169.8,856,1180.3
40,047,304,3757,3293,73,146,83,86,1,0,75,2835,2554,48,75,57,64,1,0,36,1522.3,355.40000000000003,1677.4,415.7,1633.5,253.6,1635.7,415.5,1108.1,470.3,1262,337.5,304.5,404.1,415.6,1578.3,1185.2,1656.3
40,047,305,2079,1913,22,55,39,22,1,0,27,1709,1593,17,33,25,21,1,0,19,990.3,224.8,1027.6,262.2,1065.7,154.4,1022.3000000000001,272.2,792.2,307.7,914.9,193.8,189.3,251.1,267.5,1027.9,853.5,1025.2
40,047,306,1424,1294,24,34,19,14,0,2,37,1169,1088,20,18,13,9,0,2,19,501.1,142.8,507.9,143.8,524.7,118.9,494.90000000000003,143.8,361,176.3,430,122,130.8,148.7,143.8,513,395.3,501.6
40,047,307,707,656,13,23,3,2,0,0,10,617,586,5,16,2,2,0,0,6,241.1,47,248.9,39.1,257,31.9,241.1,40.9,186.9,54.1,209,40.9,39.6,47.6,40.1,248.9,197.9,245
40,047,308,582,543,3,14,7,2,1,0,12,424,405,3,6,3,2,1,0,4,257.8,42.2,308.9,62.5,266.5,29,300.9,62.4,187.3,67.4,215.2,41.2,35.9,53.7,62.4,262,200.6,303.2
40,047,309,1305,1222,5,29,27,3,0,0,19,958,902,3,20,20,3,0,0,10,489.2,64.3,497.6,57.1,487.9,46.4,477.2,63.6,323.9,106.6,383.9,60.1,54.3,84.1,59.2,488.4,356.3,486.7
40,047,310,871,796,3,45,10,2,0,0,15,630,587,3,23,7,2,0,0,8,332.5,63.1,352.5,63.1,343.1,49.2,336.3,71.2,233.7,88.5,257.8,75.3,54.4,80.9,66.8,338.7,246.70000000000002,345.5
40,047,311,1865,1738,5,43,38,1,0,1,39,1449,1374,2,26,26,1,0,1,19,620.5,104.7,697.3,102,623.1,97.3,660,117.4,435,149.2,518.1,102.60000000000001,100.4,125.7,111.6,621.2,474,677.8
40,049,1,3059,2619,5,178,170,2,0,0,85,2339,2072,2,96,107,1,0,0,61,901.4,128.4,977.9,141.3,893.8,111.2,939.5,151.3,594.1,211.7,656.2,166,118.3,187.8,146.1,897.6,626.3,959.5
40,049,2,25,22,0,0,0,0,0,0,3,22,20,0,0,0,0,0,0,2,11,5.2,11,3.1,9,5.800000000000001,11,3.1,7.9,5.2,9,5.2,5.5,5.2,3.1,10,8.7,11
40,049,3,1329,1146,1,51,93,0,1,0,37,993,888,0,27,53,0,1,0,24,536.8,59.6,573.7,62.4,524.4,55.7,542.8,76.6,332.3,100.1,379.1,71.3,57.1,85.5,69.6,530.8,355.9,557.4
40,049,4,424,371,0,6,39,1,0,0,7,326,292,0,3,24,1,0,0,6,163.3,16.9,175,18,158.7,16.5,165.5,20.7,99.4,31.4,112.3,21.9,16.4,26.5,19.5,161.2,106.2,168.8
40,049,5,2054,1713,4,54,165,4,0,0,114,1554,1340,2,24,106,3,0,0,79,703.8,64.4,754.6,70.9,673.5,69.9,725.4,73.2,421.4,138.3,470.9,99.7,66.5,117.8,72.4,689.1,446.2,737.8
40,049,6,937,753,6,55,90,1,0,1,31,685,566,3,39,53,1,0,1,22,274.2,80.9,286,75.5,253.1,81.9,269.1,82.4,166,113.9,192.1,96.8,81.3,104.9,77.6,264.4,179,276.7
40,049,7,983,747,12,99,80,9,0,0,36,746,601,8,59,50,6,0,0,22,297.4,77.10000000000001,297.1,89.5,305.2,64.4,288.1,102.9,185.6,123.3,229.9,88.5,70.2,104.5,95.2,300.8,208.20000000000002,292.9
40,049,8,1019,808,23,88,53,6,1,0,40,746,624,19,40,37,6,1,0,19,287,88.2,315.2,86.2,297.2,73.6,298.6,88.4,189,100.89999999999999,216.8,84.4,80.6,92.10000000000001,87,292.2,203.20000000000002,306.7
40,049,9,1393,1214,5,45,88,2,0,0,39,1047,954,2,22,43,2,0,0,24,492.5,80.5,537.9,79.7,481.09999999999997,76.1,507.7,96.6,289.9,132.7,318.7,104.8,78.1,117.3,87.8,487.7,305,522.4
40,049,10,615,500,5,15,70,0,0,0,25,452,394,4,9,35,0,0,0,10,201.3,41.2,227.4,39.8,197.9,38.7,218.3,44,128.7,54.6,138.6,45.9,40,50,42.1,199.6,133.9,222.6
40,049,11,86,76,0,0,9,0,0,0,1,65,60,0,0,4,0,0,0,1,30.6,5.1,33.5,5.1,30,4.7,31.3,6.2,18.1,8.3,19.8,6.5,4.8,7.2,5.8,30.5,19.1,32.3
40,049,12,559,477,31,4,32,1,0,0,14,420,355,28,1,23,1,0,0,12,182.8,37.6,207.2,34.9,178.4,37.3,198.2,40.8,111.9,55.2,123.2,45.2,37.4,49.7,37.3,180.1,118.2,202.1
40,049,13,350,280,10,29,19,0,0,0,12,267,222,7,16,15,0,0,0,7,109.89999999999999,26.5,127.89999999999999,22.9,106.9,26.7,123.5,26.7,69,36.3,76,30.5,26.7,33,24.6,107.7,72.8,125
40,049,14,138,120,0,0,12,0,0,0,6,106,97,0,0,6,0,0,0,3,49.9,8.200000000000001,54.5,8.200000000000001,48.7,7.6000000000000005,51.3,9.8,29.4,13.5,32.300000000000004,10.7,7.8,12,9.1,49.300000000000004,30.9,52.9
40,049,15,2083,1583,106,162,98,17,0,0,117,1632,1312,76,89,74,11,0,0,70,533.6,151,566,169.3,548.9,127.2,546.7,170.6,328.6,203.7,374.90000000000003,164.6,138.6,184,170,540.8,351.7,556.5
40,049,16,1106,910,5,51,87,0,0,0,53,884,751,5,35,61,0,0,0,32,396.3,86.8,450.3,86.8,391.8,77.2,436,88.9,269.4,95.1,283.4,83.6,82,89.6,87.8,394.1,276.3,443
40,049,17,2272,1362,184,390,176,14,0,2,144,1688,1096,136,244,117,11,0,0,84,444.8,183.1,470.7,219.4,451.7,166.6,448.7,218.7,283.3,223.4,328.3,195.3,175.5,207.3,218.6,448.2,304.4,459.6
40,049,18,1525,1085,50,160,118,18,1,0,93,1149,875,33,105,73,11,1,0,51,405.5,125.7,429,114.9,400,114.4,414.4,120.6,252.3,152.9,299.9,119.7,118.6,135.8,116.7,402.8,276,421.8
40,049,19,1699,1369,8,149,95,2,0,0,76,1290,1090,8,86,58,2,0,0,46,486,136.6,515.8,126.8,479.4,124.5,495.3,134.1,300.9,168.2,353.8,132.7,130.6,149.3,130.8,482.8,325.4,505.5
40,049,20,2690,2031,215,102,223,11,3,0,105,2058,1621,163,63,135,6,1,0,69,773,254.8,793.7,206.2,764.4,216.2,771.4,208.1,478.3,260.4,539.3,214.5,232.2,234.2,207.3,769.9,506.9,783.7
40,049,24,2507,2001,7,57,319,9,0,0,114,1812,1514,4,32,188,5,0,0,69,730.1,148.8,804.9,150.9,729.2,141.5,767.1,167.5,429.4,213,496.1,168.5,145.5,188.6,157.5,729.9,459.5,786.7
40,049,25,723,604,13,18,55,5,0,0,28,562,489,9,11,34,3,0,0,16,230.9,48.3,251.70000000000002,47.9,230.6,45.6,240.7,52.8,136.5,65.7,157.3,52.5,46.7,58.7,49.9,230.9,145.9,246.3
40,051,1,1752,1421,56,85,82,22,0,0,86,1342,1140,39,47,57,16,0,0,43,498.7,153.4,512.7,152,523.8,126.39999999999999,501.2,161.6,289.9,205.9,353.1,157.3,140.1,181.6,155.6,511.1,320.9,507.2
40,051,2,1847,1590,24,69,79,8,0,0,77,1457,1302,14,32,56,6,0,0,47,683.6,181.1,707.9,207.3,730.4,136.9,684.2,214.3,460.7,223.6,518.7,175.6,158.5,200.1,210.5,705.5,489.5,694.9
40,051,3,2471,2055,69,141,89,5,0,4,108,1951,1692,43,81,65,4,0,3,63,615.4,254.4,631.5,270.6,655.1,196.4,608.3,279.5,360.4,295,436.6,240.7,225.3,267.7,275,634.7,398.5,619.6
40,051,4,954,682,63,77,67,8,3,1,53,716,545,42,44,46,5,3,1,30,226.1,77.2,242.5,84.2,241.5,56.800000000000004,233.3,87.39999999999999,130.7,94.4,159.1,73.5,66.9,83.8,85.6,233.6,144.9,238
40,051,5,2008,1359,290,176,79,0,3,3,98,1490,1048,228,109,61,0,3,2,39,300.3,217.4,311.7,211.5,303.8,188.3,298,204,153.7,198.8,177,191.6,202.4,193.4,208,301.7,165.3,302.7
40,051,6,2007,1547,173,148,84,1,0,0,54,1624,1286,157,79,63,1,0,0,38,277.9,105.3,307.1,116.3,281.8,93.2,295.7,124.7,177.3,119.7,209.8,105.6,98.4,112.1,120.4,280.6,191.5,302.2
40,051,7,1381,1085,61,89,59,16,2,0,69,1056,868,43,49,47,10,2,0,37,181,68.3,199.3,75.9,183.29999999999998,60.8,192.5,80.8,116.2,77.9,136,68.3,63.5,72.8,78.1,182.8,125.5,196.1
40,051,8,2231,1747,98,166,78,14,0,7,121,1763,1415,85,115,60,10,0,7,71,435.6,222.4,423.3,199.1,454.1,181.5,408.9,207.3,236.3,211.6,277,192.70000000000002,201.2,200,201.9,442.7,258.9,413.8
40,051,9,1547,1040,296,85,63,7,0,0,56,1121,785,213,47,45,4,0,0,27,352.1,187.5,336.2,194.1,373.4,151.4,324.3,199.1,211.6,204.3,254,176.3,168.8,189.3,196.4,361.8,232.6,329.6
40,051,10,70,66,0,0,3,0,0,0,1,59,56,0,0,2,0,0,0,1,25.5,4,25.099999999999998,5.1,25.9,3.6,23.2,5.8,14.1,6.6,17.2,5.3,3.6,5.9,5.4,25.9,15.7,23.9
40,051,11,991,798,8,80,46,1,0,0,58,743,638,6,38,32,1,0,0,28,296.3,58.2,328.1,52.4,305.6,50.4,321.5,52.4,187.2,73,214.9,57.5,54.7,64.4,52.4,300.7,202.4,324.9
40,051,12,330,305,1,9,6,0,1,1,7,246,231,1,4,4,0,1,1,4,116.1,19,130.1,22.4,118.6,17.9,123.9,25.3,75,32.9,82.8,28.1,18.4,29.9,23.5,118.1,78.8,127.4
40,051,13,147,126,1,5,5,0,0,0,10,120,109,1,2,3,0,0,0,5,50.7,10,56.7,9.1,52.2,8.6,54.9,9.9,33.1,13.8,37.4,10.9,9.3,11.700000000000001,9.4,51.1,35.3,55.7
40,051,14,205,172,0,10,9,0,0,0,14,143,124,0,5,7,0,0,0,7,84.3,12.8,90.89999999999999,14.4,85.7,11.9,86.5,16.3,57.1,22,62.4,18.7,12.1,20.6,15.4,85.2,60,88.3
40,051,15,157,143,0,4,9,0,0,0,1,127,117,0,4,5,0,0,0,1,56.8,11.3,59.2,8.5,54.7,10.1,55.9,9.7,35.1,14.9,38.3,13,10.6,14.1,9.2,55.9,36.8,57.7
40,051,16,195,179,0,0,10,1,0,0,5,164,154,0,0,6,1,0,0,3,62.8,10.8,76.7,6.6000000000000005,62.5,7.5,71.9,10.9,36.300000000000004,14.4,42.8,9.2,8.4,12.1,8.4,62.8,38.8,73.9
40,051,17,800,652,12,42,55,3,1,0,35,581,504,2,15,39,2,1,0,18,211.3,31.8,225.1,45,208.7,28,209.9,48.6,126.4,57.8,144.3,46.5,29.7,51.1,46.2,210.1,133.9,217.5
40,051,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,051,19,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.4,0.1,0.5,0.1,0.4,0.1,0.5,0.1,0.3,0.1,0.3,0.1,0.1,0.1,0.1,0.4,0.3,0.5
40,051,20,645,552,1,23,42,0,0,2,25,491,431,1,12,33,0,0,0,14,206.4,40,229,41.5,202.2,36.7,213.7,47.2,117.4,65.2,136,52.5,37.8,58.1,43.8,204.6,127,220.8
40,051,21,777,689,1,28,42,2,1,0,14,557,505,1,15,24,2,1,0,9,272.3,40.6,272.9,48.9,277.8,35.9,253.9,58.9,155.2,68.8,185.5,53,38.1,60.3,53.4,275.4,170.1,263.2
40,051,22,377,331,1,18,18,4,0,0,5,303,266,0,13,17,4,0,0,3,125.4,22.5,149.9,17.2,121.4,21.4,143,18.5,80.1,26,82.3,26.7,21.8,26.5,17.8,124,81.10000000000001,146.3
40,051,23,436,373,1,13,37,1,0,0,11,329,288,1,7,24,0,0,0,9,145.1,27.3,155.4,26.5,142,25.4,146.3,30.7,85.7,40.3,96,35.2,26,37.4,28.4,144.1,91.2,150.5
40,051,24,149,116,1,7,20,0,1,0,4,108,95,0,2,9,0,0,0,2,41.3,7.2,50.4,4.3,41,4.8,47.4,7.2,23.8,9.2,28.1,6.1,5.3,7.5,5.3,41.3,25.5,48.7
40,051,25,912,785,9,50,30,0,0,0,38,691,614,7,25,22,0,0,0,23,376.8,82.8,413,84.2,404.2,61,391.1,99.7,235.7,128.7,288.6,91.1,71.7,109.8,91.7,390.1,262,401.7
40,051,26,321,275,2,1,36,1,0,0,6,246,217,0,1,24,1,0,0,3,98.4,16.6,124.7,12.9,95.2,16.1,119.6,13.1,63.2,17.3,63.5,20.4,16.400000000000002,19.1,13,97.2,63.5,122.4
40,051,27,487,431,1,17,24,0,1,0,13,388,349,1,12,17,0,1,0,8,193.8,32.6,210.2,37,194.29999999999998,29.8,200.6,41,123.6,52,133.4,47,30.900000000000002,49.1,38.9,194.2,128.4,205.3
40,051,28,1800,1524,2,49,103,6,0,0,116,1324,1143,1,34,69,6,0,0,71,749.3,138.5,963.8,194,750,116.4,902.9,224.4,503.7,230,571.3,181.7,127.7,205.1,208.4,749.7,538.4,931.7
40,051,29,1694,1497,0,89,46,4,0,0,58,1248,1138,0,49,26,3,0,0,32,618.3000000000001,107.5,689.7,110.3,631.9,91.5,649.3000000000001,129.2,413.5,154.5,458.1,125.3,98.8,138.4,119.5,624.5,436.5,670.3
40,051,30,701,626,2,22,21,0,0,0,30,524,479,2,15,13,0,0,0,15,260.2,45.3,289.5,47,265.4,38.2,272.2,54.2,174,64.4,192.1,52.6,41.9,57.5,51,262.6,182.6,281.2
40,051,31,1219,1015,2,62,83,11,1,0,45,910,798,1,31,55,5,0,0,20,383.6,72.1,452.3,67.1,389.3,60.1,429.2,79.6,263.5,107.4,287,96.5,66.7,101.4,73.4,386.9,274.4,440
40,051,32,1120,986,4,29,57,1,0,0,43,834,751,2,17,35,1,0,0,28,363.3,76.4,395.3,65.8,370.2,57.4,378.8,64.6,236.5,92.2,258.9,81.4,66.4,86.6,65.1,367.2,247.4,387.5
40,051,33,1082,922,1,44,73,2,5,2,33,813,717,1,25,43,2,2,0,23,316.4,58.1,367.2,68.5,314.3,55.5,347.4,72.7,192,83.6,218.8,67.4,56.8,75.4,70.4,315.2,203.3,357.5
40,051,34,1383,1192,2,61,76,3,1,0,48,1039,919,1,38,46,2,1,0,32,462.1,90.4,497.2,79,468.3,68.7,477.9,81.4,300.4,106.2,324.8,97.8,79.9,102.2,80.5,465.8,312.1,487.4
40,051,35,279,255,0,11,0,0,1,0,12,208,191,0,6,0,0,1,0,10,97.2,16.7,111.8,18.5,100.3,14.7,104.3,21.1,65.1,26,72.8,21.1,16,23.2,19.7,98.7,68.8,107.9
40,051,36,2761,2420,8,48,216,5,1,0,63,2070,1846,4,29,144,4,1,0,42,923.4,183.2,965,138.3,892.5,165.4,911,161,573.5,242.7,623.5,214.8,172.3,228.5,150.70000000000002,909.1,599.2,937.8
40,051,37,4243,3690,11,169,214,23,1,0,135,3233,2886,10,96,135,20,1,0,85,1877.3,328.7,2022.4,381.7,1934.8,254.5,1951.7,419.6,1326.6,459.2,1446.4,384,291,420.4,399.7,1906.1,1388.1,1986.6
40,051,38,4193,3598,16,192,214,6,4,0,163,3014,2650,7,107,150,6,2,0,92,1419.4,257.5,1444.6,279.9,1414.9,218.6,1371.1,302.7,940.4,395.5,1048.2,324.9,238.4,358.9,291.1,1417,993,1407.3
40,051,39,2259,1978,9,70,107,7,0,1,87,1590,1425,7,35,68,5,0,1,49,935.8,139.6,1008.3,161.9,951.8,129.9,962.2,183.3,633.6,241.7,692.8000000000001,206.5,134.5,224.2,172.9,944.3,663.7,984.9
40,051,40,3748,3188,6,126,260,19,6,2,141,2618,2309,3,69,149,12,2,1,73,1471.4,216.6,1550.3,262.3,1482.8,177.6,1470.6,292.9,935.2,362.1,1069.8,265.1,197.2,310.9,277,1477.6,1002.3,1510
40,051,41,2751,2442,7,90,133,11,0,0,68,2015,1831,3,47,83,9,0,0,42,1509.9,259.09999999999997,1523.1,325.1,1563.9,204.6,1471.3,362.3,1031.6,441,1174.6,333,231.2,387.1,343.6,1536.7,1103,1497.5
40,053,6,62,57,0,4,0,1,0,0,0,47,45,0,2,0,0,0,0,0,19.6,4.7,22,4,20.400000000000002,3.1,21.6,3.9000000000000004,14.9,4.7,16.9,4,4,4,4,20.400000000000002,15.299999999999999,21.8
40,053,11,308,282,0,4,12,0,0,0,10,234,219,0,4,8,0,0,0,3,107.1,23.4,109.8,23.4,97.5,16.2,103.9,27.1,57.1,32.8,66.6,25.3,20,27.3,24.7,103.5,62.5,107.2
40,053,15,203,196,0,1,5,0,0,0,1,155,151,0,1,2,0,0,0,1,94.6,12,96.3,11.6,95.9,8.6,94.9,12.1,67.3,17,74,12.700000000000001,10.1,14.4,11.6,94.8,70.8,96.1
40,053,17,302,291,1,4,0,1,0,0,5,249,243,1,2,0,1,0,0,2,157.3,14.700000000000001,158,14.8,159.5,10.9,157.7,14.8,128.8,20.2,135.6,16.6,12.1,19.3,14.8,157.3,131.9,157.7
40,053,23,1073,951,24,43,28,5,0,0,22,809,738,14,25,17,3,0,0,12,477.8,75.2,503.1,67.5,488.9,54.7,482.1,77.2,305.7,100.3,351.8,71,64,84.5,72.6,482.5,329.2,493.1
40,053,25,600,559,4,15,5,0,0,0,17,510,481,2,10,3,0,0,0,14,214,50.5,240.2,42.6,220.8,34.1,234.7,41.1,163,48.9,182.4,42.1,43,44.6,41.9,218.6,169.7,237.5
40,053,26,631,577,0,36,9,0,0,0,9,465,435,0,17,6,0,0,0,7,228.6,26.400000000000002,234.4,25.7,232.6,18.900000000000002,218.29999999999998,29.5,164.9,40.6,177.5,30.6,22,36.3,26.8,231.20000000000002,172.4,224.8
40,053,29,642,582,5,28,18,0,0,0,9,482,448,3,16,10,0,0,0,5,231.3,40.5,239.6,43,244.4,23.1,223.3,44.3,160.6,48.1,173.7,34.5,32.9,42.1,43.7,235.9,166.5,229.6
40,053,30,706,647,1,23,7,2,1,1,24,550,523,1,13,3,2,1,1,6,296.3,45.9,310,52.7,305.6,34.3,296.40000000000003,55.8,184.7,72.2,210.1,58.9,39.9,63.6,54,300.9,196.3,303.8
40,055,101,720,575,18,85,16,2,3,0,21,540,438,18,55,13,1,3,0,12,176.9,41.9,176.3,47.4,168.7,41.5,170.6,51.5,107.9,56.5,120.5,53.8,41.7,54.7,49.4,171.9,113.7,172.6
40,055,102,1063,813,63,146,9,1,0,2,29,768,618,51,73,7,1,0,2,16,258.5,63.9,293.2,59.4,258.8,63.6,276.9,64.8,169.5,90.9,192,78,63.4,83.9,61.1,259.2,179.1,284.9
40,055,103,643,545,18,61,8,0,0,0,11,534,465,16,37,8,0,0,0,8,176.7,46.1,202.9,42.5,178.6,43.7,192.7,45.3,117.8,63.7,135,53.6,44.6,58.7,43.1,177.8,125.7,198.6
40,055,104,618,487,13,99,10,0,0,0,9,486,397,12,61,8,0,0,0,8,159.2,37.8,158.9,43.3,151.3,37.4,153.4,46.6,97.1,50.6,108.5,48.2,37.7,49.1,45,154.3,102.6,155.3
40,055,105,258,206,4,28,4,1,0,0,15,201,161,4,22,2,1,0,0,11,107.2,18.8,111.4,19.1,108.2,13.6,104,19.4,71.60000000000001,25.400000000000002,79.4,18.900000000000002,15.8,21.7,19.1,107.8,76,107.9
40,055,106,139,109,0,25,0,0,0,0,5,108,93,0,13,0,0,0,0,2,57,7.1,60.7,9.8,57.4,5.3,58.8,7.9,41.5,12.6,43.7,10.7,5.9,11.3,9.200000000000001,57.2,42.7,59.9
40,055,107,8,5,0,3,0,0,0,0,0,8,5,0,3,0,0,0,0,0,1.4,0.2,1.6,0.2,1.4,0.2,1.4,0.2,1,0.4,1,0.4,0.2,0.4,0.2,1.4,1,1.6
40,055,108,4,1,0,3,0,0,0,0,0,3,1,0,2,0,0,0,0,0,1.5,0.2,1.7000000000000002,0.30000000000000004,1.5,0.1,1.6,0.2,1.2000000000000002,0.30000000000000004,1.2000000000000002,0.30000000000000004,0.1,0.30000000000000004,0.30000000000000004,1.5,1.2000000000000002,1.7000000000000002
40,055,109,106,98,0,5,0,0,1,0,2,83,78,0,4,0,0,1,0,0,15.4,2.7,16.6,2.7,15.2,2.7,15.6,2.7,9.5,4.7,11,3.2,2.7,3.4000000000000004,2.7,15.2,9.9,16.3
40,055,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,055,111,6,6,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,3.5,0.7,3.5999999999999996,0.6000000000000001,3.5999999999999996,0.5,3.3000000000000003,0.7,2.2,0.8,2.5,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,3.5,2.4000000000000004,3.4
40,055,202,959,839,1,54,39,3,0,0,23,683,605,1,34,28,3,0,0,12,123.9,22.7,136.5,23.1,121.9,22.7,127,23.5,80.9,37.1,92.60000000000001,27.3,22.7,30.1,23.2,122,85.7,132.6
40,055,203,1293,829,321,67,62,3,2,0,9,1245,790,321,59,62,2,2,0,9,247.29999999999998,45,270.7,46.5,243.5,45,257.8,48.9,157.6,73.8,183.8,52.7,45,62.3,47.7,245.5,171.1,264.2
40,055,301,287,254,0,28,2,0,0,0,3,240,217,0,18,2,0,0,0,3,103.1,24,118.5,23.2,104.2,24,115.7,23.2,61.7,31.1,72,20,24,24.2,23.2,103.9,68.6,116.8
40,055,302,135,127,0,5,2,0,0,0,1,101,96,0,2,2,0,0,0,1,41.2,10.1,46.7,10.1,42.3,16.6,44.1,11.8,23.9,19.6,24.8,15.8,12.9,17.2,10.6,41.3,24.2,45.4
40,057,101,99,93,3,2,0,0,0,0,1,88,82,3,2,0,0,0,0,1,32.2,16.2,44,9.1,34.6,11.9,40.5,8.4,20.7,17.900000000000002,23.1,17.6,13.3,17.6,8.7,33.9,21.8,41.3
40,057,102,923,666,42,173,13,4,0,0,25,687,530,31,104,6,3,0,0,13,268.4,73.9,274.8,49.9,269.7,62,268.5,50,170,91.5,201.9,63.7,67.8,76.4,50,268.7,187.4,270.7
40,057,201,758,357,72,295,5,2,0,0,27,536,287,47,187,3,2,0,0,10,130.4,55.4,147.5,43.6,134.9,47.5,141.6,45.9,77.6,66.3,94,53,51.6,59.2,44.5,133.4,85.6,144.6
40,057,202,103,91,5,2,1,2,0,0,2,73,64,3,2,1,1,0,0,2,18,7.5,21.4,6.2,19.3,7.1000000000000005,19.9,6.8,10.6,8.700000000000001,13.700000000000001,7.6000000000000005,7.3,7.8,6.3,18.5,11.6,21.2
40,057,203,62,42,1,16,0,3,0,0,0,52,39,1,11,0,1,0,0,0,20.2,6.9,26.9,4.3,23,3,25.1,5.1,10.3,5.8,15.7,4.3,4.7,4.9,4.4,21.6,13,26
40,057,204,48,40,0,6,2,0,0,0,0,34,31,0,2,1,0,0,0,0,20.8,3.8000000000000003,25.1,0,20.8,3.8000000000000003,23.9,1.2000000000000002,10.7,6.3,15,2,3.8000000000000003,3.8000000000000003,0.2,20.8,13.1,24.2
40,057,301,626,319,61,211,13,1,0,0,21,467,268,49,129,8,1,0,0,12,114.3,42,87.6,45.5,118.9,37.6,90.4,44.7,64.8,49.6,75.1,41.9,38.5,46.1,45.1,116.9,69.5,89.3
40,057,302,303,231,13,51,5,0,0,0,3,231,186,8,33,1,0,0,0,3,111.7,20,118.8,20,115.5,14.8,119.3,22.9,79.5,26.400000000000002,89.9,20.7,18.8,23.4,21,114.1,85.3,119.2
40,059,101,394,341,0,41,8,2,0,0,2,307,279,0,21,3,2,0,0,2,173,13.4,174.2,13.4,174.3,10.9,167.3,17.6,122.60000000000001,25.5,128,19.4,12.6,24,15.100000000000001,173.5,124,170
40,059,201,852,692,0,135,8,1,0,0,16,625,539,0,75,3,1,0,0,7,353.5,26.8,356.3,26.7,356.9,20.8,340.4,36.8,248.8,48.2,264.3,39.5,22.400000000000002,42.9,30.1,354.7,256,347.6
40,059,203,552,357,0,182,0,0,1,0,12,384,272,0,104,0,0,1,0,7,114,10.4,115.2,10.4,117.8,5.5,110.7,11,82.3,10.4,84.10000000000001,8.9,8.5,9.6,10.4,116.60000000000001,83.3,112.2
40,059,301,225,212,0,11,0,0,0,0,2,184,175,0,8,0,0,0,0,1,92,15.5,90.1,16.7,97.8,10.9,85.9,16.7,70.3,21.2,72.3,18.4,14.1,19.5,16.7,94.3,71,86.2
40,059,302,109,106,0,3,0,0,0,0,0,80,77,0,3,0,0,0,0,0,54.4,3.5,56,3.5,53.1,3,56.699999999999996,1.3,42.900000000000006,6.4,42.900000000000006,8,3.1,7,1.9000000000000001,54.199999999999996,42.900000000000006,56.2
40,059,303,193,185,0,3,0,1,0,0,4,170,163,0,2,0,1,0,0,4,104.5,10.200000000000001,107.5,11.200000000000001,112.2,2.4000000000000004,107.8,6.800000000000001,85.5,17.5,95.2,14.5,4.800000000000001,15.200000000000001,8,106.1,89.8,107.7
40,059,401,359,265,0,90,3,0,0,0,1,268,220,0,46,2,0,0,0,0,134,21.8,129.79999999999998,23.1,141.6,15.5,125.6,23.1,101.4,31.5,104.4,27.2,18.6,29.6,23.1,137.5,102.9,127.2
40,059,402,1001,799,2,180,8,2,0,0,10,737,623,2,97,6,2,0,0,7,293.9,33.8,295.2,32.8,298,28.5,294.8,29.6,196.6,53.5,231.2,42.2,29.5,46,30,295.4,215.2,294.8
40,061,4,1034,742,0,17,198,10,0,0,67,761,580,0,10,124,4,0,0,43,279.8,69.6,304.3,55.4,236.6,92.8,277.3,72.7,152.6,96,166.4,85.6,80.8,90.1,63.6,257.2,158.6,292.2
40,061,7,774,514,0,62,139,12,0,0,47,568,409,0,46,85,5,0,0,23,183.1,31.7,203.7,24.7,168,46,191.3,33.3,113.2,46.8,123.4,45.7,38.6,45.9,28,175.4,117.3,198.6
40,061,8,156,124,0,1,12,0,0,0,19,111,96,0,1,4,0,0,0,10,35.9,6.4,39.9,4.6,32.7,9,37.2,6.6,22,9.2,24.1,8.9,7.7,9.1,5.4,34.2,23,38.5
40,061,9,200,172,0,2,9,1,0,0,16,151,138,0,0,5,1,0,0,7,58.2,15.5,56.199999999999996,15.1,52,18.2,50.6,16.8,32.6,20.2,36.7,15.5,16.8,17.5,16,54.9,34.3,53.199999999999996
40,061,10,85,70,0,2,12,0,0,0,1,72,62,0,2,7,0,0,0,1,28,7.3,26.7,7.2,24.6,8.8,24.1,8,15.3,9.6,17.3,7.3,7.9,8.1,7.6,26.1,16,25.1
