state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,pre_20_dem_bid,pre_20_rep_tru,uss_16_dem_blu,uss_16_rep_car,uss_18_dem_mur,uss_18_rep_cor,gov_18_dem_lam,gov_18_rep_ste,atg_18_dem_ton,atg_18_rep_hat,sos_18_dem_mer,sos_18_rep_cha,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20
09,009,09-143,12683,11745,134,468,13,195,3,17,108,9598,9013,103,269,10,131,3,9,60,2395.7,4685.5,3269.6,5119,3332,3735.3,2527.7,3941.3,1837.6,4578.1,2022.9,4394.9,2255.5,4100.1,2863.2,2161,3269.6,4211.1,4254,5119
09,009,09-144,4641,4358,55,152,9,20,0,6,41,3558,3357,49,104,8,15,0,5,20,723.4,1895.5,929.5,1963.9,1128.1,1454.7,765.2,1524.6,533.5,1758,579.8,1699.6,702.8,1538.8,925.7,644.8,929.5,1675.8,1630.4,1963.9
09,009,09-145,4764,4382,120,160,2,53,0,8,39,3723,3465,88,106,1,40,0,5,18,937.6,1805.6,1180.8,1971.1,1277.7,1472.7,943.4,1560.1,755.6,1707.2,799.6,1694.1,918.3,1560.1,1107.6,853.8,1180.8,1638.6000000000001,1630.2,1971.1
09,009,09-146,8053,6971,195,573,13,200,0,5,96,6346,5620,143,371,9,143,0,3,57,1447.9,2187.8,1948.6,2349.3,2077.1,1567.1,1447.3,1639.8,1065.5,2005.8,1153.8,1904.2,1292.6,1709.7,1762,1240,1948.6,1877.4,1814.7,2349.3
09,009,09-147,3369,3014,54,188,3,82,0,4,24,2566,2341,39,117,2,53,0,2,12,569.5,1139,712.6,1238.9,852.3,822.2,580.8000000000001,911.4,428.9,1067.6,455,1039.6,526.2,941.5,710.7,497.7,712.6,980.6,990.1999999999999,1238.9
09,009,09-148,5118,4531,146,303,2,77,0,7,52,4010,3623,101,195,2,54,0,5,30,983.7,1452,1321.2,1604.3,1458.3,973.6999999999999,1060.4,1078.1,783.8,1354,829.8000000000001,1283.6,920.2,1178.2,1221.1,897.8000000000001,1321.2,1212.8,1223.2,1604.3
09,009,09-149,3772,3642,26,63,0,17,1,0,23,3477,3375,22,48,0,15,0,0,17,931.6,1053.4,1340.3,1223.6,1048.3,940.9,1039.7,1017.5,861.2,1169.1000000000001,917.1,1130.7,974,1055,990,947.9,1340.3,997.1,1093.2,1223.6
09,009,09-150,4017,3651,43,92,6,183,0,7,35,3221,2988,37,53,3,122,0,5,13,902.8,1037.8,1262.3,1159,1016.6,928.3000000000001,979.2,965.7,809.2,1109,860.5,1074.6000000000001,916.8,1000.7,959.3000000000001,891.3,1262.3,983,1037.6,1159
09,009,09-151,4223,3877,30,147,7,111,1,6,44,3390,3172,22,87,4,77,1,5,22,990.1,1154.6,1349.3,1246.2,1116,1034.1,1046.1,1039.1,862.6999999999999,1194,916.5,1157.6,978.9,1077.6,1053.2,951.4,1349.3,1094.3,1117,1246.2
09,009,09-152,3695,3377,43,122,0,98,0,4,51,2723,2538,24,71,0,69,0,1,20,1169.6,1512.1,1278,1244.7,1327.9,1365.6000000000001,991.6,1051.9,798.3,1205.7,842.2,1184,920.2,1087,1249.1,888.1,1278,1438.6,1132.3,1244.7
09,009,09-153,4197,3915,14,99,2,122,2,8,35,3043,2882,9,51,2,80,1,7,11,1019.3000000000001,1342.5,1340.2,1386,1162.9,1268.3,900.4,1098,716.3,1269.8,776.7,1216.5,835.8000000000001,1138.1,1091.2,807,1340.2,1305.2,1180.6,1386
09,009,09-154,2258,2120,23,53,5,32,0,0,25,1738,1650,17,36,2,22,0,0,11,538.3,712.2,687.8,765,706.9,545.6,540.8,593.3,407.7,720.6,440.6,676.8,482.6,625.5,622.5,468,687.8,628.8,654.5,765
09,009,09-155,5915,4741,75,921,4,123,0,5,46,4722,3924,66,613,4,85,0,3,27,1338.2,1078.9,1631.8,1136.2,1666.9,756.5,1303.3,831.9,1071.1,1043.4,1088.5,973.6,1224,866.1,1502.8,1172.1,1631.8,917.6,928.4,1136.2
09,009,09-156,4979,4445,59,195,1,229,1,4,45,3929,3560,50,136,1,154,1,3,24,1232.9,1304.9,1576.8,1381.2,1569.6,975.8,1208.7,1071.7,971.6,1297.7,1000.6,1234.6,1119.4,1102.7,1401,1075.1,1576.8,1140.3,1176.8,1381.2
09,009,09-157,6155,5237,81,489,12,239,2,9,86,4881,4278,56,315,9,183,2,6,32,1443.5,1466.5,1800.9,1595.1,1938.4,983.6999999999999,1403.5,1147.7,1099.9,1427,1149.3,1346.2,1279.3,1220.4,1691.6,1232.4,1800.9,1224.6,1285.6,1595.1
09,009,09-158,6212,4876,109,883,6,242,0,19,77,4969,4088,84,568,6,169,0,11,43,1462.3,1373.5,1794.7,1490.1,1821.5,1014.5,1218.3,1052.9,1105.1,1294.5,1138.4,1183.6,1267.4,1109.2,1641.7,1182.6,1794.7,1193.9,1159.8,1490.1
09,009,09-159,5516,5055,88,179,5,142,0,3,44,4516,4178,66,125,4,116,0,2,25,1432.7,1284.8,1678.8,1381.3,1753,975.7,1276.2,1020.4,1029.3,1266.3,1098.5,1174.3,1211.7,1067.7,1592.7,1154.2,1678.8,1130,1132.3,1381.3
09,009,09-160,5915,5358,57,250,2,167,1,9,71,4488,4154,45,144,1,106,0,4,34,1354.6,1587.3,1933.9,1771.8,1827,1162.3,1415.8,1383.1,1066,1676.4,1125.6,1603.2,1278.6,1455.2,1591,1221.9,1933.9,1374.6,1529.3,1771.8
09,009,09-161,4919,4081,73,485,3,226,0,5,46,3913,3337,64,321,2,164,0,3,22,1035,1111,1409.9,1211.1,1334.1,798.4,1018.8,845.3,813.1,1037.9,831.3,959,945.5,898.8,1185.2,901.7,1409.9,954.2,935,1211.1
09,009,09-162,3266,2966,22,107,4,126,0,6,35,2501,2299,18,69,4,94,0,3,14,814.7,1021.6,1044.4,1100.2,1067.7,780.1,792.4,858,609.3,1042,652.6999999999999,975.7,732,893.1,941.1,696.6,1044.4,900.8,942.3,1100.2
09,009,09-163,5637,4265,487,642,6,121,2,38,76,4662,3668,396,427,5,97,2,26,41,950.7,1236.7,1106.1,1273.4,1176.9,927.3,872.9,960.2,745.1,1094.5,763.3,1056.5,878.5,929.7,1063.3,814.8,1106.1,1082.3,1009.8,1273.4
09,009,09-164,4440,2707,494,952,7,73,0,86,121,3429,2308,344,586,4,58,0,71,58,770.8,799.4,973.5,875.7,942.1,570.2,713.7,584.1,602.7,695.1,598,679,680.1,577.9,856,648.8,973.5,685,634,875.7
09,009,09-165,7323,5361,608,992,18,134,5,69,136,5898,4589,430,641,10,99,3,57,69,1275.7,1393.7,1478.6000000000001,1469.3999999999999,1571,1022.8,1101.2,1075.6,961.6,1217.7,962.3,1183.5,1066.2,1044,1423,1023.1999999999999,1478.6000000000001,1208.3,1130.3999999999999,1469.3999999999999
09,009,09-166,4437,912,1236,2106,13,48,2,15,105,3382,822,949,1500,12,30,2,10,57,863.1,164.8,792.8,262.5,811.2,119.1,594.3,102.5,586.5,130.1,560.8,126.5,577.1,112.6,837.1,579.5,792.8,141.9,117.8,262.5
09,009,09-167,7127,912,2712,3175,24,13,0,73,218,4879,787,1919,1974,19,11,0,53,116,1334.8,196.8,1309.2,317.5,1231.8,147.3,929.4,128,884.4,191.9,869.6,163.8,902.2,143.3,1283.9,896,1309.2,171.9,156.9,317.5
09,009,09-168,1222,286,319,536,3,40,0,14,24,839,254,223,315,0,25,0,11,11,238.6,121.5,244.70000000000002,135.3,255.8,79,185.5,80.5,166.2,102.3,173.3,94.8,182.9,81.6,247.4,177,244.70000000000002,100.3,89.7,135.3
09,009,09-169,5409,2140,1208,1756,19,99,1,36,150,4009,1856,895,1061,12,75,0,30,80,1054.6,586.5,1171.7,618.9,1126.1,414.9,863.9,401.3,795.8,481.9,794,460.4,837.2,407.7,1090.3999999999999,822.4,1171.7,500.59999999999997,437.8,618.9
09,009,09-170,3979,1241,930,1588,11,57,1,37,114,2783,1090,638,915,10,37,1,28,64,736.4,339.5,802.9,368.3,760.3,241.70000000000002,586.9,230.7,550.1,278,545.2,265.2,570,237,748.2,563.2,802.9,290.6,252.4,368.3
09,009,09-171,7220,4712,878,1283,13,162,1,47,124,5521,3886,606,798,10,120,1,35,65,1384.3,1314,1612.4,1428.7,1610.9,959.4,1197,1011.4,1050.3,1187.5,1071.3,1139,1190.1,1003.3,1498,1127.6,1612.4,1136.8,1085.7,1428.7
09,009,09-172,1779,1170,169,364,8,16,0,13,39,1369,988,123,221,7,9,0,6,15,318.1,306.4,390.9,306.8,376,230.7,284.6,232.4,237.1,273.8,252.6,262.3,279.5,229.1,347,263.5,390.9,268.3,249.4,306.8
09,009,09-173,5728,2067,1443,1898,14,36,2,76,192,3721,1557,917,1079,13,25,1,50,79,1153.1,696.3,1226.9,810.5,1262.8,503.5,980.6,543.7,880.4,655.7,873.8,627.1,961.5,532.8,1207.1,924.6,1226.9,599.6,589.7,810.5
09,009,09-174,5374,2717,1088,1272,11,97,0,45,144,4136,2350,799,796,10,74,0,35,72,1125.2,720.8000000000001,1285.8,799.9,1233.4,519.8,956.5,517.8,865.4,624.5,860.3,597.9,934.6999999999999,513,1179.3,904.2,1285.8,620.1,563.7,799.9
09,009,09-175,2080,1464,187,369,2,15,0,17,26,1673,1258,132,236,2,11,0,15,19,388.1,373.5,476.8,373.1,458.1,281.5,346.59999999999997,283.2,289.5,333.4,308.2,319.6,341.2,278.6,422.8,321.5,476.8,327.5,303.6,373.1
09,009,09-176,1239,684,185,256,11,54,0,17,32,945,582,126,165,5,39,0,14,14,218.9,211,269.6,210.8,258.7,159.1,195.8,159.9,163.5,188.5,173.8,180.5,192.7,157.4,238.5,181.5,269.6,185.4,171.1,210.8
09,009,09-177,6740,4013,931,1336,23,234,1,71,131,5314,3458,678,878,16,177,1,49,57,1420.2,928,1637.4,979.2,1583,666.9,1188.5,683.2,1052.9,824.3,1051.6,784.3,1160.3,669.5,1501.2,1113.3,1637.4,797.2,740.6,979.2
09,009,09-178,9954,5280,1456,2669,13,183,2,89,262,7448,4476,1004,1625,12,135,2,63,131,1591.8,1074.8,1803.8,1166.1,1731.5,822.8,1273.2,809.6,1145.6,965.6,1149.1,906.5,1263.3,780.6,1662.1,1207.9,1803.8,948.7,865.8,1166.1
09,009,09-179,1114,486,219,352,11,7,0,7,32,809,412,140,227,8,4,0,7,11,146.3,71.8,160.8,84.2,147.7,52.699999999999996,107.3,51.9,101.4,61.7,99.5,56,101.9,51.7,146.9,102.7,160.8,62.1,55.1,84.2
09,009,09-180,7273,3995,993,1855,21,176,1,57,175,5611,3465,692,1185,17,133,1,41,77,1427,987,1547.3,1012.5,1590.4,731.7,1139.1,707.1,1026.3,836.9,1033.1,790,1129.8,680.5,1508.6,1081.5,1547.3,859.7,753.6999999999999,1012.5
09,009,09-181,6130,1379,1422,3017,12,72,0,59,169,4185,1166,976,1845,10,61,0,35,92,862.6,204.8,759.9,329,819.5,148.9,577.4,134.5,554.8,175.7,533.3,167.3,545.9,150.2,841.4,552.9,759.9,176.6,157,329
09,009,09-182,3868,1569,604,1434,12,68,2,77,102,2745,1303,398,887,10,52,1,50,44,619.5,352.8,637.6,388.7,662.4,243.1,445.2,236.3,406.2,284.6,392.4,273.6,425.9,235.7,640.6,417.4,637.6,298,257.6,388.7
09,009,09-183,5984,1107,994,3413,38,144,4,134,150,4327,957,725,2322,28,120,2,95,78,984.5,331.1,909.7,441.2,971.7,230.3,682.6,214.3,645.6,268.6,625.6,248.2,647.6,226.3,977.4,650.9,909.7,280.6,239.4,441.2
09,009,09-184,2678,645,575,1302,12,43,2,27,72,1861,552,395,821,9,31,0,16,37,420.8,122.1,394.4,167.9,407.8,87,285.3,76.2,272.9,97.6,263.6,86.6,267.7,82,414,272.6,394.4,104.3,85.2,167.9
09,009,09-185,3631,969,516,1879,11,41,0,122,93,2555,844,349,1182,8,31,0,87,54,583.9,305.1,580,335.1,618.7,208.4,403.5,197.9,371.6,237.2,359.5,226.8,387.1,195.3,601,380.4,580,256.9,214.8,335.1
09,009,09-186,6507,4437,723,1042,3,144,4,28,126,5230,3818,515,693,3,110,1,21,69,1428.9,1097.3,1711,1092.3,1774.8,663.2,1344.9,740.7,1152.5,940.5,1206.4,853.7,1278.4,755.8,1601.6,1245.8,1711,880.5,822.1,1092.3
09,009,09-187,5843,4171,477,934,9,122,0,0,130,4833,3696,362,604,7,100,0,0,64,1296.5,920.1999999999999,1289.8,910.1,1608.8999999999999,553.6,1227.7,633.2,1048.2,794.2,1089.3,737.2,1161.1,650.9,1452.8,1131,1289.8,736.7,704,910.1
09,009,09-188,4120,2068,621,1209,10,106,0,13,93,3128,1745,424,813,9,85,0,9,43,842.1,319.1,928.4,354.3,886.3000000000001,210.6,635.6,223.4,580.2,285.5,589.2,253.8,602.7,233.4,864.3,601.7,928.4,264.8,249.1,354.3
09,009,09-189,4461,2004,964,1042,5,317,0,24,105,3541,1766,751,696,4,251,0,14,59,983.4,394.6,1122,459.8,1049.2,269.1,756.2,289.5,687.3,368.5,697.6,329.2,716.6999999999999,301,1016.5,714.9,1122,331.8,321.9,459.8
09,009,09-190,3463,1107,851,1197,9,180,0,24,95,2596,938,596,803,8,175,0,14,62,736.4,281.3,854.8,302.1,789.2,180.5,590.7,199.7,543.6,254.20000000000002,541.6,235.2,558.1,214.9,762.6,558.3,854.8,230.70000000000002,226,302.1
09,009,09-191,2846,1382,800,518,7,52,0,10,77,2183,1164,591,331,6,43,0,5,43,647.5,230.8,740.9,250.20000000000002,690.8,155,521.5,166.2,479.9,212.29999999999998,475.3,200.5,491.4,179.8,669.4,491.7,740.9,192.6,189.5,250.20000000000002
09,009,09-192,10858,3958,3569,2387,25,558,35,41,285,8667,3645,2677,1651,22,434,31,26,181,2571,718.9,2669.4,754.8,2666.8,461.6,1985.8,488.5,1831.3,638.1,1833.8,579.5,1890.3,516.3,2618.5,1884.9,2669.4,590.1999999999999,555.7,754.8
09,009,09-193,4002,3321,117,327,1,177,1,1,57,3208,2758,91,218,1,114,1,1,24,941.4,995.3,1216,1046.5,1262.8,642.8,987.6,779,812,950.6,863.2,889,938.4,787.9,1101.9,900.4,1216,819.5,851.8,1046.5
09,009,09-194,4823,4396,80,204,4,70,1,7,61,3972,3688,67,130,4,51,1,4,27,1109.6,1339.4,1461.9,1394.3,1535.1,862.7,1165.5,1071.7,950,1300.6,987.1999999999999,1238.8,1095.1,1120.3,1322.3,1049,1461.9,1100.8,1182.9,1394.3
09,009,09-195,3385,2994,123,137,4,77,0,2,48,2693,2429,97,88,2,58,0,2,17,758.5,861.8000000000001,964.4,913.9,1049.7,544.4,772.6,657.7,627.8,804,663.4,759.1999999999999,706.2,700.9,903.9,691.9,964.4,703,730.6,913.9
09,009,09-196,1702,768,505,308,3,85,0,3,30,1243,648,319,198,1,66,0,1,10,357.5,386.5,454,410.5,487.8,245.3,366.6,294.5,299.2,360.3,318.5,337.7,339.2,307.8,422.4,330.9,454,315.8,325,410.5
09,009,09-197,3554,1029,1375,850,9,168,2,8,113,2715,863,1073,566,7,117,2,8,79,805.6,228.6,832,236.7,829.2,162.7,616.4,154.5,569,201.2,564.5,193,581.6,166.4,817.5,582.9,832,195.79999999999998,178.7,236.7
09,009,09-198,5323,4897,91,165,2,76,2,12,78,4073,3824,63,94,0,47,1,8,36,874.6999999999999,1838.2,1121.9,1913.3,1264.4,1408.9,909.9,1505.1,673.4,1702.5,700.6999999999999,1626.2,876,1501.6,1069.4,789.7,1121.9,1623.6000000000001,1583.8,1913.3
09,009,09-199,6064,5596,80,230,8,82,1,11,56,4612,4322,57,133,5,56,1,5,33,880.8,2335,1119.9,2469.9,1388.1,1830,883.5,1912.4,648.5,2135.7,731.1,1998,848.3,1907.8,1135.2,777.9,1119.9,2082.7,1988.6,2469.9
09,009,09-200,5293,4867,90,216,7,47,0,9,57,4087,3828,72,126,6,31,0,3,21,819,2018.9,1092.2,2134.8,1265.6,1530.2,863.8,1622.1,615.4,1864.9,642,1765.7,818.1,1626.2,1041.6,734.9,1092.2,1774.4,1719.6,2134.8
09,009,09-201,8990,7605,173,284,4,780,1,16,127,6860,5930,130,174,2,552,1,11,60,3333.4,1814.1,3855.1,1816.4,3606.9,1590,3100.7,1644.3,2651.7,2043.1,2816.9,1851,2879.4,1754.8,3470.1,2862.6,3855.1,1701.1,1821.8,1816.4
09,009,ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09,011,11-001,2627,2445,29,91,9,13,0,2,38,2076,1966,24,56,6,11,0,2,11,535.3,763.7,702.9,817.1,767.2,529.1,563.3,594.1,419.3,666.6,427,722.7,535.3,601.3,651.6,485.7,702.9,646.9,645.6,817.1
09,011,11-002,7687,6989,151,293,28,109,1,4,112,5729,5309,110,158,15,79,1,4,53,1801.3,1919.1,2391.7,1944.5,2259.1,1544.5,1882.1,1507.6,1507.9,1759.3,1575.7,1817.2,1759.8,1597.7,2030,1681.8,2391.7,1732.3999999999999,1670.9,1944.5
09,011,11-003,6593,5492,66,211,13,664,3,7,137,4834,4150,50,122,9,445,3,5,50,2139.3,1606.5,2813,1657.8,2482.7,1304.3,2192.4,1336.3,1780.6,1635.1,1798.5,1684.2,1945.5,1491,2310.8,1930.7,2813,1454.9,1536.2,1657.8
09,011,11-004,5919,5440,65,170,18,148,2,4,72,4883,4578,49,101,11,106,2,3,33,1876.4,1480.2,2518.6,1488.4,2253.1,1122,2030.7,1152.3,1670.2,1414.3,1651.1,1470,1862.8,1257.3,2064.9,1804.3,2518.6,1301.3,1323.6,1488.4
09,011,11-005,6647,4860,839,634,13,217,0,5,79,5721,4109,830,569,13,151,0,2,47,1497.3,1127.8,1957.8,1139.3,1792.6,865.6,1533,868.3,1264.6,1071.1,1277.7,1098,1395.9,964.1,1646,1367.7,1957.8,997.3,1000.9,1139.3
09,011,11-006,1922,1816,11,43,10,22,0,0,20,1504,1439,7,22,10,16,0,0,10,412.7,613,553.1,674,619.8,419.9,487.7,435.40000000000003,367.90000000000003,530.4,367.90000000000003,551.7,443.1,459.2,516.5,416.8,553.1,516.6,494.1,674
09,011,11-007,5629,4832,146,235,49,188,2,3,174,4323,3819,101,136,31,150,2,3,81,789.3,1090.3,1087.6,1222.5,1188.1,682.3,835.8,728.5,651.5,890.7,618.8,951.1,751.8,778.1,988.6,714.7,1087.6,885.3000000000001,837.4,1222.5
09,011,11-008,6322,5866,44,161,52,77,1,4,117,4896,4599,39,81,46,63,1,2,65,1144.2,1922.7,1477.1,2033.8,1767.9,1278,1300.4,1439.8,966.7,1673.5,963.7,1777.4,1201.1,1460.9,1455.9,1108.3,1477.1,1600,1588,2033.8
09,011,11-009,3873,3487,57,120,11,98,4,3,93,3162,2908,46,74,10,73,4,3,44,1296.8,844.1999999999999,1612.3,813.4,1437.7,711.1,1219.6,700.1,1011.2,828.1,1005.4,909.3,1115,774.9,1366.7,1088.2,1612.3,777.7,803,813.4
09,011,11-010,3607,2270,285,441,28,360,3,6,214,2885,1966,207,278,24,297,3,4,106,654.3,490.6,849.1,522.6,767.3,344.9,569.5,331.4,471.3,415.8,464.1,429,521.5,357.4,711.3,506.3,849.1,417.7,382.7,522.6
09,011,11-011,5338,3088,548,983,38,392,2,13,274,4081,2684,351,560,32,314,2,7,131,974.3,513.1,1171.3,536.2,1075,384,881,354.2,728,470.7,746.1,486.7,801.8,412.6,1025.2,789.6,1171.3,449,431.1,536.2
09,011,11-012,5051,3505,367,537,30,398,1,16,197,4067,3012,278,334,21,313,1,13,95,1074.1,857.7,1415.6,912.3,1311.9,618.1,1064.7,615.2,857.7,766.1,898.9,766.1,974.1999999999999,664,1193.4,948.5,1415.6,737.5,702.8,912.3
09,011,11-013,4907,3464,378,486,42,282,3,2,250,4035,2891,323,389,29,228,3,2,170,621.2,496.6,829.5,575.1,734.5,397.5,569.8,354.9,471.9,430.7,485.1,435.4,522.5,384,677.6,512,829.5,447,401.8,575.1
09,011,11-014,8869,6457,634,735,69,591,15,12,356,6698,5066,472,446,55,465,13,6,175,1197.9,932.1,1580.5,1043.6,1411.3,708.6,1074.7,650.9,890,800.8,898,816.6999999999999,984.4,703.7,1304.7,961.6999999999999,1580.5,819.9,743.5,1043.6
09,011,11-015,4044,3340,144,154,19,237,2,2,146,3160,2699,113,94,14,174,2,1,63,1025.7,891.1,1370.6,946.8000000000001,1261.3,656.1,1062.2,719.8,834.9,883,857.1,900.3,956.6,767.8,1142.9,928.3000000000001,1370.6,773.8000000000001,817.9,946.8000000000001
09,011,11-016,4426,4042,58,119,22,92,1,7,85,3562,3319,45,66,12,73,1,5,41,1609.1,910.2,1871.4,923.8000000000001,1764.2,775.9,1567.9,769.8,1297,949.8,1318.1,997.8,1402.2,893.3,1687.2,1396.1,1871.4,843,902.3,923.8000000000001
09,011,11-017,7308,6879,67,200,38,39,0,4,81,5547,5285,46,122,23,26,0,1,44,1578.7,2109.3,2047.6,2262.4,2152.2,1606.2,1716.3,1654.1,1347.5,1861.1,1363.5,1987.5,1615.1,1693.1,1865.9,1510.6,2047.6,1856.7,1798.8,2262.4
09,011,11-018,8346,6626,290,500,296,288,7,17,322,6354,5231,221,306,203,212,3,9,169,1836.2,1970.4,2448,2108.4,2236.9,1575.3,1881.3,1553.2,1495.1,1841.3,1494.7,1936.8,1685.7,1685.9,2035,1639.4,2448,1773.2,1755.3,2108.4
09,011,11-019,6705,5736,166,335,39,238,3,7,181,5026,4411,121,189,29,189,3,3,81,1500.3,1500.4,2086.3,1555.2,1888.7,1191.2,1539.2,1180.4,1274,1385.2,1250.2,1436.4,1409.7,1259.3,1694.9,1368.5,2086.3,1345.2,1315.3,1555.2
09,011,11-020,4338,4036,34,87,29,60,1,6,85,3358,3183,22,48,22,37,1,6,39,814.4,1104.4,1025.5,1252.2,1240,717.8,914.5,810.6,688.4,999.2,676.9,1042.5,828.9,864.9,1027.3,777.3,1025.5,911.2,929.1,1252.2
09,011,11-021,2406,2321,3,41,3,23,1,3,11,1969,1912,2,28,2,16,1,1,7,1018.5,567.7,1165.9,576.8,1138,548.8,909.8,545,773.8,645.7,800.1,659.2,844.9,590.7,1079.1,833.2,1165.9,558.3,609.5,576.8
09,011,11-022,2009,1736,41,112,33,23,2,0,62,1673,1491,30,78,20,18,2,0,34,415.4,486.3,542.6999999999999,513.7,562.2,340.2,433.5,346.4,338.7,417,337.7,439.8,395.4,364.1,488.90000000000003,376.4,542.6999999999999,413.09999999999997,391.7,513.7
09,011,11-023,2947,2225,81,178,103,248,1,4,107,2297,1814,56,118,70,189,1,2,47,325.8,391.3,441.3,439.6,437.59999999999997,270.9,348.8,271.5,266.5,336.5,270.6,346.3,314.4,293.7,381.3,299.7,441.3,330.8,312.2,439.6
09,011,11-024,1799,1521,51,113,14,32,1,3,64,1350,1189,34,65,10,26,1,3,22,387.3,459.9,501.9,420.40000000000003,517,334,387.3,331.1,309.8,387.3,312,405,361.1,345.6,451.7,341.7,501.9,396.6,368.1,420.40000000000003
09,011,11-025,8547,7198,223,431,96,313,2,17,267,6544,5670,171,270,56,221,2,16,138,1584.4,2064.1,2021,2044.3,2211.2,1461.6,1630.3,1479.2,1252.1,1780.7,1245.1,1844.8,1456.4,1599,1896.9,1395.3,2021,1764,1676,2044.3
09,011,11-026,4045,1991,669,589,60,626,2,7,101,3519,1720,660,540,52,494,2,6,45,587.9,704.5,846.7,771.6,817.5999999999999,481.1,626.5,487.4,489.5,592.8,489.6,609.1,560.7,523.6,702.4,541.6,846.7,592.8,553.1,771.6
09,011,11-027,224,196,1,17,2,3,0,0,5,179,158,1,13,2,2,0,0,3,38.4,49.6,51.8,51.8,52.7,35.1,38.300000000000004,34,29.400000000000002,40.6,28.400000000000002,43.9,34.8,36.7,45.5,32.6,51.8,42.3,38.6,51.8
09,011,11-028,5922,3399,610,1357,21,255,5,21,254,5082,3251,463,934,18,227,5,14,170,1274,296,1290.7,340.9,1235.5,202.2,971.2,168.9,922.6,225.8,887.5,229.1,934.6,188.9,1254.9,929.1,1290.7,248.9,203.1,340.9
09,011,11-029,4352,1641,751,1633,19,116,2,14,176,3221,1417,543,1050,16,93,2,8,92,807.1,187.1,817.9,215.9,783.5,128.1,615.6,107.4,585,143.1,562.1,145.6,592.2,119.8,795,588.7,817.9,157.2,128.8,215.9
09,011,11-030,3402,1025,664,1508,11,44,2,10,138,2585,930,523,994,6,39,2,5,86,648.1,150.7,656.7,173.7,628.7,102.5,493.8,86,469.5,114.8,451,116.5,475.5,95.9,638.3,472.4,656.7,126.3,103.6,173.7
09,011,11-031,4313,1210,1010,1755,15,71,20,26,206,3107,1070,721,1128,12,61,10,14,91,921.6,285.1,1083.1,311.9,959.1,182.1,834.9,182.1,766.1,246.4,735.9,248,780.6,203.4,940,779.4,1083.1,233.5,219.9,311.9
09,011,11-032,2736,1552,372,577,23,73,1,12,126,2088,1330,253,361,15,60,0,10,59,619.3,191.5,727.7,209.8,644.5,122.7,561.3,122.7,515.1,165.4,494.7,166.8,524.9,136.6,632.2,524.3,727.7,156.7,147.9,209.8
09,011,11-033,4094,3070,369,418,43,70,3,5,116,3570,2745,326,322,31,61,3,3,79,1347.1,600.9,1528.4,558.9,1491.1,439.9,1258.3,411.8,1106.9,544.3,1063,555.1,1148.8,459.40000000000003,1419.4,1144.2,1528.4,520.5,492.8,558.9
09,011,11-034,2801,1593,438,567,27,66,1,10,99,2320,1425,355,386,20,53,1,7,73,688.4,212.7,808.4,232.9,716.2,136.5,623.7,136.5,572.2,183.8,549.9,185.1,583.3,152.1,702.4,582.6,808.4,174.6,164.5,232.9
09,011,11-035,5297,4872,52,128,51,75,3,1,115,4172,3907,41,68,38,55,2,1,60,1288.6,1560,1602,1709.7,1696.3,1155,1325.6,1191.6,1020.6,1396.8,1029.1,1447.4,1155,1276.3,1491.7,1132.7,1602,1356.6,1326.6,1709.7
09,011,11-036,2837,2475,60,120,19,96,0,1,66,2285,2066,42,66,15,70,0,1,25,639.1,627.5,835,647.4,857.6,418.3,662.1999999999999,474.1,531.2,563,534.1,596.6999999999999,637.9,479.3,748.5,591.3,835,522.9,528.3,647.4
09,011,11-037,4366,2583,328,465,42,746,12,20,170,3473,2252,236,281,26,585,6,13,74,845.3,600.4,1046.7,668.1,612.9,410.7,778.4,419.3,651.9,510.5,647.3,525.7,721.7,443.40000000000003,729,699.4,1046.7,505.8,474.6,668.1
09,011,11-038,2473,2134,63,133,12,59,0,9,63,1947,1741,37,77,8,41,0,7,36,471.7,370,614.1,391.8,592.6,244,449.2,265.90000000000003,367.6,333.7,373.3,339.2,413.2,284.7,532.2,400.9,614.1,307.2,305.8,391.8
09,011,11-039,1850,1342,145,156,7,128,0,10,62,1496,1139,116,93,6,99,0,6,37,341.6,176.3,405.8,192.79999999999998,356.1,125.4,298.7,117.7,262.6,144.8,257.8,151.1,279.1,125.60000000000001,349.1,274.6,405.8,150.9,135.1,192.79999999999998
09,011,11-040,3697,2768,367,344,26,38,9,6,139,2778,2220,227,212,22,28,5,5,59,667.1,515.9,869.7,547.3,834.6,340.3,630.9,369.8,517.5,465.4,524.6,472.5,578.8,397.7,750.9,562.9,869.7,428.5,426.7,547.3
09,011,11-041,6052,3272,857,1288,84,196,2,66,287,4410,2696,551,764,49,163,2,36,149,1021,676.8,1294.4,726.1,1220.8,453.6,930,472.7,782.1,600.2,785.6,607.7,852.3,513.2,1121,837.8,1294.4,566,548.1,726.1
