GEOID,state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,pre_20_dem_bid,pre_20_rep_tru,uss_16_dem_sch,uss_16_rep_car,uss_18_dem_hir,uss_18_rep_cur,gov_18_dem_ige,gov_18_rep_tup,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20,ndv,nrv
150030092002015,15,003,3903,83,6,0,8,0,33,8,0,28,68,6,0,6,0,31,2,0,23,17.9,10.8,21.7,15.7,22.1,6.9,17.7,8.9,15.2,10.5,20,16.4,21.7,8.9,9.7,15.7,18.9,10.6
150030092002016,15,003,3903,88,18,0,7,0,39,3,0,21,72,16,0,4,0,34,3,0,15,18.9,11.4,22.9,16.6,23.4,7.3,18.8,9.4,16.1,11.1,21.1,17.5,22.9,9.3,10.2,16.6,20,11.2
150030092002017,15,003,3903,19,0,0,1,0,8,0,0,10,17,0,0,1,0,8,0,0,8,4.5,2.7,5.4,3.9,5.5,1.7,4.4,2.2,3.8,2.6,5,4.1,5.4,2.2,2.4,3.9,4.7,2.6
150030092002018,15,003,3903,37,10,0,3,0,17,1,0,6,26,7,0,1,0,13,1,0,4,6.8,4.1,8.3,6,8.5,2.7,6.8,3.4,5.8,4,7.7,6.3,8.3,3.4,3.7,6,7.2,4
150030092002019,15,003,3903,55,6,0,7,0,13,7,0,22,40,5,0,4,0,12,5,0,14,10.5,6.3,12.7,9.2,13,4.1,10.4,5.2,8.9,6.2,11.8,9.7,12.7,5.2,5.7,9.2,11.1,6.2
150030092003000,15,003,3903,71,1,1,4,0,41,7,0,17,64,1,1,4,0,39,6,0,13,16.8,10.1,20.4,14.8,20.8,6.5,16.7,8.4,14.3,9.9,18.8,15.5,20.4,8.3,9.2,14.8,17.8,9.9
150030092003001,15,003,3903,168,8,0,24,0,53,14,0,69,125,8,0,14,0,47,11,0,45,32.9,19.8,39.8,28.9,40.6,12.8,32.6,16.4,27.9,19.2,36.8,30.2,39.8,16.3,17.8,28.9,34.8,19.4
150030092003002,15,003,3903,106,10,0,7,0,62,5,0,22,91,10,0,5,0,56,5,0,15,24,14.4,29,21,29.6,9.3,23.7,11.9,20.3,14,26.8,22,29,11.9,12.9,21,25.3,14.1
150030092003003,15,003,3902,169,6,1,12,0,105,9,0,36,129,6,1,4,0,91,7,0,20,34,20.4,41.1,29.8,41.9,13.2,33.6,16.9,28.8,19.9,38,31.2,41.1,16.8,18.4,29.8,35.9,20
150030092003004,15,003,3903,86,7,0,3,0,50,5,0,21,70,4,0,2,0,46,5,0,13,18.4,11.1,22.3,16.2,22.8,7.1,18.2,9.2,15.7,10.8,20.6,17,22.3,9.1,10,16.2,19.5,10.9
150030092003005,15,003,3903,72,5,0,2,0,45,11,0,9,58,5,0,1,0,40,9,0,3,15.3,9.2,18.5,13.4,18.9,5.9,15.1,7.6,13,8.9,17.1,14.1,18.5,7.6,8.2,13.4,16.2,9
150030092003006,15,003,3903,70,11,0,13,0,37,2,0,7,54,7,0,6,0,35,2,0,4,14.2,8.5,17.2,12.5,17.6,5.5,14.1,7.1,12.1,8.3,15.9,13.1,17.2,7,7.7,12.5,15,8.4
150030092003007,15,003,3902,102,5,0,19,0,40,3,1,34,77,5,0,14,0,36,3,1,18,20.3,12.2,24.5,17.8,25,7.9,20.1,10.1,17.2,11.9,22.6,18.6,24.5,10.1,11,17.8,21.4,12
150030092003008,15,003,3903,121,6,0,12,0,59,8,0,36,89,4,0,5,0,49,7,0,24,23.4,14.1,28.3,20.5,28.9,9.1,23.2,11.7,19.9,13.7,26.1,21.5,28.3,11.6,12.7,20.5,24.7,13.8
150030092003009,15,003,3902,187,10,5,28,0,112,0,0,32,155,10,5,19,0,97,0,0,24,40.8,24.5,49.4,35.8,50.4,15.8,40.4,20.3,34.7,23.9,45.6,37.5,49.4,20.1,22.1,35.8,43.1,24.1
150030092003010,15,003,3902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030092003011,15,003,3903,117,7,0,12,0,48,5,0,45,75,7,0,6,0,42,1,0,19,19.7,11.9,23.9,17.3,24.4,7.7,19.6,9.8,16.8,11.5,22,18.2,23.9,9.8,10.7,17.3,20.9,11.6
150030092003012,15,003,3903,269,14,2,36,0,153,9,0,55,222,11,2,32,0,136,5,0,36,58.4,35.1,70.7,51.3,72.2,22.7,57.9,29.1,49.6,34.2,65.3,53.8,70.7,28.9,31.7,51.3,61.8,34.5
150030092003013,15,003,3903,127,5,0,25,0,63,5,0,29,103,5,0,19,0,56,5,0,18,27.1,16.3,32.8,23.8,33.5,10.5,26.9,13.5,23,15.9,30.3,25,32.8,13.4,14.7,23.8,28.7,16
150030092003014,15,003,3903,115,14,0,6,0,69,2,0,24,88,9,0,6,0,60,2,0,11,23.2,13.9,28,20.3,28.6,9,22.9,11.5,19.7,13.6,25.9,21.3,28,11.4,12.6,20.3,24.5,13.7
150030092003015,15,003,3903,119,7,0,8,0,70,3,0,31,90,7,0,5,0,62,2,0,14,23.7,14.2,28.7,20.8,29.3,9.2,23.5,11.8,20.1,13.9,26.5,21.8,28.7,11.7,12.9,20.8,25.1,14
150030092003016,15,003,3903,155,9,0,20,0,79,4,0,43,117,9,0,11,0,71,2,0,24,30.8,18.5,37.3,27,38,11.9,30.5,15.3,26.2,18,34.4,28.4,37.3,15.2,16.6,27,32.6,18.1
150030092003017,15,003,3903,44,4,0,1,0,26,2,0,11,32,2,0,1,0,20,2,0,7,8.4,5.1,10.2,7.4,10.4,3.3,8.3,4.2,7.2,4.9,9.4,7.8,10.2,4.2,4.6,7.4,8.9,5
150030093001000,15,003,3904,77,5,0,5,1,40,11,0,15,63,5,0,5,1,35,8,0,9,8.9,5,11.6,8.1,10.3,3.5,8.8,3.9,7.8,4.4,9.6,8.3,11.6,4.2,4.2,8.1,9.5,5
150030093001001,15,003,3904,197,10,9,14,0,60,56,0,48,146,10,8,6,0,52,36,0,34,20.6,11.6,26.8,18.8,23.8,8.1,20.4,9,18.2,10.2,22.2,19.3,26.8,9.8,9.6,18.8,22,11.5
150030093001002,15,003,3904,820,64,14,117,1,395,53,2,174,652,57,14,78,0,352,40,0,111,91.9,51.6,119.7,83.9,106.5,36.1,91.3,40.4,81.1,45.5,99.2,86.2,119.7,43.9,43,83.9,98.1,51.5
150030093001003,15,003,3904,198,21,0,31,0,67,19,0,60,148,21,0,21,0,57,15,0,34,20.9,11.7,27.2,19,24.2,8.2,20.7,9.2,18.4,10.3,22.5,19.5,27.2,9.9,9.8,19,22.3,11.7
150030093001004,15,003,3904,119,11,0,15,0,58,3,0,32,94,11,0,9,0,43,3,0,28,13.2,7.4,17.3,12.1,15.4,5.2,13.2,5.8,11.7,6.6,14.3,12.4,17.3,6.3,6.2,12.1,14.2,7.4
150030093001005,15,003,3904,50,9,0,2,0,20,1,0,18,39,9,0,1,0,16,1,0,12,5.5,3.1,7.2,5,6.4,2.2,5.5,2.4,4.9,2.7,6,5.2,7.2,2.7,2.5,5,5.9,3.1
150030093001006,15,003,3904,115,6,0,18,0,56,12,0,23,94,6,0,12,0,47,11,0,18,13.2,7.4,17.3,12.1,15.4,5.2,13.2,5.8,11.7,6.6,14.3,12.4,17.3,6.3,6.2,12.1,14.2,7.4
150030093001007,15,003,3904,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.1,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1
150030093002000,15,003,3904,42,0,1,2,0,31,1,0,7,35,0,1,2,0,25,1,0,6,4.9,2.8,6.4,4.5,5.7,1.9,4.9,2.2,4.4,2.4,5.3,4.7,6.4,2.3,2.3,4.5,5.3,2.8
150030093002001,15,003,3904,39,0,0,6,0,16,8,0,9,31,0,0,4,0,16,5,0,6,4.4,2.5,5.7,4,5.1,1.7,4.3,1.9,3.9,2.2,4.8,4.1,5.7,2.1,2,4,4.7,2.5
150030093002002,15,003,3904,96,3,2,10,0,65,4,2,10,74,3,2,7,0,49,3,2,8,10.4,5.9,13.6,9.5,12.1,4.1,10.4,4.6,9.2,5.2,11.2,9.8,13.6,5,4.9,9.5,11.1,5.9
150030093002003,15,003,3904,100,16,0,23,0,41,2,0,18,70,11,0,14,0,30,2,0,13,9.9,5.5,12.9,9,11.4,3.9,9.8,4.3,8.7,4.9,10.7,9.2,12.9,4.7,4.6,9,10.5,5.5
150030093002004,15,003,3904,21,1,0,0,0,15,0,0,5,17,1,0,0,0,11,0,0,5,2.4,1.3,3.1,2.2,2.8,0.9,2.4,1.1,2.1,1.2,2.6,2.2,3.1,1.1,1.1,2.2,2.6,1.3
150030093002005,15,003,3904,121,11,4,16,0,61,13,0,16,116,11,4,14,0,59,13,0,15,16.3,9.2,21.3,14.9,18.9,6.4,16.2,7.2,14.4,8.1,17.6,15.3,21.3,7.8,7.7,14.9,17.4,9.2
150030093002006,15,003,3904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030093002007,15,003,3904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030093002008,15,003,3904,90,7,1,7,1,60,5,0,9,71,5,1,6,1,50,3,0,5,10,5.6,13,9.1,11.6,3.9,9.9,4.4,8.8,5,10.8,9.4,13,4.8,4.7,9.1,10.7,5.6
150030093002009,15,003,3904,219,13,0,13,0,122,15,0,56,164,13,0,5,0,100,15,0,31,23.1,13,30.1,21.1,26.8,9.1,23,10.2,20.4,11.5,25,21.7,30.1,11.1,10.8,21.1,24.7,13
150030093003000,15,003,3904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030093003001,15,003,3904,173,11,0,21,0,74,23,0,44,137,11,0,16,0,65,17,0,28,19.3,10.8,25.2,17.6,22.4,7.6,19.2,8.5,17.1,9.6,20.9,18.1,25.2,9.2,9.1,17.6,20.6,10.8
150030093003002,15,003,3904,59,2,0,0,0,23,21,0,13,40,2,0,0,0,21,9,0,8,5.6,3.2,7.3,5.1,6.5,2.2,5.6,2.5,5,2.8,6,5.3,7.3,2.7,2.6,5.1,6,3.2
150030093003003,15,003,3904,39,1,0,13,0,8,10,0,7,27,1,0,7,0,8,6,0,5,3.8,2.1,5,3.5,4.4,1.5,3.8,1.7,3.4,1.9,4.1,3.6,5,1.8,1.8,3.5,4.1,2.1
150030093003004,15,003,3904,104,18,1,3,0,36,17,0,29,82,18,1,3,0,32,10,0,18,11.6,6.5,15.1,10.5,13.4,4.5,11.5,5.1,10.2,5.7,12.5,10.8,15.1,5.5,5.4,10.5,12.4,6.5
150030093003005,15,003,3904,86,8,3,10,0,47,0,0,18,68,8,1,7,0,41,0,0,11,9.6,5.4,12.5,8.7,11.1,3.8,9.5,4.2,8.5,4.7,10.3,9,12.5,4.6,4.4,8.7,10.2,5.4
150030093003006,15,003,3904,80,5,0,0,0,59,4,0,12,68,5,0,0,0,52,3,0,8,9.6,5.4,12.5,8.7,11.1,3.8,9.5,4.2,8.5,4.7,10.3,9,12.5,4.6,4.4,8.7,10.2,5.4
150030093003007,15,003,3904,61,6,0,0,0,30,5,0,20,40,4,0,0,0,25,2,0,9,5.6,3.2,7.3,5.1,6.5,2.2,5.6,2.5,5,2.8,6,5.3,7.3,2.7,2.6,5.1,6,3.2
150030093003008,15,003,3904,51,1,0,7,0,33,4,0,6,43,1,0,5,0,31,3,0,3,6.1,3.4,7.9,5.5,7,2.4,6,2.7,5.4,3,6.6,5.7,7.9,2.9,2.9,5.5,6.5,3.4
150030093003009,15,003,3904,60,3,1,6,0,22,10,0,18,46,3,1,3,0,20,6,0,13,6.5,3.6,8.4,5.9,7.5,2.5,6.4,2.8,5.7,3.2,7,6.1,8.4,3,3,5.9,6.9,3.6
150030093003010,15,003,3904,196,6,0,40,0,75,29,0,46,125,6,0,20,0,62,16,0,21,17.6,9.9,23,16.1,20.4,6.9,17.5,7.7,15.6,8.7,19,16.6,23,8.4,8.2,16.1,18.8,9.9
150030093003011,15,003,3904,23,0,0,1,0,18,2,0,2,22,0,0,1,0,18,1,0,2,3.1,1.7,4,2.8,3.6,1.2,3.1,1.4,2.7,1.5,3.4,2.9,4,1.4,1.4,2.8,3.3,1.7
150030093004000,15,003,3904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030093004001,15,003,3904,1203,86,14,207,2,269,336,0,289,818,77,11,124,2,223,199,0,182,115.3,64.7,150.2,105.2,133.6,45.3,114.5,50.6,101.8,57.1,124.4,108.2,150.2,55,53.9,105.2,123.1,64.6
150030093004002,15,003,3904,48,1,3,13,0,4,15,0,12,24,1,2,3,0,4,8,0,6,3.4,1.9,4.4,3.1,3.9,1.3,3.4,1.5,3,1.7,3.6,3.2,4.4,1.6,1.6,3.1,3.6,1.9
150030093004003,15,003,3904,30,1,0,0,1,27,1,0,0,26,1,0,0,1,23,1,0,0,3.7,2.1,4.8,3.3,4.2,1.4,3.6,1.6,3.2,1.8,4,3.4,4.8,1.8,1.7,3.3,3.9,2
150030093004004,15,003,3904,99,32,0,2,0,44,8,0,13,99,32,0,2,0,44,8,0,13,13.9,7.8,18.2,12.7,16.2,5.5,13.9,6.1,12.3,6.9,15.1,13.1,18.2,6.7,6.5,12.7,14.9,7.8
150030093004005,15,003,3904,69,7,2,8,0,21,17,0,14,60,7,2,8,0,21,12,0,10,8.5,4.7,11,7.7,9.8,3.3,8.4,3.7,7.5,4.2,9.2,8,11,4,4,7.7,9,4.7
150030093004006,15,003,3904,59,4,1,0,0,20,20,0,14,46,4,1,0,0,20,13,0,8,6.5,3.6,8.4,5.9,7.5,2.5,6.4,2.8,5.7,3.2,7,6.1,8.4,3,3,5.9,6.9,3.6
150030093004007,15,003,3904,17,1,0,3,0,8,0,0,5,14,1,0,1,0,7,0,0,5,2,1.1,2.6,1.8,2.3,0.8,2,0.9,1.7,1,2.1,1.9,2.6,1,0.9,1.8,2.1,1.1
150030093004008,15,003,3904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030093004009,15,003,3904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030094001000,15,003,3906,82,8,4,14,0,6,35,0,15,60,7,4,11,0,6,24,0,8,8.5,4.7,11,7.7,9.8,3.3,8.4,3.7,7.5,4.2,9.2,8,11,4,4,7.7,9,4.7
150030094001001,15,003,3906,816,57,14,153,4,207,217,0,164,567,47,13,83,3,161,146,0,114,79.9,44.9,104.1,72.9,92.6,31.4,79.4,35.1,70.6,39.6,86.2,75,104.1,38.1,37.4,72.9,85.3,44.8
150030094001002,15,003,3906,338,18,3,44,1,68,86,1,117,208,18,2,26,1,48,54,1,58,29.3,16.5,38.2,26.8,34,11.5,29.1,12.9,25.9,14.5,31.6,27.5,38.2,14,13.7,26.8,31.3,16.4
150030094001003,15,003,3906,255,30,9,24,0,89,33,0,70,199,27,9,17,0,78,22,0,46,28,15.7,36.5,25.6,32.5,11,27.9,12.3,24.8,13.9,30.2,26.4,36.5,13.3,13.1,25.6,29.9,15.7
150030094001004,15,003,3906,45,12,0,8,0,7,17,0,1,37,11,0,5,0,6,14,0,1,5.2,2.9,6.8,4.8,6,2.1,5.2,2.3,4.6,2.6,5.6,4.9,6.8,2.5,2.5,4.8,5.6,2.9
150030094002000,15,003,3906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030094002001,15,003,3906,449,36,2,32,0,263,19,0,97,376,31,2,22,0,246,14,0,61,53,29.7,69,48.4,61.4,20.8,52.6,23.3,46.8,26.3,57.2,49.7,69,25.2,24.8,48.4,56.6,29.7
150030094002002,15,003,3906,92,9,0,8,0,53,4,0,18,80,8,0,3,0,51,4,0,14,11.3,6.3,14.7,10.3,13.1,4.4,11.2,5,10,5.6,12.2,10.6,14.7,5.3,5.3,10.3,12.1,6.3
150030094002003,15,003,3906,29,11,3,5,0,10,0,0,0,24,10,3,3,0,8,0,0,0,3.4,1.9,4.4,3.1,3.9,1.3,3.4,1.5,3,1.7,3.6,3.2,4.4,1.6,1.6,3.1,3.6,1.9
150030094002004,15,003,3906,165,13,0,11,1,113,1,0,26,137,11,0,10,1,97,1,0,17,19.3,10.8,25.2,17.6,22.4,7.6,19.2,8.5,17.1,9.6,20.9,18.1,25.2,9.2,9.1,17.6,20.6,10.8
150030094002005,15,003,3906,86,3,0,7,0,52,0,0,24,71,3,0,2,0,49,0,0,17,10,5.6,13,9.1,11.6,3.9,9.9,4.4,8.8,5,10.8,9.4,13,4.8,4.7,9.1,10.7,5.6
150030094002006,15,003,3906,72,1,0,9,0,58,2,0,2,55,1,0,4,0,46,2,0,2,7.7,4.4,10.1,7.1,9,3,7.7,3.4,6.8,3.8,8.3,7.2,10.1,3.7,3.6,7.1,8.3,4.3
150030094002007,15,003,3906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030094002008,15,003,3906,439,162,46,74,1,47,37,0,72,382,152,44,56,1,44,29,0,56,53.8,30.2,70.1,49.1,62.4,21.2,53.5,23.6,47.5,26.7,58.1,50.5,70.1,25.7,25.1,49.1,57.5,30.2
150030094002009,15,003,3906,79,5,0,9,0,50,2,0,13,69,5,0,8,0,44,2,0,10,9.7,5.5,12.7,8.9,11.3,3.8,9.7,4.3,8.6,4.8,10.5,9.1,12.7,4.7,4.6,8.9,10.4,5.5
150030094003000,15,003,3906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030094003001,15,003,3906,443,21,8,47,0,243,25,0,99,338,21,5,27,0,208,21,0,56,47.6,26.7,62.1,43.5,55.2,18.7,47.3,20.9,42.1,23.6,51.4,44.7,62.1,22.7,22.2,43.5,50.9,26.7
150030094003002,15,003,3906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030094003003,15,003,3906,32,0,0,7,0,24,0,0,1,25,0,0,1,0,24,0,0,0,3.5,2,4.6,3.2,4.1,1.4,3.5,1.5,3.1,1.7,3.8,3.3,4.6,1.7,1.6,3.2,3.8,2
150030094003004,15,003,3906,290,19,4,22,0,150,28,0,67,241,19,4,16,0,132,19,0,51,34,19.1,44.3,31,39.4,13.4,33.7,14.9,30,16.8,36.7,31.9,44.3,16.2,15.9,31,36.3,19
150030094003005,15,003,3906,75,2,0,3,0,50,6,0,14,59,2,0,2,0,40,4,0,11,8.3,4.7,10.8,7.6,9.6,3.3,8.3,3.7,7.3,4.1,8.9,7.8,10.8,4,3.9,7.6,8.9,4.7
150030094003006,15,003,3906,138,8,0,19,0,92,7,0,12,106,8,0,11,0,73,5,0,9,14.9,8.4,19.5,13.6,17.3,5.9,14.8,6.6,13.2,7.4,16.1,14,19.5,7.2,7,13.6,15.9,8.4
150030094003007,15,003,3906,111,10,0,7,0,55,10,0,29,91,10,0,4,0,48,9,0,20,12.8,7.2,16.7,11.7,14.9,5,12.7,5.6,11.3,6.4,13.9,12,16.7,6.1,6,11.7,13.7,7.2
150030094003008,15,003,3906,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.1,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1
150030094004000,15,003,3906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030094004001,15,003,3906,54,5,0,8,0,12,21,0,8,37,4,0,6,0,9,14,0,4,5.2,2.9,6.8,4.8,6,2.1,5.2,2.3,4.6,2.6,5.6,4.9,6.8,2.5,2.5,4.8,5.6,2.9
150030094004002,15,003,3906,850,95,18,188,2,114,226,0,207,624,90,16,112,2,108,157,0,139,87.9,49.4,114.6,80.3,101.9,34.6,87.4,38.6,77.7,43.6,94.9,82.6,114.6,42,41.1,80.3,93.9,49.3
150030094004003,15,003,3906,204,11,8,54,5,22,34,0,70,128,9,8,25,4,17,27,0,38,18,10.1,23.5,16.5,20.9,7.1,17.9,7.9,15.9,8.9,19.4,16.9,23.5,8.6,8.4,16.5,19.2,10.1
150030094004004,15,003,3906,10,0,0,0,0,0,10,0,0,4,0,0,0,0,0,4,0,0,0.6,0.3,0.7,0.5,0.7,0.2,0.6,0.2,0.5,0.3,0.6,0.6,0.7,0.2,0.2,0.5,0.6,0.3
150030095011000,15,003,4602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030095011001,15,003,4602,728,343,106,170,11,20,22,5,51,397,199,69,76,5,13,12,3,20,30.3,16.3,41.5,24.7,33.2,12.7,29.4,11.7,25.1,13.6,31.8,27.2,41.5,14.5,12.6,24.7,31.9,15.8
150030095011002,15,003,4602,123,86,16,9,2,1,1,0,8,123,86,16,9,2,1,1,0,8,9.4,5.1,12.9,7.6,10.3,3.9,9.1,3.6,7.8,4.2,9.9,8.4,12.9,4.5,3.9,7.6,9.9,4.9
150030095011003,15,003,4602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030095011004,15,003,4602,15,7,0,0,2,0,0,0,6,7,4,0,0,2,0,0,0,1,0.5,0.3,0.7,0.4,0.6,0.2,0.5,0.2,0.4,0.2,0.6,0.4,0.7,0.2,0.2,0.4,0.5,0.3
150030095011005,15,003,4602,13,0,6,6,0,0,0,0,1,6,0,3,2,0,0,0,0,1,0.5,0.2,0.6,0.4,0.5,0.2,0.4,0.2,0.4,0.2,0.5,0.4,0.6,0.2,0.2,0.4,0.5,0.2
150030095011006,15,003,4602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030095011007,15,003,4602,44,30,3,3,0,0,7,0,1,20,14,1,1,0,0,3,0,1,1.5,0.8,2.1,1.2,1.7,0.6,1.5,0.6,1.3,0.7,1.6,1.4,2.1,0.7,0.6,1.2,1.6,0.8
150030095011008,15,003,4602,62,12,6,23,6,4,3,0,8,31,9,5,8,2,2,2,0,3,2.4,1.3,3.2,1.9,2.6,1,2.3,0.9,2,1.1,2.5,2.1,3.2,1.1,1,1.9,2.5,1.2
150030095011009,15,003,4602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030095011010,15,003,4602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030095011011,15,003,4602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030095011012,15,003,4602,247,93,39,61,3,11,17,1,22,126,49,25,29,2,7,9,0,5,9.6,5.2,13.2,7.8,10.5,4,9.3,3.7,8,4.3,10.1,8.7,13.2,4.6,4,7.8,10.1,5
150030095011013,15,003,4602,28,18,4,0,0,6,0,0,0,13,8,2,0,0,3,0,0,0,1,0.5,1.4,0.8,1.1,0.4,1,0.4,0.8,0.4,1,0.9,1.4,0.4,0.4,0.8,1.1,0.5
150030095011014,15,003,4602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030095011015,15,003,4602,13,4,7,2,0,0,0,0,0,5,2,2,1,0,0,0,0,0,0.4,0.2,0.5,0.3,0.4,0.2,0.4,0.1,0.3,0.2,0.4,0.3,0.5,0.2,0.2,0.3,0.4,0.2
150030095011016,15,003,4602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030095011017,15,003,4602,43,18,10,8,0,0,1,0,6,23,10,6,4,0,0,1,0,2,1.8,0.9,2.4,1.4,1.9,0.7,1.7,0.7,1.5,0.8,1.9,1.6,2.4,0.8,0.8,1.4,1.9,0.9
150030095011018,15,003,4602,62,33,10,14,0,0,1,1,3,31,18,5,5,0,0,1,1,1,2.4,1.3,3.2,1.9,2.6,1,2.3,0.9,2,1.1,2.5,2.1,3.2,1.1,1,1.9,2.5,1.2
150030095011019,15,003,4602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030095011020,15,003,4602,109,55,36,6,1,1,0,0,10,51,28,18,3,1,1,0,0,0,3.9,2.1,5.3,3.2,4.3,1.6,3.8,1.5,3.2,1.8,4.1,3.5,5.3,1.9,1.6,3.2,4.1,2
150030095011021,15,003,4602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030095011022,15,003,4602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030095011023,15,003,4602,30,15,0,12,0,3,0,0,0,15,6,0,6,0,3,0,0,0,1.1,0.6,1.6,0.9,1.3,0.5,1.1,0.4,1,0.5,1.2,1,1.6,0.6,0.4,0.9,1.2,0.6
150030095011024,15,003,4602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030095011025,15,003,4602,64,39,5,15,1,0,0,0,4,31,21,2,5,1,0,0,0,2,2.4,1.3,3.2,1.9,2.6,1,2.3,0.9,2,1.1,2.5,2.1,3.2,1.1,1,1.9,2.5,1.2
150030095011026,15,003,4602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030095011027,15,003,4602,55,23,2,23,1,2,0,0,4,27,13,1,9,1,2,0,0,1,2.1,1.1,2.8,1.7,2.3,0.9,2,0.8,1.7,0.9,2.2,1.9,2.8,1,0.9,1.7,2.2,1.1
150030095011028,15,003,4602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030095011029,15,003,4602,49,22,6,14,0,0,4,0,3,25,13,4,6,0,0,1,0,1,1.9,1,2.6,1.6,2.1,0.8,1.9,0.7,1.6,0.9,2,1.8,2.6,0.9,0.8,1.6,2,1
150030095011030,15,003,4602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030095012000,15,003,4602,1037,425,213,203,13,28,38,1,116,518,249,110,83,6,22,20,1,27,39.5,21.3,54.2,32.2,43.3,16.6,38.4,15.2,32.8,17.8,41.4,35.6,54.2,19,16.5,32.2,41.6,20.6
