state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,pre_20_rep_tru,pre_20_dem_bid,uss_16_rep_she,uss_16_dem_cru,uss_20_rep_tub,uss_20_dem_jon,gov_18_rep_ive,gov_18_dem_mad,atg_18_rep_mar,atg_18_dem_sie,sos_18_rep_mer,sos_18_dem_mil,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20
01,031,14-1,370,337,2,4,18,4,0,0,5,287,269,2,1,10,2,0,0,3,177.3,8,208,9.8,168.1,16.9,201.9,13.6,134.2,9.8,126.9,16.1,133,9.8,12.7,11.8,11.7,173.1,131.8,204.9
01,031,14-2,233,201,1,9,7,0,0,0,15,164,143,1,6,5,0,0,0,9,92,2.8000000000000003,109.8,6,76,13.200000000000001,109.8,6,82,5,80.2,7.2,82,2.8000000000000003,7.8999999999999995,5,6,84,81.4,109.8
01,031,15,1002,909,27,15,28,2,0,0,21,720,659,16,11,19,1,0,0,14,398.7,26.1,456,44.3,383.1,33.6,439.4,63.7,263.3,28.5,260.1,31.400000000000002,264.3,22.1,29.8,27.5,54.1,390.9,263,447.7
01,031,16,1132,1003,37,24,31,5,0,0,32,891,803,28,15,21,5,0,0,19,482.1,67.4,614.5,76.1,466.5,73.4,589.6,105.7,367.9,51,358.5,62.9,367.3,53.9,70.4,55.5,91.7,474.2,364.5,602.2
01,031,17-2,5651,3802,713,759,26,156,19,6,170,4265,2983,514,519,23,134,14,6,72,1536.4,527.2,1523.5,663.5,1566.6,559.5,1489.2,734,1120.2,509.2,1099.2,530.8,1105.2,515.6,543.5,517.8,698.6,1551.7,1107.3,1506.8
01,031,17-4,3184,2239,663,141,31,33,2,6,69,2460,1786,507,83,25,29,2,2,26,812.8,313.6,836.9,399.8,816.2,323.1,805.2,443.3,619.4,281.5,594.6,305.7,596.3,298.7,318.2,295.6,421.7,815,602.7,821.3
01,031,17-5,4940,1926,2338,466,40,59,4,1,106,3684,1550,1710,306,26,46,4,0,42,668.8,770.5,704.7,786.6,674.4,763.9,673.1,817.1,518.1,601.5,472.9,647.9,488.2,626.2,766.2,626.1,800.8,672.2,492.4,688.5
01,031,17-6,8701,6138,1364,717,37,210,9,18,208,6332,4612,925,476,24,176,7,9,103,2765.4,801.4,2784.5,957.8,2814.7,828.2,2710.3,1083.6,2105.2,744.5,2057,787.6,2071.5,763.1999999999999,814.2,765,1020,2789.6,2077.3,2747.2
01,031,17-7,6773,5114,595,779,33,97,15,9,131,5059,4017,427,436,23,72,11,3,70,2357.9,494.3,2358.8,607.7,2378.8,531.8,2272,735.4,1858.4,492,1817.9,542,1855.6,500.2,512.6,510.1,672.2,2369,1844.5,2316.1
01,031,18,811,744,3,8,34,3,0,0,19,621,576,3,5,25,2,0,0,10,327.2,14.4,352.1,17.8,312.2,28.7,340.5,28.7,242.3,17.1,228.5,30,240.1,17.1,21.2,21.3,23.1,319.3,237.1,345.6
01,031,19,484,464,8,7,4,0,0,0,1,393,379,7,2,4,0,0,0,1,204.9,13.200000000000001,233.1,18,188.1,19,228.2,21,153.1,8.8,144,15.8,149.1,8.8,16.1,11,19.4,196.5,148.9,230.7
01,031,2,337,180,145,0,6,0,0,0,6,277,155,117,0,3,0,0,0,2,119.9,42.5,134.3,43.199999999999996,120.1,39,128.3,50.1,89.5,34.7,87.6,37.4,91.2,33,40.6,35,46.6,120,89.5,131.4
01,031,20,478,443,21,6,1,0,0,0,7,367,341,16,4,1,0,0,0,5,173.4,21.8,203.8,21.6,162.5,26.5,194.5,30.7,126,19.5,124.9,21.5,127,17.9,24.3,19.6,26.3,167.8,125.9,198.9
01,031,21,264,242,9,2,9,0,0,0,2,200,186,3,2,7,0,0,0,2,119.5,9.2,130.5,14.3,107.8,18.5,125.6,20,90.3,9.7,89.6,10.6,89.4,9.7,13.7,9.7,17.1,113.7,89.6,127.8
01,031,22,352,324,7,0,5,0,0,0,16,264,244,7,0,5,0,0,0,8,157.8,12,172.3,18.7,142.2,24.5,165.7,26.3,119,13,118.3,14.1,117.9,13,18.2,13.3,22.4,150.20000000000002,118.3,168.8
01,031,23,115,101,10,4,0,0,0,0,0,95,84,10,1,0,0,0,0,0,49.5,5.1000000000000005,56.9,6.5,47.5,5.6,55.300000000000004,7.8,38.4,4,36.6,5.8,37.3,5.2,5.2,5.1000000000000005,7.1,48.3,37.5,56.2
01,031,3,279,218,43,1,6,0,0,0,11,213,170,34,1,4,0,0,0,4,108.89999999999999,13.1,106.7,19,105.2,15.1,104.10000000000001,22,72,18,74,16.099999999999998,74,16.099999999999998,14,16.5,20.400000000000002,107.2,73.3,105.5
01,031,4,223,211,1,1,5,0,0,0,5,182,173,1,1,4,0,0,0,3,91.7,13.1,105.9,18.6,87,16.1,98.2,26.1,72.4,14.9,67.9,18.6,72.8,14,14.4,15.6,22.3,89.60000000000001,71.1,101.89999999999999
01,031,5,179,158,1,0,16,3,0,0,1,125,109,1,0,13,1,0,0,1,80,9,82,2.9,75,8,77.9,6,55,2.1,52.1,2.9,52.9,2.9,8.6,2.8,4.4,77.4,53,79.8
01,031,6-1,1865,1312,455,29,30,4,0,0,35,1463,1055,352,10,20,2,0,0,24,440.3,200.1,466.9,225,443.6,194,455.3,238.70000000000002,325,156.5,303.7,177.6,321.3,156.3,196.8,163.3,232.4,442.1,316.90000000000003,461.4
01,031,6-3,2653,1558,992,33,29,8,0,7,26,2065,1307,699,18,21,8,0,0,12,511,287.8,533.7,330.6,513.2,285.3,524.1,340,375.8,217.4,343,249.1,363.2,222.2,286.7,229.5,335.9,511.8,360.6,529.1
01,031,7-1,1090,969,58,14,35,1,0,1,12,835,750,46,10,24,1,0,0,4,454.09999999999997,40.2,519.2,56,437.7,48.5,507.8,67.4,360,35.2,344.5,48.6,350.1,42.9,44.2,42.6,61.7,445.8,351.7,513.4
01,031,7-2,764,714,15,2,17,1,0,0,15,614,576,13,1,14,1,0,0,9,303,49.9,325.9,67,299.7,55.2,315.2,78.9,233.70000000000002,44.8,230,48.6,229.5,45.1,52.5,46.2,73.2,301.4,231,320.3
01,031,8-1,1825,1690,38,49,13,11,1,0,23,1448,1349,30,32,11,11,1,0,14,928.1,53.7,1052.5,86,908.6,80.6,1039.5,110.1,781.8,55,766.9,71.1,765.7,66.8,66.5,64.7,98.1,917.8,770.9,1045.4
01,031,8-2,1346,1171,100,39,8,10,1,0,17,1030,899,75,28,6,9,1,0,12,634.4,80.8,656.6,139.3,630.1,96.2,642.4,156,514.4,85,512.3,91,512.3,85,88.7,86.5,147.4,632.2,512.8,649.6
01,031,9-1,689,470,159,14,25,3,0,0,18,530,369,118,9,19,3,0,0,12,254.6,57.1,303.3,83.1,249.4,65.4,294.8,94.7,189.6,53.199999999999996,190.4,54.7,191.1,52,61.4,53.4,88.9,251.9,190.6,299.3
01,031,9-5,1223,828,294,28,40,13,0,3,17,915,613,228,17,34,10,0,0,13,398.6,143.6,471.09999999999997,176.6,391.5,155.1,457.9,195.4,300,120.8,298.4,125.4,300.3,121.3,149.1,122.6,186.2,394.8,299.5,464.3
01,033,1,3795,3314,280,85,20,23,0,3,70,3054,2732,210,48,16,16,0,1,31,1285.9,509,1379.2,524.4,1191.5,616.9,1317.9,594.5,1056.2,542.5,987.2,587.7,1023.9,526.9,563,552.5,560,1238.7,1022.2,1348.4
01,033,10,1550,1423,14,56,40,1,0,0,16,1230,1150,12,29,28,1,0,0,10,484.5,137.5,596.3000000000001,138.6,444.7,181.3,567.8,167.1,402.9,133.4,365.8,166.7,391.6,124.8,159.3,141.8,152.5,464.3,386.8,582.1
01,033,11,2817,1532,1158,53,23,1,0,1,49,2204,1224,913,27,14,1,0,0,25,585.4,540.7,724.4,606,547.5,589.6,690.9,639,489.8,517.7,447.5,546.8,466.7,512.9,564.9,526.2,622.4,565.8,467.8,707.9
01,033,12,2698,2597,9,34,31,7,0,1,19,2074,2018,7,23,13,5,0,0,8,927.7,152.1,1090,176,852.4,233.8,1042.4,236,705.5,200.3,654.1,234,679.5,194,192.6,209.4,205.7,889.6999999999999,679.2,1065.9
01,033,13,1320,1247,40,15,1,2,0,0,15,1031,980,31,8,1,2,0,0,9,429.2,112.9,518.1,133.4,397,145,479.2,174.4,303.7,127.5,279.59999999999997,142.2,301.8,117.5,128.5,128.6,154,413,295.3,498.2
01,033,14,3258,2791,319,69,15,19,7,4,34,2491,2164,248,33,15,11,3,2,15,1265,373.9,1646.9,440,1174.1,456.1,1571.4,511.5,1034.9,415.4,982.9,445.1,1019.3,395.6,413.6,418.9,476,1220,1012.1,1608.5
01,033,15,290,257,15,14,0,1,0,1,2,219,199,9,8,0,1,0,1,1,79.3,27.2,98.9,16.9,82.10000000000001,26.5,96.8,19,61.6,15.5,48.3,25.900000000000002,54.3,18.400000000000002,26.599999999999998,20.2,18.1,80.9,54.6,97.89999999999999
01,033,16,9039,6220,2409,211,24,31,1,3,140,7068,5071,1751,127,22,25,1,0,71,1986.7,1556,2209.7,1835.6,1933.6,1694.9,2099.6,1977.8,1477.5,1514.4,1375.5,1586,1442.2,1479,1622.8,1530,1902.7,1960.1,1430.2,2157
01,033,17,12529,9880,1994,339,32,100,6,14,164,9596,7718,1470,210,29,75,3,5,86,4603.6,1799.3,5158.9,2202.9,4445,2028.5,4957.2,2457.9,3685.2,2039.7,3552.5,2095.3,3663.5,1904.1,1912.6,2012.1,2329.7,4523.5,3633.6,5057.7
01,033,18,2147,1999,75,27,11,1,0,0,34,1653,1543,61,17,10,1,0,0,21,748.3,124.9,876.2,129.4,685.8,199,844.6,172.3,576.9,158.8,529.8,184.7,555.6,145,162,163.1,150.6,717.2,554.4,860.2
01,033,2,9360,7175,1833,122,37,29,0,7,157,7325,5747,1383,77,32,19,0,0,67,2641.5,1381.8,2911.2,1500.9,2525,1558,2756.2,1723.2,2051.1,1447.3,1914.4,1534.2,1995,1393.6,1471.4,1457.9,1611.8,2583.2,1987.8,2833
01,033,3,652,478,159,6,0,1,0,1,7,526,377,141,3,0,1,0,0,4,179.7,112,216,113.8,171,119.1,198.8,133.6,142.9,101.3,132.8,109.8,134,104.6,115.9,105,123.6,175.4,137,207.3
01,033,4,2455,2054,323,28,12,5,0,0,33,1930,1626,265,15,9,2,0,0,13,705.1,325.3,828,340.7,649.8,381.2,786.1,380.1,527.8,298.1,455.1,354.4,475.8,304.2,352.7,318.6,359.8,676.1,486.6,807.6
01,033,6,745,661,66,9,6,0,0,0,3,628,559,56,7,4,0,0,0,2,224,54.9,237.8,63.6,220.6,61.8,233.5,65.3,165.7,58.3,154.4,67.9,158.79999999999998,58.3,58.199999999999996,61.5,64.4,221.8,159.6,235.4
01,033,7,174,165,3,2,0,0,0,0,4,135,131,3,1,0,0,0,0,0,67.4,4.2,61.8,13.5,64.5,7.2,60.1,15.3,64.39999999999999,9.2,53.2,17.1,56,12.1,5.7,12.8,14.5,65.9,57.9,61.2
01,033,8,305,295,4,3,0,0,0,0,3,250,244,4,1,0,0,0,0,1,121.7,25.7,146.7,26.1,109.7,30.8,141.6,29.6,101.4,23,95.8,28.3,101.3,19.7,28.1,23.5,27.8,115.7,99.1,144.1
01,033,9,1294,1246,1,20,10,3,0,0,14,980,950,1,9,7,3,0,0,10,413,75.9,502.3,82.4,375,114.7,475.8,111.3,329.2,93.9,312.7,106.4,329.3,81.7,95.2,94,96.8,393.9,323.8,488.8
01,035,1-1,192,65,127,0,0,0,0,0,0,160,59,101,0,0,0,0,0,0,40,85.9,37.1,83,40,77,32,86.9,32,70.9,24,77,29,71.4,81.1,73,85,40,28.5,34.300000000000004
01,035,10-1,434,233,181,3,10,0,0,0,7,356,199,144,2,8,0,0,0,3,142.4,102.6,112.3,87,139.6,99.2,110.9,89.4,87.6,70.8,80.8,73.5,77.7,70.8,101.3,71.7,88,140.9,82,111.4
01,035,10-2,165,156,2,0,3,0,0,0,4,137,132,2,0,3,0,0,0,0,72.7,10.5,84.1,16.9,73.8,12.4,79.5,21.7,55.6,17.9,52.1,20.900000000000002,55.6,15,11.3,17.9,19.1,73.2,54.6,81.8
01,035,11-1,1012,647,333,22,3,3,0,0,4,806,542,236,19,3,3,0,0,3,325.9,140.6,301.9,145.3,307.2,144.1,288.2,155.3,206.2,121.5,191.4,132.6,195.4,119.8,142.3,124.3,150.3,316.6,197.7,295.4
01,035,11-2,434,339,85,3,0,4,0,0,3,336,270,59,2,0,4,0,0,1,134,60.3,123.8,62.1,126.9,61,118.4,66.3,84.7,52.1,78.6,56.6,80.1,51.4,60.6,53.3,64.5,130.3,81.1,121.2
01,035,11-3,1818,266,1509,31,3,0,0,1,8,1206,225,950,23,3,0,0,0,5,144,588.4,134.6,521.7,151,561.9,126.2,529.2,102.3,390.9,84.1,405.09999999999997,85.5,395.1,575.4,396.6,526.1,147.9,90.1,130.5
01,035,11-4,804,147,614,35,0,2,0,0,6,558,125,403,24,0,2,0,0,4,69.4,208.29999999999998,60.4,196.9,68.7,202.4,53.2,201.6,52.1,169,45.5,173.7,46.3,167.1,205.3,169.6,199.20000000000002,69.2,48.1,56.9
01,035,12-1,465,134,330,0,0,0,0,0,1,377,114,262,0,0,0,0,0,1,75.2,187.79999999999998,71,167,79.2,169.5,68.8,162,51.4,145,47.199999999999996,150.4,47.199999999999996,150.3,178.7,148.7,164.8,77.2,48.4,69.7
01,035,13-1,831,465,344,1,0,2,0,0,19,632,383,236,1,0,2,0,0,10,227.3,174.7,232.3,208.29999999999998,225.3,177.7,219.5,224.5,159,147.3,152.8,156.1,159,144.3,176.3,148.7,215.8,226.6,157.4,225.5
01,035,14-1,244,121,122,0,0,0,0,1,0,172,88,84,0,0,0,0,0,0,55.2,81.5,59.7,85.5,47.8,80.5,58.5,86,41.199999999999996,61.8,36.3,65.8,38.2,60.7,81.10000000000001,62.599999999999994,85.7,51.5,38.4,59.1
01,035,14-2,168,44,121,0,0,0,0,1,2,130,34,94,0,0,0,0,1,1,19.099999999999998,50.400000000000006,14.700000000000001,50.9,19.9,44.4,14.2,52.3,9.7,43.5,8.8,43,8.8,43.5,47.4,43.5,51.699999999999996,19.2,9,14.6
01,035,15-2,432,279,139,3,4,0,0,0,7,354,238,106,2,3,0,0,0,5,150,46,150,45,152.1,43.800000000000004,139.2,59.9,117.1,51.8,114.2,54.300000000000004,119,47,44.6,51.1,52.6,150.79999999999998,117,144.4
01,035,16-1,244,113,127,1,1,1,0,0,1,206,99,104,1,0,1,0,0,1,65.7,81,64.8,70.5,70.1,75.5,60.5,71,49.7,64,42.5,68.8,46.8,65.6,78.2,65.8,70.7,67.4,46.6,62.2
01,035,2-1,547,395,139,7,1,1,0,0,4,438,326,102,4,1,1,0,0,4,211.5,67,235,72.7,188.70000000000002,74.1,231.4,77.6,164.7,59.5,147.2,73.4,154.2,59.5,70.7,64,74.9,200,155,233
01,035,2-2,118,87,31,0,0,0,0,0,0,92,72,20,0,0,0,0,0,0,46.3,17.3,43.9,12.6,41.199999999999996,17.5,42.8,13.6,37.1,13.4,33.8,15.5,35.9,13.4,17.4,14.1,12.9,43.8,35.5,43.4
01,035,3-2,328,125,192,3,2,0,0,0,6,238,97,135,1,2,0,0,0,3,69.8,106.4,74.4,103.9,70.5,99.9,73,103.9,52.3,85.6,46,90.5,49.2,85.6,103.5,87,103.9,70,49,73.9
01,035,4-1,772,195,553,18,1,0,0,0,5,606,163,426,12,1,0,0,0,4,110,379.1,96.3,391.5,108.8,363.8,93.8,391.5,81.5,302.1,69.4,307.3,72.5,303.40000000000003,371.6,303.9,391.5,109.4,74.4,94.9
01,035,4-2,440,185,249,4,1,0,0,0,1,356,152,199,4,0,0,0,0,1,79.5,163.8,97.5,172.6,71.2,161.9,98.9,172.6,60.2,143.2,55.7,148.1,59.5,140.6,162.9,143.6,172.6,75.2,58.5,98.3
01,035,4-3,222,93,120,9,0,0,0,0,0,165,80,79,6,0,0,0,0,0,45.9,74.6,48.7,77.1,40.4,73.5,47.6,77.7,34.2,57.2,30.400000000000002,60.7,31.700000000000003,56.4,74,58,77.4,43.199999999999996,31.900000000000002,48
01,035,5-1,376,352,14,0,5,0,0,1,4,291,281,7,0,3,0,0,0,0,156.6,13.1,164.1,11.4,148.3,16.8,157.2,20,115.10000000000001,14.5,116.1,11.7,116.4,10.3,15,12.1,16,152.6,116.1,160.5
01,035,5-2,281,265,10,1,1,1,0,1,2,215,204,7,1,1,1,0,1,0,141.6,8.6,144.9,6.3,133.7,10,140.1,8.7,106.69999999999999,6.6,102,11.7,107.30000000000001,4.5,9.4,7.6,7.5,137.5,105.2,142.5
01,035,5-3,421,406,7,2,2,1,0,0,3,337,327,4,1,1,1,0,0,3,236,14,253.3,19.7,229.3,10.9,242.1,31.7,163,10.9,159.1,12.9,160.2,9.8,12.5,11,25.7,232.7,160.8,247.8
01,035,6-1,961,697,242,4,3,0,0,1,14,766,549,201,2,3,0,0,0,11,340.5,138.4,360.4,105.5,313.9,147.7,349.3,115.9,244.9,112,214.9,131.9,230.3,112.7,142.7,118.6,110.6,326.4,229.7,354.1
01,035,6-2,163,58,103,0,2,0,0,0,0,129,45,83,0,1,0,0,0,0,23.1,61.6,21.5,57.1,22.1,60.5,20.3,57.8,14.1,50.4,12.1,52.8,12.9,50.1,61,51.2,57.5,22.5,12.9,20.7
01,035,7-1,111,58,52,1,0,0,0,0,0,100,55,45,0,0,0,0,0,0,36.5,14.5,33.4,19.2,36.5,13.9,29.6,22,29.6,13.4,27.1,14.5,29.6,10.8,14.3,13.2,20.6,36.5,29.1,31.1
01,035,7-2,259,177,80,2,0,0,0,0,0,209,139,68,2,0,0,0,0,0,66.2,50.9,71.8,38.3,66.9,45.7,69,42.9,57.6,42,54.6,45,55.8,41.4,48.2,42.8,40.7,66.4,56,70.3
01,035,7-3,282,63,217,0,2,0,0,0,0,226,51,174,0,1,0,0,0,0,22,99,19.2,89.60000000000001,21.3,98.7,17.5,91.10000000000001,15.9,80.89999999999999,14,82.2,15,80.7,98.8,81.2,90.3,21.7,15.1,18.3
01,035,8-1,468,410,36,7,0,2,0,0,13,390,351,24,6,0,2,0,0,7,220.8,25.1,234.5,28,217.1,28,223,38.5,174,30.5,161.9,39,174.4,21,26.6,30.5,33.3,218.9,170.9,227.9
01,035,9-2,236,189,43,4,0,0,0,0,0,198,162,36,0,0,0,0,0,0,90.2,28.8,96,19.8,86.9,33,90.2,26,74.10000000000001,14.1,71.3,19,73,15.2,30.8,16.1,22.8,88.4,72.8,92.7
01,037,0108,10,6,4,0,0,0,0,0,0,10,6,4,0,0,0,0,0,0,5.1,1,5.6,0.8,4.9,1.2,5.6,0.9,4.4,1.1,4.5,1.1,4.6,0.9,1.1,1,0.9,5,4.5,5.6
01,037,0111,808,718,83,3,1,1,0,0,2,687,614,66,3,1,1,0,0,2,351.1,70.4,379.7,60.4,337.40000000000003,85.2,380.6,66.4,304.2,74.6,305.9,74,314.1,62.8,77.6,70,63.1,344.5,307.7,380.1
01,037,0302,1213,795,347,44,3,0,0,0,24,944,646,258,27,3,0,0,0,10,268.3,228.2,284.5,226.9,272.2,219.1,277.2,233.4,219,193.9,201.2,208.6,209,193.9,222.9,198.4,230.4,270.5,209,280.6
01,037,0306,446,140,300,4,0,2,0,0,0,359,119,237,2,0,1,0,0,0,102.5,86.3,109.2,85.3,103.7,82.8,105.7,88.2,83.3,73.39999999999999,77,79.3,79.89999999999999,73.39999999999999,84.3,75.4,86.9,103.2,79.89999999999999,107.5
01,037,0401,630,296,312,5,8,0,0,5,4,472,229,232,3,6,0,0,0,2,62,198.3,61.699999999999996,200.1,70.2,190.1,61.8,201.1,55.3,158.2,50.1,162.4,52.9,158,194.1,159.20000000000002,200.6,66.2,52.9,61.699999999999996
01,037,0404,1452,259,1169,13,4,0,0,0,7,1139,235,885,11,4,0,0,0,4,147.7,481.8,146.4,485.2,167.5,462.2,147,488.1,130.8,384,119.7,392.6,126.4,382.3,471.7,385.8,486.3,157.3,126.3,146.8
01,037,0420,516,386,115,3,3,1,0,1,7,390,300,79,1,3,1,0,1,5,143,59.199999999999996,163.8,61.9,148.2,60,161.2,65,109.2,39,104,41.8,102.8,43.1,59.6,41.1,63.1,146,104.8,162.5
01,037,0603,262,235,21,0,0,1,0,0,5,208,184,20,0,0,1,0,0,3,128.5,22.4,139.1,21.099999999999998,124,28.3,137.1,25.8,101.2,21.099999999999998,98.6,23.900000000000002,105.3,16.6,25.2,20.7,23.1,126.4,101.7,138.2
01,037,0614,137,131,6,0,0,0,0,0,0,101,97,4,0,0,0,0,0,0,62.4,10.799999999999999,67.5,10.299999999999999,60.2,13.8,66.7,12.5,49.1,10.299999999999999,47.8,11.6,51,8.1,12.3,10.1,11.3,61.3,49.3,67.1
01,037,0625,5,5,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,3.1,0.5,3.3,0.5,3,0.7,3.3,0.6,2.4,0.5,2.4,0.6,2.5,0.4,0.6,0.5,0.6,3,2.4,3.3
01,037,0710,169,99,67,3,0,0,0,0,0,146,81,62,3,0,0,0,0,0,67,23,65.5,23.1,66.1,22.7,64.9,25,56.8,20.7,53.4,23.400000000000002,55.5,19.8,22.8,21.400000000000002,24,66.6,55.300000000000004,65.2
01,037,0712,873,637,221,11,2,0,0,0,2,734,540,182,10,1,0,0,0,1,337.2,115.2,328.4,115.9,332.9,114.5,325.90000000000003,124.8,286.8,104.3,268.5,118.1,279.3,99.3,114.8,107,119.9,335.59999999999997,278.7,327
01,037,0721,33,20,12,0,0,0,0,0,1,25,17,7,0,0,0,0,0,1,11.4,3.9000000000000004,11.2,3.9000000000000004,11.3,3.9000000000000004,11.100000000000001,4.3,9.8,3.5999999999999996,9.3,3.9000000000000004,9.5,3.3,3.9000000000000004,3.7,3.9000000000000004,11.4,9.5,11.100000000000001
01,037,1117,874,843,5,13,2,1,0,1,9,692,667,5,11,1,1,0,0,7,362.1,18.5,415,22.6,359.1,28.1,399.7,33.1,299.1,23.3,296,26.3,303.8,13.200000000000001,23.4,21.2,27.900000000000002,360.6,299.5,407.2
01,037,1205,230,223,0,1,2,0,0,0,4,174,168,0,1,2,0,0,0,3,89.1,5.7,96.5,5.3,88.5,7.1000000000000005,95.39999999999999,7.8,70.9,7.1000000000000005,69.3,8.1,71.60000000000001,5.5,6.4,7,6.5,88.7,70.6,95.9
01,037,1215,225,208,16,0,0,0,0,0,1,186,174,11,0,0,0,0,0,1,95.4,6.1000000000000005,103.1,5.7,94.7,7.6,101.8,8.3,75.9,7.5,74.2,8.6,76.5,5.7,6.6,7.5,6.8,95.1,75.60000000000001,102.7
01,037,1216,1230,1162,45,3,11,0,0,0,9,993,941,33,3,8,0,0,0,8,509,32.3,550.4,29.6,504.9,39.9,544.5,45,404.4,39.3,395.3,46.2,409,30.5,36,39.1,37.1,506.9,403.1,547.6
01,037,1223,54,54,0,0,0,0,0,0,0,47,47,0,0,0,0,0,0,0,24.099999999999998,1.7,26.1,1.3,23.799999999999997,1.9,25.700000000000003,2.1,19.1,1.9,18.8,2.2,19.4,1.4000000000000001,1.8,1.9,1.8,23.9,19.1,26
01,037,1224,55,52,0,3,0,0,0,0,0,38,37,0,1,0,0,0,0,0,19.5,1.2,21.1,1.2,19.299999999999997,1.5,20.9,1.7,15.5,1.5,15.200000000000001,1.7,15.7,1.2,1.4,1.5,1.4,19.299999999999997,15.5,21
01,037,1318,284,268,13,1,1,0,0,0,1,224,211,10,1,1,0,0,0,1,121.9,12.1,134.2,20,116.8,17.2,133.1,22.4,82,17.2,83.2,15.8,82,15.8,14.6,15.8,20.8,119.4,82,133.9
01,037,1513,206,196,9,0,0,0,0,0,1,157,147,9,0,0,0,0,0,1,89.6,10.6,96.9,11.1,92.6,9.2,93,15.3,79.7,10.6,78.5,12.200000000000001,81.4,7.4,9.6,10,13,90.8,79.7,95
01,037,1519,15,15,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,8.5,1,9.2,1,8.9,0.9,8.9,1.5,7.6,1,7.5,1.2,7.7,0.6,0.9,0.9,1.3,8.6,7.6,9.1
01,037,1522,258,249,3,0,1,1,0,0,4,225,216,3,0,1,1,0,0,4,128.3,15.5,139.2,15.8,132.9,13.5,133.6,21.9,114.1,15.5,112.5,17.5,116.9,10.3,14.3,14.8,18.5,130.5,114.1,136.6
01,037,1707,1077,547,403,114,2,7,0,0,4,837,442,301,83,2,6,0,0,3,221,162,251.1,169.6,217,159.8,235,184,187.9,139.1,186.9,135.9,186.9,132.1,161.1,135.9,176.6,218.8,186.9,242.70000000000002
01,037,1909,477,60,405,9,0,0,0,0,3,361,43,311,4,0,0,0,0,3,22,214.1,23,218.9,19,216.1,21.1,220.1,17.1,174,14.9,177,13.9,167.1,215.2,172.7,219.5,20.5,15.1,21.8
01,039,1,10516,7649,2391,189,47,87,0,7,146,8020,6069,1676,125,41,61,0,0,48,2922.6,1054.5,2964.3,1158.5,2874.6,1112.2,2871,1259,2120.6,939.6,2038.3999999999999,1008.5,2133.9,891.4,1083.3,945.5,1209.3,2897.8,2099.1,2917.9
01,039,10,647,603,27,3,8,0,0,0,6,523,491,21,3,4,0,0,0,4,300.4,32.8,375.1,18.8,284.4,39.300000000000004,362.9,35.5,268.5,17.6,263.5,21.4,264.6,17.900000000000002,35.7,18.8,26.900000000000002,293.1,265.6,369.8
01,039,11,917,897,8,6,0,4,0,0,2,735,720,6,4,0,3,0,0,2,353.3,21.7,390.7,24.7,323.8,30.6,381.3,34.2,258.8,24.1,247.7,34.2,259.5,20.2,26.3,25.8,29,338.7,255.8,386.3
01,039,12,825,765,48,5,5,0,0,0,2,640,601,31,4,2,0,0,0,2,336.9,30.1,361,36.7,318.9,37.9,348,52.2,214.6,25.900000000000002,203.8,35.4,217.5,23,33.2,27.6,44.1,328.1,212.4,354.3
01,039,13,625,588,3,16,17,0,0,0,1,474,452,1,10,10,0,0,0,1,237.2,13.200000000000001,286.2,14.4,228.1,18.9,275.9,22.5,180.6,9.200000000000001,169.3,20.2,172.6,10.5,15.8,12.9,18.7,232.4,173.9,281.3
01,039,14,839,798,28,4,4,0,0,0,5,665,634,22,2,2,0,0,0,5,295.90000000000003,35.7,367.7,30.6,282.6,40.9,353.5,47.3,253.7,31.5,237.4,44.3,253.79999999999998,29.6,38,34.6,38.4,290.1,248.7,361
01,039,15,1201,1126,60,1,2,1,0,0,11,1012,948,52,1,2,1,0,0,8,490.3,81,594.2,70.7,461.3,106.8,569.5,97.3,393.8,73.9,375.6,92.3,391.9,68.1,93.3,77.7,83.8,475.2,387.5,581.6
01,039,16,2095,1968,67,23,11,8,0,3,15,1620,1533,56,14,6,7,0,0,4,1017.9,74.6,1139.6,92.7,973,106.3,1110.9,129.1,768.5,75,736.2,101.2,757.4,78.6,91.3,84.6,110.7,995.3,754.1,1125.5
01,039,17,891,836,39,5,1,2,0,0,8,663,626,26,3,1,2,0,0,5,311.4,35.2,367,36.2,307.3,45.1,361.2,42.6,247.3,38.7,241.3,42.800000000000004,250.5,31.6,40.1,38,39.5,309.6,246.6,364.3
01,039,18,1182,851,278,23,6,2,0,0,22,934,687,213,19,6,1,0,0,8,301.6,133.1,345.6,157.9,286.6,138.2,342,162,220.1,123.2,215.8,126,227.8,114.6,135.6,121.7,160,293.4,220.2,343.6
01,039,19,543,529,2,10,0,0,0,0,2,429,418,2,9,0,0,0,0,0,239.2,16,290.3,28.5,214.5,25,281.2,41.6,188.8,23,179.8,28.5,189.8,17,20.2,23,35.3,226.2,186.5,286
