state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,pre_20_rep_tru,pre_20_dem_bid,uss_18_rep_fis,uss_18_dem_ray,uss_20_rep_sas,uss_20_dem_jan,gov_18_rep_ric,gov_18_dem_kri,atg_18_rep_pet,sos_18_rep_evn,sos_18_dem_dan,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20,ndv,nrv
31,001,10P,392,389,1,0,0,1,0,0,1,307,306,1,0,0,0,0,0,0,135.5,20.900000000000002,170.6,25.400000000000002,93.6,30.8,153.4,9.9,97.4,30.7,92.1,91.6,25.900000000000002,20.900000000000002,30.3,18.7,135.5,93.4,159.9,25.400000000000002,120.4
31,001,10W,1350,1170,18,122,6,19,0,0,15,1057,936,10,89,3,13,0,0,6,301.7,196.4,288.2,232.7,188.5,189.1,303.1,115.2,209.8,183.4,259.8,197.9,174.3,196.4,182.2,173.8,301.7,213.3,296,182,249.9
31,001,11W,1558,1347,8,168,6,20,0,0,9,1196,1070,5,105,3,9,0,0,4,399.9,186.5,423.6,245,248,187.3,431.3,158.3,282.5,188.2,342.2,256.1,193.2,186.5,189.1,201.3,399.9,282.4,427.5,193,340.6
31,001,12W,299,282,0,7,0,6,0,0,4,226,219,0,3,0,3,0,0,1,108.2,52.7,106,70.9,87.9,57.8,120.5,28.2,95.9,52.3,112.8,94.5,46.4,52.7,52.2,49.5,108.2,97.89999999999999,113.3,51.3,103.60000000000001
31,001,13W,1723,1652,2,22,9,36,0,1,1,1312,1259,0,19,6,26,0,1,1,824,288.9,964.8,433.6,653.2,312.4,991.2,244.5,705.6,295.5,813.8,703.9,257.8,288.9,288.8,338.8,824,718.9,977.9,305.3,808.3
31,001,14W,1324,1108,10,158,1,26,0,0,21,988,868,5,87,1,17,0,0,10,287,182.1,275.8,192.9,170.6,173.5,282.8,112.2,193.9,161.1,261.7,180.4,157.8,182.1,164.2,153.3,287,201.5,279.7,163,235.6
31,001,15W,1328,1249,0,39,1,22,0,1,16,1023,978,0,23,1,14,0,1,6,419.9,211.3,503.1,281,317.1,221.2,515,175.1,345.2,210.8,419.7,338.9,195.5,211.3,209.29999999999998,228,419.9,355.1,509.3,215.8,408.2
31,001,16W,958,876,7,42,4,7,0,4,18,770,704,6,35,3,7,0,2,13,168.8,112.8,168.8,155.9,106.1,105,167.2,84,116.7,105,150.6,111.8,102.60000000000001,112.8,104.9,120.2,168.8,120.9,168,110.7,141.4
31,001,17W,2687,2403,35,193,1,21,2,1,31,2232,2033,31,128,1,17,1,1,20,573.9,245.7,625.7,284.2,376.3,246.6,602.9,196,411.2,234.8,520.9,399.4,223.2,245.7,234.8,239.8,573.9,427.2,614,238.79999999999998,501.4
31,001,1P,1155,1119,2,20,5,5,0,0,4,833,822,1,6,2,1,0,0,1,535,60.4,555.7,84.2,351,83.3,506,55.8,381.2,72.7,412.40000000000003,365.9,72.4,60.4,74.9,70.2,535,376.5,528.1,72.4,444.8
31,001,1W,2587,1825,40,613,13,64,1,1,30,1807,1368,19,352,6,46,1,0,15,505.9,180.9,589.7,257,349.1,177.4,570,195.5,386.5,168.8,436.4,378.2,167.1,180.9,169.4,225.5,505.9,386.9,580,191.5,459.2
31,001,2E,1418,1206,14,131,7,43,2,2,13,1020,904,6,69,4,31,2,0,4,368.5,140.4,383.7,152.1,228.6,122.9,380.1,107.7,254.5,121.2,300.6,241.4,117.9,140.4,121,129.5,368.5,256.4,381.8,127,308.2
31,001,2P,241,232,2,6,1,0,0,0,0,193,186,2,4,1,0,0,0,0,122,19.3,131.9,22.7,93.1,20.1,118.2,12.2,103.60000000000001,13.1,102.7,94.3,16,19.3,16.400000000000002,18.400000000000002,122,96.7,124.7,18.3,110.2
31,001,2W,1959,1633,39,218,17,24,2,2,24,1426,1239,21,125,12,15,2,2,10,378.2,143.5,400.2,186.5,225.7,150.9,394.7,130.8,259,142.5,323.8,266.7,123.7,143.5,139.9,157.8,378.2,268.5,397.3,145.4,321.3
31,001,3P,999,947,1,26,4,5,0,8,8,737,711,0,15,2,1,0,5,3,388.5,72.5,421.7,97.5,291.4,90,408.5,53.9,334.8,64,343.9,319.3,60.7,72.5,73.5,76.4,388.5,322.6,413.7,73.7,357.8
31,001,3W,1651,1243,10,350,8,12,0,4,24,1374,1142,9,195,8,9,0,3,8,260.2,152.4,247.8,181.2,171.20000000000002,121.3,280.8,117.7,193.1,109.4,238.7,184.9,109.5,152.4,112.4,149.6,260.2,196,264.2,132.8,225.9
31,001,4P,651,628,1,15,2,4,0,0,1,482,472,1,5,2,1,0,0,1,289.7,39.2,328.4,48.800000000000004,213.20000000000002,40.300000000000004,304.7,39.1,224,39.2,219.4,215,29.3,39.2,38.1,42.7,289.7,217.5,319.1,39.7,256.5
31,001,5P,960,934,0,14,1,5,0,1,5,737,721,0,9,1,4,0,0,2,463.4,96.6,467.1,129.9,338.8,100.1,462.8,69.4,358.4,86.5,380.2,344.1,85.6,96.6,90.2,100,463.4,354.9,465.1,95,402
31,001,5W,291,197,0,75,2,12,0,0,5,201,150,0,38,2,7,0,0,4,72.6,27.599999999999998,75.60000000000001,29.8,45,24.099999999999998,74.89999999999999,21.2,50,23.9,59.199999999999996,47.5,23.099999999999998,27.599999999999998,23.8,25.3,72.6,50.400000000000006,75.3,25,60.6
31,001,6P,505,474,4,21,0,5,0,0,1,473,443,4,20,0,5,0,0,1,107.8,38.3,139.3,50.9,75.4,32.9,137,34.1,84.5,30.1,96.6,78.9,30.8,38.3,31,42.5,107.8,84.3,138.2,36.2,103.3
31,001,6W,1635,1561,1,40,0,23,2,0,8,1157,1116,0,19,0,16,2,0,4,676,224.1,735.5,258.4,502.2,217,752.4,149,531.1,211.7,606.7,518.4,187.8,224.1,205.4,203.9,676,540.1,744,207.7,617.5
31,001,7P,383,379,0,3,1,0,0,0,0,283,281,0,1,1,0,0,0,0,157.6,26.1,159.6,17.9,112.4,12.5,157.6,10,113.9,15.8,108.7,102.8,16,26.1,15.8,13.6,157.6,109.60000000000001,157.9,16,130.2
31,001,7W,1296,1158,6,83,6,33,0,2,8,993,909,2,46,5,25,0,0,6,379.5,140,387.8,170.2,259.2,135.2,380.9,109,270.8,140,320.8,260.4,131,140,135.2,138.8,379.5,277.7,383.8,137.3,322.4
31,001,8P,520,515,0,5,0,0,0,0,0,391,388,0,3,0,0,0,0,0,220.9,17.7,257.3,27.4,151.1,35.8,239.7,17.7,174.1,17.7,156.4,144.3,24.7,17.7,24.900000000000002,21.6,220.9,156.4,246,23.7,193.6
31,001,8W,1462,1413,3,17,2,19,0,1,7,1133,1109,1,7,2,11,0,1,2,567.4,225.8,629.1,293.2,459.8,226.6,639.4,149,481.1,216.8,562,471.3,196.7,225.8,213.5,221.2,567.4,493.7,634,217.9,544.2
31,001,9P,665,657,0,5,1,1,0,0,1,459,453,0,4,1,1,0,0,0,272.9,42.4,323,76.6,192.7,59.1,305.6,55,204.3,55.5,230.2,193.1,52.7,42.4,55.4,63.4,272.9,206,315.9,55.5,248.3
31,001,9W,1367,1150,15,151,6,23,0,2,20,1037,892,9,101,5,17,0,0,13,304.9,157.5,325,205.3,188.7,162.3,314.6,134.3,203.9,163.3,270.8,201.5,158.9,157.5,161.7,169.7,304.9,216,319.4,163.4,258.6
31,003,1P,601,583,2,13,0,0,0,0,3,463,454,0,9,0,0,0,0,0,252.4,31.3,270,45.300000000000004,185.2,47.1,252,37.9,194.7,48.1,206.5,185.2,40.1,31.3,46.3,40,252.4,192.1,258.9,41.4,222.29999999999998
31,003,1W,324,310,1,4,1,1,0,1,6,245,238,0,1,1,1,0,0,4,103.5,24.8,113.89999999999999,32.4,82.1,23.2,117.2,21.900000000000002,82.1,23.2,86.4,76.1,24.8,24.8,23.5,27.3,103.5,81.7,114.89999999999999,24.6,94.3
31,003,2P,241,236,0,4,1,0,0,0,0,197,195,0,1,1,0,0,0,0,118.1,16.8,118.2,16.8,87.4,13,107,8.6,90.3,19.1,90,87.4,16.8,16.8,16.8,13.8,118.1,88.5,111.8,16.5,98.9
31,003,2W,737,685,1,38,2,6,0,0,5,586,567,1,11,1,2,0,0,4,236.3,47.2,286.6,69.3,179.7,43.1,267.9,55.1,187.5,43.1,196,169.3,39.2,47.2,42.6,61.6,236.3,183.6,275.4,48.8,216.6
31,003,3P,661,643,3,3,0,11,0,0,1,491,488,1,1,0,1,0,0,0,286.4,21.1,328.2,32.1,213.70000000000002,21,277.3,29.200000000000003,215.70000000000002,31.8,217,201,40.9,21.1,31.5,30.1,286.4,215.4,302.59999999999997,29.3,246.1
31,003,3W,862,827,3,29,0,0,0,2,1,646,627,3,16,0,0,0,0,0,341.8,60,353.2,58.9,239.9,64,320.8,46,244.4,70.3,262,236.8,56.8,60,64.1,51.5,341.8,245.3,336,59.699999999999996,286
31,003,4P,940,876,2,53,0,2,0,2,5,651,614,1,30,0,2,0,1,3,368.3,27.1,433.2,38,282.2,41,378.59999999999997,44.2,289,41,260.5,260.4,27.1,27.1,38.3,39.300000000000004,368.3,275.5,402.4,36,325.5
31,003,4W,331,322,0,5,0,0,0,0,4,267,260,0,4,0,0,0,0,3,124.2,21.3,159.9,18.4,102,16.4,154.4,9.6,101,20.5,102.8,99.3,17.4,21.3,17.6,13.6,124.2,101.3,157.3,16.9,120.8
31,003,5P,481,474,3,1,1,0,0,0,2,394,390,1,1,0,0,0,0,2,217.8,32.5,237.2,40.3,164,33.6,222.5,33.1,163.1,39.2,158.9,157.1,33.5,32.5,34.2,35.5,217.8,159.6,227.3,34.2,187.1
31,003,5W,330,328,0,1,0,0,0,0,1,255,254,0,1,0,0,0,0,0,154.6,26.3,194.6,21.900000000000002,140.1,19.599999999999998,185.5,18.1,137.2,23.9,139.6,126.1,23.8,26.3,22.7,20.2,154.6,135.5,190.1,22.1,154.1
31,003,6P,391,375,0,10,0,0,0,4,2,292,284,0,7,0,0,0,1,0,200.1,25.400000000000002,215.9,24.7,147.9,17.7,200.6,12.700000000000001,150.20000000000002,16.900000000000002,133.3,136.2,16.5,25.400000000000002,16.900000000000002,20.8,200.1,140,205.5,17.7,171
31,003,7P,544,517,4,17,4,0,0,0,2,419,405,1,8,4,0,0,0,1,215.1,29,236,29.1,154.8,33.4,214.9,19.4,154.8,41.9,167.5,142.9,41.9,29,39.9,23.2,215.1,154.8,224,33.7,184.8
31,003,8P,242,242,0,0,0,0,0,0,0,205,205,0,0,0,0,0,0,0,114.1,21.1,140.2,24.2,79.9,21.1,132.2,17.2,88.9,20.5,82.1,73.4,21.7,21.1,21.1,20.8,114.1,82,138.4,20.900000000000002,102.5
31,005,1P,460,435,0,19,2,1,0,0,3,335,324,0,7,2,1,0,0,1,244.7,17.900000000000002,260.9,21.3,201.4,23.3,228.4,21.3,196.6,31.8,199.8,191.1,19.1,17.900000000000002,23.7,21.3,244.7,197.2,244.7,21.9,217.2
31,007,1P,690,656,0,26,3,0,0,0,5,536,515,0,16,3,0,0,0,2,357,18.6,365.4,44.800000000000004,265.2,37.3,332.2,37.3,251.79999999999998,59.8,284.2,270.1,37,18.6,43.5,43.5,357,268,347.6,37.6,303.4
31,009,1,478,474,1,0,0,0,0,0,3,361,359,1,0,0,0,0,0,1,275.9,31,282.4,35.9,221.8,35.3,220.6,35.9,216.1,49.3,211.1,202.1,35.3,31,38.300000000000004,35.9,275.9,214.29999999999998,251.1,36.1,234
31,011,1P,627,613,0,7,3,0,0,0,4,480,473,0,3,1,0,0,0,3,374.8,62.5,370.4,59,304.6,76.5,319.4,48.1,322.4,79,308.4,270,83,62.5,79.5,52.7,374.8,300.5,345.7,69.8,323.5
31,011,2P,174,169,0,4,0,1,0,0,0,131,129,0,2,0,0,0,0,0,84.2,17.8,83.4,13,78.6,12.200000000000001,73.8,5.6000000000000005,86.9,11.6,73,65.7,13.1,17.8,12.200000000000001,10.200000000000001,84.2,74.6,78.6,12.200000000000001,78.6
31,011,3P,303,291,0,10,0,0,0,0,2,210,205,0,3,0,0,0,0,2,95.4,38.7,124,28.4,84,29.7,105,28.4,87.3,28.9,75.3,71.7,29.7,38.7,29.7,28.4,95.4,81.2,114,30.3,92.3
31,011,4P,808,795,2,4,2,2,1,0,2,615,607,2,3,1,0,1,0,1,307.5,41.8,393.5,74.1,210.7,49.7,356.59999999999997,48.9,225,48.9,227.7,210.7,37.800000000000004,41.8,48.2,61.5,307.5,216.9,372.4,51.1,274.3
31,011,5P,927,906,2,12,5,1,0,0,1,706,698,0,6,1,0,0,0,1,357,49.6,483.6,68.1,245.6,54.5,447.1,39.7,266.3,50.5,275.4,248.9,45.2,49.6,50,54.6,357,259.9,465.7,50.3,333
31,011,6P,943,925,0,16,0,2,0,0,0,734,724,0,8,0,2,0,0,0,367.4,60.9,460.2,104.6,259.4,84.2,444.5,67,264.7,83.6,291.7,254.4,70.8,60.9,81.3,84,367.4,265.1,453.5,76.7,335.6
31,011,7P,609,599,7,2,1,0,0,0,0,475,471,3,0,1,0,0,0,0,258.90000000000003,95,263.6,80.1,216.1,89.3,233.1,65.3,239.9,78.8,228,194.2,73.6,95,78.8,72.2,258.90000000000003,218.7,247.20000000000002,79.3,234.1
31,011,8P,248,244,2,0,0,0,0,0,2,179,178,1,0,0,0,0,0,0,143.20000000000002,9.8,131.9,15.1,104.5,17.6,119.2,10.700000000000001,108.2,16.7,100.6,99.3,16.1,9.8,16.7,13.8,143.20000000000002,101.9,125.5,15,115.9
31,011,9P,866,841,10,10,0,4,0,0,1,671,660,5,5,0,1,0,0,0,306,40.4,346.7,57.7,255.8,48,305.3,40.1,268.1,44.8,255.8,238.9,55.8,40.4,48.2,48.1,306,255.6,325.1,46.2,280.7
31,013,15P,1468,1403,3,43,6,1,0,0,12,1105,1072,2,22,3,1,0,0,5,671.8,110,647.9,100.8,450.9,92.6,593,77.2,438.2,128.2,512.8,441.7,113.9,110,110.7,90.10000000000001,671.8,458.3,617.3,108.2,537.5
31,013,3P,1739,1320,7,291,86,5,0,1,29,1306,1073,6,163,50,5,0,1,8,365.6,136,437.5,133.5,268.4,105.6,410.8,116.8,268.4,130.6,317,270.7,115.9,136,116.4,125.6,365.6,281.2,422.9,121.3,333.2
31,013,4P,1349,1256,4,66,5,5,0,0,13,1054,1003,2,38,5,4,0,0,2,542.5,43.7,607.1,82.7,377.8,40.7,586.4,56.7,350.2,73.3,381.7,374.90000000000003,46.5,43.7,51.1,71.4,542.5,373.9,598.3,53.7,462.6
31,013,5P,1432,1252,10,114,32,5,0,0,19,1109,1010,10,63,15,5,0,0,6,468.7,160.6,529.9,188.2,384,136.1,523.7,129.4,359,181.5,445.4,375.3,155.4,160.6,157,158.3,468.7,390,527,158.6,442.3
31,013,6P,1034,917,1,80,15,4,1,0,16,768,706,1,42,10,3,1,0,5,313.2,125.9,358.6,141.5,234.9,116.8,362,116.4,237.3,128.7,283.6,239.9,116.89999999999999,125.9,120.3,128.8,313.2,249.2,360.9,124.7,290.1
31,013,7P,1477,1274,7,136,25,8,0,0,27,1080,978,5,75,11,6,0,0,5,501.3,134.2,627.9,153.6,403.5,119.3,600.6,117.2,378.7,168.8,444.4,397.7,131.8,134.2,139.8,134.2,501.3,405.5,613.4,137.2,479.1
31,013,8P,1640,1234,8,257,90,4,0,0,47,1140,928,6,143,48,2,0,0,13,447.8,131.3,456.1,131.6,282.2,104.9,432.5,116.9,277.7,126.1,327.5,275.3,123.4,131.3,116.8,123.4,447.8,288.7,444.8,122.3,357
31,013,9P,1169,908,9,170,69,1,0,0,12,897,718,6,123,41,1,0,0,8,308.7,122.5,337.8,119,228.6,122.5,329.1,85.2,219,153.9,278.8,231.8,131.9,122.5,136,100.8,308.7,239.2,333,122.5,277.1
31,015,1,809,783,0,7,3,9,0,4,3,642,628,0,5,3,3,0,3,0,406.3,38.6,406.3,44.5,267.9,38.2,340.5,42.4,276.3,53.1,249,235,36.2,38.6,39.800000000000004,43.1,406.3,256.8,376.09999999999997,39.800000000000004,313.09999999999997
31,015,2,761,728,1,17,4,7,0,0,4,595,575,0,9,4,5,0,0,2,368.7,57,378.2,58.2,349.5,60.1,338,35.2,351.7,69.4,318.3,309.1,60.8,57,61.2,48.800000000000004,368.7,331,357.6,58.5,348.9
31,015,3,529,513,0,9,2,1,0,0,4,411,401,0,4,2,1,0,0,3,205.9,33.7,228.1,34.2,178.4,27.5,205.1,12.6,182.6,33.2,163.3,164.8,25.1,33.7,27.7,23.5,205.9,173.1,215.4,28.7,189.6
31,017,1P,1729,1680,2,20,5,4,0,0,18,1329,1307,0,8,2,4,0,0,8,670.1,82.4,707,101.5,558.7,106.4,674.6,69.3,557.5,125.9,592.5,541.3,95,82.4,108.1,84.8,670.1,562.6,690.2,96.4,613.9
31,017,2P,613,606,0,2,1,1,0,0,3,477,474,0,2,0,0,0,0,1,280.6,31.8,315.8,48.3,224.6,39.5,299.9,29.2,228.39999999999998,38.7,232.8,211.9,33.8,31.8,38.5,39.5,280.6,224.5,307.6,38.4,254.70000000000002
31,017,3P,803,786,0,7,3,2,0,0,5,658,651,0,2,1,2,0,0,2,434.1,37.5,449.4,39.5,368.5,43,414.6,28.3,365.6,53.9,356.2,359,30,37.5,42.3,32.1,434.1,363.1,433.3,39.1,394.1
31,019,10P,2232,2160,8,34,1,7,0,6,16,1579,1543,2,18,1,6,0,2,7,1043.1,200.4,1257.6,276,828.6999999999999,205.6,1246.2,153.4,841.5,233.1,912.5,832.6,194.29999999999998,200.4,210.5,215.7,1043.1,853.9,1251.5,210.4,995.7
31,019,11P,1610,1382,37,143,7,12,0,0,29,1148,1058,9,60,1,7,0,0,13,563.2,160.3,620.1,225.29999999999998,412.3,161,621.2,122.5,420.5,167.5,482.7,431,140.3,160.3,155.8,174.3,563.2,436.6,620.4,162.2,506.7
31,019,12P,510,501,0,8,0,0,0,0,1,382,377,0,4,0,0,0,0,1,223.1,45.5,242.6,75.7,158.9,44.9,235.7,41.5,159,51.5,176.4,159,44.4,45.5,45.6,58.4,223.1,162.3,237.5,48.4,192.6
31,019,13P,1242,1189,2,40,0,0,0,0,11,905,877,0,21,0,0,0,0,7,491.40000000000003,87.5,571.6,104.5,342.2,96.7,526.5,81.5,349.1,115.5,392,365.5,84.3,87.5,97.7,91.9,491.40000000000003,362,546.2,92.9,434.2
31,019,14P,1518,1451,2,35,1,17,0,0,12,1273,1236,2,18,0,11,0,0,6,646.9,252.6,738.1,365.7,545.9,249.7,784.6,191.5,547.9,267.1,662.9,548.6,231.9,252.6,249.7,278.5,646.9,576.3,761.3,259.5,639.5
31,019,15P,1318,1212,8,68,0,13,0,1,16,1075,1003,8,47,0,11,0,1,5,358.4,122.60000000000001,355.6,190.2,262.9,132.1,353.1,111.3,264.5,148.9,341.1,264.5,132.1,122.60000000000001,137.5,150.3,358.4,282.3,354.9,139.8,313.6
31,019,16P,1885,1720,25,110,1,16,0,3,10,1500,1407,12,59,1,14,0,2,5,492.7,261,538.1,294.8,339,236.8,536.8,196.8,348.1,266.3,475.3,372.7,220.4,261,241.4,245.8,492.7,383.8,537.5,246.5,443.3
31,019,17P,1367,1216,19,92,1,19,0,1,19,1064,975,13,54,1,13,0,1,7,307.7,129.5,358.9,163.5,205.4,119.9,371.2,100.1,221.6,120.8,277,219.6,114.3,129.5,118.3,132.1,307.7,231.29999999999998,365,124.4,280.1
31,019,18P,2228,1782,4,385,8,12,0,5,32,1619,1366,3,222,6,9,0,1,12,468.3,196.6,546.4,248.70000000000002,312.4,182.1,565.8,152.6,337.5,183.4,421.9,334.3,173.7,196.6,179.7,200.7,468.3,351.7,556.1,189.4,426.7
31,019,19P,1801,1490,20,240,7,12,1,2,29,1332,1156,13,140,6,9,1,0,7,398.4,163.8,476.1,196.3,275.3,145.3,463.9,133.7,288.2,154.6,352.2,288.1,144.5,163.8,147,164.7,398.4,302.7,470.2,155.3,363.3
31,019,1P,422,392,1,15,0,1,0,2,11,323,302,1,10,0,1,0,2,7,209.8,21.1,236.1,28.5,158.6,24.1,217.20000000000002,16.4,162.4,27.900000000000002,156.8,157.6,20.8,21.1,24.1,22.1,209.8,159.5,226.79999999999998,22.1,186.5
31,019,20P,1106,976,18,74,6,22,0,0,10,915,822,12,48,4,21,0,0,8,200.5,131.7,226.70000000000002,149.1,132.8,126.5,223.7,103.4,141.6,128.3,190.8,142.9,120.1,131.7,125.8,125.7,200.5,151.6,226,126.5,180.4
31,019,21P,1347,1210,11,85,0,30,0,0,11,1073,983,11,50,0,25,0,0,4,197.7,105.9,208.2,136.5,148.6,107.5,215,81.8,148.6,120.2,199.2,152.9,105.5,105.9,110.8,109.6,197.7,162.1,212.5,108.2,181.5
31,019,22P,1525,1260,17,222,10,4,0,0,12,1174,994,15,151,7,4,0,0,3,343.7,144.1,408.3,172,235.8,127.7,397.8,117.6,247.4,136.4,303.6,247.1,127.3,144.1,128.9,144.5,343.7,259.8,403.5,136.8,312.2
31,019,23P,2941,2682,24,187,6,10,0,4,28,2080,1926,15,110,6,9,0,0,14,909.6,277.8,1053.1,489,659.9,346.4,1081.9,269.1,667,372.8,836.1,688,307.6,277.8,343.59999999999997,378.5,909.6,712.5,1068.4,343.7,842.3
31,019,24P,1028,845,18,64,0,89,0,3,9,881,722,16,46,0,88,0,3,6,193.6,126.7,218.1,143.5,128,121.8,215.5,99.1,136.2,123.60000000000001,184.2,137.7,115.2,126.7,120.7,121.1,193.6,146.5,217.3,121.8,173.9
31,019,25P,1717,1655,7,29,1,12,0,0,13,1233,1198,3,20,1,7,0,0,4,931.7,320.9,1158.2,451.6,751.8,320.9,1204.4,226.2,754.6,342.2,906.8,775.7,279.7,320.9,314.2,339.5,931.7,797.1,1181.6,323.2,926.2
31,019,26P,2111,1791,31,131,3,125,2,8,20,1968,1660,31,126,3,122,2,5,19,362.9,192.4,381.6,250.4,271.5,198.6,396.5,150.5,271.5,220.8,365.7,281.09999999999997,191.9,192.4,204.1,200.70000000000002,362.9,297.2,389.4,200.1,333.1
31,019,27P,1426,1276,17,77,4,28,0,4,20,1161,1058,16,50,4,22,0,2,9,553.1,187.2,584.2,262.9,417.1,202.4,604.8,154.2,402.5,232.2,506.7,425.3,180.8,187.2,205.2,208.9,553.1,437.8,594.6,203.2,499.2
31,019,28P,2801,2651,19,79,1,29,0,4,18,2062,1962,13,52,1,19,0,4,11,1169.9,439.4,1273.8,606,909.5,443.1,1345,344.4,898.4,493,1105.2,925.2,403.8,439.4,446.4,475.3,1169.9,959.7,1309,455.1,1089.2
31,019,29P,857,804,3,31,1,12,0,0,6,649,614,3,19,1,10,0,0,2,256.8,93.3,272.3,133.3,192.4,97.8,281.1,81,186.5,112.6,239.2,197.4,89.10000000000001,93.3,99.7,106.9,256.8,203.79999999999998,276.4,101,232.4
31,019,2P,1158,1136,1,8,0,4,0,0,9,847,834,1,6,0,2,0,0,4,517.4,92.2,635.3,111.8,393.8,97.8,608.2,67.9,411.8,98.4,427.7,396.1,78.4,92.2,91.5,88,517.4,405.09999999999997,621.2,90.2,484
31,019,30P,2060,1621,38,267,22,72,0,6,34,1544,1277,34,142,9,68,0,3,11,296.6,154.4,319.9,232.6,212,141.2,328.6,163.3,212,164.3,304.09999999999997,226.9,140.4,154.4,148.9,197.9,296.6,238.7,324.2,165.8,271.8
31,019,31P,822,508,2,291,5,0,0,0,16,574,405,2,159,5,0,0,0,3,208,55.5,260.3,63.5,172.1,38.4,260.3,40,172.1,42,200.3,173.6,40.9,55.5,40.4,52.3,208,179.6,260.3,46.5,206.6
31,019,33P,1016,693,3,307,0,5,0,0,8,691,511,3,167,0,5,0,0,5,248.7,76.6,286.2,100.8,175,75.3,282.4,71.60000000000001,178,73.1,206.5,163.7,73.1,76.6,73.5,86.2,248.7,180.4,284.5,78.2,219.8
31,019,34P,1359,1311,0,27,3,5,0,0,13,1007,989,0,11,2,2,0,0,3,425.3,134.7,507,155.3,384.5,156.3,508.59999999999997,107.8,431.7,147.4,475.9,382.5,147.1,134.7,147.7,133.3,425.3,418.3,507,141.6,444
31,019,35P,1689,1576,11,66,0,18,1,0,17,1297,1229,9,39,0,15,1,0,4,461,195.9,518.4,214.8,352.09999999999997,171.9,525.9,131.8,377.8,175.1,456.1,369,157.9,195.9,168.3,173.3,461,388.9,522.2,174.6,437.1
31,019,3P,568,561,0,6,0,1,0,0,0,450,447,0,3,0,0,0,0,0,238.4,43.4,280.5,50.3,184.3,46.8,266.7,39,185.1,58,203.5,178.6,58.3,43.4,56,42.5,238.4,186.1,272.3,47.9,220.8
31,019,4P,640,624,0,12,2,1,0,0,1,484,477,0,5,0,1,0,0,1,309.8,40.800000000000004,349.3,43.4,240.9,40.5,329,29.7,243.5,45.8,232.79999999999998,229.9,36.8,40.800000000000004,40.5,35.5,309.8,237.6,339,39.6,276.59999999999997
31,019,5P,552,538,0,11,0,0,0,0,3,423,413,0,8,0,0,0,0,2,270.2,48,311.4,53,210,44.9,300.3,33.7,211.9,49.8,214.9,204,39.8,48,45,43.3,270.2,209.6,306,46.3,245.9
31,019,7P,835,795,1,31,3,3,0,0,2,640,621,1,15,1,2,0,0,0,377.7,65,391.7,82.9,279.9,55.9,380,57.7,278.9,60,285.8,269.4,58.2,65,58.2,68.10000000000001,377.7,279.2,386.6,63.6,322.09999999999997
31,019,8P,1516,1275,1,222,6,5,0,0,7,1071,929,1,134,1,3,0,0,3,489.6,137,529.2,167.8,336.2,136.8,535,107.1,357.6,151.1,407.6,357.6,127.9,137,139.1,136.5,489.6,364.09999999999997,533.5,138.5,428.4
31,019,9P,895,845,6,35,2,3,0,1,3,609,584,3,17,1,3,0,0,1,403.3,62.4,521.5,120,305.9,64.9,510,71.5,309.9,72,345.4,317.3,58.6,62.4,64.6,97,403.3,318.1,515.3,72.9,388.2
31,021,1P,317,307,0,5,1,1,0,0,3,246,241,0,3,1,1,0,0,0,152.1,39,161.1,40.8,140.2,32.5,164.8,17.2,134.1,41.8,145.7,127.2,34.5,39,36.1,28.9,152.1,136.8,163.8,35.5,147.6
31,021,1W,612,580,4,3,9,7,0,0,9,471,461,0,1,4,3,0,0,2,279,91.3,294.1,102.2,257.7,74.8,295.1,51.4,244.4,98.8,269.4,233.7,71.8,91.3,82.1,76.3,279,251,294.8,81.8,267.6
31,021,2P,735,645,3,13,60,1,0,0,13,606,543,2,8,46,1,0,0,6,215.1,145.8,206.6,126.9,165.7,117.4,207.4,94.4,158.6,134.4,202.7,146.6,128.9,145.8,127.5,110.7,215.1,169.3,206.7,123.3,184.2
31,021,2W,632,610,2,5,3,4,0,0,8,460,448,2,2,3,3,0,0,2,235.2,69.3,239.5,81.2,214.7,58.4,248,38,211.7,77.9,222,210.1,47.1,69.3,61.2,59.2,235.2,215.5,243.8,62.300000000000004,225.6
31,021,3P,536,514,3,12,1,0,0,0,6,401,392,1,5,1,0,0,0,2,194.4,34,205,40.6,173.6,38.8,197.5,32.9,173.6,44.6,178.1,167,35.3,34,39.8,35.6,194.4,173.6,200.6,38.8,182.6
31,021,3W,907,873,2,12,8,2,0,0,10,694,678,2,6,5,0,0,0,3,247.8,126.9,299,154,210.5,111.5,324,90.8,217.6,122.3,277.7,208.3,118.6,126.9,118.2,121,247.8,228.5,309.8,119.9,254.70000000000002
31,021,4P,460,429,2,17,5,1,0,0,6,355,339,2,6,3,1,0,0,4,177.5,50.3,176,58.2,135.9,49.8,179,35.5,131.5,60.6,153.9,122,60.6,50.3,57.7,47.1,177.5,135.9,177.5,53.7,154.5
