state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,pre_20_rep_tru,pre_20_dem_bid,uss_18_rep_fis,uss_18_dem_ray,uss_20_rep_sas,uss_20_dem_jan,gov_18_rep_ric,gov_18_dem_kri,atg_18_rep_pet,sos_18_rep_evn,sos_18_dem_dan,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20,ndv,nrv
31,055,79P,1170,1012,32,80,9,29,0,0,8,908,815,21,46,2,20,0,0,4,296.5,235.8,316.8,318,235.8,217.5,354.3,184,245.7,228,348.9,243,217,235.8,220.9,251,296.5,268.2,335.4,233.3,291.5
31,055,80P,1531,1389,17,30,1,76,0,0,18,967,885,8,15,1,49,0,0,9,486.9,297.1,517.6,414.5,415.7,255.29999999999998,609.2,211.3,430.8,259.5,531.6,420.8,242.7,297.1,252.4,313.1,486.9,449.7,563.6,279.9,487.6
31,055,81P,1834,1374,172,167,20,29,14,2,56,1269,1039,89,89,8,20,8,0,16,445.40000000000003,336,482.2,452.9,347.5,312.9,534.4,264.40000000000003,364,327.2,513.2,360.9,309,336,316.5,358.7,445.40000000000003,396.4,507.90000000000003,333.9,435.5
31,055,82P,1442,1367,12,16,0,35,0,0,12,1049,1002,6,5,0,30,0,0,6,423.5,428.8,438.9,548.6,451.8,390.4,562.7,224.20000000000002,446.7,412.5,584.8,455.1,366.90000000000003,428.8,389.9,386.7,423.5,484.7,500.8,395.1,480.2
31,055,85P,923,891,6,10,2,5,0,0,9,693,673,3,7,2,4,0,0,4,255.3,327.7,244.1,404,250,301,315.3,187.7,249.7,313.3,366.2,254,291.6,327.7,302,295.7,255.3,279.7,279.5,304.3,277.1
31,055,86P,1077,986,17,22,6,20,0,2,24,805,759,9,14,4,12,0,1,6,288.4,342.6,278.6,428.09999999999997,275.1,319.2,354.9,201.9,276.1,330.9,400.4,276.5,310.6,342.6,320,315,288.4,307.1,316.90000000000003,322.1,307.7
31,055,87P,1175,1091,18,20,1,33,0,4,8,905,854,11,12,1,23,0,2,2,300.3,345.6,308.3,445.7,316.2,317.7,397.4,204.1,315.1,329.5,426.5,314.3,303.7,345.6,316.9,324.9,300.3,343,352.7,324.5,339.7
31,055,88P,701,653,11,15,0,19,0,0,3,558,523,8,10,0,16,0,0,1,247.9,156.1,243.5,204.3,233.79999999999998,129.7,289.2,101.3,234.8,142.9,286.4,231.4,131.7,156.1,134.6,152.7,247.9,246.5,266.5,144.4,252.6
31,055,91P,1460,1357,13,40,0,28,0,2,20,1027,968,6,25,0,20,0,2,6,487.3,332,491.8,438.7,433.4,288,603.5,184.1,436.5,302.5,557.9,434.4,273.5,332,288.1,311.3,487.3,465.6,547.6,303,492.2
31,055,92P,1360,1286,13,19,0,29,0,0,13,1035,990,10,13,0,15,0,0,7,461.8,325.9,442.6,421,428.1,282.4,552.2,171,430.5,297.2,549.5,425.5,271.7,325.9,283.8,295.8,461.8,458.3,497.4,294.9,470.1
31,055,93P,972,909,12,22,0,8,1,2,18,736,696,9,14,0,4,1,2,10,283.4,238.9,295.8,307.4,245.1,237.6,340.6,147.8,245.9,247.6,354.8,242.6,234.7,238.9,239.70000000000002,227.9,283.4,272,318.6,235.7,286.9
31,055,94P,1256,1190,1,33,0,21,0,2,9,931,893,1,18,0,12,0,2,5,379.6,350.5,347.3,462.9,372.2,331.4,445.4,175.8,365.2,354,476.6,368.2,319.9,350.5,335,319.6,379.6,395.5,396.2,332.6,393.6
31,055,96P,822,733,14,14,0,59,0,0,2,684,624,10,12,0,36,0,0,2,278.8,257.5,254.9,339.9,273.4,243.6,327.3,129.1,268.4,260,349.9,270.5,234.9,257.5,246.20000000000002,234.70000000000002,278.8,290.5,291.2,244.1,289
31,055,97P,1345,1182,29,90,6,17,0,1,20,1058,961,19,55,3,13,0,1,6,436,320.3,460.1,437.9,384.4,304.9,514.8,244.1,389,325.8,521.6,379.4,308.90000000000003,320.3,313.3,341,436,418.7,487.5,323.6,440.8
31,055,98P,1319,1118,49,88,5,48,0,0,11,1055,920,33,60,4,31,0,0,7,343.5,295.9,365.9,393,321.1,275.9,433.9,179.1,319.5,284.3,431.1,321.9,262.9,295.9,274.5,285.8,343.5,348.5,399.59999999999997,281.8,362.3
31,055,99P,1040,966,12,40,2,16,0,4,0,758,710,4,24,2,14,0,4,0,390.3,220.9,393,300.1,343.5,205.7,442.9,149.5,348.2,214.9,422.1,335.1,199.8,220.9,206.8,224.9,390.3,362.2,417.8,215.2,382.2
31,057,1P,686,645,1,30,3,0,0,0,7,542,522,1,13,2,0,0,0,4,277.5,30.5,331.3,52.2,253.4,47.4,306.6,44.9,251.8,54.800000000000004,254.4,239.9,47.4,30.5,49.2,47.7,277.5,250.5,317,47.4,274.6
31,057,2P,719,683,4,21,3,2,2,0,4,553,532,3,13,3,2,0,0,0,299.90000000000003,23.5,295.3,22.400000000000002,214.2,22.400000000000002,279.3,15.9,223.2,30.400000000000002,213.9,198.9,22.3,23.5,22.7,19.6,299.90000000000003,213.9,286.3,22.3,246
31,057,3P,603,524,2,66,2,0,0,0,9,467,426,2,35,1,0,0,0,3,246.2,35.6,256.1,29.400000000000002,179.1,30.5,246.4,19.3,176.9,36.4,179.2,172.4,31.3,35.6,31.3,22.6,246.2,176.79999999999998,251.1,29.900000000000002,205.6
31,059,10P,628,607,4,12,0,1,0,0,4,496,484,2,6,0,1,0,0,3,275.1,60.1,303.1,57.6,215.4,59.7,305.6,34.6,219.70000000000002,58.7,238.2,206.5,48.5,60.1,56.4,48.5,275.1,219.70000000000002,305.4,54.7,250.5
31,059,1P,693,668,0,21,2,0,0,0,2,522,509,0,10,1,0,0,0,2,223.4,87.1,257.8,89.2,198.8,89.8,259.7,57,211.1,93.6,251,201.5,80.9,87.1,88.5,73.6,223.4,214.7,259.6,82,227.20000000000002
31,059,2P,646,619,0,23,3,1,0,0,0,526,509,0,13,3,1,0,0,0,215,46.2,225.4,55.7,193.6,81.4,239.2,41.7,200.6,98.5,252.1,201.3,81.4,46.2,85.1,47.5,215,210.5,232.9,69.4,215.6
31,059,3P,420,397,1,16,0,5,0,0,1,324,315,1,6,0,2,0,0,0,173.6,28.9,190.6,37.1,162,27.7,189,14.700000000000001,166.7,31.5,172.8,161.6,31.5,28.9,31.5,26.1,173.6,164.6,190.5,28.8,173.4
31,059,4P,374,324,15,26,5,0,0,3,1,232,223,5,2,2,0,0,0,0,105.4,31,108.89999999999999,38.4,69,38.4,113.7,23.5,73.7,42.300000000000004,92.8,73.3,33.4,31,38.3,30.7,105.4,78,110.3,34.3,91.2
31,059,5P,806,773,2,21,4,0,0,0,6,610,598,1,8,1,0,0,0,2,290.1,104.1,317.7,119.9,232.1,102.9,336.5,69.9,244.3,107.8,287.1,243.70000000000002,83.1,104.1,98.1,94.9,290.1,251.79999999999998,327.4,98,278.8
31,059,6P,708,677,2,17,4,0,0,0,8,537,515,2,11,2,0,0,0,7,243.29999999999998,70.8,252.3,88.5,157.9,88.5,262.1,55.9,172.1,96.3,214.6,171.2,78.2,70.8,88.1,72.4,243.29999999999998,178.6,257.2,79.2,210.7
31,059,7P,555,536,4,12,2,1,0,0,0,433,423,1,6,2,1,0,0,0,202.3,77.9,245.29999999999998,82.6,182.4,84.7,259.6,52,199,81.5,225.7,176.6,77.9,77.9,81.4,67.89999999999999,202.3,196.1,251.3,76.7,214.4
31,059,8P,708,681,0,19,2,1,0,0,5,550,537,0,8,2,1,0,0,2,243,86.3,291.90000000000003,92.4,173.4,90.2,291.90000000000003,56.5,174.2,101.10000000000001,211.1,162.7,88.2,86.3,91.1,73.7,243,182.5,291.90000000000003,86.7,220
31,059,9P,352,337,2,11,0,0,0,0,2,256,253,0,2,0,0,0,0,1,156.4,24.8,169.3,26.3,128.8,27.400000000000002,169.6,25.5,118.7,48.2,142.20000000000002,125,25.7,24.8,35,26,156.4,128,169.6,27.5,144
31,061,1P,760,741,0,11,0,0,0,0,8,591,583,0,5,0,0,0,0,3,374.5,71,362.2,75.9,247.2,71,353.2,55.800000000000004,262.90000000000003,69.1,290.6,237.8,76.1,71,71,63.5,374.5,260,357.6,68.9,303.1
31,061,3P,706,692,0,5,4,0,0,0,5,559,547,0,4,3,0,0,0,5,241.4,50,279.6,54.3,187.9,36.6,261.2,33.2,198.4,37.800000000000004,198.9,187.7,35.9,50,36.6,46.2,241.4,192.29999999999998,267.1,38.4,223.20000000000002
31,061,5P,1069,1031,1,15,5,2,0,0,15,835,811,1,8,4,2,0,0,9,455.6,72.5,500.8,90.8,371.90000000000003,86.7,489.9,58.3,406.2,83.8,403.8,371.40000000000003,79.5,72.5,83.5,76.4,455.6,385.9,495.09999999999997,81.3,424
31,061,7P,690,681,0,2,1,1,0,0,5,544,538,0,1,1,1,0,0,3,274.8,58.2,293.2,55.4,235.9,54.4,295.5,44,242.5,58.2,247,220.6,55,58.2,55.1,49,274.8,236.4,293.7,54.4,260.7
31,063,1P,409,397,0,8,0,0,0,0,4,319,311,0,7,0,0,0,0,1,180.4,31.6,189.9,31.6,133.9,31.6,178.9,20.2,141.5,36.1,141.9,130.6,32.9,31.6,32.9,26.7,180.4,138.5,183.8,31.6,158
31,063,2P,1102,1067,0,11,5,2,0,4,13,869,847,0,9,2,2,0,1,8,334.5,48,393.5,56.4,229.1,49.7,386.8,33.8,231.4,61.1,245.79999999999998,225.8,49.7,48,51.8,44.2,334.5,232.4,390.1,49.6,292.8
31,063,4P,624,612,0,7,0,2,0,0,3,486,478,0,6,0,2,0,0,0,269.7,57.2,313.2,63,213.9,62.6,296.2,46.5,222.9,63.3,243.5,216.1,53.2,57.2,62,52.8,269.7,223.5,304.3,56.3,252.3
31,063,5P,181,181,0,0,0,0,0,0,0,131,131,0,0,0,0,0,0,0,93.7,5.1000000000000005,99.4,5.1000000000000005,70.9,5.4,93.7,5.1000000000000005,74.1,8.6,70.9,76.6,5.4,5.1000000000000005,5.5,5.1000000000000005,93.7,72.7,96.2,5.4,83.1
31,063,6P,440,430,0,9,0,0,0,0,1,357,352,0,5,0,0,0,0,0,230,19.900000000000002,234.9,35.7,179.6,23.2,227.4,23.3,182.8,20.5,179.6,178.4,15.8,19.900000000000002,20.5,31.8,230,179.6,229.6,22.6,201.2
31,065,1P,229,229,0,0,0,0,0,0,0,172,172,0,0,0,0,0,0,0,88.8,17.1,103.1,19.2,83.1,16.6,100.5,14.3,85,17.2,87.2,79.8,16.5,17.1,16.7,16.6,88.8,84.4,101.4,16.8,88.8
31,065,1W,302,291,0,7,0,0,0,0,4,230,223,0,5,0,0,0,0,2,119.8,22.9,137.9,26.3,109.5,22.3,133.7,17.5,112.9,23,117.5,106.6,21.3,22.9,22.3,22,119.8,112.1,136.1,22.4,119.8
31,065,2P,333,315,0,14,1,0,0,0,3,266,255,0,7,1,0,0,0,3,124.1,16,150,25,121.3,11.700000000000001,132.9,14.9,121.3,23.6,125,117,23.6,16,20.2,20.6,124.1,121.4,140.2,19.8,126.1
31,065,2W,296,289,2,1,0,1,0,1,2,219,216,0,1,0,1,0,1,0,113.5,21.9,131.3,25,104.89999999999999,21.2,127.8,17.400000000000002,107.7,21.9,112,101.5,20.5,21.9,21.2,21.5,113.5,106.89999999999999,129.5,21.5,113.5
31,065,3P,173,163,1,5,0,0,0,0,4,127,123,1,2,0,0,0,0,1,67.9,8.3,76,12.8,58,11.1,75,8.3,61.8,11.5,63.5,57.7,11.5,8.3,11.5,11.4,67.9,59.1,75.2,11.2,64.3
31,065,3W,443,434,2,6,0,0,0,0,1,358,352,1,4,0,0,0,0,1,186,35.6,214.5,40.8,170.9,34.1,208.4,27.9,175.9,35.9,183,166,33.5,35.6,34.3,34.199999999999996,186,174.3,211.3,34.5,186
31,065,4P,237,233,0,1,1,0,1,0,1,176,173,0,1,1,0,1,0,0,97.7,9.700000000000001,90.9,15.6,78.3,7.9,88.8,11.5,78.3,12.1,85.3,80.1,10.200000000000001,9.700000000000001,10.200000000000001,14.4,97.7,79.5,89.7,10.3,86.1
31,065,4W,481,456,0,18,1,1,1,0,4,345,333,0,6,1,1,1,0,3,181.7,25.2,205.20000000000002,35.8,159.1,28,201.4,25.2,164.5,28.900000000000002,172.5,155.9,28.900000000000002,25.2,28.900000000000002,30.3,181.7,163.7,202.9,28.900000000000002,177
31,065,5P,763,721,1,29,1,3,0,0,8,570,543,0,22,1,1,0,0,3,252.4,37.8,296.6,58,227.8,56,281.1,37.8,238.5,56,248.3,233.2,45.4,37.8,53.8,48.4,252.4,235.20000000000002,288,47.8,253.4
31,065,5W,546,506,1,27,2,2,0,0,8,436,410,1,17,2,1,0,0,5,230.3,31.3,260.4,44.5,201,35.6,255,31.3,208.6,37.1,218,198.1,37.1,31.3,36.9,37.2,230.3,207,257.4,36.5,223.8
31,065,6P,168,163,0,2,1,1,0,0,1,142,138,0,2,1,1,0,0,0,71,16.1,72.4,19.2,64.8,19,71,19,66.2,16.1,66.2,61.800000000000004,14.200000000000001,16.1,16.1,19,71,64.8,71,16.1,66.6
31,065,7P,161,152,0,7,2,0,0,0,0,131,128,0,1,2,0,0,0,0,79.89999999999999,12.8,91.7,11.6,78.6,8.5,87,5,83.2,8,74,74,12.8,12.8,8.6,8.9,79.89999999999999,78.39999999999999,90.7,11.4,80
31,065,8P,827,793,1,15,6,2,0,0,10,631,614,1,6,3,2,0,0,5,310.2,51.1,337,63.2,263.1,64.3,315.9,43.300000000000004,263.1,82.8,293.09999999999997,272.9,56.1,51.1,64.3,53.6,310.2,275.1,324.3,62.4,292.6
31,067,10P,471,460,1,1,1,1,1,0,6,358,350,1,1,1,1,1,0,3,179,60.6,215,71.6,137.2,59,213.9,42,137.2,67.5,156.20000000000002,137,50.4,60.6,59,57.9,179,142.7,214.6,58.8,170.29999999999998
31,067,11P,339,336,0,1,2,0,0,0,0,268,267,0,1,0,0,0,0,0,126.2,51.5,145.9,53.6,97.5,48.9,151.5,35,106.3,48.9,115,95.3,44.2,51.5,48.7,43.8,126.2,104.6,148.6,47.5,119.8
31,067,12P,571,550,0,9,6,1,0,0,5,442,429,0,5,4,1,0,0,3,141.3,64.3,162.8,70.8,102.1,72.4,163.6,49.9,112.5,72.4,131.3,101.7,68.3,64.3,72,59.2,141.3,110.4,162.8,66.6,132.2
31,067,13P,471,454,0,10,0,0,0,0,7,362,355,0,4,0,0,0,0,3,114.3,51.9,132.6,57.7,84.6,58.7,132.8,39.3,92.9,58.7,108,84.4,56.7,51.9,58.7,47,114.3,90.1,132.6,54.7,108.4
31,067,15P,717,684,0,12,6,0,0,0,15,562,545,0,7,5,0,0,0,5,181.3,81.7,208.3,90.8,128.7,92,209.6,64.1,142.79999999999998,91.7,165.5,127.8,86.2,81.7,90.9,77.8,181.3,140.6,208.4,84.7,166.9
31,067,16P,870,802,7,30,9,8,1,0,13,666,628,6,13,6,6,1,0,6,161.7,84.8,194,101.7,110.1,78,192.6,71.5,125.3,79.5,161.6,118.7,74.4,84.8,77.9,87.2,161.7,128.8,192.9,81.4,151.7
31,067,17P,950,899,5,25,6,11,0,0,4,724,696,3,14,4,7,0,0,0,251.5,145.6,290.2,158.1,197.9,146,306.8,107.1,212.9,150.1,267,200.8,133,145.6,143,132.9,251.5,219.9,298.5,139.8,247
31,067,18P,1138,1092,5,13,0,14,0,1,13,924,894,2,9,0,11,0,0,8,320.8,185.6,370.3,201.8,252.29999999999998,186,391.7,136.8,271.6,191.5,340.4,256.5,170.1,185.6,182.6,169.6,320.8,280.4,381.2,179.1,315.2
31,067,19P,997,975,2,7,2,3,0,0,8,785,769,2,5,2,3,0,0,4,272.2,158.3,314.9,171.2,214.5,158.6,332.6,116.4,230.8,162.5,289.3,217.8,144.3,158.3,154.9,143.7,272.2,238,323.7,151.9,267.3
31,067,1P,441,430,0,3,0,2,0,0,6,358,348,0,3,0,2,0,0,5,175.4,71.6,214.8,91.2,141.4,82,216.3,61.3,143.1,86.3,172.29999999999998,143.3,69.8,71.6,79.6,75.6,175.4,150.3,214.9,77.3,172.4
31,067,20P,1105,1026,13,44,3,1,0,0,18,838,796,8,24,3,1,0,0,6,273,144.3,302.2,155.7,198.2,140.2,311,112.4,218,142.9,285.3,213,124.1,144.3,135.8,133.4,273,228.5,306.5,136.8,257.3
31,067,21P,1139,1127,0,1,3,5,0,0,3,925,919,0,0,1,3,0,0,2,301.2,158.9,333.7,171.3,218.5,155.1,343.5,124.3,240.5,158,315.1,235,136.8,158.9,149.9,147.7,301.2,252.1,338.6,150.7,284
31,067,22P,1135,1079,6,19,4,8,1,0,18,864,833,6,9,3,6,1,0,6,268.2,142,300.6,155.2,193.3,137,308.1,111.8,213.20000000000002,139.4,278.8,207.5,122.1,142,133,133.2,268.2,223.2,304.2,134.6,252.8
31,067,23P,565,525,5,16,8,3,0,0,8,439,421,4,6,3,3,0,0,2,106.6,55.8,127.9,66.9,72.8,51.6,127.2,47,82.8,52.7,106.3,78,48.9,55.8,51.4,57.2,106.6,85,127.39999999999999,53.6,100.1
31,067,24P,1356,1288,2,29,9,7,0,0,21,1099,1057,2,14,7,7,0,0,12,375.9,192.4,412.1,231.70000000000002,305.1,193,439.2,151.5,343.7,176.5,403.4,320.3,168.1,192.4,179.5,191.9,375.9,343.5,425.4,186,371.1
31,067,26P,941,922,6,5,1,2,0,0,5,722,709,4,3,1,2,0,0,3,252.1,129.1,275.6,155.2,206.2,130.5,294.5,101,232,118.2,271.5,216.7,112.39999999999999,129.1,120.1,127.6,252.1,232.1,284.9,124.5,250.2
31,067,27P,1249,1183,4,26,4,2,0,0,30,933,896,4,18,4,0,0,0,11,227.9,119.3,272.7,142.6,155.8,109.7,271.8,100.60000000000001,176.7,112.6,227.5,167.1,104.8,119.3,109.6,122.2,227.9,181.8,272.1,114.5,214.3
31,067,28P,740,700,2,23,4,0,0,0,11,572,553,0,10,4,0,0,0,5,185.2,83.4,211.9,92.4,131,93.8,214.1,65.3,145.1,93.4,167.8,129.2,87.4,83.4,92.2,78.9,185.2,142.8,212,86.2,169.3
31,067,29P,990,904,7,57,8,4,0,0,10,701,664,2,21,5,4,0,0,5,238.8,122.4,262.2,147.2,193.7,122.9,279.2,96.2,217.8,111.8,255.9,203.2,106.3,122.4,114.2,121.8,238.8,217.9,270.5,118.2,235.9
31,067,2P,852,835,0,7,7,1,0,0,2,621,609,0,3,7,1,0,0,1,304,124.2,372.7,157.5,244.2,141.7,376.4,106.8,248.20000000000002,149.9,298.59999999999997,248.6,119.9,124.2,137,131.1,304,260.5,373.5,133.4,298.7
31,067,30P,607,597,0,0,0,0,0,3,7,467,460,0,0,0,0,0,2,5,220.1,89.1,255,93.2,170.3,85.2,264.8,60.7,184.5,85.2,200.2,165.3,77.9,89.1,84.3,76.3,220.1,180.9,258.9,82.4,209.20000000000002
31,067,3P,991,981,2,4,1,1,0,0,2,691,684,1,3,1,0,0,0,2,344.2,108.8,453.8,139.5,277.7,125.10000000000001,460.1,81.1,275.5,147.8,322.4,276.3,107.8,108.8,126.5,111.2,344.2,286.5,458.9,117.6,344.8
31,067,4P,897,880,0,12,0,2,0,0,3,666,656,0,6,0,1,0,0,3,330.40000000000003,104.8,437.2,135.8,269,119.5,443.3,78.7,264.8,143.6,310.5,266.2,103.39999999999999,104.8,122.1,107.8,330.40000000000003,277.4,441.4,114.3,332.3
31,067,5P,645,618,0,11,4,3,0,0,9,508,495,0,7,2,2,0,0,2,249.6,101.6,304.9,129.7,200.8,116.8,306.6,86.4,203.1,123.2,244.9,203.3,99.2,101.6,114.3,107.5,249.6,214.3,305.2,109.4,244.9
31,067,6P,305,294,0,11,0,0,0,0,0,249,243,0,6,0,0,0,0,0,115.89999999999999,45.3,124.4,50.7,90,49.9,132.9,24.9,99.5,49.8,113.9,96.5,45.2,45.3,48.9,37.7,115.89999999999999,99.6,128.3,44.7,111.10000000000001
31,067,7P,569,550,3,3,9,2,0,0,2,490,474,3,2,7,2,0,0,2,204.1,87.8,221,96.6,154.9,92.5,233.8,54.7,171.8,92.9,203.5,166.9,83.8,87.8,90.2,75.6,204.1,174.2,226.2,85.4,194.20000000000002
31,067,8P,543,536,1,4,1,0,0,0,1,420,416,0,3,1,0,0,0,0,210,71.5,252.4,83.9,160,70.3,250.29999999999998,50.8,160,78.5,182.70000000000002,159.3,59.4,71.5,70.2,68.1,210,167.1,251.6,70,198.6
31,067,9P,717,705,1,2,3,0,0,0,6,532,523,0,2,1,0,0,0,6,247.3,96.2,265.5,108.8,191.8,106.7,283.3,53.3,212.2,106.3,242.6,205.6,96,96.2,104,80.6,247.3,212.7,273.40000000000003,95.4,236.70000000000002
31,069,1P,183,168,0,15,0,0,0,0,0,149,139,0,10,0,0,0,0,0,91.8,12.3,90.6,12.3,59.5,12.3,87.39999999999999,10.200000000000001,60.3,14.9,60.3,59.7,14.6,12.3,14.5,11.9,91.8,60,88.6,12.5,73
31,069,2P,748,725,0,12,0,0,0,0,11,608,590,0,11,0,0,0,0,7,311.9,49.8,386.6,54.8,302.2,52.4,344.59999999999997,52.8,302.2,62.6,292.9,301.1,52.4,49.8,54.2,52.9,311.9,302,365.2,53.1,320.90000000000003
31,069,3P,553,523,3,17,7,0,0,0,3,461,440,2,11,7,0,0,0,1,244.3,46.8,275,45.3,229.6,37,258.1,30.8,230.9,48.7,234.7,233.4,37,46.8,40,38.4,244.3,231.4,265.7,40.1,244.4
31,069,4P,573,526,1,36,3,0,0,0,7,457,437,1,13,3,0,0,0,3,222.7,45,265.8,50.3,228.5,41.3,248.9,32.1,225.5,55.300000000000004,241.3,227.3,48.6,45,48.6,42.5,222.7,229.1,255.8,45.7,238
31,071,3P,839,829,0,4,0,2,0,2,2,666,659,0,3,0,2,0,0,2,352.7,39,411.6,42,285.6,37.9,390.2,24.5,293,43,265.9,277.1,28.900000000000002,39,36.4,32.1,352.7,282.8,401,36,326.7
31,071,4P,614,603,2,9,0,0,0,0,0,481,475,1,5,0,0,0,0,0,259,49.1,268.1,49.2,206.5,40,255.3,34.6,196.6,48,196.6,187.7,42.8,49.1,43.4,41.6,259,196.6,261.6,44,224.5
31,071,5P,596,590,1,2,0,0,0,0,3,471,466,0,2,0,0,0,0,3,210.4,32.3,251.6,41.3,176.6,35,223.4,32,178,40.6,173.7,162.6,31.3,32.3,35.4,36.1,210.4,172.2,237.5,34.7,196.6
31,073,1P,690,670,3,9,1,2,0,0,5,559,547,1,6,1,2,0,0,2,267.9,75,299.40000000000003,111.60000000000001,205.8,74.2,313,57,214.3,75,230.7,207.2,59.9,75,71.4,84.5,267.9,216.5,306.40000000000003,75.6,248.9
31,073,2P,812,763,5,29,1,0,0,1,13,608,585,3,15,0,0,0,0,5,304,56.800000000000004,341.1,67,293.2,41.7,354.3,24,292.5,51.2,294.9,286.4,36.3,56.800000000000004,41.9,46.5,304,292.4,346.3,47.1,308.8
31,073,3P,391,376,0,11,0,2,0,0,2,304,295,0,5,0,2,0,0,2,164.60000000000002,27.2,186.9,27.2,123.3,19.5,178.2,20.6,131.4,17.8,134.3,126,17.3,27.2,17.8,25.8,164.60000000000002,131.2,182.4,19.6,151.4
31,073,4P,151,145,0,0,0,0,0,0,6,115,113,0,0,0,0,0,0,2,59.5,10.7,62.300000000000004,11.5,42,11.5,56.7,7.6000000000000005,49.8,6.7,50,39.3,11.5,10.7,10.7,9.8,59.5,45.8,59,10.7,50.800000000000004
31,075,2P,614,600,0,7,1,1,0,0,5,499,489,0,5,1,1,0,0,3,367.1,19.9,376.2,19.9,281.8,14.6,320.8,14.6,259.3,42.8,272.7,267.9,17.1,19.9,24.1,17.3,367.1,270.40000000000003,348.6,20.400000000000002,306.2
31,077,1P,555,545,1,5,3,0,0,0,1,418,411,1,3,3,0,0,0,0,153.2,37.9,192.1,43.5,148.6,37.9,186.20000000000002,27.1,152.1,42.2,158.3,142.2,45.9,37.9,41.9,35.3,153.2,149.4,189.4,39.8,163.1
31,077,2P,745,723,0,16,0,0,0,0,6,581,569,0,8,0,0,0,0,4,236.4,82.8,268,91.4,191.7,98.4,253.1,68.6,195.6,104,197.2,157.1,96.7,82.8,98.4,77.9,236.4,182.8,260.6,90.8,213.5
31,077,3P,815,784,12,14,2,1,0,1,1,613,599,4,8,1,0,0,1,0,367.9,73,378.9,68.8,271.3,73.1,342,48.7,288.4,69,252.9,226.6,61.2,73,68.4,58.1,367.9,256.5,360.2,65,306.2
31,077,4P,423,399,3,16,0,1,0,0,4,329,315,0,10,0,1,0,0,3,151.1,18.1,177.20000000000002,23.3,121.4,26.8,155,21.9,113.5,35.3,117.2,98.7,32.1,18.1,32.1,22,151.1,113.2,165.4,26.8,132.1
31,079,10P,1194,862,18,291,4,4,1,0,14,985,779,15,175,4,4,1,0,7,226.9,136.9,265.6,161.9,152.4,114.5,259.9,128.6,165.6,115.8,212.9,160.6,107.4,136.9,112.9,145.4,226.9,172.8,263.5,127.9,206.2
31,079,11P,1563,1252,11,247,9,21,0,2,21,1167,997,5,130,8,13,0,2,12,347.1,211.7,372.3,250.7,242.6,176.3,385.8,170.7,261.3,180.5,328.2,256.5,174.4,211.7,176.2,211.3,347.1,271.6,378.4,194.6,313.1
31,079,12P,2830,1522,115,1094,20,26,5,1,47,2045,1209,90,693,15,19,2,1,16,359.3,272.9,403.1,300.9,236.7,203.7,409.2,202.7,247.9,214.1,325.2,248.6,199.1,272.9,204.6,251.6,359.3,263.9,405.6,232.5,318
31,079,13P,983,859,5,96,5,12,0,0,6,778,696,4,61,3,10,0,0,4,176.3,101.6,201.6,122,134.9,91,213.5,78,139.7,92.1,176.5,140.6,83.6,101.6,89.1,99.60000000000001,176.3,148.3,207.6,94.9,168.7
31,079,14P,916,827,8,57,1,17,0,0,6,720,661,4,39,1,13,0,0,2,304.7,126.9,320.8,149.3,230.7,118.9,337.6,82.1,245.3,115.10000000000001,283.7,236.9,104.8,126.9,113,115.3,304.7,249.1,329.4,116,280
31,079,15P,1659,1528,13,89,2,11,0,4,12,1319,1242,9,54,2,8,0,2,2,585.6,233.4,610,280.5,442.6,227.1,639.9,156.8,472.2,218.4,543.6,457.8,198.1,233.4,214.6,218.7,585.6,478.7,625.1,219.6,535.9
31,079,16P,1932,1046,65,735,21,16,1,6,42,1283,799,39,398,11,13,1,4,18,290.7,167.4,333,200.4,222.5,150,351.5,128.5,230.8,151.9,291.2,232.4,137.9,167.4,146.9,163.9,290.7,244.4,342.5,156.3,278.3
31,079,17P,2404,1241,176,910,5,32,0,15,25,1636,944,132,513,3,28,0,7,9,372.8,223.7,421.4,261.7,251.2,187.6,415.7,193.8,268.5,192.7,332.40000000000003,257.5,179.9,223.7,186.4,227.5,372.8,277.7,419.2,207.20000000000002,331
31,079,18P,925,622,34,237,15,7,0,0,10,730,510,28,172,11,5,0,0,4,221.2,108.1,252.7,126.7,171.9,93.7,254.3,78.8,179.5,94.4,198.2,175.8,86.7,108.1,91.7,102.7,221.2,181.3,253.3,97.9,207.4
31,079,19P,1303,872,21,324,11,41,0,7,27,888,656,14,167,7,27,0,4,13,181.2,118.3,207.2,137.4,113,96.8,201.8,107.1,122.6,100.2,160,116.5,93.8,118.3,96.8,122.4,181.2,128.3,204.4,109,157.3
31,079,1P,1772,545,35,1129,20,27,1,5,10,1215,459,27,689,10,20,1,2,7,225.5,162.1,287.5,171.3,130.6,112.9,279.5,130.6,141,116.2,182.8,139.8,107.7,162.1,112.6,150,225.5,149,283.7,134,197.9
31,079,20P,2589,1822,67,616,8,42,2,6,26,1869,1430,37,352,6,32,2,2,8,551.5,292.8,582.5,361.7,375.8,257.8,591.4,260.9,405.1,256.5,517,396.6,239.1,292.8,251.3,310.9,551.5,423.4,588,278.1,489.1
