state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,pre_20_rep_tru,pre_20_dem_bid,uss_18_rep_bar,uss_18_dem_tra,uss_20_rep_lum,uss_20_dem_dav,gov_18_rep_gor,gov_18_dem_thr,sos_18_rep_buc,sos_18_dem_byr,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20,ndv,nrv
56,009,0808,769,704,3,45,5,4,0,0,8,588,541,1,34,4,4,0,0,4,294.7,18.9,340,24.1,225.6,15.5,330,33.7,212.8,18.2,222,17.6,18.9,16.9,28.5,294.7,220.2,334.7,21.2,270.6
56,009,0901,1379,1256,7,79,12,7,1,0,17,1005,931,3,49,8,6,1,0,7,499.7,82.3,525.4,89.1,360.1,108.5,502.1,119.6,361.2,88.2,381.9,71.4,82.3,89.4,104.10000000000001,499.7,367.4,513.4,93.6,438.5
56,009,0902,1188,1116,6,46,9,4,0,0,7,956,904,5,30,9,4,0,0,4,396.6,67,395.4,90.2,284.6,85.8,373.09999999999997,112.5,270.6,87.8,286.2,74.2,67,82.8,101.7,396.6,280.5,383.7,86.8,334.5
56,009,1010,669,614,4,33,6,1,0,0,11,506,478,2,19,3,1,0,0,3,280.3,33.7,308.3,48,185.8,41.2,295.7,55.3,177,35.8,182.6,32,33.7,36.1,51.9,280.3,181.8,301.7,41.3,238.2
56,009,1111,450,428,1,14,0,1,0,0,6,318,301,0,12,0,1,0,0,4,185.7,14.8,197.1,18.7,134.4,21.5,184.6,27.7,122.8,22.5,134.4,16.6,14.8,20.2,23.4,185.7,130.6,190.79999999999998,20.2,159.9
56,009,1313,202,183,0,18,1,0,0,0,0,145,132,0,12,1,0,0,0,0,98.7,1.4000000000000001,101.7,6.5,66.39999999999999,4.5,93.5,8.7,60.5,5,69.7,0.5,1.4000000000000001,4.1000000000000005,7.6000000000000005,98.7,65.9,98.2,4.8,81.5
56,009,2020,144,130,0,8,1,3,0,0,2,113,103,0,4,1,3,0,0,2,85.4,7.1,88.2,6.3,69.2,6.3,86.8,7.7,65.6,7.7,67.1,5,7.1,6.4,6.9,85.4,67.1,88,6.7,77.2
56,009,2301,825,740,1,66,6,4,0,0,8,599,548,0,39,4,3,0,0,5,263.8,41.9,268.1,53.9,162.6,53.8,258.7,65.3,168.6,41.2,165.8,41.800000000000004,41.9,45.5,59.6,263.8,165.8,263.8,49.4,214
56,009,2302,1094,960,8,112,6,0,0,0,8,774,695,4,65,6,0,0,0,4,441.3,43.9,486.4,56.2,286.5,59.8,470.5,64.60000000000001,283.8,52.8,288.7,46.9,43.9,53.1,60.5,441.3,286.40000000000003,478.5,54,376.4
56,009,2303,1640,1440,7,137,16,0,0,4,36,1116,1017,5,68,10,0,0,1,15,506.5,58.9,529.7,82.7,337,68.2,512.5,102.9,324.2,75.7,329.4,63.1,58.9,68.8,92.6,506.5,330.1,520.6,75.4,423.3
56,009,2304,516,473,0,29,5,4,0,0,5,411,384,0,17,4,1,0,0,5,195.7,39.2,209.8,51.6,147.9,45,203.3,59.1,149.7,37.6,153.5,34.4,39.2,39.2,55.4,195.7,150.3,206.9,44.5,176.6
56,009,2305,893,812,0,67,6,0,0,0,8,693,640,0,45,2,0,0,0,6,318.6,52.2,345.3,74.8,233.6,58.7,337.9,79.8,223.3,54.8,229.2,51.6,52.2,55.2,77.2,318.6,229,342.09999999999997,61.9,281.2
56,009,2306,1132,1063,2,48,3,4,0,0,12,811,763,1,34,3,4,0,0,6,469.1,89.6,518,99.2,367.6,94.60000000000001,499.90000000000003,112.4,368.1,83.9,377.3,73.60000000000001,89.6,84.2,105.9,469.1,371,509,92.4,433.4
56,011,0101,497,488,2,1,1,0,0,0,5,408,401,2,0,1,0,0,0,4,253.9,36.5,285.9,54.4,241,35.7,302.2,46.6,240.4,32.6,227.5,38.9,36.5,35.7,49.800000000000004,253.9,236.3,294.5,40.8,258.5
56,011,0102,652,629,0,13,7,0,0,0,3,516,501,0,8,6,0,0,0,1,247.7,34.2,259.8,51.9,197.6,50.1,250.9,52.7,184.3,52.4,190.5,50.1,34.2,51,52.5,247.7,190.7,256.7,49.5,222.2
56,011,0202,873,840,2,17,6,2,0,0,6,681,661,2,9,4,1,0,0,4,468.3,48.9,541.4,58.8,378,63,533.5,58.8,372.7,66.6,389.5,48.9,48.9,61.4,58.8,468.3,380,537.7,58.6,446.9
56,011,0303,278,265,1,0,5,3,0,0,4,212,205,1,0,2,1,0,0,3,136.8,25.8,160.9,30,113,21.6,169.2,27.2,113,25.8,112.1,22.7,25.8,22.9,28.7,136.8,112.8,165,25.7,134.2
56,011,0707,295,277,0,2,5,0,0,0,11,254,244,0,2,2,0,0,0,6,174.8,13.700000000000001,185.6,19.900000000000002,137.20000000000002,13.700000000000001,188.5,15.1,123.1,17.900000000000002,134.5,11.7,13.700000000000001,14.7,17.8,174.8,132.20000000000002,187.4,15.1,158.2
56,011,0909,141,136,1,0,1,1,0,0,2,108,105,0,0,1,1,0,0,1,83.1,1.8,85.9,3.5,69.8,4,87,1.8,72,5.9,69.8,5.9,1.8,5.6000000000000005,2.1,83.1,70.3,86.4,3.7,77.3
56,011,1111,386,373,0,5,2,1,0,0,5,311,302,0,3,2,1,0,0,3,195.9,12.6,213.8,20.3,159.70000000000002,22,215.9,25,159,18.7,159,20.3,12.6,20.3,23.2,195.9,159.2,215.29999999999998,19.900000000000002,184.7
56,011,1212,649,631,1,3,4,0,0,3,7,451,439,1,2,2,0,0,0,7,322.8,21.4,383.4,28.8,261.3,21.2,392,21.3,251.70000000000002,18.2,257.2,21.6,21.4,20.7,24.4,322.8,256.2,387.9,21.6,311.9
56,011,1313,516,494,0,15,0,1,0,0,6,391,379,0,11,0,0,0,0,1,231.8,7.2,234.29999999999998,15.5,155.9,16.4,223.5,17.3,143.4,18.6,154,17.2,7.2,17.3,16,231.8,152.2,227.5,15.6,191.4
56,011,1414,345,333,0,4,1,0,0,0,7,256,248,0,3,1,0,0,0,4,156.9,18.1,149.3,32.800000000000004,146.7,17,153.7,25.7,144.6,19,145.9,15,18.1,17,29.2,156.9,145.9,151.6,21.2,149.29999999999998
56,011,1515,490,475,0,5,5,1,0,0,4,404,394,0,5,4,1,0,0,0,242.8,14,263.1,21.2,175,19.7,257.1,28,176,19.7,180.1,18.9,14,19.5,24.3,242.8,176.7,260,20,215.5
56,011,1616,693,656,7,27,0,1,0,0,2,492,471,3,16,0,1,0,0,1,312.1,5.1,343.5,9,244.6,15.6,336.2,15.1,238.7,20,246,17.1,5.1,17.1,11,312.1,243.20000000000002,339.8,14.9,287.6
56,011,1801,447,419,0,12,5,1,0,0,10,329,312,0,8,5,1,0,0,3,170.1,14.2,177.7,15,122.7,15.5,174.1,17.9,120.10000000000001,17.9,121.7,17.4,14.2,17.4,16.2,170.1,121.7,175.8,16.1,148.1
56,011,1802,562,524,0,33,4,0,0,0,1,374,352,0,17,4,0,0,0,1,204.6,10,217.2,7.7,128,12.5,221.1,12.5,128,11,125.1,7.7,10,10.700000000000001,9.700000000000001,204.6,127.7,219.3,10,170.5
56,011,2323,94,93,0,0,0,0,0,0,1,70,69,0,0,0,0,0,0,1,51.300000000000004,4.2,42.5,4.2,32.699999999999996,4.2,46.2,0.5,32.699999999999996,4.2,34.5,2.8000000000000003,4.2,4.1000000000000005,1.7000000000000002,51.300000000000004,32.699999999999996,43.699999999999996,3.8000000000000003,39.7
56,011,2424,79,79,0,0,0,0,0,0,0,68,68,0,0,0,0,0,0,0,42,0.8,52.2,1.9000000000000001,34.8,1.9000000000000001,49.1,1.9000000000000001,34.8,1.9000000000000001,34.8,1.9000000000000001,0.8,1.9000000000000001,1.9000000000000001,42,34.8,50.4,1.9000000000000001,41.3
56,011,2626,86,82,0,4,0,0,0,0,0,69,65,0,4,0,0,0,0,0,55.2,0.7000000000000001,58,4.6000000000000005,45.8,3.9,54.1,4.6000000000000005,41.4,6.2,44.2,3.9,0.7000000000000001,4.1000000000000005,4.6000000000000005,55.2,44.2,55.2,3.9,49
56,013,0101,1559,1379,3,53,85,5,0,0,34,1169,1063,1,31,53,2,0,0,19,426.4,182.4,499.5,230.4,380,208.2,518.2,230.4,393.2,173.4,382.9,173.5,182.4,185.2,230.4,426.4,385.6,509.1,199.1,433.1
56,013,0102,1212,861,5,101,198,2,0,1,44,935,703,3,71,138,2,0,1,17,199.4,121.7,204.3,166.3,154.6,155.8,204.3,179.7,163.1,136.8,160.1,129.8,121.7,140.9,173,199.4,159.5,204.3,148.5,180.8
56,013,0103,1268,1100,3,70,69,7,0,2,17,1038,921,3,48,48,6,0,2,10,327.3,268.3,352.7,366.3,255.8,318.1,369.9,365.8,300.5,271.1,277.2,268.2,268.3,285.6,365.9,327.3,277.7,361.4,309.4,314.3
56,013,0104,957,800,2,53,71,13,0,0,18,733,638,2,27,50,10,0,0,6,233,177.1,254,234.1,212.8,197.9,276.9,227.9,224.8,184.9,203.1,184.9,177.1,189.2,231.2,233,213.7,265.2,201.3,234.2
56,013,0105,1326,1211,0,44,42,8,0,0,21,991,916,0,32,26,5,0,0,12,400.8,240.9,424.3,339.1,352.9,293.1,451.2,339.7,389.2,240.9,370,243.9,240.9,259.3,339.4,400.8,370.4,438.1,282.8,397.5
56,013,0106,1025,906,1,34,42,6,0,3,33,843,769,1,15,35,6,0,3,14,268.6,248.79999999999998,278.2,293.8,281.2,255,298.4,292.7,297.4,235.7,286.59999999999997,220.5,248.79999999999998,237.3,293.40000000000003,268.6,288.6,288.2,257.8,285.40000000000003
56,013,0201,620,548,0,19,45,0,0,0,8,485,443,0,11,27,0,0,0,4,211.70000000000002,44.5,216.70000000000002,55.9,164.2,65,220.8,57.9,159.1,57.9,159.1,55.1,44.5,59.1,56.4,211.70000000000002,160.4,218.4,55.2,188.8
56,013,0301,1949,1569,3,165,170,3,2,0,37,1476,1234,1,107,103,3,2,0,26,429.7,85,469.4,116.9,345.4,98.3,469.8,121.9,334.8,93.2,336.3,89,85,93.3,119.6,429.7,339.1,469.7,101,397.3
56,013,0302,1096,790,4,132,123,6,0,0,41,790,605,4,72,79,6,0,0,24,229.3,51.5,231.9,69.6,157.9,66.5,235,71.9,158.9,56.4,158.9,56.1,51.5,59.7,70.7,229.3,158.9,233.3,61.9,195.5
56,013,0303,2051,1616,10,222,135,4,0,0,64,1572,1300,8,134,90,4,0,0,36,556.2,123.6,587.5,168.9,428,161.1,580.6,178.2,435,145.7,430.90000000000003,130.4,123.6,145.4,173.5,556.2,431.5,583.4,151.5,503
56,013,0304,1393,1002,10,137,201,1,1,2,39,1039,805,6,84,118,1,1,1,23,334.8,88.7,338.7,105.39999999999999,247,98.6,346.3,106.9,235.9,91,237.5,86.7,88.7,92.2,106,334.8,240.3,342.5,96.6,290
56,013,0305,2620,2126,4,177,242,6,1,3,61,2021,1754,3,93,137,4,1,3,26,721.9,222.4,736.9,290.9,594.8,224.5,765.6,273.5,587.3,202.5,579,188.3,222.4,205.2,281.5,721.9,587.4,751.4,233.6,664
56,013,0306,1528,1265,10,128,76,12,0,2,35,1197,1013,8,89,58,9,0,0,20,629,168.2,658.9,190.4,512.6,174.4,688.1,186,517.4,158.2,515.3,148.7,168.2,160.8,187.8,629,515.4,673.1,171.5,586.9
56,013,0401,2143,124,0,110,1870,0,1,2,36,1371,109,0,56,1182,0,1,2,21,100,301.6,116.5,399.7,113.5,312.40000000000003,143.5,360.5,89.6,315.8,77.5,306.6,301.6,311.8,380.1,100,93.8,129,332.8,106.7
56,013,0501,2230,2041,0,58,71,21,1,1,37,1750,1637,0,37,40,13,1,1,21,855.4,360.8,993.3,507.2,783.4,423.8,1005.1,515.5,827.3,345.8,778.4,355.8,360.8,374.7,511.3,855.4,795.9,999.4,418.6,873.5
56,013,0601,925,856,3,25,22,7,0,1,11,736,691,1,16,18,5,0,1,4,341,112.39999999999999,376.7,158,289.7,140.6,388.8,165.9,292,121.5,289.9,114.3,112.39999999999999,125.6,162,341,290.6,382.7,135.5,329.6
56,013,0701,1898,1787,12,27,24,16,0,0,32,1630,1545,10,23,19,8,0,0,25,814,187.8,887,273.1,702.6,222.1,913.1,271.7,699.2,195.5,702.6,194.6,187.8,202.3,272.1,814,702.6,898.9,222.5,786.6999999999999
56,013,0801,1623,327,2,67,1196,1,1,0,29,1047,257,2,44,718,1,1,0,24,167.2,258.9,185.6,341.2,149,249.4,208.9,283.6,134.1,252,126.1,244.8,258.9,249.2,312.8,167.2,136.5,197.9,271.3,161.7
56,013,0901,676,622,4,26,8,2,0,0,14,508,475,3,12,5,2,0,0,11,328.5,17.8,360.3,21.7,262.8,16.7,364.7,18.6,256.09999999999997,17.2,262.8,17.2,17.8,17.2,20.3,328.5,261.8,362.4,17.8,305.5
56,013,1001,1587,1335,3,99,114,8,0,0,28,1183,1018,0,66,71,8,0,0,20,594.4,72.9,615.8,80.3,423,72.9,614.2,76.5,417.1,62.5,430.09999999999997,52,72.9,62.5,78.8,594.4,423.1,614.9,69.9,515.3
56,013,1201,137,128,0,1,2,0,0,0,6,118,111,0,1,2,0,0,0,4,77.7,9.5,57,11.6,55.099999999999994,9.5,59,9.5,52.1,9.5,52.1,11.8,9.5,9.8,9.9,77.7,52.4,58.1,9.8,59
56,013,1301,2344,227,2,63,2000,3,0,3,46,1446,179,2,32,1201,3,0,3,26,129,403.4,135.1,503.1,133.9,432.59999999999997,179,423,106.8,445.2,99.7,427.3,403.4,434,462.90000000000003,129,112.9,156.3,438.2,130.3
56,013,1401,1039,908,1,48,25,2,0,0,55,810,726,1,27,21,2,0,0,33,472.5,51.1,497.9,66.9,369,69.4,493.9,76.6,351.6,57.8,373.4,53.4,51.1,58.6,70.2,472.5,366,496.6,64,424.8
56,013,1501,433,417,0,4,6,0,0,0,6,306,295,0,2,3,0,0,0,6,178.5,19.1,188.3,25.2,139.4,26,186.79999999999998,29,132.7,21.8,140.9,20.3,19.1,22.1,26.6,178.5,137.9,187.7,24,160.7
56,013,1601,517,290,1,20,185,0,0,1,20,385,237,1,12,122,0,0,1,12,156,39.2,163.4,47.4,128.7,43.4,164.3,48,124.5,40,120.5,36.800000000000004,39.2,39.9,47.7,156,124.8,163.8,42.2,142.8
56,013,1701,1157,582,1,57,474,6,0,0,37,739,439,1,27,244,3,0,0,25,259.4,78.2,293.4,117.1,218.6,75.3,297.2,108.8,208.2,72.7,215.3,68.4,78.2,72.3,112.8,259.4,214.1,295.2,87,248.6
56,013,1801,2301,1929,0,118,209,7,0,3,35,1692,1473,0,71,116,6,0,3,23,889.5,133.7,972.3,191.7,724.6,165.9,969.8,197.9,707.3,149.6,736,124.5,133.7,146.6,193.8,889.5,723.1,972.1,160.4,832.4
56,013,1901,258,146,0,6,94,0,0,0,12,195,110,0,3,73,0,0,0,9,106.4,19.5,106,17.2,85.9,21.8,101.10000000000001,19.5,80.7,21.8,81.8,19.5,19.5,21.5,18.2,106.4,82.3,103.3,19.5,94
56,013,2001,781,673,2,69,30,2,0,0,5,594,529,0,43,17,2,0,0,3,262.1,26.6,304.8,26,244.3,39.6,304.8,33.3,230,31.4,233.3,37.6,26.6,36.5,29,262.1,236.9,304.8,33.2,263.1
56,013,2101,1318,972,0,125,194,3,0,0,24,971,769,0,78,107,3,0,0,14,387.2,59.1,409.8,76.2,291.8,66.6,406.8,83.8,279.7,65.2,283.3,65.9,59.1,65.9,80.3,387.2,284.5,408.4,69.7,342.8
56,013,2201,88,80,0,5,1,0,0,0,2,80,74,0,4,1,0,0,0,1,40.8,0,32.8,0.5,32.8,0,32.8,3.2,32.8,0,32.8,0,0,0,1.3,40.8,32.8,32.8,0.2,33.7
56,013,2401,64,60,0,1,1,0,0,0,2,61,57,0,1,1,0,0,0,2,40.3,24.4,54.900000000000006,26.8,29.4,28.3,52.5,29.4,31.6,22.2,30.5,24.4,24.4,24.6,27.9,40.3,30.5,54.1,25.7,40.3
56,015,0101,49,49,0,0,0,0,0,0,0,42,42,0,0,0,0,0,0,0,48.8,0,50.7,1.9000000000000001,42.6,0.6000000000000001,48.8,2.6,37.8,0,42,1.9000000000000001,0,0.6000000000000001,2.2,48.8,40.5,49.199999999999996,0.7,44.7
56,015,0201,106,104,1,0,0,0,0,0,1,82,80,1,0,0,0,0,0,1,73.4,7.4,80.6,11,65.3,11.7,77.1,11,56.199999999999996,9.6,65.3,7.4,7.4,9.4,11,73.4,62.2,78.9,9.200000000000001,69.1
56,015,0801,416,409,1,3,1,0,1,0,1,330,325,0,2,1,0,1,0,1,196.9,20,207.8,33,167.5,29.6,208.6,33.4,161.7,31.8,179,19.3,20,28.1,33.2,196.9,168.2,208.2,29.1,186.2
56,015,0802,468,450,1,14,2,0,0,0,1,355,345,1,6,2,0,0,0,1,213.2,22,222.7,35.2,182,30.6,224.9,35.5,173.70000000000002,32.7,193.9,20.1,22,27.8,35.5,213.2,182.9,224.2,30,201.7
56,015,0901,245,230,0,9,1,0,0,0,5,208,196,0,7,1,0,0,0,4,100.3,20.1,121.5,24.5,86.9,21.1,116.3,28.3,83.6,27.1,95,19.5,20.1,21.1,24.8,100.3,87.2,117.1,22.1,101.1
56,015,0902,230,210,0,13,3,0,0,0,4,188,177,0,6,3,0,0,0,2,89.8,17.3,108.8,23,79.4,19.4,105.6,24.8,76,23.7,85.5,17.1,17.3,19.4,23.8,89.8,79.8,107.1,20.6,90.6
56,015,1001,470,314,9,138,3,1,1,0,4,323,214,4,99,2,1,1,0,2,70.5,30,77.1,39.8,43,28.8,78.2,44.1,43,27.3,42.2,28.3,30,28.3,41.8,70.5,43,77.6,32.8,59.3
56,015,1002,1012,866,7,125,9,0,0,0,5,772,687,2,72,6,0,0,0,5,235.8,65.9,260.2,80,183.7,65.2,258.4,86.2,181.5,53.6,204.3,43.3,65.9,54.1,82.7,235.8,189.5,260.4,65.7,220.7
56,015,1003,1077,914,12,127,3,9,5,1,6,884,777,12,80,3,6,1,0,5,305.1,80.1,328.4,105.4,227.1,89.3,333.8,108.8,235.6,75,254.6,63.300000000000004,80.1,76,107.3,305.1,239.6,330.6,86.8,280.6
56,015,1004,1124,1028,7,74,3,0,0,0,12,924,866,6,43,3,0,0,0,6,384.4,126,426.8,155.9,359.5,127,441.4,139.3,363.2,112.8,407.2,83.4,126,107.5,147.4,384.4,376.6,434.3,124.5,397.3
56,015,1005,446,418,0,16,1,2,0,0,9,355,342,0,7,1,2,0,0,3,184.1,40.9,201,57.4,143.2,51.6,205.2,55.7,144.79999999999998,47.5,161.4,36.7,40.9,45.2,56.6,184.1,150,202.9,48.2,173.2
56,015,1006,855,771,0,71,1,6,0,0,6,673,624,0,42,1,4,0,0,2,246.8,97.5,304.6,122.9,216.9,102.6,313.1,110.9,212.2,102.6,251.8,67.3,97.5,90.9,116.5,246.8,227.2,309.3,101.10000000000001,257
56,015,1007,1016,854,2,115,22,8,2,0,13,784,675,2,78,13,6,2,0,8,220.1,77.1,255.8,112.9,185.6,86.9,251.4,120.9,167,88.6,202.5,71,77.1,81.2,115.8,220.1,185.6,252.4,93,213.3
56,015,1008,1995,1779,27,150,19,1,1,1,17,1708,1524,26,128,18,0,1,1,10,622.9,128.8,662.6,157.4,502.2,130.1,679.5,155.8,486.8,125.3,532.9,96.6,128.8,118.7,157,622.9,506.1,670.8,132.9,580.4
56,015,1009,958,865,0,77,6,3,0,1,6,746,681,0,53,5,2,0,1,4,352.4,75.7,408,102.1,309.7,85.8,412.1,97.9,315.2,72.7,333.8,58.1,75.7,72.7,99.5,352.4,318.4,410,81.8,354.4
56,015,1010,677,415,0,247,9,1,0,0,5,513,338,0,165,7,0,0,0,3,125.9,33.5,139.9,42.4,97.7,36,140.1,41.6,99.6,31.3,105.2,27.5,33.5,31.6,42,125.9,100.5,140.1,35.1,118.1
56,015,1301,327,309,0,15,2,0,0,0,1,253,245,0,5,2,0,0,0,1,126.6,20.6,147.2,25.3,117.7,25.7,141.6,28.6,110,25.3,122.2,25.2,20.6,25.3,26.4,126.6,116.3,142.7,25.3,126.6
56,015,1501,268,237,0,27,1,0,0,0,3,211,191,0,16,1,0,0,0,3,120.4,13.700000000000001,129.6,15.4,99,18.3,125.8,20.5,96.4,18.8,104,14.4,13.700000000000001,17.3,17.8,120.4,99.6,128,17.400000000000002,111.8
56,015,1502,151,145,0,6,0,0,0,0,0,119,114,0,5,0,0,0,0,0,66.6,8.200000000000001,72.8,8.200000000000001,55.4,10.5,70.6,11.9,52.900000000000006,11.3,58.7,8.200000000000001,8.200000000000001,10.5,9.7,66.6,55.4,71.9,9.7,62.300000000000004
56,015,1601,483,456,1,23,1,0,0,0,2,371,351,1,16,1,0,0,0,2,224.8,18.5,237.7,24.2,183.4,25.1,243.8,27.2,184.1,20.6,188.6,18,18.5,20.9,25.3,224.8,185.5,241.7,22.7,209.7
56,015,1701,187,180,0,6,0,0,0,0,1,151,146,0,4,0,0,0,0,1,96.3,7.2,112.8,4.3,71.5,10.8,115.6,4.3,60.8,12,72.8,7.7,7.2,11,4.3,96.3,67.5,113.8,7.2,88
56,015,1801,195,195,0,0,0,0,0,0,0,151,151,0,0,0,0,0,0,0,92.6,4.2,96.5,4.2,75.5,4.2,95.1,5.3,73.3,3.3000000000000003,75.2,1.8,4.2,3.6,4.7,92.6,75.2,95.5,4.1000000000000005,84.5
56,015,1802,441,400,2,32,4,1,0,0,2,364,333,2,26,0,1,0,0,2,184.7,10,199.3,10,132.70000000000002,9.6,196.7,10.700000000000001,125.6,9.6,131.5,7,10,9.1,10.3,184.7,130.3,197.7,9.6,162
56,015,2001,53,53,0,0,0,0,0,0,0,41,41,0,0,0,0,0,0,0,32.8,1.8,24.2,4.8,27,0.7000000000000001,26.1,1.8,27,0.7000000000000001,27,0.7000000000000001,1.8,0.7000000000000001,3.4000000000000004,32.8,27,24.9,2,27.1
56,017,0101,1524,1454,3,35,13,5,0,0,14,1168,1131,1,15,8,3,0,0,10,661.4,161.5,677,167.1,575.4,165.6,684.3,188.8,572.9,166.4,584.1,136.3,161.5,155.8,177.9,661.4,576.5,680.1,164.9,626.6
56,017,0102,1483,1407,5,30,9,10,1,0,21,1233,1180,3,21,7,8,1,0,13,475.5,117.3,471.2,161.4,413.1,146.5,491.3,156.1,405.5,129.3,418.4,123.3,117.3,132.3,158.20000000000002,475.5,413,481.5,137.7,446.2
56,017,0204,290,259,0,6,19,0,0,0,6,218,198,0,5,12,0,0,0,3,140.9,20.7,116.3,25.6,120.7,30.5,111.8,34.6,108.6,25.6,113.2,25.6,20.7,26.2,29.6,140.9,113.2,113.60000000000001,26.400000000000002,118.7
56,017,0303,1515,1430,4,34,21,5,2,0,19,1229,1171,3,22,16,3,1,0,13,664.9,102.6,737.7,126.10000000000001,635.3000000000001,114.7,721.3,147.1,601.2,122.5,613.9,101.9,102.6,114.5,135.4,664.9,615,728.9,119.5,663.4
56,019,0214,274,266,0,8,0,0,0,0,0,217,212,0,5,0,0,0,0,0,147.2,21.8,182.1,26.6,131.7,20.2,185.1,21.8,132.9,11.3,130.9,15.6,21.8,15.5,24,147.2,131.7,183.5,19.9,151.9
56,019,0301,686,650,0,26,3,2,0,0,5,533,511,0,13,3,2,0,0,4,307,74.9,332.9,112.1,273.1,102,338.1,107.8,314.90000000000003,53.5,288.9,67.1,74.9,74.3,110,307,292.2,335.1,86.3,309
56,019,0302,575,555,1,10,5,2,0,0,2,472,458,0,7,4,1,0,0,2,189.6,51.699999999999996,202.6,69.8,172.8,51.699999999999996,208.8,69.8,176,39.7,171.8,37.8,51.699999999999996,43,69.8,189.6,173.2,205.8,53.5,186.6
56,019,0303,625,564,3,24,15,13,0,0,6,484,449,2,12,7,10,0,0,4,189,51,210.6,69.2,156,46.9,214.5,67.9,173.7,28.8,162.3,36.1,51,37.1,68.5,189,164.1,212.5,49.8,184.6
56,019,0304,615,575,2,18,8,5,0,1,6,449,425,1,8,7,5,0,1,2,224.4,44.9,218.8,74.7,171.8,66.6,214.8,83.8,201.1,42.300000000000004,176.1,53,44.9,53.9,79,224.4,183,216.5,60.7,201.1
56,019,0305,294,281,3,6,1,0,0,0,3,227,220,1,3,1,0,0,0,2,91,25.7,104.2,30.6,80.1,25.7,102.8,36.4,93.6,12.9,88.7,14.5,25.7,17.5,33.6,91,87.5,103.6,24.099999999999998,93.5
56,019,0306,513,477,0,18,12,0,0,1,5,393,365,0,15,8,0,0,1,4,152.7,36.8,165.5,47.3,130.8,42.6,162.7,49.9,139.9,26.8,132.2,31.7,36.8,33.7,49,152.7,134.1,164.1,39.3,147.4
56,019,0307,413,388,0,17,5,1,0,0,2,319,305,0,8,3,1,0,0,2,191.1,42,207.1,58,174,46.9,217.1,48.9,200.1,23.900000000000002,182,31.9,42,34.4,53.5,191.1,185.3,212.2,42,195.1
56,019,0308,793,745,2,19,4,6,0,4,13,633,599,2,12,4,4,0,3,9,252.9,51.8,285.7,76.6,224.89999999999998,46.8,290.2,74.2,239,31.900000000000002,228.5,39.7,51.8,39.5,75.3,252.9,230.8,288.2,53.2,253.3
56,019,0407,1343,1273,2,50,7,1,0,0,10,1056,1013,1,29,6,1,0,0,6,642,96.7,734.1,135,569,103.5,744.6,135.5,576,77,559.3,86.2,96.7,88.2,134.9,642,569.2,739.6,105.6,637.4
56,019,0408,1398,1350,1,24,8,2,0,0,13,1069,1034,1,20,6,2,0,0,6,580.5,97.1,634.6,150,513.4,117.2,653.3,143.5,540.2,81.2,522.6,85.3,97.1,94.4,146.3,580.5,525.5,643.3,111.3,573.9
56,019,0509,128,128,0,0,0,0,0,0,0,107,107,0,0,0,0,0,0,0,71.7,10.2,85.9,15,82,11.9,91.3,15.7,79.89999999999999,12.9,82,10.9,10.2,11.9,15.5,71.7,81.4,88.4,12.5,82.1
56,019,0610,252,235,0,14,0,0,0,0,3,196,184,0,9,0,0,0,0,3,102.2,13,117.6,14.1,94.5,18.7,112.5,20.6,87.8,19.6,95.6,14.1,13,17.6,17.1,102.2,92.6,115.1,16.7,101.8
56,019,0811,376,359,0,11,0,4,0,0,2,301,290,0,6,0,4,0,0,1,208.79999999999998,13.700000000000001,242.4,13.9,199.9,18.5,233.1,18.7,181.4,11,192.2,18.1,13.700000000000001,16.5,15,208.79999999999998,191.6,237.5,14.5,208.7
56,019,0912,145,116,0,25,4,0,0,0,0,104,83,0,19,2,0,0,0,0,63.3,4.6000000000000005,76.8,2.1,52.5,2.1,75.1,6.2,52,2.1,52,1.4,4.6000000000000005,2.1,4,63.3,52,75.9,3,62.1
56,019,0913,31,30,0,1,0,0,0,0,0,30,29,0,1,0,0,0,0,0,18.2,1.4,22.200000000000003,0.4,15,0.4,21.4,1.8,15,0.4,15,0.2,1.4,0.4,0.8,18.2,15,21.4,0.6000000000000001,18
56,019,1015,108,100,0,5,0,0,0,0,3,83,77,0,5,0,0,0,0,1,44.300000000000004,0,58.1,0,44.300000000000004,0,55.6,0.7000000000000001,41.2,0.7000000000000001,41.2,0,0,0.1,0.1,44.300000000000004,41.9,57.4,0.1,47.1
56,021,1-1,3639,2307,171,932,18,47,10,5,149,2512,1684,128,578,15,38,9,0,60,785.3,433,820.9,546.6,499.3,412.9,850.8,576.5,508.8,386.2,483.1,399.1,433,399.4,561.6,785.3,497.9,836.4,459.5,657.9
56,021,1-10,2175,1329,43,708,20,15,2,4,54,1635,1017,33,522,14,11,2,4,32,331.1,225.6,359.2,292.8,220.2,234.7,365.7,320.2,227.8,217.5,205.7,236.9,225.6,229.6,306.1,331.1,218.3,362.4,255.2,284.7
56,021,1-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
