state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,pre_20_rep_tru,pre_20_dem_bid,uss_16_rep_boo,uss_16_dem_eld,uss_20_rep_cot,uss_20_dem_har,gov_18_rep_hut,gov_18_dem_hen,atg_18_rep_rut,atg_18_dem_lee,sos_18_rep_thu,sos_18_dem_inm,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20,ndv,nrv
05,051,24,3227,2711,233,167,16,33,2,3,62,2547,2188,178,112,13,27,1,1,27,888.5,556.8,1009.5,607.2,869.5,598.2,1079.7,568.7,635.2,489.3,580.4,538.5,562,555.8,577.3,527.9,588.4,878.8,592.5,1044.4,559.3,803.4
05,051,25,3679,3155,166,221,15,45,1,3,73,2759,2449,99,133,10,35,1,1,31,1060.2,486.7,1234.5,594.1,1001,567.2,1283.4,580.5,514.9,229.6,483.6,259.2,474.3,262,526.5,250.7,587.1,1030.7,490.7,1258.5,425.4,864.7
05,051,26,1202,551,478,118,5,0,0,1,49,832,433,323,57,5,0,0,1,13,64.5,183.4,74.1,173.8,66.7,186,85.9,164.7,95.9,80.10000000000001,84,95,83.7,94.3,184.6,91.1,168.4,65.6,87.4,80.1,140.2,79.5
05,051,27,1269,446,714,56,8,2,0,0,43,924,330,535,35,6,2,0,0,16,61.2,208.8,69.1,198,65.2,210.8,82.6,187,44.1,63.8,37.9,72.2,36.2,72,210.1,69.9,192.1,63.1,38.9,75.5,144.9,56.9
05,051,28,2101,1194,673,152,16,7,0,2,57,1790,1082,543,105,16,7,0,1,36,174.3,342.6,186.4,345.4,172.9,351.3,217.79999999999998,319.3,238.1,239.8,215.5,267.3,206.79999999999998,259,346.9,256.1,331.8,173.5,219.8,201.7,303.5,201.9
05,051,29,2456,1480,524,333,15,15,1,2,86,1844,1221,347,215,13,11,1,1,35,257.4,324.7,278.5,345.5,241.2,343.3,314.8,316.7,286.3,263.4,259.2,293.3,253.7,284,333.6,280.8,330.8,249.6,266.2,296.3,310,270.4
05,051,30,1626,1054,382,109,7,7,0,2,65,1272,910,258,67,4,7,0,1,25,212.2,216.2,243.3,236.3,193.4,234.7,263.9,222,73.2,61.5,65.7,69.2,66.7,67,225.9,66.6,228.6,202.7,68.1,253.6,158.1,159.3
05,051,31,2066,1234,505,240,18,9,0,5,55,1561,1021,331,161,18,9,0,2,19,178,302.1,199.4,318.1,177.7,309.3,235.7,294.9,284.4,315.3,254.7,347.7,254.3,348.5,305.5,337.3,307.3,178.1,265.2,217.6,319.1,226.3
05,051,32,2302,1795,240,207,7,14,0,2,37,1927,1595,162,136,7,11,0,0,16,513.6,325.2,582,395.5,477.4,368,606.1,371.2,556.8,235.1,500.8,287.9,499.7,283.4,346.8,268.8,383.5,494.8,518.8,594,323.8,534.4
05,051,33,1916,1503,203,124,10,41,3,1,31,1704,1391,162,90,8,36,2,0,15,513.2,323.5,566.1,373,476.4,364,613.4,343.4,476.9,229.29999999999998,437.59999999999997,269.3,430,274.7,343.3,258,358,494.6,448.1,590,311,502
05,051,34,2595,2242,194,90,11,16,0,1,41,2174,1926,143,57,10,12,0,0,26,691.8,474.1,709,519.3,652.6,517.2,764.1,488.3,597.8,342.7,565.5,378.4,554,381.90000000000003,495.2,367.8,502.5,671.5,572.2,736.4,443.2,648
05,051,35,1117,920,86,75,1,15,1,0,19,920,788,61,50,1,12,1,0,7,296.1,213.6,260.1,218.2,286.5,228.1,278.40000000000003,208.5,188.4,129.4,175.2,144.9,164.2,152.9,221,142.5,213.4,291.6,175.5,269.3,185,235.4
05,051,36,2258,1669,322,167,11,21,0,7,61,1808,1421,219,109,10,18,0,4,27,428.2,321.5,464.4,342.5,403.7,355.2,499,322.9,310.8,171,285.2,198.3,279.8,198.2,338.3,189.4,332.3,415.7,291.8,482,272.1,380.8
05,051,37,7313,6274,473,321,39,73,1,4,128,5784,5105,327,194,31,59,1,2,65,2089.9,962.2,2309.9,1188.4,1922.5,1140.5,2423.3,1135.2,1894.5,813.5,1762.6,942.5,1729.2,969.5,1049.8,908.5,1161.2,2003.9,1795,2366.4,1021.9,2019.1
05,051,38,1554,980,280,223,10,16,0,2,43,1171,810,177,145,8,13,0,0,18,176.9,221,184.2,245.9,161.2,239.9,214.2,221,265.9,256.4,238.2,284,240.9,282.3,230.8,274.1,233.5,168.9,248.3,198.9,250.3,211.6
05,053,01,448,426,1,13,2,2,0,0,4,330,315,1,8,2,2,0,0,2,152.1,48.5,177.1,53.2,119.3,50.3,182.6,48.5,149.20000000000002,34.4,143.3,40.2,137.3,47.4,49.4,40.6,50.9,135.6,143.3,179.7,46.1,151.5
05,053,02,258,256,2,0,0,0,0,0,0,208,206,2,0,0,0,0,0,0,101,21.4,117.8,17.6,87.3,29.7,117.9,16.7,65.6,12.4,67.6,12.5,67.6,12.6,25.1,12.5,17.3,94,67,117.9,17.6,89
05,053,03,294,289,0,4,0,0,0,0,1,224,222,0,1,0,0,0,0,1,105.2,17.9,110,15.1,91.7,34.1,115.1,12.8,73.9,10.7,71,15.1,67.7,17.2,25.7,14.6,13.5,98.5,71,112.4,17.599999999999998,90.3
05,053,04,1107,1082,0,14,4,0,0,0,7,849,833,0,7,4,0,0,0,5,421.1,76.8,524,84.5,364.9,120.9,520.7,93.7,321,61.9,317.7,64.1,309,70.9,98.7,65.8,89.2,393,315.90000000000003,522.2,81.9,397
05,053,05,908,877,2,14,4,3,0,0,8,683,662,2,9,1,2,0,0,7,323.7,45.9,376.40000000000003,46.9,294,65.4,367.1,60.300000000000004,232.8,30.8,222.6,40.9,231.1,33.4,56.099999999999994,34.4,53.8,308.5,229.1,371.4,46.3,292.6
05,053,06,909,882,1,18,3,0,0,0,5,671,656,0,8,3,0,0,0,4,262.1,51.8,351.5,43.1,227.1,81,354.1,42.7,211.8,28.9,200.6,38.9,194.4,47.1,66.7,38.8,42.8,244.1,201.6,352.6,47.3,258
05,053,07,1269,1130,108,21,6,0,0,0,4,968,862,89,12,3,0,0,0,2,377.1,125.3,404.6,102.8,313.6,164.6,427,97.7,271.4,96.5,263.6,105.6,263.6,103.7,144.9,102,100.2,345.8,265.4,416.6,113.6,331.6
05,053,08,349,343,0,2,0,3,0,0,1,270,264,0,2,0,3,0,0,1,116,19,125,21.1,111.8,27.8,130.2,19.8,86.89999999999999,16.2,93,12.8,89,17.9,23.6,15.9,20.6,113.9,90,127.39999999999999,19.1,107.6
05,053,09,1424,1376,4,12,0,8,0,0,24,1127,1094,4,8,0,7,0,0,14,473.7,100.1,566.6,91.4,414.7,144,567.6,98.2,377.5,62.1,366.5,77.7,359.7,79.6,121.9,73,94.7,444.3,367.7,567.1,93.4,446.5
05,053,10,1259,1227,4,8,7,0,0,0,13,970,957,1,4,3,0,0,0,5,452.3,102.8,584.4,92.5,407,138.8,588.9,90.3,379.5,68.7,358.3,89.6,367.2,82.2,120.2,80.6,91.4,429.2,368.9,586.7,94.9,448.7
05,053,11,1657,1574,25,25,11,4,0,0,18,1242,1197,17,12,8,4,0,0,4,550,150.2,683.1,163.4,507.7,179.9,694.1,160.6,451.6,107,416.5,142.79999999999998,431,129.2,165.3,126.39999999999999,162.3,528.7,433.2,688.7,147.5,533.3
05,053,12,1324,1249,13,45,2,5,0,2,8,971,927,8,25,2,3,0,0,6,362.7,110.5,438.3,109,330.5,135.5,447.8,103.1,288.5,67.6,261.6,97.8,274.6,78.4,122.4,81,106.7,346.2,274.6,443.6,99.9,343.2
05,053,13,1549,1416,34,63,5,14,0,0,17,1172,1071,33,45,3,11,0,0,9,360.7,138.7,433.1,133.2,330.1,154.8,444,131.9,305.2,68.3,280.5,92.6,282.5,90.7,146.6,84.3,132.6,344.6,289.4,438.6,116.2,348.3
05,053,14,1585,1548,6,7,6,5,0,0,13,1223,1196,4,5,6,4,0,0,8,552,106.1,624.1,103,484,149.6,635.8,96,424.9,59,410.9,69.1,394.7,83.5,127.8,70.1,99.1,518.1,410.5,630.2,95.5,503.7
05,053,15,695,520,163,7,0,0,0,0,5,507,377,124,2,0,0,0,0,4,195.1,101.2,237.9,64,151.1,125,244.4,66.3,151.1,54.9,143.3,66.3,129.9,79,112.7,66.7,64.9,172.9,141.7,240.7,79.10000000000001,179
05,053,16,761,609,12,124,6,0,0,0,10,544,454,10,73,4,0,0,0,3,181.7,41.6,222.3,32.7,163.2,55.4,236.2,21.9,155.8,23,145.3,30,145.3,29,47.6,28.1,26.8,171.4,148.4,229,33.1,178.6
05,053,17,1344,1312,4,7,12,1,0,0,8,1025,998,2,5,12,1,0,0,7,523.3,72,593.8,58.3,437.5,151.9,587.3,73.6,420.1,55.9,410.1,72,398.59999999999997,80.10000000000001,112.3,69.2,65.7,480.2,409.8,590.4,79.9,481.7
05,053,18,713,685,6,8,7,2,1,1,3,554,535,4,3,6,1,1,1,3,216.1,43,224.8,36.1,177.9,66.9,221.6,43.9,157.4,39.8,154,40.9,150,43,55,40.9,39.8,196.9,153.8,223.1,44.6,185.8
05,055,01,458,450,0,3,2,0,0,0,3,363,358,0,1,2,0,0,0,2,86.2,33.6,96.6,25.2,70.8,42.3,95,26.4,65.3,23.5,66,22.3,63,22.7,37.4,22.3,25.7,78.1,65.5,96,27.7,77.3
05,055,02,297,282,0,0,0,0,0,1,14,234,224,0,0,0,0,0,0,10,79.89999999999999,16.9,99.1,19.2,62.800000000000004,30.2,96.8,23.3,55.1,10.1,53.1,14.9,55.1,12.9,23.5,12.8,21.1,71.4,54.5,97.9,18.4,71.4
05,055,03,861,845,1,2,8,0,0,0,5,672,657,0,2,8,0,0,0,5,228.4,62.4,308.9,53,189,77.7,308.9,51.4,181.7,52.6,191.2,58,179.8,68.6,69.7,59.5,52.4,208.1,184.1,308.9,61.1,226.8
05,055,04,458,449,0,6,0,0,0,1,2,325,321,0,2,0,0,0,0,2,61.1,31.2,106.9,15.9,58,31.2,105.1,19,71,20.1,65,22,56.1,32.2,31.2,24.8,17.3,59.6,64.1,106,24.5,74.6
05,055,05,328,321,0,2,0,1,0,0,4,248,244,0,1,0,1,0,0,2,113.1,21,124,11.6,97.4,29.2,118.2,13.9,74.7,15,82.89999999999999,13.9,81.10000000000001,15,24.8,14.8,12.700000000000001,105.2,79.8,121.5,16.8,98.9
05,055,06,1088,1049,0,19,1,1,0,0,18,783,763,0,10,1,1,0,0,8,210.3,78.3,257,62.4,191.9,76.9,257.5,57.1,189,42.2,172,65.4,165.9,71.2,77.4,58.9,60,201.1,175.8,257.4,65,206
05,055,07,597,586,0,7,0,0,0,0,4,442,438,0,2,0,0,0,0,2,160.1,67.4,196,36.2,145.9,67.4,200,27.8,148.1,32.8,139.4,46.5,128,57,67.4,45.4,31.7,153,138.5,197.9,47.6,159.5
05,055,08,98,93,0,0,4,0,0,0,1,80,77,0,0,2,0,0,0,1,16,4.8,14.3,4.8,14.3,7.5,13.2,6.3,8,6.3,9.700000000000001,6.3,9.700000000000001,6.3,6.2,6.3,5.6000000000000005,15.6,9.4,13.5,6.3,12.5
05,055,09,57,54,0,1,0,0,0,0,2,47,44,0,1,0,0,0,0,2,9,1.8,7.8,1,6.6,1.8,6.6,1.8,6.6,1,6.6,1,6.6,1,1.8,1,1.4000000000000001,7.6,6.6,6.9,1,6.6
05,055,10,822,800,4,10,5,0,0,0,3,642,627,2,5,5,0,0,0,3,241.9,51.1,254.3,43.4,212.1,65.2,251.8,40.3,187.5,42.6,191.7,50.4,180.1,52.4,57.6,48.8,41.7,226.6,186.9,253.1,49.8,216.7
05,055,11,889,866,9,11,1,2,0,0,0,656,642,6,6,1,1,0,0,0,278.2,58.8,324.9,64,234.1,81.2,326,66.8,200.1,46.3,209.8,53,200.1,58.8,70,52.8,65.7,256.2,203.4,325.5,61.3,253.5
05,055,12,1686,1620,4,34,6,2,0,0,20,1298,1259,2,18,4,2,0,0,13,487.5,120.1,565.5,90.7,423.3,149.5,569.3,77.1,389.4,60.9,383.5,86.7,376,90.7,134.6,79.4,83.8,455.8,383.5,567.5,96.3,456.2
05,055,13,741,731,0,2,2,0,0,2,4,551,546,0,1,2,0,0,1,1,242.2,58,298,45.1,210.2,80,295,50,188.1,44.3,190.9,55.1,183.79999999999998,60.9,68.8,53.5,47.6,226.3,187.8,296.4,55.9,229.7
05,055,14,41,41,0,0,0,0,0,0,0,34,34,0,0,0,0,0,0,0,4,0.9,4.8,2.2,3,0.9,3,4,4.8,0,3,2.2,3,2.2,0.9,1.5,3.1,3.4,3.5,3.8,1.8,3.5
05,055,15,203,197,0,3,0,1,0,0,2,164,159,0,3,0,1,0,0,1,54.300000000000004,13,54.4,11.1,41,21.9,52.8,12.2,37.6,9.7,37.300000000000004,9.7,34.7,12.1,17.3,10.5,11.3,47.5,36.4,53.3,12.3,44.4
05,055,16,528,510,0,3,6,1,0,0,8,403,389,0,3,4,1,0,0,6,109.6,30.5,116.6,24.6,91.39999999999999,37.3,117,22,85.2,19.400000000000002,84.1,25.7,81.1,24.9,34,23.6,23.2,99.8,83.5,116.7,26.2,97.6
05,055,17,206,204,0,0,0,0,0,0,2,172,170,0,0,0,0,0,0,2,39,11.1,34.8,13.9,34.6,16.1,36.9,12.1,24.6,11.1,21.9,11.700000000000001,24.6,10.1,14.1,11.1,12.6,36.3,23.7,35.7,12.3,30.9
05,055,18,113,110,0,0,1,0,0,0,2,92,90,0,0,1,0,0,0,1,14.3,5.1,17,3,13,3.8000000000000003,16.1,5.1,7,6.1,8,3.8000000000000003,9.1,3.8000000000000003,4.1,4.6000000000000005,3.8000000000000003,13.700000000000001,8,16.5,4.1,12
05,055,19,1170,1137,1,14,10,1,0,0,7,910,889,1,6,8,1,0,0,5,374.7,97.5,466.9,85,322.4,126,469.9,80.3,316.6,60.7,314.6,74,314.1,78.1,111.3,71.2,82.3,348.8,314.8,468.2,86,368.2
05,055,20,965,945,4,5,4,0,0,0,7,738,725,3,3,4,0,0,0,3,242.1,59.199999999999996,293,52,226.9,68.1,294.3,53.9,197.1,40.199999999999996,197.1,46.1,194,46.8,63.9,44.5,53,234.5,196.2,293.7,52.2,234.9
05,055,21,177,167,5,1,4,0,0,0,0,135,131,2,1,1,0,0,0,0,41.9,13.2,38,6,43,13.2,39.1,6,22.1,4,21,4,22.1,4,13.2,4,6,42.2,22,38.7,7,32.4
05,055,22,1486,1442,0,18,8,8,0,0,10,1106,1077,0,8,7,7,0,0,7,539.1,76.60000000000001,616.8000000000001,76.60000000000001,487.09999999999997,96.89999999999999,614,84.4,400.7,57.3,399.7,75.4,391.2,75.4,87.2,69.5,81.1,512.7,397,615.5,77.4,492.6
05,055,23,1265,1234,1,15,4,0,0,0,11,904,884,0,10,2,0,0,0,8,433.6,88.1,588.1,101.2,405.90000000000003,96.8,598,93,330.3,54.8,322.2,63,325.5,63.3,92.3,60.8,97,419.7,326.5,593,80.2,428.90000000000003
05,055,24,355,330,3,1,10,0,0,0,11,273,256,1,1,8,0,0,0,7,81.2,34.9,81.2,31,74.8,31.900000000000002,87.9,25.1,62.900000000000006,23.1,62.1,25.1,60,28.8,33.4,25.6,28.1,78,61.8,84.5,28.6,72.7
05,055,25,254,247,2,4,0,0,0,0,1,202,196,1,4,0,0,0,0,1,59.2,17.6,58.1,7.9,55,15.9,53.3,11.3,38.4,12.9,34.5,15.9,32,18.2,16.6,15.9,9.4,57.2,34.5,56.6,14.3,47.8
05,055,26,104,100,0,2,1,0,0,0,1,87,84,0,1,1,0,0,0,1,32.2,6.7,34.2,5.1,26.8,9.4,32.7,6.5,26.5,4.4,25.2,4.8,24.1,7.6,8.2,5.4,5.7,29.5,25.1,33.7,6.2,28.9
05,055,27,7127,6820,38,124,28,31,0,7,79,5447,5256,28,75,24,22,0,7,35,2001.9,619.5,2333.3,734.5,1937.3,621.6,2385.4,703.9,1598.7,447.3,1554.4,532.3,1522.9,558,621.8,512.8,718.8,1969,1557.7,2358.5,603.4,1904.9
05,055,28,6090,5503,89,337,42,11,3,2,103,4249,3907,59,182,33,7,3,1,57,583.9,271.3,700.7,238,529.5,268.8,721.1,232.4,413.3,156.6,398.4,189,374.2,205.6,269.5,185.7,234.1,556.6,395.4,710.9,223.2,532
05,055,29,6551,6269,29,141,28,15,0,1,68,4986,4820,15,78,21,11,0,1,40,1642.3,572.4,1901,599.4,1529,611.9,1949.5,586.9,1248.8,384.3,1236.1,445.2,1206.8,471.3,592.6,433.8,593.6,1585.8,1228.7,1925.2,524.4,1530.6
05,055,30,920,892,0,4,3,1,1,0,19,684,663,0,2,3,1,1,0,14,264.7,52.8,344.9,57.2,236.8,69.7,347.8,54.8,190.6,38.6,187.6,45.2,192.8,40.1,60.8,41.4,55.8,250.6,190.5,346.2,51.3,252.1
05,055,31,6155,5872,42,132,16,32,3,0,58,4573,4401,34,69,14,25,1,0,29,1991.7,496.7,2332.7,536.8,1867.3,556.6,2355.5,546.9,1505.8,360.9,1496.8,425.5,1482.2,445.8,526.4,410.8,541.1,1930.4,1495.3,2344.2,481.2,1861.5
05,057,001,1535,1158,278,77,4,5,0,0,13,1167,896,214,45,4,3,0,0,5,340.9,139.6,357.6,130.9,320.9,132.7,373.5,116.6,269.2,110.5,260.90000000000003,118,259.2,123.5,135.5,117.7,122.8,330.1,262.4,365.1,123.8,311.7
05,057,002,693,536,102,40,2,1,0,1,11,529,424,71,24,2,0,0,0,8,208.5,60.8,209.4,41.6,190.20000000000002,65.2,213.5,37.9,146.6,32.5,148.1,35.6,144.6,37.9,62.7,35.4,40.2,200.1,146.8,211.5,43.4,180.8
05,057,003,940,739,91,95,0,0,0,0,15,688,555,72,53,0,0,0,0,8,275.5,58.8,275.5,41.9,245.9,71.7,271.8,52.1,188.5,40.2,185.4,43.7,185.4,40.2,64.6,40.4,46.2,260.6,185.7,274.4,50.4,233.4
05,057,004,712,397,256,20,5,21,1,2,10,595,351,211,9,5,11,1,1,6,144.1,89.7,144.9,88.5,137.7,86.3,157.1,78.9,116.5,65.3,108,73.1,109.4,70.9,87.8,69.7,84,141.2,111.6,150.8,78.8,131.3
05,057,005,465,255,186,14,0,1,0,0,9,340,189,138,8,0,1,0,0,4,110.6,40.3,102.7,34,102.9,44.2,102.8,31.4,86.1,31.099999999999998,85,31.4,84.2,32.9,41.7,31.7,32.6,106.7,85.1,102.8,34.8,96.6
05,057,006,366,318,17,10,0,10,0,0,11,286,253,16,4,0,9,0,0,4,97.7,20.5,108.1,21.9,89.7,23.900000000000002,109.5,22.6,73.6,16,72.1,16.7,72.2,16.8,22.4,16.4,21.9,93.9,72.6,108.8,19.5,89.3
05,057,007,434,350,60,8,4,1,0,1,10,357,290,53,3,4,1,0,0,6,121.5,23.8,134.3,26.4,115.5,25.400000000000002,136.5,25.400000000000002,91.7,18.6,90.5,19.5,90.9,19,24.6,18.6,25.6,118.8,91,135.6,22.8,111.7
05,057,008,1337,782,473,53,9,3,0,4,13,1055,625,382,27,8,2,0,2,9,292,167.4,321,145.1,266,165.5,340.8,133.6,236.1,114,222.8,128.8,225.1,125.9,165.1,123.2,139.6,279.1,227.5,331.1,140,272
05,057,009,690,318,328,27,5,2,0,1,9,536,254,256,15,5,2,0,1,3,101.5,119.5,112.1,112.2,88.1,110.7,120.9,102.9,79.9,100.1,73.9,102.1,80.6,100.3,114.60000000000001,101.1,107.2,94.10000000000001,79.1,115.7,106.3,94.4
05,057,010,3041,2391,366,208,15,10,10,0,41,2328,1903,256,123,10,6,5,0,25,914.1,230.4,900.1,222.4,887.6,250.1,933.7,195.9,718.5,155.1,695.3,179.9,698.1,181.1,240.1,172.5,208.8,901.2,703.8,917.2,202.5,821.3
05,057,011,1520,1457,20,22,8,0,0,0,13,1124,1079,16,13,6,0,0,0,10,649.6,58.6,643.4,41.4,596.5,87,644.3,43.2,386,35.7,377.6,50.1,380.3,44.7,72.8,43.9,42.1,622.8,381.1,643.7,51.1,525.2
05,057,012,511,441,21,37,2,7,0,0,3,414,372,16,18,2,6,0,0,0,149.1,34.2,184.8,40,136.3,42.8,191,36.2,110.8,26.5,113.10000000000001,23.6,113.10000000000001,23.6,38.7,24,38.1,143.1,112.8,187.9,32.7,142.9
05,057,013,1090,267,595,205,5,1,0,0,17,770,213,429,115,5,1,0,0,7,36.2,166,40.7,138.8,41.3,145.3,58.5,112.3,29.2,103.4,22.4,107.7,22.4,110.9,155.3,107.6,124.8,38,23.9,48.9,125.8,35.1
05,057,014,841,377,290,160,2,0,0,0,12,578,301,187,85,2,0,0,0,3,75.6,111.4,72.6,113,70.8,104.1,89.1,95.2,59,77.5,56,81.5,54.1,81.5,107.7,80.5,103.9,73.3,56.5,80.6,95.1,68.3
05,057,015,527,258,177,71,1,1,0,3,16,389,223,117,38,1,1,0,3,6,51,75.2,48.9,76.1,47.7,70,60.1,63.7,39.7,52.2,37.5,54.8,36.4,54.8,72.9,54.1,69.7,49.1,37.7,54.300000000000004,63.7,45.8
05,057,016,1776,990,499,246,3,7,0,0,31,1280,802,312,144,3,7,0,0,12,334.8,197,322,163.2,339.1,198.9,349.7,145.4,260.1,101.9,247.9,118.7,248.9,115.6,198,112.1,154.2,337,252,336.4,148.6,300.5
05,057,017,2125,973,768,354,6,1,6,2,15,1531,820,498,198,3,1,4,0,7,247.3,257,239.8,226.5,246,248.8,273,195.4,219.9,141.1,199.4,167.2,199.20000000000002,160.70000000000002,252.5,156.9,210.9,246.9,206.29999999999998,256.8,199.29999999999998,232
05,057,018,866,111,463,277,2,0,0,4,9,598,89,351,152,2,0,0,0,4,28.6,129.2,31.2,107.8,31.5,112.6,45.6,87.4,22.8,79.9,17.5,83.6,17.5,86.1,120.9,83.6,97.10000000000001,29.9,18.5,38.5,98.1,27.7
05,057,019,1823,261,876,665,3,3,0,1,14,1229,219,629,372,3,3,0,0,3,63.5,236.6,64.7,200.9,66.7,216.3,90.4,165.2,54.1,140.3,43,153,42.1,152.8,226.1,149.4,182.9,65.2,45.9,77.3,180.2,61.2
05,057,020,1045,199,690,118,1,7,0,1,29,730,167,482,65,1,2,0,1,12,95.2,141,91.8,143,89.4,131.4,112.3,119.7,74.1,97.7,71.2,102.8,68.4,102.8,135.8,101.7,131.7,92.4,71.6,102.2,120.1,86.1
05,057,022,272,192,67,6,0,1,0,0,6,207,157,40,6,0,1,0,0,3,63.2,19.6,66.9,20.8,62.1,18.6,69.1,17.7,47.5,14.299999999999999,46.7,15.5,47.2,14.5,19.1,14.6,19.1,62.6,47.300000000000004,68.1,17.4,57.6
05,059,01,1851,1799,5,27,3,1,3,0,13,1361,1326,4,16,3,1,3,0,8,681.6,151.2,717,157,599.2,234.7,717.9,160.5,519.2,107.3,500.3,125.3,497.5,126.2,192.6,119.9,158.6,640.7,505.4,717.3,151.5,604.6
05,059,02,1764,1717,6,16,4,3,0,0,18,1299,1271,3,10,4,2,0,0,9,569.5,133.3,658,111.3,517.3,177.1,664,111.3,433.3,67,416.1,85.2,413.9,88.3,153.8,80.7,111.3,543.8,420.5,660.7,110.9,524.1
05,059,03,1354,1280,16,25,9,6,0,0,18,1000,947,13,14,8,6,0,0,12,383.4,84.1,433,61.1,320.8,152.9,427.5,70.1,271.1,63.9,276.4,59.800000000000004,268.2,69.1,118.2,64.2,65.2,352.2,271.4,430.2,80.1,340.09999999999997
05,059,04,425,404,0,13,5,0,0,0,3,323,314,0,6,2,0,0,0,1,175.4,27.4,216.6,16.8,162.7,36.8,213,20.8,133,15.7,135.7,15.2,129.4,20.8,32.1,17.1,18.3,168.4,133,214.7,21.4,166.3
05,059,05,776,734,4,23,7,1,0,0,7,604,573,3,15,7,1,0,0,5,302.3,67.1,318.3,69.7,265.90000000000003,103.9,318.7,71.1,230.4,47.7,222,55.4,221.1,56.2,85.4,53.5,70.2,284.09999999999997,224.1,318.4,67.4,268.1
05,059,06,1480,1398,13,44,10,1,0,0,14,1135,1086,7,25,6,1,0,0,10,350.2,109.1,344.7,89.8,325.2,145.5,354.9,83.1,275.1,74.9,271.9,78.8,257.6,95.4,127.4,82.8,85.5,337.4,269.5,349.8,96.7,312.3
05,059,07,702,674,4,7,1,1,2,1,12,606,586,4,7,1,1,2,0,5,244.8,75.8,274.7,82,229.6,87.2,288,71.8,223,62,213,72.4,211.4,75.3,80.9,70.2,76.6,237.20000000000002,215.5,280.8,75,240.6
05,059,08,301,109,169,7,0,1,0,0,15,241,84,142,5,0,1,0,0,9,31.8,85.1,31.3,76.9,32.4,74.9,34.2,70.6,14.1,58.4,10.6,62.4,8.5,65,79.6,61.9,73.7,32,10.9,32.4,70.2,23.3
05,059,09,2064,1038,871,98,6,2,0,0,49,1542,838,626,49,6,2,0,0,21,274.1,393.3,308.1,375.1,257.09999999999997,400,337.8,348.9,236.1,273.8,205.3,307.6,203.6,309.5,396.4,296.4,360.8,265,214.5,321.6,344.9,259.8
05,059,10,2415,1774,412,139,13,4,5,5,63,1771,1369,271,85,9,4,3,1,29,381.2,214.3,367,234.7,335,260.5,399.2,215.5,292.7,136.3,272,152.3,264.4,162.4,238.4,151.4,224.5,357.6,276.5,383.3,196.2,330.7
05,059,11,2262,1741,354,91,17,16,0,2,41,1717,1406,221,52,9,13,0,0,16,510.1,287,523.3,335.2,470.90000000000003,325.3,552.5,323.4,426.1,197.1,395.7,228.3,391.7,230.1,306.4,218.2,329.5,490.4,404,537.8,275.9,467.7
05,059,12,2127,1038,936,75,4,6,0,0,68,1620,814,722,46,1,6,0,0,31,143.2,217,223,367.2,149.9,208.7,262.2,329,128.1,133.7,108.7,153.5,108.5,159.5,212.8,150.6,348.2,145.2,114.4,242.5,224.20000000000002,160.5
05,059,13,476,456,15,1,1,2,0,0,1,394,380,10,1,1,2,0,0,0,132.7,52.8,271.6,66.10000000000001,129,59.1,274.1,66.7,119.2,28.5,119.7,28.6,114.7,31.8,55.9,29.2,66.4,130.9,118.2,272.7,47.9,165.79999999999998
05,059,14,2761,2078,584,57,7,9,2,2,22,2217,1687,463,43,5,9,1,0,9,412.7,267.8,372.8,120.7,384.8,295.40000000000003,384.2,109.1,340.1,178.6,322.3,196.6,314.6,208.7,280.6,194.79999999999998,114.8,399.2,325.7,377.9,196.8,362.1
05,059,15,914,884,2,12,0,3,0,0,13,750,728,2,7,0,2,0,0,11,307.6,95.9,331,75.8,272.2,136.8,336.8,74.2,209,70.2,208.1,75,204.7,79.2,116.5,74.9,75,290,207.3,333.8,86.6,267
05,059,16,616,603,8,5,0,0,0,0,0,474,467,4,3,0,0,0,0,0,251.29999999999998,47.2,283.3,38.3,216,83.3,283.3,38.3,199.9,25.8,191.9,31.1,182.1,42.2,65.3,32.8,38.3,233.6,191.2,283.3,43.9,229.89999999999998
05,059,17,390,366,7,9,1,0,0,0,7,305,289,5,6,1,0,0,0,4,115.3,30.7,121.2,24.2,90.3,50.7,121.2,28.3,91.3,21.8,87.1,24.2,85.2,28.3,40.4,24.9,26.4,102.7,87.7,121.2,29.9,101.7
05,059,18,264,249,2,7,2,0,0,0,4,203,195,0,4,2,0,0,0,2,78.1,18.2,89.9,20.3,67.3,31.9,92.4,21.8,60.5,13.9,63.8,12.1,60.5,16.3,25.1,13.9,20.7,72.60000000000001,61.4,90.9,19.6,73.3
05,059,19,173,158,5,5,1,1,0,0,3,128,120,4,2,1,1,0,0,0,84.89999999999999,12.9,82.10000000000001,14.9,68,31,83.9,13.8,48.1,8.9,47,8.9,45.9,11,21.8,9.5,14.2,76.5,47,82.89999999999999,14.6,65.8
05,059,20,660,636,5,6,6,0,0,0,7,505,484,5,4,5,0,0,0,7,182.1,38.1,203.1,22.7,157.1,58.6,205.7,29.2,120.1,16.7,116,25.3,118.5,23.7,48.5,21.9,25.7,169.3,118.2,204,30.1,157.8
