state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,pre_20_dem_bid,pre_20_rep_tru,uss_16_dem_cor,uss_16_rep_hec,uss_18_dem_ros,uss_18_rep_hel,gov_18_dem_sis,gov_18_rep_lax,atg_18_dem_for,atg_18_rep_dun,sos_18_dem_ara,sos_18_rep_ceg,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20
32,003,3444,1656,1403,44,115,5,64,6,2,17,1264,1078,36,78,4,52,3,2,11,327.1,704.7,448.3,846.2,333.1,701.8,320.8,636.6,328.7,627.5,292.7,643.4,289.8,657.1,329.9,308.2,448.3,703.1,641,846.2
32,003,3445,1534,1164,38,252,3,36,7,2,32,1188,933,35,162,3,28,5,2,20,257.1,467.1,344.4,551.6,259.9,465.2,234.9,419.2,230.2,423.8,213.7,441.9,212.4,445.9,258.7,223.2,344.4,466.7,433,551.6
32,003,3446,76,52,13,11,0,0,0,0,0,43,31,6,6,0,0,0,0,0,13.5,14.6,15.6,17.8,13.2,14,11.7,12.5,11.8,12.2,10.9,12.8,11.1,12.9,13.3,11.4,15.6,14.3,12.6,17.8
32,003,3449,1412,1094,62,151,5,68,1,1,30,1040,828,38,96,5,54,1,0,18,254.20000000000002,587.4,388.5,750.1,264.2,581.9,252.6,531.6,253.79999999999998,527.6,236.1,516.5,231,544.1,259.5,242.79999999999998,388.5,585,530.1,750.1
32,003,3450,1974,1353,138,341,6,76,3,6,51,1489,1083,95,214,5,65,3,5,19,435.40000000000003,532.6,519.6,610.8,429.09999999999997,524,416.9,466.5,396.2,469.1,395.2,475.2,370.9,512.7,432.3,394.7,519.6,528.4,480.8,610.8
32,003,3452,3170,1865,242,550,5,364,10,0,134,2302,1437,172,338,5,277,5,0,68,670.5,604,937.4,789.8,641.6,584.1,624.2,520,610,524.1,588.5,532.9,591.2,545.3,656,603.5,937.4,594,530.8,789.8
32,003,3453,793,397,120,188,0,49,9,3,27,602,331,90,122,0,36,6,1,16,176.4,124.1,269.5,176.10000000000002,166.2,122.1,162.9,99.8,161.1,100.1,156.9,102.3,157.5,107,171.3,159.6,269.5,123.1,102.3,176.10000000000002
32,003,3454,109,67,4,26,0,10,1,0,1,74,47,3,14,0,8,1,0,1,21.6,26.5,25.799999999999997,30.4,21.3,26,20.799999999999997,23.2,19.7,23.3,19.7,23.6,18.4,25.5,21.4,19.7,25.799999999999997,26.200000000000003,23.9,30.4
32,003,3455,5,1,0,4,0,0,0,0,0,4,1,0,3,0,0,0,0,0,1,2,0,3,1,2,0,2,0,3,0,2,0,3,1,0,0,2,2.5,3
32,003,3456,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.3,2.4,0.4,0.6,0.4,2.4,0.3,2.4,0.3,2.4,0.3,2.4,0.3,2.4,0.3,0.3,0.4,2.4,2.4,0.6
32,003,3457,12,5,3,1,0,3,0,0,0,9,4,2,1,0,2,0,0,0,2,3,1,6,2,3,0,9,1,8,1,8,1,7,2,0.8,1,3,8,6
32,003,3459,657,312,61,155,4,78,11,2,34,440,221,47,87,2,64,8,0,11,99.4,201.4,131.9,253.3,97.7,199.5,96.1,175.4,100.3,173.7,92.6,173.1,86.5,181.8,98.6,93.9,131.9,200.4,176,253.3
32,003,3461,1404,1096,45,167,8,46,4,1,37,1065,881,26,102,6,33,4,1,12,225.7,617,292.9,757.1,247.5,589.3,233.9,581.4,254,562,227.9,563.5,218.7,595.3,236.4,233.5,292.9,603,575.3,757.1
32,003,3463,1662,1371,75,124,6,51,3,2,30,1326,1105,60,88,6,42,3,2,20,343.1,644.5,437.40000000000003,759.3,359,629.7,355.8,583.8,354.6,566.7,311.8,604.6,307.3,619.7,351.2,332.3,437.40000000000003,637,593.6,759.3
32,003,3464,1733,1449,88,87,5,63,4,6,31,1502,1275,77,64,4,59,3,5,15,373.1,587.1,482.9,604.8,377.9,554.2,369.90000000000003,477.2,358,494,343.9,494,333.90000000000003,494,375.5,351.5,482.9,570.5,489.9,604.8
32,003,3465,1320,992,79,135,7,66,11,3,27,1161,899,69,101,5,60,10,3,14,351,404.9,444.9,467.9,343,383.1,343,354,334.09999999999997,363.9,311.9,375.8,301.2,380,346.8,322.7,444.9,393.8,368.59999999999997,467.9
32,003,3466,7,6,0,1,0,0,0,0,0,7,6,0,1,0,0,0,0,0,1.9,2.9,2.5,3.5,1.9,2.9,1.9,2.6,2,2.5,1.8,2.7,1.7,2.8,1.9,1.9,2.5,2.9,2.6,3.5
32,003,3469,2194,1338,233,389,2,159,6,9,58,1585,1005,162,256,2,124,4,4,28,407,542,506.1,675,417.8,504.9,391,462.1,381,472.2,373.9,466,376,472.2,412.3,380.3,506.1,523.4,468,675
32,003,3470,1965,1243,188,339,2,110,9,3,71,1453,965,140,205,2,93,7,3,38,402.8,403.9,456,486.90000000000003,398.9,379.8,347.90000000000003,355.1,339.9,351,314,373,319.9,372.1,400.7,330.5,456,392,362.8,486.90000000000003
32,003,3471,1697,1115,148,247,4,101,6,8,68,1295,889,119,162,2,78,6,5,34,421.2,451.8,516.2,656.2,415.1,406.1,386.1,394.2,382.2,392,355,412.1,352.1,424.3,417.9,368.8,516.2,428.6,405.5,656.2
32,003,3472,1715,1232,132,234,11,53,3,4,46,1253,925,95,159,11,40,3,1,19,361,568,397.1,648.2,372.1,512.9,351.9,455,335.9,470.1,310.8,477,321,486.9,366.5,329.9,397.1,540.4,472.3,648.2
32,003,3473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,1,0,1,0,1,0,0,0,2,1,0
32,003,3477,55,43,0,9,0,1,0,0,2,37,31,0,5,0,1,0,0,0,14.899999999999999,21.7,14.3,32.9,15.1,20,13.7,21,12.799999999999999,20.8,12.299999999999999,22.1,9.200000000000001,25.2,15,12.1,14.3,20.8,22.2,32.9
32,003,3479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,4,1,3,0,2,0,2,0,2,0,2,1,0,2,3,2,4
32,003,3480,262,197,23,28,1,10,0,0,3,212,163,19,21,1,6,0,0,2,32,57.900000000000006,44,54.1,39,50,34.9,39,30,44,31.099999999999998,44,26.9,47,35.6,30.7,44,53.8,43.5,54.1
32,003,3481,3206,1830,387,583,7,220,28,8,143,2286,1364,287,368,6,169,23,5,64,648.5,576.2,760.3,675.5,637.7,538.2,553.2,456.4,537.3,461.1,525.8,474.6,516.7,497.5,643.1,533.3,760.3,557.3,472.4,675.5
32,003,3482,2470,1639,225,385,5,107,18,3,88,1737,1207,152,221,5,91,16,3,42,479.90000000000003,606.1,558.9,735.1,486.7,540.9,425.9,508.9,415.9,508.1,401.2,527.9,405.8,533,483.2,412.2,558.9,573.3,519.4,735.1
32,003,3483,2692,1941,249,308,6,87,12,3,86,2056,1522,187,207,5,78,10,0,47,614.5,867.4,779.5,1146,602.5,815.4,590.7,775.3000000000001,586.6,769.4,551.7,797,539.4,808.5,608.5,566.8,779.5,841.3,787.5,1146
32,003,3484,1512,1199,70,149,4,59,1,0,30,1159,954,58,82,3,47,1,0,14,354.6,731.3,460.6,942.9,368,697.8,351.6,725.2,368,707.5,335.9,720.5,337.6,718.8,361.4,348.09999999999997,460.6,714.5,718.3,942.9
32,003,3485,2503,1484,235,538,19,132,6,15,74,1821,1145,163,346,10,110,4,12,31,564.9,595.5,671.8000000000001,855.5,562.6,553.1999999999999,512.2,518.2,508.59999999999997,509.5,483.7,519.4,475.8,535.4,563.5,495,671.8000000000001,574.5,520.5,855.5
32,003,3486,5,5,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,003,3487,147,115,1,8,0,12,1,0,10,116,97,1,2,0,10,1,0,5,8,23.099999999999998,14,38,9,18,12,27,13,27,13,27,14,27,8.4,13,14,20.5,27,38
32,003,3488,78,71,0,1,0,3,0,0,3,62,56,0,1,0,3,0,0,2,9,21,14,26,10,15,12,18,12,16,12,17,12,16,9.5,12,14,18,16.8,26
32,003,3490,2488,1245,395,609,8,110,5,1,115,1785,1005,249,381,7,90,3,0,50,485.3,346.1,570.4,469.90000000000003,475.3,324.2,395.2,253.6,383.2,255.70000000000002,382.9,253.1,371.5,271.7,480.5,383.3,570.4,334.90000000000003,258.5,469.90000000000003
32,003,3491,2888,1815,302,477,23,131,20,6,114,2127,1415,206,303,15,115,14,3,56,632.1,599,914.1,857.9,629,553.1,690.2,520.1,681,513,654.1,536.1,656.7,555.9,630.4,670.6,914.1,575.8,531.2,857.9
32,003,3492,8,8,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,2,0,2,0,2,0,1,0,1,0,1,0,1,0,2,1,2,0,0,0
32,003,3493,77,65,4,3,0,2,0,0,3,62,52,4,3,0,2,0,0,1,12,35,14.9,42,12.1,34,14.9,28.1,14.9,28,14,27,15.9,25.099999999999998,12.1,14.9,14.9,34.5,27,42
32,003,3494,2259,1577,233,202,3,164,13,0,67,1653,1202,166,114,3,128,12,0,28,500.3,774.2,625.3,943.8,494.3,749.6,509.8,706.1,494.3,699.2,477.5,701.2,470.4,736.8,497.2,488.2,625.3,761.9,710.6,943.8
32,003,3495,2053,1326,170,391,6,81,1,0,78,1444,986,118,243,4,59,1,0,33,373.9,483.7,475,541.3,385.8,456.9,351.3,384.9,337.1,384.1,336.2,384.1,333.9,391,379.6,339.4,475,470.40000000000003,386,541.3
32,003,3497,172,130,7,26,1,2,0,0,6,135,107,6,16,1,2,0,0,3,38,73.9,29,84.9,42.1,69.1,35.1,60,32,59,27,63,27,65,40,30.3,29,71.5,61.7,84.9
32,003,3498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,20,34,21,15,14,20,14,19,12,22,13,21,20.4,13.2,20,17,20.4,34
32,003,3499,3,2,1,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,1,1,1,0,1,2,0,2,0,1,1,1,1,0,1.5,1,1,0.5,1
32,003,3500,2428,1503,195,464,20,110,10,8,118,1704,1133,126,281,11,85,9,5,54,457.9,495.1,616.7,624,459.8,459.8,410.8,375.9,412.1,366.8,390.7,375,385,406.2,458.7,399.5,616.7,477.5,380.8,624
32,003,3501,3108,1896,260,598,9,150,32,4,159,2098,1365,170,343,9,121,25,0,65,612.2,593,796.3,741.1,590,565,542.9,460.8,551.1,443.8,522.6999999999999,456.8,513.9,462.7,601.3000000000001,532.5,796.3,579.2,456.2,741.1
32,003,3502,1969,1458,116,225,13,123,6,0,28,1472,1098,92,151,8,104,6,0,13,407.09999999999997,566.1,490,685.9,414,538.1,377.09999999999997,476.9,381.3,462,360,476.9,360,490.90000000000003,410.6,369.3,490,552.3,476.7,685.9
32,003,3504,1698,1292,118,150,7,75,8,0,48,1158,907,82,82,2,56,5,0,24,316.6,708.4,403.4,898.3,329.5,657.9,291.1,638,296.3,628.9,281.2,641.7,264.2,651.6,322.7,283.4,403.4,683.4,639.7,898.3
32,003,3505,1481,1037,101,221,2,70,4,0,46,1025,737,72,138,2,53,4,0,19,215.2,529.4,263.6,647.7,224.4,514.1,225.4,478.5,227.4,469.8,209.4,473.6,193.2,505.3,220,213.9,263.6,522.1,481.7,647.7
32,003,3506,2356,1440,274,408,7,83,16,7,121,1576,1036,152,248,7,59,14,6,54,368.9,411,542,495.9,372.1,380.09999999999997,370.09999999999997,305.1,357.9,307.1,341,315.2,336.1,334.2,370.6,351.3,542,395.4,315.2,495.9
32,003,3507,1670,1103,164,240,5,85,7,5,61,1149,799,110,135,5,63,3,5,29,304.9,384,398.2,493.9,302.7,352.2,297.9,299.5,299.9,296.9,280.5,305.5,275.2,315.09999999999997,303.7,288.1,398.2,368.1,304.2,493.9
32,003,3508,2800,1809,222,481,16,128,19,2,123,1907,1290,156,276,9,109,14,1,52,548,548,661.9,730.6999999999999,534.8,539,489.9,445.3,484.9,441.4,469.4,447.7,460,484.9,541.7,476,661.9,543.5,454.7,730.6999999999999
32,003,3509,1856,1242,185,220,2,120,8,3,76,1283,900,118,120,2,97,8,1,37,352.1,444,463.6,566.8,337,415.8,342.1,364.6,333.9,373.9,320.1,372.9,325.8,381.1,344.40000000000003,330.40000000000003,463.6,430,372.9,566.8
32,003,3510,3520,2514,197,400,5,270,14,4,116,2601,1920,159,250,4,199,10,3,56,715.9,1229,914.1,1463,721.7,1183,716,1096,704.9,1093.1,655.1,1111.1,634,1161.1000000000001,718.7,677.4,914.1,1205.8,1115.6,1463
32,003,3511,171,132,6,19,1,2,6,0,5,123,100,5,9,1,2,3,0,3,37.900000000000006,72.1,45,116.1,37.900000000000006,68.9,36.2,73.2,35,75.9,31.2,75.9,26.9,84,37.900000000000006,32.1,45,70.3,77,116.1
32,003,3512,210,150,4,34,1,12,0,0,9,155,120,3,21,1,8,0,0,2,5.1,25,2,24,5.1,24,3,25,3,27,3,25.900000000000002,4,25.900000000000002,5.1,3.2,2,24.4,25.900000000000002,24
32,003,3514,1799,1196,158,199,3,167,2,5,69,1195,819,114,114,1,114,2,1,30,328.9,454.09999999999997,386,531.2,336.5,419.6,292.9,376.7,294.4,380.2,282.8,377.6,268.6,398.5,332.6,284.6,386,436.8,383.3,531.2
32,003,3515,203,155,5,23,3,12,0,0,5,155,125,2,13,3,9,0,0,3,41.9,66.7,53.3,91.3,41.9,62.9,38.3,57.6,38.3,60.9,36.7,61.9,38.3,59.900000000000006,41.9,38.2,53.3,64.6,60,91.3
32,003,3516,32,25,0,2,0,3,1,1,0,28,22,0,2,0,2,1,1,0,0,3,0,2,0,3,0,2,0,2,0,2,0,2,0,0,0,3,2,2
32,003,3518,22,21,0,0,0,0,0,0,1,15,15,0,0,0,0,0,0,0,2,7,1,10,2,7,1,7,3,3,2,4,1,8,2,1.8,1,7,5.5,10
32,003,3519,34,33,0,0,0,1,0,0,0,29,28,0,0,0,1,0,0,0,5,14,12,12,5,13,8,8,5,10,5,9,5,11,5,5.8,12,13.5,9.5,12
32,003,3520,2473,1544,241,341,2,207,17,2,119,1620,1025,174,211,2,150,14,2,42,472.6,585.4,538.3,708.1,457.1,568.6,425.1,527.7,424.4,520.9,404.3,518.1,400.5,535.8,464.8,413.6,538.3,576.9,525.6,708.1
32,003,3521,29,26,1,0,0,0,0,0,2,25,24,1,0,0,0,0,0,0,9.1,7,8,22,10,5.9,10.9,5.9,14.1,2,9.1,5,10,7,9.5,10.9,8,6.4,5,22
32,003,3522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,003,3523,2330,1953,44,223,6,49,15,0,40,1760,1506,33,149,6,41,9,0,16,453.3,998,639.9,1301.9,455.5,966.2,459.1,908.4,466.4,911.1,433.6,883.3,411.9,942.1,454.8,442.5,639.9,982.5,911.4,1301.9
32,003,3524,15,7,2,4,2,0,0,0,0,12,6,2,3,1,0,0,0,0,3.1,4.4,4.8,4.8,3.2,3.9000000000000004,3.5,3.3,3.4,3.5,3.3,3.6,3.1,3.6,3.1,3.4,4.8,4.1,3.5,4.8
32,003,3525,1200,833,108,179,2,39,2,0,37,921,672,72,116,2,36,2,0,21,230.8,339.5,360.09999999999997,374.5,246.2,300.3,266.8,260.3,263.1,266.8,251.2,272.3,238.9,282.6,238.5,255,360.09999999999997,319.8,270.4,374.5
32,003,3526,702,585,21,67,0,14,0,0,15,589,499,21,49,0,12,0,0,8,147.5,217.2,230.3,239.4,157.5,191.9,170.8,166.3,168.3,170.8,160.6,174.1,152.9,180.7,152.5,163.2,230.3,204.4,173.1,239.4
32,003,3527,4782,3028,360,850,14,339,19,7,165,3388,2254,272,515,11,241,17,1,77,2152.3,2249.1,3761.9,3758,2076.7,2173.4,2301.6,1970,2271,1989.2,2149.8,2043,2165.4,2076.3,2114.9,2222,3761.9,2211.3,2019.6000000000001,3758
32,003,3528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,003,3529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,003,3530,5333,3128,587,877,19,462,13,3,244,3882,2424,394,576,12,341,12,3,120,1419.8,1049.6,1929.6000000000001,1397.8,1377.4,987.7,1354.2,824.1,1332.7,818.3,1293.2,870.4,1276.3,893.8,1398.4,1314.2,1929.6000000000001,1018.5,851.6,1397.8
32,003,3531,415,369,3,23,2,4,0,0,14,316,285,3,14,2,3,0,0,9,109.4,240,195.6,352.8,111.5,228.1,116.6,224.6,114.6,227.5,108.1,217.2,104.9,233.6,110.6,111.2,195.6,234,225.8,352.8
32,003,3532,531,428,13,61,1,7,0,0,21,394,328,11,38,1,7,0,0,9,100.4,231.6,142.9,345.9,106,221.2,105.8,250.4,105.3,249.70000000000002,96.2,245.4,94.6,258.2,103.3,100.5,142.9,226.5,250.9,345.9
32,003,3533,57,52,1,4,0,0,0,0,0,38,36,1,1,0,0,0,0,0,0.4,0.4,6.6,20.8,0.4,0.4,0,5.1,0,5.1,0,4.4,0,5.1,0.4,0,6.6,0.4,4.9,20.8
32,003,3535,170,138,11,10,0,1,0,0,10,141,114,11,9,0,1,0,0,6,16.8,36.4,20.099999999999998,45.1,19.799999999999997,38.5,18.9,35,13,42,17,33,12,42,18.3,15.200000000000001,20.099999999999998,37.4,38,45.1
32,003,3536,983,778,17,117,9,18,6,2,36,772,632,13,71,7,15,6,1,27,88.3,185.8,98.3,312.9,85.2,175.9,68.2,173.1,73.1,164.4,62.2,175.9,69.3,173.1,86.7,68.1,98.3,180.5,171.7,312.9
32,003,3537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,003,3540,5912,2402,1912,1288,131,145,2,0,32,5637,2293,1854,1222,100,143,1,0,24,126.4,264.7,160.6,333.8,130.4,246.1,129.2,247.3,117.6,244,119.7,237.5,112.1,251,128.6,119.2,160.6,255.6,245.29999999999998,333.8
32,003,3541,2407,1591,115,259,10,316,13,2,101,1882,1304,92,175,8,247,9,1,46,816,988,2445,2589.7000000000003,756.9,1010.1,1235,1316,1241.9,1317.1,1120,1364,1103.8,1422.1,786.8,1175.2,2445,999.2,1354.6000000000001,2589.7000000000003
32,003,3543,66,57,1,7,0,1,0,0,0,56,50,0,5,0,1,0,0,0,2.4,5.2,2.8,8.9,2.4,5,2,4.9,2.1,4.6,1.8,5,2,4.9,2.4,2,2.8,5.1000000000000005,4.8,8.9
32,003,3544,3239,2080,163,344,5,449,15,5,178,2261,1530,97,206,5,334,9,3,77,921,1114,1128.6,1410.2,817.9,1188.2,821.1,988,827.3,977,748,1015.1,724.8,1059.3,869.4,780.2,1128.6,1151.1,1010.2,1410.2
32,003,3546,4522,2588,586,841,19,270,23,5,190,3257,2012,389,533,14,212,16,5,76,1173.9,1090,2093.6,1946.1,1143.3,1058.6,1327.4,1025.1,1320.3,1014.8,1260.7,1057.6,1256.8,1082,1159,1291.5,2093.6,1074.5,1045,1946.1
32,003,3547,2998,1807,277,394,17,371,10,8,114,2221,1410,197,251,14,290,10,4,45,837.1,976.1999999999999,1290.9,1520.4,817.2,947,894.5,925.9,875,925,836.5,944.2,827.7,982.4,827.2,858.5,1290.9,961.6,944.3,1520.4
32,003,3548,2448,1694,178,321,11,106,16,4,118,1622,1150,136,193,6,84,13,1,39,442,683.5,570,963.2,450.9,650.1,414.2,590.4,407.1,591.2,386.7,594.5,389.40000000000003,613.3,446.6,399.2,570,666.9,597.3,963.2
32,003,3549,4227,2621,414,756,12,215,12,11,186,2677,1705,258,440,8,167,9,5,85,772.7,1252.6,1175,1715.7,792.5,1178.9,820.1,1053.3,791.8,1081.6,767.4,1080.1,774.5,1119.2,782.6999999999999,788.7,1175,1215.5,1083.8,1715.7
32,003,3550,1522,1154,102,132,18,62,9,1,44,1123,867,79,89,9,49,7,1,22,298.6,491.7,413,656.6,297.2,473.09999999999997,301.7,476,296.1,471.7,281,481,274.3,495.8,297.8,288.3,413,482.5,481.2,656.6
32,003,3551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,003,3552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,003,3553,62,50,5,7,0,0,0,0,0,41,36,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,003,3555,106,80,1,16,0,8,0,0,1,88,65,1,15,0,6,0,0,1,24.6,51.7,30.5,65.7,25.7,48.1,21.8,45.7,22.7,45,21.5,46.300000000000004,20,46.9,25.1,21.5,30.5,49.9,45.7,65.7
32,003,3556,934,703,83,84,7,37,8,1,11,714,546,63,58,7,29,4,1,6,196,312,287.8,467.1,189.8,302.2,191,263.1,189,263.9,176.9,264.9,174,280.8,192.8,182.6,287.8,307.1,268,467.1
32,003,3557,3186,1973,107,409,9,554,2,9,123,2198,1394,75,241,7,407,2,7,65,753,686.9,899.9,870.1,698.2,720.9,678.9,601.8,687.9,593.8,640.8,608.8,627.9,643.1,725.7,659.1,899.9,703.9,612,870.1
32,003,3558,7,7,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,4,1,4,0,4,1,2,1,2,1,2,1,2,0,1,1,4,2,4
32,003,3559,5,1,0,3,0,1,0,0,0,4,1,0,2,0,1,0,0,0,0,2,0,1,0,2,0,2,0,2,0,2,0,2,0,0,0,2,2,1
32,003,3560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,003,3562,12,12,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,11,1,5,0,10,0,7,0,7,0,7,0,7,0,0,1,10.5,7,5
32,003,3563,100,60,5,32,0,3,0,0,0,63,38,4,20,0,1,0,0,0,21.3,51.4,31,65.9,21.900000000000002,48.8,22.7,47.9,22.4,48.7,21,46.1,20.299999999999997,49.800000000000004,21.6,21.6,31,50.2,48.1,65.9
32,003,3564,408,277,11,35,1,56,3,0,25,276,196,11,17,1,39,3,0,9,106.39999999999999,252.1,157.4,304.2,103.2,249.79999999999998,118.2,222.7,120.4,219.9,111.6,223.1,107.8,230.8,104.8,114.6,157.4,251.1,224,304.2
32,003,3565,2005,1215,101,269,10,333,12,5,60,1372,853,65,171,4,239,12,4,24,417,444,529.1,532,396,452.1,354,370.9,355,365.8,340.1,370.9,342,379,406.8,347.6,529.1,448,371.4,532
32,003,3566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,003,3568,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.2,0.5,0,2,0.3,0.5,0,1,0,1,0,0,0,1,0.2,0,0,0.5,0.8,2
32,003,3569,1889,1157,230,271,7,129,11,2,82,1403,912,165,177,5,96,8,2,38,914.8,855.5,1436,1379,888,825.8000000000001,910.3,743.4,891.8,768.4,862.6999999999999,756.6,859.3,799,901.3,881,1436,840.4,766.6999999999999,1379
32,003,3570,139,90,2,44,0,3,0,0,0,105,73,2,27,0,3,0,0,0,12.7,23.1,15.399999999999999,30.5,12.8,22.1,12.799999999999999,20.2,12.3,20.3,11.299999999999999,20.8,11.2,21.6,12.7,11.9,15.399999999999999,22.5,20.8,30.5
32,003,3571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,0,3,3,2,2,3,2,2,2,2,0,2.2,2,3,2.2,4
32,003,3572,7,7,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,1,4,1,11,1,4,1,10,1,10,2,10,0,12,1,1,1,4,10.5,11
32,003,3573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,003,3574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,003,3575,1383,920,118,159,9,94,5,4,74,1027,719,87,97,6,74,4,4,36,270.3,393.8,422.3,461.7,266,410.2,295.3,321.7,286.8,323.3,268.2,335.1,274.2,339.7,268.3,281.3,422.3,402,329.90000000000003,461.7
32,003,3576,1332,971,39,109,3,144,0,0,66,864,651,24,59,3,100,0,0,27,232.9,349,310.1,418.09999999999997,214.1,377,219,336.9,234.1,324,207,335,197.1,351.9,223.4,214.4,310.1,363.2,336.9,418.09999999999997
32,003,3600,1582,1110,143,195,2,66,2,7,57,1199,869,107,127,2,56,2,3,33,301.2,518.9,384.1,674,300.4,507.1,287.9,474.1,287.9,472,269.9,484.2,265.1,497,300.9,277.7,384.1,512.8000000000001,482.1,674
32,003,3601,2573,1682,246,300,15,201,4,11,114,1691,1134,173,166,10,156,3,2,47,442.1,583,554.8,704.9,455,572,414.90000000000003,482,426.90000000000003,460,404.1,474.2,394.9,500.9,448.5,410.2,554.8,577.6,479.3,704.9
32,003,3602,2894,1753,255,415,11,300,15,4,141,1955,1215,169,265,11,220,14,2,59,581.1,630.9,881.1999999999999,886.6,562,616.6,637.6,574.3,649.2,555.3,606.9,573.5,594.6,613.1,571.5,622,881.1999999999999,623.9,578.9,886.6
32,003,3603,1528,985,161,208,2,97,7,2,66,1025,688,104,116,2,76,7,1,31,336.5,422.40000000000003,437,524.2,341.3,405.4,306.8,371.3,310.2,366.3,286.5,371.3,280.9,376.3,338.9,296.1,437,413.9,371.3,524.2
32,003,3604,3125,1711,451,579,16,187,14,1,166,2162,1275,281,368,7,153,12,0,66,680.7,532.9,1032.9,716.6,656.5,518.9,733.2,407.3,724.6,409,700.6,432.4,698.6,443.5,668.6,714.3000000000001,1032.9,525.8,423.1,716.6
32,003,3904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,003,3909,26,15,0,1,1,6,0,0,3,24,15,0,1,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,003,3914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,003,3938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,003,3979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,003,3981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,003,3982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,003,3984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,003,3985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
