state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,pre_20_rep_tru,pre_20_dem_bid,uss_16_rep_cra,uss_16_dem_stu,uss_20_rep_ris,uss_20_dem_jor,gov_18_rep_lit,gov_18_dem_jor,atg_18_rep_was,atg_18_dem_bis,sos_18_rep_den,sos_18_dem_hum,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20
16,007,007010,275,266,0,4,0,2,1,0,2,195,190,0,2,0,2,1,0,0,108.3,13,139.5,15.7,124.39999999999999,9,133,16.7,87.89999999999999,17.9,91.4,13.6,87.7,19.900000000000002,10.5,17.4,15.9,116.39999999999999,88.9,136.4
16,007,007012,297,291,0,5,0,0,0,0,1,256,252,0,3,0,0,0,0,1,92.89999999999999,23.7,150,45.800000000000004,102,29.4,145,45.800000000000004,91.2,34.8,99.2,32.6,94.7,36.4,26.2,34.8,45.800000000000004,97.7,94.8,146.7
16,007,007013,245,238,0,0,0,1,0,4,2,165,161,0,0,0,1,0,2,1,96,6.6000000000000005,126.9,13.5,115.5,9.6,120.4,13.5,67.1,9.6,69.4,5.1000000000000005,66.3,9.700000000000001,7.6000000000000005,8.8,13.5,105.2,67.1,123.5
16,007,007014,215,190,0,17,3,5,0,0,0,161,148,0,9,2,2,0,0,0,111.6,9.2,146.8,12.6,118.3,11.4,134.8,15.5,90.39999999999999,9.1,90.6,10.4,84.4,18.3,9.9,12.2,13.6,114.8,88.2,140.4
16,007,007015,321,311,0,9,1,0,0,0,0,241,236,0,5,0,0,0,0,0,142,12.9,202.20000000000002,16.9,164.8,20.7,198.1,13.200000000000001,131.9,11.6,132.8,10.9,129,15.8,16.5,13.1,14.6,152.7,131.2,200.2
16,007,007016,115,108,0,7,0,0,0,0,0,88,85,0,3,0,0,0,0,0,51.4,1.3,75.2,3.4000000000000004,58.7,4.9,73.6,2.9000000000000004,58.7,2.9000000000000004,58.2,4,57.6,4.9,2.6,3.9,3.1,54.4,58.2,74.1
16,009,009001,339,315,0,10,2,1,1,0,10,281,263,0,6,2,1,1,0,8,128,33,162.7,37,117.8,33.5,143.6,43.4,126.4,41.2,129.5,32.6,128.3,37.9,33.5,37.8,40.5,123.60000000000001,128.1,153.6
16,009,009002,705,668,0,4,4,1,1,0,27,533,508,0,4,4,1,1,0,15,291.2,65.6,363.8,86.6,297.7,62.1,353,83.4,260.3,67.1,254.4,72.8,256.2,70.7,63.8,70.8,85.1,294.7,256.6,358.5
16,009,009003,1203,1147,3,20,10,7,0,0,16,910,874,0,14,8,5,0,0,9,396.4,94.2,487.40000000000003,109,380.9,100.39999999999999,455.8,114.6,318.1,113.39999999999999,307.8,112.8,313.2,118.3,97,114.8,111.6,388.5,313.6,471.5
16,009,009004,345,334,0,0,6,2,0,0,3,280,272,0,0,5,2,0,0,1,146.3,25.5,195.6,19.7,128.6,33.4,176.3,27.6,134.2,37.9,132.9,37.2,131.7,39.4,28.7,37.9,23.2,137.6,132.9,185.9
16,009,009005,610,580,2,8,11,1,0,0,8,472,455,0,3,9,1,0,0,4,202.7,31.9,257.9,65.5,188.6,39.7,230.9,68.6,153.5,57.5,164.5,49.9,165,52.800000000000004,36.1,53.4,66.9,195.6,160.9,244.3
16,009,009006,559,539,0,5,3,1,0,0,11,441,427,0,3,2,0,0,0,9,203.5,32.4,270.1,35.2,180,38.6,239.3,45.3,181.9,42.9,173.9,47.7,180,40.5,35.9,43.9,39.8,191.3,178.4,254.6
16,009,009007,103,98,4,0,0,1,0,0,0,76,76,0,0,0,0,0,0,0,45.3,3.3000000000000003,56,4.8,46.8,4.2,53.7,7.300000000000001,42.2,6.3,45.3,3.3000000000000003,42.8,4.8,3.6,4.7,6.4,46,43,54.5
16,009,009008,1799,1723,1,21,14,7,2,0,31,1416,1363,1,16,11,7,0,0,18,661.9,121.9,812.4,155.1,670.3,115.3,764.3,172.5,551,139.3,532.6,136.5,544.6,131.2,117.9,136.3,162.8,665.2,543.3,786.8
16,009,009009,1235,1176,2,17,8,6,0,0,26,956,922,0,14,7,3,0,0,10,409.4,104.8,528.3,130.1,405.6,105.7,486.5,138.7,353.4,114.2,338.3,118.5,340.2,122.7,105.2,117.9,134.9,407.2,343.4,507.7
16,009,009010,1640,895,12,121,499,0,2,0,111,1157,724,9,52,310,0,2,0,60,396.3,176.7,475.5,239.4,451.2,135.7,424.3,276.2,338.4,274,359.8,235.6,359.8,238.1,154.8,248.1,255.8,424.1,351.9,452
16,009,009011,747,444,1,29,208,0,0,4,61,562,361,1,16,146,0,0,4,34,223,81.3,270.1,92.9,233,76.3,255.8,104.6,215.3,111.9,224.5,101.4,228.29999999999998,96.89999999999999,79.3,103.5,98.1,227.1,223.70000000000002,262.6
16,011,011001,2340,1832,4,365,64,37,3,0,35,1633,1323,1,210,50,34,2,0,13,449.3,141.2,604.1,210.7,510,148.3,591,189.1,459.8,218.9,486.59999999999997,202.5,486.9,202.4,144.6,207.8,199.7,479.9,477.4,597.3
16,011,011002,1203,954,6,191,28,9,1,0,14,878,717,4,126,17,8,0,0,6,279.9,111.39999999999999,365.40000000000003,98,321.5,108.60000000000001,349.9,92.7,244.1,134.8,255.4,126.1,247.6,134.8,109.7,132,95.2,301.2,248.9,358
16,011,011003,2032,1660,4,263,62,20,0,0,23,1412,1191,2,150,41,14,0,0,14,344.3,132.1,544.6,137.8,395.1,132.8,527.1,159.9,360.4,175.4,388.8,162.3,381.3,175.4,132.6,171.8,149.3,369.1,376.8,537
16,011,011004,2701,1849,0,685,110,21,5,0,31,1776,1293,0,388,60,19,2,0,14,420,186,693,188.1,460.1,184.3,602.5,197,351.8,181,374.4,150.2,362.2,169.2,184.8,167.1,192.8,439.8,362.4,648.3
16,011,011005,2670,1919,7,594,83,28,5,0,34,1856,1412,5,345,49,26,4,0,15,419,190.9,622.5,200.8,470.4,208.1,570.4,238.3,355.9,247.3,374.7,242.6,376.4,241.1,199.6,243,219.29999999999998,444.6,370.1,595.6
16,011,011006,1844,1581,5,199,18,18,0,0,23,1275,1137,2,100,11,13,0,0,12,434.8,116.2,470.7,206.8,522.9,126.5,439.9,223.6,439.2,185.9,455,166.9,433.9,188.8,121,180.4,215.2,479.1,442.5,454.9
16,011,011007,1922,1716,3,163,9,2,1,1,27,1338,1219,0,99,4,2,1,0,13,660,78.9,948.3,80.1,705.3,119.8,899.9,115.9,534.5,115.2,555.9,97.5,532.3,127.7,99,114.4,97.3,682,540.8,925.8
16,011,011008,1602,1360,2,208,4,6,2,1,19,1100,968,0,117,4,2,1,1,7,491.1,66.2,637,107.5,518,102.1,607.2,117.9,458.5,110.2,480,89.5,463,107,84.8,102.2,112.4,505.2,466.3,621.2
16,011,011009,2765,1960,1,739,21,20,3,4,17,1765,1314,1,407,16,14,2,2,9,600.4,139.8,874,205,653,148.20000000000002,838.8,206.9,523.6,184.1,544.4,175.7,531.2,194.5,144.3,184.8,205.3,626.6,532.9,855.7
16,011,011010,1667,1523,8,75,14,7,0,1,39,1069,986,0,42,11,6,0,1,23,538.8,55,740.3,66.6,559.6,92.1,730.1,67.7,429.6,93.4,461.2,72.4,433.59999999999997,99.2,73.5,88.7,67.1,548.9,441.2,735.3
16,011,011011,1223,905,3,288,15,1,0,4,7,818,638,1,162,9,0,0,2,6,306.8,65,413.8,136.8,349,68.8,413,136.8,243.6,80.4,254.6,77.9,257,76,66.5,77.9,136.8,327.9,251.6,413.5
16,011,011012,1456,1258,1,159,16,4,0,5,13,978,857,1,95,11,3,0,2,9,502.7,54.9,654.7,65.1,541.2,67.9,637.4,102.7,419.3,66,421.1,65.1,417.5,71.5,60.7,67.2,83.8,522.2,419.3,646.6
16,011,011013,2542,2062,3,401,11,21,5,12,27,1628,1357,2,220,7,18,3,9,12,595.6,137.5,905.9,226,667.6,157.2,867.3,211.1,429.9,139.7,467,115.5,442.8,142.3,147.3,132.6,218.2,631.9,446.4,886.6
16,011,011014,2254,1977,10,197,17,14,2,3,34,1512,1339,2,130,14,10,2,2,13,663.3,87.2,951.5,160.2,751,129.7,939.5,179.4,535.7,139.1,555.1,126.3,525.6,153.6,107.7,139.8,169,707.1,539.3,944.4
16,011,011015,3011,1552,4,1360,16,4,1,39,35,1938,1118,1,781,12,4,1,6,15,492.9,208.1,673.1,366.6,560.5,140.2,660.2,342.3,407.3,130.5,404.3,137.5,403.8,140.3,173.3,137.3,354.5,529.7,404.3,668.2
16,011,011016,691,540,0,147,2,0,0,0,2,488,398,0,87,2,0,0,0,1,239.3,29.5,313.9,22.7,224.4,48.8,290.7,54.9,180.3,44.2,189,35.1,190.9,33,39.800000000000004,35.8,39.3,230,187.5,302
16,011,011017,1668,1477,0,155,8,9,0,1,18,1096,976,0,100,6,6,0,1,7,525.6,111.1,794.1,152.5,570.8,121.3,775.6,170.5,496,113.6,499,117.60000000000001,497.09999999999997,118.7,115.9,116.7,161.2,548.2,497.8,784.6
16,011,011018,1258,1007,8,209,5,13,1,0,15,846,698,1,126,4,8,1,0,8,336.4,45,457.2,56.9,339.1,58.5,439.40000000000003,69.7,293,65.5,303.5,66.1,288.7,81,50,70.3,63.4,338.2,294.2,448.8
16,011,011019,805,706,1,80,6,0,0,0,12,546,495,0,44,3,0,0,0,4,218.2,47.9,330.6,77.9,238.2,59.6,316.2,79.7,211.4,62.2,209.3,69.2,206.9,70.2,53.7,67.8,78.9,228.4,209,323.3
16,011,011020,2830,356,2,415,1993,2,0,0,62,1879,288,2,221,1330,2,0,0,36,105.2,574.2,136.70000000000002,877.6999999999999,316.5,381.2,89.60000000000001,867.7,47.3,595,83.7,511.2,91.6,511.40000000000003,476.8,540.4,873.3,211.1,75,111.9
16,011,011021,2136,1848,0,237,15,8,2,0,26,1397,1240,0,131,8,6,1,0,11,772.4,120.9,1130.4,170.7,876.1,118.8,1113,168.7,602.9,119.3,631.8,106,609.3,129.2,119.3,118.2,169.9,824.6,614.3,1121.4
16,011,011022,1282,1087,2,162,9,11,0,0,11,885,772,0,96,4,9,0,0,4,429.1,76.5,558,110.4,447.5,92.3,529.4,103,364.6,111.8,378.9,101.6,369.5,113.3,84.8,109.3,106.7,438.4,370.5,543.9
16,011,011023,1162,1055,0,91,4,5,0,1,6,818,754,0,52,3,5,0,1,3,328,63.4,446.7,66.3,336.4,72.3,426.59999999999997,80.2,302.5,95.3,322.7,81.7,310.8,89.1,67.7,88.4,72.8,332,312,436.4
16,011,011024,986,765,1,191,10,7,0,1,11,650,532,0,102,5,6,0,1,4,293.7,39,405.9,55,309.7,48.3,385.4,62.5,269.8,54.2,282.7,49.7,272.8,59.5,43.800000000000004,54.4,58.7,301.7,275.2,395.6
16,011,011025,1557,1227,3,290,20,1,1,8,7,978,793,1,168,10,1,1,1,3,464,43.1,620.1,80.3,472.1,61.199999999999996,607.3,75.1,379.7,54.1,394.4,58.3,389.8,66.8,51.7,59,77.8,468,388.1,613.2
16,013,013001,1084,961,0,100,1,14,1,1,6,881,806,0,57,1,10,1,1,5,129.3,468.5,192.4,580.2,211.5,422.8,219.4,557.1,130.4,509,168.5,468.9,160.2,479.9,445.8,485.4,568.4,170.1,152.9,206
16,013,013002,1220,1098,0,103,0,14,0,0,5,1019,930,0,77,0,9,0,0,3,176.1,757.5,237.6,788.3,273.6,713.3,252.1,774.4,176.3,828.7,224.5,775.7,216.29999999999998,789.2,735.3,797.9,781.3,224.9,205.7,244.7
16,013,013003,393,349,1,38,0,4,0,0,1,361,324,1,32,0,3,0,0,1,62.2,248.20000000000002,94,283.9,105.2,221.8,104.5,273.2,59.7,270.1,79.4,247.7,75.3,254.5,234.6,257.4,278.6,83.39999999999999,71.6,99.39999999999999
16,013,013004,873,672,1,176,2,7,0,3,12,735,590,1,127,2,5,0,2,8,118.4,440.4,170.8,512.1,185,405.6,189.4,497.09999999999997,118.3,481.4,150,447.9,142.5,457.9,423.2,462.2,504.2,151.2,137.2,180.4
16,013,013005,1247,802,1,412,4,16,1,1,10,960,678,0,259,3,13,0,1,6,115.2,349.2,166.3,500,177.9,321,197.4,478,123.9,377.4,154.1,352.2,147.6,356.1,334.7,361.6,489.3,146.6,142.1,182.2
16,013,013006,1570,1348,3,186,0,10,1,1,21,1168,1028,1,116,0,8,1,1,13,180.6,488.8,192.4,716.1,242.5,447.8,197.2,713.6,129.7,584.6,174.9,536,152.8,560,467.7,560.2,714.9,211.1,152.7,194.4
16,013,013007,2193,1786,2,363,6,18,0,0,18,1622,1357,1,235,6,13,0,0,10,248.3,578,371.1,1013.1,342.1,520.9,397.6,990.9,227.2,643.7,293.2,586.6,276.5,610,549.3,612.4,1001.6,295.5,265.6,384.4
16,013,013008,3832,2078,1,1680,8,31,6,6,22,2672,1587,1,1034,5,26,3,5,11,457.3,944.5,517,1211.8,632.4,900.7,512.8,1225.8,385.8,1120.4,490.6,1001.4,445.4,1071.2,922.6,1064.2,1218.9,544.3,440.9,515.1
16,013,013009,46,32,0,13,1,0,0,0,0,27,18,0,8,1,0,0,0,0,12,0,5,0,10.1,0,5,0,8.1,0,8.1,0,7,0,0,0,0,11,7.7,5
16,013,013010,2937,2170,6,708,8,14,1,0,30,2138,1693,1,409,5,12,1,0,17,559.1,678.3,579,936.6,731.9,639.5,566.8,944,487,808.6,550,732.3,548.3,745.8,656.9,761.7,939,645.4,528,570
16,013,013011,1019,787,0,207,6,13,1,1,4,768,624,0,124,5,10,1,1,3,257.1,165.2,292.9,207.4,282.4,169.9,270.8,229.8,226.3,160.2,231.1,153.6,231.1,147,168,153.6,219.29999999999998,269.7,230,282.9
16,013,013012,983,829,4,136,2,3,0,0,9,656,568,1,78,2,2,0,0,5,431.9,94.9,393.6,107.1,495.1,105.6,392.6,96.8,378.7,140.4,398,116.1,385,131.2,99.5,129.8,101.1,463.1,387,393.2
16,013,013013,1407,1311,3,65,3,11,1,0,13,1245,1164,3,54,3,10,1,0,10,254.7,437.8,379.7,775,374.4,394.2,446.3,708.1,300.9,510.3,362.1,437.9,344.8,459,415.8,469.4,741.2,314.5,336.2,412.5
16,013,013014,2572,2446,1,85,3,19,2,4,12,1921,1841,1,56,1,11,1,2,8,336.5,764.1,439.9,1285.4,496.7,692.6999999999999,476.3,1251,310.3,831,380.7,748.7,343.8,800.6,728.4,793.3,1267.7,416.1,344.8,457.9
16,015,015030,1727,1595,5,77,12,7,5,0,26,1372,1295,0,45,9,6,4,0,13,767.1,254.9,1069.7,360.9,733.6,272.7,1025,356.4,758.2,321.4,804.1,271.4,791.5,277.4,265.1,288.2,357.3,751.7,786,1047.4
16,015,015040,1695,1569,0,78,11,2,0,0,35,1255,1181,0,42,7,2,0,0,23,695.2,135.7,1008.8,305.4,626.6999999999999,170.7,951.9,323,600.4,216.2,627.1999999999999,184.70000000000002,606.3,205,150.8,203.9,314.4,658.9,610.1,981.8000000000001
16,015,015050,1061,989,2,35,9,5,0,0,21,814,769,1,20,7,5,0,0,12,365.2,127.4,480.7,233.6,353.6,153.8,443.1,249.29999999999998,305.5,175.6,343.4,141.5,324.5,162.8,139.6,159.4,240.8,359.3,323.3,461.3
16,015,015060,206,206,0,0,0,0,0,0,0,176,176,0,0,0,0,0,0,0,138.5,19.5,129.5,62.9,107.7,37.5,117.60000000000001,78.10000000000001,77.5,36.6,84.6,34.3,87.3,29.599999999999998,28.6,34.2,70.4,123,83.8,123.7
16,015,015070,1932,1816,5,53,11,15,0,0,32,1547,1463,4,33,11,13,0,0,23,586.8,208.3,630.7,207.4,559.7,192,619.8,202.5,529.2,259.6,582.9,218.6,562.8,235.4,198,238.4,204.7,574.6,558.8,624.3
16,015,015080,407,377,1,6,2,0,0,0,21,355,331,1,6,2,0,0,0,15,122.6,30.6,163.8,35.6,114.9,34.7,162.9,36.1,108.1,36,109.1,32.8,108.1,35.5,32,35.5,35.7,118.2,108.1,163.2
16,017,017001,1452,1355,5,33,12,18,0,2,27,1132,1066,4,22,12,12,0,2,14,479.8,271,582.1999999999999,414.7,522.3,264.40000000000003,590.5,387.9,397.5,305.8,414.7,271.1,402.7,284.8,267.1,287.3,400.4,501.6,404.7,587
16,017,017002,1542,1474,1,26,5,9,3,4,20,1156,1117,1,13,5,5,3,3,9,506,185,645,275.5,531.8000000000001,166.9,634.2,265.59999999999997,389.7,221.8,414.40000000000003,191.8,398.7,199.4,175.79999999999998,204.3,270.4,519,400.9,639.8
16,017,017003,2263,2158,3,53,13,14,0,2,20,1669,1602,0,30,12,13,0,2,10,489.9,409,662.1,587.1,577.1,376.3,654.9,574.7,409,474.1,431.1,445.1,429.2,443,392.3,453.8,581.3,533.1,423.3,658.7
16,017,017004,231,220,0,1,4,2,0,0,4,191,183,0,1,2,1,0,0,4,86.7,19.1,115.9,27.8,84.1,23.1,112.3,26.2,69.3,24.8,70.2,24.7,69.5,23.1,21,24.7,27.2,85.3,69.6,114.2
16,017,017005,1461,1375,0,33,19,6,1,4,23,1142,1092,0,17,9,4,1,4,15,563.5,116.7,881.6,191.8,545.6,122,876.3000000000001,187.5,584.5,127.89999999999999,598.3,114,588.2,117.3,119,119.4,189.7,554.1,590.6,879.1
16,017,017006,1309,1233,2,16,16,4,0,4,34,1063,1004,1,13,14,4,0,3,24,412,131.3,523.5,170.8,410.4,140.8,492.4,175.2,324,155.2,331.9,150.6,328.6,148.1,136.1,150.9,172.4,411,329.4,508.4
16,017,017007,908,879,0,9,3,2,0,1,14,748,724,0,8,3,2,0,1,10,403,96.5,511.3,146.2,409.5,99.4,496.3,145.8,341.9,119.3,345.3,113.2,345.4,115.1,98,115.8,146,406.3,344.3,503.7
16,017,017008,1807,1697,7,46,18,9,1,3,26,1403,1324,5,28,18,5,1,3,19,634.1,215,871.8,337.3,647.6,226.7,838.8,321.4,499.1,272.4,520.4,247.2,503.8,262.7,220.3,261.7,330.1,641.5,507.4,855.5
16,017,017009,596,572,0,10,5,2,0,0,7,469,452,0,6,4,2,0,0,5,214.1,166.9,344,226.5,244.7,151.6,349.1,230.70000000000002,210,192.4,231.4,173.9,214.6,186.5,159.2,184.8,228.5,229.4,218.8,347
16,017,017010,1573,1450,0,22,17,12,1,0,71,1163,1096,0,13,16,7,1,0,30,465.2,119.9,680.5,180.2,471.4,115.9,658.8,166.1,369.5,135.6,371.6,134.3,374,131.7,117.8,134,173,468,371.6,669
16,017,017011,2367,2245,4,54,15,4,6,0,39,1879,1800,2,34,11,4,5,0,23,919.9,167.3,1465.2,233.8,894.7,175.5,1410.3,230,833.3,199.1,834.4,193.8,833.2,195.9,170.8,196.6,232,906.5,834,1438.3
16,017,017012,693,661,0,14,6,1,0,2,9,618,593,0,10,6,1,0,2,6,284.1,171.1,390.2,212.8,313.7,157.2,394.2,210.2,258.3,179,260,174,260,173.1,164.3,175,211.3,298.4,259.5,391.8
16,017,017013,1084,1033,0,22,9,2,0,2,16,863,832,0,9,7,2,0,2,11,381.8,177.1,566.6,231.3,391.1,182.5,538,230.8,351.1,207.29999999999998,362.1,190.7,364.7,193.7,179.5,197.1,231,386,359,551.3
16,017,017014,988,941,0,13,6,3,20,0,5,841,812,0,7,3,3,12,0,4,333.4,237.1,451.1,320.4,360.3,233.3,447.2,300.2,302.1,234.8,318.4,215.6,304.1,228.1,235.3,226.3,310.6,347,308,449.5
16,017,017015,1890,1754,2,57,15,11,0,1,50,1421,1338,1,32,9,10,0,1,30,403.2,327,546.9,523.3,426.3,347,507.4,535.4,300,467,331.8,426.6,314.1,446.1,336.2,446.1,529.2,414.6,314.4,527.7
16,017,017016,3244,3018,3,108,16,10,2,8,79,2451,2316,2,63,15,9,1,6,39,921.4,398.7,1232,684.1,975.2,401.09999999999997,1204.5,647.7,783.1,540.5,824.9,495.1,816.5,506.3,400.1,514,666.4,948.4,808.4,1218.4
16,017,017017,598,568,0,15,7,1,0,0,7,487,467,0,9,5,1,0,0,5,224.8,81,301.9,106.10000000000001,241.9,81,301.2,99.9,217,76.1,214.2,76.1,216.1,76.1,81,76.1,102.7,233.3,215.7,301.5
16,017,017018,140,135,0,1,1,1,0,0,2,114,109,0,1,1,1,0,0,2,62.300000000000004,11.6,73.7,19.1,63.8,10.8,69.4,19.1,50.800000000000004,12.4,50.6,13.5,49,13.9,11.1,13.5,19.1,63.2,50.3,71.5
16,017,017019,625,602,0,5,1,2,2,0,13,522,505,0,5,1,2,2,0,7,215.4,105.1,241.79999999999998,147.2,251.4,93.5,252.2,134.2,208.4,103.7,207.7,96.9,204.4,97.9,98.9,98.9,141.9,231.70000000000002,207.5,245.2
16,017,017021,681,659,0,7,3,5,1,1,5,558,539,0,6,3,4,1,0,5,308.2,107.3,356.6,183.9,332.2,111.2,365,168.7,257.1,142.9,267.3,133.79999999999998,262.2,140.8,109.3,139.3,176.29999999999998,320,261.9,360.4
16,017,017022,2443,2288,7,65,11,6,0,0,66,1869,1770,5,35,9,4,0,0,46,734.5,157.8,996.8,212.1,735.7,168.4,949.1,211.2,598.3,166.6,600.1,165.6,598.7,164.8,163.3,165.6,211.5,735,598.7,972.7
16,017,017023,257,240,2,5,0,1,0,0,9,212,203,2,1,0,1,0,0,5,90.7,57.7,133.7,71,98.7,57.1,138.6,69.6,84.7,62.6,79,63.9,80.8,64.7,57.6,63.6,70.3,94.2,81.5,135.5
16,017,017024,736,681,1,19,7,6,1,0,21,552,514,1,12,3,6,1,0,15,167.8,51.1,260.4,61.4,176.9,46.2,254.1,61,150,49.4,153.7,47.9,157.1,46.800000000000004,48.3,47.9,61.1,172.5,153.7,257.2
16,017,017025,2038,1943,4,45,9,7,1,1,28,1545,1492,1,26,7,4,1,1,13,756.5,318.1,1035.9,437.2,784.4,312.6,1015.1999999999999,435.9,665.1,345.59999999999997,677.1,322,675.5,328,315.4,332,436.8,770.1,672.5,1025.7
16,017,017026,1507,1392,2,48,9,12,0,0,44,1189,1116,2,28,8,10,0,0,25,301.09999999999997,429.1,356.7,496.4,344.3,441.2,369,493.4,234.2,465,262.2,413.3,249,433.6,435.6,437.2,494.9,322.6,248.9,363.6
16,017,017027,773,757,1,8,3,1,0,0,3,628,615,0,7,3,1,0,0,2,294.7,113,422.2,161,290.6,112.2,405.2,154,249.29999999999998,127.5,261,116.3,252.1,124.5,113,122.6,157.4,292.8,254.4,413.8
16,017,017028,304,279,1,12,0,0,0,0,12,250,236,0,6,0,0,0,0,8,103.4,36.4,154,47.4,111.9,35.6,151.3,49.6,101,37,102.6,35.5,101.5,36,35.9,36.2,48.4,107.8,101.7,152.7
16,017,017029,1529,1416,0,43,35,3,1,0,31,1244,1167,0,27,25,2,1,0,22,649.9,122.6,969.4,179.1,643,124.5,924.9,165.1,571.5,140.1,574.2,137,573.3,137,123.7,137.5,172.2,647.1,573.2,947
16,017,017030,2149,2032,1,65,11,11,0,0,29,1685,1613,1,35,11,10,0,0,15,498.1,560.1,668.2,801.7,582.6,540.7,663,777.8,442,633.3,487.7,571.8,460.7,591.1,549.9,598.6,789.1,539.8,463.4,665.6
16,017,017031,525,491,1,14,10,0,0,0,9,436,415,0,9,7,0,0,0,5,197.70000000000002,43.6,264.8,63.5,191.70000000000002,53,256.2,59.5,158.5,56.5,161.1,56.2,159.3,53,47.4,56.2,62,194.5,159.3,260.4
16,017,017032,1564,1516,4,21,3,4,0,0,16,1216,1187,1,12,3,4,0,0,9,598.7,223.3,869.3,291.4,612.3,212.2,869.6999999999999,284.3,563.1,241.4,572.8,224.29999999999998,569.4,223.4,217.5,229.5,287.4,605.5,568.7,869.4
16,017,017033,697,676,0,6,1,5,0,0,9,579,564,0,4,1,4,0,0,6,281.9,51.7,301.1,71.8,272.3,52.8,292.7,69.5,176.1,59.8,180,59.1,181.1,56.9,52.1,58.9,70.9,276.7,179.2,296.9
16,017,017034,421,407,0,4,0,1,0,0,9,345,340,0,2,0,1,0,0,2,180.6,69,240.9,89.7,191,64,242.2,84.1,169.20000000000002,78.10000000000001,172.2,69.4,175,70,66.7,72.7,86.39999999999999,185.5,171.9,241.8
16,017,017037,482,459,0,11,0,2,0,0,10,387,368,0,10,0,2,0,0,7,181.1,70.1,252.79999999999998,105.2,179.4,69.2,239.4,105.6,157.9,95.7,163,88.2,165.3,89.2,70,90.4,105.4,180.2,162,245.5
16,019,019001,1798,1444,15,275,5,24,5,0,30,1320,1111,8,158,4,20,2,0,17,450.1,154.7,639.9,270.3,527.9,169.20000000000002,617.7,278.8,390.5,211.6,418.1,187.6,407.2,207.6,162.1,202.1,274.7,489.1,405.4,629
16,019,019002,1782,1295,18,408,12,14,4,0,31,1180,908,15,227,12,9,3,0,6,317.2,135.5,388.4,258.5,368.3,140.9,377.3,244.8,284.59999999999997,152.9,312.9,128.6,297.7,144.3,138.1,141.9,251.79999999999998,342.8,298.4,382.9
16,019,019003,1486,1249,3,184,9,10,1,1,29,1077,938,3,101,7,10,1,1,16,257,116.9,336.2,219.6,296.8,126.2,332.1,185.2,223.5,133.4,242.8,114,229.6,131.9,121.3,126.6,202.3,276.7,231.7,334.4
16,019,019004,1757,1166,7,531,13,11,1,0,28,1173,842,7,287,9,9,1,0,18,363.7,148.1,469.7,282.7,423.4,150.9,467.8,238.20000000000002,341,192.2,356.3,173.1,331.3,199.9,149.3,188.7,260.2,393.3,343.2,468.7
16,019,019005,2125,1577,9,469,20,19,1,0,30,1507,1171,7,288,10,16,1,0,14,402.4,183.9,575.4,323.6,482.5,187,544.1,349.8,326.1,225.9,352.2,196.9,329.2,226.2,186.2,216.2,336.8,443,337,559.6
16,019,019006,2701,2462,8,150,18,28,0,1,34,1928,1781,4,93,13,23,0,1,13,771.3,313.3,1004.1,464.4,928.2,294.7,994.4,429,727.6,384.2,756.5,329,687.9,396,303.8,369.7,446.4,849.3,724.5,998.7
16,019,019007,1920,1326,27,486,37,7,1,1,35,1429,1057,20,295,27,7,1,1,21,189.5,139.8,313.2,292.2,242.8,128.6,287.6,273.2,168.7,185.9,184.9,175.8,177.9,185.9,134.7,183.2,282.9,216.4,177.7,300.6
16,019,019008,2065,1505,13,450,34,6,1,3,53,1596,1245,8,275,25,5,1,3,34,256.3,173.6,365.7,324.1,314.1,172.8,340.8,306.3,231.7,221.20000000000002,249,207.5,237.8,221.8,172.6,217.5,316.2,285.1,239.4,352.2
16,019,019009,2014,1568,8,382,16,9,1,1,29,1402,1151,7,210,12,7,1,1,13,306.8,151.7,432.40000000000003,259.2,351,160.8,398.4,250.7,230.70000000000002,182.3,250.6,170,241.4,184,155.9,179,254.4,328.9,241,416
16,019,019010,2073,1606,24,374,28,10,4,0,27,1573,1287,18,229,20,9,1,0,9,313.1,162.6,451.1,292.2,352,172.70000000000002,412.3,284.5,223.6,197.9,249.6,187.8,241.8,199.8,167.7,195.8,288.9,332,238.5,432.4
16,019,019011,1890,1548,8,249,23,7,4,2,49,1406,1185,7,160,18,7,4,2,23,302.4,221.6,417.8,314.4,351.4,222.2,387.4,315.7,242.5,278.4,270.5,237.9,248.5,266.2,221.7,260.7,316.1,327.4,253.4,402.4
16,019,019012,1738,1455,6,232,9,6,1,3,26,1269,1101,6,133,8,4,1,3,13,273.6,203,389.3,307.5,307.3,205.8,358.9,313.5,213.7,255,238.1,219.3,219,242,204.6,238.6,311.40000000000003,290.1,224,373.8
16,019,019013,2833,2457,20,293,4,24,1,4,30,1727,1529,12,147,4,21,1,2,11,663.5,270.8,940.5,382.4,804,258.3,937.8000000000001,379.2,633,311.4,656.6,284.6,617,337.6,264.6,311.4,380.7,733.9,635.7,939
16,019,019014,1495,1304,11,135,16,4,1,0,24,1087,977,5,76,10,3,1,0,15,266.4,153.9,283.7,217.4,304.4,176.4,273.1,210.4,247.4,177.6,256.9,166,243.6,178,164.7,173.5,214.2,285.3,249.2,278.1
