state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,pre_20_rep_tru,pre_20_dem_bid,uss_16_rep_thu,uss_16_dem_wil,uss_20_rep_rou,uss_20_dem_ahl,gov_18_rep_noe,gov_18_dem_sut,atg_18_rep_rav,atg_18_dem_sei,sos_18_rep_bar,sos_18_dem_fre,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20
46,021,VTD-5,297,291,1,4,1,0,0,0,0,236,233,0,2,1,0,0,0,0,153.6,14.1,165.7,21.2,151.4,15.5,163.4,24,123.4,36.2,114.7,46.9,145.9,13.6,14.4,33,21.7,151.9,126.80000000000001,163.7
46,023,VTD-1,1303,684,1,22,572,3,0,0,21,832,536,1,10,274,2,0,0,9,261.1,116.1,307.7,155.4,266.7,119.5,298.9,168.5,215.9,233.6,225.5,217,294.4,152.1,118.3,201.6,161.9,262.7,247.6,302.8
46,023,VTD-10,289,288,0,0,1,0,0,0,0,247,247,0,0,0,0,0,0,0,90.8,11.5,134,10.9,91.60000000000001,9,134,16.8,114.9,28.8,120.3,20.2,131.3,13.3,10.3,21.099999999999998,13.6,91.3,122.3,134
46,023,VTD-13,185,103,2,11,64,0,0,0,5,131,80,2,6,42,0,0,0,1,44,24,52.4,28.6,44,24,51.2,30.9,38.5,29.900000000000002,35,34.2,43,26.4,24,30,29.4,44,39.1,52.2
46,023,VTD-2,418,329,0,6,74,2,0,0,7,299,247,0,2,45,1,0,0,4,124.5,49.7,132.9,64.7,119.9,63.300000000000004,125.60000000000001,73.1,73.1,109.5,87.1,92.1,102.8,78.60000000000001,56.1,93.3,67,120.8,88.1,130.9
46,023,VTD-3a,687,317,2,16,336,1,0,0,15,510,279,2,9,214,1,0,0,5,126.8,85.8,120.6,118.6,140.7,87,127,118.9,69.1,156.5,87.1,134.5,109.3,111,86.5,134.3,118.8,133.4,88.3,123.6
46,023,VTD-3b,544,295,0,30,196,1,0,0,22,384,240,0,9,123,1,0,0,11,94.9,65.2,89.8,89.8,105.4,65.6,94.7,89.8,50.9,118.3,64.6,101,81,83.8,65.3,101,89.8,100.3,65.4,92.6
46,023,VTD-3c,353,253,0,1,89,1,0,0,9,258,204,0,1,47,1,0,0,5,63.800000000000004,43.7,60.2,60.3,70.7,44.1,63.800000000000004,60.3,34,79.5,43.7,67.9,54.6,56.6,43.9,67.9,60.3,67.3,44.1,62.1
46,023,VTD-4,722,140,0,14,557,0,0,0,11,438,113,0,10,309,0,0,0,6,72.9,93.5,72.9,123.8,87.4,90.3,83.3,116.10000000000001,43.8,146.1,62,123.8,72.9,115.4,91.7,128.9,121,80.4,59.9,78.1
46,023,VTD-5,1099,587,1,16,455,3,0,0,37,686,415,1,9,243,3,0,0,15,196.2,98.4,210.6,124.5,186.7,105.5,205,134.3,136.3,199.7,136.9,191,182.8,140.4,102.4,176.1,130.5,193.7,150.8,208.6
46,023,VTD-6a,284,104,0,10,153,0,0,0,17,221,95,0,4,111,0,0,0,11,39.4,40,40,50,44.4,38.5,40.2,51.8,17.3,69.8,25.6,61.3,29.8,57.2,39,62.6,50.7,41.6,24.3,40.1
46,023,VTD-6c,319,155,1,12,140,0,0,0,11,192,116,1,5,66,0,0,0,4,34.4,34.5,34.5,43.4,38.5,33.4,35,45,15.2,60.5,22.1,52.9,25.9,49.7,34,54.300000000000004,44.4,36.6,21,34.6
46,023,VTD-7,201,164,0,2,21,1,0,0,13,166,145,0,2,12,1,0,0,6,92,40.4,99.2,49.1,94.5,36.6,98,52.3,65.3,65.9,70.2,56.6,76.5,50.4,38.4,57.7,50.7,93.2,70.6,98.80000000000001
46,023,VTD-8,343,325,0,3,3,0,0,0,12,249,241,0,2,3,0,0,0,3,141.3,23.1,159.70000000000002,22,138.3,28.7,149.1,35.2,96.9,74.7,103.3,60.7,128.20000000000002,36,25,58,26.7,138.9,110.7,153.1
46,023,VTD-9,666,645,1,3,4,5,0,0,8,473,465,0,2,2,1,0,0,3,321.9,49.1,346.3,53.1,330.4,50.7,340,64.6,244.8,140.6,267.5,104,311.4,62.5,49.9,102.1,55.7,326.5,273.1,341.2
46,023,VTD11a,419,406,0,1,7,0,0,0,5,331,326,0,0,4,0,0,0,1,191.7,34.8,195.3,44.2,203.1,28.6,201,43.6,131.5,76.7,140,66.2,162.4,42.1,31.8,61.6,44.1,197.6,145,198.2
46,023,VTD11b,455,452,0,0,0,0,0,0,3,366,364,0,0,0,0,0,0,2,211.6,38.7,216,48.7,224.7,31.8,222.7,48.1,145.7,85,155,73.4,179.6,46.3,35.2,68.4,48.3,218.2,160.2,219.4
46,023,VTD11c,356,353,0,0,0,0,0,0,3,282,279,0,0,0,0,0,0,3,163,29.7,166.6,37.7,173.3,24.5,171.4,37.300000000000004,112.4,65.8,119.7,56.4,138.6,35.7,26.900000000000002,52.6,37.4,168.8,123.7,169
46,023,VTD12a,86,81,0,1,0,1,0,0,3,71,67,0,1,0,1,0,0,2,29.7,9.6,30,5.1,32.7,9.6,26.1,11.6,15.8,24.4,18.8,21.3,26.400000000000002,14.2,9.6,20,8.1,31.3,20.4,28.2
46,023,VTD12b,58,57,0,0,1,0,0,0,0,51,51,0,0,0,0,0,0,0,21.5,6.8,21.6,3.8,23.3,6.8,18.7,8,11.4,17.6,13.6,15.3,18.9,10.200000000000001,6.8,14.2,5.5,22.6,14.8,20.1
46,023,VTD12c,66,64,0,1,0,0,0,0,1,53,52,0,1,0,0,0,0,0,22.2,7,22.4,3.8000000000000003,24.3,7,19.5,8.8,11.8,18.2,14.200000000000001,15.9,19.7,10.6,7,14.9,6.2,23.3,15.4,21
46,023,VTD6B,276,97,0,3,157,0,0,0,19,184,85,0,3,92,0,0,0,4,36.7,31.7,37.8,39.9,39.5,31.4,37.5,41.7,18.7,57.1,24.4,50.8,29.6,45.6,31.6,51,40.8,38.2,24,37.7
46,025,VTD-1,270,270,0,0,0,0,0,0,0,218,218,0,0,0,0,0,0,0,108,43.2,121.4,42.2,110,47.1,124.2,43.2,73.89999999999999,65.4,78.1,61.7,90.9,43.9,44.7,56.9,42.2,109,80.6,121.9
46,025,VTD-10,170,168,0,2,0,0,0,0,0,140,138,0,2,0,0,0,0,0,67.5,26.7,88.3,20.1,71.3,32.9,82.7,30.6,43.3,65.7,48.199999999999996,57.3,68.7,39.5,28.2,54.7,26,68.9,53.6,85.1
46,025,VTD-11,443,432,0,7,0,2,0,0,2,351,346,0,2,0,2,0,0,1,124.10000000000001,48.800000000000004,152.5,61.800000000000004,134.4,63.4,150.2,67,89.8,88,102.7,64.6,105.8,61.2,56.3,71.3,64.5,129,99.4,151.4
46,025,VTD-12,312,300,1,4,0,0,0,0,7,238,233,1,3,0,0,0,0,1,85.5,36.7,95.4,39.8,97.5,30.4,95.3,40.8,68.9,54.4,69.6,47.6,80.8,34.4,33.5,45.6,40.3,91.6,73,95.4
46,025,VTD-13,90,86,0,0,0,0,0,0,4,71,69,0,0,0,0,0,0,2,24.5,11,30.8,11.6,30.6,9.5,32.9,11,21.3,18.4,23.9,14.299999999999999,28.2,9.5,10.4,14.2,11.1,27.400000000000002,24.5,31.8
46,025,VTD-2,155,154,0,0,0,0,0,0,1,123,122,0,0,0,0,0,0,1,61.1,24.2,63.800000000000004,25,66.8,19.7,66.3,22.6,56.2,41.1,51.5,38.5,63.800000000000004,28.7,21.6,36.8,24,63.7,57.4,65.2
46,025,VTD-3,267,254,1,11,0,0,0,0,1,215,203,1,11,0,0,0,0,0,76.2,24.1,77.8,21.400000000000002,87.2,20,77.8,24.1,55.4,42.7,64,31.4,68.1,30.6,21.7,34.4,22.5,82.6,63.6,77.8
46,025,VTD-4,209,203,0,6,0,0,0,0,0,156,151,0,5,0,0,0,0,0,81.10000000000001,25.8,96.8,25.8,83.4,31.3,95.2,28.1,62.4,47.3,71.8,36.7,77.6,34.2,28.7,39.7,26.5,81.8,71.4,96.7
46,025,VTD-5,400,398,0,2,0,0,0,0,0,249,248,0,1,0,0,0,0,0,81.7,17.4,122.7,34.9,83.3,24.2,124.7,34.9,62.3,49.6,67.6,36.3,78.8,27.1,20.8,37.2,34.9,82.6,69.3,123.9
46,025,VTD-6,233,224,4,5,0,0,0,0,0,175,173,0,2,0,0,0,0,0,76.9,30.2,88.2,28.8,88.5,27.5,90.3,27.400000000000002,61.5,61.4,69.7,47.5,85.2,33.3,28.8,48.2,28.2,82.3,72.5,89.60000000000001
46,025,VTD-7,275,272,0,0,1,0,0,0,2,202,199,0,0,1,0,0,0,2,84.4,23.6,94.1,28.4,95.1,22.5,98.6,29.1,61.3,53.800000000000004,69.39999999999999,40.3,83.3,28.1,22.6,40.4,28.599999999999998,89.8,70.8,95
46,025,VTD-8,263,241,0,21,0,0,0,0,1,194,183,0,10,0,0,0,0,1,97,28.3,105,33.2,111.1,27.9,107.5,32,58.9,68.7,79.1,40.8,89,32,28.1,47,33.1,104.4,75.5,106.3
46,025,VTD-9,211,206,0,0,1,0,0,0,4,142,138,0,0,1,0,0,0,3,55.3,5.9,90.1,6.4,62.800000000000004,5,93.3,6.4,61.9,22.3,48.7,34.6,70.4,12.4,5.5,23,6.4,59.1,60.800000000000004,91.3
46,025,VTD-W3,393,388,0,5,0,0,0,0,0,341,336,0,5,0,0,0,0,0,118.6,52.7,147.6,56.1,145.4,46.1,158.4,51.9,101.8,88.9,114.4,70.2,134.3,45.5,49.3,68.2,53.9,132,116.8,153
46,027,VTD-C1,764,685,15,8,23,16,0,0,17,640,587,11,6,14,12,0,0,10,62.1,205.2,42.4,124.5,109.2,176.5,55.5,116,36.3,224.9,47.5,211.2,60.1,194.20000000000002,191,210.4,120.4,85.6,47.6,48.4
46,027,VTD-C2,1594,1391,35,39,23,70,1,1,34,1556,1366,35,36,20,64,1,1,33,73.89999999999999,165,102.8,302.7,103.1,155.2,134.9,282,25,140.1,26.9,134,30.9,125,159.9,133,292.4,88.3,27.4,118.7
46,027,VTD-W1,723,704,1,1,4,1,0,0,12,541,532,1,0,4,0,0,0,4,270.5,117.2,294.90000000000003,126.1,306.5,104.5,315.59999999999997,115.9,193.8,163.1,198.5,139.5,234.3,110.8,111.2,139.5,118.2,284.7,210.7,300.40000000000003
46,027,VTD-W2,817,801,1,6,4,1,0,0,4,646,634,1,3,4,1,0,0,3,203,141.70000000000002,250.4,132.2,260.5,109.9,258.4,132.2,147.8,193.5,152.3,170.70000000000002,187.6,135.4,124.1,167.3,132.2,230,161,255.4
46,027,VTD-W3,2712,2537,30,34,53,15,1,4,38,2257,2133,26,29,31,12,1,2,23,505.1,482.8,639.5,616.5,656.6999999999999,411.4,739,537,382.9,606.3,425.5,538.6,505.4,449.59999999999997,451.7,533.2,577.7,577.5,435.5,685.5
46,027,VTDNE2,1740,1521,30,36,82,28,1,0,42,1469,1324,25,21,53,26,1,0,19,147.5,176.9,124.6,185.2,212.5,148.7,151.7,165.1,97.9,206.1,114.10000000000001,184,126.4,166.4,163.2,185.4,175.1,179.7,112.8,138.1
46,027,VTDNW1,1656,1388,27,70,107,15,0,1,48,1314,1160,19,33,67,14,0,1,20,218.9,314.4,268.4,383.8,296.8,268.1,314.4,350,147.4,356.5,172.6,320.3,199.1,281.5,291.4,319.5,366.90000000000003,258.3,172.7,291.7
46,027,VTDNW2,1053,928,25,34,39,16,0,0,11,854,767,21,22,24,12,0,0,8,156.2,186.9,174.7,249.5,208.9,156.2,204.1,227.2,107.1,223.1,126.8,198.1,145,172,171.7,198,238.2,182.6,126.3,189.5
46,027,VTDSE1,1291,1178,1,14,22,40,0,9,27,930,865,1,10,12,32,0,5,5,269.5,425.8,245.9,423.3,423.5,339.2,303,385.6,240.3,503.40000000000003,239.29999999999998,475.2,319.3,390.6,382.5,456.59999999999997,404.1,346.8,266.3,274.2
46,027,VTDSE2,1514,1351,14,35,51,28,0,2,33,1233,1139,7,19,30,22,0,1,15,201,384.9,311.7,543,341.3,292.5,384.9,494.8,168.1,418.9,170.20000000000002,401.7,213.70000000000002,345.9,339.1,389,519,271.1,184,348.5
46,029,VTD-A1,1604,1563,0,28,10,2,0,0,1,1110,1089,0,13,6,1,0,0,1,682.5,215.9,789.5,299.4,789.5,168.3,855.8,263.3,544.7,363,542.1,331.8,647.2,226.9,191.8,307.4,281.2,736.4,578.2,822.9
46,029,VTD-A2,1066,1022,2,13,6,15,0,0,8,812,780,1,10,6,9,0,0,6,335.1,157.9,339,205.9,434.1,105.8,391,167,281.1,199,273.9,178,338.09999999999997,114.8,131.5,164,186.5,384.9,298,365
46,029,VTD-A3,1929,1818,8,24,51,6,0,0,22,1544,1467,6,17,36,6,0,0,12,521.5,251.2,590.8,288.1,618,218,635.4,268.8,378,347.2,392.4,299.7,451.5,234.70000000000002,234.7,293.8,277.6,570.1,407,613.4
46,029,VTD-A4,856,816,8,6,3,8,0,0,15,588,571,3,2,2,5,0,0,5,248.5,108.10000000000001,274.2,120.8,294,83.6,293.4,109.2,181.2,148.9,187.7,122,211.2,95.8,95.6,122.2,114.7,271,193.20000000000002,283.8
46,029,VTD-B1,1034,1013,1,4,6,2,0,0,8,761,753,1,2,4,1,0,0,0,362.4,147.1,410.4,167.6,416,122.7,447.1,145.4,300.2,203.20000000000002,300.2,183.6,358.9,123.7,134.4,169.9,156.3,389.09999999999997,319.8,428.3
46,029,VTD-B2,2034,1918,3,38,42,4,0,0,29,1470,1409,2,18,27,2,0,0,12,397.5,239.3,472.9,293.3,485.40000000000003,220.6,523.3,275.4,288.1,339.1,308.4,297.8,367.40000000000003,232.2,229.6,290.5,284.4,441.5,321.3,498.3
46,029,VTD-B3,942,865,6,22,37,2,0,0,10,702,663,2,9,23,2,0,0,3,275.6,117,303.7,140.9,316.6,104.5,325.1,130.9,212.6,164.1,219.5,144.4,258,105.3,110.3,137.8,136.1,296.5,230.3,314.3
46,029,VTD-B4,178,177,0,0,0,1,0,0,0,120,120,0,0,0,0,0,0,0,57.199999999999996,23.2,64.60000000000001,26.5,65.6,19.400000000000002,70.39999999999999,22.900000000000002,47.3,32,47.3,28.9,56.5,19.5,21.3,26.7,24.7,61.400000000000006,50.300000000000004,67.5
46,029,VTD-C1,412,369,2,2,26,5,0,0,8,352,318,2,2,22,5,0,0,3,121.39999999999999,51.6,142,66.1,138,49.3,150.2,63.6,93.6,77.1,98.2,67,114.1,50.7,50.4,65.1,65.1,129.8,101.6,146
46,029,VTD-C2,650,603,2,13,23,3,0,0,6,526,499,2,7,14,2,0,0,2,117.4,67.6,127,86.5,125.9,72.5,132.4,85.3,75.7,91.8,80.1,84.7,91.4,71.1,70.4,82.6,86,121.6,82.4,130.2
46,029,VTD-C3,2268,2076,10,53,75,14,0,0,40,1824,1720,7,22,49,14,0,0,12,365.4,237.6,592.5,277.6,426.2,233,618.7,269.6,264.1,310.5,273.2,270.4,317.3,226.3,235.1,269.4,273.5,395.6,285.2,605.4
46,029,VTD-C4,1007,895,6,36,48,5,0,0,17,695,632,5,16,31,5,0,0,6,180.6,78,219.7,105.1,187.4,87.8,229.4,101.4,93.8,115.6,96.7,101.4,112.89999999999999,85.2,82.5,100.8,102.9,183.9,101,224.6
46,029,VTD-D1,1184,1137,2,7,17,7,0,1,13,959,931,2,3,12,6,0,1,4,320.8,143.3,411.2,179.3,358.5,142.8,438.09999999999997,164.3,230.2,211.20000000000002,228.9,187.1,277.2,133.2,142.9,177.20000000000002,171.4,339.4,245.5,424.7
46,029,VTD-D2,1080,993,8,13,30,7,0,0,29,832,784,6,7,20,5,0,0,10,210.1,105.3,256.8,106.9,245.7,101.8,273.4,104.6,144.3,140.9,143.7,130.9,163.5,108.8,103.8,126.9,105.5,227.5,150,265.2
46,029,VTD-D3,927,848,2,18,41,9,0,0,9,737,693,1,10,24,3,0,0,6,229,112,278.6,149.3,252.6,115.9,300.5,139.5,152.1,169.3,171.2,133.4,202.3,103.3,114.1,135.4,144,240.9,175.1,289.4
46,029,VTD-D4,582,521,3,30,14,3,0,0,11,464,431,3,13,11,3,0,0,3,103.7,59.6,111.9,76.5,111,64.3,116.5,74.9,66.7,80.9,70.8,74.6,80.4,62.4,62.1,72.5,75.7,107.3,72.6,114.2
46,029,VTD-DX,194,193,0,0,0,0,0,0,1,134,134,0,0,0,0,0,0,0,69.7,17.3,89.8,21,62.4,26.5,84.3,27.3,40.2,35.9,40.7,31.1,46.3,24.1,22.1,30.7,23.9,65.7,42.4,87
46,029,VTD-E1,1536,1431,7,23,48,6,0,0,21,1135,1072,5,10,31,6,0,0,11,315.2,127.1,461.4,187.7,337.8,141.9,477.9,190.20000000000002,268.7,232.8,283,194.5,323.2,156.4,134.1,194.5,188.9,326,291.6,469.4
46,029,VTD-E2,581,568,3,7,0,2,0,0,1,372,370,1,1,0,0,0,0,0,192.4,70.2,248.5,88.4,214.8,64.2,262.5,77,183.9,97.7,186.20000000000002,88.6,214.3,60.3,67.3,82.2,82.5,203.6,194.9,255.7
46,029,VTD-E3,1182,1149,2,7,4,6,0,0,14,920,901,2,4,3,4,0,0,6,577.6999999999999,183.79999999999998,616,219.5,630.5,161.6,650.6,190.6,455.8,242.2,461,220.1,530.5,148.7,172.70000000000002,203.70000000000002,205.1,604.4,482.4,633.6
46,029,VTD-E4,377,371,1,1,0,1,0,0,3,325,319,1,1,0,1,0,0,3,168.2,61.2,131.9,53.7,188,56.1,136.7,54.4,75.1,66.7,79.3,55.6,90.7,45,58.6,55.7,54,178.1,81.8,134.2
46,029,VTD-EL,484,477,3,0,1,2,0,0,1,350,347,1,0,1,1,0,0,0,166.1,69.9,185.9,94.10000000000001,190,59.8,204.29999999999998,79.9,143.6,114.3,146.4,100.4,183.5,67.8,64.5,94.4,87.4,177.9,157.6,194.4
46,029,VTD-EP,258,252,2,2,0,0,0,0,2,177,174,0,2,0,0,0,0,1,76.60000000000001,27.900000000000002,99.1,32.3,85.39999999999999,36.5,91.60000000000001,42.9,67.2,51.7,60.699999999999996,47.8,69.4,36.5,32.1,45.6,36.5,80.6,66.3,95.3
46,029,VTD-FF,655,633,0,2,12,0,0,0,8,458,443,0,1,10,0,0,0,4,219.29999999999998,64.4,229,70.5,214.3,88.7,228.8,74.8,137.4,122,140.3,106.4,158,81.8,75.2,104.2,72.2,215.8,144.6,228.8
46,029,VTD-GE,165,162,0,0,0,2,0,0,1,129,126,0,0,0,2,0,0,1,57,23.7,72.4,21,64.2,20.5,69.9,25.8,39.8,36.6,46,28,50.6,25.8,21.1,30.7,23,59.6,46,70.8
46,029,VTD-GH,466,457,1,0,2,1,0,0,5,347,343,0,0,1,0,0,0,3,177.8,35.1,184.8,37.3,187.8,45.6,192,45,111.2,76.60000000000001,120,55.3,131.8,41.2,38.4,58.1,39.6,182.4,120.39999999999999,188.8
46,029,VTD-KA,321,318,1,0,1,0,0,0,1,239,237,0,0,1,0,0,0,1,100.4,39.4,124.4,40.6,109.9,36.9,129.1,39.8,86,54.7,79.7,48.8,91.4,38.4,37.800000000000004,47.7,40.4,105.8,85.9,127
46,029,VTD-KR,523,498,0,22,0,0,0,0,3,376,361,0,13,0,0,0,0,2,182.5,42.9,213.9,37.6,190.2,45.4,208.7,46,145.1,80,143.8,64.8,157,54.5,43.5,65.8,40.7,187.1,149.6,210.6
46,029,VTD-LA,655,643,1,5,2,0,0,0,4,502,498,0,2,1,0,0,0,1,229.3,67.5,204.3,83.5,237.7,72.3,212,84.1,190.8,98.8,192.2,86.9,216,66.4,70.1,84.2,83.7,233.5,199.8,207.9
46,029,VTD-LS,299,278,1,4,7,0,0,0,9,211,204,0,2,3,0,0,0,2,84.5,46.5,93.3,46.5,88.6,52,105.6,38.4,60.2,62.3,70.1,45.8,73.1,42.2,48.2,50.7,42.5,86.10000000000001,68.4,98.6
46,029,VTD-PE,720,690,2,16,5,3,0,1,3,540,527,1,9,2,0,0,0,1,244.4,62.3,170.4,81.89999999999999,277.4,63.300000000000004,178.1,78.6,204.3,105.9,206.20000000000002,93.1,231.5,71.6,62.7,90.3,80.2,261,214.2,173.8
46,029,VTD-RA,282,277,0,2,0,1,0,0,2,210,205,0,2,0,1,0,0,2,92.60000000000001,38.5,118.5,35,103.8,33.6,113.60000000000001,42.2,66,59.5,74.5,46.4,81.2,41.8,35.4,49.3,38.4,97.39999999999999,74.5,116.1
46,029,VTD-RI,154,153,0,0,0,1,0,0,0,119,118,0,0,0,1,0,0,0,49.7,19.4,61.6,20.099999999999998,54.699999999999996,18,64.3,19.6,42.8,27.5,39.9,24.4,45.8,19,18.3,23.8,20.099999999999998,52.4,42.8,62.800000000000004
46,029,VTD-SH,433,396,1,33,0,1,0,0,2,314,294,1,17,0,1,0,0,1,160.4,40.2,183.5,54,162,45.3,192.8,50.2,135.6,89.3,141.8,70.3,159.9,47.9,42.8,69.5,51.6,161.4,145.2,188.1
46,029,VTD-WA,189,182,0,2,1,2,0,0,2,124,120,0,1,1,2,0,0,0,70.5,20.8,82.8,24.8,75.7,24.2,79,31.8,56.8,51.6,66.4,38.7,74.39999999999999,29.2,22,39.5,27.6,72.7,66.4,80.8
46,031,VTD-AR,68,61,0,0,7,0,0,0,0,58,51,0,0,7,0,0,0,0,27.4,7,28.7,4,28.9,7.4,28.1,4.9,17.3,11.5,17.3,11.6,20.9,7.8,7.2,10.4,4.4,28.099999999999998,18.4,28.4
46,031,VTD-BH,386,12,0,8,365,0,0,0,1,227,12,0,2,213,0,0,0,0,5,57.4,3.2,61.4,21.599999999999998,39,8.2,53.4,8.1,57.5,4.1,64.5,5,63.8,47.8,62,57.4,12.8,5.4,5.7
46,031,VTD-BU,1080,132,2,48,867,2,1,0,28,641,112,2,16,497,2,1,0,11,91.8,131.6,85,170.7,122.8,110.7,103.3,150.3,73.1,163,69.4,170.2,75,160.3,121.2,164.7,160.4,107.4,72.7,93.5
46,031,VTD-CD,62,47,0,0,10,0,0,0,5,47,34,0,0,9,0,0,0,4,10.6,8.5,11.1,11.2,13.1,7.4,12.7,9.4,8.3,11.2,7.9,11.2,8.9,10.1,8.1,10.9,10.5,11.8,8.2,11.799999999999999
46,031,VTD-GV,120,106,0,0,6,1,0,0,7,97,87,0,0,4,0,0,0,6,62.4,3.2,76.5,3.9,62.4,3.9,73.4,6.7,49.6,10.6,51.5,9.2,54.2,5.5,3.4000000000000004,8.9,5.2,62.4,52,75.2
46,031,VTD-KN,278,24,0,4,246,0,0,0,4,175,16,0,2,155,0,0,0,2,6.1000000000000005,53.8,10.9,63.9,10.1,45.9,10.9,60.8,9.2,46.9,7,46.9,7.9,46.9,50.1,46.9,62.199999999999996,8.2,7.9,10.9
46,031,VTD-LB,77,70,0,0,7,0,0,0,0,52,47,0,0,5,0,0,0,0,30.099999999999998,1.9,37.4,3.7,29.5,3.2,36.7,4.5,22.8,8.2,22.9,7.5,26.1,3.3,2.6,6.1000000000000005,4.2,29.599999999999998,24.3,36.9
46,031,VTD-LC,98,47,0,11,35,0,0,0,5,66,41,0,2,22,0,0,0,1,15.8,11.7,30.1,8,18.4,10.6,32.2,6.8,13,15,12.1,15.8,13.2,13.2,11.1,15,7.4,17.5,13,30.799999999999997
46,031,VTD-LE,441,21,1,13,394,1,0,0,11,265,18,1,6,234,1,0,0,5,21,81.2,22.4,73.4,35.9,72.8,30.9,64.7,16.5,83.8,17.2,83.8,17.400000000000002,83.2,76.7,83.7,69.2,28.5,17.2,26.3
46,031,VTD-LO,103,80,0,0,20,0,0,0,3,78,64,0,0,11,0,0,0,3,46.8,1.4000000000000001,59.7,5.1,45.4,3.4,59,6.6000000000000005,36,11.2,36.5,10.5,42,3.4,2,8.1,6.2,46.199999999999996,38.5,59.3
46,031,VTD-MI,193,152,0,4,30,1,0,0,6,151,127,0,1,19,1,0,0,3,71.39999999999999,18.2,70.2,17.9,75.5,19.2,74.4,17,45.3,30.2,45.3,30.2,54.5,20.1,18.5,27.1,17.1,73.1,48.1,71.8
46,031,VTD-MS,128,16,0,1,111,0,0,0,0,85,11,0,0,74,0,0,0,0,1.8,25.7,3.5,33.1,7.7,22,3.3000000000000003,33.5,0.9,29.5,1.8,29.2,1.8,29.2,24.099999999999998,29.2,33.4,4.8,1.6,3.4
46,031,VTD-MT,205,198,0,1,5,0,0,1,0,157,152,0,1,3,0,0,1,0,92.3,13.3,102.8,16.1,83.9,23,102.8,16.8,52.7,38.7,54.4,31.400000000000002,64.7,21.3,16.9,31.1,16.3,87.5,56.9,102.8
46,031,VTD-RL,158,85,0,1,68,0,0,0,4,117,75,0,0,40,0,0,0,2,48.9,12.9,48.9,12.9,50.1,12.9,46.8,12.9,40.2,18.8,36.7,22.2,41.6,16.8,12.9,19.1,12.9,49.9,39.7,47.4
46,031,VTD-SM,286,88,0,8,172,6,0,0,12,214,75,0,7,120,4,0,0,8,26.5,45.7,25.1,59.1,35.7,38.6,27,55.8,17.2,57.2,16.3,60.3,19,57.1,42.1,58.1,57.9,30.8,17.4,26.1
46,031,VTD-WK,301,3,0,7,286,0,0,0,5,182,3,0,2,176,0,0,0,1,4,55.2,7.4,71,16.5,47.1,6.8,71.60000000000001,2,63.2,4,62.5,4,62.5,51.3,62.6,71.3,10.2,3.4,7
46,031,VTD-WT,66,60,0,0,6,0,0,0,0,48,46,0,0,2,0,0,0,0,23.9,5.3,24.5,5.6000000000000005,24.4,6.4,25.7,5.2,14.8,10.1,14.9,9.6,17.9,6.6,5.6000000000000005,8.8,5.2,24,15.8,24.8
46,033,VTD-BG,357,336,0,3,15,1,0,1,1,310,293,0,2,12,1,0,1,1,132.6,53.4,150.5,59.7,137.2,53.4,150.5,53.4,96.8,70.6,95.3,68.2,106.8,60.4,53.4,66.2,55.4,135.3,99.1,150.5
46,033,VTD-BR,1845,1763,0,15,32,6,0,0,29,1564,1509,0,8,20,6,0,0,21,845,305.8,962.6,404.4,918.1,321.5,1010.3000000000001,386.9,763.4,402.3,774.3,382,829.9,325.4,313.5,370.3,394.5,881.5,788.1999999999999,986.1999999999999
46,033,VTD-EM,263,238,0,12,9,0,0,0,4,209,197,0,5,4,0,0,0,3,125.3,27.2,133.8,41.9,119.7,34.5,139.2,40.2,91.8,34.5,98,25.400000000000002,100.3,20.900000000000002,31,26.5,41.1,122.2,97.1,136.4
46,033,VTD-FB,261,244,2,5,2,0,0,0,8,204,194,2,2,2,0,0,0,4,114.2,20.3,145.5,26.3,113.2,27.2,146.79999999999998,27.7,97.5,40.8,106,31.4,114.2,24,23,31.9,26.900000000000002,113.4,105.9,146.5
46,033,VTD-HE,1633,1490,0,58,29,6,1,0,49,1293,1200,0,30,22,5,1,0,35,705.8,163.5,862.6,249.5,721.8,185.2,884.8,249.5,589.9,255,611.7,224.5,655.6,173.7,174.7,217.70000000000002,249.5,714,618.2,874.2
46,033,VTD-PR,624,591,0,7,15,1,0,0,10,502,479,0,5,11,1,0,0,6,240.2,96.3,341.4,129.2,246.5,109,337.90000000000003,123.7,222.9,120.2,221.8,113.5,240.2,94.1,102.6,109.8,125.9,243.2,227.8,340
46,033,VTD-SE,1179,1053,2,28,74,9,1,0,12,884,847,0,8,14,6,1,0,8,475.5,148.7,505.90000000000003,205.6,503.4,148.7,520.3,201.7,356.7,218.2,385.9,193.3,407.5,164.7,148.7,192.4,203.6,489.1,383.6,512.7
46,033,VTD6-1,387,357,2,12,9,2,0,0,5,302,284,2,5,5,2,0,0,4,138.2,63.1,143.1,80.3,156.8,60.6,151.7,77.6,115,71.6,112.8,72.6,124.6,60.4,61.6,68.4,79.2,147,117.5,146.8
