state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,pre_20_dem_bid,pre_20_rep_tru,uss_16_dem_van,uss_16_rep_sze,uss_18_dem_car,uss_18_rep_cam,gov_18_dem_jea,gov_18_rep_hog,atg_18_dem_fro,atg_18_rep_wol,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20
24,005,09-001,3301,3019,67,47,0,122,0,0,46,2600,2400,52,31,0,101,0,0,16,1256.1,764.1,1571.1,644.7,1120.1,1015.4,1173.3,641.9,635.2,1303.8,1167.5,787.6,1187.8,992.3,1571.1,889.4,910.9,644.7
24,005,09-002,2083,1967,20,32,2,30,0,5,27,1541,1463,16,19,1,24,0,5,13,850.8,602.3,924.7,524.1,708,774.7,721.1,591,317.7,1069.2,705,686.5,779.1,581.1,924.7,688.1,782.1999999999999,524.1
24,005,09-003,4397,3765,141,162,2,240,0,1,86,3216,2807,101,104,1,165,0,0,38,1730.2,661.6,2251,620.9,1585.7,848,1716.8,548.1,1068,1308.9,1693.8,722.9,1658,1492.9,2251,755,859.6,620.9
24,005,09-004,4806,3983,375,139,7,204,2,6,90,4116,3440,330,109,5,163,2,3,64,1058.7,470,1222.1000000000001,374.9,964,616.2,1076.3,422.8,589.2,945.1,1038.1,529.2,1011.1,901.2,1222.1000000000001,542.9,632.4,374.9
24,005,09-005,4424,3949,155,86,8,184,2,2,38,3650,3293,142,57,3,137,2,0,16,1515.9,862.9,2001.8999999999999,835.1,1426.4,1056,1507.8,730,839.9,1526,1495.8,872.1,1471.1,1281.2,2001.8999999999999,959,1042.8,835.1
24,005,09-006,6984,4734,1335,423,12,332,2,22,124,6430,4497,1173,360,11,273,2,18,96,1155.7,598.7,1778,589.8,1130.8,648.2,1209.8,431.9,824,915,1216.3,527.2,1143.1,1083.3999999999999,1778,623.2,624.6,589.8
24,005,09-007,2823,2350,75,94,3,250,2,3,46,2160,1829,60,68,1,179,2,1,20,938.1,924.9,1031.9,744.3,917.1,1050.8,901.1,762.1,449.8,1296.1,893.2,859.9,927.1,748.3,1031.9,987.3,973,744.3
24,005,09-008,1999,1848,28,30,0,68,0,4,21,1592,1465,25,20,0,67,0,4,11,761.9,736.1,793.9,595,689.7,850.9,761,628.9,339.8,1114.3,707.1,743.1,726,602.3,793.9,793.6999999999999,828.9,595
24,005,09-009,2123,1837,37,49,1,147,0,5,47,1631,1412,30,35,0,136,0,2,16,762,760.9,858.1,644.1,672,932.9,787.1,651,343.1,1195,778.3,755.2,716.8000000000001,636.1999999999999,858.1,847.2,866.9,644.1
24,005,09-010,5636,4213,712,186,6,377,3,20,119,5056,3865,608,158,6,313,3,14,89,1451,753.1,2030.2,782.8,1362.8,816.2,1363.3,547.3,899.6,1136.5,1395.1,654.5,1407.1,1219.4,2030.2,784.7,779.5,782.8
24,005,09-011,3404,2339,639,133,2,196,2,6,87,2993,2118,525,116,2,166,2,4,60,1126.9,428.2,1436.9,437.7,1034.8,524.4,1023,329.2,683.1,715.7,1030.9,399.5,1080.8,912.3,1436.9,476,481.6,437.7
24,005,09-012,2676,2195,103,106,4,214,1,1,52,2194,1804,90,81,4,180,1,0,34,899,409,1009.2,354,814.7,520.1,915.1,367.2,518,823.5,897.9,460.1,856.9,776.9,1009.2,464.3,550.1,354
24,005,09-013,3103,2883,42,61,1,50,0,6,60,2145,2025,33,32,1,38,0,2,14,1392.1,495.2,1574,483.8,1282.9,726,1415,543.3,811.6,1216.9,1398,650.2,1336.7,1208.2,1574,610.4,803.8,483.8
24,005,09-014,3567,2440,525,202,10,292,4,11,83,2581,1807,376,143,7,208,4,5,31,1585.7,367.9,1639.1,298.1,1482.1,476,1472,291.2,971,852.7,1488,372.4,1534,1310.5,1639.1,422,505.4,298.1
24,005,09-015,4078,2221,1287,126,5,334,2,8,95,3415,1933,1018,98,5,294,2,4,61,1415.7,410,1506.1,344.9,1345.7,488.1,1296.9,325.7,902.8,771,1322.2,390,1380.6,1174,1506.1,449.6,495.8,344.9
24,005,09-016,1298,1070,108,49,4,33,3,1,30,1075,915,79,37,4,27,2,1,10,520.6,387.3,441.90000000000003,258.9,527.1,454.1,472.7,308.8,250.7,563.9,463.09999999999997,350,523.8,395.2,441.90000000000003,420.7,407.4,258.9
24,005,09-017,2038,1285,464,92,3,138,0,6,50,1627,1118,309,66,3,107,0,1,23,790.8,307.2,651.3,204.2,755.3,371.8,720.8000000000001,233.9,458.1,521.2,714.7,285.2,772.9,631.3,651.3,339.5,346.8,204.2
24,005,09-018,3251,2366,557,135,4,105,0,6,78,2576,1975,375,100,1,88,0,2,35,1203.9,657.1,1007.5,438.6,1228.7,630.9,1071.3,388.5,720.4,821.7,1072.1,479.9,1216,954.7,1007.5,643.9,563.4,438.6
24,005,09-019,3141,2055,693,161,3,135,0,6,88,2541,1777,497,105,3,110,0,2,47,1190,571,1101,408.1,1133.2,624.3,1093.3,380.9,722,807.4,1106.6,452,1161.5,973.9,1101,597.6,546.8,408.1
24,005,09-020,5200,520,4268,192,17,83,0,4,116,3836,464,3064,142,15,71,0,3,77,2012.1,112.10000000000001,1569.9,118.7,1945.3999999999999,117.89999999999999,1525,91,1238.9,385.6,1552,108,1979,1438.8,1569.9,115.3,194.7,118.7
24,005,09-021,4615,3793,476,137,10,133,0,0,66,3661,3095,342,92,8,96,0,0,28,1206.3,1225,1387.9,938.6,1250.9,1307.2,1215.8,898.8,741.5,1543.7,1220.5,1068,1228.4,1059.4,1387.9,1266.4,1170.3,938.6
24,005,09-022,5064,3700,924,139,20,150,10,11,110,4086,3162,628,100,13,113,7,4,59,1448.4,1171.7,1328.9,934,1470,1167.9,1362.9,724.9,845.9,1395.2,1382.9,857.4,1459.6,1197.4,1328.9,1169.4,992.2,934
24,005,09-023,4211,2688,959,199,3,263,0,9,90,3413,2320,686,146,3,199,0,6,53,1286.1,928.9,1190.9,791.9,1283.5,918.9,1082.5,626.7,674.1,1118.3,1100.9,700.1,1284.9,952.6,1190.9,924,815,791.9
24,005,09-024,4989,3661,728,122,8,362,1,20,87,3895,3019,460,73,6,280,1,12,44,1444.9,1094.8,1539.2,1044,1405.3,1158.9,1337.8,907.1999999999999,739.1,1677.9,1318.8,1085.8,1425.3,1131.9,1539.2,1126.8,1223.5,1044
24,005,09-025,3677,2645,562,118,15,274,1,3,59,2956,2214,406,82,11,212,1,2,28,1050.8999999999999,856.8000000000001,977.1,666.1,1013.2,909.9,960,645,591.1,1098,931.8,745,1032,827.7,977.1,883.6,829.4,666.1
24,005,09-026,1443,1211,76,11,4,116,0,2,23,1132,975,36,7,2,96,0,1,15,363.6,308.3,418.59999999999997,253.9,336.09999999999997,335.7,363,226,189.5,424.6,362.2,265.5,349.8,304.7,418.59999999999997,321.9,305.4,253.9
24,005,09-027,40,30,10,0,0,0,0,0,0,26,20,6,0,0,0,0,0,0,5,1,11,9,7,1,5,4,3,6,5,4,6,4.3,11,1,4.7,9
24,005,09-028,3091,1006,1803,167,1,43,0,3,68,2329,894,1259,108,1,33,0,1,33,1102,186,1014.3,189.7,1083.8,205.9,944.6,126.5,706.2,398.7,970.6,150.2,1093.3,873.6,1014.3,196.1,225,189.7
24,005,09-029,2922,2175,452,98,5,107,1,10,74,2909,2172,442,98,5,107,1,10,74,237,42,68.1,3,225,50.1,108,4.1000000000000005,100,15.1,112,4.1000000000000005,231,106.6,68.1,46.1,7.800000000000001,3
24,005,10-001,4045,3790,62,80,7,68,1,5,32,3018,2857,49,46,4,44,1,2,15,1052.9,1495.3999999999999,1299,1437.4,910,1674.8,773.2,1061,345.9,1603.1,774,1169.3,980.7,631.3,1299,1584.4,1278.1,1437.4
24,005,10-002,1984,1827,10,42,1,72,0,11,21,1477,1372,10,25,1,56,0,5,8,583.4,736.3,704.3,718.3,503.5,872.4,438.40000000000003,463.6,195.6,775.2,406,550.9,543.2,346.6,704.3,804.3,596.9,718.3
24,005,10-003,1771,1650,12,43,5,34,0,3,24,1364,1284,11,25,4,30,0,0,10,475.9,770.1,593,709.9,392,902.9,323,454.8,140.8,687.9,298.90000000000003,533.2,433.8,254.3,593,836.5,558.7,709.9
24,005,10-004,2496,2364,18,38,1,47,1,3,24,1876,1797,14,22,1,35,1,0,6,650.1,1050.3999999999999,820.6,1001.7,584.6,1208,489.6,637.2,203.8,1025.7,468.2,738,617,387.4,820.6,1128.9,800.5,1001.7
24,005,10-005,397,361,1,11,0,20,0,0,4,300,276,1,6,0,15,0,0,2,123,188,132,169,112,216,103,151,34,237,107,167,117.5,81.3,132,202,185,169
24,005,11-001,3078,2856,52,46,4,76,1,5,38,2502,2338,40,30,4,66,0,5,19,934.9,1383.8,1002.1,1153,882,1531.2,753.3000000000001,991.9,330.90000000000003,1526.9,756.8,1095.9,908.6,613.7,1002.1,1457.5,1205,1153
24,005,11-002,3897,3727,15,79,6,34,0,0,36,3090,2978,14,45,6,30,0,0,17,748.3,1701.8,944.2,1652.1,663.2,1845.5,536.3,1058.8,229.1,1523,538.1,1202.3,704.8,434.6,944.2,1773.8,1261.3,1652.1
24,005,11-003,5025,4794,51,70,5,62,0,5,38,4029,3873,46,41,4,40,0,2,23,678,2113.3,912.7,2430.4,617.4,2221,741.5,1783,261.6,2513.8,703.5,1996.2,646.7,569,912.7,2166.1,2097.2,2430.4
24,005,11-004,3433,2633,305,82,16,335,1,0,61,2544,1999,204,52,12,247,1,0,29,662.7,1035.6,1052.9,1210.1,665,1074.1,767.8,786.9,381.7,1251.7,720.6,883,663.6,624,1052.9,1054.7,974,1210.1
24,005,11-005,3314,2521,203,83,7,452,0,7,41,2386,1880,133,50,6,302,0,2,13,522.9,879.2,889,1151.2,491.2,949.2,594.5,706,275.1,1161.1,597.7,806.4,507,489.3,889,914.9,891.3,1151.2
24,005,11-006,2601,2372,74,55,3,63,1,0,33,2037,1892,44,39,2,50,1,0,9,425.1,897.9,564.2,966.9000000000001,477.9,896,456.8,664.9,199,1028.9,423.9,770.3,451.59999999999997,360,564.2,897,821.6,966.9000000000001
24,005,11-007,2900,2358,154,84,3,258,0,0,43,2316,1947,97,52,2,198,0,0,20,642.4,772,816.1,796.4,640.8,826.7,582.1,584.4,299.4,998.6,571.1,701.2,641.6,484.2,816.1,799.3,761.5,796.4
24,005,11-008,3554,2921,222,80,8,256,1,3,63,2824,2388,150,47,6,199,1,1,32,765.5,1186.6,906.7,1059.7,781.5,1191.8,733.4,859.3,346.3,1413.8,781.4,992.6999999999999,773.4,620.5,906.7,1189.1,1088.6,1059.7
24,005,11-009,3819,2700,575,151,6,315,0,9,63,2895,2192,357,98,6,212,0,3,27,956,1005.4,1039,752.9,1015.5,988,932.5,694.7,598.6,1153.5,969.5,777.7,985.8,833.6,1039,997.1,875.1,752.9
24,005,11-010,4421,3144,649,110,2,417,0,6,93,3533,2630,469,79,2,311,0,0,42,903,816.8,1245.6,858.9,876,876.5,917.6,589.1999999999999,517.9,1067.2,902,680.6,889.1999999999999,779.1,1245.6,846.5,778.9,858.9
24,005,11-011,5021,3588,672,150,11,522,0,4,74,3933,2948,453,97,7,386,0,3,39,1077,1077,1331.2,1122.2,1040.1,1146,977.2,736.1,561.8,1287.1,969,879,1058.8,835.7,1331.2,1111.1,967.2,1122.2
24,005,11-012,4864,3873,419,142,7,328,1,4,90,3923,3249,296,93,6,228,1,1,49,871.7,1230.9,1288.3,1359.4,856.7,1306.4,891.3,847.6,454.7,1459.7,900.7,993.7,864.2,749,1288.3,1268.4,1100.6,1359.4
24,005,11-013,1630,1086,237,73,1,196,0,5,32,1265,891,162,54,1,134,0,2,21,314.2,303.1,410,290.90000000000003,327.9,305.9,288,186.9,200.1,307.1,287.1,224.9,320.9,258.4,410,304.6,239.7,290.90000000000003
24,005,11-014,3557,3057,129,79,9,232,0,12,39,2818,2465,96,55,6,178,0,5,13,623,948.1,936.2,1147,629.8,977.7,589.9,689.9,258.1,1158,597.1,785,626.6,481.8,936.2,963,877.7,1147
24,005,11-015,3714,3643,16,18,0,27,4,0,6,3694,3631,16,14,0,24,3,0,6,829.8,990.5,703.9,699.1,931.5,952.9,838.5,719.4,228.5,1383.7,839.5,781.4,880.6,635.5,703.9,971.7,961.4,699.1
24,005,11-016,3604,1926,937,220,17,385,0,4,115,2619,1527,601,149,12,278,0,1,51,774,409,796.1,301.1,754.9,427.2,647.1,250.1,426.1,509.7,627.1,299.1,764.6,566.9,796.1,417.6,353.1,301.1
24,005,11-017,4491,3530,394,94,8,355,0,9,101,3460,2820,265,62,4,260,0,3,46,982.6,1261.4,1182.5,1188.3,980.7,1291,963.2,877.5,469.7,1525.2,927.6,1060.1,981.5,787.1,1182.5,1276.2,1154.2,1188.3
24,005,11-018,2486,1945,181,78,1,236,0,5,40,1942,1553,125,56,1,182,0,3,22,538.6,647.3,684.1,667.6999999999999,537.3,693.2,488,489.90000000000003,250.9,837.2,478.90000000000003,587.9,537.8,405.9,684.1,670.2,638.2,667.6999999999999
24,005,11-019,3808,2861,420,98,9,316,1,11,92,2889,2270,282,61,6,224,1,3,42,762,793.7,1159.2,764,765.9,818.9,731,510,379,968,704.9,633,764,605,1159.2,806.4000000000001,703.6,764
24,005,11-020,106,86,8,12,0,0,0,0,0,86,73,7,6,0,0,0,0,0,3.1,16,17.9,37,3.1,17.1,6.9,16,0,25.1,3.1,22.1,3.1,3.1999999999999997,17.9,16.5,21.099999999999998,37
24,005,11-021,979,705,124,42,4,85,0,5,14,731,560,77,22,2,63,0,4,3,282.1,198,286,165.2,300,199.10000000000002,219,133,114,251.9,213.1,158,291.1,182.1,286,198.4,180.9,165.2
24,005,11-022,4478,3390,338,105,3,567,0,3,72,3470,2749,221,66,3,395,0,0,36,840.1999999999999,1059.6,1596.8,1587.8,855,1117.9,951.8,913.1,438.1,1558,903.6999999999999,1044.5,847.6999999999999,764.3,1596.8,1088.7,1171.9,1587.8
24,005,12-001,3575,2863,230,336,27,70,1,1,47,2846,2343,167,229,25,52,1,1,28,577.8,855.5,507,754.7,668.5,750.2,482.1,482.3,232.9,813.7,439.7,578.5,623.1,385.3,507,802.1,625.1,754.7
24,005,12-002,4289,3479,317,268,36,72,3,3,111,3256,2763,194,175,27,52,2,2,41,718.9,920.8,618.9,760.5,857.3,799.1,593.8,499.8,285.8,894.1,578.8,593.8,787.9,485.8,618.9,859.9,662.7,760.5
24,005,12-003,5044,4106,242,369,41,155,1,2,128,3982,3387,171,238,32,114,1,1,38,747.4,1318,771,1107.3,908.1,1205.9,672.1,780.6,299.3,1291.3,673,903.8,828.2,547.7,771,1262,992.1,1107.3
24,005,12-004,6138,5408,287,204,36,104,0,5,94,4898,4398,213,135,20,78,0,5,49,848.6,1652.5,706.2,1549.3,1034.7,1481.9,761.7,1015.4,266,1629.1,680.8,1192.8,941.8,569.6,706.2,1567.4,1278.7,1549.3
24,005,12-005,4376,3853,205,116,60,43,0,2,97,3308,2994,128,73,46,30,0,2,35,642.6,1320.8,558.9,1058.3,886.1,1091.9,570.3,737.8,210.3,1218.7,552.9,869.8,764.3,444.5,558.9,1206.1,942.3,1058.3
24,005,12-006,4865,3581,662,191,55,173,0,6,197,3540,2774,426,108,35,118,0,2,77,871,928.8000000000001,680.1,745,980.1999999999999,834.9,706,537.5,408.6,927.9,697.3,645.1,925.1,603.8,680.1,881.4,703.4,745
24,005,12-007,5435,4722,372,147,31,43,1,3,116,4204,3764,242,92,20,34,1,0,51,857.6,1565,922,1286.4,1084.4,1343,840.8,887.9,367.1,1491.8,830.3,1017.9,971.3,679.2,922,1454.2,1132.6,1286.4
24,005,12-008,3365,2836,164,198,13,75,0,0,79,2639,2315,97,127,9,46,0,0,45,531.5,1047,484.7,871.2,669.1,908.1,430.4,602.5,177.6,963.4,436.3,689.6,600.4,348.2,484.7,978,751.6,871.2
24,005,12-009,1904,1433,228,114,32,31,1,2,63,1456,1157,154,73,23,25,1,1,22,273.8,307.3,280,322.2,277,287.1,205.9,166.9,139.3,276.9,208.2,207,275.6,184.4,280,297.4,217,322.2
24,005,12-010,3392,2835,239,172,20,34,0,0,92,2668,2310,161,108,17,32,0,0,40,736.8,737.5,718.1,694.2,791.6,709.4,652.1,449.40000000000003,294.9,892.9,613.7,576.4,764.1,519.7,718.1,724,639.6,694.2
24,005,12-011,5254,3922,804,220,53,52,0,12,191,4122,3270,565,128,38,41,0,6,74,926.7,1008.7,939.4,932.8,1033.6,915.7,704.1,553.5,388.5,982.8,687.6,664.2,980.1,593.6,939.4,961.3,733.6,932.8
24,005,12-012,3061,2656,158,116,23,24,0,0,84,2441,2188,111,71,18,15,0,0,38,459.6,930,606.1,905,584.8,823.2,477.7,616.9,205.2,974.1,459.8,709,522.3,380.9,606.1,876.6,766.7,905
24,005,12-013,2728,213,2275,81,14,26,2,1,116,1905,167,1619,45,10,17,2,0,45,774.6,30.5,789.9,53.3,739.4,42.2,504.9,10,448.3,94.1,522,18.5,757.1,492,789.9,36,40.8,53.3
24,005,13-001,5071,2441,988,231,7,1256,0,14,134,4012,2036,724,170,6,984,0,12,80,845.9,592.8,923.5,612.7,857.1,564.9,713.3,383.1,449.40000000000003,684.7,703.4,448,851.3,621.8,923.5,579.5,505.9,612.7
24,005,13-002,3275,2839,102,67,12,198,2,3,52,2641,2319,76,42,9,165,2,1,27,601.8,835.1,743.6,780.8,670.8,810.7,619.7,580.1,306.40000000000003,991.1,589,698.3,636.6,505.3,743.6,822.8000000000001,756.5,780.8
24,005,13-003,4114,3552,299,92,3,101,9,8,50,3240,2835,217,70,3,83,6,4,22,594.2,894,942.8,1025.1,589.1,927,659.9,618.8,355.1,1045.8,678.1,739,592.1,564.5,942.8,910.5,801.5,1025.1
24,005,13-004,3613,3222,131,76,6,114,1,13,50,2893,2610,109,45,4,91,1,7,26,652.1,944,1052.1,1110.9,664.1,991.8,680.6,759,378.8,1198.1,668.8,877.8,657.8,576.6,1052.1,967.6,944.9,1110.9
24,005,13-005,3618,2945,402,84,7,87,1,6,86,2840,2397,272,52,5,66,1,2,45,550.4,977.9,743.9,947.7,612.2,965.2,570.2,609.1,320.1,992.4,570.2,711.5,581.8,487,743.9,971,770.7,947.7
24,005,13-006,1703,1226,300,78,3,48,3,0,45,1239,980,160,46,3,32,3,0,15,355.8,359.9,286.9,324.8,394.6,326.2,280,251.79999999999998,155.5,409.1,270.9,288.3,375.2,235.6,286.9,343,316.4,324.8
24,005,13-007,4221,1715,1404,803,11,113,8,2,165,2979,1367,940,508,9,85,4,2,64,917.9,487.1,560.9,400.7,958.9,410.6,642.1,287.2,410.6,542.2,621.8,334.8,938.4,558.2,560.9,449.3,387.9,400.7
24,005,13-008,2798,2370,82,205,7,86,0,0,48,2262,1953,62,144,7,71,0,0,25,461.8,962.3,353.3,773.1,571.8,872.4,435,621.1,167.8,966.1,412.9,707.6,516.6,338.5,353.3,916.9,764.9,773.1
24,005,13-009,7498,4800,1728,620,15,134,0,6,195,5380,3849,930,400,13,106,0,3,79,1374.9,1229.6,1038.1,1099,1540.9,1070.4,927.4,696,583.7,1145.9,936.7,799.2,1457.8,815.7,1038.1,1149.3,880.7,1099
24,005,14-001,2788,2459,122,75,1,85,2,2,42,2262,2044,93,43,1,59,2,1,19,687.8,948.8,718.9,745,704.9,938.8,734.7,694.9,344.8,1214.8999999999999,739.1,812.6,696.4,606.1,718.9,943.6,907.5,745
24,005,14-002,5301,3162,1079,174,7,752,1,22,104,4063,2593,758,107,7,530,1,17,50,1170.2,1047.8,1667,1122,1183.2,1054.9,1032.9,663.2,649,1167.6,1035.8,783,1176.8,905.8000000000001,1667,1051.6,871.5,1122
24,005,14-003,5178,3356,935,228,13,523,2,7,114,4130,2875,634,150,12,392,1,5,61,1183.8999999999999,840.9,1468.8,799,1140.4,886,1180.9,556.8,718,1108.1,1155.1000000000001,665,1162.1,1018,1468.8,863.5,776.6,799
24,005,14-004,436,332,49,16,2,32,0,0,5,343,274,35,9,0,24,0,0,1,164,128.9,207,136,165,128.9,179,101,101.8,186.9,178,111.89999999999999,164.5,153.1,207,128.9,133.2,136
24,005,14-005,1525,636,544,82,13,208,0,2,40,1191,540,395,63,10,161,0,1,21,357.2,117.9,383,121.9,339.9,121,232.1,73.1,165,151,238.20000000000002,80,348.5,211.9,383,119.3,101.2,121.9
24,005,14-006,4389,3622,549,101,7,62,0,4,44,3444,2936,366,70,5,43,0,3,21,1074.9,1211.5,1163.5,1068.2,1170.5,1167.8,1087.6,813.4,619.3,1418.6,1093.7,972.5,1122.5,933.8,1163.5,1189.3,1067.8,1068.2
24,005,14-007,3607,2526,834,119,10,35,0,7,76,2766,2061,560,69,7,29,0,1,39,867.4,790.4,992.1,653.1,894.3000000000001,784.6,819.4,549.2,531.1,929.1,842.9,630.4,880.7,731.1,992.1,787.2,702.9,653.1
24,005,14-008,4827,1576,2980,87,21,40,7,9,107,3521,1352,1989,57,16,36,6,9,56,2059.1,464.2,1569.5,489.8,2071.7,426.1,1605.6,330,1173,804.3,1610.9,390.1,2065.4,1463.3,1569.5,445.3,507.8,489.8
24,005,14-009,5967,2056,2916,521,17,322,4,14,117,4471,1738,2050,363,13,241,4,5,57,1898.8,650.1,2037,628.9,1864.1,634.1,1683,412.1,1206,933.1,1667.1,510.09999999999997,1881.4,1519,2037,641.9,618.4,628.9
24,005,14-010,3103,2123,654,162,15,98,0,9,42,2561,1869,473,102,12,80,0,5,20,945.1,697.6,1018,699.2,972.8000000000001,674.9,833.9,449.2,495.9,853.3,817.8,541.9,958.9,716,1018,686.6,614.8,699.2
24,005,14-011,3691,2285,886,315,13,126,0,11,55,2920,1954,629,201,12,89,0,8,27,909.9,598.9,972.2,682,956.1,556,760,386.3,496.2,705.2,760.6999999999999,445,932.7,672.6,972.2,577.7,512.4,682
24,005,14-012,2689,2365,138,72,6,54,0,0,54,2181,1973,91,41,5,49,0,0,22,744.3,894.2,719.1,670.1,771,916.1,685.9,637.9,351,1084.9,685.9,740,757.8,574.2,719.1,905.1,820.9,670.1
24,005,14-013,4585,2087,1515,376,23,425,1,17,141,3634,1814,1130,267,17,334,1,10,61,982,568.8,1113,500.8,1003,548.1,904.9,328.2,613,661,866.2,397.90000000000003,992.6,794.6,1113,558.5,462.2,500.8
24,005,14-014,876,543,240,33,1,39,2,0,18,723,485,179,19,1,27,2,0,10,276,146.9,264,141.9,261,153,200,104,129,192,199,127,268.5,176,264,150,140.9,141.9
24,005,15-001,3215,2290,286,451,39,68,2,4,75,2424,1845,175,303,24,45,2,1,29,499,536.2,343.6,392.9,625.4,415.6,387.2,261.8,193.7,495.90000000000003,379.4,321.9,562.6,320.2,343.6,476.1,360.2,392.9
24,005,15-002,4051,3443,215,172,17,135,0,2,67,3263,2829,174,120,15,98,0,2,25,693.8,1239,622.2,1005.5,828.3,1088.9,668.9,699.3,316.6,1174.5,655.5,812.9,760.4,547.2,622.2,1163.4,895.5,1005.5
24,005,15-003,3138,2727,224,64,10,49,0,1,63,2630,2325,182,40,9,44,0,1,29,454.2,994.9,485.1,1035,579.4,871.9,416.2,604.7,180.1,922.9,391.2,691.9,516.6,329.4,485.1,933.4,739.8,1035
24,005,15-004,8190,5114,1963,600,36,269,3,6,199,6204,4276,1238,392,28,188,3,4,75,1719.2,927,1760.6,1078.7,1825,842.2,1414.1,553.3,1007.9,1071.6,1396.9,684,1771.7,1272.8,1760.6,884.2,769.9,1078.7
24,005,15-005,7703,3549,2603,731,55,483,3,11,268,5523,2822,1710,469,39,357,3,6,117,1590.5,1060.9,1924,1303.4,1675.7,996.8000000000001,1349.4,719.7,908.9,1291.3,1348.2,840.3,1632.8,1202.2,1924,1028.7,950.7,1303.4
24,005,15-006,3341,3112,115,37,10,20,1,9,37,2662,2499,93,24,8,16,1,2,19,542.6,1639.3,439.7,1334.5,649,1552,510.7,1084.4,151.1,1627.2,459.6,1254,595.9,374,439.7,1595.4,1322.1,1334.5
24,005,15-007,4627,3272,1085,137,5,37,1,6,84,3678,2778,748,78,5,30,1,2,36,1004.1999999999999,955.4,840.4,954.1,1108.4,837.8,788.1,636.3000000000001,438.9,1105.9,787.6,748.4,1056.3,671,840.4,896.7,829.9,954.1
24,005,15-008,4093,3125,679,144,10,51,0,0,84,3091,2496,440,85,6,43,0,0,21,803.8,1219.4,767.6,921.3,876.1999999999999,1128.3,709.9,732.2,420.3,1120.7,697.4,822.2,840,609.2,767.6,1173.9,891.9,921.3
24,005,15-009,1663,1529,45,44,3,19,0,0,23,1411,1311,38,28,3,18,0,0,13,275.59999999999997,641.6,295.9,531.2,332,589.2,312.1,464,138.1,687.4,285.9,525.1,303.7,245.1,295.9,615.6,558.8,531.2
24,005,15-010,4317,3092,823,178,42,27,3,7,145,3157,2444,510,102,28,19,3,4,47,970.1,933,766.8,679,1042.1,855.7,786.9,528,521.7,865.1,758.8,633.6,1006,688.9,766.8,894.1,675.5,679
24,005,15-011,4489,3398,672,190,15,94,1,10,109,3333,2680,416,108,11,76,1,6,35,943,1027.5,907.7,785.4,1077.6,917.8,804,553.1,444.6,986.1,767.8,647.3,1010.5,671.9,907.7,973,729,785.4
24,005,15-012,2653,2352,83,93,15,76,0,3,31,2156,1954,58,61,9,56,0,3,15,466.9,990,378.9,854.9,579,901.7,411.3,674.1,187.9,979.2,401.8,756.9,522.9,333.4,378.9,946,803.4,854.9
24,005,15-013,2332,2135,48,47,7,56,0,5,34,1897,1758,41,30,7,41,0,4,16,340.9,937.9,343.2,786,442.2,842.1,362.1,564.9,114,905.1,347,658.9,391.3,274.2,343.2,889.9,709.8,786
24,005,15-014,1512,1323,68,63,5,23,0,1,29,1177,1054,43,43,5,17,0,0,15,249.7,485,182.2,385.9,323.8,427,235.5,304.1,122.2,470.7,210.2,371.3,286.7,189.2,182.2,455.8,382,385.9
24,005,15-015,3406,2842,252,134,24,82,1,10,61,2809,2416,180,87,20,64,1,9,32,595.9,964.7,492,815.9,709.1,850.9,482,610.2,200.1,964.7,448,701,652.2,376.4,492,907.4,758.6,815.9
24,005,15-016,3995,3000,553,198,30,85,2,24,103,3144,2489,372,123,26,66,1,17,50,620.3,870.3,556.7,757,752.1,750.9,529.2,583.6,269.7,907.9,539.3,637.6,686,445.7,556.7,810.6,709.8000000000001,757
24,005,15-017,5249,1737,2810,473,15,61,3,3,147,3506,1421,1699,274,11,44,1,1,55,1777.4,530.2,1271.2,552.2,1792.9,484.9,1327.8,350.6,1010.2,732.9,1335.8,430.4,1785.3,1224.4,1271.2,507.3,504.9,552.2
24,005,15-018,3800,2511,850,250,7,55,0,13,114,2919,2086,569,156,7,39,0,9,53,737.2,1012.7,701.8,921.8,810,926.1,617,726.8,351,1112.1,617,836.1,774,528.4,701.8,968.9,891.6,921.8
24,005,15-019,4113,3802,169,57,12,33,3,1,36,3443,3220,122,46,11,21,2,1,20,638.9,1541.6,882,1798,719.6,1471.2,633.1,1198.5,260,1705,612.1,1337.4,679.3,502.2,882,1506.6,1413.3,1798
24,005,15-020,5955,5285,318,159,38,28,0,4,123,4692,4264,226,97,28,21,0,2,54,806.1,1807.2,832,1756.4,1007.9,1559.3,771.2,1067.4,306.2,1670.7,744.9,1216.4,906.1,607.6,832,1682.7,1318,1756.4
24,005,15-021,5321,4819,291,71,21,71,0,2,46,4160,3797,226,43,19,51,0,2,22,621.6,1822.1,807.6,2026.5,776.3,1643.9,763.8,1337.9,297.4,2026.2,725,1538,698.8,596,807.6,1733.8,1634,2026.5
24,005,15-022,4349,4087,99,58,18,26,0,2,59,3508,3315,81,38,14,21,0,2,37,592.4,1917.7,585.9,1848.7,822.6,1683.3,557.8,1252.2,194.9,1823.9,536.4,1421.8,706.7,429.1,585.9,1800.3,1499,1848.7
