state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,pre_20_dem_bid,pre_20_rep_tru,uss_16_dem_van,uss_16_rep_sze,uss_18_dem_car,uss_18_rep_cam,gov_18_dem_jea,gov_18_rep_hog,atg_18_dem_fro,atg_18_rep_wol,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20
24,027,02-004,3096,1253,789,211,4,702,2,6,129,2258,994,524,140,2,538,1,2,57,934,277,1115.1,327,872.8000000000001,332.1,888,230.8,627,532.9,860.3,294,903.3000000000001,791.9,1115.1,304.40000000000003,352.6,327
24,027,02-005,1936,1369,40,57,1,420,0,3,46,1452,1077,25,28,1,304,0,1,16,586.2,322,935.1,356,571.1,388,560,273.1,319.9,559,544,335.1,578.8,474.6,935.1,354.8,389.2,356
24,027,02-006,2541,1604,235,68,3,577,1,10,43,1902,1286,153,46,2,390,1,3,21,683,409.8,862.3000000000001,391.7,667.2,472.9,646,294.1,343.2,646.7,635.9,369.3,675.2,541.7,862.3000000000001,441,436.7,391.7
24,027,02-007,2092,1728,74,63,0,187,0,1,39,1532,1267,55,38,0,158,0,1,13,637.9,519,961.9000000000001,544.1,570.8,657,650.9,412,282.1,843,607.9,509.1,604.2,513.6,961.9000000000001,588.1,588,544.1
24,027,02-008,3012,1832,260,100,1,745,1,4,69,2057,1283,171,67,1,502,1,1,31,943.9,569.1,1481.9,698.8,877.2,689.9,982.3000000000001,508.90000000000003,534.1,1045.8,941.8,633.8,910.3000000000001,819.2,1481.9,629.4,729.4,698.8
24,027,02-009,5987,1888,849,505,9,2535,7,18,176,4633,1730,622,346,6,1804,7,12,106,1210,336,1553,540,1129,378.9,981,267.09999999999997,704,601,980.1,325,1169.4,888.3,1553,357.5,397.8,540
24,027,02-010,1643,1152,50,43,2,347,1,0,48,1183,877,34,25,2,236,1,0,8,688,281.6,866.9,314.2,634.5,348.9,575.2,215.6,335.9,512.1,567.4,279,661.2,493,866.9,315.4,335.3,314.2
24,027,02-011,3282,2254,258,89,3,610,0,1,67,2274,1600,181,59,1,414,0,1,18,722,427.1,1344.1,693.8,628.1,536,680.1,392.8,361.1,749.1,659.9,435,675.4,567,1344.1,481.40000000000003,525.6,693.8
24,027,02-012,3435,2324,202,92,8,735,0,8,66,2492,1768,140,62,3,485,0,6,28,808.8,507.90000000000003,1573,748.4,738.9,610.2,754,439.9,398.9,874,714.9,541,773.7,622.7,1573,559.1,618.3000000000001,748.4
24,027,02-013,1363,1002,64,38,2,206,0,0,51,965,738,47,19,0,139,0,0,22,384,165.8,624,200.9,365.2,218.3,394.8,119.7,211.7,330.09999999999997,359.9,176.2,374.8,321.8,624,192,208.6,200.9
24,027,02-014,1298,927,76,57,3,189,1,6,39,993,745,63,31,1,136,1,3,13,467.90000000000003,135.1,703,128.2,408.7,208.8,455,120,267.7,334.2,450.1,154,438.7,391.1,703,171.7,202.7,128.2
24,027,02-015,2858,1979,95,68,1,613,0,14,88,2087,1499,82,42,1,424,0,5,34,699.1,408.8,1242.9,554.8,612.9,512.9,642.2,357,364.2,692,625.6,424.79999999999995,655.8000000000001,543.8,1242.9,461.1,491,554.8
24,027,02-016,3341,2254,259,87,3,664,2,1,71,2449,1747,172,60,1,441,2,1,25,1068.4,545.5,1567.5,650.1,981.5,656.9,1048,433,517.2,1022.6,990.4,553.5,1024.9,852,1567.5,601.4,669.9,650.1
24,027,02-017,2893,1752,124,65,0,867,0,10,75,2119,1305,87,38,0,659,0,0,30,866.2,406.9,1355,553.9,765.2,567.8,816,366.9,432.7,801,760,467.9,815.3,669.5,1355,487.6,545.5,553.9
24,027,02-018,2765,2201,111,77,1,304,0,2,69,2065,1679,80,49,1,232,0,0,24,822.1,546.1,1227.9,573,692.9,698.1,882.8,435.2,424.1,985,838.9,553.1,757.7,715.2,1227.9,622.1,657.8,573
24,027,02-019,2109,1589,135,36,0,290,0,9,50,1532,1154,100,30,0,225,0,5,18,736.9,508.1,864,442,664.1,635.9,627.1,414,270,829,617.9,484,700.4,505.1,864,572.2,575.6999999999999,442
24,027,02-020,1374,991,141,45,1,164,0,1,31,1146,847,115,38,1,124,0,1,20,410.1,206.1,618,201.1,389,239.1,386.2,127.10000000000001,225.9,333.1,384,174.20000000000002,399.6,332.2,618,222.6,211.5,201.1
24,027,02-021,453,376,3,18,0,43,0,0,13,327,278,3,10,0,33,0,0,3,129,83.9,211.9,90.1,112.89999999999999,99,131.9,61,76.9,131,122,75,121.1,110.3,211.9,91.6,89,90.1
24,027,02-022,99,79,2,2,0,13,0,0,3,70,57,2,2,0,6,0,0,3,35.1,12.3,46.2,12.700000000000001,28.6,16,28.7,8.6,22,17.2,25.7,13.299999999999999,31.8,25.4,46.2,14.100000000000001,13.2,12.700000000000001
24,027,02-023,3251,1093,608,180,11,1265,0,13,81,2500,936,447,130,4,920,0,11,52,697,182.9,847.1,219.3,650.9,236.9,619.9,149,464,339,619.9,176.1,674.1,568.1,847.1,209.79999999999998,221.4,219.3
24,027,02-024,1765,1359,101,59,0,221,0,0,25,1313,1031,76,35,0,157,0,0,14,466.2,345.9,783.8,393.4,451,406.8,547.9,290.8,272.90000000000003,606,519,348.8,458.59999999999997,446.6,783.8,376.2,415.3,393.4
24,027,02-025,1673,1315,99,47,5,158,0,3,46,1106,895,63,28,5,97,0,1,17,631,338.9,887,373.9,556,424,570.1,300,297.90000000000003,619.1,541.1,379.1,593.5,469.59999999999997,887,381.5,432.79999999999995,373.9
24,027,03-001,2155,1695,125,40,4,256,2,7,26,1663,1335,90,27,3,187,0,5,16,545.1,606.2,811,597.2,513.8,645.1,545.9,434.09999999999997,281.9,780.9,524.1,524.9,529,450.7,811,626,580,597.2
24,027,03-002,2964,2463,134,71,10,220,0,8,58,2206,1871,96,47,4,158,0,5,25,874.4,1191.7,1500.2,1325.7,813.9,1301.2,864,962.6999999999999,410.1,1574.8999999999999,840.9,1117.3999999999999,844.3,705.3,1500.2,1246.8,1218.3,1325.7
24,027,03-003,2833,2128,212,57,4,340,0,10,82,2055,1577,156,31,4,250,0,3,34,778.1,692.2,1244.6,743.8,690.9,816.3,711,540.8,361.5,966,668.5,652,734.6,580.2,1244.6,755,720,743.8
24,027,03-004,340,276,17,3,0,41,0,0,3,228,180,13,3,0,30,0,0,2,91.89999999999999,77,140,64,77,83,89,61,49,113,85.89999999999999,76,84.4,74.69999999999999,140,79.9,83.3,64
24,027,03-005,5072,3352,269,86,2,1264,1,6,92,3762,2617,201,60,2,840,0,3,39,1250.2,1042,2083.8,1341,1113.3,1190.7,1120,779.1,614.6,1435.1,1089.5,947.1,1181.2,941.4,2083.8,1116.2,1053.9,1341
24,027,03-006,2422,1858,176,68,0,256,0,5,59,1727,1346,124,45,0,183,0,5,24,775.6,758.1,901.1,684.5,716.8,875.9,622.1,551.7,340.5,923,622.1,631.9,746.7,528.3000000000001,901.1,816.5,702,684.5
24,027,04-001,2028,1807,53,99,1,42,0,1,25,1498,1349,40,68,1,28,0,1,11,616.7,836.1,527.2,651.9,630,871.9,512.1,665.1,221.8,1026.3,496.3,740.3,622.9,410.2,527.2,853.9,810.5,651.9
24,027,04-002,2028,1786,49,56,0,94,0,0,43,1427,1273,39,31,0,64,0,0,20,773,805.3,788,672,721.8,948,649.4,687.7,255.9,1183,612.9,799,747.5,506.5,788,876.9,890,672
24,027,04-003,2302,1994,94,64,8,101,4,4,33,1720,1518,65,36,8,71,4,3,15,721.6,1061,720.6,900.3,676.4,1130.6,579.1,855.4,275,1253.6000000000001,582.3,924.2,698.4,479.40000000000003,720.6,1095.5,1010.9,900.3
24,027,04-004,3083,2530,227,67,5,168,1,1,84,2116,1753,171,39,2,115,0,1,35,754.1,1253.4,948.9,1096.2,711.9,1320.7,657.6,900.1,320.3,1361.9,626.9,1031,732.9,535,948.9,1287.4,1098.2,1096.2
24,027,04-005,1925,1686,56,86,2,59,3,7,26,1440,1280,44,55,2,43,0,1,15,541.1,1036.8,561,801.9,534.8,1089.9,508,790.8,228.9,1163.2,494.1,871.9,538.2,410.6,561,1063,942.1,801.9
24,027,04-006,2533,2049,157,74,2,207,3,2,39,1752,1451,99,42,1,143,3,0,13,877.8000000000001,1100.2,1028.3,969,817.9,1241,783,927.8,361.7,1463.8,735.9,1062.6,847.8,626.9,1028.3,1170.7,1151.3,969
24,027,05-001,3462,2469,229,120,10,530,0,9,95,2504,1817,162,73,7,404,0,3,38,1325.1,969.2,1928.7,1022.6,1198.2,1152.8,1261.7,829,671.8,1566.5,1192.2,1020.7,1261.2,1041.9,1928.7,1060.9,1138.5,1022.6
24,027,05-002,1065,741,199,48,2,38,0,7,30,837,604,150,31,0,33,0,3,16,338,116.89999999999999,579,116.89999999999999,324.1,157,409.9,110.1,273,269.9,413,135,331.1,365.4,579,137,171.6,116.89999999999999
24,027,05-003,4029,1866,1299,303,16,348,0,11,186,3236,1699,925,214,13,290,0,8,87,1524,234.8,1909.2,278.2,1448.1,302.9,1428.8999999999999,215.7,1045.1,649.9,1418.2,312,1486.2,1297.3,1909.2,268.90000000000003,392.59999999999997,278.2
24,027,05-004,3262,1463,1175,234,12,247,6,12,113,2609,1301,839,174,11,204,2,7,71,1144.6,238.4,1895.1,350.7,1124.3,284.8,1308.4,245.9,1009.4,588.4,1307.6000000000001,294.7,1134.3,1208.6,1895.1,261.8,376.3,350.7
24,027,05-005,3174,1974,283,81,8,718,1,8,101,2320,1501,208,49,8,510,1,8,35,1249.8999999999999,688.3,1700.1,733.7,1193.9,804,1191.9,640.2,701.6,1209.9,1154.4,751.8,1221.7,1015.9,1700.1,746.1,867.3,733.7
24,027,05-006,3095,2104,267,94,4,513,0,0,113,2158,1511,175,57,1,371,0,0,43,1987.6,895.8,2761.4,1050.5,1821.9,1129.7,1970.7,839.9,1136.4,1795,1928.2,1007.1,1905.3,1678.6,2761.4,1012.6,1213.8999999999999,1050.5
24,027,05-007,2185,1167,536,123,1,259,1,9,89,1777,997,436,84,1,204,1,7,47,845.1,162,1157.1,217.9,811.9,221,757,161,576,373.90000000000003,773,179,828.5999999999999,702.1,1157.1,191.6,238.1,217.9
24,027,05-008,2504,1332,747,169,10,131,0,3,112,2031,1199,532,123,9,107,0,1,60,1053.2,168.5,1551.9,247.4,1006.8,234.1,1052.5,160.5,782.6,471.5,1062.5,201.29999999999998,1029.9,965.8000000000001,1551.9,201.29999999999998,277.6,247.4
24,027,05-009,3649,1075,1527,515,7,351,0,14,160,2674,883,1027,372,5,285,0,11,91,1020,182.2,1194,248.1,1009,231.9,847.9000000000001,178.1,622,430.1,846,224.9,1014.4,772.1,1194,207.1,277.8,248.1
24,027,05-010,4298,2536,222,84,0,1333,0,5,118,2781,1666,155,46,0,868,0,2,44,1525.8,617,1832.1,619.9,1416.8,766.9,1409.8,532.9,724.8000000000001,1261.8999999999999,1297.2,678,1471.4,1143.8,1832.1,692.1,824.4,619.9
24,027,05-011,2852,2274,106,74,6,303,2,2,85,2112,1724,78,43,4,210,2,2,49,1032,789.9,1265.1,713.1,970.7,882.1,1056,671.2,599.9,1219.1,1005.1,810.3000000000001,1001.3,887.4,1265.1,836.5,899.8,713.1
24,027,05-012,2411,1256,660,145,4,228,1,7,110,1870,1022,486,97,4,192,1,6,62,1079,232,1184,219.1,1022,309.1,892.9,200.1,630.1,499,898.1,244,1050.3,807,1184,270.5,314.3,219.1
24,027,05-013,1643,1029,243,195,1,133,0,0,42,1265,838,180,122,1,104,0,0,20,605,186.9,681.9000000000001,175.9,578,237,557.9,152,352,393,537,210,591.5,482.29999999999995,681.9000000000001,212.1,251.7,175.9
24,027,05-014,1036,782,121,46,1,65,2,1,18,850,658,95,28,1,55,1,0,12,338.3,150,564,180.9,330.1,187.9,313,137,189,275.7,298.1,169.3,334.4,266.9,564,169.2,193.9,180.9
24,027,05-015,3367,2031,650,186,2,386,0,6,106,2614,1651,485,121,2,302,0,4,49,1389,375.3,1794,360.1,1389,428.2,1379.2,296.9,944.9,808.9,1363.8,389.9,1389,1229,1794,401.6,498.5,360.1
24,027,05-016,2921,1482,661,242,4,425,4,7,96,2420,1314,499,174,3,361,2,7,60,954.9,265.1,1230.1,248.9,872.9,346.2,931,191.1,664.6,497.9,918.4,249.8,914.2,837.9,1230.1,305.40000000000003,313,248.9
24,027,05-017,2231,1501,347,77,2,239,0,4,61,1794,1247,277,52,0,194,0,4,20,710,226.1,1085,289.9,707.1,276.1,691.9,220.8,432,522.1,703.1,256.1,708.6,609.1,1085,251,333.1,289.9
24,027,05-018,1940,968,550,174,6,137,4,5,96,1525,826,403,119,6,114,2,5,50,530.9,145.1,896.1,159,497.09999999999997,189,646.9,105,495,291.1,675,134.1,513.9,605.8,896.1,166.79999999999998,176.8,159
24,027,05-019,3073,2492,154,83,3,271,0,7,63,2228,1846,101,57,3,192,0,6,23,1084.5,1069.3,1309.4,838.6,1004.5,1185.5,967.3,825.7,500.4,1407.3,895.8,984,1043.6,788.1,1309.4,1127.1,1072.4,838.6
24,027,05-020,2135,1676,141,81,8,196,0,8,25,1558,1249,96,50,4,141,0,6,12,954.9,695,1188.3,663.3,887,811.1,922.1,566.9,493.9,1076.2,893.8,668.2,920.9,770,1188.3,752.6999999999999,770.3,663.3
24,027,05-021,3064,1553,877,173,9,312,4,6,130,2429,1336,650,114,9,259,2,2,57,1063.1000000000001,186.1,1473.9,220.1,1014,254.9,1001,164.1,757.9,447.90000000000003,1006,219.1,1038.7,921.6,1473.9,220.6,277.1,220.1
24,027,05-022,4608,2860,298,136,0,1186,1,18,109,2941,1846,194,79,0,779,1,6,36,1785.6000000000001,616.9,2191.9,626.9,1606.8,829.2,1714,547.5,970.1,1359.3,1595,733.7,1696.2,1426.5,2191.9,723,880.2,626.9
24,027,05-023,1837,1032,402,80,3,228,0,15,77,1476,899,294,59,3,181,0,10,30,626,129.2,1116.2,190.1,590.8,188.20000000000002,577,119.89999999999999,380,339.3,562.8,153,608.3,506.4,1116.2,158.5,203.9,190.1
24,027,06-001,2983,1493,730,221,8,426,0,10,95,2202,1204,483,156,7,306,0,4,42,692.9,415.2,1005.3,402,682,431.2,824,355.09999999999997,589.9,656,843.9,410.3,687.3,752.8,1005.3,423.3,473.7,402
24,027,06-002,4305,1537,1665,471,8,416,5,11,192,3014,1196,1127,279,3,314,5,6,84,1895.1,394,1774.9,395.2,1867,450.8,1612.2,341.1,1243,763.1999999999999,1628,394,1881,1494.6,1774.9,422.3,499.59999999999997,395.2
24,027,06-003,1928,1419,188,75,2,209,0,6,29,1414,1102,109,46,2,140,0,5,10,770.9,383.90000000000003,783.1,307.90000000000003,779.1,453.8,759,285.8,431.8,669.9,744.1,362.2,775.1999999999999,645,783.1,419.1,439.3,307.90000000000003
24,027,06-004,2603,2100,205,87,5,141,1,3,61,2014,1661,156,64,5,96,1,3,28,1228.9,572,1331.3,473.09999999999997,1200,710.2,1170.9,490.1,732,1031.9,1170.3,578.8,1214.3,1024.4,1331.3,640.9,700.1,473.09999999999997
24,027,06-005,1941,1127,391,201,3,131,0,0,88,1506,939,289,127,3,115,0,0,33,787.1,241.1,960,264,787.1,292,798,195.9,569.1,483.9,804.8,258.9,787.1,723.9,960,266.5,312.8,264
24,027,06-006,1472,1023,264,61,3,67,0,1,53,1142,821,206,40,3,54,0,1,17,828.2,235.1,792.3,166.1,816,261,755.9,178,474.1,493,755,228.1,822.1999999999999,661.6,792.3,248.1,299.6,166.1
24,027,06-007,2163,1105,687,165,7,100,1,5,93,1703,920,548,99,3,76,1,5,51,525.9,216.1,868.1,300.09999999999997,529.9,217,497.9,134,365.8,303.9,493,165.9,527.8000000000001,452.09999999999997,868.1,216.4,201.2,300.09999999999997
24,027,06-008,2806,910,929,617,10,211,4,22,103,2061,763,646,406,6,168,1,15,56,899.9,156.1,947,153.1,886.9,195.9,848,149,646,359.1,868,169,893.3,787.3000000000001,947,176,225.79999999999998,153.1
24,027,06-009,2904,905,1122,590,9,156,1,11,110,2144,765,779,403,8,126,1,5,57,1314.9,190.3,1201.2,188.1,1267,244.8,1103.9,162.1,868,422.1,1095.7,196,1291,1022.6,1201.2,217.5,260,188.1
24,027,06-010,2172,1324,451,154,0,151,0,6,86,1628,1035,354,98,0,109,0,1,31,948.1,301,1121.9,252.1,908,374.8,917,246.9,663.9,554.9,911.1,303.90000000000003,928,830.8000000000001,1121.9,337.90000000000003,368.40000000000003,252.1
24,027,06-011,2041,1076,420,149,0,311,0,12,73,1514,851,312,97,0,218,0,10,26,1126.7,299.9,1202,264.1,1111.2,350.1,1005,265.9,688.2,626.9,996,312,1118.9,896.3,1202,324.7,401.7,264.1
24,027,06-012,1041,596,240,83,0,78,0,7,37,802,491,171,57,0,65,0,1,17,492.1,116,505.09999999999997,109.9,476,149.1,433.09999999999997,109.9,320.1,253,427.09999999999997,138,484.1,393.5,505.09999999999997,132.7,166.79999999999998,109.9
24,027,06-013,2011,1260,346,142,9,167,3,12,72,1571,1066,247,86,6,127,1,3,35,664.7,249.9,895.9,255.9,664.7,296.1,692.1,205.29999999999998,469.1,456.1,680.1999999999999,250.8,664.7,613.8000000000001,895.9,272.9,303.9,255.9
24,027,06-014,2218,1115,649,248,4,83,0,6,113,1657,910,464,160,4,66,0,5,48,1005.4,233.79999999999998,1135.9,208.9,1011.9,265.7,967.1,185.6,709.3,484.29999999999995,940.3,253,1008.6,872.1999999999999,1135.9,249.79999999999998,307.7,208.9
24,027,06-015,2907,1008,1007,344,8,396,1,2,141,2038,813,651,218,5,288,1,1,61,1342,271.8,1079.8,297,1307.9,303,1030,234,761.9,538.2,1030,276.8,1325,940.6,1079.8,287.40000000000003,349.7,297
24,027,06-016,3628,1623,1084,373,9,415,4,4,116,2698,1280,766,258,7,325,2,4,56,1382.1000000000001,282.90000000000003,1490.6,285.9,1325.5,362.2,1206.6,228.3,880.6,594.5,1212.2,291.6,1353.7,1099.9,1490.6,322.5,371.4,285.9
24,027,06-017,3471,1225,1280,465,4,355,0,5,137,2606,1064,859,318,4,296,0,3,62,1497,206,1361,245.1,1401,258,1300.1000000000001,184,1057,494.90000000000003,1332.8999999999999,210,1448.8999999999999,1230,1361,232,296.3,245.1
24,027,06-018,2223,1527,337,109,2,162,1,22,63,1711,1218,240,77,1,130,1,10,34,1034.8,311.2,1024.2,255,995.1999999999999,429,897.6,280.8,589.9,656.1,911.2,341.2,1015.1,799.5,1024.2,369.8,426.09999999999997,255
24,027,06-019,3154,1170,1124,247,5,487,1,4,116,2296,970,761,143,4,370,1,1,46,1385,227.1,1508.9,245.1,1330.1,305.1,1288.1,165.1,994.1,496,1301,203,1357.8,1194.4,1508.9,266.09999999999997,288.2,245.1
24,027,06-020,2849,1605,704,208,4,194,1,12,121,2183,1321,502,141,4,158,1,7,49,1109,287.1,1261.1000000000001,261.1,1108,346,1025.1,209,706.1,592.1,1039.1000000000001,285.09999999999997,1108.4,923.3000000000001,1261.1000000000001,316.5,361.9,261.1
24,027,06-021,2286,689,825,308,4,381,0,12,67,1798,607,598,228,3,321,0,6,35,828.1,132,752,163.2,798,138.8,654,67.1,517.8000000000001,229.9,652.8,85.1,812.9,608.1,752,135.2,127.4,163.2
24,027,06-022,2341,1348,548,150,4,204,1,8,78,1813,1127,378,101,4,160,1,1,41,952.2,236.2,1135,181.1,903.1999999999999,293.7,913.8,158,658,440.8,903.1999999999999,210,927.4,824.9,1135,265.3,269.59999999999997,181.1
24,027,06-023,951,750,84,26,9,53,0,1,28,734,589,67,20,5,39,0,1,13,350,188.9,521.9,157.9,358,229,404,187,249,371,386.2,221.10000000000002,354.1,346.40000000000003,521.9,209,259.7,157.9
24,027,06-024,2823,1331,796,303,11,246,2,15,119,2070,1087,536,191,6,180,1,15,54,1111.1,384,1378.9,414,1133.9,420.8,1165.9,326.1,833,720.8,1177.7,379.2,1122.6,1058.8,1378.9,402.3,475.6,414
24,027,06-025,1005,788,63,51,2,83,0,2,16,732,584,41,31,1,68,0,0,7,437,267.09999999999997,509,199.1,403,321.1,399.9,220.9,194.1,463.9,389,259.09999999999997,420,327.70000000000005,509,294,314.6,199.1
24,027,06-026,3300,1961,768,156,4,254,2,15,140,2583,1654,535,116,2,213,2,8,53,1571,335,1617.1,334,1523.1000000000001,449,1414.9,314.1,1026.2,774.1,1405.9,393.09999999999997,1547.1,1282.6,1617.1,391.9,493.9,334
24,027,06-027,2975,1231,887,193,5,545,1,3,110,2046,920,569,116,2,379,1,3,56,1295.9,328,1372.8,316,1206.1,425.90000000000003,1153.9,292.1,877.2,647.1,1177.1,348.8,1251.2,1069.5,1372.8,377,429.5,316
24,027,06-028,3369,2192,293,124,5,650,0,10,95,2369,1575,214,83,5,439,0,6,47,1410,762,1671.1,703.3,1354,898.9,1297.7,672.1,713.7,1387.2,1293.8999999999999,802,1382.2,1101.7,1671.1,830.5,953.7,703.3
24,027,06-029,5171,2437,1205,265,7,1038,1,8,210,3903,1974,852,170,6,791,1,4,105,2199.9,621,2758.1,659.4,2110,781.6,2066.3,500.3,1393.9,1296.9,2084.1,628.9,2154.7,1848.4,2758.1,700.9,808.5,659.4
24,027,06-030,1373,543,420,244,2,111,0,3,50,1011,438,312,156,1,91,0,0,13,501.90000000000003,122.9,783.2,196,470.1,160.2,550.9,88,419.8,231,550,119.10000000000001,486,507,783.2,141.6,146,196
24,027,06-031,2263,885,839,281,4,167,0,16,71,1730,773,604,183,1,121,0,10,38,941,146.9,903.1,146.9,910,188,829.1,126.2,643,361.9,844.2,167.9,925.6999999999999,772.0999999999999,903.1,167.4,218.7,146.9
24,027,06-032,2109,1595,147,100,2,200,0,13,52,1568,1213,96,59,2,158,0,10,30,728.9,511.1,935,482.8,731,587.6999999999999,725,383.4,410,799.8,701.2,486.7,729.8,612,935,549.3,556.6,482.8
24,027,06-033,2674,1462,731,221,9,142,0,10,99,2052,1179,545,155,7,112,0,4,50,1036.8,384.1,1089.9,336,1045.1,433.2,926.1,311.1,599.1,669.1,899.2,379.2,1040.9,808.1,1089.9,408.8,453.3,336
24,027,06-034,3433,1050,1493,509,15,239,2,10,115,2652,914,1141,335,11,186,2,5,58,1235.8,247.9,1060,244.1,1213.1,250.1,1079.9,149.1,879,401.9,1094,184.1,1224.5,1017.6999999999999,1060,248.9,245.1,244.1
24,027,06-035,3827,1487,987,190,6,1048,1,13,95,2624,1067,663,120,6,713,1,8,46,2140.8,479,2794,606.9,1981,620.9,2086.1,473.09999999999997,1532,1143,2098.1,570.8,2061,1905.5,2794,549.7,729.1,606.9
24,029,01-001,1702,1278,205,163,1,29,0,0,26,1324,1011,171,110,1,25,0,0,6,403.9,583.6,323.2,499.6,438.8,546.1,412.2,406.5,212.7,658.8,380.7,479.1,419.8,336.4,323.2,565.2,515.2,499.6
24,029,01-002,2140,1869,94,142,4,8,0,2,21,1682,1494,76,88,4,7,0,2,11,570.2,753.5,450.8,739.4,595.5,782.5,544.8,582.7,264.8,965.6,537.1,664.1,583.1,449.5,450.8,768.6,737.7,739.4
24,029,02-001,1953,1515,215,198,0,3,0,0,22,1602,1238,180,171,0,3,0,0,10,391.6,652.2,384.4,631.2,418.8,646.2,460,430.5,169.8,787.4,424.3,512.7,404.8,350.8,384.4,648.2,577.4,631.2
24,029,03-001,2046,1603,372,40,0,7,0,3,21,1589,1256,291,25,0,6,0,2,9,514.3,569.2,553.3,623,526.2,586.9,541.8,424.6,267.8,774.3,522.3,495.6,519.8,444.7,553.3,577.8,565.4,623
24,029,03-002,841,645,150,22,4,4,0,1,15,703,547,128,14,4,4,0,1,5,281.5,212.7,211.6,165.2,261.5,241.4,294.7,139.4,129.6,326,278.3,176.7,272.1,234.1,211.6,226.5,213.9,165.2
24,029,04-001,3719,2979,492,122,4,60,1,5,56,3343,2785,369,92,2,55,1,4,35,622.9,324.3,1107,509.3,587.2,361.2,554.8,222.6,267.9,526.1,524.7,276.4,605.6,449.4,1107,342.4,341.2,509.3
24,029,04-002,2056,1247,593,125,1,35,0,4,51,1669,1050,488,79,1,28,0,3,20,492.5,238.7,732,354.7,473.4,267.9,437.3,184,282.2,362,429.9,218.3,482.4,383.4,732,253.5,254.9,354.7
24,029,05-001,2618,2303,236,38,2,4,0,0,35,2183,1951,195,20,2,2,0,0,13,643.2,890.4,607.7,803.8,718.1,853.5,689.8,604.9,275.2,1090.3,631.4,690.4,679.2,531.6,607.7,871.9,795,803.8
24,029,06-001,1900,1404,400,46,5,5,1,2,37,1510,1162,290,35,3,5,1,0,14,347.2,419.7,449.9,524.8,366.9,423,350.5,321.6,162.5,570.7,347.2,381.2,356.2,286.3,449.9,421.8,424.9,524.8
24,029,07-001,1222,940,246,11,2,2,1,1,19,1044,813,207,10,1,2,1,1,9,307.6,228.6,509.4,345.3,322.6,226.5,300.5,171.8,189.3,312.7,293.4,189.3,315.9,260.4,509.4,227.3,223.70000000000002,345.3
24,031,01-001,3282,2603,216,234,12,132,2,6,77,2541,2052,172,149,10,111,2,6,39,959.3,955.9,1359.1,1003.9,915.9,1003.2,844.9,769.9,481,1271.1,833.2,843.4,937.7,719.8,1359.1,979.1,961.8,1003.9
24,031,01-002,4764,3004,709,598,14,315,0,14,110,3510,2324,496,378,9,246,0,8,49,1617.3999999999999,904.6,2064.4,948.7,1544.6,977,1451.1,736.1,944.5,1337,1414.2,829.6,1580.8999999999999,1269.8999999999999,2064.4,941.1999999999999,967.6,948.7
24,031,01-003,4183,1955,980,611,5,482,0,18,132,3032,1503,661,438,4,357,0,7,62,1537.4,433.6,1681.5,438.4,1477.4,475.7,1244.9,335.5,909,733.8,1235.3,384.5,1507.6,1129.6,1681.5,454.8,484.6,438.4
24,031,01-004,3337,1125,753,847,6,502,2,9,93,2392,896,466,589,6,382,1,5,47,1401.2,401,1148.9,366.1,1383,443.1,1093,285,868,578.9,1111,320.3,1392.1,1024,1148.9,422,394.7,366.1
24,031,01-005,3925,2308,423,302,11,760,2,18,101,2859,1725,304,203,6,558,1,7,55,1294.9,781.6,1510.2,810.1,1242.1,865,1105.1,660.1,653,1205,1076.2,742,1268.4,944.7,1510.2,823.2,868.9,810.1
24,031,01-006,2578,1384,430,267,2,410,3,12,70,1813,1015,289,168,1,302,3,7,28,859.1,429,1003.9,386.5,842.9,456.3,769.1,364,548.8,633,792.8,379.1,851.2,703.7,1003.9,442.4,458.7,386.5
24,031,02-001,6873,2408,1162,880,7,2120,3,30,263,4880,1835,763,595,3,1530,3,20,131,2063.3,614,2672.5,751.6,1991.2,688,1739.2,469.8,1246.4,1057.8,1721.7,548.4,2027.2,1569.4,2672.5,650.9,692.1,751.6
24,031,02-002,4990,1967,1111,729,14,982,0,21,166,3542,1511,741,498,10,700,0,12,70,1383,402.6,2020.2,532.6,1349.3,428.09999999999997,1279.5,321.1,1015.4,689.1,1310.8,372.1,1366.2,1201.9,2020.2,414.90000000000003,460.5,532.6
24,031,02-003,3787,1325,1031,908,11,357,3,13,139,2783,1067,703,641,9,283,2,4,74,1178.8,245.4,1444.3,313.8,1132.2,278.4,957,168.5,748.3,421.5,959.4,199.9,1155.4,888.4,1444.3,262,263.3,313.8
24,031,02-004,5535,2595,1345,850,7,565,6,21,146,4374,2221,974,600,6,469,6,11,87,2012,534.4,2422.4,606.3,1930.6000000000001,613.1,1721.1,411.90000000000003,1312.6,912.4,1760.4,457.7,1971.3,1597.9,2422.4,573.7,594.1,606.3
24,031,02-005,4668,2615,770,708,6,382,2,14,171,3625,2174,562,495,4,311,1,13,65,1683.9,560.1,2061.1,560.1,1656.1,624.1,1496,412.9,1091.9,921.1,1518.9,496,1669.9,1368.9,2061.1,592.1,609.8,560.1
