GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_16_rep_cra,uss_16_dem_stu,gov_18_rep_lit,gov_18_dem_jor,atg_18_rep_was,atg_18_dem_bis,sos_18_rep_den,sos_18_dem_hum,pre_20_rep_tru,pre_20_dem_bid,uss_20_rep_ris,uss_20_dem_jor,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
16001011401,ID,Ada County,011401,2581,201,2204,5,8,19,7,18,119,1954,135,1701,5,3,17,0,14,79,857.8,206.2,817.9,208.2,817.9,295.2,867.9,231.2,830.9,280.2,1191.9,386.2,1208.9,381.2,837.8,207.2,838.9,268.9,1200.4,383.7,941.9,284.1
16001011402,ID,Ada County,011402,2264,88,2051,8,4,19,3,9,82,1676,61,1544,6,3,15,2,9,36,804.1,294.4,890.6,267.2,688,295.2,733.1,241,696.7,285.2,926.5,374.7,943.4,360.1,847.3,280.8,705.9,273.8,935,367.4,811.8,302.5
16001011403,ID,Ada County,011403,945,44,827,1,0,16,1,3,53,673,34,604,1,0,6,1,1,26,281.6,115.5,328.1,104.2,383.6,163.7,408.6,133.9,388.2,158.4,515.4,207.8,524.7,199.8,304.9,109.9,393.5,152,520.1,203.8,404.3,154.7
16001011404,ID,Ada County,011404,5400,383,4600,20,22,57,8,44,266,3790,218,3320,14,17,52,5,28,136,1292.2,317.7,1308.4,319.7,1129,404.5,1167.1,362.9,1163.5,372.6,2174.7,582.1,2134.4,582.3,1300.3,318.7,1153.2,380,2154.6,582.2,1481.3,420.3
16001011405,ID,Ada County,011405,3481,241,2995,16,16,23,10,17,163,2595,158,2256,13,15,15,6,8,124,996.3,331.8,996.6,322.8,1019.1,431.7,1074.3,355.5,1047.2,397.6,1442.9,512.3,1419.9,499.3,996.5,327.3,1046.9,394.9,1431.4,505.8,1142.3,407.3
16001011406,ID,Ada County,011406,8118,555,6904,39,19,149,20,28,404,5959,344,5187,26,15,117,12,19,239,1726,564.1,1789.8,474.2,2304.8,760,2375.3,653.7,2296.2,747.3,3881.3,1292.2,3979.4,1163.4,1757.9,519.2,2325.4,720.3,3930.3,1227.8,2621.8,807.9
16001011407,ID,Ada County,011407,2240,152,2003,1,7,23,0,5,49,1780,107,1614,1,7,18,0,4,29,651,302.7,648.1,273.9,609.4,360.3,644.1,296.7,600.4,340.4,859.5,505.2,856.5,495.2,649.6,288.3,618,332.5,858,500.2,695.6,367.8
16001011408,ID,Ada County,011408,2531,160,2237,4,8,17,3,6,96,1836,94,1647,2,8,14,3,4,64,740.8,480.2,837.4,432.6,732.5,528.8,798.8,435.2,725.7,513.5,891.6,703.2,927,644.8,789.1,456.4,752.3,492.5,909.3,674,807.7,534
16001011409,ID,Ada County,011409,2126,107,1884,8,4,29,1,10,83,1610,63,1466,0,4,25,1,5,46,713,394,784,354,736,444,760,381,737,421,834,561,863,530,748.5,374,744.3,415.3,848.5,545.5,775.3,440.7
16001011410,ID,Ada County,011410,2900,283,2375,11,14,44,7,25,141,2319,173,1967,9,11,40,7,16,96,650.6,471.1,708.9,474,584,588.3,624.1,525.2,591.9,572.3,894.9,726.2,885.1,696.9,679.8,472.6,600,561.9,890,711.6,705.6,579.1
16001011411,ID,Ada County,011411,3461,322,2902,5,7,35,2,9,179,2703,198,2331,4,7,34,2,9,118,807.2,453,843.5,423.5,810,547.9,857,472.9,822.6,517.2,1253,772.6,1244.1,751.4,825.4,438.3,829.9,512.6,1248.6,762,948.2,562.6
16001011412,ID,Ada County,011412,2107,191,1769,13,19,18,4,9,84,1570,101,1383,4,17,15,0,7,43,377.3,131.1,422.6,125.4,664.6,271.5,690.1,237,673.6,257.3,1113.2,374.3,1108.7,371.3,399.9,128.3,676.1,255.3,1110.9,372.8,721.4,252.6
16001011413,ID,Ada County,011413,11233,706,9669,59,17,280,16,67,419,7821,420,6856,26,10,227,13,34,235,1664.7,718.6,1889.9,628.3,2257.8,1131.4,2359.2,956.9,2252.8,1088.9,3760,1875.6,3818,1739.1,1777.3,673.5,2289.9,1059.1,3789,1807.3,2571.8,1162.7
16001011414,ID,Ada County,011414,5606,501,4624,46,30,111,25,23,246,3689,279,3095,34,22,89,18,16,136,1280,456,1395,455,994.6,513,1059.5,409.8,1005.6,475.6,1931.9,819.1,1934,796.9,1337.5,455.5,1019.9,466.1,1933,808,1371.5,560.8
16001011415,ID,Ada County,011415,2421,119,2115,17,5,66,3,16,80,1868,80,1638,6,5,55,3,10,71,790.8,251.8,857.1,224.5,879.9,265.4,882.6,238.1,875.3,262.7,1058,389,1112.6,336.3,824,238.1,879.3,255.4,1085.3,362.7,922.3,281.1
16001011416,ID,Ada County,011416,3532,188,3030,26,4,101,1,12,170,2762,109,2445,16,4,74,1,9,104,1098.3,484.7,1233.7,426.2,1248,537.5,1285.8,486.5,1229.9,545.5,1631,916,1716,795.2,1166,455.5,1254.6,523.2,1673.5,855.6,1349,598.8
16001011417,ID,Ada County,011417,4259,394,3475,33,15,75,9,28,230,2992,231,2499,31,11,55,6,22,137,903.6,293.2,977.6,302.2,920.6,485.3,961.6,409.2,934.6,450.3,1528.8,646.4,1494.8,659.3,940.6,297.7,938.9,448.3,1511.8,652.9,1103.1,463.7
16001011418,ID,Ada County,011418,3428,202,2989,25,15,54,6,21,116,2775,121,2484,13,11,46,4,12,84,1212.4,463.8,1228.4,462.8,1131.4,554.7,1194.4,491.8,1148.4,540.7,1448.2,691.6,1446.2,656.7,1220.4,463.3,1158.1,529.1,1447.2,674.1,1258.5,551.7
16001011419,ID,Ada County,011419,2734,253,2290,9,10,25,11,10,126,2045,151,1757,8,10,22,11,4,82,663.5,313.6,689,302.8,596.9,382.2,660.6,317.5,632.1,349.9,891.9,505.7,853.6,518.5,676.2,308.2,629.9,349.9,872.8,512.1,712.5,384.3
16001011501,ID,Ada County,011501,3773,223,3109,23,11,184,11,20,192,2767,156,2297,20,9,145,11,8,121,888,641,1095,620,963,731,1046,608,970,719,1140,951,1206,880,991.5,630.5,993,686,1173,915.5,1044,735.7
16001011502,ID,Ada County,011502,3093,176,2653,10,7,60,2,13,172,2439,111,2148,9,2,49,2,11,107,789,559,919,546,847,647,934,545,855,641,954,809,1023,750,854,552.5,878.7,611,988.5,779.5,903,642.4
16001011503,ID,Ada County,011503,2239,125,1915,22,9,46,2,7,113,1752,84,1528,17,9,33,2,7,72,631,477,703,438,628,561,692,480,636,539,725,664,732,648,667,457.5,652,526.7,728.5,656,678.1,543.9
16001011504,ID,Ada County,011504,4860,371,3784,114,15,279,0,33,264,3504,234,2829,66,13,206,0,26,130,1006.3,733.2,1190.4,688.2,1027.3,882.3,1093.3,755.2,1052.3,815.2,1308.5,1177.4,1317.4,1167.4,1098.3,710.7,1057.7,817.6,1313,1172.4,1142.2,888.4
16001011505,ID,Ada County,011505,2294,171,1898,32,11,63,6,20,93,1790,129,1512,14,8,49,4,16,58,581,393,620,387,553,481,599,427,573,461,736,577,755,558,600.5,390,575,456.3,745.5,567.5,631,469.1
16001011506,ID,Ada County,011506,2578,207,2073,37,16,53,6,18,168,2034,142,1686,28,13,43,6,14,102,597,486,700,498,606,620,691,533,639,595,723,739,720,743,648.5,492,645.3,582.7,721.5,741,668,602
16001011507,ID,Ada County,011507,3218,241,2419,262,10,87,3,22,174,2330,146,1848,144,7,55,3,22,105,687,439,769,462,629,622,701,527,659,574,820,698,814,699,728,450.5,663,574.3,817,698.5,725.6,574.4
16001011508,ID,Ada County,011508,2758,281,2196,39,28,69,1,4,140,2182,175,1816,21,23,57,1,4,85,640,481,660,484,587,607,641,530,604,580,732,720,722,711,650,482.5,610.7,572.3,727,715.5,655.1,587.6
16001011509,ID,Ada County,011509,5560,555,4098,254,31,307,34,21,260,4289,368,3320,129,27,234,22,11,178,943,727,1015,729,723.9,841.6,799.6,742,769.2,793.8,1034.7,1037.9,1007.4,1059.1,979,728,764.2,792.5,1021.1,1048.5,899,847.2
16001011510,ID,Ada County,011510,2989,434,2192,112,22,46,9,11,163,2319,287,1803,71,22,35,9,6,86,490,389,508,398,641.8,860.3,716.1,771,690.3,808.1,936.3,982,875.9,1036.9,499,393.5,682.7,813.2,906.1,1009.4,694.1,749.3
16001011511,ID,Ada County,011511,2656,348,1928,138,21,99,6,8,108,2138,227,1650,78,11,77,6,8,81,451,341,462,340,283.3,343.1,311.4,302,302.5,318.1,393,424.1,385.7,433,456.5,340.5,299.1,321.1,389.3,428.6,369.8,357.3
16001011512,ID,Ada County,011512,3248,739,2148,56,19,111,11,5,159,2548,482,1785,44,18,102,7,5,105,422,343,456,338,327,492,395,422,365,464,547,563,505,571,439,340.5,362.3,459.3,526,567,431,456.1
16001011513,ID,Ada County,011513,2810,351,1994,101,12,176,16,8,152,2229,239,1658,64,9,137,11,7,104,506.1,386,523.1,393,403,500,444.1,447,428,469,610.1,548,573.1,572,514.6,389.5,425.1,472,591.6,560,498.2,473.6
16001011514,ID,Ada County,011514,2237,217,1775,28,9,91,7,18,92,1718,137,1394,20,9,77,7,18,56,504,340,580,325,477,454,515,407,498,428,665,526,641,524,542,332.5,496.7,429.7,653,525,554.3,429.1
16001011515,ID,Ada County,011515,1623,181,1268,28,15,53,8,4,66,1241,111,1007,13,9,40,7,4,50,403.9,229,447.9,197,387,248,405.9,216,369,261,453.9,346,446.9,340,425.9,213,387.3,241.6,450.4,343,416.4,262.4
16001011601,ID,Ada County,011601,3236,146,2887,18,5,27,0,8,145,2823,117,2555,18,5,25,0,8,95,795.8,823.5,901.4,729.1,899.6,852.2,966.2,770.8,881.1,867.9,943.7,1150.5,985.4,1095.7,848.6,776.3,915.6,830.3,964.5,1123.1,910.4,898.5
16001011602,ID,Ada County,011602,3423,332,2667,111,28,94,4,15,172,2883,251,2311,62,26,85,4,12,132,572.7,753.4,651.7,707,612.1,890.5,680.1,791.1,606.8,874.8,721,1110.6,723,1103.7,612.2,730.2,633,852.1,722,1107.1,652.5,890.1
16001011603,ID,Ada County,011603,4229,353,3396,151,7,68,5,15,234,3370,271,2786,86,5,62,5,14,141,612,1004,719,990,602,1218,713,1071,625,1165,747,1564,743,1537,665.5,997,646.7,1151.3,745,1550.5,680.1,1221.3
16001011604,ID,Ada County,011604,2300,135,1957,27,15,44,4,3,115,1832,74,1616,13,12,31,4,1,81,423,700,476,683,402,808,473,722,422,785,480,934,488,916,449.5,691.5,432.3,771.7,484,925,452,792.6
16001011605,ID,Ada County,011605,2749,176,2155,207,11,31,6,18,145,2094,116,1754,79,10,23,6,9,97,350,668,417,686,325,908,390,822,330,898,429,1048,426,1044,383.5,677,348.3,876,427.5,1046,381,867.7
16001011606,ID,Ada County,011606,3079,336,2348,134,24,66,2,7,162,2453,227,1961,74,19,51,2,4,115,286,682,318,699,248,892,327,775,281,837,333,1146,339,1158,302,690.5,285.3,834.7,336,1152,304.6,884.1
16001011607,ID,Ada County,011607,3217,272,2667,42,12,35,7,15,167,2730,187,2318,25,11,28,5,12,144,721.6,630.5,774.1,608.8,656.3,800.8,741.4,688.9,676.1,768.1,800.8,923.5,754.3,960.2,747.8,619.6,691.2,752.6,777.5,941.8,732.1,768.7
16001011608,ID,Ada County,011608,4965,1130,3308,92,42,67,17,37,272,3860,686,2789,63,29,51,9,28,205,497.4,478.4,499.1,492.2,388.8,768.5,440.3,684.9,418.3,719.7,657.1,962.8,606.7,994.3,498.2,485.3,415.8,724.4,631.9,978.6,501.1,728.7
16001011609,ID,Ada County,011609,2544,198,2089,24,13,38,2,18,162,1986,133,1687,16,11,25,2,8,104,587.5,433.9,661.4,451.2,546.2,571.2,590.4,498.2,554.9,536.6,638.4,645.1,657.6,636.5,624.5,442.6,563.8,535.4,648,640.8,605.2,539
16001011610,ID,Ada County,011610,3479,325,2755,55,18,81,15,7,223,2713,194,2259,30,12,53,11,6,148,746.2,688.9,848.1,678.6,711.5,857.3,816.2,699.5,743.8,789,920,976.2,896.8,985.8,797.1,683.8,757.2,781.9,908.4,981,811.8,810.8
16001011611,ID,Ada County,011611,2440,151,2097,35,14,32,3,6,102,1936,105,1695,29,13,25,3,6,60,594.9,616.4,703.9,572.6,636,680.2,708.8,587.9,631.5,680.4,652.5,858.3,671.6,837.8,649.4,594.5,658.8,649.5,662.1,848.1,657,690.5
16001011612,ID,Ada County,011612,2420,372,1727,70,14,87,11,12,127,1939,252,1448,52,10,72,8,6,91,333.3,326.2,378.5,350.2,262.2,481.5,329.4,407.2,298.3,449.4,394.6,523.7,372.6,508.7,355.9,338.2,296.7,446,383.6,516.2,338.4,435.3
16001011613,ID,Ada County,011613,2365,178,1969,23,13,21,12,11,138,1883,131,1597,15,8,16,12,9,95,484.5,567.4,543.5,578.4,497.1,727.3,571.3,646,516.2,711.1,552,870.8,570.8,875.9,514,572.9,528.2,694.8,561.4,873.4,533.6,711
16001011614,ID,Ada County,011614,2741,292,2151,58,12,61,14,16,137,2310,204,1873,50,12,55,11,7,98,469,511,540,515,460,590,497,542,477,572,564,726,555,718,504.5,513,478,568,559.5,722,508.9,596.3
16001011615,ID,Ada County,011615,4634,605,3456,75,46,136,17,36,263,3815,398,2987,59,38,118,11,32,172,547.2,766.4,639.2,776.4,498.2,1048.5,606.2,908.4,542.2,986.5,725.2,1308.6,679.2,1318.6,593.2,771.4,548.9,981.1,702.2,1313.6,605.4,1016.2
16001011701,ID,Ada County,011701,4518,1025,2789,162,14,201,42,43,242,3437,677,2282,97,13,149,31,33,155,527,515,613,459,439,665,519,579,471,636,661,849,621,877,570,487,476.3,626.7,641,863,550.1,654.3
16001011702,ID,Ada County,011702,2781,253,2275,29,10,49,0,17,148,2195,156,1848,22,10,46,0,17,96,574,507,633,531,508,695,622,566,564,636,665,802,656,787,603.5,519,564.7,632.3,660.5,794.5,603.1,646.3
16001011703,ID,Ada County,011703,5190,963,3350,413,41,152,48,18,205,4242,684,2955,271,36,129,29,16,122,478,496,524,487,437,719,497,633,478,664,627,899,576,902,501,491.5,470.7,672,601.5,900.5,516.7,685.7
16001011704,ID,Ada County,011704,2172,179,1732,36,10,62,13,11,129,1800,124,1490,14,3,54,13,7,95,332.9,617.6,370.4,647.6,309.7,781.5,373.2,693.7,320.3,762,345.4,904.6,350.2,910.9,351.7,632.6,334.4,745.7,347.8,907.7,343.2,759.7
16001011705,ID,Ada County,011705,3033,275,2305,168,16,84,10,16,159,2500,200,2010,98,13,53,6,12,108,353,527,441,560,299,714,359,636,340,669,420,850,409,872,397,543.5,332.7,673,414.5,861,374.4,689.7
16001011706,ID,Ada County,011706,3336,260,2591,116,13,123,9,14,210,2762,198,2207,70,10,94,4,13,166,454,695,529,727,379,982,494,846,439,921,569,1142,542,1160,491.5,711,437.3,916.3,555.5,1151,486.6,924.7
16001011707,ID,Ada County,011707,2193,193,1690,165,6,30,13,8,88,1752,144,1425,78,6,25,4,3,67,268,557,335,573,253,765,323,664,278,721,378,878,391,882,301.5,565,284.7,716.7,384.5,880,318,720
16001011708,ID,Ada County,011708,4178,368,3247,98,8,143,1,50,263,3795,328,2990,76,7,133,1,48,212,470,775,553,751,439,1019,554,876,473,969,454,1171,470,1162,511.5,763,488.7,954.7,462,1166.5,487.6,960.4
16001011709,ID,Ada County,011709,2362,166,1957,8,17,44,9,22,139,1926,111,1638,7,17,36,3,14,100,306,691,409,702,340,855,390,780,346,832,413,958,417,945,357.5,696.5,358.7,822.3,415,951.5,374.4,823.3
16001011710,ID,Ada County,011710,3931,492,3005,55,8,144,16,159,52,3790,471,2897,54,8,138,16,157,49,278.2,497.5,328.3,431.3,186.4,592,230.2,469.8,206.6,526.5,205.8,524.2,200,500,303.2,464.4,207.7,529.4,202.9,512.1,233.6,505.9
16001011711,ID,Ada County,011711,2519,272,1951,63,6,49,2,15,161,2261,235,1786,47,6,41,1,11,134,216,477,295,447,170,613,224,534,202,569,296,720,286,730,255.5,462,198.7,572,291,725,241.3,584.3
16001011712,ID,Ada County,011712,2513,408,1840,41,19,54,10,12,129,1956,240,1526,34,12,45,8,11,80,409,450,490,467,394,578,467,494,429,540,562,665,527,688,449.5,458.5,430,537.3,544.5,676.5,468.3,554.6
16001011713,ID,Ada County,011713,3377,340,2659,74,30,94,9,21,150,2703,219,2200,45,26,75,3,14,121,608,568,719,594,608,748,681,663,620,740,701,939,689,946,663.5,581,636.3,717,695,942.5,660.9,742.6
16001011714,ID,Ada County,011714,3239,347,2485,79,24,59,4,26,215,2611,247,2074,52,21,51,3,22,141,539.5,628.8,565.7,628.4,469.7,870.1,537.7,751.9,483.2,833.9,453,889.3,436.9,909.6,552.6,628.6,496.9,818.6,444.9,899.4,498,787.4
16001011715,ID,Ada County,011715,4079,470,2991,205,40,84,24,23,242,3275,334,2522,119,35,66,22,12,165,451.5,613.2,534.3,627.6,379.3,877.9,457.3,769.1,416.8,822.1,746,1140.7,693.1,1174.4,492.9,620.4,417.8,823.1,719.6,1157.6,525.5,860.7
16001011801,ID,Ada County,011801,3264,361,2516,59,24,122,4,21,157,2548,221,2057,31,19,102,4,19,95,606,393,681,412,554,535,609,448,576,507,792,684,755,708,643.5,402.5,579.7,496.7,773.5,696,653.3,526.7
16001011802,ID,Ada County,011802,3123,173,2574,28,21,135,12,6,174,2450,115,2058,14,14,112,7,0,130,806,490,924,473,807,610,886,493,806,581,1000,757,1008,748,865,481.5,833,561.3,1004,752.5,891,593.1
16001011803,ID,Ada County,011803,2075,139,1769,9,11,39,1,17,90,1659,91,1443,4,9,32,1,17,62,569,319,633,298,231.3,165.3,246.6,145.4,234.3,159.2,319.1,209.2,322.1,204.2,601,308.5,237.4,156.6,320.6,206.7,365.1,214.3
16001011804,ID,Ada County,011804,447,91,309,4,6,8,1,0,28,341,52,257,4,1,4,1,0,22,83,28,69,32,374.2,267.4,398.9,235.2,379.1,257.5,516.2,338.4,521.2,330.3,76,30,384.1,253.4,518.7,334.3,334.5,212.7
16001011805,ID,Ada County,011805,4006,327,3166,66,23,175,13,41,195,3621,280,2930,43,18,154,9,36,151,455.5,844,585.7,792.8,452.6,1109.3,555.1,959.4,489.1,1045.2,554.1,1393.2,564,1381.4,520.6,818.4,498.9,1037.9,559.1,1387.3,522.3,1075
16001011806,ID,Ada County,011806,2190,88,1833,7,9,155,2,8,88,1898,70,1632,6,6,114,2,7,61,379.2,733.6,514,649.9,503.2,685,529.2,644.3,448.8,738.8,442,920.3,509.4,842.9,446.6,691.7,493.7,689.4,475.7,881.6,475.1,745
16001011807,ID,Ada County,011807,3520,379,2752,66,33,74,10,13,193,2969,274,2408,47,27,65,5,10,133,490,763,595,786,433,1013,563,845,503,923,652,1179,623,1194,542.5,774.5,499.7,927,637.5,1186.5,551.3,957.6
16001011808,ID,Ada County,011808,2733,323,2141,22,10,69,6,11,151,2277,222,1863,18,2,56,3,6,107,386.9,710.9,450.4,719.5,400,880.3,465.4,764.9,401.1,846.2,450.5,968,445.5,985,418.6,715.2,422.2,830.5,448,976.5,428.5,839.2
16001011809,ID,Ada County,011809,3280,239,2546,37,16,248,17,14,163,2697,156,2158,30,13,197,16,11,116,517,812.2,663,748.5,518.3,982.2,598.1,869.9,539.4,943.9,613.4,1222,639.6,1214.8,590,780.4,552,932,626.5,1218.4,584.1,970.5
16001011810,ID,Ada County,011810,1978,91,1697,8,6,49,2,3,122,1538,70,1329,3,5,42,0,0,89,333,596.8,412,535.5,354.7,677.8,424.9,569.1,364.6,651.1,359.6,827,378.4,805.2,372.5,566.1,381.4,632.7,369,816.1,375.3,666.1
16001011811,ID,Ada County,011811,2153,101,1852,11,12,76,0,10,91,1697,70,1508,7,8,53,0,6,45,368.3,689.2,531.2,609,467,734.3,527,653.6,444.5,746.3,440.5,943.9,489.7,916,449.8,649.1,479.5,711.4,465.1,929.9,466.9,756
16001011812,ID,Ada County,011812,2637,239,2163,21,11,49,5,7,142,2157,181,1801,21,5,41,4,4,100,428.6,662.3,516.1,603.7,450.5,779.7,525.1,670.3,464.4,745.9,542,913,544,921.9,472.4,633,480,732,543,917.4,495.8,756.7
16001011813,ID,Ada County,011813,2578,131,1988,175,4,119,4,15,142,1971,101,1596,84,4,89,4,15,78,356.4,702.8,502.5,636.8,388.4,747,457.5,642.9,407.4,708,450.5,985.1,485.5,928.1,429.5,669.8,417.8,699.3,468,956.6,435.5,764.4
16001011814,ID,Ada County,011814,3246,264,2518,19,5,259,16,14,151,2441,154,1980,12,4,197,8,6,80,565.1,661.8,684.7,605,528.2,791.4,617.9,659.8,547.2,736.5,660.8,976.7,671.8,968.8,624.9,633.4,564.4,729.2,666.3,972.7,610.8,771.4
16001011815,ID,Ada County,011815,3027,175,2483,23,16,187,2,0,141,2293,110,1918,21,13,142,2,0,87,641.9,623.2,738.3,594,597.8,794.6,715.1,654.2,631.8,746.5,751.2,956.3,762.2,952.2,690.1,608.6,648.2,731.8,756.7,954.3,691.2,760.2
16001011816,ID,Ada County,011816,1595,109,1273,3,4,117,4,7,78,1179,67,966,3,2,80,4,4,53,327,436,456,360,376,451,426,391,357,468,370,639,411,592,391.5,398,386.3,436.7,390.5,615.5,389,476.7
16001011817,ID,Ada County,011817,6815,392,5359,29,8,695,3,28,301,5075,231,4161,23,8,466,3,16,167,699,1216.6,1028.4,1044.5,1081.8,1643.1,1249.3,1410,1029,1650.6,1299.8,2486.6,1446.2,2352.7,863.7,1130.6,1120,1567.9,1373,2419.7,1119.1,1686.3
16001011818,ID,Ada County,011818,4666,294,3310,23,33,676,42,14,274,3293,181,2395,21,25,478,33,12,148,647.4,727.6,817,660,707.4,905.5,792.8,774.4,719.8,869.9,941.7,1237.8,983.8,1179.9,732.2,693.8,740,849.9,962.8,1208.9,801.4,907.9
16001011901,ID,Ada County,011901,4847,303,4163,23,14,52,2,28,262,3535,192,3097,11,14,40,1,27,153,819.4,809,938.1,781.8,1044.7,960.8,1121,839.4,1048.4,940.9,1765.3,1436.3,1776,1390.6,878.7,795.4,1071.4,913.7,1770.6,1413.5,1216.1,1022.7
16001011902,ID,Ada County,011902,2645,100,2311,14,5,71,0,22,122,1947,64,1726,9,5,65,0,14,64,473.6,759.5,627.8,707.4,657,743.8,680.2,689.6,590.1,785.8,578.7,1125.7,686.7,1029.6,550.7,733.5,642.4,739.7,632.7,1077.7,613.4,834.5
16001011903,ID,Ada County,011903,1225,92,1043,13,6,11,2,7,51,886,53,784,6,3,9,1,4,26,311.6,211.7,327.6,204.7,266.6,237.7,293.6,205.7,287.6,215.7,382.5,286.6,371.5,292.6,319.6,208.2,282.6,219.7,377,289.6,320.1,236.4
16001011904,ID,Ada County,011904,2750,198,2324,14,6,37,15,9,147,2142,123,1872,9,6,36,11,6,79,610,524.8,625.2,510.7,582.3,668.1,643.5,560.8,584.3,634,790.8,799.1,797.8,779,617.6,517.8,603.4,621,794.3,789,662,639.5
16001011905,ID,Ada County,011905,3607,357,2855,47,26,60,6,17,239,2894,245,2366,35,17,53,2,14,162,495,602,544,648,524,863,599,750,555,816,774,1046,736,1051,519.5,625,559.3,809.7,755,1048.5,603.9,825.1
16001011906,ID,Ada County,011906,2898,168,2488,21,13,39,5,11,153,2377,120,2084,14,13,36,5,4,101,454.5,763.8,538.3,743.1,482.2,923.4,587.6,796.3,531.5,863.3,599.8,1102.9,587,1108.8,496.4,753.4,533.8,861,593.4,1105.9,540.1,900.2
16001011907,ID,Ada County,011907,2711,121,2396,24,3,48,3,11,105,2179,71,1971,9,3,35,3,10,77,565,823,652,774,652,899,725,793,650,882,680,1161,734,1104,608.5,798.5,675.7,858,707,1132.5,665.4,919.4
16001011908,ID,Ada County,011908,1708,85,1500,11,1,23,2,20,66,1322,49,1192,10,1,17,0,18,35,167.2,624.3,233.3,572.3,225.3,715.3,295.3,614.3,221.2,695.3,239.2,851.5,264.3,820.4,200.2,598.3,247.3,675,251.8,836,235.1,699.1
16001011909,ID,Ada County,011909,2463,98,2177,32,4,51,1,9,91,1909,69,1695,24,4,45,1,6,65,292,951,409,910,392,938,434,861,369,939,339,1207,370,1163,350.5,930.5,398.3,912.7,354.5,1185,372.1,995.6
16001011910,ID,Ada County,011910,3500,178,2991,17,6,78,4,27,199,2806,134,2450,12,3,70,4,18,115,350.6,1331.5,552.4,1237.6,532.2,1443.1,597.5,1315.1,487.1,1457.4,493.3,1917.2,578.4,1830.9,451.5,1284.5,539,1405.2,535.8,1874.1,513.1,1504.7
16001011911,ID,Ada County,011911,2206,101,1946,6,3,37,1,8,104,1715,69,1536,1,3,32,1,6,67,187,954,275,946,263,1050,327,945,261,1029,260,1218,277,1203,231,950,283.7,1008,268.5,1210.5,264.3,1049.3
16001011912,ID,Ada County,011912,1800,134,1547,10,6,19,0,7,77,1413,89,1243,7,3,15,0,7,49,135,791,209,776,185.4,823.2,218.6,754.8,177.8,821.3,94.1,903.1,118.8,883.1,172,783.5,193.9,799.8,106.5,893.1,162.7,821.8
16001011913,ID,Ada County,011913,2182,126,1886,8,4,45,2,13,98,1751,99,1526,5,4,37,1,12,67,187,945,280,879,228,999,323,884,233,988,230,1181,241,1156,233.5,912,261.3,957,235.5,1168.5,246,1004.6
16001011914,ID,Ada County,011914,1904,107,1579,23,7,37,6,14,131,1575,89,1346,13,0,28,6,10,83,162,781,229,765,168.6,817.7,215.9,737.4,161.4,811.2,167.8,954,187.9,950.4,195.5,773,181.9,788.8,177.9,952.2,184.7,831
16001011915,ID,Ada County,011915,2798,247,2285,38,27,33,6,14,148,2394,195,1989,26,15,26,6,12,125,214.1,815.2,286.4,839.7,214.1,1032.2,308.9,914.9,247.3,984.3,354.8,1161.2,365.6,1133.9,250.2,827.4,256.8,977.2,360.2,1147.6,284.4,983.1
16001011916,ID,Ada County,011916,2747,237,2018,159,20,130,3,17,163,2485,203,1906,103,14,99,3,17,140,254.8,540.9,314.4,543.8,271.7,697.5,316.4,632,285.6,671.8,381.7,916.6,392.6,894.8,284.6,542.3,291.2,667.1,387.1,905.7,316.7,699.6
16001011917,ID,Ada County,011917,1750,114,1478,29,4,45,2,5,73,1516,92,1304,26,4,37,1,1,51,163.8,607.9,251.1,596.6,201.3,701,233.5,648.7,186.2,711,207.9,817.9,223,793.8,207.4,602.2,207,686.9,215.5,805.9,209.5,696.7
16001011918,ID,Ada County,011918,3235,150,2777,21,4,104,3,13,163,2542,105,2231,15,3,73,1,10,104,469.2,1224.5,644,1100.9,616.8,1218,692,1080.2,591.3,1210.3,555.4,1555.6,608.1,1498.9,556.6,1162.7,633.4,1169.5,581.7,1527.3,596.7,1269.8
16001011919,ID,Ada County,011919,2570,156,2208,27,16,48,2,11,102,2134,130,1835,24,16,37,2,8,82,274.3,1024.3,412.8,953.2,429.2,1094.6,491.3,989.2,387.1,1114.3,330.2,1393.5,371.6,1336.2,343.5,988.7,435.9,1066,350.9,1364.9,385.2,1129.3
16001011920,ID,Ada County,011920,1407,60,1183,6,1,70,0,6,81,1070,39,921,6,1,49,0,3,51,230.3,456.6,323.4,396.9,253.8,441,290,384.1,240.1,448.8,307.7,610.5,325.3,596.8,276.8,426.8,261.3,424.6,316.5,603.6,281.5,476.4
16001012001,ID,Ada County,012001,4039,276,3380,32,10,129,5,8,199,2748,159,2358,21,7,98,4,8,93,878,403,1004,361,971.5,559.1,1024.8,473.6,974.2,533.5,1437.5,806,1453.7,756.4,941,382,990.2,522.1,1445.6,781.2,1106.2,556.1
16001012002,ID,Ada County,012002,4264,367,3477,42,27,97,4,15,235,3125,244,2608,30,22,82,2,5,132,1077,641,1277,563,1219.8,811.6,1308.1,684.9,1231.8,779.3,1569.4,1077,1597.5,1045.2,1177,602,1253.2,758.6,1583.5,1061.1,1325.8,800.3
