GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_16_rep_cra,uss_16_dem_stu,gov_18_rep_lit,gov_18_dem_jor,atg_18_rep_was,atg_18_dem_bis,sos_18_rep_den,sos_18_dem_hum,pre_20_rep_tru,pre_20_dem_bid,uss_20_rep_ris,uss_20_dem_jor,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
16019193025,ID,Bonneville County,193025,1733,124,1447,5,8,77,4,11,57,1226,81,1043,3,7,48,4,8,32,442,237,571,195,445,236,448,209,429,247,509,295,515,279,506.5,216,440.7,230.7,512,287,479.9,242.6
16019193027,ID,Bonneville County,193027,2432,164,2129,10,8,51,4,7,59,1847,112,1637,8,5,41,4,4,36,566.1,207.6,673.4,201.6,534.4,197.7,571.1,180.8,558.2,200.6,732,275.1,735,218.5,619.8,204.6,554.5,193,733.5,246.8,624.3,211.7
16019193028,ID,Bonneville County,193028,2230,219,1896,4,12,8,2,3,86,1530,112,1352,2,7,4,2,3,48,403.8,85.8,454.9,96.4,339.8,112,356.3,89.2,343.5,105.6,623.3,119.6,629,129.1,429.3,91.1,346.5,102.2,626.2,124.4,450.1,105.4
16019193037,ID,Bonneville County,193037,1487,290,1138,6,4,13,0,10,26,1061,174,851,6,2,10,0,5,13,492,128.8,507.6,120.5,473.4,109.6,461.7,98.4,447.2,121.5,641,115.4,634.8,128.8,499.8,124.7,460.8,109.8,637.9,122.1,522.5,117.6
16019193038,ID,Bonneville County,193038,1604,140,1391,7,1,19,0,2,44,1197,89,1061,4,1,17,0,2,23,523.9,166.9,611.9,152.4,502.4,191,505.2,166.9,478.1,207.1,734.3,184.3,727.1,184.2,567.9,159.6,495.3,188.3,730.7,184.3,583.3,179
16019193039,ID,Bonneville County,193039,1961,126,1753,3,6,5,3,7,58,1310,82,1171,2,3,5,0,6,41,619.2,70.1,671.8,102.2,558.8,111,560.8,82.8,547.2,110,958,129.5,909.3,156.8,645.5,86.2,555.6,101.3,933.7,143.1,689.3,108.9
16019193040,ID,Bonneville County,193040,4297,1223,2888,5,18,15,3,12,133,2680,676,1888,4,13,12,3,8,76,624,209,729,236,455,231,505,182,489,211,1063,421,997,432,676.5,222.5,483,208,1030,426.5,694.6,274.6
16019193041,ID,Bonneville County,193041,1858,142,1633,0,3,12,3,5,60,1232,83,1110,0,2,8,0,1,28,567,80,592,101,466,86,491,78,483,93,860,124,826,110,579.5,90.5,480,85.7,843,117,612.1,96
16019193042,ID,Bonneville County,193042,2275,182,2051,0,2,3,0,3,34,1371,97,1255,0,1,1,0,0,17,524,65,670,84,509,118,505,107,496,124,755,156,705,170,597,74.5,503.3,116.3,730,163,594.9,117.7
16019193045,ID,Bonneville County,193045,5304,703,4387,21,9,24,15,8,137,2940,346,2470,19,9,21,7,5,63,788.9,157.2,918,179.2,706.7,252.3,748.8,223.2,714.8,266.2,1700.3,489.5,1652.2,491.5,853.5,168.2,723.4,247.3,1676.3,490.5,1032.8,294.2
16019193046,ID,Bonneville County,193046,4022,909,2842,15,13,130,4,12,97,2674,506,1986,10,12,94,4,8,54,695,184,792,197,544,230,585,195,552,237,1181,443,1092,400,743.5,190.5,560.3,220.7,1136.5,421.5,777.3,269.4
16019193047,ID,Bonneville County,193047,2522,406,2002,10,13,14,5,9,63,1612,245,1298,4,10,12,5,3,35,592,149,695,185,475,185,484,154,476,161,837,238,803,239,643.5,167,478.3,166.7,820,238.5,623.1,187.3
16019193048,ID,Bonneville County,193048,2283,259,1886,8,7,28,0,9,86,1573,132,1352,7,5,19,0,3,55,553,163,687,179,476,178,501,151,482,182,763,274,738,233,620,171,486.3,170.3,750.5,253.5,600,194.3
16019193049,ID,Bonneville County,193049,2981,412,2333,18,23,54,6,5,130,2233,260,1809,15,18,48,5,4,74,513.4,183.8,632.2,188.8,401.5,216.7,430.5,201.8,411.5,221.7,708.2,377.6,675.2,359.6,572.8,186.3,414.5,213.4,691.7,368.6,538.9,250
16019193050,ID,Bonneville County,193050,2228,205,1892,15,8,24,12,13,59,1651,125,1447,11,5,21,4,8,30,850.6,186.2,976.7,196.6,715,241.2,743.8,208.8,739.5,229.5,1187,297.4,1151.3,273.4,913.6,191.4,732.8,226.5,1169.2,285.4,909.1,233.3
16019193051,ID,Bonneville County,193051,2023,170,1760,9,8,23,0,15,38,1275,91,1130,5,1,13,0,9,26,529.1,114.6,618.8,118.6,457.4,150.5,488.3,124.6,478.3,142.5,716.5,186.3,704.5,176.4,574,116.6,474.7,139.2,710.5,181.4,570.4,144.8
16019193052,ID,Bonneville County,193052,2791,181,2483,9,3,15,0,9,91,1582,90,1426,0,3,14,0,5,44,631,107,770,134,601,147,617,132,589,155,1063,223,1024,187,700.5,120.5,602.3,144.7,1043.5,205,756.4,155
16019193057,ID,Bonneville County,193057,1320,73,1175,4,7,20,0,8,33,997,44,898,4,5,17,0,8,21,455,114,497,122,26,13,385,122,25,13,597,173,588,183,476,118,145.3,49.3,592.5,178,367.6,105.7
16019193255,ID,Bonneville County,193255,858,23,775,3,12,12,0,4,29,714,14,651,3,9,11,0,4,22,280.9,76.2,282.8,78.1,609.6,111.9,266.3,83.6,592.6,126.9,500.9,154.1,456.8,176.6,281.9,77.1,489.5,107.5,478.8,165.4,427.1,115.3
16019193256,ID,Bonneville County,193256,84,1,77,0,0,2,0,0,4,74,1,70,0,0,1,0,0,2,25,10,27.1,14,255,98,26,12,264,91,47.1,23,45.1,21,26,12,181.7,67,46.1,22,98.5,38.4
16019193258,ID,Bonneville County,193258,2266,103,2072,1,6,30,0,5,49,1516,52,1403,1,4,21,0,5,30,663.1,109.6,724,93.1,366.7,118.8,599.9,137.6,354.8,128.8,925,135.4,921.7,122.8,693.5,101.4,440.5,128.4,923.3,129.1,650.7,120.9
16019193259,ID,Bonneville County,193259,2412,97,2227,6,2,21,0,12,47,1532,56,1412,5,1,18,0,12,28,740.8,127.8,845.6,126.8,570,132.8,668,111.9,572.9,130.8,1073.3,209.6,1068.3,177.7,793.2,127.3,603.6,125.2,1070.8,193.7,791.3,145.3
16019193302,ID,Bonneville County,193302,2938,744,2003,20,30,27,3,8,103,2079,453,1495,16,19,26,3,5,62,536,229,622,238,481,258,529,217,503,244,656,437,637,414,579,233.5,504.3,239.7,646.5,425.5,566.3,291
16019193303,ID,Bonneville County,193303,2136,618,1383,12,22,22,2,8,69,1500,356,1058,6,13,17,2,4,44,326.9,152.3,376.9,166.9,278.5,175.9,300.3,152.1,283.1,177.8,447.2,280.8,444.3,222.5,351.9,159.6,287.3,168.6,445.8,251.6,351,189.8
16019193304,ID,Bonneville County,193304,2208,334,1751,23,10,30,0,6,54,1649,214,1343,16,10,29,0,6,31,494.8,179.9,580.8,170.9,494.8,261.9,507.8,244.9,468.8,277.9,609.8,361.9,607.8,321.9,537.8,175.4,490.5,261.6,608.8,341.9,537.8,259.9
16019193305,ID,Bonneville County,193305,2563,602,1806,22,28,15,7,10,73,1926,384,1436,19,13,13,4,5,52,440,217,530,226,352,265,385,232,357,266,641,379,596,423,485,221.5,364.7,254.3,618.5,401,471.6,286.9
16019193306,ID,Bonneville County,193306,1861,268,1501,17,14,18,1,8,34,1364,148,1154,11,14,9,0,4,24,463,200,565,188,419,222,440,177,396,223,623,240,614,229,514,194,418.3,207.3,618.5,234.5,502.9,211.3
16019193307,ID,Bonneville County,193307,3361,751,2348,22,51,30,4,10,145,2609,526,1891,17,38,23,2,9,103,348.9,256.5,447.1,237.6,310.9,342.6,340.9,323.6,328.9,343.6,577,537.8,532,503.7,398,247.1,326.9,336.6,554.5,520.7,412.2,363.6
16019193308,ID,Bonneville County,193308,2057,265,1665,21,7,23,1,6,69,1450,154,1231,12,7,14,1,5,26,455,207,559,186,455,215,468,198,431,242,628,276,637,264,507,196.5,451.3,218.3,632.5,270,519,226.9
16019193309,ID,Bonneville County,193309,3877,914,2689,39,31,50,11,7,136,2937,602,2141,23,29,41,8,7,86,525.5,272.9,590.6,290.7,374.1,331.9,418,314.9,404.9,335.5,758.5,492.2,693,479.9,558.1,281.8,399,327.4,725.7,486,537.8,359.7
16019193310,ID,Bonneville County,193310,2447,368,1963,7,12,18,3,6,70,1756,196,1486,7,5,18,2,6,36,501.1,198.7,611.6,208.1,448.8,227,448.8,196.2,423.1,227.8,646.7,257.8,616.7,234.7,556.3,203.4,440.3,217,631.7,246.3,528.1,221.5
16019193311,ID,Bonneville County,193311,2833,404,2241,20,40,13,4,7,104,2146,248,1762,10,32,9,2,6,77,442.1,343.1,490.6,348.3,329.9,442.6,374.3,377.5,341.2,417.6,644.9,533.9,591.4,541.8,466.4,345.7,348.4,412.6,618.2,537.8,459.2,429.2
16019193312,ID,Bonneville County,193312,2416,330,1911,25,23,11,2,27,87,1770,182,1467,15,18,9,0,24,55,512,314.5,644.4,305.7,461.3,363.9,501.9,313.9,468.3,362.2,627.7,346.1,594.5,330.8,578.2,310.1,477.2,346.6,611.1,338.4,544.3,333.9
16019193314,ID,Bonneville County,193314,2128,320,1670,9,17,9,2,14,87,1554,190,1277,9,11,6,2,10,49,363.4,209.6,415.3,240.5,336.5,241.5,350.4,226.6,332.5,242.5,386.4,296.4,372.5,286.5,389.4,225,339.8,236.9,379.5,291.5,365.3,249.1
16019193315,ID,Bonneville County,193315,2146,187,1847,4,9,10,4,10,75,1603,100,1430,1,9,10,4,8,41,529,286,610,285,480,300,504,266,485,290,639,354,608,372,569.5,285.5,489.7,285.3,623.5,363,550.7,307.6
16019193316,ID,Bonneville County,193316,1847,134,1620,9,4,18,8,8,46,1362,81,1224,8,3,13,1,3,29,513,217,598,226,503,259,489,252,456,291,522,265,527,274,555.5,221.5,482.7,267.3,524.5,269.5,515.4,254.9
16019193317,ID,Bonneville County,193317,2414,291,1971,22,14,35,3,6,72,1735,161,1477,13,11,28,0,5,40,536.2,307,605.6,342.7,466.8,352.4,490.2,315.9,453.9,356.2,710.9,368.7,648.4,434.7,570.9,324.8,470.3,341.5,679.6,401.7,558.9,353.9
16019193318,ID,Bonneville County,193318,2917,385,2340,22,17,28,2,4,119,2111,224,1752,12,16,24,0,3,80,519.3,250.9,627,233.7,483.6,285.6,515.3,245.2,490.3,270.2,659.7,309.7,614.5,391.3,573.1,242.3,496.4,267,637.1,350.5,558.5,283.8
16019193319,ID,Bonneville County,193319,2023,181,1707,19,5,34,6,8,63,1573,118,1354,15,3,34,3,8,38,528,215.4,666.7,198,525.1,273.2,518,268.1,509.3,290.7,735.4,261.9,723.2,239.3,597.4,206.7,517.4,277.4,729.3,250.6,600.8,249.5
16019193320,ID,Bonneville County,193320,3348,568,2542,29,23,40,0,6,140,2402,355,1913,24,12,30,0,3,65,596.1,204.6,662,252.2,405.9,260.1,443.8,214.5,414.6,245.2,760.1,351.6,719.5,348.5,629.1,228.4,421.4,239.9,739.8,350,571.7,268.1
16019193323,ID,Bonneville County,193323,2623,425,2056,5,14,25,1,5,92,1832,245,1493,2,10,22,0,5,55,475.4,172.8,574.5,143.4,493.8,192.4,487,174.7,467.3,204.2,716.7,286.1,704,282.2,524.9,158.1,482.7,190.4,710.4,284.2,559.8,208
16019193324,ID,Bonneville County,193324,2820,182,2435,9,11,88,1,10,84,1822,93,1593,2,11,72,1,9,41,475,207,601,177,593,257,584,256,559,287,645,230,667,203,538,192,578.7,266.7,656,216.5,589.1,231
16019193326,ID,Bonneville County,193326,2477,165,2186,6,6,56,2,12,44,1686,104,1506,2,5,36,2,7,24,577,224,697,189,592,279,611,229,570,291,814,353,794,331,637,206.5,591,266.3,804,342,665,270.9
16019193443,ID,Bonneville County,193443,1908,115,1710,6,6,10,0,0,61,1302,56,1197,5,3,8,0,0,33,589,74,651,99,496,102,503,91,486,108,841,134,811,137,620,86.5,495,100.3,826,135.5,625.3,106.4
16019193444,ID,Bonneville County,193444,2151,148,1956,3,3,3,0,1,37,1520,92,1395,3,1,3,0,1,25,672,110,691,139,517,119,527,101,519,112,821,117,776,127,681.5,124.5,521,110.7,798.5,122,646.1,117.9
16019193453,ID,Bonneville County,193453,1942,141,1703,11,6,29,4,3,45,1142,84,1000,10,3,22,3,2,18,478.8,97.3,571.1,92.3,408.4,129.3,432.6,115.3,406.4,146.3,662.6,162.5,655.6,147.4,525,94.8,415.8,130.3,659.1,155,516.5,127.2
16019193454,ID,Bonneville County,193454,935,66,828,0,4,3,1,4,29,641,48,571,0,3,1,0,3,15,375.8,33.6,375.9,43.6,316.1,46.8,293.8,30.1,301.2,52.7,471,58.4,452.4,55.9,375.8,38.6,303.7,43.2,461.7,57.2,369.5,45.9
16021211001,ID,Boundary County,211001,548,49,441,4,2,6,1,2,43,442,25,367,4,1,6,1,2,36,430.7,126.2,442.6,131.3,340.5,140.1,348.6,132.8,348.5,137,538.4,199.2,528.7,177.8,436.7,128.8,345.9,136.6,533.6,188.5,425.4,149.2
16021211002,ID,Boundary County,211002,1225,34,1100,0,15,1,0,10,65,939,19,854,0,11,1,0,8,46,161.7,45.7,166.7,47.1,128.1,50.9,131.2,48.3,131.4,49.8,202.9,70.4,198.5,63.2,164.2,46.4,130.2,49.7,200.7,66.8,160.1,53.6
16021211003,ID,Boundary County,211003,1410,222,1109,2,11,8,1,11,46,1056,184,816,0,8,6,1,7,34,395.2,88.8,407.1,83.8,343.3,98.8,351.3,88.8,357.2,88.8,609.7,100.8,614.7,102.8,401.2,86.3,350.6,92.1,612.2,101.8,439.8,93.2
16021211004,ID,Boundary County,211004,2785,114,2514,9,10,14,2,16,106,2112,70,1937,8,10,14,2,12,59,930.6,185.7,988.5,172,736,215.2,753.7,209.3,764.5,213.2,1201.8,203.4,1142.8,202.4,959.6,178.8,751.4,212.6,1172.3,202.9,931.1,200.2
16021211005,ID,Boundary County,211005,2475,113,2134,9,82,13,4,17,103,1825,80,1587,9,61,11,4,9,64,648,164,688,177,539,212,552,194,561,191,865,257,816,272,668,170.5,550.7,199,840.5,264.5,667,209.6
16021211006,ID,Boundary County,211006,2012,101,1789,2,12,17,0,8,83,1570,68,1407,2,10,16,0,6,61,711,182.4,734.2,175.6,617.4,196.8,643.5,176.6,638.6,193.9,927.1,248,898.2,234.5,722.6,179,633.2,189.1,912.6,241.2,738.6,201.1
16021211007,ID,Boundary County,211007,1601,59,1463,1,13,13,1,7,44,1305,40,1203,1,8,12,1,6,34,511.3,140.1,533.3,133.1,396.2,161.1,404.2,143.1,405.2,150.1,591.3,141.1,600.3,159.1,522.3,136.6,401.9,151.4,595.8,150.1,491.7,146.8
16023233501,ID,Butte County,233501,864,39,779,0,3,3,1,1,38,652,28,598,0,3,2,0,0,21,266.3,59.5,301.7,58.6,241.3,70.8,249.9,66,241.4,75.5,364.3,67,342.1,78.7,284,59,244.2,70.8,353.2,72.8,286.7,68
16023233502,ID,Butte County,233502,530,29,476,1,2,0,0,0,22,395,21,355,1,2,0,0,0,16,183.4,45,187.7,57.8,164.7,64.8,166.3,63.5,166.6,66.3,257.7,50.6,232.9,63.6,185.6,51.4,165.9,64.9,245.3,57.1,194.2,58.8
16023233503,ID,Butte County,233503,281,29,240,1,8,0,1,1,1,218,18,192,1,5,0,0,1,1,142,4,136,6,118,4,113,4,116,6,175,8,170,10,139,5,115.7,4.7,172.5,9,138.6,6
16023233504,ID,Butte County,233504,899,37,841,0,2,0,0,0,19,657,20,620,0,2,0,0,0,15,347.4,55.2,344.9,67.2,285.1,81,306.4,66.7,300.4,74.1,431.9,64.9,399,75.4,346.2,61.2,297.3,73.9,415.5,70.1,345,69.2
16025252601,ID,Camas County,252601,524,24,462,2,0,2,0,2,32,397,17,359,0,0,2,0,2,17,213.1,61.3,217.1,78.3,191,75.5,209.1,52.3,201.1,61.4,266.4,70.4,264.3,70.5,215.1,69.8,200.4,63.1,265.3,70.5,223.2,67.1
16025252602,ID,Camas County,252602,553,35,476,0,0,6,0,3,33,432,16,385,0,0,6,0,2,23,183.4,45.6,183.5,44.7,167.7,76.1,184.3,55.7,178.8,64,224.1,73.4,208.4,79.9,183.4,45.1,176.9,65.3,216.3,76.6,190,62.8
16027271007,ID,Canyon County,271007,2776,1709,937,6,9,9,1,17,88,1959,1118,752,6,9,6,1,8,59,221,198.9,260.3,180.6,183.8,230.2,202.6,216.1,197.2,226.7,339.1,273,303.2,293.3,240.6,189.8,194.5,224.3,321.1,283.2,243.9,231.3
16027271008,ID,Canyon County,271008,2884,1041,1615,11,28,15,7,38,129,2060,630,1263,11,27,13,4,25,87,556.2,256.2,585.5,238.3,461.8,317.8,509.8,261.9,497,286.5,620.6,342.5,588.1,349.4,570.9,247.2,489.5,288.7,604.3,346,545.6,293.2
16027271009,ID,Canyon County,271009,4224,1373,2593,17,25,33,5,17,161,3234,865,2177,16,25,29,4,10,108,721,382,804,348,535,476,621,394,585,446,851,542,781,557,762.5,365,580.3,438.7,816,549.5,699.7,449.3
16027271010,ID,Canyon County,271010,3425,874,2256,28,21,34,10,11,191,2609,568,1839,22,16,26,6,8,124,599.2,435.7,706.9,413.8,451.6,529.4,539.4,440.7,525.4,462.6,673,546.4,646.1,587.2,653,424.7,505.5,477.6,659.5,566.8,591.7,488
16027271011,ID,Canyon County,271011,2954,954,1643,101,35,54,11,19,137,2396,663,1441,97,28,51,8,16,92,245.8,197.3,290.1,177.2,175.3,201.6,199.6,171.3,204.6,180.4,327,221.6,289.9,226.8,268,187.3,193.2,184.4,308.5,224.2,247.5,196.6
16027271012,ID,Canyon County,271012,5707,1923,3442,29,30,46,12,16,209,3827,1108,2493,19,20,34,10,13,130,899.8,371.5,957.7,352.5,697.1,492.3,784.9,398.5,750,449.4,1269.3,603.2,1191.4,661.1,928.7,362,744,446.7,1230.3,632.1,935.7,475.5
16027271013,ID,Canyon County,271013,3310,959,2125,18,9,51,6,19,123,2504,611,1730,14,9,41,6,10,83,794,383,865,336,672,412,721,349,703,371,898,447,890,452,829.5,359.5,698.7,377.3,894,449.5,791.9,392.9
16027271014,ID,Canyon County,271014,3949,1425,2279,26,22,22,3,21,151,2886,885,1821,22,18,22,1,9,108,774,394,829,371,614,481,664,417,662,433,847,498,812,499,801.5,382.5,646.7,443.7,829.5,498.5,743.1,441.9
16027271015,ID,Canyon County,271015,5102,2991,1861,15,28,15,23,18,151,3365,1740,1461,15,26,15,13,7,88,471,373,531,335,349,413,386,368,395,375,582,466,558,467,501,354,376.7,385.3,570,466.5,467.4,399.6
16027271016,ID,Canyon County,271016,8184,1998,5512,89,30,86,9,37,423,5343,1185,3733,53,19,74,6,25,248,1371,439,1504,470,1178,685,1301,537,1260,605,2146,922,2025,978,1437.5,454.5,1246.3,609,2085.5,950,1540.7,662.3
16027271017,ID,Canyon County,271017,3821,1568,2068,11,13,10,4,5,142,2677,964,1595,6,10,10,4,5,83,592,339,678,333,518,386,572,337,557,364,852,443,824,448,635,336,549,362.3,838,445.5,656.1,378.6
16027271018,ID,Canyon County,271018,3355,1209,1908,10,14,33,4,7,170,2254,745,1361,6,10,30,3,3,96,439,213,505,203,349,271,391,233,385,247,754,380,699,400,472,208,375,250.3,726.5,390,503.1,278.1
16027271019,ID,Canyon County,271019,4324,1887,2137,31,14,31,5,36,183,2948,1125,1603,26,12,27,2,26,127,495.2,295.6,566.6,270.6,376.3,373.2,417.6,321.9,402.6,343,670.8,468.4,602.4,499.4,530.9,283.1,398.8,346,636.6,483.9,504.5,367.4
16027271020,ID,Canyon County,271020,996,106,842,1,3,4,2,2,36,757,65,660,1,3,4,0,0,24,283.4,60.9,291.3,44.5,284.3,77.8,301.9,57.2,292.3,70.8,447.1,98.1,428.6,102.9,287.4,52.7,292.8,68.6,437.8,100.5,332.7,73.2
16027271126,ID,Canyon County,271126,3325,703,2414,8,5,11,1,19,164,2417,430,1828,8,5,10,0,10,126,970.6,158,968.5,185.8,801.8,221.5,834.6,177.8,816.8,205.6,1248.7,240.4,1212.9,251.3,969.6,171.9,817.7,201.7,1230.8,245.8,979.1,205.8
16027271127,ID,Canyon County,271127,3547,455,2866,9,12,18,4,10,173,2623,312,2175,4,9,16,0,4,103,1156.5,252.6,1140,254.8,1070.7,308.1,1119.4,261.2,1089,293.6,1526.1,353.2,1483.6,364,1148.3,253.7,1093,287.7,1504.9,358.6,1226.5,298.2
16027271128,ID,Canyon County,271128,2069,220,1715,8,2,27,2,9,86,1591,149,1354,6,1,20,2,5,54,625.5,170.3,640.4,177.3,556.7,206.2,601.5,160.3,581.6,192.2,835.6,230.1,805.7,233.1,632.9,173.8,580,186.2,820.7,231.6,663.9,195.6
16027271129,ID,Canyon County,271129,4046,392,3425,13,8,37,9,14,148,2987,271,2573,6,7,32,5,13,80,1183.4,299.2,1248.2,301.2,1115.3,383.2,1169.3,313.2,1152.3,340.3,1716.5,492.1,1692.4,481.2,1215.8,300.2,1145.6,345.6,1704.5,486.7,1325.4,372.9
16027271130,ID,Canyon County,271130,3595,624,2739,14,12,45,5,5,151,2722,371,2191,6,12,43,2,5,92,927.1,266.1,948.8,274,875.8,361.7,925.1,307.5,890.6,339,1421.8,463.1,1397.1,458.2,938,270.1,897.2,336.1,1409.4,460.6,1055.2,352.8
16027271131,ID,Canyon County,271131,4742,1534,2819,40,33,34,11,17,254,3075,873,1951,29,19,29,11,13,150,798,300,828,330,650,391,685,330,659,376,1066,521,1010,533,813,315,664.7,365.7,1038,527,813.7,397.3
16027271132,ID,Canyon County,271132,2466,407,1909,10,5,12,2,17,104,1799,252,1443,4,5,12,2,13,68,652,153.7,632.1,162.7,603.3,161.9,612.4,144.8,611.3,150.9,859.4,214.4,821.5,219.4,642,158.2,609,152.5,840.4,216.9,684.6,172.5
16027271133,ID,Canyon County,271133,1539,285,1168,8,2,15,3,4,54,1142,183,898,1,2,14,3,4,37,485,110,498,97,453,124,462,105,459,120,588,146,575,146,491.5,103.5,458,116.3,581.5,146,502.9,121.1
16027271134,ID,Canyon County,271134,1163,194,881,1,6,6,0,2,73,884,123,693,1,3,6,0,2,56,432.2,64.7,420.5,82.6,403.2,102.9,413.2,90.8,406.2,97.9,523.6,121.9,504.5,124,426.4,73.7,407.5,97.2,514,122.9,443.3,97.8
16027271135,ID,Canyon County,271135,2602,543,1904,3,20,6,2,7,117,1933,358,1462,3,17,5,2,5,81,762.3,141,805.6,140.2,704.4,163.3,719.3,151.9,717,157.3,1059.7,190.8,1025,194,783.9,140.6,713.6,157.5,1042.4,192.4,827.6,162.6
16027271136,ID,Canyon County,271136,2616,1306,1156,3,35,15,4,4,93,1880,829,926,3,26,13,4,4,75,587.8,264,619,225.2,514.9,256.1,531.1,232.7,531.2,250.4,772.6,287.3,720.6,321.1,603.4,244.6,525.7,246.4,746.6,304.2,611,262.4
16027271137,ID,Canyon County,271137,2118,278,1695,4,16,11,0,21,93,1598,179,1321,1,12,9,0,17,59,737.9,112.4,730.9,141.3,693.8,167.4,715.8,136.4,710.8,146.4,995.1,202.4,953,204.5,734.4,126.9,706.8,150,974,203.5,791,158.7
16027271138,ID,Canyon County,271138,1289,221,988,2,11,5,0,11,51,944,149,730,2,8,5,0,11,39,434.3,62.3,408.3,56.6,346.5,59,351.6,61.4,340.6,78.2,533.2,78.8,492.8,98.3,421.3,59.5,346.2,66.2,513,88.5,415.3,70.6
16027271139,ID,Canyon County,271139,3391,960,2261,9,15,21,4,12,109,2328,523,1698,7,15,12,4,2,67,714.4,150.4,738.1,166.2,710.4,227.6,743.1,182.1,729.2,205.8,1103.3,257.3,1069.6,268.1,726.3,158.3,727.6,205.2,1086.4,262.7,829.7,208.2
16027271140,ID,Canyon County,271140,5164,550,4215,15,22,25,8,39,290,3516,321,2932,10,20,20,7,33,173,1102,266,1117,283,1152,422,1194,363,1185,393,1381,425,1366,413,1109.5,274.5,1177,392.7,1373.5,419,1213.9,366.4
16027271141,ID,Canyon County,271141,5165,644,4116,8,33,30,3,27,304,3551,387,2895,6,25,28,3,17,190,1148.8,268.6,1146,309.6,969.7,415,1024.4,330.1,1019.4,363.4,1137,377.4,1088.1,401.7,1147.4,289.1,1004.5,369.5,1112.6,389.6,1076.2,352.2
16027271142,ID,Canyon County,271142,4266,231,3791,7,15,24,5,27,166,3101,145,2788,7,11,21,5,15,109,1318.4,274.1,1398.1,261.2,1411.2,328.5,1437.2,286.6,1414.2,325.4,1391.8,366.8,1396.7,363.8,1358.2,267.6,1420.9,313.5,1394.2,365.3,1395.4,315.2
16027271143,ID,Canyon County,271143,1113,105,907,14,9,16,3,10,49,857,58,742,1,7,15,3,7,24,392.5,88.9,406.1,100.5,377.6,127.7,396.8,107.5,386.5,121.8,534.3,156.8,510.8,155.6,399.3,94.7,387,119,522.5,156.2,429.2,122.7
16027271144,ID,Canyon County,271144,794,213,503,0,4,8,1,7,58,588,131,398,0,3,8,1,7,40,166.1,60.9,183.3,61.9,156.4,85.1,165.2,69.7,155.5,84.1,222.2,80.5,209.6,86.3,174.7,61.4,159,79.6,215.9,83.4,179.8,75.5
16027271249,ID,Canyon County,271249,5134,1867,2881,43,39,39,20,26,219,3394,1069,2050,27,25,37,13,16,157,690.8,252.4,753.4,263.4,534.7,360.8,590.4,307.1,580.4,330,1109.2,543.6,1037.6,552.6,722.1,257.9,568.5,332.6,1073.4,548.1,756.6,372.8
16027271250,ID,Canyon County,271250,3182,1333,1663,21,17,27,7,10,104,2280,812,1345,16,15,17,1,3,71,472,192.4,505.7,179.5,401.6,235,442.2,188.4,436.3,203.3,627.6,291.5,602.9,297.5,488.8,185.9,426.7,208.9,615.3,294.5,498.3,226.8
16027271251,ID,Canyon County,271251,3589,743,2571,31,17,37,3,8,179,2501,420,1899,24,17,37,3,1,100,793,234,862,232,690,351,736,278,721,305,1229,481,1181,480,827.5,233,715.7,311.3,1205,480.5,887.4,337.3
16027271252,ID,Canyon County,271252,4136,687,3116,30,5,44,23,18,213,2941,422,2302,16,0,40,14,11,136,882,334,936,360,692,419,740,343,702,390,1175,548,1147,557,909,347,711.3,384,1161,552.5,896.3,421.6
16027271253,ID,Canyon County,271253,5376,909,4019,61,25,88,24,23,227,3809,559,2959,32,22,68,11,16,142,1012,287,1057,294,936,478,1015,371,990,418,1612,614,1547,610,1034.5,290.5,980.3,422.3,1579.5,612,1167,438.9
16027271254,ID,Canyon County,271254,4429,1211,2824,50,20,59,21,30,214,3135,758,2131,30,11,54,10,15,126,847,340,913,354,648,406,715,331,679,386,1177,529,1092,551,880,347,680.7,374.3,1134.5,540,867.3,413.9
16027271255,ID,Canyon County,271255,2544,388,1998,7,18,25,6,10,92,2219,267,1827,7,16,22,6,8,66,785,241,792,237,639,318,676,268,655,296,811,373,794,359,788.5,239,656.7,294,802.5,366,736,298.9
16027271256,ID,Canyon County,271256,3115,766,2127,21,3,29,17,29,123,2392,516,1725,18,2,27,6,23,75,635,248,687,256,518,292,562,239,547,274,732,354,685,361,661,252,542.3,268.3,708.5,357.5,623.7,289.1
16027271257,ID,Canyon County,271257,6736,2731,3505,48,66,52,15,19,300,4856,1730,2761,35,58,42,10,19,201,588,353.6,634.3,364.5,462.4,525,536.8,450.6,499.7,491.7,810.4,582.5,735.1,624.5,611.2,359.1,499.6,489.1,772.7,603.5,609.5,484.6
16027271258,ID,Canyon County,271258,2780,423,2182,9,18,25,1,18,104,2131,271,1742,2,14,19,1,14,68,894,177,876,212,777,297,837,232,795,285,1101,320,1056,345,885,194.5,803,271.3,1078.5,332.5,905.1,266.9
16027271259,ID,Canyon County,271259,4664,1143,3053,36,31,99,33,27,242,3164,655,2203,28,24,84,16,10,144,811,329,869.7,345.9,652,412.5,721.6,344.9,694.8,375.7,1226.5,580.5,1161.9,618.2,840.4,337.4,689.5,377.7,1194.2,599.3,876.8,429.5
