GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_16_rep_ayo,uss_16_dem_has,gov_16_rep_sun,gov_16_dem_van,gov_18_rep_sun,gov_18_dem_kel,pre_20_dem_bid,pre_20_rep_tru,uss_20_dem_sha,uss_20_rep_mes,gov_20_dem_fel,gov_20_rep_sun,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
33011NBOS01,NH,Hillsborough County,NBOS01,6108,128,5611,45,13,28,1,36,246,4610,68,4304,34,8,19,1,27,149,1783.2,1374.2,1913.5,1355.3,1817,1343.4,1713.5,1103.6,1817,2026,1974.2,1822,1096.6,2723.5,1837.9,1357.6,1713.5,1103.6,2190.5,1629.3,1971.3,1437.8
33011NIPS01,NH,Hillsborough County,NIPS01,5204,144,4785,27,5,29,1,35,178,3874,94,3605,18,1,18,0,24,114,1890.1,767.4,1856.2,779.4,1842.2,751.5,1538.8,612.8,960,2094.7,1044.9,1982,584.8,2473.9,1862.9,766.1,1538.8,612.8,2183.5,863.2,1954,785.8
33011PELH01,NH,Hillsborough County,PELH01,14222,567,12656,114,13,328,0,61,483,11298,331,10265,81,9,278,0,50,284,4629.2,2722.8,4438.1,2895.9,4673.1,2535.7,3567.1,1899.5,3484.8,5258.6,3979.2,4480.9,2022.7,6616.6,4580.1,2718.1,3567.1,1899.5,5452,3162.2,4809.1,2791.5
33011PETE01,NH,Hillsborough County,PETE01,6418,252,5790,32,6,59,4,29,246,5180,189,4745,24,6,53,4,21,138,1149.8,2425.1,1328.3,2389,1286.3,2339.3,1139.1,2113,3013.1,1215.2,3055,1134.3,2296.3,1858.8,1254.8,2384.5,1139.1,2113,1402.8,2788.1,1301.7,2518.7
33011SHAR01,NH,Hillsborough County,SHAR01,359,8,333,2,0,3,0,4,9,291,5,276,0,0,3,0,2,5,100.3,136.1,110.3,133.2,108.2,133,113.3,118.2,157.8,123,164.3,113.4,110.2,169.7,106.3,134.1,113.3,118.2,135.3,144.1,119.7,136.1
33011TEMP01,NH,Hillsborough County,TEMP01,1382,25,1287,4,1,12,2,5,46,1179,21,1105,4,1,5,2,4,37,400.6,405.7,442.6,384.7,394.6,395.7,366.5,365.6,518.9,432.6,543.9,395.5,360.6,574.9,412.6,395.4,366.5,365.6,467.7,474.5,429.6,425
33011WEAR01,NH,Hillsborough County,WEAR01,9092,173,8446,27,18,32,1,41,354,7103,124,6661,21,16,25,1,34,221,2956.2,1733.6,2885.3,1931.5,2848.3,1884.5,2365.4,1265.7,2210.4,3212.2,2460.4,2865.3,1247.7,4172.9,2896.6,1849.9,2365.4,1265.7,3416.8,1972.8,3043.6,1819.1
33011WILT01,NH,Hillsborough County,WILT01,3896,102,3565,9,0,16,3,20,181,3134,73,2921,4,0,5,3,12,116,1058.4,1025.5,1058.4,1072.4,1039.5,1061.4,947.7,822,1326.8,1087.4,1370.7,997.6,878.9,1524.3,1052.1,1053.1,947.7,822,1203.1,1192.1,1101.9,1079.7
33011WNDS01,NH,Hillsborough County,WNDS01,262,5,231,5,0,5,0,2,14,203,4,181,3,0,4,0,2,9,94.3,28.3,77.3,35.3,70.3,35.3,77.2,19.2,33.3,91.3,37.3,85.3,23.2,100.4,80.6,32.9,77.2,19.2,92.3,31.3,85.2,30.3
330130BOW01,NH,Merrimack County,0BOW01,8229,191,7580,17,5,120,1,36,279,6234,115,5812,10,3,88,1,29,176,2113.7,2561.7,2500.1,2428.6,2403.7,2439.3,2167.9,2037.8,3245.7,2161.7,3398.9,1986.2,2024.4,3426,2339.2,2476.6,2167.9,2037.8,2524.6,2889.7,2394.2,2590.9
33013ALLE01,NH,Merrimack County,ALLE01,4707,94,4271,37,11,38,0,13,243,3805,64,3505,20,10,38,0,12,156,1200.6,873.2,1069.7,1021.2,1078.6,963.5,978.2,563.7,1049,1230.7,1170.7,1038.3,555.6,1671.4,1116.3,952.6,978.2,563.7,1313.5,925.1,1181.1,885.3
33013ANDO01,NH,Merrimack County,ANDO01,2406,29,2248,2,6,11,1,6,103,1917,15,1806,2,2,7,1,4,80,687.1,712.5,656,745.2,639.3,738.6,549.4,552.6,856.2,740.8,910,662.4,630.7,964.6,660.8,732.1,549.4,552.6,789.2,799,699.9,735.1
33013BOSC01,NH,Merrimack County,BOSC01,3998,76,3717,44,0,19,3,14,125,3294,62,3079,34,0,19,3,14,83,925.6,833.5,874.4,879.9,865.6,872.6,750.9,542.6,933.3,1059.2,1088.8,857,560.2,1421,888.5,862,750.9,542.6,1112.4,860.8,964.8,815.9
33013BRAD01,NH,Merrimack County,BRAD01,1662,35,1573,1,4,4,0,5,40,1341,19,1286,1,1,0,0,2,32,486.7,443.7,480.1,475.5,474.1,462.4,421.2,358.3,565.9,480.2,604.9,420.2,364.6,677.5,480.3,460.5,421.2,358.3,526,511.8,491.4,467.9
33013CANT01,NH,Merrimack County,CANT01,2389,68,2184,14,3,9,0,9,102,2031,51,1870,14,3,9,0,9,75,658.4,796,708.1,805.2,659.7,831.2,625.7,690.5,984.6,705.1,1051,613.2,688.8,974.7,675.4,810.8,625.7,690.5,764.3,908.1,706.4,835.3
33013CHIC01,NH,Merrimack County,CHIC01,2665,37,2496,7,7,4,0,10,104,2144,15,2031,4,7,3,0,9,75,803.7,609,791.3,653.6,767.4,666.8,722.3,416.6,726.9,878.3,799.4,804.5,425.9,1179.4,787.4,643.1,722.3,416.6,954,650.8,849.5,614
33013CONC01,NH,Merrimack County,CONC01,4838,129,4283,86,16,73,1,17,233,3850,63,3477,59,15,60,1,7,168,1010.8,1351.9,1014.4,1439.6,951.6,1467.1,880.3,1029,1650.4,1050.7,1785.5,882,1075.1,1631.5,992.3,1419.5,880.3,1029,1188,1503.7,1060.2,1399.8
33013CONC02,NH,Merrimack County,CONC02,4971,183,4164,170,21,221,2,12,198,4067,121,3494,123,15,166,2,10,136,841.9,1027.8,805.5,1095.1,791.7,1102.5,688.5,754.4,1255.8,847.3,1375.1,696.7,809.6,1288.8,813,1075.2,688.5,754.4,944.3,1146.8,851.5,1060
33013CONC03,NH,Merrimack County,CONC03,5031,278,4376,183,7,77,0,21,89,4496,254,3921,177,7,64,0,16,57,530,909,583.3,921.2,533.5,945.2,539.2,727.6,1155.4,588.1,1229.4,498,827.1,915.5,548.9,925.1,539.2,727.6,667.2,1070.6,598.2,959.3
33013CONC04,NH,Merrimack County,CONC04,3784,119,3296,90,18,77,1,18,165,3225,97,2847,73,18,54,1,15,120,601.4,1315.3,615.2,1338.9,590.6,1306.4,522.6,1058.9,1504,589,1562,505,1182,921,602.4,1320.2,522.6,1058.9,671.7,1416,620.7,1323.9
33013CONC05,NH,Merrimack County,CONC05,3959,93,3495,112,8,102,0,8,141,3212,66,2906,74,8,83,0,5,70,676.7,1794.4,854.5,1707.7,805.4,1706.5,734.1,1455.4,1981,650,2025,602,1552,1075,778.9,1736.2,734.1,1455.4,775.7,1852.7,771.1,1746
33013CONC06,NH,Merrimack County,CONC06,4104,137,3439,154,12,103,1,37,221,3430,101,2962,109,10,82,0,28,138,622,1134.2,599.4,1197.8,569.5,1176.9,480.8,872,1403.2,738,1453,515.6,1046.2,1041.2,596.9,1169.6,480.8,872,764.9,1300.8,652.3,1183.3
33013CONC07,NH,Merrimack County,CONC07,4121,110,3712,25,5,113,3,11,142,3387,74,3090,21,5,95,0,7,95,803.5,1678.9,910.6,1691,866.5,1708.9,800.1,1373,1905.5,823,2032.6,683.9,1437.9,1298.6,860.2,1692.9,800.1,1373,935.2,1792,883.7,1689.7
33013CONC08,NH,Merrimack County,CONC08,4253,111,3442,222,17,263,1,25,172,3631,83,3034,141,17,214,1,13,128,879.1,1059.3,797,1157.3,772.3,1155.3,784.9,831.4,1402,896.2,1528.6,724.7,909.9,1319,816.1,1124,784.9,831.4,980,1280.1,881.9,1149.1
33013CONC09,NH,Merrimack County,CONC09,4350,116,2881,537,10,591,0,35,180,3497,85,2489,340,8,416,0,26,133,656.6,1033.4,636.4,1065.4,637.2,1042.8,562.9,749.8,1289.8,651.1,1332.2,552.5,846.1,956.5,643.4,1047.2,562.9,749.8,720,1156,664.7,1051.4
33013CONC10,NH,Merrimack County,CONC10,4565,100,4067,46,2,164,3,15,168,3607,63,3248,37,1,134,3,15,106,1186.7,1676,1349.5,1652.3,1279.6,1680,1247.9,1322.1,1958.5,1146.3,2085.4,978.4,1283,1792.8,1271.9,1669.4,1247.9,1322.1,1305.8,1775.6,1283,1665.3
33013DANB01,NH,Merrimack County,DANB01,1250,15,1151,2,3,3,0,11,65,1012,10,939,2,3,0,0,11,47,382.3,245.3,359.7,271.9,337.9,289.7,302.3,189.7,288,410.1,321.6,371.4,180.8,520.2,360,269,302.3,189.7,433.9,263.5,383.4,255.3
33013DUNB01,NH,Merrimack County,DUNB01,3005,53,2786,19,3,18,0,10,116,2350,35,2206,2,3,16,0,8,80,1026,681,1076,682,1039,683,938,522,877,1121,941,1038,547,1449,1047,682,938,522,1202.7,788.3,1098.1,704.7
33013EPSO01,NH,Merrimack County,EPSO01,4834,80,4511,18,0,21,0,15,189,3938,53,3708,14,0,21,0,10,132,1560.6,930.4,1531.5,1026,1445.1,1052.2,1301.2,689.9,1193.5,1718,1356.8,1491.7,644.1,2249.5,1512.4,1002.9,1301.2,689.9,1819.7,1064.8,1614,984.7
33013FRAN01,NH,Merrimack County,FRAN01,3001,82,2707,16,7,18,1,8,162,2478,52,2265,12,7,14,1,7,120,769.9,477,676,584.3,657.7,594.1,582.2,369.7,598.8,853.9,705.3,709.3,371.8,1055.8,701.2,551.8,582.2,369.7,873,558.6,757.8,528.7
33013FRAN02,NH,Merrimack County,FRAN02,2607,50,2359,13,6,13,0,9,157,2026,25,1865,12,6,8,0,3,107,488.8,373.3,469.7,416.2,462.1,411.5,389.5,241.5,441,563.3,495.5,483.1,268.3,718.9,473.5,400.3,389.5,241.5,588.4,401.6,510.8,378.2
33013FRAN03,NH,Merrimack County,FRAN03,3133,84,2850,26,4,21,0,14,134,2565,55,2376,12,4,15,0,10,93,775.4,626.8,722.8,693.6,727.8,657.2,673.8,466.6,752.3,846.6,851.7,739.1,456.4,1127.9,742,659.2,673.8,466.6,904.5,686.8,801.9,643.5
33013HENN01,NH,Merrimack County,HENN01,6185,217,5333,226,25,84,17,6,277,5338,182,4586,226,25,84,17,2,216,1060.6,1429.9,1151.7,1423.9,1128.6,1395.9,936.6,1057.7,1570,1075.6,1643.1,960.5,1002.8,1596.8,1113.6,1416.5,936.6,1057.7,1211,1405.3,1130.1,1360.5
33013HILL01,NH,Merrimack County,HILL01,1017,18,950,2,1,7,0,2,37,844,12,797,1,0,6,0,2,26,291.4,157.8,280,177,249,179.2,235.2,121,202.5,341.3,233.3,289,120.2,416.7,273.5,171.3,235.2,121,349,185.4,300.4,170.2
33013HOOK01,NH,Merrimack County,HOOK01,14871,507,13019,167,21,507,8,42,600,12069,322,10730,140,15,412,8,34,408,4278.6,3480.6,4402.3,3500,4385,3372,3663.4,2296,4116.5,4445.6,4497.7,3989.3,2174.8,6357.1,4355.3,3450.9,3663.4,2296,4930.7,3596.3,4503,3348.2
33013HOPK01,NH,Merrimack County,HOPK01,5914,133,5503,21,7,34,0,32,184,4561,74,4320,6,6,25,0,25,105,1425.5,2237,1647.2,2201.1,1555.3,2234,1449.3,1859.4,2684.4,1398.7,2813.2,1273.8,2023.2,2091.8,1542.7,2224,1449.3,1859.4,1588.1,2506.9,1548.8,2293.2
33013LOUD01,NH,Merrimack County,LOUD01,5576,78,5154,54,11,28,0,12,239,4537,51,4224,49,11,25,0,7,170,1975.9,1158.8,1915.8,1297.9,1816.3,1356.2,1699,875.1,1515.2,2180.1,1769.9,1907.4,905.4,2801.7,1902.7,1270.9,1699,875.1,2296.4,1396.8,2042.3,1268.3
33013NBRY01,NH,Merrimack County,NBRY01,2172,15,2053,2,1,15,0,15,71,1830,9,1733,1,1,11,0,15,60,659,618.1,717.5,620.2,708.6,584.5,676.6,491.7,900.5,722.5,939.3,683.5,540.4,1081.5,695,607.6,676.6,491.7,829.2,793.4,749.9,670.7
33013NFLD01,NH,Merrimack County,NFLD01,4872,91,4444,39,5,56,0,23,214,3855,51,3577,30,2,49,0,15,131,1334.3,896.7,1211.2,1035.3,1154,1025.1,1027.1,664.1,1135.2,1440.4,1339,1207.1,674.6,1919.8,1233.2,985.7,1027.1,664.1,1522.4,1049.6,1327.7,967.2
33013NLON01,NH,Merrimack County,NLON01,4400,81,4050,45,8,50,2,13,151,3834,63,3575,44,7,40,2,8,95,1087.6,1785,1275.3,1645.7,1321.7,1538,1174.5,1347.4,2055.7,1046.1,2041.8,1026.4,1373.1,1689.2,1228.2,1656.3,1174.5,1347.4,1253.9,1823.5,1231.6,1683.8
33013PEMB01,NH,Merrimack County,PEMB01,7207,183,6559,62,9,68,2,34,290,5709,115,5289,40,9,51,0,31,174,1936.5,1828.7,1929.3,1926.4,1880.8,1901.2,1599.6,1318.4,2212.7,2074.5,2448.8,1772.9,1316.3,2974.7,1915.5,1885.4,1599.6,1318.4,2274,1992.6,2024,1850.4
33013PITF01,NH,Merrimack County,PITF01,4075,100,3647,30,18,20,0,5,255,3243,64,2942,19,16,15,0,5,182,1144.3,705,1059.9,794.1,1026.5,764.3,905,489.9,824,1251.1,931.8,1110.2,464.9,1616.1,1076.9,754.5,905,489.9,1325.8,740.2,1159,710.6
33013SALI01,NH,Merrimack County,SALI01,1422,16,1335,0,1,3,0,5,62,1157,11,1093,0,1,3,0,5,44,487.5,291,462.6,325.5,441.1,339,397.8,235.9,381.9,515.2,443.7,430.5,250.1,654.6,463.7,318.5,397.8,235.9,533.4,358.6,484.2,323.9
33013SUTT01,NH,Merrimack County,SUTT01,1978,37,1834,5,8,21,9,1,63,1580,30,1475,5,7,12,1,1,49,564.2,611.7,598.4,619.8,580.1,615.9,514,501,758.6,578.6,794,534,524.1,821.2,580.9,615.8,514,501,644.6,692.2,598.7,632.2
33013WARN01,NH,Merrimack County,WARN01,2937,74,2679,28,16,19,2,21,98,2416,57,2232,19,11,14,2,11,70,785.3,868.2,823,895.1,776.3,907,735.4,732,1043.2,838.9,1113.7,739.5,754.9,1137.1,794.9,890.1,735.4,732,905.2,970.6,833.6,902
33013WEBS01,NH,Merrimack County,WEBS01,1913,40,1800,4,3,8,1,0,57,1587,23,1508,2,2,7,1,0,44,601.9,499.6,585.1,524.5,540.1,552.5,493.2,361.7,548.9,668.8,633.8,566.9,357.8,860.9,575.7,525.5,493.2,361.7,698.8,513.5,616.7,497
33013WILM01,NH,Merrimack County,WILM01,1407,20,1304,10,1,10,0,5,57,1158,16,1078,7,0,9,0,5,43,337.3,492.1,386.6,479.3,373.7,477.3,359,374.7,574.9,360.9,597.6,327.4,385.6,548.3,365.9,482.9,359,374.7,412.2,519.4,384.7,483.1
330150RYE01,NH,Rockingham County,0RYE01,5543,110,5205,10,1,39,0,44,134,4716,72,4492,10,0,31,0,32,79,1578.8,2210.7,1895.7,2085.7,1981.7,1922.7,1815.7,1713.7,2780.6,1619.7,2788.6,1562.8,1756.7,2637.6,1818.7,2073,1815.7,1713.7,1940,2441.9,1870.3,2179.8
33015ATKI01,NH,Rockingham County,ATKI01,7087,199,6617,25,0,96,0,17,133,5935,129,5605,23,0,83,0,8,87,2489.9,1603.3,2535.6,1611.7,2661.2,1405.6,2185,1178.6,2157.5,2681,2347.7,2411.2,1230.2,3595.7,2562.2,1540.2,2185,1178.6,2895.9,1911.8,2651.4,1647.8
33015AUBU01,NH,Rockingham County,AUBU01,5946,128,5498,13,8,72,1,25,201,4583,89,4262,13,8,60,1,15,135,2026.1,1304.8,2080.9,1306.2,2091.7,1231.7,1960.5,860,1616.4,2259.1,1776.2,2031.5,777.8,3050,2066.3,1280.9,1960.5,860,2446.9,1390.1,2214.3,1267.6
33015BREN01,NH,Rockingham County,BREN01,4490,79,4148,27,6,68,0,25,137,3519,47,3305,24,3,42,0,12,86,1337.5,1192.6,1400.3,1185.6,1441,1116,1281.6,917.7,1562.3,1444.7,1611.7,1352.9,925.7,2042.1,1392.9,1164.7,1281.6,917.7,1613.2,1366.6,1471.4,1215.9
33015CAND01,NH,Rockingham County,CAND01,4013,82,3702,21,0,53,0,24,131,3314,55,3096,16,0,40,0,20,87,1514.6,836.8,1519.8,888.2,1501.3,886.9,1390,585.9,1016.6,1659.3,1125.1,1499.3,555.6,2091.2,1511.9,870.6,1390,585.9,1749.9,899.1,1596.5,842.1
33015CHSR01,NH,Rockingham County,CHSR01,5232,133,4866,0,2,45,2,23,161,4115,83,3876,0,2,29,0,20,105,1748.8,1105.3,1735.6,1176.6,1777,1081.5,1566.9,812,1481.6,1974.6,1574.3,1806.3,828.4,2593.5,1753.8,1121.1,1566.9,812,2124.8,1294.8,1886.1,1151.4
33015DANV01,NH,Rockingham County,DANV01,4408,106,4076,28,10,28,1,7,152,3564,63,3344,23,8,19,1,6,100,1572.8,856.1,1401.6,973.5,1494.1,820.2,1198.5,620.1,1077.1,1678.3,1184.6,1476.2,618.2,2096.3,1489.5,883.3,1198.5,620.1,1750.3,959.9,1559.7,878.5
33015DERR01,NH,Rockingham County,DERR01,8579,417,7523,87,15,124,2,40,371,6817,279,6101,58,14,103,2,23,237,2247.1,1660.8,2122.2,1754.4,2205.6,1586.2,1614.3,1120.8,2004.2,2295.3,2165.7,2042.4,1211.4,3053.8,2191.6,1667.1,1614.3,1120.8,2463.8,1793.8,2225.8,1643.4
33015DERR02,NH,Rockingham County,DERR02,8627,299,7765,85,12,120,2,53,291,6709,192,6117,64,10,86,1,44,195,2310.7,1707.2,2183.5,1802.8,2269.6,1629.7,1661.1,1151.9,2060.6,2360.7,2226.3,2101.1,1244.9,3140.9,2254.6,1713.2,1661.1,1151.9,2534.2,1843.9,2289.7,1689.1
33015DERR03,NH,Rockingham County,DERR03,8225,393,7227,91,11,126,1,34,342,6595,265,5882,76,11,112,1,30,218,2268.3,1676,2141.6,1770.8,2226.1,1600.8,1628.6,1130.8,2022,2316.7,2185.2,2061.2,1222.6,3081.4,2212,1682.5,1628.6,1130.8,2486.4,1810,2246.3,1658.3
33015DERR04,NH,Rockingham County,DERR04,8886,471,7714,119,9,155,0,44,374,7137,303,6337,85,8,130,0,35,239,2405.2,1777.1,2270.8,1877.6,2360.4,1697.4,1726.9,1199.1,2144.1,2456.4,2317.1,2185.5,1296.3,3267.3,2345.4,1784.1,1726.9,1199.1,2636.4,1919.2,2381.8,1758.4
33015DFLD01,NH,Rockingham County,DFLD01,4855,86,4552,9,1,13,0,14,180,3810,46,3612,9,1,10,0,14,118,1603.1,1088.1,1632.6,1109.3,1555.1,1124,1365.4,872.3,1361.2,1788.1,1498.4,1586.8,808.6,2340.6,1596.9,1107.1,1365.4,872.3,1905.2,1222.7,1696,1123.1
33015EKIN01,NH,Rockingham County,EKIN01,2441,52,2286,5,1,7,0,18,72,1925,26,1833,5,1,7,0,13,40,814.4,596.3,858.2,592.5,900.4,518,804,457,766,872.2,804.2,790.8,440.5,1171.3,857.7,568.9,804,457,944.8,670.2,887.3,596.4
33015EPPI01,NH,Rockingham County,EPPI01,7125,131,6539,25,13,82,0,35,300,5726,87,5300,20,13,65,0,27,214,2114.7,1621.8,2015.9,1740.7,2048,1630.9,1859.7,1235.2,2042.7,2307.9,2225.4,2076.1,1143.5,3101.6,2059.5,1664.5,1859.7,1235.2,2495.2,1803.9,2217.7,1662.9
33015EXET01,NH,Rockingham County,EXET01,16049,409,14406,118,16,414,5,41,640,13101,266,11968,85,10,334,5,29,404,3421.8,5685.4,3759.7,5625.9,3557.5,5085,3495.8,4535.8,7039.2,3464.8,7166.4,3234.4,4792.8,5672.1,3579.7,5465.4,3495.8,4535.8,4123.8,6332.8,3800.9,5704.3
33015FREM01,NH,Rockingham County,FREM01,4739,108,4411,17,7,18,3,25,150,3844,55,3637,15,4,16,1,19,97,1521.2,922.6,1465.7,1013.5,1510.6,946.5,1290.7,632,1100.5,1563.2,1219,1392.1,607.1,2059.5,1499.2,960.9,1290.7,632,1671.6,975.6,1543.3,920.2
33015GRND01,NH,Rockingham County,GRND01,4067,90,3709,36,0,89,4,13,126,3230,68,2967,32,0,63,4,6,90,1068,1385.7,1212.7,1324.6,1270.4,1209.5,1241.2,1059.2,1709.7,1153.7,1775.5,1078,1001.9,1842.8,1183.7,1306.6,1241.2,1059.2,1358.2,1495.7,1266.7,1352.3
33015HAFA01,NH,Rockingham County,HAFA01,2403,36,2214,13,2,43,2,8,85,1908,15,1791,10,2,35,2,6,47,833.5,684,916.7,645.1,1016.2,537.1,825.8,480.1,859.9,875.5,892.8,800.1,477.8,1224.5,922.1,622.1,825.8,480.1,966.7,743.5,927.5,653.8
33015HMST01,NH,Rockingham County,HMST01,8998,260,8309,36,8,69,1,33,282,7230,145,6785,27,7,56,1,22,187,3320.6,2055.1,3291.9,2127.1,3385.7,1942.8,2808.2,1484.6,2593.1,3425.4,2867.7,3076.1,1459.6,4525.4,3332.7,2041.6,2808.2,1484.6,3675.6,2306.8,3404.7,2075.7
33015HMTN01,NH,Rockingham County,HMTN01,16214,392,15012,53,15,212,5,51,474,13944,286,13043,41,14,178,4,43,335,4719.7,4867.6,4911.1,4868.7,5143.1,4426.4,4514,3672.5,6043.9,5122.5,6405.6,4571.3,3535.9,7542.2,4924.7,4720.9,4514,3672.5,5745.3,5328.5,5217.7,4831.5
33015KENS01,NH,Rockingham County,KENS01,2095,33,1953,6,1,17,0,9,76,1681,19,1581,3,1,15,0,8,54,669.5,643.1,696.6,659.1,711.7,602,650.5,512.9,806.5,727.6,830.5,675.5,520.8,1003.2,692.6,634.7,650.5,512.9,802.1,719.3,733.5,653.6
33015KING01,NH,Rockingham County,KING01,6202,146,5757,32,12,22,2,27,204,5125,91,4817,21,8,22,2,25,139,2082.2,1422.7,2002.2,1492.4,2056.9,1327.9,1753.9,1049.8,1732.8,2311.4,1884.4,2094.2,1054.4,2967.3,2047.1,1414.3,1753.9,1049.8,2457.6,1557.2,2181.2,1423.5
33015LOND01,NH,Rockingham County,LOND01,25826,972,23105,206,16,493,11,91,932,20140,606,18338,142,11,390,6,76,571,7331.9,5963,7647.6,5951,7661.6,5531.4,6348.6,4296.4,7731.5,7898.4,8154.1,7260.9,4298.4,11293.5,7547,5815.1,6348.6,4296.4,8817.6,6728,7920.3,5989.4
33015NCAS01,NH,Rockingham County,NCAS01,1000,27,942,3,0,9,0,0,19,891,16,855,3,0,9,0,0,8,279,481,382,417,388,374,380,355,619,281,613,289,402,508,349.7,424,380,355,359.3,544.7,358.1,465.9
33015NEWF01,NH,Rockingham County,NEWF01,1769,28,1651,1,1,23,0,7,58,1361,16,1293,1,1,13,0,6,31,489,622.4,542.8,627.2,675.7,485.6,602.6,436.9,743.7,527.8,763.5,497.7,429.1,850.2,569.1,578.4,602.6,436.9,625.3,645.5,598,586.9
33015NEWT01,NH,Rockingham County,NEWT01,4820,148,4408,28,6,33,0,26,171,3875,101,3576,25,6,28,0,26,113,1586,986.6,1479.5,1061.3,1507.3,968.7,1194.7,759.6,1271.4,1672.6,1341.1,1521.3,785.5,2113.7,1524.3,1005.6,1194.7,759.6,1769.2,1132.7,1582.2,1024.9
33015NMAR01,NH,Rockingham County,NMAR01,9430,301,8309,84,8,339,13,21,355,7841,214,6991,68,8,279,7,16,258,1836,3157,1983,3183,2080,2968,1821,2572,3953,1925,4053,1696,2644,3150,1966.3,3102.7,1821,2572,2257,3550,2070.1,3218.6
33015NOHA01,NH,Rockingham County,NOHA01,4538,75,4207,20,7,81,0,18,130,3806,51,3561,20,7,63,0,10,94,1441.4,1555,1566.9,1511.2,1631.6,1387.8,1415.6,1184.7,1978.1,1448.4,2072.7,1310.1,1152.8,2239.8,1546.6,1484.6,1415.6,1184.7,1666.1,1734.5,1579.1,1548.9
33015NOTT01,NH,Rockingham County,NOTT01,5229,103,4810,20,1,47,1,33,214,4116,65,3828,13,1,42,1,21,145,1530.4,1383.8,1563.7,1433.7,1556.7,1375.6,1401.1,1081,1793.3,1662.5,1902.2,1526.2,1070.7,2411.7,1550.2,1397.7,1401.1,1081,1866.8,1588.7,1664.6,1434.3
33015NTHW01,NH,Rockingham County,NTHW01,4641,86,4302,16,10,39,3,9,176,3767,60,3518,9,10,32,3,5,130,1389.5,1058.7,1357.7,1150.7,1359.3,1108.9,1185.8,807.2,1327.5,1481.7,1448.4,1316.8,806,1965.3,1368.8,1106.1,1185.8,807.2,1588,1194,1436.6,1101.1
33015NWIN01,NH,Rockingham County,NWIN01,811,11,738,10,0,17,0,4,31,682,6,631,5,0,13,0,4,23,296.6,280.2,311,285.3,329.2,264.5,311.4,216,316.3,329.7,343.3,304.5,210.4,436.3,312.3,276.7,311.4,216,356.8,290,331.3,273.7
33015PLAI01,NH,Rockingham County,PLAI01,7830,327,7120,54,7,72,0,30,220,6341,220,5850,39,6,53,0,16,157,2554,1687.7,2361.1,1795.5,2552.7,1552.7,1891.4,1182.6,2064.1,2529.6,2214.8,2258.2,1307.7,3194.8,2489.3,1678.6,1891.4,1182.6,2660.8,1862.2,2477.4,1686.4
33015PORT01,NH,Rockingham County,PORT01,4276,119,3665,43,9,250,0,15,175,3624,88,3195,36,7,177,0,12,109,794.9,1850.6,936.8,1809,967.7,1709.5,796.2,1490.3,2138.5,829.3,2122.6,778.7,1488.6,1452.9,899.8,1789.7,796.2,1490.3,1020.3,1916.6,936.7,1801.3
33015PORT02,NH,Rockingham County,PORT02,4680,97,4339,28,13,58,4,18,123,4052,72,3790,22,10,47,4,17,90,678,2296,862,2190,892,2066,734,1919,2645,699,2625,659,1928,1333,810.7,2184,734,1919,897,2399.3,836.7,2238.4
33015PORT03,NH,Rockingham County,PORT03,4528,189,3764,70,6,288,3,27,181,3707,120,3151,65,4,227,0,18,122,769.7,1507.8,887.1,1430,878.4,1366.8,813.2,1206.8,1893.5,825.9,1903.6,748.3,1247.8,1424.9,845.1,1434.8,813.2,1206.8,999.7,1681.6,906.8,1508
33015PORT04,NH,Rockingham County,PORT04,4376,201,3696,55,3,250,0,12,159,3611,136,3101,45,3,199,0,11,116,817.3,1384.4,876.1,1379.9,876.1,1304.5,839.6,1101.4,1781,861,1768,789,1114,1450,856.5,1356.3,839.6,1101.4,1033.3,1554.3,929.9,1404.7
33015PORT05,NH,Rockingham County,PORT05,4096,143,3621,29,5,155,0,6,137,3580,114,3200,23,5,124,0,6,108,574,1874,771,1750,810,1662,683,1510,2207,623,2189,588,1573,1203,718.3,1762,683,1510,804.7,1989.7,750.3,1823.6
33015RAYM01,NH,Rockingham County,RAYM01,10684,243,9811,56,24,71,0,26,453,8750,138,8134,51,21,58,0,24,324,3155.9,1923.9,2936.2,2155.9,2955.2,2008.8,2518.9,1320.2,2381.8,3522.4,2664,3088.1,1330.1,4501.1,3015.7,2029.5,2518.9,1320.2,3703.9,2125.3,3239.7,1969.2
33015SALE01,NH,Rockingham County,SALE01,30089,1954,25721,297,37,1068,5,111,896,24811,1324,21666,232,36,886,5,93,569,9306.5,6064.4,8709.1,6423,9337.7,5512.6,7289,4033.8,7633.6,9963.1,8541,8711,4286.6,13194.3,9117.8,6000,7289,4033.8,10622.8,6820.4,9501.5,6070.7
33015SEAB01,NH,Rockingham County,SEAB01,8401,195,7685,65,17,72,3,29,335,7123,118,6617,52,13,65,3,19,236,2823,1675.7,2424.3,1955.6,2606.9,1660.4,2068.9,1175.4,2073.2,2681.6,2287.2,2632.2,1203.6,3790.7,2618.1,1763.9,2068.9,1175.4,3034.8,1854.7,2718.2,1718.7
