GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_16_rep_you,uss_16_dem_bay,gov_16_rep_hol,gov_16_dem_gre,atg_16_rep_hil,atg_16_dem_arr,uss_18_rep_bra,uss_18_dem_don,sos_18_rep_law,sos_18_dem_har,avg_16_rep,avg_16_dem,avg_18_rep,avg_18_dem,avg_20_rep,avg_20_dem
18001000010,IN,Adams County,000010,1536,98,1357,2,2,14,0,13,50,1100,46,1004,0,2,8,0,8,32,577,123.3,525.6,168.6,534.4,180,600.7,116.5,414.2,145.2,447.9,116.3,559.4,147.1,431,130.8,NA,NA
18001000020,IN,Adams County,000020,1473,98,1310,2,3,19,0,2,39,1110,64,1005,0,3,11,0,2,25,533,100.5,494.5,143.9,503.7,141.8,560.9,91.5,440.4,107.6,466.5,86.5,523,119.4,453.4,97,NA,NA
18001000030,IN,Adams County,000030,1158,28,1100,2,0,11,0,1,16,962,21,919,1,0,8,0,1,12,517.5,106.2,493,135.5,493.3,153.3,550.3,84.3,459,115.3,493,88.3,513.5,119.8,476,101.8,NA,NA
18001000040,IN,Adams County,000040,1540,5,1514,0,6,1,1,2,11,834,1,816,0,6,1,1,1,8,187,28,161,39,157,50,184,24,152,25,161,14,172.2,35.2,156.5,19.5,NA,NA
18001000050,IN,Adams County,000050,2281,205,1949,48,4,5,0,3,67,1722,130,1519,20,4,2,0,2,45,639.5,310.9,541.3,405.7,554,425.6,703.7,277.9,451.3,313.4,503.7,253.4,609.6,355,477.5,283.4,NA,NA
18001000060,IN,Adams County,000060,2606,214,2263,29,12,11,2,1,74,2064,149,1826,21,12,8,1,1,46,572,328.7,515.3,360.9,499,408,601.4,314.7,436.3,328.3,487.9,272.3,546.9,353.1,462.1,300.3,NA,NA
18001000070,IN,Adams County,000070,1532,146,1310,21,2,14,1,4,34,1219,115,1051,18,2,11,1,0,21,298.1,163.7,243.5,194.5,247.4,214.4,326.8,146.8,215.7,160.8,245.5,135,279,179.8,230.6,147.9,NA,NA
18001000080,IN,Adams County,000080,1043,39,949,14,0,6,0,1,34,863,27,795,12,0,5,0,1,23,404,157.9,336.6,219.2,344.4,221.9,419.7,137,324.1,186,368.3,150.7,376.2,184,346.2,168.3,NA,NA
18001000090,IN,Adams County,000090,2451,260,2058,23,11,21,0,4,74,1882,186,1610,12,7,17,0,3,47,634,301,520.6,393.1,510.9,444.5,652.5,298.2,453.3,349.8,510.3,304.2,579.5,359.2,481.8,327,NA,NA
18001000100,IN,Adams County,000100,1517,48,1431,3,8,0,0,0,27,1217,31,1156,2,7,0,0,0,21,523.9,183.4,455.1,245.4,441.8,291.1,551.4,186.2,410.3,218.7,432.4,188.1,493,226.5,421.4,203.4,NA,NA
18001000110,IN,Adams County,000110,1244,15,1206,6,2,3,0,1,11,682,7,667,0,2,2,0,0,4,315,32,306,57,309,57,333,34,282,44,288,37,315.8,45,285,40.5,NA,NA
18001000120,IN,Adams County,000120,1257,107,1127,5,2,3,0,0,13,997,69,914,2,2,2,0,0,8,361.6,106.9,299.2,144.5,301.2,168.2,374.4,102.9,272.5,121.7,298.2,100,334.1,130.6,285.4,110.8,NA,NA
18001000130,IN,Adams County,000130,981,14,959,1,2,0,0,0,5,609,5,598,0,1,0,0,0,5,290,45,265,72,262,68,291,45,228,50,239,41,277,57.5,233.5,45.5,NA,NA
18001000140,IN,Adams County,000140,1363,7,1355,0,1,0,0,0,0,632,4,627,0,1,0,0,0,0,134,24,112,46,123,39,139,23,117,27,124,18,127,33,120.5,22.5,NA,NA
18001000150,IN,Adams County,000150,951,27,895,2,1,1,0,1,24,625,17,601,0,0,1,0,1,5,417,53,369,94,352,130,417,50,331,72,352,48,388.8,81.8,341.5,60,NA,NA
18001000160,IN,Adams County,000160,181,6,174,0,0,0,0,0,1,129,6,123,0,0,0,0,0,0,57.7,14.4,48.1,20.2,51,18.3,56.8,16.4,46.2,17.3,44.3,16.4,53.4,17.3,45.2,16.9,NA,NA
18001000170,IN,Adams County,000170,704,31,635,2,7,5,0,6,18,487,16,446,0,6,3,0,4,12,256.1,78,223.1,116,229.1,120,276.1,68,189.1,108,219.1,69,246.1,95.5,204.1,88.5,NA,NA
18001000180,IN,Adams County,000180,632,37,570,1,3,0,0,0,21,454,24,407,0,3,0,0,0,20,202.5,46.3,176.2,64.4,170.9,82.4,208.2,46.2,174.1,55.2,183.3,54,189.4,59.8,178.7,54.6,NA,NA
18001000190,IN,Adams County,000190,1037,34,973,0,3,3,0,4,20,791,16,753,0,0,3,0,4,15,447,101,394,158,388,177,464,99,340,124,357,106,423.2,133.8,348.5,115,NA,NA
18001000200,IN,Adams County,000200,3047,40,2994,2,1,1,0,0,9,1598,16,1574,0,1,1,0,0,6,379.8,32.7,339.3,64.4,335.5,83,378.2,34.5,310.7,38.8,313,29.6,358.2,53.7,311.9,34.2,NA,NA
18001000210,IN,Adams County,000210,1422,38,1350,5,1,2,0,3,23,929,29,884,1,1,0,0,1,13,420.3,118.6,354.9,179.8,353,203.7,446.2,102.6,327.8,134.7,352.7,104.6,393.6,151.2,340.2,119.6,NA,NA
18001000220,IN,Adams County,000220,1269,28,1200,0,0,3,0,4,34,904,12,878,0,0,1,0,1,12,452,104,359,170,350,201,449,111,310,122,327,107,402.5,146.5,318.5,114.5,NA,NA
18001000230,IN,Adams County,000230,905,33,855,0,0,1,0,0,16,692,16,666,0,0,1,0,0,9,364,94,308,138,311,161,380,100,265,110,293,89,340.8,123.2,279,99.5,NA,NA
18001000240,IN,Adams County,000240,2657,35,2600,0,4,5,0,0,13,1343,9,1323,0,2,3,0,0,6,255.9,46.4,215.4,74.1,232.8,65.8,254.3,44.3,209,53.4,214.4,44.3,239.6,57.6,211.7,48.8,NA,NA
18001000250,IN,Adams County,000250,1022,44,946,3,5,6,0,0,18,796,22,753,1,3,6,0,0,11,409,105,374.4,135.8,353.6,167.1,435.3,96,351.9,118,373.7,99.3,393.1,126,362.8,108.7,NA,NA
18003000010,IN,Allen County,000010,1190,51,539,451,2,86,0,8,53,875,29,487,272,2,60,0,4,21,128,190,125,188,132,185,150,174,112,157,119,145,133.8,184.2,115.5,151,NA,NA
18003000020,IN,Allen County,000020,1155,92,708,242,1,52,0,6,54,885,52,614,152,1,41,0,1,24,114,150,124,143,125,150,137,146,77,134,82,131,125,147.2,79.5,132.5,NA,NA
18003000030,IN,Allen County,000030,1543,88,1211,111,4,46,0,14,69,1151,44,939,81,4,32,0,7,44,365,249,346,273,351,289,431,207,246,256,279,225,373.2,254.5,262.5,240.5,NA,NA
18003000040,IN,Allen County,000040,1036,34,809,86,0,35,0,13,59,772,19,639,62,0,20,0,11,21,252.2,167.3,248.9,165.7,244.8,184.8,291.4,139.9,190.7,170.7,209,147.4,259.3,164.4,199.8,159.1,NA,NA
18003000050,IN,Allen County,000050,1374,67,1105,119,3,9,0,6,65,982,33,833,85,3,6,0,2,20,334,227,328,241,328,257,388,197,249,244,268,223,344.5,230.5,258.5,233.5,NA,NA
18003000060,IN,Allen County,000060,1260,79,799,274,0,8,1,5,94,992,52,684,195,0,4,1,4,52,272.8,246.7,260.1,245.3,266.2,257.2,325.6,201.1,220.3,243.3,250,213.6,281.2,237.6,235.2,228.4,NA,NA
18003000070,IN,Allen County,000070,734,56,525,68,2,20,0,4,59,561,28,433,48,2,16,0,4,30,192,91,168,113,178,110,210,81,149,108,157,98,187,98.8,153,103,NA,NA
18003000080,IN,Allen County,000080,1009,57,811,90,0,18,1,2,30,783,29,671,52,0,14,1,2,14,277,169,258,190,274,191,324,136,204,188,226,155,283.2,171.5,215,171.5,NA,NA
18003000090,IN,Allen County,000090,1625,69,1341,122,0,12,0,8,73,1264,50,1071,85,0,7,0,8,43,527.5,261.8,497.3,312.4,511.9,310.4,612.1,202.4,434,305.6,485.6,256.9,537.2,271.8,459.8,281.2,NA,NA
18003000100,IN,Allen County,000100,354,18,247,39,1,10,0,2,37,301,12,231,35,1,6,0,2,14,96.3,75.2,87.3,74.2,87.3,83.2,109.3,65.1,66.2,80.2,73.3,75.1,95,74.4,69.8,77.7,NA,NA
18003000110,IN,Allen County,000110,1609,57,1311,115,1,22,0,6,97,1241,29,1064,86,0,9,0,1,52,438.9,281.4,387.7,318,422.1,320.5,505.2,229.1,327.2,268.6,364.4,236.4,438.5,287.2,345.8,252.5,NA,NA
18003000120,IN,Allen County,000120,1414,90,1077,112,0,50,0,10,75,974,50,794,67,0,27,0,0,36,380,206,363,216,365,217,424,170,292,221,321,190,383,202.2,306.5,205.5,NA,NA
18003000130,IN,Allen County,000130,1256,51,881,193,1,65,0,5,60,934,37,693,138,0,27,0,2,37,280,213,259,242,271,243,329,187,212,198,218,188,284.8,221.2,215,193,NA,NA
18003000140,IN,Allen County,000140,2404,144,1820,219,3,89,0,5,124,1750,75,1392,165,3,53,0,4,58,655,421.2,608.9,474.4,615.9,485.4,733.3,376,494.6,455.4,544.7,402.2,653.3,439.2,519.7,428.8,NA,NA
18003000150,IN,Allen County,000150,1380,65,1056,131,5,55,0,17,51,1072,39,870,93,5,38,0,8,19,405,256.8,386.1,285.6,388.1,291.6,467.7,211,329.4,280.6,358.3,252.8,411.7,261.2,343.9,266.7,NA,NA
18003000160,IN,Allen County,000160,880,37,505,83,2,187,0,3,63,661,24,411,56,2,134,0,2,32,135,125,112,140,123,137,156,113,104,128,124,111,131.5,128.8,114,119.5,NA,NA
18003000170,IN,Allen County,000170,1024,85,772,36,2,51,0,6,72,774,56,614,29,2,25,0,5,43,278,146,268,158,275,166,310,138,209,162,227,142,282.8,152,218,152,NA,NA
18003000180,IN,Allen County,000180,1027,38,881,40,1,13,0,9,45,723,34,620,35,0,7,0,1,26,383.6,154.2,388.6,158.3,394.6,162.3,446.7,102.2,328.4,160.2,349.4,125.2,403.4,144.2,338.9,142.7,NA,NA
18003000190,IN,Allen County,000190,2051,146,1553,172,2,76,1,3,98,1474,78,1195,99,2,46,1,2,51,497,334,456,375,465,395,574,282,370,355,407,315,498,346.5,388.5,335,NA,NA
18003000200,IN,Allen County,000200,1401,80,1150,65,6,20,0,1,79,1091,43,936,45,6,16,0,0,45,415,246,379,277,403,277,456,228,329,246,348,226,413.2,257,338.5,236,NA,NA
18003000210,IN,Allen County,000210,1398,67,1004,193,7,32,0,11,84,1105,41,860,125,1,29,0,11,38,407,256,384,284,392,283,454,229,326,257,344,233,409.2,263,335,245,NA,NA
18003000220,IN,Allen County,000220,2041,83,1758,54,1,37,0,12,96,1418,29,1267,39,1,28,0,9,45,724.4,311.8,700.4,356.7,717.4,355.7,829.3,259.8,584.6,334.8,629.6,280.8,742.9,321,607.1,307.8,NA,NA
18003000230,IN,Allen County,000230,1174,56,960,81,4,27,0,8,38,859,37,728,45,4,23,0,6,16,349,186,346,208,345,214,406,156,251,195,272,171,361.5,191,261.5,183,NA,NA
18003000240,IN,Allen County,000240,1113,65,851,66,1,41,1,9,79,840,32,671,49,1,31,1,7,48,295,153,268,183,281,181,322,139,207,154,219,130,291.5,164,213,142,NA,NA
18003000250,IN,Allen County,000250,1461,84,1123,130,7,52,0,5,60,1182,50,933,106,7,44,0,5,37,447,285,421,303,434,309,501,250,340,288,373,254,450.8,286.8,356.5,271,NA,NA
18003000260,IN,Allen County,000260,1751,48,1422,138,3,50,0,11,79,1286,36,1071,84,0,41,0,8,46,541,230,527,259,519,275,608,191,427,245,453,215,548.8,238.8,440,230,NA,NA
18003000270,IN,Allen County,000270,1133,50,906,79,4,29,1,6,58,922,26,768,59,3,25,1,6,34,532.4,175.8,522.9,195,522,204.4,583.3,137.6,448.4,203.8,472.7,176.1,540.1,178.2,460.5,189.9,NA,NA
18003000280,IN,Allen County,000280,1428,56,1245,57,0,16,0,10,44,1083,25,958,50,0,14,0,10,26,608,272.6,581.8,289.5,587.4,302.6,683.6,203.8,488.7,273.7,522.4,239.9,615.2,267.1,505.5,256.8,NA,NA
18003000290,IN,Allen County,000290,1862,120,1399,176,8,57,0,4,98,1416,72,1117,136,4,41,0,1,45,398.9,201.4,377.6,232.7,383.6,234,429.5,184.2,312.5,214.1,337.8,188.2,397.4,213.1,325.1,201.1,NA,NA
18003000300,IN,Allen County,000300,1110,70,884,78,4,30,0,0,44,942,49,778,62,3,23,0,0,27,356.1,192,330.1,212,343.1,211,391.1,162,267.1,190,293.2,162,355.1,194.2,280.1,176,NA,NA
18003000310,IN,Allen County,000310,1817,123,1433,115,9,60,0,14,63,1430,81,1174,86,9,44,0,4,32,462,246,429,269,428,283,504,214,387,238,397,215,455.8,253,392,226.5,NA,NA
18003000320,IN,Allen County,000320,1596,133,1199,114,8,38,0,12,92,1171,74,922,82,4,27,0,7,55,401,244,377,272,379,288,437,222,317,242,340,223,398.5,256.5,328.5,232.5,NA,NA
18003000330,IN,Allen County,000330,13,1,8,0,0,0,0,0,4,12,1,8,0,0,0,0,0,3,4.3,3,2.3,5,2.3,5,3.3,4,2.4,4,1.5,5,3,4.2,2,4.5,NA,NA
18003000340,IN,Allen County,000340,801,66,514,96,0,90,0,0,35,592,42,405,66,0,53,0,0,26,195,133,166,155,175,154,214,118,156,111,165,104,187.5,140,160.5,107.5,NA,NA
18003000350,IN,Allen County,000350,923,56,697,81,2,39,0,2,46,812,40,634,70,2,34,0,2,30,220.5,135.6,225.5,142.8,221.5,150.8,254,115.3,155.9,124.8,170.2,103.5,230.4,136.1,163.1,114.2,NA,NA
18003000360,IN,Allen County,000360,1405,97,1119,90,6,37,0,1,55,1033,52,869,62,4,24,0,1,21,264,265,260,275,255,301,330,242,195,257,204,240,277.2,270.8,199.5,248.5,NA,NA
18003000370,IN,Allen County,000370,1637,121,1323,79,2,12,1,5,94,1256,85,1048,44,2,10,1,0,66,304.4,254,286,268.5,282.5,297.9,352,242.4,241.4,257,266.4,231.1,306.2,265.7,253.9,244.1,NA,NA
18003000380,IN,Allen County,000380,1978,117,1630,103,1,19,2,11,95,1540,70,1298,82,0,17,2,11,60,402,401,397,434,399,449,496,359,337,436,372,397,423.5,410.8,354.5,416.5,NA,NA
18003000390,IN,Allen County,000390,1679,103,1288,138,1,24,0,4,121,1273,59,1033,90,0,15,0,3,73,356.8,290.5,335.3,318.5,346.6,338.1,411,272.8,243.8,332.5,267.1,304.5,362.4,305,255.5,318.5,NA,NA
18003000400,IN,Allen County,000400,874,65,680,68,1,9,0,3,48,696,46,569,52,1,6,0,1,21,148,125,125,138,136,138,166,120,98,125,107,114,143.8,130.2,102.5,119.5,NA,NA
18003000410,IN,Allen County,000410,1829,111,1026,361,4,213,3,12,99,1378,66,834,266,2,147,3,4,56,252,257,234,288,243,286,293,241,176,236,187,227,255.5,268,181.5,231.5,NA,NA
18003000420,IN,Allen County,000420,902,66,578,85,3,104,0,16,50,662,46,466,62,3,52,0,6,27,202,169,197,175,205,179,232,157,159,160,187,138,209,170,173,149,NA,NA
18003000430,IN,Allen County,000430,978,49,615,186,2,62,0,12,52,730,34,496,112,2,39,0,6,41,159,148,138,160,142,163,186,127,120,145,129,135,156.2,149.5,124.5,140,NA,NA
18003000440,IN,Allen County,000440,1897,142,1167,309,4,188,0,4,83,1643,98,1074,248,4,162,0,2,55,180,261,190,265,190,276,230,252,105,248,117,231,197.5,263.5,111,239.5,NA,NA
18003000450,IN,Allen County,000450,1111,89,714,180,7,54,2,3,62,929,69,631,132,7,44,2,3,41,90,93,91,105,89,112,114,96,67,99,74,95,96,101.5,70.5,97,NA,NA
18003000460,IN,Allen County,000460,1580,112,1099,182,1,108,0,34,44,1496,108,1052,173,1,98,0,27,37,45.4,86.8,46.4,85.8,48.3,94.7,60.1,85.8,36.5,73,43.4,73,50,88.3,40,73,NA,NA
18003000470,IN,Allen County,000470,1147,76,826,75,0,115,1,8,46,900,48,690,52,0,76,1,4,29,287.6,243.6,273.9,254.7,282.6,262.3,333.6,210.5,226.3,264.5,247.1,241.4,294.4,242.8,236.7,252.9,NA,NA
18003000480,IN,Allen County,000480,1433,74,1154,106,3,38,0,8,50,1197,51,996,81,3,28,0,8,30,373,219,371,225,374,230,420,187,303,220,334,189,384.5,215.2,318.5,204.5,NA,NA
18003000490,IN,Allen County,000490,1298,116,1037,50,5,26,0,5,59,1001,70,830,37,5,22,0,2,35,322,165,286,187.5,303.5,188.5,355.2,148.5,245.9,175.8,263.4,150.4,316.7,172.4,254.6,163.1,NA,NA
18003000500,IN,Allen County,000500,1166,40,1029,36,0,11,1,2,47,874,25,791,31,0,8,0,0,19,367.4,202,339.3,215.6,345.1,235.9,398.3,179.8,272.6,211.7,298.7,177.9,362.5,208.3,285.6,194.8,NA,NA
18003000510,IN,Allen County,000510,2061,118,1645,122,4,40,1,14,117,1635,84,1330,90,2,30,0,7,92,507,269,472,305,472,335,564,268,355,310,380,275,503.8,294.2,367.5,292.5,NA,NA
18003000520,IN,Allen County,000520,778,31,639,69,1,10,1,1,26,620,19,518,60,0,10,0,1,12,246,93,236,114,244,113,273,77,205,126,220,104,249.8,99.2,212.5,115,NA,NA
18003000530,IN,Allen County,000530,2479,149,1780,338,6,63,0,18,125,2089,115,1553,273,6,57,0,14,71,420,381,406,407,409,436,510,356,314,351,342,330,436.2,395,328,340.5,NA,NA
18003000540,IN,Allen County,000540,802,26,669,64,2,12,0,7,22,676,23,570,56,2,10,0,7,8,322.8,193.9,322.8,201.9,324.8,204.9,365.8,159.9,277.8,188.9,291.8,170.9,334,190.2,284.8,179.9,NA,NA
18003000550,IN,Allen County,000550,518,37,366,69,3,23,0,3,17,427,30,312,53,3,18,0,2,9,60.8,59.8,57.8,64.8,58.8,68.8,67.8,61.8,31.9,65.8,31.9,65.8,61.3,63.8,31.9,65.8,NA,NA
18003000560,IN,Allen County,000560,787,51,596,73,0,20,0,4,43,599,25,484,48,0,9,0,2,31,208.6,137.2,203.7,140.2,199.7,155.3,239.8,121.2,159.5,139,175.6,118,212.9,138.5,167.6,128.5,NA,NA
18003000570,IN,Allen County,000570,1996,61,1806,22,4,38,0,15,50,1479,41,1374,8,0,25,0,4,27,726.7,282.3,696.2,317.6,708.9,337.3,816,233.2,550.8,326.4,586.2,268.4,737,292.6,568.5,297.4,NA,NA
18003000580,IN,Allen County,000580,1321,40,1203,11,0,14,0,0,53,974,28,903,6,0,11,0,0,26,494.4,173.6,480.8,193.2,475.2,210.5,531,150.6,402.2,202.5,417.8,173.5,495.4,182,410,188,NA,NA
18003000590,IN,Allen County,000590,1256,48,1094,25,0,11,0,12,66,905,33,804,18,0,10,0,5,35,567.7,210.4,567.2,222.3,565.8,239.9,641,148.5,476,217.2,517,179.8,585.4,205.3,496.5,198.5,NA,NA
18003000600,IN,Allen County,000600,1654,95,1359,49,2,66,2,8,73,1346,63,1159,34,2,44,0,2,42,613.2,276.3,604.3,300.1,608.2,312.1,693.7,220.6,501.9,303.1,555.6,255.4,629.9,277.3,528.8,279.2,NA,NA
18003000610,IN,Allen County,000610,987,74,728,96,3,44,0,9,33,810,50,630,76,3,31,0,5,15,226.3,139.8,209.1,154.9,221.2,156.9,246.4,130.7,150.9,141.8,161,135.7,225.8,145.6,155.9,138.8,NA,NA
18003000620,IN,Allen County,000620,827,45,689,33,1,8,0,4,47,591,29,506,17,0,7,0,2,30,154,246,156,256,167,258,233,192,123,288,150,251,177.5,238,136.5,269.5,NA,NA
18003000630,IN,Allen County,000630,1107,102,745,141,5,37,1,8,68,866,62,617,110,5,34,1,5,32,153.7,153.6,160,140,160,151.8,173.7,142.7,87.3,130.9,99.1,123.6,161.8,147,93.2,127.2,NA,NA
18003000640,IN,Allen County,000640,1503,108,1061,174,2,84,0,11,63,1147,66,870,105,2,64,0,7,33,331.2,250.1,305.1,274.1,303.2,280.1,364.2,228.1,257,221,273,206,325.9,258.1,265,213.5,NA,NA
18003000650,IN,Allen County,000650,562,13,500,16,1,14,0,1,17,487,3,454,12,1,11,0,1,5,125,85,132,81,140,85,166,58,140,86,153,72,140.8,77.2,146.5,79,NA,NA
18003000660,IN,Allen County,000660,1228,102,835,195,8,9,0,6,73,1000,67,719,146,7,9,0,6,46,100.9,208.4,96.7,217.9,91.7,240.1,131.5,209.5,72.5,247.3,82.6,237.2,105.2,219,77.6,242.2,NA,NA
18003000670,IN,Allen County,000670,1370,113,1047,101,6,25,0,3,75,1062,75,857,59,2,22,0,3,44,193.7,278.2,187.2,277.3,199.4,280.3,226.9,260,136.3,260.7,150.3,245.7,201.8,274,143.3,253.2,NA,NA
18003000680,IN,Allen County,000680,868,93,636,59,0,23,1,9,47,643,42,505,45,0,13,0,6,32,131,183.5,127.8,196.1,124.8,216.3,161.6,189.6,90.6,194.4,99.6,187.3,136.3,196.4,95.1,190.9,NA,NA
18003000690,IN,Allen County,000690,2732,219,2077,217,16,34,2,13,154,1999,119,1613,138,10,31,2,7,79,417.9,195.9,351.9,248.9,371.9,248.9,432.9,204.9,275.8,197.9,307.8,174.9,393.6,224.7,291.8,186.4,NA,NA
18003000700,IN,Allen County,000700,1349,216,758,219,12,47,0,7,90,1105,143,659,178,12,37,0,3,73,164.3,184.3,145.3,202,148.1,209.6,178,190.5,99.7,147.6,116.1,134.1,158.9,196.6,107.9,140.8,NA,NA
18003000710,IN,Allen County,000710,2346,243,1558,156,5,214,0,12,158,1686,126,1214,117,2,147,0,3,77,451.8,305.9,398.9,350.9,439.8,341.9,515.8,282.9,332,297,354,269,451.6,320.4,343,283,NA,NA
18003000720,IN,Allen County,000720,1102,56,745,167,4,39,3,12,76,869,35,641,98,4,33,1,9,48,223.4,159.6,182.6,189.5,204.5,190.5,243.4,158.6,139.7,159.6,153.6,143.6,213.5,174.6,146.6,151.6,NA,NA
18003000730,IN,Allen County,000730,2271,364,1489,150,11,118,1,10,128,1796,263,1224,110,6,103,1,7,82,434,238,381,260,397,271,464,210,338,218,357,194,419,244.8,347.5,206,NA,NA
18003000740,IN,Allen County,000740,2898,307,1698,340,11,372,0,22,148,2060,182,1327,215,7,245,0,6,78,276,222,237,230,250,237,306,201,185,176,196,168,267.2,222.5,190.5,172,NA,NA
18003000750,IN,Allen County,000750,1521,173,1099,106,2,59,3,8,71,1218,104,923,87,2,43,3,7,49,266.8,224.5,250.6,233.6,243.6,248.6,311.8,199.5,195.4,228.5,214.4,213.5,268.2,226.6,204.9,221,NA,NA
18003000760,IN,Allen County,000760,1576,204,1100,147,11,37,0,9,68,1272,126,948,115,8,26,0,2,47,340.8,260.2,302.6,285.7,314.6,298.8,377.7,242.2,247.6,252.9,264.7,229.3,333.9,271.7,256.1,241.1,NA,NA
18003000770,IN,Allen County,000770,1118,114,744,86,5,72,0,11,86,845,64,599,67,5,54,0,7,49,191.3,164,185.2,177.1,196.2,171.2,212.5,162.9,133,142,148,131.9,196.3,168.8,140.5,136.9,NA,NA
18003000780,IN,Allen County,000780,1757,133,1256,205,5,72,1,5,80,1515,92,1106,179,4,65,1,5,63,304.8,245.2,278.2,264.7,272.6,289.8,331.5,233.9,204.8,257.6,230.2,225.3,296.8,258.4,217.5,241.5,NA,NA
18003000790,IN,Allen County,000790,1156,79,935,61,2,34,2,10,33,945,48,774,58,2,31,0,6,26,349,190.6,330.4,210.2,331.4,217,390,164.2,240.5,191.6,263.9,172,350.2,195.5,252.2,181.8,NA,NA
18003000800,IN,Allen County,000800,1276,67,1037,57,6,45,3,7,54,987,43,834,42,6,40,2,4,16,448.3,221.6,412.3,260.6,416.3,271.6,506.2,180.7,351.4,243.6,382.4,209.7,445.8,233.6,366.9,226.6,NA,NA
18003000810,IN,Allen County,000810,1570,84,1021,183,2,233,1,4,42,1176,53,799,134,2,171,1,1,15,345,274.4,327.6,279.8,332.6,286,379,243.8,247.5,265.4,262.1,236,346,271,254.8,250.7,NA,NA
18003000820,IN,Allen County,000820,1515,135,1166,91,5,22,0,7,89,1215,87,980,70,5,15,0,5,53,379.8,234.6,351.3,253.3,361.1,268.9,428.2,207.8,316.8,245.3,337.4,226.5,380.1,241.2,327.1,235.9,NA,NA
18003000830,IN,Allen County,000830,1371,92,1172,30,4,19,0,3,51,1113,58,971,17,4,18,0,0,45,433,175.8,388.3,206.6,383.3,229.4,462.8,159.9,322.8,172.9,345.7,152,416.9,192.9,334.2,162.4,NA,NA
18003000840,IN,Allen County,000840,979,33,795,64,0,50,0,1,36,805,22,687,40,0,39,0,1,16,322,176,299,195,298,203,353,139,262,207,298,169,318,178.2,280,188,NA,NA
18003000850,IN,Allen County,000850,2301,121,1779,178,2,107,0,12,102,1813,59,1470,125,2,89,0,5,63,626,338,588,381,591,401,709,291,492,348,544,299,628.5,352.8,518,323.5,NA,NA
18003000860,IN,Allen County,000860,1400,53,1130,84,2,65,0,6,60,1191,34,987,67,2,59,0,3,39,310.2,236.1,314.1,239.1,313.1,250.1,373.2,194.1,240.1,226.1,267.1,194.1,327.6,229.8,253.6,210.1,NA,NA
18003000870,IN,Allen County,000870,1114,72,744,146,1,69,0,16,66,889,51,638,94,1,54,0,9,42,185.3,141.1,180.3,144.2,184.3,150.2,220.3,119.1,162.2,144.2,174.3,126.1,192.6,138.6,168.2,135.1,NA,NA
18003000880,IN,Allen County,000880,1387,50,1234,10,3,31,0,2,57,998,32,914,9,3,14,0,0,26,489.5,199.6,472.6,235.3,487.5,234.3,544.1,169.8,381.3,249.2,416,206.5,498.4,209.8,398.6,227.8,NA,NA
18003000890,IN,Allen County,000890,926,81,729,49,1,4,0,2,60,719,43,608,35,1,4,0,2,26,172.2,145.8,145.8,168.3,162.4,170.2,202.5,133.1,127.2,164.4,144.8,151.7,170.7,154.3,136,158.1,NA,NA
18003000900,IN,Allen County,000900,1375,95,1121,62,2,12,2,3,78,1037,67,869,35,2,10,0,2,52,265,227,231,254,232,269,300,215,198,235,222,217,257,241.2,210,226,NA,NA
18003000910,IN,Allen County,000910,1155,80,957,45,4,15,0,3,51,938,58,793,28,4,13,0,3,39,283,156,252,185,258,187,328,126,207,179,220,160,280.2,163.5,213.5,169.5,NA,NA
18003000920,IN,Allen County,000920,1856,225,1314,151,6,19,1,16,124,1434,139,1075,117,5,11,0,9,78,331,228,288,263,285,285,347,236,233,231,250,205,312.8,253,241.5,218,NA,NA
18003000930,IN,Allen County,000930,2351,95,1932,70,7,111,1,12,123,1659,58,1393,40,4,94,0,4,66,683.3,337.1,673.1,362.3,681.2,379.3,762.5,289,532,348.3,566.1,311.1,700,341.9,549,329.7,NA,NA
18003000940,IN,Allen County,000940,1873,90,1502,62,0,122,0,13,84,1279,61,1041,49,0,85,0,4,39,425,208.7,415.7,221.4,404.7,246.9,474.2,182.4,311.4,212.1,333.4,184.9,429.9,214.8,322.4,198.5,NA,NA
18003000950,IN,Allen County,000950,44,0,42,0,0,0,0,0,2,35,0,34,0,0,0,0,0,1,1.2,1.1,1.1,1.1,1.1,1.2,1.3,1,0.9,1,1,0.9,1.2,1.1,0.9,0.9,NA,NA
18003000960,IN,Allen County,000960,858,18,760,19,0,29,0,0,32,658,14,593,12,0,24,0,0,15,387.9,140.3,386.6,149.5,398,145.5,435.1,103.8,339.1,149,357.1,127.1,401.9,134.8,348.1,138.1,NA,NA
18003000970,IN,Allen County,000970,1538,94,1053,247,7,37,0,14,86,1321,77,964,166,7,33,0,11,63,269.6,307,258.2,323.2,265.4,326.3,331.1,267.8,205.5,298.6,226.7,267.3,281.1,306.1,216.1,283,NA,NA
18003000980,IN,Allen County,000980,1177,82,852,110,2,48,0,6,77,997,56,761,88,2,46,0,5,39,229.7,232.6,215.9,242.4,217.9,254.2,262.1,219.9,173.7,221.8,195.3,196.3,231.4,237.3,184.5,209.1,NA,NA
