GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_16_rep_you,uss_16_dem_bay,gov_16_rep_hol,gov_16_dem_gre,atg_16_rep_hil,atg_16_dem_arr,uss_18_rep_bra,uss_18_dem_don,sos_18_rep_law,sos_18_dem_har,avg_16_rep,avg_16_dem,avg_18_rep,avg_18_dem,avg_20_rep,avg_20_dem
18107000070,IN,Montgomery County,000070,1776,110,1552,26,1,15,2,9,61,1450,82,1288,24,0,11,2,6,37,488,251,441,285,433,312,521,215,421,267,489,215,470.8,265.8,455,241,NA,NA
18107000080,IN,Montgomery County,000080,1863,115,1598,46,1,24,0,8,71,1405,62,1251,28,1,17,0,3,43,321.1,132.6,277.2,169.5,287.2,175.5,349,125.7,217.4,125.7,244.3,108.7,308.6,150.8,230.9,117.2,NA,NA
18107000090,IN,Montgomery County,000090,1617,181,1328,20,6,9,0,1,72,1174,114,987,11,4,6,0,1,51,284.3,115.6,234.7,147.1,239.1,157.6,298.6,109.9,212.1,98.2,225.2,87.9,264.2,132.6,218.6,93.1,NA,NA
18107000100,IN,Montgomery County,000100,2021,517,1420,14,2,10,0,1,57,1519,332,1134,9,2,6,0,1,35,371,171.5,316.8,213.5,320.1,231.5,386.6,152.1,262,155.9,298.1,127.9,348.6,192.2,280,141.9,NA,NA
18107000110,IN,Montgomery County,000110,1959,164,1654,26,5,45,1,4,60,1639,118,1414,25,3,44,1,4,30,305,157.7,273.8,194.7,268.6,205.1,327.8,133.9,268.5,155,302.2,122.1,293.8,172.8,285.4,138.6,NA,NA
18107000120,IN,Montgomery County,000120,1305,143,1070,33,5,10,2,0,42,1037,106,866,27,2,9,0,0,27,135,132,127,139,124,149,158,116,108,120,119,105,136,134,113.5,112.5,NA,NA
18107000130,IN,Montgomery County,000130,1135,147,919,32,1,9,0,2,25,840,95,703,18,1,9,0,1,13,217,132,202,141,185,165,244,116,142,150,163,126,212,138.5,152.5,138,NA,NA
18107000140,IN,Montgomery County,000140,1765,33,1651,9,0,1,0,14,57,1340,22,1259,7,0,0,0,7,45,682,126,613,189,585,244,704,131,513,136,548,101,646,172.5,530.5,118.5,NA,NA
18107000150,IN,Montgomery County,000150,1192,28,1110,8,2,3,0,1,40,908,16,860,6,2,3,0,1,20,390,90,354,126,334,162,405,90,285,101,310,77,370.8,117,297.5,89,NA,NA
18107000160,IN,Montgomery County,000160,936,30,845,5,3,1,0,3,49,713,17,663,2,3,1,0,2,25,310.6,58.4,273.5,78.5,253.3,111.7,309.7,58.3,246.3,56.5,270.4,40.4,286.8,76.7,258.4,48.5,NA,NA
18107000170,IN,Montgomery County,000170,776,33,719,3,0,1,0,0,20,614,26,571,2,0,0,0,0,15,288.4,54.1,238.2,82.7,219.5,121.1,285.5,56.1,206.7,64,230.3,47.2,257.9,78.5,218.5,55.6,NA,NA
18107000180,IN,Montgomery County,000180,376,1,358,0,0,3,0,2,12,301,0,290,0,0,1,0,2,8,184,27,180,40,165,51,181,38,132,31,134,27,177.5,39,133,29,NA,NA
18107000190,IN,Montgomery County,000190,1292,98,1143,6,0,12,0,0,33,996,62,898,4,0,10,0,0,22,412,117,365,155,344,193,435,105,318,122,338,101,389,142.5,328,111.5,NA,NA
18107000200,IN,Montgomery County,000200,828,10,787,1,1,12,0,1,16,622,8,589,1,1,12,0,1,10,269.9,83.1,243.7,106.2,233.9,118.2,281.9,67.3,216.6,92,241.7,62.3,257.3,93.7,229.1,77.2,NA,NA
18107000210,IN,Montgomery County,000210,1687,38,1601,3,5,4,0,1,35,1316,15,1268,3,5,0,0,1,24,611.6,150.3,542.1,201.9,531.2,232.7,606.8,140.3,461.6,157.1,483.6,138.2,572.9,181.3,472.6,147.6,NA,NA
18107000220,IN,Montgomery County,000220,784,31,715,2,3,7,1,3,22,603,21,558,1,2,7,1,3,10,266.9,73.4,231.8,99.5,221.8,118.5,274,70.3,212.6,84.3,223.7,70.3,248.6,90.4,218.1,77.3,NA,NA
18107000230,IN,Montgomery County,000230,1361,34,1270,0,2,8,0,2,45,1010,22,956,0,2,5,0,1,24,516.2,108.4,446.3,164.5,411.8,207.9,518.2,103.4,400,113.3,418.7,80.8,473.1,146.1,409.4,97,NA,NA
18107000240,IN,Montgomery County,000240,1751,25,1656,11,4,4,0,3,48,1386,11,1328,5,2,4,0,3,33,702.4,170.6,639.5,236.5,578.7,308.3,747.3,148.7,566.7,214.5,618.6,154.7,667,216,592.7,184.6,NA,NA
18107000250,IN,Montgomery County,000250,1216,61,1102,2,1,9,0,0,41,939,34,873,1,1,9,0,0,21,468.8,161.1,416.7,213.3,407.7,244.2,498,135.8,405.6,175.8,441.1,137.4,447.8,188.6,423.4,156.6,NA,NA
18107000260,IN,Montgomery County,000260,1303,26,1240,7,3,3,3,3,18,1017,19,975,2,3,1,3,1,13,466,94,384,148,379,188,468,100,346,116,395,78,424.2,132.5,370.5,97,NA,NA
18107000270,IN,Montgomery County,000270,1588,71,1435,3,2,10,0,0,67,1203,50,1099,1,2,5,0,0,46,513,119,454,165,418,217,536,109,384,132,423,97,480.2,152.5,403.5,114.5,NA,NA
18109000010,IN,Morgan County,000010,1225,20,1128,5,7,1,1,2,61,979,8,914,4,7,1,1,2,42,405,100,375,139,354,170,418,104,286,115,300,96,388,128.2,293,105.5,NA,NA
18109000020,IN,Morgan County,000020,1008,15,934,1,9,0,0,3,46,791,11,733,1,5,0,0,0,41,351,86,314,111,293,137,325,99,254,88,270,72,320.8,108.2,262,80,NA,NA
18109000030,IN,Morgan County,000030,765,9,723,1,5,0,0,0,27,601,1,572,1,3,0,0,0,24,275,43,245,67,224,86,262,50,204,39,213,32,251.5,61.5,208.5,35.5,NA,NA
18109000040,IN,Morgan County,000040,726,3,703,1,0,0,1,2,16,561,3,541,0,0,0,1,2,14,346.2,46.1,284.3,88.4,270.7,116.2,318.3,60.8,245.5,51,263.8,38.7,304.9,77.9,254.7,44.9,NA,NA
18109000050,IN,Morgan County,000050,1710,14,1591,13,8,12,0,6,66,1299,10,1221,11,8,8,0,1,40,503.4,159.8,439.5,204.8,421.5,242.7,521.4,163.8,354.6,165.8,391.5,131.8,471.4,192.8,373,148.8,NA,NA
18109000060,IN,Morgan County,000060,1188,33,1068,9,4,5,0,4,65,907,23,824,7,4,4,0,4,41,269.5,78,236.4,100.1,240.3,114.2,272.8,83.7,179.6,74,191,53.9,254.8,94,185.3,64,NA,NA
18109000070,IN,Morgan County,000070,1130,13,1073,4,4,3,1,1,31,888,6,859,2,4,1,1,1,14,377,110,339,145,329,170,396,103,267,96,289,72,360.2,132,278,84,NA,NA
18109000080,IN,Morgan County,000080,1257,30,1156,2,5,6,1,0,57,939,11,880,2,5,4,1,0,36,299,126,270,140,262,162,317,123,215,114,225,100,287,137.8,220,107,NA,NA
18109000090,IN,Morgan County,000090,1493,32,1387,2,3,8,1,5,55,1232,26,1153,2,3,6,1,5,36,420,118.9,382.1,140.8,372.8,166.2,439.4,104.6,349.2,124,369.4,107.1,403.6,132.6,359.3,115.6,NA,NA
18109000100,IN,Morgan County,000100,1234,10,1181,3,0,8,0,0,32,983,9,943,1,0,8,0,0,22,420,111,363,144,350,166,420,110,286,116,300,97,388.2,132.8,293,106.5,NA,NA
18109000110,IN,Morgan County,000110,962,17,898,3,3,0,0,2,39,744,9,705,0,3,0,0,2,25,399.4,98.1,373.9,118.7,370.9,132.5,418,90.3,298.3,99.1,321.9,76.5,390.5,109.9,310.1,87.8,NA,NA
18109000120,IN,Morgan County,000120,1117,24,1049,0,1,6,0,6,31,916,14,867,0,1,5,0,4,25,559.9,154.1,524.8,189.2,496.1,233.8,591.5,139.4,414.7,181,454.5,141.9,543.1,179.1,434.6,161.4,NA,NA
18109000130,IN,Morgan County,000130,1842,31,1695,13,5,6,0,8,84,1341,16,1255,6,3,5,0,8,48,404.2,91.9,339.8,137.2,323.9,165.4,387.3,96,294.1,87.9,306.3,72.6,363.8,122.6,300.2,80.2,NA,NA
18109000140,IN,Morgan County,000140,86,4,78,0,0,0,0,1,3,76,4,70,0,0,0,0,1,1,29,13,25,15,25,16,31,12,26,11,30,9,27.5,14,28,10,NA,NA
18109000150,IN,Morgan County,000150,1397,29,1288,1,0,21,0,10,48,1060,22,992,0,0,16,0,4,26,451.6,157.2,414.6,194.2,401.5,224.2,479.6,156.2,338.4,155.2,359.5,138.2,436.8,182.9,349,146.7,NA,NA
18109000160,IN,Morgan County,000160,1381,24,1310,0,2,2,0,0,43,1097,17,1050,0,0,2,0,0,28,378.4,90.2,331,109.3,335.6,130,379.2,87.2,284.4,88.7,298.1,78.7,356,104.2,291.2,83.7,NA,NA
18109000170,IN,Morgan County,000170,1564,32,1460,4,9,4,0,2,53,1217,23,1138,4,7,3,0,2,40,449.4,119,386,154.3,382.6,174.7,445.4,122.3,316.9,136.9,338.2,115.9,415.9,142.6,327.5,126.4,NA,NA
18109000180,IN,Morgan County,000180,1298,28,1227,1,3,5,0,0,34,1000,17,963,1,2,2,0,0,15,539.5,147,475.2,189.9,452.3,228.8,539.7,150.6,411.4,169.3,431.3,139.8,501.7,179.1,421.4,154.6,NA,NA
18109000190,IN,Morgan County,000190,1757,19,1659,4,5,5,1,9,55,1383,14,1310,4,4,4,1,2,44,646,148,573,192,545,248,643,143,480,155,507,130,601.8,182.8,493.5,142.5,NA,NA
18109000200,IN,Morgan County,000200,1847,23,1747,2,7,9,1,4,54,1445,16,1374,1,5,4,1,2,42,703,180,640,241,606,282,706,181,556,194,589,163,663.8,221,572.5,178.5,NA,NA
18109000210,IN,Morgan County,000210,1550,23,1435,2,6,1,0,4,79,1192,12,1111,0,6,0,0,4,59,550,122,503,161,474,204,548,136,382,131,398,123,518.8,155.8,390,127,NA,NA
18109000220,IN,Morgan County,000220,1399,17,1329,5,3,4,0,4,37,1124,8,1075,0,3,1,0,4,33,507,126,432,172,417,211,495,134,368,138,388,111,462.8,160.8,378,124.5,NA,NA
18109000230,IN,Morgan County,000230,1566,14,1476,3,2,11,0,5,55,1259,10,1191,3,2,8,0,5,40,574.7,146.8,531.6,164.5,511.1,205.6,586.5,140.9,425.1,140.1,452.5,112.6,551,164.4,438.8,126.3,NA,NA
18109000240,IN,Morgan County,000240,1166,13,1120,3,0,3,0,1,26,899,6,871,0,0,3,0,1,18,497,98,447,134,426,168,498,95,391,118,409,98,467,123.8,400,108,NA,NA
18109000250,IN,Morgan County,000250,1765,33,1641,12,5,0,1,5,68,1330,16,1241,8,5,0,1,5,54,594,108,515,154,493,184,573,113,436,122,449,101,543.8,139.8,442.5,111.5,NA,NA
18109000260,IN,Morgan County,000260,753,7,711,4,1,3,0,1,26,608,5,576,1,1,3,0,1,21,299,82,275,103,279,105,304,85,250,97,262,88,289.2,93.8,256,92.5,NA,NA
18109000270,IN,Morgan County,000270,1198,10,1130,0,2,6,0,3,47,981,7,938,0,0,6,0,0,30,394,117,344,139,344,155,393,112,308,111,333,91,368.8,130.8,320.5,101,NA,NA
18109000280,IN,Morgan County,000280,1389,15,1322,0,5,4,0,4,39,1054,10,1010,0,0,3,0,1,30,386.6,120.9,348,147.6,349,162.7,404.1,99.9,301.5,107.3,315.2,91.8,371.9,132.8,308.4,99.6,NA,NA
18109000290,IN,Morgan County,000290,1030,18,960,0,4,3,0,1,44,840,11,790,0,2,3,0,0,34,401,117.7,363.7,136.9,341.7,170.4,402,112.9,317.8,118.7,339.8,96.7,377.1,134.5,328.8,107.7,NA,NA
18109000300,IN,Morgan County,000300,1634,13,1525,4,0,5,0,3,84,1299,10,1229,3,0,5,0,3,49,647,161,605,198,594,228,670,158,487,177,509,153,629,186.2,498,165,NA,NA
18109000310,IN,Morgan County,000310,1617,31,1535,2,6,1,0,1,41,1290,20,1238,1,5,1,0,0,25,645.4,145.9,586.5,193.8,584.5,219.8,656.4,145.9,528.4,172.8,556.4,134.9,618.2,176.4,542.4,153.9,NA,NA
18109000320,IN,Morgan County,000320,1807,58,1621,29,9,9,0,4,77,1372,26,1254,17,7,9,0,3,56,530.2,136.7,481.9,160.3,471.7,190.3,529.5,131.8,395.3,131.7,422.1,117.6,503.3,154.8,408.7,124.6,NA,NA
18109000330,IN,Morgan County,000330,1729,41,1588,10,2,4,0,6,78,1375,32,1276,6,1,4,0,2,54,604.6,165.5,559,188.3,521.7,243.3,635.6,141.4,455.1,180.4,491,146.9,580.2,184.6,473,163.7,NA,NA
18109000340,IN,Morgan County,000340,1173,43,1045,11,7,10,0,4,53,919,21,841,6,6,10,0,1,34,377,98,334,124,328,143,379,97,276,120,292,95,354.5,115.5,284,107.5,NA,NA
18109000350,IN,Morgan County,000350,2231,68,2032,66,1,5,0,2,57,1549,51,1408,46,1,5,0,0,38,595,225,539,275,525,309,643,197,377,195,403,173,575.5,251.5,390,184,NA,NA
18109000360,IN,Morgan County,000360,1470,25,1372,8,4,1,0,7,53,1146,14,1078,7,4,1,0,6,36,555,119,500,171,493,191,575,120,406,148,442,106,530.8,150.2,424,127,NA,NA
18109000370,IN,Morgan County,000370,1537,24,1461,5,6,1,1,6,33,1232,16,1176,4,5,1,1,3,26,485,144,430,179,402,223,482,139,363,159,392,131,449.8,171.2,377.5,145,NA,NA
18109000380,IN,Morgan County,000380,2580,53,2376,29,13,17,0,5,87,1890,29,1758,23,10,17,0,5,48,662,181,607,240,583,292,691,182,494,194,525,161,635.8,223.8,509.5,177.5,NA,NA
18109000390,IN,Morgan County,000390,848,1,806,1,1,3,0,0,36,654,1,624,1,1,3,0,0,24,295.2,38.9,245.4,59.8,242.4,79.8,274.3,45.9,198.5,36.9,206.5,37.9,264.3,56.1,202.5,37.4,NA,NA
18109000400,IN,Morgan County,000400,694,4,659,0,0,1,0,1,29,543,2,520,0,0,1,0,0,20,220.9,31,188,46.1,182.7,57.7,211.1,32,157,39.9,164.9,31.9,200.7,41.7,160.9,35.9,NA,NA
18109000410,IN,Morgan County,000410,1327,26,1232,4,2,3,0,6,54,1002,12,949,3,1,2,0,1,34,334,69,285,107,282,122,319,78,220,72,239,57,305,94,229.5,64.5,NA,NA
18109000420,IN,Morgan County,000420,1583,28,1486,2,3,10,0,2,52,1225,23,1156,1,3,4,0,0,38,472.7,86.2,420.6,129.2,403.6,157.3,482.7,85.2,333.5,108.2,368.5,74.1,444.9,114.5,351,91.2,NA,NA
18109000430,IN,Morgan County,000430,1246,34,1140,35,1,0,0,0,36,1047,34,945,35,1,0,0,0,32,213.7,59.7,189.1,78.2,182.7,80.8,215,57.6,155.7,70.8,172.1,56.5,200.1,69.1,163.9,63.6,NA,NA
18109000440,IN,Morgan County,000440,928,8,878,2,1,1,0,14,24,725,3,703,2,1,0,0,7,9,328,85,281,126,275,141,321,91,219,103,247,74,301.2,110.8,233,88.5,NA,NA
18109000450,IN,Morgan County,000450,1380,18,1286,5,8,3,0,8,52,1076,11,1022,5,8,0,0,5,25,379.1,64.2,318.9,103.7,312,131.3,383,58.2,271.5,69.1,281.4,52.3,348.2,89.4,276.4,60.7,NA,NA
18109000460,IN,Morgan County,000460,1897,68,1715,4,2,12,0,3,93,1435,42,1318,3,2,4,0,3,63,450.9,119.2,380.5,151.7,366.4,192.6,439.2,126.9,290.6,119.6,307.6,102.6,409.2,147.6,299.1,111.1,NA,NA
18109000470,IN,Morgan County,000470,1337,17,1274,2,3,5,0,0,36,1030,13,993,0,3,5,0,0,16,439.5,114.5,401.7,146.6,372.8,187.1,460.6,104.5,307.1,120.8,334.9,95.6,418.6,138.2,321,108.2,NA,NA
18109000480,IN,Morgan County,000480,1476,14,1389,4,0,13,1,2,53,1171,10,1106,4,0,12,1,2,36,589.5,164.8,549.8,202.3,513.2,251.4,614.2,136.2,506.2,199.1,547.5,139.7,566.7,188.7,526.9,169.4,NA,NA
18109000490,IN,Morgan County,000490,1024,6,982,0,1,6,1,1,27,784,2,756,0,1,5,1,1,18,439.5,105.8,410.7,132.3,396.6,154.7,450.5,94.8,354,120.8,379.1,94.6,424.3,121.9,366.6,107.7,NA,NA
18109000500,IN,Morgan County,000500,1258,32,1178,4,5,1,0,5,33,949,16,894,3,5,1,0,5,25,357.1,91.1,298.4,143.2,292.2,160,363.6,82.4,243.4,89.7,268.7,61.1,327.8,119.2,256,75.4,NA,NA
18109000510,IN,Morgan County,000510,964,24,904,5,3,2,0,4,22,738,18,702,4,3,2,0,1,8,424.7,103.5,385.6,137.6,348.4,192.7,425.7,105.4,319.4,134.6,360.5,108.4,396.1,134.8,340,121.5,NA,NA
18109000520,IN,Morgan County,000520,1364,46,1253,2,6,12,0,0,45,1051,19,990,0,3,12,0,0,27,387.7,84.5,321.9,122.3,316.4,152.8,380.3,93.3,256.3,103.5,286.2,73,351.6,113.2,271.2,88.2,NA,NA
18109000530,IN,Morgan County,000530,816,9,760,4,2,10,0,1,30,679,6,636,4,2,8,0,1,22,378.4,115.7,371.3,122.5,357.9,141.1,401.2,92,329.5,124.2,338.8,103.8,377.2,117.8,334.1,114,NA,NA
18109000540,IN,Morgan County,000540,1057,23,996,3,1,5,0,0,29,846,7,809,3,1,4,0,0,22,432,115,412,150,392,183,456,122,355,137,386,106,423,142.5,370.5,121.5,NA,NA
18111000010,IN,Newton County,000010,731,48,637,3,0,1,0,2,40,562,31,505,3,0,1,0,2,20,208,48,184,69,180,74,202,49,146,60,162,45,193.5,60,154,52.5,NA,NA
18111000020,IN,Newton County,000020,803,36,720,0,2,4,0,1,40,644,24,582,0,2,4,0,1,31,282,86,254,115,256,111,273,91,214,99,225,83,266.2,100.8,219.5,91,NA,NA
18111000030,IN,Newton County,000030,155,52,97,1,0,1,0,1,3,118,33,80,1,0,1,0,1,2,48,16,56,19,50,23,55,16,40,14,42,10,52.2,18.5,41,12,NA,NA
18111000040,IN,Newton County,000040,723,47,638,2,1,0,0,0,35,547,26,491,2,1,0,0,0,27,191,52,181,76,172,85,198,63,145,50,157,39,185.5,69,151,44.5,NA,NA
18111000050,IN,Newton County,000050,377,10,346,2,2,0,0,4,13,299,8,281,2,2,0,0,2,4,110,42,105,46,101,51,120,40,95,33,102,26,109,44.8,98.5,29.5,NA,NA
18111000060,IN,Newton County,000060,527,75,427,0,1,0,0,3,21,415,49,347,0,1,0,0,0,18,133,38,122,41,123,46,136,38,113,41,123,32,128.5,40.8,118,36.5,NA,NA
18111000070,IN,Newton County,000070,723,111,579,0,0,3,0,5,25,550,64,461,0,0,3,0,3,19,210,48,200,66,193,78,221,53,172,54,187,36,206,61.2,179.5,45,NA,NA
18111000080,IN,Newton County,000080,365,23,323,1,1,4,0,0,13,304,12,276,1,1,1,0,0,13,141,46,128,62,131,64,141,49,108,52,118,44,135.2,55.2,113,48,NA,NA
18111000090,IN,Newton County,000090,600,50,525,3,4,2,0,0,16,448,26,401,3,4,2,0,0,12,174,82,165,87,163,93,179,75,158,69,170,57,170.2,84.2,164,63,NA,NA
18111000100,IN,Newton County,000100,818,62,729,1,3,1,0,0,22,646,39,582,1,3,1,0,0,20,202,111,207,112,194,137,239,95,172,111,191,92,210.5,113.8,181.5,101.5,NA,NA
18111000110,IN,Newton County,000110,569,70,473,3,1,4,0,2,16,447,45,382,3,1,4,0,0,12,133,70,115,88,121,83,138,68,90,62,93,57,126.8,77.2,91.5,59.5,NA,NA
18111000120,IN,Newton County,000120,1428,40,1285,3,3,6,0,2,89,1112,28,1007,1,3,6,0,2,65,415,138,369,174,337,215,391,166,299,144,315,133,378,173.2,307,138.5,NA,NA
18111000130,IN,Newton County,000130,921,54,827,2,1,2,1,4,30,775,30,711,2,1,2,1,4,24,328,115,286,156,268,175,289,164,215,106,224,96,292.8,152.5,219.5,101,NA,NA
18111000140,IN,Newton County,000140,1024,54,908,10,0,0,0,0,52,831,44,741,10,0,0,0,0,36,319.9,112.6,275.1,145.5,262.1,175.4,282.1,156.4,213.3,114.6,219.3,110.6,284.8,147.5,216.3,112.6,NA,NA
18111000150,IN,Newton County,000150,1722,128,1485,6,2,0,0,2,99,1307,76,1148,4,2,0,0,1,76,472,143,414,193,374,245,439,190,329,146,334,138,424.8,192.8,331.5,142,NA,NA
18111000160,IN,Newton County,000160,1817,159,1573,4,4,5,1,2,69,1425,106,1267,1,4,5,1,2,39,510,213,426,274,380,340,456,283,301,200,315,180,443,277.5,308,190,NA,NA
18111000170,IN,Newton County,000170,223,11,203,0,0,0,0,2,7,184,11,164,0,0,0,0,2,7,69,17,58,29,63,25,63,23,45,19,49,17,63.2,23.5,47,18,NA,NA
18111000180,IN,Newton County,000180,304,9,278,1,0,1,0,4,11,253,8,229,1,0,1,0,4,10,127,26,124,35,114,45,136,20,110,27,114,24,125.2,31.5,112,25.5,NA,NA
18113000010,IN,Noble County,000010,1073,50,1000,1,0,4,0,1,17,844,37,792,0,0,2,0,0,13,321,117,284,137,284,146,335,111,251,128,268,109,306,127.8,259.5,118.5,NA,NA
18113000020,IN,Noble County,000020,2776,572,2140,4,3,14,1,2,40,1984,346,1597,1,2,9,0,0,29,661,214,580,249,556,302,678,189,474,202,515,164,618.8,238.5,494.5,183,NA,NA
18113000030,IN,Noble County,000030,2356,611,1685,7,0,9,0,0,44,1572,403,1128,7,0,9,0,0,25,369.1,105.6,333.8,127.2,339.7,134.6,379,96.7,272,87.1,286.3,78.1,355.4,116,279.1,82.6,NA,NA
18113000040,IN,Noble County,000040,1285,800,449,10,2,10,0,0,14,884,486,369,10,2,10,0,0,7,126.6,75.6,116.3,70.1,108.6,85.8,121.9,82.2,73.5,61.7,78.6,62.5,118.3,78.4,76,62.1,NA,NA
18113000050,IN,Noble County,000050,990,571,376,10,0,12,0,0,21,741,405,300,10,0,9,0,0,17,116.5,65.7,87.6,66.7,91.6,70.7,113.5,61.7,67.7,45.8,82.6,36.8,102.3,66.2,75.2,41.3,NA,NA
18113000060,IN,Noble County,000060,2269,1306,904,4,1,9,0,3,42,1575,836,692,4,1,9,0,3,30,271.9,163.1,238.2,176,254.1,176.9,298.5,139.4,188.8,136.4,215.5,120.6,265.7,163.8,202.2,128.5,NA,NA
18113000070,IN,Noble County,000070,2062,93,1919,5,0,4,0,10,31,1377,47,1286,5,0,2,0,10,27,414,84,358,125,350,145,427,80,301,103,327,80,387.2,108.5,314,91.5,NA,NA
18113000080,IN,Noble County,000080,1532,35,1463,1,9,5,0,1,18,1186,26,1142,0,3,2,0,0,13,558,120,483,162,483,191,566,109,405,150,453,118,522.5,145.5,429,134,NA,NA
18113000090,IN,Noble County,000090,1751,78,1582,8,7,6,0,3,67,1342,45,1235,5,7,5,0,2,43,565,143,503,186,485,231,588,155,438,186,466,150,535.2,178.8,452,168,NA,NA
18113000100,IN,Noble County,000100,2016,28,1901,33,2,1,0,2,49,1581,17,1497,32,2,1,0,2,30,742,178,658,226,637,280,732,175,611,206,621,180,692.2,214.8,616,193,NA,NA
18113000110,IN,Noble County,000110,1551,30,1462,3,1,4,0,8,43,1222,16,1164,0,1,0,0,8,33,596,164,522,222,513,253,606,153,416,184,464,138,559.2,198,440,161,NA,NA
18113000120,IN,Noble County,000120,1335,48,1252,2,5,6,0,0,22,1030,33,971,1,5,3,0,0,17,395,111,314,152,333,166,395,116,276,126,297,105,359.2,136.2,286.5,115.5,NA,NA
18113000130,IN,Noble County,000130,1638,31,1564,4,1,6,0,0,32,1354,26,1291,4,1,6,0,0,26,580,168,489,233,497,238,596,143,478,203,526,156,540.5,195.5,502,179.5,NA,NA
18113000140,IN,Noble County,000140,961,22,896,4,2,3,0,0,34,670,15,623,4,0,1,0,0,27,171,61,153,73,147,85,174,64,121,50,131,42,161.2,70.8,126,46,NA,NA
18113000150,IN,Noble County,000150,1044,17,978,5,0,3,0,10,31,845,11,802,2,0,3,0,6,21,393,105,349,135,338,162,402,94,291,103,312,78,370.5,124,301.5,90.5,NA,NA
18113000160,IN,Noble County,000160,1886,50,1759,5,0,20,0,6,46,1473,34,1390,3,0,17,0,2,27,809.1,264.4,707.3,354.2,721.3,353.2,841,232.4,614.5,296.3,663.4,250.4,769.7,301,639,273.4,NA,NA
18113000170,IN,Noble County,000170,2199,96,1940,9,6,18,0,10,120,1647,62,1484,5,6,18,0,8,64,243,126,200,160,205,159,260,115,149,114,169,103,227,140,159,108.5,NA,NA
18113000180,IN,Noble County,000180,2089,82,1890,12,1,31,0,5,68,1621,48,1508,6,0,25,0,2,32,519.9,207.6,431.7,278.8,419.7,294.8,560,176.6,343.5,219.7,383.6,191.6,482.8,239.4,363.6,205.6,NA,NA
18113000190,IN,Noble County,000190,1232,94,1057,11,1,8,0,0,61,910,59,780,11,1,8,0,0,51,261,93,237,107,235,130,272,94,192,86,210,70,251.2,106,201,78,NA,NA
18113000200,IN,Noble County,000200,863,56,752,3,1,3,0,0,48,626,23,559,3,0,3,0,0,38,144,76,117,94,121,91,149,72,112,72,120,61,132.8,83.2,116,66.5,NA,NA
18113000210,IN,Noble County,000210,1395,84,1231,17,3,4,0,3,53,1023,54,912,16,3,4,0,3,31,298,148,238,179,250,181,310,138,189,154,217,135,274,161.5,203,144.5,NA,NA
18113000220,IN,Noble County,000220,221,12,192,2,0,0,0,0,15,150,3,139,2,0,0,0,0,6,55,21,40,32,45,32,58,19,41,30,45,26,49.5,26,43,28,NA,NA
18113000230,IN,Noble County,000230,2262,201,1875,17,7,9,0,8,145,1598,125,1357,7,7,4,0,2,96,324,155,266,178,268,187,343,145,194,130,224,116,300.2,166.2,209,123,NA,NA
18113000240,IN,Noble County,000240,1349,28,1276,2,4,3,0,3,33,1071,17,1017,0,4,3,0,0,30,456,133,381,182,383,203,470,116,334,152,364,127,422.5,158.5,349,139.5,NA,NA
18113000250,IN,Noble County,000250,1622,38,1513,3,7,7,0,0,54,1285,22,1220,1,7,4,0,0,31,532,147,482,191,485,196,540,143,415,165,442,137,509.8,169.2,428.5,151,NA,NA
18113000260,IN,Noble County,000260,1796,58,1644,16,2,7,0,10,59,1327,29,1240,11,2,4,0,7,34,424,156,360,203,350,227,460,140,305,145,342,120,398.5,181.5,323.5,132.5,NA,NA
18113000270,IN,Noble County,000270,2318,35,2215,7,2,2,0,10,47,1805,19,1741,3,2,2,0,5,33,866,228,756,302,747,351,907,203,714,273,749,236,819,271,731.5,254.5,NA,NA
18113000280,IN,Noble County,000280,2326,112,2107,11,4,12,0,7,73,1781,73,1633,5,4,9,0,7,50,549,147,449,229,457,245,577,126,402,161,441,136,508,186.8,421.5,148.5,NA,NA
18113000290,IN,Noble County,000290,1260,12,1213,1,0,3,0,2,29,1015,6,984,0,0,3,0,2,20,437,127,375,166,371,195,429,127,324,162,353,134,403,153.8,338.5,148,NA,NA
18115000010,IN,Ohio County,000010,694,9,665,0,0,0,0,2,18,557,6,534,0,0,0,0,1,16,320,73,306,101,275,123,298,89,252,88,253,74,299.8,96.5,252.5,81,NA,NA
18115000020,IN,Ohio County,000020,492,10,459,0,0,1,0,0,22,371,6,345,0,0,1,0,0,19,186.5,39.7,177.4,52,170.1,63.3,189.5,38.7,136.3,44.7,143,38.8,180.9,48.4,139.7,41.8,NA,NA
18115000030,IN,Ohio County,000030,491,8,461,3,0,6,0,2,11,410,4,392,3,0,3,0,1,7,110.6,73.1,90.5,80.9,82.8,92.3,98.9,74.2,83.2,69.3,80.4,65.4,95.7,80.1,81.8,67.3,NA,NA
18115000040,IN,Ohio County,000040,400,7,367,4,1,3,0,1,17,318,4,291,4,1,2,0,0,16,116.5,59.6,101.2,72.3,95.8,75.9,109.3,59.6,84,58.7,87.6,54.2,105.7,66.8,85.8,56.5,NA,NA
